Orthogroup	SLEB.longest_only	DSUP.longest_only
OG0001626	LOC115631206|XP_030383770.1|SLEB	LOC119548356|XP_037711499.1|DSUP
OG0001627	LOC115624677|XP_030375335.1|SLEB	LOC119551705|XP_037717109.1|DSUP
OG0001628	LOC115625427|XP_030376327.1|SLEB	LOC119553927|XP_037720547.1|DSUP
OG0001629	LOC115621741|XP_030371333.1|SLEB	LOC119553225|XP_037719413.1|DSUP
OG0001630	LOC115625146|XP_030375928.1|SLEB, LOC115623996|XP_030374425.1|SLEB	LOC119563069|XP_037732212.1|DSUP
OG0001631	LOC115623595|XP_030373857.1|SLEB	LOC119559927|XP_037729059.1|DSUP
OG0001632	LOC115625694|XP_030376694.1|SLEB	LOC119547856|XP_037710815.1|DSUP
OG0001633	LOC115623401|XP_030373570.1|SLEB	LOC119548253|XP_037711328.1|DSUP
OG0001634	LOC115620840|XP_030370134.1|SLEB	LOC119559042|XP_037728097.1|DSUP
OG0001635	LOC115623935|XP_030374356.1|SLEB	LOC119553322|XP_037719583.1|DSUP
OG0001636	LOC115624230|XP_030374706.1|SLEB	LOC119559951|XP_037729109.1|DSUP
OG0001637	LOC115625174|XP_030375996.1|SLEB	LOC119548411|XP_037711582.1|DSUP
OG0001638	LOC115627807|XP_030379496.1|SLEB	LOC119556278|XP_037724256.1|DSUP
OG0001639	LOC115633730|XP_030387060.1|SLEB	LOC119559407|XP_037728404.1|DSUP
OG0001640	LOC115625339|XP_030376224.1|SLEB, LOC115628150|XP_030379984.1|SLEB	LOC119560088|XP_037729334.1|DSUP
OG0001641	LOC115624386|XP_030374957.1|SLEB	LOC119555584|XP_037722990.1|DSUP
OG0001642	LOC115623363|XP_030373509.1|SLEB	LOC119558273|XP_037727574.1|DSUP
OG0001643	LOC115631197|XP_030383748.1|SLEB	LOC119548432|XP_037711606.1|DSUP
OG0001644	LOC115628333|XP_030380256.1|SLEB	LOC119555107|XP_037722259.1|DSUP
OG0001645	LOC115624955|XP_030375667.1|SLEB	LOC119550463|XP_037715076.1|DSUP
OG0001646	LOC115634533|XP_030388202.1|SLEB	LOC119552188|XP_037717963.1|DSUP
OG0001647	LOC115629414|XP_030381730.1|SLEB	LOC119550551|XP_037715210.1|DSUP
OG0001648	LOC115633105|XP_030386348.1|SLEB, LOC115632805|XP_030385916.1|SLEB	LOC119554758|XP_037721713.1|DSUP
OG0001649	LOC115633661|XP_030386966.1|SLEB	LOC119549800|XP_037713994.1|DSUP
OG0001650	LOC115628166|XP_030380009.1|SLEB	LOC119550313|XP_037714845.1|DSUP
OG0001651	LOC115631836|XP_030384542.1|SLEB	LOC119550210|XP_037714690.1|DSUP
OG0001652	LOC115632256|XP_030385189.1|SLEB	LOC119555519|XP_037722872.1|DSUP
OG0001653	LOC115632790|XP_030385901.1|SLEB	LOC119552993|XP_037718939.1|DSUP
OG0001654	LOC115624654|XP_030375294.1|SLEB	LOC119550233|XP_037714729.1|DSUP
OG0001655	LOC115633712|XP_030387033.1|SLEB	LOC119551574|XP_037716902.1|DSUP
OG0001656	LOC115626509|XP_030377757.1|SLEB, LOC115626593|XP_030377836.1|SLEB, LOC115626478|XP_030377723.1|SLEB	LOC119548305|XP_037711405.1|DSUP
OG0001657	LOC115624729|XP_030375415.1|SLEB	LOC119554770|XP_037721739.1|DSUP
OG0001658	LOC115632477|XP_030385511.1|SLEB	LOC119554092|XP_037720768.1|DSUP
OG0001659	LOC115622281|XP_030372043.1|SLEB	LOC119553117|XP_037719227.1|DSUP
OG0001660	LOC115628397|XP_030380346.1|SLEB	LOC119555184|XP_037722364.1|DSUP
OG0001661	LOC115620748|XP_030370003.1|SLEB	LOC119563340|XP_037732616.1|DSUP, LOC119559287|XP_037728292.1|DSUP
OG0001662	LOC115633134|XP_030386396.1|SLEB	LOC119553240|XP_037719438.1|DSUP
OG0001663	LOC115621870|XP_030371552.1|SLEB	LOC119562987|XP_037732094.1|DSUP
OG0001666	LOC115630994|XP_030383445.1|SLEB	LOC119547432|XP_037710220.1|DSUP
OG0001667	LOC115624013|XP_030374449.1|SLEB	LOC119551676|XP_037717059.1|DSUP
OG0001668	LOC115632726|XP_030385832.1|SLEB	LOC119555626|XP_037723075.1|DSUP
OG0001670	LOC115624911|XP_030375620.1|SLEB	LOC119557073|XP_037725553.1|DSUP, LOC119557180|XP_037725722.1|DSUP, LOC119559458|XP_037728492.1|DSUP
OG0001674	LOC115624399|XP_030374989.1|SLEB	LOC119559838|XP_037728863.1|DSUP, LOC119560928|XP_037730591.1|DSUP
OG0001675	LOC115624403|XP_030374994.1|SLEB	LOC119551974|XP_037717620.1|DSUP, LOC119561602|XP_037731130.1|DSUP
OG0001678	LOC115628697|XP_030380737.1|SLEB	LOC119555920|XP_037723546.1|DSUP
OG0001679	LOC115628814|XP_030380899.1|SLEB	LOC119557428|XP_037726108.1|DSUP
OG0001680	LOC115627556|XP_030379134.1|SLEB	LOC119556628|XP_037724879.1|DSUP
OG0001681	LOC115633378|XP_030386681.1|SLEB	LOC119556546|XP_037724757.1|DSUP
OG0001682	LOC115626835|XP_030378176.1|SLEB	LOC119556526|XP_037724731.1|DSUP
OG0001683	LOC115625707|XP_030376709.1|SLEB	LOC119547693|XP_037710589.1|DSUP
OG0001684	LOC115628023|XP_030379816.1|SLEB	LOC119563147|XP_037732374.1|DSUP
OG0001685	LOC115631653|XP_030384325.1|SLEB	LOC119547107|XP_037709745.1|DSUP
OG0001686	LOC115629599|XP_030381950.1|SLEB	LOC119557139|XP_037725649.1|DSUP
OG0001687	LOC115626890|XP_030378260.1|SLEB	LOC119557302|XP_037725940.1|DSUP
OG0001688	LOC115628823|XP_030380914.1|SLEB	LOC119557396|XP_037726068.1|DSUP
OG0001689	LOC115627385|XP_030378898.1|SLEB	LOC119555866|XP_037723447.1|DSUP
OG0001690	LOC115632364|XP_030385342.1|SLEB	LOC119555090|XP_037722236.1|DSUP
OG0001691	LOC115631196|XP_030383747.1|SLEB	LOC119547299|XP_037710017.1|DSUP
OG0001692	LOC115620935|XP_030370305.1|SLEB	LOC119561065|XP_037730834.1|DSUP
OG0001693	LOC115627103|XP_030378520.1|SLEB	LOC119557591|XP_037726321.1|DSUP
OG0001694	LOC115621672|XP_030371243.1|SLEB	LOC119563294|XP_037732554.1|DSUP
OG0001695	LOC115631973|XP_030384735.1|SLEB	LOC119549491|XP_037713522.1|DSUP
OG0001696	LOC115620879|XP_030370216.1|SLEB	LOC119545814|XP_037707637.1|DSUP
OG0001697	LOC115621368|XP_030370851.1|SLEB	LOC119551256|XP_037716441.1|DSUP
OG0001698	LOC115634530|XP_030388200.1|SLEB	LOC119556003|XP_037723665.1|DSUP
OG0001699	LOC115620556|XP_030369703.1|SLEB	LOC119562407|XP_037731532.1|DSUP
OG0001700	LOC115624141|XP_030374597.1|SLEB	LOC119548716|XP_037712121.1|DSUP
OG0001701	LOC115620710|XP_030369945.1|SLEB	LOC119560486|XP_037729877.1|DSUP
OG0001702	LOC115625833|XP_030376888.1|SLEB	LOC119548141|XP_037711167.1|DSUP
OG0001703	LOC115621459|XP_030370976.1|SLEB	LOC119554970|XP_037722030.1|DSUP
OG0001704	LOC115621495|XP_030371023.1|SLEB	LOC119553572|XP_037719951.1|DSUP
OG0001705	LOC115620784|XP_030370053.1|SLEB	LOC119561105|XP_037730931.1|DSUP
OG0001706	LOC115625728|XP_030376737.1|SLEB	LOC119562209|XP_037731333.1|DSUP
OG0001707	LOC115620904|XP_030370253.1|SLEB	LOC119545771|XP_037707546.1|DSUP
OG0001708	LOC115621122|XP_030370527.1|SLEB	LOC119560679|XP_037730181.1|DSUP
OG0001709	LOC115622489|XP_030372295.1|SLEB	LOC119554541|XP_037721427.1|DSUP
OG0001710	LOC115622044|XP_030371776.1|SLEB, LOC115620596|XP_030369766.1|SLEB	LOC119560683|XP_037730185.1|DSUP
OG0001711	LOC115621862|XP_030371541.1|SLEB	LOC119560973|XP_037730672.1|DSUP
OG0001712	LOC115620220|XP_030369220.1|SLEB	LOC119549228|XP_037713045.1|DSUP
OG0001713	LOC115623552|XP_030373803.1|SLEB	LOC119562032|XP_037731319.1|DSUP
OG0001714	LOC115624368|XP_030374888.1|SLEB	LOC119560966|XP_037730647.1|DSUP
OG0001715	LOC115626987|XP_030378363.1|SLEB	LOC119556064|XP_037723802.1|DSUP
OG0001716	LOC115626997|XP_030378371.1|SLEB	LOC119557777|XP_037726605.1|DSUP
OG0001717	LOC115621806|XP_030371449.1|SLEB	LOC119563428|XP_037732741.1|DSUP
OG0001718	LOC115620217|XP_030369216.1|SLEB	LOC119545836|XP_037707717.1|DSUP
OG0001719	LOC115620717|XP_030369954.1|SLEB, LOC115622091|XP_030371793.1|SLEB	LOC119554866|XP_037721879.1|DSUP
OG0001721	LOC115625526|XP_030376455.1|SLEB	LOC119560706|XP_037730227.1|DSUP
OG0001722	LOC115622516|XP_030372330.1|SLEB	LOC119552857|XP_037718661.1|DSUP
OG0001723	LOC115632752|XP_030385863.1|SLEB	LOC119550005|XP_037714355.1|DSUP, LOC119559155|XP_037728152.1|DSUP
OG0001724	LOC115621866|XP_030371550.1|SLEB	LOC119548992|XP_037712519.1|DSUP
OG0001725	LOC115621193|XP_030370650.1|SLEB	LOC119550401|XP_037714982.1|DSUP
OG0001726	LOC115632617|XP_030385705.1|SLEB	LOC119552584|XP_037718146.1|DSUP
OG0001727	LOC115621422|XP_030370934.1|SLEB	LOC119563111|XP_037732282.1|DSUP
OG0001728	LOC115629315|XP_030381626.1|SLEB	LOC119549196|XP_037712953.1|DSUP
OG0001729	LOC115634592|XP_030388285.1|SLEB	LOC119551450|XP_037716721.1|DSUP
OG0001730	LOC115631663|XP_030384337.1|SLEB	LOC119547038|XP_037709640.1|DSUP
OG0001731	LOC115622817|XP_030372790.1|SLEB	LOC119549334|XP_037713242.1|DSUP
OG0001732	LOC115626439|XP_030377674.1|SLEB	LOC119561855|XP_037731263.1|DSUP
OG0001733	LOC115633922|XP_030387292.1|SLEB	LOC119549988|XP_037714322.1|DSUP
OG0001734	LOC115632459|XP_030385480.1|SLEB	LOC119550634|XP_037715398.1|DSUP
OG0001735	LOC115622206|XP_030371962.1|SLEB, LOC115622512|XP_030372325.1|SLEB	LOC119552904|XP_037718757.1|DSUP
OG0001736	LOC115625575|XP_030376536.1|SLEB	LOC119551747|XP_037717196.1|DSUP
OG0001737	LOC115621155|XP_030370576.1|SLEB	LOC119558805|XP_037727997.1|DSUP, LOC119549189|XP_037712945.1|DSUP
OG0001738	LOC115632426|XP_030385426.1|SLEB	LOC119554971|XP_037722027.1|DSUP
OG0001739	LOC115626706|XP_030378003.1|SLEB	LOC119561846|XP_037731254.1|DSUP
OG0001740	LOC115619948|XP_030368837.1|SLEB	LOC119552170|XP_037717922.1|DSUP
OG0001742	LOC115626663|XP_030377943.1|SLEB	LOC119550885|XP_037715801.1|DSUP
OG0001743	LOC115628298|XP_030380206.1|SLEB	LOC119555242|XP_037722453.1|DSUP, LOC119553458|XP_037719788.1|DSUP, LOC119555523|XP_037722875.1|DSUP, LOC119557109|XP_037725616.1|DSUP
OG0001744	LOC115619994|XP_030368926.1|SLEB	LOC119551339|XP_037716569.1|DSUP
OG0001745	LOC115620772|XP_030370043.1|SLEB	LOC119549385|XP_037713353.1|DSUP
OG0001746	LOC115622830|XP_030372768.1|SLEB	LOC119553700|XP_037720188.1|DSUP
OG0001747	LOC115624220|XP_030374698.1|SLEB	LOC119549312|XP_037713215.1|DSUP
OG0001748	LOC115632122|XP_030384985.1|SLEB	LOC119553149|XP_037719292.1|DSUP
OG0001749	LOC115624782|XP_030375477.1|SLEB	LOC119548989|XP_037712517.1|DSUP
OG0001750	LOC115624771|XP_030375466.1|SLEB	LOC119548987|XP_037712515.1|DSUP
OG0001751	LOC115632431|XP_030385433.1|SLEB	LOC119555294|XP_037722538.1|DSUP
OG0001753	LOC115632567|XP_030385646.1|SLEB	LOC119552813|XP_037718583.1|DSUP
OG0001754	LOC115623383|XP_030373545.1|SLEB	LOC119549084|XP_037712728.1|DSUP
OG0001755	LOC115632971|XP_030386132.1|SLEB	LOC119554433|XP_037721255.1|DSUP
OG0001756	LOC115620729|XP_030370009.1|SLEB	LOC119552058|XP_037717747.1|DSUP
OG0001757	LOC115631638|XP_030384310.1|SLEB	LOC119551939|XP_037717527.1|DSUP
OG0001758	LOC115624964|XP_030375679.1|SLEB	LOC119553043|XP_037719036.1|DSUP
OG0001759	LOC115622535|XP_030372362.1|SLEB	LOC119552047|XP_037717718.1|DSUP
OG0001760	LOC115634309|XP_030387826.1|SLEB	LOC119550058|XP_037714445.1|DSUP
OG0001761	LOC115629853|XP_030382300.1|SLEB	LOC119549987|XP_037714318.1|DSUP
OG0001762	LOC115628995|XP_030381136.1|SLEB	LOC119547761|XP_037710695.1|DSUP
OG0001763	LOC115625839|XP_030376901.1|SLEB	LOC119546045|XP_037707997.1|DSUP
OG0001764	LOC115623880|XP_030374290.1|SLEB	LOC119555211|XP_037722403.1|DSUP
OG0001765	LOC115620072|XP_030369094.1|SLEB	LOC119550916|XP_037715858.1|DSUP
OG0001766	LOC115628501|XP_030380500.1|SLEB	LOC119546369|XP_037708525.1|DSUP
OG0001768	LOC115631123|XP_030383649.1|SLEB	LOC119548211|XP_037711273.1|DSUP
OG0001769	LOC115626459|XP_030377699.1|SLEB	LOC119547446|XP_037710234.1|DSUP
OG0001770	LOC115632041|XP_030384868.1|SLEB	LOC119547021|XP_037709619.1|DSUP
OG0001771	LOC115631363|XP_030383942.1|SLEB	LOC119548393|XP_037711547.1|DSUP
OG0001772	LOC115631091|XP_030383599.1|SLEB	LOC119547575|XP_037710404.1|DSUP
OG0001773	LOC115625998|XP_030377104.1|SLEB	LOC119547619|XP_037710473.1|DSUP
OG0001774	LOC115634713|XP_030388456.1|SLEB	LOC119550767|XP_037715621.1|DSUP
OG0001775	LOC115628880|XP_030380997.1|SLEB	LOC119558065|XP_037727162.1|DSUP
OG0001776	LOC115625978|XP_030377083.1|SLEB	LOC119548709|XP_037712102.1|DSUP
OG0001777	LOC115631093|XP_030383600.1|SLEB	LOC119548064|XP_037711078.1|DSUP
OG0001778	LOC115631019|XP_030383494.1|SLEB	LOC119548799|XP_037712305.1|DSUP
OG0001779	LOC115626071|XP_030377183.1|SLEB	LOC119548666|XP_037712023.1|DSUP
OG0001780	LOC115625165|XP_030375960.1|SLEB	LOC119559145|XP_037728141.1|DSUP
OG0001781	LOC115625829|XP_030376881.1|SLEB	LOC119547634|XP_037710499.1|DSUP
OG0001782	LOC115626607|XP_030377860.1|SLEB	LOC119546679|XP_037709071.1|DSUP
OG0001783	LOC115624848|XP_030375552.1|SLEB, LOC115626263|XP_030377433.1|SLEB	LOC119548479|XP_037711678.1|DSUP
OG0001784	LOC115631031|XP_030383512.1|SLEB	LOC119545999|XP_037707925.1|DSUP
OG0001785	LOC115627171|XP_030378628.1|SLEB	LOC119549766|XP_037713950.1|DSUP
OG0001786	LOC115631231|XP_030383799.1|SLEB	LOC119546511|XP_037708762.1|DSUP
OG0001787	LOC115631428|XP_030384019.1|SLEB	LOC119546412|XP_037708599.1|DSUP
OG0001788	LOC115629029|XP_030381191.1|SLEB	LOC119559449|XP_037728480.1|DSUP
OG0001789	LOC115623814|XP_030374221.1|SLEB	LOC119550869|XP_037715777.1|DSUP
OG0001790	LOC115631401|XP_030383983.1|SLEB	LOC119548481|XP_037711682.1|DSUP
OG0001791	LOC115634683|XP_030388402.1|SLEB	LOC119552052|XP_037717723.1|DSUP
OG0001792	LOC115631305|XP_030383880.1|SLEB	LOC119546001|XP_037707929.1|DSUP
OG0001793	LOC115633626|XP_030386918.1|SLEB	LOC119549620|XP_037713721.1|DSUP
OG0001794	LOC115631020|XP_030383495.1|SLEB	LOC119548801|XP_037712306.1|DSUP
OG0001795	LOC115631942|XP_030384654.1|SLEB, LOC115631365|XP_030383944.1|SLEB	LOC119546709|XP_037709118.1|DSUP
OG0001796	LOC115627390|XP_030378904.1|SLEB	LOC119557056|XP_037725532.1|DSUP
OG0001797	LOC115627883|XP_030379629.1|SLEB	LOC119558948|XP_037728075.1|DSUP
OG0001798	LOC115634015|XP_030387401.1|SLEB	LOC119550358|XP_037714910.1|DSUP
OG0001799	LOC115627952|XP_030379706.1|SLEB	LOC119556580|XP_037724807.1|DSUP
OG0001800	LOC115631242|XP_030383812.1|SLEB	LOC119546379|XP_037708541.1|DSUP
OG0001801	LOC115622528|XP_030372351.1|SLEB	LOC119553095|XP_037719179.1|DSUP
OG0001802	LOC115623355|XP_030373498.1|SLEB	LOC119560821|XP_037730394.1|DSUP, LOC119563193|XP_037732408.1|DSUP
OG0001803	LOC115623761|XP_030374157.1|SLEB	LOC119560001|XP_037729201.1|DSUP
OG0001804	LOC115625120|XP_030375889.1|SLEB	LOC119560989|XP_037730695.1|DSUP
OG0001805	LOC115622794|XP_030372718.1|SLEB	LOC119552829|XP_037718612.1|DSUP
OG0001806	LOC115625400|XP_030376299.1|SLEB	LOC119545785|XP_037707585.1|DSUP
OG0001807	LOC115625149|XP_030375932.1|SLEB	LOC119549840|XP_037714067.1|DSUP
OG0001808	LOC115623342|XP_030373477.1|SLEB	LOC119563002|XP_037732117.1|DSUP
OG0001809	LOC115625044|XP_030375753.1|SLEB	LOC119560601|XP_037730057.1|DSUP
OG0001810	LOC115621356|XP_030370838.1|SLEB	LOC119554847|XP_037721856.1|DSUP
OG0001811	LOC115633560|XP_030386880.1|SLEB	LOC119551713|XP_037717115.1|DSUP
OG0001812	LOC115629176|XP_030381410.1|SLEB, LOC115620472|XP_030369563.1|SLEB	LOC119557714|XP_037726524.1|DSUP
OG0001813	LOC115623747|XP_030374123.1|SLEB	LOC119559918|XP_037729048.1|DSUP
OG0001814	LOC115623343|XP_030373480.1|SLEB	LOC119561062|XP_037730826.1|DSUP
OG0001815	LOC115623502|XP_030373738.1|SLEB	LOC119560618|XP_037730084.1|DSUP
OG0001816	LOC115632126|XP_030384996.1|SLEB	LOC119551877|XP_037717400.1|DSUP
OG0001817	LOC115633879|XP_030387240.1|SLEB	LOC119551152|XP_037716273.1|DSUP
OG0001818	LOC115626767|XP_030378084.1|SLEB	LOC119556912|XP_037725327.1|DSUP
OG0001819	LOC115624621|XP_030375234.1|SLEB	LOC119551135|XP_037716253.1|DSUP
OG0001820	LOC115629688|XP_030382068.1|SLEB	LOC119556573|XP_037724800.1|DSUP
OG0001821	LOC115626296|XP_030377486.1|SLEB	LOC119550267|XP_037714773.1|DSUP
OG0001822	LOC115634180|XP_030387625.1|SLEB	LOC119550155|XP_037714594.1|DSUP
OG0001823	LOC115623050|XP_030373089.1|SLEB	LOC119553527|XP_037719880.1|DSUP
OG0001824	LOC115631329|XP_030383910.1|SLEB	LOC119548175|XP_037711216.1|DSUP
OG0001825	LOC115634596|XP_030388290.1|SLEB	LOC119549532|XP_037713580.1|DSUP
OG0001826	LOC115624124|XP_030374583.1|SLEB	LOC119551314|XP_037716537.1|DSUP
OG0001827	LOC115625248|XP_030376101.1|SLEB	LOC119551400|XP_037716663.1|DSUP
OG0001828	LOC115633352|XP_030386646.1|SLEB	LOC119555924|XP_037723551.1|DSUP
OG0001829	LOC115633912|XP_030387281.1|SLEB	LOC119551793|XP_037717268.1|DSUP
OG0001830	LOC115624780|XP_030375472.1|SLEB	LOC119551153|XP_037716275.1|DSUP
OG0001831	LOC115622710|XP_030372601.1|SLEB	LOC119553523|XP_037719874.1|DSUP
OG0001832	LOC115628838|XP_030380940.1|SLEB	LOC119556871|XP_037725273.1|DSUP
OG0001833	LOC115620087|XP_030369131.1|SLEB	LOC119550194|XP_037714666.1|DSUP
OG0001834	LOC115621587|XP_030371138.1|SLEB	LOC119560916|XP_037730546.1|DSUP
OG0001837	LOC115626129|XP_030377242.1|SLEB	LOC119553483|XP_037719821.1|DSUP
OG0001838	LOC115628742|XP_030380810.1|SLEB	LOC119550985|XP_037715947.1|DSUP
OG0001839	LOC115634190|XP_030387636.1|SLEB	LOC119547566|XP_037710395.1|DSUP, LOC119550968|XP_037715931.1|DSUP
OG0001841	LOC115622421|XP_030372216.1|SLEB	LOC119553974|XP_037720606.1|DSUP, LOC119553715|XP_037720223.1|DSUP
OG0001842	LOC115632874|XP_030386008.1|SLEB	LOC119554217|XP_037720971.1|DSUP, LOC119546707|XP_037709115.1|DSUP, LOC119546920|XP_037709479.1|DSUP
OG0001843	LOC115634002|XP_030387390.1|SLEB	LOC119555133|XP_037722287.1|DSUP, LOC119555135|XP_037722290.1|DSUP, LOC119555134|XP_037722288.1|DSUP, LOC119555137|XP_037722292.1|DSUP
OG0001844	LOC115624923|XP_030375634.1|SLEB	LOC119554121|XP_037720819.1|DSUP, LOC119554398|XP_037721211.1|DSUP
OG0001845	LOC115620232|XP_030369235.1|SLEB, LOC115622967|XP_030372976.1|SLEB	LOC119547511|XP_037710332.1|DSUP, LOC119550639|XP_037715405.1|DSUP
OG0001846	LOC115621492|XP_030371020.1|SLEB	LOC119561869|XP_037731276.1|DSUP, LOC119561728|XP_037731141.1|DSUP
OG0001848	LOC115629991|XP_030382477.1|SLEB	LOC119562301|XP_037731387.1|DSUP
OG0001849	LOC115620921|XP_030370281.1|SLEB	LOC119562886|XP_037731930.1|DSUP
OG0001850	LOC115627978|XP_030379734.1|SLEB	LOC119549524|XP_037713612.1|DSUP
OG0001851	LOC115627985|XP_030379741.1|SLEB	LOC119548726|XP_037712201.1|DSUP
OG0001852	LOC115628288|XP_030380190.1|SLEB	LOC119552698|XP_037718362.1|DSUP
OG0001853	LOC115620830|XP_030370120.1|SLEB	LOC119545835|XP_037707692.1|DSUP
OG0001854	LOC115629954|XP_030382426.1|SLEB	LOC119555885|XP_037723475.1|DSUP
OG0001855	LOC115634633|XP_030388348.1|SLEB, LOC115620159|XP_030369148.1|SLEB	LOC119549686|XP_037713829.1|DSUP, LOC119551311|XP_037716534.1|DSUP
OG0001856	LOC115633222|XP_030386473.1|SLEB	LOC119557162|XP_037725690.1|DSUP
OG0001857	LOC115629236|XP_030381510.1|SLEB	LOC119556188|XP_037724059.1|DSUP
OG0001858	LOC115627525|XP_030379084.1|SLEB, LOC115627541|XP_030379109.1|SLEB	LOC119557658|XP_037726441.1|DSUP
OG0001859	LOC115626825|XP_030378165.1|SLEB	LOC119557815|XP_037726681.1|DSUP
OG0001860	LOC115622757|XP_030372671.1|SLEB	LOC119554752|XP_037721708.1|DSUP
OG0001861	LOC115620483|XP_030369575.1|SLEB	LOC119562215|XP_037731347.1|DSUP
OG0001862	LOC115633355|XP_030386654.1|SLEB	LOC119557696|XP_037726497.1|DSUP
OG0001863	LOC115633348|XP_030386642.1|SLEB	LOC119553176|XP_037719344.1|DSUP, LOC119556297|XP_037724299.1|DSUP
OG0001864	LOC115620539|XP_030369678.1|SLEB	LOC119560954|XP_037730625.1|DSUP
OG0001865	LOC115627253|XP_030378740.1|SLEB	LOC119556160|XP_037723990.1|DSUP
OG0001866	LOC115620942|XP_030370313.1|SLEB	LOC119563300|XP_037732557.1|DSUP
OG0001867	LOC115632355|XP_030385325.1|SLEB	LOC119555648|XP_037723134.1|DSUP
OG0001868	LOC115628618|XP_030380662.1|SLEB	LOC119547928|XP_037710901.1|DSUP
OG0001869	LOC115620529|XP_030369658.1|SLEB	LOC119562962|XP_037732065.1|DSUP
OG0001870	LOC115628839|XP_030380941.1|SLEB	LOC119556443|XP_037724605.1|DSUP
OG0001871	LOC115628959|XP_030381094.1|SLEB	LOC119557400|XP_037726073.1|DSUP
OG0001872	LOC115621411|XP_030370918.1|SLEB	LOC119555255|XP_037722485.1|DSUP
OG0001873	LOC115620540|XP_030369680.1|SLEB	LOC119560474|XP_037729862.1|DSUP
OG0001874	LOC115626911|XP_030378281.1|SLEB, LOC115620812|XP_030370098.1|SLEB	LOC119546958|XP_037709533.1|DSUP
OG0001875	LOC115620582|XP_030369747.1|SLEB	LOC119563503|XP_037732874.1|DSUP
OG0001876	LOC115629125|XP_030381321.1|SLEB	LOC119556543|XP_037724754.1|DSUP
OG0001877	LOC115627395|XP_030378910.1|SLEB	LOC119557052|XP_037725526.1|DSUP
OG0001878	LOC115621262|XP_030370720.1|SLEB	LOC119557578|XP_037726308.1|DSUP
OG0001879	LOC115620786|XP_030370060.1|SLEB	LOC119563248|XP_037732487.1|DSUP
OG0001880	LOC115621089|XP_030370482.1|SLEB	LOC119560743|XP_037730285.1|DSUP
OG0001881	LOC115623879|XP_030374289.1|SLEB	LOC119560628|XP_037730099.1|DSUP
OG0001882	LOC115620456|XP_030369546.1|SLEB	LOC119549008|XP_037712578.1|DSUP
OG0001883	LOC115621930|XP_030371637.1|SLEB	LOC119563018|XP_037732140.1|DSUP
OG0001884	LOC115620600|XP_030369773.1|SLEB	LOC119563524|XP_037732922.1|DSUP, LOC119561850|XP_037731260.1|DSUP
OG0001885	LOC115631381|XP_030383963.1|SLEB	LOC119548485|XP_037711686.1|DSUP
OG0001886	LOC115625519|XP_030376443.1|SLEB	LOC119555852|XP_037723417.1|DSUP, LOC119555843|XP_037723403.1|DSUP
OG0001887	LOC115625274|XP_030376141.1|SLEB	LOC119551374|XP_037716623.1|DSUP
OG0001888	LOC115624398|XP_030374987.1|SLEB	LOC119560090|XP_037729337.1|DSUP
OG0001889	LOC115627423|XP_030378952.1|SLEB	LOC119557816|XP_037726682.1|DSUP
OG0001890	LOC115628171|XP_030380013.1|SLEB	LOC119555264|XP_037722495.1|DSUP
OG0001891	LOC115620477|XP_030369570.1|SLEB	LOC119545747|XP_037707507.1|DSUP
OG0001892	LOC115628648|XP_030380677.1|SLEB	LOC119562488|XP_037731620.1|DSUP
OG0001893	LOC115621158|XP_030370575.1|SLEB	LOC119554458|XP_037721301.1|DSUP
OG0001894	LOC115634812|XP_030388588.1|SLEB	LOC119551330|XP_037716557.1|DSUP
OG0001895	LOC115627735|XP_030379364.1|SLEB	LOC119548219|XP_037711320.1|DSUP
OG0001896	LOC115627734|XP_030379358.1|SLEB	LOC119562860|XP_037731901.1|DSUP
OG0001897	LOC115629453|XP_030381777.1|SLEB	LOC119559844|XP_037728869.1|DSUP
OG0001898	LOC115627506|XP_030379059.1|SLEB	LOC119557454|XP_037726147.1|DSUP
OG0001899	LOC115620936|XP_030370307.1|SLEB	LOC119561066|XP_037730836.1|DSUP
OG0001900	LOC115630576|XP_030383057.1|SLEB	LOC119553436|XP_037719754.1|DSUP
OG0001901	LOC115626207|XP_030377351.1|SLEB	LOC119548781|XP_037712269.1|DSUP
OG0001902	LOC115628647|XP_030380676.1|SLEB	LOC119562437|XP_037731550.1|DSUP, LOC119559301|XP_037728308.1|DSUP, LOC119559291|XP_037728296.1|DSUP
OG0001903	LOC115620357|XP_030369420.1|SLEB	LOC119560445|XP_037729819.1|DSUP
OG0001904	LOC115621793|XP_030371425.1|SLEB	LOC119563172|XP_037732367.1|DSUP
OG0001905	LOC115627585|XP_030379169.1|SLEB	LOC119557998|XP_037727028.1|DSUP
OG0001906	LOC115621567|XP_030371108.1|SLEB	LOC119560886|XP_037730500.1|DSUP
OG0001907	LOC115627853|XP_030379574.1|SLEB	LOC119556481|XP_037724662.1|DSUP
OG0001908	LOC115620336|XP_030369393.1|SLEB	LOC119554202|XP_037720934.1|DSUP
OG0001909	LOC115628677|XP_030380711.1|SLEB	LOC119558251|XP_037727505.1|DSUP
OG0001910	LOC115625361|XP_030376256.1|SLEB	LOC119560590|XP_037730043.1|DSUP
OG0001911	LOC115621012|XP_030370392.1|SLEB	LOC119555029|XP_037722231.1|DSUP
OG0001912	LOC115626721|XP_030378029.1|SLEB	LOC119549487|XP_037713518.1|DSUP
OG0001913	LOC115630737|XP_030383251.1|SLEB	LOC119546410|XP_037708597.1|DSUP
