Orthogroup	SLEB.longest_only	DMIR.longest_only
OG0001038	LOC115623628|XP_030373929.1|SLEB, LOC115623629|XP_030373931.1|SLEB	LOC108157531|XP_017145123.1|DMIR
OG0001038	LOC115631328|XP_030383908.1|SLEB	LOC108157530|XP_017145122.1|DMIR
OG0001042	LOC115620583|XP_030369748.1|SLEB	LOC108154264|XP_017139989.1|DMIR
OG0001043	LOC115628817|XP_030380904.1|SLEB	LOC108164201|XP_017155320.1|DMIR
OG0001044	LOC115626205|XP_030377352.1|SLEB, LOC115631350|XP_030383926.1|SLEB	LOC108160001|XP_017149214.1|DMIR
OG0001045	LOC115623369|XP_030373520.1|SLEB	LOC108160800|XP_017150507.1|DMIR, LOC117193810|XP_033254415.1|DMIR
OG0001046	LOC115634073|XP_030387480.1|SLEB	LOC108159806|XP_017148865.1|DMIR
OG0001047	LOC115634088|XP_030387503.1|SLEB	LOC117191409|XP_033252177.1|DMIR, LOC117190924|XP_033251815.1|DMIR, LOC108159473|XP_017148285.1|DMIR, LOC117188102|XP_033247332.1|DMIR, LOC117188107|XP_033247337.1|DMIR
OG0001048	LOC115624518|XP_030375094.1|SLEB	LOC117193002|XP_033253619.1|DMIR, LOC108160521|XP_017150066.1|DMIR
OG0001049	LOC115622282|XP_030372044.1|SLEB	LOC108152602|XP_017137549.1|DMIR
OG0001050	LOC115633103|XP_030386344.1|SLEB	LOC108157607|XP_033245713.1|DMIR, LOC108157606|XP_017145223.2|DMIR, LOC117187276|XP_033245508.1|DMIR, LOC108151347|XP_017135390.1|DMIR, LOC108161248|XP_017150960.2|DMIR
OG0001051	LOC115626170|XP_030377305.1|SLEB	LOC108162247|XP_017152383.1|DMIR
OG0001052	LOC115625856|XP_030376924.1|SLEB	LOC108163367|XP_017154107.1|DMIR
OG0001053	LOC115629515|XP_030381856.1|SLEB	LOC117190646|XP_033251582.1|DMIR, LOC108164587|XP_033251578.1|DMIR, LOC117187196|XP_033245228.1|DMIR, LOC117187199|XP_033245232.1|DMIR, LOC117187200|XP_033245235.1|DMIR, LOC117187195|XP_033245224.1|DMIR
OG0001054	LOC115621268|XP_030370728.1|SLEB	LOC108156657|XP_017143759.1|DMIR
OG0001054	LOC115621267|XP_030370726.1|SLEB	LOC108156655|XP_017143758.1|DMIR
OG0001055	LOC115623459|XP_030373676.1|SLEB	LOC108155222|XP_017141395.1|DMIR
OG0001056	LOC115629116|XP_030381305.1|SLEB	LOC117186381|XP_033242994.1|DMIR
OG0001057	LOC115626571|XP_030377810.1|SLEB	LOC108163578|XP_017154437.1|DMIR
OG0001058	LOC115626762|XP_030378079.1|SLEB	LOC108153231|XP_017138555.1|DMIR
OG0001059	LOC115622578|XP_030372421.1|SLEB	LOC108150981|XP_017134810.1|DMIR
OG0001060	LOC115623379|XP_030373534.1|SLEB	LOC117189014|XP_033249756.1|DMIR, LOC117186009|XP_033241933.1|DMIR, LOC117189046|XP_033249832.1|DMIR, LOC117187150|XP_033245100.1|DMIR, LOC117187148|XP_033245095.1|DMIR, LOC108164965|XP_017156467.1|DMIR, LOC117189016|XP_033249771.1|DMIR, LOC117186012|XP_033241935.1|DMIR, LOC117186018|XP_033241941.1|DMIR, LOC117187151|XP_033245107.1|DMIR, LOC108155144|XP_017141287.1|DMIR
OG0001061	LOC115625474|XP_030376384.1|SLEB	LOC108154011|XP_017139593.1|DMIR, LOC108154012|XP_017139595.1|DMIR
OG0001062	LOC115634278|XP_030387771.1|SLEB	LOC108157452|XP_017145002.1|DMIR
OG0001062	LOC115625502|XP_030376423.1|SLEB	LOC108157451|XP_017145001.1|DMIR
OG0001063	LOC115629311|XP_030381617.1|SLEB	LOC108153484|XP_017139012.1|DMIR
OG0001063	LOC115629300|XP_030381607.1|SLEB	LOC108150825|XP_017134623.2|DMIR
OG0001064	LOC115629334|XP_030381642.1|SLEB	LOC108165266|XP_017156790.1|DMIR
OG0001064	LOC115627654|XP_030379254.1|SLEB	LOC108165195|XP_033242025.1|DMIR
OG0001065	LOC115630545|XP_030383014.1|SLEB, LOC115630679|XP_030383182.1|SLEB, LOC115630771|XP_030383285.1|SLEB, LOC115629745|XP_030382140.1|SLEB	LOC108159510|XP_017148358.1|DMIR, LOC117193331|XP_033253951.1|DMIR, LOC108165396|XP_033243112.1|DMIR
OG0001066	LOC115627362|XP_030378872.1|SLEB	LOC108153469|XP_033250772.1|DMIR
OG0001067	LOC115624484|XP_030375047.1|SLEB	LOC108163912|XP_017154929.1|DMIR, LOC108163915|XP_017154932.1|DMIR
OG0001068	LOC115622349|XP_030372123.1|SLEB	LOC108165317|XP_033243806.1|DMIR, LOC108151010|XP_017134857.1|DMIR
OG0001070	LOC115623894|XP_030374306.1|SLEB, LOC115623403|XP_030373573.1|SLEB, LOC115623896|XP_030374310.1|SLEB, LOC115623406|XP_030373575.1|SLEB, LOC115624299|XP_030374783.1|SLEB, LOC115623900|XP_030374314.1|SLEB	LOC108155992|XP_017142679.1|DMIR, LOC108154458|XP_017140219.1|DMIR
OG0001071	LOC115630740|XP_030383254.1|SLEB, LOC115630742|XP_030383255.1|SLEB, LOC115630697|XP_030383210.1|SLEB, LOC115630727|XP_030383242.1|SLEB, LOC115631854|XP_030384560.1|SLEB, LOC115631909|XP_030384620.1|SLEB, LOC115631900|XP_030384609.1|SLEB, LOC115631321|XP_030383900.1|SLEB	LOC108161151|XP_017150861.1|DMIR
OG0001072	LOC115623188|XP_030373271.1|SLEB	LOC108153406|XP_017138889.1|DMIR
OG0001073	LOC115620613|XP_030369790.1|SLEB	LOC108156263|XP_017143115.1|DMIR
OG0001074	LOC115629282|XP_030381580.1|SLEB	LOC108160726|XP_017150395.1|DMIR, LOC117191676|XP_033252370.1|DMIR, LOC117191677|XP_033252371.1|DMIR, LOC117191788|XP_033252443.1|DMIR
OG0001075	LOC115622509|XP_030372321.1|SLEB	LOC108152005|XP_017136466.1|DMIR
OG0001077	LOC115628105|XP_030379946.1|SLEB	LOC117187222|XP_033245320.1|DMIR
OG0001078	LOC115629550|XP_030381894.1|SLEB	LOC108164673|XP_017156015.1|DMIR
OG0001079	LOC115625668|XP_030376663.1|SLEB	LOC108151344|XP_017135388.1|DMIR
OG0001080	LOC115624602|XP_030375207.1|SLEB	LOC117194504|XP_033254946.1|DMIR, LOC117194505|XP_033254947.1|DMIR, LOC117189258|XP_033250328.1|DMIR, LOC117194571|XP_033255004.1|DMIR, LOC117195201|XP_033255734.1|DMIR, LOC117189278|XP_033250334.1|DMIR, LOC117194464|XP_033254918.1|DMIR, LOC117191728|XP_033252406.1|DMIR, LOC117191729|XP_033252407.1|DMIR, LOC117194537|XP_033254977.1|DMIR, LOC117194853|XP_033255213.1|DMIR, LOC117186187|XP_033242369.1|DMIR, LOC108152222|XP_017136892.2|DMIR, LOC117185895|XP_033243609.1|DMIR
OG0001081	LOC115623563|XP_030373819.1|SLEB	LOC108155179|XP_017141338.1|DMIR
OG0001082	LOC115633819|XP_030387165.1|SLEB	LOC117187390|XP_033245862.1|DMIR, LOC117187053|XP_033244676.1|DMIR, LOC117188855|XP_033249252.1|DMIR, LOC117188851|XP_033249239.1|DMIR, LOC117188853|XP_033249246.1|DMIR, LOC108151322|XP_033249225.1|DMIR, LOC117188850|XP_033249233.1|DMIR, LOC117189617|XP_033250626.1|DMIR, LOC108158842|XP_017147052.2|DMIR
OG0001083	LOC115622457|XP_030372260.1|SLEB	LOC108152698|XP_017137699.1|DMIR
OG0001084	LOC115634450|XP_030388021.1|SLEB	LOC108158752|XP_017146851.2|DMIR, LOC108158761|XP_033247631.1|DMIR
OG0001085	LOC115620042|XP_030369021.1|SLEB	LOC117192781|XP_033253425.1|DMIR, LOC117192775|XP_033253414.1|DMIR, LOC117192770|XP_033253407.1|DMIR, LOC117192777|XP_033253418.1|DMIR, LOC117192991|XP_033253614.1|DMIR, LOC108158703|XP_017146730.1|DMIR
OG0001086	LOC115633783|XP_030387120.1|SLEB	LOC108159504|XP_017148350.1|DMIR
OG0001087	LOC115631479|XP_030384095.1|SLEB	LOC108161856|XP_017151714.1|DMIR
OG0001088	LOC115632153|XP_030385030.1|SLEB	LOC108151800|XP_017136140.1|DMIR
OG0001089	LOC115624666|XP_030375317.1|SLEB	LOC108151348|XP_017135391.1|DMIR
OG0001090	LOC115632913|XP_030386063.1|SLEB	LOC108153504|XP_017139043.1|DMIR
OG0001092	LOC115626353|XP_030377564.1|SLEB	LOC108163845|XP_017154851.1|DMIR
OG0001093	LOC115625952|XP_030377051.1|SLEB	LOC108161684|XP_017151485.1|DMIR
OG0001094	LOC115626021|XP_030377129.1|SLEB	LOC108164002|XP_033249294.1|DMIR
OG0001095	LOC115631077|XP_030383583.1|SLEB	LOC117188910|XP_033249376.1|DMIR
OG0001096	LOC115630418|XP_030382814.1|SLEB	LOC108163692|XP_017154613.1|DMIR
OG0001097	LOC115631632|XP_030384301.1|SLEB	LOC108161606|XP_017151390.1|DMIR
OG0001098	LOC115634115|XP_030387539.1|SLEB	LOC108159722|XP_017148732.1|DMIR, LOC117190129|XP_033251103.1|DMIR
OG0001098	LOC115623029|XP_030373068.1|SLEB	LOC108152071|XP_017136583.1|DMIR
OG0001099	LOC115622780|XP_030372698.1|SLEB, LOC115622709|XP_030372600.1|SLEB	LOC108152803|XP_017137877.2|DMIR, LOC117186245|XP_033242599.1|DMIR
OG0001100	LOC115620897|XP_030370246.1|SLEB	LOC108157464|XP_017145030.1|DMIR
OG0001101	LOC115620481|XP_030369577.1|SLEB	LOC117191966|XP_033252598.1|DMIR, LOC117185967|XP_033255247.1|DMIR, LOC108159466|XP_033246436.1|DMIR, LOC117191952|XP_033252585.1|DMIR, LOC117189807|XP_033250757.1|DMIR, LOC117191959|XP_033252591.1|DMIR, LOC117194895|XP_033255249.1|DMIR
OG0001102	LOC115632575|XP_030385656.1|SLEB	LOC108152197|XP_017136844.1|DMIR
OG0001103	LOC115621774|XP_030371386.1|SLEB	LOC108157734|XP_017145399.1|DMIR
OG0001104	LOC115624069|XP_030374515.1|SLEB	LOC117189855|XP_033250815.1|DMIR, LOC117189854|XP_033250813.1|DMIR, LOC108160397|XP_017149876.1|DMIR
OG0001105	LOC115628911|XP_030381032.1|SLEB	LOC108155303|XP_017141510.1|DMIR
OG0001106	LOC115627975|XP_030379731.1|SLEB	LOC108164406|XP_033250268.1|DMIR
OG0001108	LOC115625420|XP_030376320.1|SLEB, LOC115625426|XP_030376325.1|SLEB	LOC108153902|XP_017139489.2|DMIR, LOC108156862|XP_017144079.1|DMIR
OG0001109	LOC115634740|XP_030388488.1|SLEB	LOC117187712|XP_033246348.1|DMIR, LOC108158446|XP_017146218.2|DMIR, LOC108157977|XP_017145612.1|DMIR
OG0001110	LOC115633968|XP_030387349.1|SLEB	LOC108150998|XP_033243709.1|DMIR
OG0001111	LOC115634763|XP_030388518.1|SLEB	LOC108158214|XP_017145926.1|DMIR
OG0001112	LOC115634184|XP_030387630.1|SLEB	LOC117191809|XP_033252463.1|DMIR, LOC117191808|XP_033252462.1|DMIR, LOC117191561|XP_033252281.1|DMIR, LOC117192047|XP_033252654.1|DMIR, LOC117191798|XP_033252449.1|DMIR, LOC117191562|XP_033252282.1|DMIR, LOC117191797|XP_033252448.1|DMIR, LOC117191563|XP_033252283.1|DMIR, LOC117191796|XP_033252447.1|DMIR, LOC117191806|XP_033252459.1|DMIR, LOC117191804|XP_033252456.1|DMIR, LOC117191803|XP_033252455.1|DMIR, LOC117191802|XP_033252454.1|DMIR, LOC117191801|XP_033252453.1|DMIR, LOC117191800|XP_033252452.1|DMIR, LOC117191805|XP_033252458.1|DMIR, LOC117191799|XP_033252451.1|DMIR, LOC117188033|XP_033247067.1|DMIR, LOC117188032|XP_033247066.1|DMIR, LOC108159181|XP_033247065.1|DMIR, LOC117188031|XP_033247064.1|DMIR, LOC117188034|XP_033247068.1|DMIR
OG0001113	LOC115624483|XP_030375046.1|SLEB	LOC108163911|XP_017154928.1|DMIR, LOC108163913|XP_017154931.1|DMIR
OG0001114	LOC115631463|XP_030384073.1|SLEB	LOC108163572|XP_017154428.1|DMIR
OG0001116	LOC115620151|XP_030369140.1|SLEB	LOC108159242|XP_017147855.2|DMIR
OG0001116	LOC115620150|XP_030369139.1|SLEB	LOC117189434|XP_033250444.1|DMIR, LOC117188504|XP_033248376.1|DMIR
OG0001117	LOC115622899|XP_030372879.1|SLEB	LOC108150790|XP_017134581.1|DMIR
OG0001118	LOC115627305|XP_030378807.1|SLEB	LOC117186194|XP_033242377.1|DMIR
OG0001119	LOC115630078|XP_030382561.1|SLEB	LOC108157273|XP_017144754.1|DMIR
OG0001120	LOC115623083|XP_030373145.1|SLEB, LOC115621079|XP_030370469.1|SLEB	LOC108154191|XP_017139892.1|DMIR
OG0001121	LOC115620501|XP_030369616.1|SLEB	LOC108159560|XP_017148477.2|DMIR
OG0001122	LOC115632561|XP_030385637.1|SLEB	LOC108153592|XP_017139162.1|DMIR
OG0001124	LOC115625095|XP_030375854.1|SLEB	LOC108156495|XP_017143476.1|DMIR
OG0001125	LOC115621080|XP_030370470.1|SLEB	LOC108157632|XP_017145261.1|DMIR
OG0001126	LOC115623071|XP_030373125.1|SLEB	LOC108151736|XP_033243648.1|DMIR
OG0001127	LOC115622276|XP_030372037.1|SLEB	LOC108151020|XP_017134868.1|DMIR
OG0001128	LOC115632412|XP_030385447.1|SLEB	LOC108160905|XP_017150667.1|DMIR
OG0001129	LOC115626279|XP_030377461.1|SLEB	LOC108163115|XP_017153705.1|DMIR
OG0001130	LOC115625688|XP_030376687.1|SLEB	LOC108162050|XP_017152072.1|DMIR, LOC117189233|XP_033250255.1|DMIR
OG0001131	LOC115628051|XP_030379856.1|SLEB	LOC108164409|XP_017155564.1|DMIR
OG0001133	LOC115630971|XP_030383411.1|SLEB	LOC108162431|XP_017152655.2|DMIR
OG0001134	LOC115633664|XP_030386969.1|SLEB	LOC108159571|XP_017148502.1|DMIR
OG0001135	LOC115620845|XP_030370146.1|SLEB	LOC108156925|XP_017144166.1|DMIR
OG0001136	LOC115623765|XP_030374161.1|SLEB	LOC108154994|XP_017141026.1|DMIR
OG0001137	LOC115621022|XP_030370402.1|SLEB	LOC108155810|XP_033245499.1|DMIR
OG0001138	LOC115624755|XP_030375446.1|SLEB	LOC108152223|XP_017136894.1|DMIR, LOC117189262|XP_033250330.1|DMIR, LOC117194543|XP_033254983.1|DMIR, LOC117195187|XP_033255719.1|DMIR, LOC117194366|XP_033254829.1|DMIR, LOC117186190|XP_033242374.1|DMIR, LOC117194520|XP_033254961.1|DMIR, LOC117189334|XP_033250369.1|DMIR, LOC117194867|XP_033255223.1|DMIR, LOC117195188|XP_033255720.1|DMIR, LOC108153473|XP_017138994.2|DMIR
OG0001139	LOC115620983|XP_030370363.1|SLEB, LOC115622700|XP_030372586.1|SLEB	LOC117186106|XP_033242092.1|DMIR, LOC117195283|XP_033255786.1|DMIR, LOC117186485|XP_033243255.1|DMIR, LOC108164710|XP_033242804.1|DMIR, LOC117195275|XP_033255779.1|DMIR, LOC117186169|XP_033242298.1|DMIR, LOC117195277|XP_033255781.1|DMIR, LOC117186490|XP_033243260.1|DMIR, LOC117186105|XP_033242091.1|DMIR
OG0001140	LOC115621164|XP_030370585.1|SLEB, LOC115621645|XP_030371206.1|SLEB	LOC108155073|XP_017141153.1|DMIR
OG0001141	LOC115626528|XP_030377770.1|SLEB, LOC115621445|XP_030370959.1|SLEB, LOC115629071|XP_030381247.1|SLEB, LOC115628976|XP_030381115.1|SLEB, LOC115621412|XP_030370919.1|SLEB, LOC115620896|XP_030370244.1|SLEB	LOC108157668|XP_017145318.1|DMIR, LOC108157527|XP_017145120.2|DMIR
OG0001142	LOC115621901|XP_030371590.1|SLEB	LOC108155817|XP_017142393.1|DMIR
OG0001143	LOC115626326|XP_030377531.1|SLEB	LOC108162731|XP_017153092.1|DMIR, LOC108163326|XP_017154045.1|DMIR, LOC117188648|XP_033248703.1|DMIR, LOC117188646|XP_033248701.1|DMIR, LOC117188647|XP_033248702.1|DMIR
OG0001144	LOC115634087|XP_030387502.1|SLEB, LOC115634232|XP_030387684.1|SLEB, LOC115634244|XP_030387698.1|SLEB	LOC108160531|XP_017150082.1|DMIR
OG0001145	LOC115626511|XP_030377759.1|SLEB	LOC117193655|XP_033254286.1|DMIR, LOC108158812|XP_017146989.1|DMIR, LOC108158813|XP_017146991.1|DMIR
OG0001146	LOC115627913|XP_030379668.1|SLEB	LOC108164258|XP_017155387.1|DMIR
OG0001146	LOC115626679|XP_030377966.1|SLEB	LOC108164850|XP_017156266.1|DMIR
OG0001147	LOC115622104|XP_030371806.1|SLEB, LOC115622105|XP_030371807.1|SLEB, LOC115629609|XP_030381965.1|SLEB, LOC115634252|XP_030387706.1|SLEB	LOC117193675|XP_033254302.1|DMIR, LOC117193421|XP_033254065.1|DMIR, LOC108160749|XP_017150430.1|DMIR
OG0001148	LOC115631936|XP_030384647.1|SLEB	LOC108161502|XP_017151268.1|DMIR, LOC108163882|XP_017154886.1|DMIR
OG0001149	LOC115628312|XP_030380226.1|SLEB	LOC108151606|XP_017135781.1|DMIR
OG0001150	LOC115634766|XP_030388521.1|SLEB, LOC115634339|XP_030387855.1|SLEB	LOC108160495|XP_033247060.1|DMIR
OG0001151	LOC115623557|XP_030373815.1|SLEB, LOC115623556|XP_030373814.1|SLEB	LOC108153847|XP_033245344.1|DMIR
OG0001152	LOC115620961|XP_030370342.1|SLEB	LOC108157391|XP_017144921.1|DMIR
OG0001153	LOC115620648|XP_030369860.1|SLEB	LOC117190686|XP_033251638.1|DMIR, LOC108160250|XP_017149601.1|DMIR
OG0001154	LOC115625958|XP_030377056.1|SLEB	LOC108163388|XP_017154132.1|DMIR
OG0001155	LOC115628850|XP_030380959.1|SLEB	LOC108162857|XP_017153295.1|DMIR
OG0001157	LOC115621126|XP_030370534.1|SLEB	LOC108156800|XP_017143970.1|DMIR
OG0001158	LOC115628463|XP_030380443.1|SLEB	LOC108161836|XP_017151684.1|DMIR
OG0001159	LOC115621479|XP_030370998.1|SLEB	LOC108155766|XP_017142301.1|DMIR
OG0001160	LOC115621486|XP_030371013.1|SLEB	LOC108154723|XP_017140574.1|DMIR
OG0001161	LOC115621649|XP_030371210.1|SLEB	LOC108154937|XP_017140915.2|DMIR
OG0001162	LOC115623523|XP_030373766.1|SLEB	LOC108154099|XP_017139709.1|DMIR
OG0001162	LOC115621897|XP_030371587.1|SLEB	LOC108157826|XP_017145515.1|DMIR
OG0001163	LOC115622437|XP_030372239.1|SLEB, LOC115625557|XP_030376509.1|SLEB	LOC108155132|XP_017141268.1|DMIR
OG0001164	LOC115621626|XP_030371183.1|SLEB	LOC108154435|XP_017140194.2|DMIR, LOC108154532|XP_017140325.1|DMIR
OG0001165	LOC115634433|XP_030388000.1|SLEB, LOC115628474|XP_030380459.1|SLEB	LOC108160534|XP_033246198.1|DMIR
OG0001166	LOC115632871|XP_030385995.1|SLEB	LOC108165524|XP_017157069.1|DMIR
OG0001167	LOC115634688|XP_030388414.1|SLEB	LOC117191937|XP_033252575.1|DMIR, LOC117191926|XP_033252562.1|DMIR, LOC117191454|XP_033252207.1|DMIR, LOC117191927|XP_033252563.1|DMIR, LOC117191453|XP_033252206.1|DMIR, LOC117191455|XP_033252208.1|DMIR, LOC108158251|XP_017145975.1|DMIR, LOC117191452|XP_033252205.1|DMIR
OG0001168	LOC115621605|XP_030371160.1|SLEB, LOC115633613|XP_030386910.1|SLEB, LOC115630383|XP_030382772.1|SLEB, LOC115630381|XP_030382771.1|SLEB, LOC115630388|XP_030382775.1|SLEB, LOC115630389|XP_030382776.1|SLEB, LOC115630387|XP_030382774.1|SLEB, LOC115630390|XP_030382777.1|SLEB, LOC115630379|XP_030382770.1|SLEB, LOC115633618|XP_030386915.1|SLEB, LOC115633616|XP_030386912.1|SLEB, LOC115633617|XP_030386914.1|SLEB, LOC115633615|XP_030386911.1|SLEB	LOC108159476|XP_017148292.2|DMIR, LOC117187777|XP_033246503.1|DMIR
OG0001169	LOC115633396|XP_030386699.1|SLEB, LOC115633425|XP_030386745.1|SLEB	LOC108164973|XP_017156477.1|DMIR
OG0001170	LOC115622090|XP_030371791.1|SLEB, LOC115620718|XP_030369956.1|SLEB	LOC108155887|XP_017142516.1|DMIR
OG0001171	LOC115622487|XP_030372293.1|SLEB	LOC108152288|XP_017136995.1|DMIR
OG0001172	LOC115620637|XP_030369838.1|SLEB, LOC115624420|XP_030375020.1|SLEB, LOC115622544|XP_030372374.1|SLEB, LOC115619993|XP_030368925.1|SLEB	LOC108160323|XP_017149738.1|DMIR, LOC117193546|XP_033254182.1|DMIR
OG0001173	LOC115620421|XP_030369505.1|SLEB	LOC108154895|XP_033245245.1|DMIR
OG0001174	LOC115632297|XP_030385251.1|SLEB	LOC108165485|XP_017157027.1|DMIR
OG0001175	LOC115633003|XP_030386192.1|SLEB	LOC108159805|XP_017148863.1|DMIR
OG0001175	LOC115627389|XP_030378903.1|SLEB	LOC108161974|XP_017151922.2|DMIR
OG0001176	LOC115634624|XP_030388337.1|SLEB	LOC108157221|XP_017144667.1|DMIR, LOC108159217|XP_017147801.1|DMIR
OG0001177	LOC115630806|XP_030383328.1|SLEB	LOC108162807|XP_033248563.1|DMIR
OG0001178	LOC115634255|XP_030387710.1|SLEB	LOC108159963|XP_017149130.2|DMIR, LOC117187994|XP_033246969.1|DMIR
OG0001179	LOC115623641|XP_030373950.1|SLEB	LOC108160734|XP_017150410.2|DMIR, LOC117185736|XP_033247252.1|DMIR
OG0001180	LOC115627847|XP_030379566.1|SLEB	LOC108164427|XP_017155596.1|DMIR
OG0001181	LOC115624665|XP_030375313.1|SLEB	LOC108162168|XP_017152250.1|DMIR, LOC108162167|XP_017152249.1|DMIR, LOC108151409|XP_017135485.1|DMIR
OG0001182	LOC115620292|XP_030369329.1|SLEB	LOC108157213|XP_033243433.1|DMIR, LOC117187217|XP_033245309.1|DMIR
OG0001183	LOC115625280|XP_030376144.1|SLEB	LOC108156255|XP_033244626.1|DMIR
OG0001184	LOC115623460|XP_030373677.1|SLEB	LOC108157195|XP_017144614.1|DMIR
OG0001185	LOC115625170|XP_030375972.1|SLEB	LOC108155320|XP_017141530.1|DMIR
OG0001186	LOC115624020|XP_030374455.1|SLEB	LOC108161562|XP_017151336.1|DMIR, LOC108154853|XP_017140763.1|DMIR
OG0001187	LOC115625850|XP_030376919.1|SLEB	LOC108159946|XP_017149092.2|DMIR, LOC117185744|XP_033246895.1|DMIR
OG0001188	LOC115628992|XP_030381137.1|SLEB	LOC117185723|XP_033250824.1|DMIR, LOC108159485|XP_017148305.1|DMIR
OG0001189	LOC115624680|XP_030375339.1|SLEB	LOC108158609|XP_017146572.1|DMIR, LOC117193325|XP_033253944.1|DMIR
OG0001190	LOC115627544|XP_030379119.1|SLEB	LOC108165140|XP_017156694.1|DMIR
OG0001191	LOC115627325|XP_030378829.1|SLEB, LOC115626435|XP_030377670.1|SLEB, LOC115626400|XP_030377623.1|SLEB	LOC108163235|XP_017153882.1|DMIR
OG0001192	LOC115629969|XP_030382448.1|SLEB	LOC108163206|XP_017153847.1|DMIR, LOC108164197|XP_017155309.1|DMIR
OG0001193	LOC115620774|XP_030370042.1|SLEB	LOC108155671|XP_017142123.1|DMIR
OG0001194	LOC115629875|XP_030382333.1|SLEB	LOC117187789|XP_033246529.1|DMIR, LOC117187786|XP_033246522.1|DMIR, LOC117187794|XP_033246536.1|DMIR, LOC117187801|XP_033246545.1|DMIR, LOC108164604|XP_017155932.2|DMIR, LOC117188817|XP_033249134.1|DMIR, LOC108164080|XP_033249177.1|DMIR
OG0001195	LOC115620677|XP_030369905.1|SLEB	LOC108158185|XP_017145892.1|DMIR
OG0001196	LOC115632939|XP_030386094.1|SLEB, LOC115627202|XP_030378680.1|SLEB	LOC117186906|XP_033244119.1|DMIR, LOC117188728|XP_033248908.1|DMIR, LOC117188727|XP_033248904.1|DMIR, LOC108164657|XP_017155999.2|DMIR, LOC117188722|XP_033248891.1|DMIR, LOC117188205|XP_033247583.1|DMIR
OG0001197	LOC115623562|XP_030373818.1|SLEB	LOC108157822|XP_017145511.1|DMIR, LOC108157683|XP_017145338.1|DMIR
OG0001198	LOC115621321|XP_030370799.1|SLEB, LOC115620347|XP_030369407.1|SLEB, LOC115626023|XP_030377132.1|SLEB	LOC117187321|XP_033245609.1|DMIR, LOC108151162|XP_017135081.1|DMIR
OG0001200	LOC115628081|XP_030379914.1|SLEB	LOC108154152|XP_017139796.1|DMIR
OG0001201	LOC115625457|XP_030376365.1|SLEB	LOC108157227|XP_017144673.1|DMIR
OG0001202	LOC115628939|XP_030381072.1|SLEB	LOC108160362|XP_017149833.1|DMIR
OG0001203	LOC115628065|XP_030379892.1|SLEB	LOC108164475|XP_017155716.1|DMIR
OG0001204	LOC115625799|XP_030376836.1|SLEB	LOC108163159|XP_017153768.2|DMIR
OG0001205	LOC115625122|XP_030375894.1|SLEB	LOC108155961|XP_017142623.1|DMIR
OG0001206	LOC115621766|XP_030371360.1|SLEB	LOC108155914|XP_017142549.1|DMIR
OG0001207	LOC115633296|XP_030386568.1|SLEB	LOC108157711|XP_017145371.2|DMIR, LOC108153694|XP_017139312.1|DMIR
OG0001208	LOC115629632|XP_030381993.1|SLEB	LOC108164581|XP_017155898.1|DMIR
OG0001209	LOC115621004|XP_030370384.1|SLEB	LOC108154331|XP_017140082.1|DMIR
OG0001210	LOC115627231|XP_030378714.1|SLEB	LOC108162800|XP_017153196.1|DMIR
OG0001211	LOC115623875|XP_030374283.1|SLEB	LOC108156084|XP_017142861.1|DMIR
OG0001212	LOC115633364|XP_030386669.1|SLEB	LOC108164733|XP_017156114.1|DMIR
OG0001213	LOC115625124|XP_030375898.1|SLEB	LOC108164816|XP_017156226.1|DMIR
OG0001214	LOC115620611|XP_030369788.1|SLEB	LOC117194051|XP_033254584.1|DMIR, LOC108160075|XP_017149322.1|DMIR, LOC117186628|XP_033243530.1|DMIR, LOC108152015|XP_033243531.1|DMIR
OG0001215	LOC115625612|XP_030376606.1|SLEB	LOC108157521|XP_017145113.1|DMIR
OG0001216	LOC115625218|XP_030376058.1|SLEB	LOC108156383|XP_017143288.1|DMIR
OG0001217	LOC115626098|XP_030377210.1|SLEB	LOC108161214|XP_033248812.1|DMIR
OG0001218	LOC115622093|XP_030371795.1|SLEB, LOC115620719|XP_030369958.1|SLEB	LOC108155888|XP_017142517.1|DMIR
OG0001220	LOC115633059|XP_030386267.1|SLEB	LOC117190882|XP_033251789.1|DMIR, LOC117192050|XP_033252657.1|DMIR, LOC108160998|XP_017150795.1|DMIR
OG0001221	LOC115620005|XP_030368954.1|SLEB	LOC108158845|XP_017147055.2|DMIR, LOC117188407|XP_033248133.1|DMIR
OG0001222	LOC115621148|XP_030370565.1|SLEB	LOC108157434|XP_017144977.1|DMIR
OG0001223	LOC115626691|XP_030377982.1|SLEB	LOC108160062|XP_017149298.1|DMIR, LOC117190666|XP_033251621.1|DMIR
OG0001224	LOC115634553|XP_030388229.1|SLEB, LOC115620166|XP_030369155.1|SLEB	LOC117192980|XP_033253597.1|DMIR, LOC108159553|XP_017148468.1|DMIR
OG0001225	LOC115619995|XP_030368939.1|SLEB	LOC117185684|XP_033252996.1|DMIR, LOC108158107|XP_017145764.2|DMIR
OG0001226	LOC115634826|XP_030388605.1|SLEB	LOC108159714|XP_017148723.1|DMIR
OG0001227	LOC115631286|XP_030383860.1|SLEB	LOC117189041|XP_033249821.1|DMIR
OG0001229	LOC115620116|XP_030369134.1|SLEB	LOC117188472|XP_033248276.1|DMIR, LOC117191854|XP_033252512.1|DMIR
