Orthogroup	SLEB.longest_only	BTRY.longest_only
OG0001777	LOC115631093|XP_030383600.1|SLEB	LOC120767835|XP_039950059.1|BTRY
OG0001778	LOC115631019|XP_030383494.1|SLEB	LOC120769453|XP_039952391.1|BTRY
OG0001779	LOC115626071|XP_030377183.1|SLEB	LOC120768553|XP_039951231.1|BTRY
OG0001780	LOC115625165|XP_030375960.1|SLEB	LOC120771973|XP_039956258.1|BTRY
OG0001781	LOC115625829|XP_030376881.1|SLEB	LOC120767984|XP_039950335.1|BTRY
OG0001782	LOC115626607|XP_030377860.1|SLEB	LOC120781633|XP_039969798.1|BTRY
OG0001783	LOC115624848|XP_030375552.1|SLEB, LOC115626263|XP_030377433.1|SLEB	LOC120768122|XP_039950608.1|BTRY
OG0001784	LOC115631031|XP_030383512.1|SLEB	LOC120769571|XP_039952560.1|BTRY
OG0001785	LOC115627171|XP_030378628.1|SLEB	LOC120770903|XP_039954510.1|BTRY
OG0001786	LOC115631231|XP_030383799.1|SLEB	LOC120767277|XP_039949083.1|BTRY
OG0001787	LOC115631428|XP_030384019.1|SLEB	LOC120767664|XP_039949771.1|BTRY, LOC120767586|XP_039949667.1|BTRY
OG0001788	LOC115629029|XP_030381191.1|SLEB	LOC120770751|XP_039954272.1|BTRY, LOC120776528|XP_039963195.1|BTRY
OG0001789	LOC115623814|XP_030374221.1|SLEB	LOC120776731|XP_039963592.1|BTRY
OG0001790	LOC115631401|XP_030383983.1|SLEB	LOC120767203|XP_039948941.1|BTRY, LOC120767200|XP_039948938.1|BTRY
OG0001791	LOC115634683|XP_030388402.1|SLEB	LOC120772783|XP_039957496.1|BTRY
OG0001792	LOC115631305|XP_030383880.1|SLEB	LOC120769232|XP_039952064.1|BTRY
OG0001793	LOC115633626|XP_030386918.1|SLEB	LOC120770991|XP_039954672.1|BTRY
OG0001794	LOC115631020|XP_030383495.1|SLEB	LOC120769690|XP_039952750.1|BTRY, LOC120767232|XP_039948995.1|BTRY
OG0001795	LOC115631942|XP_030384654.1|SLEB, LOC115631365|XP_030383944.1|SLEB	LOC120769557|XP_039952539.1|BTRY
OG0001796	LOC115627390|XP_030378904.1|SLEB	LOC120776048|XP_039962432.1|BTRY
OG0001797	LOC115627883|XP_030379629.1|SLEB	LOC120779744|XP_039968051.1|BTRY
OG0001798	LOC115634015|XP_030387401.1|SLEB	LOC120770413|XP_039953782.1|BTRY
OG0001799	LOC115627953|XP_030379707.1|SLEB, LOC115627952|XP_030379706.1|SLEB	LOC120775892|XP_039962216.1|BTRY
OG0001800	LOC115631242|XP_030383812.1|SLEB	LOC120767428|XP_039949405.1|BTRY, LOC120769485|XP_039952446.1|BTRY
OG0001801	LOC115622528|XP_030372351.1|SLEB	LOC120777696|XP_039965104.1|BTRY
OG0001802	LOC115623355|XP_030373498.1|SLEB	LOC120782842|XP_039971305.1|BTRY
OG0001803	LOC115623761|XP_030374157.1|SLEB	LOC120777138|XP_039964221.1|BTRY
OG0001805	LOC115622794|XP_030372718.1|SLEB	LOC120773709|XP_039958685.1|BTRY, LOC120779130|XP_039967268.1|BTRY
OG0001806	LOC115625400|XP_030376299.1|SLEB	LOC120782256|XP_039970355.1|BTRY, LOC120782255|XP_039970354.1|BTRY
OG0001807	LOC115625149|XP_030375932.1|SLEB	LOC120780156|XP_039968372.1|BTRY
OG0001808	LOC115623342|XP_030373477.1|SLEB	LOC120766469|XP_039947942.1|BTRY
OG0001809	LOC115625044|XP_030375753.1|SLEB	LOC120782562|XP_039970830.1|BTRY
OG0001811	LOC115633560|XP_030386880.1|SLEB	LOC120772219|XP_039956632.1|BTRY
OG0001812	LOC115629176|XP_030381410.1|SLEB, LOC115620472|XP_030369563.1|SLEB	LOC120775050|XP_039960965.1|BTRY
OG0001813	LOC115623747|XP_030374123.1|SLEB	LOC120766809|XP_039948448.1|BTRY
OG0001814	LOC115623343|XP_030373480.1|SLEB	LOC120782813|XP_039971226.1|BTRY
OG0001815	LOC115623502|XP_030373738.1|SLEB	LOC120779203|XP_039967411.1|BTRY
OG0001816	LOC115632126|XP_030384996.1|SLEB	LOC120771566|XP_039955566.1|BTRY
OG0001817	LOC115633879|XP_030387240.1|SLEB	LOC120773083|XP_039957967.1|BTRY
OG0001818	LOC115626767|XP_030378084.1|SLEB	LOC120774509|XP_039960128.1|BTRY
OG0001819	LOC115624621|XP_030375234.1|SLEB	LOC120772593|XP_039957238.1|BTRY
OG0001820	LOC115629688|XP_030382068.1|SLEB	LOC120771633|XP_039955661.1|BTRY
OG0001821	LOC115626296|XP_030377486.1|SLEB	LOC120771343|XP_039955225.1|BTRY
OG0001822	LOC115634180|XP_030387625.1|SLEB	LOC120772433|XP_039956978.1|BTRY, LOC120782104|XP_039970184.1|BTRY
OG0001823	LOC115623050|XP_030373089.1|SLEB	LOC120778288|XP_039966009.1|BTRY
OG0001824	LOC115631329|XP_030383910.1|SLEB	LOC120769449|XP_039952376.1|BTRY
OG0001825	LOC115634596|XP_030388290.1|SLEB	LOC120771104|XP_039954880.1|BTRY
OG0001826	LOC115624124|XP_030374583.1|SLEB	LOC120769304|XP_039952171.1|BTRY, LOC120772559|XP_039957177.1|BTRY
OG0001827	LOC115625248|XP_030376101.1|SLEB	LOC120772888|XP_039957673.1|BTRY
OG0001828	LOC115633352|XP_030386646.1|SLEB	LOC120776203|XP_039962772.1|BTRY
OG0001829	LOC115633912|XP_030387281.1|SLEB	LOC120772850|XP_039957599.1|BTRY
OG0001830	LOC115624780|XP_030375472.1|SLEB	LOC120770855|XP_039954402.1|BTRY
OG0001831	LOC115622710|XP_030372601.1|SLEB	LOC120778154|XP_039965813.1|BTRY
OG0001832	LOC115628838|XP_030380940.1|SLEB	LOC120772911|XP_039957739.1|BTRY
OG0001833	LOC115620087|XP_030369131.1|SLEB	LOC120772336|XP_039956814.1|BTRY
OG0001834	LOC115621587|XP_030371138.1|SLEB	LOC120766284|XP_039947620.1|BTRY
OG0001837	LOC115626431|XP_030377665.1|SLEB, LOC115625741|XP_030376755.1|SLEB	LOC120770847|XP_039954383.1|BTRY
OG0001838	LOC115628742|XP_030380810.1|SLEB	LOC120772583|XP_039957219.1|BTRY
OG0001839	LOC115634190|XP_030387636.1|SLEB	LOC120772863|XP_039957626.1|BTRY
OG0001848	LOC115629991|XP_030382477.1|SLEB	LOC120780588|XP_039968782.1|BTRY, LOC120780518|XP_039968722.1|BTRY
OG0001849	LOC115620921|XP_030370281.1|SLEB	LOC120782296|XP_039970435.1|BTRY
OG0001850	LOC115627978|XP_030379734.1|SLEB	LOC120779509|XP_039967752.1|BTRY
OG0001851	LOC115627985|XP_030379741.1|SLEB	LOC120779787|XP_039968097.1|BTRY, LOC120779467|XP_039967664.1|BTRY
OG0001852	LOC115628288|XP_030380190.1|SLEB	LOC120778071|XP_039965697.1|BTRY
OG0001853	LOC115620830|XP_030370120.1|SLEB	LOC120769560|XP_039952551.1|BTRY
OG0001854	LOC115629954|XP_030382426.1|SLEB	LOC120774412|XP_039959971.1|BTRY
OG0001855	LOC115634633|XP_030388348.1|SLEB, LOC115620159|XP_030369148.1|SLEB	LOC120771857|XP_039956041.1|BTRY
OG0001856	LOC115633222|XP_030386473.1|SLEB	LOC120775680|XP_039961906.1|BTRY
OG0001857	LOC115629236|XP_030381510.1|SLEB	LOC120775040|XP_039960949.1|BTRY
OG0001858	LOC115627525|XP_030379084.1|SLEB, LOC115627541|XP_030379109.1|SLEB	LOC120767271|XP_039949077.1|BTRY, LOC120773930|XP_039959063.1|BTRY
OG0001859	LOC115626825|XP_030378165.1|SLEB	LOC120773411|XP_039958214.1|BTRY
OG0001860	LOC115622757|XP_030372671.1|SLEB	LOC120778884|XP_039966861.1|BTRY
OG0001861	LOC115628700|XP_030380739.1|SLEB, LOC115620483|XP_030369575.1|SLEB	LOC120782749|XP_039971127.1|BTRY
OG0001862	LOC115633355|XP_030386654.1|SLEB	LOC120775724|XP_039961974.1|BTRY
OG0001863	LOC115633348|XP_030386642.1|SLEB	LOC120773470|XP_039958319.1|BTRY
OG0001864	LOC115620539|XP_030369678.1|SLEB	LOC120767731|XP_039949893.1|BTRY
OG0001865	LOC115627253|XP_030378740.1|SLEB	LOC120775188|XP_039961176.1|BTRY
OG0001866	LOC115620942|XP_030370313.1|SLEB	LOC120766388|XP_039947760.1|BTRY
OG0001867	LOC115632355|XP_030385325.1|SLEB	LOC120777752|XP_039965180.1|BTRY
OG0001868	LOC115628618|XP_030380662.1|SLEB	LOC120768960|XP_039951687.1|BTRY
OG0001869	LOC115620529|XP_030369658.1|SLEB	LOC120782222|XP_039970318.1|BTRY
OG0001870	LOC115628839|XP_030380941.1|SLEB	LOC120775404|XP_039961501.1|BTRY
OG0001871	LOC115628959|XP_030381094.1|SLEB	LOC120774927|XP_039960738.1|BTRY
OG0001872	LOC115621411|XP_030370918.1|SLEB	LOC120766647|XP_039948205.1|BTRY
OG0001873	LOC115620540|XP_030369680.1|SLEB	LOC120782750|XP_039971129.1|BTRY, LOC120779878|XP_039968166.1|BTRY
OG0001874	LOC115626911|XP_030378281.1|SLEB, LOC115620812|XP_030370098.1|SLEB	LOC120780448|XP_039968656.1|BTRY
OG0001875	LOC115620582|XP_030369747.1|SLEB	LOC120772920|XP_039957757.1|BTRY
OG0001876	LOC115629125|XP_030381321.1|SLEB	LOC120775823|XP_039962112.1|BTRY
OG0001877	LOC115627395|XP_030378910.1|SLEB	LOC120773951|XP_039959111.1|BTRY
OG0001878	LOC115621262|XP_030370720.1|SLEB	LOC120775772|XP_039962041.1|BTRY
OG0001879	LOC115620786|XP_030370060.1|SLEB	LOC120780516|XP_039968720.1|BTRY
OG0001880	LOC115621089|XP_030370482.1|SLEB	LOC120777795|XP_039965265.1|BTRY
OG0001881	LOC115623879|XP_030374289.1|SLEB	LOC120766621|XP_039948166.1|BTRY
OG0001882	LOC115620456|XP_030369546.1|SLEB	LOC120782670|XP_039970986.1|BTRY
OG0001883	LOC115621930|XP_030371637.1|SLEB	LOC120768979|XP_039951720.1|BTRY
OG0001884	LOC115620600|XP_030369773.1|SLEB	LOC120782023|XP_039970117.1|BTRY
OG0001885	LOC115631381|XP_030383963.1|SLEB	LOC120767336|XP_039949214.1|BTRY
OG0001886	LOC115625519|XP_030376443.1|SLEB	LOC120778300|XP_039966024.1|BTRY
OG0001887	LOC115625274|XP_030376141.1|SLEB	LOC120771630|XP_039955657.1|BTRY, LOC120770988|XP_039954669.1|BTRY
OG0001888	LOC115624398|XP_030374987.1|SLEB	LOC120782509|XP_039970751.1|BTRY
OG0001889	LOC115627423|XP_030378952.1|SLEB	LOC120774217|XP_039959607.1|BTRY
OG0001890	LOC115628171|XP_030380013.1|SLEB	LOC120782726|XP_039971086.1|BTRY
OG0001891	LOC115620477|XP_030369570.1|SLEB	LOC120776499|XP_039963120.1|BTRY
OG0001892	LOC115628648|XP_030380677.1|SLEB	LOC120773445|XP_039958264.1|BTRY
OG0001893	LOC115621158|XP_030370575.1|SLEB	LOC120780842|XP_039969225.1|BTRY
OG0001894	LOC115634812|XP_030388588.1|SLEB	LOC120771323|XP_039955201.1|BTRY
OG0001895	LOC115627735|XP_030379364.1|SLEB	LOC120781314|XP_039969452.1|BTRY, LOC120779556|XP_039967831.1|BTRY
OG0001896	LOC115627734|XP_030379358.1|SLEB	LOC120779488|XP_039967708.1|BTRY
OG0001897	LOC115629453|XP_030381777.1|SLEB	LOC120768001|XP_039950361.1|BTRY
OG0001898	LOC115627506|XP_030379059.1|SLEB	LOC120773741|XP_039958735.1|BTRY
OG0001899	LOC115620936|XP_030370307.1|SLEB	LOC120775806|XP_039962093.1|BTRY
OG0001900	LOC115630576|XP_030383057.1|SLEB	LOC120777251|XP_039964380.1|BTRY
OG0001901	LOC115626207|XP_030377351.1|SLEB	LOC120767988|XP_039950340.1|BTRY
OG0001903	LOC115620357|XP_030369420.1|SLEB	LOC120775305|XP_039961376.1|BTRY
OG0001904	LOC115621793|XP_030371425.1|SLEB	LOC120776156|XP_039963004.1|BTRY
OG0001906	LOC115621567|XP_030371108.1|SLEB	LOC120782744|XP_039971111.1|BTRY, LOC120782743|XP_039971110.1|BTRY
OG0001907	LOC115627853|XP_030379574.1|SLEB	LOC120773870|XP_039958957.1|BTRY
OG0001908	LOC115620336|XP_030369393.1|SLEB	LOC120778174|XP_039965847.1|BTRY
OG0001909	LOC115628677|XP_030380711.1|SLEB	LOC120774269|XP_039959681.1|BTRY
OG0001910	LOC115625361|XP_030376256.1|SLEB	LOC120775975|XP_039962334.1|BTRY
OG0001911	LOC115621012|XP_030370392.1|SLEB	LOC120766736|XP_039948322.1|BTRY
OG0001913	LOC115630737|XP_030383251.1|SLEB	LOC120769636|XP_039952673.1|BTRY
OG0001914	LOC115625053|XP_030375765.1|SLEB	LOC120780923|XP_039969086.1|BTRY
OG0001915	LOC115622564|XP_030372394.1|SLEB	LOC120777134|XP_039964215.1|BTRY, LOC120769982|XP_039952991.1|BTRY, LOC120769981|XP_039952990.1|BTRY
OG0001916	LOC115620169|XP_030369158.1|SLEB, LOC115630214|XP_030382640.1|SLEB	LOC120770934|XP_039954572.1|BTRY
OG0001917	LOC115632734|XP_030385840.1|SLEB, LOC115632382|XP_030385371.1|SLEB	LOC120777371|XP_039964582.1|BTRY
OG0001918	LOC115622243|XP_030371999.1|SLEB	LOC120778807|XP_039966745.1|BTRY
OG0001919	LOC115625611|XP_030376610.1|SLEB	LOC120771790|XP_039955921.1|BTRY
OG0001920	LOC115633095|XP_030386335.1|SLEB	LOC120776391|XP_039962937.1|BTRY
OG0001921	LOC115633945|XP_030387322.1|SLEB	LOC120776541|XP_039963213.1|BTRY
OG0001922	LOC115632761|XP_030385873.1|SLEB	LOC120771975|XP_039956265.1|BTRY
OG0001923	LOC115633094|XP_030386334.1|SLEB	LOC120777208|XP_039964317.1|BTRY
OG0001924	LOC115624314|XP_030374803.1|SLEB	LOC120767888|XP_039950147.1|BTRY
OG0001925	LOC115622308|XP_030372073.1|SLEB	LOC120778187|XP_039965858.1|BTRY
OG0001926	LOC115622517|XP_030372332.1|SLEB	LOC120776505|XP_039963133.1|BTRY
OG0001927	LOC115629465|XP_030381799.1|SLEB	LOC120772111|XP_039956455.1|BTRY
OG0001928	LOC115622816|XP_030372746.1|SLEB	LOC120778640|XP_039966473.1|BTRY
OG0001929	LOC115622118|XP_030371823.1|SLEB	LOC120777589|XP_039964938.1|BTRY
OG0001930	LOC115631050|XP_030383548.1|SLEB	LOC120770289|XP_039953560.1|BTRY
OG0001932	LOC115633085|XP_030386320.1|SLEB	LOC120777356|XP_039964545.1|BTRY
OG0001933	LOC115634066|XP_030387471.1|SLEB	LOC120771690|XP_039955758.1|BTRY
OG0001934	LOC115622258|XP_030372018.1|SLEB	LOC120777393|XP_039964620.1|BTRY
OG0001935	LOC115632367|XP_030385344.1|SLEB	LOC120776510|XP_039963148.1|BTRY
OG0001937	LOC115620076|XP_030369101.1|SLEB	LOC120770953|XP_039954601.1|BTRY
OG0001938	LOC115633357|XP_030386661.1|SLEB	LOC120771881|XP_039956074.1|BTRY
OG0001939	LOC115624643|XP_030375277.1|SLEB	LOC120771918|XP_039956142.1|BTRY
OG0001940	LOC115634150|XP_030387583.1|SLEB	LOC120773102|XP_039958007.1|BTRY
OG0001941	LOC115632452|XP_030385463.1|SLEB	LOC120778078|XP_039965706.1|BTRY
OG0001942	LOC115625054|XP_030375821.1|SLEB	LOC120772531|XP_039957133.1|BTRY
OG0001943	LOC115633024|XP_030386208.1|SLEB	LOC120779078|XP_039967159.1|BTRY, LOC120778871|XP_039966850.1|BTRY
OG0001944	LOC115624798|XP_030375502.1|SLEB	LOC120778575|XP_039966373.1|BTRY
OG0001945	LOC115630519|XP_030382984.1|SLEB	LOC120771554|XP_039955549.1|BTRY
OG0001946	LOC115630326|XP_030382727.1|SLEB	LOC120772230|XP_039956656.1|BTRY
OG0001947	LOC115633391|XP_030386736.1|SLEB	LOC120772482|XP_039957061.1|BTRY, LOC120770045|XP_039953097.1|BTRY
OG0001948	LOC115624732|XP_030375418.1|SLEB	LOC120776857|XP_039963837.1|BTRY
OG0001949	LOC115622502|XP_030372310.1|SLEB	LOC120778048|XP_039965657.1|BTRY
OG0001950	LOC115625531|XP_030376464.1|SLEB	LOC120782371|XP_039970542.1|BTRY
OG0001951	LOC115634452|XP_030388033.1|SLEB	LOC120772577|XP_039957214.1|BTRY
OG0001952	LOC115627259|XP_030378757.1|SLEB	LOC120772022|XP_039956323.1|BTRY
OG0001953	LOC115621298|XP_030370768.1|SLEB	LOC120772849|XP_039957596.1|BTRY, LOC120771094|XP_039954855.1|BTRY
OG0001954	LOC115631191|XP_030383745.1|SLEB	LOC120770100|XP_039953205.1|BTRY
OG0001955	LOC115631313|XP_030383887.1|SLEB, LOC115622273|XP_030372038.1|SLEB	LOC120772766|XP_039957475.1|BTRY
OG0001956	LOC115632557|XP_030385630.1|SLEB	LOC120777376|XP_039964599.1|BTRY
OG0001957	LOC115629432|XP_030381753.1|SLEB	LOC120772177|XP_039956559.1|BTRY
OG0001958	LOC115628749|XP_030380851.1|SLEB	LOC120770258|XP_039953498.1|BTRY
OG0001960	LOC115628349|XP_030380282.1|SLEB	LOC120776344|XP_039962830.1|BTRY
OG0001961	LOC115625912|XP_030377008.1|SLEB	LOC120770306|XP_039953608.1|BTRY
OG0001962	LOC115634803|XP_030388576.1|SLEB	LOC120771321|XP_039955199.1|BTRY, LOC120772250|XP_039956686.1|BTRY
OG0001963	LOC115632270|XP_030385211.1|SLEB	LOC120772630|XP_039957286.1|BTRY
OG0001964	LOC115628265|XP_030380144.1|SLEB	LOC120777367|XP_039964570.1|BTRY
OG0001965	LOC115632888|XP_030386029.1|SLEB	LOC120778986|XP_039967018.1|BTRY
OG0001966	LOC115621306|XP_030370778.1|SLEB	LOC120782546|XP_039970810.1|BTRY
OG0001967	LOC115633270|XP_030386542.1|SLEB	LOC120771395|XP_039955295.1|BTRY
OG0001968	LOC115632235|XP_030385154.1|SLEB	LOC120778717|XP_039966614.1|BTRY
OG0001969	LOC115629718|XP_030382103.1|SLEB	LOC120770952|XP_039954600.1|BTRY
OG0001970	LOC115631595|XP_030384260.1|SLEB	LOC120772750|XP_039957446.1|BTRY
OG0001971	LOC115626900|XP_030378269.1|SLEB	LOC120768970|XP_039951699.1|BTRY
OG0001972	LOC115633736|XP_030387067.1|SLEB	LOC120771026|XP_039954736.1|BTRY
OG0001973	LOC115630544|XP_030383017.1|SLEB	LOC120771553|XP_039955548.1|BTRY
OG0001974	LOC115623352|XP_030373499.1|SLEB	LOC120770989|XP_039954670.1|BTRY
OG0001975	LOC115632670|XP_030385764.1|SLEB, LOC115632667|XP_030385761.1|SLEB, LOC115632672|XP_030385766.1|SLEB	LOC120778480|XP_039966230.1|BTRY
OG0001976	LOC115620028|XP_030368991.1|SLEB	LOC120780305|XP_039968530.1|BTRY, LOC120770408|XP_039953776.1|BTRY
OG0001977	LOC115626144|XP_030377268.1|SLEB	LOC120767534|XP_039949559.1|BTRY
OG0001978	LOC115630531|XP_030382995.1|SLEB	LOC120768188|XP_039950691.1|BTRY, LOC120768189|XP_039950692.1|BTRY
OG0001979	LOC115622414|XP_030372208.1|SLEB, LOC115630969|XP_030383408.1|SLEB	LOC120767436|XP_039949433.1|BTRY
OG0001980	LOC115628545|XP_030380566.1|SLEB	LOC120767598|XP_039949680.1|BTRY, LOC120769664|XP_039952710.1|BTRY
OG0001981	LOC115630436|XP_030382855.1|SLEB	LOC120768074|XP_039950537.1|BTRY
OG0001982	LOC115626379|XP_030377594.1|SLEB	LOC120769190|XP_039952018.1|BTRY
OG0001983	LOC115630060|XP_030382554.1|SLEB	LOC120773400|XP_039958190.1|BTRY
OG0001984	LOC115626407|XP_030377632.1|SLEB	LOC120769382|XP_039952284.1|BTRY
OG0001985	LOC115626195|XP_030377336.1|SLEB	LOC120780145|XP_039968365.1|BTRY
OG0001986	LOC115629074|XP_030381250.1|SLEB	LOC120768862|XP_039951551.1|BTRY
OG0001987	LOC115627361|XP_030378870.1|SLEB	LOC120774159|XP_039959505.1|BTRY
OG0001988	LOC115624248|XP_030375102.1|SLEB	LOC120770037|XP_039953086.1|BTRY
OG0001989	LOC115631503|XP_030384123.1|SLEB	LOC120767867|XP_039950114.1|BTRY, LOC120772540|XP_039957155.1|BTRY
OG0001990	LOC115631549|XP_030384186.1|SLEB	LOC120768658|XP_039951369.1|BTRY
OG0001991	LOC115633459|XP_030386774.1|SLEB	LOC120768755|XP_039951461.1|BTRY
OG0001992	LOC115631134|XP_030383662.1|SLEB	LOC120768570|XP_039951253.1|BTRY
OG0001993	LOC115626212|XP_030377363.1|SLEB	LOC120768392|XP_039950998.1|BTRY
OG0001994	LOC115620309|XP_030369353.1|SLEB	LOC120773364|XP_039958128.1|BTRY
OG0001995	LOC115625791|XP_030376825.1|SLEB	LOC120781538|XP_039969703.1|BTRY
OG0001996	LOC115628484|XP_030380467.1|SLEB	LOC120767965|XP_039950302.1|BTRY
OG0001997	LOC115623018|XP_030373048.1|SLEB, LOC115626740|XP_030378052.1|SLEB	LOC120770842|XP_039954372.1|BTRY
OG0001998	LOC115627825|XP_030379523.1|SLEB	LOC120770212|XP_039953400.1|BTRY
OG0001999	LOC115627840|XP_030379555.1|SLEB	LOC120771449|XP_039955391.1|BTRY
OG0002000	LOC115631813|XP_030384509.1|SLEB	LOC120769380|XP_039952283.1|BTRY
OG0002001	LOC115630473|XP_030382905.1|SLEB	LOC120767679|XP_039949788.1|BTRY
OG0002002	LOC115631299|XP_030383877.1|SLEB	LOC120771088|XP_039954848.1|BTRY
OG0002003	LOC115626386|XP_030377604.1|SLEB	LOC120768124|XP_039950610.1|BTRY
OG0002004	LOC115630532|XP_030382996.1|SLEB	LOC120768071|XP_039950531.1|BTRY
OG0002005	LOC115626358|XP_030377569.1|SLEB	LOC120768433|XP_039951049.1|BTRY
OG0002006	LOC115631952|XP_030384666.1|SLEB	LOC120768995|XP_039951762.1|BTRY
OG0002007	LOC115625655|XP_030376642.1|SLEB	LOC120768444|XP_039951068.1|BTRY
OG0002008	LOC115628013|XP_030379798.1|SLEB	LOC120779457|XP_039967649.1|BTRY
OG0002009	LOC115633645|XP_030386950.1|SLEB	LOC120772782|XP_039957495.1|BTRY, LOC120782105|XP_039970186.1|BTRY
OG0002010	LOC115626262|XP_030377431.1|SLEB	LOC120769613|XP_039952647.1|BTRY
OG0002011	LOC115625985|XP_030377091.1|SLEB	LOC120769493|XP_039952456.1|BTRY
OG0002012	LOC115630790|XP_030383305.1|SLEB	LOC120767387|XP_039949326.1|BTRY
OG0002013	LOC115625787|XP_030376817.1|SLEB	LOC120769127|XP_039951922.1|BTRY
OG0002014	LOC115624613|XP_030375225.1|SLEB	LOC120771209|XP_039955045.1|BTRY
OG0002015	LOC115632054|XP_030384888.1|SLEB	LOC120769638|XP_039952677.1|BTRY
OG0002016	LOC115634113|XP_030387531.1|SLEB	LOC120772236|XP_039956662.1|BTRY
OG0002017	LOC115630966|XP_030383405.1|SLEB	LOC120769000|XP_039951774.1|BTRY, LOC120768077|XP_039950541.1|BTRY, LOC120767811|XP_039950023.1|BTRY
OG0002018	LOC115626211|XP_030377362.1|SLEB	LOC120767880|XP_039950140.1|BTRY
OG0002019	LOC115631600|XP_030384262.1|SLEB	LOC120767713|XP_039949843.1|BTRY
OG0002020	LOC115625933|XP_030377030.1|SLEB	LOC120769272|XP_039952118.1|BTRY
OG0002021	LOC115634191|XP_030387638.1|SLEB	LOC120772968|XP_039957805.1|BTRY
OG0002022	LOC115630511|XP_030382971.1|SLEB	LOC120767733|XP_039949875.1|BTRY
OG0002023	LOC115620321|XP_030369374.1|SLEB	LOC120771303|XP_039955174.1|BTRY
OG0002024	LOC115625374|XP_030376271.1|SLEB, LOC115630976|XP_030383415.1|SLEB, LOC115627214|XP_030378694.1|SLEB	LOC120769476|XP_039952432.1|BTRY
OG0002025	LOC115631413|XP_030383999.1|SLEB	LOC120769378|XP_039952280.1|BTRY
OG0002026	LOC115634024|XP_030387417.1|SLEB, LOC115625951|XP_030377050.1|SLEB	LOC120777293|XP_039964438.1|BTRY
OG0002027	LOC115620035|XP_030369006.1|SLEB	LOC120772974|XP_039957816.1|BTRY
OG0002028	LOC115629426|XP_030381744.1|SLEB	LOC120771529|XP_039955521.1|BTRY
OG0002029	LOC115623073|XP_030373134.1|SLEB	LOC120777455|XP_039964710.1|BTRY
OG0002030	LOC115632284|XP_030385238.1|SLEB	LOC120771727|XP_039955816.1|BTRY
OG0002031	LOC115622922|XP_030372907.1|SLEB, LOC115633238|XP_030386493.1|SLEB, LOC115622929|XP_030372917.1|SLEB, LOC115627216|XP_030378699.1|SLEB	LOC120780129|XP_039968344.1|BTRY
OG0002032	LOC115623392|XP_030373559.1|SLEB	LOC120772253|XP_039956690.1|BTRY, LOC120767993|XP_039950348.1|BTRY
OG0002033	LOC115629149|XP_030381371.1|SLEB	LOC120773383|XP_039958147.1|BTRY
OG0002034	LOC115627811|XP_030379501.1|SLEB	LOC120773477|XP_039958329.1|BTRY
OG0002035	LOC115623568|XP_030373825.1|SLEB	LOC120776579|XP_039963283.1|BTRY
OG0002036	LOC115625563|XP_030376516.1|SLEB	LOC120782530|XP_039970783.1|BTRY
OG0002037	LOC115624723|XP_030375404.1|SLEB	LOC120775610|XP_039961784.1|BTRY
OG0002038	LOC115623497|XP_030373734.1|SLEB	LOC120782344|XP_039970511.1|BTRY
OG0002039	LOC115628097|XP_030379938.1|SLEB	LOC120781402|XP_039969547.1|BTRY
OG0002040	LOC115621440|XP_030370953.1|SLEB	LOC120780294|XP_039968512.1|BTRY
OG0002041	LOC115620037|XP_030369016.1|SLEB	LOC120770828|XP_039954348.1|BTRY
OG0002042	LOC115623851|XP_030374255.1|SLEB	LOC120766180|XP_039947471.1|BTRY, LOC120776672|XP_039963483.1|BTRY
OG0002043	LOC115625179|XP_030376004.1|SLEB	LOC120782311|XP_039970461.1|BTRY
OG0002044	LOC115621986|XP_030371698.1|SLEB	LOC120767038|XP_039948817.1|BTRY
OG0002045	LOC115624425|XP_030375024.1|SLEB	LOC120766980|XP_039948710.1|BTRY
OG0002046	LOC115626883|XP_030378253.1|SLEB	LOC120774522|XP_039960152.1|BTRY
OG0002048	LOC115623913|XP_030374329.1|SLEB, LOC115624061|XP_030374506.1|SLEB	LOC120766304|XP_039947653.1|BTRY
OG0002049	LOC115623340|XP_030373471.1|SLEB	LOC120766463|XP_039947926.1|BTRY
OG0002050	LOC115625161|XP_030375950.1|SLEB	LOC120771772|XP_039955899.1|BTRY
OG0002051	LOC115621966|XP_030371678.1|SLEB	LOC120772938|XP_039957776.1|BTRY
OG0002052	LOC115632629|XP_030385719.1|SLEB	LOC120777173|XP_039964265.1|BTRY, LOC120777170|XP_039964260.1|BTRY
OG0002053	LOC115623759|XP_030374154.1|SLEB	LOC120782891|XP_039971374.1|BTRY
OG0002054	LOC115621869|XP_030371551.1|SLEB	LOC120766409|XP_039947794.1|BTRY
OG0002055	LOC115623698|XP_030374034.1|SLEB	LOC120767028|XP_039948808.1|BTRY
OG0002056	LOC115624615|XP_030375226.1|SLEB	LOC120776501|XP_039963129.1|BTRY
OG0002057	LOC115631304|XP_030383879.1|SLEB	LOC120769761|XP_039952858.1|BTRY
OG0002058	LOC115623467|XP_030373689.1|SLEB	LOC120782238|XP_039970339.1|BTRY
OG0002059	LOC115625167|XP_030375958.1|SLEB	LOC120767646|XP_039949754.1|BTRY
OG0002060	LOC115623559|XP_030373854.1|SLEB	LOC120770532|XP_039954018.1|BTRY
OG0002061	LOC115620148|XP_030369153.1|SLEB	LOC120770141|XP_039953262.1|BTRY
OG0002062	LOC115626652|XP_030377917.1|SLEB	LOC120774098|XP_039959381.1|BTRY
