Orthogroup	SLEB.longest_only	DSEC.longest_only
OG0000985	LOC115633230|XP_030386484.1|SLEB	LOC6609651|XP_032573059.1|DSEC, LOC116800704|XP_032573060.1|DSEC
OG0000986	LOC115631939|XP_030384651.1|SLEB	LOC6614392|XP_002038829.1|DSEC
OG0000986	LOC115632119|XP_030384984.1|SLEB	LOC6619315|XP_032578676.1|DSEC
OG0000987	LOC115621692|XP_030371261.1|SLEB	LOC6611783|XP_032581513.1|DSEC, LOC6607574|XP_002032343.1|DSEC, LOC6607576|XP_032577265.1|DSEC
OG0000988	LOC115631590|XP_030384251.1|SLEB, LOC115629834|XP_030382271.1|SLEB	LOC6617686|XP_002041998.2|DSEC
OG0000990	LOC115626648|XP_030377913.1|SLEB	LOC6615014|XP_002039431.1|DSEC
OG0000991	LOC115629805|XP_030382228.1|SLEB	LOC6619823|XP_032582639.1|DSEC
OG0000992	LOC115621203|XP_030370644.1|SLEB	LOC6608511|XP_002033245.1|DSEC, LOC6607556|XP_032577108.1|DSEC
OG0000993	LOC115621783|XP_030371401.1|SLEB	LOC6612814|XP_002037315.1|DSEC, LOC6612813|XP_002037314.1|DSEC
OG0000994	LOC115628886|XP_030381003.1|SLEB	LOC6612314|XP_002036824.1|DSEC
OG0000995	LOC115625662|XP_030376654.1|SLEB	LOC6606093|XP_002030902.1|DSEC, LOC116802021|XP_032580766.1|DSEC, LOC6619930|XP_002044143.1|DSEC
OG0000996	LOC115631694|XP_030384380.1|SLEB	LOC6608733|XP_002033456.2|DSEC
OG0000997	LOC115626266|XP_030377478.1|SLEB	LOC6608935|XP_032571774.1|DSEC
OG0000998	LOC115624642|XP_030375270.1|SLEB	LOC6621276|XP_032573674.1|DSEC
OG0000999	LOC115634097|XP_030387514.1|SLEB	LOC6615673|XP_002040044.1|DSEC
OG0000999	LOC115626649|XP_030377914.1|SLEB	LOC6615898|XP_002040268.1|DSEC
OG0001000	LOC115620263|XP_030369285.1|SLEB	LOC116802433|XP_032582803.1|DSEC
OG0001001	LOC115632602|XP_030385691.1|SLEB	LOC6609276|XP_032572227.1|DSEC
OG0001002	LOC115631311|XP_030383885.1|SLEB	LOC6614556|XP_002038984.2|DSEC
OG0001003	LOC115621145|XP_030370561.1|SLEB	LOC6620475|XP_002044681.1|DSEC, LOC116800331|XP_032570320.1|DSEC
OG0001004	LOC115623593|XP_030373853.1|SLEB	LOC6620038|XP_002044250.1|DSEC, LOC6607065|XP_002031853.1|DSEC
OG0001005	LOC115633224|XP_030386476.1|SLEB	LOC6614645|XP_002039072.1|DSEC, LOC116802128|XP_032581252.1|DSEC
OG0001006	LOC115632081|XP_030384901.1|SLEB	LOC6606329|XP_002031134.1|DSEC, LOC6605347|XP_002030182.1|DSEC
OG0001008	LOC115627803|XP_030379493.1|SLEB	LOC6617907|XP_002042214.1|DSEC
OG0001009	LOC115625207|XP_030376036.1|SLEB	LOC6620892|XP_002045084.2|DSEC, LOC6617022|XP_032578844.1|DSEC
OG0001010	LOC115633402|XP_030386704.1|SLEB	LOC6619744|XP_002043959.2|DSEC, LOC6617204|XP_002041531.1|DSEC
OG0001011	LOC115633326|XP_030386618.1|SLEB	LOC6618432|XP_032582690.1|DSEC
OG0001011	LOC115630723|XP_030383239.1|SLEB	LOC6614507|XP_002038938.1|DSEC
OG0001012	LOC115629567|XP_030381919.1|SLEB, LOC115629568|XP_030381920.1|SLEB	LOC6619947|XP_002044159.1|DSEC, LOC6619948|XP_002044160.2|DSEC
OG0001013	LOC115622265|XP_030372026.1|SLEB	LOC6616254|XP_032574596.1|DSEC
OG0001014	LOC115622694|XP_030372582.1|SLEB	LOC6619400|XP_002043615.1|DSEC
OG0001014	LOC115622870|XP_030372817.1|SLEB	LOC6605396|XP_032574091.1|DSEC
OG0001015	LOC115627832|XP_030379534.1|SLEB	LOC6620637|XP_032580583.1|DSEC
OG0001015	LOC115627898|XP_030379652.1|SLEB	LOC6620645|XP_002044839.1|DSEC
OG0001017	LOC115625904|XP_030376994.1|SLEB	LOC116800671|XP_032572823.1|DSEC
OG0001017	LOC115634369|XP_030387893.1|SLEB	LOC6610515|XP_002035095.1|DSEC, LOC6605768|XP_002030583.1|DSEC
OG0001018	LOC115628898|XP_030381017.1|SLEB, LOC115628901|XP_030381020.1|SLEB, LOC115621330|XP_030370811.1|SLEB, LOC115628942|XP_030381075.1|SLEB, LOC115628926|XP_030381048.1|SLEB	LOC6607639|XP_002032404.1|DSEC
OG0001019	LOC115621697|XP_030371263.1|SLEB	LOC6617123|XP_002041450.2|DSEC
OG0001020	LOC115627705|XP_030379308.1|SLEB	LOC6615137|XP_032581956.1|DSEC
OG0001021	LOC115628996|XP_030381140.1|SLEB	LOC6611427|XP_032574506.1|DSEC
OG0001022	LOC115629232|XP_030381503.1|SLEB	LOC6619991|XP_002044203.1|DSEC
OG0001024	LOC115621057|XP_030370438.1|SLEB	LOC6617108|XP_032579182.1|DSEC
OG0001025	LOC115632296|XP_030385249.1|SLEB	LOC6605410|XP_002030243.1|DSEC
OG0001026	LOC115634218|XP_030387668.1|SLEB	LOC6608092|XP_032570255.1|DSEC
OG0001027	LOC115634679|XP_030388398.1|SLEB	LOC6618348|XP_002042620.1|DSEC
OG0001028	LOC115631799|XP_030384497.1|SLEB	LOC6611347|XP_002035893.1|DSEC
OG0001031	LOC115626140|XP_030377262.1|SLEB	LOC6619338|XP_032583163.1|DSEC
OG0001032	LOC115626259|XP_030377427.1|SLEB	LOC6620695|XP_002044899.1|DSEC, LOC6621234|XP_002045411.1|DSEC, LOC6620696|XP_002044898.2|DSEC, LOC6620697|XP_002044897.2|DSEC, LOC6620520|XP_032571457.1|DSEC
OG0001033	LOC115626759|XP_030378075.1|SLEB	LOC6616612|XP_002040969.2|DSEC
OG0001034	LOC115624857|XP_030375562.1|SLEB	LOC6605606|XP_002030424.1|DSEC
OG0001035	LOC115628902|XP_030381021.1|SLEB	LOC6620089|XP_002044303.1|DSEC
OG0001035	LOC115628904|XP_030381022.1|SLEB	LOC6620090|XP_002044304.2|DSEC
OG0001036	LOC115628688|XP_030380723.1|SLEB	LOC6613669|XP_002038139.1|DSEC
OG0001036	LOC115624002|XP_030374434.1|SLEB	LOC6616659|XP_002041016.1|DSEC
OG0001037	LOC115622928|XP_030372913.1|SLEB, LOC115622927|XP_030372912.1|SLEB, LOC115622432|XP_030372233.1|SLEB	LOC6605205|XP_032574034.1|DSEC
OG0001038	LOC115623628|XP_030373929.1|SLEB, LOC115623629|XP_030373931.1|SLEB	LOC6620384|XP_032577157.1|DSEC
OG0001038	LOC115631328|XP_030383908.1|SLEB	LOC6620385|XP_002044594.1|DSEC
OG0001042	LOC115620583|XP_030369748.1|SLEB	LOC6612924|XP_002037416.1|DSEC
OG0001043	LOC115628817|XP_030380904.1|SLEB	LOC116802168|XP_032581465.1|DSEC
OG0001044	LOC115626205|XP_030377352.1|SLEB, LOC115631350|XP_030383926.1|SLEB	LOC6608046|XP_032571244.1|DSEC
OG0001045	LOC115623369|XP_030373520.1|SLEB	LOC6609232|XP_032572772.1|DSEC
OG0001046	LOC115634073|XP_030387480.1|SLEB	LOC6609647|XP_002034321.1|DSEC, LOC6609648|XP_002034322.1|DSEC
OG0001047	LOC115634088|XP_030387503.1|SLEB	LOC6609010|XP_002033715.1|DSEC
OG0001048	LOC115624518|XP_030375094.1|SLEB	LOC6615445|XP_002039827.1|DSEC
OG0001049	LOC115622282|XP_030372044.1|SLEB	LOC6610803|XP_032574486.1|DSEC
OG0001050	LOC115633103|XP_030386344.1|SLEB	LOC6605984|XP_032574052.1|DSEC
OG0001051	LOC115626170|XP_030377305.1|SLEB	LOC6611855|XP_002036377.1|DSEC
OG0001052	LOC115625856|XP_030376924.1|SLEB	LOC6611669|XP_002036204.1|DSEC
OG0001053	LOC115629515|XP_030381856.1|SLEB	LOC6612514|XP_032582127.1|DSEC, LOC116802029|XP_032580820.1|DSEC
OG0001054	LOC115621268|XP_030370728.1|SLEB	LOC6607495|XP_002032264.1|DSEC
OG0001054	LOC115621267|XP_030370726.1|SLEB	LOC6607494|XP_002032263.1|DSEC
OG0001055	LOC115623459|XP_030373676.1|SLEB	LOC6606789|XP_002031586.2|DSEC, LOC6606788|XP_002031585.2|DSEC
OG0001056	LOC115629116|XP_030381305.1|SLEB	LOC6614525|XP_002038956.1|DSEC, LOC6620726|XP_032581188.1|DSEC
OG0001057	LOC115626571|XP_030377810.1|SLEB	LOC6611805|XP_002036327.1|DSEC
OG0001058	LOC115626762|XP_030378079.1|SLEB	LOC6618566|XP_002042825.2|DSEC
OG0001059	LOC115622578|XP_030372421.1|SLEB	LOC6619415|XP_032575640.1|DSEC
OG0001060	LOC115623379|XP_030373534.1|SLEB	LOC6616845|XP_002041181.1|DSEC
OG0001061	LOC115625474|XP_030376384.1|SLEB	LOC6621199|XP_002045375.1|DSEC, LOC6606997|XP_002031786.1|DSEC
OG0001062	LOC115634278|XP_030387771.1|SLEB	LOC6614037|XP_002038491.2|DSEC
OG0001062	LOC115625502|XP_030376423.1|SLEB	LOC6614130|XP_032578487.1|DSEC
OG0001063	LOC115629311|XP_030381617.1|SLEB	LOC116802003|XP_032580671.1|DSEC
OG0001063	LOC115629300|XP_030381607.1|SLEB	LOC6618613|XP_002042872.1|DSEC
OG0001064	LOC115629334|XP_030381642.1|SLEB	LOC6618553|XP_002042810.2|DSEC
OG0001064	LOC115627654|XP_030379254.1|SLEB	LOC6619007|XP_002043252.1|DSEC
OG0001065	LOC115630545|XP_030383014.1|SLEB, LOC115630679|XP_030383182.1|SLEB, LOC115630771|XP_030383285.1|SLEB, LOC115629745|XP_030382140.1|SLEB	LOC6608429|XP_032571078.1|DSEC
OG0001066	LOC115627362|XP_030378872.1|SLEB	LOC6609899|XP_032570721.1|DSEC, LOC116803636|XP_032583715.1|DSEC, LOC6615037|XP_032580788.1|DSEC
OG0001067	LOC115624484|XP_030375047.1|SLEB	LOC6613660|XP_002038130.1|DSEC, LOC116802959|XP_032582960.1|DSEC
OG0001068	LOC115622349|XP_030372123.1|SLEB	LOC6610878|XP_002035441.2|DSEC, LOC6605375|XP_032576081.1|DSEC
OG0001071	LOC115630740|XP_030383254.1|SLEB, LOC115630742|XP_030383255.1|SLEB, LOC115630697|XP_030383210.1|SLEB, LOC115630727|XP_030383242.1|SLEB, LOC115631854|XP_030384560.1|SLEB, LOC115631909|XP_030384620.1|SLEB, LOC115631900|XP_030384609.1|SLEB, LOC115631321|XP_030383900.1|SLEB	LOC6612099|XP_002036616.2|DSEC
OG0001072	LOC115623188|XP_030373271.1|SLEB	LOC6605344|XP_002030179.1|DSEC
OG0001073	LOC115620613|XP_030369790.1|SLEB	LOC6617087|XP_002041414.2|DSEC
OG0001074	LOC115629282|XP_030381580.1|SLEB	LOC6608973|XP_032571685.1|DSEC
OG0001075	LOC115622509|XP_030372321.1|SLEB	LOC6604868|XP_032574941.1|DSEC
OG0001077	LOC115628105|XP_030379946.1|SLEB	LOC6621163|XP_002045341.1|DSEC
OG0001077	LOC115622189|XP_030371940.1|SLEB	LOC116801060|XP_032574380.1|DSEC
OG0001078	LOC115629550|XP_030381894.1|SLEB	LOC6614898|XP_002039315.1|DSEC
OG0001079	LOC115628277|XP_030380166.1|SLEB, LOC115625668|XP_030376663.1|SLEB	LOC6610748|XP_002035314.1|DSEC
OG0001080	LOC115624602|XP_030375207.1|SLEB	LOC6610285|XP_002034880.2|DSEC
OG0001081	LOC115623563|XP_030373819.1|SLEB	LOC6619032|XP_002043277.1|DSEC
OG0001082	LOC115633819|XP_030387165.1|SLEB	LOC6621745|XP_032572277.1|DSEC
OG0001083	LOC115622457|XP_030372260.1|SLEB	LOC6604873|XP_032573381.1|DSEC
OG0001084	LOC115634450|XP_030388021.1|SLEB	LOC6607881|XP_002032635.1|DSEC
OG0001085	LOC115620042|XP_030369021.1|SLEB	LOC6619129|XP_032572986.1|DSEC
OG0001086	LOC115633783|XP_030387120.1|SLEB	LOC6606987|XP_002031779.1|DSEC, LOC6613005|XP_002037495.1|DSEC
OG0001087	LOC115631479|XP_030384095.1|SLEB	LOC6612138|XP_032569915.1|DSEC, LOC6612140|XP_002036657.1|DSEC
OG0001088	LOC115632153|XP_030385030.1|SLEB	LOC6604959|XP_002029802.1|DSEC
OG0001089	LOC115624666|XP_030375317.1|SLEB	LOC6610761|XP_032576065.1|DSEC
OG0001090	LOC115632913|XP_030386063.1|SLEB	LOC6610668|XP_002035235.1|DSEC
OG0001092	LOC115626353|XP_030377564.1|SLEB	LOC6611331|XP_002035878.1|DSEC
OG0001093	LOC115625952|XP_030377051.1|SLEB	LOC6611264|XP_032583748.1|DSEC
OG0001094	LOC115626021|XP_030377129.1|SLEB	LOC6611254|XP_032578107.1|DSEC
OG0001095	LOC115631077|XP_030383583.1|SLEB	LOC6609917|XP_002034567.1|DSEC
OG0001096	LOC115630418|XP_030382814.1|SLEB	LOC6614585|XP_002039013.1|DSEC
OG0001097	LOC115631632|XP_030384301.1|SLEB	LOC116802437|XP_032582804.1|DSEC
OG0001098	LOC115623029|XP_030373068.1|SLEB	LOC6605318|XP_032575605.1|DSEC
OG0001099	LOC115622780|XP_030372698.1|SLEB, LOC115622709|XP_030372600.1|SLEB	LOC6616400|XP_032574808.1|DSEC
OG0001100	LOC115620897|XP_030370246.1|SLEB	LOC6620436|XP_032573194.1|DSEC
OG0001101	LOC115620481|XP_030369577.1|SLEB	LOC6609547|XP_002034230.1|DSEC
OG0001102	LOC115632575|XP_030385656.1|SLEB	LOC6605658|XP_002030476.1|DSEC
OG0001103	LOC115621774|XP_030371386.1|SLEB	LOC6616866|XP_002041202.1|DSEC
OG0001104	LOC115624069|XP_030374515.1|SLEB	LOC6608813|XP_002033527.1|DSEC
OG0001105	LOC115628911|XP_030381032.1|SLEB	LOC6608773|XP_002033494.1|DSEC
OG0001106	LOC115627975|XP_030379731.1|SLEB	LOC6620279|XP_032579869.1|DSEC
OG0001108	LOC115625420|XP_030376320.1|SLEB, LOC115625426|XP_030376325.1|SLEB	LOC6607745|XP_002032508.1|DSEC, LOC6607738|XP_002032501.1|DSEC
OG0001109	LOC115634740|XP_030388488.1|SLEB	LOC6609135|XP_002033837.1|DSEC, LOC6609134|XP_002033836.1|DSEC
OG0001110	LOC115633968|XP_030387349.1|SLEB	LOC6618640|XP_002042899.1|DSEC, LOC6616537|XP_032573879.1|DSEC
OG0001111	LOC115634763|XP_030388518.1|SLEB	LOC6615605|XP_002039979.1|DSEC, LOC6615604|XP_032573024.1|DSEC
OG0001112	LOC115634184|XP_030387630.1|SLEB	LOC6615677|XP_032572478.1|DSEC
OG0001113	LOC115624483|XP_030375046.1|SLEB	LOC116802899|XP_032582959.1|DSEC, LOC6613661|XP_002038131.1|DSEC
OG0001114	LOC115631463|XP_030384073.1|SLEB	LOC6612071|XP_002036588.1|DSEC, LOC6612070|XP_002036587.1|DSEC
OG0001116	LOC115620151|XP_030369140.1|SLEB	LOC6608497|XP_032572601.1|DSEC
OG0001116	LOC115620150|XP_030369139.1|SLEB	LOC6608496|XP_002033230.1|DSEC
OG0001117	LOC115622899|XP_030372879.1|SLEB	LOC6606147|XP_002030955.1|DSEC, LOC6606146|XP_002030954.1|DSEC
OG0001118	LOC115627305|XP_030378807.1|SLEB	LOC6620014|XP_002044226.1|DSEC, LOC6621043|XP_032580767.1|DSEC
OG0001119	LOC115630078|XP_030382561.1|SLEB	LOC6620502|XP_032574842.1|DSEC
OG0001120	LOC115623083|XP_030373145.1|SLEB, LOC115621079|XP_030370469.1|SLEB	LOC6607524|XP_032579390.1|DSEC
OG0001122	LOC115632561|XP_030385637.1|SLEB	LOC6610270|XP_032575944.1|DSEC
OG0001124	LOC115625095|XP_030375854.1|SLEB	LOC6616817|XP_002041154.1|DSEC, LOC6621741|XP_032578706.1|DSEC, LOC6616818|XP_032578704.1|DSEC, LOC116801703|XP_032578703.1|DSEC
OG0001125	LOC115621080|XP_030370470.1|SLEB	LOC6619263|XP_032577646.1|DSEC
OG0001126	LOC115623071|XP_030373125.1|SLEB	LOC6610901|XP_032575484.1|DSEC
OG0001127	LOC115622276|XP_030372037.1|SLEB	LOC6605374|XP_002030207.1|DSEC
OG0001128	LOC115632412|XP_030385447.1|SLEB	LOC6609715|XP_002034372.2|DSEC
OG0001129	LOC115626279|XP_030377461.1|SLEB	LOC6613544|XP_032570016.1|DSEC
OG0001130	LOC115625688|XP_030376687.1|SLEB	LOC6611882|XP_002036400.1|DSEC, LOC116803403|XP_032583027.1|DSEC
OG0001131	LOC115628051|XP_030379856.1|SLEB	LOC6619476|XP_032579721.1|DSEC
OG0001133	LOC115630971|XP_030383411.1|SLEB	LOC6618124|XP_002042422.1|DSEC
OG0001134	LOC115633664|XP_030386969.1|SLEB	LOC6609982|XP_032570708.1|DSEC
OG0001135	LOC115620845|XP_030370146.1|SLEB	LOC6606451|XP_002031254.1|DSEC
OG0001136	LOC115623765|XP_030374161.1|SLEB	LOC6607153|XP_032576352.1|DSEC
OG0001137	LOC115621022|XP_030370402.1|SLEB	LOC6607284|XP_002032063.1|DSEC
OG0001138	LOC115624755|XP_030375446.1|SLEB	LOC6610283|XP_002034878.1|DSEC
OG0001139	LOC115620983|XP_030370363.1|SLEB, LOC115622700|XP_030372586.1|SLEB	LOC6605517|XP_002030350.1|DSEC
OG0001140	LOC115621164|XP_030370585.1|SLEB, LOC115621645|XP_030371206.1|SLEB	LOC6607465|XP_002032234.1|DSEC, LOC116803411|XP_032583034.1|DSEC
OG0001141	LOC115626528|XP_030377770.1|SLEB, LOC115621445|XP_030370959.1|SLEB, LOC115629071|XP_030381247.1|SLEB, LOC115628976|XP_030381115.1|SLEB, LOC115621412|XP_030370919.1|SLEB, LOC115620896|XP_030370244.1|SLEB	LOC6619204|XP_002043425.1|DSEC
OG0001142	LOC115621901|XP_030371590.1|SLEB	LOC6619234|XP_032576552.1|DSEC
OG0001143	LOC115626326|XP_030377531.1|SLEB	LOC6611292|XP_002035839.1|DSEC
OG0001144	LOC115634087|XP_030387502.1|SLEB, LOC115634232|XP_030387684.1|SLEB, LOC115634244|XP_030387698.1|SLEB	LOC6614335|XP_032577165.1|DSEC, LOC6609479|XP_032570899.1|DSEC
OG0001145	LOC115626511|XP_030377759.1|SLEB	LOC6608384|XP_032571025.1|DSEC, LOC6608385|XP_032571026.1|DSEC
OG0001146	LOC115627913|XP_030379668.1|SLEB	LOC6617866|XP_002042174.1|DSEC
OG0001146	LOC115626679|XP_030377966.1|SLEB	LOC6620159|XP_032581326.1|DSEC
OG0001147	LOC115622104|XP_030371806.1|SLEB, LOC115622105|XP_030371807.1|SLEB, LOC115629609|XP_030381965.1|SLEB, LOC115634252|XP_030387706.1|SLEB	LOC116800992|XP_032573931.1|DSEC, LOC6606143|XP_032574350.1|DSEC
OG0001148	LOC115631936|XP_030384647.1|SLEB	LOC6613267|XP_002037744.1|DSEC
OG0001149	LOC115628312|XP_030380226.1|SLEB	LOC6616385|XP_002040745.2|DSEC, LOC6611160|XP_002035717.1|DSEC
OG0001150	LOC115634766|XP_030388521.1|SLEB, LOC115634339|XP_030387855.1|SLEB	LOC6615574|XP_032570056.1|DSEC
OG0001151	LOC115623557|XP_030373815.1|SLEB, LOC115623556|XP_030373814.1|SLEB	LOC6619060|XP_002043301.2|DSEC, LOC6619059|XP_002043300.1|DSEC
OG0001152	LOC115620961|XP_030370342.1|SLEB	LOC6614070|XP_002038524.1|DSEC, LOC6610021|XP_002034639.2|DSEC, LOC6611908|XP_002036425.1|DSEC
OG0001153	LOC115620648|XP_030369860.1|SLEB	LOC6615786|XP_032570304.1|DSEC
OG0001153	LOC115622749|XP_030372660.1|SLEB	LOC6605769|XP_002030584.1|DSEC
OG0001154	LOC115625958|XP_030377056.1|SLEB	LOC6611903|XP_002036420.1|DSEC
OG0001155	LOC115628850|XP_030380959.1|SLEB	LOC6612254|XP_032580183.1|DSEC
OG0001157	LOC115621126|XP_030370534.1|SLEB	LOC6606561|XP_032576532.1|DSEC
OG0001158	LOC115628463|XP_030380443.1|SLEB	LOC6613485|XP_032572790.1|DSEC
OG0001159	LOC115621479|XP_030370998.1|SLEB	LOC6612691|XP_032576251.1|DSEC
OG0001160	LOC115621486|XP_030371013.1|SLEB	LOC6614318|XP_002038758.1|DSEC
OG0001161	LOC115621649|XP_030371210.1|SLEB	LOC6606454|XP_032578342.1|DSEC
OG0001162	LOC115623523|XP_030373766.1|SLEB	LOC6607098|XP_002031886.1|DSEC
OG0001163	LOC115622437|XP_030372239.1|SLEB, LOC115625557|XP_030376509.1|SLEB	LOC6606502|XP_032576732.1|DSEC
OG0001164	LOC115621626|XP_030371183.1|SLEB	LOC6607376|XP_002032149.1|DSEC
OG0001165	LOC115634433|XP_030388000.1|SLEB, LOC115628474|XP_030380459.1|SLEB	LOC6615701|XP_002040072.1|DSEC
OG0001166	LOC115632871|XP_030385995.1|SLEB	LOC6610486|XP_032575545.1|DSEC
OG0001167	LOC115634688|XP_030388414.1|SLEB	LOC6608482|XP_032572231.1|DSEC
OG0001168	LOC115621605|XP_030371160.1|SLEB, LOC115633613|XP_030386910.1|SLEB, LOC115630383|XP_030382772.1|SLEB, LOC115630381|XP_030382771.1|SLEB, LOC115630388|XP_030382775.1|SLEB, LOC115630389|XP_030382776.1|SLEB, LOC115630387|XP_030382774.1|SLEB, LOC115630390|XP_030382777.1|SLEB, LOC115630379|XP_030382770.1|SLEB, LOC115633618|XP_030386915.1|SLEB, LOC115633616|XP_030386912.1|SLEB, LOC115633617|XP_030386914.1|SLEB, LOC115633615|XP_030386911.1|SLEB	LOC6609751|XP_002034405.1|DSEC
OG0001169	LOC115633396|XP_030386699.1|SLEB, LOC115633425|XP_030386745.1|SLEB	LOC6618060|XP_002042358.2|DSEC
OG0001170	LOC115622090|XP_030371791.1|SLEB, LOC115620718|XP_030369956.1|SLEB	LOC6607560|XP_002032329.1|DSEC
OG0001171	LOC115623131|XP_030373201.1|SLEB, LOC115622487|XP_030372293.1|SLEB	LOC6604935|XP_032573212.1|DSEC
OG0001172	LOC115620637|XP_030369838.1|SLEB, LOC115624420|XP_030375020.1|SLEB, LOC115622544|XP_030372374.1|SLEB, LOC115619993|XP_030368925.1|SLEB	LOC6615404|XP_002039786.1|DSEC
OG0001173	LOC115620421|XP_030369505.1|SLEB	LOC6619511|XP_002043726.1|DSEC
OG0001174	LOC115632297|XP_030385251.1|SLEB	LOC6611003|XP_032574783.1|DSEC
OG0001175	LOC115633003|XP_030386192.1|SLEB	LOC6609649|XP_002034323.1|DSEC
OG0001176	LOC115634624|XP_030388337.1|SLEB	LOC6609123|XP_002033825.1|DSEC
OG0001177	LOC115630806|XP_030383328.1|SLEB	LOC6614482|XP_032583259.1|DSEC
OG0001178	LOC115634255|XP_030387710.1|SLEB	LOC6615264|XP_032570988.1|DSEC
OG0001179	LOC115623641|XP_030373950.1|SLEB	LOC6608677|XP_032570874.1|DSEC
OG0001180	LOC115627847|XP_030379566.1|SLEB	LOC6620290|XP_032579845.1|DSEC
OG0001181	LOC115624665|XP_030375313.1|SLEB	LOC6605753|XP_032575649.1|DSEC
OG0001182	LOC115620292|XP_030369329.1|SLEB	LOC6607582|XP_032577982.1|DSEC
OG0001183	LOC115625280|XP_030376144.1|SLEB	LOC6606805|XP_032577379.1|DSEC
OG0001184	LOC115623460|XP_030373677.1|SLEB	LOC6616661|XP_032576523.1|DSEC
OG0001185	LOC115625170|XP_030375972.1|SLEB	LOC6606287|XP_032578240.1|DSEC
OG0001186	LOC115624020|XP_030374455.1|SLEB	LOC6614302|XP_032578745.1|DSEC
OG0001187	LOC115625850|XP_030376919.1|SLEB	LOC6609199|XP_032572480.1|DSEC
OG0001188	LOC115628992|XP_030381137.1|SLEB	LOC6608881|XP_032572144.1|DSEC
OG0001189	LOC115624680|XP_030375339.1|SLEB	LOC6615635|XP_032571800.1|DSEC
OG0001190	LOC115627544|XP_030379119.1|SLEB	LOC6620596|XP_002044800.1|DSEC
OG0001191	LOC115627325|XP_030378829.1|SLEB, LOC115626435|XP_030377670.1|SLEB, LOC115626400|XP_030377623.1|SLEB	LOC6611793|XP_032583549.1|DSEC
OG0001192	LOC115629969|XP_030382448.1|SLEB	LOC6611447|XP_002035989.2|DSEC
OG0001193	LOC115620774|XP_030370042.1|SLEB	LOC6619209|XP_002043430.1|DSEC
OG0001194	LOC115629875|XP_030382333.1|SLEB	LOC6621122|XP_032582600.1|DSEC, LOC6621271|XP_002045450.2|DSEC, LOC6615862|XP_002040232.2|DSEC, LOC6621270|XP_002045448.2|DSEC, LOC6615861|XP_032582599.1|DSEC
OG0001195	LOC115620677|XP_030369905.1|SLEB	LOC6608152|XP_002032898.2|DSEC
OG0001196	LOC115632939|XP_030386094.1|SLEB, LOC115627202|XP_030378680.1|SLEB	LOC6616186|XP_032581797.1|DSEC, LOC6611440|XP_002035983.1|DSEC
OG0001197	LOC115623562|XP_030373818.1|SLEB	LOC6617181|XP_002041508.2|DSEC, LOC6607482|XP_002032251.1|DSEC
OG0001198	LOC115621321|XP_030370799.1|SLEB, LOC115620347|XP_030369407.1|SLEB, LOC115626023|XP_030377132.1|SLEB	LOC6607357|XP_002032130.1|DSEC, LOC6607358|XP_032578306.1|DSEC
OG0001200	LOC115628081|XP_030379914.1|SLEB	LOC6614452|XP_032583055.1|DSEC
OG0001201	LOC115625457|XP_030376365.1|SLEB	LOC6619723|XP_032578120.1|DSEC
OG0001203	LOC115628065|XP_030379892.1|SLEB	LOC6620100|XP_032579851.1|DSEC
OG0001204	LOC115625799|XP_030376836.1|SLEB	LOC6611206|XP_002035762.2|DSEC
OG0001205	LOC115625122|XP_030375894.1|SLEB	LOC116801438|XP_032576861.1|DSEC
OG0001206	LOC115621766|XP_030371360.1|SLEB	LOC6619260|XP_032579143.1|DSEC
OG0001207	LOC115633296|XP_030386568.1|SLEB	LOC6619803|XP_032580990.1|DSEC
OG0001208	LOC115629632|XP_030381993.1|SLEB	LOC6617507|XP_032580801.1|DSEC
OG0001209	LOC115621004|XP_030370384.1|SLEB	LOC6606613|XP_032578312.1|DSEC
OG0001210	LOC115627231|XP_030378714.1|SLEB	LOC6618546|XP_032581547.1|DSEC
OG0001212	LOC115633364|XP_030386669.1|SLEB	LOC6618459|XP_002042729.1|DSEC
OG0001213	LOC115625124|XP_030375898.1|SLEB	LOC6616695|XP_002041050.1|DSEC
OG0001214	LOC115620611|XP_030369788.1|SLEB	LOC6607475|XP_002032244.1|DSEC
OG0001215	LOC115625612|XP_030376606.1|SLEB	LOC6614039|XP_032577744.1|DSEC
OG0001216	LOC115625218|XP_030376058.1|SLEB	LOC6606363|XP_032579303.1|DSEC
OG0001217	LOC115626098|XP_030377210.1|SLEB	LOC6620427|XP_032576823.1|DSEC
OG0001218	LOC115622093|XP_030371795.1|SLEB, LOC115620719|XP_030369958.1|SLEB	LOC6607561|XP_002032330.1|DSEC
OG0001220	LOC115633059|XP_030386267.1|SLEB	LOC6607972|XP_002032720.1|DSEC
OG0001221	LOC115620005|XP_030368954.1|SLEB	LOC6610110|XP_002034721.1|DSEC
OG0001222	LOC115621148|XP_030370565.1|SLEB	LOC6612631|XP_032577200.1|DSEC
OG0001223	LOC115626691|XP_030377982.1|SLEB	LOC6620604|XP_032570915.1|DSEC
OG0001224	LOC115634553|XP_030388229.1|SLEB, LOC115620166|XP_030369155.1|SLEB	LOC6609491|XP_032572821.1|DSEC
OG0001225	LOC115619995|XP_030368939.1|SLEB	LOC6608002|XP_032570203.1|DSEC
OG0001226	LOC115634826|XP_030388605.1|SLEB	LOC6608640|XP_002033374.1|DSEC
OG0001227	LOC115631782|XP_030384477.1|SLEB	LOC6611535|XP_032583360.1|DSEC
