Orthogroup	SLEB.longest_only	CQUI.longest_only
OG0000517	LOC115633963|XP_030387343.1|SLEB, LOC115633966|XP_030387347.1|SLEB, LOC115633965|XP_030387346.1|SLEB	LOC6054293|XP_038114467.1|CQUI, LOC6054292|XP_038114468.1|CQUI
OG0000521	LOC115629576|XP_030381928.1|SLEB, LOC115629574|XP_030381925.1|SLEB	LOC6050070|XP_038105342.1|CQUI
OG0000522	LOC115627854|XP_030379575.1|SLEB	LOC6051600|XP_038112565.1|CQUI
OG0000523	LOC115628128|XP_030379968.1|SLEB	LOC6040919|XP_001850247.1|CQUI
OG0000523	LOC115633249|XP_030386507.1|SLEB	LOC6049044|XP_001865872.1|CQUI
OG0000524	LOC115621872|XP_030371557.1|SLEB	LOC6032861|XP_001843386.2|CQUI
OG0000525	LOC115632582|XP_030385667.1|SLEB	LOC6048514|XP_038118341.1|CQUI, LOC6048511|XP_038118339.1|CQUI
OG0000526	LOC115625930|XP_030377026.1|SLEB, LOC115634755|XP_030388507.1|SLEB	LOC6041304|XP_001850584.2|CQUI
OG0000527	LOC115632044|XP_030384874.1|SLEB, LOC115631125|XP_030383652.1|SLEB	LOC6043742|XP_038113405.1|CQUI, LOC6043214|XP_038108510.1|CQUI
OG0000528	LOC115631996|XP_030384785.1|SLEB	LOC6041374|XP_001850639.2|CQUI, LOC6041379|XP_038110790.1|CQUI, LOC6041382|XP_038106839.1|CQUI, LOC6041381|XP_038110791.1|CQUI
OG0000529	LOC115631155|XP_030383692.1|SLEB, LOC115631625|XP_030384292.1|SLEB, LOC115631377|XP_030383958.1|SLEB, LOC115631156|XP_030383693.1|SLEB, LOC115630789|XP_030383304.1|SLEB	LOC6036354|XP_038114138.1|CQUI
OG0000531	LOC115622018|XP_030371734.1|SLEB, LOC115631103|XP_030383618.1|SLEB, LOC115625670|XP_030376665.1|SLEB	LOC6037540|XP_001847440.2|CQUI
OG0000532	LOC115623782|XP_030374183.1|SLEB	LOC6035004|XP_001845249.2|CQUI
OG0000533	LOC115633432|XP_030386752.1|SLEB	LOC6040722|XP_038104185.1|CQUI
OG0000533	LOC115623569|XP_030373826.1|SLEB	LOC119767762|XP_038113133.1|CQUI
OG0000535	LOC115625013|XP_030375736.1|SLEB, LOC115633870|XP_030387227.1|SLEB	LOC119766820|XP_038108711.1|CQUI, LOC6054062|XP_001870041.1|CQUI
OG0000536	LOC115622558|XP_030372387.1|SLEB	LOC6041431|XP_038109661.1|CQUI, LOC6045036|XP_001862455.2|CQUI, LOC6045035|XP_038113937.1|CQUI
OG0000537	LOC115627460|XP_030378995.1|SLEB	LOC6031704|XP_038111588.1|CQUI
OG0000538	LOC115624785|XP_030375476.1|SLEB, LOC115634404|XP_030387957.1|SLEB	LOC6037813|XP_038112386.1|CQUI
OG0000539	LOC115625371|XP_030376267.1|SLEB, LOC115625298|XP_030376173.1|SLEB	LOC6034554|XP_038112937.1|CQUI
OG0000542	LOC115625535|XP_030376474.1|SLEB, LOC115627777|XP_030379446.1|SLEB	LOC6044321|XP_001861851.1|CQUI
OG0000543	LOC115621143|XP_030370560.1|SLEB, LOC115623333|XP_030373463.1|SLEB	LOC6049267|XP_001866057.2|CQUI
OG0000544	LOC115623316|XP_030373436.1|SLEB, LOC115622707|XP_030372596.1|SLEB, LOC115624019|XP_030374454.1|SLEB	LOC6041276|XP_038110067.1|CQUI
OG0000545	LOC115621211|XP_030370653.1|SLEB, LOC115621286|XP_030370749.1|SLEB	LOC6050345|XP_038105847.1|CQUI
OG0000546	LOC115623697|XP_030374032.1|SLEB, LOC115627177|XP_030378637.1|SLEB	LOC6037353|XP_001847276.2|CQUI, LOC6036816|XP_038106208.1|CQUI, LOC119770766|XP_038122171.1|CQUI
OG0000547	LOC115630037|XP_030382529.1|SLEB, LOC115633068|XP_030386299.1|SLEB	LOC6041026|XP_001850337.1|CQUI
OG0000548	LOC115632986|XP_030386163.1|SLEB, LOC115622433|XP_030372234.1|SLEB, LOC115622434|XP_030372235.1|SLEB	LOC6050154|XP_001866808.2|CQUI
OG0000549	LOC115633990|XP_030387373.1|SLEB	LOC119770531|XP_038121509.1|CQUI, LOC6037260|XP_038121503.1|CQUI
OG0000550	LOC115632900|XP_030386051.1|SLEB, LOC115632608|XP_030385696.1|SLEB	LOC6051476|XP_038121059.1|CQUI
OG0000552	LOC115621198|XP_030370637.1|SLEB, LOC115620920|XP_030370279.1|SLEB	LOC6044119|XP_038113804.1|CQUI
OG0000553	LOC115625739|XP_030376752.1|SLEB, LOC115625738|XP_030376751.1|SLEB	LOC6044455|XP_038110346.1|CQUI, LOC6044457|XP_001861971.1|CQUI, LOC6044456|XP_001861970.1|CQUI
OG0000554	LOC115621598|XP_030371150.1|SLEB, LOC115621473|XP_030370992.1|SLEB, LOC115621559|XP_030371092.1|SLEB	LOC6044882|XP_038118892.1|CQUI
OG0000555	LOC115628310|XP_030380224.1|SLEB, LOC115628303|XP_030380210.1|SLEB	LOC6052570|XP_038118745.1|CQUI
OG0000556	LOC115623458|XP_030373674.1|SLEB	LOC6046889|XP_001864016.1|CQUI
OG0000557	LOC115624100|XP_030374550.1|SLEB, LOC115624200|XP_030374663.1|SLEB, LOC115623910|XP_030374325.1|SLEB, LOC115624180|XP_030374635.1|SLEB, LOC115624158|XP_030374614.1|SLEB	LOC6042547|XP_001852003.1|CQUI
OG0000558	LOC115623799|XP_030374201.1|SLEB, LOC115627610|XP_030379199.1|SLEB	LOC6033842|XP_001844235.1|CQUI
OG0000559	LOC115621713|XP_030371282.1|SLEB, LOC115633935|XP_030387313.1|SLEB	LOC6053965|XP_038109366.1|CQUI
OG0000560	LOC115624641|XP_030375269.1|SLEB, LOC115624640|XP_030375268.1|SLEB	LOC6032389|XP_001842996.2|CQUI
OG0000561	LOC115632645|XP_030385734.1|SLEB, LOC115632520|XP_030385575.1|SLEB	LOC6034685|XP_038111388.1|CQUI
OG0000562	LOC115622396|XP_030372181.1|SLEB, LOC115622789|XP_030372709.1|SLEB	LOC6046454|XP_038113537.1|CQUI
OG0000566	LOC115625079|XP_030375829.1|SLEB, LOC115622614|XP_030372474.1|SLEB	LOC6044324|XP_038109243.1|CQUI
OG0000567	LOC115628870|XP_030380986.1|SLEB	LOC6047025|XP_001864131.2|CQUI
OG0000567	LOC115628899|XP_030381018.1|SLEB	LOC6047020|XP_001864130.1|CQUI
OG0000568	LOC115620709|XP_030369944.1|SLEB	LOC6044772|XP_038104706.1|CQUI
OG0000569	LOC115620436|XP_030369524.1|SLEB, LOC115628654|XP_030380682.1|SLEB	LOC6034776|XP_038104774.1|CQUI
OG0000570	LOC115625135|XP_030375914.1|SLEB, LOC115625181|XP_030376006.1|SLEB	LOC6032625|XP_001843197.2|CQUI
OG0000571	LOC115620833|XP_030370125.1|SLEB, LOC115621121|XP_030370525.1|SLEB	LOC6035169|XP_038113695.1|CQUI
OG0000572	LOC115621322|XP_030370800.1|SLEB, LOC115620609|XP_030369783.1|SLEB	LOC6031113|XP_038118152.1|CQUI
OG0000573	LOC115632462|XP_030385479.1|SLEB, LOC115625591|XP_030376570.1|SLEB	LOC6039567|XP_038120762.1|CQUI
OG0000574	LOC115632504|XP_030385552.1|SLEB	LOC6041981|XP_001851157.1|CQUI
OG0000576	LOC115623717|XP_030374058.1|SLEB, LOC115623855|XP_030374259.1|SLEB	LOC6041376|XP_001850641.2|CQUI
OG0000577	LOC115630934|XP_030383361.1|SLEB	LOC6036025|XP_001846129.1|CQUI
OG0000578	LOC115630624|XP_030383119.1|SLEB, LOC115624580|XP_030375178.1|SLEB	LOC6038985|XP_038118477.1|CQUI
OG0000579	LOC115621378|XP_030370867.1|SLEB, LOC115622675|XP_030372549.1|SLEB	LOC6039323|XP_001848951.1|CQUI
OG0000580	LOC115624313|XP_030374798.1|SLEB, LOC115623669|XP_030373995.1|SLEB	LOC6039817|XP_038116525.1|CQUI
OG0000582	LOC115623225|XP_030373327.1|SLEB, LOC115629425|XP_030381740.1|SLEB	LOC6037731|XP_038109003.1|CQUI
OG0000583	LOC115634436|XP_030388003.1|SLEB	LOC6040188|XP_001849636.2|CQUI
OG0000589	LOC115629184|XP_030381427.1|SLEB	LOC6038480|XP_038105819.1|CQUI
OG0000590	LOC115628967|XP_030381105.1|SLEB	LOC6042729|XP_001870744.1|CQUI
OG0000592	LOC115620051|XP_030369040.1|SLEB, LOC115626440|XP_030377714.1|SLEB, LOC115634746|XP_030388498.1|SLEB	LOC6050769|XP_038107615.1|CQUI
OG0000593	LOC115631798|XP_030384496.1|SLEB, LOC115629128|XP_030381328.1|SLEB	LOC6053209|XP_001869339.2|CQUI
OG0000594	LOC115620678|XP_030369902.1|SLEB, LOC115623706|XP_030374044.1|SLEB	LOC6047884|XP_001864878.1|CQUI
OG0000595	LOC115625556|XP_030376508.1|SLEB, LOC115620820|XP_030370108.1|SLEB	LOC6032579|XP_038105753.1|CQUI
OG0000596	LOC115626832|XP_030378173.1|SLEB, LOC115634602|XP_030388312.1|SLEB, LOC115625220|XP_030376063.1|SLEB	LOC6047623|XP_001864658.2|CQUI
OG0000597	LOC115621662|XP_030371229.1|SLEB, LOC115621009|XP_030370388.1|SLEB	LOC6033673|XP_038118537.1|CQUI
OG0000598	LOC115621982|XP_030371694.1|SLEB	LOC6051159|XP_001867631.1|CQUI, LOC6051152|XP_038115526.1|CQUI, LOC6051150|XP_038115584.1|CQUI, LOC6051151|XP_001867634.2|CQUI, LOC119765893|XP_038106017.1|CQUI, LOC6051149|XP_001867632.1|CQUI
OG0000599	LOC115622412|XP_030372206.1|SLEB	LOC6050368|XP_001866970.2|CQUI, LOC6049535|XP_038116182.1|CQUI
OG0000600	LOC115632442|XP_030385460.1|SLEB, LOC115633704|XP_030387024.1|SLEB	LOC6050355|XP_001866971.1|CQUI
OG0000601	LOC115633839|XP_030387190.1|SLEB, LOC115626624|XP_030377888.1|SLEB	LOC6054167|XP_001870128.2|CQUI
OG0000602	LOC115626085|XP_030377198.1|SLEB	LOC6038510|XP_038113028.1|CQUI
OG0000603	LOC115628477|XP_030380458.1|SLEB	LOC6054012|XP_038110242.1|CQUI
OG0000604	LOC115630657|XP_030383158.1|SLEB, LOC115630582|XP_030383060.1|SLEB, LOC115630688|XP_030383198.1|SLEB	LOC6043454|XP_038114068.1|CQUI
OG0000605	LOC115630512|XP_030382973.1|SLEB	LOC6049416|XP_001866184.2|CQUI, LOC6049420|XP_001866188.2|CQUI, LOC6049414|XP_001866182.2|CQUI, LOC6049413|XP_001866181.2|CQUI, LOC6049411|XP_001866179.2|CQUI
OG0000606	LOC115620195|XP_030369188.1|SLEB	LOC6046869|XP_038121859.1|CQUI
OG0000607	LOC115620885|XP_030370225.1|SLEB, LOC115624393|XP_030374965.1|SLEB	LOC6039121|XP_001848783.1|CQUI
OG0000608	LOC115625074|XP_030375822.1|SLEB, LOC115625574|XP_030376535.1|SLEB	LOC6042037|XP_038115700.1|CQUI
OG0000609	LOC115631251|XP_030383821.1|SLEB, LOC115627917|XP_030379671.1|SLEB	LOC6048878|XP_038115264.1|CQUI
OG0000610	LOC115623312|XP_030373437.1|SLEB	LOC6041438|XP_001850698.2|CQUI
OG0000611	LOC115629627|XP_030381991.1|SLEB, LOC115626533|XP_030377776.1|SLEB	LOC6038097|XP_038106033.1|CQUI
OG0000615	LOC115627692|XP_030379295.1|SLEB, LOC115620406|XP_030369485.1|SLEB	LOC119767686|XP_038112773.1|CQUI
OG0000616	LOC115627474|XP_030379011.1|SLEB	LOC6048951|XP_038114828.1|CQUI, LOC119770520|XP_038121468.1|CQUI, LOC6048954|XP_038121478.1|CQUI
OG0000617	LOC115621815|XP_030371461.1|SLEB, LOC115620342|XP_030369403.1|SLEB	LOC6047468|XP_001864522.2|CQUI
OG0000618	LOC115621508|XP_030371040.1|SLEB	LOC6039614|XP_001849188.1|CQUI
OG0000619	LOC115631389|XP_030383974.1|SLEB	LOC6048450|XP_001865369.2|CQUI
OG0000619	LOC115620065|XP_030369072.1|SLEB, LOC115634836|XP_030388617.1|SLEB	LOC6040690|XP_001850045.2|CQUI, LOC119765528|XP_038105487.1|CQUI
OG0000620	LOC115627320|XP_030378822.1|SLEB, LOC115633030|XP_030386227.1|SLEB	LOC6032813|XP_038118430.1|CQUI
OG0000621	LOC115620478|XP_030369572.1|SLEB, LOC115627100|XP_030378516.1|SLEB	LOC6031110|XP_001841955.1|CQUI
OG0000622	LOC115622549|XP_030372376.1|SLEB, LOC115632202|XP_030385111.1|SLEB	LOC6040743|XP_038116870.1|CQUI
OG0000623	LOC115624552|XP_030375137.1|SLEB, LOC115628260|XP_030380139.1|SLEB	LOC119769481|XP_038118011.1|CQUI
OG0000624	LOC115633640|XP_030386940.1|SLEB, LOC115634104|XP_030387520.1|SLEB, LOC115633424|XP_030386743.1|SLEB	LOC6044017|XP_001861591.1|CQUI
OG0000625	LOC115622157|XP_030371885.1|SLEB, LOC115622847|XP_030372788.1|SLEB	LOC6040993|XP_038116438.1|CQUI
OG0000626	LOC115634382|XP_030387926.1|SLEB, LOC115634725|XP_030388467.1|SLEB	LOC6051789|XP_001868161.1|CQUI
OG0000627	LOC115633005|XP_030386190.1|SLEB, LOC115628860|XP_030380971.1|SLEB	LOC6042124|XP_038110833.1|CQUI
OG0000628	LOC115630700|XP_030383212.1|SLEB, LOC115626527|XP_030377769.1|SLEB, LOC115630539|XP_030383004.1|SLEB	LOC6031813|XP_001842520.1|CQUI
OG0000629	LOC115628582|XP_030380626.1|SLEB	LOC119766976|XP_038109725.1|CQUI
OG0000630	LOC115626220|XP_030377378.1|SLEB, LOC115625733|XP_030376744.1|SLEB	LOC6035276|XP_038111598.1|CQUI
OG0000631	LOC115631173|XP_030383722.1|SLEB, LOC115626352|XP_030377562.1|SLEB	LOC6033752|XP_038111487.1|CQUI
OG0000632	LOC115630690|XP_030383200.1|SLEB, LOC115630409|XP_030382802.1|SLEB	LOC6039836|XP_038110109.1|CQUI
OG0000634	LOC115629613|XP_030381969.1|SLEB, LOC115624560|XP_030375149.1|SLEB, LOC115627391|XP_030378905.1|SLEB	LOC6044510|XP_001862016.2|CQUI
OG0000635	LOC115620742|XP_030369999.1|SLEB, LOC115629274|XP_030381560.1|SLEB	LOC6051292|XP_038119302.1|CQUI
OG0000636	LOC115626223|XP_030377382.1|SLEB, LOC115626226|XP_030377385.1|SLEB, LOC115626225|XP_030377383.1|SLEB, LOC115626227|XP_030377387.1|SLEB	LOC6053271|XP_038121208.1|CQUI
OG0000637	LOC115627962|XP_030379716.1|SLEB, LOC115627960|XP_030379713.1|SLEB	LOC6046174|XP_038111493.1|CQUI
OG0000638	LOC115627144|XP_030378581.1|SLEB	LOC6035960|XP_001846068.1|CQUI
OG0000639	LOC115633115|XP_030386361.1|SLEB	LOC6034680|XP_038109438.1|CQUI
OG0000646	LOC115620235|XP_030369240.1|SLEB, LOC115621842|XP_030371513.1|SLEB	LOC6053145|XP_038116913.1|CQUI
OG0000647	LOC115621967|XP_030371674.1|SLEB, LOC115629630|XP_030381990.1|SLEB	LOC6052863|XP_038104142.1|CQUI
OG0000648	LOC115627942|XP_030379695.1|SLEB	LOC6044379|XP_038104457.1|CQUI
OG0000649	LOC115627568|XP_030379152.1|SLEB, LOC115627550|XP_030379125.1|SLEB	LOC6052346|XP_038122673.1|CQUI
OG0000650	LOC115620503|XP_030369617.1|SLEB	LOC119765291|XP_038104781.1|CQUI
OG0000651	LOC115632259|XP_030385191.1|SLEB, LOC115622859|XP_030372803.1|SLEB	LOC6034792|XP_038108743.1|CQUI
OG0000652	LOC115628872|XP_030380991.1|SLEB, LOC115629665|XP_030382040.1|SLEB	LOC6047846|XP_001864848.1|CQUI
OG0000653	LOC115620491|XP_030369592.1|SLEB	LOC6035413|XP_038122495.1|CQUI, LOC6035412|XP_038122483.1|CQUI
OG0000654	LOC115632989|XP_030386166.1|SLEB	LOC6039542|XP_038121287.1|CQUI
OG0000655	LOC115621850|XP_030371563.1|SLEB, LOC115630722|XP_030383235.1|SLEB	LOC6041337|XP_001850614.2|CQUI
OG0000656	LOC115623639|XP_030373943.1|SLEB, LOC115627596|XP_030379180.1|SLEB	LOC6051101|XP_038116957.1|CQUI
OG0000657	LOC115624836|XP_030375543.1|SLEB, LOC115631152|XP_030383683.1|SLEB	LOC6041310|XP_001850590.2|CQUI
OG0000658	LOC115627088|XP_030378498.1|SLEB, LOC115626258|XP_030377426.1|SLEB	LOC6037018|XP_038108424.1|CQUI
OG0000659	LOC115625878|XP_030376954.1|SLEB, LOC115626361|XP_030377571.1|SLEB	LOC6036999|XP_001846964.1|CQUI
OG0000660	LOC115631511|XP_030384136.1|SLEB	LOC6053861|XP_001869873.1|CQUI
OG0000661	LOC115622386|XP_030372170.1|SLEB, LOC115630509|XP_030382967.1|SLEB	LOC6033622|XP_001844049.2|CQUI
OG0000662	LOC115632944|XP_030386100.1|SLEB, LOC115627291|XP_030378783.1|SLEB	LOC6052557|XP_038120537.1|CQUI
OG0000663	LOC115627042|XP_030378440.1|SLEB	LOC6039520|XP_001849122.2|CQUI
OG0000664	LOC115629221|XP_030381490.1|SLEB	LOC6046260|XP_038114809.1|CQUI
OG0000665	LOC115623916|XP_030374332.1|SLEB	LOC6048712|XP_001865588.1|CQUI
OG0000666	LOC115624988|XP_030375715.1|SLEB, LOC115627419|XP_030378949.1|SLEB	LOC6054798|XP_038119012.1|CQUI
OG0000667	LOC115623576|XP_030373834.1|SLEB	LOC6046897|XP_038119403.1|CQUI
OG0000668	LOC115620304|XP_030369348.1|SLEB, LOC115622050|XP_030371784.1|SLEB	LOC6046395|XP_038118170.1|CQUI
OG0000669	LOC115626945|XP_030378320.1|SLEB, LOC115626693|XP_030377980.1|SLEB	LOC119770724|XP_038122042.1|CQUI
OG0000670	LOC115626707|XP_030378000.1|SLEB	LOC6046815|XP_038111687.1|CQUI
OG0000671	LOC115620863|XP_030370184.1|SLEB, LOC115621283|XP_030370746.1|SLEB	LOC6038345|XP_001848160.1|CQUI
OG0000672	LOC115627870|XP_030379614.1|SLEB, LOC115624926|XP_030375637.1|SLEB	LOC6043037|XP_038113688.1|CQUI
OG0000673	LOC115627417|XP_030378947.1|SLEB, LOC115626494|XP_030377738.1|SLEB	LOC6034544|XP_001844844.1|CQUI
OG0000677	LOC115623186|XP_030373268.1|SLEB, LOC115627739|XP_030379369.1|SLEB	LOC119771220|XP_038122896.1|CQUI
OG0000678	LOC115621186|XP_030370620.1|SLEB, LOC115631717|XP_030384411.1|SLEB	LOC6049218|XP_001866018.1|CQUI
OG0000679	LOC115633757|XP_030387092.1|SLEB	LOC6043332|XP_001858497.2|CQUI, LOC6043334|XP_038120970.1|CQUI, LOC119770348|XP_038120969.1|CQUI, LOC6051380|XP_001867828.2|CQUI, LOC6041272|XP_001850558.1|CQUI, LOC6041270|XP_038114788.1|CQUI
OG0000680	LOC115627844|XP_030379560.1|SLEB	LOC6040463|XP_038110968.1|CQUI
OG0000681	LOC115621828|XP_030371496.1|SLEB, LOC115627476|XP_030379015.1|SLEB	LOC6034420|XP_038105001.1|CQUI
OG0000683	LOC115620499|XP_030369611.1|SLEB	LOC119771188|XP_038122716.1|CQUI, LOC119771187|XP_038122715.1|CQUI, LOC6041367|XP_001850634.1|CQUI, LOC6035206|XP_001845435.2|CQUI
OG0000684	LOC115624151|XP_030374608.1|SLEB, LOC115620565|XP_030369714.1|SLEB	LOC6048395|XP_001865319.1|CQUI
OG0000685	LOC115629499|XP_030381839.1|SLEB, LOC115623675|XP_030374005.1|SLEB	LOC6037400|XP_038114905.1|CQUI
OG0000686	LOC115625171|XP_030375975.1|SLEB, LOC115633274|XP_030386545.1|SLEB	LOC6051596|XP_038120199.1|CQUI
OG0000687	LOC115630042|XP_030382535.1|SLEB, LOC115630047|XP_030382538.1|SLEB, LOC115630043|XP_030382536.1|SLEB, LOC115630049|XP_030382540.1|SLEB, LOC115630046|XP_030382537.1|SLEB, LOC115633169|XP_030386442.1|SLEB	LOC6035321|XP_001845536.1|CQUI
OG0000688	LOC115634831|XP_030388608.1|SLEB	LOC6040659|XP_038115242.1|CQUI
OG0000689	LOC115628671|XP_030380705.1|SLEB, LOC115628661|XP_030380693.1|SLEB	LOC119769612|XP_038118657.1|CQUI
OG0000690	LOC115629307|XP_030381612.1|SLEB	LOC6050670|XP_038115594.1|CQUI, LOC6038219|XP_001848048.1|CQUI, LOC6047742|XP_001864761.2|CQUI, LOC6042033|XP_001851195.2|CQUI, LOC6050673|XP_001867238.2|CQUI
OG0000691	LOC115626605|XP_030377857.1|SLEB, LOC115634680|XP_030388399.1|SLEB	LOC6038874|XP_038122076.1|CQUI
OG0000692	LOC115632631|XP_030385721.1|SLEB, LOC115632633|XP_030385722.1|SLEB	LOC6050833|XP_038117216.1|CQUI, LOC6050834|XP_001867362.2|CQUI
OG0000694	LOC115622249|XP_030372007.1|SLEB	LOC6047733|XP_038120382.1|CQUI
OG0000695	LOC115626345|XP_030377554.1|SLEB, LOC115626555|XP_030377793.1|SLEB	LOC6043622|XP_038113841.1|CQUI
OG0000696	LOC115631699|XP_030384387.1|SLEB, LOC115631207|XP_030383771.1|SLEB	LOC6034106|XP_001844471.1|CQUI
OG0000697	LOC115626630|XP_030377894.1|SLEB	LOC6037877|XP_001847743.2|CQUI
OG0000698	LOC115631784|XP_030384478.1|SLEB, LOC115631797|XP_030384494.1|SLEB	LOC6054309|XP_038113357.1|CQUI
OG0000699	LOC115631361|XP_030383939.1|SLEB, LOC115621427|XP_030370939.1|SLEB	LOC6031882|XP_038111805.1|CQUI
OG0000700	LOC115630522|XP_030382986.1|SLEB	LOC6045669|XP_038108368.1|CQUI
OG0000701	LOC115633828|XP_030387176.1|SLEB, LOC115627353|XP_030378861.1|SLEB	LOC6050972|XP_038112604.1|CQUI
OG0000702	LOC115623432|XP_030373638.1|SLEB, LOC115623431|XP_030373622.1|SLEB	LOC6052432|XP_038117603.1|CQUI
OG0000703	LOC115626522|XP_030377762.1|SLEB, LOC115632207|XP_030385123.1|SLEB	LOC6035033|XP_038122275.1|CQUI
OG0000704	LOC115629751|XP_030382150.1|SLEB, LOC115620514|XP_030369639.1|SLEB	LOC6038164|XP_038120107.1|CQUI
OG0000705	LOC115632166|XP_030385053.1|SLEB	LOC6052245|XP_038115015.1|CQUI
OG0000706	LOC115631541|XP_030384176.1|SLEB, LOC115633220|XP_030386469.1|SLEB	LOC6046887|XP_038117985.1|CQUI
OG0000707	LOC115634062|XP_030387466.1|SLEB, LOC115628046|XP_030379850.1|SLEB	LOC6045804|XP_038117453.1|CQUI
OG0000708	LOC115627708|XP_030379316.1|SLEB, LOC115627653|XP_030379253.1|SLEB	LOC6037569|XP_038120474.1|CQUI
OG0000709	LOC115621323|XP_030370803.1|SLEB, LOC115626872|XP_030378240.1|SLEB	LOC6039218|XP_038117369.1|CQUI
OG0000710	LOC115623330|XP_030373453.1|SLEB, LOC115634159|XP_030387599.1|SLEB	LOC6031510|XP_001842300.1|CQUI
OG0000711	LOC115622779|XP_030372697.1|SLEB, LOC115621892|XP_030371581.1|SLEB, LOC115629865|XP_030382313.1|SLEB	LOC6036869|XP_001846852.1|CQUI
OG0000712	LOC115623932|XP_030374352.1|SLEB, LOC115623732|XP_030374102.1|SLEB	LOC119766789|XP_038108506.1|CQUI, LOC6045985|XP_038106057.1|CQUI
OG0000713	LOC115621208|XP_030370649.1|SLEB, LOC115628094|XP_030379931.1|SLEB	LOC6049870|XP_001866561.1|CQUI
OG0000714	LOC115633315|XP_030386605.1|SLEB, LOC115623265|XP_030373395.1|SLEB	LOC6045584|XP_038113889.1|CQUI
OG0000715	LOC115623127|XP_030373195.1|SLEB, LOC115623055|XP_030373093.1|SLEB, LOC115627346|XP_030378853.1|SLEB	LOC119767953|XP_038113953.1|CQUI
OG0000716	LOC115633996|XP_030387379.1|SLEB, LOC115624701|XP_030375377.1|SLEB	LOC6040190|XP_001849640.2|CQUI
OG0000724	LOC115633429|XP_030386749.1|SLEB, LOC115626300|XP_030377488.1|SLEB	LOC6042711|XP_001870728.1|CQUI
OG0000726	LOC115624214|XP_030374686.1|SLEB	LOC6035562|XP_038104583.1|CQUI
OG0000727	LOC115624337|XP_030374846.1|SLEB, LOC115624335|XP_030374844.1|SLEB	LOC6032646|XP_001843213.2|CQUI, LOC6032648|XP_038122826.1|CQUI
OG0000730	LOC115632855|XP_030385975.1|SLEB	LOC6031123|XP_001841967.1|CQUI
OG0000731	LOC115622743|XP_030372650.1|SLEB, LOC115633836|XP_030387186.1|SLEB	LOC6043928|XP_001861511.1|CQUI
OG0000732	LOC115632506|XP_030385555.1|SLEB, LOC115632505|XP_030385554.1|SLEB	LOC6041983|XP_001851156.1|CQUI
OG0000733	LOC115621490|XP_030371018.1|SLEB, LOC115622518|XP_030372333.1|SLEB	LOC6047563|XP_001864598.2|CQUI
OG0000734	LOC115629183|XP_030381425.1|SLEB, LOC115622143|XP_030371864.1|SLEB	LOC6052234|XP_038116578.1|CQUI
OG0000735	LOC115627337|XP_030378842.1|SLEB, LOC115633563|XP_030386879.1|SLEB, LOC115625763|XP_030376785.1|SLEB	LOC6044469|XP_001861983.1|CQUI
OG0000736	LOC115630795|XP_030383313.1|SLEB, LOC115630588|XP_030383066.1|SLEB	LOC6037099|XP_038112503.1|CQUI
OG0000738	LOC115630461|XP_030382886.1|SLEB, LOC115626486|XP_030377730.1|SLEB	LOC6036448|XP_001846499.1|CQUI
OG0000739	LOC115623627|XP_030373927.1|SLEB	LOC6036343|XP_038110352.1|CQUI
OG0000740	LOC115628455|XP_030380428.1|SLEB	LOC6038854|XP_038113339.1|CQUI
OG0000741	LOC115628044|XP_030379847.1|SLEB	LOC6038156|XP_038115491.1|CQUI, LOC6038158|XP_001847991.2|CQUI
OG0000742	LOC115627583|XP_030379167.1|SLEB, LOC115627481|XP_030379020.1|SLEB	LOC6046871|XP_038115688.1|CQUI
OG0000743	LOC115633054|XP_030386259.1|SLEB, LOC115634620|XP_030388329.1|SLEB	LOC6050273|XP_001866910.2|CQUI
OG0000744	LOC115629175|XP_030381413.1|SLEB	LOC6047300|XP_001864379.2|CQUI, LOC6047301|XP_001864380.2|CQUI
OG0000746	LOC115633815|XP_030387160.1|SLEB, LOC115620015|XP_030368977.1|SLEB	LOC6043117|XP_001855912.2|CQUI
OG0000753	LOC115621110|XP_030370512.1|SLEB	LOC6048959|XP_038122824.1|CQUI
OG0000754	LOC115627163|XP_030378607.1|SLEB, LOC115627856|XP_030379577.1|SLEB	LOC6049897|XP_001866577.2|CQUI
OG0000756	LOC115629548|XP_030381890.1|SLEB	LOC6046145|XP_001863379.2|CQUI
OG0000757	LOC115630488|XP_030382932.1|SLEB, LOC115628322|XP_030380237.1|SLEB	LOC6046554|XP_038118070.1|CQUI
OG0000758	LOC115624504|XP_030375069.1|SLEB	LOC6040607|XP_038119298.1|CQUI
OG0000760	LOC115633671|XP_030386976.1|SLEB	LOC6031804|XP_038112857.1|CQUI
OG0000761	LOC115631320|XP_030383897.1|SLEB, LOC115632011|XP_030384801.1|SLEB	LOC6033760|XP_038107373.1|CQUI
OG0000762	LOC115625652|XP_030376640.1|SLEB, LOC115631875|XP_030384584.1|SLEB	LOC6037908|XP_001847768.1|CQUI
OG0000764	LOC115621927|XP_030371631.1|SLEB, LOC115633306|XP_030386585.1|SLEB	LOC6039471|XP_038122347.1|CQUI
OG0000765	LOC115628365|XP_030380302.1|SLEB, LOC115627771|XP_030379429.1|SLEB	LOC6049633|XP_038120394.1|CQUI
OG0000766	LOC115629736|XP_030382131.1|SLEB	LOC6046669|XP_001863836.1|CQUI
OG0000767	LOC115625324|XP_030376207.1|SLEB, LOC115628797|XP_030380869.1|SLEB	LOC6033818|XP_001844213.2|CQUI
