Orthogroup	SLEB.longest_only	CCAP.longest_only
OG0000572	LOC115620609|XP_030369783.1|SLEB	CCAP1982_LOCUS1961|CAD6993135.1|CCAP
OG0000573	LOC115632462|XP_030385479.1|SLEB, LOC115625591|XP_030376570.1|SLEB	CCAP1982_LOCUS13105|CAD7004712.1|CCAP, CCAP1982_LOCUS13106|CAD7004713.1|CCAP
OG0000574	LOC115632504|XP_030385552.1|SLEB	CCAP1982_LOCUS11936|CAD7003485.1|CCAP
OG0000575	LOC115624630|XP_030375246.1|SLEB	CCAP1982_LOCUS10756|CAD7002260.1|CCAP
OG0000575	LOC115624639|XP_030375267.1|SLEB	CCAP1982_LOCUS10749|CAD7002253.1|CCAP, CCAP1982_LOCUS10759|CAD7002263.1|CCAP
OG0000576	LOC115623717|XP_030374058.1|SLEB, LOC115623855|XP_030374259.1|SLEB	CCAP1982_LOCUS4370|CAD6995663.1|CCAP, CCAP1982_LOCUS4371|CAD6995664.1|CCAP, CCAP1982_LOCUS4375|CAD6995668.1|CCAP
OG0000577	LOC115631048|XP_030383541.1|SLEB, LOC115630934|XP_030383361.1|SLEB	CCAP1982_LOCUS7692|CAD6999153.1|CCAP
OG0000578	LOC115630624|XP_030383119.1|SLEB	CCAP1982_LOCUS5470|CAD6996797.1|CCAP
OG0000578	LOC115624580|XP_030375178.1|SLEB	CCAP1982_LOCUS12117|CAD7003680.1|CCAP, CCAP1982_LOCUS12116|CAD7003679.1|CCAP, CCAP1982_LOCUS7835|CAD6999307.1|CCAP
OG0000579	LOC115621378|XP_030370867.1|SLEB	CCAP1982_LOCUS7710|CAD6999173.1|CCAP
OG0000579	LOC115622675|XP_030372549.1|SLEB	CCAP1982_LOCUS14550|CAD7006224.1|CCAP
OG0000580	LOC115624313|XP_030374798.1|SLEB, LOC115623669|XP_030373995.1|SLEB	CCAP1982_LOCUS596|CAD6991683.1|CCAP
OG0000581	LOC115624401|XP_030374991.1|SLEB	CCAP1982_LOCUS4884|CAD6996193.1|CCAP
OG0000582	LOC115623225|XP_030373327.1|SLEB	CCAP1982_LOCUS20143|CAD7012040.1|CCAP
OG0000582	LOC115629425|XP_030381740.1|SLEB	CCAP1982_LOCUS20144|CAD7012042.1|CCAP
OG0000583	LOC115634436|XP_030388003.1|SLEB	CCAP1982_LOCUS22237|CAD7014234.1|CCAP
OG0000585	LOC115622461|XP_030372266.1|SLEB, LOC115623138|XP_030373207.1|SLEB	CCAP1982_LOCUS11849|CAD7003391.1|CCAP
OG0000592	LOC115620051|XP_030369040.1|SLEB, LOC115626440|XP_030377714.1|SLEB, LOC115634746|XP_030388498.1|SLEB	CCAP1982_LOCUS7094|CAD6998505.1|CCAP
OG0000593	LOC115631798|XP_030384496.1|SLEB, LOC115629128|XP_030381328.1|SLEB	CCAP1982_LOCUS290|CAD6991360.1|CCAP
OG0000594	LOC115620678|XP_030369902.1|SLEB, LOC115623706|XP_030374044.1|SLEB	CCAP1982_LOCUS7730|CAD6999194.1|CCAP, CCAP1982_LOCUS2388|CAD6993576.1|CCAP
OG0000595	LOC115625556|XP_030376508.1|SLEB	CCAP1982_LOCUS1188|CAD6992320.1|CCAP
OG0000595	LOC115620820|XP_030370108.1|SLEB	CCAP1982_LOCUS1912|CAD6993084.1|CCAP
OG0000596	LOC115625220|XP_030376063.1|SLEB	CCAP1982_LOCUS4258|CAD6995547.1|CCAP
OG0000597	LOC115621009|XP_030370388.1|SLEB	CCAP1982_LOCUS2271|CAD6993458.1|CCAP
OG0000598	LOC115621982|XP_030371694.1|SLEB	CCAP1982_LOCUS1620|CAD6992780.1|CCAP, CCAP1982_LOCUS1619|CAD6992779.1|CCAP
OG0000600	LOC115632442|XP_030385460.1|SLEB	CCAP1982_LOCUS23106|CAD7015156.1|CCAP
OG0000601	LOC115633839|XP_030387190.1|SLEB, LOC115626624|XP_030377888.1|SLEB	CCAP1982_LOCUS5577|CAD6996904.1|CCAP
OG0000602	LOC115626085|XP_030377198.1|SLEB	CCAP1982_LOCUS6527|CAD6997909.1|CCAP
OG0000603	LOC115628477|XP_030380458.1|SLEB	CCAP1982_LOCUS8475|CAD6999970.1|CCAP
OG0000604	LOC115630657|XP_030383158.1|SLEB	CCAP1982_LOCUS8179|CAD6999649.1|CCAP
OG0000604	LOC115630582|XP_030383060.1|SLEB, LOC115630688|XP_030383198.1|SLEB	CCAP1982_LOCUS8178|CAD6999648.1|CCAP
OG0000605	LOC115630512|XP_030382973.1|SLEB	CCAP1982_LOCUS7962|CAD6999438.1|CCAP
OG0000607	LOC115620885|XP_030370225.1|SLEB, LOC115624393|XP_030374965.1|SLEB	CCAP1982_LOCUS588|CAD6991675.1|CCAP
OG0000608	LOC115625074|XP_030375822.1|SLEB	CCAP1982_LOCUS21399|CAD7013330.1|CCAP
OG0000610	LOC115623312|XP_030373437.1|SLEB	CCAP1982_LOCUS11659|CAD7003197.1|CCAP
OG0000611	LOC115629627|XP_030381991.1|SLEB, LOC115626533|XP_030377776.1|SLEB	CCAP1982_LOCUS20406|CAD7012311.1|CCAP
OG0000615	LOC115627692|XP_030379295.1|SLEB, LOC115620406|XP_030369485.1|SLEB	CCAP1982_LOCUS1729|CAD6992894.1|CCAP
OG0000617	LOC115621815|XP_030371461.1|SLEB	CCAP1982_LOCUS1174|CAD6992306.1|CCAP
OG0000617	LOC115620342|XP_030369403.1|SLEB	CCAP1982_LOCUS1175|CAD6992307.1|CCAP
OG0000618	LOC115622043|XP_030371775.1|SLEB	CCAP1982_LOCUS3215|CAD6994470.1|CCAP
OG0000619	LOC115631389|XP_030383974.1|SLEB	CCAP1982_LOCUS22991|CAD7015034.1|CCAP
OG0000619	LOC115620065|XP_030369072.1|SLEB, LOC115634836|XP_030388617.1|SLEB	CCAP1982_LOCUS22996|CAD7015039.1|CCAP
OG0000620	LOC115627320|XP_030378822.1|SLEB	CCAP1982_LOCUS22364|CAD7014367.1|CCAP
OG0000620	LOC115633030|XP_030386227.1|SLEB	CCAP1982_LOCUS11828|CAD7003369.1|CCAP, CCAP1982_LOCUS11826|CAD7003367.1|CCAP
OG0000622	LOC115622549|XP_030372376.1|SLEB, LOC115632202|XP_030385111.1|SLEB	CCAP1982_LOCUS14996|CAD7006697.1|CCAP
OG0000623	LOC115624552|XP_030375137.1|SLEB	CCAP1982_LOCUS12757|CAD7004341.1|CCAP
OG0000623	LOC115628260|XP_030380139.1|SLEB	CCAP1982_LOCUS12360|CAD7003938.1|CCAP
OG0000624	LOC115633640|XP_030386940.1|SLEB	CCAP1982_LOCUS21663|CAD7013611.1|CCAP
OG0000624	LOC115634104|XP_030387520.1|SLEB	CCAP1982_LOCUS21664|CAD7013612.1|CCAP
OG0000625	LOC115622157|XP_030371885.1|SLEB, LOC115622847|XP_030372788.1|SLEB	CCAP1982_LOCUS10908|CAD7002417.1|CCAP
OG0000626	LOC115634725|XP_030388467.1|SLEB	CCAP1982_LOCUS22251|CAD7014248.1|CCAP
OG0000627	LOC115633005|XP_030386190.1|SLEB	CCAP1982_LOCUS13245|CAD7004860.1|CCAP
OG0000628	LOC115630700|XP_030383212.1|SLEB, LOC115626527|XP_030377769.1|SLEB, LOC115630539|XP_030383004.1|SLEB	CCAP1982_LOCUS6489|CAD6997870.1|CCAP
OG0000629	LOC115628582|XP_030380626.1|SLEB	CCAP1982_LOCUS7865|CAD6999338.1|CCAP
OG0000630	LOC115626220|XP_030377378.1|SLEB	CCAP1982_LOCUS6300|CAD6997670.1|CCAP
OG0000630	LOC115625733|XP_030376744.1|SLEB	CCAP1982_LOCUS6298|CAD6997668.1|CCAP
OG0000631	LOC115631173|XP_030383722.1|SLEB	CCAP1982_LOCUS8412|CAD6999902.1|CCAP
OG0000632	LOC115630690|XP_030383200.1|SLEB, LOC115630409|XP_030382802.1|SLEB	CCAP1982_LOCUS8193|CAD6999663.1|CCAP, CCAP1982_LOCUS8194|CAD6999664.1|CCAP
OG0000634	LOC115629613|XP_030381969.1|SLEB, LOC115624560|XP_030375149.1|SLEB, LOC115627391|XP_030378905.1|SLEB	CCAP1982_LOCUS19966|CAD7011857.1|CCAP
OG0000635	LOC115620742|XP_030369999.1|SLEB, LOC115629274|XP_030381560.1|SLEB	CCAP1982_LOCUS19400|CAD7011293.1|CCAP
OG0000639	LOC115633115|XP_030386361.1|SLEB	CCAP1982_LOCUS14414|CAD7006080.1|CCAP
OG0000642	LOC115632622|XP_030385714.1|SLEB, LOC115626067|XP_030377180.1|SLEB, LOC115626065|XP_030377178.1|SLEB, LOC115626066|XP_030377179.1|SLEB, LOC115625957|XP_030377055.1|SLEB, LOC115625960|XP_030377061.1|SLEB	CCAP1982_LOCUS12421|CAD7003999.1|CCAP, CCAP1982_LOCUS13725|CAD7005365.1|CCAP
OG0000643	LOC115620332|XP_030369388.1|SLEB, LOC115620334|XP_030369391.1|SLEB	CCAP1982_LOCUS2696|CAD6993903.1|CCAP
OG0000644	LOC115631644|XP_030384315.1|SLEB	CCAP1982_LOCUS7601|CAD6999054.1|CCAP
OG0000646	LOC115620235|XP_030369240.1|SLEB, LOC115621842|XP_030371513.1|SLEB	CCAP1982_LOCUS1477|CAD6992629.1|CCAP
OG0000650	LOC115627753|XP_030379398.1|SLEB	CCAP1982_LOCUS11792|CAD7003332.1|CCAP
OG0000651	LOC115632259|XP_030385191.1|SLEB, LOC115622859|XP_030372803.1|SLEB	CCAP1982_LOCUS13304|CAD7004921.1|CCAP
OG0000652	LOC115628872|XP_030380991.1|SLEB	CCAP1982_LOCUS22325|CAD7014328.1|CCAP
OG0000653	LOC115620491|XP_030369592.1|SLEB	CCAP1982_LOCUS3695|CAD6994963.1|CCAP
OG0000654	LOC115632989|XP_030386166.1|SLEB	CCAP1982_LOCUS12923|CAD7004526.1|CCAP
OG0000655	LOC115621850|XP_030371563.1|SLEB, LOC115630722|XP_030383235.1|SLEB	CCAP1982_LOCUS22605|CAD7014614.1|CCAP
OG0000656	LOC115623639|XP_030373943.1|SLEB	CCAP1982_LOCUS381|CAD6991456.1|CCAP
OG0000657	LOC115631152|XP_030383683.1|SLEB	CCAP1982_LOCUS6719|CAD6998105.1|CCAP
OG0000660	LOC115631511|XP_030384136.1|SLEB	CCAP1982_LOCUS20910|CAD7012810.1|CCAP
OG0000661	LOC115622386|XP_030372170.1|SLEB, LOC115630509|XP_030382967.1|SLEB	CCAP1982_LOCUS8780|CAD7000290.1|CCAP
OG0000662	LOC115632944|XP_030386100.1|SLEB	CCAP1982_LOCUS11314|CAD7002845.1|CCAP
OG0000662	LOC115627291|XP_030378783.1|SLEB	CCAP1982_LOCUS11155|CAD7002672.1|CCAP
OG0000665	LOC115623916|XP_030374332.1|SLEB	CCAP1982_LOCUS654|CAD6991743.1|CCAP
OG0000666	LOC115624988|XP_030375715.1|SLEB	CCAP1982_LOCUS19703|CAD7011614.1|CCAP
OG0000667	LOC115623576|XP_030373834.1|SLEB	CCAP1982_LOCUS601|CAD6991688.1|CCAP
OG0000668	LOC115620304|XP_030369348.1|SLEB	CCAP1982_LOCUS4197|CAD6995481.1|CCAP
OG0000671	LOC115620863|XP_030370184.1|SLEB	CCAP1982_LOCUS4225|CAD6995512.1|CCAP
OG0000671	LOC115621283|XP_030370746.1|SLEB	CCAP1982_LOCUS3971|CAD6995250.1|CCAP
OG0000672	LOC115624926|XP_030375637.1|SLEB	CCAP1982_LOCUS13691|CAD7005331.1|CCAP
OG0000675	LOC115631118|XP_030383639.1|SLEB, LOC115631609|XP_030384273.1|SLEB	CCAP1982_LOCUS8664|CAD7000172.1|CCAP, CCAP1982_LOCUS8654|CAD7000162.1|CCAP, CCAP1982_LOCUS8655|CAD7000163.1|CCAP, CCAP1982_LOCUS8653|CAD7000161.1|CCAP
OG0000678	LOC115621186|XP_030370620.1|SLEB, LOC115631717|XP_030384411.1|SLEB	CCAP1982_LOCUS4210|CAD6995497.1|CCAP
OG0000683	LOC115620499|XP_030369611.1|SLEB	CCAP1982_LOCUS2676|CAD6993882.1|CCAP
OG0000684	LOC115624151|XP_030374608.1|SLEB, LOC115620565|XP_030369714.1|SLEB	CCAP1982_LOCUS1800|CAD6992968.1|CCAP
OG0000685	LOC115623675|XP_030374005.1|SLEB	CCAP1982_LOCUS2796|CAD6994019.1|CCAP
OG0000686	LOC115625171|XP_030375975.1|SLEB	CCAP1982_LOCUS22639|CAD7014650.1|CCAP
OG0000687	LOC115630042|XP_030382535.1|SLEB, LOC115630047|XP_030382538.1|SLEB, LOC115630043|XP_030382536.1|SLEB, LOC115630049|XP_030382540.1|SLEB, LOC115630046|XP_030382537.1|SLEB, LOC115633169|XP_030386442.1|SLEB	CCAP1982_LOCUS13133|CAD7004740.1|CCAP
OG0000688	LOC115634831|XP_030388608.1|SLEB	CCAP1982_LOCUS22352|CAD7014355.1|CCAP
OG0000689	LOC115628671|XP_030380705.1|SLEB, LOC115628661|XP_030380693.1|SLEB	CCAP1982_LOCUS22767|CAD7014799.1|CCAP
OG0000691	LOC115626605|XP_030377857.1|SLEB, LOC115634680|XP_030388399.1|SLEB	CCAP1982_LOCUS11669|CAD7003209.1|CCAP
OG0000692	LOC115632631|XP_030385721.1|SLEB	CCAP1982_LOCUS12234|CAD7003801.1|CCAP
OG0000692	LOC115632633|XP_030385722.1|SLEB	CCAP1982_LOCUS12235|CAD7003802.1|CCAP
OG0000693	LOC115627792|XP_030379472.1|SLEB	CCAP1982_LOCUS23258|CAD7015313.1|CCAP
OG0000693	LOC115623630|XP_030373932.1|SLEB	CCAP1982_LOCUS633|CAD6991720.1|CCAP
OG0000695	LOC115626345|XP_030377554.1|SLEB	CCAP1982_LOCUS8997|CAD7000519.1|CCAP
OG0000695	LOC115626555|XP_030377793.1|SLEB	CCAP1982_LOCUS8984|CAD7000506.1|CCAP
OG0000696	LOC115631207|XP_030383771.1|SLEB	CCAP1982_LOCUS8834|CAD7000352.1|CCAP
OG0000697	LOC115626630|XP_030377894.1|SLEB	CCAP1982_LOCUS6273|CAD6997638.1|CCAP
OG0000698	LOC115631797|XP_030384494.1|SLEB	CCAP1982_LOCUS8717|CAD7000225.1|CCAP
OG0000699	LOC115631361|XP_030383939.1|SLEB, LOC115621427|XP_030370939.1|SLEB	CCAP1982_LOCUS6551|CAD6997933.1|CCAP
OG0000700	LOC115630522|XP_030382986.1|SLEB	CCAP1982_LOCUS7365|CAD6998816.1|CCAP
OG0000701	LOC115633828|XP_030387176.1|SLEB	CCAP1982_LOCUS22532|CAD7014531.1|CCAP
OG0000702	LOC115623432|XP_030373638.1|SLEB, LOC115623431|XP_030373622.1|SLEB	CCAP1982_LOCUS883|CAD6991997.1|CCAP
OG0000703	LOC115632207|XP_030385123.1|SLEB	CCAP1982_LOCUS7246|CAD6998688.1|CCAP
OG0000705	LOC115632166|XP_030385053.1|SLEB	CCAP1982_LOCUS12768|CAD7004352.1|CCAP
OG0000710	LOC115623330|XP_030373453.1|SLEB, LOC115634159|XP_030387599.1|SLEB	CCAP1982_LOCUS23336|CAD7015392.1|CCAP
OG0000712	LOC115623932|XP_030374352.1|SLEB, LOC115623732|XP_030374102.1|SLEB	CCAP1982_LOCUS637|CAD6991724.1|CCAP
OG0000713	LOC115628094|XP_030379931.1|SLEB	CCAP1982_LOCUS23194|CAD7015244.1|CCAP
OG0000715	LOC115623127|XP_030373195.1|SLEB, LOC115623055|XP_030373093.1|SLEB, LOC115627346|XP_030378853.1|SLEB	CCAP1982_LOCUS14124|CAD7005776.1|CCAP
OG0000716	LOC115633996|XP_030387379.1|SLEB, LOC115624701|XP_030375377.1|SLEB	CCAP1982_LOCUS14228|CAD7005886.1|CCAP
OG0000717	LOC115632838|XP_030385954.1|SLEB	CCAP1982_LOCUS13750|CAD7005390.1|CCAP
OG0000719	LOC115622473|XP_030372276.1|SLEB, LOC115622387|XP_030372171.1|SLEB	CCAP1982_LOCUS12110|CAD7003673.1|CCAP
OG0000720	LOC115620246|XP_030369255.1|SLEB, LOC115621204|XP_030370645.1|SLEB, LOC115621379|XP_030370868.1|SLEB	CCAP1982_LOCUS3915|CAD6995196.1|CCAP
OG0000721	LOC115633272|XP_030386540.1|SLEB, LOC115626288|XP_030377472.1|SLEB	CCAP1982_LOCUS8756|CAD7000266.1|CCAP, CCAP1982_LOCUS8755|CAD7000265.1|CCAP
OG0000722	LOC115629852|XP_030382337.1|SLEB	CCAP1982_LOCUS21839|CAD7013819.1|CCAP
OG0000723	LOC115631410|XP_030383997.1|SLEB	CCAP1982_LOCUS22990|CAD7015033.1|CCAP
OG0000723	LOC115634058|XP_030387461.1|SLEB	CCAP1982_LOCUS23002|CAD7015045.1|CCAP, CCAP1982_LOCUS23011|CAD7015054.1|CCAP, CCAP1982_LOCUS22997|CAD7015040.1|CCAP, CCAP1982_LOCUS22989|CAD7015032.1|CCAP
OG0000726	LOC115624214|XP_030374686.1|SLEB	CCAP1982_LOCUS4572|CAD6995871.1|CCAP
OG0000728	LOC115625568|XP_030376522.1|SLEB	CCAP1982_LOCUS2587|CAD6993789.1|CCAP
OG0000729	LOC115620938|XP_030370310.1|SLEB, LOC115620939|XP_030370311.1|SLEB	CCAP1982_LOCUS3800|CAD6995077.1|CCAP
OG0000730	LOC115632855|XP_030385975.1|SLEB	CCAP1982_LOCUS11317|CAD7002848.1|CCAP
OG0000731	LOC115622743|XP_030372650.1|SLEB, LOC115633836|XP_030387186.1|SLEB	CCAP1982_LOCUS21712|CAD7013669.1|CCAP
OG0000732	LOC115632506|XP_030385555.1|SLEB	CCAP1982_LOCUS11935|CAD7003484.1|CCAP
OG0000733	LOC115621490|XP_030371018.1|SLEB, LOC115622518|XP_030372333.1|SLEB	CCAP1982_LOCUS11956|CAD7003506.1|CCAP, CCAP1982_LOCUS11588|CAD7003126.1|CCAP
OG0000734	LOC115629183|XP_030381425.1|SLEB	CCAP1982_LOCUS11176|CAD7002699.1|CCAP
OG0000734	LOC115622143|XP_030371864.1|SLEB	CCAP1982_LOCUS11177|CAD7002700.1|CCAP
OG0000735	LOC115633563|XP_030386879.1|SLEB, LOC115625763|XP_030376785.1|SLEB	CCAP1982_LOCUS5622|CAD6996955.1|CCAP
OG0000736	LOC115630795|XP_030383313.1|SLEB, LOC115630588|XP_030383066.1|SLEB	CCAP1982_LOCUS7876|CAD6999349.1|CCAP
OG0000737	LOC115628220|XP_030380078.1|SLEB	CCAP1982_LOCUS21802|CAD7013779.1|CCAP
OG0000739	LOC115623627|XP_030373927.1|SLEB	CCAP1982_LOCUS4635|CAD6995933.1|CCAP
OG0000740	LOC115628455|XP_030380428.1|SLEB	CCAP1982_LOCUS851|CAD6991963.1|CCAP
OG0000743	LOC115633054|XP_030386259.1|SLEB, LOC115634620|XP_030388329.1|SLEB	CCAP1982_LOCUS12884|CAD7004479.1|CCAP
OG0000744	LOC115629175|XP_030381413.1|SLEB	CCAP1982_LOCUS20285|CAD7012184.1|CCAP
OG0000746	LOC115633815|XP_030387160.1|SLEB, LOC115620015|XP_030368977.1|SLEB	CCAP1982_LOCUS7111|CAD6998524.1|CCAP
OG0000747	LOC115632487|XP_030385525.1|SLEB	CCAP1982_LOCUS14652|CAD7006330.1|CCAP
OG0000747	LOC115632957|XP_030386116.1|SLEB	CCAP1982_LOCUS14644|CAD7006322.1|CCAP
OG0000750	LOC115625460|XP_030376367.1|SLEB, LOC115625461|XP_030376368.1|SLEB	CCAP1982_LOCUS5975|CAD6997343.1|CCAP
OG0000753	LOC115621110|XP_030370512.1|SLEB	CCAP1982_LOCUS3763|CAD6995033.1|CCAP
OG0000755	LOC115620993|XP_030370373.1|SLEB, LOC115620992|XP_030370371.1|SLEB	CCAP1982_LOCUS2374|CAD6993561.1|CCAP
OG0000756	LOC115629548|XP_030381890.1|SLEB	CCAP1982_LOCUS3474|CAD6994741.1|CCAP
OG0000757	LOC115630488|XP_030382932.1|SLEB, LOC115628322|XP_030380237.1|SLEB	CCAP1982_LOCUS12322|CAD7003892.1|CCAP
OG0000758	LOC115624504|XP_030375069.1|SLEB	CCAP1982_LOCUS10824|CAD7002337.1|CCAP, CCAP1982_LOCUS10825|CAD7002339.1|CCAP
OG0000759	LOC115632664|XP_030385757.1|SLEB, LOC115632137|XP_030385012.1|SLEB	CCAP1982_LOCUS11488|CAD7003025.1|CCAP
OG0000760	LOC115634764|XP_030388519.1|SLEB	CCAP1982_LOCUS23060|CAD7015107.1|CCAP
OG0000762	LOC115625652|XP_030376640.1|SLEB	CCAP1982_LOCUS5527|CAD6996851.1|CCAP
OG0000763	LOC115630747|XP_030383261.1|SLEB	CCAP1982_LOCUS7967|CAD6999443.1|CCAP
OG0000763	LOC115630695|XP_030383207.1|SLEB	CCAP1982_LOCUS7966|CAD6999442.1|CCAP
OG0000764	LOC115621927|XP_030371631.1|SLEB, LOC115633306|XP_030386585.1|SLEB	CCAP1982_LOCUS9835|CAD7001338.1|CCAP, CCAP1982_LOCUS9837|CAD7001340.1|CCAP
OG0000767	LOC115625324|XP_030376207.1|SLEB, LOC115628797|XP_030380869.1|SLEB	CCAP1982_LOCUS13379|CAD7005004.1|CCAP
OG0000768	LOC115627924|XP_030379678.1|SLEB, LOC115629400|XP_030381717.1|SLEB	CCAP1982_LOCUS13967|CAD7005608.1|CCAP
OG0000770	LOC115628059|XP_030379884.1|SLEB	CCAP1982_LOCUS23234|CAD7015287.1|CCAP, CCAP1982_LOCUS23236|CAD7015289.1|CCAP, CCAP1982_LOCUS23235|CAD7015288.1|CCAP, CCAP1982_LOCUS23208|CAD7015260.1|CCAP, CCAP1982_LOCUS23233|CAD7015286.1|CCAP
OG0000771	LOC115632497|XP_030385534.1|SLEB	CCAP1982_LOCUS11323|CAD7002853.1|CCAP
OG0000772	LOC115634665|XP_030388384.1|SLEB	CCAP1982_LOCUS7245|CAD6998687.1|CCAP
OG0000774	LOC115634000|XP_030387384.1|SLEB	CCAP1982_LOCUS7034|CAD6998434.1|CCAP, CCAP1982_LOCUS7765|CAD6999233.1|CCAP
OG0000775	LOC115624948|XP_030375659.1|SLEB, LOC115634170|XP_030387613.1|SLEB	CCAP1982_LOCUS23219|CAD7015271.1|CCAP
OG0000778	LOC115620701|XP_030369933.1|SLEB, LOC115628096|XP_030379935.1|SLEB	CCAP1982_LOCUS4113|CAD6995395.1|CCAP
OG0000785	LOC115621118|XP_030370522.1|SLEB	CCAP1982_LOCUS2663|CAD6993869.1|CCAP
OG0000786	LOC115626176|XP_030377311.1|SLEB	CCAP1982_LOCUS1450|CAD6992600.1|CCAP
OG0000786	LOC115620536|XP_030369671.1|SLEB	CCAP1982_LOCUS1451|CAD6992602.1|CCAP
OG0000787	LOC115632438|XP_030385442.1|SLEB, LOC115629947|XP_030382416.1|SLEB	CCAP1982_LOCUS11438|CAD7002975.1|CCAP
OG0000788	LOC115631634|XP_030384303.1|SLEB, LOC115628252|XP_030380128.1|SLEB	CCAP1982_LOCUS11851|CAD7003393.1|CCAP
OG0000789	LOC115629061|XP_030381237.1|SLEB, LOC115629060|XP_030381236.1|SLEB	CCAP1982_LOCUS7762|CAD6999230.1|CCAP
OG0000790	LOC115628530|XP_030380551.1|SLEB	CCAP1982_LOCUS7014|CAD6998414.1|CCAP
OG0000791	LOC115629879|XP_030382336.1|SLEB, LOC115621525|XP_030371051.1|SLEB	CCAP1982_LOCUS2495|CAD6993689.1|CCAP
OG0000792	LOC115631780|XP_030384474.1|SLEB	CCAP1982_LOCUS22816|CAD7014849.1|CCAP, CCAP1982_LOCUS8894|CAD7000418.1|CCAP, CCAP1982_LOCUS8893|CAD7000417.1|CCAP, CCAP1982_LOCUS8892|CAD7000416.1|CCAP
OG0000793	LOC115623565|XP_030373822.1|SLEB	CCAP1982_LOCUS1000|CAD6992116.1|CCAP
OG0000797	LOC115623362|XP_030373508.1|SLEB	CCAP1982_LOCUS4428|CAD6995722.1|CCAP
OG0000798	LOC115626864|XP_030378234.1|SLEB, LOC115628315|XP_030380233.1|SLEB	CCAP1982_LOCUS20568|CAD7012491.1|CCAP
OG0000799	LOC115622877|XP_030372826.1|SLEB	CCAP1982_LOCUS23391|CAD7015450.1|CCAP
OG0000800	LOC115624783|XP_030375474.1|SLEB	CCAP1982_LOCUS12705|CAD7004285.1|CCAP
OG0000801	LOC115626800|XP_030378133.1|SLEB	CCAP1982_LOCUS20234|CAD7012137.1|CCAP
OG0000802	LOC115628822|XP_030380912.1|SLEB	CCAP1982_LOCUS12829|CAD7004420.1|CCAP
OG0000803	LOC115630694|XP_030383206.1|SLEB, LOC115622649|XP_030372516.1|SLEB	CCAP1982_LOCUS7929|CAD6999403.1|CCAP
OG0000804	LOC115623042|XP_030373079.1|SLEB, LOC115622933|XP_030372921.1|SLEB	CCAP1982_LOCUS21024|CAD7012927.1|CCAP
OG0000805	LOC115633725|XP_030387052.1|SLEB, LOC115633387|XP_030386694.1|SLEB, LOC115633782|XP_030387119.1|SLEB, LOC115631591|XP_030384252.1|SLEB	CCAP1982_LOCUS22507|CAD7014506.1|CCAP, CCAP1982_LOCUS22504|CAD7014503.1|CCAP, CCAP1982_LOCUS22503|CAD7014502.1|CCAP
OG0000806	LOC115631223|XP_030383792.1|SLEB	CCAP1982_LOCUS8652|CAD7000159.1|CCAP
OG0000807	LOC115626077|XP_030377190.1|SLEB	CCAP1982_LOCUS14477|CAD7006149.1|CCAP
OG0000810	LOC115633165|XP_030386437.1|SLEB	CCAP1982_LOCUS7167|CAD6998589.1|CCAP, CCAP1982_LOCUS7168|CAD6998590.1|CCAP, CCAP1982_LOCUS7166|CAD6998588.1|CCAP, CCAP1982_LOCUS7165|CAD6998587.1|CCAP
OG0000811	LOC115634013|XP_030387397.1|SLEB, LOC115627523|XP_030379086.1|SLEB	CCAP1982_LOCUS23414|CAD7015474.1|CCAP
OG0000813	LOC115621588|XP_030371142.1|SLEB	CCAP1982_LOCUS7210|CAD6998639.1|CCAP
OG0000814	LOC115631370|XP_030383951.1|SLEB	CCAP1982_LOCUS189|CAD6991255.1|CCAP
OG0000815	LOC115628494|XP_030380489.1|SLEB	CCAP1982_LOCUS6833|CAD6998221.1|CCAP, CCAP1982_LOCUS6832|CAD6998220.1|CCAP
OG0000820	LOC115629748|XP_030382144.1|SLEB	CCAP1982_LOCUS607|CAD6991694.1|CCAP
OG0000820	LOC115633748|XP_030387083.1|SLEB	CCAP1982_LOCUS20527|CAD7012446.1|CCAP
OG0000823	LOC115621687|XP_030371257.1|SLEB, LOC115621478|XP_030370997.1|SLEB	CCAP1982_LOCUS2925|CAD6994160.1|CCAP
OG0000824	LOC115634217|XP_030387667.1|SLEB, LOC115631358|XP_030383935.1|SLEB, LOC115631355|XP_030383932.1|SLEB	CCAP1982_LOCUS3412|CAD6994677.1|CCAP
OG0000825	LOC115631892|XP_030384601.1|SLEB, LOC115631910|XP_030384621.1|SLEB	CCAP1982_LOCUS8451|CAD6999943.1|CCAP, CCAP1982_LOCUS8452|CAD6999944.1|CCAP, CCAP1982_LOCUS19940|CAD7011830.1|CCAP
OG0000826	LOC115625100|XP_030376272.1|SLEB	CCAP1982_LOCUS22257|CAD7014254.1|CCAP
OG0000827	LOC115632510|XP_030385560.1|SLEB	CCAP1982_LOCUS12545|CAD7004124.1|CCAP
OG0000828	LOC115621661|XP_030371228.1|SLEB, LOC115621520|XP_030371045.1|SLEB, LOC115621657|XP_030371223.1|SLEB	CCAP1982_LOCUS3024|CAD6994263.1|CCAP
OG0000831	LOC115620550|XP_030369694.1|SLEB	CCAP1982_LOCUS2876|CAD6994107.1|CCAP
OG0000832	LOC115630056|XP_030382550.1|SLEB, LOC115626117|XP_030377232.1|SLEB	CCAP1982_LOCUS22663|CAD7014678.1|CCAP
OG0000833	LOC115633915|XP_030387287.1|SLEB	CCAP1982_LOCUS14574|CAD7006248.1|CCAP
