Orthogroup	SLEB.longest_only	DYAK.longest_only
OG0000814	LOC115631370|XP_030383951.1|SLEB	LOC6529410|XP_002090415.1|DYAK
OG0000815	LOC115628494|XP_030380489.1|SLEB	LOC6528157|XP_002089222.1|DYAK
OG0000816	LOC115626829|XP_030378170.1|SLEB	LOC6525077|XP_002100916.1|DYAK
OG0000816	LOC115623329|XP_030373452.1|SLEB	LOC6536036|XP_002096651.2|DYAK
OG0000817	LOC115625273|XP_030376136.1|SLEB	LOC6538396|XP_002098920.2|DYAK
OG0000817	LOC115625540|XP_030376476.1|SLEB	LOC120321768|XP_039231520.1|DYAK
OG0000818	LOC115627273|XP_030378763.1|SLEB	LOC6523817|XP_002099692.1|DYAK
OG0000818	LOC115627208|XP_030378687.1|SLEB	LOC26536002|XP_015054682.1|DYAK
OG0000819	LOC115629908|XP_030382373.1|SLEB	LOC6525713|XP_039231077.1|DYAK
OG0000819	LOC115629909|XP_030382374.1|SLEB	LOC6525710|XP_002101532.1|DYAK
OG0000820	LOC115629748|XP_030382144.1|SLEB	LOC6525183|XP_002101021.1|DYAK
OG0000820	LOC115633748|XP_030387083.1|SLEB	LOC6529361|XP_002090366.1|DYAK
OG0000821	LOC115621003|XP_030370383.1|SLEB	LOC6536881|XP_002097450.1|DYAK
OG0000821	LOC115634734|XP_030388480.1|SLEB	LOC6531763|XP_002092551.1|DYAK
OG0000822	LOC115626101|XP_030377213.1|SLEB	LOC6534347|XP_002095027.3|DYAK, LOC6527723|XP_002088806.1|DYAK
OG0000823	LOC115621687|XP_030371257.1|SLEB, LOC115621478|XP_030370997.1|SLEB	LOC6536851|XP_002097420.3|DYAK, LOC6536852|XP_002097421.2|DYAK, LOC6536850|XP_002097419.1|DYAK
OG0000824	LOC115631358|XP_030383935.1|SLEB, LOC115631355|XP_030383932.1|SLEB	LOC6527377|XP_002088469.1|DYAK
OG0000825	LOC115631892|XP_030384601.1|SLEB	LOC6534350|XP_002095029.1|DYAK
OG0000825	LOC115631910|XP_030384621.1|SLEB	LOC6528988|XP_039226419.1|DYAK
OG0000826	LOC115625100|XP_030376272.1|SLEB	LOC6531649|XP_002092446.1|DYAK
OG0000827	LOC115632510|XP_030385560.1|SLEB	LOC6533167|XP_002093893.3|DYAK, LOC6533168|XP_002093894.3|DYAK, LOC6533170|XP_002093896.1|DYAK, LOC6533169|XP_002093895.1|DYAK
OG0000828	LOC115621661|XP_030371228.1|SLEB	LOC26536022|XP_015048365.1|DYAK, LOC6537464|XP_002098020.2|DYAK
OG0000830	LOC115627051|XP_030378454.1|SLEB	LOC6526056|XP_015046615.1|DYAK
OG0000831	LOC115620550|XP_030369694.1|SLEB	LOC6533845|XP_002094545.2|DYAK
OG0000832	LOC115630056|XP_030382550.1|SLEB	LOC6531490|XP_002092289.1|DYAK
OG0000833	LOC115633915|XP_030387287.1|SLEB	LOC6535006|XP_002095676.3|DYAK
OG0000834	LOC115622025|XP_030371744.1|SLEB	LOC6537978|XP_002098515.1|DYAK
OG0000835	LOC115633164|XP_030386435.1|SLEB	LOC6533279|XP_002094005.3|DYAK
OG0000836	LOC115631033|XP_030383516.1|SLEB	LOC6528044|XP_039227579.1|DYAK
OG0000837	LOC115633929|XP_030387306.1|SLEB	LOC26536167|XP_015051627.1|DYAK
OG0000837	LOC115629286|XP_030381586.1|SLEB	LOC6524213|XP_002100076.1|DYAK
OG0000838	LOC115631443|XP_030384046.1|SLEB	LOC26536366|XP_039228223.1|DYAK
OG0000838	LOC115631811|XP_030384508.1|SLEB	LOC26535269|XP_015052889.1|DYAK
OG0000839	LOC115623518|XP_030373759.1|SLEB	LOC6537494|XP_002098042.1|DYAK
OG0000839	LOC115623788|XP_030374190.1|SLEB	LOC6535774|XP_015047348.2|DYAK
OG0000840	LOC115627464|XP_030378996.1|SLEB	LOC6529045|XP_002090076.1|DYAK, LOC6525407|XP_002101242.1|DYAK
OG0000841	LOC115621899|XP_030371588.1|SLEB	LOC6535245|XP_039231317.1|DYAK
OG0000842	LOC115634348|XP_030387864.1|SLEB	LOC6528509|XP_002089555.1|DYAK
OG0000842	LOC115620792|XP_030370072.1|SLEB	LOC6535816|XP_002096438.1|DYAK
OG0000843	LOC115623677|XP_030374010.1|SLEB	LOC6531936|XP_039228503.1|DYAK
OG0000844	LOC115620021|XP_030368985.1|SLEB	LOC6531979|XP_015051651.1|DYAK
OG0000844	LOC115623803|XP_030374206.1|SLEB	LOC6536096|XP_015047565.1|DYAK
OG0000845	LOC115629856|XP_030382299.1|SLEB	LOC6525007|XP_002100846.1|DYAK, LOC6525009|XP_002100848.1|DYAK
OG0000846	LOC115621852|XP_030371524.1|SLEB	LOC6538027|XP_002098562.1|DYAK
OG0000847	LOC115634639|XP_030388354.1|SLEB	LOC6530047|XP_002090993.1|DYAK
OG0000847	LOC115626111|XP_030377225.1|SLEB	LOC6532091|XP_002092867.1|DYAK
OG0000848	LOC115632007|XP_030384796.1|SLEB	LOC6526533|XP_002087643.1|DYAK
OG0000848	LOC115626119|XP_030377233.1|SLEB	LOC6529178|XP_015052243.1|DYAK
OG0000849	LOC115630527|XP_030382990.1|SLEB	LOC6527286|XP_002088380.1|DYAK
OG0000849	LOC115623659|XP_030373977.1|SLEB	LOC6526381|XP_002087500.1|DYAK
OG0000850	LOC115634453|XP_030388034.1|SLEB	LOC6531324|XP_039228428.1|DYAK
OG0000850	LOC115633707|XP_030387028.1|SLEB	LOC6531323|XP_002092127.3|DYAK
OG0000852	LOC115625340|XP_030376228.1|SLEB	LOC120321039|XP_039228225.1|DYAK, LOC6531044|XP_002091880.3|DYAK, LOC120321038|XP_039228224.1|DYAK
OG0000854	LOC115627108|XP_030378530.1|SLEB	LOC6524103|XP_002099967.1|DYAK
OG0000855	LOC115626856|XP_030378217.1|SLEB	LOC6523938|XP_002099810.1|DYAK
OG0000855	LOC115620282|XP_030369316.1|SLEB	LOC6536188|XP_002096779.1|DYAK
OG0000856	LOC115624521|XP_030375100.1|SLEB	LOC6524744|XP_002100588.1|DYAK, LOC6534633|XP_002095308.3|DYAK
OG0000857	LOC115633358|XP_030386658.1|SLEB	LOC6526134|XP_002101951.2|DYAK
OG0000858	LOC115620449|XP_030369539.1|SLEB	LOC6536892|XP_002097461.1|DYAK, LOC6536893|XP_002097462.1|DYAK
OG0000860	LOC115632420|XP_030385419.1|SLEB	LOC6533426|XP_039230595.1|DYAK
OG0000861	LOC115634652|XP_030388369.1|SLEB	LOC6531869|XP_002092656.2|DYAK
OG0000862	LOC115634668|XP_030388388.1|SLEB	LOC6530708|XP_002091599.1|DYAK, LOC6528112|XP_002089179.1|DYAK
OG0000863	LOC115625341|XP_030376227.1|SLEB	LOC6537728|XP_002098273.1|DYAK
OG0000863	LOC115623625|XP_030373924.1|SLEB, LOC115623958|XP_030374384.1|SLEB	LOC6537686|XP_002098231.2|DYAK
OG0000864	LOC115626614|XP_030377867.1|SLEB	LOC6527509|XP_002088599.1|DYAK
OG0000864	LOC115629280|XP_030381572.1|SLEB	LOC6524541|XP_002100398.1|DYAK
OG0000865	LOC115623571|XP_030373827.1|SLEB	LOC6536375|XP_002096957.1|DYAK
OG0000866	LOC115632046|XP_030384877.1|SLEB	LOC6526399|XP_002087518.1|DYAK, LOC6526400|XP_002087519.2|DYAK
OG0000867	LOC115629843|XP_030382284.1|SLEB	LOC6528005|XP_002089072.1|DYAK
OG0000868	LOC115626754|XP_030378069.1|SLEB	LOC6525076|XP_002100915.1|DYAK
OG0000869	LOC115624085|XP_030374534.1|SLEB	LOC6536075|XP_002096685.1|DYAK
OG0000870	LOC115631395|XP_030384015.1|SLEB	LOC6531925|XP_002092711.3|DYAK
OG0000871	LOC115623615|XP_030373897.1|SLEB	LOC6530190|XP_002091128.1|DYAK
OG0000872	LOC115629607|XP_030381963.1|SLEB	LOC6525837|XP_002101657.1|DYAK
OG0000872	LOC115633646|XP_030386947.1|SLEB	LOC6531967|XP_039228526.1|DYAK
OG0000873	LOC115634051|XP_030387456.1|SLEB	LOC6539817|XP_039229443.1|DYAK
OG0000874	LOC115633322|XP_030386614.1|SLEB, LOC115628366|XP_030380306.1|SLEB	LOC6531375|XP_015051292.1|DYAK
OG0000875	LOC115624766|XP_030375459.1|SLEB	LOC6534857|XP_002095529.1|DYAK
OG0000877	LOC115633565|XP_030386882.1|SLEB	LOC6534916|XP_002095587.2|DYAK
OG0000877	LOC115629824|XP_030382255.1|SLEB	LOC6523787|XP_002099662.1|DYAK
OG0000878	LOC115627482|XP_030379021.1|SLEB	LOC6531801|XP_015051559.1|DYAK
OG0000878	LOC115632195|XP_030385101.1|SLEB	LOC6527951|XP_002089018.1|DYAK
OG0000879	LOC115634304|XP_030387816.1|SLEB	LOC6530854|XP_002091733.1|DYAK
OG0000880	LOC115626970|XP_030378345.1|SLEB	LOC6539949|XP_002086824.3|DYAK
OG0000880	LOC115622390|XP_030372175.1|SLEB	LOC6533579|XP_002094289.1|DYAK
OG0000881	LOC115632920|XP_030386071.1|SLEB	LOC6539773|XP_002086651.2|DYAK, LOC6539766|XP_015044985.2|DYAK, LOC6534715|XP_002095390.1|DYAK
OG0000882	LOC115629213|XP_030381474.1|SLEB	LOC6525574|XP_002101409.1|DYAK
OG0000883	LOC115629813|XP_030382240.1|SLEB	LOC6524720|XP_039230630.1|DYAK
OG0000884	LOC115629830|XP_030382265.1|SLEB	LOC6526852|XP_002087952.2|DYAK, LOC6525299|XP_002101135.1|DYAK
OG0000885	LOC115621601|XP_030371153.1|SLEB	LOC6535629|XP_015047244.1|DYAK
OG0000886	LOC115621674|XP_030371245.1|SLEB	LOC6535579|XP_002096208.1|DYAK
OG0000887	LOC115626660|XP_030377932.1|SLEB	LOC6525075|XP_015046084.1|DYAK
OG0000888	LOC115632606|XP_030385693.1|SLEB	LOC6532220|XP_015049231.1|DYAK
OG0000889	LOC115632962|XP_030386122.1|SLEB	LOC6535174|XP_015051058.2|DYAK
OG0000890	LOC115620765|XP_030370030.1|SLEB	LOC6531333|XP_002092137.1|DYAK
OG0000891	LOC115631029|XP_030383507.1|SLEB	LOC6527532|XP_002088622.1|DYAK
OG0000891	LOC115631138|XP_030383667.1|SLEB	LOC6527336|XP_002088428.1|DYAK
OG0000892	LOC115623089|XP_030373155.1|SLEB	LOC6533697|XP_002094402.1|DYAK
OG0000892	LOC115630075|XP_030382571.1|SLEB	LOC6534771|XP_015050827.2|DYAK
OG0000893	LOC115623838|XP_030374239.1|SLEB	LOC6539878|XP_002086762.3|DYAK
OG0000894	LOC115625115|XP_030375881.1|SLEB	LOC6536100|XP_002096708.2|DYAK
OG0000895	LOC115633662|XP_030386967.1|SLEB	LOC6531432|XP_002092235.1|DYAK
OG0000896	LOC115629791|XP_030382210.1|SLEB	LOC6524025|XP_002099897.1|DYAK
OG0000897	LOC115625529|XP_030376463.1|SLEB	LOC6538424|XP_002098948.1|DYAK
OG0000897	LOC115625442|XP_030376350.1|SLEB	LOC6538427|XP_002098951.1|DYAK
OG0000898	LOC115626286|XP_030377474.1|SLEB, LOC115629699|XP_030382081.1|SLEB	LOC6531388|XP_002092191.1|DYAK, LOC6531737|XP_002092527.1|DYAK
OG0000899	LOC115620964|XP_030370345.1|SLEB	LOC6536175|XP_002096766.3|DYAK, LOC6536176|XP_002096767.2|DYAK
OG0000900	LOC115634772|XP_030388527.1|SLEB	LOC6531321|XP_002092125.1|DYAK
OG0000900	LOC115634771|XP_030388526.1|SLEB	LOC6531320|XP_002092124.1|DYAK
OG0000901	LOC115624900|XP_030375609.1|SLEB	LOC6530539|XP_002091454.1|DYAK
OG0000902	LOC115627660|XP_030379261.1|SLEB	LOC26535388|XP_015046278.1|DYAK
OG0000902	LOC115627661|XP_030379263.1|SLEB	LOC6525393|XP_015046277.1|DYAK
OG0000903	LOC115632649|XP_030385739.1|SLEB, LOC115632862|XP_030385986.1|SLEB	LOC6533271|XP_002093997.1|DYAK, LOC6533269|XP_002093995.1|DYAK
OG0000906	LOC115634598|XP_030388307.1|SLEB, LOC115634386|XP_030387931.1|SLEB	LOC120321099|XP_039228529.1|DYAK, LOC6529310|XP_002090315.1|DYAK
OG0000907	LOC115623688|XP_030374022.1|SLEB	LOC6531937|XP_002092723.1|DYAK
OG0000909	LOC115629921|XP_030382386.1|SLEB	LOC6523870|XP_002099743.1|DYAK
OG0000909	LOC115629451|XP_030381776.1|SLEB	LOC6537951|XP_002098488.1|DYAK
OG0000910	LOC115629094|XP_030381271.1|SLEB	LOC6524606|XP_039233765.1|DYAK
OG0000911	LOC115628689|XP_030380728.1|SLEB	LOC6531203|XP_002092031.1|DYAK
OG0000912	LOC115633636|XP_030386934.1|SLEB	LOC6534551|XP_002095228.1|DYAK, LOC6534552|XP_002095229.1|DYAK
OG0000913	LOC115624511|XP_030375083.1|SLEB	LOC26534502|XP_015050324.1|DYAK
OG0000913	LOC115624512|XP_030375084.1|SLEB	LOC6533908|XP_002094608.2|DYAK
OG0000914	LOC115634220|XP_030387671.1|SLEB	LOC6530117|XP_002091063.1|DYAK
OG0000915	LOC115634001|XP_030387386.1|SLEB	LOC6531445|XP_002092248.1|DYAK
OG0000916	LOC115631986|XP_030384763.1|SLEB	LOC6527679|XP_039227663.1|DYAK
OG0000917	LOC115632019|XP_030384822.1|SLEB	LOC6527664|XP_039227662.1|DYAK
OG0000918	LOC115625872|XP_030376943.1|SLEB	LOC6539125|XP_039226520.1|DYAK, LOC6526679|XP_002087785.1|DYAK
OG0000920	LOC115633279|XP_030386550.1|SLEB	LOC6525308|XP_015046230.1|DYAK
OG0000921	LOC115630018|XP_030382512.1|SLEB	LOC6524449|XP_039233515.1|DYAK, LOC6524450|XP_039233517.1|DYAK
OG0000922	LOC115628430|XP_030380378.1|SLEB	LOC6532914|XP_002093650.1|DYAK
OG0000923	LOC115623827|XP_030374230.1|SLEB	LOC6534227|XP_002094909.1|DYAK, LOC6536247|XP_002096833.1|DYAK
OG0000924	LOC115629931|XP_030382395.1|SLEB	LOC6524524|XP_002100381.1|DYAK
OG0000925	LOC115621220|XP_030370664.1|SLEB	LOC6538932|XP_002099436.2|DYAK, LOC6538931|XP_002099435.1|DYAK
OG0000926	LOC115623884|XP_030374296.1|SLEB	LOC6536135|XP_002096736.2|DYAK
OG0000926	LOC115624201|XP_030374664.1|SLEB	LOC6537145|XP_002097706.1|DYAK
OG0000927	LOC115621447|XP_030370961.1|SLEB	LOC6538379|XP_002098903.1|DYAK
OG0000927	LOC115620365|XP_030369430.1|SLEB	LOC6538376|XP_002098900.1|DYAK
OG0000928	LOC115626331|XP_030377534.1|SLEB	LOC6527819|XP_002088892.1|DYAK, LOC6527818|XP_002088891.1|DYAK
OG0000929	LOC115631368|XP_030383946.1|SLEB, LOC115631284|XP_030383857.1|SLEB	LOC120320568|XP_039226488.1|DYAK
OG0000929	LOC115631556|XP_030384203.1|SLEB	LOC6526584|XP_002087692.3|DYAK
OG0000930	LOC115622376|XP_030372159.1|SLEB	LOC26535461|XP_015050723.1|DYAK, LOC6534568|XP_039230696.1|DYAK
OG0000931	LOC115624492|XP_030375055.1|SLEB	LOC6531780|XP_002092567.1|DYAK
OG0000931	LOC115634172|XP_030387617.1|SLEB	LOC6528962|XP_039227029.1|DYAK
OG0000932	LOC115622269|XP_030372031.1|SLEB, LOC115629206|XP_030381465.1|SLEB	LOC6539418|XP_039229812.1|DYAK
OG0000932	LOC115622267|XP_030372029.1|SLEB	LOC6539420|XP_039230445.1|DYAK
OG0000933	LOC115634678|XP_030388396.1|SLEB	LOC6530740|XP_015052742.2|DYAK
OG0000933	LOC115634677|XP_030388395.1|SLEB	LOC120321079|XP_039228403.1|DYAK
OG0000934	LOC115634663|XP_030388383.1|SLEB	LOC6528586|XP_002089629.1|DYAK, LOC6528590|XP_002089633.1|DYAK, LOC6528588|XP_002089631.1|DYAK, LOC6528589|XP_002089632.1|DYAK
OG0000935	LOC115620735|XP_030369981.1|SLEB	LOC6538122|XP_002098657.2|DYAK
OG0000936	LOC115630040|XP_030382533.1|SLEB	LOC26535107|XP_015054583.1|DYAK
OG0000937	LOC115621318|XP_030370797.1|SLEB	LOC6538315|XP_039232217.1|DYAK
OG0000938	LOC115629870|XP_030382325.1|SLEB	LOC6524789|XP_002100633.1|DYAK
OG0000939	LOC115631095|XP_030383606.1|SLEB	LOC6526903|XP_002088002.1|DYAK
OG0000940	LOC115629373|XP_030381691.1|SLEB	LOC6525430|XP_002101265.1|DYAK
OG0000940	LOC115628257|XP_030380135.1|SLEB	LOC6532384|XP_002093135.1|DYAK
OG0000941	LOC115626463|XP_030377705.1|SLEB	LOC6538820|XP_002099333.1|DYAK
OG0000941	LOC115630089|XP_030382576.1|SLEB	LOC6525927|XP_002101747.1|DYAK
OG0000942	LOC115623244|XP_030373364.1|SLEB	LOC26536025|XP_015045162.1|DYAK
OG0000943	LOC115620354|XP_030369421.1|SLEB	LOC6530250|XP_002091187.1|DYAK
OG0000944	LOC115627130|XP_030378563.1|SLEB	LOC6524674|XP_002100531.1|DYAK
OG0000945	LOC115624796|XP_030375500.1|SLEB	LOC6532318|XP_002093078.1|DYAK, LOC6532317|XP_002093077.3|DYAK
OG0000946	LOC115630459|XP_030382884.1|SLEB	LOC6527634|XP_002088722.1|DYAK
OG0000947	LOC115634584|XP_030388277.1|SLEB	LOC6531959|XP_002092745.1|DYAK
OG0000948	LOC115632809|XP_030385921.1|SLEB	LOC6532828|XP_002093565.1|DYAK
OG0000949	LOC115629933|XP_030382398.1|SLEB, LOC115629932|XP_030382397.1|SLEB	LOC6524595|XP_039233585.1|DYAK
OG0000950	LOC115624154|XP_030374611.1|SLEB	LOC6525169|XP_015046126.1|DYAK, LOC6539850|XP_002086732.3|DYAK
OG0000951	LOC115620607|XP_030369781.1|SLEB	LOC6536823|XP_002097393.1|DYAK
OG0000952	LOC115631113|XP_030383633.1|SLEB	LOC6527346|XP_002088438.1|DYAK
OG0000954	LOC115624830|XP_030375537.1|SLEB	LOC6529055|XP_002090084.1|DYAK
OG0000955	LOC115620968|XP_030370348.1|SLEB	LOC6537883|XP_002098424.2|DYAK
OG0000956	LOC115623812|XP_030374216.1|SLEB	LOC6535704|XP_002096331.1|DYAK, LOC6535700|XP_039231151.1|DYAK
OG0000957	LOC115632493|XP_030385572.1|SLEB	LOC6531174|XP_002092003.2|DYAK
OG0000957	LOC115632571|XP_030385690.1|SLEB	LOC6531175|XP_002092004.1|DYAK
OG0000958	LOC115621983|XP_030371695.1|SLEB	LOC26534936|XP_015047983.1|DYAK, LOC6532168|XP_002092941.2|DYAK
OG0000959	LOC115622295|XP_030372058.1|SLEB, LOC115622622|XP_030372489.1|SLEB	LOC6534183|XP_002094866.1|DYAK, LOC6538345|XP_002098870.1|DYAK
OG0000960	LOC115626902|XP_030378272.1|SLEB	LOC6523945|XP_002099817.1|DYAK
OG0000961	LOC115633964|XP_030387344.1|SLEB	LOC6539533|XP_002086421.1|DYAK
OG0000961	LOC115633962|XP_030387342.1|SLEB	LOC6539536|XP_002086424.2|DYAK
OG0000963	LOC115627565|XP_030379148.1|SLEB	LOC6525797|XP_002101618.1|DYAK
OG0000964	LOC115629928|XP_030382396.1|SLEB	LOC6531446|XP_002092249.2|DYAK
OG0000965	LOC115633244|XP_030386499.1|SLEB	LOC6525894|XP_002101714.1|DYAK
OG0000966	LOC115633760|XP_030387095.1|SLEB	LOC6529891|XP_002090848.1|DYAK, LOC6538936|XP_002099440.2|DYAK
OG0000968	LOC115628295|XP_030380202.1|SLEB	LOC6534444|XP_002095121.1|DYAK
OG0000969	LOC115629995|XP_030382487.1|SLEB	LOC6530718|XP_002091609.1|DYAK
OG0000969	LOC115633028|XP_030386225.1|SLEB, LOC115621359|XP_030370843.1|SLEB	LOC6538968|XP_002099471.1|DYAK
OG0000970	LOC115620768|XP_030370032.1|SLEB	LOC6538215|XP_002098742.1|DYAK
OG0000971	LOC115631506|XP_030384125.1|SLEB	LOC6529502|XP_002090504.1|DYAK
OG0000972	LOC115632559|XP_030385633.1|SLEB	LOC6533152|XP_002093878.1|DYAK
OG0000972	LOC115633225|XP_030386479.1|SLEB	LOC6524411|XP_002100269.1|DYAK
OG0000973	LOC115633334|XP_030386626.1|SLEB	LOC6524349|XP_002100207.2|DYAK
OG0000974	LOC115622411|XP_030372204.1|SLEB	LOC6532885|XP_039229755.1|DYAK
OG0000974	LOC115622410|XP_030372203.1|SLEB	LOC6532886|XP_002093622.1|DYAK
OG0000975	LOC115621202|XP_030370641.1|SLEB, LOC115623709|XP_030374048.1|SLEB	LOC6537433|XP_002097989.1|DYAK, LOC6537434|XP_002097990.1|DYAK
OG0000976	LOC115625384|XP_030376281.1|SLEB	LOC6536217|XP_015047608.1|DYAK
OG0000976	LOC115625075|XP_030375823.1|SLEB	LOC26534895|XP_015047609.1|DYAK
OG0000977	LOC115625370|XP_030376266.1|SLEB	LOC120321725|XP_039231261.1|DYAK, LOC6537218|XP_002097776.3|DYAK
OG0000978	LOC115623541|XP_030373784.1|SLEB	LOC26535170|XP_039227694.1|DYAK, LOC26535791|XP_015054664.1|DYAK, LOC120320856|XP_039227693.1|DYAK, LOC120320855|XP_039227692.1|DYAK, LOC6536623|XP_002097195.1|DYAK
OG0000979	LOC115628156|XP_030379990.1|SLEB	LOC6531620|XP_002092417.2|DYAK
OG0000980	LOC115621034|XP_030370416.1|SLEB	LOC6538333|XP_002098860.1|DYAK
OG0000980	LOC115621874|XP_030371560.1|SLEB	LOC6537835|XP_002098376.3|DYAK
OG0000981	LOC115632018|XP_030384815.1|SLEB	LOC6528020|XP_002089087.1|DYAK
OG0000982	LOC115624236|XP_030374717.1|SLEB, LOC115624076|XP_030374526.1|SLEB	LOC6537401|XP_002097957.1|DYAK, LOC26535717|XP_015047733.1|DYAK, LOC26534505|XP_039232148.1|DYAK
OG0000984	LOC115623773|XP_030374169.1|SLEB	LOC6538514|XP_039232322.1|DYAK
OG0000984	LOC115626561|XP_030377800.1|SLEB	LOC6527122|XP_039226990.1|DYAK
OG0000985	LOC115633230|XP_030386484.1|SLEB	LOC26535805|XP_015051173.1|DYAK, LOC6531234|XP_002092046.2|DYAK
OG0000986	LOC115631939|XP_030384651.1|SLEB	LOC6529546|XP_002090544.3|DYAK
OG0000986	LOC115632119|XP_030384984.1|SLEB	LOC6529195|XP_039228795.1|DYAK
OG0000987	LOC115621692|XP_030371261.1|SLEB	LOC6527829|XP_015053823.1|DYAK, LOC6537882|XP_002098423.2|DYAK, LOC120321887|XP_039231925.1|DYAK
OG0000988	LOC115631590|XP_030384251.1|SLEB, LOC115629834|XP_030382271.1|SLEB	LOC6527326|XP_002088418.2|DYAK
OG0000990	LOC115626648|XP_030377913.1|SLEB	LOC6525173|XP_002101011.1|DYAK
OG0000991	LOC115629805|XP_030382228.1|SLEB	LOC6525298|XP_039233376.1|DYAK
OG0000992	LOC115621203|XP_030370644.1|SLEB	LOC6537865|XP_039231172.1|DYAK
OG0000993	LOC115621783|XP_030371401.1|SLEB	LOC6538835|XP_002099348.1|DYAK, LOC6538834|XP_002099347.1|DYAK
OG0000994	LOC115628886|XP_030381003.1|SLEB	LOC6523994|XP_002099866.1|DYAK
OG0000995	LOC115625662|XP_030376654.1|SLEB	LOC6537087|XP_002097648.1|DYAK, LOC6524843|XP_002100683.1|DYAK
OG0000996	LOC115631694|XP_030384380.1|SLEB	LOC6530214|XP_039229237.1|DYAK
OG0000997	LOC115626266|XP_030377478.1|SLEB	LOC6530018|XP_002090964.1|DYAK
OG0000998	LOC115624642|XP_030375270.1|SLEB	LOC6532226|XP_039229591.1|DYAK
OG0000999	LOC115634097|XP_030387514.1|SLEB	LOC6531790|XP_002092577.1|DYAK
OG0000999	LOC115626649|XP_030377914.1|SLEB	LOC6523834|XP_002099709.1|DYAK
OG0001000	LOC115620263|XP_030369285.1|SLEB	LOC6529139|XP_002090148.1|DYAK
OG0001001	LOC115632602|XP_030385691.1|SLEB	LOC6531580|XP_039229220.1|DYAK
OG0001002	LOC115631311|XP_030383885.1|SLEB	LOC6529583|XP_002090577.1|DYAK
OG0001003	LOC115621145|XP_030370561.1|SLEB	LOC6535236|XP_002095895.1|DYAK, LOC26536424|XP_015054735.1|DYAK
OG0001004	LOC115623593|XP_030373853.1|SLEB	LOC6535906|XP_002096522.3|DYAK, LOC6536405|XP_002096987.1|DYAK
OG0001005	LOC115633224|XP_030386476.1|SLEB	LOC6529670|XP_002090663.1|DYAK, LOC6524460|XP_039233531.1|DYAK
OG0001006	LOC115632081|XP_030384901.1|SLEB	LOC6537249|XP_002097807.1|DYAK, LOC6533787|XP_002094489.1|DYAK
OG0001008	LOC115627803|XP_030379493.1|SLEB	LOC6524948|XP_002100788.1|DYAK
OG0001009	LOC115625207|XP_030376036.1|SLEB	LOC6538416|XP_002098940.1|DYAK, LOC6536350|XP_002096932.1|DYAK
OG0001010	LOC115633402|XP_030386704.1|SLEB	LOC120322393|XP_039233518.1|DYAK, LOC6526257|XP_002087379.1|DYAK
OG0001011	LOC115633326|XP_030386618.1|SLEB	LOC6524633|XP_002100490.3|DYAK
OG0001011	LOC115630723|XP_030383239.1|SLEB	LOC6529440|XP_002090444.1|DYAK
OG0001012	LOC115629567|XP_030381919.1|SLEB, LOC115629568|XP_030381920.1|SLEB	LOC6524853|XP_015045905.1|DYAK, LOC6524854|XP_015045906.1|DYAK
OG0001013	LOC115622265|XP_030372026.1|SLEB	LOC6534836|XP_015050865.1|DYAK
OG0001014	LOC115622694|XP_030372582.1|SLEB	LOC6534895|XP_002095567.1|DYAK
OG0001014	LOC115622870|XP_030372817.1|SLEB	LOC6533840|XP_002094540.1|DYAK
OG0001015	LOC115627832|XP_030379534.1|SLEB	LOC6525964|XP_002101783.1|DYAK
OG0001015	LOC115627898|XP_030379652.1|SLEB	LOC6525963|XP_002101782.1|DYAK
OG0001017	LOC115625904|XP_030376994.1|SLEB	LOC26535256|XP_015051288.1|DYAK
OG0001017	LOC115634369|XP_030387893.1|SLEB	LOC6533476|XP_002094187.1|DYAK, LOC6539588|XP_002086453.1|DYAK
OG0001018	LOC115628898|XP_030381017.1|SLEB, LOC115628901|XP_030381020.1|SLEB, LOC115621330|XP_030370811.1|SLEB, LOC115628942|XP_030381075.1|SLEB, LOC115628926|XP_030381048.1|SLEB	LOC6537952|XP_002098489.1|DYAK
OG0001019	LOC115621697|XP_030371263.1|SLEB	LOC6538319|XP_039232213.1|DYAK
OG0001020	LOC115627705|XP_030379308.1|SLEB	LOC6526095|XP_002101912.1|DYAK
OG0001021	LOC115628996|XP_030381140.1|SLEB	LOC6527047|XP_015053583.1|DYAK, LOC26535754|XP_015054663.1|DYAK
OG0001022	LOC115629232|XP_030381503.1|SLEB	LOC6524894|XP_002100734.1|DYAK
OG0001024	LOC115621057|XP_030370438.1|SLEB	LOC6538330|XP_015048779.1|DYAK
OG0001025	LOC115632296|XP_030385249.1|SLEB	LOC6533856|XP_002094556.1|DYAK
OG0001026	LOC115634218|XP_030387668.1|SLEB	LOC6528511|XP_002089557.1|DYAK
OG0001027	LOC115634679|XP_030388398.1|SLEB	LOC6534181|XP_002094864.1|DYAK
OG0001028	LOC115631799|XP_030384497.1|SLEB	LOC6529019|XP_002090051.1|DYAK
OG0001031	LOC115626140|XP_030377262.1|SLEB	LOC6529174|XP_039229124.1|DYAK
OG0001032	LOC115626259|XP_030377427.1|SLEB	LOC6540137|XP_002086995.3|DYAK
OG0001033	LOC115626759|XP_030378075.1|SLEB	LOC6540170|XP_039229937.1|DYAK
OG0001034	LOC115624857|XP_030375562.1|SLEB	LOC6534041|XP_002094727.1|DYAK
OG0001035	LOC115628902|XP_030381021.1|SLEB	LOC6526234|XP_002102043.1|DYAK
OG0001035	LOC115628904|XP_030381022.1|SLEB	LOC6526235|XP_002102044.1|DYAK
