Orthogroup	SLEB.longest_only	CPIP.longest_only
OG0000593	LOC115631798|XP_030384496.1|SLEB, LOC115629128|XP_030381328.1|SLEB	LOC120429571|XP_039450551.1|CPIP
OG0000594	LOC115620678|XP_030369902.1|SLEB, LOC115623706|XP_030374044.1|SLEB	LOC120416509|XP_039434164.1|CPIP
OG0000595	LOC115625556|XP_030376508.1|SLEB, LOC115620820|XP_030370108.1|SLEB	LOC120422557|XP_039441970.1|CPIP
OG0000596	LOC115626832|XP_030378173.1|SLEB, LOC115634602|XP_030388312.1|SLEB, LOC115625220|XP_030376063.1|SLEB	LOC120432526|XP_039453677.1|CPIP
OG0000597	LOC115621662|XP_030371229.1|SLEB, LOC115621009|XP_030370388.1|SLEB	LOC120420728|XP_039439757.1|CPIP
OG0000598	LOC115621982|XP_030371694.1|SLEB	LOC120428012|XP_039448916.1|CPIP, LOC120424605|XP_039444698.1|CPIP, LOC120424609|XP_039444703.1|CPIP, LOC120424607|XP_039444701.1|CPIP, LOC120424608|XP_039444702.1|CPIP, LOC120424606|XP_039444700.1|CPIP
OG0000599	LOC115622412|XP_030372206.1|SLEB	LOC120420911|XP_039439970.1|CPIP, LOC120415914|XP_039433494.1|CPIP
OG0000600	LOC115632442|XP_030385460.1|SLEB, LOC115633704|XP_030387024.1|SLEB	LOC120420913|XP_039439972.1|CPIP
OG0000601	LOC115633839|XP_030387190.1|SLEB, LOC115626624|XP_030377888.1|SLEB	LOC120417482|XP_039435492.1|CPIP
OG0000602	LOC115626085|XP_030377198.1|SLEB	LOC120422812|XP_039442286.1|CPIP
OG0000603	LOC115628477|XP_030380458.1|SLEB	LOC120413865|XP_039430763.1|CPIP
OG0000604	LOC115630657|XP_030383158.1|SLEB, LOC115630582|XP_030383060.1|SLEB, LOC115630688|XP_030383198.1|SLEB	LOC120414592|XP_039431765.1|CPIP
OG0000605	LOC115630512|XP_030382973.1|SLEB	LOC120418707|XP_039437110.1|CPIP, LOC120418728|XP_039437137.1|CPIP, LOC120418709|XP_039437111.1|CPIP, LOC120418710|XP_039437112.1|CPIP
OG0000606	LOC115620195|XP_030369188.1|SLEB	LOC120423379|XP_039443097.1|CPIP
OG0000607	LOC115620885|XP_030370225.1|SLEB, LOC115624393|XP_030374965.1|SLEB	LOC120431344|XP_039452409.1|CPIP, LOC120420947|XP_039440017.1|CPIP
OG0000608	LOC115625074|XP_030375822.1|SLEB, LOC115625574|XP_030376535.1|SLEB	LOC120421236|XP_039440368.1|CPIP
OG0000609	LOC115631251|XP_030383821.1|SLEB, LOC115627917|XP_030379671.1|SLEB	LOC120413039|XP_039429662.1|CPIP
OG0000610	LOC115623312|XP_030373437.1|SLEB	LOC120420855|XP_039439908.1|CPIP
OG0000611	LOC115629627|XP_030381991.1|SLEB, LOC115626533|XP_030377776.1|SLEB	LOC120418459|XP_039436820.1|CPIP
OG0000615	LOC115627692|XP_030379295.1|SLEB, LOC115620406|XP_030369485.1|SLEB	LOC120420221|XP_039439143.1|CPIP
OG0000616	LOC115627474|XP_030379011.1|SLEB	LOC120413329|XP_039430041.1|CPIP, LOC120429858|XP_039450900.1|CPIP
OG0000617	LOC115621815|XP_030371461.1|SLEB, LOC115620342|XP_030369403.1|SLEB	LOC120423848|XP_039443730.1|CPIP
OG0000618	LOC115621508|XP_030371040.1|SLEB	LOC120427285|XP_039448067.1|CPIP
OG0000619	LOC115631389|XP_030383974.1|SLEB	LOC120431340|XP_039452406.1|CPIP, LOC120430529|XP_039451577.1|CPIP
OG0000619	LOC115620065|XP_030369072.1|SLEB, LOC115634836|XP_030388617.1|SLEB	LOC120429166|XP_039450308.1|CPIP, LOC120415620|XP_039433151.1|CPIP
OG0000620	LOC115627320|XP_030378822.1|SLEB, LOC115633030|XP_030386227.1|SLEB	LOC120428697|XP_039449702.1|CPIP
OG0000621	LOC115620478|XP_030369572.1|SLEB, LOC115627100|XP_030378516.1|SLEB	LOC120417806|XP_039435939.1|CPIP
OG0000622	LOC115622549|XP_030372376.1|SLEB, LOC115632202|XP_030385111.1|SLEB	LOC120412871|XP_039429435.1|CPIP
OG0000624	LOC115633640|XP_030386940.1|SLEB, LOC115634104|XP_030387520.1|SLEB, LOC115633424|XP_030386743.1|SLEB	LOC120412594|XP_039429062.1|CPIP
OG0000625	LOC115622157|XP_030371885.1|SLEB, LOC115622847|XP_030372788.1|SLEB	LOC120420027|XP_039438860.1|CPIP
OG0000627	LOC115633005|XP_030386190.1|SLEB, LOC115628860|XP_030380971.1|SLEB	LOC120427326|XP_039448110.1|CPIP
OG0000628	LOC115630700|XP_030383212.1|SLEB, LOC115626527|XP_030377769.1|SLEB, LOC115630539|XP_030383004.1|SLEB	LOC120418965|XP_039437444.1|CPIP
OG0000629	LOC115628582|XP_030380626.1|SLEB	LOC120419834|XP_039438602.1|CPIP
OG0000630	LOC115626220|XP_030377378.1|SLEB, LOC115625733|XP_030376744.1|SLEB	LOC120412813|XP_039429349.1|CPIP
OG0000631	LOC115631173|XP_030383722.1|SLEB, LOC115626352|XP_030377562.1|SLEB	LOC120416872|XP_039434701.1|CPIP
OG0000632	LOC115630690|XP_030383200.1|SLEB, LOC115630409|XP_030382802.1|SLEB	LOC120431988|XP_039453059.1|CPIP, LOC120419672|XP_039438376.1|CPIP
OG0000634	LOC115629613|XP_030381969.1|SLEB, LOC115624560|XP_030375149.1|SLEB, LOC115627391|XP_030378905.1|SLEB	LOC120414394|XP_039431506.1|CPIP
OG0000635	LOC115620742|XP_030369999.1|SLEB, LOC115629274|XP_030381560.1|SLEB	LOC120417897|XP_039436052.1|CPIP
OG0000636	LOC115626223|XP_030377382.1|SLEB, LOC115626226|XP_030377385.1|SLEB, LOC115626225|XP_030377383.1|SLEB, LOC115626227|XP_030377387.1|SLEB	LOC120427318|XP_039448105.1|CPIP
OG0000637	LOC115627962|XP_030379716.1|SLEB, LOC115627960|XP_030379713.1|SLEB	LOC120419435|XP_039438048.1|CPIP, LOC120423148|XP_039442763.1|CPIP
OG0000638	LOC115627144|XP_030378581.1|SLEB	LOC120421466|XP_039440616.1|CPIP
OG0000639	LOC115633115|XP_030386361.1|SLEB	LOC120429394|XP_039450481.1|CPIP
OG0000646	LOC115620235|XP_030369240.1|SLEB, LOC115621842|XP_030371513.1|SLEB	LOC120424024|XP_039443974.1|CPIP
OG0000647	LOC115621967|XP_030371674.1|SLEB, LOC115629630|XP_030381990.1|SLEB	LOC120417689|XP_039435759.1|CPIP
OG0000648	LOC115627942|XP_030379695.1|SLEB	LOC120420178|XP_039439085.1|CPIP
OG0000649	LOC115627568|XP_030379152.1|SLEB, LOC115627550|XP_030379125.1|SLEB	LOC120429957|XP_039450983.1|CPIP
OG0000650	LOC115620503|XP_030369617.1|SLEB	LOC120420233|XP_039439156.1|CPIP
OG0000651	LOC115632259|XP_030385191.1|SLEB, LOC115622859|XP_030372803.1|SLEB	LOC120425481|XP_039445952.1|CPIP
OG0000652	LOC115628872|XP_030380991.1|SLEB, LOC115629665|XP_030382040.1|SLEB	LOC120425999|XP_039446591.1|CPIP
OG0000653	LOC115620491|XP_030369592.1|SLEB	LOC120427412|XP_039448210.1|CPIP, LOC120427411|XP_039448209.1|CPIP
OG0000654	LOC115632989|XP_030386166.1|SLEB	LOC120430316|XP_039451343.1|CPIP
OG0000655	LOC115621850|XP_030371563.1|SLEB, LOC115630722|XP_030383235.1|SLEB	LOC120418498|XP_039436869.1|CPIP
OG0000657	LOC115624836|XP_030375543.1|SLEB, LOC115631152|XP_030383683.1|SLEB	LOC120414701|XP_039431934.1|CPIP
OG0000658	LOC115627088|XP_030378498.1|SLEB, LOC115626258|XP_030377426.1|SLEB	LOC120421966|XP_039441212.1|CPIP
OG0000659	LOC115625878|XP_030376954.1|SLEB, LOC115626361|XP_030377571.1|SLEB	LOC120428322|XP_039449253.1|CPIP
OG0000660	LOC115631511|XP_030384136.1|SLEB	LOC120432453|XP_039453605.1|CPIP
OG0000661	LOC115622386|XP_030372170.1|SLEB, LOC115630509|XP_030382967.1|SLEB	LOC120427094|XP_039447878.1|CPIP
OG0000663	LOC115627042|XP_030378440.1|SLEB	LOC120412947|XP_039429520.1|CPIP
OG0000664	LOC115629221|XP_030381490.1|SLEB	LOC120423934|XP_039443852.1|CPIP
OG0000665	LOC115623916|XP_030374332.1|SLEB	LOC120426832|XP_039447553.1|CPIP
OG0000666	LOC115624988|XP_030375715.1|SLEB, LOC115627419|XP_030378949.1|SLEB	LOC120414520|XP_039431665.1|CPIP
OG0000667	LOC115623576|XP_030373834.1|SLEB	LOC120424397|XP_039444429.1|CPIP
OG0000668	LOC115620304|XP_030369348.1|SLEB, LOC115622050|XP_030371784.1|SLEB	LOC120417871|XP_039436025.1|CPIP
OG0000669	LOC115626945|XP_030378320.1|SLEB, LOC115626693|XP_030377980.1|SLEB	LOC120425665|XP_039446184.1|CPIP
OG0000670	LOC115626707|XP_030378000.1|SLEB	LOC120425162|XP_039445530.1|CPIP
OG0000671	LOC115620863|XP_030370184.1|SLEB, LOC115621283|XP_030370746.1|SLEB	LOC120432663|XP_039453843.1|CPIP
OG0000672	LOC115627870|XP_030379614.1|SLEB, LOC115624926|XP_030375637.1|SLEB	LOC120423756|XP_039443605.1|CPIP
OG0000673	LOC115627417|XP_030378947.1|SLEB, LOC115626494|XP_030377738.1|SLEB	LOC120428930|XP_039450008.1|CPIP
OG0000677	LOC115623186|XP_030373268.1|SLEB, LOC115627739|XP_030379369.1|SLEB	LOC120417794|XP_039435946.1|CPIP
OG0000678	LOC115621186|XP_030370620.1|SLEB, LOC115631717|XP_030384411.1|SLEB	LOC120413326|XP_039430034.1|CPIP
OG0000679	LOC115633757|XP_030387092.1|SLEB	LOC120422653|XP_039442092.1|CPIP, LOC120422642|XP_039442078.1|CPIP, LOC120422622|XP_039442048.1|CPIP, LOC120429663|XP_039450627.1|CPIP, LOC120413474|XP_039430247.1|CPIP, LOC120413498|XP_039430289.1|CPIP
OG0000680	LOC115627844|XP_030379560.1|SLEB	LOC120425607|XP_039446150.1|CPIP
OG0000681	LOC115621828|XP_030371496.1|SLEB, LOC115627476|XP_030379015.1|SLEB	LOC120418081|XP_039436271.1|CPIP, LOC120419864|XP_039438646.1|CPIP
OG0000683	LOC115620499|XP_030369611.1|SLEB	LOC120421815|XP_039441026.1|CPIP, LOC120427907|XP_039448781.1|CPIP, LOC120420753|XP_039439789.1|CPIP
OG0000684	LOC115624151|XP_030374608.1|SLEB, LOC115620565|XP_030369714.1|SLEB	LOC120430224|XP_039451238.1|CPIP
OG0000685	LOC115629499|XP_030381839.1|SLEB, LOC115623675|XP_030374005.1|SLEB	LOC120414285|XP_039431349.1|CPIP
OG0000686	LOC115625171|XP_030375975.1|SLEB, LOC115633274|XP_030386545.1|SLEB	LOC120423501|XP_039443275.1|CPIP
OG0000687	LOC115630042|XP_030382535.1|SLEB, LOC115630047|XP_030382538.1|SLEB, LOC115630043|XP_030382536.1|SLEB, LOC115630049|XP_030382540.1|SLEB, LOC115630046|XP_030382537.1|SLEB, LOC115633169|XP_030386442.1|SLEB	LOC120413459|XP_039430230.1|CPIP
OG0000688	LOC115634831|XP_030388608.1|SLEB	LOC120431079|XP_039452165.1|CPIP, LOC120417409|XP_039435385.1|CPIP
OG0000689	LOC115628671|XP_030380705.1|SLEB, LOC115628661|XP_030380693.1|SLEB	LOC120431213|XP_039452290.1|CPIP
OG0000690	LOC115629307|XP_030381612.1|SLEB	LOC120417154|XP_039435072.1|CPIP, LOC120414453|XP_039431575.1|CPIP, LOC120415957|XP_039433533.1|CPIP, LOC120421238|XP_039440371.1|CPIP, LOC120417133|XP_039435047.1|CPIP
OG0000691	LOC115626605|XP_030377857.1|SLEB, LOC115634680|XP_030388399.1|SLEB	LOC120426138|XP_039446786.1|CPIP
OG0000692	LOC115632631|XP_030385721.1|SLEB, LOC115632633|XP_030385722.1|SLEB	LOC120412572|XP_039429020.1|CPIP, LOC120412641|XP_039429129.1|CPIP
OG0000694	LOC115622249|XP_030372007.1|SLEB	LOC120415917|XP_039433497.1|CPIP
OG0000695	LOC115626345|XP_030377554.1|SLEB, LOC115626555|XP_030377793.1|SLEB	LOC120421982|XP_039441225.1|CPIP
OG0000696	LOC115631699|XP_030384387.1|SLEB, LOC115631207|XP_030383771.1|SLEB	LOC120430944|XP_039452001.1|CPIP
OG0000697	LOC115626630|XP_030377894.1|SLEB	LOC120428099|XP_039449017.1|CPIP
OG0000698	LOC115631784|XP_030384478.1|SLEB, LOC115631797|XP_030384494.1|SLEB	LOC120412844|XP_039429401.1|CPIP
OG0000699	LOC115631361|XP_030383939.1|SLEB, LOC115621427|XP_030370939.1|SLEB	LOC120427812|XP_039448668.1|CPIP
OG0000700	LOC115630522|XP_030382986.1|SLEB	LOC120422038|XP_039441297.1|CPIP
OG0000701	LOC115633828|XP_030387176.1|SLEB, LOC115627353|XP_030378861.1|SLEB	LOC120432450|XP_039453600.1|CPIP
OG0000702	LOC115623432|XP_030373638.1|SLEB, LOC115623431|XP_030373622.1|SLEB	LOC120429861|XP_039450866.1|CPIP
OG0000703	LOC115626522|XP_030377762.1|SLEB, LOC115632207|XP_030385123.1|SLEB	LOC120415396|XP_039432859.1|CPIP
OG0000704	LOC115629751|XP_030382150.1|SLEB, LOC115620514|XP_030369639.1|SLEB	LOC120415202|XP_039432596.1|CPIP
OG0000705	LOC115632166|XP_030385053.1|SLEB	LOC120415894|XP_039433467.1|CPIP
OG0000706	LOC115631541|XP_030384176.1|SLEB, LOC115633220|XP_030386469.1|SLEB	LOC120431510|XP_039452545.1|CPIP, LOC120417499|XP_039435510.1|CPIP
OG0000707	LOC115634062|XP_030387466.1|SLEB, LOC115628046|XP_030379850.1|SLEB	LOC120420877|XP_039439931.1|CPIP, LOC120417438|XP_039435414.1|CPIP
OG0000708	LOC115627708|XP_030379316.1|SLEB, LOC115627653|XP_030379253.1|SLEB	LOC120414023|XP_039430974.1|CPIP
OG0000709	LOC115621323|XP_030370803.1|SLEB, LOC115626872|XP_030378240.1|SLEB	LOC120425929|XP_039446484.1|CPIP
OG0000710	LOC115623330|XP_030373453.1|SLEB, LOC115634159|XP_030387599.1|SLEB	LOC120419565|XP_039438228.1|CPIP
OG0000711	LOC115622779|XP_030372697.1|SLEB, LOC115621892|XP_030371581.1|SLEB, LOC115629865|XP_030382313.1|SLEB	LOC120414993|XP_039432285.1|CPIP
OG0000712	LOC115623932|XP_030374352.1|SLEB, LOC115623732|XP_030374102.1|SLEB	LOC120415327|XP_039432747.1|CPIP
OG0000713	LOC115621208|XP_030370649.1|SLEB, LOC115628094|XP_030379931.1|SLEB	LOC120426914|XP_039447655.1|CPIP
OG0000714	LOC115633315|XP_030386605.1|SLEB, LOC115623265|XP_030373395.1|SLEB	LOC120425956|XP_039446531.1|CPIP
OG0000715	LOC115623127|XP_030373195.1|SLEB, LOC115623055|XP_030373093.1|SLEB, LOC115627346|XP_030378853.1|SLEB	LOC120425955|XP_039446529.1|CPIP
OG0000716	LOC115633996|XP_030387379.1|SLEB, LOC115624701|XP_030375377.1|SLEB	LOC120416855|XP_039434686.1|CPIP
OG0000723	LOC115631410|XP_030383997.1|SLEB, LOC115634058|XP_030387461.1|SLEB	LOC120415619|XP_039433149.1|CPIP
OG0000724	LOC115633429|XP_030386749.1|SLEB, LOC115626300|XP_030377488.1|SLEB	LOC120424175|XP_039444197.1|CPIP
OG0000726	LOC115624214|XP_030374686.1|SLEB	LOC120415569|XP_039433085.1|CPIP
OG0000727	LOC115624337|XP_030374846.1|SLEB, LOC115624335|XP_030374844.1|SLEB	LOC120418385|XP_039436693.1|CPIP, LOC120418370|XP_039436666.1|CPIP
OG0000728	LOC115630207|XP_030382636.1|SLEB, LOC115625568|XP_030376522.1|SLEB	LOC120423585|XP_039443379.1|CPIP
OG0000729	LOC115620938|XP_030370310.1|SLEB, LOC115620939|XP_030370311.1|SLEB	LOC120423358|XP_039443069.1|CPIP
OG0000730	LOC115632855|XP_030385975.1|SLEB	LOC120417800|XP_039435933.1|CPIP
OG0000731	LOC115622743|XP_030372650.1|SLEB, LOC115633836|XP_030387186.1|SLEB	LOC120419772|XP_039438536.1|CPIP
OG0000732	LOC115632506|XP_030385555.1|SLEB, LOC115632505|XP_030385554.1|SLEB	LOC120413384|XP_039430116.1|CPIP
OG0000733	LOC115621490|XP_030371018.1|SLEB, LOC115622518|XP_030372333.1|SLEB	LOC120412609|XP_039429091.1|CPIP
OG0000734	LOC115629183|XP_030381425.1|SLEB, LOC115622143|XP_030371864.1|SLEB	LOC120421378|XP_039440503.1|CPIP
OG0000735	LOC115627337|XP_030378842.1|SLEB, LOC115633563|XP_030386879.1|SLEB, LOC115625763|XP_030376785.1|SLEB	LOC120428673|XP_039449660.1|CPIP
OG0000736	LOC115630795|XP_030383313.1|SLEB, LOC115630588|XP_030383066.1|SLEB	LOC120416311|XP_039433966.1|CPIP
OG0000738	LOC115630461|XP_030382886.1|SLEB, LOC115626486|XP_030377730.1|SLEB	LOC120415559|XP_039433066.1|CPIP
OG0000739	LOC115623627|XP_030373927.1|SLEB	LOC120418418|XP_039436733.1|CPIP, LOC120412505|XP_039428939.1|CPIP
OG0000740	LOC115628455|XP_030380428.1|SLEB	LOC120420376|XP_039439313.1|CPIP
OG0000741	LOC115628044|XP_030379847.1|SLEB	LOC120413897|XP_039430812.1|CPIP, LOC120414929|XP_039432198.1|CPIP
OG0000742	LOC115627583|XP_030379167.1|SLEB, LOC115627481|XP_030379020.1|SLEB	LOC120423374|XP_039443091.1|CPIP
OG0000743	LOC115633054|XP_030386259.1|SLEB, LOC115634620|XP_030388329.1|SLEB	LOC120413024|XP_039429630.1|CPIP
OG0000744	LOC115629175|XP_030381413.1|SLEB	LOC120414224|XP_039431268.1|CPIP, LOC120414230|XP_039431274.1|CPIP
OG0000746	LOC115633815|XP_030387160.1|SLEB, LOC115620015|XP_030368977.1|SLEB	LOC120415831|XP_039433401.1|CPIP
OG0000753	LOC115621110|XP_030370512.1|SLEB	LOC120432583|XP_039453755.1|CPIP
OG0000754	LOC115627163|XP_030378607.1|SLEB, LOC115627856|XP_030379577.1|SLEB	LOC120425633|XP_039446149.1|CPIP
OG0000755	LOC115620993|XP_030370373.1|SLEB, LOC115620992|XP_030370371.1|SLEB	LOC120424343|XP_039444367.1|CPIP
OG0000756	LOC115629548|XP_030381890.1|SLEB	LOC120416674|XP_039434427.1|CPIP
OG0000757	LOC115630488|XP_030382932.1|SLEB, LOC115628322|XP_030380237.1|SLEB	LOC120413458|XP_039430229.1|CPIP
OG0000758	LOC115624504|XP_030375069.1|SLEB	LOC120426139|XP_039446787.1|CPIP
OG0000760	LOC115633671|XP_030386976.1|SLEB	LOC120418960|XP_039437438.1|CPIP
OG0000761	LOC115631320|XP_030383897.1|SLEB, LOC115632011|XP_030384801.1|SLEB	LOC120426315|XP_039447008.1|CPIP
OG0000762	LOC115625652|XP_030376640.1|SLEB, LOC115631875|XP_030384584.1|SLEB	LOC120431691|XP_039452740.1|CPIP, LOC120413861|XP_039430758.1|CPIP
OG0000764	LOC115621927|XP_030371631.1|SLEB, LOC115633306|XP_030386585.1|SLEB	LOC120416982|XP_039434838.1|CPIP
OG0000765	LOC115628365|XP_030380302.1|SLEB, LOC115627771|XP_030379429.1|SLEB	LOC120417525|XP_039435542.1|CPIP
OG0000766	LOC115629736|XP_030382131.1|SLEB	LOC120414850|XP_039432108.1|CPIP
OG0000767	LOC115625324|XP_030376207.1|SLEB, LOC115628797|XP_030380869.1|SLEB	LOC120423444|XP_039443195.1|CPIP
OG0000768	LOC115627924|XP_030379678.1|SLEB, LOC115629400|XP_030381717.1|SLEB	LOC120421500|XP_039440653.1|CPIP
OG0000769	LOC115627782|XP_030379452.1|SLEB	LOC120412516|XP_039428946.1|CPIP
OG0000770	LOC115628059|XP_030379884.1|SLEB	LOC120432659|XP_039453839.1|CPIP, LOC120413150|XP_039429790.1|CPIP, LOC120432661|XP_039453841.1|CPIP
OG0000771	LOC115632497|XP_030385534.1|SLEB	LOC120422224|XP_039441543.1|CPIP, LOC120431658|XP_039452697.1|CPIP
OG0000779	LOC115626746|XP_030378057.1|SLEB	LOC120429662|XP_039450626.1|CPIP, LOC120416907|XP_039434740.1|CPIP, LOC120421811|XP_039441023.1|CPIP, LOC120430888|XP_039451974.1|CPIP, LOC120424409|XP_039444448.1|CPIP
OG0000780	LOC115623469|XP_030373696.1|SLEB	LOC120418409|XP_039436760.1|CPIP, LOC120418035|XP_039436253.1|CPIP, LOC120418333|XP_039436646.1|CPIP
OG0000781	LOC115626655|XP_030377922.1|SLEB, LOC115632546|XP_030385621.1|SLEB	LOC120414167|XP_039431153.1|CPIP
OG0000782	LOC115623231|XP_030373340.1|SLEB, LOC115629137|XP_030381342.1|SLEB	LOC120425469|XP_039445938.1|CPIP
OG0000783	LOC115620854|XP_030370158.1|SLEB, LOC115633212|XP_030386459.1|SLEB	LOC120425480|XP_039445951.1|CPIP
OG0000784	LOC115632956|XP_030386115.1|SLEB, LOC115622106|XP_030371808.1|SLEB, LOC115628703|XP_030380744.1|SLEB	LOC120428957|XP_039450028.1|CPIP
OG0000785	LOC115621118|XP_030370522.1|SLEB	LOC120425382|XP_039445831.1|CPIP, LOC120425381|XP_039445830.1|CPIP
OG0000786	LOC115626176|XP_030377311.1|SLEB, LOC115620536|XP_030369671.1|SLEB	LOC120429815|XP_039450805.1|CPIP
OG0000787	LOC115632438|XP_030385442.1|SLEB, LOC115629947|XP_030382416.1|SLEB	LOC120430342|XP_039451379.1|CPIP
OG0000788	LOC115631634|XP_030384303.1|SLEB, LOC115628252|XP_030380128.1|SLEB	LOC120416496|XP_039434146.1|CPIP
OG0000789	LOC115629061|XP_030381237.1|SLEB, LOC115629060|XP_030381236.1|SLEB	LOC120414727|XP_039431965.1|CPIP
OG0000790	LOC115628530|XP_030380551.1|SLEB	LOC120412832|XP_039429373.1|CPIP
OG0000791	LOC115629879|XP_030382336.1|SLEB, LOC115621525|XP_030371051.1|SLEB	LOC120421987|XP_039441235.1|CPIP, LOC120415555|XP_039433063.1|CPIP
OG0000792	LOC115631780|XP_030384474.1|SLEB	LOC120415597|XP_039433125.1|CPIP
OG0000793	LOC115623565|XP_030373822.1|SLEB	LOC120423637|XP_039443443.1|CPIP
OG0000794	LOC115629864|XP_030382312.1|SLEB	LOC120430634|XP_039451663.1|CPIP, LOC120430632|XP_039451661.1|CPIP, LOC120431042|XP_039452127.1|CPIP, LOC120430630|XP_039451659.1|CPIP, LOC120431043|XP_039452128.1|CPIP
OG0000796	LOC115620420|XP_030369504.1|SLEB, LOC115626807|XP_030378137.1|SLEB	LOC120432573|XP_039453733.1|CPIP
OG0000797	LOC115623362|XP_030373508.1|SLEB	LOC120414099|XP_039431056.1|CPIP, LOC120419430|XP_039438042.1|CPIP
OG0000798	LOC115626864|XP_030378234.1|SLEB, LOC115628315|XP_030380233.1|SLEB	LOC120415294|XP_039432697.1|CPIP
OG0000799	LOC115622877|XP_030372826.1|SLEB, LOC115629792|XP_030382211.1|SLEB	LOC120424434|XP_039444488.1|CPIP, LOC120428134|XP_039449050.1|CPIP
OG0000801	LOC115626800|XP_030378133.1|SLEB	LOC120431544|XP_039452587.1|CPIP
OG0000802	LOC115628822|XP_030380912.1|SLEB	LOC120419165|XP_039437749.1|CPIP, LOC120419161|XP_039437744.1|CPIP, LOC120419173|XP_039437760.1|CPIP
OG0000803	LOC115630694|XP_030383206.1|SLEB, LOC115622649|XP_030372516.1|SLEB	LOC120412688|XP_039429199.1|CPIP
OG0000810	LOC115633165|XP_030386437.1|SLEB	LOC120430093|XP_039451114.1|CPIP, LOC120424339|XP_039444365.1|CPIP
OG0000811	LOC115634013|XP_030387397.1|SLEB, LOC115627523|XP_030379086.1|SLEB	LOC120430979|XP_039452051.1|CPIP
OG0000812	LOC115628035|XP_030379838.1|SLEB	LOC120427000|XP_039447755.1|CPIP
OG0000813	LOC115631533|XP_030384166.1|SLEB	LOC120416571|XP_039434239.1|CPIP
OG0000814	LOC115631370|XP_030383951.1|SLEB	LOC120419319|XP_039437923.1|CPIP, LOC120414046|XP_039431001.1|CPIP
OG0000815	LOC115628494|XP_030380489.1|SLEB	LOC120420094|XP_039438966.1|CPIP, LOC120420412|XP_039439366.1|CPIP, LOC120419953|XP_039438750.1|CPIP, LOC120419959|XP_039438759.1|CPIP
OG0000816	LOC115626829|XP_030378170.1|SLEB, LOC115623329|XP_030373452.1|SLEB	LOC120415564|XP_039433070.1|CPIP
OG0000817	LOC115625273|XP_030376136.1|SLEB, LOC115625540|XP_030376476.1|SLEB	LOC120432393|XP_039453522.1|CPIP
OG0000818	LOC115627273|XP_030378763.1|SLEB, LOC115627208|XP_030378687.1|SLEB	LOC120420870|XP_039439923.1|CPIP, LOC120417437|XP_039435412.1|CPIP
OG0000820	LOC115629748|XP_030382144.1|SLEB, LOC115633748|XP_030387083.1|SLEB	LOC120418431|XP_039436744.1|CPIP
OG0000821	LOC115621003|XP_030370383.1|SLEB, LOC115634734|XP_030388480.1|SLEB	LOC120414923|XP_039432191.1|CPIP
OG0000822	LOC115626101|XP_030377213.1|SLEB	LOC120428520|XP_039449477.1|CPIP, LOC120416210|XP_039433836.1|CPIP
OG0000831	LOC115620550|XP_030369694.1|SLEB	LOC120427282|XP_039448065.1|CPIP, LOC120427278|XP_039448062.1|CPIP, LOC120414834|XP_039432094.1|CPIP
OG0000832	LOC115630056|XP_030382550.1|SLEB, LOC115626117|XP_030377232.1|SLEB	LOC120421010|XP_039440062.1|CPIP
OG0000833	LOC115633915|XP_030387287.1|SLEB	LOC120422698|XP_039442145.1|CPIP
OG0000834	LOC115622025|XP_030371744.1|SLEB	LOC120418860|XP_039437327.1|CPIP
OG0000836	LOC115631033|XP_030383516.1|SLEB	LOC120415979|XP_039433566.1|CPIP
OG0000837	LOC115633929|XP_030387306.1|SLEB	LOC120417498|XP_039435509.1|CPIP
OG0000839	LOC115623518|XP_030373759.1|SLEB, LOC115623788|XP_030374190.1|SLEB	LOC120413954|XP_039430891.1|CPIP
OG0000840	LOC115629508|XP_030381849.1|SLEB, LOC115627464|XP_030378996.1|SLEB	LOC120423439|XP_039443189.1|CPIP
OG0000841	LOC115620566|XP_030369715.1|SLEB	LOC120421143|XP_039440270.1|CPIP
OG0000843	LOC115623677|XP_030374010.1|SLEB	LOC120431268|XP_039452336.1|CPIP
OG0000844	LOC115620021|XP_030368985.1|SLEB, LOC115623803|XP_030374206.1|SLEB	LOC120414979|XP_039432248.1|CPIP
OG0000845	LOC115629856|XP_030382299.1|SLEB	LOC120417392|XP_039435347.1|CPIP, LOC120417419|XP_039435396.1|CPIP
OG0000854	LOC115627108|XP_030378530.1|SLEB	LOC120432213|XP_039453307.1|CPIP
OG0000855	LOC115626856|XP_030378217.1|SLEB, LOC115620282|XP_030369316.1|SLEB	LOC120419350|XP_039437982.1|CPIP
OG0000856	LOC115624521|XP_030375100.1|SLEB	LOC120421057|XP_039440135.1|CPIP
OG0000857	LOC115633358|XP_030386658.1|SLEB	LOC120424313|XP_039444331.1|CPIP, LOC120418642|XP_039437022.1|CPIP
OG0000858	LOC115620449|XP_030369539.1|SLEB	LOC120426684|XP_039447392.1|CPIP
OG0000860	LOC115632420|XP_030385419.1|SLEB	LOC120428391|XP_039449328.1|CPIP
OG0000861	LOC115634652|XP_030388369.1|SLEB	LOC120428748|XP_039449764.1|CPIP
OG0000862	LOC115634668|XP_030388388.1|SLEB	LOC120418915|XP_039437380.1|CPIP
OG0000863	LOC115625341|XP_030376227.1|SLEB, LOC115623625|XP_030373924.1|SLEB, LOC115623958|XP_030374384.1|SLEB	LOC120412605|XP_039429087.1|CPIP
