Orthogroup	SLEB.longest_only	DSIM.longest_only
OG0001776	LOC115625978|XP_030377083.1|SLEB	LOC6731227|XP_002078386.1|DSIM
OG0001777	LOC115631093|XP_030383600.1|SLEB	LOC6731350|XP_016023938.2|DSIM
OG0001778	LOC115631019|XP_030383494.1|SLEB	LOC6732505|XP_002079625.1|DSIM
OG0001779	LOC115626071|XP_030377183.1|SLEB	LOC6731732|XP_039146990.1|DSIM
OG0001780	LOC115625165|XP_030375960.1|SLEB	LOC6733166|XP_002080242.1|DSIM
OG0001781	LOC115625829|XP_030376881.1|SLEB	LOC6732893|XP_039154289.1|DSIM
OG0001782	LOC115626607|XP_030377860.1|SLEB	LOC6732220|XP_016024890.1|DSIM
OG0001783	LOC115624848|XP_030375552.1|SLEB, LOC115626263|XP_030377433.1|SLEB	LOC6731577|XP_016024253.1|DSIM
OG0001784	LOC115631031|XP_030383512.1|SLEB	LOC6730587|XP_016023032.1|DSIM
OG0001785	LOC115627171|XP_030378628.1|SLEB	LOC6733729|XP_002080775.2|DSIM
OG0001786	LOC115631231|XP_030383799.1|SLEB	LOC6731324|XP_039147166.1|DSIM
OG0001787	LOC115631428|XP_030384019.1|SLEB	LOC6731326|XP_016023907.1|DSIM
OG0001788	LOC115629029|XP_030381191.1|SLEB	LOC6734370|XP_002081391.1|DSIM
OG0001789	LOC115623814|XP_030374221.1|SLEB	LOC6735813|XP_002082723.2|DSIM
OG0001790	LOC115631401|XP_030383983.1|SLEB	LOC6731346|XP_016023937.1|DSIM
OG0001791	LOC115634683|XP_030388402.1|SLEB	LOC6734009|XP_002081050.3|DSIM
OG0001792	LOC115631305|XP_030383880.1|SLEB	LOC6732716|XP_039150243.1|DSIM
OG0001793	LOC115633626|XP_030386918.1|SLEB	LOC6734463|XP_016027585.1|DSIM
OG0001794	LOC115631020|XP_030383495.1|SLEB	LOC6732506|XP_016025162.1|DSIM
OG0001795	LOC115631365|XP_030383944.1|SLEB	LOC6732532|XP_039154376.1|DSIM
OG0001796	LOC115627390|XP_030378904.1|SLEB	LOC6726190|XP_016039714.1|DSIM
OG0001797	LOC115627883|XP_030379629.1|SLEB	LOC6724694|XP_016037248.1|DSIM
OG0001798	LOC115634015|XP_030387401.1|SLEB	LOC6734909|XP_002081906.1|DSIM
OG0001799	LOC115627952|XP_030379706.1|SLEB	LOC6740263|XP_039153806.1|DSIM
OG0001800	LOC115631242|XP_030383812.1|SLEB	LOC6731356|XP_016023948.1|DSIM
OG0001801	LOC115622528|XP_030372351.1|SLEB	LOC6737479|XP_016031263.1|DSIM
OG0001802	LOC115623355|XP_030373498.1|SLEB	LOC6728899|XP_002104232.1|DSIM
OG0001803	LOC115623761|XP_030374157.1|SLEB	LOC6727169|XP_039150783.1|DSIM
OG0001804	LOC115625120|XP_030375889.1|SLEB	LOC6726826|XP_016033329.1|DSIM
OG0001805	LOC115622794|XP_030372718.1|SLEB	LOC6737255|XP_016030965.1|DSIM
OG0001806	LOC115625400|XP_030376299.1|SLEB	LOC6729423|XP_039151892.1|DSIM
OG0001807	LOC115625149|XP_030375932.1|SLEB	LOC6739729|XP_016034578.1|DSIM
OG0001808	LOC115623342|XP_030373477.1|SLEB	LOC6739711|XP_016035161.1|DSIM
OG0001809	LOC115625044|XP_030375753.1|SLEB	LOC27206414|XP_016033198.1|DSIM
OG0001810	LOC115621356|XP_030370838.1|SLEB	LOC6729199|XP_002104520.1|DSIM
OG0001811	LOC115633560|XP_030386880.1|SLEB	LOC6733477|XP_016026433.2|DSIM
OG0001812	LOC115629176|XP_030381410.1|SLEB, LOC115620472|XP_030369563.1|SLEB	LOC27209425|XP_016022814.2|DSIM, LOC120285467|XP_039154115.1|DSIM, LOC6726449|XP_016040016.2|DSIM
OG0001813	LOC115623747|XP_030374123.1|SLEB	LOC6727447|XP_016034021.1|DSIM
OG0001814	LOC115623343|XP_030373480.1|SLEB	LOC6727138|XP_016033615.1|DSIM
OG0001815	LOC115623502|XP_030373738.1|SLEB	LOC6726844|XP_002102248.1|DSIM
OG0001816	LOC115632126|XP_030384996.1|SLEB	LOC6734340|XP_002081362.1|DSIM
OG0001817	LOC115633879|XP_030387240.1|SLEB	LOC6733779|XP_016026730.1|DSIM
OG0001818	LOC115626767|XP_030378084.1|SLEB	LOC6725637|XP_039152539.1|DSIM
OG0001819	LOC115624621|XP_030375234.1|SLEB	LOC6739485|XP_002076382.1|DSIM
OG0001820	LOC115629688|XP_030382068.1|SLEB	LOC6725357|XP_016038409.1|DSIM
OG0001821	LOC115626296|XP_030377486.1|SLEB	LOC6736109|XP_016029498.1|DSIM
OG0001822	LOC115634180|XP_030387625.1|SLEB	LOC6735778|XP_002082691.1|DSIM
OG0001823	LOC115623050|XP_030373089.1|SLEB	LOC6737625|XP_002084457.1|DSIM
OG0001824	LOC115631329|XP_030383910.1|SLEB	LOC6730596|XP_002077775.1|DSIM
OG0001825	LOC115634596|XP_030388290.1|SLEB	LOC6735278|XP_016028642.1|DSIM
OG0001826	LOC115624124|XP_030374583.1|SLEB	LOC6733911|XP_002080955.1|DSIM
OG0001827	LOC115625248|XP_030376101.1|SLEB	LOC6734857|XP_002081858.2|DSIM
OG0001828	LOC115633352|XP_030386646.1|SLEB	LOC6725867|XP_039153913.1|DSIM
OG0001829	LOC115633912|XP_030387281.1|SLEB	LOC6734085|XP_016027083.1|DSIM
OG0001830	LOC115624780|XP_030375472.1|SLEB	LOC6735805|XP_002082718.1|DSIM
OG0001831	LOC115622710|XP_030372601.1|SLEB	LOC6738529|XP_016032371.1|DSIM
OG0001832	LOC115628838|XP_030380940.1|SLEB	LOC6725262|XP_016038267.1|DSIM
OG0001833	LOC115620087|XP_030369131.1|SLEB	LOC6735972|XP_002082881.2|DSIM
OG0001834	LOC115621587|XP_030371138.1|SLEB	LOC6728045|XP_002103397.1|DSIM
OG0001837	LOC115626129|XP_030377242.1|SLEB	LOC6736243|XP_016029744.1|DSIM
OG0001838	LOC115628742|XP_030380810.1|SLEB	LOC27206772|XP_016027364.1|DSIM
OG0001839	LOC115634190|XP_030387636.1|SLEB	LOC6730495|XP_002077676.1|DSIM, LOC6735405|XP_002082348.1|DSIM
OG0001841	LOC115622421|XP_030372216.1|SLEB	LOC27207151|XP_016029760.1|DSIM, LOC6736273|XP_016029758.1|DSIM
OG0001842	LOC115632874|XP_030386008.1|SLEB	LOC6736495|XP_002083365.1|DSIM, LOC6731367|XP_002078521.2|DSIM
OG0001843	LOC115634002|XP_030387390.1|SLEB	LOC6738692|XP_002085494.1|DSIM
OG0001844	LOC115624923|XP_030375634.1|SLEB	LOC27206223|XP_016031904.1|DSIM, LOC27206224|XP_016031903.1|DSIM
OG0001845	LOC115620232|XP_030369235.1|SLEB, LOC115622967|XP_030372976.1|SLEB	LOC6732640|XP_002079757.1|DSIM, LOC27206599|XP_016029213.1|DSIM
OG0001846	LOC115621492|XP_030371020.1|SLEB	LOC6727723|XP_002103085.2|DSIM, LOC6727724|XP_002103086.1|DSIM
OG0001848	LOC115629991|XP_030382477.1|SLEB	LOC27208523|XP_039149102.1|DSIM
OG0001849	LOC115620921|XP_030370281.1|SLEB	LOC6729309|XP_002104626.1|DSIM
OG0001850	LOC115627978|XP_030379734.1|SLEB	LOC6724728|XP_016037363.1|DSIM
OG0001851	LOC115627985|XP_030379741.1|SLEB	LOC6724712|XP_039152130.1|DSIM
OG0001852	LOC115628288|XP_030380190.1|SLEB	LOC6734424|XP_039149373.1|DSIM
OG0001853	LOC115620830|XP_030370120.1|SLEB	LOC6729749|XP_039151401.1|DSIM
OG0001854	LOC115629954|XP_030382426.1|SLEB	LOC6726011|XP_002106993.2|DSIM
OG0001855	LOC115634633|XP_030388348.1|SLEB, LOC115620159|XP_030369148.1|SLEB	LOC6734816|XP_002081819.1|DSIM
OG0001856	LOC115633222|XP_030386473.1|SLEB	LOC27206345|XP_016038609.1|DSIM
OG0001857	LOC115629236|XP_030381510.1|SLEB	LOC6740541|XP_016040168.1|DSIM
OG0001858	LOC115627525|XP_030379084.1|SLEB, LOC115627541|XP_030379109.1|SLEB	LOC6740206|XP_016022758.1|DSIM
OG0001859	LOC115626825|XP_030378165.1|SLEB	LOC120285321|XP_039153174.1|DSIM, LOC6726614|XP_039153175.1|DSIM
OG0001860	LOC115622757|XP_030372671.1|SLEB	LOC6738547|XP_016032396.1|DSIM
OG0001861	LOC115620483|XP_030369575.1|SLEB	LOC6725914|XP_016039276.1|DSIM, LOC6729784|XP_002105089.2|DSIM
OG0001862	LOC115633355|XP_030386654.1|SLEB	LOC6726557|XP_016040227.1|DSIM
OG0001863	LOC115633348|XP_030386642.1|SLEB	LOC6725886|XP_002106881.1|DSIM
OG0001864	LOC115620539|XP_030369678.1|SLEB	LOC6728060|XP_016034672.1|DSIM
OG0001865	LOC115627253|XP_030378740.1|SLEB	LOC6726200|XP_039152449.1|DSIM
OG0001866	LOC115620942|XP_030370313.1|SLEB	LOC6728263|XP_039150828.1|DSIM
OG0001867	LOC115632355|XP_030385325.1|SLEB	LOC6738476|XP_016032320.1|DSIM
OG0001868	LOC115628618|XP_030380662.1|SLEB	LOC6733059|XP_016025744.1|DSIM
OG0001869	LOC115620529|XP_030369658.1|SLEB	LOC6727262|XP_039150747.1|DSIM
OG0001870	LOC115628839|XP_030380941.1|SLEB	LOC6725226|XP_002106248.1|DSIM
OG0001871	LOC115628959|XP_030381094.1|SLEB	LOC6725683|XP_002106687.1|DSIM
OG0001872	LOC115621411|XP_030370918.1|SLEB	LOC6730224|XP_016036976.1|DSIM
OG0001873	LOC115620540|XP_030369680.1|SLEB	LOC6726643|XP_016033131.1|DSIM
OG0001874	LOC115626911|XP_030378281.1|SLEB, LOC115620812|XP_030370098.1|SLEB	LOC6729519|XP_002104827.1|DSIM
OG0001875	LOC115620582|XP_030369747.1|SLEB	LOC6730277|XP_016037043.1|DSIM
OG0001876	LOC115629125|XP_030381321.1|SLEB	LOC27209364|XP_016039447.1|DSIM
OG0001877	LOC115627395|XP_030378910.1|SLEB	LOC6724969|XP_016037913.1|DSIM
OG0001878	LOC115621262|XP_030370720.1|SLEB	LOC6728224|XP_016034863.1|DSIM
OG0001879	LOC115620786|XP_030370060.1|SLEB	LOC6729526|XP_016036204.1|DSIM
OG0001880	LOC115621089|XP_030370482.1|SLEB	LOC6727499|XP_002102879.2|DSIM
OG0001881	LOC115623879|XP_030374289.1|SLEB	LOC6727184|XP_002102576.1|DSIM
OG0001882	LOC115620456|XP_030369546.1|SLEB	LOC27207590|XP_016036528.1|DSIM
OG0001883	LOC115621930|XP_030371637.1|SLEB	LOC6729190|XP_016035841.1|DSIM
OG0001884	LOC115620600|XP_030369773.1|SLEB	LOC6727281|XP_039150422.1|DSIM
OG0001885	LOC115631381|XP_030383963.1|SLEB	LOC27206507|XP_016024731.1|DSIM
OG0001886	LOC115625519|XP_030376443.1|SLEB	LOC6728797|XP_002104132.1|DSIM
OG0001887	LOC115625274|XP_030376141.1|SLEB	LOC6739378|XP_002076286.1|DSIM
OG0001888	LOC115624398|XP_030374987.1|SLEB	LOC6726779|XP_002102187.1|DSIM
OG0001889	LOC115627423|XP_030378952.1|SLEB	LOC6725500|XP_002106514.2|DSIM
OG0001890	LOC115628171|XP_030380013.1|SLEB	LOC6738852|XP_016032670.1|DSIM
OG0001891	LOC115620477|XP_030369570.1|SLEB	LOC6727349|XP_016033876.1|DSIM
OG0001892	LOC115628648|XP_030380677.1|SLEB	LOC6740360|XP_016033113.1|DSIM
OG0001893	LOC115621158|XP_030370575.1|SLEB	LOC6739775|XP_002076668.2|DSIM
OG0001894	LOC115634812|XP_030388588.1|SLEB	LOC6733438|XP_016026387.1|DSIM
OG0001895	LOC115627735|XP_030379364.1|SLEB	LOC6724730|XP_039152122.1|DSIM
OG0001896	LOC115627734|XP_030379358.1|SLEB	LOC27208341|XP_039148281.1|DSIM
OG0001897	LOC115629453|XP_030381777.1|SLEB	LOC6728674|XP_016035340.1|DSIM
OG0001898	LOC115627506|XP_030379059.1|SLEB	LOC27209153|XP_039153571.1|DSIM, LOC120284223|XP_039153575.1|DSIM
OG0001899	LOC115620936|XP_030370307.1|SLEB	LOC6727528|XP_016034104.1|DSIM
OG0001900	LOC115630576|XP_030383057.1|SLEB	LOC6738710|XP_002085511.1|DSIM
OG0001901	LOC115626207|XP_030377351.1|SLEB	LOC6731241|XP_016023781.1|DSIM
OG0001902	LOC115628647|XP_030380676.1|SLEB	LOC120285683|XP_039154265.1|DSIM, LOC27206887|XP_039154264.1|DSIM, LOC27208787|XP_039154212.1|DSIM
OG0001903	LOC115620357|XP_030369420.1|SLEB	LOC6726673|XP_016033166.1|DSIM
OG0001904	LOC115621793|XP_030371425.1|SLEB	LOC6729900|XP_016036654.2|DSIM
OG0001905	LOC115627585|XP_030379169.1|SLEB	LOC6725660|XP_002106667.1|DSIM
OG0001906	LOC115621567|XP_030371108.1|SLEB	LOC6727257|XP_016033763.1|DSIM
OG0001907	LOC115627853|XP_030379574.1|SLEB	LOC6726118|XP_039152921.1|DSIM
OG0001908	LOC115620336|XP_030369393.1|SLEB	LOC6729875|XP_016036637.1|DSIM
OG0001909	LOC115628677|XP_030380711.1|SLEB	LOC6725475|XP_016038583.1|DSIM
OG0001910	LOC115625361|XP_030376256.1|SLEB	LOC6728694|XP_002104030.1|DSIM
OG0001911	LOC115621012|XP_030370392.1|SLEB	LOC6727805|XP_039151898.1|DSIM
OG0001912	LOC115626721|XP_030378029.1|SLEB	LOC6734590|XP_002081598.1|DSIM
OG0001913	LOC115630737|XP_030383251.1|SLEB	LOC6731870|XP_002079005.1|DSIM
OG0001914	LOC115625053|XP_030375765.1|SLEB	LOC6729375|XP_039151825.1|DSIM
OG0001915	LOC115622564|XP_030372394.1|SLEB	LOC6736468|XP_016030007.1|DSIM
OG0001916	LOC115620169|XP_030369158.1|SLEB, LOC115630214|XP_030382640.1|SLEB	LOC6735204|XP_016028483.1|DSIM
OG0001918	LOC115622243|XP_030371999.1|SLEB	LOC6736769|XP_002083625.2|DSIM
OG0001919	LOC115625611|XP_030376610.1|SLEB	LOC6734628|XP_016027789.2|DSIM
OG0001920	LOC115633095|XP_030386335.1|SLEB	LOC6734412|XP_016029686.1|DSIM
OG0001921	LOC115633945|XP_030387322.1|SLEB	LOC6734325|XP_002081348.1|DSIM
OG0001922	LOC115632761|XP_030385873.1|SLEB	LOC6735782|XP_016029158.1|DSIM
OG0001923	LOC115633094|XP_030386334.1|SLEB	LOC6737075|XP_039150258.1|DSIM
OG0001924	LOC115624314|XP_030374803.1|SLEB	LOC6739824|XP_039147404.1|DSIM
OG0001925	LOC115622308|XP_030372073.1|SLEB	LOC27208441|XP_016030499.1|DSIM
OG0001926	LOC115622517|XP_030372332.1|SLEB	LOC6739625|XP_016030984.1|DSIM
OG0001927	LOC115629465|XP_030381799.1|SLEB	LOC6734161|XP_002081190.1|DSIM
OG0001928	LOC115622816|XP_030372746.1|SLEB	LOC27207739|XP_016031351.1|DSIM
OG0001929	LOC115622118|XP_030371823.1|SLEB	LOC6737554|XP_039149718.1|DSIM
OG0001930	LOC115631050|XP_030383548.1|SLEB	LOC6735135|XP_016028418.1|DSIM
OG0001931	LOC115633086|XP_030386323.1|SLEB	LOC6737615|XP_016031392.1|DSIM
OG0001932	LOC115633085|XP_030386320.1|SLEB	LOC6737614|XP_039149895.1|DSIM
OG0001933	LOC115634066|XP_030387471.1|SLEB	LOC6734927|XP_002081924.1|DSIM
OG0001934	LOC115622258|XP_030372018.1|SLEB	LOC6737550|XP_016031335.2|DSIM
OG0001935	LOC115632367|XP_030385344.1|SLEB	LOC6738265|XP_002085076.1|DSIM
OG0001937	LOC115620076|XP_030369101.1|SLEB	LOC6734595|XP_016027719.1|DSIM
OG0001938	LOC115633357|XP_030386661.1|SLEB	LOC6733971|XP_002081015.1|DSIM
OG0001939	LOC115624643|XP_030375277.1|SLEB	LOC6735463|XP_002082402.2|DSIM
OG0001940	LOC115634150|XP_030387583.1|SLEB	LOC6733426|XP_016026374.1|DSIM
OG0001941	LOC115632452|XP_030385463.1|SLEB	LOC120284757|XP_039149394.1|DSIM, LOC6734415|XP_039149386.1|DSIM
OG0001942	LOC115625054|XP_030375821.1|SLEB	LOC6733281|XP_016026178.1|DSIM
OG0001943	LOC115633024|XP_030386208.1|SLEB	LOC27206219|XP_016032140.1|DSIM
OG0001944	LOC115624798|XP_030375502.1|SLEB	LOC6736203|XP_016029644.1|DSIM
OG0001945	LOC115630519|XP_030382984.1|SLEB	LOC6733441|XP_039147236.1|DSIM
OG0001946	LOC115630326|XP_030382727.1|SLEB	LOC6733389|XP_002080446.1|DSIM
OG0001947	LOC115633391|XP_030386736.1|SLEB	LOC6734999|XP_002081981.1|DSIM
OG0001948	LOC115624732|XP_030375418.1|SLEB	LOC6726341|XP_016039915.1|DSIM
OG0001949	LOC115622502|XP_030372310.1|SLEB	LOC6738968|XP_039149067.1|DSIM
OG0001950	LOC115625531|XP_030376464.1|SLEB	LOC6726821|XP_016033322.1|DSIM
OG0001951	LOC115634452|XP_030388033.1|SLEB	LOC6735756|XP_016029121.2|DSIM
OG0001952	LOC115627259|XP_030378757.1|SLEB	LOC6725076|XP_002106104.1|DSIM
OG0001953	LOC115621298|XP_030370768.1|SLEB	LOC6739488|XP_039147535.1|DSIM
OG0001954	LOC115631191|XP_030383745.1|SLEB	LOC6733830|XP_016026824.1|DSIM
OG0001955	LOC115631313|XP_030383887.1|SLEB, LOC115622273|XP_030372038.1|SLEB	LOC6733876|XP_002080920.1|DSIM
OG0001956	LOC115632557|XP_030385630.1|SLEB	LOC6737197|XP_002084043.1|DSIM
OG0001957	LOC115629432|XP_030381753.1|SLEB	LOC6735527|XP_016028871.1|DSIM
OG0001958	LOC115628749|XP_030380851.1|SLEB	LOC6735125|XP_039147429.1|DSIM
OG0001960	LOC115628349|XP_030380282.1|SLEB	LOC6736351|XP_016029825.1|DSIM
OG0001961	LOC115625912|XP_030377008.1|SLEB	LOC6736140|XP_016029530.1|DSIM
OG0001962	LOC115634803|XP_030388576.1|SLEB	LOC6733437|XP_002080494.3|DSIM
OG0001963	LOC115632270|XP_030385211.1|SLEB	LOC6738384|XP_016032210.1|DSIM
OG0001964	LOC115628265|XP_030380144.1|SLEB	LOC6737131|XP_016030763.1|DSIM
OG0001965	LOC115632888|XP_030386029.1|SLEB	LOC6737020|XP_016030643.1|DSIM
OG0001966	LOC115621306|XP_030370778.1|SLEB	LOC6727694|XP_002103056.2|DSIM
OG0001967	LOC115633270|XP_030386542.1|SLEB	LOC6735510|XP_016028841.1|DSIM
OG0001968	LOC115632235|XP_030385154.1|SLEB	LOC6737572|XP_002084405.1|DSIM
OG0001969	LOC115629718|XP_030382103.1|SLEB	LOC6733386|XP_039148675.1|DSIM
OG0001970	LOC115631595|XP_030384260.1|SLEB	LOC6735761|XP_016029131.1|DSIM
OG0001971	LOC115626900|XP_030378269.1|SLEB	LOC6735335|XP_016028677.1|DSIM
OG0001972	LOC115633736|XP_030387067.1|SLEB	LOC6733146|XP_002080222.1|DSIM
OG0001973	LOC115630544|XP_030383017.1|SLEB	LOC6735883|XP_016029240.1|DSIM
OG0001974	LOC115623352|XP_030373499.1|SLEB	LOC6733699|XP_002080746.1|DSIM
OG0001975	LOC115632670|XP_030385764.1|SLEB, LOC115632667|XP_030385761.1|SLEB, LOC115632672|XP_030385766.1|SLEB	LOC6736472|XP_002083343.1|DSIM
OG0001976	LOC115620028|XP_030368991.1|SLEB	LOC6739401|XP_002076307.1|DSIM
OG0001977	LOC115626144|XP_030377268.1|SLEB	LOC6731249|XP_016023787.1|DSIM
OG0001978	LOC115630531|XP_030382995.1|SLEB	LOC6732646|XP_002079763.1|DSIM
OG0001979	LOC115630969|XP_030383408.1|SLEB	LOC6731400|XP_002078553.1|DSIM
OG0001980	LOC115628545|XP_030380566.1|SLEB	LOC6730397|XP_002077579.1|DSIM
OG0001981	LOC115630436|XP_030382855.1|SLEB	LOC6731069|XP_016023589.1|DSIM
OG0001982	LOC115626379|XP_030377594.1|SLEB	LOC27207519|XP_016022786.1|DSIM
OG0001983	LOC115630060|XP_030382554.1|SLEB	LOC27208878|XP_039149301.1|DSIM
OG0001984	LOC115626407|XP_030377632.1|SLEB	LOC6731169|XP_002078327.1|DSIM
OG0001985	LOC115626195|XP_030377336.1|SLEB	LOC6731655|XP_016024337.1|DSIM
OG0001986	LOC115629074|XP_030381250.1|SLEB	LOC27207907|XP_016023821.1|DSIM
OG0001987	LOC115627361|XP_030378870.1|SLEB	LOC27207378|XP_016037575.1|DSIM
OG0001988	LOC115624248|XP_030375102.1|SLEB	LOC6734903|XP_016028176.1|DSIM
OG0001989	LOC115631503|XP_030384123.1|SLEB	LOC6730492|XP_002077673.2|DSIM
OG0001990	LOC115631549|XP_030384186.1|SLEB	LOC6731831|XP_016024513.1|DSIM
OG0001991	LOC115633459|XP_030386774.1|SLEB	LOC27206899|XP_039154520.1|DSIM
OG0001992	LOC115631134|XP_030383662.1|SLEB	LOC6732072|XP_016024742.2|DSIM
OG0001993	LOC115626212|XP_030377363.1|SLEB	LOC6731218|XP_002078377.1|DSIM
OG0001994	LOC115620309|XP_030369353.1|SLEB	LOC6727328|XP_016033856.1|DSIM
OG0001995	LOC115625791|XP_030376825.1|SLEB	LOC6732820|XP_002079933.1|DSIM
OG0001996	LOC115628484|XP_030380467.1|SLEB	LOC6731072|XP_039149693.1|DSIM
OG0001997	LOC115623018|XP_030373048.1|SLEB, LOC115626740|XP_030378052.1|SLEB	LOC6736125|XP_002083025.1|DSIM
OG0001998	LOC115627825|XP_030379523.1|SLEB	LOC6736127|XP_002083027.1|DSIM
OG0001999	LOC115627840|XP_030379555.1|SLEB	LOC6733832|XP_039148756.1|DSIM
OG0002000	LOC115631813|XP_030384509.1|SLEB	LOC6731482|XP_002078631.1|DSIM
OG0002001	LOC115630473|XP_030382905.1|SLEB	LOC6732654|XP_016025368.2|DSIM
OG0002002	LOC115631299|XP_030383877.1|SLEB	LOC6734159|XP_002081188.1|DSIM
OG0002003	LOC115626386|XP_030377604.1|SLEB	LOC27207690|XP_016024252.1|DSIM
OG0002004	LOC115630532|XP_030382996.1|SLEB	LOC6732619|XP_016025327.1|DSIM
OG0002005	LOC115626358|XP_030377569.1|SLEB	LOC6732489|XP_039154416.1|DSIM
OG0002006	LOC115631952|XP_030384666.1|SLEB	LOC6731360|XP_039147199.1|DSIM
OG0002007	LOC115625655|XP_030376642.1|SLEB	LOC6731492|XP_016024169.1|DSIM
OG0002008	LOC115628013|XP_030379798.1|SLEB	LOC27207557|XP_016037384.1|DSIM
OG0002009	LOC115633645|XP_030386950.1|SLEB	LOC6735777|XP_002082690.1|DSIM
OG0002010	LOC115626262|XP_030377431.1|SLEB	LOC6731578|XP_002078719.2|DSIM
OG0002011	LOC115625985|XP_030377091.1|SLEB	LOC6732900|XP_016025622.1|DSIM
OG0002012	LOC115630790|XP_030383305.1|SLEB	LOC6731058|XP_002078217.3|DSIM
OG0002014	LOC115624613|XP_030375225.1|SLEB	LOC6735483|XP_016028818.1|DSIM
OG0002015	LOC115632054|XP_030384888.1|SLEB	LOC6731390|XP_002078543.1|DSIM
OG0002016	LOC115634113|XP_030387531.1|SLEB	LOC6733629|XP_016026590.1|DSIM
OG0002017	LOC115630966|XP_030383405.1|SLEB	LOC6731889|XP_039154308.1|DSIM
OG0002018	LOC115626211|XP_030377362.1|SLEB	LOC6731219|XP_016023760.1|DSIM
OG0002019	LOC115631600|XP_030384262.1|SLEB	LOC6732086|XP_002079218.2|DSIM
OG0002020	LOC115625933|XP_030377030.1|SLEB	LOC6739250|XP_016025539.1|DSIM
OG0002021	LOC115634191|XP_030387638.1|SLEB	LOC6735508|XP_016028840.1|DSIM
OG0002022	LOC115630511|XP_030382971.1|SLEB	LOC6733034|XP_016025721.1|DSIM
OG0002023	LOC115620321|XP_030369374.1|SLEB	LOC6728274|XP_039150914.1|DSIM
OG0002024	LOC115625374|XP_030376271.1|SLEB, LOC115630976|XP_030383415.1|SLEB, LOC115627214|XP_030378694.1|SLEB	LOC6731778|XP_002078913.1|DSIM
OG0002025	LOC115631413|XP_030383999.1|SLEB	LOC6731976|XP_039148436.1|DSIM
OG0002026	LOC115625951|XP_030377050.1|SLEB	LOC6739094|XP_039149850.1|DSIM, LOC120284800|XP_039149851.1|DSIM
OG0002027	LOC115620035|XP_030369006.1|SLEB	LOC6735712|XP_016029086.1|DSIM
OG0002028	LOC115629426|XP_030381744.1|SLEB	LOC6735947|XP_016029298.1|DSIM
OG0002029	LOC115623073|XP_030373134.1|SLEB	LOC6736901|XP_002083754.1|DSIM
OG0002030	LOC115632284|XP_030385238.1|SLEB	LOC6736095|XP_016029490.1|DSIM
OG0002031	LOC115627216|XP_030378699.1|SLEB	LOC6734383|XP_016027504.1|DSIM
OG0002032	LOC115623392|XP_030373559.1|SLEB	LOC6727228|XP_002102620.3|DSIM
OG0002033	LOC115629149|XP_030381371.1|SLEB	LOC6725630|XP_039153548.1|DSIM
OG0002034	LOC115627811|XP_030379501.1|SLEB	LOC27207764|XP_016037637.2|DSIM
OG0002035	LOC115623568|XP_030373825.1|SLEB	LOC6728909|XP_002104239.2|DSIM
OG0002036	LOC115625563|XP_030376516.1|SLEB	LOC6728706|XP_016035373.2|DSIM
OG0002037	LOC115624723|XP_030375404.1|SLEB	LOC27207182|XP_016030378.1|DSIM
OG0002038	LOC115623497|XP_030373734.1|SLEB	LOC6727373|XP_002102758.1|DSIM
OG0002039	LOC115628097|XP_030379938.1|SLEB	LOC27208877|XP_016025917.2|DSIM, LOC27208205|XP_016025878.1|DSIM
OG0002040	LOC115621440|XP_030370953.1|SLEB	LOC120284217|XP_039154244.1|DSIM, LOC27206198|XP_039154242.1|DSIM
OG0002041	LOC115620037|XP_030369016.1|SLEB	LOC6733574|XP_016026524.1|DSIM
OG0002042	LOC115623851|XP_030374255.1|SLEB	LOC6727069|XP_002102466.1|DSIM
OG0002043	LOC115625179|XP_030376004.1|SLEB	LOC6726871|XP_002102273.1|DSIM
OG0002044	LOC115621986|XP_030371698.1|SLEB	LOC6739760|XP_039151026.1|DSIM
OG0002045	LOC115624425|XP_030375024.1|SLEB	LOC6739699|XP_016035602.2|DSIM
OG0002046	LOC115626883|XP_030378253.1|SLEB	LOC6724736|XP_002105779.1|DSIM
OG0002047	LOC115629153|XP_030381378.1|SLEB	LOC6740235|XP_039153822.1|DSIM
OG0002048	LOC115623913|XP_030374329.1|SLEB, LOC115624061|XP_030374506.1|SLEB	LOC6728392|XP_002103740.2|DSIM
OG0002049	LOC115623340|XP_030373471.1|SLEB	LOC6728517|XP_016035172.2|DSIM
OG0002050	LOC115625161|XP_030375950.1|SLEB	LOC6727915|XP_039150663.1|DSIM
OG0002051	LOC115621966|XP_030371678.1|SLEB	LOC27208216|XP_016027029.1|DSIM
OG0002052	LOC115632629|XP_030385719.1|SLEB	LOC6738308|XP_002085119.1|DSIM
OG0002053	LOC115623759|XP_030374154.1|SLEB	LOC6739701|XP_039151298.1|DSIM
OG0002054	LOC115621869|XP_030371551.1|SLEB	LOC6726853|XP_002102255.2|DSIM
OG0002055	LOC115623698|XP_030374034.1|SLEB	LOC6728446|XP_016035057.1|DSIM
OG0002056	LOC115624615|XP_030375226.1|SLEB	LOC6737838|XP_002084666.2|DSIM
OG0002057	LOC115631304|XP_030383879.1|SLEB	LOC6731841|XP_002078976.1|DSIM
OG0002058	LOC115623467|XP_030373689.1|SLEB	LOC6736210|XP_002083105.1|DSIM
OG0002059	LOC115625167|XP_030375958.1|SLEB	LOC6729620|XP_002104928.1|DSIM
OG0002060	LOC115623559|XP_030373854.1|SLEB	LOC6734527|XP_016027644.1|DSIM
