Orthogroup	SLEB.longest_only	AALB.longest_only
OG0002370	LOC115626037|XP_030377147.1|SLEB	LOC118460984|XP_035781699.1|AALB
OG0002371	LOC115625676|XP_030376673.1|SLEB	LOC118460985|XP_035781700.1|AALB
OG0002372	LOC115628600|XP_030380643.1|SLEB	LOC118457711|XP_035775387.1|AALB
OG0002373	LOC115631115|XP_030383635.1|SLEB	LOC118462015|XP_035783854.1|AALB
OG0002374	LOC115621914|XP_030371610.1|SLEB	LOC118456445|XP_035773101.1|AALB
OG0002375	LOC115624037|XP_030374475.1|SLEB	LOC118466314|XP_035791318.1|AALB
OG0002376	LOC115625993|XP_030377097.1|SLEB	LOC118460350|XP_035780481.1|AALB
OG0002377	LOC115625060|XP_030375792.1|SLEB	LOC118456556|XP_035773318.1|AALB
OG0002378	LOC115622674|XP_030372548.1|SLEB	LOC118460962|XP_035781631.1|AALB
OG0002379	LOC115631570|XP_030384222.1|SLEB	LOC118461197|XP_035782135.1|AALB
OG0002380	LOC115629361|XP_030381673.1|SLEB	LOC118459636|XP_035779107.1|AALB
OG0002381	LOC115626713|XP_030378016.1|SLEB	LOC118460788|XP_035781285.1|AALB
OG0002382	LOC115627104|XP_030378521.1|SLEB	LOC118460791|XP_035781289.1|AALB
OG0002383	LOC115628329|XP_030380246.1|SLEB	LOC118460797|XP_035781297.1|AALB
OG0002384	LOC115630231|XP_030382644.1|SLEB	LOC118459894|XP_035779594.1|AALB
OG0002386	LOC115623844|XP_030374245.1|SLEB	LOC118461232|XP_035782219.1|AALB
OG0002387	LOC115620570|XP_030369724.1|SLEB	LOC118456943|XP_035773999.1|AALB
OG0002388	LOC115625272|XP_030376135.1|SLEB	LOC118461033|XP_035781807.1|AALB
OG0002389	LOC115620296|XP_030369338.1|SLEB	LOC118457262|XP_035774544.1|AALB
OG0002390	LOC115630543|XP_030383013.1|SLEB	LOC118456611|XP_035773413.1|AALB
OG0002391	LOC115632949|XP_030386109.1|SLEB	LOC118458861|XP_035777685.1|AALB
OG0002392	LOC115622399|XP_030372188.1|SLEB	LOC118457880|XP_035775702.1|AALB
OG0002393	LOC115628294|XP_030380200.1|SLEB	LOC118458618|XP_035777194.1|AALB
OG0002394	LOC115625219|XP_030376059.1|SLEB, LOC115628109|XP_030379951.1|SLEB	LOC118469031|XP_035796379.1|AALB
OG0002395	LOC115624348|XP_030374861.1|SLEB	LOC118461927|XP_035783692.1|AALB
OG0002396	LOC115626919|XP_030378291.1|SLEB	LOC118457109|XP_035774301.1|AALB
OG0002397	LOC115626081|XP_030377197.1|SLEB	LOC118461824|XP_035783473.1|AALB
OG0002398	LOC115633420|XP_030386739.1|SLEB	LOC118459453|XP_035778752.1|AALB
OG0002399	LOC115634456|XP_030388040.1|SLEB, LOC115624813|XP_030375519.1|SLEB	LOC118458284|XP_035776499.1|AALB
OG0002400	LOC115621720|XP_030371297.1|SLEB, LOC115630023|XP_030382549.1|SLEB	LOC118456280|XP_035772786.1|AALB
OG0002401	LOC115627918|XP_030379673.1|SLEB	LOC118468297|XP_035794919.1|AALB
OG0002402	LOC115625287|XP_030376158.1|SLEB	LOC118460542|XP_035780825.1|AALB
OG0002403	LOC115621324|XP_030370804.1|SLEB	LOC118460543|XP_035780826.1|AALB
OG0002404	LOC115620509|XP_030369628.1|SLEB	LOC118457979|XP_035775919.1|AALB
OG0002405	LOC115624222|XP_030374696.1|SLEB	LOC118457615|XP_035775219.1|AALB
OG0002406	LOC115622115|XP_030371819.1|SLEB	LOC118468618|XP_035795521.1|AALB
OG0002408	LOC115625056|XP_030375778.1|SLEB	LOC118461594|XP_035782991.1|AALB
OG0002410	LOC115623956|XP_030374381.1|SLEB	LOC118457203|XP_035774446.1|AALB
OG0002411	LOC115623530|XP_030373772.1|SLEB	LOC118461853|XP_035783539.1|AALB
OG0002412	LOC115628660|XP_030380687.1|SLEB	LOC118461405|XP_035782574.1|AALB
OG0002413	LOC115629846|XP_030382286.1|SLEB	LOC118461318|XP_035782411.1|AALB
OG0002414	LOC115633056|XP_030386261.1|SLEB	LOC118461716|XP_035783267.1|AALB
OG0002415	LOC115623387|XP_030373548.1|SLEB	LOC118468461|XP_035795147.1|AALB
OG0002418	LOC115620589|XP_030369758.1|SLEB	LOC118458867|XP_035777710.1|AALB
OG0002419	LOC115629362|XP_030381676.1|SLEB	LOC118460727|XP_035781172.1|AALB, LOC118464927|XP_035788593.1|AALB
OG0002420	LOC115632828|XP_030385942.1|SLEB, LOC115632827|XP_030385940.1|SLEB	LOC118460161|XP_035780154.1|AALB
OG0002421	LOC115625415|XP_030376314.1|SLEB	LOC118456354|XP_035772908.1|AALB
OG0002422	LOC115623520|XP_030373761.1|SLEB	LOC118457412|XP_035774876.1|AALB
OG0002423	LOC115622335|XP_030372107.1|SLEB	LOC118460151|XP_035780140.1|AALB
OG0002424	LOC115628016|XP_030379806.1|SLEB	LOC118460491|XP_035780737.1|AALB
OG0002425	LOC115626778|XP_030378104.1|SLEB	LOC118459182|XP_035778230.1|AALB
OG0002426	LOC115623080|XP_030373139.1|SLEB	LOC118468863|XP_035796021.1|AALB
OG0002427	LOC115627865|XP_030379606.1|SLEB	LOC118461260|XP_035782273.1|AALB
OG0002428	LOC115627112|XP_030378538.1|SLEB	LOC118466759|XP_035792367.1|AALB
OG0002429	LOC115622869|XP_030372816.1|SLEB	LOC118458589|XP_035777145.1|AALB
OG0002430	LOC115629395|XP_030381709.1|SLEB	LOC118466378|XP_035791496.1|AALB
OG0002431	LOC115620073|XP_030369095.1|SLEB	LOC118464630|XP_035787969.1|AALB
OG0002432	LOC115627150|XP_030378588.1|SLEB	LOC118456443|XP_035773097.1|AALB
OG0002433	LOC115622016|XP_030371731.1|SLEB	LOC118464298|XP_035787476.1|AALB
OG0002434	LOC115628085|XP_030379922.1|SLEB	LOC118464154|XP_035787174.1|AALB
OG0002436	LOC115620070|XP_030369086.1|SLEB	LOC118463302|XP_035785681.1|AALB
OG0002437	LOC115634559|XP_030388235.1|SLEB	LOC118464260|XP_035787392.1|AALB, LOC118464363|XP_035787581.1|AALB
OG0002438	LOC115627458|XP_030378988.1|SLEB	LOC118467021|XP_035792862.1|AALB
OG0002439	LOC115626255|XP_030377418.1|SLEB	LOC118458026|XP_035776025.1|AALB
OG0002440	LOC115632228|XP_030385148.1|SLEB	LOC118463730|XP_035786417.1|AALB
OG0002441	LOC115633933|XP_030387309.1|SLEB	LOC118465670|XP_035789990.1|AALB
OG0002442	LOC115624532|XP_030375116.1|SLEB	LOC118465730|XP_035790085.1|AALB
OG0002443	LOC115629147|XP_030381370.1|SLEB	LOC118466936|XP_035792720.1|AALB
OG0002444	LOC115624620|XP_030375230.1|SLEB	LOC118462872|XP_035784824.1|AALB
OG0002445	LOC115625329|XP_030376217.1|SLEB	LOC118466744|XP_035792322.1|AALB
OG0002446	LOC115631021|XP_030383500.1|SLEB	LOC118465220|XP_035789105.1|AALB
OG0002447	LOC115622195|XP_030371946.1|SLEB, LOC115630210|XP_030382638.1|SLEB, LOC115630211|XP_030382639.1|SLEB	LOC118463947|XP_035786817.1|AALB
OG0002448	LOC115621395|XP_030370900.1|SLEB	LOC118464420|XP_035787671.1|AALB
OG0002449	LOC115630118|XP_030382593.1|SLEB	LOC118464230|XP_035787305.1|AALB
OG0002450	LOC115624096|XP_030374545.1|SLEB	LOC118458328|XP_035776572.1|AALB
OG0002451	LOC115634330|XP_030387847.1|SLEB	LOC118464169|XP_035787201.1|AALB
OG0002452	LOC115634006|XP_030387392.1|SLEB	LOC118463813|XP_035786583.1|AALB
OG0002453	LOC115623695|XP_030374033.1|SLEB	LOC118463812|XP_035786582.1|AALB
OG0002454	LOC115622627|XP_030372494.1|SLEB	LOC118463825|XP_035786601.1|AALB
OG0002455	LOC115622475|XP_030372279.1|SLEB	LOC118466013|XP_035790716.1|AALB
OG0002456	LOC115624950|XP_030375661.1|SLEB	LOC118466060|XP_035790802.1|AALB
OG0002457	LOC115619962|XP_030368853.1|SLEB	LOC118464737|XP_035788235.1|AALB
OG0002458	LOC115624895|XP_030375607.1|SLEB	LOC118457749|XP_035775454.1|AALB
OG0002459	LOC115627098|XP_030378518.1|SLEB	LOC118467100|XP_035793042.1|AALB
OG0002460	LOC115624947|XP_030375658.1|SLEB	LOC118464694|XP_035788107.1|AALB
OG0002461	LOC115634616|XP_030388324.1|SLEB	LOC118465162|XP_035789013.1|AALB
OG0002462	LOC115634446|XP_030388029.1|SLEB	LOC118465021|XP_035788776.1|AALB
OG0002463	LOC115626822|XP_030378166.1|SLEB	LOC118467226|XP_035793370.1|AALB
OG0002464	LOC115624736|XP_030375421.1|SLEB	LOC118467034|XP_035792910.1|AALB
OG0002465	LOC115624655|XP_030375296.1|SLEB	LOC118467032|XP_035792907.1|AALB
OG0002466	LOC115627784|XP_030379454.1|SLEB	LOC118467618|XP_035794215.1|AALB
OG0002467	LOC115622344|XP_030372116.1|SLEB	LOC118464769|XP_035788285.1|AALB
OG0002468	LOC115634111|XP_030387534.1|SLEB	LOC118465937|XP_035790540.1|AALB
OG0002469	LOC115621804|XP_030371447.1|SLEB	LOC118464168|XP_035787199.1|AALB
OG0002470	LOC115621985|XP_030371702.1|SLEB	LOC118464183|XP_035787227.1|AALB
OG0002471	LOC115634817|XP_030388595.1|SLEB	LOC118463363|XP_035785774.1|AALB
OG0002472	LOC115629441|XP_030381754.1|SLEB, LOC115630093|XP_030382579.1|SLEB	LOC118464351|XP_035787565.1|AALB
OG0002473	LOC115624669|XP_030375322.1|SLEB	LOC118464361|XP_035787579.1|AALB
OG0002474	LOC115622898|XP_030372877.1|SLEB	LOC118462552|XP_035784212.1|AALB
OG0002475	LOC115621671|XP_030371242.1|SLEB	LOC118463881|XP_035786694.1|AALB
OG0002476	LOC115619978|XP_030368875.1|SLEB	LOC118464221|XP_035787286.1|AALB
OG0002477	LOC115632990|XP_030386173.1|SLEB	LOC118467251|XP_035793426.1|AALB
OG0002478	LOC115627076|XP_030378523.1|SLEB	LOC118467250|XP_035793421.1|AALB
OG0002479	LOC115624756|XP_030375448.1|SLEB	LOC118466774|XP_035792392.1|AALB
OG0002480	LOC115634254|XP_030387708.1|SLEB	LOC118464983|XP_035788708.1|AALB
OG0002481	LOC115629104|XP_030381286.1|SLEB	LOC118464500|XP_035787828.1|AALB
OG0002482	LOC115634245|XP_030387699.1|SLEB	LOC118463880|XP_035786692.1|AALB
OG0002483	LOC115624229|XP_030374709.1|SLEB	LOC118464941|XP_035788621.1|AALB
OG0002484	LOC115621714|XP_030371288.1|SLEB	LOC118464946|XP_035788628.1|AALB
OG0002485	LOC115630963|XP_030383401.1|SLEB	LOC118463977|XP_035786880.1|AALB
OG0002486	LOC115624749|XP_030375437.1|SLEB	LOC118467959|XP_035794835.1|AALB
OG0002487	LOC115625836|XP_030376895.1|SLEB	LOC118466257|XP_035791204.1|AALB
OG0002488	LOC115624607|XP_030375217.1|SLEB	LOC118464802|XP_035788358.1|AALB
OG0002489	LOC115621007|XP_030370390.1|SLEB	LOC118462685|XP_035784492.1|AALB
OG0002490	LOC115634007|XP_030387393.1|SLEB	LOC118463761|XP_035786468.1|AALB
OG0002491	LOC115633101|XP_030386341.1|SLEB	LOC118466923|XP_035792701.1|AALB
OG0002492	LOC115620547|XP_030369693.1|SLEB	LOC118465987|XP_035790668.1|AALB, LOC118465993|XP_035790678.1|AALB
OG0002493	LOC115626982|XP_030378361.1|SLEB	LOC118465985|XP_035790658.1|AALB
OG0002495	LOC115622644|XP_030372550.1|SLEB, LOC115634497|XP_030388116.1|SLEB	LOC118462829|XP_035784753.1|AALB
OG0002496	LOC115625351|XP_030376245.1|SLEB	LOC118464803|XP_035788359.1|AALB
OG0002497	LOC115633163|XP_030386434.1|SLEB	LOC118464813|XP_035788373.1|AALB
OG0002498	LOC115622424|XP_030372219.1|SLEB	LOC118463201|XP_035785529.1|AALB
OG0002508	LOC115627542|XP_030379110.1|SLEB	LOC118459048|XP_035777969.1|AALB
OG0002509	LOC115634623|XP_030388340.1|SLEB	LOC118467981|XP_035794863.1|AALB
OG0002510	LOC115628855|XP_030380965.1|SLEB	LOC118458351|XP_035776599.1|AALB
OG0002511	LOC115620916|XP_030370273.1|SLEB	LOC118467147|XP_035793224.1|AALB
OG0002512	LOC115627982|XP_030379738.1|SLEB	LOC118458417|XP_035776738.1|AALB
OG0002513	LOC115620419|XP_030369503.1|SLEB	LOC118457877|XP_035775697.1|AALB
OG0002514	LOC115624603|XP_030375208.1|SLEB	LOC118467621|XP_035794223.1|AALB, LOC118460209|XP_035780217.1|AALB
OG0002516	LOC115624027|XP_030374464.1|SLEB	LOC118460637|XP_035780987.1|AALB
OG0002517	LOC115627606|XP_030379190.1|SLEB	LOC118456694|XP_035773592.1|AALB
OG0002518	LOC115620283|XP_030369317.1|SLEB	LOC118461771|XP_035783397.1|AALB
OG0002519	LOC115629619|XP_030381981.1|SLEB	LOC118462310|XP_035784009.1|AALB
OG0002520	LOC115627509|XP_030379063.1|SLEB	LOC118462336|XP_035784011.1|AALB
OG0002522	LOC115621160|XP_030370580.1|SLEB	LOC118463360|XP_035785770.1|AALB
OG0002523	LOC115625099|XP_030375863.1|SLEB	LOC118464696|XP_035788156.1|AALB
OG0002524	LOC115629804|XP_030382226.1|SLEB	LOC118460475|XP_035780702.1|AALB, LOC118462538|XP_035784200.1|AALB, LOC118465983|XP_035790659.1|AALB
OG0002525	LOC115622214|XP_030371969.1|SLEB	LOC118461653|XP_035783124.1|AALB
OG0002526	LOC115620424|XP_030369511.1|SLEB	LOC118458396|XP_035776699.1|AALB
OG0002527	LOC115620188|XP_030369178.1|SLEB	LOC118469047|XP_035796409.1|AALB
OG0002528	LOC115628806|XP_030380879.1|SLEB	LOC118456509|XP_035773275.1|AALB
OG0002529	LOC115621185|XP_030370619.1|SLEB	LOC118464640|XP_035787995.1|AALB
OG0002530	LOC115625808|XP_030376850.1|SLEB	LOC118465697|XP_035790021.1|AALB
OG0002531	LOC115626428|XP_030377661.1|SLEB	LOC118468526|XP_035795287.1|AALB
OG0002532	LOC115628075|XP_030379909.1|SLEB	LOC118464240|XP_035787323.1|AALB
OG0002533	LOC115626735|XP_030378042.1|SLEB	LOC118465442|XP_035789589.1|AALB
OG0002534	LOC115629335|XP_030381645.1|SLEB	LOC118457279|XP_035774588.1|AALB
OG0002535	LOC115633953|XP_030387333.1|SLEB	LOC118466074|XP_035790839.1|AALB
OG0002536	LOC115621066|XP_030370451.1|SLEB	LOC118464376|XP_035787615.1|AALB, LOC118466675|XP_035792176.1|AALB
OG0002537	LOC115634580|XP_030388273.1|SLEB	LOC118467244|XP_035793409.1|AALB
OG0002539	LOC115634715|XP_030388458.1|SLEB	LOC118465434|XP_035789579.1|AALB
OG0002540	LOC115621578|XP_030371128.1|SLEB	LOC118456270|XP_035772778.1|AALB
OG0002541	LOC115627779|XP_030379448.1|SLEB	LOC118458974|XP_035777860.1|AALB
OG0002542	LOC115626647|XP_030377912.1|SLEB	LOC118461245|XP_035782255.1|AALB
OG0002543	LOC115627179|XP_030378640.1|SLEB	LOC118463118|XP_035785343.1|AALB, LOC118465289|XP_035789224.1|AALB
OG0002544	LOC115620223|XP_030369224.1|SLEB	LOC118458190|XP_035776330.1|AALB
OG0002545	LOC115626710|XP_030378005.1|SLEB	LOC118463572|XP_035786106.1|AALB
OG0002547	LOC115620815|XP_030370102.1|SLEB, LOC115628877|XP_030380993.1|SLEB	LOC118468754|XP_035795808.1|AALB
OG0002548	LOC115627864|XP_030379601.1|SLEB	LOC118463908|XP_035786782.1|AALB
OG0002549	LOC115627127|XP_030378558.1|SLEB	LOC118463719|XP_035786443.1|AALB
OG0002550	LOC115628695|XP_030380733.1|SLEB	LOC118459714|XP_035779271.1|AALB
OG0002551	LOC115621138|XP_030370551.1|SLEB	LOC118463635|XP_035786260.1|AALB
OG0002552	LOC115625730|XP_030376741.1|SLEB	LOC118458898|XP_035777750.1|AALB
OG0002553	LOC115627499|XP_030379046.1|SLEB	LOC118458325|XP_035776567.1|AALB
OG0002554	LOC115626783|XP_030378108.1|SLEB	LOC118459206|XP_035778279.1|AALB
OG0002555	LOC115627263|XP_030378751.1|SLEB	LOC118458461|XP_035776874.1|AALB
OG0002556	LOC115626336|XP_030377541.1|SLEB	LOC118468415|XP_035795111.1|AALB
OG0002557	LOC115633035|XP_030386239.1|SLEB	LOC118459862|XP_035779530.1|AALB
OG0002558	LOC115620595|XP_030369765.1|SLEB	LOC118467729|XP_035794426.1|AALB, LOC118464952|XP_035788638.1|AALB
OG0002559	LOC115628077|XP_030379910.1|SLEB	LOC118460503|XP_035780794.1|AALB
OG0002560	LOC115620522|XP_030369648.1|SLEB	LOC118462752|XP_035784612.1|AALB
OG0002561	LOC115620350|XP_030369411.1|SLEB	LOC118457115|XP_035774310.1|AALB
OG0002562	LOC115627250|XP_030378736.1|SLEB	LOC118459194|XP_035778292.1|AALB
OG0002565	LOC115621236|XP_030370687.1|SLEB	LOC118458607|XP_035777178.1|AALB
OG0002566	LOC115620364|XP_030369429.1|SLEB	LOC118457951|XP_035775867.1|AALB
OG0002567	LOC115629877|XP_030382335.1|SLEB	LOC118458470|XP_035776896.1|AALB
OG0002568	LOC115626895|XP_030378265.1|SLEB	LOC118463556|XP_035786073.1|AALB, LOC118468644|XP_035795564.1|AALB
OG0002569	LOC115625221|XP_030376064.1|SLEB	LOC118466808|XP_035792487.1|AALB
OG0002570	LOC115621653|XP_030371216.1|SLEB	LOC118463264|XP_035785630.1|AALB
OG0002571	LOC115621675|XP_030371246.1|SLEB	LOC118459191|XP_035778243.1|AALB
OG0002572	LOC115634285|XP_030387798.1|SLEB	LOC118465676|XP_035790000.1|AALB
OG0002573	LOC115621416|XP_030370925.1|SLEB	LOC118465039|XP_035788802.1|AALB
OG0002574	LOC115620657|XP_030369867.1|SLEB	LOC118459213|XP_035778286.1|AALB
OG0002575	LOC115623620|XP_030373902.1|SLEB	LOC118460978|XP_035781689.1|AALB
OG0002576	LOC115627182|XP_030378643.1|SLEB	LOC118457903|XP_035775787.1|AALB
OG0002577	LOC115632339|XP_030385303.1|SLEB	LOC118462760|XP_035784619.1|AALB
OG0002578	LOC115630596|XP_030383075.1|SLEB	LOC118463146|XP_035785416.1|AALB
OG0002579	LOC115631872|XP_030384580.1|SLEB	LOC118468470|XP_035795183.1|AALB
OG0002580	LOC115633807|XP_030387151.1|SLEB	LOC118456955|XP_035774025.1|AALB
OG0002581	LOC115621016|XP_030370396.1|SLEB	LOC118463781|XP_035786495.1|AALB
OG0002582	LOC115628093|XP_030379930.1|SLEB	LOC118460196|XP_035780195.1|AALB
OG0002583	LOC115621615|XP_030371170.1|SLEB	LOC118460362|XP_035780502.1|AALB
OG0002584	LOC115633037|XP_030386245.1|SLEB	LOC118459487|XP_035778797.1|AALB
OG0002585	LOC115634021|XP_030387413.1|SLEB	LOC118459494|XP_035778809.1|AALB
OG0002586	LOC115620328|XP_030369382.1|SLEB	LOC118461083|XP_035781869.1|AALB
OG0002587	LOC115620684|XP_030369913.1|SLEB	LOC118461082|XP_035781867.1|AALB
OG0002588	LOC115620442|XP_030369530.1|SLEB	LOC118458842|XP_035777638.1|AALB
OG0002589	LOC115620623|XP_030369810.1|SLEB	LOC118456825|XP_035773813.1|AALB
OG0002590	LOC115627630|XP_030379226.1|SLEB	LOC118458640|XP_035777222.1|AALB, LOC118464593|XP_035787933.1|AALB, LOC118458673|XP_035777281.1|AALB
OG0002591	LOC115620668|XP_030369884.1|SLEB	LOC118458027|XP_035776026.1|AALB
OG0002592	LOC115621610|XP_030371163.1|SLEB	LOC118456419|XP_035773045.1|AALB
OG0002593	LOC115621178|XP_030370602.1|SLEB	LOC118460083|XP_035779991.1|AALB
OG0002594	LOC115620759|XP_030370016.1|SLEB	LOC118461262|XP_035782277.1|AALB
OG0002595	LOC115620212|XP_030369209.1|SLEB	LOC118461076|XP_035781862.1|AALB
OG0002596	LOC115621124|XP_030370530.1|SLEB	LOC118457696|XP_035775362.1|AALB
OG0002597	LOC115620726|XP_030369966.1|SLEB	LOC118457495|XP_035775023.1|AALB
OG0002598	LOC115620194|XP_030369185.1|SLEB	LOC118468263|XP_035794906.1|AALB
OG0002599	LOC115628083|XP_030379920.1|SLEB	LOC118468881|XP_035796065.1|AALB
OG0002600	LOC115620345|XP_030369409.1|SLEB	LOC118459383|XP_035778578.1|AALB
OG0002601	LOC115623876|XP_030374284.1|SLEB	LOC118456247|XP_035772737.1|AALB
OG0002602	LOC115621853|XP_030371525.1|SLEB	LOC118460924|XP_035781573.1|AALB
OG0002603	LOC115621625|XP_030371181.1|SLEB	LOC118457541|XP_035775087.1|AALB
OG0002604	LOC115621781|XP_030371396.1|SLEB	LOC118458877|XP_035777720.1|AALB
OG0002605	LOC115620690|XP_030369919.1|SLEB	LOC118457185|XP_035774425.1|AALB
OG0002606	LOC115621484|XP_030371005.1|SLEB	LOC118457815|XP_035775569.1|AALB
OG0002607	LOC115621488|XP_030371014.1|SLEB	LOC118457828|XP_035775595.1|AALB
OG0002608	LOC115625145|XP_030375926.1|SLEB	LOC118460311|XP_035780411.1|AALB
OG0002609	LOC115632020|XP_030384827.1|SLEB	LOC118464878|XP_035788513.1|AALB
OG0002610	LOC115623660|XP_030373978.1|SLEB	LOC118460663|XP_035781023.1|AALB
OG0002611	LOC115625517|XP_030376441.1|SLEB	LOC118461384|XP_035782538.1|AALB
OG0002612	LOC115629635|XP_030381996.1|SLEB, LOC115620887|XP_030370229.1|SLEB	LOC118457549|XP_035775108.1|AALB
OG0002613	LOC115620505|XP_030369620.1|SLEB	LOC118460241|XP_035780290.1|AALB
OG0002614	LOC115621173|XP_030370597.1|SLEB	LOC118460234|XP_035780269.1|AALB
OG0002615	LOC115633443|XP_030386756.1|SLEB	LOC118457714|XP_035775393.1|AALB
OG0002616	LOC115620844|XP_030370143.1|SLEB	LOC118456417|XP_035773037.1|AALB
OG0002617	LOC115628078|XP_030379912.1|SLEB	LOC118461561|XP_035782915.1|AALB
OG0002618	LOC115621963|XP_030371671.1|SLEB	LOC118468547|XP_035795335.1|AALB
OG0002619	LOC115625432|XP_030376334.1|SLEB	LOC118461725|XP_035783285.1|AALB
OG0002620	LOC115625616|XP_030376613.1|SLEB	LOC118461756|XP_035783376.1|AALB
OG0002621	LOC115620703|XP_030369936.1|SLEB	LOC118468562|XP_035795367.1|AALB
OG0002622	LOC115632182|XP_030385076.1|SLEB	LOC118466776|XP_035792395.1|AALB
OG0002623	LOC115620823|XP_030370113.1|SLEB	LOC118457847|XP_035775627.1|AALB
OG0002624	LOC115621538|XP_030371064.1|SLEB, LOC115621141|XP_030370558.1|SLEB	LOC118457850|XP_035775629.1|AALB
OG0002625	LOC115620732|XP_030369978.1|SLEB	LOC118457583|XP_035775156.1|AALB
OG0002626	LOC115626689|XP_030377977.1|SLEB	LOC118468557|XP_035795351.1|AALB
OG0002627	LOC115620261|XP_030369272.1|SLEB	LOC118459268|XP_035778384.1|AALB
OG0002628	LOC115621433|XP_030370945.1|SLEB	LOC118460455|XP_035780668.1|AALB
OG0002629	LOC115625375|XP_030376273.1|SLEB	LOC118456962|XP_035774036.1|AALB
OG0002630	LOC115623637|XP_030373939.1|SLEB	LOC118462009|XP_035783838.1|AALB, LOC118462008|XP_035783836.1|AALB
OG0002631	LOC115621075|XP_030370464.1|SLEB	LOC118461689|XP_035783199.1|AALB
OG0002632	LOC115621754|XP_030371348.1|SLEB	LOC118459624|XP_035779094.1|AALB
OG0002633	LOC115620221|XP_030369221.1|SLEB	LOC118457289|XP_035774644.1|AALB
OG0002634	LOC115629457|XP_030381783.1|SLEB	LOC118457287|XP_035774640.1|AALB
OG0002635	LOC115621387|XP_030370881.1|SLEB	LOC118460150|XP_035780139.1|AALB
OG0002636	LOC115620698|XP_030369929.1|SLEB	LOC118459954|XP_035779733.1|AALB
OG0002637	LOC115631430|XP_030384022.1|SLEB	LOC118458014|XP_035776005.1|AALB
OG0002638	LOC115622023|XP_030371742.1|SLEB	LOC118457956|XP_035775873.1|AALB
OG0002639	LOC115623360|XP_030373505.1|SLEB	LOC118460137|XP_035780115.1|AALB
OG0002640	LOC115622008|XP_030371723.1|SLEB	LOC118460635|XP_035780981.1|AALB
OG0002641	LOC115621212|XP_030370654.1|SLEB	LOC118461491|XP_035782766.1|AALB
OG0002642	LOC115621372|XP_030370859.1|SLEB	LOC118468448|XP_035795117.1|AALB
OG0002643	LOC115620654|XP_030369864.1|SLEB	LOC118468447|XP_035795110.1|AALB
OG0002644	LOC115621706|XP_030371273.1|SLEB, LOC115625645|XP_030376632.1|SLEB	LOC118456236|XP_035772714.1|AALB
OG0002645	LOC115620851|XP_030370155.1|SLEB	LOC118458635|XP_035777217.1|AALB
OG0002646	LOC115625255|XP_030376110.1|SLEB	LOC118457346|XP_035774737.1|AALB
OG0002647	LOC115621276|XP_030370739.1|SLEB	LOC118457347|XP_035774738.1|AALB
OG0002648	LOC115625164|XP_030375956.1|SLEB	LOC118459579|XP_035779000.1|AALB
OG0002649	LOC115622809|XP_030372737.1|SLEB	LOC118458841|XP_035777637.1|AALB
OG0002650	LOC115629503|XP_030381842.1|SLEB, LOC115620797|XP_030370076.1|SLEB, LOC115633410|XP_030386714.1|SLEB	LOC118461478|XP_035782728.1|AALB
OG0002651	LOC115623690|XP_030374021.1|SLEB	LOC118456795|XP_035773775.1|AALB
OG0002652	LOC115621707|XP_030371274.1|SLEB	LOC118457013|XP_035774134.1|AALB
OG0002653	LOC115620270|XP_030369292.1|SLEB	LOC118461567|XP_035782936.1|AALB, LOC118468614|XP_035795508.1|AALB
OG0002654	LOC115622037|XP_030371764.1|SLEB	LOC118457913|XP_035775806.1|AALB
OG0002655	LOC115620640|XP_030369840.1|SLEB	LOC118460059|XP_035779935.1|AALB
OG0002656	LOC115620490|XP_030369590.1|SLEB	LOC118457885|XP_035775707.1|AALB
OG0002657	LOC115621418|XP_030370927.1|SLEB	LOC118456355|XP_035772909.1|AALB
OG0002658	LOC115620761|XP_030370021.1|SLEB	LOC118468310|XP_035794941.1|AALB
OG0002659	LOC115620541|XP_030369684.1|SLEB	LOC118467283|XP_035793482.1|AALB, LOC118461339|XP_035782442.1|AALB
OG0002660	LOC115627484|XP_030379023.1|SLEB	LOC118462569|XP_035784263.1|AALB
OG0002661	LOC115621606|XP_030371158.1|SLEB	LOC118466149|XP_035791008.1|AALB
OG0002662	LOC115634716|XP_030388459.1|SLEB	LOC118467474|XP_035793906.1|AALB
OG0002663	LOC115625051|XP_030375764.1|SLEB	LOC118458578|XP_035777129.1|AALB
OG0002664	LOC115631578|XP_030384232.1|SLEB	LOC118468303|XP_035794932.1|AALB
OG0002665	LOC115632028|XP_030384839.1|SLEB	LOC118465312|XP_035789321.1|AALB
OG0002666	LOC115634560|XP_030388236.1|SLEB	LOC118465298|XP_035789271.1|AALB
OG0002667	LOC115628039|XP_030379846.1|SLEB	LOC118464790|XP_035788314.1|AALB
OG0002668	LOC115628285|XP_030380182.1|SLEB	LOC118462525|XP_035784165.1|AALB
OG0002669	LOC115628488|XP_030380476.1|SLEB	LOC118462528|XP_035784174.1|AALB
OG0002670	LOC115632128|XP_030384994.1|SLEB	LOC118466458|XP_035791703.1|AALB
OG0002671	LOC115632211|XP_030385126.1|SLEB	LOC118465718|XP_035790047.1|AALB
OG0002672	LOC115634166|XP_030387607.1|SLEB	LOC118465097|XP_035788923.1|AALB
OG0002673	LOC115631702|XP_030384392.1|SLEB	LOC118462748|XP_035784605.1|AALB
