Orthogroup	SLEB.longest_only	DKIK.longest_only
OG0000842	LOC115634348|XP_030387864.1|SLEB	LOC108076637|XP_017025053.1|DKIK
OG0000842	LOC115620792|XP_030370072.1|SLEB	LOC108084124|XP_017035651.1|DKIK
OG0000843	LOC115623677|XP_030374010.1|SLEB	LOC108072185|XP_017018730.1|DKIK
OG0000844	LOC115620021|XP_030368985.1|SLEB	LOC108072172|XP_017018712.1|DKIK
OG0000844	LOC115623803|XP_030374206.1|SLEB	LOC108081019|XP_017031455.1|DKIK
OG0000845	LOC115629856|XP_030382299.1|SLEB	LOC108084585|XP_017036351.1|DKIK, LOC108080381|XP_017030592.1|DKIK
OG0000846	LOC115621852|XP_030371524.1|SLEB	LOC108074382|XP_017021897.1|DKIK
OG0000847	LOC115634639|XP_030388354.1|SLEB	LOC108077946|XP_017026973.1|DKIK
OG0000847	LOC115626111|XP_030377225.1|SLEB	LOC108076449|XP_017024813.1|DKIK
OG0000848	LOC115632007|XP_030384796.1|SLEB	LOC108074497|XP_017022059.1|DKIK
OG0000848	LOC115626119|XP_030377233.1|SLEB	LOC108081848|XP_017032577.1|DKIK
OG0000849	LOC115630527|XP_030382990.1|SLEB	LOC108081968|XP_017032692.1|DKIK
OG0000849	LOC115623659|XP_030373977.1|SLEB	LOC108074388|XP_017021902.1|DKIK
OG0000850	LOC115634453|XP_030388034.1|SLEB	LOC108076292|XP_017024548.1|DKIK
OG0000850	LOC115633707|XP_030387028.1|SLEB	LOC108076291|XP_017024545.1|DKIK
OG0000852	LOC115625340|XP_030376228.1|SLEB	LOC108082277|XP_017033097.1|DKIK
OG0000854	LOC115627108|XP_030378530.1|SLEB	LOC108070940|XP_017017097.1|DKIK
OG0000855	LOC115626856|XP_030378217.1|SLEB	LOC108079425|XP_017029245.1|DKIK
OG0000855	LOC115620282|XP_030369316.1|SLEB	LOC108084909|XP_017036794.1|DKIK, LOC108084911|XP_017036795.1|DKIK
OG0000856	LOC115624521|XP_030375100.1|SLEB	LOC108079194|XP_017028945.1|DKIK, LOC108083284|XP_017034502.1|DKIK
OG0000857	LOC115633358|XP_030386658.1|SLEB	LOC108074185|XP_017021611.1|DKIK
OG0000858	LOC115620449|XP_030369539.1|SLEB	LOC108080811|XP_017031202.1|DKIK
OG0000860	LOC115632420|XP_030385419.1|SLEB	LOC108079823|XP_017029801.1|DKIK
OG0000861	LOC115634652|XP_030388369.1|SLEB	LOC108076157|XP_017024372.1|DKIK, LOC108076215|XP_017024445.1|DKIK
OG0000862	LOC115634668|XP_030388388.1|SLEB	LOC108078395|XP_017027740.1|DKIK, LOC108074511|XP_017022081.1|DKIK
OG0000863	LOC115625341|XP_030376227.1|SLEB	LOC108075544|XP_017023536.1|DKIK
OG0000863	LOC115623625|XP_030373924.1|SLEB, LOC115623958|XP_030374384.1|SLEB	LOC108077924|XP_017026952.1|DKIK, LOC108077677|XP_017026588.1|DKIK, LOC108077587|XP_017026470.1|DKIK
OG0000864	LOC115626614|XP_030377867.1|SLEB	LOC108077333|XP_017026109.1|DKIK
OG0000864	LOC115629280|XP_030381572.1|SLEB	LOC108079898|XP_017029915.1|DKIK
OG0000865	LOC115623571|XP_030373827.1|SLEB	LOC108073211|XP_017020228.1|DKIK
OG0000866	LOC115632046|XP_030384877.1|SLEB	LOC108074435|XP_017021962.1|DKIK, LOC108074434|XP_017021960.1|DKIK
OG0000867	LOC115629843|XP_030382284.1|SLEB	LOC108077226|XP_017025973.1|DKIK
OG0000868	LOC115626754|XP_030378069.1|SLEB	LOC108084496|XP_017036224.1|DKIK
OG0000869	LOC115624085|XP_030374534.1|SLEB	LOC108085474|XP_017037580.1|DKIK
OG0000870	LOC115631395|XP_030384015.1|SLEB	LOC108072068|XP_017018561.1|DKIK
OG0000871	LOC115623615|XP_030373897.1|SLEB	LOC108082582|XP_017033529.1|DKIK
OG0000872	LOC115629607|XP_030381963.1|SLEB	LOC108082911|XP_017033984.1|DKIK
OG0000872	LOC115633646|XP_030386947.1|SLEB	LOC108072088|XP_017018585.1|DKIK
OG0000873	LOC115634051|XP_030387456.1|SLEB	LOC108080638|XP_017030953.1|DKIK
OG0000874	LOC115633322|XP_030386614.1|SLEB, LOC115628366|XP_030380306.1|SLEB	LOC108076509|XP_017024903.1|DKIK
OG0000875	LOC115624766|XP_030375459.1|SLEB	LOC108083057|XP_017034177.1|DKIK
OG0000877	LOC115633565|XP_030386882.1|SLEB	LOC108083303|XP_017034530.1|DKIK, LOC108075071|XP_017022841.1|DKIK
OG0000877	LOC115629824|XP_030382255.1|SLEB	LOC108080265|XP_017030416.1|DKIK
OG0000878	LOC115627482|XP_030379021.1|SLEB	LOC108072395|XP_017018991.1|DKIK
OG0000879	LOC115634304|XP_030387816.1|SLEB	LOC108082148|XP_017032939.1|DKIK
OG0000880	LOC115626970|XP_030378345.1|SLEB	LOC108076029|XP_017024177.1|DKIK
OG0000880	LOC115622390|XP_030372175.1|SLEB	LOC108071563|XP_017017833.1|DKIK
OG0000881	LOC115632920|XP_030386071.1|SLEB	LOC108080202|XP_017030347.1|DKIK, LOC108080196|XP_017030337.1|DKIK, LOC108080194|XP_017030336.1|DKIK
OG0000882	LOC115629213|XP_030381474.1|SLEB	LOC108085972|XP_017038259.1|DKIK
OG0000883	LOC115629813|XP_030382240.1|SLEB	LOC108076650|XP_017025075.1|DKIK
OG0000884	LOC115629830|XP_030382265.1|SLEB	LOC108076882|XP_017025401.1|DKIK, LOC108071208|XP_017017378.1|DKIK
OG0000885	LOC115621601|XP_030371153.1|SLEB	LOC108085674|XP_017037856.1|DKIK
OG0000886	LOC115621674|XP_030371245.1|SLEB	LOC108083928|XP_017035418.1|DKIK
OG0000887	LOC115626660|XP_030377932.1|SLEB	LOC108084443|XP_017036139.1|DKIK
OG0000888	LOC115632606|XP_030385693.1|SLEB	LOC108079021|XP_017028689.1|DKIK
OG0000889	LOC115632962|XP_030386122.1|SLEB	LOC108072677|XP_017019407.1|DKIK
OG0000890	LOC115620765|XP_030370030.1|SLEB	LOC108076459|XP_017024830.1|DKIK
OG0000891	LOC115631029|XP_030383507.1|SLEB	LOC108072850|XP_017019656.1|DKIK
OG0000891	LOC115631138|XP_030383667.1|SLEB	LOC108082237|XP_017033064.1|DKIK
OG0000892	LOC115623089|XP_030373155.1|SLEB	LOC108073887|XP_017021161.1|DKIK
OG0000892	LOC115630075|XP_030382571.1|SLEB	LOC108075250|XP_017023099.1|DKIK
OG0000893	LOC115623838|XP_030374239.1|SLEB	LOC108084102|XP_017035618.1|DKIK
OG0000894	LOC115625115|XP_030375881.1|SLEB	LOC108080418|XP_017030640.1|DKIK, LOC108080417|XP_017030639.1|DKIK, LOC108081231|XP_017031799.1|DKIK
OG0000895	LOC115633662|XP_030386967.1|SLEB	LOC108076327|XP_017024601.1|DKIK, LOC108076326|XP_017024599.1|DKIK, LOC108076325|XP_017024597.1|DKIK
OG0000896	LOC115629791|XP_030382210.1|SLEB	LOC108080549|XP_017030842.1|DKIK
OG0000897	LOC115625529|XP_030376463.1|SLEB	LOC108085859|XP_017038105.1|DKIK
OG0000897	LOC115625442|XP_030376350.1|SLEB	LOC108085856|XP_017038103.1|DKIK
OG0000898	LOC115626286|XP_030377474.1|SLEB, LOC115629699|XP_030382081.1|SLEB	LOC108076187|XP_017024408.1|DKIK, LOC108086056|XP_017038363.1|DKIK
OG0000899	LOC115620964|XP_030370345.1|SLEB	LOC108073601|XP_017020782.1|DKIK, LOC108077331|XP_017026107.1|DKIK, LOC108073598|XP_017020778.1|DKIK, LOC108071397|XP_017017629.1|DKIK, LOC108079535|XP_017029360.1|DKIK, LOC108071399|XP_017017631.1|DKIK, LOC108076129|XP_017024345.1|DKIK, LOC108071414|XP_017017649.1|DKIK, LOC108071400|XP_017017632.1|DKIK, LOC108071398|XP_017017630.1|DKIK, LOC108071460|XP_017017712.1|DKIK
OG0000900	LOC115634772|XP_030388527.1|SLEB	LOC108076240|XP_017024477.1|DKIK
OG0000900	LOC115634771|XP_030388526.1|SLEB	LOC108076239|XP_017024476.1|DKIK
OG0000901	LOC115624900|XP_030375609.1|SLEB	LOC108072219|XP_017018771.1|DKIK, LOC108072217|XP_017018769.1|DKIK
OG0000902	LOC115627660|XP_030379261.1|SLEB	LOC108071737|XP_017018050.1|DKIK
OG0000902	LOC115627661|XP_030379263.1|SLEB	LOC108071668|XP_017017962.1|DKIK
OG0000903	LOC115632649|XP_030385739.1|SLEB, LOC115632862|XP_030385986.1|SLEB	LOC108073863|XP_017021138.1|DKIK, LOC108073892|XP_017021170.1|DKIK
OG0000906	LOC115634598|XP_030388307.1|SLEB, LOC115634386|XP_030387931.1|SLEB	LOC108078022|XP_017027072.1|DKIK, LOC108078065|XP_017027119.1|DKIK, LOC108078055|XP_017027108.1|DKIK, LOC108078048|XP_017027100.1|DKIK
OG0000907	LOC115623688|XP_030374022.1|SLEB	LOC108072186|XP_017018731.1|DKIK
OG0000909	LOC115629451|XP_030381776.1|SLEB	LOC108075505|XP_017023461.1|DKIK
OG0000911	LOC115628689|XP_030380728.1|SLEB	LOC108072458|XP_017019080.1|DKIK, LOC108073054|XP_017020010.1|DKIK
OG0000912	LOC115633636|XP_030386934.1|SLEB	LOC108083145|XP_017034316.1|DKIK
OG0000913	LOC115624512|XP_030375084.1|SLEB	LOC108070453|XP_017016419.1|DKIK
OG0000914	LOC115634220|XP_030387671.1|SLEB	LOC108082394|XP_017033228.1|DKIK
OG0000915	LOC115634001|XP_030387386.1|SLEB	LOC108082506|XP_017033424.1|DKIK
OG0000916	LOC115631986|XP_030384763.1|SLEB	LOC108079611|XP_017029464.1|DKIK
OG0000917	LOC115632019|XP_030384822.1|SLEB	LOC108075845|XP_017023912.1|DKIK
OG0000918	LOC115625872|XP_030376943.1|SLEB	LOC108077062|XP_017025717.1|DKIK, LOC108072530|XP_017019193.1|DKIK
OG0000920	LOC115633279|XP_030386550.1|SLEB	LOC108080991|XP_017031409.1|DKIK
OG0000921	LOC115630018|XP_030382512.1|SLEB	LOC108083456|XP_017034715.1|DKIK, LOC108083454|XP_017034713.1|DKIK
OG0000922	LOC115628430|XP_030380378.1|SLEB	LOC108072650|XP_017019370.1|DKIK, LOC108072646|XP_017019365.1|DKIK
OG0000923	LOC115623827|XP_030374230.1|SLEB	LOC108080592|XP_017030889.1|DKIK, LOC108083198|XP_017034390.1|DKIK
OG0000924	LOC115629931|XP_030382395.1|SLEB	LOC108072920|XP_017019757.1|DKIK, LOC108080521|XP_017030801.1|DKIK
OG0000925	LOC115621220|XP_030370664.1|SLEB	LOC108073679|XP_017020895.1|DKIK
OG0000926	LOC115623884|XP_030374296.1|SLEB	LOC108080467|XP_017030693.1|DKIK
OG0000926	LOC115624201|XP_030374664.1|SLEB	LOC108080979|XP_017031394.1|DKIK
OG0000927	LOC115621447|XP_030370961.1|SLEB	LOC108085566|XP_017037694.1|DKIK
OG0000927	LOC115620365|XP_030369430.1|SLEB	LOC108085555|XP_017037682.1|DKIK
OG0000928	LOC115626331|XP_030377534.1|SLEB	LOC108082887|XP_017033958.1|DKIK, LOC108082712|XP_017033709.1|DKIK
OG0000929	LOC115631368|XP_030383946.1|SLEB, LOC115631284|XP_030383857.1|SLEB	LOC108077338|XP_017026116.1|DKIK
OG0000929	LOC115631556|XP_030384203.1|SLEB	LOC108077336|XP_017026114.1|DKIK
OG0000930	LOC115622376|XP_030372159.1|SLEB	LOC108078597|XP_017028007.1|DKIK, LOC108078712|XP_017028185.1|DKIK, LOC108078596|XP_017028006.1|DKIK, LOC108078598|XP_017028008.1|DKIK
OG0000931	LOC115624492|XP_030375055.1|SLEB	LOC108072257|XP_017018813.1|DKIK
OG0000931	LOC115634172|XP_030387617.1|SLEB	LOC108075812|XP_017023873.1|DKIK
OG0000932	LOC115622269|XP_030372031.1|SLEB, LOC115629206|XP_030381465.1|SLEB	LOC108075016|XP_017022756.1|DKIK
OG0000932	LOC115622267|XP_030372029.1|SLEB	LOC108074987|XP_017022707.1|DKIK
OG0000933	LOC115634678|XP_030388396.1|SLEB	LOC108076690|XP_017025132.1|DKIK
OG0000933	LOC115634677|XP_030388395.1|SLEB	LOC108076691|XP_017025133.1|DKIK
OG0000934	LOC115634663|XP_030388383.1|SLEB	LOC108070808|XP_017016898.1|DKIK, LOC108070806|XP_017016896.1|DKIK
OG0000935	LOC115620735|XP_030369981.1|SLEB	LOC108081000|XP_017031423.1|DKIK
OG0000936	LOC115630040|XP_030382533.1|SLEB	LOC108084501|XP_017036228.1|DKIK
OG0000937	LOC115621318|XP_030370797.1|SLEB	LOC108085040|XP_017036981.1|DKIK
OG0000938	LOC115629870|XP_030382325.1|SLEB	LOC108071227|XP_017017404.1|DKIK
OG0000939	LOC115631095|XP_030383606.1|SLEB	LOC108079613|XP_017029477.1|DKIK
OG0000940	LOC115629373|XP_030381691.1|SLEB	LOC108074917|XP_017022636.1|DKIK
OG0000940	LOC115628257|XP_030380135.1|SLEB	LOC108079065|XP_017028768.1|DKIK
OG0000941	LOC115630089|XP_030382576.1|SLEB	LOC108085781|XP_017038020.1|DKIK
OG0000942	LOC115623244|XP_030373364.1|SLEB	LOC108085817|XP_017038057.1|DKIK
OG0000943	LOC115620354|XP_030369421.1|SLEB	LOC108073102|XP_017020081.1|DKIK
OG0000944	LOC115627130|XP_030378563.1|SLEB	LOC108079276|XP_017029060.1|DKIK
OG0000945	LOC115624796|XP_030375500.1|SLEB	LOC108071508|XP_017017763.1|DKIK, LOC108071507|XP_017017762.1|DKIK
OG0000946	LOC115630459|XP_030382884.1|SLEB	LOC108077032|XP_017025650.1|DKIK
OG0000947	LOC115634584|XP_030388277.1|SLEB	LOC108072101|XP_017018604.1|DKIK
OG0000948	LOC115632809|XP_030385921.1|SLEB	LOC108079716|XP_017029614.1|DKIK
OG0000949	LOC115629933|XP_030382398.1|SLEB	LOC108084555|XP_017036300.1|DKIK
OG0000949	LOC115629932|XP_030382397.1|SLEB	LOC108084576|XP_017036340.1|DKIK
OG0000950	LOC115624154|XP_030374611.1|SLEB	LOC108083483|XP_017034767.1|DKIK, LOC108084079|XP_017035589.1|DKIK
OG0000951	LOC115620607|XP_030369781.1|SLEB	LOC108077880|XP_017026904.1|DKIK
OG0000951	LOC115631589|XP_030384250.1|SLEB, LOC115629565|XP_030381917.1|SLEB, LOC115629566|XP_030381918.1|SLEB, LOC115630781|XP_030383297.1|SLEB	LOC108085480|XP_017037587.1|DKIK
OG0000952	LOC115631113|XP_030383633.1|SLEB	LOC108071722|XP_017018039.1|DKIK, LOC108082189|XP_017032998.1|DKIK, LOC108085616|XP_017037780.1|DKIK
OG0000954	LOC115624830|XP_030375537.1|SLEB	LOC108085099|XP_017037060.1|DKIK
OG0000955	LOC115620968|XP_030370348.1|SLEB	LOC108080203|XP_017030352.1|DKIK
OG0000956	LOC115623812|XP_030374216.1|SLEB	LOC108081765|XP_017032456.1|DKIK, LOC108081768|XP_017032459.1|DKIK
OG0000957	LOC115632493|XP_030385572.1|SLEB	LOC108072874|XP_017019681.1|DKIK
OG0000957	LOC115632571|XP_030385690.1|SLEB	LOC108072872|XP_017019680.1|DKIK
OG0000958	LOC115621983|XP_030371695.1|SLEB	LOC108083524|XP_017034845.1|DKIK, LOC108084591|XP_017036355.1|DKIK, LOC108080064|XP_017030136.1|DKIK, LOC108072285|XP_017018842.1|DKIK
OG0000959	LOC115622295|XP_030372058.1|SLEB, LOC115622622|XP_030372489.1|SLEB	LOC108074312|XP_017021798.1|DKIK, LOC108085502|XP_017037611.1|DKIK
OG0000960	LOC115626902|XP_030378272.1|SLEB	LOC108079356|XP_017029153.1|DKIK
OG0000961	LOC115633964|XP_030387344.1|SLEB	LOC108083661|XP_017035023.1|DKIK
OG0000961	LOC115633962|XP_030387342.1|SLEB	LOC108083660|XP_017035022.1|DKIK
OG0000963	LOC115627565|XP_030379148.1|SLEB	LOC108083374|XP_017034609.1|DKIK
OG0000964	LOC115629928|XP_030382396.1|SLEB	LOC108082287|XP_017033107.1|DKIK
OG0000965	LOC115633244|XP_030386499.1|SLEB	LOC108071693|XP_017017996.1|DKIK
OG0000966	LOC115633760|XP_030387095.1|SLEB	LOC108085120|XP_017037110.1|DKIK, LOC108073749|XP_017021006.1|DKIK
OG0000968	LOC115628295|XP_030380202.1|SLEB	LOC108073933|XP_017021226.1|DKIK
OG0000969	LOC115629995|XP_030382487.1|SLEB	LOC108078155|XP_017027287.1|DKIK
OG0000970	LOC115620768|XP_030370032.1|SLEB	LOC108083723|XP_017035118.1|DKIK, LOC108083724|XP_017035119.1|DKIK
OG0000971	LOC115631506|XP_030384125.1|SLEB	LOC108076837|XP_017025355.1|DKIK, LOC108076913|XP_017025445.1|DKIK
OG0000972	LOC115632559|XP_030385633.1|SLEB	LOC108071650|XP_017017934.1|DKIK
OG0000972	LOC115633225|XP_030386479.1|SLEB	LOC108071219|XP_017017391.1|DKIK
OG0000973	LOC115633334|XP_030386626.1|SLEB	LOC108080070|XP_017030141.1|DKIK, LOC108080059|XP_017030130.1|DKIK
OG0000974	LOC115622410|XP_030372203.1|SLEB	LOC108073292|XP_017020336.1|DKIK
OG0000975	LOC115621202|XP_030370641.1|SLEB, LOC115623709|XP_030374048.1|SLEB	LOC108072112|XP_017018622.1|DKIK, LOC108072110|XP_017018621.1|DKIK
OG0000976	LOC115625075|XP_030375823.1|SLEB	LOC108081096|XP_017031575.1|DKIK
OG0000977	LOC115625370|XP_030376266.1|SLEB	LOC108084193|XP_017035779.1|DKIK, LOC108084189|XP_017035775.1|DKIK
OG0000978	LOC115623541|XP_030373784.1|SLEB	LOC108085097|XP_017037058.1|DKIK, LOC108070731|XP_017016817.1|DKIK
OG0000979	LOC115628156|XP_030379990.1|SLEB	LOC108078293|XP_017027560.1|DKIK
OG0000980	LOC115621034|XP_030370416.1|SLEB	LOC108084938|XP_017036826.1|DKIK
OG0000981	LOC115632018|XP_030384815.1|SLEB	LOC108076948|XP_017025487.1|DKIK
OG0000982	LOC115624236|XP_030374717.1|SLEB, LOC115624076|XP_030374526.1|SLEB	LOC108082775|XP_017033801.1|DKIK
OG0000984	LOC115626561|XP_030377800.1|SLEB	LOC108083699|XP_017035087.1|DKIK, LOC108082723|XP_017033720.1|DKIK
OG0000985	LOC115633230|XP_030386484.1|SLEB	LOC108072868|XP_017019676.1|DKIK, LOC108073023|XP_017019970.1|DKIK
OG0000986	LOC115631939|XP_030384651.1|SLEB	LOC108072527|XP_017019190.1|DKIK
OG0000986	LOC115632119|XP_030384984.1|SLEB	LOC108081858|XP_017032586.1|DKIK
OG0000987	LOC115621692|XP_030371261.1|SLEB	LOC108082146|XP_017032938.1|DKIK
OG0000988	LOC115631067|XP_030383573.1|SLEB	LOC108072227|XP_017018779.1|DKIK
OG0000988	LOC115631590|XP_030384251.1|SLEB, LOC115629834|XP_030382271.1|SLEB	LOC108076139|XP_017024359.1|DKIK
OG0000990	LOC115626648|XP_030377913.1|SLEB	LOC108083544|XP_017034878.1|DKIK
OG0000991	LOC115620234|XP_030369238.1|SLEB	LOC108080885|XP_017031276.1|DKIK
OG0000991	LOC115629805|XP_030382228.1|SLEB	LOC108083958|XP_017035454.1|DKIK
OG0000992	LOC115621203|XP_030370644.1|SLEB	LOC108071288|XP_017017470.1|DKIK
OG0000993	LOC115621783|XP_030371401.1|SLEB	LOC108085880|XP_017038130.1|DKIK, LOC108085881|XP_017038132.1|DKIK
OG0000994	LOC115628886|XP_030381003.1|SLEB	LOC108080250|XP_017030398.1|DKIK
OG0000995	LOC115625662|XP_030376654.1|SLEB	LOC108084852|XP_017036721.1|DKIK
OG0000996	LOC115631694|XP_030384380.1|SLEB	LOC108082519|XP_017033435.1|DKIK
OG0000996	LOC115627128|XP_030378560.1|SLEB, LOC115627324|XP_030378828.1|SLEB, LOC115627312|XP_030378815.1|SLEB, LOC115622197|XP_030371949.1|SLEB, LOC115622196|XP_030371948.1|SLEB, LOC115627203|XP_030378681.1|SLEB, LOC115622171|XP_030371910.1|SLEB	LOC108080950|XP_017031355.1|DKIK
OG0000997	LOC115626266|XP_030377478.1|SLEB	LOC108081260|XP_017031843.1|DKIK
OG0000998	LOC115624642|XP_030375270.1|SLEB	LOC108078690|XP_017028177.1|DKIK
OG0000999	LOC115634097|XP_030387514.1|SLEB	LOC108072261|XP_017018818.1|DKIK
OG0000999	LOC115626649|XP_030377914.1|SLEB	LOC108079434|XP_017029257.1|DKIK
OG0001000	LOC115620263|XP_030369285.1|SLEB	LOC108070373|XP_017020185.1|DKIK
OG0001001	LOC115632602|XP_030385691.1|SLEB	LOC108078212|XP_017027386.1|DKIK
OG0001002	LOC115631311|XP_030383885.1|SLEB	LOC108074347|XP_017021860.1|DKIK
OG0001003	LOC115621145|XP_030370561.1|SLEB	LOC108075484|XP_017023431.1|DKIK, LOC108079135|XP_017028875.1|DKIK
OG0001004	LOC115623593|XP_030373853.1|SLEB	LOC108083194|XP_017034385.1|DKIK, LOC108083197|XP_017034389.1|DKIK
OG0001005	LOC115633224|XP_030386476.1|SLEB	LOC108082663|XP_017033650.1|DKIK, LOC108083840|XP_017035306.1|DKIK
OG0001006	LOC115632081|XP_030384901.1|SLEB	LOC108084086|XP_017035598.1|DKIK, LOC108073824|XP_017021093.1|DKIK
OG0001007	LOC115628319|XP_030380235.1|SLEB	LOC108084425|XP_017036157.1|DKIK
OG0001008	LOC115627803|XP_030379493.1|SLEB	LOC108083356|XP_017034588.1|DKIK
OG0001009	LOC115625207|XP_030376036.1|SLEB	LOC108073420|XP_017020527.1|DKIK
OG0001010	LOC115633402|XP_030386704.1|SLEB	LOC108083813|XP_017035249.1|DKIK, LOC108079536|XP_017029361.1|DKIK
OG0001011	LOC115633326|XP_030386618.1|SLEB	LOC108079000|XP_017028667.1|DKIK
OG0001011	LOC115630723|XP_030383239.1|SLEB	LOC108085343|XP_017037388.1|DKIK
OG0001012	LOC115629567|XP_030381919.1|SLEB, LOC115629568|XP_030381920.1|SLEB	LOC108080501|XP_017030752.1|DKIK, LOC108080502|XP_017030754.1|DKIK
OG0001013	LOC115622265|XP_030372026.1|SLEB	LOC108075023|XP_017022766.1|DKIK
OG0001014	LOC115622870|XP_030372817.1|SLEB	LOC108073967|XP_017021298.1|DKIK
OG0001015	LOC115627832|XP_030379534.1|SLEB	LOC108080031|XP_017030095.1|DKIK
OG0001015	LOC115627898|XP_030379652.1|SLEB	LOC108080038|XP_017030104.1|DKIK
OG0001017	LOC115625904|XP_030376994.1|SLEB	LOC108076348|XP_017024630.1|DKIK
OG0001017	LOC115634369|XP_030387893.1|SLEB	LOC108082984|XP_017034095.1|DKIK, LOC108083016|XP_017034133.1|DKIK
OG0001018	LOC115628898|XP_030381017.1|SLEB, LOC115628901|XP_030381020.1|SLEB, LOC115621330|XP_030370811.1|SLEB, LOC115628942|XP_030381075.1|SLEB, LOC115628926|XP_030381048.1|SLEB	LOC108084093|XP_017035607.1|DKIK, LOC108080174|XP_017030310.1|DKIK, LOC108080173|XP_017030308.1|DKIK, LOC108080172|XP_017030307.1|DKIK
OG0001019	LOC115621697|XP_030371263.1|SLEB	LOC108084986|XP_017036899.1|DKIK
OG0001020	LOC115627705|XP_030379308.1|SLEB	LOC108080030|XP_017030092.1|DKIK
OG0001021	LOC115628996|XP_030381140.1|SLEB	LOC108075935|XP_017024061.1|DKIK
OG0001022	LOC115629232|XP_030381503.1|SLEB	LOC108071850|XP_017018253.1|DKIK
OG0001024	LOC115621057|XP_030370438.1|SLEB	LOC108085012|XP_017036943.1|DKIK
OG0001025	LOC115632296|XP_030385249.1|SLEB	LOC108074005|XP_017021355.1|DKIK
OG0001026	LOC115634218|XP_030387668.1|SLEB	LOC108076644|XP_017025065.1|DKIK
OG0001027	LOC115634679|XP_030388398.1|SLEB	LOC108085516|XP_017037630.1|DKIK
OG0001028	LOC115631799|XP_030384497.1|SLEB	LOC108074640|XP_017022248.1|DKIK
OG0001031	LOC115626140|XP_030377262.1|SLEB	LOC108084782|XP_017036594.1|DKIK
OG0001032	LOC115626259|XP_030377427.1|SLEB	LOC108079449|XP_017029276.1|DKIK, LOC108081290|XP_017031869.1|DKIK
OG0001033	LOC115626759|XP_030378075.1|SLEB	LOC108080217|XP_017030362.1|DKIK, LOC108078390|XP_017027734.1|DKIK
OG0001034	LOC115624857|XP_030375562.1|SLEB	LOC108085348|XP_017037402.1|DKIK, LOC108084763|XP_017036569.1|DKIK
OG0001035	LOC115628902|XP_030381021.1|SLEB	LOC108074240|XP_017021673.1|DKIK
OG0001035	LOC115628904|XP_030381022.1|SLEB	LOC108074238|XP_017021671.1|DKIK
OG0001037	LOC115622928|XP_030372913.1|SLEB, LOC115622927|XP_030372912.1|SLEB, LOC115622432|XP_030372233.1|SLEB	LOC108073574|XP_017020750.1|DKIK, LOC108073575|XP_017020751.1|DKIK, LOC108073576|XP_017020752.1|DKIK
OG0001038	LOC115623628|XP_030373929.1|SLEB, LOC115623629|XP_030373931.1|SLEB	LOC108073428|XP_017020539.1|DKIK
OG0001038	LOC115631328|XP_030383908.1|SLEB	LOC108073417|XP_017020528.1|DKIK
OG0001042	LOC115620583|XP_030369748.1|SLEB	LOC108073663|XP_017020877.1|DKIK
OG0001043	LOC115628817|XP_030380904.1|SLEB	LOC108079351|XP_017029147.1|DKIK
OG0001044	LOC115626205|XP_030377352.1|SLEB, LOC115631350|XP_030383926.1|SLEB	LOC108070916|XP_017017061.1|DKIK
OG0001045	LOC115623369|XP_030373520.1|SLEB	LOC108072423|XP_017019022.1|DKIK
OG0001046	LOC115634073|XP_030387480.1|SLEB	LOC108072898|XP_017019710.1|DKIK
OG0001047	LOC115634088|XP_030387503.1|SLEB	LOC108070838|XP_017016949.1|DKIK, LOC108070744|XP_017016829.1|DKIK, LOC108078240|XP_017027436.1|DKIK
OG0001048	LOC115624518|XP_030375094.1|SLEB	LOC108072345|XP_017018925.1|DKIK
OG0001049	LOC115622282|XP_030372044.1|SLEB	LOC108078877|XP_017028491.1|DKIK
OG0001050	LOC115633103|XP_030386344.1|SLEB	LOC108079831|XP_017029820.1|DKIK
OG0001051	LOC115626170|XP_030377305.1|SLEB	LOC108076997|XP_017025556.1|DKIK
OG0001052	LOC115625856|XP_030376924.1|SLEB	LOC108074871|XP_017022580.1|DKIK
OG0001053	LOC115629515|XP_030381856.1|SLEB	LOC108080091|XP_017030188.1|DKIK
OG0001054	LOC115621268|XP_030370728.1|SLEB	LOC108083707|XP_017035093.1|DKIK
OG0001054	LOC115621267|XP_030370726.1|SLEB	LOC108083709|XP_017035095.1|DKIK
OG0001055	LOC115623459|XP_030373676.1|SLEB	LOC108082646|XP_017033618.1|DKIK, LOC108083163|XP_017034342.1|DKIK
OG0001056	LOC115629116|XP_030381305.1|SLEB	LOC108075630|XP_017023656.1|DKIK, LOC108079283|XP_017029069.1|DKIK
OG0001057	LOC115626571|XP_030377810.1|SLEB	LOC108082223|XP_017033050.1|DKIK
OG0001058	LOC115626762|XP_030378079.1|SLEB	LOC108083573|XP_017034919.1|DKIK
OG0001059	LOC115622578|XP_030372421.1|SLEB	LOC108073902|XP_017021181.1|DKIK
OG0001060	LOC115623379|XP_030373534.1|SLEB	LOC108077859|XP_017026881.1|DKIK
OG0001061	LOC115625474|XP_030376384.1|SLEB	LOC108084014|XP_017035516.1|DKIK, LOC108084015|XP_017035517.1|DKIK
OG0001062	LOC115634278|XP_030387771.1|SLEB	LOC108070727|XP_017016814.1|DKIK
OG0001062	LOC115625502|XP_030376423.1|SLEB	LOC108070669|XP_017016731.1|DKIK
OG0001063	LOC115629311|XP_030381617.1|SLEB	LOC108079933|XP_017029957.1|DKIK
OG0001063	LOC115629300|XP_030381607.1|SLEB	LOC108074202|XP_017021630.1|DKIK
