Orthogroup	SLEB.longest_only	DSER.longest_only
OG0000631	LOC115626352|XP_030377562.1|SLEB	LOC110185944|XP_020810619.1|DSER
OG0000632	LOC115630690|XP_030383200.1|SLEB	LOC110179178|XP_020802238.1|DSER
OG0000632	LOC115630409|XP_030382802.1|SLEB	LOC110186043|XP_020810741.1|DSER
OG0000633	LOC115623010|XP_030373041.1|SLEB	LOC110179002|XP_020801995.1|DSER
OG0000633	LOC115623003|XP_030373028.1|SLEB	LOC110179000|XP_020801989.1|DSER
OG0000635	LOC115620742|XP_030369999.1|SLEB	LOC110183000|XP_020806882.1|DSER
OG0000635	LOC115629274|XP_030381560.1|SLEB	LOC110177595|XP_020800048.1|DSER
OG0000636	LOC115626223|XP_030377382.1|SLEB	LOC110181388|XP_020804778.1|DSER
OG0000636	LOC115626226|XP_030377385.1|SLEB, LOC115626225|XP_030377383.1|SLEB, LOC115626227|XP_030377387.1|SLEB	LOC110181389|XP_020804779.1|DSER
OG0000637	LOC115627962|XP_030379716.1|SLEB	LOC110187038|XP_020812061.1|DSER
OG0000637	LOC115627960|XP_030379713.1|SLEB	LOC110187034|XP_020812056.1|DSER
OG0000638	LOC115627144|XP_030378581.1|SLEB	LOC110181512|XP_020804945.1|DSER
OG0000639	LOC115633115|XP_030386361.1|SLEB	LOC110189840|XP_020815704.1|DSER
OG0000641	LOC115623783|XP_030374184.1|SLEB, LOC115623786|XP_030374188.1|SLEB	LOC110181443|XP_020804846.1|DSER, LOC110188453|XP_020813841.1|DSER
OG0000642	LOC115626067|XP_030377180.1|SLEB	LOC110178221|XP_020800922.1|DSER
OG0000642	LOC115626065|XP_030377178.1|SLEB, LOC115626066|XP_030377179.1|SLEB, LOC115625957|XP_030377055.1|SLEB, LOC115625960|XP_030377061.1|SLEB	LOC110185905|XP_020810578.1|DSER
OG0000643	LOC115620332|XP_030369388.1|SLEB, LOC115620334|XP_030369391.1|SLEB	LOC110177445|XP_020799837.1|DSER, LOC110177446|XP_020799838.1|DSER
OG0000644	LOC115631644|XP_030384315.1|SLEB	LOC110181269|XP_020804637.1|DSER, LOC110181278|XP_020804652.1|DSER, LOC110181277|XP_020804651.1|DSER
OG0000645	LOC115630472|XP_030382903.1|SLEB	LOC110185735|XP_020810384.1|DSER
OG0000645	LOC115630471|XP_030382902.1|SLEB	LOC110185976|XP_020810658.1|DSER
OG0000646	LOC115620235|XP_030369240.1|SLEB	LOC110189449|XP_020815185.1|DSER
OG0000646	LOC115621842|XP_030371513.1|SLEB	LOC110184027|XP_020808054.1|DSER
OG0000647	LOC115621967|XP_030371674.1|SLEB	LOC110176668|XP_020798762.1|DSER, LOC110191092|XP_020817495.1|DSER
OG0000647	LOC115629630|XP_030381990.1|SLEB	LOC110184420|XP_020808614.1|DSER
OG0000648	LOC115627944|XP_030379697.1|SLEB	LOC110184444|XP_020808643.1|DSER
OG0000648	LOC115627942|XP_030379695.1|SLEB	LOC110184364|XP_020808516.1|DSER
OG0000649	LOC115627568|XP_030379152.1|SLEB	LOC110175956|XP_020797803.1|DSER
OG0000649	LOC115627550|XP_030379125.1|SLEB	LOC110176001|XP_020797861.1|DSER
OG0000650	LOC115620503|XP_030369617.1|SLEB	LOC110191073|XP_020817465.1|DSER
OG0000650	LOC115627753|XP_030379398.1|SLEB	LOC110185456|XP_020809958.1|DSER
OG0000651	LOC115632259|XP_030385191.1|SLEB	LOC110189963|XP_020815911.1|DSER
OG0000651	LOC115622859|XP_030372803.1|SLEB	LOC110178651|XP_020801502.1|DSER
OG0000652	LOC115628872|XP_030380991.1|SLEB	LOC110182934|XP_020806772.1|DSER
OG0000652	LOC115629665|XP_030382040.1|SLEB	LOC110183534|XP_020807493.1|DSER
OG0000653	LOC115620491|XP_030369592.1|SLEB	LOC110190581|XP_020816833.1|DSER, LOC110178713|XP_020801575.1|DSER
OG0000654	LOC115628368|XP_030380304.1|SLEB	LOC110191331|XP_020817825.1|DSER, LOC110178755|XP_020801647.1|DSER
OG0000654	LOC115632989|XP_030386166.1|SLEB	LOC110190379|XP_020816468.1|DSER
OG0000655	LOC115621850|XP_030371563.1|SLEB	LOC110182239|XP_020805920.1|DSER
OG0000655	LOC115630722|XP_030383235.1|SLEB	LOC110179530|XP_020802769.1|DSER
OG0000656	LOC115623639|XP_030373943.1|SLEB	LOC110176652|XP_020798742.1|DSER
OG0000656	LOC115627596|XP_030379180.1|SLEB	LOC110176653|XP_020798745.1|DSER
OG0000657	LOC115624836|XP_030375543.1|SLEB	LOC110184492|XP_020808705.1|DSER
OG0000657	LOC115631152|XP_030383683.1|SLEB	LOC110177050|XP_020799225.1|DSER
OG0000658	LOC115627088|XP_030378498.1|SLEB	LOC110179734|XP_020803010.1|DSER
OG0000658	LOC115626258|XP_030377426.1|SLEB	LOC110187869|XP_020813012.1|DSER
OG0000659	LOC115625878|XP_030376954.1|SLEB	LOC110186108|XP_020810814.1|DSER
OG0000659	LOC115626361|XP_030377571.1|SLEB	LOC110183249|XP_020807130.1|DSER
OG0000660	LOC115631511|XP_030384136.1|SLEB	LOC110183976|XP_020807990.1|DSER
OG0000661	LOC115622386|XP_030372170.1|SLEB	LOC110188715|XP_020814183.1|DSER
OG0000661	LOC115630509|XP_030382967.1|SLEB	LOC110179184|XP_020802254.1|DSER
OG0000662	LOC115632944|XP_030386100.1|SLEB	LOC110183716|XP_020807724.1|DSER
OG0000662	LOC115627291|XP_030378783.1|SLEB	LOC110182446|XP_020806141.1|DSER
OG0000663	LOC115627042|XP_030378440.1|SLEB	LOC110184096|XP_020808140.1|DSER
OG0000664	LOC115626049|XP_030377161.1|SLEB	LOC110188738|XP_020814231.1|DSER
OG0000664	LOC115629221|XP_030381490.1|SLEB	LOC110183251|XP_020807135.1|DSER
OG0000665	LOC115623916|XP_030374332.1|SLEB	LOC110186663|XP_020811587.1|DSER
OG0000666	LOC115624988|XP_030375715.1|SLEB	LOC110182066|XP_020805695.1|DSER
OG0000666	LOC115627419|XP_030378949.1|SLEB	LOC110181908|XP_020805501.1|DSER
OG0000667	LOC115623576|XP_030373834.1|SLEB	LOC110182591|XP_020806302.1|DSER, LOC110188085|XP_020813297.1|DSER
OG0000668	LOC115620304|XP_030369348.1|SLEB	LOC110185349|XP_020809785.1|DSER
OG0000668	LOC115622050|XP_030371784.1|SLEB	LOC110191288|XP_020817754.1|DSER
OG0000669	LOC115626945|XP_030378320.1|SLEB	LOC110187066|XP_020812114.1|DSER
OG0000669	LOC115626693|XP_030377980.1|SLEB	LOC110187127|XP_020812197.1|DSER
OG0000670	LOC115626707|XP_030378000.1|SLEB	LOC110181536|XP_020804976.1|DSER
OG0000671	LOC115620863|XP_030370184.1|SLEB	LOC110187898|XP_020813052.1|DSER
OG0000671	LOC115621283|XP_030370746.1|SLEB	LOC110176415|XP_020798416.1|DSER
OG0000672	LOC115627870|XP_030379614.1|SLEB	LOC110181765|XP_020805294.1|DSER
OG0000672	LOC115624926|XP_030375637.1|SLEB	LOC110180199|XP_020803511.1|DSER
OG0000673	LOC115627417|XP_030378947.1|SLEB	LOC110184244|XP_020808359.1|DSER
OG0000673	LOC115626494|XP_030377738.1|SLEB	LOC110189976|XP_020815924.1|DSER
OG0000675	LOC115631118|XP_030383639.1|SLEB	LOC110183869|XP_020807881.1|DSER, LOC110178061|XP_020800727.1|DSER
OG0000677	LOC115623186|XP_030373268.1|SLEB	LOC110179030|XP_020802040.1|DSER
OG0000677	LOC115627739|XP_030379369.1|SLEB	LOC110175940|XP_020797780.1|DSER
OG0000678	LOC115621186|XP_030370620.1|SLEB	LOC110191412|XP_020817928.1|DSER
OG0000678	LOC115631717|XP_030384411.1|SLEB	LOC110178189|XP_020800883.1|DSER
OG0000679	LOC115633757|XP_030387092.1|SLEB	LOC110181695|XP_020805196.1|DSER
OG0000680	LOC115627844|XP_030379560.1|SLEB	LOC110181790|XP_020805329.1|DSER
OG0000681	LOC115621828|XP_030371496.1|SLEB	LOC110176629|XP_020798712.1|DSER
OG0000681	LOC115627476|XP_030379015.1|SLEB	LOC110180379|XP_020803706.1|DSER
OG0000683	LOC115620499|XP_030369611.1|SLEB	LOC110188585|XP_020814010.1|DSER, LOC110190932|XP_020817259.1|DSER, LOC110190959|XP_020817304.1|DSER
OG0000684	LOC115624151|XP_030374608.1|SLEB	LOC110176611|XP_020798694.1|DSER
OG0000684	LOC115620565|XP_030369714.1|SLEB	LOC110184169|XP_020808241.1|DSER
OG0000685	LOC115629499|XP_030381839.1|SLEB	LOC110187049|XP_020812084.1|DSER, LOC110182121|XP_020805793.1|DSER, LOC110181972|XP_020805582.1|DSER
OG0000685	LOC115623675|XP_030374005.1|SLEB	LOC110188264|XP_020813611.1|DSER
OG0000686	LOC115625171|XP_030375975.1|SLEB	LOC110189774|XP_020815656.1|DSER
OG0000686	LOC115633274|XP_030386545.1|SLEB	LOC110179100|XP_020802146.1|DSER
OG0000687	LOC115630042|XP_030382535.1|SLEB, LOC115630047|XP_030382538.1|SLEB, LOC115630043|XP_030382536.1|SLEB, LOC115630049|XP_030382540.1|SLEB, LOC115630046|XP_030382537.1|SLEB	LOC110178874|XP_020801810.1|DSER
OG0000687	LOC115633169|XP_030386442.1|SLEB	LOC110188812|XP_020814349.1|DSER
OG0000688	LOC115634831|XP_030388608.1|SLEB	LOC110177916|XP_020800552.1|DSER
OG0000689	LOC115628671|XP_030380705.1|SLEB	LOC110178015|XP_020800687.1|DSER
OG0000689	LOC115628661|XP_030380693.1|SLEB	LOC110178013|XP_020800686.1|DSER
OG0000690	LOC115629307|XP_030381612.1|SLEB	LOC110181885|XP_020805473.1|DSER
OG0000691	LOC115626605|XP_030377857.1|SLEB	LOC110183887|XP_020807891.1|DSER
OG0000691	LOC115634680|XP_030388399.1|SLEB	LOC110185233|XP_020809627.1|DSER
OG0000692	LOC115632631|XP_030385721.1|SLEB	LOC110188497|XP_020813887.1|DSER
OG0000692	LOC115632633|XP_030385722.1|SLEB	LOC110188496|XP_020813886.1|DSER
OG0000693	LOC115627792|XP_030379472.1|SLEB	LOC110184415|XP_020808608.1|DSER
OG0000693	LOC115623630|XP_030373932.1|SLEB	LOC110187890|XP_020813034.1|DSER
OG0000694	LOC115622249|XP_030372007.1|SLEB	LOC110178936|XP_020801892.1|DSER
OG0000695	LOC115626345|XP_030377554.1|SLEB	LOC110185642|XP_020810258.1|DSER
OG0000695	LOC115626555|XP_030377793.1|SLEB	LOC110185663|XP_020810285.1|DSER
OG0000696	LOC115631207|XP_030383771.1|SLEB	LOC110176814|XP_020798914.1|DSER
OG0000697	LOC115626630|XP_030377894.1|SLEB	LOC110176014|XP_020797881.1|DSER, LOC110185853|XP_020810521.1|DSER
OG0000698	LOC115631784|XP_030384478.1|SLEB	LOC110178187|XP_020800881.1|DSER
OG0000698	LOC115631797|XP_030384494.1|SLEB	LOC110178196|XP_020800889.1|DSER
OG0000699	LOC115631361|XP_030383939.1|SLEB	LOC110182658|XP_020806389.1|DSER
OG0000699	LOC115621427|XP_030370939.1|SLEB	LOC110177378|XP_020799735.1|DSER
OG0000700	LOC115630522|XP_030382986.1|SLEB	LOC110176843|XP_020798963.1|DSER, LOC110184881|XP_020809186.1|DSER
OG0000701	LOC115633828|XP_030387176.1|SLEB	LOC110180797|XP_020804137.1|DSER
OG0000701	LOC115627353|XP_030378861.1|SLEB	LOC110181902|XP_020805492.1|DSER
OG0000702	LOC115623432|XP_030373638.1|SLEB	LOC110186896|XP_020811874.1|DSER
OG0000702	LOC115623431|XP_030373622.1|SLEB	LOC110186894|XP_020811854.1|DSER
OG0000703	LOC115626522|XP_030377762.1|SLEB	LOC110185971|XP_020810653.1|DSER
OG0000703	LOC115632207|XP_030385123.1|SLEB	LOC110178316|XP_020801086.1|DSER
OG0000704	LOC115629751|XP_030382150.1|SLEB	LOC110182587|XP_020806299.1|DSER
OG0000704	LOC115620514|XP_030369639.1|SLEB	LOC110190713|XP_020816995.1|DSER
OG0000705	LOC115632166|XP_030385053.1|SLEB	LOC110178734|XP_020801618.1|DSER, LOC110178732|XP_020801615.1|DSER
OG0000706	LOC115631541|XP_030384176.1|SLEB	LOC110178082|XP_020800745.1|DSER
OG0000706	LOC115633220|XP_030386469.1|SLEB	LOC110187085|XP_020812144.1|DSER
OG0000707	LOC115634062|XP_030387466.1|SLEB	LOC110177960|XP_020800611.1|DSER
OG0000707	LOC115628046|XP_030379850.1|SLEB	LOC110181713|XP_020805221.1|DSER
OG0000708	LOC115627708|XP_030379316.1|SLEB	LOC110180563|XP_020803918.1|DSER
OG0000708	LOC115627653|XP_030379253.1|SLEB	LOC110184264|XP_020808389.1|DSER
OG0000709	LOC115621323|XP_030370803.1|SLEB	LOC110186876|XP_020811832.1|DSER
OG0000709	LOC115626872|XP_030378240.1|SLEB	LOC110181648|XP_020805122.1|DSER
OG0000710	LOC115623330|XP_030373453.1|SLEB	LOC110188697|XP_020814160.1|DSER
OG0000710	LOC115634159|XP_030387599.1|SLEB	LOC110177914|XP_020800546.1|DSER
OG0000711	LOC115622779|XP_030372697.1|SLEB	LOC110184744|XP_020809031.1|DSER, LOC110184739|XP_020809026.1|DSER
OG0000711	LOC115629865|XP_030382313.1|SLEB	LOC110184131|XP_020808198.1|DSER
OG0000712	LOC115623932|XP_030374352.1|SLEB	LOC110187790|XP_020812921.1|DSER
OG0000712	LOC115623732|XP_030374102.1|SLEB	LOC110187789|XP_020812920.1|DSER
OG0000713	LOC115621208|XP_030370649.1|SLEB	LOC110191096|XP_020817500.1|DSER
OG0000713	LOC115628094|XP_030379931.1|SLEB	LOC110178308|XP_020801059.1|DSER
OG0000714	LOC115633315|XP_030386605.1|SLEB	LOC110184275|XP_020808404.1|DSER
OG0000714	LOC115623265|XP_030373395.1|SLEB	LOC110190364|XP_020816434.1|DSER
OG0000715	LOC115623127|XP_030373195.1|SLEB	LOC110191077|XP_020817471.1|DSER
OG0000715	LOC115623055|XP_030373093.1|SLEB	LOC110190895|XP_020817213.1|DSER
OG0000716	LOC115633996|XP_030387379.1|SLEB	LOC110186690|XP_020811616.1|DSER
OG0000716	LOC115624701|XP_030375377.1|SLEB	LOC110176191|XP_020798100.1|DSER
OG0000717	LOC115632838|XP_030385954.1|SLEB	LOC110190199|XP_020816210.1|DSER
OG0000718	LOC115627733|XP_030379356.1|SLEB	LOC110185468|XP_020809980.1|DSER
OG0000718	LOC115627755|XP_030379400.1|SLEB	LOC110185412|XP_020809878.1|DSER
OG0000719	LOC115622473|XP_030372276.1|SLEB	LOC110190702|XP_020816973.1|DSER
OG0000719	LOC115622387|XP_030372171.1|SLEB	LOC110184780|XP_020809078.1|DSER
OG0000720	LOC115620246|XP_030369255.1|SLEB, LOC115621204|XP_030370645.1|SLEB, LOC115621379|XP_030370868.1|SLEB	LOC110189018|XP_020814638.1|DSER, LOC110177327|XP_020799660.1|DSER
OG0000721	LOC115633272|XP_030386540.1|SLEB	LOC110183262|XP_020807146.1|DSER
OG0000721	LOC115626288|XP_030377472.1|SLEB	LOC110186051|XP_020810752.1|DSER
OG0000722	LOC115629852|XP_030382337.1|SLEB	LOC110181017|XP_020804354.1|DSER, LOC110181025|XP_020804362.1|DSER
OG0000723	LOC115634058|XP_030387461.1|SLEB	LOC110189349|XP_020815050.1|DSER, LOC110189604|XP_020815396.1|DSER
OG0000724	LOC115633429|XP_030386749.1|SLEB	LOC110176027|XP_020797896.1|DSER
OG0000724	LOC115626300|XP_030377488.1|SLEB	LOC110186628|XP_020811540.1|DSER
OG0000726	LOC115624214|XP_030374686.1|SLEB	LOC110177411|XP_020799787.1|DSER, LOC110177409|XP_020799786.1|DSER
OG0000727	LOC115624337|XP_030374846.1|SLEB, LOC115624335|XP_030374844.1|SLEB	LOC110188279|XP_020813633.1|DSER
OG0000728	LOC115630207|XP_030382636.1|SLEB	LOC110184195|XP_020808285.1|DSER
OG0000728	LOC115625568|XP_030376522.1|SLEB	LOC110188347|XP_020813718.1|DSER
OG0000729	LOC115620938|XP_030370310.1|SLEB	LOC110186362|XP_020811170.1|DSER
OG0000729	LOC115620939|XP_030370311.1|SLEB	LOC110187004|XP_020812023.1|DSER
OG0000730	LOC115632855|XP_030385975.1|SLEB	LOC110184502|XP_020808724.1|DSER, LOC110181295|XP_020804675.1|DSER
OG0000731	LOC115622743|XP_030372650.1|SLEB	LOC110190136|XP_020816120.1|DSER
OG0000731	LOC115633836|XP_030387186.1|SLEB	LOC110179376|XP_020802553.1|DSER
OG0000732	LOC115632506|XP_030385555.1|SLEB	LOC110190322|XP_020816376.1|DSER
OG0000732	LOC115632505|XP_030385554.1|SLEB	LOC110190323|XP_020816378.1|DSER
OG0000733	LOC115622518|XP_030372333.1|SLEB	LOC110176138|XP_020798033.1|DSER
OG0000734	LOC115629183|XP_030381425.1|SLEB	LOC110187387|XP_020812437.1|DSER
OG0000734	LOC115622143|XP_030371864.1|SLEB	LOC110178654|XP_020801505.1|DSER
OG0000735	LOC115633563|XP_030386879.1|SLEB, LOC115625763|XP_030376785.1|SLEB	LOC110177895|XP_020800523.1|DSER
OG0000736	LOC115630795|XP_030383313.1|SLEB	LOC110187238|XP_020812295.1|DSER
OG0000736	LOC115630588|XP_030383066.1|SLEB	LOC110187237|XP_020812294.1|DSER
OG0000737	LOC115628220|XP_030380078.1|SLEB	LOC110189224|XP_020814863.1|DSER
OG0000738	LOC115630461|XP_030382886.1|SLEB	LOC110176815|XP_020798915.1|DSER
OG0000738	LOC115626486|XP_030377730.1|SLEB	LOC110185977|XP_020810659.1|DSER
OG0000739	LOC115623627|XP_030373927.1|SLEB	LOC110187870|XP_020813013.1|DSER, LOC110187724|XP_020812830.1|DSER
OG0000740	LOC115628455|XP_030380428.1|SLEB	LOC110187915|XP_020813078.1|DSER
OG0000741	LOC115628044|XP_030379847.1|SLEB	LOC110181662|XP_020805130.1|DSER
OG0000742	LOC115627583|XP_030379167.1|SLEB	LOC110175920|XP_020797757.1|DSER
OG0000742	LOC115627481|XP_030379020.1|SLEB	LOC110176083|XP_020797984.1|DSER
OG0000743	LOC115633054|XP_030386259.1|SLEB	LOC110187020|XP_020812047.1|DSER
OG0000743	LOC115634620|XP_030388329.1|SLEB	LOC110177955|XP_020800604.1|DSER
OG0000744	LOC115629175|XP_030381413.1|SLEB	LOC110189272|XP_020814950.1|DSER
OG0000745	LOC115634146|XP_030387579.1|SLEB, LOC115627071|XP_030378479.1|SLEB	LOC110182996|XP_020806847.1|DSER
OG0000745	LOC115634664|XP_030388387.1|SLEB	LOC110189444|XP_020815175.1|DSER
OG0000746	LOC115620015|XP_030368977.1|SLEB	LOC110182897|XP_020806710.1|DSER
OG0000747	LOC115632487|XP_030385525.1|SLEB	LOC110189993|XP_020815950.1|DSER
OG0000747	LOC115632957|XP_030386116.1|SLEB	LOC110190150|XP_020816139.1|DSER
OG0000748	LOC115630703|XP_030383216.1|SLEB	LOC110184925|XP_020809230.1|DSER
OG0000748	LOC115626976|XP_030378352.1|SLEB	LOC110182496|XP_020806204.1|DSER
OG0000750	LOC115625460|XP_030376367.1|SLEB, LOC115625461|XP_030376368.1|SLEB	LOC110178379|XP_020801175.1|DSER, LOC110178223|XP_020800926.1|DSER, LOC110191049|XP_020817432.1|DSER
OG0000751	LOC115633185|XP_030386445.1|SLEB, LOC115630937|XP_030383368.1|SLEB	LOC110181657|XP_020805125.1|DSER, LOC110182779|XP_020806566.1|DSER, LOC110181664|XP_020805140.1|DSER
OG0000752	LOC115624068|XP_030374514.1|SLEB	LOC110188853|XP_020814418.1|DSER, LOC110188835|XP_020814386.1|DSER, LOC110190914|XP_020817234.1|DSER, LOC110182367|XP_020806067.1|DSER
OG0000753	LOC115621110|XP_030370512.1|SLEB	LOC110191296|XP_020817764.1|DSER
OG0000754	LOC115627163|XP_030378607.1|SLEB	LOC110180628|XP_020803975.1|DSER
OG0000754	LOC115627856|XP_030379577.1|SLEB	LOC110181767|XP_020805295.1|DSER
OG0000755	LOC115620993|XP_030370373.1|SLEB	LOC110184559|XP_020808796.1|DSER
OG0000755	LOC115620992|XP_030370371.1|SLEB	LOC110184687|XP_020808962.1|DSER
OG0000756	LOC115629548|XP_030381890.1|SLEB	LOC110191247|XP_020817686.1|DSER
OG0000757	LOC115628322|XP_030380237.1|SLEB	LOC110182774|XP_020806556.1|DSER
OG0000758	LOC115624504|XP_030375069.1|SLEB	LOC110188380|XP_020813756.1|DSER, LOC110188601|XP_020814023.1|DSER, LOC110189440|XP_020815173.1|DSER
OG0000759	LOC115632664|XP_030385757.1|SLEB	LOC110188827|XP_020814377.1|DSER
OG0000759	LOC115632137|XP_030385012.1|SLEB	LOC110188819|XP_020814358.1|DSER
OG0000760	LOC115634764|XP_030388519.1|SLEB	LOC110181147|XP_020804482.1|DSER, LOC110180233|XP_020803551.1|DSER
OG0000760	LOC115633671|XP_030386976.1|SLEB	LOC110180225|XP_020803539.1|DSER
OG0000761	LOC115631320|XP_030383897.1|SLEB	LOC110183375|XP_020807296.1|DSER
OG0000761	LOC115632011|XP_030384801.1|SLEB	LOC110183327|XP_020807235.1|DSER
OG0000762	LOC115625652|XP_030376640.1|SLEB	LOC110183840|XP_020807850.1|DSER
OG0000762	LOC115631875|XP_030384584.1|SLEB	LOC110184923|XP_020809228.1|DSER
OG0000763	LOC115630747|XP_030383261.1|SLEB	LOC110187461|XP_020812508.1|DSER
OG0000763	LOC115630695|XP_030383207.1|SLEB	LOC110187459|XP_020812506.1|DSER
OG0000764	LOC115621927|XP_030371631.1|SLEB	LOC110188099|XP_020813312.1|DSER
OG0000764	LOC115633306|XP_030386585.1|SLEB	LOC110182040|XP_020805629.1|DSER
OG0000765	LOC115628365|XP_030380302.1|SLEB	LOC110178801|XP_020801713.1|DSER
OG0000765	LOC115627771|XP_030379429.1|SLEB	LOC110179450|XP_020802657.1|DSER
OG0000766	LOC115629736|XP_030382131.1|SLEB	LOC110179664|XP_020802935.1|DSER
OG0000767	LOC115625324|XP_030376207.1|SLEB	LOC110180350|XP_020803671.1|DSER, LOC110187196|XP_020812253.1|DSER
OG0000767	LOC115628797|XP_030380869.1|SLEB	LOC110189942|XP_020815888.1|DSER
OG0000768	LOC115627924|XP_030379678.1|SLEB	LOC110178572|XP_020801404.1|DSER
OG0000768	LOC115629400|XP_030381717.1|SLEB	LOC110184654|XP_020808913.1|DSER
OG0000769	LOC115627782|XP_030379452.1|SLEB	LOC110191941|XP_020818617.1|DSER, LOC110179358|XP_020802530.1|DSER
OG0000771	LOC115632497|XP_030385534.1|SLEB	LOC110183718|XP_020807726.1|DSER, LOC110183717|XP_020807725.1|DSER
OG0000772	LOC115634665|XP_030388384.1|SLEB	LOC110184043|XP_020808076.1|DSER, LOC110178317|XP_020801087.1|DSER
OG0000774	LOC115634000|XP_030387384.1|SLEB	LOC110191633|XP_020818181.1|DSER, LOC110191632|XP_020818180.1|DSER
OG0000775	LOC115624948|XP_030375659.1|SLEB	LOC110189771|XP_020815650.1|DSER
OG0000775	LOC115634170|XP_030387613.1|SLEB	LOC110178303|XP_020801052.1|DSER
OG0000778	LOC115620701|XP_030369933.1|SLEB, LOC115628096|XP_030379935.1|SLEB	LOC110176135|XP_020798029.1|DSER
OG0000779	LOC115626746|XP_030378057.1|SLEB	LOC110181856|XP_020805433.1|DSER
OG0000780	LOC115623469|XP_030373696.1|SLEB	LOC110189273|XP_020814951.1|DSER
OG0000781	LOC115626655|XP_030377922.1|SLEB	LOC110184279|XP_020808409.1|DSER
OG0000781	LOC115632546|XP_030385621.1|SLEB	LOC110190118|XP_020816091.1|DSER
OG0000782	LOC115623231|XP_030373340.1|SLEB	LOC110179034|XP_020802047.1|DSER
OG0000782	LOC115629137|XP_030381342.1|SLEB	LOC110184210|XP_020808316.1|DSER
OG0000783	LOC115620854|XP_030370158.1|SLEB	LOC110179021|XP_020802025.1|DSER
OG0000783	LOC115633212|XP_030386459.1|SLEB	LOC110182099|XP_020805743.1|DSER
OG0000784	LOC115628703|XP_030380744.1|SLEB	LOC110176119|XP_020798016.1|DSER
OG0000785	LOC115621118|XP_030370522.1|SLEB	LOC110177462|XP_020799859.1|DSER, LOC110177359|XP_020799711.1|DSER
OG0000786	LOC115626176|XP_030377311.1|SLEB	LOC110184525|XP_020808758.1|DSER
OG0000786	LOC115620536|XP_030369671.1|SLEB	LOC110177248|XP_020799555.1|DSER
OG0000787	LOC115632438|XP_030385442.1|SLEB	LOC110190765|XP_020817054.1|DSER
OG0000787	LOC115629947|XP_030382416.1|SLEB	LOC110179682|XP_020802952.1|DSER
OG0000788	LOC115631634|XP_030384303.1|SLEB	LOC110180004|XP_020803253.1|DSER
OG0000788	LOC115628252|XP_030380128.1|SLEB	LOC110176705|XP_020798802.1|DSER
OG0000789	LOC115629061|XP_030381237.1|SLEB	LOC110182717|XP_020806475.1|DSER
OG0000789	LOC115629060|XP_030381236.1|SLEB	LOC110182720|XP_020806479.1|DSER
OG0000790	LOC115628530|XP_030380551.1|SLEB	LOC110176935|XP_020799093.1|DSER
OG0000791	LOC115629879|XP_030382336.1|SLEB	LOC110186194|XP_020810912.1|DSER
OG0000791	LOC115621525|XP_030371051.1|SLEB	LOC110186319|XP_020811114.1|DSER
OG0000792	LOC115631780|XP_030384474.1|SLEB	LOC110185702|XP_020810332.1|DSER
OG0000793	LOC115623565|XP_030373822.1|SLEB	LOC110188258|XP_020813603.1|DSER
OG0000794	LOC115629864|XP_030382312.1|SLEB	LOC110179550|XP_020802792.1|DSER
OG0000795	LOC115629651|XP_030382021.1|SLEB, LOC115625331|XP_030376215.1|SLEB	LOC110188563|XP_020813980.1|DSER
OG0000796	LOC115620420|XP_030369504.1|SLEB	LOC110191800|XP_020818410.1|DSER
OG0000796	LOC115626807|XP_030378137.1|SLEB	LOC110181565|XP_020805014.1|DSER
OG0000797	LOC115623362|XP_030373508.1|SLEB	LOC110184153|XP_020808223.1|DSER
OG0000798	LOC115626864|XP_030378234.1|SLEB	LOC110179895|XP_020803154.1|DSER
OG0000798	LOC115628315|XP_030380233.1|SLEB	LOC110188120|XP_020813400.1|DSER
OG0000799	LOC115622877|XP_030372826.1|SLEB	LOC110176608|XP_020798690.1|DSER
OG0000799	LOC115629792|XP_030382211.1|SLEB	LOC110179502|XP_020802737.1|DSER
OG0000800	LOC115624783|XP_030375474.1|SLEB	LOC110178758|XP_020801650.1|DSER
OG0000801	LOC115626800|XP_030378133.1|SLEB	LOC110177942|XP_020800583.1|DSER
OG0000802	LOC115628822|XP_030380912.1|SLEB	LOC110188344|XP_020813711.1|DSER, LOC110182002|XP_020805595.1|DSER
OG0000803	LOC115630694|XP_030383206.1|SLEB	LOC110183416|XP_020807352.1|DSER
OG0000803	LOC115622649|XP_030372516.1|SLEB	LOC110178613|XP_020801457.1|DSER
OG0000804	LOC115623042|XP_030373079.1|SLEB, LOC115622933|XP_030372921.1|SLEB	LOC110178301|XP_020801049.1|DSER, LOC110191792|XP_020818402.1|DSER
OG0000805	LOC115633725|XP_030387052.1|SLEB, LOC115633387|XP_030386694.1|SLEB, LOC115633782|XP_030387119.1|SLEB, LOC115631591|XP_030384252.1|SLEB	LOC110178285|XP_020801060.1|DSER
OG0000806	LOC115631223|XP_030383792.1|SLEB	LOC110183087|XP_020806936.1|DSER
OG0000807	LOC115626077|XP_030377190.1|SLEB	LOC110176821|XP_020798928.1|DSER
OG0000810	LOC115633165|XP_030386437.1|SLEB	LOC110189241|XP_020814901.1|DSER, LOC110189242|XP_020814902.1|DSER, LOC110189243|XP_020814904.1|DSER
