Orthogroup	SLEB.longest_only	HILL.longest_only
OG0000893	LOC115623838|XP_030374239.1|SLEB	LOC119661300|XP_037926517.1|HILL
OG0000894	LOC115625115|XP_030375881.1|SLEB	LOC119659992|XP_037924292.1|HILL
OG0000895	LOC115633662|XP_030386967.1|SLEB	LOC119655493|XP_037917323.1|HILL
OG0000896	LOC115629791|XP_030382210.1|SLEB	LOC119655524|XP_037917362.1|HILL
OG0000899	LOC115620964|XP_030370345.1|SLEB	LOC119659559|XP_037923636.1|HILL
OG0000907	LOC115623688|XP_030374022.1|SLEB	LOC119657822|XP_037920864.1|HILL
OG0000909	LOC115629921|XP_030382386.1|SLEB, LOC115629451|XP_030381776.1|SLEB	LOC119657311|XP_037920098.1|HILL
OG0000910	LOC115629094|XP_030381271.1|SLEB	LOC119647744|XP_037904787.1|HILL
OG0000911	LOC115628689|XP_030380728.1|SLEB	LOC119659735|XP_037923922.1|HILL
OG0000912	LOC115633636|XP_030386934.1|SLEB	LOC119649903|XP_037908223.1|HILL, LOC119648205|XP_037905735.1|HILL
OG0000913	LOC115624511|XP_030375083.1|SLEB	LOC119648598|XP_037906296.1|HILL
OG0000913	LOC115624512|XP_030375084.1|SLEB	LOC119649914|XP_037908241.1|HILL
OG0000914	LOC115634220|XP_030387671.1|SLEB	LOC119659280|XP_037923220.1|HILL
OG0000915	LOC115634001|XP_030387386.1|SLEB	LOC119661273|XP_037926469.1|HILL
OG0000916	LOC115631986|XP_030384763.1|SLEB	LOC119649969|XP_037908336.1|HILL
OG0000917	LOC115632603|XP_030385688.1|SLEB, LOC115632019|XP_030384822.1|SLEB	LOC119653264|XP_037913804.1|HILL
OG0000918	LOC115625872|XP_030376943.1|SLEB	LOC119661271|XP_037926460.1|HILL
OG0000920	LOC115633279|XP_030386550.1|SLEB	LOC119655503|XP_037917334.1|HILL
OG0000921	LOC115630018|XP_030382512.1|SLEB	LOC119646868|XP_037903420.1|HILL
OG0000922	LOC115628430|XP_030380378.1|SLEB	LOC119648848|XP_037906650.1|HILL, LOC119648849|XP_037906654.1|HILL
OG0000923	LOC115623827|XP_030374230.1|SLEB	LOC119659268|XP_037923196.1|HILL
OG0000924	LOC115629931|XP_030382395.1|SLEB	LOC119653921|XP_037915008.1|HILL
OG0000925	LOC115621220|XP_030370664.1|SLEB	LOC119654032|XP_037915122.1|HILL, LOC119654830|XP_037916325.1|HILL
OG0000926	LOC115623884|XP_030374296.1|SLEB, LOC115624201|XP_030374664.1|SLEB	LOC119659217|XP_037923118.1|HILL
OG0000931	LOC115624492|XP_030375055.1|SLEB, LOC115634172|XP_030387617.1|SLEB	LOC119650289|XP_037908847.1|HILL
OG0000935	LOC115620735|XP_030369981.1|SLEB	LOC119652079|XP_037911945.1|HILL
OG0000936	LOC115630040|XP_030382533.1|SLEB	LOC119658888|XP_037922606.1|HILL
OG0000937	LOC115621318|XP_030370797.1|SLEB	LOC119657145|XP_037919850.1|HILL, LOC119657808|XP_037920833.1|HILL, LOC119658309|XP_037921544.1|HILL, LOC119658006|XP_037921155.1|HILL, LOC119657604|XP_037920530.1|HILL, LOC119649299|XP_037907321.1|HILL, LOC119649212|XP_037907197.1|HILL
OG0000938	LOC115629870|XP_030382325.1|SLEB	LOC119657122|XP_037919814.1|HILL
OG0000939	LOC115631095|XP_030383606.1|SLEB	LOC119661716|XP_037927099.1|HILL
OG0000940	LOC115629373|XP_030381691.1|SLEB, LOC115628257|XP_030380135.1|SLEB	LOC119656570|XP_037918885.1|HILL
OG0000941	LOC115626463|XP_030377705.1|SLEB, LOC115630089|XP_030382576.1|SLEB	LOC119657198|XP_037919932.1|HILL
OG0000942	LOC115623244|XP_030373364.1|SLEB	LOC119648309|XP_037905916.1|HILL
OG0000943	LOC115620354|XP_030369421.1|SLEB	LOC119661204|XP_037926354.1|HILL
OG0000944	LOC115627130|XP_030378563.1|SLEB	LOC119660771|XP_037925462.1|HILL
OG0000945	LOC115624796|XP_030375500.1|SLEB	LOC119661753|XP_037927151.1|HILL
OG0000946	LOC115630459|XP_030382884.1|SLEB	LOC119661296|XP_037926510.1|HILL
OG0000947	LOC115634584|XP_030388277.1|SLEB	LOC119659221|XP_037923125.1|HILL
OG0000948	LOC115632809|XP_030385921.1|SLEB	LOC119650053|XP_037908470.1|HILL
OG0000949	LOC115629933|XP_030382398.1|SLEB, LOC115629932|XP_030382397.1|SLEB	LOC119655964|XP_037918123.1|HILL
OG0000950	LOC115624154|XP_030374611.1|SLEB	LOC119656859|XP_037919440.1|HILL
OG0000951	LOC115620607|XP_030369781.1|SLEB, LOC115631589|XP_030384250.1|SLEB, LOC115629565|XP_030381917.1|SLEB, LOC115629566|XP_030381918.1|SLEB, LOC115630781|XP_030383297.1|SLEB	LOC119660211|XP_037924573.1|HILL
OG0000952	LOC115631113|XP_030383633.1|SLEB	LOC119647108|XP_037903814.1|HILL
OG0000957	LOC115632493|XP_030385572.1|SLEB, LOC115632571|XP_030385690.1|SLEB	LOC119649988|XP_037908370.1|HILL
OG0000960	LOC115626902|XP_030378272.1|SLEB	LOC119651998|XP_037911850.1|HILL, LOC119652437|XP_037912507.1|HILL, LOC119652292|XP_037912217.1|HILL, LOC119652421|XP_037912472.1|HILL
OG0000963	LOC115627565|XP_030379148.1|SLEB	LOC119658492|XP_037921883.1|HILL, LOC119657269|XP_037920030.1|HILL
OG0000964	LOC115629928|XP_030382396.1|SLEB	LOC119660339|XP_037924753.1|HILL
OG0000965	LOC115633244|XP_030386499.1|SLEB	LOC119657119|XP_037919807.1|HILL
OG0000966	LOC115633760|XP_030387095.1|SLEB	LOC119659817|XP_037924028.1|HILL
OG0000968	LOC115628295|XP_030380202.1|SLEB	LOC119650278|XP_037908831.1|HILL, LOC119648563|XP_037906261.1|HILL, LOC119648564|XP_037906262.1|HILL, LOC119648565|XP_037906263.1|HILL, LOC119649022|XP_037906905.1|HILL, LOC119650083|XP_037908515.1|HILL, LOC119649837|XP_037908109.1|HILL, LOC119650193|XP_037908687.1|HILL
OG0000969	LOC115629995|XP_030382487.1|SLEB, LOC115633028|XP_030386225.1|SLEB, LOC115621359|XP_030370843.1|SLEB	LOC119655293|XP_037917046.1|HILL
OG0000970	LOC115620768|XP_030370032.1|SLEB	LOC119660558|XP_037925126.1|HILL
OG0000971	LOC115631506|XP_030384125.1|SLEB	LOC119646696|XP_037903188.1|HILL
OG0000972	LOC115632559|XP_030385633.1|SLEB, LOC115633225|XP_030386479.1|SLEB	LOC119655462|XP_037917295.1|HILL
OG0000975	LOC115621202|XP_030370641.1|SLEB, LOC115623709|XP_030374048.1|SLEB	LOC119659274|XP_037923207.1|HILL
OG0000976	LOC115625384|XP_030376281.1|SLEB, LOC115625075|XP_030375823.1|SLEB	LOC119659502|XP_037923556.1|HILL
OG0000977	LOC115625370|XP_030376266.1|SLEB	LOC119658812|XP_037922463.1|HILL
OG0000978	LOC115623541|XP_030373784.1|SLEB	LOC119659555|XP_037923632.1|HILL
OG0000981	LOC115632018|XP_030384815.1|SLEB	LOC119660927|XP_037925836.1|HILL
OG0000988	LOC115631067|XP_030383573.1|SLEB, LOC115631590|XP_030384251.1|SLEB, LOC115629834|XP_030382271.1|SLEB	LOC119656493|XP_037918752.1|HILL
OG0000990	LOC115626648|XP_030377913.1|SLEB	LOC119658075|XP_037921263.1|HILL
OG0000991	LOC115629805|XP_030382228.1|SLEB	LOC119656681|XP_037919092.1|HILL
OG0000992	LOC115621203|XP_030370644.1|SLEB	LOC119646600|XP_037903022.1|HILL
OG0000993	LOC115621783|XP_030371401.1|SLEB	LOC119650867|XP_037909956.1|HILL
OG0000994	LOC115628886|XP_030381003.1|SLEB	LOC119658292|XP_037921515.1|HILL
OG0000995	LOC115625662|XP_030376654.1|SLEB	LOC119658915|XP_037922663.1|HILL
OG0000996	LOC115631694|XP_030384380.1|SLEB, LOC115627128|XP_030378560.1|SLEB, LOC115627324|XP_030378828.1|SLEB, LOC115627312|XP_030378815.1|SLEB, LOC115622197|XP_030371949.1|SLEB, LOC115622196|XP_030371948.1|SLEB, LOC115627203|XP_030378681.1|SLEB, LOC115622171|XP_030371910.1|SLEB	LOC119646992|XP_037903636.1|HILL
OG0000997	LOC115626266|XP_030377478.1|SLEB	LOC119661765|XP_037927163.1|HILL
OG0000998	LOC115624936|XP_030375647.1|SLEB, LOC115624642|XP_030375270.1|SLEB	LOC119647895|XP_037905126.1|HILL, LOC119647894|XP_037905121.1|HILL
OG0000999	LOC115634097|XP_030387514.1|SLEB, LOC115626649|XP_030377914.1|SLEB	LOC119653389|XP_037913868.1|HILL
OG0001000	LOC115620263|XP_030369285.1|SLEB	LOC119661572|XP_037926898.1|HILL
OG0001001	LOC115632602|XP_030385691.1|SLEB	LOC119661125|XP_037926250.1|HILL
OG0001002	LOC115631311|XP_030383885.1|SLEB	LOC119654243|XP_037915413.1|HILL
OG0001003	LOC115621145|XP_030370561.1|SLEB	LOC119658682|XP_037922174.1|HILL
OG0001004	LOC115623593|XP_030373853.1|SLEB	LOC119660421|XP_037924896.1|HILL
OG0001005	LOC115633224|XP_030386476.1|SLEB	LOC119653619|XP_037914316.1|HILL
OG0001006	LOC115632081|XP_030384901.1|SLEB	LOC119649453|XP_037907535.1|HILL
OG0001007	LOC115628319|XP_030380235.1|SLEB, LOC115628165|XP_030380006.1|SLEB	LOC119656271|XP_037918622.1|HILL
OG0001008	LOC115627803|XP_030379493.1|SLEB, LOC115622732|XP_030372672.1|SLEB	LOC119655408|XP_037917219.1|HILL
OG0001009	LOC115625207|XP_030376036.1|SLEB	LOC119656127|XP_037918388.1|HILL
OG0001013	LOC115622265|XP_030372026.1|SLEB	LOC119650229|XP_037908736.1|HILL
OG0001014	LOC115622694|XP_030372582.1|SLEB, LOC115622870|XP_030372817.1|SLEB	LOC119655082|XP_037916710.1|HILL
OG0001019	LOC115621697|XP_030371263.1|SLEB	LOC119657389|XP_037920202.1|HILL
OG0001020	LOC115627705|XP_030379308.1|SLEB	LOC119657985|XP_037921129.1|HILL, LOC119657205|XP_037919940.1|HILL, LOC119657634|XP_037920567.1|HILL
OG0001021	LOC115628996|XP_030381140.1|SLEB	LOC119651094|XP_037910375.1|HILL
OG0001022	LOC115629232|XP_030381503.1|SLEB	LOC119658389|XP_037921700.1|HILL
OG0001024	LOC115621057|XP_030370438.1|SLEB	LOC119659862|XP_037924098.1|HILL, LOC119660009|XP_037924314.1|HILL
OG0001025	LOC115632296|XP_030385249.1|SLEB	LOC119649739|XP_037907949.1|HILL
OG0001026	LOC115634218|XP_030387668.1|SLEB	LOC119655498|XP_037917331.1|HILL
OG0001027	LOC115634679|XP_030388398.1|SLEB	LOC119648947|XP_037906790.1|HILL, LOC119647827|XP_037904993.1|HILL
OG0001028	LOC115631799|XP_030384497.1|SLEB	LOC119649985|XP_037908355.1|HILL
OG0001031	LOC115626140|XP_030377262.1|SLEB	LOC119650960|XP_037910134.1|HILL
OG0001032	LOC115626259|XP_030377427.1|SLEB	LOC119653033|XP_037913407.1|HILL
OG0001033	LOC115626759|XP_030378075.1|SLEB	LOC119656017|XP_037918195.1|HILL
OG0001034	LOC115624857|XP_030375562.1|SLEB	LOC119650231|XP_037908738.1|HILL
OG0001042	LOC115620583|XP_030369748.1|SLEB	LOC119646639|XP_037903080.1|HILL
OG0001043	LOC115628817|XP_030380904.1|SLEB	LOC119658007|XP_037921157.1|HILL
OG0001043	LOC115626073|XP_030377185.1|SLEB	LOC119657881|XP_037920940.1|HILL, LOC119657268|XP_037920029.1|HILL
OG0001045	LOC115623369|XP_030373520.1|SLEB	LOC119652268|XP_037912181.1|HILL
OG0001046	LOC115634073|XP_030387480.1|SLEB	LOC119654795|XP_037916272.1|HILL
OG0001047	LOC115634088|XP_030387503.1|SLEB	LOC119657541|XP_037920411.1|HILL
OG0001048	LOC115624518|XP_030375094.1|SLEB	LOC119647179|XP_037903915.1|HILL
OG0001049	LOC115622282|XP_030372044.1|SLEB	LOC119647474|XP_037904341.1|HILL
OG0001050	LOC115633103|XP_030386344.1|SLEB	LOC119647631|XP_037904616.1|HILL
OG0001051	LOC115626170|XP_030377305.1|SLEB	LOC119652144|XP_037912013.1|HILL, LOC119652142|XP_037912011.1|HILL, LOC119652143|XP_037912012.1|HILL
OG0001052	LOC115625856|XP_030376924.1|SLEB	LOC119646181|XP_037902491.1|HILL
OG0001053	LOC115629515|XP_030381856.1|SLEB	LOC119655659|XP_037917572.1|HILL
OG0001054	LOC115621268|XP_030370728.1|SLEB, LOC115621267|XP_030370726.1|SLEB	LOC119660306|XP_037924708.1|HILL
OG0001056	LOC115629116|XP_030381305.1|SLEB	LOC119655097|XP_037916740.1|HILL
OG0001057	LOC115626571|XP_030377810.1|SLEB	LOC119653748|XP_037914605.1|HILL
OG0001058	LOC115626762|XP_030378079.1|SLEB	LOC119653471|XP_037914017.1|HILL
OG0001059	LOC115622578|XP_030372421.1|SLEB	LOC119647686|XP_037904696.1|HILL
OG0001060	LOC115623379|XP_030373534.1|SLEB	LOC119657290|XP_037920065.1|HILL
OG0001061	LOC115625474|XP_030376384.1|SLEB	LOC119649749|XP_037907966.1|HILL
OG0001072	LOC115623188|XP_030373271.1|SLEB	LOC119653742|XP_037914594.1|HILL
OG0001073	LOC115620613|XP_030369790.1|SLEB	LOC119656558|XP_037918865.1|HILL, LOC119656559|XP_037918867.1|HILL, LOC119656562|XP_037918871.1|HILL, LOC119656561|XP_037918870.1|HILL, LOC119656557|XP_037918863.1|HILL
OG0001074	LOC115629282|XP_030381580.1|SLEB	LOC119653482|XP_037914037.1|HILL, LOC119653483|XP_037914038.1|HILL
OG0001075	LOC115622509|XP_030372321.1|SLEB	LOC119648135|XP_037905605.1|HILL
OG0001077	LOC115628105|XP_030379946.1|SLEB, LOC115622189|XP_030371940.1|SLEB	LOC119658889|XP_037922615.1|HILL
OG0001078	LOC115629550|XP_030381894.1|SLEB	LOC119656783|XP_037919297.1|HILL, LOC119647701|XP_037904714.1|HILL
OG0001079	LOC115628277|XP_030380166.1|SLEB, LOC115625668|XP_030376663.1|SLEB	LOC119650348|XP_037908950.1|HILL
OG0001080	LOC115624602|XP_030375207.1|SLEB	LOC119650340|XP_037908935.1|HILL
OG0001081	LOC115623563|XP_030373819.1|SLEB	LOC119654600|XP_037915997.1|HILL
OG0001082	LOC115633819|XP_030387165.1|SLEB	LOC119658666|XP_037922151.1|HILL
OG0001083	LOC115622457|XP_030372260.1|SLEB	LOC119648140|XP_037905614.1|HILL
OG0001084	LOC115634450|XP_030388021.1|SLEB, LOC115626481|XP_030377728.1|SLEB	LOC119658838|XP_037922509.1|HILL
OG0001085	LOC115620042|XP_030369021.1|SLEB	LOC119661259|XP_037926439.1|HILL
OG0001086	LOC115633783|XP_030387120.1|SLEB	LOC119654908|XP_037916469.1|HILL
OG0001087	LOC115631479|XP_030384095.1|SLEB	LOC119661246|XP_037926413.1|HILL
OG0001088	LOC115632153|XP_030385030.1|SLEB	LOC119647748|XP_037904795.1|HILL
OG0001089	LOC115624666|XP_030375317.1|SLEB	LOC119649506|XP_037907604.1|HILL
OG0001090	LOC115632913|XP_030386063.1|SLEB	LOC119650125|XP_037908578.1|HILL
OG0001091	LOC115626977|XP_030378353.1|SLEB, LOC115622836|XP_030372776.1|SLEB	LOC119648589|XP_037906287.1|HILL, LOC119650284|XP_037908839.1|HILL, LOC119650359|XP_037908974.1|HILL, LOC119649844|XP_037908117.1|HILL, LOC119648299|XP_037905885.1|HILL
OG0001092	LOC115626353|XP_030377564.1|SLEB	LOC119651442|XP_037910974.1|HILL
OG0001093	LOC115625952|XP_030377051.1|SLEB	LOC119651291|XP_037910736.1|HILL, LOC119652250|XP_037912158.1|HILL
OG0001094	LOC115626021|XP_030377129.1|SLEB	LOC119653073|XP_037913485.1|HILL
OG0001095	LOC115631077|XP_030383583.1|SLEB	LOC119651165|XP_037910511.1|HILL
OG0001096	LOC115630418|XP_030382814.1|SLEB	LOC119654769|XP_037916238.1|HILL, LOC119655109|XP_037916759.1|HILL
OG0001097	LOC115631632|XP_030384301.1|SLEB	LOC119661406|XP_037926663.1|HILL
OG0001098	LOC115625607|XP_030376601.1|SLEB, LOC115634115|XP_030387539.1|SLEB, LOC115623029|XP_030373068.1|SLEB	LOC119649387|XP_037907436.1|HILL, LOC119659096|XP_037922943.1|HILL
OG0001099	LOC115622780|XP_030372698.1|SLEB, LOC115622709|XP_030372600.1|SLEB	LOC119649218|XP_037907205.1|HILL, LOC119648717|XP_037906453.1|HILL, LOC119649369|XP_037907413.1|HILL
OG0001100	LOC115620897|XP_030370246.1|SLEB	LOC119655645|XP_037917552.1|HILL
OG0001101	LOC115620481|XP_030369577.1|SLEB	LOC119656262|XP_037918608.1|HILL
OG0001102	LOC115632575|XP_030385656.1|SLEB	LOC119647913|XP_037905163.1|HILL
OG0001103	LOC115621774|XP_030371386.1|SLEB	LOC119651483|XP_037911022.1|HILL
OG0001104	LOC115627926|XP_030379680.1|SLEB, LOC115627925|XP_030379679.1|SLEB, LOC115624069|XP_030374515.1|SLEB	LOC119654690|XP_037916128.1|HILL
OG0001105	LOC115628911|XP_030381032.1|SLEB	LOC119654540|XP_037915913.1|HILL
OG0001106	LOC115627975|XP_030379731.1|SLEB	LOC119660910|XP_037925785.1|HILL
OG0001109	LOC115634740|XP_030388488.1|SLEB	LOC119661437|XP_037926710.1|HILL, LOC119646346|XP_037902709.1|HILL
OG0001112	LOC115634184|XP_030387630.1|SLEB	LOC119647107|XP_037903817.1|HILL
OG0001118	LOC115627305|XP_030378807.1|SLEB	LOC119658022|XP_037921179.1|HILL
OG0001119	LOC115630078|XP_030382561.1|SLEB	LOC119658275|XP_037921494.1|HILL
OG0001120	LOC115623083|XP_030373145.1|SLEB, LOC115621079|XP_030370469.1|SLEB	LOC119651250|XP_037910659.1|HILL
OG0001122	LOC115632561|XP_030385637.1|SLEB	LOC119650129|XP_037908586.1|HILL
OG0001124	LOC115625095|XP_030375854.1|SLEB	LOC119661581|XP_037926908.1|HILL, LOC119653509|XP_037914097.1|HILL
OG0001125	LOC115621080|XP_030370470.1|SLEB	LOC119648754|XP_037906506.1|HILL
OG0001127	LOC115622276|XP_030372037.1|SLEB	LOC119648123|XP_037905573.1|HILL, LOC119647815|XP_037904971.1|HILL, LOC119647572|XP_037904500.1|HILL, LOC119647816|XP_037904972.1|HILL, LOC119647817|XP_037904973.1|HILL, LOC119647820|XP_037904978.1|HILL
OG0001128	LOC115632412|XP_030385447.1|SLEB	LOC119660463|XP_037924958.1|HILL
OG0001129	LOC115626279|XP_030377461.1|SLEB	LOC119650885|XP_037909986.1|HILL
OG0001130	LOC115625688|XP_030376687.1|SLEB	LOC119653058|XP_037913465.1|HILL
OG0001131	LOC115628051|XP_030379856.1|SLEB	LOC119660936|XP_037925859.1|HILL
OG0001133	LOC115630972|XP_030383412.1|SLEB, LOC115630971|XP_030383411.1|SLEB	LOC119647256|XP_037904063.1|HILL
OG0001134	LOC115633664|XP_030386969.1|SLEB	LOC119656169|XP_037918443.1|HILL, LOC119656168|XP_037918442.1|HILL, LOC119655305|XP_037917062.1|HILL, LOC119654050|XP_037915138.1|HILL, LOC119654064|XP_037915156.1|HILL, LOC119653774|XP_037914701.1|HILL
OG0001135	LOC115620845|XP_030370146.1|SLEB	LOC119654839|XP_037916342.1|HILL, LOC119654481|XP_037915830.1|HILL
OG0001136	LOC115624234|XP_030374711.1|SLEB, LOC115623765|XP_030374161.1|SLEB	LOC119660441|XP_037924921.1|HILL
OG0001137	LOC115621022|XP_030370402.1|SLEB	LOC119659607|XP_037923706.1|HILL, LOC119659962|XP_037924244.1|HILL, LOC119659283|XP_037923219.1|HILL, LOC119659485|XP_037923526.1|HILL, LOC119659510|XP_037923568.1|HILL, LOC119659576|XP_037923661.1|HILL, LOC119659818|XP_037924029.1|HILL, LOC119659917|XP_037924170.1|HILL, LOC119660171|XP_037924505.1|HILL, LOC119659452|XP_037923465.1|HILL, LOC119659493|XP_037923539.1|HILL, LOC119659623|XP_037923751.1|HILL, LOC119659635|XP_037923762.1|HILL
OG0001138	LOC115624755|XP_030375446.1|SLEB	LOC119655094|XP_037916728.1|HILL
OG0001139	LOC115620983|XP_030370363.1|SLEB, LOC115622700|XP_030372586.1|SLEB	LOC119647597|XP_037904547.1|HILL
OG0001140	LOC115620977|XP_030370357.1|SLEB	LOC119654499|XP_037915896.1|HILL
OG0001140	LOC115621164|XP_030370585.1|SLEB, LOC115621645|XP_030371206.1|SLEB	LOC119647169|XP_037903902.1|HILL, LOC119656962|XP_037919610.1|HILL, LOC119656930|XP_037919552.1|HILL
OG0001141	LOC115626528|XP_030377770.1|SLEB, LOC115621445|XP_030370959.1|SLEB, LOC115629071|XP_030381247.1|SLEB, LOC115628976|XP_030381115.1|SLEB, LOC115621412|XP_030370919.1|SLEB, LOC115620896|XP_030370244.1|SLEB	LOC119648620|XP_037906317.1|HILL
OG0001144	LOC115634087|XP_030387502.1|SLEB, LOC115634232|XP_030387684.1|SLEB, LOC115634244|XP_030387698.1|SLEB	LOC119655340|XP_037917115.1|HILL
OG0001148	LOC115631936|XP_030384647.1|SLEB	LOC119646878|XP_037903432.1|HILL
OG0001149	LOC115628312|XP_030380226.1|SLEB	LOC119648939|XP_037906780.1|HILL, LOC119649425|XP_037907500.1|HILL
OG0001153	LOC115620648|XP_030369860.1|SLEB, LOC115622749|XP_030372660.1|SLEB	LOC119660793|XP_037925528.1|HILL
OG0001154	LOC115625958|XP_030377056.1|SLEB	LOC119651636|XP_037911228.1|HILL
OG0001155	LOC115628850|XP_030380959.1|SLEB	LOC119656861|XP_037919444.1|HILL
OG0001157	LOC115621126|XP_030370534.1|SLEB	LOC119651295|XP_037910744.1|HILL
OG0001158	LOC115628463|XP_030380443.1|SLEB	LOC119657603|XP_037920533.1|HILL
OG0001159	LOC115621479|XP_030370998.1|SLEB	LOC119656717|XP_037919167.1|HILL
OG0001160	LOC115621486|XP_030371013.1|SLEB	LOC119653171|XP_037913646.1|HILL
OG0001161	LOC115621649|XP_030371210.1|SLEB	LOC119650746|XP_037909750.1|HILL
OG0001162	LOC115623523|XP_030373766.1|SLEB, LOC115621897|XP_030371587.1|SLEB	LOC119658310|XP_037921547.1|HILL
OG0001163	LOC115622437|XP_030372239.1|SLEB, LOC115625557|XP_030376509.1|SLEB	LOC119650564|XP_037909297.1|HILL
OG0001164	LOC115621626|XP_030371183.1|SLEB	LOC119651647|XP_037911251.1|HILL
OG0001165	LOC115634433|XP_030388000.1|SLEB, LOC115628474|XP_030380459.1|SLEB	LOC119657120|XP_037919808.1|HILL, LOC119657495|XP_037920353.1|HILL
OG0001166	LOC115632873|XP_030386007.1|SLEB, LOC115632871|XP_030385995.1|SLEB	LOC119649162|XP_037907104.1|HILL
OG0001167	LOC115634688|XP_030388414.1|SLEB	LOC119646574|XP_037902992.1|HILL
OG0001168	LOC115621605|XP_030371160.1|SLEB, LOC115633613|XP_030386910.1|SLEB, LOC115630383|XP_030382772.1|SLEB, LOC115630381|XP_030382771.1|SLEB, LOC115630388|XP_030382775.1|SLEB, LOC115630389|XP_030382776.1|SLEB, LOC115630387|XP_030382774.1|SLEB, LOC115630390|XP_030382777.1|SLEB, LOC115630379|XP_030382770.1|SLEB, LOC115633618|XP_030386915.1|SLEB, LOC115633616|XP_030386912.1|SLEB, LOC115633617|XP_030386914.1|SLEB, LOC115633615|XP_030386911.1|SLEB	LOC119655740|XP_037917721.1|HILL
OG0001169	LOC115633396|XP_030386699.1|SLEB, LOC115633425|XP_030386745.1|SLEB	LOC119658036|XP_037921197.1|HILL
OG0001170	LOC115622090|XP_030371791.1|SLEB, LOC115620718|XP_030369956.1|SLEB	LOC119659790|XP_037923985.1|HILL
OG0001171	LOC115623131|XP_030373201.1|SLEB, LOC115622487|XP_030372293.1|SLEB	LOC119650467|XP_037909262.1|HILL
OG0001172	LOC115620637|XP_030369838.1|SLEB, LOC115624420|XP_030375020.1|SLEB, LOC115622544|XP_030372374.1|SLEB, LOC115619993|XP_030368925.1|SLEB	LOC119661407|XP_037926664.1|HILL
OG0001173	LOC115620421|XP_030369505.1|SLEB	LOC119660364|XP_037924800.1|HILL, LOC119658996|XP_037922805.1|HILL
OG0001174	LOC115632297|XP_030385251.1|SLEB	LOC119647791|XP_037904916.1|HILL
OG0001175	LOC115633003|XP_030386192.1|SLEB	LOC119654794|XP_037916271.1|HILL
OG0001176	LOC115634624|XP_030388337.1|SLEB	LOC119655006|XP_037916605.1|HILL
OG0001178	LOC115634255|XP_030387710.1|SLEB	LOC119661423|XP_037926694.1|HILL
OG0001179	LOC115623641|XP_030373950.1|SLEB	LOC119646342|XP_037902696.1|HILL
OG0001180	LOC115627847|XP_030379566.1|SLEB	LOC119660988|XP_037926002.1|HILL
OG0001181	LOC115624665|XP_030375313.1|SLEB	LOC119648244|XP_037905804.1|HILL
OG0001182	LOC115620292|XP_030369329.1|SLEB	LOC119659498|XP_037923550.1|HILL, LOC119659994|XP_037924297.1|HILL
OG0001183	LOC115625280|XP_030376144.1|SLEB	LOC119660414|XP_037924881.1|HILL
OG0001184	LOC115623460|XP_030373677.1|SLEB	LOC119659017|XP_037922836.1|HILL
OG0001185	LOC115625170|XP_030375972.1|SLEB	LOC119658701|XP_037922219.1|HILL
OG0001186	LOC115624020|XP_030374455.1|SLEB	LOC119659434|XP_037923445.1|HILL
OG0001187	LOC115625850|XP_030376919.1|SLEB	LOC119656116|XP_037918366.1|HILL
OG0001188	LOC115628992|XP_030381137.1|SLEB	LOC119653813|XP_037914766.1|HILL
OG0001189	LOC115624680|XP_030375339.1|SLEB	LOC119654676|XP_037916107.1|HILL
OG0001190	LOC115627544|XP_030379119.1|SLEB	LOC119655814|XP_037917847.1|HILL, LOC119655837|XP_037917871.1|HILL, LOC119655662|XP_037917574.1|HILL
OG0001191	LOC115627325|XP_030378829.1|SLEB, LOC115626435|XP_030377670.1|SLEB, LOC115626400|XP_030377623.1|SLEB	LOC119654289|XP_037915506.1|HILL
OG0001192	LOC115629969|XP_030382448.1|SLEB	LOC119659428|XP_037923436.1|HILL, LOC119659358|XP_037923338.1|HILL, LOC119649057|XP_037906966.1|HILL, LOC119659885|XP_037924131.1|HILL
OG0001193	LOC115620774|XP_030370042.1|SLEB	LOC119654818|XP_037916306.1|HILL
OG0001194	LOC115629875|XP_030382333.1|SLEB	LOC119648370|XP_037906025.1|HILL
OG0001195	LOC115620677|XP_030369905.1|SLEB	LOC119654582|XP_037915969.1|HILL
OG0001200	LOC115628081|XP_030379914.1|SLEB	LOC119657572|XP_037920465.1|HILL
OG0001201	LOC115625457|XP_030376365.1|SLEB	LOC119659691|XP_037923872.1|HILL, LOC119660477|XP_037924996.1|HILL, LOC119660451|XP_037924938.1|HILL
OG0001202	LOC115628939|XP_030381072.1|SLEB	LOC119658232|XP_037921438.1|HILL
OG0001203	LOC115628065|XP_030379892.1|SLEB	LOC119660998|XP_037926022.1|HILL, LOC119660891|XP_037925745.1|HILL
OG0001204	LOC115625799|XP_030376836.1|SLEB	LOC119657884|XP_037920948.1|HILL
OG0001205	LOC115625122|XP_030375894.1|SLEB	LOC119654814|XP_037916298.1|HILL
OG0001206	LOC115621766|XP_030371360.1|SLEB	LOC119652245|XP_037912149.1|HILL
OG0001207	LOC115633296|XP_030386568.1|SLEB	LOC119658299|XP_037921525.1|HILL
