Orthogroup	SLEB.longest_only	DFIC.longest_only
OG0000333	LOC115623253|XP_030373381.1|SLEB	LOC108099112|XP_017057928.1|DFIC
OG0000334	LOC115627411|XP_030378931.1|SLEB	LOC108094695|XP_017050915.1|DFIC
OG0000334	LOC115634426|XP_030387996.1|SLEB	LOC108094008|XP_017049924.1|DFIC
OG0000335	LOC115634471|XP_030388058.1|SLEB	LOC108094431|XP_017050491.1|DFIC, LOC108101881|XP_017061959.1|DFIC
OG0000335	LOC115626000|XP_030377106.1|SLEB	LOC108101963|XP_017062075.1|DFIC, LOC108094458|XP_017050526.1|DFIC
OG0000336	LOC115623470|XP_030373693.1|SLEB, LOC115623694|XP_030374030.1|SLEB	LOC108102013|XP_017062100.1|DFIC
OG0000336	LOC115625226|XP_030376069.1|SLEB	LOC108095869|XP_017052662.1|DFIC
OG0000336	LOC115625578|XP_030376538.1|SLEB	LOC108095868|XP_017052661.1|DFIC
OG0000337	LOC115630076|XP_030382559.1|SLEB	LOC108088846|XP_017042309.1|DFIC, LOC108097307|XP_017055013.1|DFIC, LOC108099982|XP_017059168.1|DFIC
OG0000338	LOC115628270|XP_030380153.1|SLEB	LOC108100584|XP_017060051.1|DFIC
OG0000338	LOC115620062|XP_030369062.1|SLEB	LOC108096853|XP_017054260.1|DFIC
OG0000339	LOC115632471|XP_030385500.1|SLEB	LOC108089357|XP_017043023.1|DFIC
OG0000339	LOC115633000|XP_030386185.1|SLEB	LOC108089359|XP_017043026.1|DFIC
OG0000340	LOC115634708|XP_030388448.1|SLEB	LOC108094037|XP_017049959.1|DFIC
OG0000342	LOC115627804|XP_030379494.1|SLEB	LOC108102180|XP_017062374.1|DFIC
OG0000342	LOC115625975|XP_030377078.1|SLEB	LOC108093311|XP_017048783.1|DFIC
OG0000343	LOC115625520|XP_030376444.1|SLEB	LOC108099350|XP_017058319.1|DFIC
OG0000343	LOC115620639|XP_030369836.1|SLEB	LOC108098650|XP_017057215.1|DFIC
OG0000344	LOC115633833|XP_030387180.1|SLEB	LOC108094075|XP_017050005.1|DFIC
OG0000344	LOC115621889|XP_030371577.1|SLEB	LOC108088414|XP_017041661.1|DFIC
OG0000345	LOC115630401|XP_030382791.1|SLEB	LOC108101531|XP_017061393.1|DFIC
OG0000345	LOC115624987|XP_030375709.1|SLEB	LOC108087802|XP_017040837.1|DFIC
OG0000346	LOC115631504|XP_030384128.1|SLEB	LOC108101895|XP_017061944.1|DFIC, LOC108096556|XP_017053734.1|DFIC, LOC108101796|XP_017061762.1|DFIC, LOC108101827|XP_017061823.1|DFIC
OG0000347	LOC115627038|XP_030378431.1|SLEB	LOC108095610|XP_017052264.1|DFIC
OG0000347	LOC115624976|XP_030375691.1|SLEB	LOC108093086|XP_017048503.1|DFIC
OG0000347	LOC115631153|XP_030383685.1|SLEB	LOC108101319|XP_017061112.1|DFIC
OG0000348	LOC115630607|XP_030383089.1|SLEB	LOC108092578|XP_017047711.1|DFIC
OG0000348	LOC115630561|XP_030383035.1|SLEB	LOC108089985|XP_017043974.1|DFIC
OG0000349	LOC115625747|XP_030376762.1|SLEB	LOC108098360|XP_017056695.1|DFIC
OG0000350	LOC115622277|XP_030372039.1|SLEB	LOC108100239|XP_017059505.1|DFIC
OG0000350	LOC115621704|XP_030371272.1|SLEB	LOC108086536|XP_017038962.1|DFIC
OG0000351	LOC115624890|XP_030375598.1|SLEB	LOC108090988|XP_017045433.1|DFIC
OG0000353	LOC115620418|XP_030369502.1|SLEB	LOC108097688|XP_017055645.1|DFIC
OG0000353	LOC115626602|XP_030377851.1|SLEB	LOC108088121|XP_017041264.1|DFIC
OG0000354	LOC115631755|XP_030384452.1|SLEB	LOC108092419|XP_017047476.1|DFIC
OG0000354	LOC115631808|XP_030384505.1|SLEB	LOC108092420|XP_017047477.1|DFIC
OG0000355	LOC115625225|XP_030376073.1|SLEB	LOC108101442|XP_017061268.1|DFIC
OG0000355	LOC115620007|XP_030368969.1|SLEB, LOC115620002|XP_030368955.1|SLEB	LOC108101349|XP_017061145.1|DFIC
OG0000356	LOC115631046|XP_030383538.1|SLEB, LOC115631471|XP_030384084.1|SLEB, LOC115631302|XP_030383876.1|SLEB, LOC115631047|XP_030383539.1|SLEB	LOC108096088|XP_017052945.1|DFIC, LOC108087453|XP_017040344.1|DFIC
OG0000358	LOC115632268|XP_030385208.1|SLEB, LOC115632898|XP_030386050.1|SLEB	LOC108093299|XP_017048764.1|DFIC, LOC108093300|XP_017048765.1|DFIC, LOC108093334|XP_017048821.1|DFIC
OG0000360	LOC115623868|XP_030374273.1|SLEB	LOC108095657|XP_017052311.1|DFIC, LOC108095668|XP_017052322.1|DFIC, LOC108095964|XP_017052796.1|DFIC, LOC108095965|XP_017052797.1|DFIC, LOC108095682|XP_017052340.1|DFIC
OG0000361	LOC115626293|XP_030377479.1|SLEB	LOC108092197|XP_017047213.1|DFIC, LOC108091787|XP_017046634.1|DFIC
OG0000361	LOC115626260|XP_030377429.1|SLEB	LOC108100905|XP_017060508.1|DFIC
OG0000362	LOC115627725|XP_030379337.1|SLEB	LOC108101979|XP_017062063.1|DFIC
OG0000362	LOC115632155|XP_030385034.1|SLEB	LOC108088777|XP_017042222.1|DFIC
OG0000363	LOC115625246|XP_030376098.1|SLEB	LOC108095749|XP_017052423.1|DFIC
OG0000363	LOC115622168|XP_030371903.1|SLEB	LOC108099810|XP_017058924.1|DFIC
OG0000364	LOC115622449|XP_030372251.1|SLEB	LOC108100125|XP_017059367.1|DFIC
OG0000364	LOC115622947|XP_030372939.1|SLEB	LOC108099085|XP_017057888.1|DFIC
OG0000365	LOC115620013|XP_030368974.1|SLEB	LOC108095221|XP_017051726.1|DFIC
OG0000365	LOC115631326|XP_030383906.1|SLEB	LOC108100115|XP_017059353.1|DFIC, LOC108101501|XP_017061353.1|DFIC
OG0000366	LOC115627532|XP_030379093.1|SLEB	LOC108091205|XP_017045785.1|DFIC
OG0000366	LOC115624196|XP_030374658.1|SLEB	LOC108095979|XP_017052812.1|DFIC
OG0000367	LOC115632526|XP_030385583.1|SLEB	LOC108087502|XP_017040386.1|DFIC
OG0000367	LOC115634265|XP_030387748.1|SLEB	LOC108094891|XP_017051218.1|DFIC
OG0000368	LOC115623208|XP_030373292.1|SLEB	LOC108100668|XP_017060171.1|DFIC
OG0000368	LOC115623210|XP_030373299.1|SLEB	LOC108100394|XP_017059742.1|DFIC
OG0000370	LOC115620782|XP_030370055.1|SLEB	LOC108088337|XP_017041568.1|DFIC
OG0000371	LOC115629479|XP_030381809.1|SLEB	LOC108095503|XP_017052099.1|DFIC
OG0000371	LOC115633793|XP_030387135.1|SLEB	LOC108102276|XP_017062515.1|DFIC
OG0000372	LOC115621482|XP_030371002.1|SLEB, LOC115625731|XP_030376743.1|SLEB	LOC108099171|XP_017058019.1|DFIC
OG0000373	LOC115630684|XP_030383191.1|SLEB, LOC115632773|XP_030385918.1|SLEB, LOC115634173|XP_030387618.1|SLEB	LOC108094780|XP_017051041.1|DFIC
OG0000374	LOC115634461|XP_030388046.1|SLEB	LOC108088845|XP_017042308.1|DFIC
OG0000376	LOC115626726|XP_030378032.1|SLEB	LOC108097938|XP_017056020.1|DFIC, LOC108088143|XP_017041298.1|DFIC, LOC108097937|XP_017056019.1|DFIC, LOC108093991|XP_017049896.1|DFIC
OG0000377	LOC115633207|XP_030386450.1|SLEB	LOC108098112|XP_017056315.1|DFIC
OG0000378	LOC115625212|XP_030376046.1|SLEB	LOC108093898|XP_017049747.1|DFIC
OG0000378	LOC115627516|XP_030379070.1|SLEB	LOC108092914|XP_017048261.1|DFIC
OG0000379	LOC115620056|XP_030369054.1|SLEB	LOC108101460|XP_017061293.1|DFIC, LOC108101452|XP_017061281.1|DFIC, LOC108101550|XP_017061436.1|DFIC
OG0000380	LOC115629241|XP_030381522.1|SLEB	LOC108094909|XP_017051244.1|DFIC
OG0000380	LOC115632566|XP_030385644.1|SLEB	LOC108093243|XP_017048707.1|DFIC
OG0000381	LOC115626332|XP_030377535.1|SLEB	LOC108092568|XP_017047698.1|DFIC
OG0000381	LOC115626304|XP_030377494.1|SLEB	LOC108098744|XP_017057367.1|DFIC, LOC108091343|XP_017046015.1|DFIC
OG0000382	LOC115632481|XP_030385514.1|SLEB	LOC108088797|XP_017042256.1|DFIC
OG0000383	LOC115628524|XP_030380543.1|SLEB	LOC108092379|XP_017047413.1|DFIC
OG0000383	LOC115631890|XP_030384599.1|SLEB	LOC108098250|XP_017056530.1|DFIC, LOC108101137|XP_017060849.1|DFIC
OG0000384	LOC115621918|XP_030371624.1|SLEB	LOC108086474|XP_017038889.1|DFIC
OG0000384	LOC115633876|XP_030387241.1|SLEB	LOC108086460|XP_017038875.1|DFIC
OG0000385	LOC115628811|XP_030380894.1|SLEB	LOC108091320|XP_017045944.1|DFIC
OG0000385	LOC115628867|XP_030380981.1|SLEB	LOC108091319|XP_017045942.1|DFIC
OG0000386	LOC115622934|XP_030372924.1|SLEB	LOC108096468|XP_017053570.1|DFIC, LOC108096269|XP_017053219.1|DFIC
OG0000386	LOC115621527|XP_030371053.1|SLEB, LOC115621526|XP_030371052.1|SLEB	LOC108088539|XP_017041873.1|DFIC
OG0000387	LOC115631074|XP_030383580.1|SLEB	LOC108097793|XP_017055813.1|DFIC, LOC108097434|XP_017055192.1|DFIC, LOC108100824|XP_017060381.1|DFIC, LOC108100785|XP_017060315.1|DFIC, LOC108100834|XP_017060394.1|DFIC, LOC108100816|XP_017060372.1|DFIC, LOC108092400|XP_017047452.1|DFIC, LOC108092394|XP_017047444.1|DFIC, LOC108092392|XP_017047442.1|DFIC, LOC108092395|XP_017047447.1|DFIC, LOC108092396|XP_017047448.1|DFIC, LOC108092393|XP_017047443.1|DFIC, LOC108092398|XP_017047450.1|DFIC, LOC108092397|XP_017047449.1|DFIC, LOC108095765|XP_017052467.1|DFIC, LOC108091143|XP_017045668.1|DFIC
OG0000388	LOC115622790|XP_030372710.1|SLEB, LOC115623044|XP_030373080.1|SLEB	LOC108099924|XP_017059086.1|DFIC, LOC108099911|XP_017059065.1|DFIC, LOC108100242|XP_017059511.1|DFIC, LOC108099082|XP_017057875.1|DFIC
OG0000389	LOC115632417|XP_030385414.1|SLEB	LOC108096346|XP_017053382.1|DFIC
OG0000390	LOC115630437|XP_030382857.1|SLEB, LOC115629233|XP_030381506.1|SLEB, LOC115620333|XP_030369390.1|SLEB	LOC108100024|XP_017059224.1|DFIC
OG0000390	LOC115627576|XP_030379158.1|SLEB	LOC108101997|XP_017062083.1|DFIC
OG0000391	LOC115625692|XP_030376696.1|SLEB	LOC108095217|XP_017051720.1|DFIC
OG0000391	LOC115627082|XP_030378494.1|SLEB	LOC108095244|XP_017051759.1|DFIC
OG0000392	LOC115628606|XP_030380650.1|SLEB	LOC108089785|XP_017043669.1|DFIC
OG0000392	LOC115628605|XP_030380649.1|SLEB	LOC108089996|XP_017043986.1|DFIC
OG0000393	LOC115630547|XP_030383016.1|SLEB	LOC108100355|XP_017059682.1|DFIC
OG0000393	LOC115630548|XP_030383018.1|SLEB	LOC108100700|XP_017060217.1|DFIC
OG0000394	LOC115630035|XP_030382527.1|SLEB	LOC108091198|XP_017045769.1|DFIC
OG0000395	LOC115623008|XP_030373039.1|SLEB	LOC108100636|XP_017060127.1|DFIC
OG0000395	LOC115622275|XP_030372036.1|SLEB	LOC108100139|XP_017059381.1|DFIC, LOC108100138|XP_017059380.1|DFIC
OG0000396	LOC115632052|XP_030384886.1|SLEB	LOC108100802|XP_017060354.1|DFIC
OG0000398	LOC115620796|XP_030370080.1|SLEB	LOC108096750|XP_017054093.1|DFIC
OG0000399	LOC115625106|XP_030375869.1|SLEB	LOC108095889|XP_017052689.1|DFIC
OG0000399	LOC115625369|XP_030376265.1|SLEB, LOC115625363|XP_030376260.1|SLEB	LOC108096693|XP_017053998.1|DFIC
OG0000400	LOC115627473|XP_030379009.1|SLEB	LOC108097633|XP_017055549.1|DFIC
OG0000400	LOC115627608|XP_030379197.1|SLEB	LOC108094518|XP_017050609.1|DFIC, LOC108097800|XP_017055820.1|DFIC
OG0000401	LOC115627955|XP_030379709.1|SLEB	LOC108089493|XP_017043268.1|DFIC, LOC108094613|XP_017050781.1|DFIC
OG0000402	LOC115629698|XP_030382077.1|SLEB	LOC108088699|XP_017042128.1|DFIC
OG0000403	LOC115620470|XP_030369561.1|SLEB	LOC108088400|XP_017041643.1|DFIC
OG0000403	LOC115634726|XP_030388468.1|SLEB	LOC108087660|XP_017040639.1|DFIC
OG0000404	LOC115620247|XP_030369256.1|SLEB	LOC108099270|XP_017058134.1|DFIC, LOC108099666|XP_017058790.1|DFIC
OG0000405	LOC115629105|XP_030381287.1|SLEB	LOC108091301|XP_017045912.1|DFIC
OG0000405	LOC115621256|XP_030370712.1|SLEB	LOC108098888|XP_017057563.1|DFIC
OG0000406	LOC115622181|XP_030371929.1|SLEB	LOC108099966|XP_017059142.1|DFIC
OG0000406	LOC115626215|XP_030377374.1|SLEB	LOC108086450|XP_017038857.1|DFIC
OG0000407	LOC115623259|XP_030373389.1|SLEB	LOC108093787|XP_017049559.1|DFIC
OG0000407	LOC115633064|XP_030386285.1|SLEB	LOC108093774|XP_017049538.1|DFIC
OG0000408	LOC115626543|XP_030377781.1|SLEB	LOC108087098|XP_017039768.1|DFIC
OG0000408	LOC115628619|XP_030380663.1|SLEB	LOC108093424|XP_017048966.1|DFIC
OG0000409	LOC115633694|XP_030387011.1|SLEB	LOC108086772|XP_017039307.1|DFIC
OG0000409	LOC115622724|XP_030372628.1|SLEB	LOC108090394|XP_017044532.1|DFIC
OG0000410	LOC115630809|XP_030383337.1|SLEB	LOC108090615|XP_017044879.1|DFIC, LOC108090630|XP_017044897.1|DFIC, LOC108090596|XP_017044837.1|DFIC
OG0000411	LOC115623354|XP_030373497.1|SLEB	LOC108099452|XP_017058481.1|DFIC
OG0000411	LOC115626310|XP_030377505.1|SLEB	LOC108097820|XP_017055828.1|DFIC
OG0000412	LOC115624563|XP_030375152.1|SLEB	LOC108094955|XP_017051306.1|DFIC
OG0000412	LOC115633113|XP_030386358.1|SLEB	LOC108086928|XP_017039521.1|DFIC
OG0000413	LOC115623772|XP_030374168.1|SLEB	LOC108099307|XP_017058189.1|DFIC
OG0000413	LOC115623920|XP_030374337.1|SLEB, LOC115623918|XP_030374334.1|SLEB	LOC108090211|XP_017044291.1|DFIC
OG0000414	LOC115624742|XP_030375429.1|SLEB	LOC108091134|XP_017045657.1|DFIC
OG0000415	LOC115629761|XP_030382167.1|SLEB, LOC115628916|XP_030381039.1|SLEB, LOC115628857|XP_030380967.1|SLEB, LOC115628856|XP_030380966.1|SLEB, LOC115628858|XP_030380969.1|SLEB, LOC115619954|XP_030368843.1|SLEB	LOC108090831|XP_017045182.1|DFIC
OG0000415	LOC115619956|XP_030368844.1|SLEB	LOC108096772|XP_017054136.1|DFIC
OG0000416	LOC115627013|XP_030378394.1|SLEB	LOC108092941|XP_017048297.1|DFIC
OG0000416	LOC115629177|XP_030381411.1|SLEB	LOC108091110|XP_017045622.1|DFIC
OG0000417	LOC115625178|XP_030376002.1|SLEB	LOC108099606|XP_017058715.1|DFIC
OG0000417	LOC115620783|XP_030370052.1|SLEB	LOC108099642|XP_017058760.1|DFIC
OG0000418	LOC115628876|XP_030380992.1|SLEB	LOC108092814|XP_017048075.1|DFIC
OG0000418	LOC115627496|XP_030379044.1|SLEB	LOC108088663|XP_017042080.1|DFIC
OG0000419	LOC115634225|XP_030387677.1|SLEB	LOC108101844|XP_017061852.1|DFIC
OG0000419	LOC115629569|XP_030381921.1|SLEB	LOC108094720|XP_017050948.1|DFIC
OG0000421	LOC115626292|XP_030377476.1|SLEB	LOC108101743|XP_017061692.1|DFIC, LOC108095504|XP_017052106.1|DFIC
OG0000421	LOC115631970|XP_030384729.1|SLEB	LOC108100873|XP_017060454.1|DFIC
OG0000422	LOC115621841|XP_030371512.1|SLEB	LOC108096986|XP_017054458.1|DFIC
OG0000423	LOC115632151|XP_030385032.1|SLEB	LOC108096817|XP_017054198.1|DFIC
OG0000423	LOC115634186|XP_030387633.1|SLEB	LOC108096704|XP_017054027.1|DFIC
OG0000424	LOC115631983|XP_030384753.1|SLEB	LOC108098672|XP_017057256.1|DFIC
OG0000424	LOC115633676|XP_030386989.1|SLEB, LOC115628066|XP_030379897.1|SLEB	LOC108095234|XP_017051747.1|DFIC
OG0000425	LOC115634281|XP_030387775.1|SLEB, LOC115620163|XP_030369151.1|SLEB	LOC108090325|XP_017044426.1|DFIC
OG0000425	LOC115624910|XP_030375619.1|SLEB	LOC108094952|XP_017051304.1|DFIC
OG0000426	LOC115632134|XP_030385010.1|SLEB	LOC108096682|XP_017053972.1|DFIC, LOC108096681|XP_017053971.1|DFIC, LOC108096649|XP_017053903.1|DFIC, LOC108096650|XP_017053904.1|DFIC
OG0000428	LOC115632132|XP_030385001.1|SLEB	LOC108093195|XP_017048645.1|DFIC, LOC108093194|XP_017048644.1|DFIC
OG0000428	LOC115632131|XP_030384999.1|SLEB	LOC108093193|XP_017048643.1|DFIC
OG0000429	LOC115634049|XP_030387453.1|SLEB	LOC108086382|XP_017038772.1|DFIC
OG0000429	LOC115634048|XP_030387452.1|SLEB	LOC108086465|XP_017038881.1|DFIC
OG0000429	LOC115634047|XP_030387450.1|SLEB	LOC108086473|XP_017038888.1|DFIC
OG0000430	LOC115621619|XP_030371174.1|SLEB	LOC108086801|XP_017039331.1|DFIC
OG0000430	LOC115624004|XP_030374435.1|SLEB	LOC108087111|XP_017039782.1|DFIC
OG0000433	LOC115627040|XP_030378432.1|SLEB	LOC108091080|XP_017045573.1|DFIC
OG0000433	LOC115622874|XP_030372824.1|SLEB	LOC108093272|XP_017048740.1|DFIC
OG0000434	LOC115620785|XP_030370059.1|SLEB	LOC108095885|XP_017052685.1|DFIC
OG0000434	LOC115620044|XP_030369023.1|SLEB	LOC108101348|XP_017061143.1|DFIC
OG0000435	LOC115627968|XP_030379722.1|SLEB	LOC108097453|XP_017055214.1|DFIC
OG0000437	LOC115628646|XP_030380674.1|SLEB	LOC108089263|XP_017042923.1|DFIC
OG0000437	LOC115630407|XP_030382798.1|SLEB	LOC108100101|XP_017059335.1|DFIC
OG0000438	LOC115621779|XP_030371394.1|SLEB	LOC108088851|XP_017042314.1|DFIC, LOC108097725|XP_017055713.1|DFIC
OG0000439	LOC115626416|XP_030377644.1|SLEB	LOC108098745|XP_017057369.1|DFIC
OG0000439	LOC115622178|XP_030371926.1|SLEB	LOC108086956|XP_017039558.1|DFIC
OG0000440	LOC115632822|XP_030385936.1|SLEB	LOC108096908|XP_017054347.1|DFIC
OG0000440	LOC115621641|XP_030371204.1|SLEB	LOC108087848|XP_017040916.1|DFIC
OG0000441	LOC115625376|XP_030376310.1|SLEB	LOC108087758|XP_017040777.1|DFIC
OG0000441	LOC115625478|XP_030376426.1|SLEB	LOC108087773|XP_017040791.1|DFIC
OG0000443	LOC115622480|XP_030372285.1|SLEB, LOC115622482|XP_030372286.1|SLEB	LOC108100219|XP_017059488.1|DFIC, LOC108099972|XP_017059171.1|DFIC
OG0000443	LOC115622808|XP_030372736.1|SLEB	LOC108100182|XP_017059444.1|DFIC
OG0000444	LOC115628613|XP_030380657.1|SLEB	LOC108098738|XP_017057358.1|DFIC
OG0000444	LOC115626051|XP_030377163.1|SLEB	LOC108098726|XP_017057334.1|DFIC
OG0000446	LOC115629768|XP_030382180.1|SLEB	LOC108094710|XP_017050936.1|DFIC, LOC108088571|XP_017041906.1|DFIC
OG0000446	LOC115634410|XP_030387966.1|SLEB	LOC108093700|XP_017049379.1|DFIC
OG0000447	LOC115628286|XP_030380183.1|SLEB	LOC108100322|XP_017059618.1|DFIC
OG0000448	LOC115621335|XP_030370816.1|SLEB	LOC108086874|XP_017039425.1|DFIC
OG0000449	LOC115632130|XP_030384997.1|SLEB	LOC108099910|XP_017059061.1|DFIC
OG0000449	LOC115625806|XP_030376848.1|SLEB	LOC108094459|XP_017050527.1|DFIC
OG0000450	LOC115629485|XP_030381816.1|SLEB	LOC108091182|XP_017045730.1|DFIC
OG0000450	LOC115628723|XP_030380780.1|SLEB	LOC108098077|XP_017056259.1|DFIC
OG0000451	LOC115627137|XP_030378572.1|SLEB	LOC108097293|XP_017054994.1|DFIC
OG0000451	LOC115627136|XP_030378568.1|SLEB	LOC108097292|XP_017054993.1|DFIC
OG0000453	LOC115621529|XP_030371055.1|SLEB	LOC108092228|XP_017047254.1|DFIC
OG0000453	LOC115620982|XP_030370362.1|SLEB	LOC108092226|XP_017047249.1|DFIC
OG0000454	LOC115633980|XP_030387361.1|SLEB, LOC115632098|XP_030384944.1|SLEB	LOC108091832|XP_017046700.1|DFIC, LOC108100320|XP_017059616.1|DFIC
OG0000455	LOC115622166|XP_030371933.1|SLEB	LOC108096776|XP_017054141.1|DFIC, LOC108096764|XP_017054119.1|DFIC
OG0000456	LOC115627769|XP_030379427.1|SLEB	LOC108101973|XP_017062056.1|DFIC
OG0000456	LOC115625920|XP_030377014.1|SLEB	LOC108090038|XP_017044021.1|DFIC
OG0000457	LOC115626588|XP_030377830.1|SLEB	LOC108093464|XP_017049035.1|DFIC
OG0000457	LOC115626095|XP_030377207.1|SLEB	LOC108092999|XP_017048384.1|DFIC
OG0000458	LOC115620069|XP_030369087.1|SLEB, LOC115620409|XP_030369493.1|SLEB, LOC115634573|XP_030388257.1|SLEB, LOC115631161|XP_030383698.1|SLEB	LOC108092260|XP_017047272.1|DFIC
OG0000460	LOC115631631|XP_030384300.1|SLEB	LOC108094179|XP_017050127.1|DFIC
OG0000462	LOC115624359|XP_030374879.1|SLEB	LOC108101066|XP_017060744.1|DFIC
OG0000462	LOC115624358|XP_030374877.1|SLEB	LOC108101067|XP_017060745.1|DFIC
OG0000463	LOC115625396|XP_030376295.1|SLEB	LOC108091622|XP_017046407.1|DFIC
OG0000463	LOC115620474|XP_030369565.1|SLEB	LOC108092776|XP_017047998.1|DFIC, LOC108091621|XP_017046406.1|DFIC
OG0000464	LOC115631164|XP_030383708.1|SLEB	LOC108092265|XP_017047286.1|DFIC, LOC108092263|XP_017047284.1|DFIC, LOC108092266|XP_017047287.1|DFIC, LOC108092408|XP_017047462.1|DFIC
OG0000465	LOC115625456|XP_030376364.1|SLEB	LOC108099673|XP_017058801.1|DFIC
OG0000465	LOC115625275|XP_030376137.1|SLEB	LOC108099533|XP_017058594.1|DFIC
OG0000466	LOC115628771|XP_030380846.1|SLEB	LOC108091068|XP_017045558.1|DFIC
OG0000466	LOC115628623|XP_030380671.1|SLEB	LOC108091481|XP_017046190.1|DFIC
OG0000467	LOC115633767|XP_030387102.1|SLEB	LOC108094263|XP_017050218.1|DFIC
OG0000467	LOC115624417|XP_030375028.1|SLEB	LOC108094198|XP_017050140.1|DFIC
OG0000468	LOC115620412|XP_030369494.1|SLEB	LOC108100752|XP_017060273.1|DFIC
OG0000468	LOC115622529|XP_030372750.1|SLEB	LOC108093750|XP_017049506.1|DFIC
OG0000469	LOC115632031|XP_030384837.1|SLEB	LOC108094500|XP_017050591.1|DFIC
OG0000469	LOC115632024|XP_030384829.1|SLEB	LOC108094498|XP_017050587.1|DFIC
OG0000470	LOC115624838|XP_030375544.1|SLEB	LOC108088820|XP_017042277.1|DFIC
OG0000470	LOC115633902|XP_030387266.1|SLEB	LOC108100575|XP_017060041.1|DFIC
OG0000471	LOC115625554|XP_030376545.1|SLEB	LOC108100720|XP_017060242.1|DFIC
OG0000471	LOC115631733|XP_030384432.1|SLEB	LOC108092566|XP_017047695.1|DFIC
OG0000473	LOC115630196|XP_030382623.1|SLEB	LOC108088725|XP_017042161.1|DFIC
OG0000473	LOC115627821|XP_030379515.1|SLEB	LOC108097332|XP_017055052.1|DFIC
OG0000474	LOC115627241|XP_030378724.1|SLEB	LOC108098060|XP_017056236.1|DFIC
OG0000474	LOC115623087|XP_030373152.1|SLEB	LOC108100185|XP_017059443.1|DFIC
OG0000475	LOC115620839|XP_030370131.1|SLEB	LOC108099555|XP_017058627.1|DFIC
OG0000475	LOC115620793|XP_030370073.1|SLEB	LOC108098809|XP_017057445.1|DFIC, LOC108099483|XP_017058531.1|DFIC
OG0000476	LOC115625076|XP_030375824.1|SLEB	LOC108099650|XP_017058769.1|DFIC
OG0000477	LOC115620781|XP_030370050.1|SLEB	LOC108099636|XP_017058755.1|DFIC
OG0000477	LOC115620952|XP_030370328.1|SLEB	LOC108099637|XP_017058756.1|DFIC
OG0000478	LOC115627237|XP_030378720.1|SLEB	LOC108102203|XP_017062394.1|DFIC, LOC108095881|XP_017052677.1|DFIC
OG0000479	LOC115625158|XP_030375946.1|SLEB	LOC108099581|XP_017058675.1|DFIC, LOC108099300|XP_017058185.1|DFIC
OG0000480	LOC115630445|XP_030382867.1|SLEB	LOC108092360|XP_017047385.1|DFIC
OG0000480	LOC115630429|XP_030382845.1|SLEB, LOC115630764|XP_030383280.1|SLEB	LOC108092357|XP_017047381.1|DFIC
OG0000482	LOC115624007|XP_030374439.1|SLEB	LOC108088084|XP_017041228.1|DFIC
OG0000482	LOC115623707|XP_030374046.1|SLEB	LOC108101096|XP_017060797.1|DFIC
OG0000483	LOC115625416|XP_030376316.1|SLEB, LOC115625422|XP_030376322.1|SLEB	LOC108091937|XP_017046814.1|DFIC, LOC108091898|XP_017046771.1|DFIC
OG0000484	LOC115624356|XP_030374874.1|SLEB	LOC108101061|XP_017060736.1|DFIC
OG0000484	LOC115624354|XP_030374872.1|SLEB	LOC108101062|XP_017060737.1|DFIC
OG0000485	LOC115622735|XP_030372635.1|SLEB	LOC108099937|XP_017059096.1|DFIC
OG0000485	LOC115622734|XP_030372634.1|SLEB	LOC108099722|XP_017058834.1|DFIC, LOC108099936|XP_017059093.1|DFIC
OG0000486	LOC115622380|XP_030372201.1|SLEB	LOC108087696|XP_017040698.1|DFIC
OG0000486	LOC115622284|XP_030372084.1|SLEB	LOC108087694|XP_017040695.1|DFIC
OG0000487	LOC115633973|XP_030387353.1|SLEB	LOC108101466|XP_017061300.1|DFIC
OG0000487	LOC115625551|XP_030376502.1|SLEB	LOC108101580|XP_017061481.1|DFIC
OG0000488	LOC115631697|XP_030384385.1|SLEB	LOC108091466|XP_017046172.1|DFIC, LOC108091467|XP_017046173.1|DFIC, LOC108097857|XP_017055883.1|DFIC, LOC108095769|XP_017052541.1|DFIC, LOC108089280|XP_017042948.1|DFIC
OG0000489	LOC115621523|XP_030371049.1|SLEB	LOC108098686|XP_017057284.1|DFIC
OG0000489	LOC115627675|XP_030379277.1|SLEB	LOC108091156|XP_017045681.1|DFIC
OG0000490	LOC115628761|XP_030380837.1|SLEB	LOC108097318|XP_017055027.1|DFIC
OG0000491	LOC115634774|XP_030388530.1|SLEB	LOC108087109|XP_017039780.1|DFIC, LOC108087734|XP_017040744.1|DFIC, LOC108093952|XP_017049841.1|DFIC, LOC108087733|XP_017040743.1|DFIC
OG0000492	LOC115634517|XP_030388144.1|SLEB	LOC108090324|XP_017044425.1|DFIC
OG0000492	LOC115624481|XP_030375044.1|SLEB	LOC108101359|XP_017061158.1|DFIC, LOC108102104|XP_017062259.1|DFIC
OG0000493	LOC115620380|XP_030369447.1|SLEB	LOC108086286|XP_017038664.1|DFIC, LOC108086287|XP_017038665.1|DFIC
OG0000494	LOC115626394|XP_030377615.1|SLEB	LOC108094925|XP_017051276.1|DFIC, LOC108101739|XP_017061687.1|DFIC
OG0000495	LOC115623768|XP_030374167.1|SLEB	LOC108092967|XP_017048345.1|DFIC
OG0000495	LOC115623777|XP_030374179.1|SLEB	LOC108087627|XP_017040573.1|DFIC
OG0000496	LOC115628991|XP_030381133.1|SLEB	LOC108091896|XP_017046806.1|DFIC
