Orthogroup	SLEB.longest_only	AAEG.longest_only
OG0001344	LOC115620479|XP_030369574.1|SLEB	LOC5572158|XP_021693679.1|AAEG, LOC5575465|XP_021693677.1|AAEG
OG0001345	LOC115625195|XP_030376021.1|SLEB	LOC5565630|XP_001649986.2|AAEG, LOC5576523|XP_001662716.2|AAEG
OG0001346	LOC115620801|XP_030370084.1|SLEB	LOC5564378|XP_021693779.1|AAEG
OG0001347	LOC115626737|XP_030378046.1|SLEB	LOC5575230|XP_001655636.2|AAEG
OG0001348	LOC115629025|XP_030381182.1|SLEB, LOC115633209|XP_030386452.1|SLEB	LOC5564709|XP_001649052.1|AAEG
OG0001349	LOC115622456|XP_030372258.1|SLEB	LOC5564096|XP_021696524.1|AAEG
OG0001350	LOC115628722|XP_030380778.1|SLEB, LOC115629038|XP_030381199.1|SLEB	LOC5569213|XP_021696606.1|AAEG
OG0001351	LOC115634141|XP_030387576.1|SLEB, LOC115634413|XP_030387971.1|SLEB	LOC5574289|XP_001661326.1|AAEG
OG0001352	LOC115622940|XP_030372934.1|SLEB	LOC5574802|XP_021697012.1|AAEG
OG0001353	LOC115628682|XP_030380715.1|SLEB	LOC5566373|XP_001650785.1|AAEG, LOC5568325|XP_001652204.1|AAEG
OG0001354	LOC115633280|XP_030386552.1|SLEB	LOC5573660|XP_021697339.1|AAEG
OG0001355	LOC115631923|XP_030384637.1|SLEB	LOC5565624|XP_001649979.1|AAEG
OG0001356	LOC115632021|XP_030384824.1|SLEB	LOC5571699|XP_001659842.2|AAEG, LOC5571704|XP_021695196.1|AAEG, LOC5572766|XP_021697637.1|AAEG
OG0001357	LOC115622827|XP_030372765.1|SLEB	LOC5564469|XP_001648811.1|AAEG
OG0001358	LOC115622604|XP_030372466.1|SLEB	LOC5573425|XP_021697813.1|AAEG, LOC110681441|XP_021712887.1|AAEG
OG0001359	LOC115626145|XP_030377269.1|SLEB	LOC5563725|XP_021698111.1|AAEG, LOC5563726|XP_001648011.1|AAEG
OG0001360	LOC115633648|XP_030386949.1|SLEB	LOC5576042|XP_001662374.1|AAEG
OG0001361	LOC115632595|XP_030385680.1|SLEB	LOC5564239|XP_021698328.1|AAEG, LOC110676099|XP_021698327.1|AAEG
OG0001362	LOC115634654|XP_030388371.1|SLEB, LOC115633091|XP_030386330.1|SLEB	LOC5564232|XP_001648569.1|AAEG
OG0001363	LOC115624011|XP_030374444.1|SLEB	LOC5576835|XP_001662942.1|AAEG, LOC5568880|XP_001652605.1|AAEG
OG0001364	LOC115633595|XP_030386901.1|SLEB	LOC5572908|XP_021698679.1|AAEG, LOC5568166|XP_021703889.1|AAEG
OG0001365	LOC115622793|XP_030372717.1|SLEB	LOC5572285|XP_001653970.1|AAEG
OG0001367	LOC115627533|XP_030379108.1|SLEB	LOC5569059|XP_021698895.1|AAEG
OG0001368	LOC115621807|XP_030371455.1|SLEB	LOC5579484|XP_021698925.1|AAEG
OG0001369	LOC115630643|XP_030383143.1|SLEB, LOC115620631|XP_030369821.1|SLEB	LOC5574546|XP_021699090.1|AAEG
OG0001370	LOC115623745|XP_030374124.1|SLEB	LOC5577000|XP_001663103.2|AAEG
OG0001371	LOC115631327|XP_030383907.1|SLEB	LOC5569579|XP_021699731.1|AAEG
OG0001372	LOC115634020|XP_030387406.1|SLEB, LOC115629500|XP_030381869.1|SLEB	LOC5567708|XP_021699760.1|AAEG
OG0001373	LOC115622103|XP_030371805.1|SLEB	LOC5567451|XP_021700199.1|AAEG
OG0001374	LOC115627969|XP_030379724.1|SLEB, LOC115629270|XP_030381557.1|SLEB	LOC5571153|XP_001653469.1|AAEG
OG0001375	LOC115623511|XP_030373750.1|SLEB	LOC5567653|XP_021700355.1|AAEG, LOC5565021|XP_001649362.2|AAEG, LOC5577084|XP_001663173.2|AAEG
OG0001376	LOC115633526|XP_030386848.1|SLEB	LOC5578359|XP_001656930.2|AAEG, LOC5578358|XP_001656929.2|AAEG
OG0001377	LOC115630998|XP_030383451.1|SLEB, LOC115622102|XP_030371804.1|SLEB	LOC5572648|XP_021700811.1|AAEG, LOC110674014|XP_021695263.1|AAEG
OG0001378	LOC115629004|XP_030381150.1|SLEB	LOC5564328|XP_001648655.2|AAEG
OG0001379	LOC115631432|XP_030384027.1|SLEB	LOC5564506|XP_021701067.1|AAEG
OG0001380	LOC115625281|XP_030376154.1|SLEB	LOC5574619|XP_021701493.1|AAEG
OG0001381	LOC115621260|XP_030370721.1|SLEB	LOC5569383|XP_001658462.1|AAEG, LOC110680820|XP_021712291.1|AAEG
OG0001382	LOC115628493|XP_030380486.1|SLEB	LOC5575208|XP_021701904.1|AAEG
OG0001383	LOC115634117|XP_030387541.1|SLEB	LOC5572173|XP_001660268.1|AAEG
OG0001384	LOC115625769|XP_030376796.1|SLEB	LOC5573809|XP_001661057.2|AAEG
OG0001385	LOC115625756|XP_030376773.1|SLEB	LOC5573184|XP_001660801.2|AAEG, LOC5569015|XP_001652671.1|AAEG
OG0001386	LOC115630405|XP_030382795.1|SLEB	LOC5573450|XP_021703651.1|AAEG
OG0001387	LOC115631079|XP_030383586.1|SLEB	LOC5569816|XP_001653035.1|AAEG, LOC5569815|XP_021703690.1|AAEG
OG0001388	LOC115631132|XP_030383659.1|SLEB	LOC5570857|XP_021703776.1|AAEG, LOC5570856|XP_001653366.2|AAEG
OG0001389	LOC115621466|XP_030370986.1|SLEB	LOC5573307|XP_021707322.1|AAEG, LOC5564316|XP_021706875.1|AAEG
OG0001390	LOC115630474|XP_030382907.1|SLEB	LOC5580280|XP_021709147.1|AAEG
OG0001391	LOC115626151|XP_030377276.1|SLEB	LOC5568150|XP_001652096.1|AAEG
OG0001392	LOC115628718|XP_030380775.1|SLEB	LOC5578018|XP_001656757.2|AAEG
OG0001393	LOC115627766|XP_030379421.1|SLEB	LOC5565962|XP_021706834.1|AAEG
OG0001394	LOC115627741|XP_030379376.1|SLEB	LOC5566906|XP_021705325.1|AAEG, LOC5565212|XP_021706728.1|AAEG
OG0001395	LOC115625571|XP_030376528.1|SLEB	LOC5572564|XP_001654079.1|AAEG
OG0001396	LOC115627786|XP_030379465.1|SLEB	LOC5569944|XP_021708097.1|AAEG
OG0001397	LOC115623971|XP_030374400.1|SLEB	LOC5566745|XP_021706420.1|AAEG, LOC5566742|XP_021706887.1|AAEG
OG0001399	LOC115634253|XP_030387707.1|SLEB	LOC5577036|XP_021711031.1|AAEG
OG0001400	LOC115623393|XP_030373560.1|SLEB, LOC115620327|XP_030369381.1|SLEB	LOC5572994|XP_001654322.2|AAEG
OG0001401	LOC115622270|XP_030372032.1|SLEB	LOC5575307|XP_001655681.2|AAEG
OG0001402	LOC115633960|XP_030387340.1|SLEB	LOC5575317|XP_021708110.1|AAEG
OG0001403	LOC115620320|XP_030369377.1|SLEB	LOC5566322|XP_021704181.1|AAEG
OG0001404	LOC115622818|XP_030372754.1|SLEB	LOC5564361|XP_021707780.1|AAEG
OG0001405	LOC115622325|XP_030372094.1|SLEB	LOC5565743|XP_001650083.2|AAEG
OG0001406	LOC115628668|XP_030380697.1|SLEB	LOC5567494|XP_001657489.1|AAEG
OG0001407	LOC115632337|XP_030385302.1|SLEB	LOC5571615|XP_001659808.1|AAEG
OG0001429	LOC115620216|XP_030369214.1|SLEB	LOC23687468|XP_021694460.1|AAEG, LOC5576812|XP_021694461.1|AAEG
OG0001430	LOC115621464|XP_030370983.1|SLEB	LOC5565963|XP_001650293.2|AAEG, LOC5579810|XP_021694535.1|AAEG
OG0001431	LOC115627276|XP_030378766.1|SLEB	LOC5569476|XP_001658562.1|AAEG
OG0001432	LOC115626646|XP_030377911.1|SLEB	LOC5576501|XP_001662693.2|AAEG
OG0001433	LOC115620859|XP_030370178.1|SLEB	LOC5571723|XP_021695080.1|AAEG
OG0001434	LOC115626798|XP_030378125.1|SLEB	LOC5565190|XP_021695110.1|AAEG
OG0001435	LOC115634053|XP_030387458.1|SLEB	LOC5566771|XP_021700932.1|AAEG
OG0001436	LOC115628845|XP_030380950.1|SLEB	LOC5573409|XP_021712979.1|AAEG
OG0001437	LOC115625664|XP_030376657.1|SLEB, LOC115625555|XP_030376507.1|SLEB	LOC5578625|XP_001657049.1|AAEG
OG0001438	LOC115620546|XP_030369689.1|SLEB	LOC5578886|XP_021695312.1|AAEG
OG0001439	LOC115620346|XP_030369406.1|SLEB	LOC5580030|XP_001653914.1|AAEG
OG0001440	LOC115629685|XP_030382067.1|SLEB	LOC5576685|XP_001662826.2|AAEG, LOC110674453|XP_021694361.1|AAEG
OG0001442	LOC115625875|XP_030376950.1|SLEB, LOC115627767|XP_030379423.1|SLEB	LOC5566079|XP_001650445.1|AAEG
OG0001443	LOC115621688|XP_030371258.1|SLEB	LOC5565058|XP_021711166.1|AAEG, LOC5578680|XP_001657078.2|AAEG
OG0001444	LOC115621254|XP_030370710.1|SLEB	LOC5566780|XP_021712940.1|AAEG, LOC5567084|XP_021712899.1|AAEG
OG0001445	LOC115621156|XP_030370572.1|SLEB	LOC5564606|XP_021713380.1|AAEG
OG0001446	LOC115621219|XP_030370662.1|SLEB	LOC5567506|XP_021693409.1|AAEG, LOC5580163|XP_021692930.1|AAEG
OG0001447	LOC115624102|XP_030374553.1|SLEB	LOC5567288|XP_021693329.1|AAEG
OG0001447	LOC115623416|XP_030373587.1|SLEB	LOC5567294|XP_021693331.1|AAEG
OG0001448	LOC115621787|XP_030371413.1|SLEB	LOC5573303|XP_021706630.1|AAEG, LOC5569124|XP_021693346.1|AAEG
OG0001449	LOC115633051|XP_030386257.1|SLEB, LOC115632084|XP_030384906.1|SLEB	LOC5576532|XP_001662725.1|AAEG
OG0001450	LOC115620243|XP_030369252.1|SLEB, LOC115626281|XP_030377464.1|SLEB	LOC5571293|XP_021695848.1|AAEG
OG0001451	LOC115634567|XP_030388250.1|SLEB	LOC5571861|XP_001653785.1|AAEG, LOC5576847|XP_001662956.1|AAEG
OG0001452	LOC115628284|XP_030380179.1|SLEB	LOC5577804|XP_021696038.1|AAEG
OG0001453	LOC115632313|XP_030385274.1|SLEB	LOC5579987|XP_001660253.2|AAEG, LOC5579988|XP_021696270.1|AAEG
OG0001454	LOC115620384|XP_030369452.1|SLEB	LOC5566419|XP_001650812.2|AAEG, LOC5570492|XP_021701567.1|AAEG
OG0001455	LOC115632173|XP_030385064.1|SLEB, LOC115632713|XP_030385815.1|SLEB	LOC5570478|XP_021696470.1|AAEG, LOC110680369|XP_021711867.1|AAEG
OG0001456	LOC115620079|XP_030369119.1|SLEB	LOC5576943|XP_021696682.1|AAEG
OG0001457	LOC115622956|XP_030372995.1|SLEB	LOC5574288|XP_001661330.2|AAEG
OG0001458	LOC115634745|XP_030388497.1|SLEB	LOC5570395|XP_021696799.1|AAEG, LOC5567138|XP_021696796.1|AAEG
OG0001459	LOC115632893|XP_030386044.1|SLEB	LOC5572773|XP_021703095.1|AAEG, LOC5565665|XP_021696884.1|AAEG
OG0001460	LOC115634522|XP_030388188.1|SLEB	LOC5573464|XP_021697200.1|AAEG
OG0001461	LOC115629720|XP_030382101.1|SLEB	LOC5578902|XP_001664106.1|AAEG
OG0001462	LOC115632918|XP_030386069.1|SLEB	LOC5575238|XP_001655641.2|AAEG, LOC5565405|XP_001649752.1|AAEG
OG0001464	LOC115633263|XP_030386527.1|SLEB	LOC5577049|XP_021697863.1|AAEG
OG0001465	LOC115630699|XP_030383215.1|SLEB	LOC5569164|XP_021698173.1|AAEG
OG0001466	LOC115630555|XP_030383027.1|SLEB, LOC115630706|XP_030383219.1|SLEB	LOC110681310|XP_021712758.1|AAEG, LOC5575816|XP_021698283.1|AAEG
OG0001467	LOC115631409|XP_030383992.1|SLEB	LOC5565523|XP_001649876.2|AAEG, LOC5565461|XP_001649823.1|AAEG
OG0001468	LOC115622726|XP_030372626.1|SLEB	LOC5576181|XP_001655982.2|AAEG, LOC110674008|XP_021698617.1|AAEG
OG0001469	LOC115634286|XP_030387797.1|SLEB	LOC5572193|XP_021698818.1|AAEG
OG0001470	LOC115622363|XP_030372138.1|SLEB, LOC115622302|XP_030372066.1|SLEB	LOC5573283|XP_001654487.2|AAEG
OG0001471	LOC115623206|XP_030373290.1|SLEB	LOC5575494|XP_021699308.1|AAEG
OG0001472	LOC115627943|XP_030379696.1|SLEB, LOC115621565|XP_030371106.1|SLEB, LOC115632305|XP_030385267.1|SLEB	LOC5571045|XP_001659482.1|AAEG
OG0001473	LOC115621532|XP_030371057.1|SLEB	LOC5577473|XP_001663400.2|AAEG
OG0001474	LOC115626092|XP_030377208.1|SLEB	LOC5572037|XP_021699911.1|AAEG
OG0001475	LOC115628012|XP_030379799.1|SLEB	LOC5569975|XP_001658859.2|AAEG
OG0001476	LOC115630811|XP_030383347.1|SLEB	LOC5579522|XP_021700182.1|AAEG
OG0001477	LOC115620857|XP_030370163.1|SLEB	LOC5571150|XP_001653466.1|AAEG
OG0001478	LOC115632027|XP_030384834.1|SLEB	LOC5571940|XP_001660042.3|AAEG, LOC5571944|XP_021700410.1|AAEG
OG0001479	LOC115627207|XP_030378685.1|SLEB	LOC23687710|XP_011493391.1|AAEG
OG0001480	LOC115631073|XP_030383579.1|SLEB	LOC5578369|XP_001656940.1|AAEG
OG0001481	LOC115631597|XP_030384257.1|SLEB, LOC115631596|XP_030384256.1|SLEB	LOC5572669|XP_021700841.1|AAEG
OG0001482	LOC115634823|XP_030388602.1|SLEB	LOC5571657|XP_021695284.1|AAEG
OG0001483	LOC115625935|XP_030377032.1|SLEB	LOC5568842|XP_021695290.1|AAEG
OG0001484	LOC115627427|XP_030378991.1|SLEB, LOC115631837|XP_030384539.1|SLEB	LOC5577726|XP_001663502.2|AAEG, LOC5577731|XP_001663504.2|AAEG
OG0001485	LOC115620949|XP_030370327.1|SLEB	LOC5575153|XP_001655530.2|AAEG, LOC5575155|XP_021702299.1|AAEG
OG0001486	LOC115631201|XP_030383754.1|SLEB	LOC5568609|XP_021702758.1|AAEG
OG0001487	LOC115633452|XP_030386767.1|SLEB	LOC5573245|XP_021702910.1|AAEG
OG0001488	LOC115633695|XP_030387012.1|SLEB	LOC5573697|XP_001661016.1|AAEG
OG0001489	LOC115629083|XP_030381257.1|SLEB, LOC115628975|XP_030381113.1|SLEB	LOC5564933|XP_021703739.1|AAEG
OG0001490	LOC115629015|XP_030381171.1|SLEB	LOC110677685|XP_021704430.1|AAEG, LOC110677182|XP_021703749.1|AAEG, LOC5564931|XP_001649272.1|AAEG, LOC5563686|XP_001647949.1|AAEG
OG0001491	LOC115631062|XP_030383561.1|SLEB	LOC5569700|XP_021703856.1|AAEG
OG0001492	LOC115630113|XP_030382586.1|SLEB, LOC115631943|XP_030384656.1|SLEB	LOC5569760|XP_021704079.1|AAEG
OG0001493	LOC115628859|XP_030380970.1|SLEB	LOC5571897|XP_001653814.1|AAEG
OG0001494	LOC115629372|XP_030381690.1|SLEB	LOC5568043|XP_001651976.1|AAEG, LOC5568042|XP_001651975.1|AAEG
OG0001495	LOC115627452|XP_030378981.1|SLEB	LOC5578020|XP_001656760.1|AAEG
OG0001496	LOC115632984|XP_030386159.1|SLEB, LOC115629645|XP_030382016.1|SLEB	LOC5563590|XP_001647931.1|AAEG
OG0001497	LOC115625974|XP_030377081.1|SLEB	LOC5569632|XP_001658652.1|AAEG
OG0001498	LOC115623848|XP_030374251.1|SLEB	LOC5575987|XP_021707166.1|AAEG
OG0001500	LOC115633759|XP_030387094.1|SLEB	LOC5578446|XP_001656967.1|AAEG
OG0001501	LOC115623967|XP_030374395.1|SLEB	LOC5570890|XP_001659401.2|AAEG
OG0001502	LOC115634029|XP_030387425.1|SLEB	LOC110678058|XP_021706269.1|AAEG, LOC5577361|XP_021711960.1|AAEG
OG0001503	LOC115631102|XP_030383617.1|SLEB	LOC5570009|XP_021708552.1|AAEG
OG0001504	LOC115627738|XP_030379368.1|SLEB	LOC5565730|XP_021708073.1|AAEG
OG0001506	LOC115634816|XP_030388593.1|SLEB	LOC5579656|XP_001648130.1|AAEG
OG0001507	LOC115624896|XP_030375603.1|SLEB	LOC5577138|XP_001663226.2|AAEG, LOC5577136|XP_021711247.1|AAEG
OG0001508	LOC115631975|XP_030384739.1|SLEB	LOC5572364|XP_021707113.1|AAEG, LOC5572361|XP_021706133.1|AAEG
OG0001509	LOC115634468|XP_030388056.1|SLEB	LOC5574008|XP_001661094.2|AAEG, LOC5577412|XP_021707793.1|AAEG
OG0001510	LOC115626306|XP_030377496.1|SLEB	LOC5577178|XP_001663266.1|AAEG
OG0001511	LOC115624551|XP_030375136.1|SLEB, LOC115624907|XP_030375615.1|SLEB	LOC5574953|XP_001655423.2|AAEG
OG0001512	LOC115628355|XP_030380290.1|SLEB	LOC5564136|XP_021711114.1|AAEG
OG0001513	LOC115632156|XP_030385036.1|SLEB	LOC5564135|XP_021711115.1|AAEG
OG0001534	LOC115628931|XP_030381053.1|SLEB	LOC5576274|XP_021698681.1|AAEG
OG0001535	LOC115629620|XP_030381979.1|SLEB	LOC5573526|XP_001660924.2|AAEG
OG0001536	LOC115626742|XP_030378053.1|SLEB	LOC5571801|XP_001659936.2|AAEG, LOC5571804|XP_001659938.2|AAEG
OG0001537	LOC115631070|XP_030383576.1|SLEB	LOC5569210|XP_021712922.1|AAEG, LOC5572386|XP_001654033.1|AAEG
OG0001538	LOC115632568|XP_030385648.1|SLEB, LOC115632500|XP_030385538.1|SLEB, LOC115624012|XP_030374445.1|SLEB	LOC5572541|XP_001660472.2|AAEG, LOC5572547|XP_001660470.2|AAEG
OG0001539	LOC115634432|XP_030387999.1|SLEB	LOC5572544|XP_001660468.2|AAEG
OG0001540	LOC115631990|XP_030384779.1|SLEB	LOC23687674|XP_021698454.1|AAEG
OG0001541	LOC115632840|XP_030385957.1|SLEB	LOC5570420|XP_021698756.1|AAEG
OG0001542	LOC115630003|XP_030382490.1|SLEB, LOC115630005|XP_030382491.1|SLEB	LOC5570412|XP_021698827.1|AAEG
OG0001545	LOC115626842|XP_030378189.1|SLEB	LOC110677176|XP_021703744.1|AAEG
OG0001546	LOC115626805|XP_030378135.1|SLEB	LOC110677186|XP_021703764.1|AAEG, LOC5573557|XP_021703756.1|AAEG
OG0001547	LOC115629179|XP_030381420.1|SLEB, LOC115629201|XP_030381461.1|SLEB	LOC5571510|XP_021704100.1|AAEG
OG0001548	LOC115626771|XP_030378090.1|SLEB	LOC5575287|XP_021706174.1|AAEG
OG0001549	LOC115631967|XP_030384714.1|SLEB	LOC5566809|XP_021702575.1|AAEG, LOC110678344|XP_021706791.1|AAEG, LOC5566990|XP_021701099.1|AAEG
OG0001551	LOC115625685|XP_030376681.1|SLEB, LOC115621796|XP_030371430.1|SLEB	LOC5567762|XP_021709084.1|AAEG
OG0001552	LOC115622140|XP_030371860.1|SLEB, LOC115620750|XP_030370005.1|SLEB	LOC5574592|XP_001655215.2|AAEG
OG0001553	LOC115628765|XP_030380841.1|SLEB	LOC5567406|XP_001657401.2|AAEG, LOC5568864|XP_001652590.1|AAEG
OG0001554	LOC115620367|XP_030369432.1|SLEB, LOC115620975|XP_030370356.1|SLEB	LOC5567768|XP_001657668.2|AAEG
OG0001555	LOC115631515|XP_030384145.1|SLEB	LOC5565322|XP_021702534.1|AAEG, LOC5571781|XP_021712616.1|AAEG, LOC110681298|XP_021712752.1|AAEG
OG0001556	LOC115633634|XP_030386932.1|SLEB	LOC5578988|XP_021712982.1|AAEG, LOC5565133|XP_001649476.1|AAEG
OG0001557	LOC115628830|XP_030380926.1|SLEB	LOC5568719|XP_021713154.1|AAEG, LOC5567579|XP_021707137.1|AAEG
OG0001558	LOC115627299|XP_030378792.1|SLEB	LOC110680582|XP_021712070.1|AAEG, LOC5568723|XP_021713166.1|AAEG, LOC110680882|XP_021712364.1|AAEG
OG0001559	LOC115625421|XP_030376321.1|SLEB	LOC5576290|XP_021713171.1|AAEG
OG0001560	LOC115624322|XP_030374811.1|SLEB	LOC5571521|XP_021692958.1|AAEG
OG0001561	LOC115621109|XP_030370511.1|SLEB	LOC5566484|XP_001650872.2|AAEG
OG0001562	LOC115625891|XP_030376979.1|SLEB	LOC5575241|XP_001655653.2|AAEG, LOC5578936|XP_001657224.1|AAEG
OG0001563	LOC115628079|XP_030379913.1|SLEB	LOC110680825|XP_021712300.1|AAEG, LOC5578929|XP_021693198.1|AAEG
OG0001564	LOC115621769|XP_030371368.1|SLEB	LOC5563715|XP_021693227.1|AAEG
OG0001565	LOC115621465|XP_030370985.1|SLEB	LOC5568915|XP_021693421.1|AAEG, LOC5567502|XP_021693419.1|AAEG
OG0001566	LOC115621095|XP_030370490.1|SLEB	LOC5573433|XP_021693607.1|AAEG
OG0001567	LOC115634246|XP_030387703.1|SLEB	LOC110674687|XP_021694425.1|AAEG
OG0001568	LOC115620377|XP_030369443.1|SLEB	LOC5577645|XP_021693829.1|AAEG
OG0001569	LOC115621500|XP_030371027.1|SLEB, LOC115625323|XP_030376204.1|SLEB, LOC115622012|XP_030371727.1|SLEB	LOC5577638|XP_001656636.2|AAEG
OG0001570	LOC115620462|XP_030369553.1|SLEB	LOC110674220|XP_021694063.1|AAEG
OG0001571	LOC115631104|XP_030383619.1|SLEB	LOC5567760|XP_021701214.1|AAEG, LOC110681398|XP_021712833.1|AAEG
OG0001572	LOC115627827|XP_030379522.1|SLEB	LOC5570664|XP_001659257.1|AAEG, LOC5570661|XP_001659256.2|AAEG
OG0001573	LOC115622596|XP_030372453.1|SLEB	LOC5565109|XP_021696153.1|AAEG
OG0001574	LOC115629815|XP_030382243.1|SLEB	LOC5577758|XP_021704696.1|AAEG, LOC5572893|XP_001654247.1|AAEG
OG0001575	LOC115627180|XP_030378641.1|SLEB	LOC5566212|XP_021696849.1|AAEG
OG0001576	LOC115628827|XP_030380921.1|SLEB, LOC115624016|XP_030374448.1|SLEB	LOC5578812|XP_001657176.1|AAEG, LOC5572040|XP_001660148.2|AAEG
OG0001577	LOC115620731|XP_030369976.1|SLEB	LOC5565563|XP_021697730.1|AAEG
OG0001578	LOC115628828|XP_030380963.1|SLEB	LOC5574933|XP_001661731.2|AAEG
OG0001579	LOC115627283|XP_030378774.1|SLEB	LOC5571186|XP_001653502.2|AAEG
OG0001580	LOC115625939|XP_030377038.1|SLEB	LOC5569161|XP_021698161.1|AAEG
OG0001581	LOC115629205|XP_030381464.1|SLEB	LOC5564093|XP_021698438.1|AAEG
OG0001582	LOC115634275|XP_030387763.1|SLEB	LOC5571407|XP_001653659.2|AAEG
OG0001583	LOC115620039|XP_030369014.1|SLEB	LOC5566023|XP_021698931.1|AAEG
OG0001584	LOC115622910|XP_030372893.1|SLEB	LOC5578855|XP_001664062.1|AAEG
OG0001586	LOC115628268|XP_030380148.1|SLEB	LOC5570327|XP_021699512.1|AAEG
OG0001587	LOC115630391|XP_030382778.1|SLEB	LOC23687759|XP_021699543.1|AAEG
OG0001588	LOC115630636|XP_030383138.1|SLEB	LOC5572049|XP_001660155.1|AAEG
OG0001589	LOC115633461|XP_030386776.1|SLEB, LOC115633449|XP_030386761.1|SLEB	LOC5569987|XP_021700011.1|AAEG
OG0001590	LOC115629433|XP_030381751.1|SLEB	LOC110681105|XP_021712562.1|AAEG, LOC5574388|XP_001661416.2|AAEG
OG0001591	LOC115624846|XP_030375550.1|SLEB, LOC115622040|XP_030371768.1|SLEB	LOC5579514|XP_021700145.1|AAEG
OG0001593	LOC115628459|XP_030380437.1|SLEB	LOC5569501|XP_021700473.1|AAEG
OG0001594	LOC115630493|XP_030382939.1|SLEB	LOC5576948|XP_021700494.1|AAEG
OG0001595	LOC115620020|XP_030368984.1|SLEB	LOC5578360|XP_021700530.1|AAEG
OG0001596	LOC115625793|XP_030376829.1|SLEB	LOC5570924|XP_021700598.1|AAEG
OG0001597	LOC115626261|XP_030377430.1|SLEB	LOC110676562|XP_021700652.1|AAEG
OG0001598	LOC115626020|XP_030377128.1|SLEB	LOC5570897|XP_021700673.1|AAEG
OG0001599	LOC115628979|XP_030381119.1|SLEB	LOC5572929|XP_001654264.1|AAEG, LOC5572930|XP_001654265.1|AAEG
OG0001600	LOC115626578|XP_030377819.1|SLEB	LOC110680217|XP_021711724.1|AAEG, LOC5571423|XP_021700753.1|AAEG
OG0001601	LOC115626408|XP_030377633.1|SLEB	LOC5572640|XP_001654136.1|AAEG
OG0001602	LOC115625927|XP_030377024.1|SLEB	LOC5572642|XP_001654141.2|AAEG
OG0001603	LOC115626063|XP_030377176.1|SLEB	LOC5564850|XP_021695270.1|AAEG, LOC5564834|XP_001649171.2|AAEG
OG0001604	LOC115629795|XP_030382214.1|SLEB, LOC115631643|XP_030384314.1|SLEB	LOC5564487|XP_001648846.1|AAEG
OG0001605	LOC115633724|XP_030387051.1|SLEB	LOC5564503|XP_021701082.1|AAEG
OG0001606	LOC115629429|XP_030381747.1|SLEB	LOC5566522|XP_001650915.1|AAEG
OG0001607	LOC115631141|XP_030383671.1|SLEB	LOC5574484|XP_001655145.1|AAEG
OG0001608	LOC115624797|XP_030375501.1|SLEB, LOC115625966|XP_030377068.1|SLEB	LOC5573863|XP_001654894.1|AAEG
OG0001609	LOC115634163|XP_030387604.1|SLEB	LOC5568884|XP_021701480.1|AAEG
OG0001610	LOC115625965|XP_030377067.1|SLEB	LOC5569343|XP_001658432.1|AAEG
OG0001611	LOC115630814|XP_030383343.1|SLEB	LOC110680619|XP_021712109.1|AAEG, LOC5564671|XP_001649019.1|AAEG
OG0001612	LOC115631993|XP_030384782.1|SLEB	LOC5563775|XP_001648054.1|AAEG, LOC5563773|XP_001648053.1|AAEG
OG0001613	LOC115632000|XP_030384789.1|SLEB	LOC5570616|XP_021702082.1|AAEG, LOC5567253|XP_001651695.1|AAEG
OG0001614	LOC115619968|XP_030368864.1|SLEB	LOC5572013|XP_001660121.2|AAEG, LOC5576817|XP_021702116.1|AAEG
OG0001615	LOC115626188|XP_030377326.1|SLEB, LOC115626189|XP_030377328.1|SLEB	LOC5572431|XP_021702419.1|AAEG
OG0001616	LOC115631980|XP_030384744.1|SLEB	LOC5573821|XP_021702976.1|AAEG
OG0001617	LOC115628985|XP_030381124.1|SLEB	LOC5568922|XP_021703195.1|AAEG
OG0001618	LOC115627879|XP_030379623.1|SLEB	LOC5573901|XP_021703341.1|AAEG, LOC5571476|XP_021706414.1|AAEG
OG0001619	LOC115626329|XP_030377533.1|SLEB	LOC5566978|XP_001651398.1|AAEG
OG0001620	LOC115633869|XP_030387225.1|SLEB	LOC5572053|XP_001653822.1|AAEG
OG0001621	LOC115628321|XP_030380278.1|SLEB	LOC5572062|XP_001653826.2|AAEG
OG0001622	LOC115633417|XP_030386735.1|SLEB	LOC5572078|XP_021703583.1|AAEG, LOC5566371|XP_021709853.1|AAEG
OG0001623	LOC115631912|XP_030384623.1|SLEB, LOC115631096|XP_030383608.1|SLEB	LOC5565851|XP_021703618.1|AAEG
OG0001624	LOC115626075|XP_030377188.1|SLEB	LOC5564939|XP_001649275.2|AAEG
OG0001625	LOC115629057|XP_030381232.1|SLEB	LOC5564921|XP_001649284.1|AAEG
OG0001626	LOC115631206|XP_030383770.1|SLEB	LOC5563786|XP_001648064.1|AAEG
OG0001627	LOC115624677|XP_030375335.1|SLEB	LOC110680893|XP_021712375.1|AAEG, LOC5566572|XP_001650950.2|AAEG, LOC5578569|XP_021705473.1|AAEG
OG0001628	LOC115625427|XP_030376327.1|SLEB	LOC5567669|XP_001657611.1|AAEG
OG0001630	LOC115625146|XP_030375928.1|SLEB, LOC115623996|XP_030374425.1|SLEB	LOC5575302|XP_021709547.1|AAEG
OG0001631	LOC115623595|XP_030373857.1|SLEB	LOC23687582|XP_021705609.1|AAEG
OG0001632	LOC115625694|XP_030376694.1|SLEB	LOC5572968|XP_001654299.1|AAEG
