Orthogroup	AAEG.longest_only	DMAU.longest_only
OG0000681	LOC5571511|XP_021704098.1|AAEG	LOC117143399|XP_033163979.1|DMAU, LOC117148860|XP_033172420.1|DMAU
OG0000683	LOC5567780|XP_021712292.1|AAEG, LOC5567781|XP_001657682.1|AAEG, LOC5567779|XP_001657680.2|AAEG, LOC5565951|XP_021693916.1|AAEG	LOC117142812|XP_033162917.1|DMAU
OG0000684	LOC110681498|XP_021713031.1|AAEG, LOC5572598|XP_021711785.1|AAEG	LOC117145668|XP_033167293.1|DMAU, LOC117145826|XP_033167519.1|DMAU
OG0000685	LOC5565927|XP_001650303.1|AAEG	LOC117148792|XP_033172295.1|DMAU, LOC117142601|XP_033162571.1|DMAU
OG0000686	LOC5573238|XP_001660815.1|AAEG	LOC117137317|XP_033154592.1|DMAU, LOC117148855|XP_033172405.1|DMAU
OG0000687	LOC5571869|XP_001659976.1|AAEG, LOC110681189|XP_021712657.1|AAEG	LOC117137548|XP_033154937.1|DMAU, LOC117141999|XP_033161738.1|DMAU
OG0000688	LOC5579438|XP_021697177.1|AAEG	LOC117138670|XP_033156809.1|DMAU
OG0000689	LOC5575898|XP_001655893.1|AAEG	LOC117137435|XP_033154757.1|DMAU, LOC117137434|XP_033154756.1|DMAU
OG0000690	LOC5563622|XP_001647922.2|AAEG, LOC5576180|XP_001655977.1|AAEG, LOC5563613|XP_001647923.1|AAEG, LOC5563595|XP_001647921.1|AAEG	LOC117147258|XP_033169969.1|DMAU
OG0000691	LOC5577893|XP_001663600.1|AAEG	LOC117135329|XP_033151420.1|DMAU, LOC117139778|XP_033158280.1|DMAU
OG0000692	LOC5577134|XP_021699126.1|AAEG	LOC117141221|XP_033160471.1|DMAU, LOC117141222|XP_033160472.1|DMAU
OG0000693	LOC110676378|XP_021699721.1|AAEG	LOC117147861|XP_033170829.1|DMAU, LOC117143601|XP_033164244.1|DMAU
OG0000694	LOC5569581|XP_001658647.1|AAEG	LOC117147667|XP_033170532.1|DMAU, LOC117140570|XP_033159460.1|DMAU
OG0000695	LOC110675169|XP_021695251.1|AAEG, LOC5575443|XP_021700367.1|AAEG	LOC117138088|XP_033155832.1|DMAU, LOC117141657|XP_033161138.1|DMAU
OG0000696	LOC5570960|XP_001659424.1|AAEG	LOC117150595|XP_033173442.1|DMAU
OG0000697	LOC5569502|XP_001658586.1|AAEG	LOC117147112|XP_033169771.1|DMAU, LOC117147113|XP_033169772.1|DMAU, LOC117147109|XP_033169770.1|DMAU, LOC117135164|XP_033151116.1|DMAU
OG0000698	LOC5572825|XP_001654210.2|AAEG	LOC117150465|XP_033173251.1|DMAU, LOC117150344|XP_033173082.1|DMAU
OG0000699	LOC5572903|XP_021702732.1|AAEG	LOC117141378|XP_033160690.1|DMAU, LOC117143668|XP_033164340.1|DMAU
OG0000700	LOC5572373|XP_021695335.1|AAEG	LOC117150347|XP_033173089.1|DMAU, LOC117150288|XP_033172998.1|DMAU
OG0000701	LOC5572067|XP_001653834.1|AAEG	LOC117136478|XP_033153306.1|DMAU, LOC117147326|XP_033170067.1|DMAU
OG0000702	LOC5576021|XP_021711648.1|AAEG	LOC117145139|XP_033166570.1|DMAU, LOC117145138|XP_033166550.1|DMAU
OG0000703	LOC5579187|XP_021706766.1|AAEG	LOC117150353|XP_033173100.1|DMAU, LOC117137321|XP_033154597.1|DMAU
OG0000704	LOC5566167|XP_021710754.1|AAEG	LOC117148286|XP_033171490.1|DMAU, LOC117144597|XP_033165777.1|DMAU
OG0000705	LOC5575011|XP_021708260.1|AAEG	LOC117139463|XP_033157666.1|DMAU, LOC117139461|XP_033157664.1|DMAU
OG0000706	LOC5564887|XP_001649217.2|AAEG, LOC110677898|XP_021705469.1|AAEG	LOC117150737|XP_033173663.1|DMAU, LOC117148625|XP_033172008.1|DMAU
OG0000707	LOC5576097|XP_001662443.1|AAEG	LOC117136581|XP_033153445.1|DMAU, LOC117146347|XP_033168378.1|DMAU
OG0000708	LOC5575809|XP_021705328.1|AAEG	LOC117146575|XP_033168773.1|DMAU, LOC117146996|XP_033169564.1|DMAU
OG0000709	LOC5563960|XP_001648293.2|AAEG	LOC117145554|XP_033167146.1|DMAU, LOC117147035|XP_033169620.1|DMAU
OG0000710	LOC5570014|XP_001658903.1|AAEG	LOC117144280|XP_033165273.1|DMAU, LOC117135890|XP_033152328.1|DMAU
OG0000711	LOC5577132|XP_021709303.1|AAEG	LOC117141615|XP_033161026.1|DMAU, LOC117147180|XP_033169869.1|DMAU
OG0000712	LOC5573740|XP_001654768.2|AAEG	LOC117142727|XP_033162786.1|DMAU, LOC117143955|XP_033164781.1|DMAU
OG0000713	LOC5574816|XP_001655376.1|AAEG	LOC117143545|XP_033164175.1|DMAU, LOC117138191|XP_033155988.1|DMAU
OG0000714	LOC5566058|XP_001650424.1|AAEG	LOC117148743|XP_033172210.1|DMAU, LOC117139004|XP_033156988.1|DMAU
OG0000715	LOC5566056|XP_001650428.1|AAEG	LOC117140799|XP_033159787.1|DMAU
OG0000716	LOC5578121|XP_001656819.1|AAEG	LOC117147508|XP_033170308.1|DMAU, LOC117139823|XP_033158350.1|DMAU
OG0000724	LOC5565085|XP_001649429.1|AAEG	LOC117147487|XP_033170275.1|DMAU, LOC117144456|XP_033165503.1|DMAU
OG0000726	LOC5577130|XP_021712611.1|AAEG	LOC117143376|XP_033163943.1|DMAU, LOC117143675|XP_033164352.1|DMAU
OG0000727	LOC5565705|XP_021713193.1|AAEG	LOC117145237|XP_033166704.1|DMAU
OG0000728	LOC5573065|XP_021693529.1|AAEG	LOC117147364|XP_033170122.1|DMAU, LOC117144505|XP_033165586.1|DMAU
OG0000729	LOC5568367|XP_001658021.2|AAEG	LOC117143074|XP_033163431.1|DMAU, LOC117144604|XP_033165786.1|DMAU
OG0000730	LOC5570667|XP_001659264.1|AAEG	LOC117147240|XP_033169945.1|DMAU, LOC117136115|XP_033152706.1|DMAU
OG0000731	LOC5579031|XP_001664210.1|AAEG	LOC117140553|XP_033159440.1|DMAU, LOC117138055|XP_033155765.1|DMAU
OG0000732	LOC5572199|XP_001653865.1|AAEG	LOC117140995|XP_033160137.1|DMAU, LOC117140994|XP_033160135.1|DMAU
OG0000733	LOC5575492|XP_001662013.1|AAEG	LOC117144125|XP_033165039.1|DMAU, LOC117139622|XP_033157967.1|DMAU
OG0000734	LOC5578486|XP_021699525.1|AAEG	LOC117148442|XP_033171706.1|DMAU, LOC117138976|XP_033156930.1|DMAU
OG0000735	LOC5573851|XP_001654878.1|AAEG	LOC117148097|XP_033171201.1|DMAU, LOC117139116|XP_033157154.1|DMAU
OG0000736	LOC5568814|XP_001658180.2|AAEG	LOC117135306|XP_033151385.1|DMAU, LOC117135305|XP_033151384.1|DMAU
OG0000738	LOC5577544|XP_001656560.1|AAEG	LOC117148370|XP_033171620.1|DMAU, LOC117147635|XP_033170894.1|DMAU
OG0000739	LOC5575848|XP_001662256.1|AAEG	LOC117143470|XP_033164074.1|DMAU, LOC117143469|XP_033164073.1|DMAU
OG0000740	LOC5568948|XP_021703190.1|AAEG	LOC117149955|XP_033172745.1|DMAU
OG0000740	LOC5572569|XP_001654085.2|AAEG	LOC117144891|XP_033166204.1|DMAU
OG0000741	LOC23687536|XP_021705281.1|AAEG	LOC117146704|XP_033169007.1|DMAU, LOC117144627|XP_033165813.1|DMAU
OG0000742	LOC5570003|XP_021705592.1|AAEG	LOC117148000|XP_033171047.1|DMAU, LOC117148383|XP_033171635.1|DMAU
OG0000743	LOC5574874|XP_001655398.1|AAEG, LOC110681160|XP_021712620.1|AAEG	LOC117141929|XP_033161558.1|DMAU, LOC117137776|XP_033155289.1|DMAU
OG0000744	LOC5565206|XP_001649565.2|AAEG, LOC5565220|XP_001649576.2|AAEG	LOC117136903|XP_033153912.1|DMAU
OG0000745	LOC5578669|XP_001657064.2|AAEG	LOC117137657|XP_033155089.1|DMAU, LOC117136672|XP_033153565.1|DMAU
OG0000746	LOC110679049|XP_021708670.1|AAEG, LOC5569724|XP_001652949.1|AAEG	LOC117137312|XP_033154584.1|DMAU, LOC117136402|XP_033153188.1|DMAU
OG0000753	LOC5574701|XP_021698366.1|AAEG	LOC117145169|XP_033166608.1|DMAU, LOC117140487|XP_033159337.1|DMAU
OG0000754	LOC23687751|XP_021706737.1|AAEG	LOC117147262|XP_033169974.1|DMAU, LOC117147592|XP_033170433.1|DMAU
OG0000755	LOC5578924|XP_001657210.3|AAEG	LOC117144999|XP_033166371.1|DMAU, LOC117143265|XP_033163726.1|DMAU
OG0000756	LOC5576731|XP_001656241.1|AAEG	LOC117145661|XP_033167284.1|DMAU
OG0000756	LOC5576736|XP_001656242.2|AAEG	LOC117144340|XP_033165344.1|DMAU
OG0000757	LOC5573994|XP_001661080.1|AAEG	LOC117141295|XP_033160565.1|DMAU
OG0000758	LOC5573302|XP_021698645.1|AAEG	LOC117140437|XP_033159250.1|DMAU, LOC117140436|XP_033159248.1|DMAU
OG0000759	LOC5567691|XP_001651852.3|AAEG	LOC117141447|XP_033160792.1|DMAU, LOC117141453|XP_033160798.1|DMAU
OG0000761	LOC5569446|XP_021702395.1|AAEG	LOC117145919|XP_033167712.1|DMAU, LOC117146161|XP_033168027.1|DMAU
OG0000762	LOC5569068|XP_001658297.1|AAEG	LOC117149367|XP_033172661.1|DMAU, LOC117150715|XP_033173621.1|DMAU
OG0000763	LOC5568174|XP_021703903.1|AAEG	LOC117147738|XP_033170631.1|DMAU, LOC117142283|XP_033162061.1|DMAU
OG0000764	LOC5567685|XP_021708653.1|AAEG	LOC117145702|XP_033167335.1|DMAU, LOC117146526|XP_033168684.1|DMAU
OG0000765	LOC5576262|XP_001656034.2|AAEG	LOC117140438|XP_033159252.1|DMAU, LOC117148551|XP_033171876.1|DMAU
OG0000766	LOC5571467|XP_001659718.2|AAEG	LOC117144571|XP_033165719.1|DMAU, LOC117147273|XP_033169995.1|DMAU
OG0000767	LOC5568661|XP_021705791.1|AAEG	LOC117144994|XP_033166359.1|DMAU, LOC117141955|XP_033161604.1|DMAU
OG0000768	LOC5577816|XP_001663586.1|AAEG	LOC117141755|XP_033161268.1|DMAU
OG0000769	LOC5572989|XP_021706132.1|AAEG	LOC117145670|XP_033167294.1|DMAU, LOC117147742|XP_033170633.1|DMAU
OG0000770	LOC5579099|XP_001657293.2|AAEG, LOC110680759|XP_021712238.1|AAEG, LOC5579095|XP_001657289.2|AAEG, LOC5579094|XP_001657288.2|AAEG	LOC117135829|XP_033152230.1|DMAU
OG0000771	LOC5565457|XP_001649766.2|AAEG	LOC117140495|XP_033159349.1|DMAU, LOC117140494|XP_033159348.1|DMAU
OG0000778	LOC5572380|XP_021694486.1|AAEG	LOC117139069|XP_033157071.1|DMAU, LOC117142388|XP_033162221.1|DMAU
OG0000779	LOC5576071|XP_001662401.2|AAEG, LOC5576070|XP_001662400.2|AAEG, LOC5567791|XP_021712201.1|AAEG, LOC5569560|XP_001658622.2|AAEG, LOC5564166|XP_001648508.2|AAEG	LOC117147611|XP_033170460.1|DMAU
OG0000780	LOC5564012|XP_001648334.2|AAEG, LOC5564011|XP_021697098.1|AAEG	LOC117135803|XP_033152192.1|DMAU
OG0000781	LOC5576472|XP_021700484.1|AAEG	LOC117146364|XP_033168405.1|DMAU, LOC117141558|XP_033160956.1|DMAU
OG0000782	LOC5565070|XP_001649412.1|AAEG	LOC117139135|XP_033157175.1|DMAU, LOC117147483|XP_033170272.1|DMAU
OG0000783	LOC5565051|XP_001649399.1|AAEG	LOC117139134|XP_033157174.1|DMAU, LOC117148644|XP_033172036.1|DMAU
OG0000784	LOC5566654|XP_001651019.1|AAEG	LOC117140653|XP_033159585.1|DMAU, LOC117146896|XP_033169393.1|DMAU
OG0000785	LOC5567616|XP_021713394.1|AAEG	LOC117146034|XP_033167857.1|DMAU, LOC117143936|XP_033164744.1|DMAU
OG0000786	LOC5575790|XP_021693483.1|AAEG	LOC117144885|XP_033166190.1|DMAU
OG0000787	LOC5574159|XP_001655068.1|AAEG	LOC117141575|XP_033160979.1|DMAU, LOC117146908|XP_033169417.1|DMAU
OG0000788	LOC5575938|XP_021699162.1|AAEG	LOC117150775|XP_033173711.1|DMAU, LOC117140353|XP_033159096.1|DMAU
OG0000789	LOC5570933|XP_001659405.2|AAEG	LOC117135134|XP_033151079.1|DMAU, LOC117135188|XP_033151146.1|DMAU
OG0000790	LOC5572784|XP_001654187.2|AAEG	LOC117144447|XP_033165496.1|DMAU, LOC117135173|XP_033151130.1|DMAU
OG0000791	LOC5577917|XP_021702814.1|AAEG	LOC117142911|XP_033163087.1|DMAU, LOC117149220|XP_033172648.1|DMAU, LOC117146104|XP_033167976.1|DMAU
OG0000792	LOC110675237|XP_021695378.1|AAEG	LOC117150622|XP_033173483.1|DMAU
OG0000793	LOC5570063|XP_001653054.1|AAEG	LOC117145925|XP_033167676.1|DMAU, LOC117148701|XP_033172135.1|DMAU
OG0000794	LOC5578434|XP_001656949.2|AAEG, LOC5578484|XP_001656950.2|AAEG, LOC5578432|XP_021705735.1|AAEG	LOC117150943|XP_033174007.1|DMAU
OG0000795	LOC5568843|XP_001652571.1|AAEG	LOC117147747|XP_033170644.1|DMAU
OG0000796	LOC5568998|XP_021709572.1|AAEG	LOC117145553|XP_033167144.1|DMAU, LOC117147308|XP_033170047.1|DMAU
OG0000797	LOC5571755|XP_001653781.1|AAEG	LOC117144443|XP_033165488.1|DMAU, LOC117144444|XP_033165489.1|DMAU
OG0000798	LOC5573757|XP_021708658.1|AAEG	LOC117135606|XP_033151853.1|DMAU, LOC117135605|XP_033151846.1|DMAU
OG0000799	LOC5575386|XP_001655738.1|AAEG	LOC117145665|XP_033167291.1|DMAU, LOC117147093|XP_033169748.1|DMAU
OG0000800	LOC5563996|XP_021707646.1|AAEG	LOC117141982|XP_033161682.1|DMAU
OG0000801	LOC5568707|XP_001652531.1|AAEG	LOC117136679|XP_033153578.1|DMAU, LOC117137379|XP_033154683.1|DMAU
OG0000802	LOC5567358|XP_001657370.2|AAEG	LOC117147379|XP_033170139.1|DMAU, LOC117148102|XP_033171208.1|DMAU
OG0000810	LOC5578919|XP_001657205.2|AAEG	LOC117135817|XP_033152214.1|DMAU, LOC117137673|XP_033155123.1|DMAU
OG0000811	LOC5566120|XP_001650490.2|AAEG	LOC117136095|XP_033152668.1|DMAU
OG0000812	LOC5568127|XP_021696627.1|AAEG	LOC117146712|XP_033169020.1|DMAU, LOC117141790|XP_033161320.1|DMAU
OG0000813	LOC5576046|XP_001662369.1|AAEG	LOC117150318|XP_033173044.1|DMAU
OG0000814	LOC5567710|XP_001651876.1|AAEG	LOC117150689|XP_033173590.1|DMAU
OG0000815	LOC5564950|XP_021701900.1|AAEG, LOC5575209|XP_021701902.1|AAEG, LOC5575211|XP_001661846.2|AAEG	LOC117145718|XP_033167358.1|DMAU
OG0000816	LOC5564019|XP_021702806.1|AAEG	LOC117148007|XP_033171058.1|DMAU, LOC117144776|XP_033166034.1|DMAU
OG0000817	LOC5579022|XP_001664202.1|AAEG	LOC117145525|XP_033167107.1|DMAU, LOC117145526|XP_033167108.1|DMAU
OG0000818	LOC5576102|XP_001662447.1|AAEG	LOC117148885|XP_033172478.1|DMAU, LOC117137765|XP_033155279.1|DMAU
OG0000819	LOC5568992|XP_021707431.1|AAEG	LOC117147288|XP_033170024.1|DMAU, LOC117147609|XP_033170457.1|DMAU
OG0000820	LOC5579797|XP_021706989.1|AAEG	LOC117147212|XP_033169917.1|DMAU, LOC117137622|XP_033155044.1|DMAU
OG0000821	LOC5573067|XP_001654398.2|AAEG	LOC117143980|XP_033164809.1|DMAU, LOC117137505|XP_033154876.1|DMAU
OG0000822	LOC5573841|XP_001654866.1|AAEG	LOC117141203|XP_033160446.1|DMAU, LOC117148540|XP_033171863.1|DMAU
OG0000830	LOC5566467|XP_001650849.1|AAEG, LOC5566468|XP_001650850.1|AAEG, LOC5566471|XP_001650855.1|AAEG, LOC5566470|XP_001650852.2|AAEG	LOC117148500|XP_033171793.1|DMAU
OG0000831	LOC5578573|XP_001663963.2|AAEG, LOC5574451|XP_001661466.2|AAEG, LOC5571091|XP_001659531.1|AAEG	LOC117140810|XP_033159803.1|DMAU
OG0000832	LOC5575640|XP_001655787.1|AAEG	LOC117137739|XP_033155213.1|DMAU
OG0000833	LOC5572312|XP_001654001.2|AAEG	LOC117139322|XP_033157457.1|DMAU
OG0000834	LOC5578133|XP_021696267.1|AAEG	LOC117142856|XP_033162993.1|DMAU
OG0000836	LOC5571557|XP_001659779.1|AAEG	LOC117150736|XP_033173661.1|DMAU, LOC117137036|XP_033154136.1|DMAU
OG0000837	LOC110681194|XP_021712664.1|AAEG	LOC117135739|XP_033152075.1|DMAU
OG0000837	LOC5564880|XP_021710587.1|AAEG	LOC117147384|XP_033170147.1|DMAU
OG0000838	LOC5571070|XP_001659510.2|AAEG	LOC117150566|XP_033173408.1|DMAU, LOC117141968|XP_033161660.1|DMAU
OG0000839	LOC5567590|XP_021704529.1|AAEG	LOC117145758|XP_033167414.1|DMAU, LOC117145452|XP_033167011.1|DMAU
OG0000840	LOC5568658|XP_021705463.1|AAEG	LOC117135673|XP_033151959.1|DMAU, LOC117148905|XP_033172504.1|DMAU
OG0000842	LOC5565224|XP_001649557.2|AAEG	LOC117137584|XP_033154981.1|DMAU, LOC117142640|XP_033162635.1|DMAU
OG0000843	LOC5575084|XP_001661802.1|AAEG	LOC117136942|XP_033153980.1|DMAU
OG0000844	LOC5568444|XP_021706258.1|AAEG	LOC117136183|XP_033152819.1|DMAU, LOC117142382|XP_033162212.1|DMAU
OG0000853	LOC110677782|XP_021704938.1|AAEG, LOC110676413|XP_021699900.1|AAEG, LOC110674619|XP_021694405.1|AAEG, LOC5578241|XP_021702587.1|AAEG, LOC110679413|XP_021709629.1|AAEG, LOC110674712|XP_021694459.1|AAEG, LOC110676941|XP_021702580.1|AAEG, LOC110676161|XP_021698647.1|AAEG, LOC110678847|XP_021708059.1|AAEG, LOC110674188|XP_021693894.1|AAEG, LOC110674103|XP_021693420.1|AAEG, LOC110676683|XP_021701210.1|AAEG, LOC110677229|XP_021703981.1|AAEG, LOC110676177|XP_021698686.1|AAEG, LOC110675142|XP_021695215.1|AAEG, LOC110677716|XP_021704571.1|AAEG, LOC110678096|XP_021706382.1|AAEG	LOC117150493|XP_033173288.1|DMAU, LOC117137782|XP_033155298.1|DMAU
OG0000854	LOC5575256|XP_021694868.1|AAEG	LOC117146605|XP_033168822.1|DMAU, LOC117146602|XP_033168818.1|DMAU
OG0000855	LOC5564916|XP_001649261.1|AAEG	LOC117147898|XP_033170896.1|DMAU, LOC117144461|XP_033165512.1|DMAU
OG0000856	LOC5569202|XP_021699577.1|AAEG	LOC117147730|XP_033170620.1|DMAU, LOC117147410|XP_033170177.1|DMAU, LOC117140416|XP_033159180.1|DMAU
OG0000857	LOC5568410|XP_021706344.1|AAEG, LOC5568408|XP_001658060.1|AAEG, LOC5572935|XP_001660658.2|AAEG, LOC110681143|XP_021712605.1|AAEG	LOC117147353|XP_033170108.1|DMAU
OG0000858	LOC5563593|XP_001647843.2|AAEG, LOC5563570|XP_021693065.1|AAEG	LOC117142694|XP_033162741.1|DMAU, LOC117142693|XP_033162740.1|DMAU
OG0000860	LOC23687882|XP_021695499.1|AAEG	LOC117139425|XP_033157607.1|DMAU, LOC117139780|XP_033158282.1|DMAU
OG0000861	LOC5579974|XP_021697396.1|AAEG	LOC117138623|XP_033156725.1|DMAU
OG0000862	LOC5578595|XP_021697871.1|AAEG	LOC117136308|XP_033153046.1|DMAU, LOC117140424|XP_033159220.1|DMAU
OG0000863	LOC5569153|XP_021712379.1|AAEG, LOC5579040|XP_001664217.2|AAEG	LOC117143832|XP_033164574.1|DMAU
OG0000864	LOC5574382|XP_021700100.1|AAEG	LOC117141314|XP_033160595.1|DMAU, LOC117147677|XP_033170544.1|DMAU
OG0000865	LOC110676550|XP_021700543.1|AAEG	LOC117147783|XP_033170717.1|DMAU, LOC117145359|XP_033166872.1|DMAU
OG0000866	LOC5565764|XP_021700881.1|AAEG	LOC117150893|XP_033173926.1|DMAU, LOC117150906|XP_033173947.1|DMAU
OG0000867	LOC5566526|XP_001650903.1|AAEG	LOC117150841|XP_033173801.1|DMAU, LOC117135108|XP_033151061.1|DMAU
OG0000868	LOC5575799|XP_001662225.1|AAEG	LOC117147913|XP_033170917.1|DMAU
OG0000869	LOC110679428|XP_021709657.1|AAEG	LOC117142653|XP_033162668.1|DMAU
OG0000871	LOC5563912|XP_021709764.1|AAEG	LOC117136623|XP_033153503.1|DMAU
OG0000872	LOC5579795|XP_001648107.1|AAEG	LOC117135485|XP_033151595.1|DMAU
OG0000873	LOC5570660|XP_021705398.1|AAEG, LOC5578723|XP_021705681.1|AAEG, LOC5574699|XP_021710974.1|AAEG	LOC117140829|XP_033159827.1|DMAU
OG0000874	LOC5568583|XP_021711564.1|AAEG	LOC117147689|XP_033170566.1|DMAU, LOC117137445|XP_033154774.1|DMAU
OG0000875	LOC5569144|XP_021704184.1|AAEG	LOC117140284|XP_033159006.1|DMAU
OG0000882	LOC5574255|XP_001661310.1|AAEG	LOC117147726|XP_033170617.1|DMAU, LOC117143446|XP_033164049.1|DMAU, LOC117150892|XP_033173920.1|DMAU, LOC117145413|XP_033166949.1|DMAU
OG0000883	LOC5572260|XP_021706275.1|AAEG, LOC5577890|XP_001663596.2|AAEG, LOC5576983|XP_001663083.2|AAEG, LOC110681455|XP_021712908.1|AAEG, LOC5564732|XP_001649072.2|AAEG	LOC117146801|XP_033169234.1|DMAU
OG0000884	LOC5578384|XP_021707387.1|AAEG	LOC117145448|XP_033167007.1|DMAU, LOC117146543|XP_033168723.1|DMAU
OG0000885	LOC5576671|XP_021712970.1|AAEG, LOC5576669|XP_001662811.1|AAEG, LOC5576675|XP_001662810.2|AAEG, LOC5576677|XP_001662809.2|AAEG, LOC5576673|XP_001662808.1|AAEG	LOC117143302|XP_033163799.1|DMAU
OG0000887	LOC5574709|XP_021697236.1|AAEG, LOC110675781|XP_021697241.1|AAEG, LOC5574710|XP_001661611.2|AAEG, LOC5564321|XP_001648679.1|AAEG	LOC117147170|XP_033169847.1|DMAU
OG0000888	LOC5577573|XP_021697247.1|AAEG	LOC117141630|XP_033161056.1|DMAU
OG0000889	LOC5565345|XP_001649691.2|AAEG, LOC5569614|XP_001652895.2|AAEG, LOC5569613|XP_001652894.2|AAEG, LOC5569626|XP_001652896.2|AAEG, LOC5569611|XP_001652892.2|AAEG, LOC5569610|XP_001652891.1|AAEG, LOC5569609|XP_001652890.1|AAEG	LOC117141535|XP_033160916.1|DMAU
OG0000890	LOC5572876|XP_001660628.1|AAEG	LOC117136586|XP_033153449.1|DMAU
OG0000891	LOC5571677|XP_021701172.1|AAEG	LOC117150911|XP_033173954.1|DMAU, LOC117150506|XP_033173307.1|DMAU
OG0000892	LOC5573804|XP_001661052.1|AAEG	LOC117140120|XP_033158774.1|DMAU, LOC117138990|XP_033156952.1|DMAU
OG0000893	LOC5577455|XP_021710131.1|AAEG, LOC110679543|XP_021710135.1|AAEG	LOC117144433|XP_033165471.1|DMAU
OG0000894	LOC5572954|XP_001654283.2|AAEG	LOC117144040|XP_033164899.1|DMAU
OG0000895	LOC5578431|XP_021704726.1|AAEG	LOC117136194|XP_033152830.1|DMAU
OG0000907	LOC5569936|XP_001658828.2|AAEG	LOC117136943|XP_033153981.1|DMAU
OG0000909	LOC5580100|XP_001654851.1|AAEG	LOC117146488|XP_033168619.1|DMAU, LOC117145347|XP_033166853.1|DMAU
OG0000910	LOC5570090|XP_021696583.1|AAEG	LOC117146065|XP_033167895.1|DMAU, LOC117148952|XP_033172587.1|DMAU
OG0000911	LOC5568878|XP_021698401.1|AAEG	LOC117135648|XP_033151923.1|DMAU
OG0000912	LOC5569590|XP_001652874.1|AAEG	LOC117141364|XP_033160661.1|DMAU, LOC117140832|XP_033159831.1|DMAU
OG0000913	LOC5572905|XP_021699829.1|AAEG	LOC117139694|XP_033158091.1|DMAU
OG0000914	LOC5565692|XP_001650041.1|AAEG, LOC5577609|XP_001656603.1|AAEG, LOC5577610|XP_001656604.1|AAEG, LOC5577605|XP_001656599.2|AAEG, LOC5577607|XP_001656601.2|AAEG	LOC117136763|XP_033153689.1|DMAU
OG0000915	LOC110675850|XP_021697446.1|AAEG, LOC110681284|XP_021712741.1|AAEG	LOC117137288|XP_033154553.1|DMAU, LOC117147464|XP_033170246.1|DMAU
OG0000916	LOC5563777|XP_021702027.1|AAEG	LOC117150551|XP_033173377.1|DMAU
OG0000917	LOC5567991|XP_021703538.1|AAEG	LOC117140481|XP_033159846.1|DMAU
OG0000918	LOC5565834|XP_021703643.1|AAEG	LOC117137078|XP_033154197.1|DMAU, LOC117135322|XP_033151411.1|DMAU
OG0000920	LOC5567191|XP_021707974.1|AAEG, LOC5567193|XP_021707701.1|AAEG, LOC5567194|XP_001651623.2|AAEG, LOC5571093|XP_021706131.1|AAEG	LOC117148873|XP_033172435.1|DMAU
OG0000921	LOC23687653|XP_021704447.1|AAEG, LOC110677691|XP_021704448.1|AAEG	LOC117146764|XP_033169156.1|DMAU, LOC117146765|XP_033169157.1|DMAU
OG0000922	LOC5573598|XP_001654732.1|AAEG	LOC117139029|XP_033157018.1|DMAU, LOC117139027|XP_033157016.1|DMAU
OG0000923	LOC5564768|XP_001649141.1|AAEG	LOC117141567|XP_033160969.1|DMAU, LOC117143945|XP_033164770.1|DMAU
OG0000924	LOC5574190|XP_021707483.1|AAEG	LOC117146721|XP_033169050.1|DMAU
OG0000925	LOC5564141|XP_001648436.1|AAEG	LOC117145095|XP_033166504.1|DMAU, LOC117145094|XP_033166503.1|DMAU
OG0000935	LOC5570105|XP_021693271.1|AAEG	LOC117144531|XP_033165653.1|DMAU
OG0000936	LOC5574975|XP_001655445.1|AAEG	LOC117144628|XP_033165814.1|DMAU, LOC117147763|XP_033170679.1|DMAU
OG0000937	LOC5577955|XP_021703650.1|AAEG, LOC5577953|XP_021703600.1|AAEG	LOC117144664|XP_033165856.1|DMAU
OG0000938	LOC23687618|XP_011493218.1|AAEG	LOC117136677|XP_033153575.1|DMAU, LOC117147676|XP_033170543.1|DMAU
OG0000939	LOC5575294|XP_001655660.2|AAEG	LOC117151025|XP_033174125.1|DMAU, LOC117137072|XP_033154193.1|DMAU
OG0000940	LOC5568539|XP_001652369.2|AAEG	LOC117146969|XP_033169528.1|DMAU, LOC117140908|XP_033159971.1|DMAU
OG0000941	LOC5568465|XP_001652294.1|AAEG	LOC117145841|XP_033167538.1|DMAU, LOC117146876|XP_033169356.1|DMAU
OG0000942	LOC5575951|XP_021697898.1|AAEG	LOC117140515|XP_033159384.1|DMAU
OG0000943	LOC5565788|XP_021698361.1|AAEG, LOC5564315|XP_021711753.1|AAEG	LOC117135555|XP_033151746.1|DMAU
OG0000944	LOC5564895|XP_021698610.1|AAEG	LOC117147668|XP_033170534.1|DMAU, LOC117146835|XP_033169713.1|DMAU
OG0000945	LOC5567118|XP_001651535.2|AAEG	LOC117139195|XP_033157258.1|DMAU, LOC117139196|XP_033157260.1|DMAU
OG0000946	LOC5563808|XP_001648088.2|AAEG, LOC5563807|XP_021701297.1|AAEG	LOC117150285|XP_033172994.1|DMAU
OG0000947	LOC5573138|XP_001660754.1|AAEG, LOC5573170|XP_021703267.1|AAEG, LOC5573169|XP_001660785.1|AAEG	LOC117136239|XP_033152915.1|DMAU
OG0000948	LOC5570305|XP_001653129.2|AAEG	LOC117140564|XP_033159452.1|DMAU
OG0000949	LOC5577433|XP_021706252.1|AAEG	LOC117146770|XP_033169175.1|DMAU
OG0000950	LOC5570062|XP_021710514.1|AAEG	LOC117143634|XP_033164301.1|DMAU
