Orthogroup	AAEG.longest_only	DALB.longest_only
OG0002405	LOC5567058|XP_021706909.1|AAEG	LOC117575433|XP_034115528.1|DALB
OG0002406	LOC5566937|XP_001651352.1|AAEG	LOC117567891|XP_034104054.1|DALB
OG0002408	LOC5572568|XP_021704559.1|AAEG, LOC5572566|XP_001654082.2|AAEG	LOC117575865|XP_034116177.1|DALB
OG0002409	LOC5580151|XP_001655292.1|AAEG	LOC117570792|XP_034108538.1|DALB
OG0002410	LOC110678703|XP_021707609.1|AAEG, LOC110678702|XP_021707608.1|AAEG	LOC117574724|XP_034114543.1|DALB
OG0002411	LOC5567581|XP_001651824.1|AAEG	LOC117576388|XP_034116991.1|DALB
OG0002412	LOC5567583|XP_001651826.2|AAEG	LOC117573452|XP_034112565.1|DALB
OG0002413	LOC5574866|XP_021709482.1|AAEG	LOC117577581|XP_034118352.1|DALB
OG0002414	LOC5568498|XP_001652320.1|AAEG	LOC117569823|XP_034107038.1|DALB
OG0002415	LOC5576000|XP_021704716.1|AAEG	LOC117574320|XP_034114020.1|DALB
OG0002417	LOC110678397|XP_021706925.1|AAEG, LOC110680763|XP_021712243.1|AAEG	LOC117572532|XP_034111289.1|DALB, LOC117565012|XP_034099848.1|DALB, LOC117565506|XP_034100528.1|DALB
OG0002418	LOC5573880|XP_021710256.1|AAEG	LOC117575948|XP_034116302.1|DALB
OG0002419	LOC5575798|XP_021711316.1|AAEG, LOC5572132|XP_021704323.1|AAEG	LOC117572654|XP_034111535.1|DALB
OG0002420	LOC5575813|XP_021705457.1|AAEG	LOC117570054|XP_034107373.1|DALB
OG0002421	LOC5563968|XP_001648274.2|AAEG	LOC117573302|XP_034112298.1|DALB, LOC117575080|XP_034115066.1|DALB
OG0002422	LOC110681313|XP_021712763.1|AAEG, LOC5571585|XP_021704754.1|AAEG	LOC117574581|XP_034114356.1|DALB
OG0002423	LOC5568659|XP_021704951.1|AAEG	LOC117572565|XP_034111335.1|DALB
OG0002424	LOC5577309|XP_001663344.1|AAEG, LOC5567163|XP_021710111.1|AAEG	LOC117573093|XP_034111888.1|DALB
OG0002425	LOC5567157|XP_001651586.1|AAEG	LOC117563351|XP_034097532.1|DALB
OG0002426	LOC5577356|XP_021705993.1|AAEG	LOC117566389|XP_034101785.1|DALB
OG0002427	LOC110678808|XP_021707902.1|AAEG, LOC5577360|XP_001656438.1|AAEG	LOC117573111|XP_034111925.1|DALB
OG0002428	LOC5574165|XP_021709047.1|AAEG	LOC117578291|XP_034119622.1|DALB
OG0002429	LOC5578296|XP_021706738.1|AAEG	LOC117572605|XP_034111433.1|DALB
OG0002430	LOC5564781|XP_001649136.1|AAEG	LOC117570263|XP_034107667.1|DALB
OG0002431	LOC5577034|XP_001663129.1|AAEG	LOC117568956|XP_034105806.1|DALB
OG0002432	LOC5564767|XP_021710853.1|AAEG	LOC117577048|XP_034118075.1|DALB
OG0002433	LOC5564798|XP_001649125.1|AAEG	LOC117576724|XP_034117635.1|DALB
OG0002434	LOC5572853|XP_001660614.1|AAEG, LOC110680303|XP_021711831.1|AAEG	LOC117573185|XP_034112060.1|DALB
OG0002436	LOC5579830|XP_001651507.1|AAEG	LOC117567268|XP_034103021.1|DALB
OG0002437	LOC5567948|XP_021707012.1|AAEG	LOC117572707|XP_034111656.1|DALB
OG0002438	LOC5566444|XP_021708252.1|AAEG	LOC117567429|XP_034103322.1|DALB
OG0002440	LOC5568397|XP_001658036.2|AAEG	LOC117567784|XP_034103888.1|DALB
OG0002441	LOC5566599|XP_021704764.1|AAEG	LOC117572749|XP_034111716.1|DALB
OG0002442	LOC5566586|XP_021710452.1|AAEG	LOC117572142|XP_034110673.1|DALB
OG0002443	LOC5565208|XP_021705313.1|AAEG	LOC117571279|XP_034109233.1|DALB
OG0002444	LOC5565211|XP_021710883.1|AAEG	LOC117572127|XP_034110646.1|DALB
OG0002445	LOC5563904|XP_001648219.1|AAEG	LOC117566988|XP_034102545.1|DALB, LOC117566989|XP_034102548.1|DALB
OG0002446	LOC5578525|XP_001663916.1|AAEG	LOC117567141|XP_034102846.1|DALB
OG0002447	LOC110680967|XP_021712433.1|AAEG, LOC5575321|XP_001655696.1|AAEG	LOC117570543|XP_034108150.1|DALB
OG0002448	LOC5567501|XP_001651796.1|AAEG	LOC117566991|XP_034102550.1|DALB
OG0002449	LOC5573760|XP_021706771.1|AAEG	LOC117566405|XP_034101809.1|DALB
OG0002450	LOC5573729|XP_001654759.2|AAEG	LOC117576498|XP_034117168.1|DALB
OG0002451	LOC5579658|XP_001648132.1|AAEG	LOC117568797|XP_034105549.1|DALB
OG0002452	LOC5579799|XP_021707640.1|AAEG	LOC117568625|XP_034105305.1|DALB
OG0002453	LOC5579796|XP_001648109.1|AAEG	LOC117568621|XP_034105298.1|DALB
OG0002454	LOC5577227|XP_011493181.2|AAEG	LOC117570027|XP_034107338.1|DALB
OG0002455	LOC5564719|XP_021707805.1|AAEG	LOC117570024|XP_034107335.1|DALB
OG0002456	LOC5565493|XP_021706486.1|AAEG	LOC117568051|XP_034104288.1|DALB
OG0002457	LOC5570997|XP_001653425.2|AAEG	LOC117566874|XP_034102370.1|DALB
OG0002458	LOC110679586|XP_021710431.1|AAEG	LOC117563896|XP_034098348.1|DALB
OG0002459	LOC110680779|XP_021712256.1|AAEG, LOC5567136|XP_021706135.1|AAEG	LOC117571949|XP_034110336.1|DALB
OG0002460	LOC110678439|XP_021707020.1|AAEG	LOC117570662|XP_034108340.1|DALB
OG0002461	LOC5573624|XP_001660944.1|AAEG	LOC117570255|XP_034107659.1|DALB
OG0002462	LOC5565521|XP_021707602.1|AAEG	LOC117567707|XP_034103734.1|DALB
OG0002463	LOC5574293|XP_021709612.1|AAEG	LOC117571446|XP_034109482.1|DALB
OG0002464	LOC110679379|XP_021709520.1|AAEG	LOC117572145|XP_034110676.1|DALB
OG0002465	LOC5574299|XP_021704242.1|AAEG	LOC117571673|XP_034109804.1|DALB
OG0002466	LOC5571882|XP_021710824.1|AAEG	LOC117573144|XP_034111974.1|DALB
OG0002467	LOC5574266|XP_021707016.1|AAEG	LOC117570649|XP_034108310.1|DALB
OG0002468	LOC5577306|XP_021705874.1|AAEG	LOC117570663|XP_034108341.1|DALB
OG0002469	LOC5567447|XP_021707985.1|AAEG	LOC117576818|XP_034117779.1|DALB
OG0002470	LOC5567433|XP_001657447.2|AAEG	LOC117569671|XP_034106809.1|DALB
OG0002471	LOC110681256|XP_021712718.1|AAEG, LOC5580237|XP_001662433.1|AAEG	LOC117566403|XP_034101807.1|DALB
OG0002472	LOC5578048|XP_021707095.1|AAEG	LOC117569416|XP_034106446.1|DALB
OG0002473	LOC5580235|XP_001662421.2|AAEG	LOC117567223|XP_034102946.1|DALB
OG0002474	LOC5576761|XP_021710836.1|AAEG	LOC117569483|XP_034106547.1|DALB
OG0002475	LOC5572090|XP_001660169.1|AAEG	LOC117575184|XP_034115185.1|DALB
OG0002476	LOC5578123|XP_001656820.1|AAEG	LOC117570890|XP_034108678.1|DALB
OG0002477	LOC5568272|XP_001657969.2|AAEG	LOC117567612|XP_034103592.1|DALB
OG0002478	LOC5568262|XP_021707414.1|AAEG	LOC117571463|XP_034109505.1|DALB
OG0002479	LOC5566865|XP_001651293.1|AAEG	LOC117570727|XP_034108440.1|DALB
OG0002480	LOC5568458|XP_021706708.1|AAEG	LOC117572042|XP_034110497.1|DALB
OG0002481	LOC5574182|XP_001661240.1|AAEG	LOC117564139|XP_034098693.1|DALB
OG0002482	LOC110681389|XP_021712827.1|AAEG, LOC5567472|XP_001657477.1|AAEG	LOC117566700|XP_034102137.1|DALB
OG0002483	LOC5571928|XP_001660024.2|AAEG	LOC117569221|XP_034106189.1|DALB
OG0002484	LOC110679043|XP_021708664.1|AAEG	LOC117571746|XP_034109984.1|DALB
OG0002485	LOC110674003|XP_021708830.1|AAEG, LOC5569747|XP_021711825.1|AAEG	LOC117567433|XP_034103330.1|DALB
OG0002486	LOC5563671|XP_001647964.1|AAEG	LOC117570192|XP_034107568.1|DALB
OG0002487	LOC5563687|XP_021709603.1|AAEG	LOC117565663|XP_034100779.1|DALB
OG0002488	LOC5565442|XP_021710513.1|AAEG	LOC117567940|XP_034104125.1|DALB
OG0002489	LOC5566703|XP_021711356.1|AAEG	LOC117572485|XP_034111226.1|DALB
OG0002490	LOC5569490|XP_021711673.1|AAEG	LOC117567616|XP_034103596.1|DALB
OG0002491	LOC5569131|XP_021704122.1|AAEG	LOC117567502|XP_034103424.1|DALB, LOC117568746|XP_034105461.1|DALB
OG0002492	LOC5573211|XP_001654420.1|AAEG, LOC110678280|XP_021706600.1|AAEG	LOC117570422|XP_034107946.1|DALB
OG0002493	LOC110680935|XP_021712408.1|AAEG, LOC110677669|XP_021704333.1|AAEG, LOC5573229|XP_001654425.1|AAEG	LOC117568796|XP_034105548.1|DALB
OG0002508	LOC5566229|XP_021694475.1|AAEG	LOC117565880|XP_034101115.1|DALB
OG0002509	LOC5566227|XP_001650614.1|AAEG	LOC117570436|XP_034107984.1|DALB
OG0002510	LOC5579813|XP_001651034.1|AAEG	LOC117577919|XP_034118807.1|DALB
OG0002511	LOC110680330|XP_021711845.1|AAEG, LOC5579809|XP_001651045.1|AAEG	LOC117575857|XP_034116168.1|DALB
OG0002512	LOC5566531|XP_021694577.1|AAEG	LOC117573148|XP_034111979.1|DALB
OG0002513	LOC5574331|XP_001661364.1|AAEG	LOC117576603|XP_034117390.1|DALB
OG0002514	LOC5569471|XP_001658556.1|AAEG	LOC117567043|XP_034102645.1|DALB
OG0002516	LOC5563880|XP_001648191.1|AAEG	LOC117576359|XP_034116940.1|DALB
OG0002517	LOC5565478|XP_021692939.1|AAEG	LOC117578080|XP_034119122.1|DALB
OG0002518	LOC5579316|XP_001647624.2|AAEG	LOC117573461|XP_034112574.1|DALB
OG0002519	LOC5576535|XP_021694797.1|AAEG	LOC117572224|XP_034110793.1|DALB
OG0002520	LOC5576542|XP_021694799.1|AAEG, LOC110680949|XP_021712421.1|AAEG	LOC117566135|XP_034101512.1|DALB
OG0002521	LOC5575945|XP_021694811.1|AAEG	LOC117577394|XP_034118195.1|DALB
OG0002522	LOC5575266|XP_001661858.2|AAEG	LOC117575840|XP_034116140.1|DALB
OG0002523	LOC5574208|XP_021694884.1|AAEG	LOC117574742|XP_034114569.1|DALB
OG0002524	LOC5574419|XP_001661437.2|AAEG	LOC117563974|XP_034098454.1|DALB
OG0002525	LOC5577191|XP_021695011.1|AAEG	LOC117572360|XP_034111014.1|DALB
OG0002526	LOC5577193|XP_021695012.1|AAEG	LOC117574593|XP_034114368.1|DALB
OG0002528	LOC110680616|XP_021712108.1|AAEG, LOC5578702|XP_021695083.1|AAEG	LOC117568720|XP_034105466.1|DALB
OG0002529	LOC5578709|XP_001664008.2|AAEG	LOC117574093|XP_034113619.1|DALB
OG0002530	LOC5578707|XP_001664006.1|AAEG	LOC117564625|XP_034099373.1|DALB
OG0002531	LOC5570801|XP_021705515.1|AAEG, LOC5578706|XP_021695107.1|AAEG	LOC117565082|XP_034099923.1|DALB
OG0002532	LOC5576758|XP_001656254.2|AAEG	LOC117573161|XP_034112014.1|DALB
OG0002533	LOC110674174|XP_021693809.1|AAEG, LOC110674873|XP_021695127.1|AAEG, LOC5576752|XP_021712819.1|AAEG	LOC117568353|XP_034104846.1|DALB
OG0002534	LOC5578374|XP_001663840.2|AAEG	LOC117572610|XP_034111451.1|DALB
OG0002535	LOC5579017|XP_021694477.1|AAEG	LOC117571592|XP_034109699.1|DALB
OG0002536	LOC5569203|XP_001658374.1|AAEG	LOC117575338|XP_034115387.1|DALB
OG0002537	LOC5566764|XP_001651171.1|AAEG	LOC117566711|XP_034102147.1|DALB
OG0002539	LOC5573525|XP_021703231.1|AAEG	LOC117568084|XP_034104352.1|DALB
OG0002540	LOC5570653|XP_001659248.1|AAEG	LOC117574629|XP_034114409.1|DALB
OG0002541	LOC5570658|XP_001659252.2|AAEG	LOC117578295|XP_034119627.1|DALB
OG0002542	LOC5573412|XP_021712942.1|AAEG	LOC117578222|XP_034119490.1|DALB
OG0002543	LOC5580023|XP_001653905.2|AAEG	LOC117566615|XP_034102084.1|DALB
OG0002544	LOC5578311|XP_021693147.1|AAEG	LOC117575525|XP_034115662.1|DALB
OG0002545	LOC5570108|XP_001653087.2|AAEG	LOC117574702|XP_034114509.1|DALB
OG0002547	LOC5571226|XP_001653523.2|AAEG	LOC117578235|XP_034119529.1|DALB
OG0002548	LOC5579161|XP_021694174.1|AAEG	LOC117575867|XP_034116185.1|DALB
OG0002549	LOC5579160|XP_021694164.1|AAEG	LOC117569259|XP_034106233.1|DALB
OG0002550	LOC5569559|XP_021695182.1|AAEG	LOC117577941|XP_034118850.1|DALB
OG0002551	LOC5563945|XP_021695379.1|AAEG	LOC117576378|XP_034116967.1|DALB
OG0002552	LOC5563946|XP_001648269.1|AAEG	LOC117564253|XP_034098848.1|DALB
OG0002553	LOC5571311|XP_001653626.2|AAEG	LOC117575246|XP_034115273.1|DALB
OG0002554	LOC5571308|XP_021696503.1|AAEG	LOC117570135|XP_034107530.1|DALB
OG0002555	LOC5571306|XP_001653621.2|AAEG	LOC117577942|XP_034118849.1|DALB
OG0002556	LOC5576596|XP_001656180.2|AAEG	LOC117564391|XP_034099003.1|DALB
OG0002557	LOC5574995|XP_001655468.1|AAEG	LOC117577789|XP_034118609.1|DALB
OG0002558	LOC5574980|XP_001655453.1|AAEG	LOC117575173|XP_034115175.1|DALB
OG0002559	LOC5574974|XP_001655444.2|AAEG	LOC117569560|XP_034106670.1|DALB
OG0002560	LOC5570583|XP_021698478.1|AAEG	LOC117575326|XP_034115372.1|DALB
OG0002561	LOC5570597|XP_001653263.1|AAEG, LOC5576864|XP_001662961.1|AAEG	LOC117573634|XP_034112833.1|DALB
OG0002562	LOC5572008|XP_001660114.1|AAEG	LOC117571963|XP_034110357.1|DALB
OG0002563	LOC110676248|XP_021699074.1|AAEG	LOC117569417|XP_034106454.1|DALB
OG0002564	LOC110674467|XP_021694368.1|AAEG	LOC117575913|XP_034116258.1|DALB
OG0002565	LOC5576461|XP_001662654.2|AAEG	LOC117573700|XP_034112956.1|DALB
OG0002566	LOC5576480|XP_021700589.1|AAEG	LOC117575837|XP_034116135.1|DALB
OG0002567	LOC5570707|XP_021700929.1|AAEG	LOC117566144|XP_034101524.1|DALB
OG0002568	LOC5565273|XP_001649602.2|AAEG	LOC117577090|XP_034118082.1|DALB
OG0002569	LOC5565269|XP_001649593.2|AAEG	LOC117569025|XP_034105906.1|DALB
OG0002570	LOC5565015|XP_021701984.1|AAEG	LOC117575746|XP_034115991.1|DALB
OG0002571	LOC5577264|XP_021702034.1|AAEG	LOC117575751|XP_034116000.1|DALB
OG0002572	LOC5575026|XP_001661759.2|AAEG	LOC117570893|XP_034108686.1|DALB
OG0002573	LOC110673998|XP_021702275.1|AAEG	LOC117576275|XP_034116811.1|DALB
OG0002574	LOC5567039|XP_021702405.1|AAEG	LOC117575843|XP_034116144.1|DALB
OG0002575	LOC5576300|XP_021702630.1|AAEG	LOC117576367|XP_034116945.1|DALB
OG0002576	LOC5566958|XP_001651356.2|AAEG	LOC117574867|XP_034114780.1|DALB
OG0002577	LOC5567573|XP_001657549.2|AAEG, LOC5571609|XP_001659807.1|AAEG	LOC117572099|XP_034110597.1|DALB
OG0002578	LOC5576897|XP_001662997.2|AAEG	LOC117563643|XP_034097944.1|DALB
OG0002579	LOC5576882|XP_001662982.2|AAEG	LOC117578393|XP_034119732.1|DALB
OG0002580	LOC5576879|XP_021703495.1|AAEG	LOC117571072|XP_034108933.1|DALB
OG0002581	LOC5572102|XP_021704675.1|AAEG	LOC117574050|XP_034113542.1|DALB
OG0002582	LOC5578145|XP_001663715.2|AAEG	LOC117573082|XP_034111865.1|DALB
OG0002583	LOC5576558|XP_021705835.1|AAEG, LOC5576559|XP_021705870.1|AAEG	LOC117576508|XP_034117198.1|DALB
OG0002584	LOC5575291|XP_021706284.1|AAEG, LOC110681264|XP_021712729.1|AAEG	LOC117572486|XP_034111227.1|DALB
OG0002585	LOC110674290|XP_021694262.1|AAEG, LOC110681263|XP_021712727.1|AAEG	LOC117572488|XP_034111229.1|DALB
OG0002586	LOC5579214|XP_001657342.1|AAEG	LOC117573693|XP_034112945.1|DALB
OG0002587	LOC5579215|XP_001657343.1|AAEG, LOC110678085|XP_021706354.1|AAEG	LOC117575249|XP_034115271.1|DALB
OG0002588	LOC5565333|XP_021706539.1|AAEG	LOC117574577|XP_034114346.1|DALB
OG0002589	LOC5566636|XP_021706625.1|AAEG	LOC117574676|XP_034114473.1|DALB
OG0002590	LOC5568549|XP_001652359.1|AAEG, LOC110681072|XP_021712538.1|AAEG	LOC117578202|XP_034119429.1|DALB
OG0002591	LOC5578714|XP_021707878.1|AAEG	LOC117574501|XP_034114236.1|DALB
OG0002592	LOC5572783|XP_001654182.2|AAEG, LOC110678898|XP_021708191.1|AAEG	LOC117576967|XP_034118036.1|DALB
OG0002593	LOC5580226|XP_021708235.1|AAEG	LOC117573372|XP_034112390.1|DALB
OG0002594	LOC5576867|XP_021708363.1|AAEG	LOC117573834|XP_034113157.1|DALB
OG0002595	LOC110681100|XP_021712558.1|AAEG, LOC5576869|XP_021708482.1|AAEG	LOC117576427|XP_034117062.1|DALB
OG0002596	LOC5570293|XP_021708725.1|AAEG	LOC117575233|XP_034115255.1|DALB
OG0002597	LOC5568281|XP_001657977.2|AAEG	LOC117576095|XP_034116538.1|DALB
OG0002598	LOC5567765|XP_001657664.2|AAEG	LOC117574262|XP_034113888.1|DALB
OG0002599	LOC5574581|XP_021709408.1|AAEG	LOC117573212|XP_034112116.1|DALB
OG0002600	LOC5573868|XP_001654904.1|AAEG	LOC117568168|XP_034104491.1|DALB
OG0002601	LOC5568152|XP_001657902.2|AAEG	LOC117573432|XP_034112538.1|DALB
OG0002602	LOC5566203|XP_021710294.1|AAEG	LOC117573389|XP_034112478.1|DALB
OG0002603	LOC5567712|XP_021712083.1|AAEG, LOC5568344|XP_021710686.1|AAEG, LOC110680551|XP_021712034.1|AAEG	LOC117575302|XP_034115344.1|DALB
OG0002604	LOC110673979|XP_021710716.1|AAEG	LOC117575297|XP_034115338.1|DALB
OG0002605	LOC5577498|XP_001656516.2|AAEG	LOC117575548|XP_034115695.1|DALB
OG0002606	LOC5577697|XP_021711675.1|AAEG	LOC117574036|XP_034113524.1|DALB
OG0002607	LOC5577700|XP_001663482.1|AAEG	LOC117574144|XP_034113710.1|DALB
OG0002608	LOC110680661|XP_021712145.1|AAEG	LOC117573744|XP_034113014.1|DALB
OG0002609	LOC23687795|XP_021694283.1|AAEG, LOC5573705|XP_021698924.1|AAEG	LOC117567553|XP_034103503.1|DALB
OG0002610	LOC5571796|XP_021712744.1|AAEG	LOC117574953|XP_034114901.1|DALB
OG0002611	LOC110680552|XP_021712035.1|AAEG, LOC5567069|XP_021712781.1|AAEG	LOC117576947|XP_034117995.1|DALB
OG0002612	LOC5567072|XP_001651467.2|AAEG	LOC117575697|XP_034115900.1|DALB
OG0002613	LOC5567073|XP_011493301.2|AAEG	LOC117576516|XP_034117216.1|DALB
OG0002614	LOC5567074|XP_021712907.1|AAEG	LOC117573571|XP_034112749.1|DALB
OG0002615	LOC5578996|XP_021712972.1|AAEG	LOC117573244|XP_034112190.1|DALB
OG0002616	LOC5580293|XP_021713077.1|AAEG	LOC117573649|XP_034112860.1|DALB
OG0002617	LOC5567839|XP_001657748.2|AAEG	LOC117573156|XP_034112005.1|DALB
OG0002618	LOC5568726|XP_001658105.1|AAEG, LOC110680260|XP_021711767.1|AAEG	LOC117574470|XP_034114198.1|DALB
OG0002619	LOC5572167|XP_021713208.1|AAEG	LOC117573282|XP_034112263.1|DALB
OG0002620	LOC5577060|XP_021713226.1|AAEG	LOC117574296|XP_034113990.1|DALB
OG0002621	LOC5569230|XP_021713260.1|AAEG	LOC117573466|XP_034112582.1|DALB
OG0002622	LOC110674322|XP_021694303.1|AAEG, LOC110680406|XP_021711899.1|AAEG, LOC5568115|XP_021696650.1|AAEG	LOC117567809|XP_034103935.1|DALB
OG0002623	LOC110680812|XP_021712281.1|AAEG, LOC5565057|XP_021711970.1|AAEG, LOC110681558|XP_021713324.1|AAEG	LOC117576606|XP_034117396.1|DALB
OG0002624	LOC5565056|XP_001649374.1|AAEG	LOC117574985|XP_034114946.1|DALB
OG0002625	LOC5565069|XP_021713327.1|AAEG	LOC117576414|XP_034117032.1|DALB
OG0002626	LOC5580011|XP_021713340.1|AAEG	LOC117577774|XP_034118583.1|DALB
OG0002627	LOC5567609|XP_021713398.1|AAEG	LOC117573689|XP_034112936.1|DALB
OG0002628	LOC110679011|XP_021708566.1|AAEG, LOC5580206|XP_021713400.1|AAEG	LOC117574708|XP_034114512.1|DALB
OG0002629	LOC5575988|XP_021692953.1|AAEG	LOC117576382|XP_034116971.1|DALB
OG0002630	LOC5564678|XP_021693010.1|AAEG	LOC117574998|XP_034114962.1|DALB
OG0002632	LOC5576842|XP_001662950.2|AAEG	LOC117576675|XP_034117561.1|DALB
OG0002633	LOC110674049|XP_021693079.1|AAEG	LOC117576277|XP_034116813.1|DALB
OG0002634	LOC5580096|XP_021693080.1|AAEG	LOC117576909|XP_034117937.1|DALB
OG0002635	LOC5566482|XP_021693091.1|AAEG	LOC117573691|XP_034112943.1|DALB
OG0002636	LOC5566461|XP_021693131.1|AAEG	LOC117576659|XP_034117505.1|DALB
OG0002637	LOC5563721|XP_021693215.1|AAEG	LOC117564333|XP_034098930.1|DALB
OG0002638	LOC5563717|XP_001647999.2|AAEG	LOC117576593|XP_034117372.1|DALB
OG0002639	LOC5567290|XP_001651725.1|AAEG	LOC117575423|XP_034115512.1|DALB
OG0002640	LOC5576726|XP_001656234.1|AAEG	LOC117575598|XP_034115755.1|DALB
OG0002641	LOC5579244|XP_021693372.1|AAEG	LOC117575894|XP_034116228.1|DALB
OG0002642	LOC23687643|XP_021693375.1|AAEG	LOC117574736|XP_034114560.1|DALB
OG0002643	LOC5576737|XP_021693377.1|AAEG	LOC117574735|XP_034114559.1|DALB
OG0002644	LOC5564423|XP_001648765.1|AAEG	LOC117574927|XP_034114869.1|DALB
OG0002645	LOC5573640|XP_001660966.3|AAEG	LOC117576219|XP_034116716.1|DALB
OG0002646	LOC5568913|XP_001658237.2|AAEG	LOC117574571|XP_034114337.1|DALB
OG0002647	LOC5568912|XP_001658236.2|AAEG	LOC117576867|XP_034117860.1|DALB
OG0002648	LOC5568917|XP_021693423.1|AAEG	LOC117576078|XP_034116516.1|DALB
OG0002649	LOC5573318|XP_021693446.1|AAEG	LOC117574428|XP_034114157.1|DALB
OG0002650	LOC5573326|XP_021693457.1|AAEG	LOC117576865|XP_034117858.1|DALB
OG0002651	LOC110680999|XP_021712456.1|AAEG, LOC5575789|XP_021693476.1|AAEG	LOC117573347|XP_034112363.1|DALB
OG0002652	LOC110674122|XP_021693515.1|AAEG	LOC117574997|XP_034114961.1|DALB
OG0002653	LOC5572409|XP_021693563.1|AAEG	LOC117576345|XP_034116911.1|DALB
OG0002654	LOC110674134|XP_021693585.1|AAEG, LOC110680919|XP_021712397.1|AAEG	LOC117576344|XP_034116910.1|DALB
OG0002655	LOC5573441|XP_021693593.1|AAEG	LOC117576618|XP_034117421.1|DALB
OG0002656	LOC5576569|XP_021693635.1|AAEG	LOC117574195|XP_034113787.1|DALB
OG0002657	LOC5576202|XP_021693708.1|AAEG	LOC117573690|XP_034112942.1|DALB
OG0002658	LOC5575642|XP_001655788.1|AAEG	LOC117575437|XP_034115531.1|DALB
OG0002659	LOC5574173|XP_001661230.1|AAEG, LOC110680748|XP_021712231.1|AAEG, LOC5565616|XP_021693800.1|AAEG	LOC117573387|XP_034112476.1|DALB
OG0002660	LOC5577634|XP_021693874.1|AAEG	LOC117573935|XP_034113356.1|DALB
OG0002661	LOC5571437|XP_021693885.1|AAEG	LOC117576172|XP_034116645.1|DALB
OG0002662	LOC5576410|XP_001656112.2|AAEG, LOC110674190|XP_021693900.1|AAEG, LOC5565952|XP_021693902.1|AAEG, LOC110680455|XP_021711951.1|AAEG	LOC117568085|XP_034104353.1|DALB
OG0002663	LOC5565159|XP_001649522.2|AAEG	LOC117576810|XP_034117768.1|DALB
OG0002664	LOC5572601|XP_021694167.1|AAEG	LOC117565806|XP_034100986.1|DALB
OG0002665	LOC5566141|XP_001650499.1|AAEG	LOC117570833|XP_034108596.1|DALB
OG0002666	LOC5566142|XP_021695358.1|AAEG	LOC117570827|XP_034108583.1|DALB
OG0002667	LOC5566134|XP_001650496.2|AAEG	LOC117566914|XP_034102424.1|DALB
OG0002668	LOC5570275|XP_021695496.1|AAEG	LOC117572530|XP_034111281.1|DALB
OG0002669	LOC5570258|XP_001659039.2|AAEG	LOC117564815|XP_034099628.1|DALB
OG0002670	LOC110681048|XP_021712507.1|AAEG, LOC23687449|XP_021695534.1|AAEG	LOC117569785|XP_034106976.1|DALB
OG0002671	LOC5579869|XP_021695540.1|AAEG	LOC117570864|XP_034108645.1|DALB
OG0002672	LOC5565513|XP_021695674.1|AAEG	LOC117571992|XP_034110391.1|DALB
OG0002673	LOC5576745|XP_001662844.1|AAEG	LOC117571449|XP_034109486.1|DALB
OG0002674	LOC5575737|XP_021695718.1|AAEG	LOC117568866|XP_034105646.1|DALB
OG0002675	LOC5570677|XP_001659271.2|AAEG	LOC117572350|XP_034111000.1|DALB
OG0002676	LOC5571284|XP_001653586.2|AAEG	LOC117567485|XP_034103405.1|DALB
OG0002677	LOC5571268|XP_021695914.1|AAEG	LOC117570768|XP_034108493.1|DALB
OG0002678	LOC5575911|XP_021696042.1|AAEG	LOC117566927|XP_034102440.1|DALB
OG0002679	LOC5578167|XP_021696069.1|AAEG	LOC117571399|XP_034109413.1|DALB
OG0002680	LOC5563619|XP_021705403.1|AAEG, LOC5578172|XP_001663742.2|AAEG	LOC117577638|XP_034118398.1|DALB
OG0002681	LOC5574112|XP_021696088.1|AAEG	LOC117569693|XP_034106839.1|DALB
OG0002682	LOC5565108|XP_021696170.1|AAEG	LOC117568605|XP_034105255.1|DALB
OG0002683	LOC5572887|XP_001654232.2|AAEG	LOC117574841|XP_034114728.1|DALB
OG0002684	LOC5569895|XP_001658792.2|AAEG	LOC117577689|XP_034118480.1|DALB
OG0002685	LOC5579992|XP_021696283.1|AAEG	LOC117568938|XP_034105757.1|DALB
OG0002686	LOC5571868|XP_001659977.2|AAEG, LOC110681372|XP_021712807.1|AAEG	LOC117572059|XP_034110527.1|DALB
OG0002687	LOC110675519|XP_021696488.1|AAEG, LOC5567620|XP_021696490.1|AAEG	LOC117568026|XP_034104254.1|DALB
OG0002688	LOC5566270|XP_001650664.1|AAEG	LOC117568928|XP_034105730.1|DALB
OG0002689	LOC5569216|XP_001658389.1|AAEG	LOC117564230|XP_034098815.1|DALB
OG0002690	LOC5569211|XP_001658384.1|AAEG	LOC117571654|XP_034109779.1|DALB, LOC117571651|XP_034109775.1|DALB
OG0002691	LOC5579145|XP_001664240.1|AAEG	LOC117567225|XP_034102947.1|DALB
OG0002692	LOC5579146|XP_001664241.2|AAEG	LOC117572046|XP_034110510.1|DALB
OG0002693	LOC5568103|XP_021696628.1|AAEG	LOC117570674|XP_034108362.1|DALB
OG0002694	LOC5577555|XP_001663428.2|AAEG	LOC117569261|XP_034106252.1|DALB
OG0002695	LOC5570396|XP_001659108.1|AAEG	LOC117567195|XP_034102915.1|DALB
OG0002696	LOC5566236|XP_001650609.2|AAEG	LOC117569843|XP_034107062.1|DALB
OG0002697	LOC5566239|XP_021696854.1|AAEG	LOC117569198|XP_034106157.1|DALB
OG0002698	LOC5573766|XP_021696919.1|AAEG, LOC110680634|XP_021712121.1|AAEG	LOC117572571|XP_034111341.1|DALB
