Orthogroup	AAEG.longest_only	DYAK.longest_only
OG0002431	LOC5577034|XP_001663129.1|AAEG	LOC6530942|XP_002091784.1|DYAK
OG0002432	LOC5564767|XP_021710853.1|AAEG	LOC6524217|XP_002100080.1|DYAK
OG0002433	LOC5564798|XP_001649125.1|AAEG	LOC6535645|XP_002096273.1|DYAK
OG0002434	LOC5572853|XP_001660614.1|AAEG, LOC110680303|XP_021711831.1|AAEG	LOC6536396|XP_002096978.1|DYAK
OG0002436	LOC5579830|XP_001651507.1|AAEG	LOC6529880|XP_002090837.1|DYAK
OG0002437	LOC5567948|XP_021707012.1|AAEG	LOC6529915|XP_039229312.1|DYAK
OG0002438	LOC5566444|XP_021708252.1|AAEG	LOC6524485|XP_039226161.1|DYAK
OG0002439	LOC5566442|XP_001650832.1|AAEG	LOC6528069|XP_002089136.2|DYAK
OG0002440	LOC5568397|XP_001658036.2|AAEG	LOC6534273|XP_002094954.1|DYAK
OG0002441	LOC5566599|XP_021704764.1|AAEG	LOC6528792|XP_002089826.1|DYAK
OG0002442	LOC5566586|XP_021710452.1|AAEG	LOC6531256|XP_002092065.1|DYAK
OG0002443	LOC5565208|XP_021705313.1|AAEG	LOC6529353|XP_015052293.1|DYAK
OG0002444	LOC5565211|XP_021710883.1|AAEG	LOC6531583|XP_002092381.1|DYAK
OG0002445	LOC5563904|XP_001648219.1|AAEG	LOC6529900|XP_002090857.2|DYAK
OG0002446	LOC5578525|XP_001663916.1|AAEG	LOC6530433|XP_002091349.1|DYAK
OG0002447	LOC110680967|XP_021712433.1|AAEG, LOC5575321|XP_001655696.1|AAEG	LOC6533935|XP_015050347.1|DYAK
OG0002448	LOC5567501|XP_001651796.1|AAEG	LOC6530580|XP_002091493.1|DYAK
OG0002449	LOC5573760|XP_021706771.1|AAEG	LOC6531345|XP_002092149.1|DYAK
OG0002450	LOC5573729|XP_001654759.2|AAEG	LOC6536537|XP_002097113.1|DYAK
OG0002451	LOC5579658|XP_001648132.1|AAEG	LOC6528657|XP_002089699.1|DYAK
OG0002452	LOC5579799|XP_021707640.1|AAEG	LOC6531615|XP_002092412.1|DYAK
OG0002453	LOC5579796|XP_001648109.1|AAEG	LOC6531614|XP_002092411.1|DYAK
OG0002454	LOC5577227|XP_011493181.2|AAEG	LOC6532289|XP_015049269.1|DYAK
OG0002455	LOC5564719|XP_021707805.1|AAEG	LOC6523844|XP_002099717.1|DYAK
OG0002456	LOC5565493|XP_021706486.1|AAEG	LOC6531754|XP_039228336.1|DYAK
OG0002457	LOC5570997|XP_001653425.2|AAEG	LOC6528451|XP_015053939.1|DYAK
OG0002458	LOC110679586|XP_021710431.1|AAEG	LOC6527123|XP_002088216.1|DYAK
OG0002459	LOC110680779|XP_021712256.1|AAEG, LOC5567136|XP_021706135.1|AAEG	LOC6529938|XP_002090893.1|DYAK
OG0002460	LOC110678439|XP_021707020.1|AAEG	LOC6532014|XP_002092793.1|DYAK
OG0002461	LOC5573624|XP_001660944.1|AAEG	LOC6531692|XP_002092483.2|DYAK
OG0002462	LOC5565521|XP_021707602.1|AAEG	LOC6530981|XP_015051796.1|DYAK
OG0002463	LOC5574293|XP_021709612.1|AAEG	LOC6531963|XP_002092749.2|DYAK
OG0002464	LOC110679379|XP_021709520.1|AAEG	LOC6531259|XP_002092068.1|DYAK
OG0002465	LOC5574299|XP_021704242.1|AAEG	LOC6529082|XP_039226600.1|DYAK
OG0002466	LOC5571882|XP_021710824.1|AAEG	LOC6523730|XP_039232886.1|DYAK
OG0002467	LOC5574266|XP_021707016.1|AAEG	LOC6533066|XP_002093798.1|DYAK
OG0002468	LOC5577306|XP_021705874.1|AAEG	LOC6533980|XP_002094675.3|DYAK
OG0002469	LOC5567447|XP_021707985.1|AAEG	LOC6535259|XP_002095915.1|DYAK
OG0002470	LOC5567433|XP_001657447.2|AAEG	LOC6528665|XP_002089707.1|DYAK
OG0002471	LOC110681256|XP_021712718.1|AAEG, LOC5580237|XP_001662433.1|AAEG	LOC6528757|XP_002089792.2|DYAK
OG0002472	LOC5578048|XP_021707095.1|AAEG	LOC6530154|XP_039227811.1|DYAK
OG0002473	LOC5580235|XP_001662421.2|AAEG	LOC6530233|XP_002091170.1|DYAK
OG0002474	LOC5576761|XP_021710836.1|AAEG	LOC6534503|XP_015050660.2|DYAK
OG0002475	LOC5572090|XP_001660169.1|AAEG	LOC6538855|XP_002099368.1|DYAK
OG0002476	LOC5578123|XP_001656820.1|AAEG	LOC6531283|XP_002092092.1|DYAK
OG0002477	LOC5568272|XP_001657969.2|AAEG	LOC6530843|XP_002091726.1|DYAK
OG0002478	LOC5568262|XP_021707414.1|AAEG	LOC6530974|XP_002091812.3|DYAK
OG0002479	LOC5566865|XP_001651293.1|AAEG	LOC6530338|XP_002091265.1|DYAK
OG0002480	LOC5568458|XP_021706708.1|AAEG	LOC6539269|XP_015045225.1|DYAK
OG0002481	LOC5574182|XP_001661240.1|AAEG	LOC6523959|XP_002099831.1|DYAK
OG0002482	LOC110681389|XP_021712827.1|AAEG, LOC5567472|XP_001657477.1|AAEG	LOC6529919|XP_002090876.2|DYAK
OG0002483	LOC5571928|XP_001660024.2|AAEG	LOC6531916|XP_002092702.1|DYAK
OG0002484	LOC110679043|XP_021708664.1|AAEG	LOC6531270|XP_002092079.1|DYAK
OG0002485	LOC110674003|XP_021708830.1|AAEG, LOC5569747|XP_021711825.1|AAEG	LOC6528641|XP_002089683.1|DYAK
OG0002486	LOC5563671|XP_001647964.1|AAEG	LOC6534854|XP_002095526.2|DYAK
OG0002487	LOC5563687|XP_021709603.1|AAEG	LOC6539087|XP_039233230.1|DYAK
OG0002488	LOC5565442|XP_021710513.1|AAEG	LOC6530524|XP_002091439.1|DYAK
OG0002489	LOC5566703|XP_021711356.1|AAEG	LOC6534970|XP_002095640.1|DYAK
OG0002490	LOC5569490|XP_021711673.1|AAEG	LOC6530840|XP_002091723.1|DYAK
OG0002491	LOC5569131|XP_021704122.1|AAEG	LOC26535211|XP_039230895.1|DYAK
OG0002492	LOC5573211|XP_001654420.1|AAEG, LOC110678280|XP_021706600.1|AAEG	LOC6531141|XP_002091975.1|DYAK
OG0002493	LOC110680935|XP_021712408.1|AAEG, LOC110677669|XP_021704333.1|AAEG, LOC5573229|XP_001654425.1|AAEG	LOC6528649|XP_002089691.3|DYAK
OG0002508	LOC5566229|XP_021694475.1|AAEG	LOC6525820|XP_039233506.1|DYAK
OG0002509	LOC5566227|XP_001650614.1|AAEG	LOC6528461|XP_002089507.1|DYAK
OG0002510	LOC5579813|XP_001651034.1|AAEG	LOC6526224|XP_002102033.1|DYAK
OG0002511	LOC110680330|XP_021711845.1|AAEG, LOC5579809|XP_001651045.1|AAEG	LOC6536982|XP_039232261.1|DYAK
OG0002512	LOC5566531|XP_021694577.1|AAEG	LOC6523723|XP_039233055.1|DYAK
OG0002513	LOC5574331|XP_001661364.1|AAEG	LOC6536425|XP_002097007.1|DYAK
OG0002514	LOC5569471|XP_001658556.1|AAEG	LOC6532333|XP_015049284.1|DYAK
OG0002516	LOC5563880|XP_001648191.1|AAEG	LOC6538478|XP_002099002.1|DYAK
OG0002517	LOC5565478|XP_021692939.1|AAEG	LOC6524645|XP_039226015.1|DYAK
OG0002518	LOC5579316|XP_001647624.2|AAEG	LOC6535549|XP_039231412.1|DYAK
OG0002519	LOC5576535|XP_021694797.1|AAEG	LOC6530700|XP_002091591.1|DYAK
OG0002520	LOC5576542|XP_021694799.1|AAEG, LOC110680949|XP_021712421.1|AAEG	LOC6525486|XP_002101321.1|DYAK
OG0002521	LOC5575945|XP_021694811.1|AAEG	LOC6525791|XP_039233567.1|DYAK
OG0002522	LOC5575266|XP_001661858.2|AAEG	LOC6535555|XP_002096184.1|DYAK
OG0002523	LOC5574208|XP_021694884.1|AAEG	LOC6538986|XP_002099488.2|DYAK
OG0002524	LOC5574419|XP_001661437.2|AAEG	LOC6524148|XP_002100011.2|DYAK
OG0002525	LOC5577191|XP_021695011.1|AAEG	LOC6533044|XP_002093779.1|DYAK
OG0002526	LOC5577193|XP_021695012.1|AAEG	LOC6537199|XP_002097757.1|DYAK
OG0002527	LOC5563924|XP_021695040.1|AAEG	LOC6535831|XP_039231238.1|DYAK
OG0002528	LOC110680616|XP_021712108.1|AAEG, LOC5578702|XP_021695083.1|AAEG	LOC6524076|XP_039230549.1|DYAK
OG0002529	LOC5578709|XP_001664008.2|AAEG	LOC6536678|XP_002097251.1|DYAK
OG0002530	LOC5578707|XP_001664006.1|AAEG	LOC6529743|XP_002090733.1|DYAK
OG0002531	LOC5570801|XP_021705515.1|AAEG, LOC5578706|XP_021695107.1|AAEG	LOC6528065|XP_002089132.1|DYAK
OG0002532	LOC5576758|XP_001656254.2|AAEG	LOC6539974|XP_002086849.1|DYAK
OG0002533	LOC110674174|XP_021693809.1|AAEG, LOC110674873|XP_021695127.1|AAEG, LOC5576752|XP_021712819.1|AAEG	LOC6526215|XP_002102024.1|DYAK
OG0002534	LOC5578374|XP_001663840.2|AAEG	LOC6530258|XP_002091192.1|DYAK
OG0002535	LOC5579017|XP_021694477.1|AAEG	LOC6534994|XP_002095664.2|DYAK
OG0002536	LOC5569203|XP_001658374.1|AAEG	LOC6538031|XP_002098566.1|DYAK
OG0002537	LOC5566764|XP_001651171.1|AAEG	LOC6531955|XP_039228502.1|DYAK
OG0002539	LOC5573525|XP_021703231.1|AAEG	LOC6532116|XP_002092892.1|DYAK
OG0002540	LOC5570653|XP_001659248.1|AAEG	LOC6537195|XP_002097753.1|DYAK
OG0002541	LOC5570658|XP_001659252.2|AAEG	LOC6525679|XP_002101501.1|DYAK
OG0002542	LOC5573412|XP_021712942.1|AAEG	LOC6525172|XP_002101010.1|DYAK
OG0002543	LOC5580023|XP_001653905.2|AAEG	LOC6524574|XP_002100431.1|DYAK
OG0002544	LOC5578311|XP_021693147.1|AAEG	LOC6537721|XP_002098266.3|DYAK
OG0002545	LOC5570108|XP_001653087.2|AAEG	LOC6523929|XP_002099802.1|DYAK
OG0002547	LOC5571226|XP_001653523.2|AAEG	LOC6524004|XP_002099876.1|DYAK
OG0002548	LOC5579161|XP_021694174.1|AAEG	LOC6523989|XP_002099861.1|DYAK
OG0002549	LOC5579160|XP_021694164.1|AAEG	LOC6525609|XP_039233646.1|DYAK
OG0002550	LOC5569559|XP_021695182.1|AAEG	LOC6524661|XP_039233445.1|DYAK
OG0002551	LOC5563945|XP_021695379.1|AAEG	LOC6539057|XP_002099559.1|DYAK
OG0002552	LOC5563946|XP_001648269.1|AAEG	LOC6529265|XP_002090270.1|DYAK
OG0002553	LOC5571311|XP_001653626.2|AAEG	LOC6526216|XP_002102025.2|DYAK
OG0002554	LOC5571308|XP_021696503.1|AAEG	LOC120322002|XP_039232474.1|DYAK
OG0002555	LOC5571306|XP_001653621.2|AAEG	LOC6524109|XP_002099973.1|DYAK
OG0002556	LOC5576596|XP_001656180.2|AAEG	LOC6528066|XP_002089133.1|DYAK
OG0002557	LOC5574995|XP_001655468.1|AAEG	LOC6524607|XP_002100464.1|DYAK
OG0002558	LOC5574980|XP_001655453.1|AAEG	LOC6537930|XP_002098470.1|DYAK
OG0002559	LOC5574974|XP_001655444.2|AAEG	LOC26535787|XP_039231833.1|DYAK
OG0002560	LOC5570583|XP_021698478.1|AAEG	LOC6535870|XP_002096486.1|DYAK
OG0002561	LOC5570597|XP_001653263.1|AAEG, LOC5576864|XP_001662961.1|AAEG	LOC6535652|XP_039231460.1|DYAK
OG0002562	LOC5572008|XP_001660114.1|AAEG	LOC6525015|XP_002100854.1|DYAK
OG0002563	LOC110676248|XP_021699074.1|AAEG	LOC6525624|XP_002101459.2|DYAK
OG0002564	LOC110674467|XP_021694368.1|AAEG	LOC6538887|XP_002099391.1|DYAK
OG0002565	LOC5576461|XP_001662654.2|AAEG	LOC6536323|XP_002096907.1|DYAK
OG0002566	LOC5576480|XP_021700589.1|AAEG	LOC6535550|XP_039231411.1|DYAK
OG0002567	LOC5570707|XP_021700929.1|AAEG	LOC6525487|XP_002101322.1|DYAK
OG0002568	LOC5565273|XP_001649602.2|AAEG	LOC6536269|XP_002096855.1|DYAK
OG0002569	LOC5565269|XP_001649593.2|AAEG	LOC6539734|XP_002086618.1|DYAK
OG0002570	LOC5565015|XP_021701984.1|AAEG	LOC6535585|XP_002096213.2|DYAK
OG0002571	LOC5577264|XP_021702034.1|AAEG	LOC6535583|XP_002096211.2|DYAK
OG0002572	LOC5575026|XP_001661759.2|AAEG	LOC6530865|XP_039228434.1|DYAK
OG0002573	LOC110673998|XP_021702275.1|AAEG	LOC6539924|XP_002086800.1|DYAK
OG0002574	LOC5567039|XP_021702405.1|AAEG	LOC6535553|XP_002096182.2|DYAK
OG0002575	LOC5576300|XP_021702630.1|AAEG	LOC6537372|XP_015048301.2|DYAK
OG0002576	LOC5566958|XP_001651356.2|AAEG	LOC6539101|XP_015045307.1|DYAK
OG0002577	LOC5567573|XP_001657549.2|AAEG, LOC5571609|XP_001659807.1|AAEG	LOC6534336|XP_015050578.1|DYAK
OG0002578	LOC5576897|XP_001662997.2|AAEG	LOC6526827|XP_002087928.1|DYAK
OG0002579	LOC5576882|XP_001662982.2|AAEG	LOC6527333|XP_002088425.1|DYAK
OG0002580	LOC5576879|XP_021703495.1|AAEG	LOC6530060|XP_002091006.1|DYAK
OG0002581	LOC5572102|XP_021704675.1|AAEG	LOC6537954|XP_039232112.1|DYAK
OG0002582	LOC5578145|XP_001663715.2|AAEG	LOC6536416|XP_002096998.2|DYAK
OG0002583	LOC5576558|XP_021705835.1|AAEG, LOC5576559|XP_021705870.1|AAEG	LOC6536505|XP_039232201.1|DYAK
OG0002584	LOC5575291|XP_021706284.1|AAEG, LOC110681264|XP_021712729.1|AAEG	LOC6534966|XP_002095636.1|DYAK
OG0002585	LOC110674290|XP_021694262.1|AAEG, LOC110681263|XP_021712727.1|AAEG	LOC6534967|XP_002095637.1|DYAK
OG0002586	LOC5579214|XP_001657342.1|AAEG	LOC6535631|XP_002096259.2|DYAK
OG0002587	LOC5579215|XP_001657343.1|AAEG, LOC110678085|XP_021706354.1|AAEG	LOC6536179|XP_002096770.2|DYAK
OG0002588	LOC5565333|XP_021706539.1|AAEG	LOC6536430|XP_002097012.1|DYAK
OG0002589	LOC5566636|XP_021706625.1|AAEG	LOC6538361|XP_002098885.2|DYAK
OG0002590	LOC5568549|XP_001652359.1|AAEG, LOC110681072|XP_021712538.1|AAEG	LOC6524985|XP_002100825.1|DYAK
OG0002591	LOC5578714|XP_021707878.1|AAEG	LOC6538935|XP_002099439.1|DYAK
OG0002592	LOC5572783|XP_001654182.2|AAEG, LOC110678898|XP_021708191.1|AAEG	LOC6538235|XP_002098762.3|DYAK
OG0002593	LOC5580226|XP_021708235.1|AAEG	LOC6538240|XP_039230951.1|DYAK
OG0002594	LOC5576867|XP_021708363.1|AAEG	LOC6537363|XP_039232819.1|DYAK
OG0002595	LOC110681100|XP_021712558.1|AAEG, LOC5576869|XP_021708482.1|AAEG	LOC6535633|XP_002096261.2|DYAK
OG0002596	LOC5570293|XP_021708725.1|AAEG	LOC6536968|XP_002097537.1|DYAK
OG0002597	LOC5568281|XP_001657977.2|AAEG	LOC6536488|XP_002097066.1|DYAK
OG0002598	LOC5567765|XP_001657664.2|AAEG	LOC6537819|XP_002098360.2|DYAK
OG0002599	LOC5574581|XP_021709408.1|AAEG	LOC6536415|XP_002096997.1|DYAK
OG0002600	LOC5573868|XP_001654904.1|AAEG	LOC6528839|XP_002089871.1|DYAK
OG0002601	LOC5568152|XP_001657902.2|AAEG	LOC6535943|XP_002096559.1|DYAK
OG0002602	LOC5566203|XP_021710294.1|AAEG	LOC6538150|XP_002098684.1|DYAK
OG0002603	LOC5567712|XP_021712083.1|AAEG, LOC5568344|XP_021710686.1|AAEG, LOC110680551|XP_021712034.1|AAEG	LOC6538837|XP_039232018.1|DYAK
OG0002604	LOC110673979|XP_021710716.1|AAEG	LOC6538836|XP_039232019.1|DYAK
OG0002605	LOC5577498|XP_001656516.2|AAEG	LOC6536855|XP_002097424.1|DYAK
OG0002606	LOC5577697|XP_021711675.1|AAEG	LOC6536991|XP_039232260.1|DYAK
OG0002607	LOC5577700|XP_001663482.1|AAEG	LOC6539848|XP_002086731.1|DYAK
OG0002608	LOC110680661|XP_021712145.1|AAEG	LOC6537071|XP_002097632.1|DYAK
OG0002609	LOC23687795|XP_021694283.1|AAEG, LOC5573705|XP_021698924.1|AAEG	LOC6530210|XP_002091148.1|DYAK
OG0002610	LOC5571796|XP_021712744.1|AAEG	LOC6535908|XP_002096524.2|DYAK
OG0002611	LOC110680552|XP_021712035.1|AAEG, LOC5567069|XP_021712781.1|AAEG	LOC6536354|XP_002096936.1|DYAK
OG0002612	LOC5567072|XP_001651467.2|AAEG	LOC6535790|XP_002096413.1|DYAK
OG0002613	LOC5567073|XP_011493301.2|AAEG	LOC6538783|XP_015049029.1|DYAK
OG0002614	LOC5567074|XP_021712907.1|AAEG	LOC6538384|XP_002098908.2|DYAK
OG0002615	LOC5578996|XP_021712972.1|AAEG	LOC6533472|XP_002094183.1|DYAK
OG0002616	LOC5580293|XP_021713077.1|AAEG	LOC6538255|XP_002098782.1|DYAK
OG0002617	LOC5567839|XP_001657748.2|AAEG	LOC6536395|XP_002096977.1|DYAK
OG0002618	LOC5568726|XP_001658105.1|AAEG, LOC110680260|XP_021711767.1|AAEG	LOC6535294|XP_002095950.1|DYAK
OG0002619	LOC5572167|XP_021713208.1|AAEG	LOC6536658|XP_002097230.3|DYAK
OG0002620	LOC5577060|XP_021713226.1|AAEG	LOC6538686|XP_002099205.2|DYAK
OG0002621	LOC5569230|XP_021713260.1|AAEG	LOC6537787|XP_002098328.1|DYAK
OG0002622	LOC110674322|XP_021694303.1|AAEG, LOC110680406|XP_021711899.1|AAEG, LOC5568115|XP_021696650.1|AAEG	LOC6535092|XP_002095756.1|DYAK
OG0002623	LOC110680812|XP_021712281.1|AAEG, LOC5565057|XP_021711970.1|AAEG, LOC110681558|XP_021713324.1|AAEG	LOC6536324|XP_039232699.1|DYAK
OG0002624	LOC5565056|XP_001649374.1|AAEG	LOC6537667|XP_002098212.1|DYAK
OG0002625	LOC5565069|XP_021713327.1|AAEG	LOC6537679|XP_002098224.3|DYAK
OG0002626	LOC5580011|XP_021713340.1|AAEG	LOC6525383|XP_002101219.1|DYAK
OG0002627	LOC5567609|XP_021713398.1|AAEG	LOC6537756|XP_039231346.1|DYAK
OG0002628	LOC110679011|XP_021708566.1|AAEG, LOC5580206|XP_021713400.1|AAEG	LOC6537538|XP_039231014.1|DYAK
OG0002629	LOC5575988|XP_021692953.1|AAEG	LOC6536629|XP_039231889.1|DYAK
OG0002630	LOC5564678|XP_021693010.1|AAEG	LOC6537133|XP_015048156.1|DYAK
OG0002631	LOC110681181|XP_021712649.1|AAEG, LOC5570843|XP_021693039.1|AAEG	LOC6538628|XP_002099150.1|DYAK
OG0002632	LOC5576842|XP_001662950.2|AAEG	LOC6537351|XP_002097908.1|DYAK
OG0002633	LOC110674049|XP_021693079.1|AAEG	LOC26535669|XP_015047220.1|DYAK
OG0002634	LOC5580096|XP_021693080.1|AAEG	LOC6537324|XP_015048281.1|DYAK
OG0002635	LOC5566482|XP_021693091.1|AAEG	LOC6536442|XP_002097023.1|DYAK
OG0002636	LOC5566461|XP_021693131.1|AAEG	LOC6535255|XP_002095911.1|DYAK
OG0002637	LOC5563721|XP_021693215.1|AAEG	LOC6527344|XP_002088436.1|DYAK
OG0002638	LOC5563717|XP_001647999.2|AAEG	LOC6537965|XP_002098502.2|DYAK
OG0002639	LOC5567290|XP_001651725.1|AAEG	LOC6537386|XP_002097942.1|DYAK
OG0002640	LOC5576726|XP_001656234.1|AAEG	LOC6537005|XP_002097574.1|DYAK
OG0002641	LOC5579244|XP_021693372.1|AAEG	LOC6537008|XP_039231343.1|DYAK
OG0002642	LOC23687643|XP_021693375.1|AAEG	LOC6537009|XP_002097578.1|DYAK
OG0002643	LOC5576737|XP_021693377.1|AAEG	LOC6537010|XP_015048067.1|DYAK
OG0002644	LOC5564423|XP_001648765.1|AAEG	LOC6537577|XP_002098123.1|DYAK
OG0002645	LOC5573640|XP_001660966.3|AAEG	LOC6537571|XP_039231708.1|DYAK
OG0002646	LOC5568913|XP_001658237.2|AAEG	LOC6538702|XP_002099217.1|DYAK
OG0002647	LOC5568912|XP_001658236.2|AAEG	LOC6536160|XP_002096760.1|DYAK
OG0002648	LOC5568917|XP_021693423.1|AAEG	LOC6535983|XP_039231963.1|DYAK
OG0002649	LOC5573318|XP_021693446.1|AAEG	LOC6537644|XP_015048453.1|DYAK
OG0002650	LOC5573326|XP_021693457.1|AAEG	LOC6536159|XP_002096759.1|DYAK
OG0002651	LOC110680999|XP_021712456.1|AAEG, LOC5575789|XP_021693476.1|AAEG	LOC6537069|XP_002097630.1|DYAK
OG0002652	LOC110674122|XP_021693515.1|AAEG	LOC6535877|XP_015047428.1|DYAK
OG0002653	LOC5572409|XP_021693563.1|AAEG	LOC6538173|XP_002098701.2|DYAK
OG0002654	LOC110674134|XP_021693585.1|AAEG, LOC110680919|XP_021712397.1|AAEG	LOC6538170|XP_002098698.2|DYAK
OG0002655	LOC5573441|XP_021693593.1|AAEG	LOC6535788|XP_039232725.1|DYAK
OG0002656	LOC5576569|XP_021693635.1|AAEG	LOC6536946|XP_002097515.1|DYAK
OG0002657	LOC5576202|XP_021693708.1|AAEG	LOC6536441|XP_002097022.1|DYAK
OG0002658	LOC5575642|XP_001655788.1|AAEG	LOC6538980|XP_002099483.1|DYAK
OG0002659	LOC5574173|XP_001661230.1|AAEG, LOC110680748|XP_021712231.1|AAEG, LOC5565616|XP_021693800.1|AAEG	LOC6538140|XP_002098674.1|DYAK
OG0002660	LOC5577634|XP_021693874.1|AAEG	LOC6524647|XP_002100504.1|DYAK
OG0002661	LOC5571437|XP_021693885.1|AAEG	LOC6538182|XP_002098710.2|DYAK
OG0002662	LOC5576410|XP_001656112.2|AAEG, LOC110674190|XP_021693900.1|AAEG, LOC5565952|XP_021693902.1|AAEG, LOC110680455|XP_021711951.1|AAEG	LOC6532118|XP_015051710.1|DYAK
OG0002663	LOC5565159|XP_001649522.2|AAEG	LOC6538751|XP_002099265.1|DYAK
OG0002664	LOC5572601|XP_021694167.1|AAEG	LOC6529156|XP_002087365.1|DYAK
OG0002665	LOC5566141|XP_001650499.1|AAEG	LOC6528547|XP_002089592.2|DYAK
OG0002666	LOC5566142|XP_021695358.1|AAEG	LOC6528543|XP_039226501.1|DYAK
OG0002667	LOC5566134|XP_001650496.2|AAEG	LOC6528861|XP_002089893.1|DYAK
OG0002668	LOC5570275|XP_021695496.1|AAEG	LOC6532432|XP_015049345.1|DYAK
OG0002669	LOC5570258|XP_001659039.2|AAEG	LOC6527752|XP_002088832.1|DYAK
OG0002670	LOC110681048|XP_021712507.1|AAEG, LOC23687449|XP_021695534.1|AAEG	LOC6533363|XP_002094088.1|DYAK
OG0002671	LOC5579869|XP_021695540.1|AAEG	LOC6533359|XP_015049948.1|DYAK
OG0002672	LOC5565513|XP_021695674.1|AAEG	LOC6530670|XP_015051867.1|DYAK
OG0002673	LOC5576745|XP_001662844.1|AAEG	LOC6531958|XP_002092744.1|DYAK
OG0002674	LOC5575737|XP_021695718.1|AAEG	LOC6528858|XP_002089890.1|DYAK
OG0002675	LOC5570677|XP_001659271.2|AAEG	LOC6533298|XP_002094024.1|DYAK
OG0002676	LOC5571284|XP_001653586.2|AAEG	LOC6532105|XP_002092881.1|DYAK
OG0002677	LOC5571268|XP_021695914.1|AAEG	LOC6528404|XP_039226905.1|DYAK
OG0002678	LOC5575911|XP_021696042.1|AAEG	LOC6529296|XP_002090301.1|DYAK
OG0002679	LOC5578167|XP_021696069.1|AAEG	LOC6531953|XP_015051635.1|DYAK
OG0002680	LOC5563619|XP_021705403.1|AAEG, LOC5578172|XP_001663742.2|AAEG	LOC6523819|XP_002099694.2|DYAK
OG0002681	LOC5574112|XP_021696088.1|AAEG	LOC6530675|XP_015051862.1|DYAK
OG0002682	LOC5565108|XP_021696170.1|AAEG	LOC6532996|XP_002093731.1|DYAK
OG0002683	LOC5572887|XP_001654232.2|AAEG	LOC6536215|XP_002096806.1|DYAK
OG0002684	LOC5569895|XP_001658792.2|AAEG	LOC6539988|XP_002086859.1|DYAK
OG0002685	LOC5579992|XP_021696283.1|AAEG	LOC6532307|XP_039230778.1|DYAK
OG0002686	LOC5571868|XP_001659977.2|AAEG, LOC110681372|XP_021712807.1|AAEG	LOC6533510|XP_002094221.1|DYAK
OG0002687	LOC110675519|XP_021696488.1|AAEG, LOC5567620|XP_021696490.1|AAEG	LOC6539445|XP_015045141.2|DYAK
OG0002688	LOC5566270|XP_001650664.1|AAEG	LOC6534362|XP_015050590.1|DYAK
OG0002689	LOC5569216|XP_001658389.1|AAEG	LOC6523986|XP_002099858.1|DYAK
OG0002690	LOC5569211|XP_001658384.1|AAEG	LOC6533680|XP_002094386.1|DYAK
OG0002691	LOC5579145|XP_001664240.1|AAEG	LOC6531736|XP_002092526.2|DYAK
OG0002692	LOC5579146|XP_001664241.2|AAEG	LOC6531976|XP_002092762.1|DYAK
OG0002693	LOC5568103|XP_021696628.1|AAEG	LOC6532414|XP_015049336.1|DYAK
OG0002694	LOC5577555|XP_001663428.2|AAEG	LOC6528890|XP_002089922.1|DYAK
OG0002695	LOC5570396|XP_001659108.1|AAEG	LOC6533098|XP_002093824.1|DYAK
OG0002696	LOC5566236|XP_001650609.2|AAEG	LOC6534439|XP_002095116.1|DYAK
OG0002697	LOC5566239|XP_021696854.1|AAEG	LOC6533369|XP_002094094.2|DYAK
OG0002698	LOC5573766|XP_021696919.1|AAEG, LOC110680634|XP_021712121.1|AAEG	LOC6533438|XP_039230033.1|DYAK
OG0002699	LOC5573767|XP_021696920.1|AAEG	LOC6533300|XP_002094026.1|DYAK
OG0002700	LOC5576767|XP_021696931.1|AAEG	LOC6534567|XP_039230667.1|DYAK
OG0002701	LOC5576412|XP_021696949.1|AAEG	LOC6531821|XP_002092608.2|DYAK
OG0002702	LOC5574790|XP_021697003.1|AAEG, LOC110680948|XP_021712420.1|AAEG	LOC6531883|XP_002092670.1|DYAK
OG0002704	LOC5574900|XP_021697032.1|AAEG	LOC6530496|XP_002091411.1|DYAK
OG0002705	LOC5576444|XP_021697038.1|AAEG	LOC6533211|XP_002093937.2|DYAK
OG0002706	LOC5568320|XP_001652198.1|AAEG	LOC6529291|XP_002090296.1|DYAK
OG0002707	LOC5568309|XP_021697075.1|AAEG	LOC6532184|XP_015049201.1|DYAK
OG0002708	LOC23687817|XP_011492964.1|AAEG	LOC6535071|XP_002095735.2|DYAK
OG0002709	LOC5571825|XP_021697144.1|AAEG	LOC6528717|XP_039227683.1|DYAK
OG0002710	LOC23687581|XP_011492962.1|AAEG	LOC6530725|XP_002091616.1|DYAK
OG0002711	LOC5571826|XP_021697147.1|AAEG	LOC6530727|XP_002091618.3|DYAK
OG0002712	LOC5571484|XP_021697183.1|AAEG	LOC6531179|XP_015051153.1|DYAK
OG0002713	LOC5573460|XP_021697184.1|AAEG	LOC6530080|XP_039229055.1|DYAK
OG0002714	LOC5578974|XP_021697224.1|AAEG	LOC6528473|XP_002089519.1|DYAK
OG0002715	LOC5574712|XP_001661613.2|AAEG	LOC6525606|XP_002101441.1|DYAK
OG0002716	LOC110680638|XP_021712125.1|AAEG, LOC5575962|XP_021697258.1|AAEG	LOC6532136|XP_039228987.1|DYAK
OG0002717	LOC5565876|XP_021697267.1|AAEG	LOC6536222|XP_002096813.1|DYAK
OG0002718	LOC5571396|XP_001653646.2|AAEG	LOC6533254|XP_002093980.1|DYAK
