Orthogroup	AAEG.longest_only	DANA.longest_only
OG0000784	LOC5566654|XP_001651019.1|AAEG	LOC6506957|XP_001956924.1|DANA, LOC6505054|XP_001965549.1|DANA
OG0000785	LOC5567616|XP_021713394.1|AAEG	LOC6501498|XP_001955374.2|DANA, LOC6499081|XP_001955344.1|DANA
OG0000786	LOC5575790|XP_021693483.1|AAEG	LOC6500777|XP_014766717.1|DANA
OG0000787	LOC5574159|XP_001655068.1|AAEG	LOC6507292|XP_001956302.1|DANA, LOC6502268|XP_001966131.2|DANA
OG0000788	LOC5575938|XP_021699162.1|AAEG	LOC116654934|XP_032307600.1|DANA, LOC6493506|XP_001957890.1|DANA
OG0000789	LOC5570933|XP_001659405.2|AAEG	LOC26515070|XP_014762399.1|DANA, LOC6497136|XP_032311249.1|DANA
OG0000790	LOC5572784|XP_001654187.2|AAEG	LOC6497858|XP_001961582.1|DANA, LOC6497857|XP_001961581.1|DANA
OG0000791	LOC5577917|XP_021702814.1|AAEG	LOC6503423|XP_001967455.1|DANA, LOC6505995|XP_014760873.1|DANA
OG0000792	LOC110675237|XP_021695378.1|AAEG	LOC6497543|XP_001961861.3|DANA
OG0000793	LOC5570063|XP_001653054.1|AAEG	LOC6500406|XP_001953149.1|DANA
OG0000794	LOC5578434|XP_001656949.2|AAEG, LOC5578484|XP_001656950.2|AAEG, LOC5578432|XP_021705735.1|AAEG	LOC6503531|XP_032308766.1|DANA
OG0000795	LOC5568843|XP_001652571.1|AAEG	LOC6503516|XP_001964226.1|DANA, LOC6505784|XP_001964373.1|DANA
OG0000796	LOC5568998|XP_021709572.1|AAEG	LOC6505839|XP_001964466.1|DANA, LOC6503006|XP_001963428.1|DANA
OG0000797	LOC5571755|XP_001653781.1|AAEG	LOC6499328|XP_001954858.1|DANA, LOC6499329|XP_001954857.1|DANA
OG0000798	LOC5573757|XP_021708658.1|AAEG	LOC6494040|XP_001961099.2|DANA, LOC6494042|XP_001961097.1|DANA
OG0000799	LOC5575386|XP_001655738.1|AAEG	LOC6500530|XP_001953399.2|DANA, LOC6502112|XP_001966188.2|DANA
OG0000800	LOC5563996|XP_021707646.1|AAEG	LOC6493767|XP_001958399.1|DANA
OG0000801	LOC5568707|XP_001652531.1|AAEG	LOC6496148|XP_001960334.2|DANA, LOC6494496|XP_001960222.2|DANA
OG0000802	LOC5567358|XP_001657370.2|AAEG	LOC6503018|XP_001963395.1|DANA, LOC6503019|XP_001963394.1|DANA
OG0000810	LOC5578919|XP_001657205.2|AAEG	LOC6495102|XP_001959067.1|DANA, LOC6495101|XP_001959068.1|DANA, LOC6495100|XP_001959069.2|DANA
OG0000811	LOC5566120|XP_001650490.2|AAEG	LOC6505734|XP_001964364.1|DANA, LOC6494132|XP_032306608.1|DANA
OG0000812	LOC5568127|XP_021696627.1|AAEG	LOC6502491|XP_001967493.1|DANA
OG0000814	LOC5567710|XP_001651876.1|AAEG	LOC6507586|XP_001965404.1|DANA
OG0000815	LOC5564950|XP_021701900.1|AAEG, LOC5575209|XP_021701902.1|AAEG, LOC5575211|XP_001661846.2|AAEG	LOC6498321|XP_001962541.1|DANA
OG0000816	LOC5564019|XP_021702806.1|AAEG	LOC6500086|XP_001953256.2|DANA
OG0000817	LOC5579022|XP_001664202.1|AAEG	LOC6503421|XP_001967459.1|DANA, LOC6502489|XP_001967458.1|DANA
OG0000818	LOC5576102|XP_001662447.1|AAEG	LOC6504771|XP_001966316.1|DANA, LOC26515142|XP_014762407.1|DANA
OG0000819	LOC5568992|XP_021707431.1|AAEG	LOC6502214|XP_001966019.1|DANA, LOC6502213|XP_001966020.3|DANA
OG0000820	LOC5579797|XP_021706989.1|AAEG	LOC6496613|XP_001961261.1|DANA
OG0000821	LOC5573067|XP_001654398.2|AAEG	LOC6499710|XP_001954083.1|DANA, LOC6494168|XP_001960835.1|DANA
OG0000822	LOC5573841|XP_001654866.1|AAEG	LOC6506953|XP_001956929.1|DANA, LOC6498041|XP_032307650.1|DANA
OG0000830	LOC5566467|XP_001650849.1|AAEG, LOC5566468|XP_001650850.1|AAEG, LOC5566471|XP_001650855.1|AAEG, LOC5566470|XP_001650852.2|AAEG	LOC6503155|XP_014761319.1|DANA
OG0000831	LOC5578573|XP_001663963.2|AAEG, LOC5574451|XP_001661466.2|AAEG, LOC5571091|XP_001659531.1|AAEG	LOC6506230|XP_001958300.1|DANA
OG0000832	LOC5575640|XP_001655787.1|AAEG	LOC6496413|XP_001960866.1|DANA, LOC6506468|XP_001965183.1|DANA
OG0000833	LOC5572312|XP_001654001.2|AAEG	LOC6493665|XP_001958183.3|DANA
OG0000834	LOC5578133|XP_021696267.1|AAEG	LOC6498349|XP_032310990.1|DANA, LOC6501573|XP_001955498.1|DANA, LOC6501574|XP_001955499.2|DANA, LOC6497185|XP_001962598.1|DANA
OG0000836	LOC5571557|XP_001659779.1|AAEG	LOC6506414|XP_001965169.2|DANA, LOC6496927|XP_001963120.2|DANA
OG0000837	LOC110681194|XP_021712664.1|AAEG	LOC26515102|XP_014764091.1|DANA
OG0000837	LOC5564880|XP_021710587.1|AAEG	LOC6503542|XP_001964185.1|DANA
OG0000838	LOC5571070|XP_001659510.2|AAEG	LOC26515305|XP_014762418.1|DANA, LOC26515372|XP_014762426.1|DANA
OG0000839	LOC5567590|XP_021704529.1|AAEG	LOC6499132|XP_001955238.1|DANA, LOC6500421|XP_032305494.1|DANA
OG0000840	LOC5568658|XP_021705463.1|AAEG	LOC6503473|XP_001964315.2|DANA, LOC6493916|XP_001961329.1|DANA, LOC6503715|XP_032308431.1|DANA
OG0000841	LOC5578554|XP_021704510.1|AAEG	LOC26514219|XP_014760911.1|DANA
OG0000842	LOC5565224|XP_001649557.2|AAEG	LOC6494090|XP_001961000.1|DANA, LOC6501106|XP_001954560.1|DANA
OG0000843	LOC5575084|XP_001661802.1|AAEG	LOC6495726|XP_001959446.1|DANA
OG0000844	LOC5568444|XP_021706258.1|AAEG	LOC6494232|XP_001960692.2|DANA, LOC6500108|XP_001953208.1|DANA
OG0000854	LOC5575256|XP_021694868.1|AAEG	LOC6503760|XP_001963792.1|DANA, LOC6503757|XP_001963795.3|DANA
OG0000855	LOC5564916|XP_001649261.1|AAEG	LOC6504679|XP_001966419.1|DANA, LOC6501112|XP_001954571.1|DANA
OG0000856	LOC5569202|XP_021699577.1|AAEG	LOC6493573|XP_001958023.2|DANA
OG0000857	LOC5568410|XP_021706344.1|AAEG, LOC5568408|XP_001658060.1|AAEG, LOC5572935|XP_001660658.2|AAEG, LOC110681143|XP_021712605.1|AAEG	LOC6504381|XP_001967077.2|DANA
OG0000858	LOC5563593|XP_001647843.2|AAEG, LOC5563570|XP_021693065.1|AAEG	LOC6500868|XP_001954071.1|DANA
OG0000860	LOC23687882|XP_021695499.1|AAEG	LOC6502837|XP_001957292.2|DANA, LOC6493095|XP_032309559.1|DANA
OG0000861	LOC5579974|XP_021697396.1|AAEG	LOC6495915|XP_032306078.1|DANA
OG0000862	LOC5578595|XP_021697871.1|AAEG	LOC6495830|XP_001959671.1|DANA, LOC6498387|XP_001962694.1|DANA
OG0000863	LOC5569153|XP_021712379.1|AAEG, LOC5579040|XP_001664217.2|AAEG	LOC6501214|XP_032305550.1|DANA
OG0000864	LOC5574382|XP_021700100.1|AAEG	LOC6505883|XP_001965041.1|DANA, LOC6503576|XP_014760987.1|DANA
OG0000865	LOC110676550|XP_021700543.1|AAEG	LOC26513756|XP_014759879.2|DANA, LOC6501249|XP_001954848.2|DANA
OG0000866	LOC5565764|XP_021700881.1|AAEG	LOC6497985|XP_001961843.1|DANA, LOC6497986|XP_001961844.2|DANA
OG0000867	LOC5566526|XP_001650903.1|AAEG	LOC6497711|XP_001961511.1|DANA, LOC6496945|XP_001963082.1|DANA
OG0000868	LOC5575799|XP_001662225.1|AAEG	LOC6503001|XP_032308918.1|DANA
OG0000869	LOC110679428|XP_021709657.1|AAEG	LOC6500444|XP_032305892.1|DANA, LOC6500445|XP_001953224.1|DANA
OG0000871	LOC5563912|XP_021709764.1|AAEG	LOC6495143|XP_001958966.1|DANA
OG0000872	LOC5579795|XP_001648107.1|AAEG	LOC6496323|XP_001960703.1|DANA
OG0000873	LOC5570660|XP_021705398.1|AAEG, LOC5578723|XP_021705681.1|AAEG, LOC5574699|XP_021710974.1|AAEG	LOC6493814|XP_001958490.2|DANA
OG0000874	LOC5568583|XP_021711564.1|AAEG	LOC6503051|XP_001963335.1|DANA, LOC6507953|XP_014763742.1|DANA
OG0000875	LOC5569144|XP_021704184.1|AAEG	LOC6502911|XP_001963605.1|DANA, LOC6506253|XP_001958258.1|DANA
OG0000882	LOC5574255|XP_001661310.1|AAEG	LOC6504954|XP_032308008.1|DANA, LOC6497963|XP_001961804.1|DANA
OG0000883	LOC5572260|XP_021706275.1|AAEG, LOC5577890|XP_001663596.2|AAEG, LOC5576983|XP_001663083.2|AAEG, LOC110681455|XP_021712908.1|AAEG, LOC5564732|XP_001649072.2|AAEG	LOC6505050|XP_001965561.1|DANA
OG0000884	LOC5578384|XP_021707387.1|AAEG	LOC6506564|XP_014760551.1|DANA, LOC6505236|XP_032307808.1|DANA
OG0000885	LOC5576671|XP_021712970.1|AAEG, LOC5576669|XP_001662811.1|AAEG, LOC5576675|XP_001662810.2|AAEG, LOC5576677|XP_001662809.2|AAEG, LOC5576673|XP_001662808.1|AAEG	LOC6505658|XP_014760744.1|DANA
OG0000887	LOC5574709|XP_021697236.1|AAEG, LOC110675781|XP_021697241.1|AAEG, LOC5574710|XP_001661611.2|AAEG, LOC5564321|XP_001648679.1|AAEG	LOC6503004|XP_032308920.1|DANA
OG0000888	LOC5577573|XP_021697247.1|AAEG	LOC6507673|XP_032309489.1|DANA
OG0000889	LOC5565345|XP_001649691.2|AAEG, LOC5569614|XP_001652895.2|AAEG, LOC5569613|XP_001652894.2|AAEG, LOC5569626|XP_001652896.2|AAEG, LOC5569611|XP_001652892.2|AAEG, LOC5569610|XP_001652891.1|AAEG, LOC5569609|XP_001652890.1|AAEG	LOC6493858|XP_032310644.1|DANA
OG0000890	LOC5572876|XP_001660628.1|AAEG	LOC6494190|XP_001960789.1|DANA
OG0000891	LOC5571677|XP_021701172.1|AAEG	LOC26515004|XP_014760661.1|DANA, LOC6504382|XP_001964970.1|DANA, LOC26514487|XP_014760652.1|DANA, LOC6497237|XP_001962500.1|DANA
OG0000892	LOC5573804|XP_001661052.1|AAEG	LOC6507189|XP_032310344.1|DANA, LOC6493218|XP_014764257.1|DANA
OG0000893	LOC5577455|XP_021710131.1|AAEG, LOC110679543|XP_021710135.1|AAEG	LOC6500458|XP_001953250.3|DANA
OG0000894	LOC5572954|XP_001654283.2|AAEG	LOC6500110|XP_001953204.1|DANA
OG0000895	LOC5578431|XP_021704726.1|AAEG	LOC6496425|XP_001960891.1|DANA, LOC6496427|XP_001960892.2|DANA
OG0000907	LOC5569936|XP_001658828.2|AAEG	LOC6494907|XP_001959447.1|DANA
OG0000909	LOC5580100|XP_001654851.1|AAEG	LOC6501502|XP_001955381.1|DANA
OG0000910	LOC5570090|XP_021696583.1|AAEG	LOC6500683|XP_001953719.1|DANA, LOC6502257|XP_001966096.3|DANA
OG0000911	LOC5568878|XP_021698401.1|AAEG	LOC6496070|XP_001960155.1|DANA
OG0000912	LOC5569590|XP_001652874.1|AAEG	LOC6493242|XP_001957341.1|DANA
OG0000913	LOC5572905|XP_021699829.1|AAEG	LOC6507742|XP_014765443.1|DANA
OG0000914	LOC5565692|XP_001650041.1|AAEG, LOC5577609|XP_001656603.1|AAEG, LOC5577610|XP_001656604.1|AAEG, LOC5577605|XP_001656599.2|AAEG, LOC5577607|XP_001656601.2|AAEG	LOC6495705|XP_001959407.1|DANA
OG0000915	LOC110675850|XP_021697446.1|AAEG, LOC110681284|XP_021712741.1|AAEG	LOC6494144|XP_001960878.2|DANA
OG0000916	LOC5563777|XP_021702027.1|AAEG	LOC6498084|XP_014761977.1|DANA, LOC6498083|XP_001962048.1|DANA
OG0000917	LOC5567991|XP_021703538.1|AAEG	LOC26514674|XP_032309481.1|DANA, LOC6498313|XP_032307478.1|DANA
OG0000918	LOC5565834|XP_021703643.1|AAEG	LOC26514318|XP_032309123.1|DANA
OG0000920	LOC5567191|XP_021707974.1|AAEG, LOC5567193|XP_021707701.1|AAEG, LOC5567194|XP_001651623.2|AAEG, LOC5571093|XP_021706131.1|AAEG	LOC6505240|XP_001965605.1|DANA
OG0000921	LOC23687653|XP_021704447.1|AAEG, LOC110677691|XP_021704448.1|AAEG	LOC6503498|XP_032308720.1|DANA, LOC6504143|XP_032308716.1|DANA
OG0000922	LOC5573598|XP_001654732.1|AAEG	LOC6493427|XP_032310576.1|DANA, LOC6493426|XP_001957724.1|DANA
OG0000923	LOC5564768|XP_001649141.1|AAEG	LOC6493691|XP_001958244.1|DANA, LOC6501226|XP_001954798.1|DANA
OG0000924	LOC5574190|XP_021707483.1|AAEG	LOC6504068|XP_001964112.1|DANA
OG0000925	LOC5564141|XP_001648436.1|AAEG	LOC6505954|XP_001964677.2|DANA
OG0000935	LOC5570105|XP_021693271.1|AAEG	LOC6499809|XP_014766231.1|DANA
OG0000936	LOC5574975|XP_001655445.1|AAEG	LOC26515221|XP_014760188.1|DANA, LOC6501997|XP_001966843.1|DANA
OG0000937	LOC5577955|XP_021703650.1|AAEG, LOC5577953|XP_021703600.1|AAEG	LOC6505605|XP_014760720.1|DANA
OG0000938	LOC23687618|XP_011493218.1|AAEG	LOC6496164|XP_001960355.1|DANA, LOC6503743|XP_001963823.2|DANA
OG0000939	LOC5575294|XP_001655660.2|AAEG	LOC6504469|XP_001964948.1|DANA
OG0000940	LOC5568539|XP_001652369.2|AAEG	LOC6503820|XP_001963681.2|DANA, LOC6507654|XP_001956086.1|DANA
OG0000941	LOC5568465|XP_001652294.1|AAEG	LOC6504454|XP_001966954.3|DANA
OG0000942	LOC5575951|XP_021697898.1|AAEG	LOC6493057|XP_001956963.2|DANA
OG0000943	LOC5565788|XP_021698361.1|AAEG, LOC5564315|XP_021711753.1|AAEG	LOC6495958|XP_001959932.1|DANA
OG0000944	LOC5564895|XP_021698610.1|AAEG	LOC6501993|XP_032308203.1|DANA
OG0000945	LOC5567118|XP_001651535.2|AAEG	LOC26514192|XP_014765586.1|DANA, LOC6492950|XP_001956724.2|DANA, LOC6492951|XP_001956725.1|DANA
OG0000946	LOC5563808|XP_001648088.2|AAEG, LOC5563807|XP_021701297.1|AAEG	LOC6498146|XP_001962174.2|DANA
OG0000947	LOC5573138|XP_001660754.1|AAEG, LOC5573170|XP_021703267.1|AAEG, LOC5573169|XP_001660785.1|AAEG	LOC6495738|XP_001959468.1|DANA
OG0000948	LOC5570305|XP_001653129.2|AAEG	LOC6506845|XP_001957130.1|DANA
OG0000949	LOC5577433|XP_021706252.1|AAEG	LOC6502160|XP_032309338.1|DANA
OG0000950	LOC5570062|XP_021710514.1|AAEG	LOC6500463|XP_001953271.1|DANA
OG0000951	LOC5567383|XP_001651784.1|AAEG	LOC6500738|XP_001953820.1|DANA
OG0000963	LOC5578882|XP_001664091.2|AAEG, LOC5565507|XP_001649836.2|AAEG	LOC6505072|XP_001965516.1|DANA
OG0000964	LOC5570125|XP_021694878.1|AAEG, LOC5572710|XP_001660530.2|AAEG, LOC110679470|XP_021709836.1|AAEG	LOC6495506|XP_001958996.3|DANA
OG0000965	LOC5580119|XP_021699182.1|AAEG, LOC110674016|XP_021711922.1|AAEG	LOC6501862|XP_001966782.1|DANA
OG0000966	LOC5564065|XP_001648396.2|AAEG	LOC6494018|XP_001961138.2|DANA, LOC6505573|XP_001964673.2|DANA
OG0000968	LOC5565995|XP_021697516.1|AAEG, LOC5574905|XP_021697282.1|AAEG	LOC6493392|XP_001957661.1|DANA
OG0000969	LOC5572867|XP_001660626.1|AAEG	LOC6495068|XP_001959133.1|DANA
OG0000970	LOC5577323|XP_001656398.1|AAEG, LOC5578971|XP_001664152.2|AAEG	LOC6499103|XP_001955292.1|DANA
OG0000971	LOC5574512|XP_021701876.1|AAEG	LOC6497363|XP_001962245.1|DANA
OG0000972	LOC5570688|XP_001659285.2|AAEG	LOC6493796|XP_001958452.1|DANA, LOC6504874|XP_001966502.1|DANA
OG0000973	LOC5566318|XP_001650701.1|AAEG, LOC110677834|XP_021705147.1|AAEG, LOC5576015|XP_021712722.1|AAEG	LOC6505119|XP_001965418.3|DANA
OG0000974	LOC5563607|XP_021706393.1|AAEG, LOC5563653|XP_001647877.2|AAEG	LOC6492961|XP_001956755.1|DANA
OG0000975	LOC5567322|XP_021711286.1|AAEG	LOC6499433|XP_001954649.2|DANA
OG0000977	LOC5572481|XP_001660429.2|AAEG	LOC116656597|XP_032312350.1|DANA, LOC6494263|XP_032312347.1|DANA
OG0000978	LOC5570996|XP_001653423.1|AAEG	LOC6500942|XP_001954219.1|DANA
OG0000988	LOC5574742|XP_021708813.1|AAEG	LOC6496155|XP_001960344.1|DANA, LOC6502745|XP_001966570.2|DANA, LOC6497575|XP_001961781.2|DANA
OG0000990	LOC5573413|XP_001654587.1|AAEG	LOC6499777|XP_001953940.2|DANA, LOC6503115|XP_001963452.1|DANA
OG0000991	LOC110676690|XP_021701229.1|AAEG	LOC6505034|XP_001965595.1|DANA
OG0000992	LOC110680585|XP_021712076.1|AAEG, LOC5574605|XP_001655224.2|AAEG	LOC6494981|XP_001959285.1|DANA, LOC6499776|XP_032311388.1|DANA
OG0000993	LOC5568340|XP_001657995.2|AAEG	LOC6501590|XP_001955534.1|DANA, LOC6501589|XP_001955533.2|DANA
OG0000994	LOC5565293|XP_021693612.1|AAEG	LOC6503026|XP_014761286.1|DANA
OG0000995	LOC5570516|XP_001659204.1|AAEG	LOC6504916|XP_001966586.1|DANA
OG0000996	LOC5570524|XP_001659180.1|AAEG	LOC6494660|XP_001959915.1|DANA
OG0000997	LOC5572107|XP_021699025.1|AAEG	LOC6494847|XP_001959560.1|DANA, LOC6495780|XP_014763490.2|DANA
OG0000998	LOC5574213|XP_021699075.1|AAEG, LOC5574214|XP_021699069.1|AAEG	LOC6507504|XP_014765275.1|DANA
OG0000999	LOC5569582|XP_011492944.1|AAEG	LOC6496150|XP_001960336.1|DANA, LOC6504884|XP_001966529.1|DANA
OG0001000	LOC5565618|XP_021700536.1|AAEG	LOC26514490|XP_032311485.1|DANA
OG0001001	LOC5574039|XP_021712731.1|AAEG, LOC5570957|XP_021701483.1|AAEG, LOC5568887|XP_021701482.1|AAEG	LOC6495875|XP_032306453.1|DANA
OG0001002	LOC5572439|XP_021702436.1|AAEG, LOC5572427|XP_001660379.1|AAEG, LOC5572436|XP_021702424.1|AAEG, LOC110676920|XP_021702428.1|AAEG	LOC6497872|XP_032307571.1|DANA
OG0001003	LOC5573879|XP_001654917.1|AAEG	LOC6505745|XP_001964346.1|DANA, LOC6501150|XP_001954645.1|DANA
OG0001004	LOC5577327|XP_001656404.1|AAEG	LOC6505811|XP_001964413.1|DANA
OG0001005	LOC5574438|XP_001661452.2|AAEG	LOC6504891|XP_014759849.1|DANA
OG0001006	LOC5577478|XP_001656504.1|AAEG	LOC6500613|XP_001953564.1|DANA, LOC6507142|XP_001956597.1|DANA
OG0001007	LOC5579111|XP_021709409.1|AAEG, LOC110680228|XP_021711736.1|AAEG	LOC6494227|XP_001960699.1|DANA
OG0001008	LOC5569738|XP_001652964.1|AAEG	LOC6502409|XP_001962939.3|DANA, LOC6502386|XP_001967180.1|DANA
OG0001019	LOC23687425|XP_021696098.1|AAEG, LOC5570400|XP_021694766.1|AAEG	LOC6505912|XP_032305482.1|DANA
OG0001020	LOC5571386|XP_001659667.2|AAEG, LOC5571385|XP_021694971.1|AAEG, LOC5571381|XP_021694972.1|AAEG	LOC6498764|XP_001967253.1|DANA
OG0001021	LOC5569206|XP_021698876.1|AAEG	LOC6497767|XP_032307532.1|DANA
OG0001022	LOC5564053|XP_001648383.1|AAEG	LOC6500200|XP_001966665.2|DANA
OG0001024	LOC5563729|XP_001648014.1|AAEG, LOC5572673|XP_001660495.2|AAEG	LOC6505615|XP_014760728.1|DANA
OG0001025	LOC5566344|XP_021696749.1|AAEG	LOC6507437|XP_001956022.1|DANA, LOC6507435|XP_001956023.1|DANA
OG0001026	LOC5563943|XP_021698255.1|AAEG, LOC110675339|XP_021695627.1|AAEG	LOC6494089|XP_001961002.1|DANA
OG0001027	LOC5572532|XP_021698700.1|AAEG, LOC5572539|XP_001654056.2|AAEG, LOC5572530|XP_021698692.1|AAEG	LOC6493671|XP_001958201.1|DANA
OG0001028	LOC5578865|XP_021699358.1|AAEG, LOC5578864|XP_001664073.1|AAEG, LOC5566028|XP_001650394.1|AAEG	LOC6497353|XP_001962260.1|DANA
OG0001029	LOC110675155|XP_021695234.1|AAEG, LOC110678123|XP_021706417.1|AAEG	LOC6496232|XP_001960505.1|DANA
OG0001031	LOC5564557|XP_021702651.1|AAEG	LOC6496735|XP_032309181.1|DANA
OG0001032	LOC5568797|XP_021703170.1|AAEG	LOC6498871|XP_014760129.1|DANA
OG0001033	LOC5572990|XP_021705665.1|AAEG	LOC26514184|XP_032311621.1|DANA, LOC6503028|XP_001963380.1|DANA
OG0001042	LOC5569920|XP_021695787.1|AAEG, LOC5569919|XP_021695812.1|AAEG, LOC5569917|XP_001658816.2|AAEG	LOC6505579|XP_001964663.1|DANA
OG0001043	LOC5580112|XP_001655052.2|AAEG, LOC5580113|XP_001655051.2|AAEG	LOC6504581|XP_001966588.2|DANA
OG0001044	LOC5574123|XP_001661192.2|AAEG, LOC5574477|XP_021699627.1|AAEG	LOC6494560|XP_001960100.1|DANA
OG0001045	LOC5569642|XP_001658665.2|AAEG, LOC5569640|XP_001658664.2|AAEG, LOC5573336|XP_021693470.1|AAEG	LOC6495482|XP_032306158.1|DANA
OG0001046	LOC5572371|XP_001660329.1|AAEG	LOC6494524|XP_001960176.1|DANA
OG0001047	LOC110680988|XP_021712449.1|AAEG, LOC5571772|XP_021695747.1|AAEG	LOC6507963|XP_001961087.1|DANA
OG0001048	LOC5571275|XP_021695905.1|AAEG	LOC116654743|XP_032306916.1|DANA, LOC6494476|XP_001960257.1|DANA, LOC6494477|XP_001960256.1|DANA, LOC6494479|XP_001960254.1|DANA
OG0001049	LOC110675977|XP_021697855.1|AAEG	LOC6503490|XP_001965305.1|DANA, LOC6502748|XP_001965304.3|DANA, LOC6507707|XP_001956182.1|DANA
OG0001050	LOC5573704|XP_021698920.1|AAEG	LOC6507216|XP_032309833.1|DANA, LOC6506558|XP_014764811.1|DANA
OG0001051	LOC5573846|XP_001654884.2|AAEG	LOC6504548|XP_001964924.1|DANA
OG0001052	LOC5568617|XP_001652449.1|AAEG	LOC6498035|XP_001961941.1|DANA
OG0001053	LOC5571894|XP_001653808.2|AAEG	LOC6503484|XP_001964290.1|DANA
OG0001054	LOC5574413|XP_001655120.1|AAEG	LOC6501062|XP_001954486.1|DANA, LOC6501063|XP_001954487.2|DANA
OG0001055	LOC5567606|XP_001657583.2|AAEG	LOC116655767|XP_032309837.1|DANA, LOC6499419|XP_032309817.1|DANA
OG0001056	LOC5570986|XP_001659451.2|AAEG	LOC6503214|XP_032311844.1|DANA
OG0001057	LOC5571397|XP_001653648.2|AAEG	LOC6505382|XP_001964871.1|DANA
OG0001058	LOC5570053|XP_021707851.1|AAEG	LOC6504597|XP_001966557.1|DANA
OG0001072	LOC110674795|XP_021694845.1|AAEG	LOC6504838|XP_032309065.1|DANA
OG0001073	LOC5563637|XP_021708988.1|AAEG, LOC5569408|XP_021703075.1|AAEG, LOC5578273|XP_021694310.1|AAEG, LOC5564186|XP_021708718.1|AAEG	LOC6499252|XP_001955021.1|DANA
OG0001074	LOC5568441|XP_001652273.1|AAEG	LOC6496521|XP_001961061.1|DANA
OG0001077	LOC5578932|XP_021693197.1|AAEG, LOC110680824|XP_021712296.1|AAEG	LOC6502725|XP_001964343.1|DANA, LOC6502791|XP_032310000.1|DANA
OG0001078	LOC5565588|XP_001649970.1|AAEG, LOC5573424|XP_021697821.1|AAEG	LOC6505060|XP_001965537.1|DANA
OG0001079	LOC5575758|XP_001662179.2|AAEG	LOC6493436|XP_001957746.1|DANA
OG0001080	LOC5563731|XP_001648022.2|AAEG	LOC6492944|XP_001956710.1|DANA
OG0001081	LOC5571775|XP_001659906.2|AAEG, LOC5568116|XP_001652055.1|AAEG	LOC6500140|XP_032305745.1|DANA
OG0001082	LOC5572898|XP_001654240.1|AAEG	LOC6495595|XP_001959169.1|DANA
OG0001083	LOC5566297|XP_001650674.2|AAEG	LOC6492985|XP_001956794.2|DANA
OG0001084	LOC5567273|XP_021707529.1|AAEG, LOC5565651|XP_021696900.1|AAEG	LOC6496634|XP_001961298.2|DANA
OG0001085	LOC5574897|XP_021697029.1|AAEG	LOC6493897|XP_001961372.2|DANA
OG0001086	LOC5573548|XP_001654683.1|AAEG	LOC6496322|XP_001960702.1|DANA
OG0001087	LOC110681082|XP_021712548.1|AAEG, LOC110681081|XP_021712547.1|AAEG, LOC5578606|XP_021697940.1|AAEG, LOC5565122|XP_021712549.1|AAEG	LOC6497587|XP_032307769.1|DANA, LOC6497939|XP_001961759.2|DANA
OG0001088	LOC5574153|XP_001655060.1|AAEG, LOC5574154|XP_021698437.1|AAEG, LOC110676121|XP_021698436.1|AAEG, LOC5566830|XP_001651230.2|AAEG	LOC6506999|XP_001956855.2|DANA
OG0001089	LOC5573682|XP_001661004.2|AAEG	LOC6507685|XP_001956146.1|DANA
OG0001090	LOC5577314|XP_021699017.1|AAEG, LOC5578577|XP_021699015.1|AAEG, LOC5574562|XP_021699013.1|AAEG	LOC6506861|XP_001957104.3|DANA
OG0001092	LOC5570895|XP_021700677.1|AAEG	LOC6498369|XP_001962641.1|DANA
OG0001093	LOC110680777|XP_021712253.1|AAEG, LOC110676568|XP_021700678.1|AAEG, LOC5572918|XP_001654252.1|AAEG	LOC6497317|XP_001962334.1|DANA
OG0001094	LOC5565811|XP_021695262.1|AAEG	LOC6497108|XP_014761518.2|DANA, LOC6497109|XP_001962739.1|DANA
OG0001095	LOC23687873|XP_021701025.1|AAEG, LOC5565367|XP_001649745.1|AAEG, LOC5565366|XP_021701024.1|AAEG	LOC6506293|XP_001958185.2|DANA
OG0001096	LOC5571654|XP_021701198.1|AAEG	LOC6497635|XP_001961667.1|DANA
OG0001097	LOC5570690|XP_001659280.2|AAEG	LOC26513851|XP_014760196.2|DANA, LOC26515443|XP_032311479.1|DANA, LOC26515555|XP_014760222.2|DANA
OG0001099	LOC5579278|XP_001647586.2|AAEG	LOC6506930|XP_001956969.1|DANA
OG0001100	LOC5575334|XP_001655711.1|AAEG	LOC26515027|XP_014760933.1|DANA
OG0001101	LOC5578976|XP_021704495.1|AAEG	LOC6496268|XP_032306371.1|DANA
OG0001102	LOC5572716|XP_021705283.1|AAEG, LOC5577310|XP_021711284.1|AAEG	LOC6507232|XP_001956425.3|DANA
OG0001103	LOC5578111|XP_001656809.1|AAEG, LOC5578112|XP_001656810.1|AAEG	LOC6500718|XP_001953787.1|DANA
OG0001104	LOC5566543|XP_001650938.1|AAEG, LOC110680201|XP_021711712.1|AAEG	LOC6502561|XP_001959387.2|DANA
OG0001105	LOC5566551|XP_001650928.1|AAEG	LOC6503124|XP_001963467.1|DANA
OG0001106	LOC5565423|XP_001649806.1|AAEG, LOC5565437|XP_021710521.1|AAEG	LOC6502092|XP_032311726.1|DANA
OG0001118	LOC5576587|XP_001656164.1|AAEG	LOC6502461|XP_001962445.1|DANA
OG0001119	LOC5578575|XP_001663964.2|AAEG, LOC5578993|XP_001664172.2|AAEG	LOC6503261|XP_001965829.2|DANA
OG0001120	LOC5579964|XP_021694051.1|AAEG, LOC5579967|XP_021694034.1|AAEG	LOC6501048|XP_014766872.1|DANA
