Orthogroup	AAEG.longest_only	DSUZ.longest_only
OG0001784	LOC5568160|XP_021701820.1|AAEG, LOC5573090|XP_021701819.1|AAEG	LOC108019590|XP_016942922.1|DSUZ
OG0001785	LOC5569041|XP_021701853.1|AAEG	LOC108009072|XP_016928575.1|DSUZ
OG0001786	LOC5569034|XP_001652680.1|AAEG	LOC108020984|XP_016944929.1|DSUZ
OG0001787	LOC5569031|XP_021701868.1|AAEG	LOC108020904|XP_016944810.1|DSUZ
OG0001788	LOC5573248|XP_001654457.1|AAEG	LOC108019620|XP_016942990.1|DSUZ
OG0001789	LOC5567954|XP_001657769.1|AAEG	LOC108018050|XP_016940931.2|DSUZ, LOC108008254|XP_036669321.1|DSUZ
OG0001790	LOC5573696|XP_001661021.2|AAEG	LOC108006522|XP_016925538.1|DSUZ
OG0001791	LOC5575748|XP_021703199.1|AAEG	LOC108008157|XP_036669663.1|DSUZ
OG0001792	LOC23687649|XP_021703560.1|AAEG	LOC108021709|XP_016946032.2|DSUZ
OG0001793	LOC5572054|XP_021703576.1|AAEG, LOC110680890|XP_021712373.1|AAEG	LOC108009765|XP_016929881.1|DSUZ
OG0001794	LOC5565922|XP_001650267.3|AAEG	LOC108019860|XP_016943395.1|DSUZ
OG0001795	LOC5567339|XP_021704045.1|AAEG	LOC108015600|XP_016937582.1|DSUZ
OG0001797	LOC5572508|XP_021711425.1|AAEG, LOC5566756|XP_021706948.1|AAEG	LOC108020342|XP_036669948.1|DSUZ
OG0001798	LOC5566370|XP_001650782.1|AAEG	LOC108008726|XP_016928114.1|DSUZ
OG0001799	LOC5580274|XP_001662901.1|AAEG	LOC108014948|XP_036676690.1|DSUZ
OG0001800	LOC5570552|XP_021709728.1|AAEG	LOC108021502|XP_016945740.1|DSUZ
OG0001801	LOC110680785|XP_021712265.1|AAEG, LOC5564279|XP_021712264.1|AAEG, LOC110679411|XP_021709622.1|AAEG	LOC108013559|XP_016934963.1|DSUZ
OG0001802	LOC5564547|XP_001648902.1|AAEG	LOC108007983|XP_036673002.1|DSUZ
OG0001803	LOC5577692|XP_001663474.2|AAEG	LOC118877569|XP_036672685.1|DSUZ, LOC108014874|XP_016936579.1|DSUZ
OG0001804	LOC5564652|XP_001649004.2|AAEG, LOC110680554|XP_021712038.1|AAEG	LOC108016277|XP_016938393.1|DSUZ
OG0001805	LOC5575007|XP_001661741.3|AAEG	LOC108013197|XP_016934395.1|DSUZ
OG0001806	LOC5567255|XP_021706781.1|AAEG	LOC108011514|XP_016932159.2|DSUZ
OG0001808	LOC5572949|XP_021709443.1|AAEG	LOC118877950|XP_036674587.1|DSUZ, LOC108010615|XP_036673627.1|DSUZ
OG0001809	LOC5564168|XP_021707416.1|AAEG	LOC118878031|XP_036675053.1|DSUZ, LOC108014153|XP_036674969.1|DSUZ
OG0001810	LOC110678349|XP_021706798.1|AAEG, LOC5570367|XP_021710434.1|AAEG, LOC110677948|XP_021705715.1|AAEG	LOC108011015|XP_016931530.2|DSUZ
OG0001811	LOC5577351|XP_001656427.1|AAEG, LOC110680308|XP_021711836.1|AAEG, LOC110678676|XP_021707574.1|AAEG	LOC108019929|XP_036670061.1|DSUZ
OG0001812	LOC5577364|XP_001656444.1|AAEG	LOC108015188|XP_016936991.1|DSUZ
OG0001813	LOC5568213|XP_021706440.1|AAEG	LOC108014173|XP_036672659.1|DSUZ
OG0001814	LOC110679259|XP_021709176.1|AAEG, LOC110679258|XP_021709173.1|AAEG	LOC108016093|XP_016938179.2|DSUZ
OG0001815	LOC5572470|XP_001660415.1|AAEG, LOC110677764|XP_021704810.1|AAEG	LOC108006734|XP_016925767.1|DSUZ
OG0001816	LOC5564769|XP_001649137.1|AAEG	LOC108019626|XP_016942997.1|DSUZ
OG0001817	LOC5572254|XP_021707503.1|AAEG	LOC108009274|XP_016928978.1|DSUZ
OG0001818	LOC5570038|XP_021705809.1|AAEG, LOC5570034|XP_021704393.1|AAEG	LOC108021792|XP_016946084.2|DSUZ
OG0001819	LOC5565232|XP_001649570.2|AAEG	LOC108009608|XP_016929583.1|DSUZ
OG0001820	LOC5578522|XP_021711359.1|AAEG	LOC108004696|XP_016923196.1|DSUZ
OG0001821	LOC5575338|XP_021712568.1|AAEG, LOC110678161|XP_021706474.1|AAEG	LOC108008588|XP_016927956.1|DSUZ
OG0001822	LOC5571100|XP_021710962.1|AAEG	LOC108008449|XP_016927792.1|DSUZ
OG0001823	LOC5573745|XP_021705990.1|AAEG, LOC5573744|XP_001654772.1|AAEG	LOC108013936|XP_016935435.1|DSUZ
OG0001824	LOC5579661|XP_001648135.2|AAEG, LOC5579660|XP_001648134.2|AAEG	LOC108021789|XP_016946085.1|DSUZ
OG0001825	LOC5572228|XP_021707395.1|AAEG	LOC108009181|XP_036669128.1|DSUZ
OG0001826	LOC5577483|XP_001663403.2|AAEG	LOC108008401|XP_016927735.1|DSUZ
OG0001827	LOC5572357|XP_001660316.1|AAEG, LOC5572356|XP_001660315.1|AAEG	LOC108009117|XP_016928680.1|DSUZ
OG0001828	LOC5567362|XP_021706896.1|AAEG	LOC108004678|XP_016923155.1|DSUZ
OG0001829	LOC5576206|XP_021708780.1|AAEG, LOC110680523|XP_021712012.1|AAEG	LOC108008506|XP_016927861.1|DSUZ
OG0001830	LOC5571911|XP_001660008.2|AAEG, LOC110679573|XP_021710291.1|AAEG	LOC108008460|XP_016927803.1|DSUZ
OG0001831	LOC110680266|XP_021711773.1|AAEG, LOC5566067|XP_021705399.1|AAEG, LOC23687723|XP_021711781.1|AAEG, LOC23687612|XP_021707469.1|AAEG	LOC108018642|XP_036671334.1|DSUZ
OG0001832	LOC5568452|XP_021706577.1|AAEG	LOC108021815|XP_016946107.1|DSUZ
OG0001833	LOC5571930|XP_001660027.1|AAEG	LOC108017805|XP_016940441.1|DSUZ
OG0001848	LOC5575825|XP_001655856.2|AAEG	LOC108020211|XP_036677710.1|DSUZ, LOC108019457|XP_036677826.1|DSUZ, LOC108005580|XP_016924370.1|DSUZ
OG0001849	LOC5575828|XP_001655853.1|AAEG	LOC108017500|XP_016940045.2|DSUZ
OG0001850	LOC110681442|XP_021712895.1|AAEG, LOC5579827|XP_001651058.2|AAEG	LOC108020388|XP_016944141.1|DSUZ
OG0001851	LOC5578495|XP_021694587.1|AAEG	LOC108020391|XP_016944144.1|DSUZ
OG0001852	LOC5565125|XP_021694596.1|AAEG	LOC108012801|XP_016933726.1|DSUZ
OG0001853	LOC5574328|XP_021694599.1|AAEG	LOC108010888|XP_036675307.1|DSUZ
OG0001854	LOC5569472|XP_001658557.1|AAEG	LOC108005336|XP_016924056.1|DSUZ
OG0001855	LOC5574649|XP_001661572.1|AAEG	LOC108008911|XP_016928307.1|DSUZ
OG0001856	LOC110674760|XP_021694723.1|AAEG	LOC108015025|XP_016936743.1|DSUZ
OG0001857	LOC5575262|XP_001661863.2|AAEG, LOC5575265|XP_021694857.1|AAEG	LOC108015418|XP_016937337.1|DSUZ
OG0001858	LOC5567841|XP_021694869.1|AAEG	LOC108004837|XP_036675970.1|DSUZ
OG0001859	LOC5580066|XP_001654807.1|AAEG	LOC108013840|XP_016935316.1|DSUZ, LOC108011213|XP_036676055.1|DSUZ
OG0001860	LOC5564571|XP_021694963.1|AAEG, LOC5568118|XP_021696651.1|AAEG	LOC108007545|XP_036671594.1|DSUZ
OG0001861	LOC5579466|XP_021693350.1|AAEG	LOC108005682|XP_016924497.1|DSUZ
OG0001862	LOC5570649|XP_021706525.1|AAEG, LOC5570648|XP_001659242.1|AAEG	LOC108015168|XP_016936934.1|DSUZ
OG0001863	LOC5570651|XP_001659247.1|AAEG	LOC108015801|XP_016937850.2|DSUZ, LOC108013721|XP_016935150.1|DSUZ
OG0001864	LOC110674837|XP_021695016.1|AAEG, LOC5578628|XP_021694917.1|AAEG	LOC108015610|XP_016937588.2|DSUZ, LOC108014530|XP_036673692.1|DSUZ
OG0001865	LOC110675288|XP_021695482.1|AAEG	LOC108005380|XP_016924129.1|DSUZ
OG0001866	LOC5574246|XP_021695568.1|AAEG	LOC108018462|XP_036673921.1|DSUZ
OG0001867	LOC5575004|XP_021697527.1|AAEG, LOC5570553|XP_021706976.1|AAEG	LOC108004803|XP_036670484.1|DSUZ
OG0001868	LOC5574992|XP_001655465.2|AAEG, LOC5574991|XP_001655464.2|AAEG	LOC108021718|XP_016946044.1|DSUZ
OG0001869	LOC5574987|XP_021697648.1|AAEG	LOC118877870|XP_036674088.1|DSUZ, LOC108017428|XP_016939946.2|DSUZ
OG0001870	LOC110681030|XP_021712488.1|AAEG, LOC110674273|XP_021694239.1|AAEG, LOC110681059|XP_021712516.1|AAEG, LOC5575006|XP_021697806.1|AAEG	LOC108011136|XP_016931700.1|DSUZ
OG0001871	LOC5571998|XP_001660103.3|AAEG	LOC108016787|XP_016939043.1|DSUZ
OG0001872	LOC5574573|XP_021699531.1|AAEG	LOC108017240|XP_016939726.1|DSUZ
OG0001873	LOC5578825|XP_021701935.1|AAEG	LOC118877827|XP_036673890.1|DSUZ, LOC118878781|XP_036677674.1|DSUZ, LOC108011650|XP_016932331.1|DSUZ
OG0001874	LOC5567722|XP_021702328.1|AAEG	LOC108006605|XP_036673214.1|DSUZ
OG0001875	LOC110677055|XP_021703299.1|AAEG	LOC108012167|XP_016932952.2|DSUZ
OG0001876	LOC5564040|XP_001648384.2|AAEG	LOC108018985|XP_016942081.1|DSUZ
OG0001877	LOC5571508|XP_001659759.2|AAEG	LOC108018954|XP_016942046.1|DSUZ
OG0001878	LOC5566087|XP_021704628.1|AAEG	LOC108018300|XP_016941323.1|DSUZ
OG0001879	LOC5565257|XP_021705692.1|AAEG	LOC108006626|XP_036673368.1|DSUZ
OG0001880	LOC5570606|XP_001653270.2|AAEG	LOC108014144|XP_016935664.1|DSUZ
OG0001881	LOC5566189|XP_001650563.2|AAEG	LOC118877567|XP_036672679.1|DSUZ, LOC108016062|XP_036675196.1|DSUZ
OG0001882	LOC110680416|XP_021711907.1|AAEG, LOC110679567|XP_021710262.1|AAEG, LOC5566197|XP_021711888.1|AAEG, LOC110679570|XP_021710271.1|AAEG, LOC110674299|XP_021694273.1|AAEG	LOC108016130|XP_036675262.1|DSUZ
OG0001883	LOC5577698|XP_021711630.1|AAEG	LOC108011026|XP_036674008.1|DSUZ
OG0001884	LOC5577407|XP_001656488.1|AAEG	LOC118877794|XP_036673771.1|DSUZ, LOC118878545|XP_036677454.1|DSUZ, LOC108019427|XP_036674074.1|DSUZ
OG0001885	LOC5577423|XP_021711870.1|AAEG	LOC108006966|XP_016926064.1|DSUZ
OG0001886	LOC5572728|XP_001660554.2|AAEG	LOC108015849|XP_016937906.2|DSUZ
OG0001887	LOC5567793|XP_021712137.1|AAEG	LOC108010221|XP_016930554.1|DSUZ
OG0001888	LOC110681150|XP_021712610.1|AAEG, LOC5567790|XP_001657693.2|AAEG	LOC118878055|XP_036675131.1|DSUZ
OG0001889	LOC5567788|XP_001657691.1|AAEG	LOC108015002|XP_016936717.1|DSUZ
OG0001890	LOC5567782|XP_001657683.2|AAEG	LOC108005798|XP_016924617.1|DSUZ
OG0001891	LOC5567775|XP_021712347.1|AAEG, LOC5567776|XP_021712762.1|AAEG	LOC108018288|XP_036674176.1|DSUZ
OG0001892	LOC23687555|XP_021712394.1|AAEG, LOC110681196|XP_021712670.1|AAEG	LOC108017050|XP_016939497.1|DSUZ
OG0001893	LOC5572443|XP_021695330.1|AAEG, LOC110675186|XP_021695285.1|AAEG, LOC5572571|XP_021713040.1|AAEG, LOC5569499|XP_021695253.1|AAEG	LOC108020150|XP_016943740.1|DSUZ
OG0001894	LOC5572582|XP_001654091.1|AAEG	LOC108010228|XP_016930562.1|DSUZ
OG0001895	LOC23687627|XP_021713176.1|AAEG	LOC108020392|XP_016944150.1|DSUZ
OG0001896	LOC110680784|XP_021712262.1|AAEG, LOC5569234|XP_021713263.1|AAEG	LOC118876784|XP_036677642.1|DSUZ
OG0001897	LOC5579206|XP_021713312.1|AAEG	LOC108013927|XP_036674047.1|DSUZ
OG0001898	LOC5580016|XP_001653897.2|AAEG	LOC108005362|XP_016924101.1|DSUZ
OG0001899	LOC5580177|XP_001655592.2|AAEG, LOC5580175|XP_021713419.1|AAEG	LOC108014436|XP_036672903.1|DSUZ
OG0001900	LOC5568029|XP_001657830.1|AAEG, LOC5563727|XP_001648015.1|AAEG	LOC108010668|XP_016931057.1|DSUZ
OG0001901	LOC5563615|XP_021693058.1|AAEG	LOC108017378|XP_036668794.1|DSUZ
OG0001902	LOC5576356|XP_021693302.1|AAEG	LOC108019962|XP_036678211.1|DSUZ
OG0001903	LOC5573314|XP_021693438.1|AAEG	LOC108011656|XP_016932340.1|DSUZ
OG0001904	LOC5573316|XP_021693443.1|AAEG	LOC108017494|XP_016940034.2|DSUZ
OG0001905	LOC5569643|XP_001658667.1|AAEG	LOC108004570|XP_016922996.1|DSUZ
OG0001906	LOC5576390|XP_021693504.1|AAEG	LOC108018359|XP_036672811.1|DSUZ
OG0001907	LOC110674160|XP_021693697.1|AAEG, LOC5566429|XP_021695258.1|AAEG	LOC108006341|XP_036676362.1|DSUZ
OG0001908	LOC5564006|XP_001648330.1|AAEG	LOC108013869|XP_016935361.2|DSUZ
OG0001909	LOC5569687|XP_021693811.1|AAEG	LOC108014973|XP_016936682.2|DSUZ
OG0001910	LOC5565945|XP_001650321.1|AAEG, LOC5565940|XP_001650319.2|AAEG	LOC108013937|XP_016935436.1|DSUZ
OG0001911	LOC110674205|XP_021693943.1|AAEG	LOC108006994|XP_036673727.1|DSUZ
OG0001912	LOC110674342|XP_021694330.1|AAEG, LOC5576146|XP_021694069.1|AAEG	LOC108008510|XP_016927866.1|DSUZ
OG0001913	LOC110674222|XP_021694070.1|AAEG, LOC5576149|XP_001662497.2|AAEG	LOC108005994|XP_016924930.1|DSUZ
OG0001914	LOC5565160|XP_021694133.1|AAEG	LOC108020604|XP_036673392.1|DSUZ
OG0001915	LOC5566122|XP_021695354.1|AAEG	LOC108013597|XP_016935020.1|DSUZ
OG0001916	LOC5570941|XP_001653408.1|AAEG	LOC108018110|XP_016941025.1|DSUZ
OG0001917	LOC5579868|XP_021695539.1|AAEG	LOC108006811|XP_036672328.1|DSUZ
OG0001918	LOC5575750|XP_001662178.1|AAEG	LOC108020207|XP_036670773.1|DSUZ
OG0001919	LOC5579460|XP_001647758.2|AAEG	LOC108018227|XP_016941235.1|DSUZ
OG0001920	LOC5571764|XP_021695753.1|AAEG	LOC108013032|XP_036670242.1|DSUZ
OG0001921	LOC5571757|XP_001659890.2|AAEG	LOC108019635|XP_016943007.1|DSUZ
OG0001922	LOC5571267|XP_001653565.1|AAEG	LOC108008350|XP_016927668.1|DSUZ
OG0001924	LOC23687479|XP_021696447.1|AAEG	LOC118878514|XP_036677409.1|DSUZ, LOC108011184|XP_016931763.2|DSUZ
OG0001925	LOC5567637|XP_001657588.2|AAEG	LOC108014464|XP_016936075.1|DSUZ
OG0001926	LOC5566295|XP_021696526.1|AAEG	LOC108012359|XP_036670724.1|DSUZ
OG0001927	LOC5568108|XP_021696643.1|AAEG	LOC108008314|XP_016927621.1|DSUZ
OG0001928	LOC5568114|XP_001652053.1|AAEG	LOC108012521|XP_016933422.1|DSUZ
OG0001929	LOC5568122|XP_021696657.1|AAEG	LOC108012261|XP_036671924.1|DSUZ
OG0001930	LOC5569448|XP_021696661.1|AAEG	LOC108018076|XP_016940966.1|DSUZ
OG0001932	LOC5574425|XP_021696832.1|AAEG	LOC108014095|XP_036672182.1|DSUZ
OG0001933	LOC5566235|XP_001650598.2|AAEG	LOC108009081|XP_016928622.1|DSUZ
OG0001934	LOC5565654|XP_001650004.2|AAEG	LOC108013494|XP_016934866.1|DSUZ
OG0001935	LOC5573776|XP_001654802.2|AAEG	LOC108007501|XP_016926673.2|DSUZ
OG0001937	LOC5574901|XP_021697034.1|AAEG	LOC108017937|XP_016940645.1|DSUZ
OG0001938	LOC5567330|XP_021697068.1|AAEG	LOC108009458|XP_016929317.1|DSUZ
OG0001939	LOC5571823|XP_001659955.1|AAEG, LOC5571824|XP_001659956.1|AAEG	LOC118876777|XP_036669173.1|DSUZ
OG0001940	LOC5578975|XP_021697211.1|AAEG	LOC108009302|XP_016929038.1|DSUZ
OG0001941	LOC5577574|XP_001663445.2|AAEG	LOC108012412|XP_036670295.1|DSUZ
OG0001942	LOC5565244|XP_021697467.1|AAEG, LOC5574904|XP_001661710.2|AAEG	LOC108018030|XP_016940888.1|DSUZ
OG0001943	LOC110675827|XP_021697395.1|AAEG	LOC108007495|XP_016926666.2|DSUZ
OG0001944	LOC5565994|XP_001650362.2|AAEG	LOC108013123|XP_016934288.1|DSUZ
OG0001945	LOC5575250|XP_021697553.1|AAEG	LOC108009537|XP_036669077.1|DSUZ
OG0001946	LOC5572759|XP_001660580.2|AAEG	LOC108018123|XP_016941051.1|DSUZ
OG0001947	LOC110675915|XP_021697633.1|AAEG, LOC5572761|XP_021712888.1|AAEG	LOC108008222|XP_016927502.1|DSUZ
OG0001948	LOC5573420|XP_001654595.2|AAEG	LOC108010450|XP_016930802.1|DSUZ
OG0001949	LOC5575138|XP_021697912.1|AAEG	LOC108013300|XP_036670975.1|DSUZ
OG0001950	LOC5564815|XP_021697926.1|AAEG	LOC108016269|XP_036674885.1|DSUZ
OG0001951	LOC5564736|XP_021698057.1|AAEG	LOC108009248|XP_016928914.1|DSUZ
OG0001952	LOC5568132|XP_021698130.1|AAEG	LOC108011921|XP_036678285.1|DSUZ
OG0001953	LOC5571480|XP_021698235.1|AAEG	LOC108009891|XP_016930098.1|DSUZ
OG0001954	LOC5563832|XP_021698302.1|AAEG	LOC108009281|XP_036669371.1|DSUZ
OG0001955	LOC5576039|XP_001662377.1|AAEG	LOC108008289|XP_016927589.1|DSUZ
OG0001956	LOC5576036|XP_021698320.1|AAEG	LOC108013238|XP_016934463.1|DSUZ
OG0001957	LOC5564212|XP_001648594.1|AAEG	LOC108009131|XP_016928723.1|DSUZ
OG0001958	LOC5569618|XP_021698469.1|AAEG	LOC108018040|XP_016940916.1|DSUZ
OG0001959	LOC5577966|XP_021698584.1|AAEG, LOC5575279|XP_021704623.1|AAEG	LOC108005800|XP_016924619.1|DSUZ
OG0001960	LOC5576957|XP_021698653.1|AAEG	LOC108012832|XP_016933786.1|DSUZ
OG0001961	LOC5572304|XP_021698709.1|AAEG	LOC108010279|XP_016930635.1|DSUZ
OG0001962	LOC5572270|XP_021698749.1|AAEG	LOC108010227|XP_016930561.1|DSUZ
OG0001963	LOC5574335|XP_001661369.2|AAEG	LOC108006680|XP_016925707.2|DSUZ
OG0001964	LOC110677712|XP_021704551.1|AAEG, LOC5563554|XP_021699088.1|AAEG	LOC108005903|XP_016924794.2|DSUZ
OG0001966	LOC5572494|XP_001660440.2|AAEG, LOC5568681|XP_001658084.2|AAEG	LOC108017350|XP_016939872.2|DSUZ
OG0001967	LOC5578856|XP_021699344.1|AAEG	LOC108008516|XP_016927873.1|DSUZ
OG0001968	LOC5578863|XP_001664072.2|AAEG	LOC108012480|XP_036671849.1|DSUZ
OG0001969	LOC5572859|XP_021699398.1|AAEG	LOC108018128|XP_016941058.1|DSUZ
OG0001970	LOC5575914|XP_001655906.1|AAEG	LOC108009960|XP_016930209.1|DSUZ
OG0001971	LOC5563933|XP_021699532.1|AAEG, LOC110676342|XP_021699535.1|AAEG	LOC108017902|XP_016940561.1|DSUZ
OG0001972	LOC5570728|XP_001659320.1|AAEG	LOC108017702|XP_016940300.1|DSUZ
OG0001973	LOC23687899|XP_021699564.1|AAEG	LOC108008207|XP_036669179.1|DSUZ
OG0001974	LOC5569574|XP_001658635.1|AAEG	LOC108009325|XP_016929084.1|DSUZ
OG0001975	LOC110676393|XP_021699804.1|AAEG	LOC108012728|XP_016933649.1|DSUZ
OG0001976	LOC5574834|XP_001661657.1|AAEG	LOC108008092|XP_016927370.2|DSUZ
OG0001977	LOC5575445|XP_021700364.1|AAEG	LOC108015108|XP_036678553.1|DSUZ
OG0001978	LOC5578159|XP_001663732.1|AAEG	LOC108021800|XP_016946095.1|DSUZ
OG0001979	LOC5580329|XP_001663282.1|AAEG	LOC108019065|XP_016942195.1|DSUZ
OG0001980	LOC110676547|XP_021700527.1|AAEG, LOC5578362|XP_001656933.2|AAEG	LOC108004975|XP_016923579.1|DSUZ
OG0001982	LOC5570903|XP_001653381.1|AAEG	LOC108020456|XP_036677972.1|DSUZ, LOC118879091|XP_036677968.1|DSUZ, LOC118879092|XP_036677969.1|DSUZ, LOC108012064|XP_016932832.2|DSUZ
OG0001983	LOC5569680|XP_001652945.1|AAEG	LOC108018563|XP_036678222.1|DSUZ
OG0001984	LOC5572638|XP_001654135.1|AAEG	LOC118878448|XP_036677331.1|DSUZ, LOC118878456|XP_036677343.1|DSUZ, LOC118878454|XP_036677340.1|DSUZ, LOC108011880|XP_036677330.1|DSUZ, LOC118878440|XP_036677318.1|DSUZ
OG0001985	LOC110680287|XP_021711813.1|AAEG, LOC5565763|XP_021700900.1|AAEG, LOC110680285|XP_021711797.1|AAEG	LOC108015201|XP_016937019.1|DSUZ
OG0001986	LOC5564309|XP_001648656.2|AAEG	LOC108010656|XP_016931047.2|DSUZ
OG0001987	LOC110680374|XP_021711872.1|AAEG, LOC5572849|XP_021711343.1|AAEG, LOC5566255|XP_021700957.1|AAEG	LOC108015132|XP_016936884.1|DSUZ
OG0001988	LOC5574483|XP_021701245.1|AAEG	LOC108009254|XP_036669689.1|DSUZ
OG0001989	LOC5574486|XP_001655150.2|AAEG	LOC108021350|XP_016945522.1|DSUZ
OG0001990	LOC5574491|XP_021695288.1|AAEG	LOC108007623|XP_036669657.1|DSUZ
OG0001991	LOC5568825|XP_021701340.1|AAEG	LOC108016516|XP_036677643.1|DSUZ
OG0001992	LOC5564970|XP_021701369.1|AAEG	LOC108019874|XP_036671647.1|DSUZ
OG0001993	LOC5573790|XP_001661042.1|AAEG, LOC5564972|XP_001649329.1|AAEG	LOC108021459|XP_016945679.1|DSUZ
OG0001994	LOC5578318|XP_021701535.1|AAEG	LOC108007811|XP_036674621.1|DSUZ
OG0001995	LOC5579212|XP_001664294.2|AAEG	LOC108021066|XP_016945067.1|DSUZ
OG0001996	LOC5575210|XP_021701890.1|AAEG	LOC108021379|XP_036676561.1|DSUZ
OG0001997	LOC5578032|XP_001663654.1|AAEG	LOC108009198|XP_016928845.1|DSUZ
OG0001998	LOC5569849|XP_021701970.1|AAEG	LOC108009194|XP_016928835.1|DSUZ
OG0001999	LOC5565997|XP_021702090.1|AAEG	LOC108009896|XP_016930103.1|DSUZ
OG0002000	LOC110676888|XP_021702136.1|AAEG	LOC108008228|XP_016927511.1|DSUZ
OG0002001	LOC5570817|XP_021702205.1|AAEG	LOC108016511|XP_016938677.1|DSUZ
OG0002002	LOC5577613|XP_001656607.2|AAEG	LOC108008411|XP_016927746.1|DSUZ
OG0002003	LOC5577626|XP_021702248.1|AAEG	LOC108018956|XP_016942048.1|DSUZ
OG0002004	LOC5575148|XP_001655525.2|AAEG	LOC108021451|XP_016945666.1|DSUZ
OG0002005	LOC5572463|XP_021702484.1|AAEG	LOC108021005|XP_016944967.1|DSUZ
OG0002006	LOC5565314|XP_021702525.1|AAEG	LOC108017753|XP_016940358.1|DSUZ
OG0002007	LOC5568618|XP_001652452.1|AAEG	LOC108021314|XP_016945457.1|DSUZ
OG0002008	LOC5577545|XP_021702797.1|AAEG	LOC108020374|XP_016944099.1|DSUZ
OG0002009	LOC5564025|XP_001648348.3|AAEG	LOC108008515|XP_016927872.1|DSUZ
OG0002010	LOC5577897|XP_001656695.1|AAEG	LOC108018899|XP_036678591.1|DSUZ
OG0002011	LOC110676987|XP_021702915.1|AAEG, LOC5573181|XP_001660798.1|AAEG	LOC108005823|XP_016924649.1|DSUZ
OG0002012	LOC5575841|XP_021702942.1|AAEG	LOC108014981|XP_016936694.1|DSUZ
OG0002013	LOC5568759|XP_021702968.1|AAEG	LOC108021672|XP_036678665.1|DSUZ
OG0002014	LOC5568940|XP_021703175.1|AAEG	LOC108008355|XP_016927675.1|DSUZ
OG0002015	LOC5573896|XP_001654930.1|AAEG	LOC108005933|XP_016924836.2|DSUZ
OG0002016	LOC5572070|XP_021711903.1|AAEG, LOC5572069|XP_021703577.1|AAEG	LOC108018047|XP_016940926.1|DSUZ
OG0002017	LOC5572370|XP_021703595.1|AAEG	LOC108021112|XP_016945147.1|DSUZ
OG0002018	LOC5564935|XP_001649274.2|AAEG	LOC108019105|XP_016942305.1|DSUZ
OG0002019	LOC5565904|XP_021703806.1|AAEG	LOC108018691|XP_016941757.1|DSUZ
OG0002020	LOC5569705|XP_001658696.2|AAEG	LOC108005077|XP_016923710.1|DSUZ
OG0002021	LOC5569712|XP_021703870.1|AAEG	LOC108009285|XP_016929003.1|DSUZ
OG0002022	LOC5568180|XP_021703905.1|AAEG, LOC5578480|XP_021708702.1|AAEG	LOC108021030|XP_016945007.1|DSUZ
OG0002023	LOC5564528|XP_001648863.2|AAEG, LOC5575671|XP_001662131.2|AAEG	LOC108014135|XP_036673904.1|DSUZ
OG0002024	LOC5569515|XP_021704011.1|AAEG	LOC108017977|XP_016940795.1|DSUZ
OG0002025	LOC110677254|XP_021704066.1|AAEG	LOC108019008|XP_036677716.1|DSUZ
OG0002026	LOC5568423|XP_021710375.1|AAEG	LOC108007455|XP_016926612.2|DSUZ
OG0002027	LOC5564326|XP_021708868.1|AAEG, LOC110681294|XP_021712747.1|AAEG	LOC108008116|XP_036669406.1|DSUZ
OG0002028	LOC5564319|XP_001648667.1|AAEG	LOC108009466|XP_016929334.1|DSUZ
OG0002029	LOC5570130|XP_021706330.1|AAEG	LOC108011460|XP_016932095.2|DSUZ
OG0002030	LOC5573830|XP_021707251.1|AAEG, LOC5576485|XP_001662678.2|AAEG	LOC108008639|XP_016928007.1|DSUZ
OG0002031	LOC5578200|XP_021707480.1|AAEG, LOC5577974|XP_021704605.1|AAEG	LOC108019610|XP_016942980.2|DSUZ
OG0002032	LOC5566411|XP_021707212.1|AAEG	LOC108008009|XP_036672636.1|DSUZ
OG0002033	LOC5577434|XP_021710157.1|AAEG	LOC108021788|XP_036677054.1|DSUZ
OG0002034	LOC110680774|XP_021712249.1|AAEG, LOC5578948|XP_021708225.1|AAEG	LOC108014971|XP_016936680.2|DSUZ
OG0002035	LOC5567371|XP_001657386.1|AAEG	LOC108007956|XP_016927214.2|DSUZ
OG0002036	LOC5580311|XP_021709149.1|AAEG	LOC118877875|XP_036674108.1|DSUZ, LOC108013906|XP_036674040.1|DSUZ
OG0002037	LOC5573964|XP_011493566.1|AAEG	LOC108020028|XP_016943603.1|DSUZ
OG0002038	LOC5579885|XP_001657864.1|AAEG	LOC108005030|XP_016923654.2|DSUZ, LOC118877561|XP_036672640.1|DSUZ
OG0002039	LOC5579021|XP_001664201.1|AAEG	LOC108007258|XP_016926386.1|DSUZ
OG0002040	LOC5567539|XP_001657534.2|AAEG	LOC108017088|XP_016939536.1|DSUZ
OG0002041	LOC5574220|XP_021705038.1|AAEG	LOC108019800|XP_036669725.1|DSUZ
OG0002042	LOC110678184|XP_021706499.1|AAEG, LOC5567149|XP_001651571.2|AAEG	LOC108017123|XP_016939576.1|DSUZ
OG0002043	LOC5566845|XP_021707045.1|AAEG	LOC108006730|XP_016925762.2|DSUZ
OG0002044	LOC5569098|XP_021704479.1|AAEG	LOC108016077|XP_016938159.2|DSUZ
OG0002045	LOC5575783|XP_021711581.1|AAEG	LOC108012222|XP_036673080.1|DSUZ
OG0002046	LOC5567251|XP_011493309.1|AAEG, LOC110678538|XP_021707230.1|AAEG	LOC108005498|XP_016924291.1|DSUZ, LOC108011210|XP_016931791.1|DSUZ
