Orthogroup	AAEG.longest_only	DBIA.longest_only
OG0001047	LOC110680988|XP_021712449.1|AAEG, LOC5571772|XP_021695747.1|AAEG	LOC108029631|XP_016957516.1|DBIA
OG0001048	LOC5571275|XP_021695905.1|AAEG	LOC108022644|XP_016947188.1|DBIA
OG0001049	LOC110675977|XP_021697855.1|AAEG	LOC108035412|XP_016966522.1|DBIA
OG0001050	LOC5573704|XP_021698920.1|AAEG	LOC108035006|XP_016965838.1|DBIA
OG0001051	LOC5573846|XP_001654884.2|AAEG	LOC108032488|XP_016961797.1|DBIA
OG0001052	LOC5568617|XP_001652449.1|AAEG	LOC108036154|XP_016967634.1|DBIA
OG0001053	LOC5571894|XP_001653808.2|AAEG	LOC108021969|XP_016946296.1|DBIA
OG0001054	LOC5574413|XP_001655120.1|AAEG	LOC108032190|XP_016961535.1|DBIA, LOC108032191|XP_016961536.1|DBIA
OG0001055	LOC5567606|XP_001657583.2|AAEG	LOC108025422|XP_016951395.1|DBIA, LOC108025497|XP_016951500.1|DBIA
OG0001056	LOC5570986|XP_001659451.2|AAEG	LOC108033422|XP_016963232.1|DBIA, LOC108025779|XP_016951883.1|DBIA
OG0001057	LOC5571397|XP_001653648.2|AAEG	LOC108032656|XP_016962101.1|DBIA
OG0001058	LOC5570053|XP_021707851.1|AAEG	LOC108024810|XP_016950422.1|DBIA
OG0001059	LOC5577278|XP_021706770.1|AAEG, LOC5577282|XP_001663322.2|AAEG	LOC108035869|XP_016967107.1|DBIA
OG0001072	LOC110674795|XP_021694845.1|AAEG	LOC108023375|XP_016948267.1|DBIA
OG0001073	LOC5563637|XP_021708988.1|AAEG, LOC5569408|XP_021703075.1|AAEG, LOC5578273|XP_021694310.1|AAEG, LOC5564186|XP_021708718.1|AAEG	LOC108025214|XP_016951050.1|DBIA
OG0001074	LOC5568441|XP_001652273.1|AAEG	LOC108029777|XP_016957776.1|DBIA
OG0001076	LOC110676868|XP_021702024.1|AAEG, LOC110675167|XP_021695246.1|AAEG, LOC110675148|XP_021695222.1|AAEG, LOC110676784|XP_021701631.1|AAEG, LOC5575444|XP_021700366.1|AAEG, LOC110674309|XP_021694287.1|AAEG, LOC110679183|XP_021708974.1|AAEG	LOC108035860|XP_016967094.1|DBIA
OG0001077	LOC5578932|XP_021693197.1|AAEG, LOC110680824|XP_021712296.1|AAEG	LOC108031811|XP_016961028.1|DBIA
OG0001078	LOC5565588|XP_001649970.1|AAEG, LOC5573424|XP_021697821.1|AAEG	LOC108035811|XP_016967047.1|DBIA
OG0001079	LOC5575758|XP_001662179.2|AAEG	LOC108035059|XP_016965934.1|DBIA
OG0001080	LOC5563731|XP_001648022.2|AAEG	LOC108029088|XP_016956669.1|DBIA
OG0001081	LOC5571775|XP_001659906.2|AAEG, LOC5568116|XP_001652055.1|AAEG	LOC108031538|XP_016960564.1|DBIA
OG0001082	LOC5572898|XP_001654240.1|AAEG	LOC108022875|XP_016947557.1|DBIA
OG0001083	LOC5566297|XP_001650674.2|AAEG	LOC108035478|XP_016966617.1|DBIA
OG0001084	LOC5567273|XP_021707529.1|AAEG, LOC5565651|XP_021696900.1|AAEG	LOC108030069|XP_016958159.1|DBIA
OG0001086	LOC5573548|XP_001654683.1|AAEG	LOC108031172|XP_016959881.1|DBIA, LOC108026537|XP_016952974.1|DBIA
OG0001087	LOC110681082|XP_021712548.1|AAEG, LOC110681081|XP_021712547.1|AAEG, LOC5578606|XP_021697940.1|AAEG, LOC5565122|XP_021712549.1|AAEG	LOC108034016|XP_016964239.1|DBIA, LOC108033872|XP_016964003.1|DBIA
OG0001088	LOC5574153|XP_001655060.1|AAEG, LOC5574154|XP_021698437.1|AAEG, LOC110676121|XP_021698436.1|AAEG, LOC5566830|XP_001651230.2|AAEG	LOC108030787|XP_016959355.1|DBIA
OG0001089	LOC5573682|XP_001661004.2|AAEG	LOC108035611|XP_016966785.1|DBIA
OG0001090	LOC5577314|XP_021699017.1|AAEG, LOC5578577|XP_021699015.1|AAEG, LOC5574562|XP_021699013.1|AAEG	LOC108035682|XP_016966882.1|DBIA
OG0001092	LOC5570895|XP_021700677.1|AAEG	LOC108029282|XP_016956970.1|DBIA
OG0001093	LOC110680777|XP_021712253.1|AAEG, LOC110676568|XP_021700678.1|AAEG, LOC5572918|XP_001654252.1|AAEG	LOC108032377|XP_016961687.1|DBIA
OG0001094	LOC5565811|XP_021695262.1|AAEG	LOC108034147|XP_016964435.1|DBIA, LOC108033427|XP_016963239.1|DBIA
OG0001095	LOC23687873|XP_021701025.1|AAEG, LOC5565367|XP_001649745.1|AAEG, LOC5565366|XP_021701024.1|AAEG	LOC108036587|XP_016968332.1|DBIA
OG0001096	LOC5571654|XP_021701198.1|AAEG	LOC108036414|XP_016968033.1|DBIA, LOC108034072|XP_016964320.1|DBIA
OG0001097	LOC5570690|XP_001659280.2|AAEG	LOC108021860|XP_016946138.1|DBIA, LOC108026758|XP_016953387.1|DBIA
OG0001098	LOC5567389|XP_001651791.1|AAEG	LOC108030595|XP_016959063.1|DBIA
OG0001099	LOC5579278|XP_001647586.2|AAEG	LOC108028764|XP_016956228.1|DBIA
OG0001100	LOC5575334|XP_001655711.1|AAEG	LOC108030487|XP_016958857.1|DBIA
OG0001101	LOC5578976|XP_021704495.1|AAEG	LOC108022546|XP_016947019.1|DBIA
OG0001102	LOC5572716|XP_021705283.1|AAEG, LOC5577310|XP_021711284.1|AAEG	LOC108035360|XP_016966447.1|DBIA
OG0001103	LOC5578111|XP_001656809.1|AAEG, LOC5578112|XP_001656810.1|AAEG	LOC108023404|XP_016948347.1|DBIA
OG0001104	LOC5566543|XP_001650938.1|AAEG, LOC110680201|XP_021711712.1|AAEG	LOC108022836|XP_016947495.1|DBIA
OG0001105	LOC5566551|XP_001650928.1|AAEG	LOC108022256|XP_016946604.1|DBIA, LOC108024099|XP_016949364.1|DBIA
OG0001106	LOC5565423|XP_001649806.1|AAEG, LOC5565437|XP_021710521.1|AAEG	LOC108024899|XP_016950537.1|DBIA
OG0001118	LOC5576587|XP_001656164.1|AAEG	LOC108025727|XP_016951793.1|DBIA
OG0001119	LOC5578575|XP_001663964.2|AAEG, LOC5578993|XP_001664172.2|AAEG	LOC108035862|XP_016967097.1|DBIA, LOC108027956|XP_016955071.1|DBIA
OG0001120	LOC5579964|XP_021694051.1|AAEG, LOC5579967|XP_021694034.1|AAEG	LOC108032108|XP_016961427.1|DBIA
OG0001122	LOC5580002|XP_021696287.1|AAEG	LOC108030625|XP_016959120.1|DBIA
OG0001124	LOC5566358|XP_011493024.2|AAEG	LOC108025347|XP_016951292.1|DBIA
OG0001125	LOC5564459|XP_001648807.1|AAEG, LOC5564448|XP_021697773.1|AAEG	LOC108032185|XP_016961529.1|DBIA
OG0001127	LOC110676270|XP_021699174.1|AAEG, LOC5577767|XP_001663540.2|AAEG	LOC108034433|XP_016964807.1|DBIA
OG0001128	LOC5569022|XP_021699805.1|AAEG, LOC5568978|XP_001658266.2|AAEG, LOC110680432|XP_021711921.1|AAEG	LOC108022996|XP_016947714.1|DBIA
OG0001129	LOC5580253|XP_021700216.1|AAEG	LOC108021913|XP_016946225.1|DBIA
OG0001130	LOC5565380|XP_001649719.1|AAEG	LOC108035315|XP_016966382.1|DBIA, LOC108024771|XP_016950412.1|DBIA
OG0001131	LOC5569186|XP_021701055.1|AAEG, LOC5569188|XP_021701062.1|AAEG, LOC5569187|XP_021701057.1|AAEG	LOC108035984|XP_016967317.1|DBIA
OG0001133	LOC5567743|XP_021702162.1|AAEG	LOC108033813|XP_016963923.1|DBIA
OG0001134	LOC5566394|XP_001650777.2|AAEG	LOC108026831|XP_016953491.1|DBIA
OG0001135	LOC110681483|XP_021712937.1|AAEG, LOC5577456|XP_001663382.1|AAEG, LOC5578027|XP_001656767.1|AAEG	LOC108031327|XP_016960066.1|DBIA
OG0001136	LOC5576263|XP_021705682.1|AAEG	LOC108031335|XP_016960077.1|DBIA
OG0001137	LOC110680734|XP_021712217.1|AAEG, LOC5578514|XP_001663904.1|AAEG	LOC108031025|XP_016959714.1|DBIA
OG0001138	LOC5572135|XP_021705094.1|AAEG	LOC108029097|XP_016956681.1|DBIA
OG0001139	LOC5574958|XP_021709947.1|AAEG	LOC108028099|XP_016955233.1|DBIA, LOC108036641|XP_016968443.1|DBIA, LOC108036682|XP_016968452.1|DBIA, LOC108036828|XP_016968662.1|DBIA
OG0001153	LOC110679098|XP_021708772.1|AAEG	LOC108026889|XP_016953582.1|DBIA
OG0001154	LOC5568239|XP_021701587.1|AAEG, LOC5570838|XP_021694225.1|AAEG, LOC110679193|XP_021708992.1|AAEG, LOC23687831|XP_021702807.1|AAEG, LOC110676973|XP_021702808.1|AAEG, LOC5576517|XP_001662707.2|AAEG, LOC5571238|XP_021704526.1|AAEG, LOC5573547|XP_001654682.2|AAEG, LOC5568242|XP_021712402.1|AAEG, LOC110675196|XP_021695299.1|AAEG, LOC110675139|XP_021695212.1|AAEG	LOC108034834|XP_016965442.1|DBIA
OG0001155	LOC5572551|XP_021698157.1|AAEG	LOC108023631|XP_016948733.1|DBIA
OG0001157	LOC5575867|XP_021704769.1|AAEG	LOC108024110|XP_016949380.1|DBIA
OG0001158	LOC5579227|XP_001664307.1|AAEG	LOC108034152|XP_016964440.1|DBIA
OG0001159	LOC5577246|XP_021710377.1|AAEG	LOC108026209|XP_016952507.1|DBIA
OG0001160	LOC5577411|XP_001656491.2|AAEG	LOC108031492|XP_016960474.1|DBIA
OG0001161	LOC5566642|XP_021711748.1|AAEG	LOC108031325|XP_016960062.1|DBIA
OG0001162	LOC5576344|XP_021693313.1|AAEG	LOC108024735|XP_016950320.1|DBIA
OG0001164	LOC5575602|XP_001662091.2|AAEG	LOC108031431|XP_016960331.1|DBIA
OG0001165	LOC5565600|XP_021693794.1|AAEG	LOC108022478|XP_016946918.1|DBIA
OG0001167	LOC5577554|XP_021696671.1|AAEG	LOC108022176|XP_016946512.1|DBIA
OG0001168	LOC5572693|XP_001660512.1|AAEG	LOC108030228|XP_016958507.1|DBIA
OG0001169	LOC5567092|XP_021697463.1|AAEG, LOC5566849|XP_001651270.2|AAEG	LOC108033198|XP_016962933.1|DBIA
OG0001170	LOC5568877|XP_001652599.2|AAEG	LOC108024718|XP_016950298.1|DBIA
OG0001171	LOC5572977|XP_021698415.1|AAEG	LOC108029333|XP_016957018.1|DBIA
OG0001172	LOC5566033|XP_021698883.1|AAEG	LOC108022456|XP_016946853.1|DBIA
OG0001173	LOC5576977|XP_001663072.2|AAEG	LOC108023855|XP_016948991.1|DBIA
OG0001174	LOC5569279|XP_001652811.1|AAEG	LOC108028277|XP_016955470.1|DBIA, LOC108028523|XP_016955895.1|DBIA
OG0001175	LOC5574385|XP_001661410.2|AAEG	LOC108023107|XP_016947862.1|DBIA
OG0001176	LOC5571149|XP_021700283.1|AAEG	LOC108036220|XP_016967701.1|DBIA
OG0001177	LOC5569526|XP_021704024.1|AAEG	LOC108033344|XP_016963136.1|DBIA
OG0001178	LOC110676927|XP_021702495.1|AAEG	LOC108022948|XP_016947653.1|DBIA
OG0001179	LOC5577540|XP_001656556.3|AAEG	LOC108030181|XP_016958416.1|DBIA
OG0001180	LOC5568068|XP_001652002.1|AAEG	LOC108024915|XP_016950603.1|DBIA
OG0001181	LOC5575371|XP_001661902.2|AAEG	LOC108030664|XP_016959177.1|DBIA
OG0001182	LOC5571228|XP_001653528.1|AAEG, LOC5571227|XP_021707004.1|AAEG	LOC108024650|XP_016950197.1|DBIA
OG0001183	LOC5564518|XP_021705619.1|AAEG	LOC108026249|XP_016952581.1|DBIA
OG0001185	LOC5575995|XP_021707351.1|AAEG	LOC108030946|XP_016959634.1|DBIA, LOC108031371|XP_016960179.1|DBIA
OG0001186	LOC5568008|XP_021708299.1|AAEG	LOC108027198|XP_016953994.1|DBIA
OG0001187	LOC5578526|XP_001663917.1|AAEG, LOC5578524|XP_001663915.2|AAEG	LOC108022866|XP_016947533.1|DBIA
OG0001188	LOC5579654|XP_001648128.2|AAEG	LOC108029644|XP_016957542.1|DBIA
OG0001189	LOC5565498|XP_021705339.1|AAEG, LOC5568971|XP_001652631.2|AAEG	LOC108023037|XP_016947767.1|DBIA
OG0001190	LOC5565484|XP_021707036.1|AAEG, LOC110680425|XP_021711915.1|AAEG, LOC5565483|XP_021706750.1|AAEG	LOC108033393|XP_016963204.1|DBIA
OG0001191	LOC5574691|XP_021708304.1|AAEG, LOC5574688|XP_021707897.1|AAEG	LOC108032794|XP_016962288.1|DBIA
OG0001192	LOC5563930|XP_021705115.1|AAEG	LOC108033368|XP_016963172.1|DBIA
OG0001193	LOC5572088|XP_001660168.1|AAEG, LOC110680475|XP_021711974.1|AAEG	LOC108032209|XP_016961558.1|DBIA
OG0001194	LOC5578080|XP_001656773.1|AAEG	LOC108023567|XP_016948647.1|DBIA
OG0001195	LOC5568267|XP_001657964.2|AAEG	LOC108029787|XP_016957786.1|DBIA
OG0001201	LOC5564649|XP_001648985.2|AAEG, LOC5572031|XP_001660136.1|AAEG, LOC110678423|XP_021706974.1|AAEG, LOC5564633|XP_001648987.2|AAEG	LOC108026346|XP_016952740.1|DBIA
OG0001202	LOC5572017|XP_001660128.1|AAEG	LOC108027181|XP_016953965.1|DBIA
OG0001203	LOC5574322|XP_021694574.1|AAEG, LOC110681443|XP_021712896.1|AAEG, LOC110674735|XP_021694562.1|AAEG	LOC108036025|XP_016967445.1|DBIA
OG0001204	LOC5574716|XP_001655300.2|AAEG	LOC108032662|XP_016962112.1|DBIA
OG0001205	LOC5575088|XP_001661798.1|AAEG	LOC108027289|XP_016954168.1|DBIA
OG0001206	LOC5572256|XP_021695027.1|AAEG	LOC108031508|XP_016960506.1|DBIA
OG0001207	LOC5578378|XP_021695131.1|AAEG	LOC108023955|XP_016949148.1|DBIA
OG0001208	LOC5576373|XP_021695474.1|AAEG	LOC108027557|XP_016954518.1|DBIA
OG0001209	LOC5579262|XP_021696013.1|AAEG, LOC5571213|XP_021696002.1|AAEG	LOC108025654|XP_016951685.1|DBIA
OG0001210	LOC5576886|XP_021703422.1|AAEG, LOC5576881|XP_021703451.1|AAEG	LOC108025896|XP_016952067.1|DBIA
OG0001212	LOC5580010|XP_001653890.2|AAEG	LOC108024031|XP_016949290.1|DBIA
OG0001213	LOC5564694|XP_021692994.1|AAEG, LOC5564683|XP_001649031.3|AAEG, LOC5564679|XP_001649029.3|AAEG, LOC5564684|XP_001649030.2|AAEG	LOC108025518|XP_016951528.1|DBIA
OG0001214	LOC5576401|XP_001662611.1|AAEG	LOC108032004|XP_016961291.1|DBIA
OG0001215	LOC5573442|XP_021693624.1|AAEG, LOC5573437|XP_021693618.1|AAEG	LOC108027342|XP_016954243.1|DBIA
OG0001216	LOC5564193|XP_001648534.2|AAEG, LOC5576567|XP_021693630.1|AAEG	LOC108024651|XP_016950199.1|DBIA
OG0001217	LOC5564004|XP_021693760.1|AAEG	LOC108023210|XP_016948004.1|DBIA, LOC108034371|XP_016964747.1|DBIA
OG0001218	LOC5578916|XP_001657200.2|AAEG, LOC110674344|XP_021694332.1|AAEG	LOC108024411|XP_016949816.1|DBIA
OG0001220	LOC5568477|XP_001652310.1|AAEG, LOC5568476|XP_021695984.1|AAEG	LOC108029895|XP_016957873.1|DBIA
OG0001221	LOC23687552|XP_021696190.1|AAEG, LOC5579458|XP_021696193.1|AAEG, LOC110676294|XP_021699295.1|AAEG, LOC110676293|XP_021699294.1|AAEG	LOC108022848|XP_016947509.1|DBIA
OG0001223	LOC5576043|XP_001662373.2|AAEG	LOC108035983|XP_016967358.1|DBIA
OG0001224	LOC5566003|XP_001650391.2|AAEG	LOC108036707|XP_016968498.1|DBIA
OG0001224	LOC110681315|XP_021712765.1|AAEG, LOC5565487|XP_001649850.1|AAEG	LOC108036228|XP_016967728.1|DBIA
OG0001225	LOC5575931|XP_021699426.1|AAEG, LOC5575933|XP_001655925.2|AAEG	LOC108030210|XP_016958459.1|DBIA
OG0001226	LOC5578269|XP_001663796.1|AAEG	LOC108022587|XP_016947103.1|DBIA
OG0001227	LOC5574306|XP_001655087.1|AAEG	LOC108033453|XP_016963276.1|DBIA, LOC108033240|XP_016962995.1|DBIA
OG0001228	LOC5572246|XP_001653940.1|AAEG	LOC108032986|XP_016962553.1|DBIA
OG0001229	LOC5572327|XP_021701837.1|AAEG	LOC108032733|XP_016962206.1|DBIA, LOC108030945|XP_016959633.1|DBIA, LOC108032682|XP_016962150.1|DBIA
OG0001230	LOC5564611|XP_021701962.1|AAEG	LOC108036481|XP_016968151.1|DBIA
OG0001231	LOC5576034|XP_001655975.1|AAEG	LOC108030491|XP_016958866.1|DBIA
OG0001232	LOC5573898|XP_001654934.2|AAEG	LOC108036703|XP_016968486.1|DBIA
OG0001233	LOC5573900|XP_021703334.1|AAEG	LOC108033321|XP_016963089.1|DBIA
OG0001234	LOC5567996|XP_001657823.1|AAEG	LOC108036538|XP_016968251.1|DBIA
OG0001235	LOC5568075|XP_001652011.2|AAEG, LOC5568073|XP_011493035.2|AAEG	LOC108029136|XP_016956748.1|DBIA
OG0001236	LOC5575375|XP_021706184.1|AAEG, LOC110681257|XP_021712720.1|AAEG	LOC108028394|XP_016955696.1|DBIA, LOC108028398|XP_016955699.1|DBIA, LOC108028399|XP_016955703.1|DBIA
OG0001237	LOC5579027|XP_021708950.1|AAEG	LOC108034531|XP_016964946.1|DBIA, LOC108031349|XP_016960103.1|DBIA
OG0001238	LOC5573338|XP_021705177.1|AAEG	LOC108025285|XP_016951151.1|DBIA
OG0001239	LOC5570022|XP_021709007.1|AAEG, LOC5565203|XP_021706967.1|AAEG, LOC5577994|XP_021707759.1|AAEG	LOC108031735|XP_016960906.1|DBIA
OG0001240	LOC5575403|XP_001661923.2|AAEG, LOC5575404|XP_021707219.1|AAEG, LOC5575406|XP_021707233.1|AAEG	LOC108025555|XP_016951578.1|DBIA
OG0001241	LOC5573887|XP_021709538.1|AAEG	LOC108022337|XP_016946688.1|DBIA
OG0001242	LOC5563955|XP_001648308.1|AAEG	LOC108028561|XP_016955956.1|DBIA, LOC108025769|XP_016951855.1|DBIA
OG0001244	LOC110677631|XP_021704120.1|AAEG	LOC108024371|XP_016949763.1|DBIA
OG0001245	LOC5574238|XP_001661286.2|AAEG	LOC108031044|XP_016959734.1|DBIA
OG0001246	LOC5566857|XP_021710437.1|AAEG, LOC5566854|XP_001651279.2|AAEG, LOC5566856|XP_001651282.2|AAEG	LOC108026538|XP_016952975.1|DBIA
OG0001247	LOC5566538|XP_021708940.1|AAEG	LOC108036882|XP_016968746.1|DBIA
OG0001248	LOC5565422|XP_021710530.1|AAEG	LOC108031009|XP_016959701.1|DBIA
OG0001249	LOC5569493|XP_021711683.1|AAEG	LOC108036325|XP_016967831.1|DBIA
OG0001257	LOC5574316|XP_021694563.1|AAEG	LOC108035914|XP_016967189.1|DBIA
OG0001258	LOC5577550|XP_001663426.1|AAEG	LOC108031944|XP_016961213.1|DBIA
OG0001259	LOC5573522|XP_021703730.1|AAEG, LOC110678884|XP_021708156.1|AAEG	LOC108023590|XP_016948681.1|DBIA
OG0001260	LOC5571803|XP_001659934.2|AAEG, LOC5571799|XP_021709524.1|AAEG	LOC108031595|XP_016960660.1|DBIA
OG0001261	LOC5572383|XP_001654039.1|AAEG	LOC108027609|XP_016954619.1|DBIA
OG0001263	LOC5572162|XP_021701521.1|AAEG	LOC108031993|XP_016961276.1|DBIA
OG0001264	LOC5575506|XP_021702723.1|AAEG, LOC5576313|XP_021702589.1|AAEG	LOC108029105|XP_016956698.1|DBIA
OG0001265	LOC110677665|XP_021704331.1|AAEG	LOC108023490|XP_016948503.1|DBIA
OG0001266	LOC110681386|XP_021712818.1|AAEG, LOC5575369|XP_001661899.2|AAEG, LOC5565134|XP_021710211.1|AAEG, LOC110680911|XP_021712391.1|AAEG, LOC5566192|XP_021712276.1|AAEG	LOC108026878|XP_016953559.1|DBIA
OG0001267	LOC5577500|XP_021711550.1|AAEG, LOC5577506|XP_021711759.1|AAEG	LOC108031938|XP_016961207.1|DBIA
OG0001269	LOC110680993|XP_021712453.1|AAEG	LOC108022387|XP_016946763.1|DBIA
OG0001269	LOC5578532|XP_001663924.1|AAEG	LOC108030084|XP_016958211.1|DBIA
OG0001270	LOC5579659|XP_021706346.1|AAEG, LOC5576400|XP_001662612.2|AAEG	LOC108027243|XP_016954082.1|DBIA
OG0001271	LOC110675398|XP_021696016.1|AAEG, LOC5573476|XP_021696019.1|AAEG	LOC108022814|XP_016947440.1|DBIA
OG0001272	LOC5576415|XP_001656118.2|AAEG	LOC108035327|XP_016966390.1|DBIA
OG0001273	LOC5568324|XP_001652203.1|AAEG, LOC5574558|XP_001661508.2|AAEG, LOC5579347|XP_001647653.1|AAEG	LOC108024444|XP_016949850.1|DBIA
OG0001274	LOC5573423|XP_021697822.1|AAEG, LOC5573422|XP_001654598.1|AAEG	LOC108028472|XP_016955823.1|DBIA
OG0001276	LOC5574001|XP_021698011.1|AAEG	LOC108035463|XP_016966598.1|DBIA
OG0001277	LOC5573676|XP_021698208.1|AAEG	LOC108034695|XP_016965124.1|DBIA
OG0001278	LOC5564225|XP_021698341.1|AAEG	LOC108034932|XP_016965679.1|DBIA
OG0001279	LOC110680939|XP_021712413.1|AAEG, LOC5564226|XP_001648567.1|AAEG	LOC108028182|XP_016955335.1|DBIA
OG0001280	LOC5570785|XP_001653294.1|AAEG	LOC108029516|XP_016957307.1|DBIA
OG0001281	LOC5574271|XP_021698956.1|AAEG, LOC5574268|XP_021698957.1|AAEG	LOC108035485|XP_016966625.1|DBIA
OG0001282	LOC5563618|XP_001647854.2|AAEG	LOC108027763|XP_016954810.1|DBIA
OG0001283	LOC5577288|XP_021699171.1|AAEG	LOC108036218|XP_016967699.1|DBIA
OG0001284	LOC5571151|XP_001653462.1|AAEG	LOC108027603|XP_016954616.1|DBIA, LOC108027594|XP_016954604.1|DBIA
OG0001285	LOC5569141|XP_001652750.1|AAEG, LOC5568649|XP_021700323.1|AAEG	LOC108030815|XP_016959408.1|DBIA
OG0001286	LOC5564989|XP_001649339.1|AAEG	LOC108034295|XP_016964646.1|DBIA
OG0001287	LOC110676842|XP_021701923.1|AAEG, LOC5577104|XP_021701924.1|AAEG, LOC5568562|XP_021710811.1|AAEG	LOC108032255|XP_016961608.1|DBIA
OG0001288	LOC5567008|XP_021703513.1|AAEG	LOC108029194|XP_016956859.1|DBIA
OG0001289	LOC5568175|XP_001652111.2|AAEG	LOC108033279|XP_016963034.1|DBIA
OG0001290	LOC110675257|XP_021695397.1|AAEG, LOC5569762|XP_021704073.1|AAEG	LOC108028949|XP_016956458.1|DBIA
OG0001291	LOC5566684|XP_001651086.1|AAEG	LOC108026738|XP_016953347.1|DBIA
OG0001292	LOC5568574|XP_021711516.1|AAEG, LOC5568577|XP_021711532.1|AAEG, LOC5570321|XP_001653147.2|AAEG	LOC108036368|XP_016967939.1|DBIA
OG0001293	LOC5571889|XP_001653807.1|AAEG	LOC108021971|XP_016946297.1|DBIA
OG0001294	LOC5575103|XP_001661825.1|AAEG	LOC108034648|XP_016965076.1|DBIA, LOC108024763|XP_016950365.1|DBIA
OG0001295	LOC5568526|XP_001652354.1|AAEG	LOC108033190|XP_016962921.1|DBIA
OG0001296	LOC5566412|XP_021706306.1|AAEG	LOC108030486|XP_016958856.1|DBIA
OG0001297	LOC110680522|XP_021712011.1|AAEG, LOC5570070|XP_001653056.1|AAEG	LOC108031742|XP_016960926.1|DBIA
OG0001298	LOC5567321|XP_021706418.1|AAEG, LOC5572310|XP_021710720.1|AAEG, LOC5578735|XP_021707558.1|AAEG	LOC108027437|XP_016954374.1|DBIA
OG0001299	LOC5574559|XP_021704813.1|AAEG, LOC5567394|XP_021706377.1|AAEG	LOC108035390|XP_016966491.1|DBIA
OG0001300	LOC5579186|XP_001664282.1|AAEG	LOC108024842|XP_016950469.1|DBIA
OG0001301	LOC5569995|XP_001658885.2|AAEG, LOC5569998|XP_021707205.1|AAEG	LOC108033378|XP_016963187.1|DBIA
OG0001302	LOC5564892|XP_021705408.1|AAEG	LOC108029755|XP_016957741.1|DBIA
OG0001303	LOC5575416|XP_001661937.2|AAEG	LOC108025344|XP_016951277.1|DBIA
OG0001304	LOC5572317|XP_021709111.1|AAEG	LOC108030192|XP_016958433.1|DBIA
OG0001305	LOC5569430|XP_021710293.1|AAEG	LOC108027314|XP_016954198.1|DBIA
OG0001306	LOC5575994|XP_021707386.1|AAEG	LOC108025565|XP_016951585.1|DBIA
OG0001307	LOC5569652|XP_001652914.1|AAEG, LOC110673996|XP_021712917.1|AAEG	LOC108028380|XP_016955665.1|DBIA
OG0001308	LOC5564183|XP_021710068.1|AAEG	LOC108023519|XP_016948555.1|DBIA
OG0001309	LOC5578478|XP_001657001.1|AAEG, LOC110678731|XP_021707688.1|AAEG, LOC5578477|XP_001657000.2|AAEG, LOC110678628|XP_021707438.1|AAEG	LOC108024074|XP_016949338.1|DBIA
OG0001311	LOC5569532|XP_021706093.1|AAEG	LOC108035769|XP_016966962.1|DBIA
OG0001312	LOC110680920|XP_021712398.1|AAEG, LOC5579662|XP_001648136.1|AAEG	LOC108028630|XP_016956040.1|DBIA
OG0001313	LOC5578093|XP_001656789.2|AAEG	LOC108022998|XP_016947718.1|DBIA
OG0001326	LOC5573308|XP_021709312.1|AAEG, LOC5569122|XP_021693345.1|AAEG, LOC5580073|XP_001654814.1|AAEG, LOC5564577|XP_001648938.1|AAEG	LOC108025465|XP_016951456.1|DBIA
OG0001328	LOC5575093|XP_001661817.1|AAEG, LOC5573724|XP_021694929.1|AAEG	LOC108025909|XP_016952082.1|DBIA
OG0001329	LOC5579474|XP_001647772.2|AAEG	LOC108036877|XP_016968742.1|DBIA, LOC108024037|XP_016949300.1|DBIA
OG0001330	LOC5565026|XP_021712659.1|AAEG, LOC5579479|XP_021697265.1|AAEG	LOC108023908|XP_016949082.1|DBIA
OG0001331	LOC5578307|XP_021693230.1|AAEG, LOC5578306|XP_001656898.2|AAEG, LOC5570111|XP_001653091.2|AAEG	LOC108023215|XP_016947974.1|DBIA
OG0001332	LOC5571993|XP_021699097.1|AAEG, LOC110676249|XP_021699084.1|AAEG	LOC108033169|XP_016962891.1|DBIA
OG0001333	LOC5565276|XP_021701702.1|AAEG, LOC5565260|XP_021701714.1|AAEG	LOC108035042|XP_016965903.1|DBIA
OG0001334	LOC5568678|XP_001658093.2|AAEG, LOC5568674|XP_021703072.1|AAEG	LOC108025452|XP_016951441.1|DBIA
OG0001335	LOC5565031|XP_001649402.2|AAEG, LOC5565073|XP_021705369.1|AAEG	LOC108031918|XP_016961179.1|DBIA
OG0001336	LOC110681438|XP_021712885.1|AAEG, LOC5568789|XP_001658154.1|AAEG, LOC110676104|XP_021698337.1|AAEG, LOC110678581|XP_021707305.1|AAEG, LOC110676463|XP_021700129.1|AAEG, LOC110679150|XP_021708911.1|AAEG, LOC110676391|XP_021699797.1|AAEG	LOC108034397|XP_016964767.1|DBIA
OG0001337	LOC5571583|XP_021707527.1|AAEG	LOC108033081|XP_016962740.1|DBIA
OG0001338	LOC5577517|XP_021711315.1|AAEG, LOC110673984|XP_001656538.2|AAEG	LOC108022971|XP_016947685.1|DBIA
OG0001339	LOC5577497|XP_021711599.1|AAEG, LOC5571779|XP_001659911.2|AAEG	LOC108022704|XP_016947267.1|DBIA
OG0001340	LOC5575707|XP_001662155.1|AAEG, LOC5572595|XP_021713033.1|AAEG	LOC108036873|XP_016968739.1|DBIA, LOC108026757|XP_016953746.1|DBIA
OG0001341	LOC5578941|XP_001657229.1|AAEG	LOC108031650|XP_016960769.1|DBIA
OG0001344	LOC5572158|XP_021693679.1|AAEG, LOC5575465|XP_021693677.1|AAEG	LOC108025403|XP_016951368.1|DBIA
