Orthogroup	AAEG.longest_only	DERE.longest_only
OG0001882	LOC110680416|XP_021711907.1|AAEG, LOC110679567|XP_021710262.1|AAEG, LOC5566197|XP_021711888.1|AAEG, LOC110679570|XP_021710271.1|AAEG, LOC110674299|XP_021694273.1|AAEG	LOC6554902|XP_026839589.1|DERE
OG0001883	LOC5577698|XP_021711630.1|AAEG	LOC6554779|XP_015009332.1|DERE
OG0001884	LOC5577407|XP_001656488.1|AAEG	LOC6553450|XP_001979377.1|DERE
OG0001885	LOC5577423|XP_021711870.1|AAEG	LOC6542763|XP_001969777.1|DERE
OG0001886	LOC5572728|XP_001660554.2|AAEG	LOC113563738|XP_026831723.1|DERE, LOC6552307|XP_001980832.1|DERE
OG0001887	LOC5567793|XP_021712137.1|AAEG	LOC6547282|XP_001976149.1|DERE
OG0001888	LOC110681150|XP_021712610.1|AAEG, LOC5567790|XP_001657693.2|AAEG	LOC6552381|XP_001978899.2|DERE
OG0001889	LOC5567788|XP_001657691.1|AAEG	LOC6549901|XP_001977377.1|DERE
OG0001890	LOC5567782|XP_001657683.2|AAEG	LOC6545882|XP_026832634.1|DERE
OG0001891	LOC5567775|XP_021712347.1|AAEG, LOC5567776|XP_021712762.1|AAEG	LOC6553768|XP_015009666.1|DERE
OG0001892	LOC23687555|XP_021712394.1|AAEG, LOC110681196|XP_021712670.1|AAEG	LOC26527112|XP_026832226.1|DERE, LOC26526220|XP_015014243.1|DERE
OG0001893	LOC5572443|XP_021695330.1|AAEG, LOC110675186|XP_021695285.1|AAEG, LOC5572571|XP_021713040.1|AAEG, LOC5569499|XP_021695253.1|AAEG	LOC6554639|XP_001981570.1|DERE
OG0001894	LOC5572582|XP_001654091.1|AAEG	LOC6542209|XP_026835480.1|DERE
OG0001895	LOC23687627|XP_021713176.1|AAEG	LOC6555839|XP_026839014.1|DERE
OG0001896	LOC110680784|XP_021712262.1|AAEG, LOC5569234|XP_021713263.1|AAEG	LOC26526941|XP_026838632.1|DERE
OG0001897	LOC5579206|XP_021713312.1|AAEG	LOC6551948|XP_015009964.1|DERE
OG0001898	LOC5580016|XP_001653897.2|AAEG	LOC6550824|XP_001978082.1|DERE
OG0001899	LOC5580177|XP_001655592.2|AAEG, LOC5580175|XP_021713419.1|AAEG	LOC6554090|XP_026831810.1|DERE
OG0001900	LOC5568029|XP_001657830.1|AAEG, LOC5563727|XP_001648015.1|AAEG	LOC6545344|XP_001973359.2|DERE
OG0001901	LOC5563615|XP_021693058.1|AAEG	LOC6540888|XP_015014889.1|DERE
OG0001902	LOC5576356|XP_021693302.1|AAEG	LOC26526255|XP_026832535.1|DERE
OG0001903	LOC5573314|XP_021693438.1|AAEG	LOC6552113|XP_015009532.2|DERE
OG0001904	LOC5573316|XP_021693443.1|AAEG	LOC6554177|XP_001981487.1|DERE
OG0001905	LOC5569643|XP_001658667.1|AAEG	LOC6551436|XP_001977143.1|DERE
OG0001906	LOC5576390|XP_021693504.1|AAEG	LOC6553512|XP_026833130.1|DERE
OG0001907	LOC110674160|XP_021693697.1|AAEG, LOC5566429|XP_021695258.1|AAEG	LOC6550503|XP_001977968.2|DERE
OG0001908	LOC5564006|XP_001648330.1|AAEG	LOC6554390|XP_001981513.1|DERE
OG0001909	LOC5569687|XP_021693811.1|AAEG	LOC6549717|XP_026838315.1|DERE
OG0001910	LOC5565945|XP_001650321.1|AAEG, LOC5565940|XP_001650319.2|AAEG	LOC6552043|XP_001980719.1|DERE
OG0001911	LOC110674205|XP_021693943.1|AAEG	LOC6552660|XP_015010221.1|DERE
OG0001912	LOC110674342|XP_021694330.1|AAEG, LOC5576146|XP_021694069.1|AAEG	LOC6549029|XP_001975538.1|DERE
OG0001913	LOC110674222|XP_021694070.1|AAEG, LOC5576149|XP_001662497.2|AAEG	LOC6542323|XP_001969933.1|DERE
OG0001914	LOC5565160|XP_021694133.1|AAEG	LOC6554949|XP_026837208.1|DERE
OG0001915	LOC5566122|XP_021695354.1|AAEG	LOC6546483|XP_001971252.1|DERE
OG0001916	LOC5570941|XP_001653408.1|AAEG	LOC6547127|XP_026835743.1|DERE
OG0001917	LOC5579868|XP_021695539.1|AAEG	LOC6543837|XP_026833808.1|DERE
OG0001918	LOC5575750|XP_001662178.1|AAEG	LOC6543893|XP_001971888.2|DERE
OG0001919	LOC5579460|XP_001647758.2|AAEG	LOC6548815|XP_001975495.1|DERE
OG0001920	LOC5571764|XP_021695753.1|AAEG	LOC6545470|XP_026832564.1|DERE
OG0001921	LOC5571757|XP_001659890.2|AAEG	LOC6549640|XP_001975758.1|DERE
OG0001922	LOC5571267|XP_001653565.1|AAEG	LOC6547370|XP_015012632.1|DERE
OG0001924	LOC23687479|XP_021696447.1|AAEG	LOC6541787|XP_001970931.1|DERE
OG0001925	LOC5567637|XP_001657588.2|AAEG	LOC6544046|XP_001971970.1|DERE
OG0001926	LOC5566295|XP_021696526.1|AAEG	LOC6545661|XP_001971665.1|DERE
OG0001927	LOC5568108|XP_021696643.1|AAEG	LOC6546545|XP_026835846.1|DERE
OG0001928	LOC5568114|XP_001652053.1|AAEG	LOC6543578|XP_015013915.1|DERE
OG0001929	LOC5568122|XP_021696657.1|AAEG	LOC6546340|XP_026833368.1|DERE
OG0001930	LOC5569448|XP_021696661.1|AAEG	LOC6547013|XP_001974700.2|DERE
OG0001932	LOC5574425|XP_021696832.1|AAEG	LOC6544036|XP_026832819.1|DERE
OG0001933	LOC5566235|XP_001650598.2|AAEG	LOC6548089|XP_001975205.1|DERE, LOC6546706|XP_001974522.1|DERE
OG0001934	LOC5565654|XP_001650004.2|AAEG	LOC6546186|XP_001972279.1|DERE
OG0001935	LOC5573776|XP_001654802.2|AAEG	LOC6544839|XP_001973199.1|DERE
OG0001937	LOC5574901|XP_021697034.1|AAEG	LOC6548933|XP_026835890.1|DERE
OG0001938	LOC5567330|XP_021697068.1|AAEG	LOC6547277|XP_001976100.1|DERE
OG0001939	LOC5571823|XP_001659955.1|AAEG, LOC5571824|XP_001659956.1|AAEG	LOC6547645|XP_001974979.1|DERE
OG0001940	LOC5578975|XP_021697211.1|AAEG	LOC113563694|XP_026834332.1|DERE, LOC6542951|XP_015014603.1|DERE
OG0001941	LOC5577574|XP_001663445.2|AAEG	LOC6545425|XP_026833440.1|DERE
OG0001942	LOC5565244|XP_021697467.1|AAEG, LOC5574904|XP_001661710.2|AAEG	LOC6542426|XP_001970714.3|DERE
OG0001943	LOC110675827|XP_021697395.1|AAEG	LOC6544739|XP_001973201.1|DERE
OG0001944	LOC5565994|XP_001650362.2|AAEG	LOC6544643|XP_026833781.1|DERE
OG0001945	LOC5575250|XP_021697553.1|AAEG	LOC6540979|XP_026835476.1|DERE
OG0001946	LOC5572759|XP_001660580.2|AAEG	LOC6541267|XP_001970611.1|DERE
OG0001947	LOC110675915|XP_021697633.1|AAEG, LOC5572761|XP_021712888.1|AAEG	LOC6546661|XP_026835875.1|DERE
OG0001948	LOC5573420|XP_001654595.2|AAEG	LOC6550118|XP_001977655.1|DERE
OG0001949	LOC5575138|XP_021697912.1|AAEG	LOC6546274|XP_026832991.1|DERE
OG0001950	LOC5564815|XP_021697926.1|AAEG	LOC6552808|XP_026839869.1|DERE
OG0001951	LOC5564736|XP_021698057.1|AAEG	LOC6547363|XP_001976285.3|DERE
OG0001952	LOC5568132|XP_021698130.1|AAEG	LOC6542670|XP_001970865.2|DERE
OG0001953	LOC5571480|XP_021698235.1|AAEG	LOC6548022|XP_026836709.1|DERE
OG0001954	LOC5563832|XP_021698302.1|AAEG	LOC6542182|XP_026835604.1|DERE
OG0001955	LOC5576039|XP_001662377.1|AAEG	LOC6547456|XP_001976205.1|DERE
OG0001956	LOC5576036|XP_021698320.1|AAEG	LOC6544158|XP_001971384.3|DERE
OG0001957	LOC5564212|XP_001648594.1|AAEG	LOC6547858|XP_026836524.1|DERE
OG0001958	LOC5569618|XP_021698469.1|AAEG	LOC6546931|XP_026836294.1|DERE
OG0001959	LOC5577966|XP_021698584.1|AAEG, LOC5575279|XP_021704623.1|AAEG	LOC6544550|XP_001973472.1|DERE
OG0001960	LOC5576957|XP_021698653.1|AAEG	LOC6545669|XP_001971144.1|DERE
OG0001961	LOC5572304|XP_021698709.1|AAEG	LOC6548577|XP_015012699.1|DERE
OG0001962	LOC5572270|XP_021698749.1|AAEG	LOC6542604|XP_026835478.1|DERE
OG0001963	LOC5574335|XP_001661369.2|AAEG	LOC6543632|XP_001973012.1|DERE
OG0001964	LOC110677712|XP_021704551.1|AAEG, LOC5563554|XP_021699088.1|AAEG	LOC6544577|XP_001971456.1|DERE
OG0001966	LOC5572494|XP_001660440.2|AAEG, LOC5568681|XP_001658084.2|AAEG	LOC6552242|XP_001979754.1|DERE
OG0001967	LOC5578856|XP_021699344.1|AAEG	LOC6547670|XP_026836670.1|DERE
OG0001968	LOC5578863|XP_001664072.2|AAEG	LOC6543549|XP_001972302.1|DERE
OG0001969	LOC5572859|XP_021699398.1|AAEG	LOC6543021|XP_001970613.1|DERE
OG0001970	LOC5575914|XP_001655906.1|AAEG	LOC6547340|XP_001976293.1|DERE
OG0001971	LOC5563933|XP_021699532.1|AAEG, LOC110676342|XP_021699535.1|AAEG	LOC6547261|XP_001974868.2|DERE
OG0001972	LOC5570728|XP_001659320.1|AAEG	LOC6541127|XP_001970841.1|DERE
OG0001973	LOC23687899|XP_021699564.1|AAEG	LOC6547796|XP_015012645.1|DERE
OG0001974	LOC5569574|XP_001658635.1|AAEG	LOC6540756|XP_001970327.1|DERE
OG0001975	LOC110676393|XP_021699804.1|AAEG	LOC6546526|XP_001971261.1|DERE
OG0001976	LOC5574834|XP_001661657.1|AAEG	LOC6546898|XP_001975977.1|DERE
OG0001977	LOC5575445|XP_021700364.1|AAEG	LOC6542181|XP_026835450.1|DERE
OG0001978	LOC5578159|XP_001663732.1|AAEG	LOC6549192|XP_001974411.1|DERE
OG0001979	LOC5580329|XP_001663282.1|AAEG	LOC6541858|XP_001970202.1|DERE
OG0001980	LOC110676547|XP_021700527.1|AAEG, LOC5578362|XP_001656933.2|AAEG	LOC6542153|XP_001968113.1|DERE
OG0001982	LOC5570903|XP_001653381.1|AAEG	LOC26526885|XP_015012874.1|DERE
OG0001983	LOC5569680|XP_001652945.1|AAEG	LOC26526860|XP_026832205.1|DERE
OG0001984	LOC5572638|XP_001654135.1|AAEG	LOC6543524|XP_026834820.1|DERE
OG0001985	LOC110680287|XP_021711813.1|AAEG, LOC5565763|XP_021700900.1|AAEG, LOC110680285|XP_021711797.1|AAEG	LOC6540854|XP_026834438.1|DERE
OG0001986	LOC5564309|XP_001648656.2|AAEG	LOC6541601|XP_001970064.1|DERE
OG0001987	LOC110680374|XP_021711872.1|AAEG, LOC5572849|XP_021711343.1|AAEG, LOC5566255|XP_021700957.1|AAEG	LOC6555801|XP_026838871.1|DERE
OG0001988	LOC5574483|XP_021701245.1|AAEG	LOC6548147|XP_026837112.1|DERE
OG0001989	LOC5574486|XP_001655150.2|AAEG	LOC6543488|XP_001968209.3|DERE
OG0001990	LOC5574491|XP_021695288.1|AAEG	LOC6542403|XP_026834918.1|DERE
OG0001991	LOC5568825|XP_021701340.1|AAEG	LOC26526371|XP_015012792.2|DERE
OG0001992	LOC5564970|XP_021701369.1|AAEG	LOC6541163|XP_001969755.2|DERE
OG0001993	LOC5573790|XP_001661042.1|AAEG, LOC5564972|XP_001649329.1|AAEG	LOC6540948|XP_001970021.1|DERE
OG0001994	LOC5578318|XP_021701535.1|AAEG	LOC6553688|XP_026838400.1|DERE
OG0001995	LOC5579212|XP_001664294.2|AAEG	LOC6549285|XP_001974247.1|DERE
OG0001996	LOC5575210|XP_021701890.1|AAEG	LOC113563690|XP_026835612.1|DERE, LOC6540587|XP_026834961.1|DERE
OG0001997	LOC5578032|XP_001663654.1|AAEG	LOC6548446|XP_001976664.1|DERE
OG0001998	LOC5569849|XP_021701970.1|AAEG	LOC6548448|XP_001976666.2|DERE
OG0001999	LOC5565997|XP_021702090.1|AAEG	LOC6541288|XP_026834066.1|DERE
OG0002000	LOC110676888|XP_021702136.1|AAEG	LOC6543460|XP_001970281.1|DERE
OG0002001	LOC5570817|XP_021702205.1|AAEG	LOC6549431|XP_001974402.3|DERE
OG0002002	LOC5577613|XP_001656607.2|AAEG	LOC6546547|XP_001975912.1|DERE
OG0002003	LOC5577626|XP_021702248.1|AAEG	LOC6542328|XP_026835174.1|DERE
OG0002004	LOC5575148|XP_001655525.2|AAEG	LOC6549251|XP_015012082.1|DERE
OG0002005	LOC5572463|XP_021702484.1|AAEG	LOC6543308|XP_015015081.1|DERE
OG0002006	LOC5565314|XP_021702525.1|AAEG	LOC6541088|XP_026834720.1|DERE
OG0002007	LOC5568618|XP_001652452.1|AAEG	LOC6543494|XP_015014537.1|DERE
OG0002008	LOC5577545|XP_021702797.1|AAEG	LOC6555836|XP_015008684.1|DERE
OG0002009	LOC5564025|XP_001648348.3|AAEG	LOC6547402|XP_001976310.1|DERE
OG0002010	LOC5577897|XP_001656695.1|AAEG	LOC6542324|XP_001969250.1|DERE
OG0002011	LOC110676987|XP_021702915.1|AAEG, LOC5573181|XP_001660798.1|AAEG	LOC6548911|XP_001974178.1|DERE
OG0002012	LOC5575841|XP_021702942.1|AAEG	LOC6540647|XP_001968782.3|DERE
OG0002013	LOC5568759|XP_021702968.1|AAEG	LOC6549374|XP_026836663.1|DERE
OG0002014	LOC5568940|XP_021703175.1|AAEG	LOC6547746|XP_001975000.1|DERE
OG0002015	LOC5573896|XP_001654930.1|AAEG	LOC6541683|XP_001970192.1|DERE
OG0002016	LOC5572070|XP_021711903.1|AAEG, LOC5572069|XP_021703577.1|AAEG	LOC6540765|XP_001970387.1|DERE
OG0002017	LOC5572370|XP_021703595.1|AAEG	LOC6542987|XP_001969913.1|DERE
OG0002018	LOC5564935|XP_001649274.2|AAEG	LOC6540936|XP_001970022.1|DERE
OG0002019	LOC5565904|XP_021703806.1|AAEG	LOC6543049|XP_026834642.1|DERE
OG0002020	LOC5569705|XP_001658696.2|AAEG	LOC6549649|XP_001974254.1|DERE
OG0002021	LOC5569712|XP_021703870.1|AAEG	LOC113564316|XP_026836669.1|DERE, LOC6547669|XP_001975024.2|DERE
OG0002022	LOC5568180|XP_021703905.1|AAEG, LOC5578480|XP_021708702.1|AAEG	LOC6548951|XP_001974074.3|DERE
OG0002023	LOC5564528|XP_001648863.2|AAEG, LOC5575671|XP_001662131.2|AAEG	LOC6553738|XP_001980324.1|DERE
OG0002024	LOC5569515|XP_021704011.1|AAEG	LOC6541718|XP_001969443.1|DERE
OG0002025	LOC110677254|XP_021704066.1|AAEG	LOC6542572|XP_001969837.1|DERE
OG0002026	LOC5568423|XP_021710375.1|AAEG	LOC6544287|XP_001973715.1|DERE
OG0002027	LOC5564326|XP_021708868.1|AAEG, LOC110681294|XP_021712747.1|AAEG	LOC6546696|XP_026836760.1|DERE
OG0002028	LOC5564319|XP_001648667.1|AAEG	LOC6548011|XP_026836904.1|DERE
OG0002029	LOC5570130|XP_021706330.1|AAEG	LOC6544672|XP_001972009.1|DERE
OG0002030	LOC5573830|XP_021707251.1|AAEG, LOC5576485|XP_001662678.2|AAEG	LOC6548563|XP_001976635.1|DERE
OG0002031	LOC5578200|XP_021707480.1|AAEG, LOC5577974|XP_021704605.1|AAEG	LOC6549423|XP_015012399.1|DERE
OG0002032	LOC5566411|XP_021707212.1|AAEG	LOC6553543|XP_001979326.1|DERE
OG0002033	LOC5577434|XP_021710157.1|AAEG	LOC6551498|XP_001977193.1|DERE
OG0002034	LOC110680774|XP_021712249.1|AAEG, LOC5578948|XP_021708225.1|AAEG	LOC6555570|XP_015008758.1|DERE
OG0002035	LOC5567371|XP_001657386.1|AAEG	LOC6552516|XP_001980941.2|DERE
OG0002036	LOC5580311|XP_021709149.1|AAEG	LOC6552210|XP_001980729.3|DERE
OG0002037	LOC5573964|XP_011493566.1|AAEG	LOC6543755|XP_001971873.1|DERE
OG0002038	LOC5579885|XP_001657864.1|AAEG	LOC6554000|XP_001979459.1|DERE
OG0002039	LOC5579021|XP_001664201.1|AAEG	LOC6544442|XP_001973812.1|DERE
OG0002040	LOC5567539|XP_001657534.2|AAEG	LOC26526448|XP_026839378.1|DERE
OG0002041	LOC5574220|XP_021705038.1|AAEG	LOC6542984|XP_026834008.1|DERE
OG0002042	LOC110678184|XP_021706499.1|AAEG, LOC5567149|XP_001651571.2|AAEG	LOC6552662|XP_001979170.2|DERE
OG0002043	LOC5566845|XP_021707045.1|AAEG	LOC6552739|XP_001978983.1|DERE
OG0002044	LOC5569098|XP_021704479.1|AAEG	LOC6554890|XP_015009342.1|DERE
OG0002045	LOC5575783|XP_021711581.1|AAEG	LOC6552758|XP_001980947.3|DERE
OG0002046	LOC5567251|XP_011493309.1|AAEG, LOC110678538|XP_021707230.1|AAEG	LOC6555830|XP_001982696.2|DERE
OG0002047	LOC5574875|XP_021705084.1|AAEG	LOC6550349|XP_026837573.1|DERE
OG0002048	LOC5568508|XP_021706823.1|AAEG	LOC6553982|XP_026834875.1|DERE
OG0002049	LOC110680394|XP_021711894.1|AAEG, LOC5572950|XP_021709439.1|AAEG	LOC6553856|XP_001980560.1|DERE
OG0002050	LOC5567603|XP_001657581.2|AAEG	LOC6553106|XP_026832093.1|DERE
OG0002051	LOC5572308|XP_001654008.2|AAEG	LOC26526356|XP_015012787.1|DERE
OG0002052	LOC5578479|XP_001657002.1|AAEG	LOC6545320|XP_001973246.1|DERE
OG0002053	LOC5567154|XP_021710816.1|AAEG	LOC6552677|XP_001980916.3|DERE
OG0002054	LOC5573603|XP_001654737.1|AAEG	LOC6552782|XP_001978968.1|DERE
OG0002055	LOC110678950|XP_021708364.1|AAEG, LOC5577331|XP_001656408.1|AAEG	LOC6553786|XP_001980485.1|DERE
OG0002056	LOC5577348|XP_001656424.1|AAEG	LOC6545308|XP_001972550.1|DERE
OG0002057	LOC5577352|XP_001656428.1|AAEG	LOC6542802|XP_001969966.1|DERE
OG0002058	LOC5577353|XP_001656429.1|AAEG	LOC6544828|XP_001970986.3|DERE
OG0002059	LOC5577389|XP_021704715.1|AAEG	LOC6554729|XP_001981792.1|DERE
OG0002060	LOC5577358|XP_021705543.1|AAEG	LOC6549079|XP_026836677.1|DERE
OG0002061	LOC5577359|XP_021712229.1|AAEG, LOC110679163|XP_021708938.1|AAEG	LOC6548115|XP_026836395.1|DERE
OG0002062	LOC5574435|XP_001661442.2|AAEG	LOC6549952|XP_026837541.1|DERE
OG0002063	LOC5574436|XP_001661450.1|AAEG	LOC6551594|XP_001978459.1|DERE
OG0002064	LOC5569005|XP_021710263.1|AAEG	LOC6543638|XP_001971842.1|DERE
OG0002065	LOC5568999|XP_021710982.1|AAEG	LOC6546286|XP_026832377.1|DERE
OG0002066	LOC5572998|XP_021708630.1|AAEG	LOC6553151|XP_026831565.1|DERE
OG0002067	LOC5571751|XP_021711866.1|AAEG, LOC110678326|XP_021706748.1|AAEG	LOC6548010|XP_001976473.1|DERE
OG0002068	LOC5572482|XP_001660430.2|AAEG	LOC6546635|XP_001974707.1|DERE
OG0002069	LOC5568009|XP_021708297.1|AAEG	LOC26526230|XP_015015476.1|DERE
OG0002070	LOC5568018|XP_021706447.1|AAEG, LOC5568028|XP_021706998.1|AAEG, LOC5568019|XP_021705167.1|AAEG	LOC6551927|XP_001980625.1|DERE
OG0002071	LOC5579855|XP_021708220.1|AAEG	LOC6554142|XP_001981901.1|DERE
OG0002072	LOC5579835|XP_001651510.2|AAEG	LOC6548778|XP_001975433.1|DERE
OG0002073	LOC5567941|XP_021706835.1|AAEG, LOC110681079|XP_021712543.1|AAEG	LOC6545900|XP_015013114.1|DERE
OG0002074	LOC5576240|XP_001656018.1|AAEG	LOC6549033|XP_001975542.1|DERE
OG0002075	LOC5574555|XP_001661504.1|AAEG	LOC26526052|XP_015015441.1|DERE
OG0002076	LOC5568197|XP_021710717.1|AAEG	LOC6547356|XP_015012638.1|DERE
OG0002077	LOC110680880|XP_021712363.1|AAEG, LOC5570371|XP_021707292.1|AAEG	LOC6545496|XP_015013609.1|DERE
OG0002078	LOC5563914|XP_001648220.1|AAEG	LOC6549270|XP_001975712.2|DERE
OG0002079	LOC5575305|XP_021704437.1|AAEG	LOC6545790|XP_001973440.1|DERE
OG0002080	LOC5571113|XP_001659554.2|AAEG	LOC6548274|XP_026837004.1|DERE
OG0002081	LOC5573774|XP_001654766.1|AAEG	LOC6547775|XP_001976570.1|DERE
OG0002082	LOC5565492|XP_021709770.1|AAEG	LOC6548500|XP_026835633.1|DERE
OG0002083	LOC5565485|XP_001649858.2|AAEG, LOC5565486|XP_001649859.2|AAEG	LOC6555599|XP_026838356.1|DERE
OG0002084	LOC5569429|XP_021708673.1|AAEG	LOC6547763|XP_001976385.1|DERE
OG0002085	LOC5564333|XP_021708440.1|AAEG	LOC6548244|XP_026835765.1|DERE
OG0002086	LOC5568708|XP_001652532.1|AAEG	LOC6548200|XP_026837108.1|DERE
OG0002087	LOC5567364|XP_021707763.1|AAEG	LOC26526062|XP_026833953.1|DERE
OG0002088	LOC5576762|XP_021704245.1|AAEG	LOC6546054|XP_015014114.2|DERE
OG0002089	LOC5567176|XP_021711063.1|AAEG	LOC6542321|XP_001970421.1|DERE
OG0002090	LOC5571906|XP_001659999.1|AAEG	LOC6545372|XP_001972621.1|DERE
OG0002091	LOC5578087|XP_001656781.3|AAEG, LOC110678930|XP_021708290.1|AAEG	LOC6548291|XP_001976576.2|DERE
OG0002092	LOC5578091|XP_021708505.1|AAEG	LOC6545401|XP_001973264.1|DERE
OG0002093	LOC5566861|XP_021704283.1|AAEG	LOC6548174|XP_001975157.2|DERE
OG0002094	LOC110678270|XP_021706584.1|AAEG	LOC6548207|XP_001976486.1|DERE
OG0002095	LOC5568456|XP_021706643.1|AAEG	LOC6550416|XP_001977801.1|DERE
OG0002096	LOC5573267|XP_021706586.1|AAEG	LOC6549535|XP_026837081.1|DERE
OG0002097	LOC5569726|XP_001652950.2|AAEG, LOC5567452|XP_021708553.1|AAEG	LOC6541760|XP_001969175.2|DERE
OG0002098	LOC5563684|XP_021709374.1|AAEG, LOC110679354|XP_021709458.1|AAEG	LOC6543924|XP_026833489.1|DERE
OG0002099	LOC5563694|XP_021709597.1|AAEG	LOC6552909|XP_001980972.1|DERE
OG0002100	LOC5565443|XP_001649798.1|AAEG, LOC5565445|XP_001649797.1|AAEG	LOC6544345|XP_001973088.3|DERE
OG0002101	LOC5564119|XP_021711134.1|AAEG	LOC6542090|XP_026834055.1|DERE
OG0002102	LOC5573221|XP_001654423.1|AAEG	LOC6547599|XP_026836042.1|DERE
OG0002103	LOC110681058|XP_021712515.1|AAEG	LOC6552917|XP_001980980.1|DERE
OG0002117	LOC5566213|XP_001650619.1|AAEG	LOC6547657|XP_001974814.1|DERE
OG0002118	LOC5574523|XP_021694485.1|AAEG	LOC26527012|XP_026833152.1|DERE
OG0002119	LOC5579825|XP_021694556.1|AAEG, LOC5579826|XP_021712890.1|AAEG, LOC110680914|XP_021712393.1|AAEG	LOC6555447|XP_001981891.1|DERE
OG0002120	LOC5574324|XP_021694589.1|AAEG	LOC6555887|XP_026839276.1|DERE
OG0002121	LOC5574653|XP_001661569.2|AAEG	LOC6554872|XP_001981368.1|DERE
OG0002123	LOC5564728|XP_021694777.1|AAEG	LOC6542814|XP_001970199.2|DERE
OG0002124	LOC110674789|XP_021694816.1|AAEG	LOC6550132|XP_015010773.1|DERE
OG0002125	LOC5569483|XP_001658568.1|AAEG	LOC6548973|XP_001975556.1|DERE
OG0002126	LOC5571983|XP_021711962.1|AAEG	LOC6546122|XP_026833527.1|DERE
OG0002127	LOC5576059|XP_021712546.1|AAEG	LOC6549841|XP_001977572.1|DERE
OG0002128	LOC5573411|XP_021712952.1|AAEG	LOC6550252|XP_026838072.1|DERE
OG0002129	LOC5580025|XP_021713390.1|AAEG	LOC6554092|XP_001979604.2|DERE
OG0002130	LOC5578404|XP_001663868.2|AAEG, LOC5570103|XP_001653085.2|AAEG, LOC110676630|XP_021700974.1|AAEG, LOC110681474|XP_021712931.1|AAEG, LOC5566253|XP_001650633.2|AAEG	LOC6555639|XP_001982522.1|DERE
OG0002131	LOC110674739|XP_021694575.1|AAEG	LOC6551861|XP_001979658.3|DERE
OG0002132	LOC5580259|XP_001656140.1|AAEG, LOC110674791|XP_021694823.1|AAEG	LOC6542598|XP_001969408.1|DERE
OG0002133	LOC5578622|XP_001657043.1|AAEG	LOC6551233|XP_001978345.1|DERE
OG0002134	LOC5565115|XP_021694229.1|AAEG	LOC6549771|XP_001977591.1|DERE
OG0002135	LOC5576370|XP_021695425.1|AAEG	LOC6551734|XP_026837371.1|DERE
OG0002136	LOC110681253|XP_021712714.1|AAEG, LOC5566497|XP_021696174.1|AAEG	LOC6554434|XP_001981285.2|DERE
OG0002137	LOC5571302|XP_021696658.1|AAEG, LOC110681111|XP_021712569.1|AAEG	LOC6555073|XP_015008887.1|DERE
OG0002138	LOC23687988|XP_021712870.1|AAEG, LOC110675821|XP_021697370.1|AAEG, LOC5576605|XP_001656170.2|AAEG, LOC110673991|XP_021697350.1|AAEG	LOC6550218|XP_001977613.1|DERE
OG0002139	LOC110675833|XP_021697398.1|AAEG, LOC5576591|XP_021712869.1|AAEG, LOC110675839|XP_021697403.1|AAEG	LOC6550887|XP_026838017.1|DERE
OG0002140	LOC110680918|XP_021712396.1|AAEG, LOC5576578|XP_021697469.1|AAEG	LOC6549893|XP_026838523.1|DERE
OG0002141	LOC5574993|XP_001655466.1|AAEG, LOC110676831|XP_021701850.1|AAEG	LOC6544507|XP_001973791.1|DERE
OG0002142	LOC5577016|XP_001656303.1|AAEG	LOC6552136|XP_001978818.1|DERE
OG0002143	LOC5580031|XP_001653915.2|AAEG	LOC6543251|XP_026834047.1|DERE
OG0002144	LOC5570082|XP_021698481.1|AAEG	LOC6555846|XP_001982680.1|DERE
OG0002145	LOC5570416|XP_001659123.1|AAEG	LOC6553995|XP_001979454.1|DERE
OG0002146	LOC5580074|XP_021699647.1|AAEG, LOC5575806|XP_001662232.2|AAEG	LOC6552147|XP_001978820.1|DERE
OG0002147	LOC5576462|XP_021700291.1|AAEG	LOC6551402|XP_001977221.3|DERE
OG0002148	LOC5576488|XP_001662681.2|AAEG	LOC6546049|XP_026833757.1|DERE
OG0002149	LOC5570710|XP_021700856.1|AAEG	LOC6555834|XP_026839056.1|DERE
OG0002150	LOC5570704|XP_021700978.1|AAEG	LOC6550705|XP_001978119.1|DERE
OG0002151	LOC5570703|XP_001659296.2|AAEG	LOC6542949|XP_001969975.2|DERE
OG0002152	LOC5567724|XP_021702264.1|AAEG	LOC6551844|XP_001979641.3|DERE
OG0002153	LOC5567044|XP_021702532.1|AAEG	LOC6554595|XP_001981330.1|DERE
OG0002154	LOC5576299|XP_021702619.1|AAEG	LOC6555640|XP_015008794.1|DERE
OG0002155	LOC5576875|XP_001662973.2|AAEG	LOC6555127|XP_001981146.2|DERE
OG0002156	LOC5571483|XP_021704276.1|AAEG	LOC6544109|XP_001973764.1|DERE
OG0002157	LOC5572105|XP_021704743.1|AAEG	LOC6553629|XP_001980312.1|DERE
OG0002158	LOC5575865|XP_021704847.1|AAEG	LOC6546636|XP_001974708.1|DERE
OG0002159	LOC5579199|XP_021705121.1|AAEG	LOC6547903|XP_001976397.1|DERE
OG0002160	LOC5577891|XP_001663597.2|AAEG	LOC6553400|XP_001979269.3|DERE
OG0002161	LOC5578146|XP_001663717.1|AAEG	LOC6554071|XP_001979581.1|DERE
OG0002162	LOC5578143|XP_001663713.2|AAEG	LOC6552103|XP_015009956.1|DERE
OG0002163	LOC5565033|XP_001649405.1|AAEG	LOC6550840|XP_026838584.1|DERE
