Orthogroup	AAEG.longest_only	DHYD.longest_only
OG0001402	LOC5575317|XP_021708110.1|AAEG	LOC111595346|XP_023164788.1|DHYD
OG0001403	LOC5566322|XP_021704181.1|AAEG	LOC111605103|XP_030079565.1|DHYD
OG0001404	LOC5564361|XP_021707780.1|AAEG	LOC111599715|XP_023171220.2|DHYD
OG0001405	LOC5565743|XP_001650083.2|AAEG	LOC111597065|XP_023167360.2|DHYD
OG0001406	LOC5567494|XP_001657489.1|AAEG	LOC111601815|XP_023174404.1|DHYD
OG0001407	LOC5571615|XP_001659808.1|AAEG	LOC111594879|XP_023164132.1|DHYD
OG0001429	LOC23687468|XP_021694460.1|AAEG, LOC5576812|XP_021694461.1|AAEG	LOC111593244|XP_023161665.2|DHYD
OG0001430	LOC5565963|XP_001650293.2|AAEG, LOC5579810|XP_021694535.1|AAEG	LOC111605551|XP_023179880.1|DHYD
OG0001431	LOC5569476|XP_001658562.1|AAEG	LOC111598306|XP_023169262.2|DHYD
OG0001432	LOC5576501|XP_001662693.2|AAEG	LOC111605605|XP_023179987.1|DHYD
OG0001433	LOC5571723|XP_021695080.1|AAEG	LOC111595674|XP_023165277.2|DHYD
OG0001434	LOC5565190|XP_021695110.1|AAEG	LOC111603346|XP_023176651.1|DHYD
OG0001435	LOC5566771|XP_021700932.1|AAEG	LOC111600790|XP_023172848.2|DHYD
OG0001436	LOC5573409|XP_021712979.1|AAEG	LOC111596721|XP_023166817.1|DHYD
OG0001437	LOC5578625|XP_001657049.1|AAEG	LOC111598551|XP_023169612.1|DHYD, LOC111598951|XP_023170202.1|DHYD
OG0001438	LOC5578886|XP_021695312.1|AAEG	LOC111596159|XP_023166018.2|DHYD
OG0001439	LOC5580030|XP_001653914.1|AAEG	LOC111600727|XP_023172767.1|DHYD
OG0001440	LOC5576685|XP_001662826.2|AAEG, LOC110674453|XP_021694361.1|AAEG	LOC111603161|XP_023176407.1|DHYD
OG0001442	LOC5566079|XP_001650445.1|AAEG	LOC111605027|XP_023179126.1|DHYD, LOC111592719|XP_023160876.1|DHYD
OG0001443	LOC5565058|XP_021711166.1|AAEG, LOC5578680|XP_001657078.2|AAEG	LOC111603236|XP_023176508.1|DHYD
OG0001444	LOC5566780|XP_021712940.1|AAEG, LOC5567084|XP_021712899.1|AAEG	LOC111599036|XP_023170319.2|DHYD
OG0001445	LOC5564606|XP_021713380.1|AAEG	LOC111595445|XP_023164942.1|DHYD
OG0001446	LOC5567506|XP_021693409.1|AAEG, LOC5580163|XP_021692930.1|AAEG	LOC111603490|XP_023176857.2|DHYD
OG0001447	LOC5567288|XP_021693329.1|AAEG	LOC111592010|XP_023159766.2|DHYD
OG0001447	LOC5567294|XP_021693331.1|AAEG	LOC111592002|XP_023159736.2|DHYD
OG0001448	LOC5573303|XP_021706630.1|AAEG, LOC5569124|XP_021693346.1|AAEG	LOC111603294|XP_023176584.1|DHYD
OG0001449	LOC5576532|XP_001662725.1|AAEG	LOC111599987|XP_023171649.2|DHYD, LOC111605092|XP_023179199.2|DHYD
OG0001450	LOC5571293|XP_021695848.1|AAEG	LOC111603620|XP_023177058.2|DHYD, LOC111602242|XP_023174999.1|DHYD
OG0001451	LOC5571861|XP_001653785.1|AAEG, LOC5576847|XP_001662956.1|AAEG	LOC111593943|XP_023162800.1|DHYD
OG0001452	LOC5577804|XP_021696038.1|AAEG	LOC111603841|XP_023177378.2|DHYD, LOC111603823|XP_030081370.1|DHYD
OG0001453	LOC5579987|XP_001660253.2|AAEG, LOC5579988|XP_021696270.1|AAEG	LOC111600455|XP_023172325.1|DHYD
OG0001454	LOC5566419|XP_001650812.2|AAEG, LOC5570492|XP_021701567.1|AAEG	LOC111602615|XP_023175548.2|DHYD
OG0001455	LOC5570478|XP_021696470.1|AAEG, LOC110680369|XP_021711867.1|AAEG	LOC111603719|XP_023177197.2|DHYD
OG0001456	LOC5576943|XP_021696682.1|AAEG	LOC115482755|XP_030078923.1|DHYD, LOC115482831|XP_030078925.1|DHYD, LOC111591923|XP_030080873.1|DHYD
OG0001457	LOC5574288|XP_001661330.2|AAEG	LOC111595327|XP_023164754.2|DHYD
OG0001458	LOC5570395|XP_021696799.1|AAEG, LOC5567138|XP_021696796.1|AAEG	LOC111600681|XP_023172703.2|DHYD
OG0001459	LOC5572773|XP_021703095.1|AAEG, LOC5565665|XP_021696884.1|AAEG	LOC111592442|XP_023160394.2|DHYD
OG0001460	LOC5573464|XP_021697200.1|AAEG	LOC111604106|XP_030081318.1|DHYD
OG0001461	LOC5578902|XP_001664106.1|AAEG	LOC111595425|XP_023164956.1|DHYD
OG0001462	LOC5575238|XP_001655641.2|AAEG, LOC5565405|XP_001649752.1|AAEG	LOC111598466|XP_030081599.1|DHYD
OG0001464	LOC5577049|XP_021697863.1|AAEG	LOC111596778|XP_023166897.1|DHYD
OG0001465	LOC5569164|XP_021698173.1|AAEG	LOC111604103|XP_023177773.1|DHYD
OG0001466	LOC110681310|XP_021712758.1|AAEG, LOC5575816|XP_021698283.1|AAEG	LOC111595844|XP_023165522.2|DHYD
OG0001467	LOC5565523|XP_001649876.2|AAEG, LOC5565461|XP_001649823.1|AAEG	LOC111592659|XP_023160779.1|DHYD
OG0001468	LOC5576181|XP_001655982.2|AAEG, LOC110674008|XP_021698617.1|AAEG	LOC111604758|XP_023178716.1|DHYD
OG0001469	LOC5572193|XP_021698818.1|AAEG	LOC111592530|XP_030081414.1|DHYD
OG0001470	LOC5573283|XP_001654487.2|AAEG	LOC115483748|XP_030081856.1|DHYD, LOC111600957|XP_023173104.2|DHYD
OG0001471	LOC5575494|XP_021699308.1|AAEG	LOC111597605|XP_023168174.2|DHYD
OG0001472	LOC5571045|XP_001659482.1|AAEG	LOC111598109|XP_023168930.1|DHYD, LOC111592437|XP_023160389.1|DHYD
OG0001473	LOC5577473|XP_001663400.2|AAEG	LOC111602654|XP_023175595.1|DHYD
OG0001474	LOC5572037|XP_021699911.1|AAEG	LOC111600030|XP_023171714.1|DHYD
OG0001475	LOC5569975|XP_001658859.2|AAEG	LOC111599436|XP_023170858.2|DHYD
OG0001476	LOC5579522|XP_021700182.1|AAEG	LOC111600139|XP_030081248.1|DHYD
OG0001477	LOC5571150|XP_001653466.1|AAEG	LOC111597831|XP_023168495.1|DHYD
OG0001478	LOC5571940|XP_001660042.3|AAEG, LOC5571944|XP_021700410.1|AAEG	LOC111599052|XP_030080233.1|DHYD
OG0001479	LOC23687710|XP_011493391.1|AAEG	LOC111593433|XP_023161948.2|DHYD
OG0001480	LOC5578369|XP_001656940.1|AAEG	LOC111599043|XP_023170327.2|DHYD
OG0001481	LOC110680971|XP_021712436.1|AAEG, LOC5572669|XP_021700841.1|AAEG	LOC111599138|XP_023170469.2|DHYD
OG0001482	LOC5571657|XP_021695284.1|AAEG	LOC115483370|XP_030080939.1|DHYD, LOC111600777|XP_030080941.1|DHYD
OG0001483	LOC5568842|XP_021695290.1|AAEG	LOC111592078|XP_023159866.1|DHYD
OG0001484	LOC5577726|XP_001663502.2|AAEG, LOC5577731|XP_001663504.2|AAEG	LOC111599348|XP_023170745.1|DHYD
OG0001485	LOC5575153|XP_001655530.2|AAEG, LOC5575155|XP_021702299.1|AAEG	LOC111592295|XP_023160166.2|DHYD
OG0001486	LOC5568609|XP_021702758.1|AAEG	LOC111595784|XP_023165436.2|DHYD
OG0001487	LOC5573245|XP_021702910.1|AAEG	LOC111594717|XP_023163911.1|DHYD
OG0001488	LOC5573697|XP_001661016.1|AAEG	LOC111595752|XP_023165382.2|DHYD
OG0001489	LOC5564933|XP_021703739.1|AAEG	LOC111592571|XP_030079053.1|DHYD
OG0001490	LOC110677685|XP_021704430.1|AAEG, LOC110677182|XP_021703749.1|AAEG, LOC5564931|XP_001649272.1|AAEG, LOC5563686|XP_001647949.1|AAEG	LOC111594662|XP_023163832.1|DHYD
OG0001491	LOC5569700|XP_021703856.1|AAEG	LOC111595544|XP_023165098.1|DHYD
OG0001492	LOC5569760|XP_021704079.1|AAEG	LOC111601013|XP_030079271.1|DHYD, LOC111600159|XP_030080151.1|DHYD, LOC111601857|XP_030080153.1|DHYD
OG0001493	LOC5571897|XP_001653814.1|AAEG	LOC111605124|XP_023179248.1|DHYD
OG0001494	LOC5568043|XP_001651976.1|AAEG, LOC5568042|XP_001651975.1|AAEG	LOC111598455|XP_023169478.1|DHYD
OG0001495	LOC5578020|XP_001656760.1|AAEG	LOC111600795|XP_023172854.1|DHYD
OG0001496	LOC5563590|XP_001647931.1|AAEG	LOC111591999|XP_023159732.1|DHYD
OG0001497	LOC5569632|XP_001658652.1|AAEG	LOC111604114|XP_023177789.2|DHYD
OG0001500	LOC5578446|XP_001656967.1|AAEG	LOC111594305|XP_023163312.2|DHYD
OG0001501	LOC5570890|XP_001659401.2|AAEG	LOC111592022|XP_023159783.2|DHYD
OG0001502	LOC110678058|XP_021706269.1|AAEG, LOC5577361|XP_021711960.1|AAEG	LOC111602552|XP_023175475.2|DHYD
OG0001503	LOC5570009|XP_021708552.1|AAEG	LOC111597044|XP_023167327.1|DHYD
OG0001504	LOC5565730|XP_021708073.1|AAEG	LOC111597223|XP_023167577.2|DHYD
OG0001505	LOC5571120|XP_021707627.1|AAEG	LOC111595460|XP_030078560.1|DHYD
OG0001506	LOC5579656|XP_001648130.1|AAEG	LOC111592724|XP_023160883.2|DHYD
OG0001507	LOC5577138|XP_001663226.2|AAEG, LOC5577136|XP_021711247.1|AAEG	LOC111601268|XP_030082053.1|DHYD
OG0001508	LOC5572364|XP_021707113.1|AAEG, LOC5572361|XP_021706133.1|AAEG	LOC111594050|XP_023162936.2|DHYD
OG0001509	LOC5574008|XP_001661094.2|AAEG, LOC5577412|XP_021707793.1|AAEG	LOC111597985|XP_023168732.2|DHYD, LOC115482749|XP_030081254.1|DHYD
OG0001510	LOC5577178|XP_001663266.1|AAEG	LOC111602344|XP_023175124.1|DHYD
OG0001511	LOC5574953|XP_001655423.2|AAEG	LOC111593941|XP_023162799.2|DHYD, LOC115483807|XP_030081996.1|DHYD
OG0001512	LOC5564136|XP_021711114.1|AAEG	LOC111593210|XP_023161623.2|DHYD
OG0001513	LOC5564135|XP_021711115.1|AAEG	LOC111595754|XP_023165384.2|DHYD
OG0001534	LOC5576274|XP_021698681.1|AAEG	LOC111596460|XP_023166459.2|DHYD, LOC111596462|XP_023166481.2|DHYD
OG0001535	LOC5573526|XP_001660924.2|AAEG	LOC111600195|XP_023171976.1|DHYD
OG0001536	LOC5571801|XP_001659936.2|AAEG, LOC5571804|XP_001659938.2|AAEG	LOC111602401|XP_023175188.1|DHYD
OG0001537	LOC5569210|XP_021712922.1|AAEG, LOC5572386|XP_001654033.1|AAEG	LOC111599173|XP_023170523.1|DHYD
OG0001538	LOC5572541|XP_001660472.2|AAEG, LOC5572547|XP_001660470.2|AAEG	LOC111596884|XP_023167100.1|DHYD
OG0001539	LOC5572544|XP_001660468.2|AAEG	LOC111603797|XP_023177313.2|DHYD
OG0001540	LOC23687674|XP_021698454.1|AAEG	LOC111595018|XP_023164295.2|DHYD
OG0001541	LOC5570420|XP_021698756.1|AAEG	LOC111597549|XP_023168113.2|DHYD
OG0001542	LOC5570412|XP_021698827.1|AAEG	LOC111602601|XP_030081615.1|DHYD
OG0001544	LOC5569255|XP_021701409.1|AAEG, LOC5569250|XP_021701420.1|AAEG	LOC111605662|XP_030079693.1|DHYD
OG0001545	LOC110677176|XP_021703744.1|AAEG	LOC111602407|XP_023175203.1|DHYD
OG0001546	LOC110677186|XP_021703764.1|AAEG, LOC5573557|XP_021703756.1|AAEG	LOC111602420|XP_023175225.1|DHYD
OG0001548	LOC5575287|XP_021706174.1|AAEG	LOC111593080|XP_023161435.1|DHYD
OG0001549	LOC5566809|XP_021702575.1|AAEG, LOC110678344|XP_021706791.1|AAEG, LOC5566990|XP_021701099.1|AAEG	LOC111602527|XP_023175422.1|DHYD
OG0001551	LOC5567762|XP_021709084.1|AAEG	LOC111603483|XP_023176843.2|DHYD
OG0001552	LOC5574592|XP_001655215.2|AAEG	LOC111597840|XP_023168513.1|DHYD, LOC111593968|XP_023162827.2|DHYD
OG0001553	LOC5567406|XP_001657401.2|AAEG, LOC5568864|XP_001652590.1|AAEG	LOC111604728|XP_023178668.1|DHYD
OG0001554	LOC5567768|XP_001657668.2|AAEG	LOC111601753|XP_023174260.1|DHYD, LOC111601771|XP_030081549.1|DHYD
OG0001555	LOC5565322|XP_021702534.1|AAEG, LOC5571781|XP_021712616.1|AAEG, LOC110681298|XP_021712752.1|AAEG	LOC111595791|XP_023165446.1|DHYD
OG0001556	LOC5578988|XP_021712982.1|AAEG, LOC5565133|XP_001649476.1|AAEG	LOC111602227|XP_023174976.1|DHYD
OG0001557	LOC5568719|XP_021713154.1|AAEG, LOC5567579|XP_021707137.1|AAEG	LOC111605114|XP_023179232.2|DHYD
OG0001558	LOC110680582|XP_021712070.1|AAEG, LOC5568723|XP_021713166.1|AAEG, LOC110680882|XP_021712364.1|AAEG	LOC111596962|XP_023167191.1|DHYD
OG0001559	LOC5576290|XP_021713171.1|AAEG	LOC111596999|XP_023167268.2|DHYD
OG0001560	LOC5571521|XP_021692958.1|AAEG	LOC111604908|XP_023178918.2|DHYD
OG0001561	LOC5566484|XP_001650872.2|AAEG	LOC111601395|XP_023173706.1|DHYD
OG0001562	LOC5575241|XP_001655653.2|AAEG, LOC5578936|XP_001657224.1|AAEG	LOC111605034|XP_023179137.1|DHYD
OG0001563	LOC110680825|XP_021712300.1|AAEG, LOC5578929|XP_021693198.1|AAEG	LOC111598591|XP_023169675.1|DHYD
OG0001564	LOC5563715|XP_021693227.1|AAEG	LOC111596355|XP_023166322.1|DHYD
OG0001565	LOC5568915|XP_021693421.1|AAEG, LOC5567502|XP_021693419.1|AAEG	LOC111605440|XP_023179723.1|DHYD
OG0001566	LOC5573433|XP_021693607.1|AAEG	LOC111602693|XP_023175691.1|DHYD
OG0001567	LOC110674687|XP_021694425.1|AAEG	LOC111592148|XP_023159963.1|DHYD
OG0001568	LOC5577645|XP_021693829.1|AAEG	LOC111601530|XP_023173927.2|DHYD
OG0001569	LOC5577638|XP_001656636.2|AAEG	LOC111594468|XP_023163536.2|DHYD
OG0001570	LOC110674220|XP_021694063.1|AAEG	LOC111605502|XP_023179819.2|DHYD
OG0001571	LOC5567760|XP_021701214.1|AAEG, LOC110681398|XP_021712833.1|AAEG	LOC111597441|XP_023167924.1|DHYD
OG0001572	LOC5570664|XP_001659257.1|AAEG, LOC5570661|XP_001659256.2|AAEG	LOC111595357|XP_023164802.2|DHYD
OG0001573	LOC5565109|XP_021696153.1|AAEG	LOC111599571|XP_030081124.1|DHYD, LOC115483418|XP_030081175.1|DHYD
OG0001574	LOC5577758|XP_021704696.1|AAEG, LOC5572893|XP_001654247.1|AAEG	LOC111602830|XP_023175908.1|DHYD
OG0001575	LOC5566212|XP_021696849.1|AAEG	LOC111597176|XP_023167506.2|DHYD, LOC111597177|XP_030080780.1|DHYD
OG0001576	LOC5578812|XP_001657176.1|AAEG, LOC5572040|XP_001660148.2|AAEG	LOC111604201|XP_023177926.2|DHYD
OG0001577	LOC5565563|XP_021697730.1|AAEG	LOC111592681|XP_023160811.1|DHYD
OG0001578	LOC5574933|XP_001661731.2|AAEG	LOC111602367|XP_023175147.2|DHYD
OG0001579	LOC5571186|XP_001653502.2|AAEG	LOC111603085|XP_023176506.1|DHYD
OG0001580	LOC5569161|XP_021698161.1|AAEG	LOC111604128|XP_023177813.2|DHYD
OG0001581	LOC5564093|XP_021698438.1|AAEG	LOC111592348|XP_023160251.2|DHYD
OG0001582	LOC5571407|XP_001653659.2|AAEG	LOC111593190|XP_023161576.1|DHYD
OG0001583	LOC5566023|XP_021698931.1|AAEG	LOC111599958|XP_023171602.2|DHYD
OG0001584	LOC5578855|XP_001664062.1|AAEG	LOC111597473|XP_023167989.2|DHYD
OG0001586	LOC5570327|XP_021699512.1|AAEG	LOC111602892|XP_023175996.1|DHYD
OG0001587	LOC23687759|XP_021699543.1|AAEG	LOC111600136|XP_023171880.2|DHYD
OG0001588	LOC5572049|XP_001660155.1|AAEG	LOC111604121|XP_023177799.1|DHYD
OG0001589	LOC5569987|XP_021700011.1|AAEG	LOC111594727|XP_023163926.2|DHYD
OG0001590	LOC110681105|XP_021712562.1|AAEG, LOC5574388|XP_001661416.2|AAEG	LOC111597111|XP_023167423.2|DHYD
OG0001591	LOC5579514|XP_021700145.1|AAEG	LOC111595234|XP_030080674.1|DHYD
OG0001593	LOC5569501|XP_021700473.1|AAEG	LOC111591959|XP_030079217.1|DHYD
OG0001594	LOC5576948|XP_021700494.1|AAEG	LOC111601174|XP_030080296.1|DHYD
OG0001595	LOC5578360|XP_021700530.1|AAEG	LOC111605407|XP_023179676.2|DHYD
OG0001596	LOC5570924|XP_021700598.1|AAEG	LOC111594086|XP_023163001.2|DHYD
OG0001597	LOC110676562|XP_021700652.1|AAEG	LOC111593145|XP_023161513.1|DHYD
OG0001598	LOC5570897|XP_021700673.1|AAEG	LOC111600438|XP_030080568.1|DHYD
OG0001599	LOC5572929|XP_001654264.1|AAEG, LOC5572930|XP_001654265.1|AAEG	LOC111596279|XP_023166194.2|DHYD
OG0001600	LOC110680217|XP_021711724.1|AAEG, LOC5571423|XP_021700753.1|AAEG	LOC111598954|XP_030079785.1|DHYD, LOC115483304|XP_030080528.1|DHYD
OG0001601	LOC5572640|XP_001654136.1|AAEG	LOC111596363|XP_023166328.2|DHYD
OG0001602	LOC5572642|XP_001654141.2|AAEG	LOC111600360|XP_023172202.2|DHYD, LOC115483400|XP_030081050.1|DHYD
OG0001603	LOC5564850|XP_021695270.1|AAEG, LOC5564834|XP_001649171.2|AAEG	LOC111603981|XP_023177593.2|DHYD
OG0001604	LOC5564487|XP_001648846.1|AAEG	LOC111602048|XP_023174726.1|DHYD, LOC111601362|XP_023173665.1|DHYD
OG0001605	LOC5564503|XP_021701082.1|AAEG	LOC111602228|XP_023174977.1|DHYD
OG0001606	LOC5566522|XP_001650915.1|AAEG	LOC111600107|XP_023171837.1|DHYD
OG0001607	LOC5574484|XP_001655145.1|AAEG	LOC111602518|XP_023175369.1|DHYD
OG0001608	LOC5573863|XP_001654894.1|AAEG	LOC115483014|XP_030079570.1|DHYD, LOC111600351|XP_023172190.2|DHYD
OG0001609	LOC5568884|XP_021701480.1|AAEG	LOC111600895|XP_023173003.1|DHYD
OG0001610	LOC5569343|XP_001658432.1|AAEG	LOC111600391|XP_023172237.1|DHYD
OG0001611	LOC110680619|XP_021712109.1|AAEG, LOC5564671|XP_001649019.1|AAEG	LOC111599485|XP_023170920.2|DHYD, LOC111594947|XP_023164211.1|DHYD
OG0001612	LOC5563775|XP_001648054.1|AAEG, LOC5563773|XP_001648053.1|AAEG	LOC111596219|XP_023166104.1|DHYD
OG0001613	LOC5570616|XP_021702082.1|AAEG, LOC5567253|XP_001651695.1|AAEG	LOC111592562|XP_023160628.1|DHYD
OG0001614	LOC5572013|XP_001660121.2|AAEG, LOC5576817|XP_021702116.1|AAEG	LOC111597661|XP_023168251.2|DHYD
OG0001615	LOC5572431|XP_021702419.1|AAEG	LOC111592068|XP_023159841.2|DHYD
OG0001616	LOC5573821|XP_021702976.1|AAEG	LOC111595408|XP_023164889.2|DHYD
OG0001617	LOC5568922|XP_021703195.1|AAEG	LOC111597200|XP_030079024.1|DHYD
OG0001618	LOC5573901|XP_021703341.1|AAEG	LOC111597859|XP_023168547.1|DHYD
OG0001619	LOC5566978|XP_001651398.1|AAEG	LOC115483087|XP_030080023.1|DHYD, LOC111593764|XP_023162550.1|DHYD
OG0001620	LOC5572053|XP_001653822.1|AAEG	LOC111594421|XP_023163514.1|DHYD
OG0001621	LOC5572062|XP_001653826.2|AAEG	LOC111594039|XP_023162922.2|DHYD
OG0001622	LOC5572078|XP_021703583.1|AAEG, LOC5566371|XP_021709853.1|AAEG	LOC111603223|XP_023176489.1|DHYD
OG0001623	LOC5565851|XP_021703618.1|AAEG	LOC111599075|XP_023170373.2|DHYD
OG0001624	LOC5564939|XP_001649275.2|AAEG	LOC111596283|XP_023166201.1|DHYD
OG0001625	LOC5564921|XP_001649284.1|AAEG	LOC111604342|XP_023178172.2|DHYD, LOC111592498|XP_023160491.1|DHYD
OG0001626	LOC5563786|XP_001648064.1|AAEG	LOC111594956|XP_023164221.1|DHYD
OG0001627	LOC110680893|XP_021712375.1|AAEG, LOC5566572|XP_001650950.2|AAEG, LOC5578569|XP_021705473.1|AAEG	LOC111602979|XP_023176140.2|DHYD
OG0001628	LOC5567669|XP_001657611.1|AAEG	LOC111600279|XP_023172096.2|DHYD
OG0001630	LOC5575302|XP_021709547.1|AAEG	LOC111597165|XP_023167491.2|DHYD
OG0001631	LOC23687582|XP_021705609.1|AAEG	LOC111599574|XP_023171014.2|DHYD
OG0001632	LOC5572968|XP_001654299.1|AAEG	LOC111603580|XP_023177005.1|DHYD
OG0001633	LOC5567329|XP_001657349.1|AAEG, LOC110681114|XP_021712573.1|AAEG	LOC111604559|XP_023178427.1|DHYD
OG0001634	LOC5573889|XP_001654921.2|AAEG	LOC111598529|XP_023169582.2|DHYD
OG0001635	LOC5570884|XP_021711607.1|AAEG, LOC5570885|XP_021706429.1|AAEG	LOC111602957|XP_023176097.1|DHYD
OG0001636	LOC5570879|XP_001659394.1|AAEG	LOC111603635|XP_023177073.1|DHYD
OG0001637	LOC5578555|XP_021707594.1|AAEG, LOC5578556|XP_001663948.2|AAEG	LOC111595693|XP_023165306.2|DHYD
OG0001638	LOC5577363|XP_001656443.1|AAEG	LOC111596783|XP_023166904.2|DHYD
OG0001639	LOC5575051|XP_021708404.1|AAEG	LOC111600886|XP_030080932.1|DHYD
OG0001640	LOC5571752|XP_001653779.1|AAEG	LOC111603569|XP_023176983.1|DHYD
OG0001641	LOC5574761|XP_001661645.1|AAEG, LOC5565701|XP_001650058.1|AAEG	LOC111593317|XP_023161788.1|DHYD
OG0001642	LOC5577033|XP_021711258.1|AAEG	LOC111594990|XP_023164258.1|DHYD
OG0001643	LOC5574553|XP_021707189.1|AAEG	LOC111602458|XP_023175286.2|DHYD
OG0001644	LOC5577243|XP_021706769.1|AAEG	LOC111591856|XP_023159506.1|DHYD
OG0001645	LOC5571017|XP_021706817.1|AAEG	LOC111597101|XP_023167411.1|DHYD
OG0001646	LOC5575278|XP_021711349.1|AAEG	LOC111595404|XP_023164883.1|DHYD
OG0001647	LOC5573626|XP_021705548.1|AAEG	LOC111601264|XP_030081947.1|DHYD
OG0001648	LOC110681024|XP_021712484.1|AAEG, LOC5572713|XP_021706136.1|AAEG, LOC110677878|XP_021705310.1|AAEG	LOC111603320|XP_023176610.2|DHYD
OG0001649	LOC5575690|XP_021707280.1|AAEG	LOC111593741|XP_023162501.1|DHYD
OG0001650	LOC110678810|XP_021707903.1|AAEG	LOC111594609|XP_023163757.1|DHYD
OG0001651	LOC5565802|XP_021709626.1|AAEG, LOC5565810|XP_021710986.1|AAEG	LOC111600615|XP_023172581.2|DHYD
OG0001652	LOC5572084|XP_001660159.2|AAEG, LOC110678816|XP_021707935.1|AAEG	LOC111603313|XP_023176602.1|DHYD
OG0001653	LOC5578118|XP_001656816.2|AAEG	LOC111600997|XP_023173159.2|DHYD
OG0001654	LOC5579924|XP_021705915.1|AAEG	LOC111604364|XP_023178200.2|DHYD
OG0001655	LOC5571922|XP_021708628.1|AAEG	LOC111592168|XP_023159990.2|DHYD
OG0001656	LOC5571621|XP_001659816.2|AAEG	LOC111597211|XP_023167547.2|DHYD
OG0001657	LOC5565452|XP_001649800.1|AAEG	LOC111595069|XP_023164394.1|DHYD
OG0001658	LOC5565458|XP_001649769.1|AAEG	LOC111591858|XP_023159508.1|DHYD
OG0001659	LOC5568591|XP_021711611.1|AAEG	LOC111604328|XP_023178156.1|DHYD
OG0001678	LOC5576541|XP_021694779.1|AAEG	LOC111596592|XP_030079912.1|DHYD
OG0001679	LOC5574426|XP_001661441.2|AAEG, LOC5564668|XP_021694874.1|AAEG, LOC5564669|XP_021694873.1|AAEG	LOC111597238|XP_023167600.2|DHYD
OG0001680	LOC5565192|XP_021695113.1|AAEG, LOC110681481|XP_021712935.1|AAEG	LOC111594508|XP_023163593.2|DHYD, LOC111593990|XP_023162849.2|DHYD
OG0001681	LOC110681219|XP_021712681.1|AAEG, LOC5576756|XP_001656258.2|AAEG, LOC5566677|XP_021707319.1|AAEG	LOC111596548|XP_023166589.2|DHYD
OG0001682	LOC5569201|XP_021694213.1|AAEG	LOC111602400|XP_023175186.2|DHYD
OG0001683	LOC5569198|XP_001658368.2|AAEG, LOC5573947|XP_001654984.1|AAEG	LOC111598945|XP_023170191.1|DHYD
OG0001684	LOC5574020|XP_021708632.1|AAEG	LOC111597773|XP_023168404.2|DHYD
OG0001685	LOC5571142|XP_021700260.1|AAEG, LOC110674271|XP_021694235.1|AAEG, LOC110674435|XP_021694357.1|AAEG, LOC5570684|XP_001659281.2|AAEG	LOC111602495|XP_023175334.2|DHYD
OG0001686	LOC5571315|XP_001653630.1|AAEG	LOC111595961|XP_023165703.2|DHYD
OG0001687	LOC5568417|XP_021712495.1|AAEG, LOC5570453|XP_001659150.2|AAEG, LOC5570447|XP_001659152.1|AAEG	LOC111591990|XP_023159718.1|DHYD
OG0001688	LOC5576585|XP_021697492.1|AAEG	LOC111597304|XP_023167696.2|DHYD
OG0001689	LOC5578880|XP_021697511.1|AAEG	LOC111597266|XP_030078961.1|DHYD
OG0001690	LOC5570415|XP_021698783.1|AAEG	LOC111594835|XP_023164068.1|DHYD
OG0001691	LOC5571995|XP_001660101.2|AAEG	LOC111602506|XP_023175352.1|DHYD
OG0001694	LOC5565017|XP_021702011.1|AAEG	LOC111596682|XP_023166758.2|DHYD
OG0001695	LOC5564056|XP_001648394.2|AAEG	LOC111594618|XP_023163776.2|DHYD, LOC111597791|XP_030080056.1|DHYD
OG0001696	LOC5565053|XP_021705226.1|AAEG	LOC111601770|XP_023174281.2|DHYD
OG0001697	LOC5565067|XP_001649393.1|AAEG	LOC111598559|XP_023169624.1|DHYD
OG0001698	LOC5576012|XP_021706064.1|AAEG	LOC111593415|XP_023161916.1|DHYD
OG0001699	LOC5575091|XP_021694263.1|AAEG	LOC111601805|XP_023174360.1|DHYD
OG0001700	LOC110678498|XP_021707151.1|AAEG, LOC110678596|XP_021707345.1|AAEG, LOC110678598|XP_021707352.1|AAEG	LOC111603629|XP_023177066.2|DHYD
OG0001701	LOC110681093|XP_021712554.1|AAEG, LOC5569913|XP_021708647.1|AAEG	LOC111594514|XP_030080684.1|DHYD
OG0001702	LOC110679165|XP_021708953.1|AAEG, LOC5567455|XP_001657455.1|AAEG, LOC110681250|XP_021712711.1|AAEG	LOC111603883|XP_023177467.2|DHYD
OG0001703	LOC5570645|XP_001653277.2|AAEG	LOC111603478|XP_023176837.2|DHYD
OG0001704	LOC5570641|XP_021709166.1|AAEG	LOC111603487|XP_023176852.1|DHYD
OG0001705	LOC5569385|XP_021709272.1|AAEG	LOC111595246|XP_023164654.2|DHYD, LOC115483437|XP_030081268.1|DHYD
OG0001706	LOC5574607|XP_001655208.2|AAEG	LOC111594101|XP_030079104.1|DHYD
OG0001707	LOC5574593|XP_021709672.1|AAEG	LOC111596596|XP_030080570.1|DHYD
OG0001708	LOC110681130|XP_021712595.1|AAEG, LOC5577403|XP_001656483.2|AAEG	LOC111594471|XP_023163540.1|DHYD
OG0001709	LOC110680896|XP_021712376.1|AAEG, LOC5567785|XP_001657688.2|AAEG, LOC110680897|XP_021712377.1|AAEG	LOC111598683|XP_023169814.2|DHYD
OG0001710	LOC5577564|XP_001663437.2|AAEG, LOC5566404|XP_021713013.1|AAEG	LOC111599432|XP_023170853.1|DHYD
