Orthogroup	AAEG.longest_only	AALB.longest_only
OG0000624	LOC5569174|XP_001658351.2|AAEG	LOC118467760|XP_035794481.1|AALB
OG0000625	LOC5564078|XP_021698835.1|AAEG	LOC118463183|XP_035785491.1|AALB
OG0000626	LOC5569119|XP_001652722.1|AAEG	LOC118467393|XP_035793744.1|AALB
OG0000627	LOC5564979|XP_001649333.2|AAEG	LOC118457752|XP_035775461.1|AALB
OG0000628	LOC5565869|XP_001650228.1|AAEG	LOC118469037|XP_035796393.1|AALB
OG0000629	LOC5580315|XP_001663037.1|AAEG	LOC118457228|XP_035774500.1|AALB
OG0000630	LOC5575168|XP_021702281.1|AAEG	LOC118458897|XP_035777746.1|AALB
OG0000631	LOC5569442|XP_021702401.1|AAEG	LOC118456251|XP_035772740.1|AALB
OG0000632	LOC5573892|XP_021703330.1|AAEG	LOC118457296|XP_035774654.1|AALB
OG0000635	LOC5572315|XP_001654005.2|AAEG	LOC118460326|XP_035780430.1|AALB
OG0000636	LOC5578295|XP_001656875.1|AAEG	LOC118458194|XP_035776332.1|AALB
OG0000638	LOC5573827|XP_021706608.1|AAEG	LOC118463452|XP_035785932.1|AALB
OG0000639	LOC5567245|XP_021710885.1|AAEG	LOC118465352|XP_035789408.1|AALB
OG0000646	LOC110674862|XP_021695067.1|AAEG	LOC118456626|XP_035773443.1|AALB
OG0000647	LOC5579005|XP_021694209.1|AAEG	LOC118465633|XP_035789968.1|AALB
OG0000648	LOC5570655|XP_021706985.1|AAEG	LOC118459669|XP_035779169.1|AALB
OG0000649	LOC5571800|XP_001659930.2|AAEG	LOC118464708|XP_035788137.1|AALB
OG0000650	LOC5573407|XP_001654581.2|AAEG	LOC118464959|XP_035788652.1|AALB
OG0000651	LOC5565048|XP_001649404.1|AAEG	LOC118460445|XP_035780650.1|AALB
OG0000652	LOC5573370|XP_001660865.1|AAEG	LOC118459384|XP_035778579.1|AALB
OG0000653	LOC5576350|XP_021693310.1|AAEG	LOC118459586|XP_035779006.1|AALB
OG0000653	LOC5576348|XP_001656086.1|AAEG	LOC118462049|XP_035783924.1|AALB
OG0000654	LOC5568292|XP_021697103.1|AAEG	LOC118467469|XP_035793892.1|AALB
OG0000655	LOC5575242|XP_001655652.1|AAEG	LOC118463065|XP_035785214.1|AALB
OG0000656	LOC5574633|XP_001661549.2|AAEG	LOC118456929|XP_035773959.1|AALB
OG0000657	LOC5580250|XP_001662649.1|AAEG	LOC118467944|XP_035794810.1|AALB
OG0000658	LOC5578313|XP_001656889.1|AAEG	LOC118459780|XP_035779389.1|AALB
OG0000659	LOC5576865|XP_001662960.1|AAEG	LOC118468708|XP_035795725.1|AALB
OG0000660	LOC5565850|XP_001650194.1|AAEG	LOC118459644|XP_035779119.1|AALB, LOC118459649|XP_035779124.1|AALB, LOC118459645|XP_035779120.1|AALB
OG0000661	LOC5567335|XP_001651759.1|AAEG	LOC118457247|XP_035774525.1|AALB
OG0000662	LOC5568430|XP_001652258.1|AAEG	LOC118460958|XP_035781626.1|AALB
OG0000663	LOC5568431|XP_001652261.2|AAEG	LOC118467777|XP_035794508.1|AALB, LOC118460470|XP_035780686.1|AALB, LOC118461658|XP_035783130.1|AALB
OG0000664	LOC5572517|XP_001660456.1|AAEG	LOC118459849|XP_035779510.1|AALB
OG0000665	LOC5575634|XP_001655779.1|AAEG, LOC110681162|XP_021712622.1|AAEG	LOC118461359|XP_035782488.1|AALB
OG0000666	LOC5567515|XP_021710706.1|AAEG	LOC118460644|XP_035780997.1|AALB
OG0000667	LOC5564165|XP_021705035.1|AAEG	LOC118459008|XP_035777906.1|AALB
OG0000668	LOC5573885|XP_001654923.1|AAEG	LOC118460380|XP_035780530.1|AALB
OG0000669	LOC5563963|XP_021710654.1|AAEG	LOC118457769|XP_035775488.1|AALB, LOC118457773|XP_035775495.1|AALB
OG0000670	LOC110680765|XP_021712244.1|AAEG, LOC5572992|XP_001654319.1|AAEG	LOC118466181|XP_035791065.1|AALB
OG0000671	LOC5572082|XP_001660161.1|AAEG	LOC118466952|XP_035792744.1|AALB
OG0000672	LOC5568965|XP_001652618.1|AAEG	LOC118463337|XP_035785745.1|AALB
OG0000673	LOC5564117|XP_001648452.3|AAEG	LOC118466980|XP_035792788.1|AALB
OG0000677	LOC110674775|XP_021694756.1|AAEG	LOC118465970|XP_035790618.1|AALB, LOC118464463|XP_035787758.1|AALB
OG0000678	LOC5573033|XP_001654349.2|AAEG	LOC118463047|XP_035785190.1|AALB
OG0000679	LOC5572891|XP_001654245.2|AAEG, LOC5572888|XP_001654244.1|AAEG	LOC118462636|XP_035784377.1|AALB, LOC118466988|XP_035792798.1|AALB
OG0000679	LOC5568749|XP_001658126.1|AAEG, LOC5568745|XP_001658124.1|AAEG, LOC5568746|XP_021698051.1|AAEG, LOC5568744|XP_021698049.1|AAEG	LOC118464971|XP_035788695.1|AALB
OG0000680	LOC5570450|XP_021696861.1|AAEG	LOC118457713|XP_035775395.1|AALB
OG0000681	LOC5571511|XP_021704098.1|AAEG	LOC118465454|XP_035789625.1|AALB
OG0000683	LOC5567780|XP_021712292.1|AAEG	LOC118457329|XP_035774716.1|AALB
OG0000683	LOC5567781|XP_001657682.1|AAEG	LOC118457327|XP_035774713.1|AALB
OG0000683	LOC5567779|XP_001657680.2|AAEG	LOC118457331|XP_035774718.1|AALB
OG0000683	LOC5565951|XP_021693916.1|AAEG	LOC118460755|XP_035781245.1|AALB, LOC118461198|XP_035782136.1|AALB
OG0000684	LOC110681498|XP_021713031.1|AAEG, LOC5572598|XP_021711785.1|AAEG	LOC118468548|XP_035795336.1|AALB
OG0000685	LOC5565927|XP_001650303.1|AAEG	LOC118460918|XP_035781564.1|AALB
OG0000686	LOC5573238|XP_001660815.1|AAEG	LOC118466111|XP_035790938.1|AALB
OG0000687	LOC5571869|XP_001659976.1|AAEG, LOC110681189|XP_021712657.1|AAEG	LOC118467740|XP_035794439.1|AALB
OG0000688	LOC5579438|XP_021697177.1|AAEG	LOC118467394|XP_035793749.1|AALB
OG0000689	LOC5575898|XP_001655893.1|AAEG	LOC118465952|XP_035790573.1|AALB
OG0000690	LOC5563622|XP_001647922.2|AAEG	LOC118459366|XP_035778558.1|AALB
OG0000690	LOC5576180|XP_001655977.1|AAEG	LOC118462504|XP_035784121.1|AALB
OG0000690	LOC5563613|XP_001647923.1|AAEG	LOC118459367|XP_035778559.1|AALB
OG0000690	LOC5563595|XP_001647921.1|AAEG	LOC118460492|XP_035780738.1|AALB
OG0000691	LOC5577893|XP_001663600.1|AAEG	LOC118463499|XP_035785991.1|AALB
OG0000692	LOC5577134|XP_021699126.1|AAEG	LOC118464218|XP_035787283.1|AALB
OG0000693	LOC110676378|XP_021699721.1|AAEG	LOC118468443|XP_035795104.1|AALB
OG0000694	LOC5569581|XP_001658647.1|AAEG	LOC118458931|XP_035777794.1|AALB
OG0000695	LOC5575443|XP_021700367.1|AAEG	LOC118460282|XP_035780358.1|AALB
OG0000696	LOC5570960|XP_001659424.1|AAEG	LOC118468894|XP_035796080.1|AALB
OG0000697	LOC5569502|XP_001658586.1|AAEG	LOC118457744|XP_035775449.1|AALB
OG0000698	LOC5572825|XP_001654210.2|AAEG	LOC118459033|XP_035777943.1|AALB
OG0000699	LOC5572903|XP_021702732.1|AAEG	LOC118459522|XP_035778866.1|AALB
OG0000700	LOC5572373|XP_021695335.1|AAEG	LOC118461571|XP_035782952.1|AALB
OG0000701	LOC5572067|XP_001653834.1|AAEG	LOC118458667|XP_035777265.1|AALB
OG0000702	LOC5576021|XP_021711648.1|AAEG	LOC118458785|XP_035777520.1|AALB
OG0000703	LOC5579187|XP_021706766.1|AAEG	LOC118459354|XP_035778531.1|AALB
OG0000704	LOC5566167|XP_021710754.1|AAEG	LOC118456706|XP_035773616.1|AALB
OG0000705	LOC5575011|XP_021708260.1|AAEG	LOC118457192|XP_035774434.1|AALB
OG0000706	LOC5564887|XP_001649217.2|AAEG, LOC110677898|XP_021705469.1|AAEG	LOC118459712|XP_035779266.1|AALB
OG0000707	LOC5576097|XP_001662443.1|AAEG	LOC118461133|XP_035781987.1|AALB
OG0000708	LOC5575809|XP_021705328.1|AAEG	LOC118459946|XP_035779717.1|AALB
OG0000709	LOC5563960|XP_001648293.2|AAEG	LOC118459873|XP_035779553.1|AALB
OG0000710	LOC5570014|XP_001658903.1|AAEG	LOC118465879|XP_035790409.1|AALB
OG0000711	LOC5577132|XP_021709303.1|AAEG	LOC118462952|XP_035784988.1|AALB
OG0000713	LOC5574816|XP_001655376.1|AAEG	LOC118461387|XP_035782541.1|AALB
OG0000714	LOC5566058|XP_001650424.1|AAEG	LOC118466714|XP_035792269.1|AALB
OG0000716	LOC5578121|XP_001656819.1|AAEG	LOC118464220|XP_035787285.1|AALB
OG0000724	LOC5565085|XP_001649429.1|AAEG	LOC118464210|XP_035787273.1|AALB
OG0000726	LOC5577130|XP_021712611.1|AAEG	LOC118458096|XP_035776151.1|AALB
OG0000727	LOC5565705|XP_021713193.1|AAEG	LOC118461070|XP_035781855.1|AALB, LOC118460163|XP_035780158.1|AALB
OG0000728	LOC5573065|XP_021693529.1|AAEG	LOC118458251|XP_035776425.1|AALB
OG0000729	LOC5568367|XP_001658021.2|AAEG	LOC118457526|XP_035775064.1|AALB
OG0000730	LOC5570667|XP_001659264.1|AAEG	LOC118463159|XP_035785437.1|AALB
OG0000731	LOC5579031|XP_001664210.1|AAEG	LOC118464461|XP_035787755.1|AALB
OG0000732	LOC5572199|XP_001653865.1|AAEG	LOC118466282|XP_035791255.1|AALB
OG0000733	LOC5575492|XP_001662013.1|AAEG	LOC118466217|XP_035791133.1|AALB
OG0000734	LOC5578486|XP_021699525.1|AAEG	LOC118463976|XP_035786870.1|AALB
OG0000735	LOC5573851|XP_001654878.1|AAEG	LOC118457158|XP_035774377.1|AALB
OG0000736	LOC5568814|XP_001658180.2|AAEG	LOC118460963|XP_035781632.1|AALB
OG0000737	LOC5573076|XP_021702138.1|AAEG	LOC118467259|XP_035793435.1|AALB
OG0000738	LOC5577544|XP_001656560.1|AAEG	LOC118458725|XP_035777386.1|AALB
OG0000739	LOC5575848|XP_001662256.1|AAEG	LOC118467299|XP_035793513.1|AALB
OG0000740	LOC5568948|XP_021703190.1|AAEG	LOC118462970|XP_035785030.1|AALB
OG0000740	LOC5572569|XP_001654085.2|AAEG	LOC118456537|XP_035773278.1|AALB
OG0000741	LOC23687536|XP_021705281.1|AAEG	LOC118459732|XP_035779299.1|AALB
OG0000742	LOC5570003|XP_021705592.1|AAEG	LOC118457488|XP_035775012.1|AALB
OG0000743	LOC5574874|XP_001655398.1|AAEG, LOC110681160|XP_021712620.1|AAEG	LOC118461608|XP_035783027.1|AALB
OG0000744	LOC5565206|XP_001649565.2|AAEG, LOC5565220|XP_001649576.2|AAEG	LOC118464721|XP_035788186.1|AALB
OG0000745	LOC5578669|XP_001657064.2|AAEG	LOC118463435|XP_035785897.1|AALB
OG0000746	LOC110679049|XP_021708670.1|AAEG, LOC5569724|XP_001652949.1|AAEG	LOC118463465|XP_035785948.1|AALB
OG0000753	LOC5574701|XP_021698366.1|AAEG	LOC118463405|XP_035785850.1|AALB
OG0000754	LOC23687751|XP_021706737.1|AAEG	LOC118459560|XP_035778956.1|AALB
OG0000755	LOC5578924|XP_001657210.3|AAEG	LOC118456484|XP_035773202.1|AALB
OG0000756	LOC5576731|XP_001656241.1|AAEG	LOC118459267|XP_035778383.1|AALB
OG0000756	LOC5576736|XP_001656242.2|AAEG	LOC118459021|XP_035777918.1|AALB
OG0000757	LOC5573994|XP_001661080.1|AAEG	LOC118466731|XP_035792307.1|AALB
OG0000758	LOC5573302|XP_021698645.1|AAEG	LOC118464489|XP_035787809.1|AALB
OG0000759	LOC5567691|XP_001651852.3|AAEG	LOC118464958|XP_035788642.1|AALB
OG0000760	LOC5567456|XP_021701228.1|AAEG	LOC118461199|XP_035782137.1|AALB
OG0000761	LOC5569446|XP_021702395.1|AAEG	LOC118459145|XP_035778122.1|AALB
OG0000762	LOC5569068|XP_001658297.1|AAEG	LOC118468393|XP_035795050.1|AALB
OG0000763	LOC5568174|XP_021703903.1|AAEG	LOC118461552|XP_035782895.1|AALB
OG0000764	LOC5567685|XP_021708653.1|AAEG	LOC118458907|XP_035777759.1|AALB
OG0000765	LOC5576262|XP_001656034.2|AAEG	LOC118461038|XP_035781818.1|AALB
OG0000766	LOC5571467|XP_001659718.2|AAEG	LOC118459074|XP_035778009.1|AALB
OG0000767	LOC5568661|XP_021705791.1|AAEG	LOC118460152|XP_035780143.1|AALB
OG0000768	LOC5577816|XP_001663586.1|AAEG	LOC118461516|XP_035782839.1|AALB
OG0000769	LOC5572989|XP_021706132.1|AAEG	LOC118466179|XP_035791062.1|AALB
OG0000770	LOC5579099|XP_001657293.2|AAEG, LOC110680759|XP_021712238.1|AAEG, LOC5579095|XP_001657289.2|AAEG, LOC5579094|XP_001657288.2|AAEG	LOC118465276|XP_035789210.1|AALB
OG0000771	LOC5565457|XP_001649766.2|AAEG	LOC118465832|XP_035790318.1|AALB
OG0000778	LOC5572380|XP_021694486.1|AAEG	LOC118467710|XP_035794817.1|AALB
OG0000779	LOC5576071|XP_001662401.2|AAEG	LOC118464822|XP_035788386.1|AALB
OG0000779	LOC5576070|XP_001662400.2|AAEG	LOC118464827|XP_035788399.1|AALB
OG0000779	LOC5569560|XP_001658622.2|AAEG	LOC118461976|XP_035783792.1|AALB
OG0000779	LOC5564166|XP_001648508.2|AAEG	LOC118468874|XP_035796053.1|AALB
OG0000780	LOC5564012|XP_001648334.2|AAEG	LOC118461097|XP_035781946.1|AALB
OG0000780	LOC5564011|XP_021697098.1|AAEG	LOC118460885|XP_035781560.1|AALB
OG0000781	LOC5576472|XP_021700484.1|AAEG	LOC118466381|XP_035791507.1|AALB, LOC118459642|XP_035779115.1|AALB
OG0000782	LOC5565070|XP_001649412.1|AAEG	LOC118462004|XP_035783833.1|AALB
OG0000783	LOC5565051|XP_001649399.1|AAEG	LOC118461989|XP_035783818.1|AALB
OG0000784	LOC5566654|XP_001651019.1|AAEG	LOC118457596|XP_035775188.1|AALB
OG0000785	LOC5567616|XP_021713394.1|AAEG	LOC118459271|XP_035778400.1|AALB
OG0000786	LOC5575790|XP_021693483.1|AAEG	LOC118457367|XP_035774777.1|AALB
OG0000787	LOC5574159|XP_001655068.1|AAEG	LOC118467704|XP_035794380.1|AALB
OG0000788	LOC5575938|XP_021699162.1|AAEG	LOC118466414|XP_035791576.1|AALB
OG0000789	LOC5570933|XP_001659405.2|AAEG	LOC118468941|XP_035796172.1|AALB
OG0000790	LOC5572784|XP_001654187.2|AAEG	LOC118466930|XP_035792713.1|AALB
OG0000791	LOC5577917|XP_021702814.1|AAEG	LOC118456204|XP_035772663.1|AALB
OG0000792	LOC5569872|XP_021703438.1|AAEG	LOC118456843|XP_035773832.1|AALB
OG0000792	LOC110675237|XP_021695378.1|AAEG	LOC118458779|XP_035777497.1|AALB
OG0000793	LOC5570063|XP_001653054.1|AAEG	LOC118459860|XP_035779527.1|AALB
OG0000794	LOC5578434|XP_001656949.2|AAEG, LOC5578484|XP_001656950.2|AAEG	LOC118460044|XP_035779899.1|AALB
OG0000794	LOC5578432|XP_021705735.1|AAEG	LOC118458710|XP_035777343.1|AALB, LOC118458832|XP_035777620.1|AALB
OG0000795	LOC5568843|XP_001652571.1|AAEG	LOC118456526|XP_035773263.1|AALB
OG0000796	LOC5568998|XP_021709572.1|AAEG	LOC118459067|XP_035777997.1|AALB
OG0000797	LOC5571755|XP_001653781.1|AAEG	LOC118463511|XP_035786006.1|AALB
OG0000798	LOC5573757|XP_021708658.1|AAEG	LOC118464225|XP_035787294.1|AALB
OG0000799	LOC5575386|XP_001655738.1|AAEG	LOC118462798|XP_035784688.1|AALB
OG0000801	LOC5568707|XP_001652531.1|AAEG	LOC118463198|XP_035785525.1|AALB
OG0000802	LOC5567358|XP_001657370.2|AAEG	LOC118467277|XP_035793472.1|AALB
OG0000809	LOC5579360|XP_001647666.2|AAEG	LOC118459815|XP_035779452.1|AALB
OG0000809	LOC5563614|XP_021704442.1|AAEG, LOC5577661|XP_001656659.2|AAEG, LOC5569033|XP_021701867.1|AAEG, LOC5574111|XP_001661183.2|AAEG	LOC118464086|XP_035787043.1|AALB
OG0000810	LOC5578919|XP_001657205.2|AAEG	LOC118456265|XP_035772760.1|AALB
OG0000811	LOC5566120|XP_001650490.2|AAEG	LOC118466450|XP_035791682.1|AALB
OG0000812	LOC5568127|XP_021696627.1|AAEG	LOC118467412|XP_035793789.1|AALB
OG0000813	LOC5576046|XP_001662369.1|AAEG	LOC118463261|XP_035785624.1|AALB
OG0000814	LOC5567710|XP_001651876.1|AAEG	LOC118465745|XP_035790105.1|AALB
OG0000815	LOC5564950|XP_021701900.1|AAEG, LOC5575209|XP_021701902.1|AAEG, LOC5575211|XP_001661846.2|AAEG	LOC118459814|XP_035779450.1|AALB
OG0000816	LOC5564019|XP_021702806.1|AAEG	LOC118466970|XP_035792778.1|AALB
OG0000818	LOC5576102|XP_001662447.1|AAEG	LOC118461934|XP_035783701.1|AALB
OG0000819	LOC5568992|XP_021707431.1|AAEG	LOC118457457|XP_035774950.1|AALB
OG0000820	LOC5579797|XP_021706989.1|AAEG	LOC118463815|XP_035786587.1|AALB
OG0000821	LOC5573067|XP_001654398.2|AAEG	LOC118465578|XP_035789840.1|AALB
OG0000822	LOC5573841|XP_001654866.1|AAEG	LOC118466197|XP_035791108.1|AALB
OG0000830	LOC5566467|XP_001650849.1|AAEG, LOC5566468|XP_001650850.1|AAEG	LOC118459962|XP_035779743.1|AALB
OG0000830	LOC5566471|XP_001650855.1|AAEG	LOC118459960|XP_035779742.1|AALB
OG0000830	LOC5566470|XP_001650852.2|AAEG	LOC118459959|XP_035779740.1|AALB
OG0000831	LOC5578573|XP_001663963.2|AAEG	LOC118459079|XP_035778024.1|AALB
OG0000831	LOC5574451|XP_001661466.2|AAEG	LOC118461902|XP_035783648.1|AALB
OG0000831	LOC5571091|XP_001659531.1|AAEG	LOC118458536|XP_035777010.1|AALB
OG0000832	LOC5575640|XP_001655787.1|AAEG	LOC118460735|XP_035781187.1|AALB
OG0000833	LOC5572312|XP_001654001.2|AAEG	LOC118463051|XP_035785194.1|AALB
OG0000833	LOC110680938|XP_021712411.1|AAEG, LOC5563739|XP_021695735.1|AAEG, LOC110680937|XP_021712410.1|AAEG, LOC5579400|XP_021695736.1|AAEG, LOC5563741|XP_001648018.2|AAEG	LOC118464025|XP_035786974.1|AALB, LOC118466689|XP_035792212.1|AALB
OG0000833	LOC5567122|XP_001651553.2|AAEG	LOC118463826|XP_035786602.1|AALB
OG0000834	LOC5578133|XP_021696267.1|AAEG	LOC118464380|XP_035787616.1|AALB
OG0000835	LOC5577895|XP_021698629.1|AAEG	LOC118465621|XP_035789897.1|AALB
OG0000836	LOC5571557|XP_001659779.1|AAEG	LOC118460970|XP_035781675.1|AALB
OG0000837	LOC110681194|XP_021712664.1|AAEG, LOC5564880|XP_021710587.1|AAEG	LOC118459718|XP_035779272.1|AALB
OG0000838	LOC5571070|XP_001659510.2|AAEG	LOC118458035|XP_035776046.1|AALB
OG0000839	LOC5567590|XP_021704529.1|AAEG	LOC118460038|XP_035779893.1|AALB
OG0000840	LOC5568658|XP_021705463.1|AAEG	LOC118460519|XP_035780787.1|AALB
OG0000841	LOC5578554|XP_021704510.1|AAEG	LOC118457107|XP_035774292.1|AALB
OG0000842	LOC5565224|XP_001649557.2|AAEG	LOC118467493|XP_035793936.1|AALB
OG0000843	LOC5575084|XP_001661802.1|AAEG	LOC118467383|XP_035793713.1|AALB
OG0000844	LOC5568444|XP_021706258.1|AAEG	LOC118462801|XP_035784693.1|AALB
OG0000853	LOC110677782|XP_021704938.1|AAEG, LOC110676413|XP_021699900.1|AAEG, LOC110674619|XP_021694405.1|AAEG, LOC5578241|XP_021702587.1|AAEG, LOC110679413|XP_021709629.1|AAEG, LOC110674712|XP_021694459.1|AAEG, LOC110676941|XP_021702580.1|AAEG, LOC110676161|XP_021698647.1|AAEG, LOC110678847|XP_021708059.1|AAEG, LOC110674188|XP_021693894.1|AAEG, LOC110674103|XP_021693420.1|AAEG, LOC110676683|XP_021701210.1|AAEG, LOC110677229|XP_021703981.1|AAEG, LOC110676177|XP_021698686.1|AAEG, LOC110675142|XP_021695215.1|AAEG	LOC118456872|XP_035773875.1|AALB, LOC118464526|XP_035787856.1|AALB
OG0000853	LOC110677716|XP_021704571.1|AAEG, LOC110678096|XP_021706382.1|AAEG	LOC118464266|XP_035787403.1|AALB
OG0000854	LOC5575256|XP_021694868.1|AAEG	LOC118468375|XP_035795031.1|AALB
OG0000855	LOC5564916|XP_001649261.1|AAEG	LOC118462018|XP_035783872.1|AALB
OG0000856	LOC5569202|XP_021699577.1|AAEG	LOC118462080|XP_035783992.1|AALB
OG0000857	LOC5568410|XP_021706344.1|AAEG	LOC118461650|XP_035783123.1|AALB
OG0000857	LOC5568408|XP_001658060.1|AAEG, LOC5572935|XP_001660658.2|AAEG, LOC110681143|XP_021712605.1|AAEG	LOC118461663|XP_035783145.1|AALB
OG0000858	LOC5563593|XP_001647843.2|AAEG	LOC118460903|XP_035781540.1|AALB
OG0000860	LOC23687882|XP_021695499.1|AAEG	LOC118467315|XP_035793543.1|AALB
OG0000861	LOC5579974|XP_021697396.1|AAEG	LOC118467097|XP_035793036.1|AALB
OG0000862	LOC5578595|XP_021697871.1|AAEG	LOC118467136|XP_035793144.1|AALB
OG0000863	LOC5569153|XP_021712379.1|AAEG, LOC5579040|XP_001664217.2|AAEG	LOC118462855|XP_035784804.1|AALB
OG0000864	LOC5574382|XP_021700100.1|AAEG	LOC118461400|XP_035782558.1|AALB
OG0000865	LOC110676550|XP_021700543.1|AAEG	LOC118457283|XP_035774637.1|AALB
OG0000866	LOC5565764|XP_021700881.1|AAEG	LOC118461640|XP_035783103.1|AALB
OG0000867	LOC5566526|XP_001650903.1|AAEG	LOC118457872|XP_035775679.1|AALB
OG0000868	LOC5575799|XP_001662225.1|AAEG	LOC118457576|XP_035775146.1|AALB
OG0000870	LOC5576243|XP_001656024.2|AAEG	LOC118463289|XP_035785664.1|AALB
OG0000870	LOC5578077|XP_001656770.2|AAEG	LOC118467783|XP_035794518.1|AALB, LOC118463873|XP_035786686.1|AALB
OG0000871	LOC5563912|XP_021709764.1|AAEG	LOC118466733|XP_035792309.1|AALB
OG0000872	LOC5579795|XP_001648107.1|AAEG	LOC118463586|XP_035786133.1|AALB
OG0000873	LOC5570660|XP_021705398.1|AAEG	LOC118464246|XP_035787341.1|AALB
OG0000873	LOC5578723|XP_021705681.1|AAEG	LOC118463744|XP_035786431.1|AALB
OG0000873	LOC5574699|XP_021710974.1|AAEG	LOC118464222|XP_035787287.1|AALB
OG0000874	LOC5568583|XP_021711564.1|AAEG	LOC118463225|XP_035785567.1|AALB
OG0000875	LOC5569144|XP_021704184.1|AAEG	LOC118466928|XP_035792707.1|AALB
OG0000882	LOC5574255|XP_001661310.1|AAEG	LOC118460321|XP_035780429.1|AALB
OG0000883	LOC5572260|XP_021706275.1|AAEG	LOC118456749|XP_035773701.1|AALB
OG0000883	LOC5577890|XP_001663596.2|AAEG	LOC118457045|XP_035774188.1|AALB
OG0000883	LOC5576983|XP_001663083.2|AAEG, LOC110681455|XP_021712908.1|AAEG, LOC5564732|XP_001649072.2|AAEG	LOC118466014|XP_035790719.1|AALB
OG0000884	LOC5578384|XP_021707387.1|AAEG	LOC118468700|XP_035795717.1|AALB
OG0000885	LOC5576669|XP_001662811.1|AAEG, LOC5576675|XP_001662810.2|AAEG, LOC5576677|XP_001662809.2|AAEG	LOC118457725|XP_035775410.1|AALB, LOC118457727|XP_035775411.1|AALB
OG0000885	LOC5576673|XP_001662808.1|AAEG	LOC118457724|XP_035775409.1|AALB
OG0000886	LOC5574091|XP_001661161.2|AAEG	LOC118466527|XP_035791925.1|AALB
OG0000887	LOC5574709|XP_021697236.1|AAEG, LOC110675781|XP_021697241.1|AAEG	LOC118463310|XP_035785687.1|AALB, LOC118465846|XP_035790350.1|AALB
OG0000887	LOC5574710|XP_001661611.2|AAEG	LOC118463810|XP_035786579.1|AALB
OG0000887	LOC5564321|XP_001648679.1|AAEG	LOC118468811|XP_035795919.1|AALB, LOC118468809|XP_035795918.1|AALB
OG0000888	LOC5577573|XP_021697247.1|AAEG	LOC118465638|XP_035789937.1|AALB, LOC118465634|XP_035789929.1|AALB
OG0000889	LOC5565345|XP_001649691.2|AAEG, LOC5569614|XP_001652895.2|AAEG, LOC5569613|XP_001652894.2|AAEG, LOC5569626|XP_001652896.2|AAEG, LOC5569611|XP_001652892.2|AAEG, LOC5569610|XP_001652891.1|AAEG, LOC5569609|XP_001652890.1|AAEG	LOC118463477|XP_035785960.1|AALB
OG0000890	LOC5572876|XP_001660628.1|AAEG	LOC118465805|XP_035790266.1|AALB
OG0000891	LOC5571677|XP_021701172.1|AAEG	LOC118457690|XP_035775354.1|AALB
OG0000892	LOC5573804|XP_001661052.1|AAEG	LOC118461667|XP_035783148.1|AALB
OG0000893	LOC5577455|XP_021710131.1|AAEG, LOC110679543|XP_021710135.1|AAEG	LOC118461100|XP_035781909.1|AALB
OG0000894	LOC5572954|XP_001654283.2|AAEG	LOC118457777|XP_035775501.1|AALB
OG0000895	LOC5578431|XP_021704726.1|AAEG	LOC118458352|XP_035776596.1|AALB
OG0000907	LOC5569936|XP_001658828.2|AAEG	LOC118459253|XP_035778358.1|AALB
OG0000908	LOC5576916|XP_021713330.1|AAEG, LOC5576923|XP_001663020.2|AAEG, LOC5576921|XP_001663018.1|AAEG	LOC118460948|XP_035781610.1|AALB, LOC118460947|XP_035781609.1|AALB
OG0000908	LOC5578808|XP_001657173.1|AAEG	LOC118460597|XP_035780917.1|AALB
OG0000908	LOC5576922|XP_001663019.1|AAEG, LOC5576915|XP_001663012.2|AAEG, LOC5576917|XP_001663014.2|AAEG	LOC118460950|XP_035781612.1|AALB
OG0000909	LOC5580100|XP_001654851.1|AAEG	LOC118459629|XP_035779099.1|AALB
OG0000910	LOC5570090|XP_021696583.1|AAEG	LOC118462988|XP_035785093.1|AALB
OG0000911	LOC5568878|XP_021698401.1|AAEG	LOC118464594|XP_035787930.1|AALB
OG0000912	LOC5569590|XP_001652874.1|AAEG	LOC118467011|XP_035792847.1|AALB, LOC118462929|XP_035784931.1|AALB
OG0000913	LOC5572905|XP_021699829.1|AAEG	LOC118462550|XP_035784209.1|AALB
OG0000914	LOC5565692|XP_001650041.1|AAEG	LOC118467845|XP_035794645.1|AALB
OG0000914	LOC5577609|XP_001656603.1|AAEG, LOC5577610|XP_001656604.1|AAEG, LOC5577605|XP_001656599.2|AAEG, LOC5577607|XP_001656601.2|AAEG	LOC118459089|XP_035778047.1|AALB
OG0000915	LOC110675850|XP_021697446.1|AAEG, LOC110681284|XP_021712741.1|AAEG	LOC118457378|XP_035774806.1|AALB
OG0000916	LOC5563777|XP_021702027.1|AAEG	LOC118458441|XP_035776810.1|AALB
OG0000917	LOC5567991|XP_021703538.1|AAEG	LOC118458771|XP_035777457.1|AALB
OG0000918	LOC5565834|XP_021703643.1|AAEG	LOC118460938|XP_035781593.1|AALB
