Orthogroup	AAEG.longest_only	DMIR.longest_only
OG0000439	LOC5567214|XP_001651644.2|AAEG	LOC108153164|XP_017138458.1|DMIR
OG0000440	LOC110676860|XP_021701990.1|AAEG	LOC117192957|XP_033253571.1|DMIR, LOC117193248|XP_033253882.1|DMIR, LOC108159858|XP_017148946.1|DMIR, LOC108158153|XP_017145864.1|DMIR
OG0000441	LOC5573074|XP_001660703.2|AAEG	LOC117193709|XP_033254326.1|DMIR, LOC108158299|XP_017146028.1|DMIR, LOC108158220|XP_017145937.1|DMIR
OG0000442	LOC5579172|XP_021710146.1|AAEG	LOC108157008|XP_017144302.2|DMIR
OG0000443	LOC5568713|XP_021709748.1|AAEG, LOC5569780|XP_001658722.1|AAEG	LOC108152280|XP_017136987.1|DMIR, LOC108152279|XP_017136986.1|DMIR
OG0000444	LOC5567217|XP_001651646.3|AAEG, LOC5567436|XP_021706495.1|AAEG	LOC108161226|XP_017150939.1|DMIR, LOC108163856|XP_017154860.1|DMIR
OG0000448	LOC23687587|XP_021694447.1|AAEG	LOC108157671|XP_017145322.1|DMIR, LOC108157737|XP_017145402.1|DMIR
OG0000449	LOC5572858|XP_001660618.2|AAEG	LOC108151450|XP_017135555.1|DMIR
OG0000449	LOC5574532|XP_021694481.1|AAEG	LOC108163338|XP_017154063.1|DMIR
OG0000450	LOC110680460|XP_021711955.1|AAEG, LOC5576465|XP_021700332.1|AAEG	LOC108164547|XP_017155845.1|DMIR
OG0000450	LOC110674772|XP_021694752.1|AAEG	LOC108162040|XP_017152057.1|DMIR
OG0000451	LOC5571503|XP_001659753.1|AAEG	LOC108151468|XP_017135583.1|DMIR
OG0000451	LOC5571502|XP_021704118.1|AAEG	LOC108151470|XP_017135585.1|DMIR
OG0000453	LOC5578274|XP_001663802.2|AAEG, LOC5578275|XP_001663803.2|AAEG	LOC108157761|XP_017145433.1|DMIR
OG0000454	LOC5569151|XP_021700040.1|AAEG	LOC108157785|XP_017145464.1|DMIR, LOC108152177|XP_017136797.1|DMIR
OG0000456	LOC5570893|XP_021700660.1|AAEG	LOC108162817|XP_033248630.1|DMIR
OG0000457	LOC5565766|XP_001650147.2|AAEG	LOC108162974|XP_033249578.1|DMIR
OG0000457	LOC5564329|XP_021700919.1|AAEG	LOC108161358|XP_017151090.1|DMIR
OG0000458	LOC5565843|XP_021703626.1|AAEG, LOC23687629|XP_021706599.1|AAEG, LOC5565841|XP_021703625.1|AAEG, LOC5565842|XP_001650218.2|AAEG, LOC5565387|XP_021700996.1|AAEG	LOC108161569|XP_033248596.1|DMIR
OG0000460	LOC5577624|XP_001656618.2|AAEG	LOC108161537|XP_033250012.1|DMIR, LOC117187575|XP_033246170.1|DMIR, LOC117187527|XP_033246167.1|DMIR, LOC117187591|XP_033246171.1|DMIR, LOC117187647|XP_033246174.1|DMIR, LOC117187674|XP_033246235.1|DMIR, LOC117187651|XP_033246180.1|DMIR, LOC117187660|XP_033246196.1|DMIR, LOC117187675|XP_033246236.1|DMIR, LOC117187670|XP_033246212.1|DMIR, LOC117187656|XP_033246186.1|DMIR, LOC117187676|XP_033246238.1|DMIR, LOC117187671|XP_033246219.1|DMIR, LOC117187648|XP_033246175.1|DMIR, LOC117187673|XP_033246225.1|DMIR, LOC117187668|XP_033246210.1|DMIR, LOC117187638|XP_033246173.1|DMIR, LOC117187649|XP_033246176.1|DMIR, LOC117187650|XP_033246177.1|DMIR, LOC117187559|XP_033246169.1|DMIR, LOC117187495|XP_033246165.1|DMIR, LOC117187485|XP_033246163.1|DMIR, LOC117187511|XP_033246166.1|DMIR, LOC117187481|XP_033246158.1|DMIR, LOC117187607|XP_033246172.1|DMIR, LOC117187543|XP_033246168.1|DMIR, LOC117187484|XP_033246162.1|DMIR, LOC117186991|XP_033244410.1|DMIR, LOC117187034|XP_033244612.1|DMIR, LOC117187032|XP_033244585.1|DMIR, LOC117187031|XP_033244583.1|DMIR, LOC117187476|XP_033246143.1|DMIR, LOC117187030|XP_033244577.1|DMIR, LOC117187035|XP_033244616.1|DMIR, LOC117186982|XP_033244349.1|DMIR, LOC117187009|XP_033244462.1|DMIR, LOC117188905|XP_033249369.1|DMIR, LOC117189115|XP_033250013.1|DMIR
OG0000465	LOC5571253|XP_001653551.1|AAEG, LOC5577529|XP_021712948.1|AAEG	LOC108155755|XP_017142284.1|DMIR, LOC108155754|XP_017142281.1|DMIR
OG0000466	LOC5577984|XP_021713022.1|AAEG	LOC108164726|XP_017156105.1|DMIR
OG0000466	LOC5572786|XP_001654185.1|AAEG	LOC108161847|XP_017151701.1|DMIR
OG0000467	LOC5568475|XP_021695985.1|AAEG	LOC117185952|XP_033250508.1|DMIR, LOC108159885|XP_033246248.1|DMIR, LOC117187682|XP_033246249.1|DMIR, LOC108160385|XP_033251770.1|DMIR
OG0000468	LOC23687721|XP_021709274.1|AAEG	LOC108154638|XP_017140455.1|DMIR
OG0000468	LOC23687516|XP_011493435.1|AAEG	LOC117188161|XP_033247486.1|DMIR, LOC108159013|XP_017147376.2|DMIR
OG0000469	LOC5565883|XP_021703807.1|AAEG	LOC108162976|XP_017153464.1|DMIR, LOC108162166|XP_033249183.1|DMIR
OG0000470	LOC5578138|XP_021707709.1|AAEG	LOC108165539|XP_017157102.1|DMIR
OG0000470	LOC5574556|XP_001661506.1|AAEG	LOC108153053|XP_017138313.1|DMIR
OG0000471	LOC110674399|XP_021694347.1|AAEG, LOC110678109|XP_021706404.1|AAEG, LOC5567989|XP_001657815.1|AAEG	LOC108153727|XP_017139343.1|DMIR, LOC108163720|XP_033249195.1|DMIR
OG0000473	LOC5569934|XP_001658830.2|AAEG	LOC108153102|XP_017138378.1|DMIR, LOC108159554|XP_017148473.1|DMIR
OG0000474	LOC5569558|XP_001658624.2|AAEG	LOC108153271|XP_017138629.1|DMIR, LOC108154321|XP_017140069.1|DMIR, LOC108161405|XP_017151145.1|DMIR
OG0000475	LOC5565629|XP_001649983.1|AAEG	LOC108155200|XP_017141360.1|DMIR, LOC108155199|XP_017141359.1|DMIR
OG0000476	LOC5575604|XP_001662086.2|AAEG	LOC108157736|XP_017145400.1|DMIR, LOC108157579|XP_017145188.1|DMIR
OG0000477	LOC5564209|XP_001648552.1|AAEG	LOC108157708|XP_017145366.1|DMIR, LOC117187459|XP_033246065.1|DMIR, LOC117187458|XP_033246064.1|DMIR, LOC108157136|XP_017144526.2|DMIR
OG0000478	LOC5566225|XP_021696850.1|AAEG, LOC5566220|XP_001650605.1|AAEG	LOC108156600|XP_017143632.1|DMIR
OG0000479	LOC5571039|XP_001659472.1|AAEG, LOC5571038|XP_001659473.2|AAEG, LOC5571037|XP_001659474.1|AAEG	LOC108157062|XP_017144382.1|DMIR
OG0000480	LOC5565774|XP_001650133.1|AAEG	LOC108161725|XP_017151537.2|DMIR, LOC108161161|XP_033249520.1|DMIR
OG0000482	LOC5564156|XP_001648504.1|AAEG, LOC5564158|XP_001648505.2|AAEG, LOC110680419|XP_021711910.1|AAEG	LOC108155181|XP_017141341.1|DMIR
OG0000483	LOC5563950|XP_001648275.2|AAEG, LOC5563953|XP_001648304.2|AAEG	LOC108156859|XP_017144075.1|DMIR, LOC108154472|XP_017140233.1|DMIR
OG0000484	LOC5576159|XP_001662504.2|AAEG	LOC108155313|XP_017141520.1|DMIR, LOC108155314|XP_017141521.1|DMIR
OG0000485	LOC5570054|XP_001658946.1|AAEG	LOC108153031|XP_017138276.1|DMIR, LOC108153030|XP_017138275.1|DMIR
OG0000486	LOC5565804|XP_001650170.2|AAEG	LOC117185830|XP_033253988.1|DMIR, LOC108160598|XP_017150186.1|DMIR, LOC108160597|XP_017150183.2|DMIR, LOC117185829|XP_033247478.1|DMIR
OG0000489	LOC5566180|XP_021693011.1|AAEG, LOC5566818|XP_001651225.2|AAEG, LOC5566819|XP_001651227.2|AAEG, LOC5566178|XP_001650550.2|AAEG	LOC108155344|XP_017141591.1|DMIR, LOC108152566|XP_033251958.1|DMIR
OG0000490	LOC5564407|XP_021699908.1|AAEG	LOC108164876|XP_017156310.1|DMIR
OG0000490	LOC5564043|XP_021703783.1|AAEG	LOC108164978|XP_017156485.1|DMIR
OG0000491	LOC5568339|XP_021710734.1|AAEG	LOC108153970|XP_017139555.1|DMIR, LOC117188055|XP_033247184.1|DMIR, LOC108158497|XP_033253176.1|DMIR
OG0000492	LOC5576114|XP_001662460.1|AAEG	LOC108159280|XP_017147930.1|DMIR
OG0000492	LOC5577628|XP_021702254.1|AAEG	LOC108161556|XP_017151329.1|DMIR
OG0000493	LOC5571043|XP_021696304.1|AAEG	LOC108157656|XP_017145296.1|DMIR, LOC108157655|XP_017145295.2|DMIR
OG0000494	LOC5569984|XP_001658869.1|AAEG	LOC108162538|XP_017152810.1|DMIR
OG0000495	LOC5576051|XP_021701656.1|AAEG, LOC5576056|XP_021701652.1|AAEG	LOC108158075|XP_017145716.1|DMIR, LOC108158885|XP_017147149.1|DMIR
OG0000496	LOC5575526|XP_021703709.1|AAEG	LOC108163209|XP_017153848.1|DMIR
OG0000496	LOC5575525|XP_021703714.1|AAEG	LOC108161457|XP_017151209.2|DMIR
OG0000497	LOC5569758|XP_021704072.1|AAEG	LOC108162624|XP_017152935.1|DMIR, LOC108162619|XP_017152929.1|DMIR
OG0000498	LOC5563949|XP_001648276.2|AAEG, LOC5563976|XP_001648277.2|AAEG	LOC108153904|XP_017139490.1|DMIR, LOC108154464|XP_017140223.1|DMIR
OG0000499	LOC5572478|XP_001660426.1|AAEG	LOC108159743|XP_017148770.1|DMIR, LOC117187909|XP_033246745.1|DMIR
OG0000500	LOC5576162|XP_001662510.3|AAEG, LOC5577003|XP_021705393.1|AAEG	LOC108153168|XP_017138462.1|DMIR, LOC108153167|XP_033242747.1|DMIR
OG0000504	LOC5571710|XP_021698830.1|AAEG, LOC5565972|XP_001650340.2|AAEG, LOC110674831|XP_021694990.1|AAEG, LOC110676201|XP_021698831.1|AAEG, LOC5565973|XP_021698828.1|AAEG	LOC108153455|XP_017138964.1|DMIR
OG0000505	LOC5575878|XP_021703710.1|AAEG, LOC5575881|XP_021703689.1|AAEG	LOC108155705|XP_033249187.1|DMIR, LOC108163800|XP_017154782.1|DMIR
OG0000506	LOC5575876|XP_021709863.1|AAEG, LOC5575877|XP_021709869.1|AAEG, LOC5568369|XP_021693930.1|AAEG	LOC108156667|XP_017143778.1|DMIR
OG0000507	LOC5565544|XP_001649911.1|AAEG	LOC108156353|XP_017143246.1|DMIR
OG0000507	LOC5574054|XP_021713281.1|AAEG	LOC108156361|XP_017143257.1|DMIR
OG0000508	LOC5568311|XP_021695181.1|AAEG, LOC110677246|XP_021704041.1|AAEG	LOC108165448|XP_033243944.1|DMIR, LOC117194877|XP_033255230.1|DMIR, LOC117194673|XP_033255077.1|DMIR
OG0000509	LOC5567324|XP_021698227.1|AAEG	LOC108159392|XP_017148115.1|DMIR
OG0000510	LOC5567701|XP_021699791.1|AAEG	LOC108160715|XP_017150379.1|DMIR, LOC117193699|XP_033254316.1|DMIR, LOC117188218|XP_033247609.1|DMIR
OG0000511	LOC5566989|XP_001651389.2|AAEG, LOC5564510|XP_001648852.1|AAEG	LOC108163269|XP_017153959.1|DMIR, LOC108163268|XP_017153957.1|DMIR
OG0000512	LOC23687743|XP_021701399.1|AAEG, LOC23687655|XP_011493370.2|AAEG	LOC108161640|XP_017151431.1|DMIR, LOC108152852|XP_033242758.1|DMIR
OG0000513	LOC5575852|XP_001662263.2|AAEG	LOC108158755|XP_017146856.1|DMIR, LOC108163751|XP_017154708.1|DMIR
OG0000514	LOC23687865|XP_021704006.1|AAEG	LOC108163445|XP_017154218.1|DMIR, LOC108163504|XP_017154318.1|DMIR
OG0000515	LOC5577999|XP_001656737.2|AAEG, LOC5576214|XP_001655991.1|AAEG	LOC108164490|XP_017155745.1|DMIR, LOC108153649|XP_017139244.1|DMIR
OG0000516	LOC5563973|XP_001648306.2|AAEG, LOC5563958|XP_001648307.2|AAEG, LOC5563956|XP_001648305.2|AAEG	LOC108155841|XP_017142450.1|DMIR, LOC108155822|XP_017142404.1|DMIR
OG0000517	LOC5565741|XP_001650092.2|AAEG	LOC108151882|XP_017136268.1|DMIR, LOC108151881|XP_017136267.1|DMIR
OG0000520	LOC110679388|XP_021709563.1|AAEG, LOC110674757|XP_021694716.1|AAEG, LOC5576730|XP_001656239.2|AAEG, LOC110675840|XP_021697402.1|AAEG	LOC108153050|XP_017138312.1|DMIR
OG0000521	LOC23687658|XP_021694216.1|AAEG	LOC108165106|XP_017156652.1|DMIR, LOC108158966|XP_033252803.1|DMIR
OG0000522	LOC5578806|XP_021699844.1|AAEG	LOC108161150|XP_033248879.1|DMIR, LOC108157855|XP_017145550.1|DMIR, LOC108164766|XP_017156166.1|DMIR
OG0000523	LOC5576121|XP_001662467.1|AAEG	LOC108156712|XP_017143849.1|DMIR
OG0000523	LOC5564391|XP_001648748.1|AAEG	LOC108162479|XP_017152720.1|DMIR
OG0000524	LOC5570276|XP_001659032.1|AAEG	LOC108156446|XP_017143394.2|DMIR, LOC108156969|XP_017144245.1|DMIR
OG0000525	LOC5571821|XP_001659953.1|AAEG, LOC5571822|XP_001659954.2|AAEG	LOC108159599|XP_017148542.1|DMIR, LOC108159598|XP_017148541.1|DMIR
OG0000526	LOC5580247|XP_001662644.1|AAEG	LOC108161341|XP_017151067.1|DMIR, LOC108160012|XP_017149233.2|DMIR, LOC117193688|XP_033254309.1|DMIR, LOC117193689|XP_033254310.1|DMIR, LOC108160006|XP_017149226.1|DMIR
OG0000527	LOC5577413|XP_021700511.1|AAEG, LOC5564164|XP_021700512.1|AAEG	LOC108162104|XP_017152155.1|DMIR, LOC108162660|XP_017152985.1|DMIR
OG0000528	LOC5568778|XP_021700715.1|AAEG, LOC5568779|XP_001658144.1|AAEG, LOC5568783|XP_001658148.2|AAEG, LOC5568782|XP_001658147.1|AAEG, LOC5574730|XP_021700710.1|AAEG	LOC108164165|XP_017155265.1|DMIR
OG0000529	LOC5572655|XP_021700824.1|AAEG	LOC108163947|XP_017154976.2|DMIR
OG0000530	LOC5570472|XP_021701466.1|AAEG	LOC108152120|XP_017136693.1|DMIR, LOC108153760|XP_017139387.1|DMIR
OG0000531	LOC5566804|XP_001651213.1|AAEG	LOC108163034|XP_017153570.1|DMIR, LOC108163229|XP_017153875.1|DMIR
OG0000532	LOC5577450|XP_001663376.2|AAEG	LOC108154526|XP_017140318.1|DMIR, LOC108157228|XP_017144674.1|DMIR
OG0000533	LOC5568210|XP_021707094.1|AAEG	LOC108155868|XP_017142476.1|DMIR
OG0000535	LOC110679157|XP_021708917.1|AAEG, LOC5579833|XP_001651508.2|AAEG	LOC117188058|XP_033247202.1|DMIR, LOC108158515|XP_017146381.2|DMIR, LOC108160010|XP_017149229.1|DMIR, LOC117191773|XP_033252434.1|DMIR
OG0000536	LOC5570239|XP_001659019.2|AAEG, LOC5574261|XP_001655077.2|AAEG, LOC5574259|XP_001655076.1|AAEG, LOC5574263|XP_021707712.1|AAEG	LOC108150905|XP_017134708.1|DMIR
OG0000537	LOC5572401|XP_001660343.2|AAEG	LOC117188155|XP_033247462.1|DMIR, LOC117188124|XP_033247363.1|DMIR, LOC117188119|XP_033247356.1|DMIR, LOC117195317|XP_033255797.1|DMIR, LOC117188179|XP_033247542.1|DMIR, LOC117195319|XP_033255799.1|DMIR, LOC117195242|XP_033255761.1|DMIR, LOC117195326|XP_033255807.1|DMIR, LOC117195320|XP_033255801.1|DMIR, LOC117195321|XP_033255802.1|DMIR, LOC117195241|XP_033255760.1|DMIR, LOC117195324|XP_033255805.1|DMIR, LOC117195318|XP_033255798.1|DMIR, LOC117188207|XP_033247589.1|DMIR, LOC117195322|XP_033255803.1|DMIR, LOC117193453|XP_033254100.1|DMIR, LOC117188183|XP_033247550.1|DMIR, LOC117195239|XP_033255758.1|DMIR, LOC117195240|XP_033255759.1|DMIR, LOC117195237|XP_033255754.1|DMIR, LOC117195238|XP_033255755.1|DMIR, LOC117195325|XP_033255806.1|DMIR, LOC117187954|XP_033246853.1|DMIR, LOC117188098|XP_033247319.1|DMIR, LOC108157955|XP_033247353.1|DMIR, LOC108160241|XP_033248168.1|DMIR, LOC117190072|XP_033251043.1|DMIR, LOC117189479|XP_033250504.1|DMIR, LOC117189823|XP_033250777.1|DMIR, LOC117190488|XP_033251446.1|DMIR, LOC117190216|XP_033251159.1|DMIR
OG0000538	LOC5574674|XP_021709504.1|AAEG	LOC117187732|XP_033246408.1|DMIR, LOC117191819|XP_033252473.1|DMIR, LOC108158398|XP_033252442.1|DMIR, LOC117194200|XP_033254746.1|DMIR, LOC108158958|XP_017147275.1|DMIR
OG0000539	LOC5564126|XP_001648447.1|AAEG	LOC108157614|XP_017145234.1|DMIR, LOC108157546|XP_017145140.1|DMIR
OG0000542	LOC5574746|XP_001655316.1|AAEG	LOC108155047|XP_017141110.1|DMIR, LOC108164464|XP_017155687.1|DMIR
OG0000543	LOC5577559|XP_021694639.1|AAEG, LOC5579016|XP_001664196.2|AAEG	LOC108156691|XP_017143824.1|DMIR, LOC117190401|XP_033251367.1|DMIR, LOC108158192|XP_017145900.1|DMIR
OG0000544	LOC5578623|XP_001657045.2|AAEG	LOC108152877|XP_017137997.1|DMIR, LOC108154852|XP_017140762.1|DMIR
OG0000545	LOC5564746|XP_021693658.1|AAEG, LOC5566409|XP_021693084.1|AAEG	LOC108157416|XP_017144956.1|DMIR, LOC108157383|XP_017144903.1|DMIR
OG0000546	LOC5575232|XP_021694125.1|AAEG	LOC108156588|XP_033244251.1|DMIR, LOC117187157|XP_033245118.1|DMIR, LOC108160653|XP_017150318.1|DMIR
OG0000547	LOC5571763|XP_021695756.1|AAEG	LOC108153343|XP_017138791.1|DMIR
OG0000548	LOC5575141|XP_021697915.1|AAEG	LOC108153642|XP_017139234.1|DMIR, LOC108153443|XP_017138947.1|DMIR
OG0000549	LOC5577716|XP_001663497.1|AAEG, LOC5577704|XP_021698193.1|AAEG, LOC5577714|XP_001663495.1|AAEG, LOC5573687|XP_001661010.2|AAEG, LOC5573688|XP_001661011.1|AAEG, LOC5577711|XP_001663492.1|AAEG, LOC5577713|XP_001663494.1|AAEG, LOC5577709|XP_001663490.2|AAEG, LOC5577717|XP_001663499.2|AAEG	LOC117194129|XP_033254666.1|DMIR, LOC117194130|XP_033254667.1|DMIR, LOC108158686|XP_017146708.1|DMIR
OG0000550	LOC5578287|XP_001663815.1|AAEG	LOC108165598|XP_017157162.1|DMIR, LOC108165596|XP_017157159.1|DMIR
OG0000551	LOC5569002|XP_021706828.1|AAEG	LOC117192399|XP_033252968.1|DMIR
OG0000552	LOC110676642|XP_021701014.1|AAEG	LOC108156015|XP_017142728.1|DMIR, LOC108156014|XP_017142727.1|DMIR
OG0000553	LOC5573859|XP_001654890.1|AAEG, LOC5573858|XP_001654889.1|AAEG, LOC5573855|XP_001654886.2|AAEG	LOC108162252|XP_017152389.1|DMIR
OG0000554	LOC5573301|XP_021708251.1|AAEG	LOC108157174|XP_017144585.1|DMIR, LOC108157175|XP_017144586.1|DMIR
OG0000555	LOC5575012|XP_021710949.1|AAEG	LOC117186632|XP_033243536.1|DMIR, LOC108152733|XP_017137765.2|DMIR, LOC108153277|XP_017138635.1|DMIR, LOC108151735|XP_017136026.1|DMIR
OG0000556	LOC110681197|XP_021712666.1|AAEG, LOC5564890|XP_001649215.1|AAEG	LOC108161754|XP_017151579.1|DMIR, LOC117187240|XP_033245389.1|DMIR, LOC117187239|XP_033245387.1|DMIR, LOC117187241|XP_033245390.1|DMIR, LOC117187238|XP_033245384.1|DMIR, LOC108155847|XP_017142448.1|DMIR
OG0000557	LOC5568513|XP_001652336.1|AAEG	LOC108153880|XP_017139470.1|DMIR, LOC108153881|XP_017139471.1|DMIR
OG0000558	LOC5575971|XP_001662322.1|AAEG	LOC108155557|XP_017141937.1|DMIR, LOC108156833|XP_017144072.1|DMIR
OG0000559	LOC110681168|XP_021712631.1|AAEG, LOC5577241|XP_021709285.1|AAEG	LOC108156838|XP_017144037.2|DMIR, LOC108152749|XP_017137794.1|DMIR
OG0000560	LOC5563762|XP_021707462.1|AAEG	LOC117189550|XP_033250587.1|DMIR, LOC108159637|XP_017148589.1|DMIR, LOC117189549|XP_033250586.1|DMIR, LOC108159636|XP_017148588.1|DMIR
OG0000561	LOC110678585|XP_021707316.1|AAEG	LOC108153510|XP_017139055.1|DMIR, LOC108153563|XP_017139127.1|DMIR
OG0000562	LOC5569968|XP_021710058.1|AAEG	LOC108152208|XP_017136857.1|DMIR, LOC108153094|XP_017138364.1|DMIR
OG0000566	LOC5579820|XP_001651051.1|AAEG	LOC108155717|XP_017142206.1|DMIR, LOC108152669|XP_017137655.1|DMIR
OG0000567	LOC5570128|XP_001653107.2|AAEG	LOC108165046|XP_017156574.1|DMIR
OG0000567	LOC5570126|XP_001653106.2|AAEG	LOC108164926|XP_017156403.1|DMIR
OG0000568	LOC5577017|XP_001656302.2|AAEG	LOC117185798|XP_033249913.1|DMIR, LOC108157133|XP_017144521.1|DMIR
OG0000569	LOC5565055|XP_021705510.1|AAEG	LOC108155369|XP_017141622.1|DMIR, LOC108156849|XP_017144061.1|DMIR
OG0000570	LOC5576289|XP_001662579.2|AAEG	LOC108156721|XP_017143860.1|DMIR, LOC108156722|XP_017143861.1|DMIR
OG0000571	LOC5571436|XP_021693888.1|AAEG	LOC108157642|XP_017145276.1|DMIR, LOC108157243|XP_033245175.1|DMIR
OG0000572	LOC5570663|XP_021695778.1|AAEG	LOC108154296|XP_017140036.1|DMIR, LOC108157792|XP_017145472.1|DMIR
OG0000573	LOC5574096|XP_021696111.1|AAEG	LOC108153046|XP_017138299.1|DMIR, LOC117187830|XP_033246589.1|DMIR, LOC108160231|XP_017149574.2|DMIR
OG0000574	LOC5572198|XP_021698798.1|AAEG	LOC108151596|XP_017135764.1|DMIR, LOC108157619|XP_017145244.1|DMIR
OG0000575	LOC5569243|XP_021699828.1|AAEG	LOC108153235|XP_017138561.1|DMIR, LOC108153412|XP_017138896.1|DMIR
OG0000576	LOC5568781|XP_021700712.1|AAEG	LOC108157715|XP_017145374.1|DMIR
OG0000577	LOC5575668|XP_001662127.2|AAEG	LOC108161705|XP_017151512.1|DMIR
OG0000578	LOC5564323|XP_021710053.1|AAEG	LOC108163271|XP_017153961.2|DMIR, LOC108160551|XP_017150108.1|DMIR
OG0000579	LOC5577308|XP_021707576.1|AAEG, LOC5579901|XP_001657881.1|AAEG	LOC108154369|XP_017140123.1|DMIR, LOC108152574|XP_017137502.1|DMIR
OG0000580	LOC23687878|XP_011493518.1|AAEG	LOC108155607|XP_017142022.1|DMIR, LOC108155606|XP_033244068.1|DMIR
OG0000581	LOC5574667|XP_021708899.1|AAEG	LOC108156470|XP_017143427.1|DMIR
OG0000582	LOC5575223|XP_021710179.1|AAEG	LOC108152766|XP_017137830.1|DMIR, LOC117188037|XP_033247081.1|DMIR, LOC108158599|XP_017146547.2|DMIR
OG0000583	LOC5578117|XP_001656815.1|AAEG	LOC108159135|XP_017147618.1|DMIR, LOC117189982|XP_033250955.1|DMIR, LOC108160536|XP_017150087.1|DMIR, LOC117192290|XP_033252840.1|DMIR
OG0000589	LOC5563768|XP_021695117.1|AAEG	LOC117194566|XP_033255001.1|DMIR, LOC117194546|XP_033254987.1|DMIR, LOC117194527|XP_033254969.1|DMIR, LOC108153560|XP_017139133.1|DMIR, LOC117194508|XP_033254951.1|DMIR, LOC117194550|XP_033254989.1|DMIR, LOC117194529|XP_033254970.1|DMIR, LOC117194517|XP_033254958.1|DMIR, LOC108151183|XP_033255728.1|DMIR, LOC117191258|XP_033252066.1|DMIR, LOC117189291|XP_033250344.1|DMIR, LOC117194511|XP_033254952.1|DMIR, LOC117194551|XP_033254990.1|DMIR, LOC117194552|XP_033254991.1|DMIR, LOC117194700|XP_033255101.1|DMIR, LOC117194699|XP_033255100.1|DMIR, LOC117194512|XP_033254953.1|DMIR, LOC117195127|XP_033255669.1|DMIR, LOC117195128|XP_033255670.1|DMIR, LOC117189292|XP_033250345.1|DMIR, LOC117194704|XP_033255104.1|DMIR, LOC117195130|XP_033255673.1|DMIR, LOC117194575|XP_033255008.1|DMIR, LOC117194565|XP_033255000.1|DMIR, LOC117195129|XP_033255672.1|DMIR, LOC117192159|XP_033252710.1|DMIR, LOC117194707|XP_033255107.1|DMIR, LOC117194518|XP_033254959.1|DMIR, LOC117189295|XP_033250346.1|DMIR, LOC117194708|XP_033255108.1|DMIR, LOC117195123|XP_033255666.1|DMIR, LOC117194713|XP_033255113.1|DMIR
OG0000590	LOC110675318|XP_021695560.1|AAEG, LOC5574244|XP_001661299.1|AAEG	LOC108164690|XP_017156049.1|DMIR
OG0000592	LOC5567565|XP_001657556.2|AAEG	LOC117189441|XP_033250447.1|DMIR, LOC108158972|XP_017147299.1|DMIR, LOC108158243|XP_017145965.2|DMIR, LOC117191493|XP_033252236.1|DMIR, LOC117191867|XP_033252524.1|DMIR
OG0000593	LOC5569992|XP_001658881.1|AAEG, LOC110678504|XP_021707160.1|AAEG	LOC108154409|XP_017140168.1|DMIR, LOC117186193|XP_033242375.1|DMIR
OG0000594	LOC5567423|XP_001657403.1|AAEG	LOC108154736|XP_017140593.1|DMIR, LOC108157725|XP_017145384.1|DMIR
OG0000595	LOC5573372|XP_021712996.1|AAEG	LOC108155130|XP_017141263.1|DMIR, LOC108155106|XP_017141226.1|DMIR
OG0000596	LOC5569242|XP_021713275.1|AAEG	LOC108153523|XP_017139071.2|DMIR, LOC108156919|XP_017144158.1|DMIR
OG0000597	LOC5580165|XP_021692926.1|AAEG	LOC108155164|XP_017141318.1|DMIR, LOC108154018|XP_033246164.1|DMIR
OG0000598	LOC5564380|XP_001648725.1|AAEG, LOC5564382|XP_001648727.1|AAEG, LOC5564381|XP_001648726.1|AAEG	LOC108157623|XP_017145248.1|DMIR
OG0000599	LOC5574457|XP_001661473.2|AAEG, LOC5563655|XP_021709330.1|AAEG	LOC108151841|XP_017136212.1|DMIR
OG0000600	LOC5574458|XP_001661472.1|AAEG	LOC117191191|XP_033252023.1|DMIR, LOC108160709|XP_017150368.1|DMIR, LOC117190981|XP_033251851.1|DMIR, LOC108160707|XP_017150366.1|DMIR
OG0000601	LOC110676327|XP_021699471.1|AAEG	LOC108161425|XP_017151174.1|DMIR, LOC108162429|XP_033250092.1|DMIR
OG0000602	LOC5565773|XP_001650121.1|AAEG	LOC108163853|XP_017154856.1|DMIR, LOC108164214|XP_017155336.1|DMIR
OG0000603	LOC5569072|XP_021703041.1|AAEG	LOC108163151|XP_017153756.1|DMIR
OG0000604	LOC5566987|XP_001651390.1|AAEG	LOC108163785|XP_017154757.2|DMIR, LOC108161720|XP_017151529.1|DMIR
OG0000605	LOC5568178|XP_021703896.1|AAEG, LOC5568172|XP_001652108.2|AAEG, LOC5568173|XP_001652109.1|AAEG, LOC5568169|XP_021703894.1|AAEG, LOC5568164|XP_001652105.2|AAEG	LOC108161799|XP_017151638.2|DMIR
OG0000606	LOC5570005|XP_001658888.1|AAEG	LOC108157126|XP_017144507.1|DMIR
OG0000607	LOC5570154|XP_001658956.1|AAEG	LOC108156929|XP_017144173.1|DMIR, LOC108155453|XP_017141758.1|DMIR
OG0000608	LOC5567031|XP_001651423.1|AAEG	LOC108157802|XP_017145483.1|DMIR, LOC108156486|XP_017143456.1|DMIR
OG0000609	LOC5574870|XP_021709064.1|AAEG	LOC108161378|XP_017151114.1|DMIR, LOC108160308|XP_017149717.1|DMIR
OG0000610	LOC5579045|XP_011493105.1|AAEG	LOC108151421|XP_033243666.1|DMIR, LOC117193535|XP_033254172.1|DMIR, LOC108159772|XP_017148820.1|DMIR
