Orthogroup	AAEG.longest_only	DSAN.longest_only
OG0002317	LOC5566525|XP_021701161.1|AAEG	LOC120448091|XP_039485819.1|DSAN
OG0002318	LOC5571653|XP_001653740.1|AAEG	LOC120446579|XP_039483535.1|DSAN
OG0002319	LOC5571644|XP_001653735.2|AAEG	LOC120458285|XP_039501816.1|DSAN
OG0002320	LOC110681281|XP_021712740.1|AAEG, LOC5574482|XP_001655142.1|AAEG	LOC120445040|XP_039481063.1|DSAN
OG0002321	LOC5574485|XP_001655146.1|AAEG	LOC120446873|XP_039484013.1|DSAN
OG0002322	LOC110680564|XP_021712042.1|AAEG, LOC5573861|XP_001654892.1|AAEG	LOC120457797|XP_039501228.1|DSAN
OG0002323	LOC5578966|XP_001664143.2|AAEG	LOC120457735|XP_039501169.1|DSAN
OG0002324	LOC5578757|XP_001657125.1|AAEG	LOC120450521|XP_039489533.1|DSAN
OG0002325	LOC5568890|XP_021701464.1|AAEG	LOC120449542|XP_039488002.1|DSAN
OG0002326	LOC5571215|XP_021701465.1|AAEG	LOC120449543|XP_039488003.1|DSAN
OG0002327	LOC5570471|XP_021701473.1|AAEG	LOC120452541|XP_039492743.1|DSAN
OG0002328	LOC5566092|XP_021701509.1|AAEG	LOC120445573|XP_039481995.1|DSAN
OG0002329	LOC5566511|XP_021701514.1|AAEG	LOC120458233|XP_039501752.1|DSAN
OG0002330	LOC5576426|XP_001662634.2|AAEG	LOC120458235|XP_039501754.1|DSAN
OG0002331	LOC5565281|XP_021701536.1|AAEG	LOC120457197|XP_039500485.1|DSAN
OG0002332	LOC5569339|XP_021701616.1|AAEG	LOC120448977|XP_039487171.1|DSAN
OG0002333	LOC5564477|XP_021701636.1|AAEG	LOC120444953|XP_039480892.1|DSAN
OG0002334	LOC5566251|XP_021701697.1|AAEG	LOC120456308|XP_039498995.1|DSAN
OG0002335	LOC5566660|XP_021701733.1|AAEG	LOC120448385|XP_039486307.1|DSAN
OG0002336	LOC5579210|XP_021701833.1|AAEG	LOC120449439|XP_039487843.1|DSAN
OG0002337	LOC5569047|XP_021701849.1|AAEG	LOC120448179|XP_039485964.1|DSAN
OG0002338	LOC5569036|XP_021701860.1|AAEG	LOC120457789|XP_039501221.1|DSAN
OG0002339	LOC5566648|XP_021701909.1|AAEG	LOC120453485|XP_039494158.1|DSAN
OG0002340	LOC5576505|XP_021701921.1|AAEG	LOC120452681|XP_039493003.1|DSAN
OG0002341	LOC5577105|XP_001663197.2|AAEG	LOC120458553|XP_039502168.1|DSAN
OG0002342	LOC5577563|XP_021701939.1|AAEG	LOC120444364|XP_039479916.1|DSAN
OG0002343	LOC110676862|XP_021701997.1|AAEG	LOC120444755|XP_039480621.1|DSAN
OG0002344	LOC5578960|XP_021702009.1|AAEG	LOC120443880|XP_039479199.1|DSAN
OG0002345	LOC110680430|XP_021711920.1|AAEG, LOC5573395|XP_001654562.1|AAEG	LOC120445862|XP_039482441.1|DSAN
OG0002346	LOC5573393|XP_001654564.2|AAEG	LOC120458418|XP_039501993.1|DSAN
OG0002347	LOC5572179|XP_001660269.1|AAEG	LOC120446934|XP_039484119.1|DSAN
OG0002348	LOC5573070|XP_001660705.2|AAEG	LOC120458613|XP_039502254.1|DSAN
OG0002349	LOC23687521|XP_011493451.1|AAEG	LOC120445901|XP_039482491.1|DSAN
OG0002350	LOC5570831|XP_001653338.1|AAEG	LOC120445847|XP_039482417.1|DSAN
OG0002351	LOC5577606|XP_001656600.1|AAEG	LOC120446260|XP_039483067.1|DSAN
OG0002352	LOC5573506|XP_021702245.1|AAEG	LOC120445368|XP_039481675.1|DSAN
OG0002353	LOC110676915|XP_021702417.1|AAEG, LOC5572432|XP_001660373.2|AAEG	LOC120457610|XP_039501051.1|DSAN
OG0002354	LOC5572464|XP_001660411.1|AAEG	LOC120454861|XP_039496341.1|DSAN
OG0002355	LOC5577427|XP_021702663.1|AAEG	LOC120447167|XP_039484556.1|DSAN
OG0002356	LOC5572791|XP_001654193.2|AAEG	LOC120451444|XP_039491096.1|DSAN, LOC120444458|XP_039480058.1|DSAN
OG0002357	LOC5572792|XP_001654191.2|AAEG	LOC120452419|XP_039492572.1|DSAN
OG0002358	LOC5570686|XP_021702711.1|AAEG	LOC120458875|XP_039502646.1|DSAN
OG0002359	LOC5575512|XP_001655769.1|AAEG	LOC120456295|XP_039498976.1|DSAN
OG0002360	LOC5577547|XP_001656563.1|AAEG	LOC120447126|XP_039484493.1|DSAN
OG0002361	LOC5577919|XP_001656704.1|AAEG	LOC120447970|XP_039485595.1|DSAN
OG0002362	LOC5575842|XP_021702943.1|AAEG	LOC120451306|XP_039490810.1|DSAN
OG0002363	LOC110680404|XP_021711898.1|AAEG, LOC5573819|XP_001661064.2|AAEG	LOC120458051|XP_039501495.1|DSAN
OG0002364	LOC5573818|XP_021702978.1|AAEG	LOC120444120|XP_039479588.1|DSAN
OG0002365	LOC5573817|XP_021702998.1|AAEG	LOC120458813|XP_039502545.1|DSAN
OG0002366	LOC5568933|XP_001658255.2|AAEG	LOC120453951|XP_039494833.1|DSAN
OG0002367	LOC5573178|XP_021703282.1|AAEG	LOC120458638|XP_039502297.1|DSAN
OG0002368	LOC5578839|XP_021703324.1|AAEG	LOC120443688|XP_039478862.1|DSAN
OG0002369	LOC5573932|XP_021703372.1|AAEG	LOC120445731|XP_039482235.1|DSAN
OG0002370	LOC5569882|XP_021703464.1|AAEG	LOC120458055|XP_039501498.1|DSAN
OG0002371	LOC110677096|XP_021703473.1|AAEG	LOC120458065|XP_039501510.1|DSAN
OG0002372	LOC110675253|XP_021695392.1|AAEG, LOC110681274|XP_021712734.1|AAEG, LOC5568083|XP_021695393.1|AAEG	LOC120446774|XP_039483856.1|DSAN
OG0002373	LOC110677914|XP_021705594.1|AAEG, LOC5564878|XP_001649236.1|AAEG	LOC120444515|XP_039480168.1|DSAN
OG0002374	LOC5569774|XP_021704068.1|AAEG	LOC120452645|XP_039492893.1|DSAN
OG0002375	LOC5567894|XP_021710638.1|AAEG	LOC120453138|XP_039493622.1|DSAN
OG0002376	LOC5570318|XP_001653144.1|AAEG	LOC120458802|XP_039502532.1|DSAN
OG0002377	LOC5570225|XP_001659004.1|AAEG, LOC110680233|XP_021711740.1|AAEG	LOC120451036|XP_039490297.1|DSAN
OG0002378	LOC5579024|XP_001664205.1|AAEG	LOC120448297|XP_039486168.1|DSAN
OG0002379	LOC5572836|XP_021710372.1|AAEG	LOC120445484|XP_039481865.1|DSAN
OG0002380	LOC5578643|XP_001663981.1|AAEG	LOC120455540|XP_039497811.1|DSAN
OG0002381	LOC5576653|XP_001656190.1|AAEG	LOC120447081|XP_039484412.1|DSAN
OG0002382	LOC5576668|XP_021708017.1|AAEG	LOC120455284|XP_039497251.1|DSAN
OG0002383	LOC5567639|XP_001651832.2|AAEG	LOC120448911|XP_039487068.1|DSAN
OG0002384	LOC5570773|XP_001659363.2|AAEG	LOC120455105|XP_039496920.1|DSAN
OG0002386	LOC110680574|XP_021712048.1|AAEG, LOC5577684|XP_021705431.1|AAEG	LOC120454515|XP_039495808.1|DSAN
OG0002387	LOC5571231|XP_021707001.1|AAEG	LOC120452087|XP_039492088.1|DSAN
OG0002388	LOC5573963|XP_021709631.1|AAEG	LOC120451476|XP_039491125.1|DSAN
OG0002389	LOC5570243|XP_001659022.1|AAEG	LOC120452220|XP_039492280.1|DSAN
OG0002390	LOC5573084|XP_001660716.2|AAEG	LOC120458443|XP_039502023.1|DSAN
OG0002391	LOC5567679|XP_021710468.1|AAEG	LOC120445108|XP_039481186.1|DSAN
OG0002392	LOC5569951|XP_021705381.1|AAEG, LOC110679141|XP_021708886.1|AAEG	LOC120448750|XP_039486867.1|DSAN
OG0002393	LOC5567391|XP_001651793.1|AAEG	LOC120448108|XP_039485845.1|DSAN
OG0002394	LOC5567399|XP_021704785.1|AAEG	LOC120450841|XP_039489965.1|DSAN
OG0002395	LOC5569257|XP_021710071.1|AAEG	LOC120452716|XP_039493012.1|DSAN
OG0002396	LOC5579179|XP_001664274.1|AAEG	LOC120447005|XP_039484245.1|DSAN
OG0002397	LOC5566175|XP_001650523.1|AAEG	LOC120458647|XP_039502310.1|DSAN
OG0002398	LOC5570976|XP_021710337.1|AAEG	LOC120456443|XP_039499209.1|DSAN
OG0002399	LOC5576189|XP_021708650.1|AAEG	LOC120458412|XP_039501980.1|DSAN
OG0002400	LOC5574224|XP_001661274.3|AAEG	LOC120445476|XP_039481855.1|DSAN
OG0002401	LOC5579277|XP_021707204.1|AAEG	LOC120454867|XP_039496353.1|DSAN
OG0002402	LOC5564866|XP_021711005.1|AAEG	LOC120452832|XP_039493187.1|DSAN
OG0002403	LOC5564863|XP_021704848.1|AAEG	LOC120453573|XP_039494266.1|DSAN
OG0002404	LOC5575190|XP_001655573.2|AAEG	LOC120451634|XP_039491426.1|DSAN
OG0002405	LOC5567058|XP_021706909.1|AAEG	LOC120452798|XP_039493128.1|DSAN
OG0002406	LOC5566937|XP_001651352.1|AAEG	LOC120448030|XP_039485705.1|DSAN
OG0002407	LOC5572556|XP_021708614.1|AAEG	LOC120451159|XP_039490527.1|DSAN
OG0002408	LOC5572568|XP_021704559.1|AAEG, LOC5572566|XP_001654082.2|AAEG	LOC120451276|XP_039490754.1|DSAN
OG0002409	LOC5580151|XP_001655292.1|AAEG	LOC120448230|XP_039486063.1|DSAN
OG0002410	LOC110678703|XP_021707609.1|AAEG, LOC110678702|XP_021707608.1|AAEG	LOC120452892|XP_039493284.1|DSAN
OG0002411	LOC5567581|XP_001651824.1|AAEG	LOC120452864|XP_039493243.1|DSAN
OG0002412	LOC5567583|XP_001651826.2|AAEG	LOC120457866|XP_039501324.1|DSAN, LOC120457865|XP_039501317.1|DSAN
OG0002413	LOC5574866|XP_021709482.1|AAEG	LOC120456522|XP_039499325.1|DSAN
OG0002414	LOC5568498|XP_001652320.1|AAEG	LOC120450401|XP_039489331.1|DSAN
OG0002415	LOC5576000|XP_021704716.1|AAEG	LOC120452179|XP_039492221.1|DSAN
OG0002416	LOC110679713|XP_021711071.1|AAEG	LOC120454880|XP_039496396.1|DSAN
OG0002417	LOC110678397|XP_021706925.1|AAEG, LOC110680763|XP_021712243.1|AAEG	LOC120443929|XP_039479306.1|DSAN
OG0002418	LOC5573880|XP_021710256.1|AAEG	LOC120451161|XP_039490529.1|DSAN
OG0002419	LOC5575798|XP_021711316.1|AAEG, LOC5572132|XP_021704323.1|AAEG	LOC120455308|XP_039497291.1|DSAN
OG0002420	LOC5575813|XP_021705457.1|AAEG	LOC120450195|XP_039488994.1|DSAN
OG0002421	LOC5563968|XP_001648274.2|AAEG	LOC120453352|XP_039493958.1|DSAN
OG0002422	LOC110681313|XP_021712763.1|AAEG, LOC5571585|XP_021704754.1|AAEG	LOC120452509|XP_039492697.1|DSAN
OG0002423	LOC5568659|XP_021704951.1|AAEG	LOC120448096|XP_039485833.1|DSAN
OG0002424	LOC5577309|XP_001663344.1|AAEG, LOC5567163|XP_021710111.1|AAEG	LOC120454881|XP_039496402.1|DSAN
OG0002425	LOC5567157|XP_001651586.1|AAEG	LOC120455567|XP_039497863.1|DSAN
OG0002426	LOC5577356|XP_021705993.1|AAEG	LOC120449512|XP_039487951.1|DSAN
OG0002427	LOC110678808|XP_021707902.1|AAEG, LOC5577360|XP_001656438.1|AAEG	LOC120454830|XP_039496233.1|DSAN
OG0002428	LOC5574165|XP_021709047.1|AAEG	LOC120457079|XP_039500192.1|DSAN
OG0002429	LOC5578296|XP_021706738.1|AAEG	LOC120450619|XP_039489694.1|DSAN
OG0002430	LOC5564781|XP_001649136.1|AAEG	LOC120450041|XP_039488734.1|DSAN
OG0002431	LOC5577034|XP_001663129.1|AAEG	LOC120445872|XP_039482449.1|DSAN
OG0002432	LOC5564767|XP_021710853.1|AAEG	LOC120455364|XP_039497405.1|DSAN
OG0002433	LOC5564798|XP_001649125.1|AAEG	LOC120453142|XP_039493632.1|DSAN
OG0002434	LOC5572853|XP_001660614.1|AAEG, LOC110680303|XP_021711831.1|AAEG	LOC120451527|XP_039491231.1|DSAN
OG0002436	LOC5579830|XP_001651507.1|AAEG	LOC120444346|XP_039479856.1|DSAN
OG0002437	LOC5567948|XP_021707012.1|AAEG	LOC120444378|XP_039479918.1|DSAN
OG0002438	LOC5566444|XP_021708252.1|AAEG	LOC120455011|XP_039496768.1|DSAN
OG0002439	LOC5566442|XP_001650832.1|AAEG	LOC120443685|XP_039478859.1|DSAN
OG0002440	LOC5568397|XP_001658036.2|AAEG	LOC120448193|XP_039485993.1|DSAN
OG0002441	LOC5566599|XP_021704764.1|AAEG	LOC120448220|XP_039486049.1|DSAN
OG0002442	LOC5566586|XP_021710452.1|AAEG	LOC120447100|XP_039484444.1|DSAN
OG0002443	LOC5565208|XP_021705313.1|AAEG	LOC120444389|XP_039479939.1|DSAN
OG0002444	LOC5565211|XP_021710883.1|AAEG	LOC120444291|XP_039479743.1|DSAN
OG0002445	LOC5563904|XP_001648219.1|AAEG	LOC120446028|XP_039482722.1|DSAN
OG0002446	LOC5578525|XP_001663916.1|AAEG	LOC120445114|XP_039481195.1|DSAN
OG0002447	LOC110680967|XP_021712433.1|AAEG, LOC5575321|XP_001655696.1|AAEG	LOC120448013|XP_039485662.1|DSAN
OG0002448	LOC5567501|XP_001651796.1|AAEG	LOC120445981|XP_039482647.1|DSAN
OG0002449	LOC5573760|XP_021706771.1|AAEG	LOC120446859|XP_039483992.1|DSAN
OG0002450	LOC5573729|XP_001654759.2|AAEG	LOC120453803|XP_039494610.1|DSAN
OG0002451	LOC5579658|XP_001648132.1|AAEG	LOC120443895|XP_039479256.1|DSAN
OG0002452	LOC5579799|XP_021707640.1|AAEG	LOC120445240|XP_039481440.1|DSAN
OG0002453	LOC5579796|XP_001648109.1|AAEG	LOC120445650|XP_039482127.1|DSAN
OG0002454	LOC5577227|XP_011493181.2|AAEG	LOC120449031|XP_039487249.1|DSAN
OG0002455	LOC5564719|XP_021707805.1|AAEG	LOC120449030|XP_039487248.1|DSAN
OG0002456	LOC5565493|XP_021706486.1|AAEG	LOC120446695|XP_039483726.1|DSAN
OG0002457	LOC5570997|XP_001653425.2|AAEG	LOC120444082|XP_039479535.1|DSAN
OG0002458	LOC110679586|XP_021710431.1|AAEG	LOC120457186|XP_039500465.1|DSAN
OG0002459	LOC110680779|XP_021712256.1|AAEG, LOC5567136|XP_021706135.1|AAEG	LOC120446494|XP_039483434.1|DSAN
OG0002460	LOC110678439|XP_021707020.1|AAEG	LOC120446575|XP_039483530.1|DSAN
OG0002461	LOC5573624|XP_001660944.1|AAEG	LOC120446910|XP_039484080.1|DSAN
OG0002462	LOC5565521|XP_021707602.1|AAEG	LOC120444651|XP_039480414.1|DSAN
OG0002463	LOC5574293|XP_021709612.1|AAEG	LOC120446308|XP_039483156.1|DSAN
OG0002464	LOC110679379|XP_021709520.1|AAEG	LOC120447102|XP_039484447.1|DSAN
OG0002465	LOC5574299|XP_021704242.1|AAEG	LOC120458220|XP_039501734.1|DSAN
OG0002466	LOC5571882|XP_021710824.1|AAEG	LOC120454857|XP_039496323.1|DSAN
OG0002467	LOC5574266|XP_021707016.1|AAEG	LOC120449938|XP_039488569.1|DSAN
OG0002468	LOC5577306|XP_021705874.1|AAEG	LOC120448741|XP_039486854.1|DSAN
OG0002469	LOC5567447|XP_021707985.1|AAEG	LOC120451194|XP_039490578.1|DSAN
OG0002470	LOC5567433|XP_001657447.2|AAEG	LOC120448449|XP_039486402.1|DSAN
OG0002471	LOC110681256|XP_021712718.1|AAEG, LOC5580237|XP_001662433.1|AAEG	LOC120457704|XP_039501137.1|DSAN
OG0002472	LOC5578048|XP_021707095.1|AAEG	LOC120444366|XP_039479891.1|DSAN
OG0002473	LOC5580235|XP_001662421.2|AAEG	LOC120445321|XP_039481576.1|DSAN
OG0002474	LOC5576761|XP_021710836.1|AAEG	LOC120450647|XP_039489739.1|DSAN
OG0002475	LOC5572090|XP_001660169.1|AAEG	LOC120452014|XP_039491990.1|DSAN
OG0002476	LOC5578123|XP_001656820.1|AAEG	LOC120446501|XP_039483443.1|DSAN
OG0002477	LOC5568272|XP_001657969.2|AAEG	LOC120446537|XP_039483487.1|DSAN
OG0002478	LOC5568262|XP_021707414.1|AAEG	LOC120445591|XP_039482019.1|DSAN
OG0002479	LOC5566865|XP_001651293.1|AAEG	LOC120445373|XP_039481689.1|DSAN
OG0002480	LOC5568458|XP_021706708.1|AAEG	LOC120457843|XP_039501288.1|DSAN
OG0002481	LOC5574182|XP_001661240.1|AAEG	LOC120457074|XP_039500188.1|DSAN
OG0002482	LOC110681389|XP_021712827.1|AAEG, LOC5567472|XP_001657477.1|AAEG	LOC120445356|XP_039481635.1|DSAN
OG0002483	LOC5571928|XP_001660024.2|AAEG	LOC120445919|XP_039482510.1|DSAN
OG0002484	LOC110679043|XP_021708664.1|AAEG	LOC120444728|XP_039480587.1|DSAN
OG0002485	LOC110674003|XP_021708830.1|AAEG, LOC5569747|XP_021711825.1|AAEG	LOC120458500|XP_039502105.1|DSAN
OG0002486	LOC5563671|XP_001647964.1|AAEG	LOC120449629|XP_039488151.1|DSAN
OG0002487	LOC5563687|XP_021709603.1|AAEG	LOC120445129|XP_039481210.1|DSAN
OG0002488	LOC5565442|XP_021710513.1|AAEG	LOC120445893|XP_039482481.1|DSAN
OG0002489	LOC5566703|XP_021711356.1|AAEG	LOC120448178|XP_039485958.1|DSAN
OG0002490	LOC5569490|XP_021711673.1|AAEG	LOC120444706|XP_039480511.1|DSAN
OG0002491	LOC5569131|XP_021704122.1|AAEG	LOC120450403|XP_039489333.1|DSAN
OG0002492	LOC5573211|XP_001654420.1|AAEG, LOC110678280|XP_021706600.1|AAEG	LOC120444349|XP_039479861.1|DSAN
OG0002493	LOC110680935|XP_021712408.1|AAEG, LOC110677669|XP_021704333.1|AAEG, LOC5573229|XP_001654425.1|AAEG	LOC120444682|XP_039480480.1|DSAN
OG0002508	LOC5566229|XP_021694475.1|AAEG	LOC120456152|XP_039498716.1|DSAN
OG0002509	LOC5566227|XP_001650614.1|AAEG	LOC120456420|XP_039499189.1|DSAN
OG0002510	LOC5579813|XP_001651034.1|AAEG	LOC120456897|XP_039499933.1|DSAN
OG0002511	LOC110680330|XP_021711845.1|AAEG, LOC5579809|XP_001651045.1|AAEG	LOC120454596|XP_039495982.1|DSAN
OG0002512	LOC5566531|XP_021694577.1|AAEG	LOC120454853|XP_039496307.1|DSAN
OG0002513	LOC5574331|XP_001661364.1|AAEG	LOC120452606|XP_039492838.1|DSAN
OG0002514	LOC5569471|XP_001658556.1|AAEG	LOC120448756|XP_039486874.1|DSAN
OG0002516	LOC5563880|XP_001648191.1|AAEG	LOC120453570|XP_039494261.1|DSAN
OG0002517	LOC5565478|XP_021692939.1|AAEG	LOC120456852|XP_039499844.1|DSAN
OG0002518	LOC5579316|XP_001647624.2|AAEG	LOC120452164|XP_039492200.1|DSAN
OG0002519	LOC5576535|XP_021694797.1|AAEG	LOC120445030|XP_039481045.1|DSAN
OG0002520	LOC5576542|XP_021694799.1|AAEG, LOC110680949|XP_021712421.1|AAEG	LOC120455425|XP_039497536.1|DSAN
OG0002521	LOC5575945|XP_021694811.1|AAEG	LOC120456596|XP_039499439.1|DSAN
OG0002522	LOC5575266|XP_001661858.2|AAEG	LOC120453064|XP_039493523.1|DSAN
OG0002523	LOC5574208|XP_021694884.1|AAEG	LOC120451067|XP_039490360.1|DSAN
OG0002524	LOC5574419|XP_001661437.2|AAEG	LOC120456486|XP_039499283.1|DSAN
OG0002525	LOC5577191|XP_021695011.1|AAEG	LOC120449085|XP_039487323.1|DSAN
OG0002526	LOC5577193|XP_021695012.1|AAEG	LOC120454342|XP_039495488.1|DSAN
OG0002527	LOC5563924|XP_021695040.1|AAEG	LOC120451747|XP_039491602.1|DSAN
OG0002528	LOC110680616|XP_021712108.1|AAEG, LOC5578702|XP_021695083.1|AAEG	LOC120456672|XP_039499546.1|DSAN
OG0002529	LOC5578709|XP_001664008.2|AAEG	LOC120451871|XP_039491812.1|DSAN
OG0002530	LOC5578707|XP_001664006.1|AAEG	LOC120446141|XP_039482900.1|DSAN
OG0002531	LOC5570801|XP_021705515.1|AAEG, LOC5578706|XP_021695107.1|AAEG	LOC120458114|XP_039501579.1|DSAN
OG0002532	LOC5576758|XP_001656254.2|AAEG	LOC120457597|XP_039501042.1|DSAN
OG0002533	LOC110674174|XP_021693809.1|AAEG, LOC110674873|XP_021695127.1|AAEG, LOC5576752|XP_021712819.1|AAEG	LOC120455521|XP_039497733.1|DSAN
OG0002534	LOC5578374|XP_001663840.2|AAEG	LOC120445993|XP_039482659.1|DSAN
OG0002535	LOC5579017|XP_021694477.1|AAEG	LOC120449444|XP_039487851.1|DSAN
OG0002536	LOC5569203|XP_001658374.1|AAEG	LOC120452685|XP_039492970.1|DSAN
OG0002537	LOC5566764|XP_001651171.1|AAEG	LOC120446306|XP_039483154.1|DSAN
OG0002539	LOC5573525|XP_021703231.1|AAEG	LOC120444762|XP_039480625.1|DSAN
OG0002540	LOC5570653|XP_001659248.1|AAEG	LOC120451953|XP_039491910.1|DSAN
OG0002541	LOC5570658|XP_001659252.2|AAEG	LOC120456072|XP_039498595.1|DSAN
OG0002542	LOC5573412|XP_021712942.1|AAEG	LOC120455088|XP_039496896.1|DSAN
OG0002543	LOC5580023|XP_001653905.2|AAEG	LOC120454941|XP_039496644.1|DSAN
OG0002544	LOC5578311|XP_021693147.1|AAEG	LOC120454678|XP_039496127.1|DSAN
OG0002545	LOC5570108|XP_001653087.2|AAEG	LOC120457352|XP_039500801.1|DSAN
OG0002547	LOC5571226|XP_001653523.2|AAEG	LOC120456037|XP_039498543.1|DSAN
OG0002548	LOC5579161|XP_021694174.1|AAEG	LOC120456429|XP_039499195.1|DSAN
OG0002549	LOC5579160|XP_021694164.1|AAEG	LOC120456474|XP_039499271.1|DSAN
OG0002550	LOC5569559|XP_021695182.1|AAEG	LOC120456855|XP_039499852.1|DSAN
OG0002551	LOC5563945|XP_021695379.1|AAEG	LOC120452367|XP_039492491.1|DSAN
OG0002552	LOC5563946|XP_001648269.1|AAEG	LOC120457707|XP_039501136.1|DSAN
OG0002553	LOC5571311|XP_001653626.2|AAEG	LOC120456568|XP_039499382.1|DSAN
OG0002554	LOC5571308|XP_021696503.1|AAEG	LOC120457421|XP_039500953.1|DSAN
OG0002555	LOC5571306|XP_001653621.2|AAEG	LOC120455776|XP_039498165.1|DSAN
OG0002556	LOC5576596|XP_001656180.2|AAEG	LOC120443687|XP_039478861.1|DSAN
OG0002557	LOC5574995|XP_001655468.1|AAEG	LOC120456681|XP_039499572.1|DSAN
OG0002558	LOC5574980|XP_001655453.1|AAEG	LOC120453081|XP_039493542.1|DSAN
OG0002559	LOC5574974|XP_001655444.2|AAEG	LOC120447063|XP_039484425.1|DSAN
OG0002560	LOC5570583|XP_021698478.1|AAEG	LOC120453149|XP_039493639.1|DSAN
OG0002561	LOC5570597|XP_001653263.1|AAEG, LOC5576864|XP_001662961.1|AAEG	LOC120454600|XP_039495988.1|DSAN
OG0002562	LOC5572008|XP_001660114.1|AAEG	LOC120456563|XP_039499377.1|DSAN
OG0002563	LOC110676248|XP_021699074.1|AAEG	LOC120457244|XP_039500563.1|DSAN
OG0002564	LOC110674467|XP_021694368.1|AAEG	LOC120453976|XP_039494862.1|DSAN
OG0002565	LOC5576461|XP_001662654.2|AAEG	LOC120450824|XP_039489937.1|DSAN
OG0002566	LOC5576480|XP_021700589.1|AAEG	LOC120452163|XP_039492199.1|DSAN
OG0002567	LOC5570707|XP_021700929.1|AAEG	LOC120455426|XP_039497537.1|DSAN
OG0002568	LOC5565273|XP_001649602.2|AAEG	LOC120453601|XP_039494301.1|DSAN
OG0002569	LOC5565269|XP_001649593.2|AAEG	LOC120449597|XP_039488098.1|DSAN
OG0002570	LOC5565015|XP_021701984.1|AAEG	LOC120453260|XP_039493817.1|DSAN
OG0002571	LOC5577264|XP_021702034.1|AAEG	LOC120453094|XP_039493559.1|DSAN
OG0002572	LOC5575026|XP_001661759.2|AAEG	LOC120446090|XP_039482814.1|DSAN
OG0002573	LOC110673998|XP_021702275.1|AAEG	LOC120452973|XP_039493403.1|DSAN
OG0002574	LOC5567039|XP_021702405.1|AAEG	LOC120453106|XP_039493573.1|DSAN
OG0002575	LOC5576300|XP_021702630.1|AAEG	LOC120451715|XP_039491551.1|DSAN
OG0002576	LOC5566958|XP_001651356.2|AAEG	LOC120455492|XP_039497675.1|DSAN
OG0002577	LOC5567573|XP_001657549.2|AAEG, LOC5571609|XP_001659807.1|AAEG	LOC120450259|XP_039489083.1|DSAN
OG0002578	LOC5576897|XP_001662997.2|AAEG	LOC120458776|XP_039502489.1|DSAN
OG0002579	LOC5576882|XP_001662982.2|AAEG	LOC120444980|XP_039480945.1|DSAN
OG0002580	LOC5576879|XP_021703495.1|AAEG	LOC120445704|XP_039482198.1|DSAN
OG0002581	LOC5572102|XP_021704675.1|AAEG	LOC120452523|XP_039492713.1|DSAN
OG0002582	LOC5578145|XP_001663715.2|AAEG	LOC120452607|XP_039492840.1|DSAN
OG0002583	LOC5576558|XP_021705835.1|AAEG, LOC5576559|XP_021705870.1|AAEG	LOC120453305|XP_039493880.1|DSAN
OG0002584	LOC5575291|XP_021706284.1|AAEG, LOC110681264|XP_021712729.1|AAEG	LOC120448044|XP_039485722.1|DSAN
OG0002585	LOC110674290|XP_021694262.1|AAEG, LOC110681263|XP_021712727.1|AAEG	LOC120448046|XP_039485724.1|DSAN
OG0002586	LOC5579214|XP_001657342.1|AAEG	LOC120451834|XP_039491743.1|DSAN
OG0002587	LOC5579215|XP_001657343.1|AAEG, LOC110678085|XP_021706354.1|AAEG	LOC120454200|XP_039495230.1|DSAN
OG0002588	LOC5565333|XP_021706539.1|AAEG	LOC120450921|XP_039490119.1|DSAN
OG0002589	LOC5566636|XP_021706625.1|AAEG	LOC120451294|XP_039490781.1|DSAN
OG0002590	LOC5568549|XP_001652359.1|AAEG, LOC110681072|XP_021712538.1|AAEG	LOC120455651|XP_039497976.1|DSAN
OG0002591	LOC5578714|XP_021707878.1|AAEG	LOC120451280|XP_039490759.1|DSAN
OG0002592	LOC5572783|XP_001654182.2|AAEG, LOC110678898|XP_021708191.1|AAEG	LOC120453135|XP_039493620.1|DSAN
OG0002593	LOC5580226|XP_021708235.1|AAEG	LOC120451352|XP_039490904.1|DSAN
OG0002594	LOC5576867|XP_021708363.1|AAEG	LOC120451105|XP_039490446.1|DSAN
OG0002595	LOC110681100|XP_021712558.1|AAEG, LOC5576869|XP_021708482.1|AAEG	LOC120451824|XP_039491726.1|DSAN
OG0002596	LOC5570293|XP_021708725.1|AAEG	LOC120452906|XP_039493302.1|DSAN
OG0002597	LOC5568281|XP_001657977.2|AAEG	LOC120451498|XP_039491184.1|DSAN
OG0002598	LOC5567765|XP_001657664.2|AAEG	LOC120452682|XP_039492966.1|DSAN
OG0002599	LOC5574581|XP_021709408.1|AAEG	LOC120454428|XP_039495651.1|DSAN
OG0002600	LOC5573868|XP_001654904.1|AAEG	LOC120450368|XP_039489289.1|DSAN
OG0002601	LOC5568152|XP_001657902.2|AAEG	LOC120451968|XP_039491928.1|DSAN
OG0002602	LOC5566203|XP_021710294.1|AAEG	LOC120452154|XP_039492178.1|DSAN
OG0002603	LOC5567712|XP_021712083.1|AAEG, LOC5568344|XP_021710686.1|AAEG, LOC110680551|XP_021712034.1|AAEG	LOC120453010|XP_039493458.1|DSAN
OG0002604	LOC110673979|XP_021710716.1|AAEG	LOC120453695|XP_039494450.1|DSAN
OG0002605	LOC5577498|XP_001656516.2|AAEG	LOC120452851|XP_039493222.1|DSAN
