Orthogroup	AAEG.longest_only	DSUB.longest_only
OG0000839	LOC5567590|XP_021704529.1|AAEG	LOC117899626|XP_034665672.1|DSUB
OG0000840	LOC5568658|XP_021705463.1|AAEG	LOC117903610|XP_034671758.1|DSUB
OG0000841	LOC5578554|XP_021704510.1|AAEG	LOC117897080|XP_034661607.1|DSUB
OG0000842	LOC5565224|XP_001649557.2|AAEG	LOC117891489|XP_034652861.1|DSUB, LOC117897294|XP_034661929.1|DSUB
OG0000843	LOC5575084|XP_001661802.1|AAEG	LOC117891024|XP_034652077.1|DSUB
OG0000844	LOC5568444|XP_021706258.1|AAEG	LOC117892164|XP_034654122.1|DSUB, LOC117897396|XP_034662105.1|DSUB
OG0000854	LOC5575256|XP_021694868.1|AAEG	LOC117903676|XP_034671903.1|DSUB
OG0000855	LOC5564916|XP_001649261.1|AAEG	LOC117894451|XP_034657443.1|DSUB, LOC117896315|XP_034660435.1|DSUB
OG0000856	LOC5569202|XP_021699577.1|AAEG	LOC117894785|XP_034657905.1|DSUB
OG0000857	LOC5568410|XP_021706344.1|AAEG, LOC5568408|XP_001658060.1|AAEG, LOC5572935|XP_001660658.2|AAEG, LOC110681143|XP_021712605.1|AAEG	LOC117903487|XP_034671445.1|DSUB
OG0000858	LOC5563593|XP_001647843.2|AAEG, LOC5563570|XP_021693065.1|AAEG	LOC117896061|XP_034659967.1|DSUB
OG0000860	LOC23687882|XP_021695499.1|AAEG	LOC117895209|XP_034658590.1|DSUB, LOC117894883|XP_034658050.1|DSUB
OG0000861	LOC5579974|XP_021697396.1|AAEG	LOC117891220|XP_034652456.1|DSUB, LOC117891215|XP_034652448.1|DSUB
OG0000862	LOC5578595|XP_021697871.1|AAEG	LOC117890900|XP_034651886.1|DSUB, LOC117902151|XP_034669181.1|DSUB
OG0000863	LOC5569153|XP_021712379.1|AAEG, LOC5579040|XP_001664217.2|AAEG	LOC117898692|XP_034664197.1|DSUB
OG0000864	LOC5574382|XP_021700100.1|AAEG	LOC117901424|XP_034668052.1|DSUB, LOC117903591|XP_034671704.1|DSUB
OG0000865	LOC110676550|XP_021700543.1|AAEG	LOC117900711|XP_034667062.1|DSUB, LOC117897304|XP_034661942.1|DSUB
OG0000866	LOC5565764|XP_021700881.1|AAEG	LOC117901617|XP_034668328.1|DSUB, LOC117901618|XP_034668333.1|DSUB
OG0000867	LOC5566526|XP_001650903.1|AAEG	LOC117901840|XP_034668672.1|DSUB
OG0000868	LOC5575799|XP_001662225.1|AAEG	LOC117901044|XP_034667546.1|DSUB, LOC117900500|XP_034666780.1|DSUB, LOC117897216|XP_034661820.1|DSUB, LOC117898471|XP_034663797.1|DSUB
OG0000869	LOC110679428|XP_021709657.1|AAEG	LOC117898684|XP_034664179.1|DSUB
OG0000871	LOC5563912|XP_021709764.1|AAEG	LOC117891499|XP_034652879.1|DSUB
OG0000872	LOC5579795|XP_001648107.1|AAEG	LOC117889870|XP_034650269.1|DSUB
OG0000873	LOC5570660|XP_021705398.1|AAEG, LOC5578723|XP_021705681.1|AAEG, LOC5574699|XP_021710974.1|AAEG	LOC117893456|XP_034655967.1|DSUB
OG0000874	LOC5568583|XP_021711564.1|AAEG	LOC117891144|XP_034652283.1|DSUB, LOC117890626|XP_034651464.1|DSUB
OG0000875	LOC5569144|XP_021704184.1|AAEG	LOC117898325|XP_034663540.1|DSUB, LOC117894676|XP_034657745.1|DSUB
OG0000882	LOC5574255|XP_001661310.1|AAEG	LOC117903436|XP_034671351.1|DSUB, LOC117900113|XP_034666229.1|DSUB
OG0000883	LOC5572260|XP_021706275.1|AAEG, LOC5577890|XP_001663596.2|AAEG, LOC5576983|XP_001663083.2|AAEG, LOC110681455|XP_021712908.1|AAEG, LOC5564732|XP_001649072.2|AAEG	LOC117902707|XP_034670157.1|DSUB
OG0000884	LOC5578384|XP_021707387.1|AAEG	LOC117900769|XP_034667140.1|DSUB, LOC117903060|XP_034670698.1|DSUB
OG0000885	LOC5576671|XP_021712970.1|AAEG, LOC5576669|XP_001662811.1|AAEG, LOC5576675|XP_001662810.2|AAEG, LOC5576677|XP_001662809.2|AAEG, LOC5576673|XP_001662808.1|AAEG	LOC117898445|XP_034663741.1|DSUB
OG0000887	LOC5574709|XP_021697236.1|AAEG, LOC110675781|XP_021697241.1|AAEG, LOC5574710|XP_001661611.2|AAEG, LOC5564321|XP_001648679.1|AAEG	LOC117898452|XP_034663754.1|DSUB
OG0000888	LOC5577573|XP_021697247.1|AAEG	LOC117893704|XP_034656282.1|DSUB, LOC117893080|XP_034655387.1|DSUB
OG0000889	LOC5565345|XP_001649691.2|AAEG, LOC5569614|XP_001652895.2|AAEG, LOC5569613|XP_001652894.2|AAEG, LOC5569626|XP_001652896.2|AAEG, LOC5569611|XP_001652892.2|AAEG, LOC5569610|XP_001652891.1|AAEG, LOC5569609|XP_001652890.1|AAEG	LOC117895618|XP_034659260.1|DSUB
OG0000890	LOC5572876|XP_001660628.1|AAEG	LOC117890898|XP_034651883.1|DSUB
OG0000891	LOC5571677|XP_021701172.1|AAEG	LOC117902390|XP_034669605.1|DSUB
OG0000892	LOC5573804|XP_001661052.1|AAEG	LOC117894088|XP_034656848.1|DSUB
OG0000893	LOC5577455|XP_021710131.1|AAEG, LOC110679543|XP_021710135.1|AAEG	LOC117897888|XP_034662855.1|DSUB
OG0000894	LOC5572954|XP_001654283.2|AAEG	LOC117897395|XP_034662104.1|DSUB
OG0000895	LOC5578431|XP_021704726.1|AAEG	LOC117892392|XP_034654499.1|DSUB, LOC117892394|XP_034654500.1|DSUB
OG0000907	LOC5569936|XP_001658828.2|AAEG	LOC117891031|XP_034652088.1|DSUB
OG0000909	LOC5580100|XP_001654851.1|AAEG	LOC117896456|XP_034660676.1|DSUB
OG0000910	LOC5570090|XP_021696583.1|AAEG	LOC117903736|XP_034671985.1|DSUB
OG0000911	LOC5568878|XP_021698401.1|AAEG	LOC117891698|XP_034653181.1|DSUB
OG0000912	LOC5569590|XP_001652874.1|AAEG	LOC117894096|XP_034656860.1|DSUB, LOC117895661|XP_034659370.1|DSUB
OG0000913	LOC5572905|XP_021699829.1|AAEG	LOC117895191|XP_034658561.1|DSUB
OG0000914	LOC5565692|XP_001650041.1|AAEG, LOC5577609|XP_001656603.1|AAEG, LOC5577610|XP_001656604.1|AAEG, LOC5577605|XP_001656599.2|AAEG, LOC5577607|XP_001656601.2|AAEG	LOC117890297|XP_034650956.1|DSUB
OG0000915	LOC110675850|XP_021697446.1|AAEG, LOC110681284|XP_021712741.1|AAEG	LOC117890118|XP_034650682.1|DSUB
OG0000916	LOC5563777|XP_021702027.1|AAEG	LOC117902779|XP_034670266.1|DSUB
OG0000917	LOC5567991|XP_021703538.1|AAEG	LOC117897417|XP_034662135.1|DSUB, LOC117902191|XP_034669258.1|DSUB
OG0000918	LOC5565834|XP_021703643.1|AAEG	LOC117902111|XP_034669113.1|DSUB
OG0000920	LOC5567191|XP_021707974.1|AAEG, LOC5567193|XP_021707701.1|AAEG, LOC5567194|XP_001651623.2|AAEG, LOC5571093|XP_021706131.1|AAEG	LOC117901383|XP_034668004.1|DSUB
OG0000921	LOC23687653|XP_021704447.1|AAEG, LOC110677691|XP_021704448.1|AAEG	LOC117903531|XP_034671597.1|DSUB
OG0000922	LOC5573598|XP_001654732.1|AAEG	LOC117893161|XP_034655527.1|DSUB
OG0000923	LOC5564768|XP_001649141.1|AAEG	LOC117897091|XP_034661626.1|DSUB
OG0000924	LOC5574190|XP_021707483.1|AAEG	LOC117903123|XP_034670840.1|DSUB
OG0000925	LOC5564141|XP_001648436.1|AAEG	LOC117898112|XP_034663189.1|DSUB
OG0000935	LOC5570105|XP_021693271.1|AAEG	LOC117898689|XP_034664196.1|DSUB
OG0000936	LOC5574975|XP_001655445.1|AAEG	LOC117896509|XP_034660754.1|DSUB
OG0000937	LOC5577955|XP_021703650.1|AAEG, LOC5577953|XP_021703600.1|AAEG	LOC117899350|XP_034665194.1|DSUB
OG0000938	LOC23687618|XP_011493218.1|AAEG	LOC117903601|XP_034671733.1|DSUB
OG0000939	LOC5575294|XP_001655660.2|AAEG	LOC117901599|XP_034668302.1|DSUB, LOC117893086|XP_034655403.1|DSUB
OG0000940	LOC5568539|XP_001652369.2|AAEG	LOC117895700|XP_034659439.1|DSUB
OG0000941	LOC5568465|XP_001652294.1|AAEG	LOC117900854|XP_034667266.1|DSUB, LOC117903840|XP_034672186.1|DSUB
OG0000942	LOC5575951|XP_021697898.1|AAEG	LOC117893287|XP_034655744.1|DSUB, LOC117901433|XP_034668067.1|DSUB, LOC117896037|XP_034659937.1|DSUB, LOC117891920|XP_034653633.1|DSUB, LOC117890861|XP_034651839.1|DSUB, LOC117894869|XP_034658025.1|DSUB, LOC117889751|XP_034650088.1|DSUB, LOC117901084|XP_034667599.1|DSUB, LOC117892653|XP_034654901.1|DSUB, LOC117892336|XP_034654379.1|DSUB, LOC117891204|XP_034652433.1|DSUB, LOC117890859|XP_034651837.1|DSUB, LOC117896782|XP_034661172.1|DSUB, LOC117900972|XP_034667447.1|DSUB, LOC117890084|XP_034650634.1|DSUB, LOC117901312|XP_034667912.1|DSUB, LOC117889879|XP_034650279.1|DSUB, LOC117889983|XP_034650456.1|DSUB, LOC117901127|XP_034667656.1|DSUB, LOC117892360|XP_034654459.1|DSUB, LOC117901247|XP_034667819.1|DSUB
OG0000943	LOC5565788|XP_021698361.1|AAEG, LOC5564315|XP_021711753.1|AAEG	LOC117891473|XP_034652845.1|DSUB
OG0000944	LOC5564895|XP_021698610.1|AAEG	LOC117890053|XP_034650579.1|DSUB
OG0000945	LOC5567118|XP_001651535.2|AAEG	LOC117892913|XP_034655117.1|DSUB
OG0000946	LOC5563808|XP_001648088.2|AAEG, LOC5563807|XP_021701297.1|AAEG	LOC117900990|XP_034667477.1|DSUB
OG0000947	LOC5573138|XP_001660754.1|AAEG, LOC5573170|XP_021703267.1|AAEG, LOC5573169|XP_001660785.1|AAEG	LOC117889847|XP_034650231.1|DSUB
OG0000948	LOC5570305|XP_001653129.2|AAEG	LOC117893090|XP_034655408.1|DSUB
OG0000949	LOC5577433|XP_021706252.1|AAEG	LOC117903045|XP_034670673.1|DSUB
OG0000950	LOC5570062|XP_021710514.1|AAEG	LOC117898460|XP_034663776.1|DSUB, LOC117896669|XP_034661007.1|DSUB
OG0000951	LOC5567383|XP_001651784.1|AAEG	LOC117899370|XP_034665241.1|DSUB, LOC117890771|XP_034651733.1|DSUB
OG0000963	LOC5578882|XP_001664091.2|AAEG, LOC5565507|XP_001649836.2|AAEG	LOC117903584|XP_034671694.1|DSUB
OG0000964	LOC5570125|XP_021694878.1|AAEG, LOC5572710|XP_001660530.2|AAEG, LOC110679470|XP_021709836.1|AAEG	LOC117890027|XP_034650533.1|DSUB
OG0000965	LOC5580119|XP_021699182.1|AAEG, LOC110674016|XP_021711922.1|AAEG	LOC117903296|XP_034671116.1|DSUB
OG0000966	LOC5564065|XP_001648396.2|AAEG	LOC117896371|XP_034660537.1|DSUB
OG0000968	LOC5565995|XP_021697516.1|AAEG, LOC5574905|XP_021697282.1|AAEG	LOC117893323|XP_034655802.1|DSUB
OG0000969	LOC5572867|XP_001660626.1|AAEG	LOC117889954|XP_034650402.1|DSUB
OG0000970	LOC5577323|XP_001656398.1|AAEG, LOC5578971|XP_001664152.2|AAEG	LOC117903646|XP_034671838.1|DSUB, LOC117898785|XP_034664313.1|DSUB
OG0000971	LOC5574512|XP_021701876.1|AAEG	LOC117901222|XP_034667783.1|DSUB
OG0000972	LOC5570688|XP_001659285.2|AAEG	LOC117894574|XP_034657603.1|DSUB
OG0000973	LOC5566318|XP_001650701.1|AAEG, LOC110677834|XP_021705147.1|AAEG, LOC5576015|XP_021712722.1|AAEG	LOC117894747|XP_034657849.1|DSUB, LOC117896890|XP_034661317.1|DSUB
OG0000974	LOC5563607|XP_021706393.1|AAEG, LOC5563653|XP_001647877.2|AAEG	LOC117893547|XP_034656089.1|DSUB, LOC117894194|XP_034657001.1|DSUB
OG0000975	LOC5567322|XP_021711286.1|AAEG	LOC117899364|XP_034665234.1|DSUB, LOC117899575|XP_034665579.1|DSUB
OG0000977	LOC5572481|XP_001660429.2|AAEG	LOC117896528|XP_034660790.1|DSUB, LOC117896515|XP_034660774.1|DSUB
OG0000978	LOC5570996|XP_001653423.1|AAEG	LOC117899594|XP_034665604.1|DSUB
OG0000988	LOC5574742|XP_021708813.1|AAEG	LOC117902644|XP_034670060.1|DSUB
OG0000990	LOC5573413|XP_001654587.1|AAEG	LOC117898579|XP_034663997.1|DSUB
OG0000991	LOC110676690|XP_021701229.1|AAEG	LOC117903063|XP_034670703.1|DSUB
OG0000992	LOC110680585|XP_021712076.1|AAEG, LOC5574605|XP_001655224.2|AAEG	LOC117897859|XP_034662823.1|DSUB
OG0000993	LOC5568340|XP_001657995.2|AAEG	LOC117898050|XP_034663100.1|DSUB, LOC117898049|XP_034663099.1|DSUB
OG0000994	LOC5565293|XP_021693612.1|AAEG	LOC117903722|XP_034671962.1|DSUB
OG0000995	LOC5570516|XP_001659204.1|AAEG	LOC117893385|XP_034655872.1|DSUB
OG0000996	LOC5570524|XP_001659180.1|AAEG	LOC117890036|XP_034650545.1|DSUB
OG0000997	LOC5572107|XP_021699025.1|AAEG	LOC117891244|XP_034652481.1|DSUB, LOC117892676|XP_034654965.1|DSUB
OG0000998	LOC5574213|XP_021699075.1|AAEG, LOC5574214|XP_021699069.1|AAEG	LOC117895560|XP_034659160.1|DSUB
OG0000999	LOC5569582|XP_011492944.1|AAEG	LOC117891704|XP_034653192.1|DSUB
OG0001000	LOC5565618|XP_021700536.1|AAEG	LOC117889783|XP_034650141.1|DSUB
OG0001001	LOC5574039|XP_021712731.1|AAEG, LOC5570957|XP_021701483.1|AAEG, LOC5568887|XP_021701482.1|AAEG	LOC117892455|XP_034654595.1|DSUB
OG0001002	LOC5572439|XP_021702436.1|AAEG, LOC5572427|XP_001660379.1|AAEG, LOC5572436|XP_021702424.1|AAEG, LOC110676920|XP_021702428.1|AAEG	LOC117900490|XP_034666769.1|DSUB
OG0001003	LOC5573879|XP_001654917.1|AAEG	LOC117896070|XP_034659984.1|DSUB
OG0001004	LOC5577327|XP_001656404.1|AAEG	LOC117896454|XP_034660675.1|DSUB
OG0001005	LOC5574438|XP_001661452.2|AAEG	LOC117895386|XP_034658902.1|DSUB
OG0001006	LOC5577478|XP_001656504.1|AAEG	LOC117894848|XP_034657994.1|DSUB
OG0001007	LOC5579111|XP_021709409.1|AAEG, LOC110680228|XP_021711736.1|AAEG	LOC117891259|XP_034652522.1|DSUB
OG0001008	LOC5569738|XP_001652964.1|AAEG	LOC117889617|XP_034649932.1|DSUB
OG0001019	LOC23687425|XP_021696098.1|AAEG, LOC5570400|XP_021694766.1|AAEG	LOC117899343|XP_034665186.1|DSUB
OG0001020	LOC5571386|XP_001659667.2|AAEG, LOC5571385|XP_021694971.1|AAEG, LOC5571381|XP_021694972.1|AAEG	LOC117903910|XP_034672310.1|DSUB
OG0001021	LOC5569206|XP_021698876.1|AAEG	LOC117902726|XP_034670185.1|DSUB
OG0001022	LOC5564053|XP_001648383.1|AAEG	LOC117903289|XP_034671107.1|DSUB
OG0001023	LOC110679679|XP_021710879.1|AAEG, LOC110675239|XP_021695381.1|AAEG, LOC110674329|XP_021694316.1|AAEG	LOC117896018|XP_034659916.1|DSUB
OG0001024	LOC5563729|XP_001648014.1|AAEG, LOC5572673|XP_001660495.2|AAEG	LOC117899346|XP_034665189.1|DSUB
OG0001025	LOC5566344|XP_021696749.1|AAEG	LOC117894385|XP_034657282.1|DSUB
OG0001026	LOC5563943|XP_021698255.1|AAEG, LOC110675339|XP_021695627.1|AAEG	LOC117891491|XP_034652862.1|DSUB
OG0001027	LOC5572532|XP_021698700.1|AAEG, LOC5572539|XP_001654056.2|AAEG, LOC5572530|XP_021698692.1|AAEG	LOC117893805|XP_034656442.1|DSUB
OG0001028	LOC5578865|XP_021699358.1|AAEG, LOC5578864|XP_001664073.1|AAEG, LOC5566028|XP_001650394.1|AAEG	LOC117901903|XP_034668759.1|DSUB
OG0001029	LOC110675155|XP_021695234.1|AAEG, LOC110678123|XP_021706417.1|AAEG	LOC117890172|XP_034650762.1|DSUB
OG0001031	LOC5564557|XP_021702651.1|AAEG	LOC117902440|XP_034669713.1|DSUB
OG0001032	LOC5568797|XP_021703170.1|AAEG	LOC117901697|XP_034668450.1|DSUB
OG0001033	LOC5572990|XP_021705665.1|AAEG	LOC117901163|XP_034667705.1|DSUB, LOC117894020|XP_034656750.1|DSUB
OG0001042	LOC5569920|XP_021695787.1|AAEG, LOC5569919|XP_021695812.1|AAEG, LOC5569917|XP_001658816.2|AAEG	LOC117898162|XP_034663262.1|DSUB
OG0001043	LOC5580112|XP_001655052.2|AAEG, LOC5580113|XP_001655051.2|AAEG	LOC117897824|XP_034662773.1|DSUB
OG0001044	LOC5574123|XP_001661192.2|AAEG, LOC5574477|XP_021699627.1|AAEG	LOC117892658|XP_034654935.1|DSUB
OG0001045	LOC5569642|XP_001658665.2|AAEG, LOC5569640|XP_001658664.2|AAEG, LOC5573336|XP_021693470.1|AAEG	LOC117891081|XP_034652152.1|DSUB
OG0001046	LOC5572371|XP_001660329.1|AAEG	LOC117892254|XP_034654256.1|DSUB
OG0001047	LOC110680988|XP_021712449.1|AAEG, LOC5571772|XP_021695747.1|AAEG	LOC117890831|XP_034651804.1|DSUB
OG0001048	LOC5571275|XP_021695905.1|AAEG	LOC117892034|XP_034653849.1|DSUB
OG0001049	LOC110675977|XP_021697855.1|AAEG	LOC117900405|XP_034666652.1|DSUB, LOC117895855|XP_034659711.1|DSUB
OG0001050	LOC5573704|XP_021698920.1|AAEG	LOC117894035|XP_034656773.1|DSUB
OG0001051	LOC5573846|XP_001654884.2|AAEG	LOC117900143|XP_034666266.1|DSUB
OG0001052	LOC5568617|XP_001652449.1|AAEG	LOC117902345|XP_034669537.1|DSUB
OG0001053	LOC5571894|XP_001653808.2|AAEG	LOC117891625|XP_034653058.1|DSUB
OG0001054	LOC5574413|XP_001655120.1|AAEG	LOC117897522|XP_034662329.1|DSUB
OG0001055	LOC5567606|XP_001657583.2|AAEG	LOC117896584|XP_034660895.1|DSUB
OG0001056	LOC5570986|XP_001659451.2|AAEG	LOC117893363|XP_034655850.1|DSUB
OG0001057	LOC5571397|XP_001653648.2|AAEG	LOC117900137|XP_034666255.1|DSUB, LOC117900136|XP_034666253.1|DSUB
OG0001058	LOC5570053|XP_021707851.1|AAEG	LOC117903193|XP_034670971.1|DSUB
OG0001073	LOC5563637|XP_021708988.1|AAEG, LOC5569408|XP_021703075.1|AAEG, LOC5578273|XP_021694310.1|AAEG, LOC5564186|XP_021708718.1|AAEG	LOC117896380|XP_034660552.1|DSUB
OG0001074	LOC5568441|XP_001652273.1|AAEG	LOC117891125|XP_034652221.1|DSUB
OG0001077	LOC5578932|XP_021693197.1|AAEG, LOC110680824|XP_021712296.1|AAEG	LOC117897413|XP_034662131.1|DSUB
OG0001078	LOC5565588|XP_001649970.1|AAEG, LOC5573424|XP_021697821.1|AAEG	LOC117900894|XP_034667320.1|DSUB
OG0001079	LOC5575758|XP_001662179.2|AAEG	LOC117895434|XP_034658979.1|DSUB
OG0001080	LOC5563731|XP_001648022.2|AAEG	LOC117895626|XP_034659271.1|DSUB
OG0001081	LOC5571775|XP_001659906.2|AAEG, LOC5568116|XP_001652055.1|AAEG	LOC117898504|XP_034663848.1|DSUB
OG0001082	LOC5572898|XP_001654240.1|AAEG	LOC117889829|XP_034650202.1|DSUB
OG0001083	LOC5566297|XP_001650674.2|AAEG	LOC117895332|XP_034658796.1|DSUB
OG0001084	LOC5567273|XP_021707529.1|AAEG, LOC5565651|XP_021696900.1|AAEG	LOC117891060|XP_034652123.1|DSUB
OG0001085	LOC5574897|XP_021697029.1|AAEG	LOC117899249|XP_034665020.1|DSUB, LOC117899251|XP_034665026.1|DSUB, LOC117892141|XP_034654070.1|DSUB, LOC117890120|XP_034650686.1|DSUB, LOC117899253|XP_034665030.1|DSUB, LOC117896874|XP_034661294.1|DSUB
OG0001086	LOC5573548|XP_001654683.1|AAEG	LOC117891073|XP_034652141.1|DSUB
OG0001087	LOC110681082|XP_021712548.1|AAEG, LOC110681081|XP_021712547.1|AAEG, LOC5578606|XP_021697940.1|AAEG, LOC5565122|XP_021712549.1|AAEG	LOC117901526|XP_034668192.1|DSUB
OG0001088	LOC5574153|XP_001655060.1|AAEG, LOC5574154|XP_021698437.1|AAEG, LOC110676121|XP_021698436.1|AAEG, LOC5566830|XP_001651230.2|AAEG	LOC117894642|XP_034657705.1|DSUB
OG0001089	LOC5573682|XP_001661004.2|AAEG	LOC117894304|XP_034657161.1|DSUB
OG0001090	LOC5577314|XP_021699017.1|AAEG, LOC5578577|XP_021699015.1|AAEG, LOC5574562|XP_021699013.1|AAEG	LOC117894796|XP_034657916.1|DSUB
OG0001092	LOC5570895|XP_021700677.1|AAEG	LOC117901635|XP_034668356.1|DSUB
OG0001093	LOC110680777|XP_021712253.1|AAEG, LOC110676568|XP_021700678.1|AAEG, LOC5572918|XP_001654252.1|AAEG	LOC117901798|XP_034668599.1|DSUB
OG0001094	LOC5565811|XP_021695262.1|AAEG	LOC117900966|XP_034667436.1|DSUB, LOC117900968|XP_034667440.1|DSUB
OG0001095	LOC23687873|XP_021701025.1|AAEG, LOC5565367|XP_001649745.1|AAEG, LOC5565366|XP_021701024.1|AAEG	LOC117901202|XP_034667747.1|DSUB
OG0001096	LOC5571654|XP_021701198.1|AAEG	LOC117900177|XP_034666313.1|DSUB
OG0001097	LOC5570690|XP_001659280.2|AAEG	LOC117902276|XP_034669435.1|DSUB
OG0001098	LOC5567389|XP_001651791.1|AAEG	LOC117892023|XP_034653809.1|DSUB, LOC117895074|XP_034658354.1|DSUB
OG0001099	LOC5579278|XP_001647586.2|AAEG	LOC117894278|XP_034657125.1|DSUB
OG0001100	LOC5575334|XP_001655711.1|AAEG	LOC117897810|XP_034662750.1|DSUB
OG0001101	LOC5578976|XP_021704495.1|AAEG	LOC117891853|XP_034653493.1|DSUB
OG0001102	LOC5572716|XP_021705283.1|AAEG, LOC5577310|XP_021711284.1|AAEG	LOC117893877|XP_034656540.1|DSUB
OG0001103	LOC5578111|XP_001656809.1|AAEG, LOC5578112|XP_001656810.1|AAEG	LOC117898590|XP_034664026.1|DSUB
OG0001104	LOC5566543|XP_001650938.1|AAEG, LOC110680201|XP_021711712.1|AAEG	LOC117892556|XP_034654758.1|DSUB
OG0001105	LOC5566551|XP_001650928.1|AAEG	LOC117898596|XP_034664037.1|DSUB
OG0001106	LOC5565423|XP_001649806.1|AAEG, LOC5565437|XP_021710521.1|AAEG	LOC117903003|XP_034670635.1|DSUB
OG0001118	LOC5576587|XP_001656164.1|AAEG	LOC117889609|XP_034649924.1|DSUB
OG0001119	LOC5578575|XP_001663964.2|AAEG, LOC5578993|XP_001664172.2|AAEG	LOC117897781|XP_034662720.1|DSUB
OG0001120	LOC5579964|XP_021694051.1|AAEG, LOC5579967|XP_021694034.1|AAEG	LOC117896613|XP_034660937.1|DSUB, LOC117899123|XP_034664807.1|DSUB
OG0001122	LOC5580002|XP_021696287.1|AAEG	LOC117894629|XP_034657685.1|DSUB
OG0001124	LOC5566358|XP_011493024.2|AAEG	LOC117899131|XP_034664818.1|DSUB
OG0001125	LOC5564459|XP_001648807.1|AAEG, LOC5564448|XP_021697773.1|AAEG	LOC117897892|XP_034662861.1|DSUB
OG0001127	LOC110676270|XP_021699174.1|AAEG, LOC5577767|XP_001663540.2|AAEG	LOC117894768|XP_034657877.1|DSUB
OG0001128	LOC5569022|XP_021699805.1|AAEG, LOC5568978|XP_001658266.2|AAEG, LOC110680432|XP_021711921.1|AAEG	LOC117891449|XP_034652819.1|DSUB
OG0001129	LOC5580253|XP_021700216.1|AAEG	LOC117902674|XP_034670094.1|DSUB
OG0001130	LOC5565380|XP_001649719.1|AAEG	LOC117902017|XP_034668956.1|DSUB
OG0001131	LOC5569186|XP_021701055.1|AAEG, LOC5569188|XP_021701062.1|AAEG, LOC5569187|XP_021701057.1|AAEG	LOC117903000|XP_034670619.1|DSUB
OG0001133	LOC5567743|XP_021702162.1|AAEG	LOC117901378|XP_034667985.1|DSUB
OG0001134	LOC5566394|XP_001650777.2|AAEG	LOC117890450|XP_034651179.1|DSUB
OG0001135	LOC110681483|XP_021712937.1|AAEG, LOC5577456|XP_001663382.1|AAEG, LOC5578027|XP_001656767.1|AAEG	LOC117897588|XP_034662432.1|DSUB
OG0001136	LOC5576263|XP_021705682.1|AAEG	LOC117897826|XP_034662770.1|DSUB
OG0001137	LOC110680734|XP_021712217.1|AAEG, LOC5578514|XP_001663904.1|AAEG	LOC117899208|XP_034664971.1|DSUB
OG0001138	LOC5572135|XP_021705094.1|AAEG	LOC117895627|XP_034659272.1|DSUB
OG0001153	LOC110679098|XP_021708772.1|AAEG	LOC117890907|XP_034651911.1|DSUB
OG0001154	LOC5568239|XP_021701587.1|AAEG, LOC5570838|XP_021694225.1|AAEG, LOC110679193|XP_021708992.1|AAEG, LOC23687831|XP_021702807.1|AAEG, LOC110676973|XP_021702808.1|AAEG, LOC5576517|XP_001662707.2|AAEG, LOC5571238|XP_021704526.1|AAEG, LOC5573547|XP_001654682.2|AAEG, LOC5568242|XP_021712402.1|AAEG, LOC110675196|XP_021695299.1|AAEG, LOC110675139|XP_021695212.1|AAEG	LOC117900982|XP_034667466.1|DSUB
OG0001155	LOC5572551|XP_021698157.1|AAEG	LOC117896430|XP_034660684.1|DSUB
OG0001157	LOC5575867|XP_021704769.1|AAEG	LOC117898870|XP_034664442.1|DSUB
OG0001158	LOC5579227|XP_001664307.1|AAEG	LOC117900114|XP_034666230.1|DSUB
OG0001159	LOC5577246|XP_021710377.1|AAEG	LOC117898154|XP_034663244.1|DSUB
OG0001160	LOC5577411|XP_001656491.2|AAEG	LOC117897386|XP_034662085.1|DSUB
OG0001161	LOC5566642|XP_021711748.1|AAEG	LOC117898676|XP_034664147.1|DSUB
OG0001162	LOC5576344|XP_021693313.1|AAEG	LOC117897158|XP_034661719.1|DSUB, LOC117898132|XP_034663217.1|DSUB
OG0001164	LOC5575602|XP_001662091.2|AAEG	LOC117899331|XP_034665158.1|DSUB, LOC117896953|XP_034661388.1|DSUB
OG0001165	LOC5565600|XP_021693794.1|AAEG	LOC117891574|XP_034652989.1|DSUB
OG0001167	LOC5577554|XP_021696671.1|AAEG	LOC117892352|XP_034654445.1|DSUB
OG0001168	LOC5572693|XP_001660512.1|AAEG	LOC117890343|XP_034651024.1|DSUB
OG0001169	LOC5567092|XP_021697463.1|AAEG, LOC5566849|XP_001651270.2|AAEG	LOC117899721|XP_034665835.1|DSUB
OG0001170	LOC5568877|XP_001652599.2|AAEG	LOC117897857|XP_034662821.1|DSUB
OG0001171	LOC5572977|XP_021698415.1|AAEG	LOC117895384|XP_034658898.1|DSUB
OG0001172	LOC5566033|XP_021698883.1|AAEG	LOC117891233|XP_034652469.1|DSUB
OG0001173	LOC5576977|XP_001663072.2|AAEG	LOC117896394|XP_034660590.1|DSUB
OG0001174	LOC5569279|XP_001652811.1|AAEG	LOC117895249|XP_034658655.1|DSUB
OG0001175	LOC5574385|XP_001661410.2|AAEG	LOC117892253|XP_034654255.1|DSUB
OG0001176	LOC5571149|XP_021700283.1|AAEG	LOC117890729|XP_034651672.1|DSUB
OG0001177	LOC5569526|XP_021704024.1|AAEG	LOC117900308|XP_034666515.1|DSUB
OG0001178	LOC110676927|XP_021702495.1|AAEG	LOC117890628|XP_034651468.1|DSUB
OG0001179	LOC5577540|XP_001656556.3|AAEG	LOC117891594|XP_034653013.1|DSUB
