Orthogroup	AAEG.longest_only	DPSE.longest_only
OG0000549	LOC5577716|XP_001663497.1|AAEG, LOC5577704|XP_021698193.1|AAEG, LOC5577714|XP_001663495.1|AAEG, LOC5573687|XP_001661010.2|AAEG, LOC5573688|XP_001661011.1|AAEG, LOC5577711|XP_001663492.1|AAEG, LOC5577713|XP_001663494.1|AAEG, LOC5577709|XP_001663490.2|AAEG, LOC5577717|XP_001663499.2|AAEG	LOC4804535|XP_001361083.2|DPSE
OG0000550	LOC5578287|XP_001663815.1|AAEG	LOC4812471|XP_001352502.2|DPSE, LOC26533319|XP_015043637.1|DPSE
OG0000552	LOC110676642|XP_021701014.1|AAEG	LOC4800417|XP_001357696.3|DPSE, LOC4800418|XP_001357697.5|DPSE
OG0000553	LOC5573859|XP_001654890.1|AAEG, LOC5573858|XP_001654889.1|AAEG, LOC5573855|XP_001654886.2|AAEG	LOC4817137|XP_001356356.2|DPSE
OG0000554	LOC5573301|XP_021708251.1|AAEG	LOC4800560|XP_001357815.3|DPSE, LOC5495514|XP_001357816.2|DPSE
OG0000555	LOC5575012|XP_021710949.1|AAEG	LOC6900978|XP_002134675.1|DPSE, LOC6900977|XP_002134674.1|DPSE, LOC4812517|XP_001352676.2|DPSE
OG0000556	LOC110681197|XP_021712666.1|AAEG, LOC5564890|XP_001649215.1|AAEG	LOC6901207|XP_002133908.3|DPSE, LOC6897561|XP_002137706.1|DPSE
OG0000557	LOC5568513|XP_001652336.1|AAEG	LOC4802608|XP_001359497.3|DPSE, LOC4802609|XP_001359498.4|DPSE
OG0000558	LOC5575971|XP_001662322.1|AAEG	LOC4802332|XP_001359270.2|DPSE, LOC6901821|XP_033239197.1|DPSE, LOC6901823|XP_033239198.1|DPSE
OG0000559	LOC110681168|XP_021712631.1|AAEG, LOC5577241|XP_021709285.1|AAEG	LOC4801045|XP_001358209.4|DPSE, LOC4812750|XP_001353161.2|DPSE
OG0000560	LOC5563762|XP_021707462.1|AAEG	LOC4803500|XP_001360215.1|DPSE, LOC4803499|XP_001360214.2|DPSE
OG0000561	LOC110678585|XP_021707316.1|AAEG	LOC4813498|XP_001353394.3|DPSE, LOC6900472|XP_002134862.2|DPSE
OG0000562	LOC5569968|XP_021710058.1|AAEG	LOC4813232|XP_033237684.1|DPSE, LOC4813279|XP_001353925.4|DPSE
OG0000566	LOC5579820|XP_001651051.1|AAEG	LOC6897427|XP_002137578.1|DPSE, LOC6900916|XP_002134708.2|DPSE
OG0000567	LOC5570128|XP_001653107.2|AAEG	LOC5614322|XP_001354847.1|DPSE
OG0000567	LOC5570126|XP_001653106.2|AAEG	LOC4814933|XP_001354848.1|DPSE
OG0000568	LOC5577017|XP_001656302.2|AAEG	LOC6902237|XP_033239367.1|DPSE, LOC4802742|XP_001359605.4|DPSE
OG0000569	LOC5565055|XP_021705510.1|AAEG	LOC4801511|XP_001358590.1|DPSE, LOC13036368|XP_033240924.1|DPSE
OG0000570	LOC5576289|XP_001662579.2|AAEG	LOC4801716|XP_001358761.2|DPSE, LOC4801717|XP_001358762.3|DPSE
OG0000571	LOC5571436|XP_021693888.1|AAEG	LOC13036342|XP_033241136.1|DPSE, LOC6897042|XP_015038775.1|DPSE
OG0000572	LOC5570663|XP_021695778.1|AAEG	LOC6897189|XP_002137369.3|DPSE, LOC4801423|XP_001358519.4|DPSE
OG0000573	LOC5574096|XP_021696111.1|AAEG	LOC4813694|XP_015043436.2|DPSE, LOC4804525|XP_001361074.2|DPSE
OG0000574	LOC5572198|XP_021698798.1|AAEG	LOC6900151|XP_002135490.1|DPSE, LOC4803062|XP_001359863.3|DPSE
OG0000575	LOC5569243|XP_021699828.1|AAEG	LOC4813214|XP_001353412.3|DPSE, LOC4813906|XP_001353411.4|DPSE
OG0000576	LOC5568781|XP_021700712.1|AAEG	LOC4802933|XP_001359748.5|DPSE
OG0000577	LOC5575668|XP_001662127.2|AAEG	LOC4817196|XP_001356666.2|DPSE
OG0000578	LOC5564323|XP_021710053.1|AAEG	LOC4816432|XP_001356044.4|DPSE, LOC6898159|XP_015039207.2|DPSE
OG0000579	LOC5577308|XP_021707576.1|AAEG, LOC5579901|XP_001657881.1|AAEG	LOC4801638|XP_001358693.1|DPSE, LOC4813308|XP_001353500.1|DPSE
OG0000580	LOC23687878|XP_011493518.1|AAEG	LOC4803110|XP_015038295.1|DPSE, LOC4803111|XP_033232517.1|DPSE
OG0000581	LOC5574667|XP_021708899.1|AAEG	LOC4803297|XP_015038440.1|DPSE
OG0000582	LOC5575223|XP_021710179.1|AAEG	LOC4813894|XP_001353277.4|DPSE, LOC4803660|XP_001360343.1|DPSE
OG0000583	LOC5578117|XP_001656815.1|AAEG	LOC26534038|XP_015039506.1|DPSE, LOC4804492|XP_033233386.1|DPSE
OG0000589	LOC5563768|XP_021695117.1|AAEG	LOC4815360|XP_001354625.3|DPSE
OG0000590	LOC110675318|XP_021695560.1|AAEG, LOC5574244|XP_001661299.1|AAEG	LOC4814484|XP_001355168.1|DPSE
OG0000592	LOC5567565|XP_001657556.2|AAEG	LOC4803632|XP_001360320.1|DPSE, LOC4803883|XP_001360531.2|DPSE
OG0000593	LOC5569992|XP_001658881.1|AAEG, LOC110678504|XP_021707160.1|AAEG	LOC4800481|XP_015038591.2|DPSE, LOC4811676|XP_001352261.1|DPSE
OG0000594	LOC5567423|XP_001657403.1|AAEG	LOC4801166|XP_001358300.1|DPSE, LOC4802611|XP_001359500.4|DPSE
OG0000595	LOC5573372|XP_021712996.1|AAEG	LOC6897421|XP_033235936.1|DPSE, LOC6896845|XP_015038810.2|DPSE
OG0000596	LOC5569242|XP_021713275.1|AAEG	LOC6902113|XP_002133644.2|DPSE, LOC4803225|XP_001360001.3|DPSE, LOC117183962|XP_033235598.1|DPSE
OG0000597	LOC5580165|XP_021692926.1|AAEG	LOC4800368|XP_001357547.2|DPSE, LOC6896884|XP_002137074.3|DPSE
OG0000598	LOC5564380|XP_001648725.1|AAEG, LOC5564382|XP_001648727.1|AAEG, LOC5564381|XP_001648726.1|AAEG	LOC6897185|XP_002137365.2|DPSE
OG0000599	LOC5574457|XP_001661473.2|AAEG, LOC5563655|XP_021709330.1|AAEG	LOC4813096|XP_001353665.2|DPSE, LOC4813310|XP_033241091.1|DPSE
OG0000600	LOC5574458|XP_001661472.1|AAEG	LOC6898338|XP_015039563.2|DPSE, LOC26532284|XP_015039562.1|DPSE
OG0000601	LOC110676327|XP_021699471.1|AAEG	LOC4817900|XP_001357390.2|DPSE, LOC6902759|XP_033236894.1|DPSE
OG0000602	LOC5565773|XP_001650121.1|AAEG	LOC4816513|XP_001356129.2|DPSE, LOC4816712|XP_001356131.2|DPSE
OG0000603	LOC5569072|XP_021703041.1|AAEG	LOC6902923|XP_033235662.1|DPSE, LOC4817241|XP_001356615.4|DPSE
OG0000604	LOC5566987|XP_001651390.1|AAEG	LOC6902540|XP_002133081.2|DPSE, LOC4816552|XP_001356001.1|DPSE
OG0000605	LOC5568178|XP_021703896.1|AAEG, LOC5568172|XP_001652108.2|AAEG, LOC5568173|XP_001652109.1|AAEG, LOC5568169|XP_021703894.1|AAEG, LOC5568164|XP_001652105.2|AAEG	LOC4818195|XP_001357506.3|DPSE
OG0000606	LOC5570005|XP_001658888.1|AAEG	LOC117185018|XP_033240344.1|DPSE
OG0000607	LOC5570154|XP_001658956.1|AAEG	LOC4802096|XP_001359081.3|DPSE, LOC4803193|XP_001359976.3|DPSE
OG0000608	LOC5567031|XP_001651423.1|AAEG	LOC4802179|XP_001359148.2|DPSE, LOC4802184|XP_033233462.1|DPSE
OG0000609	LOC5574870|XP_021709064.1|AAEG	LOC6903188|XP_033236193.1|DPSE, LOC6901587|XP_033239096.1|DPSE
OG0000610	LOC5579045|XP_011493105.1|AAEG	LOC4813783|XP_001353483.3|DPSE, LOC4805242|XP_001361675.1|DPSE
OG0000611	LOC5572224|XP_021705793.1|AAEG	LOC6898992|XP_004444534.3|DPSE, LOC6898249|XP_002138315.3|DPSE
OG0000615	LOC5569196|XP_021699444.1|AAEG	LOC4811656|XP_001352247.4|DPSE, LOC4801510|XP_001358589.2|DPSE
OG0000616	LOC5564988|XP_001649322.2|AAEG	LOC4814421|XP_001354361.3|DPSE
OG0000617	LOC5577523|XP_001656544.2|AAEG, LOC110674002|XP_021711205.1|AAEG	LOC4800658|XP_001357891.4|DPSE, LOC4800836|XP_001358040.1|DPSE
OG0000618	LOC5566485|XP_001650875.1|AAEG	LOC4812876|XP_015042925.1|DPSE
OG0000619	LOC5566457|XP_001650838.1|AAEG	LOC6898218|XP_002138284.2|DPSE
OG0000620	LOC5570947|XP_001653412.2|AAEG	LOC6901295|XP_002133996.1|DPSE, LOC6900998|XP_033240629.1|DPSE
OG0000621	LOC5568436|XP_001652269.1|AAEG	LOC4801862|XP_001358892.1|DPSE, LOC4815012|XP_001354963.1|DPSE
OG0000622	LOC5569846|XP_021696307.1|AAEG	LOC4812350|XP_001352849.2|DPSE, LOC6900919|XP_002134715.3|DPSE
OG0000623	LOC5572347|XP_001660306.2|AAEG	LOC4812255|XP_001352457.1|DPSE, LOC6900389|XP_002134782.1|DPSE
OG0000624	LOC5569174|XP_001658351.2|AAEG	LOC4804446|XP_001361007.2|DPSE, LOC4804445|XP_001361006.2|DPSE
OG0000625	LOC5564078|XP_021698835.1|AAEG	LOC6900084|XP_002135442.3|DPSE, LOC4812270|XP_001352696.3|DPSE
OG0000626	LOC5569119|XP_001652722.1|AAEG	LOC117183536|XP_033233519.1|DPSE, LOC4804552|XP_001361095.1|DPSE
OG0000627	LOC5564979|XP_001649333.2|AAEG	LOC6900693|XP_002135057.2|DPSE, LOC4816010|XP_001355645.2|DPSE
OG0000628	LOC5565869|XP_001650228.1|AAEG	LOC4816521|XP_001356133.3|DPSE, LOC26532948|XP_033236571.1|DPSE
OG0000629	LOC5580315|XP_001663037.1|AAEG	LOC4803127|XP_001359921.1|DPSE, LOC4818181|XP_001357493.2|DPSE
OG0000630	LOC5575168|XP_021702281.1|AAEG	LOC4816382|XP_001356278.3|DPSE, LOC4816685|XP_001356281.3|DPSE
OG0000631	LOC5569442|XP_021702401.1|AAEG	LOC4817346|XP_003736148.2|DPSE, LOC4818061|XP_001357345.2|DPSE
OG0000632	LOC5573892|XP_021703330.1|AAEG	LOC4817690|XP_033236034.1|DPSE, LOC6903174|XP_002132874.2|DPSE
OG0000634	LOC5569647|XP_001652909.2|AAEG	LOC26532367|XP_033238524.1|DPSE, LOC117184524|XP_033238526.1|DPSE, LOC117184525|XP_033238527.1|DPSE, LOC117184528|XP_033238531.1|DPSE, LOC117184529|XP_033238532.1|DPSE, LOC6903743|XP_002136732.1|DPSE, LOC117184527|XP_033238530.1|DPSE, LOC117184948|XP_033240092.1|DPSE, LOC6903741|XP_002136733.1|DPSE, LOC117184526|XP_033238528.1|DPSE, LOC117183185|XP_033238525.1|DPSE, LOC26532852|XP_033238529.1|DPSE, LOC6898852|XP_015040514.2|DPSE
OG0000635	LOC5572315|XP_001654005.2|AAEG	LOC4805547|XP_001361933.3|DPSE, LOC4811660|XP_033239499.1|DPSE, LOC6903938|XP_033239641.1|DPSE
OG0000636	LOC5578295|XP_001656875.1|AAEG	LOC4816727|XP_001356280.3|DPSE, LOC4816383|XP_001356279.1|DPSE
OG0000637	LOC5564774|XP_021704609.1|AAEG	LOC4815481|XP_001355693.3|DPSE, LOC6902266|XP_033240055.1|DPSE
OG0000638	LOC5573827|XP_021706608.1|AAEG	LOC4801740|XP_001358783.2|DPSE, LOC4815589|XP_001355506.1|DPSE, LOC6903708|XP_002136766.1|DPSE
OG0000639	LOC5567245|XP_021710885.1|AAEG	LOC6900636|XP_015043044.2|DPSE
OG0000646	LOC110674862|XP_021695067.1|AAEG	LOC4801783|XP_001358820.3|DPSE, LOC4801657|XP_015037346.2|DPSE
OG0000647	LOC5579005|XP_021694209.1|AAEG	LOC4801911|XP_001358930.3|DPSE, LOC6902239|XP_002133766.3|DPSE
OG0000648	LOC5570655|XP_021706985.1|AAEG	LOC6901234|XP_002133935.2|DPSE
OG0000649	LOC5571800|XP_001659930.2|AAEG	LOC6901152|XP_033238861.1|DPSE, LOC4814229|XP_001354341.1|DPSE
OG0000650	LOC5573407|XP_001654581.2|AAEG	LOC4801767|XP_001358808.2|DPSE
OG0000651	LOC5565048|XP_001649404.1|AAEG	LOC4812007|XP_015043563.2|DPSE, LOC4813063|XP_001353653.1|DPSE
OG0000652	LOC5573370|XP_001660865.1|AAEG	LOC26533502|XP_015039224.2|DPSE, LOC4815109|XP_001355134.1|DPSE
OG0000653	LOC5576350|XP_021693310.1|AAEG, LOC5576348|XP_001656086.1|AAEG, LOC5576346|XP_001656087.2|AAEG	LOC26533820|XP_033238158.1|DPSE, LOC4801972|XP_001358985.1|DPSE
OG0000654	LOC5568292|XP_021697103.1|AAEG	LOC4812097|XP_033240237.1|DPSE
OG0000655	LOC5575242|XP_001655652.1|AAEG	LOC4805460|XP_001361855.1|DPSE, LOC4817590|XP_033235187.1|DPSE
OG0000656	LOC5574633|XP_001661549.2|AAEG	LOC4802578|XP_001359473.2|DPSE, LOC6897655|XP_002137794.2|DPSE
OG0000657	LOC5580250|XP_001662649.1|AAEG	LOC117184960|XP_033240121.1|DPSE, LOC4817090|XP_001356700.2|DPSE
OG0000658	LOC5578313|XP_001656889.1|AAEG	LOC6901354|XP_002134054.1|DPSE, LOC4802390|XP_001359318.3|DPSE
OG0000659	LOC5576865|XP_001662960.1|AAEG	LOC4816635|XP_001356148.3|DPSE, LOC4816645|XP_033235703.1|DPSE
OG0000660	LOC5565850|XP_001650194.1|AAEG	LOC4816947|XP_001356832.4|DPSE, LOC26532247|XP_015036235.1|DPSE, LOC6903067|XP_002132786.3|DPSE
OG0000661	LOC5567335|XP_001651759.1|AAEG	LOC4811907|XP_001352685.1|DPSE, LOC4817136|XP_033235368.1|DPSE
OG0000662	LOC5568430|XP_001652258.1|AAEG	LOC6900549|XP_002134933.1|DPSE, LOC6902103|XP_002133634.2|DPSE
OG0000663	LOC5568431|XP_001652261.2|AAEG	LOC6898123|XP_002138203.2|DPSE
OG0000664	LOC5572517|XP_001660456.1|AAEG	LOC4814640|XP_001355171.1|DPSE
OG0000665	LOC5575634|XP_001655779.1|AAEG, LOC110681162|XP_021712622.1|AAEG	LOC4803217|XP_001359993.3|DPSE, LOC4803215|XP_001359991.4|DPSE
OG0000666	LOC5567515|XP_021710706.1|AAEG	LOC6898073|XP_002138158.2|DPSE, LOC4815799|XP_003736159.2|DPSE
OG0000667	LOC5564165|XP_021705035.1|AAEG	LOC6902177|XP_002133708.2|DPSE, LOC4803113|XP_001359910.3|DPSE
OG0000668	LOC5573885|XP_001654923.1|AAEG	LOC6897801|XP_002137906.2|DPSE, LOC4801302|XP_001358420.1|DPSE
OG0000669	LOC5563963|XP_021710654.1|AAEG	LOC4815829|XP_001355515.4|DPSE, LOC4815547|XP_001355516.3|DPSE
OG0000670	LOC110680765|XP_021712244.1|AAEG, LOC5572992|XP_001654319.1|AAEG	LOC4816022|XP_033240399.1|DPSE
OG0000671	LOC5572082|XP_001660161.1|AAEG	LOC6897786|XP_003736824.2|DPSE, LOC4801083|XP_001358242.1|DPSE
OG0000672	LOC5568965|XP_001652618.1|AAEG	LOC6901691|XP_002134361.2|DPSE, LOC4815619|XP_033239563.1|DPSE
OG0000673	LOC5564117|XP_001648452.3|AAEG	LOC4815456|XP_001355533.3|DPSE, LOC6900246|XP_002135575.2|DPSE
OG0000677	LOC110674775|XP_021694756.1|AAEG	LOC6900408|XP_002134800.1|DPSE, LOC4814535|XP_001354711.3|DPSE
OG0000678	LOC5573033|XP_001654349.2|AAEG	LOC4802087|XP_001359074.2|DPSE, LOC4817546|XP_001356955.3|DPSE
OG0000679	LOC5572891|XP_001654245.2|AAEG, LOC5572888|XP_001654244.1|AAEG, LOC5576067|XP_021713213.1|AAEG, LOC5568749|XP_001658126.1|AAEG, LOC5568745|XP_001658124.1|AAEG, LOC5568746|XP_021698051.1|AAEG, LOC5568744|XP_021698049.1|AAEG	LOC4814521|XP_001354807.2|DPSE
OG0000680	LOC5570450|XP_021696861.1|AAEG	LOC6901622|XP_015041899.2|DPSE, LOC4814951|XP_001355006.1|DPSE
OG0000681	LOC5571511|XP_021704098.1|AAEG	LOC4801877|XP_001358901.4|DPSE, LOC6901871|XP_002133409.1|DPSE
OG0000683	LOC5567780|XP_021712292.1|AAEG, LOC5567781|XP_001657682.1|AAEG, LOC5567779|XP_001657680.2|AAEG, LOC5565951|XP_021693916.1|AAEG	LOC4801778|XP_001358817.2|DPSE
OG0000684	LOC110681498|XP_021713031.1|AAEG, LOC5572598|XP_021711785.1|AAEG	LOC4802602|XP_033241815.1|DPSE, LOC6896814|XP_002137017.1|DPSE
OG0000685	LOC5565927|XP_001650303.1|AAEG	LOC6901485|XP_002134171.2|DPSE, LOC4800856|XP_001358056.1|DPSE
OG0000686	LOC5573238|XP_001660815.1|AAEG	LOC4803411|XP_001360158.2|DPSE, LOC4815149|XP_033239683.1|DPSE
OG0000687	LOC5571869|XP_001659976.1|AAEG, LOC110681189|XP_021712657.1|AAEG	LOC4812770|XP_001354049.2|DPSE
OG0000688	LOC5579438|XP_021697177.1|AAEG	LOC15382879|XP_004444494.2|DPSE
OG0000689	LOC5575898|XP_001655893.1|AAEG	LOC4804083|XP_001360701.1|DPSE, LOC117183725|XP_033234536.1|DPSE
OG0000690	LOC5563622|XP_001647922.2|AAEG, LOC5576180|XP_001655977.1|AAEG, LOC5563613|XP_001647923.1|AAEG, LOC5563595|XP_001647921.1|AAEG	LOC4815452|XP_001355623.3|DPSE
OG0000691	LOC5577893|XP_001663600.1|AAEG	LOC4816148|XP_001355812.1|DPSE, LOC4813007|XP_001353487.1|DPSE
OG0000692	LOC5577134|XP_021699126.1|AAEG	LOC6900025|XP_002135389.2|DPSE, LOC4812592|XP_001352569.2|DPSE
OG0000693	LOC110676378|XP_021699721.1|AAEG	LOC4814989|XP_001354619.1|DPSE, LOC4803065|XP_001359865.1|DPSE
OG0000694	LOC5569581|XP_001658647.1|AAEG	LOC4815718|XP_001355546.3|DPSE, LOC6900132|XP_002135481.2|DPSE
OG0000695	LOC110675169|XP_021695251.1|AAEG, LOC5575443|XP_021700367.1|AAEG	LOC4816158|XP_001355875.4|DPSE, LOC6902426|XP_002133360.3|DPSE
OG0000696	LOC5570960|XP_001659424.1|AAEG	LOC6902453|XP_033236182.1|DPSE, LOC6902920|XP_002132648.1|DPSE, LOC117184366|XP_033237342.1|DPSE, LOC6901616|XP_002134286.1|DPSE, LOC6901617|XP_002134287.1|DPSE, LOC6901615|XP_002134285.1|DPSE
OG0000697	LOC5569502|XP_001658586.1|AAEG	LOC4814986|XP_001355047.3|DPSE, LOC4817883|XP_001357187.2|DPSE
OG0000698	LOC5572825|XP_001654210.2|AAEG	LOC4817179|XP_001356670.4|DPSE, LOC4817304|XP_001356669.3|DPSE
OG0000699	LOC5572903|XP_021702732.1|AAEG	LOC6903298|XP_002132486.3|DPSE, LOC6903307|XP_002132495.1|DPSE, LOC4800919|XP_015038650.2|DPSE
OG0000700	LOC5572373|XP_021695335.1|AAEG	LOC4817768|XP_033235878.1|DPSE, LOC4816576|XP_001355991.4|DPSE
OG0000701	LOC5572067|XP_001653834.1|AAEG	LOC4803347|XP_001360120.2|DPSE, LOC4811764|XP_001352334.3|DPSE
OG0000702	LOC5576021|XP_021711648.1|AAEG	LOC6897698|XP_033233045.1|DPSE, LOC4802664|XP_015037986.2|DPSE
OG0000703	LOC5579187|XP_021706766.1|AAEG	LOC4818127|XP_001357311.3|DPSE, LOC4805720|XP_001362075.1|DPSE
OG0000704	LOC5566167|XP_021710754.1|AAEG	LOC6902166|XP_033240752.1|DPSE, LOC4800722|XP_001357943.2|DPSE
OG0000705	LOC5575011|XP_021708260.1|AAEG	LOC6900562|XP_002134940.1|DPSE, LOC6900864|XP_002135221.2|DPSE, LOC4813441|XP_001353577.2|DPSE
OG0000706	LOC5564887|XP_001649217.2|AAEG, LOC110677898|XP_021705469.1|AAEG	LOC4816970|XP_001356652.4|DPSE, LOC4815978|XP_033241434.1|DPSE
OG0000707	LOC5576097|XP_001662443.1|AAEG	LOC4814531|XP_001355063.2|DPSE
OG0000708	LOC5575809|XP_021705328.1|AAEG	LOC4814912|XP_033238014.1|DPSE, LOC4815782|XP_033239992.1|DPSE
OG0000709	LOC5563960|XP_001648293.2|AAEG	LOC4800308|XP_001357599.4|DPSE, LOC4814827|XP_001354678.2|DPSE
OG0000710	LOC5570014|XP_001658903.1|AAEG	LOC6897863|XP_002137965.2|DPSE, LOC4805376|XP_001361786.1|DPSE
OG0000711	LOC5577132|XP_021709303.1|AAEG	LOC4813327|XP_001353771.2|DPSE, LOC6902169|XP_033240986.1|DPSE
OG0000712	LOC5573740|XP_001654768.2|AAEG	LOC4803070|XP_001359870.4|DPSE, LOC4803068|XP_001359868.3|DPSE
OG0000713	LOC5574816|XP_001655376.1|AAEG	LOC6897381|XP_015037455.1|DPSE, LOC4805737|XP_001362085.1|DPSE
OG0000714	LOC5566058|XP_001650424.1|AAEG	LOC4815336|XP_033241369.1|DPSE, LOC4812073|XP_001352654.2|DPSE
OG0000715	LOC5566056|XP_001650428.1|AAEG	LOC6896831|XP_002137034.3|DPSE, LOC6903553|XP_002132426.3|DPSE, LOC6903554|XP_033235877.1|DPSE
OG0000716	LOC5578121|XP_001656819.1|AAEG	LOC4815545|XP_001355321.2|DPSE, LOC4812987|XP_001353186.1|DPSE
OG0000724	LOC5565085|XP_001649429.1|AAEG	LOC4815738|XP_001355733.1|DPSE, LOC6897158|XP_002137338.2|DPSE
OG0000726	LOC5577130|XP_021712611.1|AAEG	LOC5384072|XP_015037825.2|DPSE, LOC4802469|XP_001359384.2|DPSE
OG0000727	LOC5565705|XP_021713193.1|AAEG	LOC4803259|XP_003736934.2|DPSE
OG0000728	LOC5573065|XP_021693529.1|AAEG	LOC117184825|XP_033239675.1|DPSE, LOC4800605|XP_001357850.1|DPSE
OG0000729	LOC5568367|XP_001658021.2|AAEG	LOC6897081|XP_002137265.3|DPSE, LOC6897080|XP_002137264.3|DPSE
OG0000730	LOC5570667|XP_001659264.1|AAEG	LOC6902988|XP_002132710.1|DPSE, LOC4817528|XP_033237008.1|DPSE
OG0000731	LOC5579031|XP_001664210.1|AAEG	LOC4812565|XP_001352646.1|DPSE, LOC4804866|XP_015040239.2|DPSE
OG0000732	LOC5572199|XP_001653865.1|AAEG	LOC4812315|XP_001352812.2|DPSE, LOC4812362|XP_001352813.2|DPSE
OG0000733	LOC5575492|XP_001662013.1|AAEG	LOC4800460|XP_001357732.2|DPSE, LOC4813477|XP_001353757.2|DPSE
OG0000734	LOC5578486|XP_021699525.1|AAEG	LOC4815298|XP_001354746.3|DPSE, LOC4813727|XP_015043002.2|DPSE
OG0000735	LOC5573851|XP_001654878.1|AAEG	LOC4815916|XP_001355410.2|DPSE, LOC4817101|XP_001356371.1|DPSE
OG0000736	LOC5568814|XP_001658180.2|AAEG	LOC4817023|XP_001356822.3|DPSE, LOC4817018|XP_001356821.4|DPSE
OG0000738	LOC5577544|XP_001656560.1|AAEG	LOC4817094|XP_001356874.2|DPSE, LOC4817878|XP_033236583.1|DPSE
OG0000739	LOC5575848|XP_001662256.1|AAEG	LOC6897582|XP_002137727.1|DPSE, LOC4802391|XP_001359317.1|DPSE
OG0000740	LOC5568948|XP_021703190.1|AAEG	LOC26532531|XP_033237201.1|DPSE
OG0000740	LOC5572569|XP_001654085.2|AAEG	LOC6897823|XP_033232709.1|DPSE
OG0000741	LOC23687536|XP_021705281.1|AAEG	LOC6897027|XP_002137212.2|DPSE, LOC6901688|XP_015042004.2|DPSE
OG0000742	LOC5570003|XP_021705592.1|AAEG	LOC4814807|XP_001355034.3|DPSE, LOC117183163|XP_015041927.2|DPSE
OG0000743	LOC5574874|XP_001655398.1|AAEG, LOC110681160|XP_021712620.1|AAEG	LOC4811961|XP_001352454.3|DPSE
OG0000744	LOC5565206|XP_001649565.2|AAEG, LOC5565220|XP_001649576.2|AAEG	LOC4804887|XP_001361375.2|DPSE
OG0000745	LOC5578669|XP_001657064.2|AAEG	LOC4804404|XP_001360972.2|DPSE, LOC4805326|XP_001361744.3|DPSE
OG0000746	LOC110679049|XP_021708670.1|AAEG, LOC5569724|XP_001652949.1|AAEG	LOC4804030|XP_001360660.2|DPSE
OG0000753	LOC5574701|XP_021698366.1|AAEG	LOC4800826|XP_001358030.1|DPSE, LOC6897834|XP_002137939.2|DPSE
OG0000754	LOC23687751|XP_021706737.1|AAEG	LOC6902251|XP_033238763.1|DPSE, LOC4814462|XP_015042017.1|DPSE
OG0000755	LOC5578924|XP_001657210.3|AAEG	LOC4801275|XP_001358395.2|DPSE, LOC4801274|XP_001358394.2|DPSE
OG0000756	LOC5576731|XP_001656241.1|AAEG	LOC117183267|XP_033232491.1|DPSE
OG0000757	LOC5573994|XP_001661080.1|AAEG	LOC6902288|XP_002133815.1|DPSE, LOC6897899|XP_002138001.1|DPSE, LOC6901349|XP_002134050.1|DPSE, LOC117184595|XP_033238846.1|DPSE, LOC6901350|XP_033238843.1|DPSE, LOC117183187|XP_033238844.1|DPSE, LOC6900076|XP_002135439.1|DPSE
OG0000758	LOC5573302|XP_021698645.1|AAEG	LOC4812416|XP_001352574.2|DPSE
OG0000759	LOC5567691|XP_001651852.3|AAEG	LOC4812789|XP_033240113.1|DPSE, LOC4812972|XP_001354046.2|DPSE
OG0000760	LOC110680399|XP_021711897.1|AAEG, LOC5567456|XP_021701228.1|AAEG	LOC4803855|XP_033233801.1|DPSE
OG0000761	LOC5569446|XP_021702395.1|AAEG	LOC6903895|XP_033235909.1|DPSE, LOC4811704|XP_033235915.1|DPSE
OG0000762	LOC5569068|XP_001658297.1|AAEG	LOC4818096|XP_001357436.2|DPSE
OG0000763	LOC5568174|XP_021703903.1|AAEG	LOC6903591|XP_002132458.2|DPSE, LOC6903590|XP_002132457.2|DPSE
OG0000764	LOC5567685|XP_021708653.1|AAEG	LOC6901417|XP_033238888.1|DPSE
OG0000765	LOC5576262|XP_001656034.2|AAEG	LOC4814050|XP_033240232.1|DPSE, LOC4815805|XP_033238258.1|DPSE
OG0000766	LOC5571467|XP_001659718.2|AAEG	LOC4816211|XP_001355836.3|DPSE, LOC4815108|XP_001354497.2|DPSE
OG0000767	LOC5568661|XP_021705791.1|AAEG	LOC4812556|XP_001352957.2|DPSE
OG0000768	LOC5577816|XP_001663586.1|AAEG	LOC6903594|XP_002132461.2|DPSE, LOC4812761|XP_001353318.5|DPSE
OG0000769	LOC5572989|XP_021706132.1|AAEG	LOC4802416|XP_001359339.3|DPSE, LOC4814425|XP_001354429.1|DPSE
OG0000770	LOC5579099|XP_001657293.2|AAEG, LOC110680759|XP_021712238.1|AAEG, LOC5579095|XP_001657289.2|AAEG, LOC5579094|XP_001657288.2|AAEG	LOC4804084|XP_001360703.3|DPSE
OG0000771	LOC5565457|XP_001649766.2|AAEG	LOC4813352|XP_001353682.4|DPSE, LOC6900624|XP_002134997.1|DPSE
OG0000778	LOC5572380|XP_021694486.1|AAEG	LOC4813730|XP_001353744.3|DPSE, LOC26532957|XP_015044552.2|DPSE
OG0000779	LOC5576071|XP_001662401.2|AAEG, LOC5576070|XP_001662400.2|AAEG, LOC5567791|XP_021712201.1|AAEG, LOC5569560|XP_001658622.2|AAEG, LOC5564166|XP_001648508.2|AAEG	LOC4814340|XP_001354373.2|DPSE
OG0000780	LOC5564012|XP_001648334.2|AAEG, LOC5564011|XP_021697098.1|AAEG	LOC6898688|XP_002138693.1|DPSE, LOC4804889|XP_001361377.2|DPSE
