Orthogroup	AAEG.longest_only	DSER.longest_only
OG0000679	LOC5572891|XP_001654245.2|AAEG, LOC5572888|XP_001654244.1|AAEG, LOC5576067|XP_021713213.1|AAEG, LOC5568749|XP_001658126.1|AAEG, LOC5568745|XP_001658124.1|AAEG, LOC5568746|XP_021698051.1|AAEG, LOC5568744|XP_021698049.1|AAEG	LOC110181695|XP_020805196.1|DSER
OG0000680	LOC5570450|XP_021696861.1|AAEG	LOC110181790|XP_020805329.1|DSER, LOC110181750|XP_020805270.1|DSER
OG0000681	LOC5571511|XP_021704098.1|AAEG	LOC110176629|XP_020798712.1|DSER, LOC110180379|XP_020803706.1|DSER
OG0000683	LOC5567780|XP_021712292.1|AAEG, LOC5567781|XP_001657682.1|AAEG, LOC5567779|XP_001657680.2|AAEG, LOC5565951|XP_021693916.1|AAEG	LOC110188585|XP_020814010.1|DSER, LOC110190932|XP_020817259.1|DSER, LOC110190959|XP_020817304.1|DSER
OG0000684	LOC110681498|XP_021713031.1|AAEG, LOC5572598|XP_021711785.1|AAEG	LOC110176611|XP_020798694.1|DSER, LOC110184169|XP_020808241.1|DSER
OG0000685	LOC5565927|XP_001650303.1|AAEG	LOC110187049|XP_020812084.1|DSER, LOC110182121|XP_020805793.1|DSER, LOC110181972|XP_020805582.1|DSER, LOC110188264|XP_020813611.1|DSER
OG0000686	LOC5573238|XP_001660815.1|AAEG	LOC110189774|XP_020815656.1|DSER, LOC110179100|XP_020802146.1|DSER
OG0000687	LOC5571869|XP_001659976.1|AAEG, LOC110681189|XP_021712657.1|AAEG	LOC110178874|XP_020801810.1|DSER, LOC110188812|XP_020814349.1|DSER
OG0000688	LOC5579438|XP_021697177.1|AAEG	LOC110177916|XP_020800552.1|DSER
OG0000689	LOC5575898|XP_001655893.1|AAEG	LOC110178015|XP_020800687.1|DSER, LOC110178013|XP_020800686.1|DSER
OG0000690	LOC5563622|XP_001647922.2|AAEG, LOC5576180|XP_001655977.1|AAEG, LOC5563613|XP_001647923.1|AAEG, LOC5563595|XP_001647921.1|AAEG	LOC110181885|XP_020805473.1|DSER
OG0000691	LOC5577893|XP_001663600.1|AAEG	LOC110183887|XP_020807891.1|DSER, LOC110185233|XP_020809627.1|DSER
OG0000692	LOC5577134|XP_021699126.1|AAEG	LOC110188497|XP_020813887.1|DSER, LOC110188496|XP_020813886.1|DSER
OG0000693	LOC110676378|XP_021699721.1|AAEG	LOC110184415|XP_020808608.1|DSER, LOC110187890|XP_020813034.1|DSER
OG0000694	LOC5569581|XP_001658647.1|AAEG	LOC110184401|XP_020808586.1|DSER, LOC110178936|XP_020801892.1|DSER
OG0000695	LOC110675169|XP_021695251.1|AAEG, LOC5575443|XP_021700367.1|AAEG	LOC110185642|XP_020810258.1|DSER, LOC110185663|XP_020810285.1|DSER
OG0000696	LOC5570960|XP_001659424.1|AAEG	LOC110176814|XP_020798914.1|DSER
OG0000697	LOC5569502|XP_001658586.1|AAEG	LOC110176014|XP_020797881.1|DSER, LOC110185853|XP_020810521.1|DSER
OG0000698	LOC5572825|XP_001654210.2|AAEG	LOC110178187|XP_020800881.1|DSER, LOC110178196|XP_020800889.1|DSER
OG0000699	LOC5572903|XP_021702732.1|AAEG	LOC110182658|XP_020806389.1|DSER, LOC110177378|XP_020799735.1|DSER
OG0000700	LOC5572373|XP_021695335.1|AAEG	LOC110176843|XP_020798963.1|DSER, LOC110184881|XP_020809186.1|DSER
OG0000701	LOC5572067|XP_001653834.1|AAEG	LOC110180797|XP_020804137.1|DSER, LOC110181902|XP_020805492.1|DSER
OG0000702	LOC5576021|XP_021711648.1|AAEG	LOC110186896|XP_020811874.1|DSER, LOC110186894|XP_020811854.1|DSER
OG0000703	LOC5579187|XP_021706766.1|AAEG	LOC110185971|XP_020810653.1|DSER, LOC110178316|XP_020801086.1|DSER
OG0000704	LOC5566167|XP_021710754.1|AAEG	LOC110182587|XP_020806299.1|DSER, LOC110190713|XP_020816995.1|DSER
OG0000705	LOC5575011|XP_021708260.1|AAEG	LOC110178734|XP_020801618.1|DSER, LOC110178732|XP_020801615.1|DSER
OG0000706	LOC5564887|XP_001649217.2|AAEG, LOC110677898|XP_021705469.1|AAEG	LOC110178082|XP_020800745.1|DSER, LOC110187085|XP_020812144.1|DSER
OG0000707	LOC5576097|XP_001662443.1|AAEG	LOC110177960|XP_020800611.1|DSER, LOC110186951|XP_020811946.1|DSER, LOC110181713|XP_020805221.1|DSER
OG0000708	LOC5575809|XP_021705328.1|AAEG	LOC110180563|XP_020803918.1|DSER, LOC110184264|XP_020808389.1|DSER
OG0000709	LOC5563960|XP_001648293.2|AAEG	LOC110186876|XP_020811832.1|DSER, LOC110181648|XP_020805122.1|DSER
OG0000710	LOC5570014|XP_001658903.1|AAEG	LOC110188697|XP_020814160.1|DSER, LOC110177914|XP_020800546.1|DSER
OG0000711	LOC5577132|XP_021709303.1|AAEG	LOC110184744|XP_020809031.1|DSER, LOC110184739|XP_020809026.1|DSER, LOC110184131|XP_020808198.1|DSER
OG0000712	LOC5573740|XP_001654768.2|AAEG	LOC110187790|XP_020812921.1|DSER, LOC110187789|XP_020812920.1|DSER
OG0000713	LOC5574816|XP_001655376.1|AAEG	LOC110191096|XP_020817500.1|DSER, LOC110178308|XP_020801059.1|DSER
OG0000714	LOC5566058|XP_001650424.1|AAEG	LOC110184275|XP_020808404.1|DSER, LOC110190364|XP_020816434.1|DSER
OG0000715	LOC5566056|XP_001650428.1|AAEG	LOC110191077|XP_020817471.1|DSER, LOC110190895|XP_020817213.1|DSER
OG0000716	LOC5578121|XP_001656819.1|AAEG	LOC110186690|XP_020811616.1|DSER, LOC110176191|XP_020798100.1|DSER
OG0000724	LOC5565085|XP_001649429.1|AAEG	LOC110176027|XP_020797896.1|DSER, LOC110186628|XP_020811540.1|DSER
OG0000726	LOC5577130|XP_021712611.1|AAEG	LOC110177411|XP_020799787.1|DSER, LOC110177409|XP_020799786.1|DSER
OG0000727	LOC5565705|XP_021713193.1|AAEG	LOC110188279|XP_020813633.1|DSER
OG0000728	LOC5573065|XP_021693529.1|AAEG	LOC110184195|XP_020808285.1|DSER, LOC110188347|XP_020813718.1|DSER
OG0000729	LOC5568367|XP_001658021.2|AAEG	LOC110186362|XP_020811170.1|DSER, LOC110187004|XP_020812023.1|DSER
OG0000730	LOC5570667|XP_001659264.1|AAEG	LOC110184502|XP_020808724.1|DSER, LOC110181295|XP_020804675.1|DSER
OG0000731	LOC5579031|XP_001664210.1|AAEG	LOC110190136|XP_020816120.1|DSER, LOC110179376|XP_020802553.1|DSER
OG0000732	LOC5572199|XP_001653865.1|AAEG	LOC110190322|XP_020816376.1|DSER, LOC110190323|XP_020816378.1|DSER
OG0000733	LOC5575492|XP_001662013.1|AAEG	LOC110176138|XP_020798033.1|DSER
OG0000734	LOC5578486|XP_021699525.1|AAEG	LOC110187387|XP_020812437.1|DSER, LOC110178654|XP_020801505.1|DSER
OG0000735	LOC5573851|XP_001654878.1|AAEG	LOC110177895|XP_020800523.1|DSER
OG0000736	LOC5568814|XP_001658180.2|AAEG	LOC110187238|XP_020812295.1|DSER, LOC110187237|XP_020812294.1|DSER
OG0000738	LOC5577544|XP_001656560.1|AAEG	LOC110176815|XP_020798915.1|DSER, LOC110185977|XP_020810659.1|DSER
OG0000739	LOC5575848|XP_001662256.1|AAEG	LOC110187870|XP_020813013.1|DSER, LOC110187724|XP_020812830.1|DSER
OG0000740	LOC5572569|XP_001654085.2|AAEG	LOC110187915|XP_020813078.1|DSER
OG0000741	LOC23687536|XP_021705281.1|AAEG	LOC110190591|XP_020816842.1|DSER, LOC110181662|XP_020805130.1|DSER
OG0000742	LOC5570003|XP_021705592.1|AAEG	LOC110175920|XP_020797757.1|DSER, LOC110176083|XP_020797984.1|DSER
OG0000743	LOC5574874|XP_001655398.1|AAEG, LOC110681160|XP_021712620.1|AAEG	LOC110187020|XP_020812047.1|DSER, LOC110177955|XP_020800604.1|DSER
OG0000744	LOC5565206|XP_001649565.2|AAEG, LOC5565220|XP_001649576.2|AAEG	LOC110189272|XP_020814950.1|DSER
OG0000745	LOC5578669|XP_001657064.2|AAEG	LOC110182996|XP_020806847.1|DSER, LOC110189444|XP_020815175.1|DSER
OG0000746	LOC110679049|XP_021708670.1|AAEG, LOC5569724|XP_001652949.1|AAEG	LOC110182897|XP_020806710.1|DSER
OG0000753	LOC5574701|XP_021698366.1|AAEG	LOC110191296|XP_020817764.1|DSER, LOC110190603|XP_020816855.1|DSER
OG0000754	LOC23687751|XP_021706737.1|AAEG	LOC110180628|XP_020803975.1|DSER, LOC110181767|XP_020805295.1|DSER
OG0000755	LOC5578924|XP_001657210.3|AAEG	LOC110184559|XP_020808796.1|DSER, LOC110184687|XP_020808962.1|DSER
OG0000756	LOC5576731|XP_001656241.1|AAEG	LOC110191247|XP_020817686.1|DSER
OG0000756	LOC5576736|XP_001656242.2|AAEG	LOC110191158|XP_020817575.1|DSER
OG0000757	LOC5573994|XP_001661080.1|AAEG	LOC110182774|XP_020806556.1|DSER
OG0000758	LOC5573302|XP_021698645.1|AAEG	LOC110188380|XP_020813756.1|DSER, LOC110188601|XP_020814023.1|DSER, LOC110189440|XP_020815173.1|DSER
OG0000759	LOC5567691|XP_001651852.3|AAEG	LOC110188827|XP_020814377.1|DSER, LOC110188819|XP_020814358.1|DSER
OG0000760	LOC110680399|XP_021711897.1|AAEG, LOC5567456|XP_021701228.1|AAEG	LOC110180225|XP_020803539.1|DSER
OG0000761	LOC5569446|XP_021702395.1|AAEG	LOC110183375|XP_020807296.1|DSER, LOC110183327|XP_020807235.1|DSER
OG0000762	LOC5569068|XP_001658297.1|AAEG	LOC110183840|XP_020807850.1|DSER, LOC110184923|XP_020809228.1|DSER
OG0000763	LOC5568174|XP_021703903.1|AAEG	LOC110187461|XP_020812508.1|DSER, LOC110187459|XP_020812506.1|DSER
OG0000764	LOC5567685|XP_021708653.1|AAEG	LOC110188099|XP_020813312.1|DSER, LOC110182040|XP_020805629.1|DSER
OG0000765	LOC5576262|XP_001656034.2|AAEG	LOC110178801|XP_020801713.1|DSER, LOC110179450|XP_020802657.1|DSER
OG0000766	LOC5571467|XP_001659718.2|AAEG	LOC110181439|XP_020804841.1|DSER, LOC110179664|XP_020802935.1|DSER
OG0000767	LOC5568661|XP_021705791.1|AAEG	LOC110180350|XP_020803671.1|DSER, LOC110187196|XP_020812253.1|DSER, LOC110189942|XP_020815888.1|DSER
OG0000768	LOC5577816|XP_001663586.1|AAEG	LOC110178572|XP_020801404.1|DSER, LOC110184654|XP_020808913.1|DSER
OG0000769	LOC5572989|XP_021706132.1|AAEG	LOC110191941|XP_020818617.1|DSER, LOC110179358|XP_020802530.1|DSER
OG0000770	LOC5579099|XP_001657293.2|AAEG, LOC110680759|XP_021712238.1|AAEG, LOC5579095|XP_001657289.2|AAEG, LOC5579094|XP_001657288.2|AAEG	LOC110177983|XP_020800634.1|DSER
OG0000771	LOC5565457|XP_001649766.2|AAEG	LOC110183718|XP_020807726.1|DSER, LOC110183717|XP_020807725.1|DSER
OG0000778	LOC5572380|XP_021694486.1|AAEG	LOC110176135|XP_020798029.1|DSER
OG0000779	LOC5576071|XP_001662401.2|AAEG, LOC5576070|XP_001662400.2|AAEG, LOC5567791|XP_021712201.1|AAEG, LOC5569560|XP_001658622.2|AAEG, LOC5564166|XP_001648508.2|AAEG	LOC110181856|XP_020805433.1|DSER
OG0000780	LOC5564012|XP_001648334.2|AAEG, LOC5564011|XP_021697098.1|AAEG	LOC110189273|XP_020814951.1|DSER
OG0000781	LOC5576472|XP_021700484.1|AAEG	LOC110184279|XP_020808409.1|DSER, LOC110190118|XP_020816091.1|DSER
OG0000782	LOC5565070|XP_001649412.1|AAEG	LOC110179034|XP_020802047.1|DSER, LOC110184210|XP_020808316.1|DSER
OG0000783	LOC5565051|XP_001649399.1|AAEG	LOC110179021|XP_020802025.1|DSER, LOC110182099|XP_020805743.1|DSER
OG0000784	LOC5566654|XP_001651019.1|AAEG	LOC110176119|XP_020798016.1|DSER
OG0000785	LOC5567616|XP_021713394.1|AAEG	LOC110177462|XP_020799859.1|DSER, LOC110177359|XP_020799711.1|DSER
OG0000786	LOC5575790|XP_021693483.1|AAEG	LOC110177248|XP_020799555.1|DSER
OG0000787	LOC5574159|XP_001655068.1|AAEG	LOC110190765|XP_020817054.1|DSER, LOC110179682|XP_020802952.1|DSER
OG0000788	LOC5575938|XP_021699162.1|AAEG	LOC110180004|XP_020803253.1|DSER, LOC110176705|XP_020798802.1|DSER
OG0000789	LOC5570933|XP_001659405.2|AAEG	LOC110182717|XP_020806475.1|DSER, LOC110182720|XP_020806479.1|DSER
OG0000790	LOC5572784|XP_001654187.2|AAEG	LOC110177004|XP_020799173.1|DSER, LOC110176935|XP_020799093.1|DSER
OG0000791	LOC5577917|XP_021702814.1|AAEG	LOC110186194|XP_020810912.1|DSER, LOC110186319|XP_020811114.1|DSER
OG0000792	LOC110675237|XP_021695378.1|AAEG	LOC110185702|XP_020810332.1|DSER
OG0000793	LOC5570063|XP_001653054.1|AAEG	LOC110188258|XP_020813603.1|DSER
OG0000794	LOC5578434|XP_001656949.2|AAEG, LOC5578484|XP_001656950.2|AAEG, LOC5578432|XP_021705735.1|AAEG	LOC110179550|XP_020802792.1|DSER
OG0000795	LOC5568843|XP_001652571.1|AAEG	LOC110184426|XP_020808621.1|DSER, LOC110188563|XP_020813980.1|DSER
OG0000796	LOC5568998|XP_021709572.1|AAEG	LOC110191800|XP_020818410.1|DSER, LOC110181565|XP_020805014.1|DSER
OG0000797	LOC5571755|XP_001653781.1|AAEG	LOC110184153|XP_020808223.1|DSER, LOC110186301|XP_020811080.1|DSER
OG0000798	LOC5573757|XP_021708658.1|AAEG	LOC110179895|XP_020803154.1|DSER, LOC110188120|XP_020813400.1|DSER
OG0000799	LOC5575386|XP_001655738.1|AAEG	LOC110176608|XP_020798690.1|DSER, LOC110179502|XP_020802737.1|DSER
OG0000800	LOC5563996|XP_021707646.1|AAEG	LOC110178758|XP_020801650.1|DSER
OG0000801	LOC5568707|XP_001652531.1|AAEG	LOC110177673|XP_020800154.1|DSER, LOC110177942|XP_020800583.1|DSER
OG0000802	LOC5567358|XP_001657370.2|AAEG	LOC110188344|XP_020813711.1|DSER, LOC110182002|XP_020805595.1|DSER
OG0000810	LOC5578919|XP_001657205.2|AAEG	LOC110189241|XP_020814901.1|DSER, LOC110189242|XP_020814902.1|DSER, LOC110189243|XP_020814904.1|DSER
OG0000811	LOC5566120|XP_001650490.2|AAEG	LOC110187803|XP_020812936.1|DSER, LOC110181534|XP_020804978.1|DSER
OG0000812	LOC5568127|XP_021696627.1|AAEG	LOC110181725|XP_020805242.1|DSER
OG0000814	LOC5567710|XP_001651876.1|AAEG	LOC110181192|XP_020804532.1|DSER
OG0000815	LOC5564950|XP_021701900.1|AAEG, LOC5575209|XP_021701902.1|AAEG, LOC5575211|XP_001661846.2|AAEG	LOC110187383|XP_020812431.1|DSER, LOC110177656|XP_020800127.1|DSER
OG0000816	LOC5564019|XP_021702806.1|AAEG	LOC110181540|XP_020804981.1|DSER, LOC110188695|XP_020814158.1|DSER
OG0000817	LOC5579022|XP_001664202.1|AAEG	LOC110186202|XP_020810921.1|DSER, LOC110186220|XP_020810941.1|DSER
OG0000818	LOC5576102|XP_001662447.1|AAEG	LOC110179675|XP_020802945.1|DSER, LOC110184006|XP_020808030.1|DSER
OG0000819	LOC5568992|XP_021707431.1|AAEG	LOC110181626|XP_020805094.1|DSER, LOC110181526|XP_020804962.1|DSER
OG0000820	LOC5579797|XP_021706989.1|AAEG	LOC110180121|XP_020803424.1|DSER, LOC110189629|XP_020815427.1|DSER
OG0000821	LOC5573067|XP_001654398.2|AAEG	LOC110187873|XP_020813016.1|DSER, LOC110179265|XP_020802379.1|DSER
OG0000822	LOC5573841|XP_001654866.1|AAEG	LOC110190079|XP_020816044.1|DSER, LOC110183847|XP_020807856.1|DSER
OG0000830	LOC5566467|XP_001650849.1|AAEG, LOC5566468|XP_001650850.1|AAEG, LOC5566471|XP_001650855.1|AAEG, LOC5566470|XP_001650852.2|AAEG	LOC110184189|XP_020808274.1|DSER
OG0000831	LOC5578573|XP_001663963.2|AAEG, LOC5574451|XP_001661466.2|AAEG, LOC5571091|XP_001659531.1|AAEG	LOC110178896|XP_020801831.1|DSER
OG0000832	LOC5575640|XP_001655787.1|AAEG	LOC110188937|XP_020814535.1|DSER, LOC110188955|XP_020814553.1|DSER, LOC110176380|XP_020798370.1|DSER, LOC110185025|XP_020809335.1|DSER
OG0000833	LOC5572312|XP_001654001.2|AAEG	LOC110185247|XP_020809641.1|DSER
OG0000834	LOC5578133|XP_021696267.1|AAEG	LOC110176493|XP_020798525.1|DSER, LOC110176551|XP_020798600.1|DSER, LOC110188141|XP_020813396.1|DSER
OG0000836	LOC5571557|XP_001659779.1|AAEG	LOC110185048|XP_020809369.1|DSER, LOC110183299|XP_020807196.1|DSER
OG0000837	LOC110681194|XP_021712664.1|AAEG	LOC110191487|XP_020818011.1|DSER
OG0000837	LOC5564880|XP_021710587.1|AAEG	LOC110183264|XP_020807148.1|DSER
OG0000838	LOC5571070|XP_001659510.2|AAEG	LOC110176914|XP_020799064.1|DSER, LOC110176998|XP_020799166.1|DSER
OG0000839	LOC5567590|XP_021704529.1|AAEG	LOC110187666|XP_020812743.1|DSER, LOC110187831|XP_020812968.1|DSER
OG0000840	LOC5568658|XP_021705463.1|AAEG	LOC110189280|XP_020814962.1|DSER, LOC110177961|XP_020800612.1|DSER, LOC110184582|XP_020808826.1|DSER
OG0000842	LOC5565224|XP_001649557.2|AAEG	LOC110182963|XP_020806814.1|DSER, LOC110177169|XP_020799414.1|DSER
OG0000843	LOC5575084|XP_001661802.1|AAEG	LOC110191478|XP_020817998.1|DSER
OG0000844	LOC5568444|XP_021706258.1|AAEG	LOC110191625|XP_020818173.1|DSER, LOC110191858|XP_020818496.1|DSER
OG0000854	LOC5575256|XP_021694868.1|AAEG	LOC110183060|XP_020806905.1|DSER, LOC110183043|XP_020806887.1|DSER, LOC110183049|XP_020806892.1|DSER
OG0000855	LOC5564916|XP_001649261.1|AAEG	LOC110182211|XP_020805898.1|DSER, LOC110186819|XP_020811766.1|DSER
OG0000856	LOC5569202|XP_021699577.1|AAEG	LOC110190257|XP_020816279.1|DSER
OG0000857	LOC5568410|XP_021706344.1|AAEG, LOC5568408|XP_001658060.1|AAEG, LOC5572935|XP_001660658.2|AAEG, LOC110681143|XP_021712605.1|AAEG	LOC110175918|XP_020797755.1|DSER
OG0000858	LOC5563593|XP_001647843.2|AAEG, LOC5563570|XP_021693065.1|AAEG	LOC110187658|XP_020812736.1|DSER
OG0000860	LOC23687882|XP_021695499.1|AAEG	LOC110182767|XP_020806542.1|DSER
OG0000861	LOC5579974|XP_021697396.1|AAEG	LOC110177072|XP_020799249.1|DSER, LOC110177036|XP_020799212.1|DSER, LOC110177022|XP_020799196.1|DSER
OG0000862	LOC5578595|XP_021697871.1|AAEG	LOC110179194|XP_020802267.1|DSER, LOC110183130|XP_020806980.1|DSER
OG0000863	LOC5569153|XP_021712379.1|AAEG, LOC5579040|XP_001664217.2|AAEG	LOC110188028|XP_020813225.1|DSER
OG0000864	LOC5574382|XP_021700100.1|AAEG	LOC110185084|XP_020809426.1|DSER, LOC110180328|XP_020803644.1|DSER
OG0000865	LOC110676550|XP_021700543.1|AAEG	LOC110184090|XP_020808137.1|DSER
OG0000866	LOC5565764|XP_021700881.1|AAEG	LOC110185946|XP_020810621.1|DSER, LOC110185898|XP_020810569.1|DSER
OG0000867	LOC5566526|XP_001650903.1|AAEG	LOC110186025|XP_020810720.1|DSER, LOC110183343|XP_020807256.1|DSER
OG0000868	LOC5575799|XP_001662225.1|AAEG	LOC110181529|XP_020804967.1|DSER
OG0000869	LOC110679428|XP_021709657.1|AAEG	LOC110188405|XP_020813789.1|DSER
OG0000871	LOC5563912|XP_021709764.1|AAEG	LOC110177856|XP_020800462.1|DSER
OG0000872	LOC5579795|XP_001648107.1|AAEG	LOC110191668|XP_020818228.1|DSER
OG0000873	LOC5570660|XP_021705398.1|AAEG, LOC5578723|XP_021705681.1|AAEG, LOC5574699|XP_021710974.1|AAEG	LOC110179846|XP_020803113.1|DSER
OG0000874	LOC5568583|XP_021711564.1|AAEG	LOC110186326|XP_020811165.1|DSER
OG0000875	LOC5569144|XP_021704184.1|AAEG	LOC110190111|XP_020816079.1|DSER
OG0000882	LOC5574255|XP_001661310.1|AAEG	LOC110181618|XP_020805081.1|DSER
OG0000884	LOC5578384|XP_021707387.1|AAEG	LOC110179175|XP_020802235.1|DSER, LOC110175962|XP_020797812.1|DSER
OG0000885	LOC5576671|XP_021712970.1|AAEG, LOC5576669|XP_001662811.1|AAEG, LOC5576675|XP_001662810.2|AAEG, LOC5576677|XP_001662809.2|AAEG, LOC5576673|XP_001662808.1|AAEG	LOC110186809|XP_020811751.1|DSER
OG0000887	LOC5574709|XP_021697236.1|AAEG, LOC110675781|XP_021697241.1|AAEG, LOC5574710|XP_001661611.2|AAEG, LOC5564321|XP_001648679.1|AAEG	LOC110181528|XP_020804965.1|DSER
OG0000888	LOC5577573|XP_021697247.1|AAEG	LOC110178816|XP_020801737.1|DSER, LOC110178719|XP_020801582.1|DSER, LOC110178720|XP_020801583.1|DSER
OG0000889	LOC5565345|XP_001649691.2|AAEG, LOC5569614|XP_001652895.2|AAEG, LOC5569613|XP_001652894.2|AAEG, LOC5569626|XP_001652896.2|AAEG, LOC5569611|XP_001652892.2|AAEG, LOC5569610|XP_001652891.1|AAEG, LOC5569609|XP_001652890.1|AAEG	LOC110190342|XP_020816401.1|DSER
OG0000890	LOC5572876|XP_001660628.1|AAEG	LOC110177323|XP_020799659.1|DSER, LOC110184934|XP_020809238.1|DSER
OG0000891	LOC5571677|XP_021701172.1|AAEG	LOC110182676|XP_020806422.1|DSER, LOC110184987|XP_020809298.1|DSER
OG0000892	LOC5573804|XP_001661052.1|AAEG	LOC110181261|XP_020804627.1|DSER, LOC110184645|XP_020808905.1|DSER
OG0000893	LOC5577455|XP_021710131.1|AAEG, LOC110679543|XP_021710135.1|AAEG	LOC110188553|XP_020813970.1|DSER
OG0000894	LOC5572954|XP_001654283.2|AAEG	LOC110191855|XP_020818492.1|DSER, LOC110177192|XP_020799446.1|DSER
OG0000895	LOC5578431|XP_021704726.1|AAEG	LOC110179750|XP_020803029.1|DSER, LOC110179729|XP_020803008.1|DSER, LOC110179740|XP_020803018.1|DSER
OG0000907	LOC5569936|XP_001658828.2|AAEG	LOC110191514|XP_020818040.1|DSER
OG0000909	LOC5580100|XP_001654851.1|AAEG	LOC110188066|XP_020813276.1|DSER
OG0000910	LOC5570090|XP_021696583.1|AAEG	LOC110184211|XP_020808317.1|DSER, LOC110186495|XP_020811349.1|DSER
OG0000911	LOC5568878|XP_021698401.1|AAEG	LOC110182053|XP_020805668.1|DSER, LOC110190550|XP_020816764.1|DSER
OG0000912	LOC5569590|XP_001652874.1|AAEG	LOC110179982|XP_020803231.1|DSER
OG0000913	LOC5572905|XP_021699829.1|AAEG	LOC110190681|XP_020816950.1|DSER
OG0000914	LOC5565692|XP_001650041.1|AAEG, LOC5577609|XP_001656603.1|AAEG, LOC5577610|XP_001656604.1|AAEG, LOC5577605|XP_001656599.2|AAEG, LOC5577607|XP_001656601.2|AAEG	LOC110178357|XP_020801149.1|DSER
OG0000915	LOC110675850|XP_021697446.1|AAEG, LOC110681284|XP_021712741.1|AAEG	LOC110176347|XP_020798334.1|DSER, LOC110178330|XP_020801102.1|DSER
OG0000916	LOC5563777|XP_021702027.1|AAEG	LOC110176819|XP_020798927.1|DSER
OG0000917	LOC5567991|XP_021703538.1|AAEG	LOC110187781|XP_020812914.1|DSER, LOC110184978|XP_020809287.1|DSER
OG0000918	LOC5565834|XP_021703643.1|AAEG	LOC110183429|XP_020807369.1|DSER, LOC110179401|XP_020802584.1|DSER, LOC110181166|XP_020804499.1|DSER
OG0000920	LOC5567191|XP_021707974.1|AAEG, LOC5567193|XP_021707701.1|AAEG, LOC5567194|XP_001651623.2|AAEG, LOC5571093|XP_021706131.1|AAEG	LOC110176007|XP_020797871.1|DSER
OG0000921	LOC23687653|XP_021704447.1|AAEG, LOC110677691|XP_021704448.1|AAEG	LOC110180162|XP_020803476.1|DSER, LOC110180128|XP_020803428.1|DSER, LOC110180169|XP_020803487.1|DSER
OG0000922	LOC5573598|XP_001654732.1|AAEG	LOC110183692|XP_020807690.1|DSER
OG0000923	LOC5564768|XP_001649141.1|AAEG	LOC110178928|XP_020801878.1|DSER, LOC110187921|XP_020813091.1|DSER
OG0000924	LOC5574190|XP_021707483.1|AAEG	LOC110178852|XP_020801770.1|DSER
OG0000925	LOC5564141|XP_001648436.1|AAEG	LOC110186884|XP_020811843.1|DSER
OG0000935	LOC5570105|XP_021693271.1|AAEG	LOC110184806|XP_020809106.1|DSER
OG0000936	LOC5574975|XP_001655445.1|AAEG	LOC110190125|XP_020816107.1|DSER, LOC110179559|XP_020802800.1|DSER
OG0000937	LOC5577955|XP_021703650.1|AAEG, LOC5577953|XP_021703600.1|AAEG	LOC110186770|XP_020811692.1|DSER
OG0000938	LOC23687618|XP_011493218.1|AAEG	LOC110185493|XP_020810047.1|DSER, LOC110187021|XP_020812044.1|DSER
OG0000939	LOC5575294|XP_001655660.2|AAEG	LOC110176875|XP_020799010.1|DSER, LOC110180358|XP_020803678.1|DSER, LOC110177007|XP_020799176.1|DSER
OG0000940	LOC5568539|XP_001652369.2|AAEG	LOC110178024|XP_020800698.1|DSER, LOC110178740|XP_020801627.1|DSER
OG0000941	LOC5568465|XP_001652294.1|AAEG	LOC110189752|XP_020815620.1|DSER, LOC110184374|XP_020808532.1|DSER
OG0000942	LOC5575951|XP_021697898.1|AAEG	LOC110189909|XP_020815833.1|DSER
OG0000944	LOC5564895|XP_021698610.1|AAEG	LOC110179445|XP_020802650.1|DSER
OG0000945	LOC5567118|XP_001651535.2|AAEG	LOC110178660|XP_020801515.1|DSER, LOC110178661|XP_020801516.1|DSER
OG0000946	LOC5563808|XP_001648088.2|AAEG, LOC5563807|XP_021701297.1|AAEG	LOC110176806|XP_020798903.1|DSER
OG0000947	LOC5573138|XP_001660754.1|AAEG, LOC5573170|XP_021703267.1|AAEG, LOC5573169|XP_001660785.1|AAEG	LOC110191660|XP_020818217.1|DSER
OG0000948	LOC5570305|XP_001653129.2|AAEG	LOC110177609|XP_020800067.1|DSER
OG0000949	LOC5577433|XP_021706252.1|AAEG	LOC110182551|XP_020806256.1|DSER
OG0000950	LOC5570062|XP_021710514.1|AAEG	LOC110180105|XP_020803396.1|DSER, LOC110188413|XP_020813796.1|DSER
OG0000951	LOC5567383|XP_001651784.1|AAEG	LOC110189023|XP_020814646.1|DSER, LOC110188629|XP_020814061.1|DSER
OG0000963	LOC5578882|XP_001664091.2|AAEG, LOC5565507|XP_001649836.2|AAEG	LOC110182642|XP_020806370.1|DSER
OG0000964	LOC5570125|XP_021694878.1|AAEG, LOC5572710|XP_001660530.2|AAEG, LOC110679470|XP_021709836.1|AAEG	LOC110176313|XP_020798287.1|DSER
OG0000965	LOC5580119|XP_021699182.1|AAEG, LOC110674016|XP_021711922.1|AAEG	LOC110184194|XP_020808284.1|DSER
OG0000966	LOC5564065|XP_001648396.2|AAEG	LOC110186607|XP_020811498.1|DSER
OG0000968	LOC5565995|XP_021697516.1|AAEG, LOC5574905|XP_021697282.1|AAEG	LOC110187148|XP_020812224.1|DSER
OG0000969	LOC5572867|XP_001660626.1|AAEG	LOC110179188|XP_020802261.1|DSER
