Orthogroup	AAEG.longest_only	HILL.longest_only
OG0002565	LOC5576461|XP_001662654.2|AAEG	LOC119651907|XP_037911662.1|HILL
OG0002566	LOC5576480|XP_021700589.1|AAEG	LOC119651044|XP_037910294.1|HILL
OG0002567	LOC5570707|XP_021700929.1|AAEG	LOC119657363|XP_037920170.1|HILL
OG0002568	LOC5565273|XP_001649602.2|AAEG	LOC119657610|XP_037920537.1|HILL
OG0002569	LOC5565269|XP_001649593.2|AAEG	LOC119658442|XP_037921772.1|HILL
OG0002570	LOC5565015|XP_021701984.1|AAEG	LOC119651299|XP_037910751.1|HILL
OG0002571	LOC5577264|XP_021702034.1|AAEG	LOC119650615|XP_037909426.1|HILL
OG0002573	LOC110673998|XP_021702275.1|AAEG	LOC119652513|XP_037912635.1|HILL
OG0002574	LOC5567039|XP_021702405.1|AAEG	LOC119651408|XP_037910926.1|HILL
OG0002575	LOC5576300|XP_021702630.1|AAEG	LOC119658815|XP_037922466.1|HILL
OG0002576	LOC5566958|XP_001651356.2|AAEG	LOC119655795|XP_037917817.1|HILL
OG0002577	LOC5567573|XP_001657549.2|AAEG, LOC5571609|XP_001659807.1|AAEG	LOC119649364|XP_037907406.1|HILL
OG0002578	LOC5576897|XP_001662997.2|AAEG	LOC119657800|XP_037920824.1|HILL
OG0002579	LOC5576882|XP_001662982.2|AAEG	LOC119652339|XP_037912283.1|HILL, LOC119651259|XP_037910681.1|HILL
OG0002580	LOC5576879|XP_021703495.1|AAEG	LOC119657402|XP_037920221.1|HILL
OG0002581	LOC5572102|XP_021704675.1|AAEG	LOC119650577|XP_037909330.1|HILL
OG0002582	LOC5578145|XP_001663715.2|AAEG	LOC119657258|XP_037920015.1|HILL
OG0002583	LOC5576558|XP_021705835.1|AAEG, LOC5576559|XP_021705870.1|AAEG	LOC119658636|XP_037922089.1|HILL
OG0002584	LOC5575291|XP_021706284.1|AAEG, LOC110681264|XP_021712729.1|AAEG	LOC119657060|XP_037919742.1|HILL
OG0002585	LOC110674290|XP_021694262.1|AAEG, LOC110681263|XP_021712727.1|AAEG	LOC119657061|XP_037919743.1|HILL
OG0002586	LOC5579214|XP_001657342.1|AAEG	LOC119650996|XP_037910207.1|HILL
OG0002587	LOC5579215|XP_001657343.1|AAEG, LOC110678085|XP_021706354.1|AAEG	LOC119651772|XP_037911453.1|HILL
OG0002588	LOC5565333|XP_021706539.1|AAEG	LOC119651333|XP_037910801.1|HILL
OG0002589	LOC5566636|XP_021706625.1|AAEG	LOC119651802|XP_037911515.1|HILL
OG0002590	LOC5568549|XP_001652359.1|AAEG, LOC110681072|XP_021712538.1|AAEG	LOC119657260|XP_037920017.1|HILL
OG0002591	LOC5578714|XP_021707878.1|AAEG	LOC119650571|XP_037909315.1|HILL
OG0002592	LOC5572783|XP_001654182.2|AAEG, LOC110678898|XP_021708191.1|AAEG	LOC119658256|XP_037921469.1|HILL
OG0002593	LOC5580226|XP_021708235.1|AAEG	LOC119657889|XP_037920959.1|HILL
OG0002594	LOC5576867|XP_021708363.1|AAEG	LOC119656677|XP_037919090.1|HILL
OG0002595	LOC110681100|XP_021712558.1|AAEG, LOC5576869|XP_021708482.1|AAEG	LOC119651312|XP_037910769.1|HILL
OG0002596	LOC5570293|XP_021708725.1|AAEG	LOC119657775|XP_037920773.1|HILL
OG0002597	LOC5568281|XP_001657977.2|AAEG	LOC119656924|XP_037919544.1|HILL
OG0002598	LOC5567765|XP_001657664.2|AAEG	LOC119652701|XP_037912911.1|HILL
OG0002599	LOC5574581|XP_021709408.1|AAEG	LOC119658032|XP_037921192.1|HILL
OG0002600	LOC5573868|XP_001654904.1|AAEG	LOC119660761|XP_037925455.1|HILL
OG0002601	LOC5568152|XP_001657902.2|AAEG	LOC119656977|XP_037919639.1|HILL
OG0002602	LOC5566203|XP_021710294.1|AAEG	LOC119656881|XP_037919473.1|HILL
OG0002603	LOC5567712|XP_021712083.1|AAEG, LOC5568344|XP_021710686.1|AAEG, LOC110680551|XP_021712034.1|AAEG	LOC119651282|XP_037910719.1|HILL
OG0002604	LOC110673979|XP_021710716.1|AAEG	LOC119650866|XP_037909955.1|HILL
OG0002605	LOC5577498|XP_001656516.2|AAEG	LOC119651553|XP_037911113.1|HILL
OG0002606	LOC5577697|XP_021711675.1|AAEG	LOC119656741|XP_037919222.1|HILL
OG0002607	LOC5577700|XP_001663482.1|AAEG	LOC119653172|XP_037913647.1|HILL
OG0002608	LOC110680661|XP_021712145.1|AAEG	LOC119660551|XP_037925119.1|HILL
OG0002609	LOC23687795|XP_021694283.1|AAEG, LOC5573705|XP_021698924.1|AAEG	LOC119659672|XP_037923825.1|HILL
OG0002610	LOC5571796|XP_021712744.1|AAEG	LOC119652242|XP_037912144.1|HILL
OG0002611	LOC110680552|XP_021712035.1|AAEG, LOC5567069|XP_021712781.1|AAEG	LOC119651172|XP_037910518.1|HILL
OG0002612	LOC5567072|XP_001651467.2|AAEG	LOC119650864|XP_037909951.1|HILL
OG0002613	LOC5567073|XP_011493301.2|AAEG	LOC119653071|XP_037913479.1|HILL
OG0002614	LOC5567074|XP_021712907.1|AAEG	LOC119652233|XP_037912125.1|HILL
OG0002615	LOC5578996|XP_021712972.1|AAEG	LOC119656533|XP_037918807.1|HILL
OG0002616	LOC5580293|XP_021713077.1|AAEG	LOC119651150|XP_037910483.1|HILL
OG0002617	LOC5567839|XP_001657748.2|AAEG	LOC119658644|XP_037922109.1|HILL
OG0002618	LOC5568726|XP_001658105.1|AAEG, LOC110680260|XP_021711767.1|AAEG	LOC119653131|XP_037913588.1|HILL
OG0002619	LOC5572167|XP_021713208.1|AAEG	LOC119651104|XP_037910391.1|HILL
OG0002620	LOC5577060|XP_021713226.1|AAEG	LOC119653020|XP_037913387.1|HILL
OG0002621	LOC5569230|XP_021713260.1|AAEG	LOC119650886|XP_037909990.1|HILL
OG0002622	LOC110674322|XP_021694303.1|AAEG, LOC110680406|XP_021711899.1|AAEG, LOC5568115|XP_021696650.1|AAEG	LOC119647616|XP_037904583.1|HILL
OG0002623	LOC110680812|XP_021712281.1|AAEG, LOC5565057|XP_021711970.1|AAEG, LOC110681558|XP_021713324.1|AAEG	LOC119658010|XP_037921163.1|HILL
OG0002624	LOC5565056|XP_001649374.1|AAEG	LOC119658234|XP_037921440.1|HILL
OG0002625	LOC5565069|XP_021713327.1|AAEG	LOC119657514|XP_037920381.1|HILL
OG0002626	LOC5580011|XP_021713340.1|AAEG	LOC119657766|XP_037920761.1|HILL
OG0002627	LOC5567609|XP_021713398.1|AAEG	LOC119650608|XP_037909403.1|HILL
OG0002628	LOC110679011|XP_021708566.1|AAEG, LOC5580206|XP_021713400.1|AAEG	LOC119655124|XP_037916781.1|HILL, LOC119651205|XP_037910583.1|HILL
OG0002629	LOC5575988|XP_021692953.1|AAEG	LOC119658752|XP_037922364.1|HILL
OG0002630	LOC5564678|XP_021693010.1|AAEG	LOC119658825|XP_037922484.1|HILL
OG0002631	LOC110681181|XP_021712649.1|AAEG, LOC5570843|XP_021693039.1|AAEG	LOC119659503|XP_037923559.1|HILL, LOC119659625|XP_037923753.1|HILL
OG0002632	LOC5576842|XP_001662950.2|AAEG	LOC119660362|XP_037924798.1|HILL, LOC119660243|XP_037924625.1|HILL
OG0002633	LOC110674049|XP_021693079.1|AAEG	LOC119652774|XP_037913010.1|HILL
OG0002634	LOC5580096|XP_021693080.1|AAEG	LOC119657698|XP_037920661.1|HILL, LOC119658430|XP_037921758.1|HILL
OG0002635	LOC5566482|XP_021693091.1|AAEG	LOC119650682|XP_037909568.1|HILL
OG0002636	LOC5566461|XP_021693131.1|AAEG	LOC119659137|XP_037922996.1|HILL
OG0002637	LOC5563721|XP_021693215.1|AAEG	LOC119646273|XP_037902610.1|HILL
OG0002638	LOC5563717|XP_001647999.2|AAEG	LOC119651748|XP_037911410.1|HILL
OG0002639	LOC5567290|XP_001651725.1|AAEG	LOC119646657|XP_037903115.1|HILL, LOC119646658|XP_037903116.1|HILL
OG0002640	LOC5576726|XP_001656234.1|AAEG	LOC119652375|XP_037912400.1|HILL
OG0002641	LOC5579244|XP_021693372.1|AAEG	LOC119650870|XP_037909959.1|HILL
OG0002642	LOC23687643|XP_021693375.1|AAEG	LOC119652218|XP_037912088.1|HILL
OG0002643	LOC5576737|XP_021693377.1|AAEG	LOC119653505|XP_037914095.1|HILL
OG0002644	LOC5564423|XP_001648765.1|AAEG	LOC119652907|XP_037913211.1|HILL
OG0002645	LOC5573640|XP_001660966.3|AAEG	LOC119653159|XP_037913627.1|HILL
OG0002646	LOC5568913|XP_001658237.2|AAEG	LOC119660278|XP_037924677.1|HILL
OG0002647	LOC5568912|XP_001658236.2|AAEG	LOC119660325|XP_037924731.1|HILL
OG0002648	LOC5568917|XP_021693423.1|AAEG	LOC119650809|XP_037909875.1|HILL
OG0002649	LOC5573318|XP_021693446.1|AAEG	LOC119651922|XP_037911678.1|HILL
OG0002650	LOC5573326|XP_021693457.1|AAEG	LOC119653232|XP_037913749.1|HILL
OG0002651	LOC110680999|XP_021712456.1|AAEG, LOC5575789|XP_021693476.1|AAEG	LOC119651237|XP_037910644.1|HILL
OG0002652	LOC110674122|XP_021693515.1|AAEG	LOC119651513|XP_037911067.1|HILL
OG0002653	LOC5572409|XP_021693563.1|AAEG	LOC119650587|XP_037909351.1|HILL
OG0002654	LOC110674134|XP_021693585.1|AAEG, LOC110680919|XP_021712397.1|AAEG	LOC119652058|XP_037911923.1|HILL
OG0002655	LOC5573441|XP_021693593.1|AAEG	LOC119653246|XP_037913774.1|HILL
OG0002656	LOC5576569|XP_021693635.1|AAEG	LOC119650783|XP_037909824.1|HILL
OG0002657	LOC5576202|XP_021693708.1|AAEG	LOC119650860|XP_037909943.1|HILL
OG0002658	LOC5575642|XP_001655788.1|AAEG	LOC119650111|XP_037908562.1|HILL
OG0002659	LOC5574173|XP_001661230.1|AAEG, LOC110680748|XP_021712231.1|AAEG, LOC5565616|XP_021693800.1|AAEG	LOC119652751|XP_037912979.1|HILL
OG0002660	LOC5577634|XP_021693874.1|AAEG	LOC119658641|XP_037922102.1|HILL
OG0002661	LOC5571437|XP_021693885.1|AAEG	LOC119653184|XP_037913665.1|HILL
OG0002662	LOC5576410|XP_001656112.2|AAEG, LOC110674190|XP_021693900.1|AAEG, LOC5565952|XP_021693902.1|AAEG, LOC110680455|XP_021711951.1|AAEG	LOC119658136|XP_037921333.1|HILL
OG0002663	LOC5565159|XP_001649522.2|AAEG	LOC119652840|XP_037913104.1|HILL
OG0002664	LOC5572601|XP_021694167.1|AAEG	LOC119652876|XP_037913164.1|HILL
OG0002665	LOC5566141|XP_001650499.1|AAEG	LOC119658581|XP_037921964.1|HILL
OG0002666	LOC5566142|XP_021695358.1|AAEG	LOC119660368|XP_037924808.1|HILL
OG0002667	LOC5566134|XP_001650496.2|AAEG	LOC119658670|XP_037922161.1|HILL
OG0002668	LOC5570275|XP_021695496.1|AAEG	LOC119650461|XP_037909249.1|HILL
OG0002669	LOC5570258|XP_001659039.2|AAEG	LOC119649248|XP_037907243.1|HILL
OG0002670	LOC110681048|XP_021712507.1|AAEG, LOC23687449|XP_021695534.1|AAEG	LOC119649507|XP_037907605.1|HILL
OG0002671	LOC5579869|XP_021695540.1|AAEG	LOC119648162|XP_037905666.1|HILL
OG0002672	LOC5565513|XP_021695674.1|AAEG	LOC119646891|XP_037903456.1|HILL
OG0002673	LOC5576745|XP_001662844.1|AAEG	LOC119661348|XP_037926580.1|HILL
OG0002674	LOC5575737|XP_021695718.1|AAEG	LOC119657786|XP_037920835.1|HILL
OG0002675	LOC5570677|XP_001659271.2|AAEG	LOC119659036|XP_037922859.1|HILL
OG0002676	LOC5571284|XP_001653586.2|AAEG	LOC119652979|XP_037913320.1|HILL
OG0002677	LOC5571268|XP_021695914.1|AAEG	LOC119650618|XP_037909435.1|HILL
OG0002678	LOC5575911|XP_021696042.1|AAEG	LOC119646601|XP_037903024.1|HILL
OG0002679	LOC5578167|XP_021696069.1|AAEG	LOC119653142|XP_037913607.1|HILL
OG0002680	LOC5563619|XP_021705403.1|AAEG, LOC5578172|XP_001663742.2|AAEG	LOC119653666|XP_037914426.1|HILL
OG0002681	LOC5574112|XP_021696088.1|AAEG	LOC119653634|XP_037914340.1|HILL
OG0002682	LOC5565108|XP_021696170.1|AAEG	LOC119648216|XP_037905751.1|HILL
OG0002683	LOC5572887|XP_001654232.2|AAEG	LOC119654939|XP_037916520.1|HILL, LOC119659912|XP_037924165.1|HILL
OG0002684	LOC5569895|XP_001658792.2|AAEG	LOC119661460|XP_037926749.1|HILL
OG0002685	LOC5579992|XP_021696283.1|AAEG	LOC119649312|XP_037907343.1|HILL
OG0002686	LOC5571868|XP_001659977.2|AAEG, LOC110681372|XP_021712807.1|AAEG	LOC119649165|XP_037907118.1|HILL
OG0002687	LOC110675519|XP_021696488.1|AAEG, LOC5567620|XP_021696490.1|AAEG	LOC119648210|XP_037905744.1|HILL
OG0002688	LOC5566270|XP_001650664.1|AAEG	LOC119650207|XP_037908701.1|HILL
OG0002689	LOC5569216|XP_001658389.1|AAEG	LOC119661778|XP_037927183.1|HILL
OG0002690	LOC5569211|XP_001658384.1|AAEG	LOC119647094|XP_037903792.1|HILL
OG0002691	LOC5579145|XP_001664240.1|AAEG	LOC119661126|XP_037926252.1|HILL
OG0002692	LOC5579146|XP_001664241.2|AAEG	LOC119647700|XP_037904713.1|HILL
OG0002693	LOC5568103|XP_021696628.1|AAEG	LOC119648192|XP_037905711.1|HILL
OG0002694	LOC5577555|XP_001663428.2|AAEG	LOC119646946|XP_037903565.1|HILL
OG0002695	LOC5570396|XP_001659108.1|AAEG	LOC119649475|XP_037907564.1|HILL
OG0002696	LOC5566236|XP_001650609.2|AAEG	LOC119649337|XP_037907371.1|HILL
OG0002697	LOC5566239|XP_021696854.1|AAEG	LOC119649333|XP_037907365.1|HILL
OG0002698	LOC5573766|XP_021696919.1|AAEG, LOC110680634|XP_021712121.1|AAEG	LOC119649620|XP_037907769.1|HILL
OG0002699	LOC5573767|XP_021696920.1|AAEG	LOC119653998|XP_037915087.1|HILL, LOC119649965|XP_037908329.1|HILL
OG0002700	LOC5576767|XP_021696931.1|AAEG	LOC119650268|XP_037908810.1|HILL
OG0002701	LOC5576412|XP_021696949.1|AAEG	LOC119646536|XP_037902933.1|HILL
OG0002702	LOC5574790|XP_021697003.1|AAEG, LOC110680948|XP_021712420.1|AAEG	LOC119649000|XP_037906873.1|HILL
OG0002703	LOC5564718|XP_021697022.1|AAEG	LOC119646703|XP_037903205.1|HILL
OG0002704	LOC5574900|XP_021697032.1|AAEG	LOC119646863|XP_037903414.1|HILL
OG0002705	LOC5576444|XP_021697038.1|AAEG	LOC119648183|XP_037905696.1|HILL
OG0002706	LOC5568320|XP_001652198.1|AAEG	LOC119646356|XP_037902721.1|HILL
OG0002707	LOC5568309|XP_021697075.1|AAEG	LOC119647920|XP_037905172.1|HILL
OG0002708	LOC23687817|XP_011492964.1|AAEG	LOC119649006|XP_037906878.1|HILL
OG0002709	LOC5571825|XP_021697144.1|AAEG	LOC119659181|XP_037923067.1|HILL
OG0002710	LOC23687581|XP_011492962.1|AAEG	LOC119659185|XP_037923073.1|HILL
OG0002711	LOC5571826|XP_021697147.1|AAEG	LOC119659546|XP_037923624.1|HILL
OG0002712	LOC5571484|XP_021697183.1|AAEG	LOC119647234|XP_037904022.1|HILL
OG0002713	LOC5573460|XP_021697184.1|AAEG	LOC119656273|XP_037918629.1|HILL
OG0002714	LOC5578974|XP_021697224.1|AAEG	LOC119648353|XP_037905992.1|HILL
OG0002715	LOC5574712|XP_001661613.2|AAEG	LOC119659970|XP_037924259.1|HILL
OG0002716	LOC110680638|XP_021712125.1|AAEG, LOC5575962|XP_021697258.1|AAEG	LOC119659681|XP_037923833.1|HILL
OG0002717	LOC5565876|XP_021697267.1|AAEG	LOC119659809|XP_037924009.1|HILL
OG0002718	LOC5571396|XP_001653646.2|AAEG	LOC119649184|XP_037907139.1|HILL
OG0002719	LOC110681269|XP_021712732.1|AAEG, LOC5579054|XP_001657254.1|AAEG	LOC119659752|XP_037923942.1|HILL, LOC119659170|XP_037923051.1|HILL
OG0002720	LOC5579053|XP_001657253.1|AAEG, LOC110681270|XP_021712733.1|AAEG	LOC119647994|XP_037905307.1|HILL
OG0002721	LOC5578256|XP_001663785.1|AAEG	LOC119659471|XP_037923493.1|HILL
OG0002722	LOC5576844|XP_021697494.1|AAEG	LOC119661152|XP_037926292.1|HILL
OG0002723	LOC5564962|XP_021697512.1|AAEG	LOC119657966|XP_037921103.1|HILL
OG0002724	LOC5565406|XP_001649753.1|AAEG, LOC5575239|XP_021697515.1|AAEG	LOC119660156|XP_037924490.1|HILL
OG0002725	LOC5574509|XP_021697526.1|AAEG	LOC119648114|XP_037905564.1|HILL
OG0002726	LOC5576849|XP_021697532.1|AAEG, LOC5576850|XP_021712865.1|AAEG	LOC119648692|XP_037906424.1|HILL
OG0002727	LOC5575247|XP_001655646.2|AAEG	LOC119647457|XP_037904316.1|HILL
OG0002728	LOC5564738|XP_021695193.1|AAEG	LOC119661688|XP_037927060.1|HILL
OG0002730	LOC5567755|XP_021697608.1|AAEG	LOC119648352|XP_037905982.1|HILL
OG0002731	LOC5565411|XP_021697618.1|AAEG	LOC119648330|XP_037905950.1|HILL
OG0002732	LOC5572757|XP_021697630.1|AAEG	LOC119661113|XP_037926236.1|HILL
OG0002733	LOC5565677|XP_001650030.2|AAEG, LOC5572760|XP_021697632.1|AAEG	LOC119655277|XP_037917021.1|HILL
OG0002734	LOC5576163|XP_021697652.1|AAEG	LOC119646910|XP_037903509.1|HILL
OG0002735	LOC5573543|XP_021697678.1|AAEG	LOC119646522|XP_037902910.1|HILL
OG0002736	LOC5579480|XP_021697681.1|AAEG	LOC119656007|XP_037918181.1|HILL
OG0002737	LOC5571700|XP_001659844.2|AAEG	LOC119649755|XP_037907974.1|HILL
OG0002738	LOC110680879|XP_021712362.1|AAEG, LOC5566146|XP_021695202.1|AAEG	LOC119649606|XP_037907752.1|HILL
OG0002739	LOC5564460|XP_021697798.1|AAEG	LOC119647917|XP_037905168.1|HILL
OG0002740	LOC5564467|XP_001648788.1|AAEG	LOC119647916|XP_037905167.1|HILL
OG0002741	LOC5576270|XP_001662556.2|AAEG	LOC119648694|XP_037906431.1|HILL
OG0002742	LOC5578830|XP_021697876.1|AAEG	LOC119646929|XP_037903541.1|HILL
OG0002743	LOC110675983|XP_021697895.1|AAEG	LOC119649356|XP_037907393.1|HILL
OG0002744	LOC5575133|XP_021697897.1|AAEG	LOC119647983|XP_037905294.1|HILL
OG0002745	LOC23687980|XP_011493753.2|AAEG	LOC119648322|XP_037905931.1|HILL
OG0002746	LOC5578608|XP_021697938.1|AAEG	LOC119646300|XP_037902644.1|HILL
OG0002747	LOC5574000|XP_001661087.1|AAEG	LOC119660897|XP_037925759.1|HILL
OG0002748	LOC5568747|XP_021698054.1|AAEG	LOC119661792|XP_037927204.1|HILL
OG0002749	LOC110676026|XP_021698077.1|AAEG	LOC119646219|XP_037902529.1|HILL
OG0002750	LOC5568139|XP_021698123.1|AAEG	LOC119656755|XP_037919254.1|HILL
OG0002751	LOC5567280|XP_021698125.1|AAEG	LOC119661350|XP_037926582.1|HILL
OG0002752	LOC5564411|XP_001648755.2|AAEG	LOC119660461|XP_037924950.1|HILL
OG0002753	LOC5575821|XP_021698239.1|AAEG	LOC119646293|XP_037902636.1|HILL
OG0002754	LOC23687995|XP_021698273.1|AAEG	LOC119649894|XP_037908213.1|HILL
OG0002755	LOC5576045|XP_001662370.2|AAEG	LOC119659683|XP_037923846.1|HILL
OG0002756	LOC5564247|XP_001648588.2|AAEG	LOC119647887|XP_037905109.1|HILL
OG0002757	LOC5564260|XP_021698330.1|AAEG	LOC119649635|XP_037907809.1|HILL
OG0002758	LOC5568840|XP_021698373.1|AAEG	LOC119652512|XP_037912638.1|HILL
OG0002759	LOC5568837|XP_021698377.1|AAEG	LOC119646487|XP_037902874.1|HILL
OG0002760	LOC5568876|XP_021698384.1|AAEG	LOC119648802|XP_037906582.1|HILL
OG0002761	LOC110676114|XP_021698397.1|AAEG	LOC119647185|XP_037903922.1|HILL
OG0002762	LOC5568881|XP_021698403.1|AAEG	LOC119646363|XP_037902728.1|HILL
OG0002763	LOC5564094|XP_021698440.1|AAEG	LOC119647934|XP_037905202.1|HILL
OG0002764	LOC5571937|XP_021698458.1|AAEG	LOC119650059|XP_037908477.1|HILL
OG0002765	LOC5571943|XP_021698462.1|AAEG	LOC119650716|XP_037909660.1|HILL
OG0002766	LOC5569622|XP_001652904.2|AAEG	LOC119650727|XP_037909686.1|HILL
OG0002767	LOC110676126|XP_021698471.1|AAEG	LOC119661512|XP_037926811.1|HILL
OG0002768	LOC5566042|XP_021698564.1|AAEG	LOC119647766|XP_037904820.1|HILL
OG0002769	LOC5564898|XP_001649248.2|AAEG	LOC119646238|XP_037902558.1|HILL
OG0002770	LOC5564900|XP_001649250.2|AAEG	LOC119650152|XP_037908621.1|HILL
OG0002771	LOC5576177|XP_021698622.1|AAEG	LOC119649051|XP_037906957.1|HILL
OG0002772	LOC5579149|XP_001664244.2|AAEG	LOC119647635|XP_037904623.1|HILL
OG0002773	LOC5572914|XP_021698676.1|AAEG	LOC119646456|XP_037902834.1|HILL
OG0002774	LOC5568752|XP_001658134.1|AAEG	LOC119659602|XP_037923703.1|HILL
OG0002775	LOC5572212|XP_001653880.2|AAEG	LOC119649460|XP_037907542.1|HILL
OG0002776	LOC5572208|XP_021698780.1|AAEG	LOC119649116|XP_037907045.1|HILL
OG0002777	LOC5571718|XP_021698826.1|AAEG	LOC119648009|XP_037905337.1|HILL
OG0002778	LOC5571711|XP_001659857.1|AAEG	LOC119648241|XP_037905798.1|HILL
OG0002779	LOC5565820|XP_021698840.1|AAEG	LOC119650010|XP_037908407.1|HILL, LOC119649564|XP_037907690.1|HILL
OG0002780	LOC5566793|XP_001651200.1|AAEG	LOC119658179|XP_037921375.1|HILL
OG0002781	LOC5574354|XP_001661389.1|AAEG	LOC119657612|XP_037920543.1|HILL
OG0002782	LOC5568156|XP_021698906.1|AAEG	LOC119650235|XP_037908743.1|HILL
OG0002783	LOC5573710|XP_021698921.1|AAEG	LOC119648695|XP_037906428.1|HILL
OG0002784	LOC5573715|XP_001654754.1|AAEG	LOC119659316|XP_037923261.1|HILL, LOC119659811|XP_037924021.1|HILL
OG0002785	LOC23687495|XP_021698974.1|AAEG	LOC119649070|XP_037906986.1|HILL
OG0002786	LOC5577268|XP_021698977.1|AAEG	LOC119647793|XP_037904923.1|HILL
OG0002787	LOC5574566|XP_001661518.1|AAEG	LOC119649518|XP_037907628.1|HILL
OG0002788	LOC5574565|XP_021699004.1|AAEG	LOC119648734|XP_037906479.1|HILL
OG0002789	LOC5574564|XP_021699005.1|AAEG	LOC119650424|XP_037909164.1|HILL
OG0002790	LOC5577315|XP_001663348.2|AAEG	LOC119648960|XP_037906806.1|HILL
OG0002791	LOC5573279|XP_001654491.2|AAEG	LOC119648705|XP_037906441.1|HILL
OG0002792	LOC5573285|XP_021699042.1|AAEG	LOC119646144|XP_037902430.1|HILL
OG0002793	LOC5577467|XP_001663390.2|AAEG	LOC119649539|XP_037907654.1|HILL
OG0002794	LOC5577461|XP_001663387.2|AAEG	LOC119647589|XP_037904527.1|HILL
OG0002795	LOC5576856|XP_021699105.1|AAEG	LOC119649385|XP_037907431.1|HILL
OG0002796	LOC5575941|XP_001662293.1|AAEG	LOC119648265|XP_037905845.1|HILL
OG0002797	LOC5572980|XP_001654311.1|AAEG	LOC119655239|XP_037916953.1|HILL
OG0002798	LOC5572982|XP_001654308.1|AAEG	LOC119660978|XP_037925988.1|HILL
OG0002800	LOC5571049|XP_021699366.1|AAEG	LOC119647705|XP_037904717.1|HILL
OG0002801	LOC5568462|XP_021699376.1|AAEG	LOC119646392|XP_037902764.1|HILL
OG0002802	LOC5577472|XP_021699383.1|AAEG	LOC119661173|XP_037926318.1|HILL
OG0002803	LOC110676307|XP_021699388.1|AAEG	LOC119652210|XP_037912081.1|HILL
OG0002804	LOC5572871|XP_001660631.2|AAEG	LOC119652941|XP_037913297.1|HILL
OG0002805	LOC5572870|XP_001660630.2|AAEG	LOC119661628|XP_037926975.1|HILL
OG0002806	LOC5575201|XP_021699402.1|AAEG	LOC119647799|XP_037904937.1|HILL
OG0002807	LOC5575927|XP_001655918.2|AAEG	LOC119655536|XP_037917380.1|HILL
OG0002808	LOC5575919|XP_011493090.2|AAEG	LOC119654091|XP_037915186.1|HILL
OG0002809	LOC5570353|XP_001653182.1|AAEG	LOC119648830|XP_037906620.1|HILL
OG0002810	LOC5570339|XP_021699473.1|AAEG	LOC119647431|XP_037904267.1|HILL
OG0002811	LOC5570335|XP_021699476.1|AAEG	LOC119660872|XP_037925711.1|HILL
OG0002812	LOC5570358|XP_001653163.2|AAEG	LOC119646203|XP_037902513.1|HILL
OG0002813	LOC5570723|XP_021699544.1|AAEG	LOC119661526|XP_037926830.1|HILL
OG0002814	LOC5570719|XP_021699555.1|AAEG	LOC119648327|XP_037905986.1|HILL
OG0002815	LOC5576989|XP_001663091.2|AAEG	LOC119647157|XP_037903892.1|HILL
OG0002816	LOC5578265|XP_001663795.2|AAEG	LOC119654414|XP_037915734.1|HILL
OG0002817	LOC5578267|XP_001663793.1|AAEG	LOC119654423|XP_037915746.1|HILL
OG0002818	LOC5578266|XP_021699672.1|AAEG	LOC119646883|XP_037903443.1|HILL
OG0002819	LOC5578262|XP_021699674.1|AAEG	LOC119660733|XP_037925326.1|HILL, LOC119650092|XP_037908535.1|HILL
OG0002820	LOC5569277|XP_001652810.1|AAEG	LOC119650043|XP_037908454.1|HILL
OG0002821	LOC110675162|XP_021695244.1|AAEG, LOC5566652|XP_021699726.1|AAEG	LOC119650402|XP_037909108.1|HILL
OG0002823	LOC5569027|XP_021699810.1|AAEG	LOC119660464|XP_037924961.1|HILL
OG0002824	LOC5569026|XP_001658284.1|AAEG	LOC119660465|XP_037924962.1|HILL
OG0002825	LOC5574830|XP_001661656.2|AAEG	LOC119655396|XP_037917201.1|HILL
OG0002826	LOC5574833|XP_001661653.2|AAEG	LOC119660734|XP_037925327.1|HILL
OG0002827	LOC5564742|XP_021699845.1|AAEG	LOC119660772|XP_037925468.1|HILL
OG0002828	LOC5574638|XP_021699878.1|AAEG	LOC119654556|XP_037915932.1|HILL
OG0002829	LOC5574643|XP_001661560.2|AAEG	LOC119646526|XP_037902918.1|HILL
OG0002830	LOC23687660|XP_021699961.1|AAEG	LOC119659472|XP_037923490.1|HILL
OG0002831	LOC5569982|XP_021700020.1|AAEG	LOC119650686|XP_037909576.1|HILL
OG0002832	LOC5564083|XP_021700055.1|AAEG	LOC119653148|XP_037913612.1|HILL
OG0002833	LOC5564084|XP_021700067.1|AAEG	LOC119646233|XP_037902550.1|HILL
OG0002834	LOC5574392|XP_001661409.1|AAEG	LOC119654412|XP_037915728.1|HILL
OG0002835	LOC5575900|XP_021700125.1|AAEG	LOC119650163|XP_037908641.1|HILL
OG0002836	LOC110680252|XP_021711757.1|AAEG, LOC5579515|XP_021700150.1|AAEG	LOC119659285|XP_037923223.1|HILL
OG0002837	LOC5569121|XP_021700152.1|AAEG	LOC119652890|XP_037913189.1|HILL, LOC119659284|XP_037923221.1|HILL
OG0002838	LOC5570382|XP_021700178.1|AAEG	LOC119661322|XP_037926545.1|HILL
OG0002839	LOC5574368|XP_001661400.1|AAEG	LOC119653936|XP_037915027.1|HILL
OG0002840	LOC5574363|XP_001661397.1|AAEG	LOC119653235|XP_037913752.1|HILL
OG0002841	LOC5564195|XP_001648535.1|AAEG	LOC119660901|XP_037925773.1|HILL
