Orthogroup	AAEG.longest_only	BCOP.longest_only
OG0000517	LOC5565741|XP_001650092.2|AAEG	LOC119078309|XP_037041708.1|BCOP
OG0000521	LOC23687658|XP_021694216.1|AAEG	LOC119084098|XP_037049844.1|BCOP, LOC119067405|XP_037026246.1|BCOP
OG0000522	LOC5578806|XP_021699844.1|AAEG	LOC119067459|XP_037026337.1|BCOP
OG0000523	LOC5576121|XP_001662467.1|AAEG	LOC119067260|XP_037026032.1|BCOP
OG0000523	LOC5564391|XP_001648748.1|AAEG	LOC119068976|XP_037028740.1|BCOP
OG0000524	LOC5570276|XP_001659032.1|AAEG	LOC119067974|XP_037027215.1|BCOP
OG0000525	LOC5571821|XP_001659953.1|AAEG, LOC5571822|XP_001659954.2|AAEG	LOC119081070|XP_037045687.1|BCOP
OG0000526	LOC5580247|XP_001662644.1|AAEG	LOC119078975|XP_037042621.1|BCOP
OG0000527	LOC5577413|XP_021700511.1|AAEG, LOC5564164|XP_021700512.1|AAEG	LOC119082764|XP_037048246.1|BCOP
OG0000528	LOC5568783|XP_001658148.2|AAEG, LOC5568782|XP_001658147.1|AAEG	LOC119077328|XP_037040406.1|BCOP
OG0000528	LOC5574730|XP_021700710.1|AAEG	LOC119076340|XP_037038928.1|BCOP, LOC119078619|XP_037042110.1|BCOP, LOC119078521|XP_037041980.1|BCOP, LOC119071755|XP_037032689.1|BCOP, LOC119072785|XP_037033974.1|BCOP, LOC119076244|XP_037038802.1|BCOP
OG0000529	LOC5572655|XP_021700824.1|AAEG	LOC119073005|XP_037034225.1|BCOP
OG0000530	LOC5570472|XP_021701466.1|AAEG	LOC119073760|XP_037035317.1|BCOP, LOC119073759|XP_037035316.1|BCOP
OG0000531	LOC5566804|XP_001651213.1|AAEG	LOC119085223|XP_037051430.1|BCOP
OG0000532	LOC5577450|XP_001663376.2|AAEG	LOC119077975|XP_037041252.1|BCOP
OG0000534	LOC5570046|XP_021708008.1|AAEG	LOC119074865|XP_037037081.1|BCOP
OG0000535	LOC110679157|XP_021708917.1|AAEG, LOC5579833|XP_001651508.2|AAEG	LOC119071812|XP_037032775.1|BCOP
OG0000536	LOC5578670|XP_021710861.1|AAEG, LOC5574260|XP_021705777.1|AAEG	LOC119075495|XP_037037859.1|BCOP
OG0000536	LOC5570239|XP_001659019.2|AAEG, LOC5574261|XP_001655077.2|AAEG, LOC5574259|XP_001655076.1|AAEG, LOC5574263|XP_021707712.1|AAEG	LOC119069281|XP_037029238.1|BCOP
OG0000537	LOC5572401|XP_001660343.2|AAEG	LOC119079032|XP_037042711.1|BCOP
OG0000538	LOC5574674|XP_021709504.1|AAEG	LOC119085377|XP_037051658.1|BCOP
OG0000539	LOC5564126|XP_001648447.1|AAEG	LOC119071307|XP_037032080.1|BCOP
OG0000542	LOC5574746|XP_001655316.1|AAEG	LOC119074089|XP_037035944.1|BCOP
OG0000543	LOC5577559|XP_021694639.1|AAEG, LOC5579016|XP_001664196.2|AAEG	LOC119068098|XP_037027417.1|BCOP
OG0000544	LOC5578623|XP_001657045.2|AAEG	LOC119068980|XP_037028746.1|BCOP
OG0000545	LOC5564746|XP_021693658.1|AAEG	LOC119068518|XP_037028019.1|BCOP
OG0000545	LOC5566409|XP_021693084.1|AAEG	LOC119069506|XP_037029478.1|BCOP
OG0000546	LOC5575232|XP_021694125.1|AAEG	LOC119068569|XP_037028107.1|BCOP
OG0000547	LOC5571763|XP_021695756.1|AAEG	LOC119074047|XP_037035888.1|BCOP
OG0000548	LOC5575141|XP_021697915.1|AAEG	LOC119083707|XP_037049391.1|BCOP
OG0000549	LOC5577716|XP_001663497.1|AAEG, LOC5577704|XP_021698193.1|AAEG, LOC5577714|XP_001663495.1|AAEG, LOC5573687|XP_001661010.2|AAEG, LOC5573688|XP_001661011.1|AAEG, LOC5577711|XP_001663492.1|AAEG, LOC5577713|XP_001663494.1|AAEG, LOC5577709|XP_001663490.2|AAEG, LOC5577717|XP_001663499.2|AAEG	LOC119067694|XP_037026713.1|BCOP
OG0000550	LOC5578287|XP_001663815.1|AAEG	LOC119073291|XP_037034572.1|BCOP
OG0000551	LOC5569980|XP_001658864.2|AAEG	LOC119081597|XP_037046526.1|BCOP
OG0000552	LOC110676642|XP_021701014.1|AAEG	LOC119083277|XP_037048860.1|BCOP, LOC119083171|XP_037048726.1|BCOP
OG0000553	LOC5573859|XP_001654890.1|AAEG, LOC5573858|XP_001654889.1|AAEG, LOC5573855|XP_001654886.2|AAEG	LOC119082066|XP_037047300.1|BCOP
OG0000554	LOC5573301|XP_021708251.1|AAEG	LOC119070470|XP_037030721.1|BCOP
OG0000555	LOC5575012|XP_021710949.1|AAEG	LOC119085881|XP_037052292.1|BCOP
OG0000556	LOC110681197|XP_021712666.1|AAEG, LOC5564890|XP_001649215.1|AAEG	LOC119077410|XP_037040553.1|BCOP
OG0000557	LOC5568513|XP_001652336.1|AAEG	LOC119076133|XP_037038702.1|BCOP
OG0000558	LOC5575971|XP_001662322.1|AAEG	LOC119082201|XP_037047530.1|BCOP
OG0000559	LOC110681168|XP_021712631.1|AAEG, LOC5577241|XP_021709285.1|AAEG	LOC119066909|XP_037025495.1|BCOP
OG0000560	LOC5563762|XP_021707462.1|AAEG	LOC119069268|XP_037029220.1|BCOP
OG0000561	LOC110678585|XP_021707316.1|AAEG	LOC119074217|XP_037036113.1|BCOP
OG0000562	LOC5569968|XP_021710058.1|AAEG	LOC119066879|XP_037025459.1|BCOP
OG0000566	LOC5579820|XP_001651051.1|AAEG	LOC119081012|XP_037045588.1|BCOP
OG0000567	LOC5570126|XP_001653106.2|AAEG	LOC119068523|XP_037028027.1|BCOP
OG0000568	LOC5577017|XP_001656302.2|AAEG	LOC119068289|XP_037027721.1|BCOP, LOC119080071|XP_037044182.1|BCOP
OG0000569	LOC5565055|XP_021705510.1|AAEG	LOC119084660|XP_037050628.1|BCOP, LOC119084581|XP_037050535.1|BCOP
OG0000570	LOC5576289|XP_001662579.2|AAEG	LOC119069556|XP_037029532.1|BCOP
OG0000571	LOC5571436|XP_021693888.1|AAEG	LOC119069735|XP_037029761.1|BCOP
OG0000572	LOC5570663|XP_021695778.1|AAEG	LOC119084086|XP_037049819.1|BCOP, LOC119071786|XP_037032742.1|BCOP, LOC119084895|XP_037050940.1|BCOP
OG0000573	LOC5574096|XP_021696111.1|AAEG	LOC119075079|XP_037037366.1|BCOP, LOC119071850|XP_037032806.1|BCOP
OG0000574	LOC5572198|XP_021698798.1|AAEG	LOC119081453|XP_037046287.1|BCOP
OG0000575	LOC5569243|XP_021699828.1|AAEG	LOC119080687|XP_037045018.1|BCOP
OG0000576	LOC5568781|XP_021700712.1|AAEG	LOC119076338|XP_037038925.1|BCOP
OG0000577	LOC5575668|XP_001662127.2|AAEG	LOC119082768|XP_037048257.1|BCOP
OG0000578	LOC5564323|XP_021710053.1|AAEG	LOC119072065|XP_037033095.1|BCOP
OG0000579	LOC5577308|XP_021707576.1|AAEG, LOC5579901|XP_001657881.1|AAEG	LOC119084174|XP_037049928.1|BCOP
OG0000580	LOC23687878|XP_011493518.1|AAEG	LOC119076778|XP_037039633.1|BCOP, LOC119074749|XP_037036909.1|BCOP
OG0000581	LOC5574667|XP_021708899.1|AAEG	LOC119079094|XP_037042806.1|BCOP, LOC119083987|XP_037049730.1|BCOP
OG0000582	LOC5575223|XP_021710179.1|AAEG	LOC119071172|XP_037031830.1|BCOP
OG0000583	LOC5578117|XP_001656815.1|AAEG	LOC119074106|XP_037035968.1|BCOP, LOC119082826|XP_037048373.1|BCOP
OG0000589	LOC5563768|XP_021695117.1|AAEG	LOC119068864|XP_037028596.1|BCOP
OG0000590	LOC110675318|XP_021695560.1|AAEG, LOC5574244|XP_001661299.1|AAEG	LOC119071848|XP_037032802.1|BCOP
OG0000592	LOC5567565|XP_001657556.2|AAEG	LOC119084008|XP_037049716.1|BCOP
OG0000593	LOC5569992|XP_001658881.1|AAEG, LOC110678504|XP_021707160.1|AAEG	LOC119083155|XP_037048698.1|BCOP, LOC119083147|XP_037048689.1|BCOP
OG0000594	LOC5567423|XP_001657403.1|AAEG	LOC119067943|XP_037027155.1|BCOP
OG0000595	LOC5573372|XP_021712996.1|AAEG	LOC119070400|XP_037030619.1|BCOP
OG0000596	LOC5569242|XP_021713275.1|AAEG	LOC119069672|XP_037029687.1|BCOP
OG0000597	LOC5580165|XP_021692926.1|AAEG	LOC119067936|XP_037027146.1|BCOP
OG0000598	LOC5564380|XP_001648725.1|AAEG, LOC5564382|XP_001648727.1|AAEG, LOC5564381|XP_001648726.1|AAEG	LOC119072158|XP_037033214.1|BCOP, LOC119080438|XP_037044695.1|BCOP
OG0000599	LOC5574457|XP_001661473.2|AAEG	LOC119066037|XP_037024150.1|BCOP
OG0000599	LOC5563655|XP_021709330.1|AAEG	LOC119073532|XP_037034972.1|BCOP
OG0000600	LOC5574458|XP_001661472.1|AAEG	LOC119077332|XP_037040413.1|BCOP
OG0000601	LOC110676327|XP_021699471.1|AAEG	LOC119067385|XP_037026205.1|BCOP
OG0000602	LOC5565773|XP_001650121.1|AAEG	LOC119072724|XP_037033894.1|BCOP
OG0000603	LOC5569072|XP_021703041.1|AAEG	LOC119076325|XP_037038897.1|BCOP
OG0000604	LOC5566987|XP_001651390.1|AAEG	LOC119078486|XP_037041938.1|BCOP
OG0000605	LOC5568178|XP_021703896.1|AAEG, LOC5568172|XP_001652108.2|AAEG, LOC5568173|XP_001652109.1|AAEG, LOC5568169|XP_021703894.1|AAEG, LOC5568164|XP_001652105.2|AAEG	LOC119078625|XP_037042117.1|BCOP
OG0000606	LOC5570005|XP_001658888.1|AAEG	LOC119068548|XP_037028075.1|BCOP
OG0000606	LOC5570004|XP_021707221.1|AAEG, LOC5565720|XP_001650099.2|AAEG, LOC5565724|XP_001650098.1|AAEG, LOC5565723|XP_001650097.1|AAEG, LOC5578161|XP_001663734.2|AAEG	LOC119080778|XP_037045242.1|BCOP, LOC119068353|XP_037027813.1|BCOP
OG0000607	LOC5570154|XP_001658956.1|AAEG	LOC119083705|XP_037049388.1|BCOP
OG0000608	LOC5567031|XP_001651423.1|AAEG	LOC119066266|XP_037024518.1|BCOP
OG0000609	LOC5574870|XP_021709064.1|AAEG	LOC119082211|XP_037047555.1|BCOP
OG0000610	LOC5579045|XP_011493105.1|AAEG	LOC119070949|XP_037031396.1|BCOP, LOC119083489|XP_037049112.1|BCOP
OG0000611	LOC5572224|XP_021705793.1|AAEG	LOC119083546|XP_037049160.1|BCOP, LOC119072190|XP_037033244.1|BCOP
OG0000614	LOC5578387|XP_021694851.1|AAEG	LOC119067525|XP_037026449.1|BCOP
OG0000615	LOC5569196|XP_021699444.1|AAEG	LOC119069401|XP_037029342.1|BCOP, LOC119070642|XP_037030966.1|BCOP
OG0000616	LOC5564988|XP_001649322.2|AAEG	LOC119069996|XP_037030135.1|BCOP
OG0000617	LOC5577523|XP_001656544.2|AAEG, LOC110674002|XP_021711205.1|AAEG	LOC119081325|XP_037046008.1|BCOP
OG0000618	LOC5566485|XP_001650875.1|AAEG	LOC119076049|XP_037038574.1|BCOP, LOC119076050|XP_037038577.1|BCOP
OG0000619	LOC5574109|XP_001661180.1|AAEG	LOC119074250|XP_037036169.1|BCOP
OG0000620	LOC5570947|XP_001653412.2|AAEG	LOC119082516|XP_037047926.1|BCOP, LOC119082181|XP_037047490.1|BCOP
OG0000621	LOC5568436|XP_001652269.1|AAEG	LOC119082160|XP_037047463.1|BCOP
OG0000622	LOC5569846|XP_021696307.1|AAEG	LOC119069597|XP_037029587.1|BCOP
OG0000623	LOC5572347|XP_001660306.2|AAEG	LOC119066479|XP_037024879.1|BCOP
OG0000624	LOC5569174|XP_001658351.2|AAEG	LOC119079882|XP_037043859.1|BCOP
OG0000625	LOC5564078|XP_021698835.1|AAEG	LOC119083676|XP_037049354.1|BCOP
OG0000626	LOC5569119|XP_001652722.1|AAEG	LOC119082188|XP_037047507.1|BCOP
OG0000627	LOC5564979|XP_001649333.2|AAEG	LOC119082760|XP_037048241.1|BCOP
OG0000628	LOC5565869|XP_001650228.1|AAEG	LOC119085988|XP_037052448.1|BCOP
OG0000629	LOC5580315|XP_001663037.1|AAEG	LOC119066341|XP_037024648.1|BCOP
OG0000630	LOC5575168|XP_021702281.1|AAEG	LOC119084654|XP_037050617.1|BCOP
OG0000631	LOC5569442|XP_021702401.1|AAEG	LOC119071768|XP_037032710.1|BCOP
OG0000632	LOC5573892|XP_021703330.1|AAEG	LOC119077150|XP_037040230.1|BCOP
OG0000633	LOC110677879|XP_021705322.1|AAEG, LOC110677124|XP_021703552.1|AAEG	LOC119077287|XP_037040336.1|BCOP
OG0000634	LOC5569647|XP_001652909.2|AAEG	LOC119071953|XP_037032978.1|BCOP, LOC119079814|XP_037043778.1|BCOP, LOC119080095|XP_037044215.1|BCOP
OG0000635	LOC5572315|XP_001654005.2|AAEG	LOC119066896|XP_037025480.1|BCOP
OG0000636	LOC5578295|XP_001656875.1|AAEG	LOC119073578|XP_037035042.1|BCOP
OG0000637	LOC5564774|XP_021704609.1|AAEG	LOC119084264|XP_037050067.1|BCOP
OG0000638	LOC5573827|XP_021706608.1|AAEG	LOC119067567|XP_037026543.1|BCOP
OG0000639	LOC5567245|XP_021710885.1|AAEG	LOC119071882|XP_037032869.1|BCOP
OG0000646	LOC110674862|XP_021695067.1|AAEG	LOC119069169|XP_037028974.1|BCOP
OG0000647	LOC5579005|XP_021694209.1|AAEG	LOC119068465|XP_037027953.1|BCOP
OG0000648	LOC5570655|XP_021706985.1|AAEG	LOC119067154|XP_037025842.1|BCOP
OG0000649	LOC5571800|XP_001659930.2|AAEG	LOC119067054|XP_037025695.1|BCOP
OG0000651	LOC5565048|XP_001649404.1|AAEG	LOC119068676|XP_037028252.1|BCOP
OG0000652	LOC5573370|XP_001660865.1|AAEG	LOC119073327|XP_037034614.1|BCOP
OG0000653	LOC5576350|XP_021693310.1|AAEG, LOC5576348|XP_001656086.1|AAEG, LOC5576346|XP_001656087.2|AAEG	LOC119069227|XP_037029156.1|BCOP
OG0000654	LOC5568292|XP_021697103.1|AAEG	LOC119077290|XP_037040337.1|BCOP
OG0000655	LOC5575242|XP_001655652.1|AAEG	LOC119066518|XP_037024930.1|BCOP
OG0000656	LOC5574633|XP_001661549.2|AAEG	LOC119069203|XP_037029067.1|BCOP
OG0000658	LOC5578313|XP_001656889.1|AAEG	LOC119071304|XP_037032078.1|BCOP
OG0000659	LOC5576865|XP_001662960.1|AAEG	LOC119081960|XP_037047158.1|BCOP
OG0000660	LOC5565850|XP_001650194.1|AAEG	LOC119076100|XP_037038651.1|BCOP, LOC119080500|XP_037044794.1|BCOP, LOC119080471|XP_037044744.1|BCOP, LOC119077116|XP_037040180.1|BCOP, LOC119077115|XP_037040178.1|BCOP
OG0000661	LOC5567335|XP_001651759.1|AAEG	LOC119082339|XP_037047743.1|BCOP
OG0000662	LOC5568430|XP_001652258.1|AAEG	LOC119084304|XP_037050118.1|BCOP
OG0000663	LOC5568431|XP_001652261.2|AAEG	LOC119083526|XP_037049138.1|BCOP, LOC119084562|XP_037050476.1|BCOP
OG0000664	LOC5572517|XP_001660456.1|AAEG	LOC119084314|XP_037050128.1|BCOP
OG0000666	LOC5567515|XP_021710706.1|AAEG	LOC119074750|XP_037036911.1|BCOP
OG0000667	LOC5564165|XP_021705035.1|AAEG	LOC119083972|XP_037049670.1|BCOP
OG0000668	LOC5573885|XP_001654923.1|AAEG	LOC119081834|XP_037046967.1|BCOP
OG0000669	LOC5563963|XP_021710654.1|AAEG	LOC119074873|XP_037037104.1|BCOP
OG0000670	LOC110680765|XP_021712244.1|AAEG, LOC5572992|XP_001654319.1|AAEG	LOC119066550|XP_037024984.1|BCOP
OG0000671	LOC5572082|XP_001660161.1|AAEG	LOC119083639|XP_037049271.1|BCOP
OG0000672	LOC5568965|XP_001652618.1|AAEG	LOC119072493|XP_037033628.1|BCOP
OG0000673	LOC5564117|XP_001648452.3|AAEG	LOC119085042|XP_037051146.1|BCOP, LOC119070959|XP_037031418.1|BCOP
OG0000677	LOC110674775|XP_021694756.1|AAEG	LOC119069211|XP_037029077.1|BCOP
OG0000678	LOC5573033|XP_001654349.2|AAEG	LOC119072581|XP_037033726.1|BCOP
OG0000679	LOC5572891|XP_001654245.2|AAEG, LOC5572888|XP_001654244.1|AAEG, LOC5576067|XP_021713213.1|AAEG, LOC5568749|XP_001658126.1|AAEG, LOC5568745|XP_001658124.1|AAEG, LOC5568746|XP_021698051.1|AAEG, LOC5568744|XP_021698049.1|AAEG	LOC119082586|XP_037048025.1|BCOP
OG0000680	LOC5570450|XP_021696861.1|AAEG	LOC119068909|XP_037028663.1|BCOP
OG0000681	LOC5571511|XP_021704098.1|AAEG	LOC119067235|XP_037025986.1|BCOP
OG0000682	LOC110681122|XP_021712581.1|AAEG, LOC110674302|XP_021694278.1|AAEG, LOC110675130|XP_021695205.1|AAEG	LOC119079679|XP_037043632.1|BCOP, LOC119073129|XP_037034323.1|BCOP
OG0000683	LOC5567780|XP_021712292.1|AAEG, LOC5567781|XP_001657682.1|AAEG, LOC5567779|XP_001657680.2|AAEG	LOC119084212|XP_037050002.1|BCOP, LOC119078992|XP_037042650.1|BCOP
OG0000683	LOC5565951|XP_021693916.1|AAEG	LOC119070420|XP_037030652.1|BCOP
OG0000684	LOC110681498|XP_021713031.1|AAEG, LOC5572598|XP_021711785.1|AAEG	LOC119070467|XP_037030717.1|BCOP
OG0000685	LOC5565927|XP_001650303.1|AAEG	LOC119067026|XP_037025653.1|BCOP
OG0000686	LOC5573238|XP_001660815.1|AAEG	LOC119076703|XP_037039511.1|BCOP
OG0000687	LOC5571869|XP_001659976.1|AAEG, LOC110681189|XP_021712657.1|AAEG	LOC119068625|XP_037028186.1|BCOP
OG0000688	LOC5579438|XP_021697177.1|AAEG	LOC119077281|XP_037040326.1|BCOP
OG0000689	LOC5575898|XP_001655893.1|AAEG	LOC119072600|XP_037033753.1|BCOP
OG0000690	LOC5563622|XP_001647922.2|AAEG	LOC119074983|XP_037037281.1|BCOP, LOC119074701|XP_037036884.1|BCOP
OG0000690	LOC5576180|XP_001655977.1|AAEG, LOC5563613|XP_001647923.1|AAEG, LOC5563595|XP_001647921.1|AAEG	LOC119074703|XP_037036886.1|BCOP
OG0000691	LOC5577893|XP_001663600.1|AAEG	LOC119080294|XP_037044461.1|BCOP
OG0000692	LOC5577134|XP_021699126.1|AAEG	LOC119081061|XP_037045671.1|BCOP
OG0000694	LOC5569581|XP_001658647.1|AAEG	LOC119076648|XP_037039417.1|BCOP
OG0000695	LOC110675169|XP_021695251.1|AAEG, LOC5575443|XP_021700367.1|AAEG	LOC119070822|XP_037031215.1|BCOP
OG0000696	LOC5570960|XP_001659424.1|AAEG	LOC119079130|XP_037042854.1|BCOP
OG0000697	LOC5569502|XP_001658586.1|AAEG	LOC119066369|XP_037024688.1|BCOP
OG0000698	LOC5572825|XP_001654210.2|AAEG	LOC119078762|XP_037042365.1|BCOP
OG0000699	LOC5572903|XP_021702732.1|AAEG	LOC119066436|XP_037024823.1|BCOP
OG0000700	LOC5572373|XP_021695335.1|AAEG	LOC119066147|XP_037024337.1|BCOP
OG0000701	LOC5572067|XP_001653834.1|AAEG	LOC119073563|XP_037035015.1|BCOP
OG0000702	LOC5576021|XP_021711648.1|AAEG	LOC119084342|XP_037050169.1|BCOP
OG0000703	LOC5579187|XP_021706766.1|AAEG	LOC119083168|XP_037048717.1|BCOP
OG0000704	LOC5566167|XP_021710754.1|AAEG	LOC119074966|XP_037037253.1|BCOP, LOC119076501|XP_037039177.1|BCOP
OG0000705	LOC5575011|XP_021708260.1|AAEG	LOC119084181|XP_037049937.1|BCOP
OG0000706	LOC5564887|XP_001649217.2|AAEG, LOC110677898|XP_021705469.1|AAEG	LOC119069039|XP_037028806.1|BCOP
OG0000707	LOC5576097|XP_001662443.1|AAEG	LOC119075958|XP_037038430.1|BCOP
OG0000708	LOC5575809|XP_021705328.1|AAEG	LOC119068541|XP_037028054.1|BCOP
OG0000709	LOC5563960|XP_001648293.2|AAEG	LOC119084049|XP_037049780.1|BCOP
OG0000710	LOC5570014|XP_001658903.1|AAEG	LOC119084227|XP_037050021.1|BCOP
OG0000711	LOC5577132|XP_021709303.1|AAEG	LOC119066858|XP_037025427.1|BCOP
OG0000712	LOC5573740|XP_001654768.2|AAEG	LOC119071224|XP_037031933.1|BCOP
OG0000713	LOC5574816|XP_001655376.1|AAEG	LOC119068151|XP_037027518.1|BCOP
OG0000714	LOC5566058|XP_001650424.1|AAEG	LOC119071230|XP_037031942.1|BCOP
OG0000716	LOC5578121|XP_001656819.1|AAEG	LOC119082038|XP_037047261.1|BCOP
OG0000724	LOC5565085|XP_001649429.1|AAEG	LOC119067821|XP_037026879.1|BCOP
OG0000725	LOC110678877|XP_021708124.1|AAEG, LOC110676522|XP_021700461.1|AAEG, LOC110676800|XP_021701689.1|AAEG, LOC110675273|XP_021695451.1|AAEG, LOC110675570|XP_021696584.1|AAEG, LOC110678449|XP_021707043.1|AAEG, LOC110677699|XP_021704487.1|AAEG, LOC110677700|XP_021704488.1|AAEG, LOC110677696|XP_021704477.1|AAEG, LOC110678102|XP_021706387.1|AAEG, LOC110681107|XP_021712566.1|AAEG, LOC110674141|XP_021693592.1|AAEG, LOC110674140|XP_021693590.1|AAEG, LOC110674187|XP_021693892.1|AAEG, LOC110681500|XP_021713038.1|AAEG, LOC110676057|XP_021698237.1|AAEG, LOC110678901|XP_021708195.1|AAEG, LOC5566440|XP_001650831.2|AAEG, LOC23687703|XP_021698490.1|AAEG, LOC110679408|XP_021709602.1|AAEG, LOC110677978|XP_021705873.1|AAEG, LOC110677708|XP_021704541.1|AAEG, LOC110675653|XP_021696912.1|AAEG	LOC119078470|XP_037041920.1|BCOP, LOC119073193|XP_037034396.1|BCOP, LOC119082540|XP_037047986.1|BCOP, LOC119072027|XP_037033041.1|BCOP, LOC119076333|XP_037038910.1|BCOP
OG0000726	LOC5577130|XP_021712611.1|AAEG	LOC119077102|XP_037040156.1|BCOP
OG0000727	LOC5565705|XP_021713193.1|AAEG	LOC119068219|XP_037027607.1|BCOP
OG0000728	LOC5573065|XP_021693529.1|AAEG	LOC119069282|XP_037029239.1|BCOP
OG0000729	LOC5568367|XP_001658021.2|AAEG	LOC119067929|XP_037027138.1|BCOP, LOC119077431|XP_037040541.1|BCOP
OG0000730	LOC5570667|XP_001659264.1|AAEG	LOC119081281|XP_037045937.1|BCOP
OG0000731	LOC5579031|XP_001664210.1|AAEG	LOC119071760|XP_037032699.1|BCOP
OG0000732	LOC5572199|XP_001653865.1|AAEG	LOC119081475|XP_037046368.1|BCOP
OG0000733	LOC5575492|XP_001662013.1|AAEG	LOC119081060|XP_037045670.1|BCOP
OG0000734	LOC5578486|XP_021699525.1|AAEG	LOC119080046|XP_037044143.1|BCOP
OG0000735	LOC5573851|XP_001654878.1|AAEG	LOC119083131|XP_037048665.1|BCOP
OG0000736	LOC5568814|XP_001658180.2|AAEG	LOC119078601|XP_037042085.1|BCOP
OG0000737	LOC5573076|XP_021702138.1|AAEG	LOC119069714|XP_037029733.1|BCOP
OG0000738	LOC5577544|XP_001656560.1|AAEG	LOC119071595|XP_037032445.1|BCOP
OG0000739	LOC5575848|XP_001662256.1|AAEG	LOC119080521|XP_037044826.1|BCOP
OG0000740	LOC5568948|XP_021703190.1|AAEG	LOC119073420|XP_037034760.1|BCOP
OG0000740	LOC5572569|XP_001654085.2|AAEG	LOC119084094|XP_037049828.1|BCOP
OG0000741	LOC23687536|XP_021705281.1|AAEG	LOC119074818|XP_037037001.1|BCOP, LOC119076670|XP_037039459.1|BCOP
OG0000742	LOC5570003|XP_021705592.1|AAEG	LOC119072457|XP_037033579.1|BCOP
OG0000743	LOC5574874|XP_001655398.1|AAEG, LOC110681160|XP_021712620.1|AAEG	LOC119075774|XP_037038222.1|BCOP
OG0000744	LOC5565206|XP_001649565.2|AAEG, LOC5565220|XP_001649576.2|AAEG	LOC119072391|XP_037033495.1|BCOP, LOC119072390|XP_037033494.1|BCOP
OG0000745	LOC5578669|XP_001657064.2|AAEG	LOC119077588|XP_037040691.1|BCOP
OG0000746	LOC110679049|XP_021708670.1|AAEG, LOC5569724|XP_001652949.1|AAEG	LOC119071521|XP_037032289.1|BCOP, LOC119084193|XP_037049965.1|BCOP
OG0000753	LOC5574701|XP_021698366.1|AAEG	LOC119081088|XP_037045727.1|BCOP
OG0000754	LOC23687751|XP_021706737.1|AAEG	LOC119080422|XP_037044658.1|BCOP
OG0000755	LOC5578924|XP_001657210.3|AAEG	LOC119070065|XP_037030253.1|BCOP
OG0000756	LOC5576731|XP_001656241.1|AAEG	LOC119069805|XP_037029857.1|BCOP
OG0000756	LOC5576736|XP_001656242.2|AAEG	LOC119069813|XP_037029868.1|BCOP
OG0000757	LOC5573994|XP_001661080.1|AAEG	LOC119081608|XP_037046545.1|BCOP
OG0000758	LOC5573302|XP_021698645.1|AAEG	LOC119080295|XP_037044462.1|BCOP, LOC119073870|XP_037035636.1|BCOP
OG0000759	LOC5567691|XP_001651852.3|AAEG	LOC119078818|XP_037042423.1|BCOP
OG0000760	LOC110680399|XP_021711897.1|AAEG, LOC5567456|XP_021701228.1|AAEG	LOC119074076|XP_037035916.1|BCOP
OG0000761	LOC5569446|XP_021702395.1|AAEG	LOC119082602|XP_037048054.1|BCOP
OG0000762	LOC5569068|XP_001658297.1|AAEG	LOC119076339|XP_037038927.1|BCOP, LOC119078534|XP_037041996.1|BCOP
OG0000763	LOC5568174|XP_021703903.1|AAEG	LOC119070925|XP_037031362.1|BCOP
OG0000764	LOC5567685|XP_021708653.1|AAEG	LOC119074476|XP_037036512.1|BCOP
OG0000765	LOC5576262|XP_001656034.2|AAEG	LOC119066365|XP_037024682.1|BCOP
OG0000766	LOC5571467|XP_001659718.2|AAEG	LOC119067516|XP_037026432.1|BCOP
OG0000767	LOC5568661|XP_021705791.1|AAEG	LOC119079320|XP_037043010.1|BCOP
OG0000768	LOC5577816|XP_001663586.1|AAEG	LOC119074908|XP_037037150.1|BCOP
OG0000769	LOC5572989|XP_021706132.1|AAEG	LOC119084810|XP_037050774.1|BCOP
OG0000771	LOC5565457|XP_001649766.2|AAEG	LOC119085304|XP_037051547.1|BCOP, LOC119070582|XP_037030885.1|BCOP, LOC119070583|XP_037030886.1|BCOP
OG0000778	LOC5572380|XP_021694486.1|AAEG	LOC119067498|XP_037026398.1|BCOP
OG0000779	LOC5576071|XP_001662401.2|AAEG, LOC5576070|XP_001662400.2|AAEG, LOC5567791|XP_021712201.1|AAEG, LOC5569560|XP_001658622.2|AAEG, LOC5564166|XP_001648508.2|AAEG	LOC119072148|XP_037033186.1|BCOP
OG0000780	LOC5564012|XP_001648334.2|AAEG, LOC5564011|XP_021697098.1|AAEG	LOC119069133|XP_037028934.1|BCOP, LOC119074652|XP_037036825.1|BCOP, LOC119067816|XP_037026870.1|BCOP, LOC119075273|XP_037037562.1|BCOP, LOC119069641|XP_037029651.1|BCOP
OG0000781	LOC5576472|XP_021700484.1|AAEG	LOC119067818|XP_037026875.1|BCOP
OG0000782	LOC5565070|XP_001649412.1|AAEG	LOC119085853|XP_037052258.1|BCOP
OG0000783	LOC5565051|XP_001649399.1|AAEG	LOC119074637|XP_037036808.1|BCOP
OG0000784	LOC5566654|XP_001651019.1|AAEG	LOC119083273|XP_037048859.1|BCOP
OG0000785	LOC5567616|XP_021713394.1|AAEG	LOC119071481|XP_037032226.1|BCOP
OG0000786	LOC5575790|XP_021693483.1|AAEG	LOC119067170|XP_037025869.1|BCOP
OG0000787	LOC5574159|XP_001655068.1|AAEG	LOC119073161|XP_037034357.1|BCOP, LOC119073160|XP_037034356.1|BCOP
