Orthogroup	AAEG.longest_only	BTRY.longest_only
OG0000662	LOC5568430|XP_001652258.1|AAEG	LOC120777857|XP_039965335.1|BTRY, LOC120777932|XP_039965448.1|BTRY
OG0000663	LOC5568431|XP_001652261.2|AAEG	LOC120781218|XP_039969275.1|BTRY
OG0000664	LOC5572517|XP_001660456.1|AAEG	LOC120776183|XP_039962735.1|BTRY
OG0000665	LOC5575634|XP_001655779.1|AAEG, LOC110681162|XP_021712622.1|AAEG	LOC120766477|XP_039947953.1|BTRY, LOC120779745|XP_039968064.1|BTRY, LOC120766254|XP_039947574.1|BTRY
OG0000666	LOC5567515|XP_021710706.1|AAEG	LOC120770479|XP_039953917.1|BTRY, LOC120770478|XP_039953915.1|BTRY, LOC120775238|XP_039961251.1|BTRY
OG0000667	LOC5564165|XP_021705035.1|AAEG	LOC120766741|XP_039948341.1|BTRY
OG0000668	LOC5573885|XP_001654923.1|AAEG	LOC120780330|XP_039968558.1|BTRY
OG0000669	LOC5563963|XP_021710654.1|AAEG	LOC120774304|XP_039959769.1|BTRY, LOC120774306|XP_039959771.1|BTRY, LOC120775615|XP_039961794.1|BTRY
OG0000670	LOC110680765|XP_021712244.1|AAEG, LOC5572992|XP_001654319.1|AAEG	LOC120775920|XP_039962256.1|BTRY
OG0000671	LOC5572082|XP_001660161.1|AAEG	LOC120782859|XP_039971325.1|BTRY, LOC120779834|XP_039968135.1|BTRY
OG0000672	LOC5568965|XP_001652618.1|AAEG	LOC120778847|XP_039966808.1|BTRY
OG0000673	LOC5564117|XP_001648452.3|AAEG	LOC120780362|XP_039968587.1|BTRY, LOC120773620|XP_039958557.1|BTRY
OG0000677	LOC110674775|XP_021694756.1|AAEG	LOC120774442|XP_039960017.1|BTRY
OG0000678	LOC5573033|XP_001654349.2|AAEG	LOC120780287|XP_039968489.1|BTRY
OG0000679	LOC5572891|XP_001654245.2|AAEG, LOC5572888|XP_001654244.1|AAEG, LOC5576067|XP_021713213.1|AAEG, LOC5568749|XP_001658126.1|AAEG, LOC5568745|XP_001658124.1|AAEG, LOC5568746|XP_021698051.1|AAEG, LOC5568744|XP_021698049.1|AAEG	LOC120775899|XP_039962224.1|BTRY
OG0000680	LOC5570450|XP_021696861.1|AAEG	LOC120773876|XP_039958965.1|BTRY, LOC120773880|XP_039958976.1|BTRY, LOC120773878|XP_039958970.1|BTRY
OG0000681	LOC5571511|XP_021704098.1|AAEG	LOC120773430|XP_039958244.1|BTRY
OG0000683	LOC5567780|XP_021712292.1|AAEG, LOC5567781|XP_001657682.1|AAEG, LOC5567779|XP_001657680.2|AAEG, LOC5565951|XP_021693916.1|AAEG	LOC120766329|XP_039947691.1|BTRY
OG0000684	LOC110681498|XP_021713031.1|AAEG, LOC5572598|XP_021711785.1|AAEG	LOC120782171|XP_039970241.1|BTRY
OG0000685	LOC5565927|XP_001650303.1|AAEG	LOC120772951|XP_039957791.1|BTRY
OG0000686	LOC5573238|XP_001660815.1|AAEG	LOC120781242|XP_039969316.1|BTRY, LOC120773579|XP_039958500.1|BTRY
OG0000687	LOC5571869|XP_001659976.1|AAEG, LOC110681189|XP_021712657.1|AAEG	LOC120776960|XP_039963984.1|BTRY
OG0000688	LOC5579438|XP_021697177.1|AAEG	LOC120772776|XP_039957486.1|BTRY
OG0000689	LOC5575898|XP_001655893.1|AAEG	LOC120770031|XP_039953075.1|BTRY
OG0000690	LOC5563622|XP_001647922.2|AAEG, LOC5576180|XP_001655977.1|AAEG, LOC5563613|XP_001647923.1|AAEG, LOC5563595|XP_001647921.1|AAEG	LOC120773565|XP_039958468.1|BTRY, LOC120773566|XP_039958469.1|BTRY
OG0000691	LOC5577893|XP_001663600.1|AAEG	LOC120777191|XP_039964294.1|BTRY
OG0000692	LOC5577134|XP_021699126.1|AAEG	LOC120779210|XP_039967421.1|BTRY, LOC120778127|XP_039965765.1|BTRY
OG0000693	LOC110676378|XP_021699721.1|AAEG	LOC120771158|XP_039954971.1|BTRY, LOC120782889|XP_039971371.1|BTRY
OG0000694	LOC5569581|XP_001658647.1|AAEG	LOC120774032|XP_039959264.1|BTRY
OG0000695	LOC110675169|XP_021695251.1|AAEG, LOC5575443|XP_021700367.1|AAEG	LOC120767751|XP_039949899.1|BTRY, LOC120781358|XP_039969503.1|BTRY
OG0000696	LOC5570960|XP_001659424.1|AAEG	LOC120768165|XP_039950663.1|BTRY
OG0000697	LOC5569502|XP_001658586.1|AAEG	LOC120781423|XP_039969578.1|BTRY
OG0000698	LOC5572825|XP_001654210.2|AAEG	LOC120768119|XP_039950603.1|BTRY, LOC120769374|XP_039952275.1|BTRY
OG0000699	LOC5572903|XP_021702732.1|AAEG	LOC120768226|XP_039950738.1|BTRY
OG0000700	LOC5572373|XP_021695335.1|AAEG	LOC120768126|XP_039950614.1|BTRY
OG0000701	LOC5572067|XP_001653834.1|AAEG	LOC120771893|XP_039956097.1|BTRY, LOC120776077|XP_039962480.1|BTRY
OG0000702	LOC5576021|XP_021711648.1|AAEG	LOC120781839|XP_039969995.1|BTRY
OG0000703	LOC5579187|XP_021706766.1|AAEG	LOC120770853|XP_039954392.1|BTRY
OG0000704	LOC5566167|XP_021710754.1|AAEG	LOC120775825|XP_039962115.1|BTRY
OG0000705	LOC5575011|XP_021708260.1|AAEG	LOC120776363|XP_039962873.1|BTRY
OG0000706	LOC5564887|XP_001649217.2|AAEG, LOC110677898|XP_021705469.1|AAEG	LOC120773351|XP_039958105.1|BTRY
OG0000707	LOC5576097|XP_001662443.1|AAEG	LOC120774249|XP_039959648.1|BTRY
OG0000708	LOC5575809|XP_021705328.1|AAEG	LOC120773437|XP_039958254.1|BTRY
OG0000709	LOC5563960|XP_001648293.2|AAEG	LOC120774189|XP_039959550.1|BTRY
OG0000710	LOC5570014|XP_001658903.1|AAEG	LOC120772668|XP_039957337.1|BTRY
OG0000711	LOC5577132|XP_021709303.1|AAEG	LOC120774260|XP_039959660.1|BTRY
OG0000712	LOC5573740|XP_001654768.2|AAEG	LOC120766277|XP_039947612.1|BTRY
OG0000713	LOC5574816|XP_001655376.1|AAEG	LOC120771290|XP_039955155.1|BTRY
OG0000714	LOC5566058|XP_001650424.1|AAEG	LOC120776187|XP_039962745.1|BTRY
OG0000715	LOC5566056|XP_001650428.1|AAEG	LOC120777705|XP_039965118.1|BTRY
OG0000716	LOC5578121|XP_001656819.1|AAEG	LOC120778741|XP_039966644.1|BTRY
OG0000724	LOC5565085|XP_001649429.1|AAEG	LOC120775707|XP_039961953.1|BTRY
OG0000726	LOC5577130|XP_021712611.1|AAEG	LOC120766296|XP_039947634.1|BTRY
OG0000727	LOC5565705|XP_021713193.1|AAEG	LOC120774034|XP_039959268.1|BTRY
OG0000728	LOC5573065|XP_021693529.1|AAEG	LOC120776543|XP_039963259.1|BTRY, LOC120782773|XP_039971178.1|BTRY
OG0000729	LOC5568367|XP_001658021.2|AAEG	LOC120766518|XP_039948019.1|BTRY
OG0000730	LOC5570667|XP_001659264.1|AAEG	LOC120776578|XP_039963276.1|BTRY
OG0000731	LOC5579031|XP_001664210.1|AAEG	LOC120772324|XP_039956789.1|BTRY
OG0000732	LOC5572199|XP_001653865.1|AAEG	LOC120776637|XP_039963390.1|BTRY
OG0000733	LOC5575492|XP_001662013.1|AAEG	LOC120778269|XP_039965982.1|BTRY
OG0000734	LOC5578486|XP_021699525.1|AAEG	LOC120777306|XP_039964465.1|BTRY
OG0000735	LOC5573851|XP_001654878.1|AAEG	LOC120775254|XP_039961269.1|BTRY
OG0000736	LOC5568814|XP_001658180.2|AAEG	LOC120768185|XP_039950687.1|BTRY
OG0000737	LOC5573076|XP_021702138.1|AAEG	LOC120774544|XP_039960207.1|BTRY, LOC120774701|XP_039960364.1|BTRY, LOC120775550|XP_039961711.1|BTRY, LOC120782137|XP_039970209.1|BTRY, LOC120779664|XP_039967957.1|BTRY, LOC120781594|XP_039969762.1|BTRY, LOC120778330|XP_039966058.1|BTRY
OG0000738	LOC5577544|XP_001656560.1|AAEG	LOC120774532|XP_039960179.1|BTRY, LOC120774465|XP_039960055.1|BTRY
OG0000739	LOC5575848|XP_001662256.1|AAEG	LOC120769188|XP_039952017.1|BTRY
OG0000740	LOC5568948|XP_021703190.1|AAEG	LOC120769587|XP_039952580.1|BTRY
OG0000740	LOC5572569|XP_001654085.2|AAEG	LOC120782338|XP_039970508.1|BTRY
OG0000741	LOC23687536|XP_021705281.1|AAEG	LOC120775681|XP_039961907.1|BTRY
OG0000742	LOC5570003|XP_021705592.1|AAEG	LOC120775564|XP_039961723.1|BTRY, LOC120773637|XP_039958580.1|BTRY
OG0000743	LOC5574874|XP_001655398.1|AAEG, LOC110681160|XP_021712620.1|AAEG	LOC120777027|XP_039964073.1|BTRY
OG0000744	LOC5565206|XP_001649565.2|AAEG, LOC5565220|XP_001649576.2|AAEG	LOC120771263|XP_039955114.1|BTRY
OG0000745	LOC5578669|XP_001657064.2|AAEG	LOC120774817|XP_039960555.1|BTRY
OG0000746	LOC110679049|XP_021708670.1|AAEG, LOC5569724|XP_001652949.1|AAEG	LOC120770348|XP_039953684.1|BTRY
OG0000753	LOC5574701|XP_021698366.1|AAEG	LOC120782584|XP_039970866.1|BTRY
OG0000754	LOC23687751|XP_021706737.1|AAEG	LOC120774193|XP_039959555.1|BTRY, LOC120775796|XP_039962074.1|BTRY
OG0000755	LOC5578924|XP_001657210.3|AAEG	LOC120782748|XP_039971125.1|BTRY
OG0000756	LOC5576731|XP_001656241.1|AAEG	LOC120781989|XP_039970090.1|BTRY
OG0000757	LOC5573994|XP_001661080.1|AAEG	LOC120777018|XP_039964065.1|BTRY
OG0000758	LOC5573302|XP_021698645.1|AAEG	LOC120777449|XP_039964700.1|BTRY, LOC120776692|XP_039963509.1|BTRY
OG0000759	LOC5567691|XP_001651852.3|AAEG	LOC120777578|XP_039964922.1|BTRY
OG0000760	LOC110680399|XP_021711897.1|AAEG, LOC5567456|XP_021701228.1|AAEG	LOC120772186|XP_039956570.1|BTRY
OG0000761	LOC5569446|XP_021702395.1|AAEG	LOC120774206|XP_039959587.1|BTRY
OG0000762	LOC5569068|XP_001658297.1|AAEG	LOC120768246|XP_039950771.1|BTRY
OG0000763	LOC5568174|XP_021703903.1|AAEG	LOC120767861|XP_039950109.1|BTRY, LOC120769012|XP_039951790.1|BTRY
OG0000764	LOC5567685|XP_021708653.1|AAEG	LOC120774111|XP_039959405.1|BTRY
OG0000765	LOC5576262|XP_001656034.2|AAEG	LOC120774411|XP_039959970.1|BTRY
OG0000766	LOC5571467|XP_001659718.2|AAEG	LOC120775821|XP_039962110.1|BTRY
OG0000767	LOC5568661|XP_021705791.1|AAEG	LOC120777098|XP_039964166.1|BTRY
OG0000768	LOC5577816|XP_001663586.1|AAEG	LOC120779170|XP_039967338.1|BTRY
OG0000769	LOC5572989|XP_021706132.1|AAEG	LOC120775506|XP_039961648.1|BTRY
OG0000770	LOC5579099|XP_001657293.2|AAEG, LOC110680759|XP_021712238.1|AAEG, LOC5579095|XP_001657289.2|AAEG, LOC5579094|XP_001657288.2|AAEG	LOC120770463|XP_039953893.1|BTRY, LOC120770468|XP_039953897.1|BTRY, LOC120770466|XP_039953895.1|BTRY, LOC120770464|XP_039953894.1|BTRY, LOC120770467|XP_039953896.1|BTRY
OG0000771	LOC5565457|XP_001649766.2|AAEG	LOC120777920|XP_039965438.1|BTRY, LOC120773931|XP_039959064.1|BTRY
OG0000778	LOC5572380|XP_021694486.1|AAEG	LOC120780464|XP_039968675.1|BTRY
OG0000779	LOC5576071|XP_001662401.2|AAEG, LOC5576070|XP_001662400.2|AAEG, LOC5567791|XP_021712201.1|AAEG, LOC5569560|XP_001658622.2|AAEG, LOC5564166|XP_001648508.2|AAEG	LOC120774928|XP_039960739.1|BTRY
OG0000780	LOC5564012|XP_001648334.2|AAEG, LOC5564011|XP_021697098.1|AAEG	LOC120775929|XP_039962269.1|BTRY, LOC120775688|XP_039961921.1|BTRY, LOC120775424|XP_039961540.1|BTRY
OG0000781	LOC5576472|XP_021700484.1|AAEG	LOC120775995|XP_039962361.1|BTRY
OG0000782	LOC5565070|XP_001649412.1|AAEG	LOC120773929|XP_039959062.1|BTRY
OG0000783	LOC5565051|XP_001649399.1|AAEG	LOC120773742|XP_039958737.1|BTRY
OG0000784	LOC5566654|XP_001651019.1|AAEG	LOC120773701|XP_039958669.1|BTRY
OG0000785	LOC5567616|XP_021713394.1|AAEG	LOC120771505|XP_039955496.1|BTRY
OG0000786	LOC5575790|XP_021693483.1|AAEG	LOC120767026|XP_039948800.1|BTRY
OG0000787	LOC5574159|XP_001655068.1|AAEG	LOC120778601|XP_039966408.1|BTRY
OG0000788	LOC5575938|XP_021699162.1|AAEG	LOC120777933|XP_039965449.1|BTRY
OG0000789	LOC5570933|XP_001659405.2|AAEG	LOC120769350|XP_039952247.1|BTRY
OG0000790	LOC5572784|XP_001654187.2|AAEG	LOC120769474|XP_039952427.1|BTRY
OG0000791	LOC5577917|XP_021702814.1|AAEG	LOC120768708|XP_039951415.1|BTRY
OG0000792	LOC110675237|XP_021695378.1|AAEG	LOC120772029|XP_039956333.1|BTRY, LOC120769032|XP_039951810.1|BTRY, LOC120768955|XP_039951678.1|BTRY
OG0000793	LOC5570063|XP_001653054.1|AAEG	LOC120775479|XP_039961612.1|BTRY, LOC120782280|XP_039970415.1|BTRY
OG0000794	LOC5578434|XP_001656949.2|AAEG, LOC5578484|XP_001656950.2|AAEG, LOC5578432|XP_021705735.1|AAEG	LOC120773426|XP_039958236.1|BTRY
OG0000795	LOC5568843|XP_001652571.1|AAEG	LOC120774035|XP_039959269.1|BTRY
OG0000796	LOC5568998|XP_021709572.1|AAEG	LOC120775582|XP_039961751.1|BTRY
OG0000797	LOC5571755|XP_001653781.1|AAEG	LOC120778004|XP_039965605.1|BTRY, LOC120777994|XP_039965582.1|BTRY
OG0000798	LOC5573757|XP_021708658.1|AAEG	LOC120770192|XP_039953357.1|BTRY
OG0000799	LOC5575386|XP_001655738.1|AAEG	LOC120773065|XP_039957937.1|BTRY, LOC120773998|XP_039959208.1|BTRY
OG0000800	LOC5573628|XP_021707174.1|AAEG, LOC5563820|XP_001648101.2|AAEG, LOC5563814|XP_001648100.2|AAEG, LOC5563817|XP_021711616.1|AAEG	LOC120774797|XP_039960523.1|BTRY
OG0000800	LOC5563996|XP_021707646.1|AAEG	LOC120778314|XP_039966041.1|BTRY
OG0000801	LOC5568707|XP_001652531.1|AAEG	LOC120772115|XP_039956460.1|BTRY
OG0000802	LOC5567358|XP_001657370.2|AAEG	LOC120778880|XP_039966857.1|BTRY, LOC120775075|XP_039961000.1|BTRY
OG0000810	LOC5578919|XP_001657205.2|AAEG	LOC120770073|XP_039953136.1|BTRY, LOC120772971|XP_039957812.1|BTRY, LOC120771755|XP_039955870.1|BTRY, LOC120778366|XP_039966087.1|BTRY
OG0000811	LOC5566120|XP_001650490.2|AAEG	LOC120771809|XP_039955948.1|BTRY
OG0000812	LOC5568127|XP_021696627.1|AAEG	LOC120775281|XP_039961314.1|BTRY
OG0000814	LOC5567710|XP_001651876.1|AAEG	LOC120767334|XP_039949212.1|BTRY
OG0000815	LOC5564950|XP_021701900.1|AAEG, LOC5575209|XP_021701902.1|AAEG, LOC5575211|XP_001661846.2|AAEG	LOC120768159|XP_039950654.1|BTRY, LOC120768954|XP_039951677.1|BTRY
OG0000816	LOC5564019|XP_021702806.1|AAEG	LOC120775669|XP_039961872.1|BTRY
OG0000818	LOC5576102|XP_001662447.1|AAEG	LOC120775462|XP_039961582.1|BTRY
OG0000819	LOC5568992|XP_021707431.1|AAEG	LOC120775543|XP_039961702.1|BTRY
OG0000820	LOC5579797|XP_021706989.1|AAEG	LOC120771555|XP_039955552.1|BTRY, LOC120772520|XP_039957109.1|BTRY
OG0000821	LOC5573067|XP_001654398.2|AAEG	LOC120772757|XP_039957459.1|BTRY
OG0000822	LOC5573841|XP_001654866.1|AAEG	LOC120775399|XP_039961495.1|BTRY
OG0000830	LOC5566467|XP_001650849.1|AAEG, LOC5566468|XP_001650850.1|AAEG, LOC5566471|XP_001650855.1|AAEG, LOC5566470|XP_001650852.2|AAEG	LOC120774246|XP_039959645.1|BTRY, LOC120775157|XP_039961129.1|BTRY
OG0000831	LOC5578573|XP_001663963.2|AAEG, LOC5574451|XP_001661466.2|AAEG, LOC5571091|XP_001659531.1|AAEG	LOC120778940|XP_039966934.1|BTRY
OG0000832	LOC5575640|XP_001655787.1|AAEG	LOC120772198|XP_039956598.1|BTRY
OG0000833	LOC5572312|XP_001654001.2|AAEG	LOC120778042|XP_039965651.1|BTRY
OG0000834	LOC5578133|XP_021696267.1|AAEG	LOC120766868|XP_039948532.1|BTRY, LOC120780757|XP_039968946.1|BTRY, LOC120769278|XP_039952168.1|BTRY, LOC120769108|XP_039951937.1|BTRY, LOC120780576|XP_039968772.1|BTRY, LOC120780644|XP_039968843.1|BTRY
OG0000836	LOC5571557|XP_001659779.1|AAEG	LOC120781419|XP_039969566.1|BTRY
OG0000837	LOC5564880|XP_021710587.1|AAEG	LOC120773390|XP_039958158.1|BTRY
OG0000838	LOC5571070|XP_001659510.2|AAEG	LOC120769530|XP_039952503.1|BTRY, LOC120768167|XP_039950665.1|BTRY
OG0000839	LOC5567590|XP_021704529.1|AAEG	LOC120782411|XP_039970593.1|BTRY
OG0000840	LOC5568658|XP_021705463.1|AAEG	LOC120775062|XP_039960976.1|BTRY
OG0000842	LOC5565224|XP_001649557.2|AAEG	LOC120771230|XP_039955075.1|BTRY
OG0000843	LOC5575084|XP_001661802.1|AAEG	LOC120767219|XP_039948968.1|BTRY
OG0000844	LOC5568444|XP_021706258.1|AAEG	LOC120772952|XP_039957787.1|BTRY
OG0000853	LOC110677782|XP_021704938.1|AAEG, LOC110676413|XP_021699900.1|AAEG, LOC110674619|XP_021694405.1|AAEG, LOC5578241|XP_021702587.1|AAEG, LOC110679413|XP_021709629.1|AAEG, LOC110674712|XP_021694459.1|AAEG, LOC110676941|XP_021702580.1|AAEG, LOC110676161|XP_021698647.1|AAEG, LOC110678847|XP_021708059.1|AAEG, LOC110674188|XP_021693894.1|AAEG, LOC110674103|XP_021693420.1|AAEG, LOC110676683|XP_021701210.1|AAEG, LOC110677229|XP_021703981.1|AAEG, LOC110676177|XP_021698686.1|AAEG, LOC110675142|XP_021695215.1|AAEG, LOC110677716|XP_021704571.1|AAEG, LOC110678096|XP_021706382.1|AAEG	LOC120772864|XP_039957627.1|BTRY
OG0000854	LOC5575256|XP_021694868.1|AAEG	LOC120775175|XP_039961162.1|BTRY
OG0000855	LOC5564916|XP_001649261.1|AAEG	LOC120773441|XP_039958257.1|BTRY
OG0000856	LOC5569202|XP_021699577.1|AAEG	LOC120777247|XP_039964372.1|BTRY
OG0000857	LOC5568410|XP_021706344.1|AAEG, LOC5568408|XP_001658060.1|AAEG, LOC5572935|XP_001660658.2|AAEG, LOC110681143|XP_021712605.1|AAEG	LOC120775727|XP_039961977.1|BTRY, LOC120775728|XP_039961978.1|BTRY, LOC120775725|XP_039961975.1|BTRY
OG0000858	LOC5563593|XP_001647843.2|AAEG, LOC5563570|XP_021693065.1|AAEG	LOC120766865|XP_039948533.1|BTRY, LOC120766875|XP_039948543.1|BTRY
OG0000860	LOC23687882|XP_021695499.1|AAEG	LOC120776818|XP_039963769.1|BTRY
OG0000861	LOC5579974|XP_021697396.1|AAEG	LOC120770507|XP_039953969.1|BTRY
OG0000862	LOC5578595|XP_021697871.1|AAEG	LOC120770600|XP_039954136.1|BTRY
OG0000863	LOC5569153|XP_021712379.1|AAEG, LOC5579040|XP_001664217.2|AAEG	LOC120777304|XP_039964456.1|BTRY
OG0000864	LOC5574382|XP_021700100.1|AAEG	LOC120774119|XP_039959414.1|BTRY
OG0000865	LOC110676550|XP_021700543.1|AAEG	LOC120766549|XP_039948069.1|BTRY
OG0000866	LOC5565764|XP_021700881.1|AAEG	LOC120767427|XP_039949404.1|BTRY
OG0000867	LOC5566526|XP_001650903.1|AAEG	LOC120769201|XP_039952030.1|BTRY
OG0000868	LOC5575799|XP_001662225.1|AAEG	LOC120775630|XP_039961818.1|BTRY
OG0000869	LOC110679428|XP_021709657.1|AAEG	LOC120782245|XP_039970346.1|BTRY
OG0000871	LOC5563912|XP_021709764.1|AAEG	LOC120770580|XP_039954094.1|BTRY
OG0000872	LOC5579795|XP_001648107.1|AAEG	LOC120772394|XP_039956919.1|BTRY
OG0000873	LOC5570660|XP_021705398.1|AAEG, LOC5578723|XP_021705681.1|AAEG, LOC5574699|XP_021710974.1|AAEG	LOC120777986|XP_039965559.1|BTRY, LOC120776591|XP_039963293.1|BTRY
OG0000874	LOC5568583|XP_021711564.1|AAEG	LOC120770902|XP_039954507.1|BTRY
OG0000875	LOC5569144|XP_021704184.1|AAEG	LOC120770563|XP_039954079.1|BTRY, LOC120778610|XP_039966422.1|BTRY
OG0000882	LOC5574255|XP_001661310.1|AAEG	LOC120774291|XP_039959730.1|BTRY
OG0000883	LOC5572260|XP_021706275.1|AAEG, LOC5577890|XP_001663596.2|AAEG, LOC5576983|XP_001663083.2|AAEG, LOC110681455|XP_021712908.1|AAEG, LOC5564732|XP_001649072.2|AAEG	LOC120776018|XP_039962396.1|BTRY
OG0000884	LOC5578384|XP_021707387.1|AAEG	LOC120775340|XP_039961418.1|BTRY
OG0000885	LOC5576671|XP_021712970.1|AAEG, LOC5576669|XP_001662811.1|AAEG, LOC5576675|XP_001662810.2|AAEG, LOC5576677|XP_001662809.2|AAEG, LOC5576673|XP_001662808.1|AAEG	LOC120774517|XP_039960149.1|BTRY
OG0000887	LOC5574709|XP_021697236.1|AAEG, LOC110675781|XP_021697241.1|AAEG, LOC5574710|XP_001661611.2|AAEG, LOC5564321|XP_001648679.1|AAEG	LOC120773605|XP_039958539.1|BTRY
OG0000888	LOC5577573|XP_021697247.1|AAEG	LOC120776533|XP_039963201.1|BTRY, LOC120777068|XP_039964128.1|BTRY
OG0000889	LOC5565345|XP_001649691.2|AAEG, LOC5569614|XP_001652895.2|AAEG, LOC5569613|XP_001652894.2|AAEG, LOC5569626|XP_001652896.2|AAEG, LOC5569611|XP_001652892.2|AAEG, LOC5569610|XP_001652891.1|AAEG, LOC5569609|XP_001652890.1|AAEG	LOC120778820|XP_039966759.1|BTRY
OG0000890	LOC5572876|XP_001660628.1|AAEG	LOC120772751|XP_039957448.1|BTRY
OG0000891	LOC5571677|XP_021701172.1|AAEG	LOC120769734|XP_039952818.1|BTRY
OG0000892	LOC5573804|XP_001661052.1|AAEG	LOC120779101|XP_039967201.1|BTRY
OG0000893	LOC5577455|XP_021710131.1|AAEG, LOC110679543|XP_021710135.1|AAEG	LOC120766495|XP_039947980.1|BTRY
OG0000894	LOC5572954|XP_001654283.2|AAEG	LOC120782827|XP_039971281.1|BTRY
OG0000895	LOC5578431|XP_021704726.1|AAEG	LOC120772037|XP_039956342.1|BTRY
OG0000907	LOC5569936|XP_001658828.2|AAEG	LOC120772753|XP_039957450.1|BTRY
OG0000909	LOC5580100|XP_001654851.1|AAEG	LOC120766740|XP_039948340.1|BTRY
OG0000910	LOC5570090|XP_021696583.1|AAEG	LOC120773984|XP_039959175.1|BTRY
OG0000911	LOC5568878|XP_021698401.1|AAEG	LOC120772726|XP_039957422.1|BTRY
OG0000912	LOC5569590|XP_001652874.1|AAEG	LOC120776476|XP_039963086.1|BTRY
OG0000913	LOC5572905|XP_021699829.1|AAEG	LOC120777200|XP_039964303.1|BTRY
OG0000914	LOC5565692|XP_001650041.1|AAEG, LOC5577609|XP_001656603.1|AAEG, LOC5577610|XP_001656604.1|AAEG, LOC5577605|XP_001656599.2|AAEG, LOC5577607|XP_001656601.2|AAEG	LOC120772170|XP_039956544.1|BTRY
OG0000915	LOC110675850|XP_021697446.1|AAEG, LOC110681284|XP_021712741.1|AAEG	LOC120772008|XP_039956302.1|BTRY
OG0000916	LOC5563777|XP_021702027.1|AAEG	LOC120767306|XP_039949146.1|BTRY
OG0000917	LOC5567991|XP_021703538.1|AAEG	LOC120767326|XP_039949201.1|BTRY
OG0000918	LOC5565834|XP_021703643.1|AAEG	LOC120769701|XP_039952763.1|BTRY
OG0000920	LOC5567191|XP_021707974.1|AAEG, LOC5567193|XP_021707701.1|AAEG, LOC5567194|XP_001651623.2|AAEG, LOC5571093|XP_021706131.1|AAEG	LOC120774066|XP_039959306.1|BTRY
OG0000921	LOC23687653|XP_021704447.1|AAEG, LOC110677691|XP_021704448.1|AAEG	LOC120775144|XP_039961106.1|BTRY
OG0000922	LOC5573598|XP_001654732.1|AAEG	LOC120776974|XP_039964002.1|BTRY, LOC120778996|XP_039967033.1|BTRY, LOC120778997|XP_039967034.1|BTRY
OG0000923	LOC5564768|XP_001649141.1|AAEG	LOC120782266|XP_039970376.1|BTRY, LOC120772828|XP_039957568.1|BTRY
OG0000924	LOC5574190|XP_021707483.1|AAEG	LOC120774845|XP_039960596.1|BTRY
OG0000925	LOC5564141|XP_001648436.1|AAEG	LOC120781343|XP_039969481.1|BTRY
OG0000936	LOC5574975|XP_001655445.1|AAEG	LOC120780309|XP_039968536.1|BTRY
OG0000937	LOC5577955|XP_021703650.1|AAEG, LOC5577953|XP_021703600.1|AAEG	LOC120777080|XP_039964147.1|BTRY, LOC120773775|XP_039958793.1|BTRY, LOC120773372|XP_039958134.1|BTRY
OG0000938	LOC23687618|XP_011493218.1|AAEG	LOC120773905|XP_039959019.1|BTRY
OG0000939	LOC5575294|XP_001655660.2|AAEG	LOC120768922|XP_039951631.1|BTRY
OG0000940	LOC5568539|XP_001652369.2|AAEG	LOC120773988|XP_039959185.1|BTRY
OG0000941	LOC5568465|XP_001652294.1|AAEG	LOC120774258|XP_039959658.1|BTRY
OG0000943	LOC5565788|XP_021698361.1|AAEG, LOC5564315|XP_021711753.1|AAEG	LOC120781099|XP_039969176.1|BTRY
OG0000944	LOC5564895|XP_021698610.1|AAEG	LOC120774959|XP_039960779.1|BTRY
OG0000945	LOC5567118|XP_001651535.2|AAEG	LOC120771938|XP_039956169.1|BTRY
OG0000946	LOC5563808|XP_001648088.2|AAEG, LOC5563807|XP_021701297.1|AAEG	LOC120776694|XP_039963513.1|BTRY
OG0000947	LOC5573138|XP_001660754.1|AAEG, LOC5573170|XP_021703267.1|AAEG, LOC5573169|XP_001660785.1|AAEG	LOC120771371|XP_039955264.1|BTRY
OG0000948	LOC5570305|XP_001653129.2|AAEG	LOC120777806|XP_039965274.1|BTRY
OG0000949	LOC5577433|XP_021706252.1|AAEG	LOC120775098|XP_039961039.1|BTRY
OG0000950	LOC5570062|XP_021710514.1|AAEG	LOC120774043|XP_039959277.1|BTRY
OG0000951	LOC5567383|XP_001651784.1|AAEG	LOC120766831|XP_039948476.1|BTRY
OG0000952	LOC5574823|XP_001655383.2|AAEG	LOC120767446|XP_039949443.1|BTRY
OG0000963	LOC5578882|XP_001664091.2|AAEG, LOC5565507|XP_001649836.2|AAEG	LOC120775499|XP_039961640.1|BTRY, LOC120775027|XP_039960918.1|BTRY
OG0000964	LOC5570125|XP_021694878.1|AAEG, LOC5572710|XP_001660530.2|AAEG, LOC110679470|XP_021709836.1|AAEG	LOC120772372|XP_039956892.1|BTRY
OG0000965	LOC5580119|XP_021699182.1|AAEG, LOC110674016|XP_021711922.1|AAEG	LOC120774944|XP_039960757.1|BTRY
OG0000966	LOC5564065|XP_001648396.2|AAEG	LOC120780240|XP_039968432.1|BTRY
OG0000968	LOC5565995|XP_021697516.1|AAEG, LOC5574905|XP_021697282.1|AAEG	LOC120777684|XP_039965091.1|BTRY
OG0000969	LOC5572867|XP_001660626.1|AAEG	LOC120772178|XP_039956560.1|BTRY
