Orthogroup	AAEG.longest_only	DELE.longest_only
OG0001158	LOC5579227|XP_001664307.1|AAEG	LOC108149541|XP_017132667.1|DELE
OG0001159	LOC5577246|XP_021710377.1|AAEG	LOC108148638|XP_017131242.1|DELE
OG0001160	LOC5577411|XP_001656491.2|AAEG	LOC108141128|XP_017119837.1|DELE
OG0001161	LOC5566642|XP_021711748.1|AAEG	LOC108139181|XP_017117291.1|DELE
OG0001162	LOC5576344|XP_021693313.1|AAEG	LOC108139302|XP_017117490.1|DELE
OG0001164	LOC5575602|XP_001662091.2|AAEG	LOC108143851|XP_017123901.1|DELE
OG0001165	LOC5565600|XP_021693794.1|AAEG	LOC108143431|XP_017123334.1|DELE
OG0001167	LOC5577554|XP_021696671.1|AAEG	LOC108134610|XP_017110473.1|DELE, LOC108141832|XP_017120905.1|DELE
OG0001168	LOC5572693|XP_001660512.1|AAEG	LOC108137957|XP_017115406.1|DELE
OG0001169	LOC5567092|XP_021697463.1|AAEG, LOC5566849|XP_001651270.2|AAEG	LOC108136178|XP_017112664.1|DELE, LOC108136354|XP_017112952.1|DELE
OG0001170	LOC5568877|XP_001652599.2|AAEG	LOC108148508|XP_017131035.1|DELE
OG0001171	LOC5572977|XP_021698415.1|AAEG	LOC108150250|XP_017133803.1|DELE
OG0001172	LOC5566033|XP_021698883.1|AAEG	LOC108143535|XP_017123521.1|DELE
OG0001173	LOC5576977|XP_001663072.2|AAEG	LOC108142931|XP_017122514.1|DELE
OG0001174	LOC5569279|XP_001652811.1|AAEG	LOC108142178|XP_017121351.1|DELE, LOC108142179|XP_017121352.1|DELE
OG0001175	LOC5574385|XP_001661410.2|AAEG	LOC108144787|XP_017125387.1|DELE
OG0001176	LOC5571149|XP_021700283.1|AAEG	LOC108141300|XP_017120054.1|DELE, LOC108149737|XP_017133002.1|DELE
OG0001177	LOC5569526|XP_021704024.1|AAEG	LOC108138815|XP_017116800.1|DELE
OG0001178	LOC110676927|XP_021702495.1|AAEG	LOC108145514|XP_017126475.1|DELE
OG0001179	LOC5577540|XP_001656556.3|AAEG	LOC108144698|XP_017125276.1|DELE
OG0001180	LOC5568068|XP_001652002.1|AAEG	LOC108145298|XP_017126108.1|DELE
OG0001181	LOC5575371|XP_001661902.2|AAEG	LOC108136115|XP_017112584.1|DELE
OG0001182	LOC5571228|XP_001653528.1|AAEG, LOC5571227|XP_021707004.1|AAEG	LOC108147261|XP_017129148.1|DELE
OG0001183	LOC5564518|XP_021705619.1|AAEG	LOC108140588|XP_017118963.1|DELE
OG0001185	LOC5575995|XP_021707351.1|AAEG	LOC108148260|XP_017130696.1|DELE
OG0001186	LOC5568008|XP_021708299.1|AAEG	LOC108141159|XP_017119875.1|DELE
OG0001187	LOC5578526|XP_001663917.1|AAEG, LOC5578524|XP_001663915.2|AAEG	LOC108149761|XP_017133066.1|DELE
OG0001188	LOC5579654|XP_001648128.2|AAEG	LOC108143449|XP_017123369.1|DELE
OG0001189	LOC5565498|XP_021705339.1|AAEG, LOC5568971|XP_001652631.2|AAEG	LOC108149197|XP_017132111.1|DELE
OG0001190	LOC5565484|XP_021707036.1|AAEG, LOC110680425|XP_021711915.1|AAEG, LOC5565483|XP_021706750.1|AAEG	LOC108140915|XP_017119458.1|DELE
OG0001191	LOC5574691|XP_021708304.1|AAEG, LOC5574688|XP_021707897.1|AAEG	LOC108142135|XP_017121320.1|DELE
OG0001192	LOC5563930|XP_021705115.1|AAEG	LOC108150699|XP_017134452.1|DELE
OG0001193	LOC5572088|XP_001660168.1|AAEG, LOC110680475|XP_021711974.1|AAEG	LOC108140617|XP_017119019.1|DELE
OG0001194	LOC5578080|XP_001656773.1|AAEG	LOC108147668|XP_017129844.1|DELE
OG0001195	LOC5568267|XP_001657964.2|AAEG	LOC108145371|XP_017126254.1|DELE
OG0001201	LOC5564649|XP_001648985.2|AAEG, LOC5572031|XP_001660136.1|AAEG, LOC110678423|XP_021706974.1|AAEG, LOC5564633|XP_001648987.2|AAEG	LOC108143870|XP_017123926.1|DELE
OG0001202	LOC5572017|XP_001660128.1|AAEG	LOC108140909|XP_017119451.1|DELE
OG0001203	LOC5574322|XP_021694574.1|AAEG, LOC110681443|XP_021712896.1|AAEG, LOC110674735|XP_021694562.1|AAEG	LOC108145311|XP_017126144.1|DELE
OG0001204	LOC5574716|XP_001655300.2|AAEG	LOC108149508|XP_017132624.1|DELE
OG0001205	LOC5575088|XP_001661798.1|AAEG	LOC108137473|XP_017114669.1|DELE
OG0001206	LOC5572256|XP_021695027.1|AAEG	LOC108136838|XP_017113747.1|DELE
OG0001207	LOC5578378|XP_021695131.1|AAEG	LOC108136450|XP_017113118.1|DELE
OG0001208	LOC5576373|XP_021695474.1|AAEG	LOC108137268|XP_017114351.1|DELE
OG0001209	LOC5579262|XP_021696013.1|AAEG, LOC5571213|XP_021696002.1|AAEG	LOC108136862|XP_017113790.1|DELE
OG0001210	LOC5576886|XP_021703422.1|AAEG, LOC5576881|XP_021703451.1|AAEG	LOC108135436|XP_017111664.1|DELE
OG0001211	LOC5567066|XP_021712826.1|AAEG	LOC108141227|XP_017119971.1|DELE
OG0001212	LOC5580010|XP_001653890.2|AAEG	LOC108138574|XP_017116345.1|DELE
OG0001213	LOC5564694|XP_021692994.1|AAEG, LOC5564683|XP_001649031.3|AAEG, LOC5564679|XP_001649029.3|AAEG, LOC5564684|XP_001649030.2|AAEG	LOC108140805|XP_017119293.1|DELE
OG0001214	LOC5576401|XP_001662611.1|AAEG	LOC108137391|XP_017114539.1|DELE
OG0001215	LOC5573442|XP_021693624.1|AAEG, LOC5573437|XP_021693618.1|AAEG	LOC108148346|XP_017130847.1|DELE
OG0001216	LOC5564193|XP_001648534.2|AAEG, LOC5576567|XP_021693630.1|AAEG	LOC108140645|XP_017119057.1|DELE
OG0001217	LOC5564004|XP_021693760.1|AAEG	LOC108139267|XP_017117447.1|DELE, LOC108136751|XP_017113591.1|DELE
OG0001218	LOC5578916|XP_001657200.2|AAEG, LOC110674344|XP_021694332.1|AAEG	LOC108148676|XP_017131302.1|DELE
OG0001220	LOC5568477|XP_001652310.1|AAEG, LOC5568476|XP_021695984.1|AAEG	LOC108147372|XP_017129296.1|DELE
OG0001221	LOC23687552|XP_021696190.1|AAEG, LOC5579458|XP_021696193.1|AAEG, LOC110676294|XP_021699295.1|AAEG, LOC110676293|XP_021699294.1|AAEG	LOC108145473|XP_017126415.1|DELE
OG0001223	LOC5576043|XP_001662373.2|AAEG	LOC108142157|XP_017121330.1|DELE
OG0001224	LOC110681315|XP_021712765.1|AAEG, LOC5565487|XP_001649850.1|AAEG	LOC108144901|XP_017125551.1|DELE
OG0001225	LOC5575931|XP_021699426.1|AAEG, LOC5575933|XP_001655925.2|AAEG	LOC108149610|XP_017132801.1|DELE
OG0001226	LOC5578269|XP_001663796.1|AAEG	LOC108144782|XP_017125382.1|DELE
OG0001227	LOC5574306|XP_001655087.1|AAEG	LOC108138045|XP_017115506.1|DELE
OG0001228	LOC5572246|XP_001653940.1|AAEG	LOC108134875|XP_017110857.1|DELE
OG0001229	LOC5572327|XP_021701837.1|AAEG	LOC108149906|XP_017133297.1|DELE
OG0001230	LOC5564611|XP_021701962.1|AAEG	LOC108137941|XP_017115388.1|DELE
OG0001231	LOC5576034|XP_001655975.1|AAEG	LOC108135182|XP_017111288.1|DELE
OG0001232	LOC5573898|XP_001654934.2|AAEG	LOC108138914|XP_017116962.1|DELE
OG0001233	LOC5573900|XP_021703334.1|AAEG	LOC108138337|XP_017115990.1|DELE
OG0001234	LOC5567996|XP_001657823.1|AAEG	LOC108141474|XP_017120370.1|DELE
OG0001235	LOC5568075|XP_001652011.2|AAEG, LOC5568073|XP_011493035.2|AAEG	LOC108137862|XP_017115283.1|DELE
OG0001236	LOC5575375|XP_021706184.1|AAEG, LOC110681257|XP_021712720.1|AAEG	LOC108142636|XP_017122121.1|DELE, LOC108142843|XP_017122401.1|DELE, LOC108142250|XP_017121458.1|DELE
OG0001237	LOC5579027|XP_021708950.1|AAEG	LOC108146615|XP_017128150.1|DELE, LOC108136767|XP_017113617.1|DELE
OG0001238	LOC5573338|XP_021705177.1|AAEG	LOC108147213|XP_017129061.1|DELE
OG0001239	LOC5570022|XP_021709007.1|AAEG, LOC5565203|XP_021706967.1|AAEG, LOC5577994|XP_021707759.1|AAEG	LOC108135819|XP_017112185.1|DELE
OG0001240	LOC5575403|XP_001661923.2|AAEG, LOC5575404|XP_021707219.1|AAEG, LOC5575406|XP_021707233.1|AAEG	LOC108147238|XP_017129125.1|DELE
OG0001241	LOC5573887|XP_021709538.1|AAEG	LOC108137907|XP_017115336.1|DELE
OG0001242	LOC5563955|XP_001648308.1|AAEG	LOC108150121|XP_017133577.1|DELE, LOC108147713|XP_017129925.1|DELE
OG0001244	LOC110677631|XP_021704120.1|AAEG	LOC108139185|XP_017117299.1|DELE
OG0001245	LOC5574238|XP_001661286.2|AAEG	LOC108136673|XP_017113485.1|DELE
OG0001246	LOC5566857|XP_021710437.1|AAEG, LOC5566854|XP_001651279.2|AAEG, LOC5566856|XP_001651282.2|AAEG	LOC108144196|XP_017124354.1|DELE
OG0001247	LOC5566538|XP_021708940.1|AAEG	LOC108134543|XP_017110384.1|DELE
OG0001248	LOC5565422|XP_021710530.1|AAEG	LOC108150185|XP_017133669.1|DELE
OG0001249	LOC5569493|XP_021711683.1|AAEG	LOC108148462|XP_017130983.1|DELE, LOC108141213|XP_017119955.1|DELE
OG0001257	LOC5574316|XP_021694563.1|AAEG	LOC108145268|XP_017126037.1|DELE, LOC108145267|XP_017126030.1|DELE
OG0001258	LOC5577550|XP_001663426.1|AAEG	LOC108144021|XP_017124136.1|DELE
OG0001259	LOC5573522|XP_021703730.1|AAEG, LOC110678884|XP_021708156.1|AAEG	LOC108137124|XP_017114150.1|DELE
OG0001260	LOC5571803|XP_001659934.2|AAEG, LOC5571799|XP_021709524.1|AAEG	LOC108135137|XP_017111235.1|DELE
OG0001261	LOC5572383|XP_001654039.1|AAEG	LOC108144681|XP_017125237.1|DELE
OG0001263	LOC5572162|XP_021701521.1|AAEG	LOC108147655|XP_017129824.1|DELE, LOC108143066|XP_017122769.1|DELE
OG0001264	LOC5575506|XP_021702723.1|AAEG, LOC5576313|XP_021702589.1|AAEG	LOC108134747|XP_017110676.1|DELE
OG0001265	LOC110677665|XP_021704331.1|AAEG	LOC108136242|XP_017112767.1|DELE
OG0001266	LOC110681386|XP_021712818.1|AAEG, LOC5575369|XP_001661899.2|AAEG, LOC5565134|XP_021710211.1|AAEG, LOC110680911|XP_021712391.1|AAEG, LOC5566192|XP_021712276.1|AAEG	LOC108149631|XP_017132850.1|DELE
OG0001267	LOC5577500|XP_021711550.1|AAEG, LOC5577506|XP_021711759.1|AAEG	LOC108148921|XP_017131726.1|DELE
OG0001269	LOC110680993|XP_021712453.1|AAEG	LOC108140184|XP_017118377.1|DELE, LOC108139993|XP_017118188.1|DELE, LOC108139595|XP_017117809.1|DELE
OG0001269	LOC5578532|XP_001663924.1|AAEG	LOC108144392|XP_017124660.1|DELE
OG0001270	LOC5579659|XP_021706346.1|AAEG, LOC5576400|XP_001662612.2|AAEG	LOC108137456|XP_017114643.1|DELE
OG0001271	LOC110675398|XP_021696016.1|AAEG, LOC5573476|XP_021696019.1|AAEG	LOC108141468|XP_017120363.1|DELE
OG0001272	LOC5576415|XP_001656118.2|AAEG	LOC108146321|XP_017127774.1|DELE
OG0001273	LOC5568324|XP_001652203.1|AAEG, LOC5574558|XP_001661508.2|AAEG, LOC5579347|XP_001647653.1|AAEG	LOC108140442|XP_017118661.1|DELE
OG0001274	LOC5573423|XP_021697822.1|AAEG, LOC5573422|XP_001654598.1|AAEG	LOC108142614|XP_017122085.1|DELE
OG0001276	LOC5574001|XP_021698011.1|AAEG	LOC108146305|XP_017127746.1|DELE, LOC108145755|XP_017126808.1|DELE
OG0001277	LOC5573676|XP_021698208.1|AAEG	LOC108145821|XP_017126915.1|DELE
OG0001278	LOC5564225|XP_021698341.1|AAEG	LOC108150209|XP_017133710.1|DELE
OG0001279	LOC110680939|XP_021712413.1|AAEG, LOC5564226|XP_001648567.1|AAEG	LOC108142860|XP_017122419.1|DELE
OG0001280	LOC5570785|XP_001653294.1|AAEG	LOC108146001|XP_017127245.1|DELE
OG0001281	LOC5574271|XP_021698956.1|AAEG, LOC5574268|XP_021698957.1|AAEG	LOC108146431|XP_017127923.1|DELE
OG0001282	LOC5563618|XP_001647854.2|AAEG	LOC108139054|XP_017117162.1|DELE
OG0001283	LOC5577288|XP_021699171.1|AAEG	LOC108141357|XP_017120166.1|DELE
OG0001284	LOC5571151|XP_001653462.1|AAEG	LOC108149950|XP_017133355.1|DELE, LOC108140942|XP_017119501.1|DELE
OG0001285	LOC5569141|XP_001652750.1|AAEG, LOC5568649|XP_021700323.1|AAEG	LOC108146150|XP_017127502.1|DELE
OG0001286	LOC5564989|XP_001649339.1|AAEG	LOC108142128|XP_017121313.1|DELE
OG0001287	LOC110676842|XP_021701923.1|AAEG, LOC5577104|XP_021701924.1|AAEG, LOC5568562|XP_021710811.1|AAEG	LOC108135921|XP_017112357.1|DELE
OG0001288	LOC5567008|XP_021703513.1|AAEG	LOC108149446|XP_017132529.1|DELE
OG0001289	LOC5568175|XP_001652111.2|AAEG	LOC108141739|XP_017120721.1|DELE
OG0001290	LOC110675257|XP_021695397.1|AAEG, LOC5569762|XP_021704073.1|AAEG	LOC108147814|XP_017130046.1|DELE
OG0001291	LOC5566684|XP_001651086.1|AAEG	LOC108137629|XP_017114904.1|DELE, LOC108144478|XP_017124892.1|DELE
OG0001292	LOC5568574|XP_021711516.1|AAEG, LOC5568577|XP_021711532.1|AAEG, LOC5570321|XP_001653147.2|AAEG	LOC108144349|XP_017124586.1|DELE
OG0001293	LOC5571889|XP_001653807.1|AAEG	LOC108149924|XP_017133330.1|DELE
OG0001294	LOC5575103|XP_001661825.1|AAEG	LOC108150161|XP_017133620.1|DELE, LOC108139260|XP_017117434.1|DELE
OG0001295	LOC5568526|XP_001652354.1|AAEG	LOC108134921|XP_017110925.1|DELE
OG0001296	LOC5566412|XP_021706306.1|AAEG	LOC108146783|XP_017128434.1|DELE
OG0001297	LOC110680522|XP_021712011.1|AAEG, LOC5570070|XP_001653056.1|AAEG	LOC108142966|XP_017122602.1|DELE
OG0001298	LOC5567321|XP_021706418.1|AAEG, LOC5572310|XP_021710720.1|AAEG, LOC5578735|XP_021707558.1|AAEG	LOC108141215|XP_017119956.1|DELE
OG0001299	LOC5574559|XP_021704813.1|AAEG, LOC5567394|XP_021706377.1|AAEG	LOC108146079|XP_017127384.1|DELE
OG0001300	LOC5579186|XP_001664282.1|AAEG	LOC108137007|XP_017113993.1|DELE
OG0001301	LOC5569995|XP_001658885.2|AAEG, LOC5569998|XP_021707205.1|AAEG	LOC108135187|XP_017111297.1|DELE
OG0001302	LOC5564892|XP_021705408.1|AAEG	LOC108145039|XP_017125713.1|DELE
OG0001303	LOC5575416|XP_001661937.2|AAEG	LOC108135239|XP_017111394.1|DELE
OG0001304	LOC5572317|XP_021709111.1|AAEG	LOC108147581|XP_017129701.1|DELE
OG0001305	LOC5569430|XP_021710293.1|AAEG	LOC108137457|XP_017114646.1|DELE
OG0001306	LOC5575994|XP_021707386.1|AAEG	LOC108135813|XP_017112181.1|DELE
OG0001307	LOC5569652|XP_001652914.1|AAEG, LOC110673996|XP_021712917.1|AAEG	LOC108142589|XP_017122042.1|DELE
OG0001308	LOC5564183|XP_021710068.1|AAEG	LOC108136299|XP_017112873.1|DELE
OG0001309	LOC5578478|XP_001657001.1|AAEG, LOC110678731|XP_021707688.1|AAEG, LOC5578477|XP_001657000.2|AAEG, LOC110678628|XP_021707438.1|AAEG	LOC108135112|XP_017111190.1|DELE
OG0001311	LOC5569532|XP_021706093.1|AAEG	LOC108136426|XP_017113051.1|DELE
OG0001312	LOC110680920|XP_021712398.1|AAEG, LOC5579662|XP_001648136.1|AAEG	LOC108135657|XP_017111979.1|DELE, LOC108150323|XP_017133933.1|DELE
OG0001313	LOC5578093|XP_001656789.2|AAEG	LOC108149841|XP_017133206.1|DELE
OG0001326	LOC5573308|XP_021709312.1|AAEG, LOC5569122|XP_021693345.1|AAEG, LOC5580073|XP_001654814.1|AAEG, LOC5564577|XP_001648938.1|AAEG	LOC108148783|XP_017131487.1|DELE
OG0001328	LOC5575093|XP_001661817.1|AAEG, LOC5573724|XP_021694929.1|AAEG	LOC108134937|XP_017110949.1|DELE
OG0001329	LOC5579474|XP_001647772.2|AAEG	LOC108147722|XP_017129940.1|DELE
OG0001330	LOC5565026|XP_021712659.1|AAEG, LOC5579479|XP_021697265.1|AAEG	LOC108147696|XP_017129898.1|DELE
OG0001331	LOC5578307|XP_021693230.1|AAEG, LOC5578306|XP_001656898.2|AAEG, LOC5570111|XP_001653091.2|AAEG	LOC108138435|XP_017116125.1|DELE
OG0001332	LOC5571993|XP_021699097.1|AAEG, LOC110676249|XP_021699084.1|AAEG	LOC108137293|XP_017114402.1|DELE
OG0001333	LOC5565276|XP_021701702.1|AAEG, LOC5565260|XP_021701714.1|AAEG	LOC108138999|XP_017117083.1|DELE
OG0001334	LOC5568678|XP_001658093.2|AAEG, LOC5568674|XP_021703072.1|AAEG	LOC108148894|XP_017131693.1|DELE
OG0001335	LOC5565031|XP_001649402.2|AAEG, LOC5565073|XP_021705369.1|AAEG	LOC108135126|XP_017111219.1|DELE
OG0001337	LOC5571583|XP_021707527.1|AAEG	LOC108149991|XP_017133411.1|DELE
OG0001338	LOC5577517|XP_021711315.1|AAEG, LOC110673984|XP_001656538.2|AAEG	LOC108144314|XP_017124502.1|DELE
OG0001339	LOC5577497|XP_021711599.1|AAEG, LOC5571779|XP_001659911.2|AAEG	LOC108144629|XP_017125149.1|DELE
OG0001340	LOC5575707|XP_001662155.1|AAEG, LOC5572595|XP_021713033.1|AAEG	LOC108146821|XP_017128505.1|DELE, LOC108137349|XP_017114474.1|DELE, LOC108134774|XP_017110710.1|DELE
OG0001341	LOC5578941|XP_001657229.1|AAEG	LOC108145254|XP_017126022.1|DELE, LOC108139781|XP_017117992.1|DELE, LOC108143102|XP_017122813.1|DELE
OG0001344	LOC5572158|XP_021693679.1|AAEG, LOC5575465|XP_021693677.1|AAEG	LOC108143905|XP_017123971.1|DELE
OG0001345	LOC5565630|XP_001649986.2|AAEG, LOC5576523|XP_001662716.2|AAEG	LOC108135159|XP_017111270.1|DELE
OG0001346	LOC5564378|XP_021693779.1|AAEG	LOC108143099|XP_017122809.1|DELE
OG0001347	LOC5575230|XP_001655636.2|AAEG	LOC108140939|XP_017119497.1|DELE
OG0001348	LOC5564709|XP_001649052.1|AAEG	LOC108150030|XP_017133480.1|DELE
OG0001349	LOC5564096|XP_021696524.1|AAEG	LOC108147481|XP_017129520.1|DELE
OG0001350	LOC5569213|XP_021696606.1|AAEG	LOC108150115|XP_017133568.1|DELE
OG0001351	LOC5574289|XP_001661326.1|AAEG	LOC108141388|XP_017120226.1|DELE
OG0001352	LOC5574802|XP_021697012.1|AAEG	LOC108134659|XP_017110540.1|DELE
OG0001353	LOC5566373|XP_001650785.1|AAEG, LOC5568325|XP_001652204.1|AAEG	LOC108136129|XP_017112609.1|DELE
OG0001354	LOC5573660|XP_021697339.1|AAEG	LOC108138399|XP_017116073.1|DELE, LOC108143544|XP_017123539.1|DELE
OG0001355	LOC5565624|XP_001649979.1|AAEG	LOC108137549|XP_017114763.1|DELE
OG0001356	LOC5571699|XP_001659842.2|AAEG, LOC5571704|XP_021695196.1|AAEG, LOC5572766|XP_021697637.1|AAEG	LOC108147220|XP_017129087.1|DELE
OG0001357	LOC5564469|XP_001648811.1|AAEG	LOC108142216|XP_017121421.1|DELE
OG0001358	LOC5573425|XP_021697813.1|AAEG, LOC110681441|XP_021712887.1|AAEG	LOC108135572|XP_017111829.1|DELE
OG0001359	LOC5563725|XP_021698111.1|AAEG, LOC5563726|XP_001648011.1|AAEG	LOC108135222|XP_017111341.1|DELE
OG0001360	LOC5576042|XP_001662374.1|AAEG	LOC108141282|XP_017120039.1|DELE
OG0001361	LOC5564239|XP_021698328.1|AAEG, LOC110676099|XP_021698327.1|AAEG	LOC108150189|XP_017133681.1|DELE
OG0001362	LOC5564232|XP_001648569.1|AAEG	LOC108150212|XP_017133720.1|DELE
OG0001363	LOC5576835|XP_001662942.1|AAEG, LOC5568880|XP_001652605.1|AAEG	LOC108149939|XP_017133348.1|DELE
OG0001364	LOC5572908|XP_021698679.1|AAEG, LOC5568166|XP_021703889.1|AAEG	LOC108144288|XP_017124464.1|DELE
OG0001365	LOC5572285|XP_001653970.1|AAEG	LOC108147524|XP_017129595.1|DELE
OG0001367	LOC5569059|XP_021698895.1|AAEG	LOC108136531|XP_017113306.1|DELE, LOC108137538|XP_017114750.1|DELE, LOC108138390|XP_017116061.1|DELE
OG0001368	LOC5579484|XP_021698925.1|AAEG	LOC108143395|XP_017123261.1|DELE
OG0001369	LOC5574546|XP_021699090.1|AAEG	LOC108136646|XP_017113458.1|DELE
OG0001370	LOC5577000|XP_001663103.2|AAEG	LOC108143578|XP_017123579.1|DELE
OG0001371	LOC5569579|XP_021699731.1|AAEG	LOC108138498|XP_017116207.1|DELE, LOC108146572|XP_017128084.1|DELE
OG0001372	LOC5567708|XP_021699760.1|AAEG	LOC108144307|XP_017124488.1|DELE
OG0001373	LOC5567451|XP_021700199.1|AAEG	LOC108134951|XP_017110964.1|DELE
OG0001374	LOC5571153|XP_001653469.1|AAEG	LOC108149830|XP_017133193.1|DELE
OG0001375	LOC5567653|XP_021700355.1|AAEG, LOC5565021|XP_001649362.2|AAEG, LOC5577084|XP_001663173.2|AAEG	LOC108141205|XP_017119939.1|DELE
OG0001376	LOC5578359|XP_001656930.2|AAEG, LOC5578358|XP_001656929.2|AAEG	LOC108144719|XP_017125304.1|DELE
OG0001377	LOC5572648|XP_021700811.1|AAEG, LOC110674014|XP_021695263.1|AAEG	LOC108138105|XP_017115591.1|DELE
OG0001378	LOC5564328|XP_001648655.2|AAEG	LOC108150696|XP_017134446.1|DELE
OG0001379	LOC5564506|XP_021701067.1|AAEG	LOC108134751|XP_017110681.1|DELE
OG0001380	LOC5574619|XP_021701493.1|AAEG	LOC108134993|XP_017111014.1|DELE
OG0001381	LOC5569383|XP_001658462.1|AAEG, LOC110680820|XP_021712291.1|AAEG	LOC108137937|XP_017115379.1|DELE
OG0001382	LOC5575208|XP_021701904.1|AAEG	LOC108138772|XP_017116716.1|DELE
OG0001383	LOC5572173|XP_001660268.1|AAEG	LOC108149783|XP_017133130.1|DELE
OG0001384	LOC5573809|XP_001661057.2|AAEG	LOC108139033|XP_017117131.1|DELE
OG0001385	LOC5573184|XP_001660801.2|AAEG, LOC5569015|XP_001652671.1|AAEG	LOC108141833|XP_017120904.1|DELE
OG0001386	LOC5573450|XP_021703651.1|AAEG	LOC108135460|XP_017111693.1|DELE
OG0001387	LOC5569816|XP_001653035.1|AAEG, LOC5569815|XP_021703690.1|AAEG	LOC108138320|XP_017115967.1|DELE
OG0001388	LOC5570857|XP_021703776.1|AAEG, LOC5570856|XP_001653366.2|AAEG	LOC108142018|XP_017121181.1|DELE
OG0001389	LOC5573307|XP_021707322.1|AAEG, LOC5564316|XP_021706875.1|AAEG	LOC108147296|XP_017129207.1|DELE
OG0001390	LOC5580280|XP_021709147.1|AAEG	LOC108138788|XP_017116753.1|DELE
OG0001391	LOC5568150|XP_001652096.1|AAEG	LOC108138983|XP_017117057.1|DELE
OG0001392	LOC5578018|XP_001656757.2|AAEG	LOC108135944|XP_017112385.1|DELE
OG0001393	LOC5565962|XP_021706834.1|AAEG	LOC108138889|XP_017116910.1|DELE
OG0001394	LOC5566906|XP_021705325.1|AAEG, LOC5565212|XP_021706728.1|AAEG	LOC108141948|XP_017121079.1|DELE
OG0001395	LOC5572564|XP_001654079.1|AAEG	LOC108135509|XP_017111746.1|DELE
OG0001396	LOC5569944|XP_021708097.1|AAEG	LOC108142694|XP_017122192.1|DELE
OG0001397	LOC5566745|XP_021706420.1|AAEG, LOC5566742|XP_021706887.1|AAEG	LOC108140758|XP_017119231.1|DELE
OG0001399	LOC5577036|XP_021711031.1|AAEG	LOC108134646|XP_017110528.1|DELE, LOC108148498|XP_017131025.1|DELE
OG0001400	LOC5572994|XP_001654322.2|AAEG	LOC108149979|XP_017133393.1|DELE
OG0001401	LOC5575307|XP_001655681.2|AAEG	LOC108142236|XP_017121444.1|DELE
OG0001402	LOC5575317|XP_021708110.1|AAEG	LOC108142467|XP_017121837.1|DELE, LOC108142863|XP_017122425.1|DELE
OG0001403	LOC5566322|XP_021704181.1|AAEG	LOC108145986|XP_017127216.1|DELE
OG0001404	LOC5564361|XP_021707780.1|AAEG	LOC108149114|XP_017132005.1|DELE
OG0001405	LOC5565743|XP_001650083.2|AAEG	LOC108143719|XP_017123744.1|DELE, LOC108136638|XP_017113450.1|DELE
OG0001406	LOC5567494|XP_001657489.1|AAEG	LOC108142253|XP_017121462.1|DELE
OG0001407	LOC5571615|XP_001659808.1|AAEG	LOC108135505|XP_017111738.1|DELE
OG0001429	LOC23687468|XP_021694460.1|AAEG, LOC5576812|XP_021694461.1|AAEG	LOC108139299|XP_017117486.1|DELE
OG0001430	LOC5565963|XP_001650293.2|AAEG, LOC5579810|XP_021694535.1|AAEG	LOC108139217|XP_017117358.1|DELE
OG0001431	LOC5569476|XP_001658562.1|AAEG	LOC108136385|XP_017112986.1|DELE
OG0001432	LOC5576501|XP_001662693.2|AAEG	LOC108140313|XP_017118492.1|DELE, LOC108143592|XP_017123606.1|DELE, LOC108136492|XP_017113199.1|DELE
OG0001433	LOC5571723|XP_021695080.1|AAEG	LOC108137400|XP_017114548.1|DELE
OG0001434	LOC5565190|XP_021695110.1|AAEG	LOC108135911|XP_017112323.1|DELE
OG0001435	LOC5566771|XP_021700932.1|AAEG	LOC108145440|XP_017126356.1|DELE
OG0001436	LOC5573409|XP_021712979.1|AAEG	LOC108137167|XP_017114227.1|DELE
OG0001437	LOC5578625|XP_001657049.1|AAEG	LOC108149529|XP_017132650.1|DELE
OG0001438	LOC5578886|XP_021695312.1|AAEG	LOC108148766|XP_017131458.1|DELE
OG0001439	LOC5580030|XP_001653914.1|AAEG	LOC108140772|XP_017119249.1|DELE
OG0001440	LOC5576685|XP_001662826.2|AAEG, LOC110674453|XP_021694361.1|AAEG	LOC108137079|XP_017114093.1|DELE
OG0001442	LOC5566079|XP_001650445.1|AAEG	LOC108135189|XP_017111299.1|DELE
OG0001443	LOC5565058|XP_021711166.1|AAEG, LOC5578680|XP_001657078.2|AAEG	LOC108148654|XP_017131274.1|DELE
OG0001444	LOC5566780|XP_021712940.1|AAEG, LOC5567084|XP_021712899.1|AAEG	LOC108143990|XP_017124094.1|DELE
OG0001445	LOC5564606|XP_021713380.1|AAEG	LOC108141231|XP_017119975.1|DELE
OG0001446	LOC5567506|XP_021693409.1|AAEG, LOC5580163|XP_021692930.1|AAEG	LOC108148679|XP_017131310.1|DELE
OG0001447	LOC5567294|XP_021693331.1|AAEG	LOC108140665|XP_017119096.1|DELE
OG0001448	LOC5573303|XP_021706630.1|AAEG, LOC5569124|XP_021693346.1|AAEG	LOC108148784|XP_017131488.1|DELE
OG0001449	LOC5576532|XP_001662725.1|AAEG	LOC108141512|XP_017120430.1|DELE
OG0001450	LOC5571293|XP_021695848.1|AAEG	LOC108141588|XP_017120525.1|DELE
OG0001451	LOC5571861|XP_001653785.1|AAEG, LOC5576847|XP_001662956.1|AAEG	LOC108147343|XP_017129259.1|DELE
OG0001452	LOC5577804|XP_021696038.1|AAEG	LOC108145442|XP_017126359.1|DELE
