Orthogroup	AAEG.longest_only	SLEB.longest_only
OG0001170	LOC5568877|XP_001652599.2|AAEG	LOC115622090|XP_030371791.1|SLEB, LOC115620718|XP_030369956.1|SLEB
OG0001171	LOC5572977|XP_021698415.1|AAEG	LOC115623131|XP_030373201.1|SLEB, LOC115622487|XP_030372293.1|SLEB
OG0001172	LOC5566033|XP_021698883.1|AAEG	LOC115620637|XP_030369838.1|SLEB, LOC115624420|XP_030375020.1|SLEB, LOC115622544|XP_030372374.1|SLEB, LOC115619993|XP_030368925.1|SLEB
OG0001173	LOC5576977|XP_001663072.2|AAEG	LOC115620421|XP_030369505.1|SLEB
OG0001174	LOC5569279|XP_001652811.1|AAEG	LOC115632297|XP_030385251.1|SLEB
OG0001175	LOC5574385|XP_001661410.2|AAEG	LOC115633003|XP_030386192.1|SLEB, LOC115627389|XP_030378903.1|SLEB
OG0001176	LOC5571149|XP_021700283.1|AAEG	LOC115634624|XP_030388337.1|SLEB
OG0001177	LOC5569526|XP_021704024.1|AAEG	LOC115630806|XP_030383328.1|SLEB
OG0001178	LOC110676927|XP_021702495.1|AAEG	LOC115634255|XP_030387710.1|SLEB
OG0001179	LOC5577540|XP_001656556.3|AAEG	LOC115623641|XP_030373950.1|SLEB
OG0001180	LOC5568068|XP_001652002.1|AAEG	LOC115627847|XP_030379566.1|SLEB
OG0001181	LOC5575371|XP_001661902.2|AAEG	LOC115624665|XP_030375313.1|SLEB
OG0001182	LOC5571228|XP_001653528.1|AAEG, LOC5571227|XP_021707004.1|AAEG	LOC115620292|XP_030369329.1|SLEB
OG0001183	LOC5564518|XP_021705619.1|AAEG	LOC115625280|XP_030376144.1|SLEB
OG0001184	LOC5569282|XP_021709988.1|AAEG	LOC115623460|XP_030373677.1|SLEB
OG0001185	LOC5575995|XP_021707351.1|AAEG	LOC115625170|XP_030375972.1|SLEB
OG0001186	LOC5568008|XP_021708299.1|AAEG	LOC115624020|XP_030374455.1|SLEB
OG0001187	LOC5578526|XP_001663917.1|AAEG, LOC5578524|XP_001663915.2|AAEG	LOC115625850|XP_030376919.1|SLEB
OG0001188	LOC5579654|XP_001648128.2|AAEG	LOC115628992|XP_030381137.1|SLEB
OG0001189	LOC5565498|XP_021705339.1|AAEG, LOC5568971|XP_001652631.2|AAEG	LOC115624680|XP_030375339.1|SLEB
OG0001190	LOC5565484|XP_021707036.1|AAEG, LOC110680425|XP_021711915.1|AAEG, LOC5565483|XP_021706750.1|AAEG	LOC115627544|XP_030379119.1|SLEB
OG0001191	LOC5574691|XP_021708304.1|AAEG, LOC5574688|XP_021707897.1|AAEG	LOC115627325|XP_030378829.1|SLEB, LOC115626435|XP_030377670.1|SLEB, LOC115626400|XP_030377623.1|SLEB
OG0001192	LOC5563930|XP_021705115.1|AAEG	LOC115629969|XP_030382448.1|SLEB
OG0001193	LOC5572088|XP_001660168.1|AAEG, LOC110680475|XP_021711974.1|AAEG	LOC115620774|XP_030370042.1|SLEB
OG0001194	LOC5578080|XP_001656773.1|AAEG	LOC115629875|XP_030382333.1|SLEB
OG0001195	LOC5568267|XP_001657964.2|AAEG	LOC115620677|XP_030369905.1|SLEB
OG0001201	LOC5564649|XP_001648985.2|AAEG, LOC5572031|XP_001660136.1|AAEG, LOC110678423|XP_021706974.1|AAEG, LOC5564633|XP_001648987.2|AAEG	LOC115625457|XP_030376365.1|SLEB
OG0001202	LOC5572017|XP_001660128.1|AAEG	LOC115628939|XP_030381072.1|SLEB
OG0001203	LOC5574322|XP_021694574.1|AAEG, LOC110681443|XP_021712896.1|AAEG, LOC110674735|XP_021694562.1|AAEG	LOC115628065|XP_030379892.1|SLEB
OG0001204	LOC5574716|XP_001655300.2|AAEG	LOC115625799|XP_030376836.1|SLEB
OG0001205	LOC5575088|XP_001661798.1|AAEG	LOC115625122|XP_030375894.1|SLEB
OG0001206	LOC5572256|XP_021695027.1|AAEG	LOC115621766|XP_030371360.1|SLEB
OG0001207	LOC5578378|XP_021695131.1|AAEG	LOC115633296|XP_030386568.1|SLEB
OG0001208	LOC5576373|XP_021695474.1|AAEG	LOC115629632|XP_030381993.1|SLEB
OG0001209	LOC5579262|XP_021696013.1|AAEG, LOC5571213|XP_021696002.1|AAEG	LOC115621004|XP_030370384.1|SLEB
OG0001210	LOC5576886|XP_021703422.1|AAEG, LOC5576881|XP_021703451.1|AAEG	LOC115627231|XP_030378714.1|SLEB
OG0001211	LOC5567066|XP_021712826.1|AAEG	LOC115623875|XP_030374283.1|SLEB
OG0001212	LOC5580010|XP_001653890.2|AAEG	LOC115633364|XP_030386669.1|SLEB
OG0001213	LOC5564694|XP_021692994.1|AAEG, LOC5564683|XP_001649031.3|AAEG, LOC5564679|XP_001649029.3|AAEG, LOC5564684|XP_001649030.2|AAEG	LOC115625124|XP_030375898.1|SLEB
OG0001214	LOC5576401|XP_001662611.1|AAEG	LOC115620611|XP_030369788.1|SLEB
OG0001215	LOC5573442|XP_021693624.1|AAEG, LOC5573437|XP_021693618.1|AAEG	LOC115625612|XP_030376606.1|SLEB
OG0001216	LOC5564193|XP_001648534.2|AAEG, LOC5576567|XP_021693630.1|AAEG	LOC115625218|XP_030376058.1|SLEB
OG0001217	LOC5564004|XP_021693760.1|AAEG	LOC115626098|XP_030377210.1|SLEB
OG0001218	LOC5578916|XP_001657200.2|AAEG, LOC110674344|XP_021694332.1|AAEG	LOC115622093|XP_030371795.1|SLEB, LOC115620719|XP_030369958.1|SLEB
OG0001220	LOC5568477|XP_001652310.1|AAEG, LOC5568476|XP_021695984.1|AAEG	LOC115633059|XP_030386267.1|SLEB
OG0001221	LOC23687552|XP_021696190.1|AAEG, LOC5579458|XP_021696193.1|AAEG, LOC110676294|XP_021699295.1|AAEG, LOC110676293|XP_021699294.1|AAEG	LOC115620005|XP_030368954.1|SLEB
OG0001222	LOC5568385|XP_001658050.1|AAEG	LOC115627834|XP_030379538.1|SLEB
OG0001223	LOC5576043|XP_001662373.2|AAEG	LOC115626691|XP_030377982.1|SLEB
OG0001224	LOC110681315|XP_021712765.1|AAEG, LOC5565487|XP_001649850.1|AAEG	LOC115634553|XP_030388229.1|SLEB, LOC115620166|XP_030369155.1|SLEB
OG0001225	LOC5575931|XP_021699426.1|AAEG, LOC5575933|XP_001655925.2|AAEG	LOC115619995|XP_030368939.1|SLEB
OG0001226	LOC5578269|XP_001663796.1|AAEG	LOC115634826|XP_030388605.1|SLEB
OG0001227	LOC5574306|XP_001655087.1|AAEG	LOC115631782|XP_030384477.1|SLEB, LOC115631286|XP_030383860.1|SLEB
OG0001228	LOC5572246|XP_001653940.1|AAEG	LOC115629115|XP_030381304.1|SLEB
OG0001229	LOC5572327|XP_021701837.1|AAEG	LOC115620116|XP_030369134.1|SLEB
OG0001230	LOC5564611|XP_021701962.1|AAEG	LOC115626053|XP_030377168.1|SLEB
OG0001231	LOC5576034|XP_001655975.1|AAEG	LOC115629199|XP_030381459.1|SLEB, LOC115629198|XP_030381458.1|SLEB, LOC115626276|XP_030377459.1|SLEB
OG0001232	LOC5573898|XP_001654934.2|AAEG	LOC115630678|XP_030383181.1|SLEB
OG0001233	LOC5573900|XP_021703334.1|AAEG	LOC115632053|XP_030384887.1|SLEB
OG0001234	LOC5567996|XP_001657823.1|AAEG	LOC115623461|XP_030373678.1|SLEB, LOC115631366|XP_030383948.1|SLEB
OG0001235	LOC5568075|XP_001652011.2|AAEG, LOC5568073|XP_011493035.2|AAEG	LOC115631068|XP_030383574.1|SLEB
OG0001236	LOC5575375|XP_021706184.1|AAEG, LOC110681257|XP_021712720.1|AAEG	LOC115628162|XP_030380002.1|SLEB
OG0001237	LOC5579027|XP_021708950.1|AAEG	LOC115623846|XP_030374248.1|SLEB
OG0001238	LOC5573338|XP_021705177.1|AAEG	LOC115625038|XP_030375738.1|SLEB
OG0001240	LOC5575403|XP_001661923.2|AAEG, LOC5575404|XP_021707219.1|AAEG, LOC5575406|XP_021707233.1|AAEG	LOC115625437|XP_030376343.1|SLEB
OG0001241	LOC5573887|XP_021709538.1|AAEG	LOC115620841|XP_030370140.1|SLEB
OG0001242	LOC5563955|XP_001648308.1|AAEG	LOC115629261|XP_030381542.1|SLEB
OG0001244	LOC110677631|XP_021704120.1|AAEG	LOC115625112|XP_030375878.1|SLEB
OG0001245	LOC5574238|XP_001661286.2|AAEG	LOC115621922|XP_030371626.1|SLEB
OG0001246	LOC5566857|XP_021710437.1|AAEG, LOC5566854|XP_001651279.2|AAEG, LOC5566856|XP_001651282.2|AAEG	LOC115625182|XP_030376010.1|SLEB
OG0001247	LOC5566538|XP_021708940.1|AAEG	LOC115622491|XP_030372298.1|SLEB
OG0001248	LOC5565422|XP_021710530.1|AAEG	LOC115634393|XP_030387945.1|SLEB, LOC115623579|XP_030373842.1|SLEB
OG0001249	LOC5569493|XP_021711683.1|AAEG	LOC115623054|XP_030373092.1|SLEB, LOC115629582|XP_030381935.1|SLEB, LOC115629581|XP_030381934.1|SLEB
OG0001257	LOC5574316|XP_021694563.1|AAEG	LOC115627839|XP_030379546.1|SLEB
OG0001258	LOC5577550|XP_001663426.1|AAEG	LOC115634493|XP_030388109.1|SLEB, LOC115620444|XP_030369533.1|SLEB, LOC115620443|XP_030369532.1|SLEB
OG0001259	LOC5573522|XP_021703730.1|AAEG, LOC110678884|XP_021708156.1|AAEG	LOC115628921|XP_030381042.1|SLEB
OG0001260	LOC5571803|XP_001659934.2|AAEG, LOC5571799|XP_021709524.1|AAEG	LOC115625257|XP_030376112.1|SLEB
OG0001261	LOC5572383|XP_001654039.1|AAEG	LOC115629592|XP_030381942.1|SLEB
OG0001263	LOC5572162|XP_021701521.1|AAEG	LOC115620551|XP_030369695.1|SLEB
OG0001264	LOC5575506|XP_021702723.1|AAEG, LOC5576313|XP_021702589.1|AAEG	LOC115631300|XP_030383874.1|SLEB
OG0001265	LOC110677665|XP_021704331.1|AAEG	LOC115629802|XP_030382224.1|SLEB
OG0001266	LOC110681386|XP_021712818.1|AAEG, LOC5575369|XP_001661899.2|AAEG, LOC5565134|XP_021710211.1|AAEG, LOC110680911|XP_021712391.1|AAEG, LOC5566192|XP_021712276.1|AAEG	LOC115632811|XP_030385926.1|SLEB
OG0001267	LOC5577500|XP_021711550.1|AAEG, LOC5577506|XP_021711759.1|AAEG	LOC115620683|XP_030369910.1|SLEB
OG0001269	LOC5578532|XP_001663924.1|AAEG	LOC115624727|XP_030375411.1|SLEB
OG0001270	LOC5579659|XP_021706346.1|AAEG, LOC5576400|XP_001662612.2|AAEG	LOC115625553|XP_030376505.1|SLEB
OG0001271	LOC110675398|XP_021696016.1|AAEG, LOC5573476|XP_021696019.1|AAEG	LOC115628049|XP_030379858.1|SLEB
OG0001272	LOC5576415|XP_001656118.2|AAEG	LOC115632133|XP_030385003.1|SLEB, LOC115628891|XP_030381009.1|SLEB, LOC115626925|XP_030378292.1|SLEB, LOC115626770|XP_030378088.1|SLEB
OG0001273	LOC5568324|XP_001652203.1|AAEG, LOC5574558|XP_001661508.2|AAEG, LOC5579347|XP_001647653.1|AAEG	LOC115620376|XP_030369442.1|SLEB
OG0001274	LOC5573423|XP_021697822.1|AAEG, LOC5573422|XP_001654598.1|AAEG	LOC115622173|XP_030371911.1|SLEB
OG0001276	LOC5574001|XP_021698011.1|AAEG	LOC115633240|XP_030386496.1|SLEB, LOC115632191|XP_030385095.1|SLEB
OG0001277	LOC5573676|XP_021698208.1|AAEG	LOC115622939|XP_030372930.1|SLEB
OG0001278	LOC5564225|XP_021698341.1|AAEG	LOC115633089|XP_030386327.1|SLEB, LOC115631816|XP_030384513.1|SLEB
OG0001279	LOC110680939|XP_021712413.1|AAEG, LOC5564226|XP_001648567.1|AAEG	LOC115632448|XP_030385458.1|SLEB
OG0001280	LOC5570785|XP_001653294.1|AAEG	LOC115632311|XP_030385272.1|SLEB
OG0001281	LOC5574271|XP_021698956.1|AAEG, LOC5574268|XP_021698957.1|AAEG	LOC115622134|XP_030371852.1|SLEB
OG0001282	LOC5563618|XP_001647854.2|AAEG	LOC115625941|XP_030377036.1|SLEB
OG0001283	LOC5577288|XP_021699171.1|AAEG	LOC115620592|XP_030369803.1|SLEB
OG0001284	LOC5571151|XP_001653462.1|AAEG	LOC115631547|XP_030384182.1|SLEB
OG0001285	LOC5569141|XP_001652750.1|AAEG, LOC5568649|XP_021700323.1|AAEG	LOC115623235|XP_030373344.1|SLEB
OG0001286	LOC5564989|XP_001649339.1|AAEG	LOC115630804|XP_030383327.1|SLEB
OG0001287	LOC110676842|XP_021701923.1|AAEG, LOC5577104|XP_021701924.1|AAEG, LOC5568562|XP_021710811.1|AAEG	LOC115626405|XP_030377630.1|SLEB
OG0001288	LOC5567008|XP_021703513.1|AAEG	LOC115631450|XP_030384055.1|SLEB
OG0001289	LOC5568175|XP_001652111.2|AAEG	LOC115630503|XP_030382955.1|SLEB
OG0001290	LOC110675257|XP_021695397.1|AAEG, LOC5569762|XP_021704073.1|AAEG	LOC115630477|XP_030382917.1|SLEB
OG0001291	LOC5566684|XP_001651086.1|AAEG	LOC115629825|XP_030382256.1|SLEB, LOC115629324|XP_030381632.1|SLEB, LOC115625066|XP_030375812.1|SLEB
OG0001292	LOC5568574|XP_021711516.1|AAEG, LOC5568577|XP_021711532.1|AAEG, LOC5570321|XP_001653147.2|AAEG	LOC115634641|XP_030388357.1|SLEB
OG0001293	LOC5571889|XP_001653807.1|AAEG	LOC115629516|XP_030381857.1|SLEB
OG0001294	LOC5575103|XP_001661825.1|AAEG	LOC115623368|XP_030373514.1|SLEB
OG0001295	LOC5568526|XP_001652354.1|AAEG	LOC115627759|XP_030379405.1|SLEB
OG0001296	LOC5566412|XP_021706306.1|AAEG	LOC115631963|XP_030384691.1|SLEB
OG0001297	LOC110680522|XP_021712011.1|AAEG, LOC5570070|XP_001653056.1|AAEG	LOC115620558|XP_030369705.1|SLEB
OG0001298	LOC5567321|XP_021706418.1|AAEG, LOC5572310|XP_021710720.1|AAEG, LOC5578735|XP_021707558.1|AAEG	LOC115623666|XP_030373993.1|SLEB
OG0001299	LOC5574559|XP_021704813.1|AAEG, LOC5567394|XP_021706377.1|AAEG	LOC115622744|XP_030372652.1|SLEB
OG0001300	LOC5579186|XP_001664282.1|AAEG	LOC115624424|XP_030375023.1|SLEB
OG0001301	LOC5569995|XP_001658885.2|AAEG, LOC5569998|XP_021707205.1|AAEG	LOC115633133|XP_030386400.1|SLEB
OG0001302	LOC5564892|XP_021705408.1|AAEG	LOC115622887|XP_030372851.1|SLEB
OG0001303	LOC5575416|XP_001661937.2|AAEG	LOC115625094|XP_030375853.1|SLEB
OG0001304	LOC5572317|XP_021709111.1|AAEG	LOC115620068|XP_030369079.1|SLEB
OG0001305	LOC5569430|XP_021710293.1|AAEG	LOC115625058|XP_030375783.1|SLEB
OG0001306	LOC5575994|XP_021707386.1|AAEG	LOC115629449|XP_030381773.1|SLEB
OG0001307	LOC5569652|XP_001652914.1|AAEG, LOC110673996|XP_021712917.1|AAEG	LOC115622158|XP_030371886.1|SLEB
OG0001308	LOC5564183|XP_021710068.1|AAEG	LOC115627730|XP_030379350.1|SLEB
OG0001309	LOC5578478|XP_001657001.1|AAEG, LOC110678731|XP_021707688.1|AAEG, LOC5578477|XP_001657000.2|AAEG, LOC110678628|XP_021707438.1|AAEG	LOC115625279|XP_030376143.1|SLEB
OG0001311	LOC5569532|XP_021706093.1|AAEG	LOC115627521|XP_030379081.1|SLEB
OG0001312	LOC110680920|XP_021712398.1|AAEG, LOC5579662|XP_001648136.1|AAEG	LOC115632854|XP_030385974.1|SLEB
OG0001313	LOC5578093|XP_001656789.2|AAEG	LOC115627676|XP_030379278.1|SLEB, LOC115634655|XP_030388372.1|SLEB
OG0001326	LOC5573308|XP_021709312.1|AAEG, LOC5569122|XP_021693345.1|AAEG, LOC5580073|XP_001654814.1|AAEG, LOC5564577|XP_001648938.1|AAEG	LOC115621788|XP_030371417.1|SLEB
OG0001328	LOC5575093|XP_001661817.1|AAEG, LOC5573724|XP_021694929.1|AAEG	LOC115627059|XP_030378465.1|SLEB
OG0001329	LOC5579474|XP_001647772.2|AAEG	LOC115634251|XP_030387705.1|SLEB, LOC115628358|XP_030380293.1|SLEB, LOC115628317|XP_030380232.1|SLEB
OG0001330	LOC5565026|XP_021712659.1|AAEG, LOC5579479|XP_021697265.1|AAEG	LOC115629838|XP_030382274.1|SLEB
OG0001331	LOC5578307|XP_021693230.1|AAEG, LOC5578306|XP_001656898.2|AAEG, LOC5570111|XP_001653091.2|AAEG	LOC115626891|XP_030378261.1|SLEB
OG0001332	LOC5571993|XP_021699097.1|AAEG, LOC110676249|XP_021699084.1|AAEG	LOC115627270|XP_030378759.1|SLEB
OG0001333	LOC5565276|XP_021701702.1|AAEG, LOC5565260|XP_021701714.1|AAEG	LOC115626765|XP_030378082.1|SLEB
OG0001334	LOC5568678|XP_001658093.2|AAEG, LOC5568674|XP_021703072.1|AAEG	LOC115620746|XP_030370000.1|SLEB
OG0001335	LOC5565031|XP_001649402.2|AAEG, LOC5565073|XP_021705369.1|AAEG	LOC115623780|XP_030374180.1|SLEB
OG0001336	LOC110677887|XP_021705362.1|AAEG, LOC110681438|XP_021712885.1|AAEG, LOC5568789|XP_001658154.1|AAEG, LOC110676104|XP_021698337.1|AAEG, LOC110678581|XP_021707305.1|AAEG, LOC110676463|XP_021700129.1|AAEG, LOC110679150|XP_021708911.1|AAEG, LOC110676391|XP_021699797.1|AAEG	LOC115623070|XP_030373124.1|SLEB
OG0001337	LOC5571583|XP_021707527.1|AAEG	LOC115627015|XP_030378397.1|SLEB
OG0001338	LOC5577517|XP_021711315.1|AAEG, LOC110673984|XP_001656538.2|AAEG	LOC115625653|XP_030376645.1|SLEB
OG0001339	LOC5577497|XP_021711599.1|AAEG, LOC5571779|XP_001659911.2|AAEG	LOC115630878|XP_030383350.1|SLEB
OG0001340	LOC5575707|XP_001662155.1|AAEG, LOC5572595|XP_021713033.1|AAEG	LOC115628124|XP_030379960.1|SLEB, LOC115628130|XP_030379970.1|SLEB, LOC115628125|XP_030379962.1|SLEB
OG0001341	LOC5578941|XP_001657229.1|AAEG	LOC115623606|XP_030373883.1|SLEB
OG0001343	LOC5564494|XP_021694318.1|AAEG	LOC115621973|XP_030371683.1|SLEB
OG0001344	LOC5572158|XP_021693679.1|AAEG, LOC5575465|XP_021693677.1|AAEG	LOC115620479|XP_030369574.1|SLEB
OG0001345	LOC5565630|XP_001649986.2|AAEG, LOC5576523|XP_001662716.2|AAEG	LOC115625195|XP_030376021.1|SLEB
OG0001346	LOC5564378|XP_021693779.1|AAEG	LOC115620801|XP_030370084.1|SLEB
OG0001347	LOC5575230|XP_001655636.2|AAEG	LOC115626737|XP_030378046.1|SLEB
OG0001348	LOC5564709|XP_001649052.1|AAEG	LOC115629025|XP_030381182.1|SLEB, LOC115633209|XP_030386452.1|SLEB
OG0001349	LOC5564096|XP_021696524.1|AAEG	LOC115622456|XP_030372258.1|SLEB
OG0001350	LOC5569213|XP_021696606.1|AAEG	LOC115628722|XP_030380778.1|SLEB, LOC115629038|XP_030381199.1|SLEB
OG0001351	LOC5574289|XP_001661326.1|AAEG	LOC115634141|XP_030387576.1|SLEB, LOC115634413|XP_030387971.1|SLEB
OG0001352	LOC5574802|XP_021697012.1|AAEG	LOC115622940|XP_030372934.1|SLEB
OG0001353	LOC5566373|XP_001650785.1|AAEG, LOC5568325|XP_001652204.1|AAEG	LOC115628682|XP_030380715.1|SLEB
OG0001354	LOC5573660|XP_021697339.1|AAEG	LOC115633280|XP_030386552.1|SLEB
OG0001355	LOC5565624|XP_001649979.1|AAEG	LOC115631923|XP_030384637.1|SLEB
OG0001356	LOC5571699|XP_001659842.2|AAEG, LOC5571704|XP_021695196.1|AAEG, LOC5572766|XP_021697637.1|AAEG	LOC115632021|XP_030384824.1|SLEB
OG0001357	LOC5564469|XP_001648811.1|AAEG	LOC115622827|XP_030372765.1|SLEB
OG0001358	LOC5573425|XP_021697813.1|AAEG, LOC110681441|XP_021712887.1|AAEG	LOC115622604|XP_030372466.1|SLEB
OG0001359	LOC5563725|XP_021698111.1|AAEG, LOC5563726|XP_001648011.1|AAEG	LOC115626145|XP_030377269.1|SLEB
OG0001360	LOC5576042|XP_001662374.1|AAEG	LOC115633648|XP_030386949.1|SLEB
OG0001361	LOC5564239|XP_021698328.1|AAEG, LOC110676099|XP_021698327.1|AAEG	LOC115632595|XP_030385680.1|SLEB
OG0001362	LOC5564232|XP_001648569.1|AAEG	LOC115634654|XP_030388371.1|SLEB, LOC115633091|XP_030386330.1|SLEB
OG0001363	LOC5576835|XP_001662942.1|AAEG, LOC5568880|XP_001652605.1|AAEG	LOC115624011|XP_030374444.1|SLEB
OG0001364	LOC5572908|XP_021698679.1|AAEG, LOC5568166|XP_021703889.1|AAEG	LOC115633595|XP_030386901.1|SLEB
OG0001365	LOC5572285|XP_001653970.1|AAEG	LOC115622793|XP_030372717.1|SLEB
OG0001367	LOC5569059|XP_021698895.1|AAEG	LOC115627533|XP_030379108.1|SLEB
OG0001368	LOC5579484|XP_021698925.1|AAEG	LOC115621807|XP_030371455.1|SLEB
OG0001369	LOC5574546|XP_021699090.1|AAEG	LOC115630643|XP_030383143.1|SLEB, LOC115620631|XP_030369821.1|SLEB
OG0001370	LOC5577000|XP_001663103.2|AAEG	LOC115623745|XP_030374124.1|SLEB
OG0001371	LOC5569579|XP_021699731.1|AAEG	LOC115631327|XP_030383907.1|SLEB
OG0001372	LOC5567708|XP_021699760.1|AAEG	LOC115634020|XP_030387406.1|SLEB, LOC115629500|XP_030381869.1|SLEB
OG0001373	LOC5567451|XP_021700199.1|AAEG	LOC115622103|XP_030371805.1|SLEB
OG0001374	LOC5571153|XP_001653469.1|AAEG	LOC115627969|XP_030379724.1|SLEB, LOC115629270|XP_030381557.1|SLEB
OG0001375	LOC5567653|XP_021700355.1|AAEG, LOC5565021|XP_001649362.2|AAEG, LOC5577084|XP_001663173.2|AAEG	LOC115623511|XP_030373750.1|SLEB
OG0001376	LOC5578359|XP_001656930.2|AAEG, LOC5578358|XP_001656929.2|AAEG	LOC115633526|XP_030386848.1|SLEB
OG0001377	LOC5572648|XP_021700811.1|AAEG, LOC110674014|XP_021695263.1|AAEG	LOC115630998|XP_030383451.1|SLEB, LOC115622102|XP_030371804.1|SLEB
OG0001378	LOC5564328|XP_001648655.2|AAEG	LOC115629004|XP_030381150.1|SLEB
OG0001379	LOC5564506|XP_021701067.1|AAEG	LOC115631432|XP_030384027.1|SLEB
OG0001380	LOC5574619|XP_021701493.1|AAEG	LOC115625281|XP_030376154.1|SLEB
OG0001381	LOC5569383|XP_001658462.1|AAEG, LOC110680820|XP_021712291.1|AAEG	LOC115621260|XP_030370721.1|SLEB
OG0001382	LOC5575208|XP_021701904.1|AAEG	LOC115628493|XP_030380486.1|SLEB
OG0001383	LOC5572173|XP_001660268.1|AAEG	LOC115634117|XP_030387541.1|SLEB
OG0001384	LOC5573809|XP_001661057.2|AAEG	LOC115625769|XP_030376796.1|SLEB
OG0001385	LOC5573184|XP_001660801.2|AAEG, LOC5569015|XP_001652671.1|AAEG	LOC115625756|XP_030376773.1|SLEB
OG0001386	LOC5573450|XP_021703651.1|AAEG	LOC115630405|XP_030382795.1|SLEB
OG0001387	LOC5569816|XP_001653035.1|AAEG, LOC5569815|XP_021703690.1|AAEG	LOC115631079|XP_030383586.1|SLEB
OG0001388	LOC5570857|XP_021703776.1|AAEG, LOC5570856|XP_001653366.2|AAEG	LOC115631132|XP_030383659.1|SLEB
OG0001389	LOC5573307|XP_021707322.1|AAEG, LOC5564316|XP_021706875.1|AAEG	LOC115621466|XP_030370986.1|SLEB
OG0001390	LOC5580280|XP_021709147.1|AAEG	LOC115630474|XP_030382907.1|SLEB
OG0001391	LOC5568150|XP_001652096.1|AAEG	LOC115626151|XP_030377276.1|SLEB
OG0001392	LOC5578018|XP_001656757.2|AAEG	LOC115628718|XP_030380775.1|SLEB
OG0001393	LOC5565962|XP_021706834.1|AAEG	LOC115627766|XP_030379421.1|SLEB
OG0001394	LOC5566906|XP_021705325.1|AAEG, LOC5565212|XP_021706728.1|AAEG	LOC115627741|XP_030379376.1|SLEB
OG0001395	LOC5572564|XP_001654079.1|AAEG	LOC115625571|XP_030376528.1|SLEB
OG0001396	LOC5569944|XP_021708097.1|AAEG	LOC115627786|XP_030379465.1|SLEB
OG0001397	LOC5566745|XP_021706420.1|AAEG, LOC5566742|XP_021706887.1|AAEG	LOC115623971|XP_030374400.1|SLEB
OG0001399	LOC5577036|XP_021711031.1|AAEG	LOC115634253|XP_030387707.1|SLEB
OG0001400	LOC5572994|XP_001654322.2|AAEG	LOC115623393|XP_030373560.1|SLEB, LOC115620327|XP_030369381.1|SLEB
OG0001401	LOC5575307|XP_001655681.2|AAEG	LOC115622270|XP_030372032.1|SLEB
OG0001402	LOC5575317|XP_021708110.1|AAEG	LOC115633960|XP_030387340.1|SLEB
OG0001403	LOC5566322|XP_021704181.1|AAEG	LOC115620320|XP_030369377.1|SLEB
OG0001404	LOC5564361|XP_021707780.1|AAEG	LOC115622818|XP_030372754.1|SLEB
OG0001405	LOC5565743|XP_001650083.2|AAEG	LOC115622325|XP_030372094.1|SLEB
OG0001406	LOC5567494|XP_001657489.1|AAEG	LOC115628668|XP_030380697.1|SLEB
OG0001407	LOC5571615|XP_001659808.1|AAEG	LOC115632337|XP_030385302.1|SLEB
OG0001429	LOC23687468|XP_021694460.1|AAEG, LOC5576812|XP_021694461.1|AAEG	LOC115620216|XP_030369214.1|SLEB
OG0001430	LOC5565963|XP_001650293.2|AAEG, LOC5579810|XP_021694535.1|AAEG	LOC115621464|XP_030370983.1|SLEB
OG0001431	LOC5569476|XP_001658562.1|AAEG	LOC115627276|XP_030378766.1|SLEB
OG0001432	LOC5576501|XP_001662693.2|AAEG	LOC115626646|XP_030377911.1|SLEB
OG0001433	LOC5571723|XP_021695080.1|AAEG	LOC115620859|XP_030370178.1|SLEB
OG0001434	LOC5565190|XP_021695110.1|AAEG	LOC115626798|XP_030378125.1|SLEB
OG0001435	LOC5566771|XP_021700932.1|AAEG	LOC115634053|XP_030387458.1|SLEB
OG0001436	LOC5573409|XP_021712979.1|AAEG	LOC115628845|XP_030380950.1|SLEB
OG0001437	LOC5578625|XP_001657049.1|AAEG	LOC115625664|XP_030376657.1|SLEB, LOC115625555|XP_030376507.1|SLEB
OG0001438	LOC5578886|XP_021695312.1|AAEG	LOC115620546|XP_030369689.1|SLEB
OG0001439	LOC5580030|XP_001653914.1|AAEG	LOC115620346|XP_030369406.1|SLEB
OG0001440	LOC5576685|XP_001662826.2|AAEG, LOC110674453|XP_021694361.1|AAEG	LOC115629685|XP_030382067.1|SLEB
OG0001442	LOC5566079|XP_001650445.1|AAEG	LOC115625875|XP_030376950.1|SLEB, LOC115627767|XP_030379423.1|SLEB
OG0001443	LOC5565058|XP_021711166.1|AAEG, LOC5578680|XP_001657078.2|AAEG	LOC115621688|XP_030371258.1|SLEB
OG0001444	LOC5566780|XP_021712940.1|AAEG, LOC5567084|XP_021712899.1|AAEG	LOC115621254|XP_030370710.1|SLEB
OG0001445	LOC5564606|XP_021713380.1|AAEG	LOC115621156|XP_030370572.1|SLEB
OG0001446	LOC5567506|XP_021693409.1|AAEG, LOC5580163|XP_021692930.1|AAEG	LOC115621219|XP_030370662.1|SLEB
OG0001447	LOC5567288|XP_021693329.1|AAEG	LOC115624102|XP_030374553.1|SLEB
OG0001447	LOC5567294|XP_021693331.1|AAEG	LOC115623416|XP_030373587.1|SLEB
OG0001448	LOC5573303|XP_021706630.1|AAEG, LOC5569124|XP_021693346.1|AAEG	LOC115621787|XP_030371413.1|SLEB
