Orthogroup	AAEG.longest_only	DMEL.longest_only
OG0001859	LOC5580066|XP_001654807.1|AAEG	CG32500|NP_728447.2|DMEL, CG32857|NP_728443.1|DMEL, CG33502|NP_996529.1|DMEL
OG0001860	LOC5564571|XP_021694963.1|AAEG, LOC5568118|XP_021696651.1|AAEG	CG13698|NP_649027.1|DMEL
OG0001861	LOC5579466|XP_021693350.1|AAEG	ball|NP_651508.1|DMEL
OG0001862	LOC5570649|XP_021706525.1|AAEG, LOC5570648|XP_001659242.1|AAEG	Cbs|NP_608424.1|DMEL
OG0001863	LOC5570651|XP_001659247.1|AAEG	Grip91|NP_524919.2|DMEL
OG0001864	LOC110674837|XP_021695016.1|AAEG, LOC5578628|XP_021694917.1|AAEG	jvl|NP_001247105.1|DMEL
OG0001865	LOC110675288|XP_021695482.1|AAEG	DENR|NP_573176.1|DMEL
OG0001866	LOC5574246|XP_021695568.1|AAEG	sim|NP_524340.2|DMEL
OG0001867	LOC5575004|XP_021697527.1|AAEG, LOC5570553|XP_021706976.1|AAEG	Nedd4|NP_648993.1|DMEL
OG0001868	LOC5574992|XP_001655465.2|AAEG, LOC5574991|XP_001655464.2|AAEG	clumsy|NP_001036373.1|DMEL
OG0001869	LOC5574987|XP_021697648.1|AAEG	Grik|NP_001262788.1|DMEL
OG0001870	LOC110681030|XP_021712488.1|AAEG, LOC110674273|XP_021694239.1|AAEG, LOC110681059|XP_021712516.1|AAEG, LOC5575006|XP_021697806.1|AAEG	CG4020|NP_572276.1|DMEL
OG0001871	LOC5571998|XP_001660103.3|AAEG	PGRP-SA|NP_572727.1|DMEL
OG0001872	LOC5574573|XP_021699531.1|AAEG	CG15537|NP_001097981.1|DMEL
OG0001873	LOC5578825|XP_021701935.1|AAEG	beta-Man|NP_649436.2|DMEL
OG0001874	LOC5567722|XP_021702328.1|AAEG	bai|NP_651323.3|DMEL
OG0001875	LOC110677055|XP_021703299.1|AAEG	CG12071|NP_651832.3|DMEL
OG0001876	LOC5564040|XP_001648384.2|AAEG	Mvd|NP_573068.3|DMEL
OG0001877	LOC5571508|XP_001659759.2|AAEG	CG2662|NP_570018.1|DMEL
OG0001878	LOC5566087|XP_021704628.1|AAEG	Droj2|NP_650283.1|DMEL
OG0001879	LOC5565257|XP_021705692.1|AAEG	stac|NP_651329.4|DMEL
OG0001880	LOC5570606|XP_001653270.2|AAEG	P5cr|NP_524400.2|DMEL
OG0001881	LOC5566189|XP_001650563.2|AAEG	lbe|NP_524435.2|DMEL
OG0001882	LOC110680416|XP_021711907.1|AAEG, LOC110679567|XP_021710262.1|AAEG, LOC5566197|XP_021711888.1|AAEG, LOC110679570|XP_021710271.1|AAEG, LOC110674299|XP_021694273.1|AAEG	CG5882|NP_651540.1|DMEL
OG0001883	LOC5577698|XP_021711630.1|AAEG	Cow|NP_001262857.1|DMEL
OG0001884	LOC5577407|XP_001656488.1|AAEG	AdSS|NP_650918.1|DMEL
OG0001885	LOC5577423|XP_021711870.1|AAEG	CG6770|NP_609539.1|DMEL
OG0001886	LOC5572728|XP_001660554.2|AAEG	CG9356|NP_649889.1|DMEL
OG0001887	LOC5567793|XP_021712137.1|AAEG	ND-B14|NP_610629.1|DMEL
OG0001888	LOC110681150|XP_021712610.1|AAEG, LOC5567790|XP_001657693.2|AAEG	CG12173|NP_649523.1|DMEL
OG0001889	LOC5567788|XP_001657691.1|AAEG	APC4|NP_572522.2|DMEL
OG0001890	LOC5567782|XP_001657683.2|AAEG	CG5274|NP_649222.1|DMEL
OG0001891	LOC5567775|XP_021712347.1|AAEG, LOC5567776|XP_021712762.1|AAEG	Gfrl|NP_001247206.1|DMEL
OG0001892	LOC23687555|XP_021712394.1|AAEG, LOC110681196|XP_021712670.1|AAEG	vtd|NP_001015132.1|DMEL
OG0001893	LOC5572443|XP_021695330.1|AAEG, LOC110675186|XP_021695285.1|AAEG, LOC5572571|XP_021713040.1|AAEG, LOC5569499|XP_021695253.1|AAEG	DNApol-alpha73|NP_733206.3|DMEL
OG0001894	LOC5572582|XP_001654091.1|AAEG	CG30382|NP_724616.1|DMEL, Prosalpha1|NP_724614.1|DMEL
OG0001895	LOC23687627|XP_021713176.1|AAEG	Gyf|NP_001162827.1|DMEL
OG0001896	LOC110680784|XP_021712262.1|AAEG, LOC5569234|XP_021713263.1|AAEG	MFS17|NP_001015096.2|DMEL
OG0001897	LOC5579206|XP_021713312.1|AAEG	tws|NP_476880.1|DMEL
OG0001898	LOC5580016|XP_001653897.2|AAEG	mh|NP_573032.1|DMEL
OG0001899	LOC5580177|XP_001655592.2|AAEG, LOC5580175|XP_021713419.1|AAEG	CG7720|NP_650753.1|DMEL
OG0001900	LOC5568029|XP_001657830.1|AAEG, LOC5563727|XP_001648015.1|AAEG	lush|NP_524162.1|DMEL
OG0001901	LOC5563615|XP_021693058.1|AAEG	CG31635|NP_001260135.1|DMEL
OG0001902	LOC5576356|XP_021693302.1|AAEG	Myo81F|NP_001303492.1|DMEL
OG0001903	LOC5573314|XP_021693438.1|AAEG	CG1103|NP_001036660.1|DMEL
OG0001904	LOC5573316|XP_021693443.1|AAEG	NSD|NP_733239.1|DMEL
OG0001905	LOC5569643|XP_001658667.1|AAEG	l_1_10Bb|NP_511117.1|DMEL
OG0001906	LOC5576390|XP_021693504.1|AAEG	Calx|NP_001247215.1|DMEL
OG0001907	LOC110674160|XP_021693697.1|AAEG, LOC5566429|XP_021695258.1|AAEG	caz|NP_523365.2|DMEL
OG0001908	LOC5564006|XP_001648330.1|AAEG	HSPBAP1|NP_651581.2|DMEL
OG0001909	LOC5569687|XP_021693811.1|AAEG	Hexo2|NP_525081.1|DMEL
OG0001910	LOC5565945|XP_001650321.1|AAEG, LOC5565940|XP_001650319.2|AAEG	ohgt|NP_649973.1|DMEL
OG0001911	LOC110674205|XP_021693943.1|AAEG	CG42342|NP_001189234.1|DMEL
OG0001912	LOC110674342|XP_021694330.1|AAEG, LOC5576146|XP_021694069.1|AAEG	CG8093|NP_611020.1|DMEL
OG0001913	LOC110674222|XP_021694070.1|AAEG, LOC5576149|XP_001662497.2|AAEG	Lip2|NP_524667.1|DMEL
OG0001914	LOC5565160|XP_021694133.1|AAEG	mask|NP_001247280.1|DMEL
OG0001915	LOC5566122|XP_021695354.1|AAEG	ACXD|NP_620469.2|DMEL
OG0001916	LOC5570941|XP_001653408.1|AAEG	Topors|NP_611388.1|DMEL
OG0001917	LOC5579868|XP_021695539.1|AAEG	CG8492|NP_648151.2|DMEL
OG0001918	LOC5575750|XP_001662178.1|AAEG	CG15014|NP_647892.1|DMEL
OG0001919	LOC5579460|XP_001647758.2|AAEG	CG30467|NP_611044.1|DMEL
OG0001920	LOC5571764|XP_021695753.1|AAEG	fwd|NP_001356971.1|DMEL
OG0001921	LOC5571757|XP_001659890.2|AAEG	cbc|NP_610876.1|DMEL
OG0001922	LOC5571267|XP_001653565.1|AAEG	asrij|NP_001261143.1|DMEL
OG0001924	LOC23687479|XP_021696447.1|AAEG	CG17691|NP_001104018.1|DMEL
OG0001925	LOC5567637|XP_001657588.2|AAEG	CG10672|NP_647946.1|DMEL
OG0001926	LOC5566295|XP_021696526.1|AAEG	ImpE1|NP_524849.2|DMEL
OG0001927	LOC5568108|XP_021696643.1|AAEG	Nup54|NP_610783.1|DMEL
OG0001928	LOC5568114|XP_001652053.1|AAEG	CG8009|NP_648400.1|DMEL
OG0001929	LOC5568122|XP_021696657.1|AAEG	Rbfox1|NP_001246707.1|DMEL
OG0001930	LOC5569448|XP_021696661.1|AAEG	GEFmeso|NP_788403.2|DMEL
OG0001932	LOC5574425|XP_021696832.1|AAEG	JIL-1|NP_648432.1|DMEL
OG0001933	LOC5566235|XP_001650598.2|AAEG	CG4866|NP_611224.1|DMEL
OG0001934	LOC5565654|XP_001650004.2|AAEG	Gem3|NP_524019.1|DMEL
OG0001935	LOC5573776|XP_001654802.2|AAEG	l_3_72Dp|NP_730119.1|DMEL
OG0001937	LOC5574901|XP_021697034.1|AAEG	Fs|NP_652376.2|DMEL
OG0001938	LOC5567330|XP_021697068.1|AAEG	CG18335|NP_610666.1|DMEL
OG0001939	LOC5571823|XP_001659955.1|AAEG, LOC5571824|XP_001659956.1|AAEG	CG15650|NP_611529.1|DMEL
OG0001940	LOC5578975|XP_021697211.1|AAEG	CG46385|NP_001356959.1|DMEL
OG0001941	LOC5577574|XP_001663445.2|AAEG	Atac3|NP_001246531.1|DMEL
OG0001942	LOC5565244|XP_021697467.1|AAEG, LOC5574904|XP_001661710.2|AAEG	CG9447|NP_610243.4|DMEL
OG0001943	LOC110675827|XP_021697395.1|AAEG	CG13055|NP_648851.1|DMEL
OG0001944	LOC5565994|XP_001650362.2|AAEG	Mtch|NP_523869.1|DMEL
OG0001945	LOC5575250|XP_021697553.1|AAEG	Dgk|NP_724619.2|DMEL
OG0001946	LOC5572759|XP_001660580.2|AAEG	Cyt-b5|NP_610294.1|DMEL
OG0001947	LOC110675915|XP_021697633.1|AAEG, LOC5572761|XP_021712888.1|AAEG	HLH54F|NP_477302.1|DMEL
OG0001948	LOC5573420|XP_001654595.2|AAEG	CG6179|NP_573288.1|DMEL
OG0001949	LOC5575138|XP_021697912.1|AAEG	Eip78C|NP_524195.2|DMEL
OG0001950	LOC5564815|XP_021697926.1|AAEG	Itpr|NP_730941.1|DMEL
OG0001951	LOC5564736|XP_021698057.1|AAEG	jbug|NP_001261140.1|DMEL
OG0001952	LOC5568132|XP_021698130.1|AAEG	TpnC41C|NP_523619.2|DMEL
OG0001953	LOC5571480|XP_021698235.1|AAEG	Oatp58Dc|NP_001097409.1|DMEL
OG0001954	LOC5563832|XP_021698302.1|AAEG	KCNQ|NP_788300.3|DMEL
OG0001955	LOC5576039|XP_001662377.1|AAEG	CG17765|NP_610592.1|DMEL
OG0001956	LOC5576036|XP_021698320.1|AAEG	nmo|NP_001356976.1|DMEL
OG0001957	LOC5564212|XP_001648594.1|AAEG	RpL29|NP_477203.1|DMEL
OG0001958	LOC5569618|XP_021698469.1|AAEG	CG30116|NP_725799.1|DMEL
OG0001959	LOC5577966|XP_021698584.1|AAEG, LOC5575279|XP_021704623.1|AAEG	Toll-9|NP_649214.1|DMEL
OG0001960	LOC5576957|XP_021698653.1|AAEG	Psa|NP_728614.1|DMEL
OG0001961	LOC5572304|XP_021698709.1|AAEG	Dll|NP_001137759.1|DMEL
OG0001962	LOC5572270|XP_021698749.1|AAEG	phr|NP_523653.2|DMEL
OG0001963	LOC5574335|XP_001661369.2|AAEG	CG9706|NP_001356982.1|DMEL
OG0001964	LOC110677712|XP_021704551.1|AAEG, LOC5563554|XP_021699088.1|AAEG	smid|NP_523959.2|DMEL
OG0001966	LOC5572494|XP_001660440.2|AAEG, LOC5568681|XP_001658084.2|AAEG	P5cr-2|NP_650632.1|DMEL
OG0001967	LOC5578856|XP_021699344.1|AAEG	Lapsyn|NP_611561.1|DMEL
OG0001968	LOC5578863|XP_001664072.2|AAEG	NijA|NP_996040.1|DMEL
OG0001969	LOC5572859|XP_021699398.1|AAEG	Orc1|NP_477303.1|DMEL
OG0001970	LOC5575914|XP_001655906.1|AAEG	blw|NP_726243.1|DMEL
OG0001971	LOC5563933|XP_021699532.1|AAEG, LOC110676342|XP_021699535.1|AAEG	CG11041|NP_611453.2|DMEL
OG0001972	LOC5570728|XP_001659320.1|AAEG	IFT20|NP_724409.3|DMEL
OG0001973	LOC23687899|XP_021699564.1|AAEG	CG43795|NP_001097435.2|DMEL
OG0001974	LOC5569574|XP_001658635.1|AAEG	Myd88|NP_610479.1|DMEL
OG0001975	LOC110676393|XP_021699804.1|AAEG	CG13806|NP_647708.1|DMEL
OG0001976	LOC5574834|XP_001661657.1|AAEG	SmD3|NP_725106.1|DMEL
OG0001977	LOC5575445|XP_021700364.1|AAEG	cup|NP_523493.3|DMEL
OG0001978	LOC5578159|XP_001663732.1|AAEG	Arr1|NP_476681.1|DMEL
OG0001979	LOC5580329|XP_001663282.1|AAEG	Rack1|NP_477269.1|DMEL
OG0001980	LOC110676547|XP_021700527.1|AAEG, LOC5578362|XP_001656933.2|AAEG	galectin|NP_608487.1|DMEL
OG0001982	LOC5570903|XP_001653381.1|AAEG	Gpb5|NP_001104335.1|DMEL
OG0001983	LOC5569680|XP_001652945.1|AAEG	AGO3|NP_001036627.2|DMEL
OG0001984	LOC5572638|XP_001654135.1|AAEG	CG9154|NP_608993.2|DMEL
OG0001985	LOC110680287|XP_021711813.1|AAEG, LOC5565763|XP_021700900.1|AAEG, LOC110680285|XP_021711797.1|AAEG	Apoltp|NP_995670.2|DMEL
OG0001986	LOC5564309|XP_001648656.2|AAEG	TTLL3A|NP_609069.1|DMEL
OG0001987	LOC110680374|XP_021711872.1|AAEG, LOC5572849|XP_021711343.1|AAEG, LOC5566255|XP_021700957.1|AAEG	su_sable_|NP_476754.1|DMEL
OG0001988	LOC5574483|XP_021701245.1|AAEG	EDTP|NP_995873.2|DMEL
OG0001989	LOC5574486|XP_001655150.2|AAEG	Gr21a|NP_001259841.1|DMEL
OG0001990	LOC5574491|XP_021695288.1|AAEG	loh|NP_609406.2|DMEL
OG0001991	LOC5568825|XP_021701340.1|AAEG	DIP-lambda|NP_001334747.1|DMEL
OG0001992	LOC5564970|XP_021701369.1|AAEG	CG31760|NP_723730.2|DMEL
OG0001993	LOC5573790|XP_001661042.1|AAEG, LOC5564972|XP_001649329.1|AAEG	Sec61alpha|NP_609034.1|DMEL
OG0001994	LOC5578318|XP_021701535.1|AAEG	TFAM|NP_732527.1|DMEL
OG0001995	LOC5579212|XP_001664294.2|AAEG	CG10194|NP_609973.1|DMEL
OG0001996	LOC5575210|XP_021701890.1|AAEG	nompC|NP_523483.2|DMEL
OG0001997	LOC5578032|XP_001663654.1|AAEG	CG3894|NP_611963.5|DMEL
OG0001998	LOC5569849|XP_021701970.1|AAEG	Eps-15|NP_611965.2|DMEL
OG0001999	LOC5565997|XP_021702090.1|AAEG	Hr3|NP_001334718.1|DMEL
OG0002000	LOC110676888|XP_021702136.1|AAEG	CG14274|NP_609212.2|DMEL
OG0002001	LOC5570817|XP_021702205.1|AAEG	kel|NP_476589.4|DMEL
OG0002002	LOC5577613|XP_001656607.2|AAEG	Dera|NP_610781.1|DMEL
OG0002003	LOC5577626|XP_021702248.1|AAEG	Tsp29Fa|NP_523515.1|DMEL
OG0002004	LOC5575148|XP_001655525.2|AAEG	qua|NP_001246066.1|DMEL
OG0002005	LOC5572463|XP_021702484.1|AAEG	PRL-1|NP_609780.1|DMEL
OG0002006	LOC5565314|XP_021702525.1|AAEG	Ziz|NP_001260200.1|DMEL
OG0002007	LOC5568618|XP_001652452.1|AAEG	Pp2A-29B|NP_001245944.1|DMEL
OG0002008	LOC5577545|XP_021702797.1|AAEG	eIF4G1|NP_001096852.1|DMEL
OG0002009	LOC5564025|XP_001648348.3|AAEG	fd59A|NP_523814.1|DMEL
OG0002010	LOC5577897|XP_001656695.1|AAEG	Argl|NP_609257.3|DMEL
OG0002011	LOC110676987|XP_021702915.1|AAEG, LOC5573181|XP_001660798.1|AAEG	nesd|NP_610025.1|DMEL
OG0002012	LOC5575841|XP_021702942.1|AAEG	TpnC25D|NP_608915.2|DMEL
OG0002013	LOC5568759|XP_021702968.1|AAEG	Lim3|NP_001260559.1|DMEL
OG0002014	LOC5568940|XP_021703175.1|AAEG	CG10527|NP_611544.1|DMEL
OG0002015	LOC5573896|XP_001654930.1|AAEG	Uro|NP_476779.1|DMEL
OG0002016	LOC5572070|XP_021711903.1|AAEG, LOC5572069|XP_021703577.1|AAEG	babo|NP_476999.1|DMEL
OG0002017	LOC5572370|XP_021703595.1|AAEG	Nos|NP_523541.2|DMEL
OG0002018	LOC5564935|XP_001649274.2|AAEG	Daxx|NP_609035.2|DMEL
OG0002019	LOC5565904|XP_021703806.1|AAEG	vir-1|NP_723746.1|DMEL
OG0002020	LOC5569705|XP_001658696.2|AAEG	RanGAP|NP_476712.1|DMEL
OG0002021	LOC5569712|XP_021703870.1|AAEG	tud|NP_476773.1|DMEL
OG0002022	LOC5568180|XP_021703905.1|AAEG, LOC5578480|XP_021708702.1|AAEG	CG14397|NP_001163027.1|DMEL
OG0002023	LOC5564528|XP_001648863.2|AAEG, LOC5575671|XP_001662131.2|AAEG	ry|NP_524337.1|DMEL
OG0002024	LOC5569515|XP_021704011.1|AAEG	CG4968|NP_609375.1|DMEL
OG0002025	LOC110677254|XP_021704066.1|AAEG	salm|NP_723670.2|DMEL
OG0002026	LOC5568423|XP_021710375.1|AAEG	CG7139|NP_649378.1|DMEL
OG0002027	LOC5564326|XP_021708868.1|AAEG, LOC110681294|XP_021712747.1|AAEG	px|NP_726208.1|DMEL
OG0002028	LOC5564319|XP_001648667.1|AAEG	CG5554|NP_001286784.1|DMEL
OG0002029	LOC5570130|XP_021706330.1|AAEG	Sse|NP_523935.1|DMEL
OG0002030	LOC5573830|XP_021707251.1|AAEG, LOC5576485|XP_001662678.2|AAEG	ATPsynF|NP_611940.1|DMEL
OG0002031	LOC5578200|XP_021707480.1|AAEG, LOC5577974|XP_021704605.1|AAEG	Rpn13|NP_001137662.1|DMEL
OG0002032	LOC5566411|XP_021707212.1|AAEG	Snmp1|NP_650953.1|DMEL
OG0002033	LOC5577434|XP_021710157.1|AAEG	Ork1|NP_001285097.1|DMEL
OG0002034	LOC110680774|XP_021712249.1|AAEG, LOC5578948|XP_021708225.1|AAEG	DAAM|NP_001188522.1|DMEL
OG0002035	LOC5567371|XP_001657386.1|AAEG	Dhod|NP_477224.1|DMEL
OG0002036	LOC5580311|XP_021709149.1|AAEG	Glut4EF|NP_001262443.1|DMEL
OG0002037	LOC5573964|XP_011493566.1|AAEG	VhaM9.7-a|NP_001097499.1|DMEL
OG0002038	LOC5579885|XP_001657864.1|AAEG	CG4390|NP_732486.2|DMEL
OG0002039	LOC5579021|XP_001664201.1|AAEG	CG40472|NP_001163845.1|DMEL, ND-AGGG|NP_001015476.1|DMEL
OG0002040	LOC5567539|XP_001657534.2|AAEG	CG41284|NP_001104417.3|DMEL, CG42598|NP_001163857.2|DMEL
OG0002041	LOC5574220|XP_021705038.1|AAEG	Acsl|NP_001260810.1|DMEL
OG0002042	LOC110678184|XP_021706499.1|AAEG, LOC5567149|XP_001651571.2|AAEG	Obp84a|NP_001097700.2|DMEL
OG0002043	LOC5566845|XP_021707045.1|AAEG	CG2100|NP_649578.1|DMEL
OG0002044	LOC5569098|XP_021704479.1|AAEG	loco|NP_732773.1|DMEL
OG0002045	LOC5575783|XP_021711581.1|AAEG	5-HT2B|NP_001262373.1|DMEL
OG0002046	LOC5567251|XP_011493309.1|AAEG, LOC110678538|XP_021707230.1|AAEG	CG11077|NP_651944.1|DMEL
OG0002047	LOC5574875|XP_021705084.1|AAEG	CG14200|NP_573387.1|DMEL
OG0002048	LOC5568508|XP_021706823.1|AAEG	CG10038|NP_650176.3|DMEL
OG0002049	LOC110680394|XP_021711894.1|AAEG, LOC5572950|XP_021709439.1|AAEG	sals|NP_731573.1|DMEL
OG0002050	LOC5567603|XP_001657581.2|AAEG	nsl1|NP_732069.3|DMEL
OG0002051	LOC5572308|XP_001654008.2|AAEG	CG30022|NP_725047.2|DMEL
OG0002052	LOC5578479|XP_001657002.1|AAEG	CG33257|NP_996107.1|DMEL
OG0002053	LOC5567154|XP_021710816.1|AAEG	CG34135|NP_001262385.1|DMEL, CG11768|NP_649829.1|DMEL
OG0002054	LOC5573603|XP_001654737.1|AAEG	CG12170|NP_649565.1|DMEL
OG0002055	LOC110678950|XP_021708364.1|AAEG, LOC5577331|XP_001656408.1|AAEG	Tango9|NP_650136.1|DMEL
OG0002056	LOC5577348|XP_001656424.1|AAEG	Gcn5|NP_648586.2|DMEL
OG0002057	LOC5577352|XP_001656428.1|AAEG	CG6144|NP_001033895.1|DMEL
OG0002058	LOC5577353|XP_001656429.1|AAEG	thoc7|NP_728489.2|DMEL
OG0002059	LOC5577389|XP_021704715.1|AAEG	MED28|NP_651397.1|DMEL
OG0002060	LOC5577358|XP_021705543.1|AAEG	jef|NP_610983.1|DMEL
OG0002061	LOC5577359|XP_021712229.1|AAEG, LOC110679163|XP_021708938.1|AAEG	Gpat4|NP_001286818.1|DMEL
OG0002062	LOC5574435|XP_001661442.2|AAEG	bbx|NP_001259770.1|DMEL
OG0002063	LOC5574436|XP_001661450.1|AAEG	APC7|NP_572329.3|DMEL
OG0002064	LOC5569005|XP_021710263.1|AAEG	Rop|NP_523916.2|DMEL
OG0002065	LOC5568999|XP_021710982.1|AAEG	Mrtf|NP_001137879.3|DMEL
OG0002066	LOC5572998|XP_021708630.1|AAEG	Mhcl|NP_732109.2|DMEL
OG0002067	LOC5571751|XP_021711866.1|AAEG, LOC110678326|XP_021706748.1|AAEG	Snap29|NP_523831.1|DMEL
OG0002068	LOC5572482|XP_001660430.2|AAEG	Atg7|NP_611350.1|DMEL
OG0002069	LOC5568009|XP_021708297.1|AAEG	CG17486|NP_001036446.2|DMEL
OG0002070	LOC5568018|XP_021706447.1|AAEG, LOC5568028|XP_021706998.1|AAEG, LOC5568019|XP_021705167.1|AAEG	Fdh|NP_524310.1|DMEL
OG0002071	LOC5579855|XP_021708220.1|AAEG	Osbp|NP_477271.1|DMEL
OG0002072	LOC5579835|XP_001651510.2|AAEG	Rrp42|NP_725517.2|DMEL
OG0002073	LOC5567941|XP_021706835.1|AAEG, LOC110681079|XP_021712543.1|AAEG	Plp|NP_001027574.2|DMEL
OG0002074	LOC5576240|XP_001656018.1|AAEG	CG11807|NP_611017.1|DMEL
OG0002075	LOC5574555|XP_001661504.1|AAEG	SmE|NP_609162.1|DMEL
OG0002076	LOC5568197|XP_021710717.1|AAEG	ReepA|NP_001188988.1|DMEL
OG0002077	LOC110680880|XP_021712363.1|AAEG, LOC5570371|XP_021707292.1|AAEG	mwh|NP_001261244.1|DMEL
OG0002078	LOC5563914|XP_001648220.1|AAEG	CG16935|NP_610914.2|DMEL
OG0002079	LOC5575305|XP_021704437.1|AAEG	Ssk|NP_649184.1|DMEL
OG0002080	LOC5571113|XP_001659554.2|AAEG	CG30456|NP_611188.3|DMEL
OG0002081	LOC5573774|XP_001654766.1|AAEG	cN-IIIB|NP_611895.1|DMEL
OG0002082	LOC5565492|XP_021709770.1|AAEG	unc-104|NP_611155.3|DMEL
OG0002083	LOC5565485|XP_001649858.2|AAEG, LOC5565486|XP_001649859.2|AAEG	PsGEF|NP_996333.4|DMEL
OG0002084	LOC5569429|XP_021708673.1|AAEG	CG3500|NP_611783.1|DMEL
OG0002085	LOC5564333|XP_021708440.1|AAEG	CG13506|NP_611666.2|DMEL
OG0002086	LOC5568708|XP_001652532.1|AAEG	ND-B12|NP_001097399.1|DMEL
OG0002087	LOC5567364|XP_021707763.1|AAEG	Su_Tpl_|NP_001163477.1|DMEL
OG0002088	LOC5576762|XP_021704245.1|AAEG	CG32425|NP_730546.1|DMEL
OG0002089	LOC5567176|XP_021711063.1|AAEG	gcl|NP_724708.1|DMEL
OG0002090	LOC5571906|XP_001659999.1|AAEG	Syx13|NP_524054.1|DMEL
OG0002091	LOC5578087|XP_001656781.3|AAEG, LOC110678930|XP_021708290.1|AAEG	CG13575|NP_611903.1|DMEL
OG0002092	LOC5578091|XP_021708505.1|AAEG	fax|NP_524106.3|DMEL
OG0002093	LOC5566861|XP_021704283.1|AAEG	GM130|NP_611642.2|DMEL
OG0002094	LOC110678270|XP_021706584.1|AAEG	PHDP|NP_523834.1|DMEL
OG0002095	LOC5568456|XP_021706643.1|AAEG	Rcd-1r|NP_609269.1|DMEL, Rcd-1|NP_608335.1|DMEL
OG0002096	LOC5573267|XP_021706586.1|AAEG	Asx|NP_001260969.1|DMEL
OG0002097	LOC5569726|XP_001652950.2|AAEG, LOC5567452|XP_021708553.1|AAEG	clos|NP_001097246.3|DMEL
OG0002098	LOC5563684|XP_021709374.1|AAEG, LOC110679354|XP_021709458.1|AAEG	CG7166|NP_649339.2|DMEL
OG0002099	LOC5563694|XP_021709597.1|AAEG	CG9601|NP_649792.3|DMEL
OG0002100	LOC5565443|XP_001649798.1|AAEG, LOC5565445|XP_001649797.1|AAEG	MsrA|NP_001261879.1|DMEL
OG0002101	LOC5564119|XP_021711134.1|AAEG	pdm3|NP_001188885.2|DMEL
OG0002102	LOC5573221|XP_001654423.1|AAEG	tapas|NP_611475.3|DMEL
OG0002103	LOC110681058|XP_021712515.1|AAEG	Coq2|NP_649789.1|DMEL
OG0002117	LOC5566213|XP_001650619.1|AAEG	CG7744|NP_611422.2|DMEL
OG0002118	LOC5574523|XP_021694485.1|AAEG	nvd|NP_001097670.1|DMEL
OG0002119	LOC5579825|XP_021694556.1|AAEG, LOC5579826|XP_021712890.1|AAEG, LOC110680914|XP_021712393.1|AAEG	Smg6|NP_651321.1|DMEL
OG0002120	LOC5574324|XP_021694589.1|AAEG	sv|NP_524633.3|DMEL
OG0002121	LOC5574653|XP_001661569.2|AAEG	Usp1|NP_733282.1|DMEL
OG0002123	LOC5564728|XP_021694777.1|AAEG	cdc14|NP_609153.1|DMEL
OG0002124	LOC110674789|XP_021694816.1|AAEG	CG32548|NP_728167.1|DMEL
OG0002125	LOC5569483|XP_001658568.1|AAEG	ckn|NP_611009.1|DMEL
OG0002126	LOC5571983|XP_021711962.1|AAEG	tzn|NP_730568.1|DMEL
OG0002127	LOC5576059|XP_021712546.1|AAEG	Ankle2|NP_573221.2|DMEL
OG0002128	LOC5573411|XP_021712952.1|AAEG	HisRS|NP_573305.2|DMEL
OG0002129	LOC5580025|XP_021713390.1|AAEG	Epg5|NP_650752.2|DMEL
OG0002130	LOC5578404|XP_001663868.2|AAEG, LOC5570103|XP_001653085.2|AAEG, LOC110676630|XP_021700974.1|AAEG, LOC110681474|XP_021712931.1|AAEG, LOC5566253|XP_001650633.2|AAEG	CG14795|NP_569925.2|DMEL
OG0002131	LOC110674739|XP_021694575.1|AAEG	CG18600|NP_650708.1|DMEL
OG0002132	LOC5580259|XP_001656140.1|AAEG, LOC110674791|XP_021694823.1|AAEG	RpL7|NP_523531.1|DMEL
OG0002133	LOC5578622|XP_001657043.1|AAEG	Paics|NP_572826.1|DMEL
OG0002134	LOC5565115|XP_021694229.1|AAEG	CG8173|NP_573239.1|DMEL
OG0002135	LOC5576370|XP_021695425.1|AAEG	mys|NP_524793.2|DMEL
OG0002136	LOC110681253|XP_021712714.1|AAEG, LOC5566497|XP_021696174.1|AAEG	trp|NP_476768.1|DMEL
OG0002137	LOC5571302|XP_021696658.1|AAEG, LOC110681111|XP_021712569.1|AAEG	CG5902|NP_651201.1|DMEL
OG0002138	LOC23687988|XP_021712870.1|AAEG, LOC110675821|XP_021697370.1|AAEG, LOC5576605|XP_001656170.2|AAEG, LOC110673991|XP_021697350.1|AAEG	Vps4|NP_573258.1|DMEL
OG0002139	LOC110675833|XP_021697398.1|AAEG, LOC5576591|XP_021712869.1|AAEG, LOC110675839|XP_021697403.1|AAEG	Vap33|NP_570087.1|DMEL
OG0002140	LOC110680918|XP_021712396.1|AAEG, LOC5576578|XP_021697469.1|AAEG	fend|NP_572528.1|DMEL
OG0002141	LOC5574993|XP_001655466.1|AAEG, LOC110676831|XP_021701850.1|AAEG	RpL10|NP_651954.3|DMEL
OG0002142	LOC5577016|XP_001656303.1|AAEG	CG9853|NP_001097680.1|DMEL
OG0002143	LOC5580031|XP_001653915.2|AAEG	Tango14|NP_608577.2|DMEL
OG0002144	LOC5570082|XP_021698481.1|AAEG	Mitf|NP_001245436.1|DMEL
OG0002145	LOC5570416|XP_001659123.1|AAEG	CG5023|NP_650867.1|DMEL
OG0002146	LOC5580074|XP_021699647.1|AAEG, LOC5575806|XP_001662232.2|AAEG	lost|NP_649466.1|DMEL
