Orthogroup	AAEG.longest_only	DGUA.longest_only
OG0002039	LOC5579021|XP_001664201.1|AAEG	LOC117590028|XP_034138215.1|DGUA
OG0002040	LOC5567539|XP_001657534.2|AAEG	LOC117590150|XP_034138423.1|DGUA
OG0002041	LOC5574220|XP_021705038.1|AAEG	LOC117592303|XP_034141863.1|DGUA
OG0002042	LOC110678184|XP_021706499.1|AAEG, LOC5567149|XP_001651571.2|AAEG	LOC117586710|XP_034132872.1|DGUA
OG0002043	LOC5566845|XP_021707045.1|AAEG	LOC117585745|XP_034131285.1|DGUA
OG0002044	LOC5569098|XP_021704479.1|AAEG	LOC117583208|XP_034127305.1|DGUA
OG0002045	LOC5575783|XP_021711581.1|AAEG	LOC117585489|XP_034130875.1|DGUA
OG0002046	LOC5567251|XP_011493309.1|AAEG, LOC110678538|XP_021707230.1|AAEG	LOC117581206|XP_034124070.1|DGUA
OG0002047	LOC5574875|XP_021705084.1|AAEG	LOC117591315|XP_034140413.1|DGUA, LOC117591324|XP_034140423.1|DGUA, LOC117591515|XP_034140699.1|DGUA
OG0002048	LOC5568508|XP_021706823.1|AAEG	LOC117586646|XP_034132771.1|DGUA
OG0002049	LOC110680394|XP_021711894.1|AAEG, LOC5572950|XP_021709439.1|AAEG	LOC117590187|XP_034138487.1|DGUA
OG0002050	LOC5567603|XP_001657581.2|AAEG	LOC117586718|XP_034132892.1|DGUA
OG0002051	LOC5572308|XP_001654008.2|AAEG	LOC117578891|XP_034120583.1|DGUA
OG0002052	LOC5578479|XP_001657002.1|AAEG	LOC117588931|XP_034136398.1|DGUA
OG0002053	LOC5567154|XP_021710816.1|AAEG	LOC117586026|XP_034131752.1|DGUA
OG0002054	LOC5573603|XP_001654737.1|AAEG	LOC117589814|XP_034137933.1|DGUA
OG0002055	LOC110678950|XP_021708364.1|AAEG, LOC5577331|XP_001656408.1|AAEG	LOC117586053|XP_034131787.1|DGUA
OG0002056	LOC5577348|XP_001656424.1|AAEG	LOC117589354|XP_034137131.1|DGUA
OG0002057	LOC5577352|XP_001656428.1|AAEG	LOC117582397|XP_034125971.1|DGUA
OG0002058	LOC5577353|XP_001656429.1|AAEG	LOC117588998|XP_034136500.1|DGUA
OG0002059	LOC5577389|XP_021704715.1|AAEG	LOC117586321|XP_034132201.1|DGUA
OG0002060	LOC5577358|XP_021705543.1|AAEG	LOC117584281|XP_034129029.1|DGUA
OG0002061	LOC5577359|XP_021712229.1|AAEG, LOC110679163|XP_021708938.1|AAEG	LOC117581723|XP_034124997.1|DGUA
OG0002063	LOC5574436|XP_001661450.1|AAEG	LOC117581614|XP_034124868.1|DGUA
OG0002064	LOC5569005|XP_021710263.1|AAEG	LOC117588714|XP_034136056.1|DGUA
OG0002065	LOC5568999|XP_021710982.1|AAEG	LOC117587072|XP_034133414.1|DGUA
OG0002066	LOC5572998|XP_021708630.1|AAEG	LOC117586456|XP_034132392.1|DGUA
OG0002067	LOC5571751|XP_021711866.1|AAEG, LOC110678326|XP_021706748.1|AAEG	LOC117587891|XP_034134796.1|DGUA
OG0002068	LOC5572482|XP_001660430.2|AAEG	LOC117584485|XP_034129304.1|DGUA
OG0002069	LOC5568009|XP_021708297.1|AAEG	LOC117588169|XP_034135171.1|DGUA
OG0002070	LOC5568018|XP_021706447.1|AAEG, LOC5568028|XP_021706998.1|AAEG, LOC5568019|XP_021705167.1|AAEG	LOC117585509|XP_034130900.1|DGUA
OG0002071	LOC5579855|XP_021708220.1|AAEG	LOC117583567|XP_034127835.1|DGUA
OG0002072	LOC5579835|XP_001651510.2|AAEG	LOC117592582|XP_034142359.1|DGUA
OG0002073	LOC5567941|XP_021706835.1|AAEG, LOC110681079|XP_021712543.1|AAEG	LOC117580195|XP_034122448.1|DGUA
OG0002074	LOC5576240|XP_001656018.1|AAEG	LOC117578671|XP_034120189.1|DGUA
OG0002075	LOC5574555|XP_001661504.1|AAEG	LOC117581926|XP_034125294.1|DGUA
OG0002076	LOC5568197|XP_021710717.1|AAEG	LOC117592145|XP_034141591.1|DGUA
OG0002077	LOC110680880|XP_021712363.1|AAEG, LOC5570371|XP_021707292.1|AAEG	LOC117587276|XP_034133750.1|DGUA
OG0002078	LOC5563914|XP_001648220.1|AAEG	LOC117578707|XP_034120248.1|DGUA
OG0002079	LOC5575305|XP_021704437.1|AAEG	LOC117587502|XP_034134165.1|DGUA
OG0002080	LOC5571113|XP_001659554.2|AAEG	LOC117591956|XP_034141271.1|DGUA
OG0002081	LOC5573774|XP_001654766.1|AAEG	LOC117592680|XP_034142530.1|DGUA
OG0002082	LOC5565492|XP_021709770.1|AAEG	LOC117592222|XP_034141739.1|DGUA
OG0002083	LOC5565485|XP_001649858.2|AAEG, LOC5565486|XP_001649859.2|AAEG	LOC117580742|XP_034123309.1|DGUA
OG0002084	LOC5569429|XP_021708673.1|AAEG	LOC117592642|XP_034142476.1|DGUA
OG0002085	LOC5564333|XP_021708440.1|AAEG	LOC117578881|XP_034120569.1|DGUA
OG0002086	LOC5568708|XP_001652532.1|AAEG	LOC117592646|XP_034142480.1|DGUA
OG0002087	LOC5567364|XP_021707763.1|AAEG	LOC117580451|XP_034122905.1|DGUA
OG0002088	LOC5576762|XP_021704245.1|AAEG	LOC117580004|XP_034122096.1|DGUA
OG0002089	LOC5567176|XP_021711063.1|AAEG	LOC117592366|XP_034141956.1|DGUA
OG0002090	LOC5571906|XP_001659999.1|AAEG	LOC117579718|XP_034121603.1|DGUA
OG0002091	LOC5578087|XP_001656781.3|AAEG, LOC110678930|XP_021708290.1|AAEG	LOC117583822|XP_034128302.1|DGUA
OG0002092	LOC5578091|XP_021708505.1|AAEG	LOC117589099|XP_034136638.1|DGUA
OG0002093	LOC5566861|XP_021704283.1|AAEG	LOC117579029|XP_034120609.1|DGUA
OG0002094	LOC110678270|XP_021706584.1|AAEG	LOC117578424|XP_034119776.1|DGUA
OG0002095	LOC5568456|XP_021706643.1|AAEG	LOC117591370|XP_034140499.1|DGUA
OG0002096	LOC5573267|XP_021706586.1|AAEG	LOC117578729|XP_034120279.1|DGUA
OG0002097	LOC5569726|XP_001652950.2|AAEG, LOC5567452|XP_021708553.1|AAEG	LOC117592018|XP_034141362.1|DGUA
OG0002099	LOC5563694|XP_021709597.1|AAEG	LOC117585310|XP_034130629.1|DGUA
OG0002100	LOC5565443|XP_001649798.1|AAEG, LOC5565445|XP_001649797.1|AAEG	LOC117591256|XP_034140331.1|DGUA
OG0002101	LOC5564119|XP_021711134.1|AAEG	LOC117578787|XP_034120392.1|DGUA
OG0002102	LOC5573221|XP_001654423.1|AAEG	LOC117578759|XP_034120340.1|DGUA
OG0002103	LOC110681058|XP_021712515.1|AAEG	LOC117585231|XP_034130516.1|DGUA
OG0002117	LOC5566213|XP_001650619.1|AAEG	LOC117590202|XP_034138545.1|DGUA
OG0002118	LOC5574523|XP_021694485.1|AAEG	LOC117590026|XP_034138213.1|DGUA
OG0002119	LOC5579825|XP_021694556.1|AAEG, LOC5579826|XP_021712890.1|AAEG, LOC110680914|XP_021712393.1|AAEG	LOC117585706|XP_034131228.1|DGUA
OG0002120	LOC5574324|XP_021694589.1|AAEG	LOC117590635|XP_034139346.1|DGUA
OG0002121	LOC5574653|XP_001661569.2|AAEG	LOC117583595|XP_034127878.1|DGUA
OG0002122	LOC110674755|XP_021694710.1|AAEG, LOC110675515|XP_021696466.1|AAEG, LOC110681454|XP_021712905.1|AAEG, LOC110680203|XP_021711713.1|AAEG, LOC110678556|XP_021707262.1|AAEG, LOC110677160|XP_021703681.1|AAEG	LOC117587610|XP_034134351.1|DGUA
OG0002123	LOC5564728|XP_021694777.1|AAEG	LOC117582561|XP_034126285.1|DGUA
OG0002124	LOC110674789|XP_021694816.1|AAEG	LOC117588559|XP_034135835.1|DGUA
OG0002125	LOC5569483|XP_001658568.1|AAEG	LOC117579433|XP_034121211.1|DGUA
OG0002126	LOC5571983|XP_021711962.1|AAEG	LOC117579290|XP_034120983.1|DGUA
OG0002127	LOC5576059|XP_021712546.1|AAEG	LOC117581475|XP_034124603.1|DGUA
OG0002128	LOC5573411|XP_021712952.1|AAEG	LOC117581651|XP_034124919.1|DGUA
OG0002129	LOC5580025|XP_021713390.1|AAEG	LOC117583662|XP_034128017.1|DGUA
OG0002130	LOC5578404|XP_001663868.2|AAEG, LOC5570103|XP_001653085.2|AAEG, LOC110676630|XP_021700974.1|AAEG, LOC110681474|XP_021712931.1|AAEG, LOC5566253|XP_001650633.2|AAEG	LOC117588325|XP_034135412.1|DGUA
OG0002131	LOC110674739|XP_021694575.1|AAEG	LOC117589710|XP_034137765.1|DGUA
OG0002132	LOC5580259|XP_001656140.1|AAEG, LOC110674791|XP_021694823.1|AAEG	LOC117587778|XP_034134611.1|DGUA
OG0002133	LOC5578622|XP_001657043.1|AAEG	LOC117590469|XP_034139006.1|DGUA
OG0002134	LOC5565115|XP_021694229.1|AAEG	LOC117584162|XP_034128817.1|DGUA, LOC117581427|XP_034124488.1|DGUA
OG0002135	LOC5576370|XP_021695425.1|AAEG	LOC117590519|XP_034139122.1|DGUA
OG0002136	LOC110681253|XP_021712714.1|AAEG, LOC5566497|XP_021696174.1|AAEG	LOC117583275|XP_034127391.1|DGUA
OG0002137	LOC5571302|XP_021696658.1|AAEG, LOC110681111|XP_021712569.1|AAEG	LOC117585795|XP_034131386.1|DGUA
OG0002138	LOC23687988|XP_021712870.1|AAEG, LOC110675821|XP_021697370.1|AAEG, LOC5576605|XP_001656170.2|AAEG, LOC110673991|XP_021697350.1|AAEG	LOC117581073|XP_034123842.1|DGUA
OG0002139	LOC110675833|XP_021697398.1|AAEG, LOC5576591|XP_021712869.1|AAEG, LOC110675839|XP_021697403.1|AAEG	LOC117586222|XP_034132050.1|DGUA, LOC117580658|XP_034123153.1|DGUA
OG0002140	LOC110680918|XP_021712396.1|AAEG, LOC5576578|XP_021697469.1|AAEG	LOC117590249|XP_034138612.1|DGUA
OG0002141	LOC5574993|XP_001655466.1|AAEG, LOC110676831|XP_021701850.1|AAEG	LOC117590042|XP_034138252.1|DGUA
OG0002142	LOC5577016|XP_001656303.1|AAEG	LOC117590092|XP_034138325.1|DGUA
OG0002143	LOC5580031|XP_001653915.2|AAEG	LOC117582083|XP_034125533.1|DGUA
OG0002144	LOC5570082|XP_021698481.1|AAEG	LOC117590613|XP_034139293.1|DGUA
OG0002145	LOC5570416|XP_001659123.1|AAEG	LOC117586363|XP_034132273.1|DGUA
OG0002146	LOC5580074|XP_021699647.1|AAEG, LOC5575806|XP_001662232.2|AAEG	LOC117590013|XP_034138191.1|DGUA
OG0002147	LOC5576462|XP_021700291.1|AAEG	LOC117590886|XP_034139807.1|DGUA
OG0002148	LOC5576488|XP_001662681.2|AAEG	LOC117589149|XP_034136735.1|DGUA
OG0002149	LOC5570710|XP_021700856.1|AAEG	LOC117590595|XP_034139246.1|DGUA
OG0002150	LOC5570704|XP_021700978.1|AAEG	LOC117580722|XP_034123279.1|DGUA
OG0002151	LOC5570703|XP_001659296.2|AAEG	LOC117584005|XP_034128625.1|DGUA
OG0002152	LOC5567724|XP_021702264.1|AAEG	LOC117589630|XP_034137610.1|DGUA
OG0002153	LOC5567044|XP_021702532.1|AAEG	LOC117585003|XP_034130131.1|DGUA
OG0002154	LOC5576299|XP_021702619.1|AAEG	LOC117588324|XP_034135411.1|DGUA
OG0002155	LOC5576875|XP_001662973.2|AAEG	LOC117583534|XP_034127779.1|DGUA
OG0002156	LOC5571483|XP_021704276.1|AAEG	LOC117579944|XP_034121995.1|DGUA
OG0002157	LOC5572105|XP_021704743.1|AAEG	LOC117589569|XP_034137511.1|DGUA
OG0002158	LOC5575865|XP_021704847.1|AAEG	LOC117584493|XP_034129317.1|DGUA
OG0002159	LOC5579199|XP_021705121.1|AAEG	LOC117579694|XP_034121578.1|DGUA
OG0002160	LOC5577891|XP_001663597.2|AAEG	LOC117583423|XP_034127611.1|DGUA
OG0002161	LOC5578146|XP_001663717.1|AAEG	LOC117585713|XP_034131242.1|DGUA
OG0002162	LOC5578143|XP_001663713.2|AAEG	LOC117589668|XP_034137698.1|DGUA
OG0002163	LOC5565033|XP_001649405.1|AAEG	LOC117581339|XP_034124353.1|DGUA
OG0002164	LOC5565255|XP_001649617.2|AAEG	LOC117585427|XP_034130792.1|DGUA, LOC117585340|XP_034130672.1|DGUA
OG0002165	LOC5576560|XP_001662743.2|AAEG	LOC117583523|XP_034127761.1|DGUA
OG0002166	LOC5575292|XP_001655670.2|AAEG, LOC110680524|XP_021712013.1|AAEG	LOC117584404|XP_034129158.1|DGUA
OG0002167	LOC110673987|XP_021706322.1|AAEG, LOC5579217|XP_021712812.1|AAEG	LOC117591861|XP_034141121.1|DGUA
OG0002168	LOC5578905|XP_021708397.1|AAEG, LOC5571580|XP_001659788.1|AAEG	LOC117582741|XP_034126572.1|DGUA
OG0002169	LOC5568544|XP_021707598.1|AAEG	LOC117589352|XP_034137127.1|DGUA
OG0002170	LOC5572782|XP_001654181.2|AAEG	LOC117590582|XP_034139229.1|DGUA
OG0002171	LOC5579419|XP_021708592.1|AAEG	LOC117584899|XP_034129928.1|DGUA
OG0002172	LOC5568282|XP_001657979.2|AAEG, LOC110680636|XP_021712124.1|AAEG	LOC117583656|XP_034128010.1|DGUA
OG0002173	LOC5568277|XP_001657974.1|AAEG	LOC117584138|XP_034128784.1|DGUA
OG0002174	LOC110679174|XP_021708963.1|AAEG	LOC117583398|XP_034127573.1|DGUA
OG0002175	LOC5566081|XP_021708971.1|AAEG	LOC117583400|XP_034127574.1|DGUA
OG0002176	LOC110680241|XP_021711747.1|AAEG, LOC5570609|XP_001653273.1|AAEG, LOC110679314|XP_021709372.1|AAEG, LOC110681060|XP_021712517.1|AAEG	LOC117585754|XP_034131300.1|DGUA
OG0002177	LOC5573875|XP_021709949.1|AAEG, LOC5573874|XP_001654907.2|AAEG	LOC117583353|XP_034127514.1|DGUA
OG0002178	LOC110680388|XP_021711889.1|AAEG, LOC5566202|XP_021710220.1|AAEG, LOC110680809|XP_021712277.1|AAEG	LOC117583752|XP_034128162.1|DGUA
OG0002179	LOC5569456|XP_021710812.1|AAEG	LOC117585373|XP_034130711.1|DGUA
OG0002180	LOC110674011|XP_021710984.1|AAEG, LOC5574069|XP_021694277.1|AAEG	LOC117583821|XP_034128298.1|DGUA
OG0002181	LOC110681123|XP_021712582.1|AAEG, LOC110680479|XP_021711976.1|AAEG, LOC23687808|XP_021711326.1|AAEG	LOC117588491|XP_034135685.1|DGUA
OG0002182	LOC5577702|XP_021711690.1|AAEG	LOC117582887|XP_034126857.1|DGUA
OG0002183	LOC5564014|XP_001648337.2|AAEG, LOC5568461|XP_001652295.2|AAEG	LOC117579888|XP_034121918.1|DGUA
OG0002184	LOC23687633|XP_011493096.1|AAEG	LOC117589556|XP_034137459.1|DGUA
OG0002185	LOC5572727|XP_001660555.2|AAEG, LOC110680500|XP_021711993.1|AAEG	LOC117583215|XP_034127323.1|DGUA
OG0002186	LOC5567783|XP_001657684.2|AAEG	LOC117587893|XP_034134761.1|DGUA
OG0002187	LOC5571783|XP_001659922.2|AAEG	LOC117589675|XP_034137719.1|DGUA
OG0002188	LOC5571794|XP_001659928.1|AAEG, LOC110681308|XP_021712759.1|AAEG	LOC117584845|XP_034129878.1|DGUA
OG0002189	LOC5578994|XP_001664173.2|AAEG	LOC117590058|XP_034138270.1|DGUA
OG0002190	LOC5573374|XP_021712991.1|AAEG	LOC117585790|XP_034131377.1|DGUA
OG0002191	LOC110680462|XP_021711958.1|AAEG, LOC5573373|XP_021712993.1|AAEG	LOC117580119|XP_034122302.1|DGUA
OG0002192	LOC5577009|XP_021694395.1|AAEG, LOC5568710|XP_001652535.1|AAEG	LOC117580241|XP_034122555.1|DGUA
OG0002193	LOC5572572|XP_021713041.1|AAEG	LOC117589852|XP_034138003.1|DGUA
OG0002194	LOC5580291|XP_001662917.2|AAEG	LOC117583557|XP_034127811.1|DGUA
OG0002195	LOC5572335|XP_001654025.2|AAEG	LOC117585304|XP_034130624.1|DGUA
OG0002196	LOC5567840|XP_001657749.1|AAEG	LOC117586679|XP_034132822.1|DGUA
OG0002197	LOC5569227|XP_021713253.1|AAEG	LOC117587438|XP_034134010.1|DGUA
OG0002198	LOC110681200|XP_021712673.1|AAEG, LOC5564690|XP_021693000.1|AAEG	LOC117586613|XP_034132697.1|DGUA
OG0002199	LOC5576838|XP_001662954.2|AAEG	LOC117585267|XP_034130577.1|DGUA
OG0002200	LOC5580084|XP_001654840.2|AAEG	LOC117581580|XP_034124821.1|DGUA
OG0002202	LOC5576722|XP_021693362.1|AAEG	LOC117583841|XP_034128341.1|DGUA
OG0002203	LOC23687451|XP_021693393.1|AAEG	LOC117585111|XP_034130283.1|DGUA
OG0002204	LOC5568910|XP_001658235.3|AAEG	LOC117582953|XP_034126954.1|DGUA
OG0002205	LOC5568906|XP_001658227.1|AAEG	LOC117589708|XP_034137764.1|DGUA
OG0002206	LOC5575607|XP_001662097.2|AAEG	LOC117589501|XP_034137374.1|DGUA
OG0002207	LOC5577394|XP_021693559.1|AAEG, LOC5577396|XP_021693560.1|AAEG	LOC117583375|XP_034127549.1|DGUA
OG0002208	LOC5577397|XP_001656471.2|AAEG	LOC117583842|XP_034128350.1|DGUA
OG0002209	LOC5573438|XP_001660875.1|AAEG	LOC117590837|XP_034139721.1|DGUA
OG0002210	LOC5573431|XP_021693614.1|AAEG	LOC117583789|XP_034128260.1|DGUA
OG0002211	LOC23687928|XP_021693634.1|AAEG	LOC117589594|XP_034137552.1|DGUA
OG0002212	LOC5576199|XP_001662538.1|AAEG	LOC117585755|XP_034131301.1|DGUA
OG0002213	LOC110674166|XP_021693781.1|AAEG	LOC117586584|XP_034132643.1|DGUA
OG0002214	LOC5569692|XP_021693813.1|AAEG	LOC117585556|XP_034130971.1|DGUA
OG0002215	LOC5577633|XP_021693875.1|AAEG	LOC117589478|XP_034137312.1|DGUA
OG0002216	LOC5565144|XP_001649509.2|AAEG	LOC117590219|XP_034138577.1|DGUA, LOC117582124|XP_034125594.1|DGUA
OG0002217	LOC5577581|XP_021694029.1|AAEG	LOC117583810|XP_034128282.1|DGUA
OG0002218	LOC5576138|XP_001662485.2|AAEG	LOC117581392|XP_034124425.1|DGUA
OG0002219	LOC5575228|XP_021694130.1|AAEG	LOC117589760|XP_034137839.1|DGUA
OG0002220	LOC5575226|XP_001655632.2|AAEG, LOC5575225|XP_001655631.2|AAEG	LOC117589886|XP_034138048.1|DGUA
OG0002221	LOC5566135|XP_021699107.1|AAEG	LOC117580518|XP_034123002.1|DGUA
OG0002222	LOC5566138|XP_001650497.2|AAEG	LOC117578456|XP_034119876.1|DGUA
OG0002223	LOC5566119|XP_021695402.1|AAEG	LOC117592488|XP_034142223.1|DGUA
OG0002224	LOC5566116|XP_021695406.1|AAEG	LOC117584693|XP_034129621.1|DGUA
OG0002225	LOC5579245|XP_021699518.1|AAEG, LOC5579873|XP_021695535.1|AAEG	LOC117589448|XP_034137283.1|DGUA
OG0002226	LOC5578206|XP_001656850.1|AAEG	LOC117592615|XP_034142391.1|DGUA
OG0002227	LOC5571223|XP_021695800.1|AAEG	LOC117592458|XP_034142161.1|DGUA
OG0002228	LOC5571289|XP_021695851.1|AAEG	LOC117581644|XP_034124911.1|DGUA
OG0002229	LOC5571291|XP_001653593.1|AAEG	LOC117578880|XP_034120565.1|DGUA
OG0002230	LOC5571286|XP_021695868.1|AAEG	LOC117578724|XP_034120273.1|DGUA
OG0002231	LOC5571266|XP_021695918.1|AAEG	LOC117583464|XP_034127665.1|DGUA
OG0002232	LOC5578169|XP_001663739.2|AAEG, LOC5578177|XP_021696079.1|AAEG	LOC117592594|XP_034142411.1|DGUA
OG0002233	LOC5569904|XP_001658802.1|AAEG	LOC117589376|XP_034137179.1|DGUA
OG0002234	LOC5579984|XP_001660250.1|AAEG, LOC5571160|XP_021707557.1|AAEG, LOC5571167|XP_001653496.1|AAEG, LOC5571165|XP_001653497.1|AAEG, LOC5571161|XP_001653495.2|AAEG, LOC5579985|XP_021701506.1|AAEG	LOC117591868|XP_034141128.1|DGUA
OG0002235	LOC5579251|XP_021696334.1|AAEG	LOC117592387|XP_034141989.1|DGUA
OG0002236	LOC5570501|XP_001659177.2|AAEG	LOC117578718|XP_034120262.1|DGUA
OG0002237	LOC5570540|XP_021696462.1|AAEG	LOC117584832|XP_034129857.1|DGUA
OG0002238	LOC5569218|XP_021696600.1|AAEG	LOC117578440|XP_034119850.1|DGUA
OG0002239	LOC5568112|XP_001652051.1|AAEG	LOC117588842|XP_034136230.1|DGUA
OG0002240	LOC5569443|XP_021696660.1|AAEG	LOC117578661|XP_034120174.1|DGUA
OG0002241	LOC5566343|XP_001650739.2|AAEG	LOC117580342|XP_034122738.1|DGUA
OG0002243	LOC5572349|XP_001660308.1|AAEG	LOC117584986|XP_034130100.1|DGUA
OG0002244	LOC5572345|XP_021702613.1|AAEG	LOC117579434|XP_034121212.1|DGUA
OG0002245	LOC5566222|XP_021696874.1|AAEG	LOC117589317|XP_034137017.1|DGUA
OG0002246	LOC110675641|XP_021696886.1|AAEG	LOC117578493|XP_034119917.1|DGUA
OG0002247	LOC5576411|XP_001656113.1|AAEG	LOC117582749|XP_034126584.1|DGUA
OG0002248	LOC5565215|XP_001649548.1|AAEG	LOC117579587|XP_034121408.1|DGUA
OG0002249	LOC5574899|XP_001655400.1|AAEG	LOC117586822|XP_034132993.1|DGUA
OG0002250	LOC5571831|XP_021697154.1|AAEG	LOC117592006|XP_034141345.1|DGUA
OG0002251	LOC5571834|XP_021697158.1|AAEG	LOC117580016|XP_034122118.1|DGUA
OG0002253	LOC5571489|XP_001659733.2|AAEG	LOC117585240|XP_034130534.1|DGUA
OG0002254	LOC5572700|XP_001660519.2|AAEG	LOC117583814|XP_034128288.1|DGUA
OG0002255	LOC5578538|XP_001663929.2|AAEG	LOC117583100|XP_034127170.1|DGUA, LOC117591518|XP_034140705.1|DGUA
OG0002256	LOC110675816|XP_021697355.1|AAEG, LOC5576646|XP_021697346.1|AAEG	LOC117579318|XP_034121025.1|DGUA
OG0002257	LOC5578231|XP_021697380.1|AAEG	LOC117591866|XP_034141125.1|DGUA
OG0002258	LOC5571390|XP_021697410.1|AAEG	LOC117589055|XP_034136575.1|DGUA
OG0002259	LOC5579062|XP_021697431.1|AAEG, LOC5579061|XP_021697430.1|AAEG, LOC5579878|XP_021697411.1|AAEG	LOC117588716|XP_034136060.1|DGUA
OG0002260	LOC5579059|XP_001657255.2|AAEG	LOC117580470|XP_034122937.1|DGUA
OG0002261	LOC5575236|XP_001656285.1|AAEG	LOC117580142|XP_034122334.1|DGUA
OG0002263	LOC5572748|XP_001660576.1|AAEG	LOC117588877|XP_034136276.1|DGUA
OG0002264	LOC5566364|XP_021697650.1|AAEG	LOC117578446|XP_034119864.1|DGUA
OG0002265	LOC5565540|XP_001649899.1|AAEG	LOC117579764|XP_034121708.1|DGUA
OG0002266	LOC5564443|XP_001648786.1|AAEG	LOC117591264|XP_034140345.1|DGUA
OG0002267	LOC5563744|XP_001648027.2|AAEG	LOC117580166|XP_034122377.1|DGUA
OG0002268	LOC5563742|XP_001648030.2|AAEG	LOC117587182|XP_034133593.1|DGUA
OG0002269	LOC110676024|XP_021698067.1|AAEG	LOC117591814|XP_034141039.1|DGUA
OG0002270	LOC5578284|XP_021698247.1|AAEG	LOC117578405|XP_034123775.1|DGUA
OG0002271	LOC5565466|XP_001649826.2|AAEG	LOC117587171|XP_034133578.1|DGUA
OG0002272	LOC110680930|XP_021712403.1|AAEG, LOC5574155|XP_001655062.1|AAEG	LOC117579461|XP_034121240.1|DGUA
OG0002273	LOC5579421|XP_021698495.1|AAEG	LOC117587308|XP_034133797.1|DGUA
OG0002274	LOC5569595|XP_021698523.1|AAEG	LOC117579365|XP_034121091.1|DGUA
OG0002275	LOC5570786|XP_021698601.1|AAEG	LOC117586988|XP_034133278.1|DGUA
OG0002276	LOC5576958|XP_021698655.1|AAEG	LOC117587162|XP_034133559.1|DGUA
OG0002277	LOC5572280|XP_021698730.1|AAEG	LOC117587393|XP_034133938.1|DGUA
OG0002278	LOC5574038|XP_021698765.1|AAEG	LOC117580537|XP_034123021.1|DGUA
OG0002279	LOC5572209|XP_001653877.1|AAEG	LOC117579265|XP_034120952.1|DGUA
OG0002280	LOC5572197|XP_021698799.1|AAEG	LOC117589290|XP_034136971.1|DGUA
OG0002281	LOC5571720|XP_001659858.1|AAEG	LOC117589224|XP_034136865.1|DGUA
OG0002282	LOC5566009|XP_021698864.1|AAEG	LOC117589398|XP_034137208.1|DGUA
OG0002283	LOC5577387|XP_021698901.1|AAEG	LOC117591943|XP_034141246.1|DGUA
OG0002284	LOC5574345|XP_001661380.1|AAEG	LOC117578695|XP_034120230.1|DGUA
OG0002285	LOC5573278|XP_001654490.2|AAEG	LOC117580824|XP_034123435.1|DGUA
OG0002286	LOC5575498|XP_001662010.2|AAEG, LOC5571748|XP_021710757.1|AAEG	LOC117591864|XP_034141127.1|DGUA
OG0002287	LOC5578128|XP_021699192.1|AAEG	LOC117591232|XP_034141323.1|DGUA
OG0002288	LOC5578126|XP_021699193.1|AAEG	LOC117587169|XP_034133572.1|DGUA
OG0002289	LOC5577139|XP_001663227.2|AAEG	LOC117580208|XP_034122492.1|DGUA
OG0002290	LOC5579143|XP_021699403.1|AAEG	LOC117588029|XP_034134966.1|DGUA
OG0002291	LOC110681084|XP_021712551.1|AAEG, LOC5575930|XP_021699441.1|AAEG	LOC117578596|XP_034120075.1|DGUA
OG0002292	LOC5570333|XP_021699483.1|AAEG	LOC117589474|XP_034137306.1|DGUA, LOC117578445|XP_034119859.1|DGUA
OG0002293	LOC5563932|XP_001648253.1|AAEG	LOC117590960|XP_034139906.1|DGUA
OG0002294	LOC5566074|XP_001650442.1|AAEG	LOC117585058|XP_034130208.1|DGUA
OG0002295	LOC5569978|XP_021700031.1|AAEG	LOC117584780|XP_034129776.1|DGUA
OG0002296	LOC5574375|XP_021700085.1|AAEG	LOC117588004|XP_034134917.1|DGUA
OG0002297	LOC5569115|XP_021700161.1|AAEG	LOC117585980|XP_034131688.1|DGUA
OG0002298	LOC5579525|XP_001647834.1|AAEG	LOC117588397|XP_034135545.1|DGUA
OG0002299	LOC5574369|XP_001661404.1|AAEG	LOC117581633|XP_034124894.1|DGUA
OG0002300	LOC5568034|XP_021700205.1|AAEG	LOC117587922|XP_034134800.1|DGUA
OG0002301	LOC5571143|XP_021700266.1|AAEG	LOC117588141|XP_034135125.1|DGUA
OG0002302	LOC5575446|XP_021700365.1|AAEG	LOC117591086|XP_034140077.1|DGUA
OG0002303	LOC5563592|XP_001647928.1|AAEG, LOC5575450|XP_001661966.1|AAEG	LOC117580640|XP_034123123.1|DGUA, LOC117591571|XP_034140775.1|DGUA
OG0002304	LOC5569376|XP_021700462.1|AAEG	LOC117591570|XP_034140774.1|DGUA, LOC117591539|XP_034140724.1|DGUA
OG0002305	LOC5569504|XP_001658589.2|AAEG	LOC117588891|XP_034136331.1|DGUA
OG0002306	LOC5576949|XP_021700496.1|AAEG	LOC117584760|XP_034129753.1|DGUA
OG0002307	LOC5564174|XP_021700568.1|AAEG	LOC117582017|XP_034125429.1|DGUA
OG0002308	LOC5572923|XP_001654258.2|AAEG	LOC117588005|XP_034134921.1|DGUA
OG0002309	LOC5571735|XP_001659877.1|AAEG	LOC117582416|XP_034125999.1|DGUA
OG0002310	LOC110680434|XP_021711924.1|AAEG, LOC110675178|XP_021695265.1|AAEG, LOC5568762|XP_021695264.1|AAEG	LOC117584850|XP_034129879.1|DGUA
OG0002311	LOC5566252|XP_021700959.1|AAEG	LOC117587942|XP_034134827.1|DGUA
