Orthogroup	AAEG.longest_only	DEUG.longest_only
OG0001459	LOC5572773|XP_021703095.1|AAEG, LOC5565665|XP_021696884.1|AAEG	LOC108108127|XP_017071537.1|DEUG
OG0001460	LOC5573464|XP_021697200.1|AAEG	LOC108112589|XP_017078120.1|DEUG
OG0001461	LOC5578902|XP_001664106.1|AAEG	LOC108105071|XP_017066982.1|DEUG
OG0001462	LOC5575238|XP_001655641.2|AAEG, LOC5565405|XP_001649752.1|AAEG	LOC108107935|XP_017071252.1|DEUG
OG0001464	LOC5577049|XP_021697863.1|AAEG	LOC108104390|XP_017065918.1|DEUG
OG0001465	LOC5569164|XP_021698173.1|AAEG	LOC108113250|XP_017079286.1|DEUG
OG0001466	LOC110681310|XP_021712758.1|AAEG, LOC5575816|XP_021698283.1|AAEG	LOC108104105|XP_017065493.1|DEUG
OG0001467	LOC5565523|XP_001649876.2|AAEG, LOC5565461|XP_001649823.1|AAEG	LOC108111655|XP_017076678.1|DEUG
OG0001468	LOC5576181|XP_001655982.2|AAEG, LOC110674008|XP_021698617.1|AAEG	LOC108117402|XP_017085298.1|DEUG, LOC108108266|XP_017071713.1|DEUG
OG0001469	LOC5572193|XP_021698818.1|AAEG	LOC108106461|XP_017069015.1|DEUG
OG0001470	LOC5573283|XP_001654487.2|AAEG	LOC108113951|XP_017080152.1|DEUG
OG0001471	LOC5575494|XP_021699308.1|AAEG	LOC108104676|XP_017066356.1|DEUG
OG0001472	LOC5571045|XP_001659482.1|AAEG	LOC108114375|XP_017080816.1|DEUG
OG0001473	LOC5577473|XP_001663400.2|AAEG	LOC108114945|XP_017081618.1|DEUG
OG0001474	LOC5572037|XP_021699911.1|AAEG	LOC108103250|XP_017064142.1|DEUG
OG0001475	LOC5569975|XP_001658859.2|AAEG	LOC108104840|XP_017066637.1|DEUG
OG0001476	LOC5579522|XP_021700182.1|AAEG	LOC108109968|XP_017074274.1|DEUG
OG0001477	LOC5571150|XP_001653466.1|AAEG	LOC108111421|XP_017076368.1|DEUG
OG0001478	LOC5571940|XP_001660042.3|AAEG, LOC5571944|XP_021700410.1|AAEG	LOC108110747|XP_017075444.1|DEUG
OG0001479	LOC23687710|XP_011493391.1|AAEG	LOC108105508|XP_017067621.1|DEUG
OG0001480	LOC5578369|XP_001656940.1|AAEG	LOC108111005|XP_017075805.1|DEUG
OG0001481	LOC5572669|XP_021700841.1|AAEG	LOC108115472|XP_017082421.1|DEUG
OG0001482	LOC5571657|XP_021695284.1|AAEG	LOC108112429|XP_017077761.1|DEUG
OG0001483	LOC5568842|XP_021695290.1|AAEG	LOC108118309|XP_017086410.1|DEUG
OG0001484	LOC5577726|XP_001663502.2|AAEG, LOC5577731|XP_001663504.2|AAEG	LOC108110438|XP_017074994.1|DEUG
OG0001485	LOC5575153|XP_001655530.2|AAEG, LOC5575155|XP_021702299.1|AAEG	LOC108108622|XP_017072210.1|DEUG
OG0001486	LOC5568609|XP_021702758.1|AAEG	LOC108106067|XP_017068414.1|DEUG, LOC108106192|XP_017068605.1|DEUG
OG0001487	LOC5573245|XP_021702910.1|AAEG	LOC108117613|XP_017085628.1|DEUG
OG0001488	LOC5573697|XP_001661016.1|AAEG	LOC108111911|XP_017077039.1|DEUG
OG0001489	LOC5564933|XP_021703739.1|AAEG	LOC108114815|XP_017081422.1|DEUG
OG0001490	LOC110677685|XP_021704430.1|AAEG, LOC110677182|XP_021703749.1|AAEG, LOC5564931|XP_001649272.1|AAEG, LOC5563686|XP_001647949.1|AAEG	LOC108110765|XP_017075469.1|DEUG
OG0001491	LOC5569700|XP_021703856.1|AAEG	LOC108110661|XP_017075263.1|DEUG
OG0001492	LOC5569760|XP_021704079.1|AAEG	LOC108106908|XP_017069648.1|DEUG
OG0001493	LOC5571897|XP_001653814.1|AAEG	LOC108105079|XP_017066992.1|DEUG
OG0001494	LOC5568043|XP_001651976.1|AAEG, LOC5568042|XP_001651975.1|AAEG	LOC108104980|XP_017066842.1|DEUG
OG0001495	LOC5578020|XP_001656760.1|AAEG	LOC108109010|XP_017072771.1|DEUG
OG0001496	LOC5563590|XP_001647931.1|AAEG	LOC108117428|XP_017085331.1|DEUG
OG0001497	LOC5569632|XP_001658652.1|AAEG	LOC108104608|XP_017066271.1|DEUG
OG0001500	LOC5578446|XP_001656967.1|AAEG	LOC108111990|XP_017077207.1|DEUG
OG0001501	LOC5570890|XP_001659401.2|AAEG	LOC108111721|XP_017076762.1|DEUG
OG0001502	LOC110678058|XP_021706269.1|AAEG, LOC5577361|XP_021711960.1|AAEG	LOC108106386|XP_017068881.1|DEUG
OG0001503	LOC5570009|XP_021708552.1|AAEG	LOC108113198|XP_017079214.1|DEUG
OG0001504	LOC5565730|XP_021708073.1|AAEG	LOC108103685|XP_017064763.1|DEUG
OG0001506	LOC5579656|XP_001648130.1|AAEG	LOC108112842|XP_017078643.1|DEUG
OG0001507	LOC5577138|XP_001663226.2|AAEG, LOC5577136|XP_021711247.1|AAEG	LOC108112703|XP_017078413.1|DEUG
OG0001508	LOC5572364|XP_021707113.1|AAEG, LOC5572361|XP_021706133.1|AAEG	LOC108108897|XP_017072608.1|DEUG
OG0001509	LOC5574008|XP_001661094.2|AAEG, LOC5577412|XP_021707793.1|AAEG	LOC108112358|XP_017077675.1|DEUG
OG0001510	LOC5577178|XP_001663266.1|AAEG	LOC108113428|XP_017079476.1|DEUG
OG0001511	LOC5574953|XP_001655423.2|AAEG	LOC108107451|XP_017070487.1|DEUG
OG0001512	LOC5564136|XP_021711114.1|AAEG	LOC108102712|XP_017063341.1|DEUG
OG0001513	LOC5564135|XP_021711115.1|AAEG	LOC108118341|XP_017086464.1|DEUG
OG0001534	LOC5576274|XP_021698681.1|AAEG	LOC108109721|XP_017073843.1|DEUG
OG0001535	LOC5573526|XP_001660924.2|AAEG	LOC108114768|XP_017081404.1|DEUG
OG0001536	LOC5571801|XP_001659936.2|AAEG, LOC5571804|XP_001659938.2|AAEG	LOC108117475|XP_017085391.1|DEUG
OG0001537	LOC5569210|XP_021712922.1|AAEG, LOC5572386|XP_001654033.1|AAEG	LOC108110732|XP_017075411.1|DEUG
OG0001538	LOC5572541|XP_001660472.2|AAEG, LOC5572547|XP_001660470.2|AAEG	LOC108118357|XP_017086512.1|DEUG
OG0001539	LOC5572544|XP_001660468.2|AAEG	LOC108109037|XP_017072824.1|DEUG
OG0001540	LOC23687674|XP_021698454.1|AAEG	LOC108110751|XP_017075449.1|DEUG
OG0001541	LOC5570420|XP_021698756.1|AAEG	LOC108116752|XP_017084258.1|DEUG
OG0001542	LOC5570412|XP_021698827.1|AAEG	LOC108116444|XP_017083843.1|DEUG, LOC108109665|XP_017073775.1|DEUG
OG0001545	LOC110677176|XP_021703744.1|AAEG	LOC108105910|XP_017068173.1|DEUG
OG0001546	LOC110677186|XP_021703764.1|AAEG, LOC5573557|XP_021703756.1|AAEG	LOC108117711|XP_017085755.1|DEUG
OG0001547	LOC5571510|XP_021704100.1|AAEG	LOC108118129|XP_017086179.1|DEUG
OG0001548	LOC5575287|XP_021706174.1|AAEG	LOC108103930|XP_017065171.1|DEUG
OG0001549	LOC5566809|XP_021702575.1|AAEG, LOC110678344|XP_021706791.1|AAEG, LOC5566990|XP_021701099.1|AAEG	LOC108118432|XP_017086622.1|DEUG
OG0001550	LOC5564415|XP_001648761.2|AAEG	LOC108103646|XP_017064694.1|DEUG
OG0001551	LOC5567762|XP_021709084.1|AAEG	LOC108115702|XP_017082761.1|DEUG
OG0001552	LOC5574592|XP_001655215.2|AAEG	LOC108112850|XP_017078661.1|DEUG
OG0001553	LOC5567406|XP_001657401.2|AAEG, LOC5568864|XP_001652590.1|AAEG	LOC108118289|XP_017086379.1|DEUG
OG0001554	LOC5567768|XP_001657668.2|AAEG	LOC108116453|XP_017083859.1|DEUG
OG0001555	LOC5565322|XP_021702534.1|AAEG, LOC5571781|XP_021712616.1|AAEG, LOC110681298|XP_021712752.1|AAEG	LOC108106946|XP_017069703.1|DEUG
OG0001556	LOC5578988|XP_021712982.1|AAEG, LOC5565133|XP_001649476.1|AAEG	LOC108113255|XP_017079292.1|DEUG
OG0001557	LOC5568719|XP_021713154.1|AAEG, LOC5567579|XP_021707137.1|AAEG	LOC108109976|XP_017074286.1|DEUG
OG0001558	LOC110680582|XP_021712070.1|AAEG, LOC5568723|XP_021713166.1|AAEG, LOC110680882|XP_021712364.1|AAEG	LOC108115202|XP_017082016.1|DEUG
OG0001559	LOC5576290|XP_021713171.1|AAEG	LOC108116674|XP_017084160.1|DEUG
OG0001560	LOC5571521|XP_021692958.1|AAEG	LOC108109292|XP_017073278.1|DEUG, LOC108109282|XP_017073266.1|DEUG, LOC108115147|XP_017081936.1|DEUG, LOC108109060|XP_017072925.1|DEUG
OG0001561	LOC5566484|XP_001650872.2|AAEG	LOC108111595|XP_017076605.1|DEUG
OG0001562	LOC5575241|XP_001655653.2|AAEG, LOC5578936|XP_001657224.1|AAEG	LOC108106933|XP_017069687.1|DEUG
OG0001563	LOC110680825|XP_021712300.1|AAEG, LOC5578929|XP_021693198.1|AAEG	LOC108114750|XP_017081351.1|DEUG, LOC108117453|XP_017085358.1|DEUG, LOC108112068|XP_017077306.1|DEUG
OG0001564	LOC5563715|XP_021693227.1|AAEG	LOC108109464|XP_017073468.1|DEUG
OG0001565	LOC5568915|XP_021693421.1|AAEG, LOC5567502|XP_021693419.1|AAEG	LOC108109501|XP_017073529.1|DEUG
OG0001566	LOC5573433|XP_021693607.1|AAEG	LOC108116462|XP_017083881.1|DEUG
OG0001567	LOC110674687|XP_021694425.1|AAEG	LOC108106763|XP_017069492.1|DEUG
OG0001568	LOC5577645|XP_021693829.1|AAEG	LOC108111664|XP_017076684.1|DEUG
OG0001569	LOC5577638|XP_001656636.2|AAEG	LOC108116990|XP_017084644.1|DEUG
OG0001570	LOC110674220|XP_021694063.1|AAEG	LOC108116846|XP_017084390.1|DEUG, LOC108116828|XP_017084368.1|DEUG
OG0001571	LOC5567760|XP_021701214.1|AAEG, LOC110681398|XP_021712833.1|AAEG	LOC108111237|XP_017076129.1|DEUG
OG0001572	LOC5570664|XP_001659257.1|AAEG, LOC5570661|XP_001659256.2|AAEG	LOC108103023|XP_017063839.1|DEUG
OG0001573	LOC5565109|XP_021696153.1|AAEG	LOC108107794|XP_017070994.1|DEUG
OG0001574	LOC5577758|XP_021704696.1|AAEG, LOC5572893|XP_001654247.1|AAEG	LOC108105518|XP_017067633.1|DEUG
OG0001575	LOC5566212|XP_021696849.1|AAEG	LOC108116586|XP_017084018.1|DEUG
OG0001576	LOC5578812|XP_001657176.1|AAEG, LOC5572040|XP_001660148.2|AAEG	LOC108116471|XP_017083891.1|DEUG
OG0001577	LOC5565563|XP_021697730.1|AAEG	LOC108111401|XP_017076327.1|DEUG
OG0001578	LOC5574933|XP_001661731.2|AAEG	LOC108113281|XP_017079319.1|DEUG
OG0001579	LOC5571186|XP_001653502.2|AAEG	LOC108105030|XP_017066916.1|DEUG
OG0001580	LOC5569161|XP_021698161.1|AAEG	LOC108112976|XP_017078873.1|DEUG
OG0001581	LOC5564093|XP_021698438.1|AAEG	LOC108103148|XP_017064010.1|DEUG
OG0001582	LOC5571407|XP_001653659.2|AAEG	LOC108106648|XP_017069352.1|DEUG
OG0001583	LOC5566023|XP_021698931.1|AAEG	LOC108113043|XP_017078961.1|DEUG
OG0001584	LOC5578855|XP_001664062.1|AAEG	LOC108104625|XP_017066289.1|DEUG
OG0001586	LOC5570327|XP_021699512.1|AAEG	LOC108102727|XP_017063355.1|DEUG
OG0001587	LOC23687759|XP_021699543.1|AAEG	LOC108104158|XP_017065548.1|DEUG
OG0001588	LOC5572049|XP_001660155.1|AAEG	LOC108112693|XP_017078383.1|DEUG
OG0001589	LOC5569987|XP_021700011.1|AAEG	LOC108102330|XP_017062619.1|DEUG, LOC108111897|XP_017077022.1|DEUG
OG0001590	LOC110681105|XP_021712562.1|AAEG, LOC5574388|XP_001661416.2|AAEG	LOC108109047|XP_017072848.1|DEUG
OG0001591	LOC5579514|XP_021700145.1|AAEG	LOC108116067|XP_017083268.1|DEUG
OG0001593	LOC5569501|XP_021700473.1|AAEG	LOC108104144|XP_017065534.1|DEUG
OG0001594	LOC5576948|XP_021700494.1|AAEG	LOC108102534|XP_017063080.1|DEUG
OG0001595	LOC5578360|XP_021700530.1|AAEG	LOC108106676|XP_017069395.1|DEUG
OG0001596	LOC5570924|XP_021700598.1|AAEG	LOC108106987|XP_017069813.1|DEUG
OG0001597	LOC110676562|XP_021700652.1|AAEG	LOC108115188|XP_017081996.1|DEUG
OG0001598	LOC5570897|XP_021700673.1|AAEG	LOC108105822|XP_017068052.1|DEUG
OG0001599	LOC5572929|XP_001654264.1|AAEG, LOC5572930|XP_001654265.1|AAEG	LOC108107049|XP_017069900.1|DEUG
OG0001600	LOC110680217|XP_021711724.1|AAEG, LOC5571423|XP_021700753.1|AAEG	LOC108105824|XP_017068056.1|DEUG
OG0001601	LOC5572640|XP_001654136.1|AAEG	LOC108113451|XP_017079514.1|DEUG
OG0001602	LOC5572642|XP_001654141.2|AAEG	LOC108108267|XP_017071718.1|DEUG
OG0001603	LOC5564850|XP_021695270.1|AAEG, LOC5564834|XP_001649171.2|AAEG	LOC108111243|XP_017076135.1|DEUG
OG0001604	LOC5564487|XP_001648846.1|AAEG	LOC108103244|XP_017064135.1|DEUG
OG0001605	LOC5564503|XP_021701082.1|AAEG	LOC108104609|XP_017066272.1|DEUG
OG0001606	LOC5566522|XP_001650915.1|AAEG	LOC108111828|XP_017076923.1|DEUG
OG0001607	LOC5574484|XP_001655145.1|AAEG	LOC108118445|XP_017086642.1|DEUG
OG0001608	LOC5573863|XP_001654894.1|AAEG	LOC108114858|XP_017081492.1|DEUG
OG0001609	LOC5568884|XP_021701480.1|AAEG	LOC108112258|XP_017077569.1|DEUG
OG0001610	LOC5569343|XP_001658432.1|AAEG	LOC108114861|XP_017081499.1|DEUG
OG0001611	LOC110680619|XP_021712109.1|AAEG, LOC5564671|XP_001649019.1|AAEG	LOC108115519|XP_017082509.1|DEUG
OG0001612	LOC5563775|XP_001648054.1|AAEG, LOC5563773|XP_001648053.1|AAEG	LOC108106084|XP_017068431.1|DEUG
OG0001613	LOC5570616|XP_021702082.1|AAEG, LOC5567253|XP_001651695.1|AAEG	LOC108110823|XP_017075547.1|DEUG
OG0001614	LOC5572013|XP_001660121.2|AAEG, LOC5576817|XP_021702116.1|AAEG	LOC108104596|XP_017066248.1|DEUG
OG0001615	LOC5572431|XP_021702419.1|AAEG	LOC108113883|XP_017080079.1|DEUG, LOC108113291|XP_017079333.1|DEUG
OG0001616	LOC5573821|XP_021702976.1|AAEG	LOC108110842|XP_017075613.1|DEUG, LOC108104111|XP_017065500.1|DEUG
OG0001617	LOC5568922|XP_021703195.1|AAEG	LOC108114839|XP_017081470.1|DEUG
OG0001618	LOC5573901|XP_021703341.1|AAEG, LOC5571476|XP_021706414.1|AAEG	LOC108110894|XP_017075641.1|DEUG
OG0001619	LOC5566978|XP_001651398.1|AAEG	LOC108111219|XP_017076108.1|DEUG
OG0001620	LOC5572053|XP_001653822.1|AAEG	LOC108107483|XP_017070518.1|DEUG
OG0001621	LOC5572062|XP_001653826.2|AAEG	LOC108112414|XP_017077745.1|DEUG
OG0001622	LOC5572078|XP_021703583.1|AAEG, LOC5566371|XP_021709853.1|AAEG	LOC108103152|XP_017064015.1|DEUG
OG0001623	LOC5565851|XP_021703618.1|AAEG	LOC108110962|XP_017075751.1|DEUG
OG0001624	LOC5564939|XP_001649275.2|AAEG	LOC108106991|XP_017069818.1|DEUG
OG0001625	LOC5564921|XP_001649284.1|AAEG	LOC108114843|XP_017081478.1|DEUG
OG0001626	LOC5563786|XP_001648064.1|AAEG	LOC108106147|XP_017068535.1|DEUG
OG0001627	LOC110680893|XP_021712375.1|AAEG, LOC5566572|XP_001650950.2|AAEG, LOC5578569|XP_021705473.1|AAEG	LOC108105615|XP_017067785.1|DEUG
OG0001628	LOC5567669|XP_001657611.1|AAEG	LOC108113555|XP_017079637.1|DEUG
OG0001630	LOC5575302|XP_021709547.1|AAEG	LOC108116712|XP_017084222.1|DEUG
OG0001631	LOC23687582|XP_021705609.1|AAEG	LOC108114925|XP_017081601.1|DEUG
OG0001632	LOC5572968|XP_001654299.1|AAEG	LOC108110694|XP_017075314.1|DEUG
OG0001633	LOC5567329|XP_001657349.1|AAEG, LOC110681114|XP_021712573.1|AAEG	LOC108116440|XP_017083837.1|DEUG
OG0001635	LOC5570884|XP_021711607.1|AAEG, LOC5570885|XP_021706429.1|AAEG	LOC108113642|XP_017079801.1|DEUG
OG0001636	LOC5570879|XP_001659394.1|AAEG	LOC108116192|XP_017083423.1|DEUG
OG0001637	LOC5578555|XP_021707594.1|AAEG, LOC5578556|XP_001663948.2|AAEG	LOC108114234|XP_017080598.1|DEUG, LOC108109959|XP_017074266.1|DEUG
OG0001638	LOC5577363|XP_001656443.1|AAEG	LOC108103303|XP_017064215.1|DEUG
OG0001639	LOC5575051|XP_021708404.1|AAEG	LOC108110359|XP_017074887.1|DEUG
OG0001640	LOC5571752|XP_001653779.1|AAEG	LOC108118110|XP_017086148.1|DEUG, LOC108116226|XP_017083506.1|DEUG
OG0001641	LOC5574761|XP_001661645.1|AAEG, LOC5565701|XP_001650058.1|AAEG	LOC108116434|XP_017083822.1|DEUG
OG0001642	LOC5577033|XP_021711258.1|AAEG	LOC108103441|XP_017064411.1|DEUG
OG0001643	LOC5574553|XP_021707189.1|AAEG	LOC108107162|XP_017070063.1|DEUG
OG0001644	LOC5577243|XP_021706769.1|AAEG	LOC108113833|XP_017080030.1|DEUG
OG0001645	LOC5571017|XP_021706817.1|AAEG	LOC108112313|XP_017077628.1|DEUG
OG0001646	LOC5575278|XP_021711349.1|AAEG	LOC108112480|XP_017077828.1|DEUG
OG0001647	LOC5573626|XP_021705548.1|AAEG	LOC108112570|XP_017078026.1|DEUG
OG0001648	LOC110681024|XP_021712484.1|AAEG, LOC5572713|XP_021706136.1|AAEG, LOC110677878|XP_021705310.1|AAEG	LOC108105948|XP_017068233.1|DEUG
OG0001649	LOC5575690|XP_021707280.1|AAEG	LOC108106514|XP_017069097.1|DEUG
OG0001650	LOC110678810|XP_021707903.1|AAEG	LOC108111961|XP_017077151.1|DEUG
OG0001651	LOC5565802|XP_021709626.1|AAEG, LOC5565810|XP_021710986.1|AAEG	LOC108112938|XP_017078822.1|DEUG
OG0001652	LOC5572084|XP_001660159.2|AAEG, LOC110678816|XP_021707935.1|AAEG	LOC108108613|XP_017072201.1|DEUG
OG0001653	LOC5578118|XP_001656816.2|AAEG	LOC108108763|XP_017072419.1|DEUG
OG0001654	LOC5579924|XP_021705915.1|AAEG	LOC108112780|XP_017078544.1|DEUG
OG0001655	LOC5571922|XP_021708628.1|AAEG	LOC108104814|XP_017066587.1|DEUG
OG0001656	LOC5571621|XP_001659816.2|AAEG	LOC108111175|XP_017076044.1|DEUG
OG0001657	LOC5565452|XP_001649800.1|AAEG	LOC108118224|XP_017086291.1|DEUG
OG0001658	LOC5565458|XP_001649769.1|AAEG	LOC108114431|XP_017080911.1|DEUG, LOC108117684|XP_017085700.1|DEUG
OG0001659	LOC5568591|XP_021711611.1|AAEG	LOC108104017|XP_017065336.1|DEUG
OG0001678	LOC5576541|XP_021694779.1|AAEG	LOC108105335|XP_017067317.1|DEUG
OG0001679	LOC5574426|XP_001661441.2|AAEG, LOC5564668|XP_021694874.1|AAEG, LOC5564669|XP_021694873.1|AAEG	LOC108103267|XP_017064167.1|DEUG
OG0001680	LOC5565192|XP_021695113.1|AAEG, LOC110681481|XP_021712935.1|AAEG	LOC108104974|XP_017066833.1|DEUG
OG0001681	LOC110681219|XP_021712681.1|AAEG, LOC5576756|XP_001656258.2|AAEG, LOC5566677|XP_021707319.1|AAEG	LOC108103194|XP_017064071.1|DEUG
OG0001682	LOC5569201|XP_021694213.1|AAEG	LOC108117632|XP_017085649.1|DEUG
OG0001683	LOC5569198|XP_001658368.2|AAEG, LOC5573947|XP_001654984.1|AAEG	LOC108106170|XP_017068575.1|DEUG
OG0001684	LOC5574020|XP_021708632.1|AAEG	LOC108102367|XP_017062771.1|DEUG
OG0001685	LOC5571142|XP_021700260.1|AAEG, LOC110674271|XP_021694235.1|AAEG, LOC110674435|XP_021694357.1|AAEG, LOC5570684|XP_001659281.2|AAEG	LOC108103138|XP_017064037.1|DEUG
OG0001686	LOC5571315|XP_001653630.1|AAEG	LOC108106055|XP_017068402.1|DEUG
OG0001687	LOC5568417|XP_021712495.1|AAEG, LOC5570453|XP_001659150.2|AAEG, LOC5570447|XP_001659152.1|AAEG	LOC108105415|XP_017067452.1|DEUG
OG0001688	LOC5576585|XP_021697492.1|AAEG	LOC108103235|XP_017064124.1|DEUG
OG0001689	LOC5578880|XP_021697511.1|AAEG	LOC108109987|XP_017074311.1|DEUG
OG0001690	LOC5570415|XP_021698783.1|AAEG	LOC108107750|XP_017070903.1|DEUG
OG0001691	LOC5571995|XP_001660101.2|AAEG	LOC108106855|XP_017069587.1|DEUG
OG0001692	LOC23687848|XP_021694245.1|AAEG	LOC108117179|XP_017084957.1|DEUG
OG0001694	LOC5565017|XP_021702011.1|AAEG	LOC108116806|XP_017084342.1|DEUG
OG0001695	LOC5564056|XP_001648394.2|AAEG	LOC108113365|XP_017079422.1|DEUG
OG0001696	LOC5565053|XP_021705226.1|AAEG	LOC108117489|XP_017085454.1|DEUG
OG0001697	LOC5565067|XP_001649393.1|AAEG	LOC108113703|XP_017079869.1|DEUG
OG0001698	LOC5576012|XP_021706064.1|AAEG	LOC108105052|XP_017066945.1|DEUG
OG0001699	LOC5575091|XP_021694263.1|AAEG	LOC108113722|XP_017079893.1|DEUG
OG0001699	LOC5575090|XP_001661813.2|AAEG	LOC108116351|XP_017083654.1|DEUG
OG0001700	LOC110678498|XP_021707151.1|AAEG, LOC110678596|XP_021707345.1|AAEG, LOC110678598|XP_021707352.1|AAEG	LOC108109722|XP_017073854.1|DEUG
OG0001701	LOC110681093|XP_021712554.1|AAEG, LOC5569913|XP_021708647.1|AAEG	LOC108115352|XP_017082262.1|DEUG
OG0001702	LOC110679165|XP_021708953.1|AAEG, LOC5567455|XP_001657455.1|AAEG, LOC110681250|XP_021712711.1|AAEG	LOC108110774|XP_017075480.1|DEUG
OG0001703	LOC5570645|XP_001653277.2|AAEG	LOC108115577|XP_017082576.1|DEUG
OG0001704	LOC5570641|XP_021709166.1|AAEG	LOC108115579|XP_017082579.1|DEUG
OG0001705	LOC5569385|XP_021709272.1|AAEG	LOC108111407|XP_017076346.1|DEUG
OG0001706	LOC5574607|XP_001655208.2|AAEG	LOC108105566|XP_017067699.1|DEUG
OG0001707	LOC5574593|XP_021709672.1|AAEG	LOC108108845|XP_017072545.1|DEUG
OG0001708	LOC110681130|XP_021712595.1|AAEG, LOC5577403|XP_001656483.2|AAEG	LOC108116994|XP_017084648.1|DEUG
OG0001709	LOC110680896|XP_021712376.1|AAEG, LOC5567785|XP_001657688.2|AAEG, LOC110680897|XP_021712377.1|AAEG	LOC108108071|XP_017071440.1|DEUG
OG0001710	LOC5577564|XP_001663437.2|AAEG, LOC5566404|XP_021713013.1|AAEG	LOC108109550|XP_017073609.1|DEUG
OG0001711	LOC5578517|XP_021713311.1|AAEG	LOC108115646|XP_017082689.1|DEUG
OG0001712	LOC5578276|XP_001663804.1|AAEG	LOC108116601|XP_017084046.1|DEUG
OG0001713	LOC5575986|XP_011493660.2|AAEG	LOC108116329|XP_017083629.1|DEUG
OG0001714	LOC5564681|XP_021692980.1|AAEG	LOC108114971|XP_017081673.1|DEUG
OG0001715	LOC5573668|XP_021698214.1|AAEG, LOC110681428|XP_021712862.1|AAEG, LOC5566465|XP_001650847.2|AAEG	LOC108103470|XP_017064458.1|DEUG
OG0001716	LOC110681112|XP_021712571.1|AAEG, LOC23687829|XP_011493203.2|AAEG, LOC5576349|XP_001656084.1|AAEG, LOC110678113|XP_021706410.1|AAEG	LOC108103442|XP_017064412.1|DEUG
OG0001717	LOC110680473|XP_021711973.1|AAEG, LOC5573435|XP_021693609.1|AAEG	LOC108111396|XP_017076320.1|DEUG
OG0001718	LOC110674147|XP_021693644.1|AAEG, LOC5576566|XP_021693645.1|AAEG	LOC108115650|XP_017082693.1|DEUG, LOC108115567|XP_017082563.1|DEUG
OG0001719	LOC5579075|XP_021694078.1|AAEG	LOC108108834|XP_017072527.1|DEUG
OG0001720	LOC5576117|XP_001662463.2|AAEG	LOC108116244|XP_017083524.1|DEUG
OG0001721	LOC5565136|XP_001649519.2|AAEG, LOC5565189|XP_001649518.2|AAEG, LOC5565137|XP_001649517.2|AAEG	LOC108109440|XP_017073430.1|DEUG
OG0001722	LOC5571453|XP_021695480.1|AAEG	LOC108114430|XP_017080908.1|DEUG, LOC108114020|XP_017080256.1|DEUG
OG0001723	LOC5571265|XP_001653563.1|AAEG	LOC108105563|XP_017067698.1|DEUG
OG0001724	LOC5579032|XP_021695970.1|AAEG	LOC108109048|XP_017072849.1|DEUG
OG0001725	LOC5568472|XP_021696007.1|AAEG	LOC108104788|XP_017066536.1|DEUG
OG0001726	LOC110680966|XP_021712431.1|AAEG, LOC5574101|XP_021696096.1|AAEG	LOC108114348|XP_017080777.1|DEUG
OG0001727	LOC5577067|XP_021696347.1|AAEG, LOC5576405|XP_021709876.1|AAEG	LOC108115697|XP_017082756.1|DEUG
OG0001728	LOC5570509|XP_001659196.2|AAEG	LOC108106722|XP_017069448.1|DEUG
OG0001729	LOC5570505|XP_001659192.2|AAEG	LOC108107270|XP_017070191.1|DEUG
OG0001730	LOC5569450|XP_021696659.1|AAEG	LOC108104094|XP_017065479.1|DEUG, LOC108104040|XP_017065363.1|DEUG
OG0001732	LOC110675629|XP_021696818.1|AAEG	LOC108113480|XP_017079552.1|DEUG
OG0001733	LOC5565207|XP_001649550.1|AAEG, LOC5565221|XP_001649551.1|AAEG	LOC108108896|XP_017072606.1|DEUG
OG0001734	LOC5565228|XP_021696985.1|AAEG	LOC108104443|XP_017065993.1|DEUG
OG0001735	LOC5579981|XP_001658609.2|AAEG	LOC108114514|XP_017081024.1|DEUG
OG0001736	LOC5578900|XP_001664110.1|AAEG	LOC108112031|XP_017077268.1|DEUG
OG0001737	LOC110675836|XP_021697399.1|AAEG, LOC110675119|XP_021695189.1|AAEG	LOC108109137|XP_017073023.1|DEUG
OG0001738	LOC5576851|XP_021697531.1|AAEG	LOC108108658|XP_017072251.1|DEUG, LOC108114705|XP_017081292.1|DEUG
OG0001739	LOC5575248|XP_001655655.1|AAEG	LOC108113003|XP_017078910.1|DEUG
OG0001740	LOC110675914|XP_021697629.1|AAEG, LOC5572758|XP_021712795.1|AAEG	LOC108109039|XP_017072826.1|DEUG
OG0001742	LOC5576166|XP_001662518.1|AAEG	LOC108104791|XP_017066542.1|DEUG
OG0001743	LOC5576175|XP_021697664.1|AAEG	LOC108114135|XP_017080406.1|DEUG, LOC108113592|XP_017079732.1|DEUG
OG0001744	LOC5573987|XP_021697960.1|AAEG	LOC108106536|XP_017069163.1|DEUG
OG0001745	LOC5573042|XP_021695213.1|AAEG	LOC108112484|XP_017077837.1|DEUG
OG0001746	LOC5564250|XP_001648596.1|AAEG	LOC108114349|XP_017080778.1|DEUG
OG0001747	LOC5564305|XP_021698368.1|AAEG	LOC108112523|XP_017077937.1|DEUG
OG0001748	LOC110676122|XP_021698446.1|AAEG	LOC108108282|XP_017071773.1|DEUG
OG0001749	LOC5572527|XP_001654051.1|AAEG	LOC108107419|XP_017070437.1|DEUG
OG0001750	LOC5572528|XP_021698705.1|AAEG	LOC108107417|XP_017070435.1|DEUG
