Orthogroup	AAEG.longest_only	DSIM.longest_only
OG0001943	LOC110675827|XP_021697395.1|AAEG	LOC27206219|XP_016032140.1|DSIM
OG0001944	LOC5565994|XP_001650362.2|AAEG	LOC6736203|XP_016029644.1|DSIM
OG0001945	LOC5575250|XP_021697553.1|AAEG	LOC6733441|XP_039147236.1|DSIM
OG0001946	LOC5572759|XP_001660580.2|AAEG	LOC6733389|XP_002080446.1|DSIM
OG0001947	LOC110675915|XP_021697633.1|AAEG, LOC5572761|XP_021712888.1|AAEG	LOC6734999|XP_002081981.1|DSIM
OG0001948	LOC5573420|XP_001654595.2|AAEG	LOC6726341|XP_016039915.1|DSIM
OG0001949	LOC5575138|XP_021697912.1|AAEG	LOC6738968|XP_039149067.1|DSIM
OG0001950	LOC5564815|XP_021697926.1|AAEG	LOC6726821|XP_016033322.1|DSIM
OG0001951	LOC5564736|XP_021698057.1|AAEG	LOC6735756|XP_016029121.2|DSIM
OG0001952	LOC5568132|XP_021698130.1|AAEG	LOC6725076|XP_002106104.1|DSIM
OG0001953	LOC5571480|XP_021698235.1|AAEG	LOC6739488|XP_039147535.1|DSIM
OG0001954	LOC5563832|XP_021698302.1|AAEG	LOC6733830|XP_016026824.1|DSIM
OG0001955	LOC5576039|XP_001662377.1|AAEG	LOC6733876|XP_002080920.1|DSIM
OG0001956	LOC5576036|XP_021698320.1|AAEG	LOC6737197|XP_002084043.1|DSIM
OG0001957	LOC5564212|XP_001648594.1|AAEG	LOC6735527|XP_016028871.1|DSIM
OG0001958	LOC5569618|XP_021698469.1|AAEG	LOC6735125|XP_039147429.1|DSIM
OG0001959	LOC5577966|XP_021698584.1|AAEG, LOC5575279|XP_021704623.1|AAEG	LOC6738838|XP_002085638.2|DSIM
OG0001960	LOC5576957|XP_021698653.1|AAEG	LOC6736351|XP_016029825.1|DSIM
OG0001961	LOC5572304|XP_021698709.1|AAEG	LOC6736140|XP_016029530.1|DSIM
OG0001962	LOC5572270|XP_021698749.1|AAEG	LOC6733437|XP_002080494.3|DSIM
OG0001963	LOC5574335|XP_001661369.2|AAEG	LOC6738384|XP_016032210.1|DSIM
OG0001964	LOC110677712|XP_021704551.1|AAEG, LOC5563554|XP_021699088.1|AAEG	LOC6737131|XP_016030763.1|DSIM
OG0001966	LOC5572494|XP_001660440.2|AAEG, LOC5568681|XP_001658084.2|AAEG	LOC6727694|XP_002103056.2|DSIM
OG0001967	LOC5578856|XP_021699344.1|AAEG	LOC6735510|XP_016028841.1|DSIM
OG0001968	LOC5578863|XP_001664072.2|AAEG	LOC6737572|XP_002084405.1|DSIM
OG0001969	LOC5572859|XP_021699398.1|AAEG	LOC6733386|XP_039148675.1|DSIM
OG0001970	LOC5575914|XP_001655906.1|AAEG	LOC6735761|XP_016029131.1|DSIM
OG0001971	LOC5563933|XP_021699532.1|AAEG, LOC110676342|XP_021699535.1|AAEG	LOC6735335|XP_016028677.1|DSIM
OG0001972	LOC5570728|XP_001659320.1|AAEG	LOC6733146|XP_002080222.1|DSIM
OG0001973	LOC23687899|XP_021699564.1|AAEG	LOC6735883|XP_016029240.1|DSIM
OG0001974	LOC5569574|XP_001658635.1|AAEG	LOC6733699|XP_002080746.1|DSIM
OG0001975	LOC110676393|XP_021699804.1|AAEG	LOC6736472|XP_002083343.1|DSIM
OG0001976	LOC5574834|XP_001661657.1|AAEG	LOC6739401|XP_002076307.1|DSIM
OG0001977	LOC5575445|XP_021700364.1|AAEG	LOC6731249|XP_016023787.1|DSIM
OG0001978	LOC5578159|XP_001663732.1|AAEG	LOC6732646|XP_002079763.1|DSIM
OG0001979	LOC5580329|XP_001663282.1|AAEG	LOC6731400|XP_002078553.1|DSIM
OG0001980	LOC110676547|XP_021700527.1|AAEG, LOC5578362|XP_001656933.2|AAEG	LOC6730397|XP_002077579.1|DSIM
OG0001982	LOC5570903|XP_001653381.1|AAEG	LOC27207519|XP_016022786.1|DSIM
OG0001983	LOC5569680|XP_001652945.1|AAEG	LOC27208878|XP_039149301.1|DSIM
OG0001984	LOC5572638|XP_001654135.1|AAEG	LOC6731169|XP_002078327.1|DSIM
OG0001985	LOC110680287|XP_021711813.1|AAEG, LOC5565763|XP_021700900.1|AAEG, LOC110680285|XP_021711797.1|AAEG	LOC6731655|XP_016024337.1|DSIM
OG0001986	LOC5564309|XP_001648656.2|AAEG	LOC27207907|XP_016023821.1|DSIM
OG0001987	LOC110680374|XP_021711872.1|AAEG, LOC5572849|XP_021711343.1|AAEG, LOC5566255|XP_021700957.1|AAEG	LOC27207378|XP_016037575.1|DSIM
OG0001988	LOC5574483|XP_021701245.1|AAEG	LOC6734903|XP_016028176.1|DSIM
OG0001989	LOC5574486|XP_001655150.2|AAEG	LOC6730492|XP_002077673.2|DSIM
OG0001990	LOC5574491|XP_021695288.1|AAEG	LOC6731831|XP_016024513.1|DSIM
OG0001991	LOC5568825|XP_021701340.1|AAEG	LOC27206899|XP_039154520.1|DSIM
OG0001992	LOC5564970|XP_021701369.1|AAEG	LOC6732072|XP_016024742.2|DSIM
OG0001993	LOC5573790|XP_001661042.1|AAEG, LOC5564972|XP_001649329.1|AAEG	LOC6731218|XP_002078377.1|DSIM
OG0001994	LOC5578318|XP_021701535.1|AAEG	LOC6727328|XP_016033856.1|DSIM
OG0001995	LOC5579212|XP_001664294.2|AAEG	LOC6732820|XP_002079933.1|DSIM
OG0001996	LOC5575210|XP_021701890.1|AAEG	LOC6731072|XP_039149693.1|DSIM
OG0001997	LOC5578032|XP_001663654.1|AAEG	LOC6736125|XP_002083025.1|DSIM
OG0001998	LOC5569849|XP_021701970.1|AAEG	LOC6736127|XP_002083027.1|DSIM
OG0001999	LOC5565997|XP_021702090.1|AAEG	LOC6733832|XP_039148756.1|DSIM
OG0002000	LOC110676888|XP_021702136.1|AAEG	LOC6731482|XP_002078631.1|DSIM
OG0002001	LOC5570817|XP_021702205.1|AAEG	LOC6732654|XP_016025368.2|DSIM
OG0002002	LOC5577613|XP_001656607.2|AAEG	LOC6734159|XP_002081188.1|DSIM
OG0002003	LOC5577626|XP_021702248.1|AAEG	LOC27207690|XP_016024252.1|DSIM
OG0002004	LOC5575148|XP_001655525.2|AAEG	LOC6732619|XP_016025327.1|DSIM
OG0002005	LOC5572463|XP_021702484.1|AAEG	LOC6732489|XP_039154416.1|DSIM
OG0002006	LOC5565314|XP_021702525.1|AAEG	LOC6731360|XP_039147199.1|DSIM
OG0002007	LOC5568618|XP_001652452.1|AAEG	LOC6731492|XP_016024169.1|DSIM
OG0002008	LOC5577545|XP_021702797.1|AAEG	LOC27207557|XP_016037384.1|DSIM
OG0002009	LOC5564025|XP_001648348.3|AAEG	LOC6735777|XP_002082690.1|DSIM
OG0002010	LOC5577897|XP_001656695.1|AAEG	LOC6731578|XP_002078719.2|DSIM
OG0002011	LOC110676987|XP_021702915.1|AAEG, LOC5573181|XP_001660798.1|AAEG	LOC6732900|XP_016025622.1|DSIM
OG0002012	LOC5575841|XP_021702942.1|AAEG	LOC6731058|XP_002078217.3|DSIM
OG0002013	LOC5568759|XP_021702968.1|AAEG	LOC6732772|XP_039147050.1|DSIM
OG0002014	LOC5568940|XP_021703175.1|AAEG	LOC6735483|XP_016028818.1|DSIM
OG0002015	LOC5573896|XP_001654930.1|AAEG	LOC6731390|XP_002078543.1|DSIM
OG0002016	LOC5572070|XP_021711903.1|AAEG, LOC5572069|XP_021703577.1|AAEG	LOC6733629|XP_016026590.1|DSIM
OG0002017	LOC5572370|XP_021703595.1|AAEG	LOC6731889|XP_039154308.1|DSIM
OG0002018	LOC5564935|XP_001649274.2|AAEG	LOC6731219|XP_016023760.1|DSIM
OG0002019	LOC5565904|XP_021703806.1|AAEG	LOC6732086|XP_002079218.2|DSIM
OG0002020	LOC5569705|XP_001658696.2|AAEG	LOC6739250|XP_016025539.1|DSIM
OG0002021	LOC5569712|XP_021703870.1|AAEG	LOC6735508|XP_016028840.1|DSIM
OG0002022	LOC5568180|XP_021703905.1|AAEG, LOC5578480|XP_021708702.1|AAEG	LOC6733034|XP_016025721.1|DSIM
OG0002023	LOC5564528|XP_001648863.2|AAEG, LOC5575671|XP_001662131.2|AAEG	LOC6728274|XP_039150914.1|DSIM
OG0002024	LOC5569515|XP_021704011.1|AAEG	LOC6731778|XP_002078913.1|DSIM
OG0002025	LOC110677254|XP_021704066.1|AAEG	LOC6731976|XP_039148436.1|DSIM
OG0002026	LOC5568423|XP_021710375.1|AAEG	LOC6739094|XP_039149850.1|DSIM, LOC120284800|XP_039149851.1|DSIM
OG0002027	LOC5564326|XP_021708868.1|AAEG, LOC110681294|XP_021712747.1|AAEG	LOC6735712|XP_016029086.1|DSIM
OG0002028	LOC5564319|XP_001648667.1|AAEG	LOC6735947|XP_016029298.1|DSIM
OG0002029	LOC5570130|XP_021706330.1|AAEG	LOC6736901|XP_002083754.1|DSIM
OG0002030	LOC5573830|XP_021707251.1|AAEG, LOC5576485|XP_001662678.2|AAEG	LOC6736095|XP_016029490.1|DSIM
OG0002031	LOC5578200|XP_021707480.1|AAEG, LOC5577974|XP_021704605.1|AAEG	LOC6734383|XP_016027504.1|DSIM
OG0002032	LOC5566411|XP_021707212.1|AAEG	LOC6727228|XP_002102620.3|DSIM
OG0002033	LOC5577434|XP_021710157.1|AAEG	LOC6725630|XP_039153548.1|DSIM
OG0002034	LOC110680774|XP_021712249.1|AAEG, LOC5578948|XP_021708225.1|AAEG	LOC27207764|XP_016037637.2|DSIM
OG0002035	LOC5567371|XP_001657386.1|AAEG	LOC6728909|XP_002104239.2|DSIM
OG0002036	LOC5580311|XP_021709149.1|AAEG	LOC6728706|XP_016035373.2|DSIM
OG0002037	LOC5573964|XP_011493566.1|AAEG	LOC27207182|XP_016030378.1|DSIM
OG0002038	LOC5579885|XP_001657864.1|AAEG	LOC6727373|XP_002102758.1|DSIM
OG0002039	LOC5579021|XP_001664201.1|AAEG	LOC27208877|XP_016025917.2|DSIM, LOC27208205|XP_016025878.1|DSIM
OG0002040	LOC5567539|XP_001657534.2|AAEG	LOC120284217|XP_039154244.1|DSIM, LOC27206198|XP_039154242.1|DSIM
OG0002041	LOC5574220|XP_021705038.1|AAEG	LOC6733574|XP_016026524.1|DSIM
OG0002042	LOC110678184|XP_021706499.1|AAEG, LOC5567149|XP_001651571.2|AAEG	LOC6727069|XP_002102466.1|DSIM
OG0002043	LOC5566845|XP_021707045.1|AAEG	LOC6726871|XP_002102273.1|DSIM
OG0002044	LOC5569098|XP_021704479.1|AAEG	LOC6739760|XP_039151026.1|DSIM
OG0002045	LOC5575783|XP_021711581.1|AAEG	LOC6739699|XP_016035602.2|DSIM
OG0002046	LOC5567251|XP_011493309.1|AAEG, LOC110678538|XP_021707230.1|AAEG	LOC6724736|XP_002105779.1|DSIM
OG0002047	LOC5574875|XP_021705084.1|AAEG	LOC6740235|XP_039153822.1|DSIM
OG0002048	LOC5568508|XP_021706823.1|AAEG	LOC6728392|XP_002103740.2|DSIM
OG0002049	LOC110680394|XP_021711894.1|AAEG, LOC5572950|XP_021709439.1|AAEG	LOC6728517|XP_016035172.2|DSIM
OG0002050	LOC5567603|XP_001657581.2|AAEG	LOC6727915|XP_039150663.1|DSIM
OG0002051	LOC5572308|XP_001654008.2|AAEG	LOC27208216|XP_016027029.1|DSIM
OG0002052	LOC5578479|XP_001657002.1|AAEG	LOC6738308|XP_002085119.1|DSIM
OG0002053	LOC5567154|XP_021710816.1|AAEG	LOC6739701|XP_039151298.1|DSIM
OG0002054	LOC5573603|XP_001654737.1|AAEG	LOC6726853|XP_002102255.2|DSIM
OG0002055	LOC110678950|XP_021708364.1|AAEG, LOC5577331|XP_001656408.1|AAEG	LOC6728446|XP_016035057.1|DSIM
OG0002056	LOC5577348|XP_001656424.1|AAEG	LOC6737838|XP_002084666.2|DSIM
OG0002057	LOC5577352|XP_001656428.1|AAEG	LOC6731841|XP_002078976.1|DSIM
OG0002058	LOC5577353|XP_001656429.1|AAEG	LOC6736210|XP_002083105.1|DSIM
OG0002059	LOC5577389|XP_021704715.1|AAEG	LOC6729620|XP_002104928.1|DSIM
OG0002060	LOC5577358|XP_021705543.1|AAEG	LOC6734527|XP_016027644.1|DSIM
OG0002061	LOC5577359|XP_021712229.1|AAEG, LOC110679163|XP_021708938.1|AAEG	LOC6736012|XP_016029388.1|DSIM
OG0002062	LOC5574435|XP_001661442.2|AAEG	LOC6726599|XP_016040272.1|DSIM
OG0002063	LOC5574436|XP_001661450.1|AAEG	LOC6725296|XP_002106315.2|DSIM
OG0002064	LOC5569005|XP_021710263.1|AAEG	LOC27206253|XP_039149593.1|DSIM
OG0002065	LOC5568999|XP_021710982.1|AAEG	LOC6736522|XP_016030107.1|DSIM
OG0002066	LOC5572998|XP_021708630.1|AAEG	LOC6727872|XP_016034465.1|DSIM
OG0002067	LOC5571751|XP_021711866.1|AAEG, LOC110678326|XP_021706748.1|AAEG	LOC6735946|XP_002082855.1|DSIM
OG0002068	LOC5572482|XP_001660430.2|AAEG	LOC6735143|XP_002082120.2|DSIM
OG0002069	LOC5568009|XP_021708297.1|AAEG	LOC27208881|XP_016025964.1|DSIM
OG0002070	LOC5568018|XP_021706447.1|AAEG, LOC5568028|XP_021706998.1|AAEG, LOC5568019|XP_021705167.1|AAEG	LOC6728589|XP_002103930.1|DSIM
OG0002071	LOC5579855|XP_021708220.1|AAEG	LOC6729504|XP_016036177.1|DSIM
OG0002072	LOC5579835|XP_001651510.2|AAEG	LOC6734692|XP_016027890.1|DSIM
OG0002073	LOC5567941|XP_021706835.1|AAEG, LOC110681079|XP_021712543.1|AAEG	LOC6738107|XP_016031936.1|DSIM
OG0002074	LOC5576240|XP_001656018.1|AAEG	LOC6734586|XP_002081594.1|DSIM
OG0002075	LOC5574555|XP_001661504.1|AAEG	LOC27208875|XP_016024027.1|DSIM
OG0002076	LOC5568197|XP_021710717.1|AAEG	LOC6735790|XP_016029164.1|DSIM
OG0002077	LOC110680880|XP_021712363.1|AAEG, LOC5570371|XP_021707292.1|AAEG	LOC6736295|XP_016029774.1|DSIM
OG0002078	LOC5563914|XP_001648220.1|AAEG	LOC6734373|XP_016027451.1|DSIM
OG0002079	LOC5575305|XP_021704437.1|AAEG	LOC6738801|XP_016032612.1|DSIM
OG0002080	LOC5571113|XP_001659554.2|AAEG	LOC6734867|XP_016028129.1|DSIM
OG0002081	LOC5573774|XP_001654766.1|AAEG	LOC6736031|XP_016029425.1|DSIM
OG0002082	LOC5565492|XP_021709770.1|AAEG	LOC6734812|XP_016028030.1|DSIM
OG0002083	LOC5565485|XP_001649858.2|AAEG, LOC5565486|XP_001649859.2|AAEG	LOC6739950|XP_039152513.1|DSIM
OG0002084	LOC5569429|XP_021708673.1|AAEG	LOC6735856|XP_002082766.2|DSIM
OG0002085	LOC5564333|XP_021708440.1|AAEG	LOC6735694|XP_016029071.1|DSIM
OG0002086	LOC5568708|XP_001652532.1|AAEG	LOC27208273|XP_016028957.1|DSIM
OG0002087	LOC5567364|XP_021707763.1|AAEG	LOC6738754|XP_016032565.1|DSIM
OG0002088	LOC5576762|XP_021704245.1|AAEG	LOC6738878|XP_016032698.1|DSIM
OG0002089	LOC5567176|XP_021711063.1|AAEG	LOC6733593|XP_016026553.1|DSIM
OG0002090	LOC5571906|XP_001659999.1|AAEG	LOC6737913|XP_016031685.1|DSIM
OG0002091	LOC5578087|XP_001656781.3|AAEG, LOC110678930|XP_021708290.1|AAEG	LOC6736037|XP_002082939.1|DSIM
OG0002092	LOC5578091|XP_021708505.1|AAEG	LOC6738330|XP_016032176.1|DSIM
OG0002093	LOC5566861|XP_021704283.1|AAEG	LOC6735668|XP_016029033.1|DSIM
OG0002094	LOC110678270|XP_021706584.1|AAEG	LOC6735957|XP_002082866.1|DSIM
OG0002095	LOC5568456|XP_021706643.1|AAEG	LOC6731597|XP_002078738.1|DSIM, LOC27207716|XP_016040062.1|DSIM
OG0002096	LOC5573267|XP_021706586.1|AAEG	LOC6734491|XP_039148502.1|DSIM
OG0002097	LOC5569726|XP_001652950.2|AAEG, LOC5567452|XP_021708553.1|AAEG	LOC6733737|XP_016026703.1|DSIM
OG0002098	LOC5563684|XP_021709374.1|AAEG, LOC110679354|XP_021709458.1|AAEG	LOC6739032|XP_016032871.1|DSIM
OG0002099	LOC5563694|XP_021709597.1|AAEG	LOC6728944|XP_002104272.1|DSIM
OG0002100	LOC5565443|XP_001649798.1|AAEG, LOC5565445|XP_001649797.1|AAEG	LOC6738151|XP_016031982.2|DSIM
OG0002101	LOC5564119|XP_021711134.1|AAEG	LOC6733526|XP_039148618.1|DSIM
OG0002102	LOC5573221|XP_001654423.1|AAEG	LOC6735372|XP_016028701.1|DSIM
OG0002103	LOC110681058|XP_021712515.1|AAEG	LOC6739698|XP_016035627.2|DSIM
OG0002117	LOC5566213|XP_001650619.1|AAEG	LOC6735264|XP_002082234.1|DSIM
OG0002118	LOC5574523|XP_021694485.1|AAEG	LOC6739812|XP_039150279.1|DSIM
OG0002119	LOC5579825|XP_021694556.1|AAEG, LOC5579826|XP_021712890.1|AAEG, LOC110680914|XP_021712393.1|AAEG	LOC6729516|XP_016036189.1|DSIM
OG0002120	LOC5574324|XP_021694589.1|AAEG	LOC6724743|XP_016037431.1|DSIM
OG0002121	LOC5574653|XP_001661569.2|AAEG	LOC6730033|XP_016036798.1|DSIM
OG0002123	LOC5564728|XP_021694777.1|AAEG	LOC6731397|XP_016024014.1|DSIM
OG0002124	LOC110674789|XP_021694816.1|AAEG	LOC6726348|XP_002107308.1|DSIM
OG0002125	LOC5569483|XP_001658568.1|AAEG	LOC6734570|XP_039148662.1|DSIM
OG0002126	LOC5571983|XP_021711962.1|AAEG	LOC6738909|XP_002085704.1|DSIM
OG0002127	LOC5576059|XP_021712546.1|AAEG	LOC27208333|XP_039154086.1|DSIM
OG0002128	LOC5573411|XP_021712952.1|AAEG	LOC6726361|XP_016039940.1|DSIM
OG0002129	LOC5580025|XP_021713390.1|AAEG	LOC6727529|XP_016034108.1|DSIM
OG0002130	LOC5578404|XP_001663868.2|AAEG, LOC5570103|XP_001653085.2|AAEG, LOC110676630|XP_021700974.1|AAEG, LOC110681474|XP_021712931.1|AAEG, LOC5566253|XP_001650633.2|AAEG	LOC6739914|XP_002076802.2|DSIM
OG0002131	LOC110674739|XP_021694575.1|AAEG	LOC6727580|XP_002102959.1|DSIM
OG0002132	LOC5580259|XP_001656140.1|AAEG, LOC110674791|XP_021694823.1|AAEG	LOC6731746|XP_016024420.1|DSIM
OG0002133	LOC5578622|XP_001657043.1|AAEG	LOC6732098|XP_002079230.2|DSIM, LOC6725796|XP_002106793.1|DSIM
OG0002134	LOC5565115|XP_021694229.1|AAEG	LOC6726267|XP_002107229.2|DSIM
OG0002135	LOC5576370|XP_021695425.1|AAEG	LOC6725410|XP_016038484.1|DSIM
OG0002136	LOC110681253|XP_021712714.1|AAEG, LOC5566497|XP_021696174.1|AAEG	LOC6730133|XP_016036900.1|DSIM
OG0002137	LOC5571302|XP_021696658.1|AAEG, LOC110681111|XP_021712569.1|AAEG	LOC27206480|XP_016035953.1|DSIM
OG0002138	LOC23687988|XP_021712870.1|AAEG, LOC110675821|XP_021697370.1|AAEG, LOC5576605|XP_001656170.2|AAEG, LOC110673991|XP_021697350.1|AAEG	LOC6726314|XP_016039864.1|DSIM
OG0002139	LOC110675833|XP_021697398.1|AAEG, LOC5576591|XP_021712869.1|AAEG, LOC110675839|XP_021697403.1|AAEG	LOC6725055|XP_039152241.1|DSIM
OG0002140	LOC110680918|XP_021712396.1|AAEG, LOC5576578|XP_021697469.1|AAEG	LOC6740037|XP_016038646.1|DSIM
OG0002141	LOC5574993|XP_001655466.1|AAEG, LOC110676831|XP_021701850.1|AAEG	LOC6739171|XP_016033041.1|DSIM
OG0002142	LOC5577016|XP_001656303.1|AAEG	LOC6726685|XP_002102096.1|DSIM
OG0002143	LOC5580031|XP_001653915.2|AAEG	LOC6730540|XP_016022991.1|DSIM
OG0002144	LOC5570082|XP_021698481.1|AAEG	LOC6724710|XP_039152013.1|DSIM
OG0002145	LOC5570416|XP_001659123.1|AAEG	LOC6727367|XP_016033907.1|DSIM
OG0002146	LOC5580074|XP_021699647.1|AAEG, LOC5575806|XP_001662232.2|AAEG	LOC6726687|XP_002102098.1|DSIM
OG0002147	LOC5576462|XP_021700291.1|AAEG	LOC6740064|XP_039153929.1|DSIM
OG0002148	LOC5576488|XP_001662681.2|AAEG	LOC27209428|XP_016030222.1|DSIM
OG0002149	LOC5570710|XP_021700856.1|AAEG	LOC6724732|XP_039152114.1|DSIM
OG0002150	LOC5570704|XP_021700978.1|AAEG	LOC6740135|XP_016039362.1|DSIM
OG0002151	LOC5570703|XP_001659296.2|AAEG	LOC6731830|XP_016024512.1|DSIM
OG0002152	LOC5567724|XP_021702264.1|AAEG	LOC27208488|XP_016034152.1|DSIM
OG0002153	LOC5567044|XP_021702532.1|AAEG	LOC6730079|XP_039151874.1|DSIM
OG0002154	LOC5576299|XP_021702619.1|AAEG	LOC6739913|XP_002076803.1|DSIM
OG0002155	LOC5576875|XP_001662973.2|AAEG	LOC6730274|XP_002105557.1|DSIM
OG0002156	LOC5571483|XP_021704276.1|AAEG	LOC6739143|XP_016032994.1|DSIM
OG0002157	LOC5572105|XP_021704743.1|AAEG	LOC6728259|XP_016034895.1|DSIM
OG0002158	LOC5575865|XP_021704847.1|AAEG	LOC6735144|XP_002082121.1|DSIM
OG0002159	LOC5579199|XP_021705121.1|AAEG	LOC6735868|XP_016029230.1|DSIM
OG0002160	LOC5577891|XP_001663597.2|AAEG	LOC6727176|XP_002102568.3|DSIM
OG0002161	LOC5578146|XP_001663717.1|AAEG	LOC6727507|XP_002102887.1|DSIM
OG0002162	LOC5578143|XP_001663713.2|AAEG	LOC6728669|XP_016035328.1|DSIM
OG0002163	LOC5565033|XP_001649405.1|AAEG	LOC6725200|XP_002106223.1|DSIM
OG0002164	LOC5565255|XP_001649617.2|AAEG	LOC6729638|XP_016036280.1|DSIM
OG0002165	LOC5576560|XP_001662743.2|AAEG	LOC6732579|XP_002079698.1|DSIM
OG0002166	LOC5575292|XP_001655670.2|AAEG, LOC110680524|XP_021712013.1|AAEG	LOC6732140|XP_002079272.2|DSIM
OG0002167	LOC110673987|XP_021706322.1|AAEG, LOC5579217|XP_021712812.1|AAEG	LOC6735226|XP_002082199.1|DSIM
OG0002168	LOC5578905|XP_021708397.1|AAEG, LOC5571580|XP_001659788.1|AAEG	LOC6735949|XP_039148019.1|DSIM
OG0002169	LOC5568544|XP_021707598.1|AAEG	LOC6737480|XP_002084316.1|DSIM
OG0002170	LOC5572782|XP_001654181.2|AAEG	LOC6724690|XP_016037213.1|DSIM
OG0002171	LOC5579419|XP_021708592.1|AAEG	LOC27208656|XP_016035960.1|DSIM
OG0002172	LOC5568282|XP_001657979.2|AAEG, LOC110680636|XP_021712124.1|AAEG	LOC6729200|XP_039151399.1|DSIM
OG0002173	LOC5568277|XP_001657974.1|AAEG	LOC6731901|XP_002079036.1|DSIM
OG0002174	LOC110679174|XP_021708963.1|AAEG	LOC6728087|XP_002103439.2|DSIM
OG0002175	LOC5566081|XP_021708971.1|AAEG	LOC6728088|XP_002103440.2|DSIM
OG0002176	LOC110680241|XP_021711747.1|AAEG, LOC5570609|XP_001653273.1|AAEG, LOC110679314|XP_021709372.1|AAEG, LOC110681060|XP_021712517.1|AAEG	LOC6727498|XP_002102878.1|DSIM
OG0002177	LOC5573875|XP_021709949.1|AAEG, LOC5573874|XP_001654907.2|AAEG	LOC6727800|XP_016034388.1|DSIM
OG0002178	LOC110680388|XP_021711889.1|AAEG, LOC5566202|XP_021710220.1|AAEG, LOC110680809|XP_021712277.1|AAEG	LOC6729830|XP_039151126.1|DSIM
OG0002179	LOC5569456|XP_021710812.1|AAEG	LOC6729552|XP_016036221.1|DSIM
OG0002180	LOC110674011|XP_021710984.1|AAEG, LOC5574069|XP_021694277.1|AAEG	LOC6730212|XP_016036962.1|DSIM
OG0002181	LOC110681123|XP_021712582.1|AAEG, LOC110680479|XP_021711976.1|AAEG, LOC23687808|XP_021711326.1|AAEG	LOC6725560|XP_016038684.1|DSIM
OG0002182	LOC5577702|XP_021711690.1|AAEG	LOC6727155|XP_016033639.1|DSIM
OG0002183	LOC5564014|XP_001648337.2|AAEG, LOC5568461|XP_001652295.2|AAEG	LOC6735237|XP_039147537.1|DSIM
OG0002184	LOC23687633|XP_011493096.1|AAEG	LOC6728136|XP_002103487.2|DSIM
OG0002185	LOC5572727|XP_001660555.2|AAEG, LOC110680500|XP_021711993.1|AAEG	LOC6727973|XP_016034565.1|DSIM
OG0002186	LOC5567783|XP_001657684.2|AAEG	LOC6731153|XP_002078311.1|DSIM
OG0002187	LOC5571783|XP_001659922.2|AAEG	LOC6729112|XP_002104433.1|DSIM
OG0002188	LOC5571794|XP_001659928.1|AAEG, LOC110681308|XP_021712759.1|AAEG	LOC6735997|XP_016029372.1|DSIM
OG0002189	LOC5578994|XP_001664173.2|AAEG	LOC27206978|XP_039150284.1|DSIM
OG0002190	LOC5573374|XP_021712991.1|AAEG	LOC6729313|XP_002104630.1|DSIM
OG0002191	LOC110680462|XP_021711958.1|AAEG, LOC5573373|XP_021712993.1|AAEG	LOC6738903|XP_002085698.1|DSIM
OG0002192	LOC5577009|XP_021694395.1|AAEG, LOC5568710|XP_001652535.1|AAEG	LOC6738582|XP_002085386.1|DSIM
OG0002193	LOC5572572|XP_021713041.1|AAEG	LOC6728649|XP_002103989.2|DSIM
OG0002194	LOC5580291|XP_001662917.2|AAEG	LOC6729856|XP_002105159.1|DSIM
OG0002195	LOC5572335|XP_001654025.2|AAEG	LOC6729341|XP_016035982.1|DSIM
OG0002196	LOC5567840|XP_001657749.1|AAEG	LOC6728616|XP_002103957.2|DSIM
OG0002197	LOC5569227|XP_021713253.1|AAEG	LOC6736199|XP_002083094.1|DSIM
OG0002198	LOC110681200|XP_021712673.1|AAEG, LOC5564690|XP_021693000.1|AAEG	LOC6727135|XP_039151853.1|DSIM
OG0002199	LOC5576838|XP_001662954.2|AAEG	LOC6728962|XP_002104290.1|DSIM
OG0002200	LOC5580084|XP_001654840.2|AAEG	LOC6740526|XP_002077352.2|DSIM
OG0002202	LOC5576722|XP_021693362.1|AAEG	LOC27206314|XP_016034787.1|DSIM
OG0002203	LOC23687451|XP_021693393.1|AAEG	LOC6728084|XP_016034708.1|DSIM
OG0002204	LOC5568910|XP_001658235.3|AAEG	LOC6729515|XP_016036188.1|DSIM
OG0002205	LOC5568906|XP_001658227.1|AAEG	LOC6728242|XP_002103591.1|DSIM
OG0002206	LOC5575607|XP_001662097.2|AAEG	LOC6729146|XP_016035793.1|DSIM
OG0002207	LOC5577394|XP_021693559.1|AAEG, LOC5577396|XP_021693560.1|AAEG	LOC27206425|XP_016036694.1|DSIM
OG0002208	LOC5577397|XP_001656471.2|AAEG	LOC6729930|XP_016036692.1|DSIM
OG0002209	LOC5573438|XP_001660875.1|AAEG	LOC6725287|XP_002106308.2|DSIM
OG0002210	LOC5573431|XP_021693614.1|AAEG	LOC6726894|XP_016033404.2|DSIM
OG0002211	LOC23687928|XP_021693634.1|AAEG	LOC6728231|XP_016034868.1|DSIM
OG0002212	LOC5576199|XP_001662538.1|AAEG	LOC6727503|XP_002102883.1|DSIM
OG0002213	LOC110674166|XP_021693781.1|AAEG	LOC6726990|XP_002102391.1|DSIM
OG0002214	LOC5569692|XP_021693813.1|AAEG	LOC6728994|XP_016035659.1|DSIM
OG0002215	LOC5577633|XP_021693875.1|AAEG	LOC6728055|XP_039150741.1|DSIM
OG0002216	LOC5565144|XP_001649509.2|AAEG	LOC6730075|XP_002105368.1|DSIM
