Orthogroup	HILL.longest_only	DKIK.longest_only
OG0005313	LOC119647473|XP_037904343.1|HILL	LOC108077276|XP_017026038.1|DKIK
OG0005314	LOC119656543|XP_037918831.1|HILL	LOC108082182|XP_017032988.1|DKIK
OG0005315	LOC119656035|XP_037918233.1|HILL	LOC108070536|XP_017016549.1|DKIK
OG0005316	LOC119661640|XP_037926996.1|HILL	LOC108076736|XP_017025203.1|DKIK
OG0005317	LOC119657812|XP_037920850.1|HILL	LOC108077407|XP_017026196.1|DKIK
OG0005318	LOC119652166|XP_037912040.1|HILL	LOC108083750|XP_017035159.1|DKIK
OG0005319	LOC119653237|XP_037913764.1|HILL	LOC108085245|XP_017037279.1|DKIK
OG0005320	LOC119650698|XP_037909612.1|HILL	LOC108072591|XP_017019292.1|DKIK
OG0005321	LOC119656143|XP_037918403.1|HILL	LOC108077167|XP_017025891.1|DKIK
OG0005322	LOC119654989|XP_037916581.1|HILL	LOC108074581|XP_017022178.1|DKIK
OG0005323	LOC119651991|XP_037911836.1|HILL	LOC108082198|XP_017033010.1|DKIK
OG0005324	LOC119651052|XP_037910306.1|HILL	LOC108077292|XP_017026060.1|DKIK
OG0005325	LOC119651220|XP_037910603.1|HILL	LOC108075868|XP_017023959.1|DKIK
OG0005326	LOC119652645|XP_037912821.1|HILL	LOC108077318|XP_017026096.1|DKIK
OG0005327	LOC119652105|XP_037911971.1|HILL	LOC108082888|XP_017033959.1|DKIK
OG0005328	LOC119657547|XP_037920427.1|HILL	LOC108075565|XP_017023569.1|DKIK
OG0005329	LOC119649430|XP_037907506.1|HILL	LOC108078947|XP_017028585.1|DKIK
OG0005330	LOC119649899|XP_037908221.1|HILL	LOC108078945|XP_017028583.1|DKIK
OG0005331	LOC119658837|XP_037922508.1|HILL	LOC108077457|XP_017026270.1|DKIK
OG0005332	LOC119647140|XP_037903861.1|HILL	LOC108074602|XP_017022206.1|DKIK
OG0005333	LOC119651891|XP_037911644.1|HILL	LOC108075786|XP_017023843.1|DKIK
OG0005334	LOC119646540|XP_037902939.1|HILL	LOC108077204|XP_017025940.1|DKIK
OG0005335	LOC119646541|XP_037902941.1|HILL	LOC108081810|XP_017032535.1|DKIK
OG0005336	LOC119646593|XP_037903015.1|HILL	LOC108078553|XP_017027959.1|DKIK
OG0005337	LOC119656145|XP_037918406.1|HILL	LOC108078276|XP_017027517.1|DKIK
OG0005338	LOC119653036|XP_037913415.1|HILL	LOC108074573|XP_017022164.1|DKIK
OG0005339	LOC119653083|XP_037913503.1|HILL	LOC108076880|XP_017025399.1|DKIK
OG0005340	LOC119652642|XP_037912816.1|HILL	LOC108082072|XP_017032851.1|DKIK
OG0005341	LOC119655922|XP_037918018.1|HILL	LOC108070879|XP_017017011.1|DKIK
OG0005342	LOC119650574|XP_037909322.1|HILL	LOC108082073|XP_017032853.1|DKIK
OG0005343	LOC119660746|XP_037925402.1|HILL	LOC108073043|XP_017019995.1|DKIK
OG0005344	LOC119655394|XP_037917199.1|HILL	LOC108082383|XP_017033213.1|DKIK
OG0005345	LOC119652721|XP_037912942.1|HILL	LOC108082779|XP_017033803.1|DKIK
OG0005346	LOC119648550|XP_037906248.1|HILL	LOC108075876|XP_017023969.1|DKIK
OG0005347	LOC119656378|XP_037918724.1|HILL	LOC108086124|XP_017038461.1|DKIK
OG0005348	LOC119646931|XP_037903544.1|HILL	LOC108077256|XP_017026008.1|DKIK
OG0005349	LOC119656779|XP_037919294.1|HILL	LOC108077059|XP_017025714.1|DKIK
OG0005350	LOC119651331|XP_037910804.1|HILL	LOC108081984|XP_017032711.1|DKIK
OG0005351	LOC119650514|XP_037909291.1|HILL	LOC108070567|XP_017016607.1|DKIK
OG0005352	LOC119653236|XP_037913753.1|HILL	LOC108077126|XP_017025819.1|DKIK
OG0005353	LOC119654431|XP_037915760.1|HILL	LOC108082461|XP_017033326.1|DKIK
OG0005354	LOC119650588|XP_037909356.1|HILL	LOC108075838|XP_017023903.1|DKIK
OG0005355	LOC119652338|XP_037912287.1|HILL	LOC108074288|XP_017021763.1|DKIK
OG0005356	LOC119652090|XP_037911957.1|HILL	LOC108074302|XP_017021780.1|DKIK
OG0005357	LOC119658215|XP_037921410.1|HILL	LOC108079618|XP_017029482.1|DKIK
OG0005358	LOC119651409|XP_037910929.1|HILL	LOC108075865|XP_017023949.1|DKIK
OG0005359	LOC119650054|XP_037908474.1|HILL	LOC108086135|XP_017038477.1|DKIK
OG0005360	LOC119648381|XP_037906043.1|HILL	LOC108085511|XP_017037623.1|DKIK
OG0005361	LOC119650985|XP_037910179.1|HILL	LOC108077247|XP_017025996.1|DKIK
OG0005362	LOC119651644|XP_037911247.1|HILL	LOC108074504|XP_017022071.1|DKIK
OG0005363	LOC119652427|XP_037912479.1|HILL	LOC108073637|XP_017020845.1|DKIK
OG0005364	LOC119646986|XP_037903626.1|HILL	LOC108078389|XP_017027733.1|DKIK
OG0005365	LOC119655858|XP_037917910.1|HILL	LOC108082191|XP_017033000.1|DKIK
OG0005366	LOC119646222|XP_037902537.1|HILL	LOC108082231|XP_017033058.1|DKIK
OG0005367	LOC119649754|XP_037907978.1|HILL	LOC108082168|XP_017032963.1|DKIK
OG0005368	LOC119660829|XP_037925619.1|HILL	LOC108073321|XP_017020371.1|DKIK
OG0005369	LOC119646563|XP_037902970.1|HILL	LOC108072624|XP_017019342.1|DKIK
OG0005370	LOC119652224|XP_037912100.1|HILL	LOC108082039|XP_017032801.1|DKIK
OG0005371	LOC119652181|XP_037912053.1|HILL	LOC108081973|XP_017032696.1|DKIK
OG0005372	LOC119653124|XP_037913578.1|HILL	LOC108084199|XP_017035797.1|DKIK
OG0005373	LOC119652560|XP_037912695.1|HILL	LOC108074550|XP_017022176.1|DKIK
OG0005374	LOC119646738|XP_037903244.1|HILL	LOC108077071|XP_017025728.1|DKIK
OG0005375	LOC119646737|XP_037903243.1|HILL	LOC108077070|XP_017025727.1|DKIK
OG0005376	LOC119656987|XP_037919651.1|HILL	LOC108077400|XP_017026185.1|DKIK
OG0005377	LOC119654262|XP_037915458.1|HILL	LOC108079799|XP_017029767.1|DKIK
OG0005378	LOC119652955|XP_037913278.1|HILL	LOC108074415|XP_017021932.1|DKIK
OG0005379	LOC119651984|XP_037911827.1|HILL	LOC108074567|XP_017022158.1|DKIK
OG0005380	LOC119653070|XP_037913478.1|HILL	LOC108074436|XP_017021964.1|DKIK
OG0005382	LOC119646569|XP_037902980.1|HILL	LOC108074803|XP_017022487.1|DKIK
OG0005383	LOC119648086|XP_037905507.1|HILL	LOC108071917|XP_017018365.1|DKIK
OG0005384	LOC119659325|XP_037923287.1|HILL	LOC108070697|XP_017016770.1|DKIK
OG0005385	LOC119660827|XP_037925615.1|HILL	LOC108076710|XP_017025160.1|DKIK
OG0005386	LOC119647233|XP_037904017.1|HILL	LOC108076195|XP_017024417.1|DKIK
OG0005387	LOC119651414|XP_037910936.1|HILL	LOC108075521|XP_017023503.1|DKIK
OG0005388	LOC119646258|XP_037902589.1|HILL	LOC108081456|XP_017032135.1|DKIK
OG0005389	LOC119656938|XP_037919570.1|HILL	LOC108076109|XP_017024326.1|DKIK
OG0005390	LOC119646335|XP_037902725.1|HILL	LOC108086224|XP_017038578.1|DKIK
OG0005391	LOC119646511|XP_037902935.1|HILL	LOC108086226|XP_017038582.1|DKIK
OG0005392	LOC119660997|XP_037926024.1|HILL	LOC108077029|XP_017025643.1|DKIK
OG0005393	LOC119650629|XP_037909465.1|HILL	LOC108080793|XP_017031168.1|DKIK
OG0005394	LOC119650089|XP_037908530.1|HILL	LOC108077124|XP_017025816.1|DKIK
OG0005395	LOC119659737|XP_037923927.1|HILL	LOC108074333|XP_017021835.1|DKIK
OG0005396	LOC119654364|XP_037915641.1|HILL	LOC108079605|XP_017029454.1|DKIK
OG0005397	LOC119646847|XP_037903396.1|HILL	LOC108079624|XP_017029491.1|DKIK
OG0005398	LOC119655264|XP_037916990.1|HILL	LOC108075581|XP_017023588.1|DKIK
OG0005399	LOC119646246|XP_037902568.1|HILL	LOC108070778|XP_017016866.1|DKIK
OG0005400	LOC119646919|XP_037903521.1|HILL	LOC108077944|XP_017026971.1|DKIK
OG0005401	LOC119656809|XP_037919358.1|HILL	LOC108079647|XP_017029527.1|DKIK
OG0005402	LOC119661647|XP_037927007.1|HILL	LOC108079646|XP_017029526.1|DKIK
OG0005403	LOC119646621|XP_037903057.1|HILL	LOC108079669|XP_017029555.1|DKIK
OG0005404	LOC119646943|XP_037903560.1|HILL	LOC108079670|XP_017029557.1|DKIK
OG0005405	LOC119661428|XP_037926701.1|HILL	LOC108078322|XP_017027610.1|DKIK
OG0005406	LOC119661331|XP_037926560.1|HILL	LOC108076813|XP_017025332.1|DKIK
OG0005407	LOC119654173|XP_037915287.1|HILL	LOC108076353|XP_017024638.1|DKIK
OG0005408	LOC119646556|XP_037902961.1|HILL	LOC108086233|XP_017038591.1|DKIK
OG0005409	LOC119646889|XP_037903453.1|HILL	LOC108079684|XP_017029578.1|DKIK
OG0005410	LOC119661774|XP_037927176.1|HILL	LOC108086270|XP_017038646.1|DKIK
OG0005411	LOC119656478|XP_037918733.1|HILL	LOC108082315|XP_017033134.1|DKIK
OG0005412	LOC119661694|XP_037927068.1|HILL	LOC108082579|XP_017033525.1|DKIK
OG0005413	LOC119646464|XP_037902841.1|HILL	LOC108081791|XP_017032499.1|DKIK
OG0005414	LOC119657952|XP_037921082.1|HILL	LOC108080301|XP_017030464.1|DKIK
OG0005415	LOC119655934|XP_037918047.1|HILL, LOC119660720|XP_037925296.1|HILL	LOC108076070|XP_017024264.1|DKIK, LOC108078332|XP_017027622.1|DKIK
OG0005416	LOC119660974|XP_037925977.1|HILL	LOC108076798|XP_017025310.1|DKIK
OG0005417	LOC119650980|XP_037910170.1|HILL	LOC108085361|XP_017037420.1|DKIK
OG0005418	LOC119650979|XP_037910169.1|HILL	LOC108082215|XP_017033037.1|DKIK
OG0005419	LOC119651754|XP_037911419.1|HILL	LOC108074407|XP_017021924.1|DKIK, LOC108077165|XP_017025889.1|DKIK
OG0005420	LOC119652570|XP_037912712.1|HILL	LOC108075943|XP_017024074.1|DKIK
OG0005421	LOC119652112|XP_037911980.1|HILL	LOC108082120|XP_017032910.1|DKIK
OG0005422	LOC119655932|XP_037918043.1|HILL	LOC108079278|XP_017029063.1|DKIK
OG0005423	LOC119652599|XP_037912755.1|HILL	LOC108077092|XP_017025752.1|DKIK
OG0005424	LOC119656074|XP_037918287.1|HILL	LOC108076686|XP_017025125.1|DKIK
OG0005425	LOC119658439|XP_037921770.1|HILL	LOC108071805|XP_017018186.1|DKIK
OG0005426	LOC119649251|XP_037907250.1|HILL	LOC108078160|XP_017027299.1|DKIK
OG0005427	LOC119653128|XP_037913584.1|HILL	LOC108082710|XP_017033706.1|DKIK
OG0005428	LOC119661030|XP_037926118.1|HILL	LOC108082770|XP_017033789.1|DKIK
OG0005429	LOC119651246|XP_037910654.1|HILL	LOC108079987|XP_017030043.1|DKIK
OG0005430	LOC119651997|XP_037911848.1|HILL	LOC108079975|XP_017030027.1|DKIK
OG0005431	LOC119652223|XP_037912099.1|HILL	LOC108081865|XP_017032594.1|DKIK
OG0005432	LOC119651624|XP_037911214.1|HILL	LOC108079352|XP_017029152.1|DKIK
OG0005433	LOC119646327|XP_037902680.1|HILL	LOC108078013|XP_017027059.1|DKIK
OG0005434	LOC119651786|XP_037911472.1|HILL	LOC108084767|XP_017036574.1|DKIK
OG0005435	LOC119651275|XP_037910708.1|HILL	LOC108079327|XP_017029121.1|DKIK
OG0005436	LOC119651396|XP_037910905.1|HILL	LOC108074184|XP_017021610.1|DKIK
OG0005437	LOC119659891|XP_037924141.1|HILL	LOC108071459|XP_017017711.1|DKIK
OG0005438	LOC119647222|XP_037903981.1|HILL	LOC108078968|XP_017028628.1|DKIK
OG0005439	LOC119661359|XP_037926596.1|HILL	LOC108074052|XP_017021411.1|DKIK
OG0005440	LOC119647081|XP_037903766.1|HILL	LOC108074322|XP_017021811.1|DKIK
OG0005441	LOC119657186|XP_037919908.1|HILL	LOC108077255|XP_017026007.1|DKIK
OG0005442	LOC119646481|XP_037902862.1|HILL	LOC108079546|XP_017029373.1|DKIK
OG0005443	LOC119646559|XP_037902965.1|HILL	LOC108077221|XP_017025966.1|DKIK
OG0005444	LOC119646166|XP_037902470.1|HILL	LOC108086166|XP_017038517.1|DKIK
OG0005445	LOC119661108|XP_037926232.1|HILL	LOC108076873|XP_017025392.1|DKIK
OG0005447	LOC119647191|XP_037903930.1|HILL	LOC108086241|XP_017038602.1|DKIK
OG0005448	LOC119651901|XP_037911654.1|HILL	LOC108078159|XP_017027298.1|DKIK
OG0005449	LOC119653570|XP_037914226.1|HILL	LOC108084502|XP_017036232.1|DKIK
OG0005450	LOC119652062|XP_037911930.1|HILL	LOC108085681|XP_017037863.1|DKIK
OG0005452	LOC119647246|XP_037904048.1|HILL	LOC108076352|XP_017024633.1|DKIK
OG0005453	LOC119651183|XP_037910542.1|HILL	LOC108072133|XP_017018658.1|DKIK
OG0005454	LOC119654712|XP_037916163.1|HILL	LOC108077068|XP_017025724.1|DKIK
OG0005455	LOC119652415|XP_037912461.1|HILL	LOC108076156|XP_017024371.1|DKIK
OG0005456	LOC119651529|XP_037911089.1|HILL	LOC108082841|XP_017033896.1|DKIK
OG0005457	LOC119652309|XP_037912248.1|HILL	LOC108082675|XP_017033663.1|DKIK
OG0005458	LOC119647455|XP_037904317.1|HILL	LOC108081440|XP_017032115.1|DKIK
OG0005459	LOC119657539|XP_037920413.1|HILL	LOC108086264|XP_017038638.1|DKIK
OG0005460	LOC119646902|XP_037903498.1|HILL	LOC108081432|XP_017032104.1|DKIK
OG0005461	LOC119651211|XP_037910590.1|HILL	LOC108082170|XP_017032965.1|DKIK
OG0005462	LOC119651521|XP_037911079.1|HILL	LOC108082171|XP_017032966.1|DKIK
OG0005463	LOC119651915|XP_037911672.1|HILL	LOC108072747|XP_017019505.1|DKIK
OG0005464	LOC119653228|XP_037913743.1|HILL	LOC108082725|XP_017033722.1|DKIK
OG0005465	LOC119650592|XP_037909367.1|HILL	LOC108082738|XP_017033732.1|DKIK
OG0005466	LOC119652978|XP_037913316.1|HILL	LOC108082864|XP_017033931.1|DKIK
OG0005467	LOC119659295|XP_037923235.1|HILL	LOC108083756|XP_017035166.1|DKIK
OG0005468	LOC119661730|XP_037927125.1|HILL	LOC108079644|XP_017029523.1|DKIK
OG0005469	LOC119661372|XP_037926618.1|HILL	LOC108074860|XP_017022562.1|DKIK
OG0005470	LOC119661371|XP_037926617.1|HILL	LOC108081538|XP_017032246.1|DKIK, LOC108074798|XP_017022471.1|DKIK
OG0005471	LOC119661553|XP_037926871.1|HILL	LOC108077130|XP_017025829.1|DKIK
OG0005472	LOC119647388|XP_037904207.1|HILL	LOC108077115|XP_017025797.1|DKIK
OG0005473	LOC119657346|XP_037920151.1|HILL	LOC108081391|XP_017032038.1|DKIK
OG0005474	LOC119647057|XP_037903741.1|HILL	LOC108074490|XP_017022052.1|DKIK
OG0005475	LOC119651520|XP_037911082.1|HILL	LOC108074591|XP_017022189.1|DKIK
OG0005476	LOC119654790|XP_037916266.1|HILL	LOC108076756|XP_017025245.1|DKIK
OG0005477	LOC119652425|XP_037912476.1|HILL	LOC108082969|XP_017034081.1|DKIK
OG0005478	LOC119658633|XP_037922084.1|HILL	LOC108077418|XP_017026209.1|DKIK
OG0005479	LOC119657193|XP_037919929.1|HILL	LOC108077417|XP_017026208.1|DKIK
OG0005480	LOC119657203|XP_037919941.1|HILL	LOC108077419|XP_017026210.1|DKIK
OG0005481	LOC119657575|XP_037920472.1|HILL	LOC108086101|XP_017038416.1|DKIK
OG0005482	LOC119655307|XP_037917068.1|HILL	LOC108086133|XP_017038475.1|DKIK
OG0005483	LOC119646331|XP_037902683.1|HILL	LOC108081268|XP_017031854.1|DKIK
OG0005484	LOC119646196|XP_037902507.1|HILL	LOC108086189|XP_017038541.1|DKIK
OG0005485	LOC119646512|XP_037902895.1|HILL	LOC108070754|XP_017016840.1|DKIK
OG0005486	LOC119647250|XP_037904056.1|HILL	LOC108082518|XP_017033434.1|DKIK
OG0005487	LOC119660700|XP_037925267.1|HILL	LOC108075757|XP_017023808.1|DKIK
OG0005488	LOC119661682|XP_037927049.1|HILL	LOC108076271|XP_017024510.1|DKIK
OG0005489	LOC119661697|XP_037927071.1|HILL	LOC108074431|XP_017021956.1|DKIK
OG0005490	LOC119653558|XP_037914202.1|HILL	LOC108074442|XP_017021970.1|DKIK
OG0005491	LOC119647497|XP_037904384.1|HILL	LOC108074531|XP_017022104.1|DKIK
OG0005492	LOC119646810|XP_037903339.1|HILL	LOC108074582|XP_017022179.1|DKIK
OG0005493	LOC119651911|XP_037911665.1|HILL	LOC108082724|XP_017033721.1|DKIK
OG0005494	LOC119661402|XP_037926659.1|HILL	LOC108078339|XP_017027630.1|DKIK
OG0005495	LOC119659568|XP_037923649.1|HILL	LOC108072364|XP_017018947.1|DKIK
OG0005496	LOC119647274|XP_037904093.1|HILL	LOC108071339|XP_017017552.1|DKIK
OG0005497	LOC119648029|XP_037905381.1|HILL	LOC108072631|XP_017019350.1|DKIK
OG0005498	LOC119646726|XP_037903234.1|HILL	LOC108072632|XP_017019352.1|DKIK
OG0005499	LOC119647316|XP_037904171.1|HILL	LOC108072559|XP_017019227.1|DKIK
OG0005500	LOC119647318|XP_037904173.1|HILL	LOC108072560|XP_017019228.1|DKIK
OG0005501	LOC119657241|XP_037919987.1|HILL	LOC108074851|XP_017022551.1|DKIK
OG0005502	LOC119646584|XP_037903006.1|HILL	LOC108074852|XP_017022552.1|DKIK
OG0005503	LOC119652351|XP_037912342.1|HILL	LOC108082003|XP_017032740.1|DKIK
OG0005504	LOC119661333|XP_037926563.1|HILL	LOC108081446|XP_017032124.1|DKIK
OG0005506	LOC119647086|XP_037903778.1|HILL	LOC108082164|XP_017032957.1|DKIK
OG0005507	LOC119661140|XP_037926269.1|HILL	LOC108074299|XP_017021776.1|DKIK
OG0005508	LOC119646805|XP_037903326.1|HILL	LOC108077191|XP_017025925.1|DKIK
OG0005509	LOC119651569|XP_037911134.1|HILL	LOC108079525|XP_017029351.1|DKIK, LOC108079633|XP_017029506.1|DKIK
OG0005510	LOC119650815|XP_037909881.1|HILL	LOC108085268|XP_017037307.1|DKIK
OG0005511	LOC119655562|XP_037917421.1|HILL	LOC108083823|XP_017035267.1|DKIK
OG0005512	LOC119651273|XP_037910706.1|HILL	LOC108084036|XP_017035541.1|DKIK
OG0005513	LOC119648193|XP_037905716.1|HILL	LOC108079170|XP_017028909.1|DKIK
OG0005514	LOC119652459|XP_037912551.1|HILL	LOC108075617|XP_017023638.1|DKIK
OG0005515	LOC119654506|XP_037915873.1|HILL	LOC108078391|XP_017027735.1|DKIK
OG0005516	LOC119654500|XP_037915860.1|HILL	LOC108077176|XP_017025902.1|DKIK
OG0005517	LOC119650830|XP_037909895.1|HILL	LOC108075907|XP_017024016.1|DKIK
OG0005518	LOC119646824|XP_037903371.1|HILL	LOC108079688|XP_017029583.1|DKIK
OG0005519	LOC119661119|XP_037926242.1|HILL	LOC108072416|XP_017019009.1|DKIK
OG0005520	LOC119651631|XP_037911223.1|HILL	LOC108077232|XP_017025979.1|DKIK
OG0005521	LOC119655622|XP_037917522.1|HILL	LOC108077138|XP_017025841.1|DKIK
OG0005522	LOC119661285|XP_037926489.1|HILL	LOC108073790|XP_017021046.1|DKIK
OG0005523	LOC119661248|XP_037926415.1|HILL	LOC108081452|XP_017032131.1|DKIK
OG0005524	LOC119646315|XP_037902663.1|HILL	LOC108075835|XP_017023899.1|DKIK
OG0005525	LOC119660839|XP_037925645.1|HILL	LOC108077250|XP_017026000.1|DKIK
OG0005526	LOC119646405|XP_037902777.1|HILL	LOC108077229|XP_017025975.1|DKIK
OG0005527	LOC119660986|XP_037925999.1|HILL	LOC108074891|XP_017022594.1|DKIK
OG0005528	LOC119661637|XP_037926988.1|HILL	LOC108072867|XP_017019674.1|DKIK
OG0005529	LOC119650714|XP_037909652.1|HILL	LOC108070529|XP_017016537.1|DKIK
OG0005530	LOC119651714|XP_037911362.1|HILL	LOC108075790|XP_017023845.1|DKIK
OG0005531	LOC119647578|XP_037904513.1|HILL	LOC108077520|XP_017026374.1|DKIK
OG0005532	LOC119653134|XP_037913594.1|HILL	LOC108079626|XP_017029495.1|DKIK
OG0005533	LOC119653843|XP_037914819.1|HILL	LOC108086212|XP_017038564.1|DKIK
OG0005534	LOC119657210|XP_037919948.1|HILL	LOC108079086|XP_017028800.1|DKIK
OG0005535	LOC119647248|XP_037904052.1|HILL	LOC108074549|XP_017022135.1|DKIK
OG0005536	LOC119661379|XP_037926626.1|HILL	LOC108077264|XP_017026020.1|DKIK
OG0005538	LOC119646617|XP_037903051.1|HILL	LOC108074326|XP_017021822.1|DKIK
OG0005539	LOC119646371|XP_037902735.1|HILL	LOC108079661|XP_017029547.1|DKIK
OG0005540	LOC119649400|XP_037907456.1|HILL	LOC108079192|XP_017028942.1|DKIK
OG0005541	LOC119650106|XP_037908558.1|HILL	LOC108084750|XP_017036551.1|DKIK
OG0005542	LOC119660742|XP_037925376.1|HILL	LOC108073941|XP_017021243.1|DKIK
OG0005543	LOC119650693|XP_037909597.1|HILL	LOC108082767|XP_017033783.1|DKIK
OG0005544	LOC119651880|XP_037911624.1|HILL	LOC108074304|XP_017021786.1|DKIK
OG0005545	LOC119646324|XP_037902672.1|HILL	LOC108082084|XP_017032868.1|DKIK
OG0005546	LOC119650636|XP_037909487.1|HILL	LOC108081420|XP_017032092.1|DKIK
OG0005547	LOC119657357|XP_037920161.1|HILL	LOC108079622|XP_017029487.1|DKIK
OG0005548	LOC119661500|XP_037926795.1|HILL	LOC108079614|XP_017029478.1|DKIK
OG0005549	LOC119661209|XP_037926360.1|HILL	LOC108079648|XP_017029530.1|DKIK
OG0005550	LOC119647202|XP_037903946.1|HILL	LOC108081378|XP_017032019.1|DKIK
OG0005551	LOC119650777|XP_037909816.1|HILL	LOC108082599|XP_017033561.1|DKIK
OG0005552	LOC119650770|XP_037909805.1|HILL	LOC108082573|XP_017033519.1|DKIK
OG0005553	LOC119649148|XP_037907090.1|HILL	LOC108081427|XP_017032099.1|DKIK
OG0005554	LOC119647262|XP_037904072.1|HILL	LOC108079599|XP_017029445.1|DKIK
OG0005555	LOC119653258|XP_037917587.1|HILL	LOC108079663|XP_017029549.1|DKIK
OG0005556	LOC119646121|XP_037906169.1|HILL	LOC108079658|XP_017029544.1|DKIK
OG0005557	LOC119655753|XP_037917738.1|HILL	LOC108077409|XP_017026198.1|DKIK
OG0005558	LOC119647302|XP_037904132.1|HILL	LOC108080110|XP_017030214.1|DKIK
OG0005559	LOC119658355|XP_037921645.1|HILL	LOC108074561|XP_017022152.1|DKIK
OG0005560	LOC119650689|XP_037909586.1|HILL	LOC108081411|XP_017032079.1|DKIK
OG0005561	LOC119661303|XP_037926520.1|HILL	LOC108085936|XP_017038207.1|DKIK
OG0005562	LOC119656555|XP_037918859.1|HILL	LOC108077119|XP_017025802.1|DKIK
OG0005563	LOC119660880|XP_037925723.1|HILL	LOC108072465|XP_017019097.1|DKIK
OG0005564	LOC119652983|XP_037913335.1|HILL	LOC108077074|XP_017025730.1|DKIK
OG0005565	LOC119646553|XP_037902959.1|HILL	LOC108077027|XP_017025641.1|DKIK
OG0005566	LOC119661559|XP_037926878.1|HILL	LOC108077028|XP_017025642.1|DKIK
OG0005567	LOC119652047|XP_037911910.1|HILL	LOC108073564|XP_017020740.1|DKIK
OG0005568	LOC119661735|XP_037927129.1|HILL	LOC108086242|XP_017038603.1|DKIK
OG0005569	LOC119651309|XP_037910763.1|HILL	LOC108074592|XP_017022190.1|DKIK
OG0005570	LOC119646448|XP_037902828.1|HILL	LOC108074430|XP_017021955.1|DKIK
OG0005571	LOC119655241|XP_037916954.1|HILL	LOC108072360|XP_017018940.1|DKIK
OG0005572	LOC119657478|XP_037920329.1|HILL	LOC108072977|XP_017019903.1|DKIK
OG0005573	LOC119653788|XP_037914719.1|HILL	LOC108072126|XP_017018647.1|DKIK
OG0005574	LOC119660712|XP_037925283.1|HILL	LOC108072057|XP_017018540.1|DKIK
OG0005575	LOC119659769|XP_037923956.1|HILL	LOC108085886|XP_017038138.1|DKIK
OG0005576	LOC119660947|XP_037925884.1|HILL	LOC108078536|XP_017027936.1|DKIK
OG0005577	LOC119647520|XP_037904416.1|HILL	LOC108072789|XP_017019559.1|DKIK
OG0005578	LOC119649918|XP_037908248.1|HILL	LOC108074996|XP_017022725.1|DKIK
OG0005579	LOC119649919|XP_037908251.1|HILL	LOC108075005|XP_017022739.1|DKIK
OG0005580	LOC119649472|XP_037907557.1|HILL	LOC108078715|XP_017028187.1|DKIK
OG0005581	LOC119653747|XP_037914601.1|HILL	LOC108080225|XP_017030369.1|DKIK
OG0005582	LOC119647557|XP_037904477.1|HILL	LOC108075246|XP_017023093.1|DKIK
OG0005583	LOC119649686|XP_037907876.1|HILL	LOC108077555|XP_017026437.1|DKIK
OG0005584	LOC119654943|XP_037916527.1|HILL	LOC108082867|XP_017033934.1|DKIK
OG0005585	LOC119660026|XP_037924331.1|HILL	LOC108081103|XP_017031588.1|DKIK
OG0005586	LOC119659706|XP_037923887.1|HILL	LOC108075528|XP_017023514.1|DKIK
OG0005587	LOC119660256|XP_037924638.1|HILL	LOC108077251|XP_017026002.1|DKIK
OG0005588	LOC119658763|XP_037922384.1|HILL	LOC108078719|XP_017028204.1|DKIK
OG0005589	LOC119658771|XP_037922395.1|HILL	LOC108072079|XP_017018579.1|DKIK
OG0005590	LOC119657166|XP_037919884.1|HILL	LOC108070542|XP_017016556.1|DKIK
OG0005591	LOC119660300|XP_037924701.1|HILL	LOC108084217|XP_017035833.1|DKIK
OG0005592	LOC119659453|XP_037923466.1|HILL	LOC108077815|XP_017026827.1|DKIK
OG0005593	LOC119650335|XP_037908918.1|HILL	LOC108075268|XP_017023125.1|DKIK
OG0005594	LOC119650334|XP_037908917.1|HILL	LOC108073957|XP_017021273.1|DKIK
OG0005595	LOC119650333|XP_037908916.1|HILL	LOC108073956|XP_017021271.1|DKIK
OG0005596	LOC119649270|XP_037907287.1|HILL	LOC108079744|XP_017029647.1|DKIK
OG0005597	LOC119660153|XP_037924483.1|HILL	LOC108085015|XP_017036948.1|DKIK
OG0005598	LOC119659410|XP_037923410.1|HILL	LOC108073479|XP_017020622.1|DKIK
OG0005599	LOC119652547|XP_037912682.1|HILL	LOC108072975|XP_017019899.1|DKIK
OG0005600	LOC119649115|XP_037907043.1|HILL	LOC108081256|XP_017031837.1|DKIK
OG0005601	LOC119653662|XP_037914420.1|HILL	LOC108083546|XP_017034880.1|DKIK
OG0005602	LOC119660284|XP_037924683.1|HILL	LOC108085893|XP_017038147.1|DKIK
OG0005603	LOC119655015|XP_037916615.1|HILL	LOC108073111|XP_017020094.1|DKIK
OG0005604	LOC119653455|XP_037913992.1|HILL	LOC108073119|XP_017020101.1|DKIK
OG0005605	LOC119653711|XP_037914520.1|HILL	LOC108082503|XP_017033420.1|DKIK
OG0005606	LOC119656843|XP_037919424.1|HILL	LOC108082207|XP_017033028.1|DKIK
OG0005607	LOC119658762|XP_037922383.1|HILL	LOC108085666|XP_017037845.1|DKIK
OG0005608	LOC119660542|XP_037925103.1|HILL	LOC108077729|XP_017026673.1|DKIK
OG0005609	LOC119660853|XP_037925676.1|HILL	LOC108079767|XP_017029679.1|DKIK
OG0005610	LOC119660304|XP_037924706.1|HILL	LOC108071956|XP_017018414.1|DKIK
