Orthogroup	HILL.longest_only	DMEL.longest_only
OG0002158	LOC119651960|XP_037911747.1|HILL, LOC119651888|XP_037911638.1|HILL, LOC119659188|XP_037923076.1|HILL	CG5335|NP_611349.2|DMEL
OG0002159	LOC119651415|XP_037910937.1|HILL	roh|NP_726318.1|DMEL
OG0002160	LOC119653182|XP_037913664.1|HILL	slou|NP_001262808.1|DMEL
OG0002161	LOC119650997|XP_037910210.1|HILL	snRNP-U1-C|NP_650767.1|DMEL
OG0002162	LOC119659601|XP_037923697.1|HILL	CG12814|NP_001262454.1|DMEL
OG0002163	LOC119652577|XP_037912719.1|HILL	lin-52|NP_572256.1|DMEL
OG0002164	LOC119658470|XP_037921820.1|HILL	Ssadh|NP_651408.1|DMEL
OG0002165	LOC119651145|XP_037910477.1|HILL	CG12288|NP_609822.1|DMEL
OG0002166	LOC119646480|XP_037902861.1|HILL	Yip1d1|NP_609596.1|DMEL
OG0002167	LOC119660949|XP_037925889.1|HILL	wbl|NP_725867.1|DMEL
OG0002168	LOC119658017|XP_037921174.1|HILL	gbb|NP_477340.1|DMEL
OG0002169	LOC119658302|XP_037921533.1|HILL	defl|NP_648352.2|DMEL
OG0002170	LOC119660722|XP_037925301.1|HILL	ABCD|NP_651906.1|DMEL
OG0002171	LOC119657940|XP_037921057.1|HILL	CG33108|NP_788728.1|DMEL
OG0002172	LOC119657818|XP_037920860.1|HILL	hh|NP_001034065.1|DMEL
OG0002173	LOC119660310|XP_037924716.1|HILL	aurB|NP_477336.1|DMEL
OG0002174	LOC119651946|XP_037911728.1|HILL	CG8461|NP_650367.1|DMEL
OG0002175	LOC119651947|XP_037911729.1|HILL	mRpL11|NP_524351.1|DMEL
OG0002176	LOC119652239|XP_037912142.1|HILL	Prp18|NP_650776.1|DMEL
OG0002177	LOC119651431|XP_037910957.1|HILL	Scp2|NP_524381.1|DMEL
OG0002178	LOC119656556|XP_037918862.1|HILL	CG6051|NP_001097943.1|DMEL
OG0002179	LOC119652952|XP_037913273.1|HILL	lobo|NP_001036757.1|DMEL
OG0002180	LOC119653216|XP_037913716.1|HILL	hdc|NP_788768.1|DMEL
OG0002181	LOC119657501|XP_037920363.1|HILL	l_1_G0320|NP_572567.1|DMEL
OG0002182	LOC119653170|XP_037913639.1|HILL	CG2698|NP_001246976.1|DMEL
OG0002183	LOC119654245|XP_037915415.1|HILL	mip40|NP_611407.1|DMEL
OG0002184	LOC119660227|XP_037924603.1|HILL, LOC119660228|XP_037924604.1|HILL	RpII140|NP_476706.1|DMEL
OG0002185	LOC119651143|XP_037910474.1|HILL	CG5044|NP_732020.2|DMEL
OG0002186	LOC119651163|XP_037910509.1|HILL	CG9107|NP_608981.1|DMEL
OG0002187	LOC119651707|XP_037911348.1|HILL	CCT1|NP_524450.2|DMEL
OG0002188	LOC119656601|XP_037918961.1|HILL	Not11|NP_726406.1|DMEL
OG0002189	LOC119656534|XP_037918808.1|HILL	mRpS5|NP_001036652.1|DMEL
OG0002190	LOC119656531|XP_037918804.1|HILL	Gdh|NP_524470.4|DMEL
OG0002191	LOC119658503|XP_037921893.1|HILL	Pex16|NP_649252.1|DMEL
OG0002192	LOC119650042|XP_037908453.1|HILL	bora|NP_649048.1|DMEL
OG0002193	LOC119650569|XP_037909314.1|HILL	jumu|NP_524302.1|DMEL
OG0002194	LOC119651777|XP_037911459.1|HILL	CG5646|NP_651568.1|DMEL
OG0002195	LOC119651763|XP_037911430.1|HILL	CG13605|NP_651214.2|DMEL
OG0002196	LOC119660377|XP_037924823.1|HILL	MED7|NP_731500.1|DMEL
OG0002197	LOC119651176|XP_037910531.1|HILL	CG7049|NP_612003.1|DMEL
OG0002198	LOC119660590|XP_037925187.1|HILL	CG17816|NP_001097706.1|DMEL
OG0002199	LOC119660116|XP_037924433.1|HILL	RpA-70|NP_524274.1|DMEL
OG0002200	LOC119652671|XP_037912865.1|HILL	Gip|NP_511106.1|DMEL
OG0002202	LOC119651531|XP_037911090.1|HILL	CG9297|NP_788674.1|DMEL
OG0002203	LOC119652412|XP_037912453.1|HILL	Pde6|NP_001262566.1|DMEL
OG0002204	LOC119651218|XP_037910600.1|HILL	Hr96|NP_524493.1|DMEL
OG0002205	LOC119651865|XP_037911601.1|HILL	apn|NP_650270.1|DMEL
OG0002206	LOC119652902|XP_037913206.1|HILL	cd|NP_651081.1|DMEL
OG0002207	LOC119650917|XP_037910070.1|HILL	fkh|NP_001263038.1|DMEL
OG0002208	LOC119652747|XP_037912974.1|HILL	mIF2|NP_651621.2|DMEL
OG0002209	LOC119646183|XP_037902493.1|HILL	Spat|NP_511062.1|DMEL
OG0002210	LOC119652626|XP_037912800.1|HILL	CG1208|NP_001097692.1|DMEL
OG0002211	LOC119650782|XP_037909821.1|HILL	Dic1|NP_650279.1|DMEL
OG0002212	LOC119651457|XP_037910991.1|HILL	CG14285|NP_650773.1|DMEL
OG0002213	LOC119656652|XP_037919045.1|HILL	twr|NP_649676.1|DMEL
OG0002214	LOC119658013|XP_037921167.1|HILL, LOC119657904|XP_037920992.1|HILL	CG34034|NP_001163678.1|DMEL
OG0002215	LOC119651153|XP_037910489.1|HILL	btsz|NP_001247109.1|DMEL
OG0002216	LOC119658048|XP_037921220.1|HILL	Cap-D2|NP_651709.1|DMEL
OG0002217	LOC119651310|XP_037910765.1|HILL	Hexim|NP_731932.1|DMEL
OG0002218	LOC119657383|XP_037920196.1|HILL	Alg14|NP_573031.1|DMEL
OG0002219	LOC119657494|XP_037920350.1|HILL	yellow-e|NP_524344.1|DMEL
OG0002220	LOC119658101|XP_037921295.1|HILL	Ir87a|NP_650290.2|DMEL
OG0002221	LOC119648528|XP_037906224.1|HILL	Tmc|NP_001303362.1|DMEL
OG0002222	LOC119659466|XP_037923481.1|HILL	uri|NP_611933.1|DMEL
OG0002223	LOC119660616|XP_037925236.1|HILL	Vha44|NP_725565.3|DMEL
OG0002224	LOC119659327|XP_037923288.1|HILL	CG43340|NP_001246184.1|DMEL
OG0002225	LOC119647812|XP_037904959.1|HILL	frac|NP_001137905.1|DMEL
OG0002226	LOC119646855|XP_037903406.1|HILL	CG17266|NP_610224.1|DMEL
OG0002227	LOC119654275|XP_037915480.1|HILL	SLO2|NP_001097259.2|DMEL
OG0002228	LOC119646814|XP_037903343.1|HILL	pnut|NP_477064.1|DMEL
OG0002229	LOC119647063|XP_037903749.1|HILL, LOC119647328|XP_037904194.1|HILL	CG42360|NP_611946.2|DMEL
OG0002230	LOC119651222|XP_037910610.1|HILL	Taz|NP_477432.3|DMEL
OG0002231	LOC119650627|XP_037909458.1|HILL	Br140|NP_610266.1|DMEL
OG0002232	LOC119647095|XP_037903793.1|HILL	grau|NP_788422.1|DMEL
OG0002233	LOC119649443|XP_037907522.1|HILL	CG10657|NP_648579.3|DMEL
OG0002234	LOC119659812|XP_037924026.1|HILL	Cpr47Ef|NP_610660.2|DMEL
OG0002235	LOC119656207|XP_037918530.1|HILL	Liprin-gamma|NP_001097414.1|DMEL
OG0002236	LOC119654446|XP_037915780.1|HILL	Phm|NP_477225.1|DMEL
OG0002237	LOC119648981|XP_037906834.1|HILL	MAN1|NP_611873.1|DMEL
OG0002238	LOC119646673|XP_037903131.1|HILL	koi|NP_001260738.1|DMEL
OG0002239	LOC119650661|XP_037909529.1|HILL, LOC119660823|XP_037925614.1|HILL	spt4|NP_610802.1|DMEL
OG0002240	LOC119653608|XP_037914303.1|HILL	Swim|NP_726176.1|DMEL
OG0002241	LOC119649540|XP_037907655.1|HILL	CG3437|NP_648318.2|DMEL
OG0002242	LOC119650457|XP_037909241.1|HILL	Cbl|NP_648224.1|DMEL
OG0002243	LOC119648974|XP_037906824.1|HILL	CG4335|NP_650886.1|DMEL
OG0002244	LOC119648399|XP_037906071.1|HILL	CG7839|NP_648431.3|DMEL
OG0002245	LOC119647821|XP_037904979.1|HILL	CG32369|NP_729296.1|DMEL
OG0002246	LOC119661166|XP_037926309.1|HILL	CG15236|NP_610241.1|DMEL
OG0002247	LOC119649772|XP_037908000.1|HILL	Pym|NP_726372.1|DMEL
OG0002248	LOC119650105|XP_037908553.1|HILL	Hexo1|NP_523924.1|DMEL
OG0002249	LOC119650067|XP_037908492.1|HILL	CG34461|NP_001097547.1|DMEL
OG0002251	LOC119646912|XP_037903511.1|HILL	otp|NP_001286654.1|DMEL
OG0002252	LOC119647096|XP_037903794.1|HILL, LOC119661252|XP_037926428.1|HILL, LOC119661187|XP_037926335.1|HILL	CG13442|NP_611511.3|DMEL
OG0002253	LOC119661309|XP_037926529.1|HILL	CG4622|NP_611929.1|DMEL
OG0002254	LOC119659864|XP_037924104.1|HILL	niki|NP_651293.1|DMEL
OG0002255	LOC119659877|XP_037924124.1|HILL	ND-18|NP_573385.1|DMEL
OG0002256	LOC119647267|XP_037904084.1|HILL	CG33144|NP_788324.1|DMEL
OG0002257	LOC119659138|XP_037923001.1|HILL	Fbl6|NP_610665.2|DMEL
OG0002258	LOC119649712|XP_037907914.1|HILL	CG9953|NP_648067.2|DMEL
OG0002259	LOC119660723|XP_037925304.1|HILL	Gbeta13F|NP_525090.1|DMEL
OG0002260	LOC119650103|XP_037908551.1|HILL	TORIP|NP_649149.1|DMEL
OG0002261	LOC119649098|XP_037907029.1|HILL	asf1|NP_524163.1|DMEL
OG0002262	LOC119655348|XP_037917128.1|HILL	sqa|NP_724821.2|DMEL
OG0002263	LOC119649924|XP_037908255.1|HILL	SsRbeta|NP_524103.2|DMEL
OG0002264	LOC119646417|XP_037902791.1|HILL	Fcp1|NP_611934.1|DMEL
OG0002265	LOC119649321|XP_037907351.1|HILL	Adi1|NP_001097577.1|DMEL
OG0002266	LOC119649683|XP_037907872.1|HILL	fln|NP_524174.1|DMEL
OG0002267	LOC119647746|XP_037904789.1|HILL	ValRS-m|NP_648268.1|DMEL
OG0002268	LOC119648816|XP_037906597.1|HILL	Pc|NP_524199.1|DMEL
OG0002269	LOC119661153|XP_037926293.1|HILL	CG30089|NP_611056.2|DMEL
OG0002270	LOC119646408|XP_037902781.1|HILL	SP2353|NP_611082.2|DMEL
OG0002271	LOC119647797|XP_037904933.1|HILL	CG5087|NP_648279.1|DMEL
OG0002272	LOC119647750|XP_037904797.1|HILL	CG7974|NP_647643.1|DMEL
OG0002273	LOC119649571|XP_037907701.1|HILL	pHCl-1|NP_001261898.1|DMEL
OG0002274	LOC119647790|XP_037904910.1|HILL	mub|NP_001246875.1|DMEL
OG0002275	LOC119647795|XP_037904925.1|HILL	CG6512|NP_730248.2|DMEL
OG0002277	LOC119649061|XP_037906973.1|HILL	stet|NP_788450.1|DMEL
OG0002278	LOC119650383|XP_037909050.1|HILL	Ir64a|NP_647962.1|DMEL
OG0002279	LOC119648852|XP_037906657.1|HILL, LOC119649155|XP_037907094.1|HILL	Pdxk|NP_996031.1|DMEL
OG0002280	LOC119648199|XP_037905723.1|HILL	Zcchc7|NP_648926.3|DMEL
OG0002281	LOC119648008|XP_037905336.1|HILL	CG13025|NP_648919.1|DMEL
OG0002282	LOC119649086|XP_037907016.1|HILL	CG12016|NP_647805.1|DMEL
OG0002283	LOC119657305|XP_037920132.1|HILL, LOC119657228|XP_037920008.1|HILL, LOC119657393|XP_037920249.1|HILL	ppk3|NP_726336.1|DMEL
OG0002284	LOC119646518|XP_037902906.1|HILL	Vps28|NP_652053.1|DMEL
OG0002285	LOC119650463|XP_037909255.1|HILL	CG4617|NP_572383.1|DMEL
OG0002286	LOC119649955|XP_037908319.1|HILL	Art7|NP_611753.4|DMEL
OG0002287	LOC119653021|XP_037913392.1|HILL	CG8405|NP_725521.1|DMEL
OG0002288	LOC119648663|XP_037906373.1|HILL	smg|NP_001137924.1|DMEL
OG0002289	LOC119649250|XP_037907246.1|HILL	CG6638|NP_648239.1|DMEL
OG0002290	LOC119651797|XP_037911508.1|HILL	CG9222|NP_608999.2|DMEL
OG0002291	LOC119647226|XP_037903991.1|HILL	wech|NP_524772.2|DMEL
OG0002292	LOC119653533|XP_037914141.1|HILL	coro|NP_001260743.1|DMEL
OG0002293	LOC119659415|XP_037923419.1|HILL	CG10395|NP_724408.4|DMEL
OG0002294	LOC119661107|XP_037926231.1|HILL	Sgt1|NP_649783.2|DMEL
OG0002295	LOC119653230|XP_037913745.1|HILL	uif|NP_001162899.1|DMEL
OG0002296	LOC119652982|XP_037913322.1|HILL	jp|NP_001369124.1|DMEL
OG0002297	LOC119659876|XP_037924122.1|HILL	Amt|NP_001097800.1|DMEL
OG0002298	LOC119656593|XP_037918937.1|HILL	RpL12|NP_524819.1|DMEL
OG0002299	LOC119657831|XP_037920880.1|HILL	Rpb5|NP_610630.1|DMEL
OG0002300	LOC119653080|XP_037913497.1|HILL	DIP-eta|NP_608946.3|DMEL
OG0002301	LOC119653049|XP_037913441.1|HILL	CG2201|NP_724349.1|DMEL
OG0002302	LOC119650848|XP_037909921.1|HILL	step|NP_001036375.2|DMEL
OG0002303	LOC119653669|XP_037914431.1|HILL	RpL36|NP_476629.1|DMEL
OG0002304	LOC119652508|XP_037912624.1|HILL	mol|NP_001036362.1|DMEL
OG0002305	LOC119651745|XP_037911403.1|HILL, LOC119651397|XP_037910906.1|HILL, LOC119652571|XP_037912713.1|HILL	trbl|NP_524672.1|DMEL
OG0002306	LOC119653029|XP_037913402.1|HILL	Aasdh|NP_609230.2|DMEL
OG0002308	LOC119650780|XP_037909817.1|HILL	Mtpalpha|NP_609299.1|DMEL
OG0002309	LOC119651381|XP_037910882.1|HILL	cype|NP_536787.1|DMEL
OG0002310	LOC119647257|XP_037904066.1|HILL	Ret|NP_477044.1|DMEL
OG0002311	LOC119652655|XP_037912835.1|HILL	Lar|NP_001260594.1|DMEL
OG0002312	LOC119652707|XP_037912916.1|HILL	CG9395|NP_609639.2|DMEL
OG0002313	LOC119655802|XP_037917826.1|HILL	tra2|NP_476764.1|DMEL
OG0002314	LOC119655834|XP_037917872.1|HILL, LOC119655507|XP_037917343.1|HILL	CG8736|NP_610394.2|DMEL
OG0002315	LOC119655367|XP_037917156.1|HILL	Mppe|NP_001286327.1|DMEL
OG0002316	LOC119651316|XP_037910774.1|HILL, LOC119646240|XP_037902563.1|HILL	dUTPase|NP_609479.1|DMEL
OG0002317	LOC119648385|XP_037906049.1|HILL	CTPsyn|NP_730023.1|DMEL
OG0002318	LOC119655108|XP_037916758.1|HILL	Grip71|NP_609902.3|DMEL
OG0002319	LOC119652959|XP_037913282.1|HILL	CG16812|NP_609619.1|DMEL
OG0002320	LOC119661768|XP_037927170.1|HILL	CG30291|NP_726016.1|DMEL
OG0002321	LOC119654879|XP_037916414.1|HILL	RpS11|NP_725114.1|DMEL
OG0002322	LOC119651720|XP_037911370.1|HILL	dtr|NP_724335.2|DMEL
OG0002323	LOC119655386|XP_037917185.1|HILL	CG9253|NP_610090.1|DMEL
OG0002324	LOC119649617|XP_037907765.1|HILL	Rnf146|NP_001137978.1|DMEL
OG0002325	LOC119649629|XP_037907792.1|HILL	CG43693|NP_001261694.1|DMEL
OG0002326	LOC119649630|XP_037907797.1|HILL	CG7888|NP_648425.1|DMEL
OG0002327	LOC119647579|XP_037904514.1|HILL	cu|NP_001097746.1|DMEL
OG0002328	LOC119651995|XP_037911843.1|HILL	COX4|NP_610013.1|DMEL
OG0002329	LOC119661282|XP_037926486.1|HILL	MFS3|NP_608572.1|DMEL
OG0002330	LOC119659245|XP_037923156.1|HILL	Tfb4|NP_608574.2|DMEL
OG0002331	LOC119646483|XP_037902866.1|HILL, LOC119646794|XP_037903311.1|HILL	CG7322|NP_573333.2|DMEL
OG0002332	LOC119659200|XP_037923095.1|HILL	CPT2|NP_647756.1|DMEL
OG0002333	LOC119657902|XP_037920990.1|HILL	CG30423|NP_726490.3|DMEL
OG0002334	LOC119652270|XP_037912182.1|HILL	CG11034|NP_608961.2|DMEL
OG0002335	LOC119656022|XP_037918209.1|HILL	FANCI|NP_610429.2|DMEL
OG0002336	LOC119648710|XP_037906447.1|HILL	nkd|NP_524788.2|DMEL
OG0002337	LOC119661456|XP_037926740.1|HILL	Not1|NP_001286252.1|DMEL
OG0002338	LOC119646257|XP_037902586.1|HILL	CG4502|NP_609103.1|DMEL
OG0002339	LOC119661238|XP_037926395.1|HILL, LOC119658619|XP_037922043.1|HILL	Mad|NP_001259992.1|DMEL
OG0002340	LOC119646924|XP_037903532.1|HILL	CG16965|NP_609528.3|DMEL
OG0002341	LOC119646973|XP_037903605.1|HILL	sel|NP_610547.1|DMEL
OG0002342	LOC119649030|XP_037906931.1|HILL	Pgant5|NP_001036338.1|DMEL
OG0002343	LOC119660713|XP_037925287.1|HILL	vkg|NP_477190.1|DMEL
OG0002344	LOC119651744|XP_037911406.1|HILL	rl|NP_001287635.1|DMEL
OG0002345	LOC119657767|XP_037920762.1|HILL	CG8728|NP_610333.1|DMEL
OG0002346	LOC119651353|XP_037910840.1|HILL, LOC119653163|XP_037913631.1|HILL	sip2|NP_723234.2|DMEL
OG0002347	LOC119646674|XP_037903132.1|HILL	EndoG|NP_610737.1|DMEL
OG0002348	LOC119647049|XP_037903733.1|HILL	mtsh|NP_609208.2|DMEL
OG0002349	LOC119658296|XP_037921522.1|HILL	rnh1|NP_477315.1|DMEL
OG0002350	LOC119657278|XP_037920050.1|HILL	drosha|NP_477436.1|DMEL
OG0002351	LOC119646879|XP_037903434.1|HILL	Cpr49Ae|NP_610774.3|DMEL
OG0002352	LOC119647139|XP_037903859.1|HILL	vg|NP_523723.1|DMEL
OG0002353	LOC119652308|XP_037912247.1|HILL	CG40191|NP_001015174.1|DMEL
OG0002354	LOC119652287|XP_037912211.1|HILL	CG9515|NP_001285769.1|DMEL
OG0002355	LOC119651278|XP_037910710.1|HILL	CG17528|NP_001036462.1|DMEL
OG0002356	LOC119660436|XP_037924918.1|HILL	Tpr2|NP_523584.1|DMEL
OG0002357	LOC119653801|XP_037914745.1|HILL	CG7987|NP_650375.1|DMEL
OG0002358	LOC119656951|XP_037919596.1|HILL	me31B|NP_523533.2|DMEL
OG0002359	LOC119657707|XP_037920678.1|HILL	HIP-R|NP_726885.1|DMEL, HIP|NP_570074.3|DMEL
OG0002360	LOC119652938|XP_037913255.1|HILL	Amacr|NP_610054.1|DMEL
OG0002361	LOC119650828|XP_037909898.1|HILL	CG8004|NP_649161.1|DMEL
OG0002362	LOC119647434|XP_037904283.1|HILL	Slob|NP_001260212.1|DMEL
OG0002363	LOC119652537|XP_037912672.1|HILL	mEFG1|NP_609105.1|DMEL
OG0002364	LOC119649693|XP_037907892.1|HILL	Ndae1|NP_723263.2|DMEL
OG0002365	LOC119661179|XP_037926325.1|HILL	Wnt4|NP_001260187.1|DMEL
OG0002366	LOC119661623|XP_037926971.1|HILL	snsl|NP_001097086.1|DMEL
OG0002367	LOC119661318|XP_037926538.1|HILL	AIF|NP_722765.2|DMEL
OG0002368	LOC119652467|XP_037912566.1|HILL	slmo|NP_001097094.1|DMEL
OG0002369	LOC119649382|XP_037907428.1|HILL, LOC119660565|XP_037925142.1|HILL	CG12702|NP_608355.1|DMEL
OG0002370	LOC119651809|XP_037911527.1|HILL	NimA|NP_609691.6|DMEL
OG0002371	LOC119656539|XP_037918816.1|HILL, LOC119651032|XP_037910274.1|HILL, LOC119650814|XP_037909880.1|HILL	Vajk3|NP_609690.1|DMEL
OG0002372	LOC119660545|XP_037925112.1|HILL, LOC119646395|XP_037902770.1|HILL	ft|NP_477497.1|DMEL
OG0002373	LOC119661102|XP_037926219.1|HILL	Cyt-c-p|NP_477176.1|DMEL
OG0002374	LOC119653043|XP_037913433.1|HILL	Nmnat|NP_651315.2|DMEL
OG0002375	LOC119660203|XP_037924565.1|HILL	lds|NP_524850.2|DMEL
OG0002376	LOC119651132|XP_037910455.1|HILL	Hrb27C|NP_476869.1|DMEL
OG0002377	LOC119659088|XP_037922929.1|HILL	mRpL44|NP_649541.1|DMEL
OG0002378	LOC119649998|XP_037908388.1|HILL	mRpL20|NP_524051.1|DMEL
OG0002379	LOC119660040|XP_037924350.1|HILL	CaBP1|NP_609792.1|DMEL
OG0002380	LOC119646172|XP_037902478.1|HILL	Spx|NP_511058.1|DMEL
OG0002381	LOC119653793|XP_037914727.1|HILL	RpS23|NP_610939.2|DMEL
OG0002382	LOC119654175|XP_037915288.1|HILL	Trf4-1|NP_996382.2|DMEL
OG0002383	LOC119655164|XP_037916840.1|HILL	Gk2|NP_647655.1|DMEL
OG0002384	LOC119655722|XP_037917683.1|HILL	csw|NP_477131.1|DMEL
OG0002386	LOC119660530|XP_037925082.1|HILL	CG4733|NP_650842.2|DMEL
OG0002387	LOC119658632|XP_037922074.1|HILL	Irk1|NP_001262861.1|DMEL
OG0002388	LOC119660597|XP_037925202.1|HILL	Su_var_3-9|NP_524357.2|DMEL
OG0002389	LOC119659861|XP_037924097.1|HILL	RpS3|NP_476632.1|DMEL
OG0002390	LOC119660777|XP_037925481.1|HILL	CG6415|NP_609441.1|DMEL
OG0002391	LOC119654799|XP_037916278.1|HILL	Camp|NP_611204.2|DMEL
OG0002392	LOC119648776|XP_037906538.1|HILL	Rh50|NP_001369039.1|DMEL
OG0002393	LOC119650098|XP_037908545.1|HILL	nxf2|NP_524111.3|DMEL
OG0002394	LOC119660569|XP_037925148.1|HILL	Npl4|NP_651407.3|DMEL
OG0002395	LOC119660359|XP_037924794.1|HILL	side-VI|NP_001036705.1|DMEL
OG0002396	LOC119646132|XP_037902409.1|HILL	Xpc|NP_725451.1|DMEL
OG0002397	LOC119660308|XP_037924711.1|HILL	kune|NP_610179.2|DMEL
OG0002398	LOC119655398|XP_037917203.1|HILL	CG7065|NP_572529.2|DMEL
OG0002399	LOC119654108|XP_037915199.1|HILL	CCHa2-R|NP_001356958.1|DMEL
OG0002400	LOC119655117|XP_037916767.1|HILL	nw|NP_001027435.2|DMEL
OG0002401	LOC119660972|XP_037925964.1|HILL	CG32006|NP_726538.1|DMEL
OG0002402	LOC119658794|XP_037922439.1|HILL	CG6006|NP_001097812.1|DMEL
OG0002403	LOC119658795|XP_037922441.1|HILL	CG8925|NP_650526.1|DMEL
OG0002404	LOC119658822|XP_037922481.1|HILL	CG12581|NP_649435.2|DMEL
OG0002405	LOC119658571|XP_037921946.1|HILL	Orco|NP_001097687.1|DMEL
OG0002406	LOC119648375|XP_037906032.1|HILL	GluRS-m|NP_648894.2|DMEL
OG0002407	LOC119658730|XP_037922320.1|HILL	CG1815|NP_651881.2|DMEL
OG0002408	LOC119660604|XP_037925218.1|HILL	NKCC|NP_730938.1|DMEL
OG0002410	LOC119660586|XP_037925170.1|HILL	bnl|NP_732452.1|DMEL
OG0002411	LOC119659118|XP_037922970.1|HILL	Prosbeta3|NP_649858.1|DMEL
OG0002412	LOC119658884|XP_037922597.1|HILL	l_3_80Fj|NP_001015316.1|DMEL
OG0002413	LOC119655404|XP_037917215.1|HILL	RpL17|NP_572346.1|DMEL
OG0002414	LOC119649954|XP_037908318.1|HILL	CG9149|NP_612094.2|DMEL
OG0002415	LOC119659203|XP_037923099.1|HILL	svp|NP_001369011.1|DMEL
OG0002416	LOC119660796|XP_037925541.1|HILL	CG32850|NP_726563.1|DMEL
OG0002417	LOC119660805|XP_037925571.1|HILL, LOC119646214|XP_037902524.1|HILL	CG11454|NP_608497.1|DMEL
OG0002418	LOC119658681|XP_037922173.1|HILL	Set1|NP_001104406.1|DMEL
OG0002419	LOC119653741|XP_037914593.1|HILL	CG3626|NP_572162.2|DMEL
OG0002420	LOC119647472|XP_037904337.1|HILL	PHGPx|NP_728869.1|DMEL
OG0002421	LOC119647190|XP_037903929.1|HILL	CG17782|NP_651257.1|DMEL
OG0002422	LOC119659721|XP_037923904.1|HILL	unc-45|NP_524796.1|DMEL
OG0002423	LOC119649055|XP_037906961.1|HILL, LOC119647733|XP_037904768.1|HILL	NaPi-III|NP_648441.1|DMEL
OG0002424	LOC119652081|XP_037911950.1|HILL	RpS3A|NP_524618.1|DMEL
OG0002425	LOC119657196|XP_037919928.1|HILL	CG8097|NP_573046.1|DMEL
OG0002426	LOC119653442|XP_037913957.1|HILL	CG13907|NP_612069.1|DMEL
OG0002427	LOC119660873|XP_037925712.1|HILL	CG31997|NP_726539.1|DMEL
OG0002428	LOC119654226|XP_037915372.1|HILL	Elys|NP_608340.2|DMEL
OG0002429	LOC119649762|XP_037907984.1|HILL	Fife|NP_001261340.1|DMEL
OG0002430	LOC119655477|XP_037917306.1|HILL	Dhx15|NP_610269.1|DMEL
OG0002431	LOC119654180|XP_037915295.1|HILL	RpL11|NP_477054.1|DMEL
OG0002432	LOC119655856|XP_037917903.1|HILL	Torsin|NP_572178.1|DMEL
OG0002433	LOC119660906|XP_037925781.1|HILL	ATPsynD|NP_524402.1|DMEL
OG0002434	LOC119660559|XP_037925127.1|HILL, LOC119660560|XP_037925128.1|HILL	SpdS|NP_731384.1|DMEL
OG0002436	LOC119654974|XP_037916562.1|HILL	CG8067|NP_610922.1|DMEL
OG0002437	LOC119656106|XP_037918349.1|HILL	CG17716|NP_523731.2|DMEL
OG0002438	LOC119654228|XP_037915376.1|HILL	trr|NP_726773.2|DMEL
OG0002439	LOC119652633|XP_037912809.1|HILL	Pfas|NP_477212.1|DMEL
OG0002440	LOC119650031|XP_037908440.1|HILL	TrpRS-m|NP_649018.2|DMEL
OG0002441	LOC119654363|XP_037915637.1|HILL	Mmp2|NP_995788.1|DMEL
OG0002442	LOC119654472|XP_037915818.1|HILL	POSH|NP_523776.1|DMEL
OG0002443	LOC119655257|XP_037916981.1|HILL	CG30015|NP_001097262.1|DMEL
OG0002444	LOC119655585|XP_037917455.1|HILL	a|NP_524641.1|DMEL
OG0002445	LOC119654997|XP_037916592.1|HILL	Echs1|NP_610910.1|DMEL
OG0002446	LOC119655351|XP_037917131.1|HILL	ave|NP_725413.1|DMEL
OG0002447	LOC119648048|XP_037905436.1|HILL	Wbp2|NP_648607.3|DMEL
OG0002448	LOC119655254|XP_037916980.1|HILL	eIF3k|NP_611604.1|DMEL
OG0002449	LOC119655516|XP_037917352.1|HILL	CG6426|NP_611163.2|DMEL
OG0002450	LOC119651379|XP_037910880.1|HILL	CG31278|NP_731494.1|DMEL
OG0002451	LOC119654699|XP_037916141.1|HILL	CG30349|NP_610421.1|DMEL
OG0002452	LOC119656072|XP_037918280.1|HILL	wrapper|NP_477404.1|DMEL
OG0002453	LOC119654909|XP_037916465.1|HILL	Rtf1|NP_611665.1|DMEL
OG0002454	LOC119648715|XP_037906451.1|HILL, LOC119646825|XP_037903372.1|HILL	CG13887|NP_612062.1|DMEL
OG0002455	LOC119648741|XP_037906486.1|HILL	JMJD5|NP_612063.2|DMEL
OG0002456	LOC119655658|XP_037917570.1|HILL	CG42741|NP_611747.2|DMEL
OG0002457	LOC119646410|XP_037902782.1|HILL	scra|NP_724582.1|DMEL
OG0002458	LOC119647523|XP_037904421.1|HILL	CG13991|NP_609000.2|DMEL
OG0002459	LOC119655273|XP_037917013.1|HILL	mip120|NP_001163143.1|DMEL
OG0002460	LOC119654957|XP_037916543.1|HILL	CG30419|NP_611899.1|DMEL
OG0002461	LOC119655739|XP_037917720.1|HILL	CG8950|NP_611184.1|DMEL
OG0002462	LOC119653574|XP_037914235.1|HILL	CG10737|NP_001137711.1|DMEL
OG0002463	LOC119653475|XP_037914021.1|HILL	Chi|NP_726403.2|DMEL
OG0002464	LOC119654425|XP_037915744.1|HILL	CG14480|NP_611231.1|DMEL
OG0002465	LOC119655627|XP_037917525.1|HILL	Tbce|NP_610197.2|DMEL
OG0002466	LOC119660981|XP_037925992.1|HILL	Pur-alpha|NP_524624.1|DMEL
OG0002467	LOC119649915|XP_037908245.1|HILL	Lkr|NP_647968.3|DMEL
OG0002468	LOC119647951|XP_037905266.1|HILL	trn|NP_001261796.1|DMEL
