Orthogroup	HILL.longest_only	DSIM.longest_only
OG0000540	LOC119655990|XP_037918159.1|HILL	LOC27206844|XP_016025692.1|DSIM, LOC6733012|XP_002080091.1|DSIM
OG0000542	LOC119658932|XP_037922694.1|HILL	LOC6729614|XP_016036256.1|DSIM
OG0000542	LOC119659583|XP_037923667.1|HILL	LOC27209038|XP_016037300.1|DSIM
OG0000543	LOC119650586|XP_037909350.1|HILL	LOC6729227|XP_016035879.1|DSIM, LOC6739313|XP_016026414.1|DSIM
OG0000544	LOC119656656|XP_037919055.1|HILL	LOC6737052|XP_002083899.1|DSIM, LOC6727141|XP_016033622.1|DSIM
OG0000545	LOC119651800|XP_037911512.1|HILL, LOC119658244|XP_037921449.1|HILL	LOC6727725|XP_016034301.1|DSIM, LOC6727721|XP_016034296.1|DSIM
OG0000546	LOC119657382|XP_037920195.1|HILL	LOC6728042|XP_002103394.1|DSIM, LOC27208712|XP_016022700.1|DSIM
OG0000547	LOC119647208|XP_037903959.1|HILL	LOC6740073|XP_016038882.1|DSIM, LOC6738141|XP_002084954.1|DSIM, LOC6730714|XP_002077884.2|DSIM
OG0000548	LOC119648167|XP_037905674.1|HILL	LOC6738972|XP_002085767.2|DSIM, LOC6738971|XP_016032799.2|DSIM
OG0000549	LOC119660128|XP_037924458.1|HILL	LOC6735914|XP_016029271.1|DSIM
OG0000550	LOC119650203|XP_037908697.1|HILL	LOC6736212|XP_016029656.1|DSIM, LOC27206957|XP_016029658.2|DSIM
OG0000551	LOC119661503|XP_037926798.1|HILL	LOC6734679|XP_039147993.1|DSIM
OG0000552	LOC119657020|XP_037919696.1|HILL, LOC119657023|XP_037919700.1|HILL, LOC119657073|XP_037919758.1|HILL, LOC119656915|XP_037919535.1|HILL	LOC6730180|XP_002105471.1|DSIM, LOC6730179|XP_002105470.1|DSIM
OG0000553	LOC119652353|XP_037912361.1|HILL, LOC119651107|XP_037910399.1|HILL, LOC119652197|XP_037912068.1|HILL, LOC119652782|XP_037913025.1|HILL, LOC119652904|XP_037913208.1|HILL, LOC119652988|XP_037913340.1|HILL, LOC119653119|XP_037913572.1|HILL, LOC119652708|XP_037912917.1|HILL, LOC119652693|XP_037912898.1|HILL, LOC119651106|XP_037910398.1|HILL	LOC6731672|XP_002078812.1|DSIM
OG0000554	LOC119651856|XP_037911586.1|HILL, LOC119652805|XP_037913057.1|HILL	LOC6729254|XP_002104574.2|DSIM, LOC6729255|XP_002104575.1|DSIM
OG0000555	LOC119648055|XP_037905444.1|HILL	LOC6739592|XP_002076488.1|DSIM, LOC6736611|XP_039149447.1|DSIM
OG0000556	LOC119659049|XP_037922885.1|HILL	LOC6726221|XP_002107196.1|DSIM, LOC6727909|XP_002103264.1|DSIM
OG0000557	LOC119659626|XP_037923754.1|HILL	LOC6728408|XP_002103755.1|DSIM, LOC6728409|XP_016035005.2|DSIM
OG0000558	LOC119659239|XP_037923147.1|HILL	LOC6727893|XP_016034500.1|DSIM, LOC6725385|XP_002106402.1|DSIM
OG0000559	LOC119647433|XP_037904272.1|HILL	LOC6728670|XP_016035331.1|DSIM
OG0000560	LOC119654637|XP_037916040.1|HILL	LOC6733368|XP_016026282.1|DSIM, LOC6733366|XP_002080423.1|DSIM
OG0000561	LOC119650153|XP_037908622.1|HILL	LOC6737822|XP_016031601.1|DSIM, LOC6737818|XP_002084646.1|DSIM
OG0000562	LOC119649585|XP_037907718.1|HILL	LOC6737667|XP_002084499.1|DSIM, LOC6737647|XP_002084479.2|DSIM
OG0000564	LOC119649867|XP_037908166.1|HILL, LOC119648690|XP_037906417.1|HILL, LOC119650426|XP_037909168.1|HILL, LOC119648337|XP_037905960.1|HILL, LOC119648889|XP_037906714.1|HILL, LOC119649866|XP_037908165.1|HILL	LOC6738979|XP_002085774.1|DSIM, LOC6738981|XP_002085776.1|DSIM
OG0000566	LOC119660791|XP_037925522.1|HILL	LOC6727770|XP_016034346.1|DSIM, LOC6736525|XP_016030112.1|DSIM
OG0000567	LOC119657916|XP_037921030.1|HILL	LOC6725239|XP_002106261.1|DSIM
OG0000567	LOC119658459|XP_037921792.1|HILL	LOC6725240|XP_039152456.1|DSIM
OG0000568	LOC119651423|XP_037910946.1|HILL	LOC6725021|XP_016037973.1|DSIM, LOC6726684|XP_016033176.1|DSIM
OG0000569	LOC119652715|XP_037912930.1|HILL	LOC27207615|XP_039150133.1|DSIM
OG0000570	LOC119651757|XP_037911423.1|HILL, LOC119651789|XP_037911477.1|HILL	LOC6729379|XP_002104694.2|DSIM, LOC27206481|XP_016036022.1|DSIM
OG0000571	LOC119650737|XP_037909726.1|HILL	LOC6729914|XP_016036675.2|DSIM, LOC6729912|XP_016036669.1|DSIM
OG0000572	LOC119656874|XP_037919466.1|HILL	LOC6728301|XP_002103650.1|DSIM, LOC6728303|XP_016034939.1|DSIM
OG0000573	LOC119647662|XP_037904661.1|HILL	LOC6736499|XP_002083369.1|DSIM, LOC6735923|XP_002082833.1|DSIM
OG0000574	LOC119648800|XP_037906577.1|HILL	LOC6738393|XP_002085202.1|DSIM, LOC6727371|XP_002102756.2|DSIM
OG0000575	LOC119649338|XP_037907372.1|HILL	LOC6737849|XP_002084677.1|DSIM, LOC6737848|XP_039149267.1|DSIM
OG0000576	LOC119654044|XP_037915135.1|HILL, LOC119656149|XP_037918413.1|HILL	LOC6727062|XP_002102459.1|DSIM, LOC6727061|XP_016033558.1|DSIM
OG0000577	LOC119647125|XP_037903840.1|HILL	LOC6732723|XP_039147004.1|DSIM
OG0000578	LOC119653922|XP_037915010.1|HILL	LOC6731846|XP_016024528.1|DSIM, LOC6735803|XP_016029187.1|DSIM
OG0000579	LOC119649997|XP_037908386.1|HILL	LOC27206467|XP_016034754.1|DSIM, LOC6737900|XP_002084728.1|DSIM
OG0000580	LOC119659551|XP_037923629.1|HILL	LOC6728593|XP_002103934.1|DSIM, LOC6728592|XP_039150433.1|DSIM
OG0000581	LOC119660219|XP_037924581.1|HILL	LOC6727246|XP_016033748.1|DSIM
OG0000581	LOC119656791|XP_037919319.1|HILL	LOC6726136|XP_016039660.1|DSIM
OG0000582	LOC119654484|XP_037915832.1|HILL	LOC6737738|XP_016031517.1|DSIM
OG0000582	LOC119655822|XP_037917856.1|HILL	LOC6735252|XP_016028577.1|DSIM
OG0000583	LOC119652023|XP_037911888.1|HILL	LOC6735858|XP_002082768.2|DSIM, LOC6735863|XP_016029228.1|DSIM
OG0000590	LOC119657678|XP_037920635.1|HILL	LOC6725047|XP_039152240.1|DSIM
OG0000592	LOC119659301|XP_037923242.1|HILL	LOC6733436|XP_002080493.2|DSIM, LOC6734479|XP_016027606.1|DSIM
OG0000593	LOC119657963|XP_037921095.1|HILL	LOC6730057|XP_002105350.1|DSIM, LOC6726097|XP_016039566.1|DSIM
OG0000594	LOC119650603|XP_037909390.1|HILL	LOC27209439|XP_016036787.1|DSIM, LOC6728405|XP_002103752.2|DSIM
OG0000595	LOC119656301|XP_037918671.1|HILL	LOC27208518|XP_039151611.1|DSIM
OG0000596	LOC119660452|XP_037924939.1|HILL	LOC6724830|XP_016037613.1|DSIM, LOC6728617|XP_016035255.1|DSIM
OG0000597	LOC119649414|XP_037907516.1|HILL	LOC6729484|XP_016036156.1|DSIM, LOC6730328|XP_039151359.1|DSIM
OG0000598	LOC119658412|XP_037921737.1|HILL, LOC119658411|XP_037921736.1|HILL	LOC6728292|XP_002103641.1|DSIM
OG0000599	LOC119649853|XP_037908137.1|HILL	LOC6736265|XP_016029754.1|DSIM
OG0000600	LOC119649439|XP_037907520.1|HILL	LOC6734249|XP_002081278.1|DSIM, LOC6734248|XP_016027299.1|DSIM
OG0000601	LOC119651174|XP_037910521.1|HILL	LOC6731309|XP_002078465.1|DSIM, LOC6730768|XP_002077936.2|DSIM
OG0000602	LOC119652820|XP_037913075.1|HILL	LOC6732174|XP_002079305.1|DSIM, LOC6732175|XP_002079306.1|DSIM
OG0000603	LOC119648835|XP_037906632.1|HILL	LOC6727726|XP_016034303.1|DSIM, LOC6730661|XP_039154427.1|DSIM, LOC6731453|XP_016024107.1|DSIM
OG0000604	LOC119646162|XP_037902463.1|HILL	LOC6730767|XP_002077935.1|DSIM, LOC6730766|XP_002077934.1|DSIM
OG0000605	LOC119648165|XP_037905672.1|HILL, LOC119648166|XP_037905673.1|HILL, LOC119646796|XP_037903313.1|HILL, LOC119646425|XP_037902800.1|HILL	LOC6733033|XP_002080112.1|DSIM
OG0000606	LOC119654719|XP_037916167.1|HILL	LOC6729172|XP_002104493.2|DSIM
OG0000607	LOC119658756|XP_037922377.1|HILL	LOC6727755|XP_002103117.1|DSIM, LOC27207966|XP_016033737.1|DSIM
OG0000608	LOC119660519|XP_037925068.1|HILL	LOC6729735|XP_016036395.1|DSIM
OG0000609	LOC119656119|XP_037918372.1|HILL	LOC27206538|XP_016023012.1|DSIM
OG0000610	LOC119649121|XP_037907051.1|HILL, LOC119649122|XP_037907055.1|HILL	LOC6738612|XP_016032454.1|DSIM, LOC6735620|XP_002082540.1|DSIM
OG0000611	LOC119653447|XP_037913970.1|HILL	LOC6735484|XP_016028822.1|DSIM, LOC6734765|XP_002081768.1|DSIM
OG0000614	LOC119656554|XP_037918852.1|HILL	LOC6730139|XP_002105430.1|DSIM, LOC6739882|XP_039153006.1|DSIM
OG0000615	LOC119660425|XP_037924901.1|HILL	LOC6726360|XP_039152975.1|DSIM, LOC27209315|XP_039150606.1|DSIM
OG0000616	LOC119658084|XP_037921275.1|HILL	LOC6726352|XP_016039930.1|DSIM, LOC6740199|XP_016039931.1|DSIM
OG0000617	LOC119657838|XP_037920889.1|HILL	LOC6729864|XP_039151242.1|DSIM, LOC6728352|XP_016034977.1|DSIM
OG0000618	LOC119661044|XP_037926164.1|HILL	LOC6739669|XP_016032904.1|DSIM
OG0000619	LOC119651694|XP_037911332.1|HILL, LOC119651645|XP_037911248.1|HILL, LOC119651681|XP_037911308.1|HILL, LOC119661509|XP_037926807.1|HILL, LOC119660050|XP_037924358.1|HILL, LOC119651560|XP_037911121.1|HILL, LOC119652374|XP_037912399.1|HILL, LOC119651320|XP_037910781.1|HILL, LOC119652003|XP_037911861.1|HILL	LOC6735167|XP_002082142.1|DSIM
OG0000620	LOC119648679|XP_037906400.1|HILL	LOC6726489|XP_002107446.1|DSIM, LOC6737420|XP_016031189.1|DSIM
OG0000621	LOC119657646|XP_037920585.1|HILL	LOC6727345|XP_002102730.1|DSIM, LOC6739959|XP_016037887.1|DSIM
OG0000622	LOC119648724|XP_037906463.1|HILL	LOC6737034|XP_002083881.1|DSIM, LOC6737393|XP_016031141.1|DSIM
OG0000623	LOC119660837|XP_037925637.1|HILL	LOC27206265|XP_016029788.1|DSIM
OG0000624	LOC119661506|XP_037926802.1|HILL	LOC6735140|XP_002082117.1|DSIM, LOC6735141|XP_016028423.1|DSIM
OG0000625	LOC119647703|XP_037904716.1|HILL	LOC6736941|XP_016030587.1|DSIM, LOC6736939|XP_002083786.1|DSIM
OG0000626	LOC119659286|XP_037923227.1|HILL	LOC6733753|XP_002080797.1|DSIM, LOC6735896|XP_016029250.1|DSIM
OG0000627	LOC119659638|XP_037923770.1|HILL	LOC6738464|XP_002085271.1|DSIM, LOC6725135|XP_002106161.1|DSIM
OG0000628	LOC119651049|XP_037910302.1|HILL	LOC6732172|XP_002079303.2|DSIM, LOC6731753|XP_002078888.1|DSIM
OG0000629	LOC119648529|XP_037906227.1|HILL	LOC6728572|XP_002103913.2|DSIM, LOC6733053|XP_002080131.2|DSIM
OG0000630	LOC119651180|XP_037910537.1|HILL	LOC6732796|XP_016025504.1|DSIM, LOC6732789|XP_002079902.3|DSIM
OG0000631	LOC119652812|XP_037913063.1|HILL	LOC27208670|XP_016024744.1|DSIM, LOC6732402|XP_016025062.1|DSIM
OG0000632	LOC119646777|XP_037903288.1|HILL	LOC6730992|XP_016023455.1|DSIM, LOC6730529|XP_016022984.1|DSIM
OG0000635	LOC119654737|XP_037916196.1|HILL	LOC6735347|XP_002082294.1|DSIM, LOC6726071|XP_002107053.2|DSIM
OG0000636	LOC119655022|XP_037916625.1|HILL	LOC6732793|XP_002079906.1|DSIM, LOC6732794|XP_016025503.1|DSIM
OG0000637	LOC119654896|XP_037916444.1|HILL	LOC6725170|XP_016038187.1|DSIM, LOC6725171|XP_039152707.1|DSIM
OG0000638	LOC119655413|XP_037917226.1|HILL	LOC6729311|XP_016035943.1|DSIM, LOC6726151|XP_016039682.1|DSIM
OG0000639	LOC119650418|XP_037909141.1|HILL	LOC6738948|XP_016032771.1|DSIM
OG0000642	LOC119660062|XP_037924369.1|HILL	LOC6734145|XP_016027156.1|DSIM, LOC6732352|XP_016025004.1|DSIM
OG0000644	LOC119661516|XP_037926820.1|HILL	LOC6737677|XP_002084509.1|DSIM, LOC6737674|XP_002084506.1|DSIM, LOC6737673|XP_002084505.2|DSIM
OG0000645	LOC119655188|XP_037916881.1|HILL, LOC119654809|XP_037916292.1|HILL, LOC119653941|XP_037915029.1|HILL, LOC119656165|XP_037918438.1|HILL, LOC119656265|XP_037918614.1|HILL	LOC27207888|XP_016023424.1|DSIM, LOC27207511|XP_016026170.1|DSIM
OG0000646	LOC119652293|XP_037912218.1|HILL	LOC6729358|XP_002104674.1|DSIM, LOC6729963|XP_039150494.1|DSIM
OG0000647	LOC119657425|XP_037920255.1|HILL	LOC6726923|XP_016033422.1|DSIM, LOC6725022|XP_016037974.1|DSIM
OG0000648	LOC119657729|XP_037920700.1|HILL	LOC6726293|XP_002107254.1|DSIM
OG0000649	LOC119656729|XP_037919190.1|HILL	LOC6740189|XP_002077070.2|DSIM, LOC6739849|XP_016039898.1|DSIM
OG0000650	LOC119656608|XP_037918973.1|HILL	LOC6729339|XP_002104656.2|DSIM
OG0000650	LOC119660809|XP_037925577.1|HILL	LOC6724700|XP_016037268.1|DSIM
OG0000651	LOC119651087|XP_037910365.1|HILL	LOC6738417|XP_002085226.2|DSIM, LOC6736720|XP_016030335.1|DSIM
OG0000652	LOC119647563|XP_037904526.1|HILL	LOC6739305|XP_002076214.1|DSIM, LOC27209005|XP_016038153.1|DSIM
OG0000653	LOC119652971|XP_037913303.1|HILL	LOC6728366|XP_002103714.1|DSIM, LOC6726771|XP_016033255.1|DSIM
OG0000654	LOC119648654|XP_037906354.1|HILL	LOC6738408|XP_016032244.1|DSIM
OG0000655	LOC119661453|XP_037926732.1|HILL	LOC6734221|XP_016027265.1|DSIM, LOC6730521|XP_016022976.1|DSIM
OG0000656	LOC119659574|XP_037923659.1|HILL	LOC6728447|XP_016035061.1|DSIM, LOC27208714|XP_016035060.1|DSIM
OG0000657	LOC119647275|XP_037904095.1|HILL	LOC6736191|XP_016029616.1|DSIM
OG0000657	LOC119661159|XP_037926303.1|HILL, LOC119651892|XP_037911641.1|HILL	LOC6730879|XP_002078043.1|DSIM
OG0000658	LOC119653510|XP_037914098.1|HILL	LOC6726228|XP_016039756.1|DSIM, LOC6728039|XP_002103391.1|DSIM
OG0000660	LOC119646862|XP_037903412.1|HILL	LOC6739184|XP_016023229.1|DSIM
OG0000661	LOC119658210|XP_037921405.1|HILL	LOC27206244|XP_016030737.1|DSIM, LOC6731004|XP_016023467.1|DSIM
OG0000662	LOC119649469|XP_037907554.1|HILL	LOC6736668|XP_002083524.1|DSIM, LOC27208006|XP_016034047.1|DSIM
OG0000664	LOC119653762|XP_037914671.1|HILL	LOC6739975|XP_016038087.1|DSIM
OG0000665	LOC119660145|XP_037924473.1|HILL	LOC6729566|XP_016036230.1|DSIM, LOC6729567|XP_002104875.1|DSIM
OG0000666	LOC119659675|XP_037923827.1|HILL	LOC6735358|XP_002082305.1|DSIM, LOC27208266|XP_016038838.1|DSIM
OG0000667	LOC119659459|XP_037923471.1|HILL	LOC6739958|XP_002076843.1|DSIM, LOC6728590|XP_002103931.1|DSIM
OG0000668	LOC119658829|XP_037922491.1|HILL	LOC6739822|XP_002076714.1|DSIM, LOC6728180|XP_016034812.1|DSIM
OG0000670	LOC119654928|XP_037916507.1|HILL	LOC6731625|XP_016024307.1|DSIM, LOC6725106|XP_002106132.1|DSIM
OG0000671	LOC119660816|XP_037925587.1|HILL	LOC27208816|XP_016025871.1|DSIM, LOC6729923|XP_016036681.1|DSIM
OG0000672	LOC119650087|XP_037908523.1|HILL	LOC6725743|XP_039152633.1|DSIM, LOC6740238|XP_002077119.2|DSIM
OG0000673	LOC119660964|XP_037925936.1|HILL	LOC6725851|XP_039154027.1|DSIM, LOC6738127|XP_002084940.1|DSIM
OG0000677	LOC119656746|XP_037919233.1|HILL	LOC27206657|XP_039152419.1|DSIM
OG0000678	LOC119659257|XP_037923177.1|HILL	LOC6727764|XP_016034341.1|DSIM, LOC6730493|XP_002077674.1|DSIM
OG0000679	LOC119656788|XP_037919316.1|HILL	LOC6725730|XP_016039005.1|DSIM
OG0000680	LOC119657277|XP_037920044.1|HILL	LOC6726431|XP_016039991.1|DSIM, LOC6726443|XP_016040004.1|DSIM
OG0000681	LOC119656887|XP_037919485.1|HILL	LOC6728168|XP_016034776.1|DSIM, LOC6725845|XP_016039168.1|DSIM
OG0000683	LOC119650893|XP_037910000.1|HILL	LOC6729354|XP_016035990.1|DSIM
OG0000684	LOC119651814|XP_037911533.1|HILL	LOC6728418|XP_002103764.1|DSIM, LOC6729256|XP_002104576.1|DSIM
OG0000685	LOC119650879|XP_037909972.1|HILL	LOC6740451|XP_002077302.1|DSIM, LOC6727215|XP_002102607.1|DSIM
OG0000686	LOC119661265|XP_037926448.1|HILL	LOC6733272|XP_002080335.1|DSIM, LOC6726395|XP_039152885.1|DSIM
OG0000687	LOC119648898|XP_037906728.1|HILL	LOC6735306|XP_002082266.1|DSIM, LOC6736483|XP_002083353.1|DSIM
OG0000688	LOC119655131|XP_037916797.1|HILL	LOC6735017|XP_002081998.1|DSIM
OG0000689	LOC119657177|XP_037919895.1|HILL	LOC6733810|XP_016026779.1|DSIM, LOC27209189|XP_016026781.1|DSIM
OG0000690	LOC119653596|XP_037914274.1|HILL	LOC6740257|XP_016040162.1|DSIM
OG0000691	LOC119649978|XP_037908346.1|HILL	LOC6731556|XP_002078697.1|DSIM, LOC6738604|XP_002085408.1|DSIM
OG0000692	LOC119648625|XP_037906323.1|HILL, LOC119647809|XP_037904952.1|HILL, LOC119652487|XP_037912595.1|HILL	LOC6738316|XP_016032164.1|DSIM, LOC6738317|XP_002085127.1|DSIM
OG0000693	LOC119657578|XP_037920474.1|HILL	LOC6726290|XP_016039783.1|DSIM
OG0000693	LOC119657891|XP_037920962.1|HILL	LOC6727375|XP_016033914.1|DSIM
OG0000694	LOC119653610|XP_037914300.1|HILL	LOC6740066|XP_016038815.1|DSIM, LOC6737707|XP_002084539.1|DSIM
OG0000695	LOC119652336|XP_037912278.1|HILL	LOC6731185|XP_039148020.1|DSIM, LOC6731190|XP_016023734.1|DSIM
OG0000696	LOC119661444|XP_037926717.1|HILL	LOC6731427|XP_002078579.1|DSIM
OG0000697	LOC119650562|XP_037909296.1|HILL	LOC6740261|XP_002077141.3|DSIM, LOC6731164|XP_002078322.1|DSIM
OG0000698	LOC119658246|XP_037921452.1|HILL	LOC6730923|XP_016023369.1|DSIM
OG0000698	LOC119647067|XP_037903752.1|HILL	LOC27208493|XP_039152058.1|DSIM
OG0000699	LOC119651230|XP_037910634.1|HILL	LOC6731322|XP_016023898.1|DSIM, LOC27208327|XP_016035823.1|DSIM
OG0000700	LOC119646407|XP_037902779.1|HILL	LOC6730516|XP_039148418.1|DSIM, LOC6730750|XP_016023167.1|DSIM
OG0000701	LOC119646960|XP_037903587.1|HILL	LOC6734308|XP_002081336.1|DSIM, LOC6725953|XP_002106936.2|DSIM
OG0000702	LOC119660330|XP_037924740.1|HILL	LOC6729656|XP_039151625.1|DSIM, LOC6729655|XP_016036306.1|DSIM
OG0000703	LOC119654345|XP_037915612.1|HILL	LOC6732238|XP_002079367.1|DSIM, LOC6734665|XP_016027854.1|DSIM
OG0000704	LOC119656221|XP_037918548.1|HILL	LOC6739955|XP_039153241.1|DSIM, LOC6730332|XP_002105614.1|DSIM
OG0000705	LOC119647711|XP_037904729.1|HILL	LOC6736357|XP_002083233.1|DSIM, LOC6736356|XP_016029846.1|DSIM
OG0000707	LOC119653490|XP_037914046.1|HILL	LOC6735833|XP_002082743.1|DSIM, LOC6740162|XP_002077042.1|DSIM
OG0000708	LOC119656653|XP_037919046.1|HILL	LOC6725140|XP_016038111.1|DSIM, LOC6725695|XP_039153353.1|DSIM
OG0000709	LOC119653532|XP_037914134.1|HILL	LOC6730263|XP_016037035.1|DSIM, LOC6726140|XP_016039666.1|DSIM
OG0000710	LOC119654565|XP_037915943.1|HILL	LOC6727098|XP_002102491.1|DSIM, LOC6726569|XP_016040235.1|DSIM, LOC27206610|XP_016028282.1|DSIM
OG0000711	LOC119656215|XP_037918541.1|HILL	LOC27206289|XP_016031333.1|DSIM, LOC27207522|XP_016039895.1|DSIM
OG0000713	LOC119655497|XP_037917327.1|HILL	LOC6726921|XP_002102323.1|DSIM, LOC6734643|XP_002081650.1|DSIM
OG0000714	LOC119648844|XP_037906647.1|HILL	LOC6726246|XP_002107209.1|DSIM, LOC6736809|XP_002083665.1|DSIM
OG0000716	LOC119649173|XP_037907129.1|HILL	LOC6725213|XP_002106236.2|DSIM, LOC6738094|XP_002084908.1|DSIM
OG0000717	LOC119646150|XP_037902445.1|HILL, LOC119648535|XP_037906231.1|HILL, LOC119650388|XP_037909075.1|HILL, LOC119648930|XP_037906771.1|HILL	LOC6739130|XP_002085923.2|DSIM
OG0000718	LOC119660961|XP_037925932.1|HILL	LOC6724717|XP_039152035.1|DSIM
OG0000719	LOC119649989|XP_037908372.1|HILL, LOC119649354|XP_037907390.1|HILL	LOC6737483|XP_002084319.2|DSIM, LOC6737533|XP_002084368.1|DSIM
OG0000724	LOC119657926|XP_037921041.1|HILL	LOC6726590|XP_002107540.1|DSIM, LOC6730249|XP_002105532.1|DSIM
OG0000726	LOC119653055|XP_037913462.1|HILL	LOC6727812|XP_016034399.1|DSIM, LOC6727813|XP_016034400.1|DSIM
OG0000727	LOC119658886|XP_037922601.1|HILL	LOC6727453|XP_016034052.1|DSIM, LOC120285052|XP_039151567.1|DSIM
OG0000728	LOC119650595|XP_037909372.1|HILL	LOC6725519|XP_002106532.1|DSIM
OG0000729	LOC119652827|XP_037913083.1|HILL	LOC27208835|XP_016036538.1|DSIM, LOC6729836|XP_002105139.2|DSIM
OG0000730	LOC119647745|XP_037904788.1|HILL	LOC6726139|XP_002107115.1|DSIM, LOC6730625|XP_002077802.2|DSIM
OG0000731	LOC119646681|XP_037903161.1|HILL	LOC6736796|XP_016030440.1|DSIM, LOC6734627|XP_016027788.1|DSIM
OG0000732	LOC119648801|XP_037906578.1|HILL	LOC27206300|XP_016032224.1|DSIM, LOC6738395|XP_002085204.2|DSIM
OG0000733	LOC119648378|XP_037906038.1|HILL	LOC6730026|XP_016036795.1|DSIM, LOC6736870|XP_002083723.1|DSIM
OG0000734	LOC119650154|XP_037908624.1|HILL	LOC6740069|XP_016038851.2|DSIM, LOC6736719|XP_016030333.1|DSIM
OG0000735	LOC119651169|XP_037910516.1|HILL	LOC27206575|XP_016038141.1|DSIM
OG0000736	LOC119651873|XP_037911608.1|HILL	LOC6730816|XP_016023240.1|DSIM, LOC6730817|XP_016023242.1|DSIM
OG0000738	LOC119651288|XP_037910731.1|HILL	LOC6731419|XP_002078571.1|DSIM, LOC27206503|XP_016024990.1|DSIM
OG0000739	LOC119659661|XP_037923798.1|HILL	LOC6728040|XP_002103392.2|DSIM, LOC6728038|XP_016034655.1|DSIM
OG0000740	LOC119660242|XP_037924623.1|HILL	LOC6728751|XP_016035423.1|DSIM
OG0000741	LOC119660617|XP_037925245.1|HILL	LOC6740167|XP_016039635.1|DSIM, LOC27208394|XP_016034362.1|DSIM
OG0000742	LOC119655245|XP_037916962.1|HILL	LOC27209423|XP_039152588.1|DSIM, LOC27209474|XP_039152589.1|DSIM
OG0000743	LOC119647882|XP_037905097.1|HILL	LOC6736315|XP_016029790.1|DSIM, LOC6735829|XP_016029204.1|DSIM
OG0000744	LOC119654872|XP_037916395.1|HILL, LOC119655078|XP_037916705.1|HILL, LOC119655079|XP_037916706.1|HILL, LOC119653866|XP_037914852.1|HILL	LOC6733923|XP_016026971.1|DSIM
OG0000745	LOC119659729|XP_037923913.1|HILL, LOC119657154|XP_037919858.1|HILL	LOC6735453|XP_002082393.1|DSIM, LOC6733898|XP_002080942.1|DSIM
OG0000746	LOC119654765|XP_037916233.1|HILL	LOC27207080|XP_016026429.1|DSIM, LOC6739315|XP_002076223.1|DSIM
OG0000747	LOC119653703|XP_037914507.1|HILL	LOC6739166|XP_016033023.1|DSIM, LOC6739165|XP_016033017.1|DSIM
OG0000748	LOC119657475|XP_037920323.1|HILL	LOC6730739|XP_002077907.2|DSIM, LOC27208188|XP_016037673.1|DSIM
OG0000750	LOC119649340|XP_037907375.1|HILL, LOC119649569|XP_037907732.1|HILL, LOC119651028|XP_037910304.1|HILL, LOC119651099|XP_037910421.1|HILL	LOC6734144|XP_002081173.1|DSIM, LOC6728801|XP_016035487.1|DSIM
OG0000753	LOC119651896|XP_037911650.1|HILL	LOC6728365|XP_002103713.1|DSIM, LOC6737391|XP_002084229.2|DSIM
OG0000754	LOC119657544|XP_037920415.1|HILL	LOC6726191|XP_016039717.1|DSIM, LOC6725745|XP_002106745.1|DSIM
OG0000755	LOC119652498|XP_037912609.1|HILL	LOC6728236|XP_039150937.1|DSIM, LOC6728235|XP_016034877.1|DSIM
OG0000756	LOC119651830|XP_037911552.1|HILL	LOC6740495|XP_002077330.2|DSIM
OG0000756	LOC119652905|XP_037913209.1|HILL	LOC6729539|XP_002104847.2|DSIM
OG0000757	LOC119647880|XP_037905096.1|HILL	LOC6736609|XP_016030198.1|DSIM
OG0000758	LOC119648790|XP_037906564.1|HILL	LOC6738324|XP_016032168.1|DSIM, LOC6738325|XP_016032170.1|DSIM
OG0000759	LOC119648906|XP_037906739.1|HILL	LOC6736481|XP_016030016.2|DSIM, LOC6736479|XP_039149263.1|DSIM
OG0000760	LOC119661608|XP_037926952.1|HILL	LOC6735763|XP_016029140.1|DSIM
OG0000761	LOC119650713|XP_037909650.1|HILL	LOC6731835|XP_016024517.1|DSIM, LOC6731838|XP_039148571.1|DSIM
OG0000762	LOC119661373|XP_037926619.1|HILL	LOC6731494|XP_002078643.1|DSIM
OG0000763	LOC119646339|XP_037902693.1|HILL, LOC119647079|XP_037903764.1|HILL	LOC6733030|XP_002080109.2|DSIM, LOC6733031|XP_016025720.2|DSIM
OG0000764	LOC119654962|XP_037916548.1|HILL	LOC6729060|XP_016035713.1|DSIM
OG0000765	LOC119654298|XP_037915532.1|HILL	LOC6736344|XP_002083221.1|DSIM, LOC6739906|XP_016037644.1|DSIM
OG0000766	LOC119654919|XP_037916494.1|HILL	LOC6731598|XP_002078739.1|DSIM, LOC6724806|XP_039153057.1|DSIM
OG0000767	LOC119649895|XP_037908215.1|HILL	LOC6726823|XP_002102230.2|DSIM, LOC6738708|XP_002085509.1|DSIM, LOC120284814|XP_039150081.1|DSIM
OG0000768	LOC119650429|XP_037909174.1|HILL	LOC6738827|XP_039149768.1|DSIM
OG0000769	LOC119657753|XP_037920735.1|HILL	LOC6729630|XP_002104938.1|DSIM, LOC6726572|XP_016040241.1|DSIM
OG0000770	LOC119661185|XP_037926332.1|HILL, LOC119653991|XP_037915091.1|HILL, LOC119661671|XP_037927036.1|HILL, LOC119653978|XP_037915071.1|HILL, LOC119654016|XP_037915109.1|HILL, LOC119653984|XP_037915075.1|HILL, LOC119658450|XP_037921786.1|HILL	LOC6733812|XP_002080856.1|DSIM
