Orthogroup	HILL.longest_only	DSAN.longest_only
OG0001639	LOC119656255|XP_037918601.1|HILL, LOC119656164|XP_037918435.1|HILL	LOC120452080|XP_039492081.1|DSAN
OG0001640	LOC119659939|XP_037924206.1|HILL	LOC120451770|XP_039491633.1|DSAN
OG0001641	LOC119659197|XP_037923087.1|HILL	LOC120451649|XP_039491449.1|DSAN
OG0001642	LOC119654177|XP_037915290.1|HILL	LOC120456181|XP_039498786.1|DSAN
OG0001643	LOC119649971|XP_037908335.1|HILL	LOC120449496|XP_039487926.1|DSAN, LOC120449403|XP_039487788.1|DSAN
OG0001644	LOC119650290|XP_037908848.1|HILL	LOC120449669|XP_039488203.1|DSAN
OG0001645	LOC119655084|XP_037916711.1|HILL	LOC120446902|XP_039484057.1|DSAN
OG0001646	LOC119656068|XP_037918274.1|HILL	LOC120446917|XP_039484091.1|DSAN
OG0001647	LOC119655711|XP_037917661.1|HILL	LOC120457109|XP_039500272.1|DSAN
OG0001648	LOC119649751|XP_037907972.1|HILL	LOC120447468|XP_039484789.1|DSAN
OG0001649	LOC119654460|XP_037915801.1|HILL	LOC120446721|XP_039483767.1|DSAN
OG0001650	LOC119656320|XP_037918700.1|HILL	LOC120444607|XP_039480315.1|DSAN
OG0001651	LOC119658370|XP_037921662.1|HILL	LOC120445191|XP_039481345.1|DSAN
OG0001652	LOC119649034|XP_037906920.1|HILL	LOC120450600|XP_039489656.1|DSAN
OG0001653	LOC119648676|XP_037906396.1|HILL	LOC120447441|XP_039484732.1|DSAN
OG0001654	LOC119653883|XP_037914928.1|HILL	LOC120446480|XP_039483417.1|DSAN
OG0001655	LOC119655938|XP_037918053.1|HILL	LOC120448253|XP_039486104.1|DSAN
OG0001656	LOC119651883|XP_037911629.1|HILL	LOC120458820|XP_039502562.1|DSAN
OG0001657	LOC119647486|XP_037904372.1|HILL	LOC120448203|XP_039486004.1|DSAN
OG0001658	LOC119649775|XP_037908004.1|HILL	LOC120450473|XP_039489449.1|DSAN
OG0001659	LOC119648041|XP_037905398.1|HILL	LOC120448119|XP_039485860.1|DSAN
OG0001660	LOC119649885|XP_037908191.1|HILL	LOC120450427|XP_039489369.1|DSAN
OG0001661	LOC119654424|XP_037915743.1|HILL	LOC120451452|XP_039491065.1|DSAN
OG0001662	LOC119655308|XP_037917064.1|HILL, LOC119648390|XP_037906056.1|HILL	LOC120448198|XP_039485998.1|DSAN
OG0001664	LOC119659739|XP_037923928.1|HILL, LOC119659643|XP_037923773.1|HILL	LOC120445378|XP_039481694.1|DSAN
OG0001666	LOC119655541|XP_037917385.1|HILL, LOC119654517|XP_037915884.1|HILL, LOC119654717|XP_037916166.1|HILL, LOC119654455|XP_037915794.1|HILL	LOC120443799|XP_039479065.1|DSAN
OG0001667	LOC119647002|XP_037903655.1|HILL	LOC120445252|XP_039481460.1|DSAN
OG0001669	LOC119648541|XP_037906237.1|HILL	LOC120447633|XP_039485070.1|DSAN, LOC120447774|XP_039485261.1|DSAN
OG0001678	LOC119656538|XP_037918812.1|HILL	LOC120455176|XP_039497041.1|DSAN
OG0001679	LOC119657988|XP_037921133.1|HILL	LOC120455440|XP_039497571.1|DSAN
OG0001680	LOC119657819|XP_037920861.1|HILL	LOC120455680|XP_039498024.1|DSAN
OG0001681	LOC119657551|XP_037920432.1|HILL, LOC119656765|XP_037919272.1|HILL	LOC120455220|XP_039497124.1|DSAN
OG0001682	LOC119652960|XP_037913284.1|HILL	LOC120456730|XP_039499650.1|DSAN
OG0001683	LOC119647325|XP_037904184.1|HILL	LOC120452665|XP_039492939.1|DSAN
OG0001684	LOC119660953|XP_037925916.1|HILL	LOC120454923|XP_039496605.1|DSAN
OG0001685	LOC119647007|XP_037903673.1|HILL	LOC120445469|XP_039481850.1|DSAN
OG0001686	LOC119657886|XP_037920953.1|HILL	LOC120457013|XP_039500104.1|DSAN
OG0001687	LOC119658373|XP_037921663.1|HILL	LOC120456279|XP_039498953.1|DSAN
OG0001688	LOC119656875|XP_037919467.1|HILL	LOC120456080|XP_039498605.1|DSAN
OG0001689	LOC119656983|XP_037919646.1|HILL, LOC119658473|XP_037921832.1|HILL, LOC119658329|XP_037921595.1|HILL, LOC119656968|XP_037919621.1|HILL	LOC120455799|XP_039498194.1|DSAN
OG0001690	LOC119648964|XP_037906811.1|HILL	LOC120447927|XP_039485520.1|DSAN
OG0001691	LOC119658271|XP_037921489.1|HILL, LOC119660760|XP_037925454.1|HILL	LOC120443994|XP_039479406.1|DSAN, LOC120458609|XP_039502249.1|DSAN
OG0001692	LOC119652052|XP_037911916.1|HILL	LOC120453496|XP_039494167.1|DSAN
OG0001693	LOC119658052|XP_037921225.1|HILL	LOC120456554|XP_039499367.1|DSAN
OG0001694	LOC119650616|XP_037909427.1|HILL	LOC120453089|XP_039493550.1|DSAN
OG0001695	LOC119657243|XP_037919985.1|HILL	LOC120444480|XP_039480093.1|DSAN
OG0001696	LOC119660622|XP_037925253.1|HILL	LOC120451220|XP_039490634.1|DSAN
OG0001697	LOC119652005|XP_037911863.1|HILL	LOC120451215|XP_039490626.1|DSAN
OG0001698	LOC119658486|XP_037921860.1|HILL	LOC120455315|XP_039497299.1|DSAN
OG0001699	LOC119651502|XP_037911048.1|HILL	LOC120454510|XP_039495799.1|DSAN
OG0001700	LOC119659448|XP_037923460.1|HILL	LOC120451382|XP_039490973.1|DSAN
OG0001701	LOC119656877|XP_037919470.1|HILL	LOC120450960|XP_039490181.1|DSAN
OG0001702	LOC119652737|XP_037912963.1|HILL	LOC120445101|XP_039481181.1|DSAN
OG0001703	LOC119651551|XP_037911111.1|HILL	LOC120453795|XP_039494600.1|DSAN
OG0001704	LOC119651685|XP_037911314.1|HILL	LOC120453939|XP_039494818.1|DSAN
OG0001705	LOC119650660|XP_037909524.1|HILL	LOC120453121|XP_039493598.1|DSAN
OG0001706	LOC119650414|XP_037909135.1|HILL	LOC120451974|XP_039491938.1|DSAN
OG0001707	LOC119655036|XP_037916644.1|HILL	LOC120454231|XP_039495266.1|DSAN
OG0001708	LOC119654721|XP_037916171.1|HILL, LOC119654653|XP_037916069.1|HILL, LOC119654493|XP_037915844.1|HILL	LOC120453909|XP_039494775.1|DSAN
OG0001709	LOC119658818|XP_037922470.1|HILL	LOC120448996|XP_039487198.1|DSAN
OG0001710	LOC119650640|XP_037909490.1|HILL	LOC120452575|XP_039492792.1|DSAN
OG0001711	LOC119658449|XP_037921781.1|HILL	LOC120450896|XP_039490071.1|DSAN
OG0001712	LOC119656973|XP_037919631.1|HILL	LOC120450772|XP_039489862.1|DSAN
OG0001713	LOC119658767|XP_037922392.1|HILL	LOC120450933|XP_039490134.1|DSAN
OG0001714	LOC119660448|XP_037924929.1|HILL	LOC120454158|XP_039495155.1|DSAN
OG0001715	LOC119651565|XP_037911127.1|HILL	LOC120456490|XP_039499290.1|DSAN
OG0001716	LOC119652970|XP_037913302.1|HILL	LOC120456200|XP_039498814.1|DSAN
OG0001717	LOC119651035|XP_037910280.1|HILL	LOC120452986|XP_039493416.1|DSAN
OG0001718	LOC119650787|XP_037909830.1|HILL	LOC120451248|XP_039490698.1|DSAN
OG0001719	LOC119656637|XP_037919005.1|HILL	LOC120451531|XP_039491240.1|DSAN
OG0001720	LOC119650761|XP_037909780.1|HILL	LOC120453439|XP_039494081.1|DSAN
OG0001721	LOC119652390|XP_037912419.1|HILL	LOC120453164|XP_039493657.1|DSAN
OG0001722	LOC119648853|XP_037906658.1|HILL, LOC119649076|XP_037906998.1|HILL, LOC119650269|XP_037908820.1|HILL	LOC120448033|XP_039485710.1|DSAN
OG0001723	LOC119659078|XP_037922919.1|HILL, LOC119660005|XP_037924311.1|HILL, LOC119649821|XP_037908084.1|HILL	LOC120458212|XP_039501725.1|DSAN
OG0001724	LOC119647260|XP_037904068.1|HILL	LOC120447076|XP_039484401.1|DSAN
OG0001725	LOC119658869|XP_037922558.1|HILL	LOC120449795|XP_039488409.1|DSAN
OG0001726	LOC119650313|XP_037908896.1|HILL	LOC120450593|XP_039489649.1|DSAN
OG0001727	LOC119652567|XP_037912708.1|HILL	LOC120453017|XP_039493468.1|DSAN
OG0001728	LOC119653008|XP_037913368.1|HILL, LOC119652940|XP_037913258.1|HILL	LOC120445328|XP_039481586.1|DSAN
OG0001729	LOC119661747|XP_037927141.1|HILL	LOC120446690|XP_039483717.1|DSAN
OG0001730	LOC119646998|XP_037903652.1|HILL	LOC120443817|XP_039479093.1|DSAN
OG0001731	LOC119661387|XP_037926637.1|HILL	LOC120446989|XP_039484223.1|DSAN
OG0001732	LOC119648975|XP_037906825.1|HILL	LOC120458760|XP_039502468.1|DSAN
OG0001733	LOC119646388|XP_037902759.1|HILL	LOC120445063|XP_039481121.1|DSAN
OG0001734	LOC119661548|XP_037926861.1|HILL	LOC120444163|XP_039479679.1|DSAN
OG0001735	LOC119650184|XP_037908668.1|HILL	LOC120447915|XP_039485499.1|DSAN
OG0001736	LOC119661518|XP_037926821.1|HILL	LOC120446346|XP_039483206.1|DSAN
OG0001737	LOC119660090|XP_037924397.1|HILL	LOC120445427|XP_039481787.1|DSAN
OG0001738	LOC119648310|XP_037905918.1|HILL	LOC120449420|XP_039487812.1|DSAN
OG0001739	LOC119660084|XP_037924392.1|HILL	LOC120447170|XP_039484561.1|DSAN
OG0001740	LOC119661112|XP_037926235.1|HILL	LOC120444550|XP_039480234.1|DSAN
OG0001741	LOC119646911|XP_037903510.1|HILL	LOC120452737|XP_039493043.1|DSAN
OG0001742	LOC119649624|XP_037907787.1|HILL	LOC120452749|XP_039493061.1|DSAN
OG0001743	LOC119648346|XP_037905970.1|HILL	LOC120450467|XP_039489440.1|DSAN
OG0001744	LOC119649874|XP_037908212.1|HILL	LOC120443948|XP_039479331.1|DSAN
OG0001745	LOC119660852|XP_037925677.1|HILL	LOC120445333|XP_039481594.1|DSAN
OG0001746	LOC119648796|XP_037906569.1|HILL	LOC120449465|XP_039487870.1|DSAN
OG0001747	LOC119661675|XP_037927040.1|HILL	LOC120445253|XP_039481461.1|DSAN
OG0001748	LOC119648513|XP_037906210.1|HILL	LOC120449612|XP_039488116.1|DSAN
OG0001749	LOC119647052|XP_037903738.1|HILL	LOC120444499|XP_039480145.1|DSAN
OG0001750	LOC119656311|XP_037918690.1|HILL	LOC120444497|XP_039480142.1|DSAN
OG0001751	LOC119647600|XP_037904554.1|HILL	LOC120450255|XP_039489079.1|DSAN
OG0001752	LOC119648958|XP_037906804.1|HILL	LOC120449014|XP_039487226.1|DSAN
OG0001753	LOC119649117|XP_037907046.1|HILL	LOC120448290|XP_039486160.1|DSAN
OG0001754	LOC119661680|XP_037927046.1|HILL	LOC120446632|XP_039483629.1|DSAN
OG0001755	LOC119649001|XP_037906870.1|HILL, LOC119648998|XP_037906857.1|HILL	LOC120450172|XP_039488954.1|DSAN
OG0001756	LOC119646516|XP_037902900.1|HILL	LOC120445363|XP_039481668.1|DSAN
OG0001757	LOC119655543|XP_037917390.1|HILL	LOC120444394|XP_039479950.1|DSAN
OG0001758	LOC119648834|XP_037906624.1|HILL	LOC120447893|XP_039485439.1|DSAN
OG0001759	LOC119646476|XP_037902858.1|HILL	LOC120446186|XP_039482962.1|DSAN
OG0001760	LOC119648400|XP_037906104.1|HILL	LOC120458717|XP_039502400.1|DSAN
OG0001761	LOC119652565|XP_037912706.1|HILL	LOC120445034|XP_039481054.1|DSAN
OG0001762	LOC119651874|XP_037911610.1|HILL	LOC120458224|XP_039501739.1|DSAN
OG0001763	LOC119651913|XP_037911667.1|HILL	LOC120455182|XP_039497481.1|DSAN
OG0001764	LOC119659463|XP_037923478.1|HILL	LOC120452322|XP_039492410.1|DSAN
OG0001765	LOC119661249|XP_037926416.1|HILL	LOC120443882|XP_039479225.1|DSAN
OG0001766	LOC119650699|XP_037909613.1|HILL	LOC120455089|XP_039496900.1|DSAN
OG0001767	LOC119647214|XP_037903968.1|HILL	LOC120458687|XP_039502358.1|DSAN
OG0001768	LOC119654969|XP_037916560.1|HILL	LOC120458338|XP_039501889.1|DSAN
OG0001769	LOC119652173|XP_037912046.1|HILL	LOC120455581|XP_039497890.1|DSAN
OG0001770	LOC119647062|XP_037903747.1|HILL	LOC120444086|XP_039479545.1|DSAN
OG0001771	LOC119651116|XP_037910422.1|HILL	LOC120458648|XP_039502311.1|DSAN
OG0001772	LOC119661431|XP_037926704.1|HILL	LOC120458029|XP_039501472.1|DSAN
OG0001773	LOC119652398|XP_037912433.1|HILL	LOC120458077|XP_039501525.1|DSAN
OG0001774	LOC119647111|XP_037903818.1|HILL	LOC120447032|XP_039484306.1|DSAN
OG0001776	LOC119651493|XP_037911035.1|HILL	LOC120452218|XP_039492281.1|DSAN
OG0001777	LOC119650180|XP_037908664.1|HILL	LOC120455891|XP_039498323.1|DSAN
OG0001778	LOC119653702|XP_037914504.1|HILL	LOC120443714|XP_039478894.1|DSAN
OG0001779	LOC119651725|XP_037911377.1|HILL	LOC120443916|XP_039479289.1|DSAN
OG0001780	LOC119646630|XP_037903066.1|HILL	LOC120455282|XP_039497246.1|DSAN
OG0001781	LOC119653022|XP_037913393.1|HILL	LOC120445714|XP_039482209.1|DSAN
OG0001782	LOC119652414|XP_037912459.1|HILL	LOC120458886|XP_039502657.1|DSAN
OG0001783	LOC119652306|XP_037912244.1|HILL	LOC120454854|XP_039496318.1|DSAN
OG0001784	LOC119646844|XP_037903394.1|HILL	LOC120454357|XP_039495515.1|DSAN
OG0001785	LOC119646632|XP_037903070.1|HILL, LOC119646635|XP_037903076.1|HILL	LOC120448209|XP_039486025.1|DSAN
OG0001786	LOC119646394|XP_037902766.1|HILL	LOC120458136|XP_039501614.1|DSAN
OG0001787	LOC119646256|XP_037902584.1|HILL	LOC120444688|XP_039480492.1|DSAN
OG0001788	LOC119657844|XP_037920894.1|HILL	LOC120444531|XP_039480212.1|DSAN
OG0001789	LOC119648971|XP_037906821.1|HILL	LOC120445670|XP_039482153.1|DSAN
OG0001790	LOC119646437|XP_037902816.1|HILL	LOC120458491|XP_039502091.1|DSAN
OG0001791	LOC119650337|XP_037908927.1|HILL	LOC120447039|XP_039484319.1|DSAN
OG0001792	LOC119646135|XP_037902415.1|HILL	LOC120444845|XP_039480737.1|DSAN
OG0001793	LOC119647243|XP_037904036.1|HILL	LOC120444259|XP_039479699.1|DSAN
OG0001794	LOC119647312|XP_037904158.1|HILL	LOC120443715|XP_039478895.1|DSAN
OG0001796	LOC119653945|XP_037915034.1|HILL	LOC120456398|XP_039499161.1|DSAN
OG0001800	LOC119647110|XP_037903816.1|HILL	LOC120458315|XP_039501855.1|DSAN
OG0001801	LOC119649603|XP_037907747.1|HILL	LOC120448929|XP_039487100.1|DSAN
OG0001802	LOC119660149|XP_037924477.1|HILL	LOC120451698|XP_039491527.1|DSAN
OG0001803	LOC119659364|XP_037923344.1|HILL	LOC120451790|XP_039491675.1|DSAN
OG0001804	LOC119659141|XP_037923003.1|HILL	LOC120454067|XP_039495010.1|DSAN
OG0001805	LOC119648083|XP_037905500.1|HILL	LOC120447931|XP_039485530.1|DSAN
OG0001806	LOC119658939|XP_037922721.1|HILL	LOC120454300|XP_039495432.1|DSAN
OG0001807	LOC119658706|XP_037922243.1|HILL	LOC120452270|XP_039492335.1|DSAN
OG0001809	LOC119660235|XP_037924611.1|HILL	LOC120451134|XP_039490481.1|DSAN
OG0001810	LOC119648878|XP_037906698.1|HILL	LOC120451066|XP_039490359.1|DSAN
OG0001811	LOC119656076|XP_037918285.1|HILL	LOC120458330|XP_039501881.1|DSAN
OG0001812	LOC119651076|XP_037910345.1|HILL	LOC120455362|XP_039497403.1|DSAN
OG0001813	LOC119660390|XP_037924842.1|HILL	LOC120451087|XP_039490412.1|DSAN
OG0001814	LOC119658850|XP_037922528.1|HILL	LOC120450755|XP_039489812.1|DSAN
OG0001815	LOC119660115|XP_037924432.1|HILL	LOC120451021|XP_039490280.1|DSAN
OG0001816	LOC119655746|XP_037917728.1|HILL	LOC120446070|XP_039482783.1|DSAN
OG0001817	LOC119653661|XP_037914419.1|HILL	LOC120458394|XP_039501948.1|DSAN
OG0001818	LOC119655406|XP_037917217.1|HILL	LOC120456086|XP_039498612.1|DSAN
OG0001819	LOC119655833|XP_037917869.1|HILL	LOC120444293|XP_039479748.1|DSAN
OG0001820	LOC119654292|XP_037915524.1|HILL	LOC120454935|XP_039496635.1|DSAN
OG0001821	LOC119654320|XP_037915574.1|HILL	LOC120446327|XP_039483176.1|DSAN
OG0001822	LOC119654392|XP_037915694.1|HILL, LOC119654840|XP_037916346.1|HILL	LOC120445237|XP_039481436.1|DSAN
OG0001823	LOC119649125|XP_037907058.1|HILL	LOC120448103|XP_039485839.1|DSAN
OG0001824	LOC119660170|XP_037924504.1|HILL	LOC120443809|XP_039479084.1|DSAN
OG0001825	LOC119655946|XP_037918065.1|HILL	LOC120445381|XP_039481698.1|DSAN
OG0001826	LOC119655762|XP_037917745.1|HILL	LOC120446223|XP_039483023.1|DSAN
OG0001827	LOC119654394|XP_037915702.1|HILL	LOC120445749|XP_039482261.1|DSAN
OG0001828	LOC119653863|XP_037914848.1|HILL	LOC120455122|XP_039496949.1|DSAN
OG0001829	LOC119655295|XP_037917043.1|HILL	LOC120446561|XP_039483514.1|DSAN
OG0001830	LOC119655843|XP_037917883.1|HILL	LOC120446488|XP_039483427.1|DSAN
OG0001831	LOC119647884|XP_037905100.1|HILL	LOC120448358|XP_039486260.1|DSAN
OG0001832	LOC119660892|XP_037925751.1|HILL	LOC120456036|XP_039498540.1|DSAN
OG0001833	LOC119654266|XP_037915461.1|HILL	LOC120445419|XP_039481769.1|DSAN
OG0001834	LOC119651393|XP_037910903.1|HILL	LOC120454094|XP_039495039.1|DSAN
OG0001848	LOC119650675|XP_037909558.1|HILL	LOC120450087|XP_039488814.1|DSAN
OG0001849	LOC119650802|XP_037909869.1|HILL	LOC120453648|XP_039494375.1|DSAN
OG0001850	LOC119660900|XP_037925766.1|HILL	LOC120454863|XP_039496346.1|DSAN
OG0001851	LOC119660999|XP_037926025.1|HILL	LOC120454831|XP_039496234.1|DSAN
OG0001852	LOC119648791|XP_037906565.1|HILL	LOC120450147|XP_039488911.1|DSAN
OG0001853	LOC119651794|XP_037911489.1|HILL	LOC120451348|XP_039490871.1|DSAN
OG0001854	LOC119657167|XP_037919880.1|HILL	LOC120457226|XP_039500534.1|DSAN
OG0001855	LOC119657085|XP_037919768.1|HILL	LOC120445233|XP_039481427.1|DSAN
OG0001856	LOC119656794|XP_037919330.1|HILL	LOC120457303|XP_039500720.1|DSAN
OG0001857	LOC119658348|XP_037921631.1|HILL	LOC120455810|XP_039498205.1|DSAN
OG0001858	LOC119658315|XP_037921567.1|HILL	LOC120456154|XP_039498725.1|DSAN
OG0001859	LOC119656734|XP_037919204.1|HILL	LOC120456732|XP_039499653.1|DSAN
OG0001860	LOC119648757|XP_037906511.1|HILL	LOC120448461|XP_039486412.1|DSAN
OG0001861	LOC119657655|XP_037920607.1|HILL, LOC119657656|XP_037920608.1|HILL	LOC120452597|XP_039492830.1|DSAN
OG0001862	LOC119656726|XP_037919181.1|HILL, LOC119656727|XP_037919183.1|HILL	LOC120456000|XP_039498490.1|DSAN
OG0001863	LOC119657322|XP_037920111.1|HILL	LOC120456859|XP_039499871.1|DSAN
OG0001864	LOC119661721|XP_037927106.1|HILL	LOC120451354|XP_039490918.1|DSAN
OG0001865	LOC119657944|XP_037921064.1|HILL	LOC120455297|XP_039497272.1|DSAN
OG0001866	LOC119659495|XP_037923540.1|HILL	LOC120453207|XP_039493727.1|DSAN
OG0001867	LOC119647424|XP_037904251.1|HILL	LOC120450300|XP_039489172.1|DSAN
OG0001868	LOC119652674|XP_037912867.1|HILL	LOC120457694|XP_039501123.1|DSAN
OG0001869	LOC119660246|XP_037924627.1|HILL, LOC119660334|XP_037924745.1|HILL	LOC120452688|XP_039492972.1|DSAN
OG0001870	LOC119646980|XP_037903618.1|HILL	LOC120456699|XP_039499599.1|DSAN
OG0001871	LOC119657333|XP_037920130.1|HILL, LOC119657197|XP_037919930.1|HILL, LOC119657102|XP_037919785.1|HILL, LOC119657440|XP_037920276.1|HILL, LOC119657585|XP_037920492.1|HILL, LOC119657304|XP_037920092.1|HILL	LOC120457336|XP_039500777.1|DSAN
OG0001872	LOC119657360|XP_037920160.1|HILL	LOC120453313|XP_039493903.1|DSAN
OG0001873	LOC119652394|XP_037912429.1|HILL	LOC120451754|XP_039491613.1|DSAN
OG0001874	LOC119657327|XP_037920118.1|HILL	LOC120450985|XP_039490220.1|DSAN
OG0001875	LOC119646791|XP_037903303.1|HILL	LOC120453545|XP_039494232.1|DSAN
OG0001876	LOC119658387|XP_037921683.1|HILL	LOC120455164|XP_039497022.1|DSAN
OG0001877	LOC119657237|XP_037919979.1|HILL	LOC120456957|XP_039500034.1|DSAN
OG0001878	LOC119656553|XP_037918847.1|HILL	LOC120454443|XP_039495680.1|DSAN
OG0001879	LOC119658469|XP_037921815.1|HILL	LOC120453673|XP_039494418.1|DSAN
OG0001880	LOC119653041|XP_037913425.1|HILL, LOC119651221|XP_037910605.1|HILL	LOC120451833|XP_039491742.1|DSAN
OG0001881	LOC119658476|XP_037921841.1|HILL	LOC120451986|XP_039491947.1|DSAN
OG0001882	LOC119657673|XP_037920627.1|HILL	LOC120451186|XP_039490569.1|DSAN
OG0001883	LOC119651092|XP_037910374.1|HILL	LOC120454501|XP_039495787.1|DSAN
OG0001884	LOC119650850|XP_037909924.1|HILL	LOC120451496|XP_039491181.1|DSAN
OG0001885	LOC119657133|XP_037919832.1|HILL	LOC120458226|XP_039501742.1|DSAN
OG0001886	LOC119651262|XP_037910690.1|HILL	LOC120452780|XP_039493103.1|DSAN
OG0001887	LOC119654633|XP_037916033.1|HILL	LOC120447223|XP_039484676.1|DSAN
OG0001888	LOC119646671|XP_037903129.1|HILL	LOC120451027|XP_039490291.1|DSAN
OG0001889	LOC119656485|XP_037918737.1|HILL	LOC120455111|XP_039496932.1|DSAN
OG0001890	LOC119651162|XP_037910508.1|HILL	LOC120450444|XP_039489391.1|DSAN
OG0001891	LOC119652430|XP_037912482.1|HILL	LOC120451268|XP_039490734.1|DSAN
OG0001892	LOC119650670|XP_037909548.1|HILL	LOC120457594|XP_039501041.1|DSAN
OG0001893	LOC119652824|XP_037913081.1|HILL	LOC120453288|XP_039493850.1|DSAN
OG0001894	LOC119652620|XP_037912792.1|HILL	LOC120443727|XP_039478916.1|DSAN
OG0001895	LOC119658873|XP_037922570.1|HILL	LOC120454821|XP_039496209.1|DSAN
OG0001897	LOC119656602|XP_037918959.1|HILL	LOC120450837|XP_039489954.1|DSAN
OG0001898	LOC119658001|XP_037921149.1|HILL	LOC120456045|XP_039498552.1|DSAN
OG0001899	LOC119651575|XP_037911139.1|HILL	LOC120453497|XP_039494170.1|DSAN
OG0001900	LOC119648331|XP_037905953.1|HILL	LOC120449763|XP_039488335.1|DSAN
OG0001901	LOC119651068|XP_037910333.1|HILL	LOC120451755|XP_039491619.1|DSAN
OG0001902	LOC119652347|XP_037912302.1|HILL	LOC120457662|XP_039501092.1|DSAN, LOC120457663|XP_039501093.1|DSAN
OG0001903	LOC119652506|XP_037912622.1|HILL	LOC120452335|XP_039492432.1|DSAN
OG0001904	LOC119652679|XP_037912878.1|HILL	LOC120453417|XP_039494050.1|DSAN
OG0001906	LOC119650954|XP_037910123.1|HILL, LOC119650953|XP_037910117.1|HILL	LOC120454264|XP_039495345.1|DSAN
OG0001907	LOC119652852|XP_037913137.1|HILL	LOC120457230|XP_039500542.1|DSAN
OG0001908	LOC119651753|XP_037911418.1|HILL	LOC120453364|XP_039493972.1|DSAN
OG0001909	LOC119657004|XP_037919671.1|HILL	LOC120456041|XP_039498548.1|DSAN
OG0001910	LOC119652713|XP_037912926.1|HILL	LOC120454449|XP_039495692.1|DSAN
OG0001911	LOC119651203|XP_037910572.1|HILL	LOC120451237|XP_039490685.1|DSAN
OG0001912	LOC119647546|XP_037904464.1|HILL, LOC119647543|XP_037904461.1|HILL, LOC119647547|XP_037904465.1|HILL, LOC119647548|XP_037904466.1|HILL	LOC120446398|XP_039483267.1|DSAN
OG0001914	LOC119650748|XP_037909758.1|HILL	LOC120451652|XP_039491455.1|DSAN
OG0001915	LOC119649037|XP_037906924.1|HILL	LOC120450112|XP_039488862.1|DSAN
OG0001916	LOC119659318|XP_037923266.1|HILL	LOC120445366|XP_039481673.1|DSAN
OG0001917	LOC119648161|XP_037905664.1|HILL	LOC120448064|XP_039485763.1|DSAN
OG0001918	LOC119648279|XP_037905861.1|HILL	LOC120448963|XP_039487156.1|DSAN
OG0001919	LOC119661109|XP_037926233.1|HILL, LOC119660811|XP_037925584.1|HILL	LOC120444489|XP_039480129.1|DSAN
OG0001920	LOC119650198|XP_037908693.1|HILL	LOC120450613|XP_039489683.1|DSAN
OG0001921	LOC119650073|XP_037908499.1|HILL	LOC120446500|XP_039483442.1|DSAN
OG0001922	LOC119650082|XP_037908513.1|HILL	LOC120446173|XP_039482941.1|DSAN
OG0001923	LOC119650384|XP_037909052.1|HILL	LOC120448378|XP_039486282.1|DSAN
OG0001924	LOC119647996|XP_037905309.1|HILL	LOC120457606|XP_039501049.1|DSAN
OG0001925	LOC119649855|XP_037908139.1|HILL, LOC119650048|XP_037908461.1|HILL	LOC120449233|XP_039487540.1|DSAN
OG0001926	LOC119649480|XP_037907577.1|HILL	LOC120448556|XP_039486545.1|DSAN
OG0001927	LOC119646736|XP_037903241.1|HILL	LOC120444767|XP_039480630.1|DSAN
OG0001928	LOC119647619|XP_037904589.1|HILL	LOC120447714|XP_039485180.1|DSAN
OG0001929	LOC119656183|XP_037918461.1|HILL, LOC119647768|XP_037904830.1|HILL	LOC120450020|XP_039488677.1|DSAN
OG0001930	LOC119651261|XP_037910688.1|HILL	LOC120444784|XP_039480657.1|DSAN
OG0001931	LOC119648402|XP_037906072.1|HILL	LOC120447851|XP_039485392.1|DSAN
OG0001932	LOC119648398|XP_037906067.1|HILL	LOC120450363|XP_039489280.1|DSAN
OG0001933	LOC119648765|XP_037906522.1|HILL	LOC120444729|XP_039480588.1|DSAN, LOC120444598|XP_039480306.1|DSAN
OG0001934	LOC119649388|XP_037907437.1|HILL	LOC120448941|XP_039487119.1|DSAN
OG0001935	LOC119648672|XP_037906388.1|HILL, LOC119649360|XP_037907401.1|HILL	LOC120448587|XP_039486602.1|DSAN
OG0001937	LOC119661170|XP_037926313.1|HILL	LOC120446926|XP_039484105.1|DSAN
OG0001938	LOC119661149|XP_037926289.1|HILL	LOC120457716|XP_039501147.1|DSAN
OG0001939	LOC119659184|XP_037923072.1|HILL	LOC120446649|XP_039483654.1|DSAN
OG0001940	LOC119647200|XP_037903942.1|HILL	LOC120443832|XP_039479117.1|DSAN
OG0001941	LOC119648112|XP_037905558.1|HILL	LOC120449489|XP_039487902.1|DSAN
OG0001943	LOC119649455|XP_037907537.1|HILL, LOC119649625|XP_037907788.1|HILL, LOC119649112|XP_037907039.1|HILL	LOC120448589|XP_039486606.1|DSAN
OG0001944	LOC119649745|XP_037907962.1|HILL	LOC120448687|XP_039486768.1|DSAN
OG0001945	LOC119661393|XP_037926646.1|HILL	LOC120443724|XP_039478907.1|DSAN
OG0001946	LOC119653908|XP_037914985.1|HILL	LOC120449185|XP_039487471.1|DSAN
OG0001947	LOC119661314|XP_037926534.1|HILL	LOC120445446|XP_039481817.1|DSAN
