Orthogroup	HILL.longest_only	ASTE.longest_only
OG0000595	LOC119656301|XP_037918671.1|HILL, LOC119658481|XP_037921847.1|HILL	LOC118502880|XP_035891492.1|ASTE
OG0000596	LOC119660452|XP_037924939.1|HILL	LOC118504366|XP_035894656.1|ASTE
OG0000597	LOC119649414|XP_037907516.1|HILL	LOC118502491|XP_035890616.1|ASTE
OG0000598	LOC119658412|XP_037921737.1|HILL, LOC119658411|XP_037921736.1|HILL	LOC118505440|XP_035897130.1|ASTE, LOC118505439|XP_035897129.1|ASTE, LOC118505441|XP_035897131.1|ASTE
OG0000599	LOC119648545|XP_037906242.1|HILL, LOC119649853|XP_037908137.1|HILL	LOC118506973|XP_035900724.1|ASTE
OG0000600	LOC119649439|XP_037907520.1|HILL	LOC118514324|XP_035917002.1|ASTE, LOC118509562|XP_035906211.1|ASTE
OG0000601	LOC119651174|XP_037910521.1|HILL	LOC118510451|XP_035908160.1|ASTE
OG0000602	LOC119652820|XP_037913075.1|HILL	LOC118513667|XP_035915661.1|ASTE
OG0000603	LOC119648835|XP_037906632.1|HILL	LOC118514035|XP_035916404.1|ASTE, LOC118514034|XP_035916403.1|ASTE
OG0000604	LOC119646162|XP_037902463.1|HILL	LOC118512476|XP_035912857.1|ASTE
OG0000605	LOC119648165|XP_037905672.1|HILL, LOC119648166|XP_037905673.1|HILL, LOC119646796|XP_037903313.1|HILL, LOC119646425|XP_037902800.1|HILL	LOC118514042|XP_035916420.1|ASTE, LOC118514044|XP_035916423.1|ASTE, LOC118502943|XP_035891587.1|ASTE, LOC118514046|XP_035916430.1|ASTE
OG0000606	LOC119654719|XP_037916167.1|HILL	LOC118505294|XP_035896782.1|ASTE, LOC118517185|XP_035918998.1|ASTE
OG0000606	LOC119654929|XP_037916509.1|HILL	LOC118505733|XP_035897814.1|ASTE, LOC118505731|XP_035897812.1|ASTE
OG0000607	LOC119658756|XP_037922377.1|HILL	LOC118502727|XP_035891180.1|ASTE
OG0000608	LOC119660519|XP_037925068.1|HILL	LOC118508267|XP_035903792.1|ASTE
OG0000609	LOC119656119|XP_037918372.1|HILL	LOC118506550|XP_035899741.1|ASTE
OG0000610	LOC119649121|XP_037907051.1|HILL, LOC119649122|XP_037907055.1|HILL	LOC118505284|XP_035896758.1|ASTE
OG0000611	LOC119653447|XP_037913970.1|HILL	LOC118503929|XP_035893657.1|ASTE
OG0000616	LOC119658084|XP_037921275.1|HILL	LOC118516919|XP_035918657.1|ASTE, LOC118512418|XP_035912710.1|ASTE
OG0000617	LOC119657838|XP_037920889.1|HILL	LOC118505117|XP_035896324.1|ASTE
OG0000618	LOC119661044|XP_037926164.1|HILL	LOC118507908|XP_035903091.1|ASTE
OG0000619	LOC119651694|XP_037911332.1|HILL, LOC119651645|XP_037911248.1|HILL, LOC119651681|XP_037911308.1|HILL, LOC119661509|XP_037926807.1|HILL, LOC119660050|XP_037924358.1|HILL, LOC119651560|XP_037911121.1|HILL, LOC119652374|XP_037912399.1|HILL, LOC119651320|XP_037910781.1|HILL, LOC119652003|XP_037911861.1|HILL	LOC118507862|XP_035902958.1|ASTE, LOC118504753|XP_035895566.1|ASTE
OG0000620	LOC119648679|XP_037906400.1|HILL	LOC118511483|XP_035910514.1|ASTE
OG0000621	LOC119657646|XP_037920585.1|HILL	LOC118508894|XP_035904623.1|ASTE
OG0000622	LOC119648724|XP_037906463.1|HILL	LOC118510537|XP_035908385.1|ASTE
OG0000623	LOC119660837|XP_037925637.1|HILL	LOC118509124|XP_035905205.1|ASTE
OG0000624	LOC119661506|XP_037926802.1|HILL	LOC118513045|XP_035914230.1|ASTE
OG0000625	LOC119647703|XP_037904716.1|HILL	LOC118512856|XP_035913828.1|ASTE
OG0000626	LOC119659286|XP_037923227.1|HILL	LOC118509722|XP_035906704.1|ASTE
OG0000627	LOC119659638|XP_037923770.1|HILL	LOC118511642|XP_035910859.1|ASTE
OG0000628	LOC119651049|XP_037910302.1|HILL	LOC118510998|XP_035909406.1|ASTE
OG0000629	LOC119648529|XP_037906227.1|HILL	LOC118514145|XP_035916649.1|ASTE
OG0000630	LOC119651180|XP_037910537.1|HILL	LOC118513837|XP_035915998.1|ASTE
OG0000631	LOC119652812|XP_037913063.1|HILL	LOC118512040|XP_035911733.1|ASTE
OG0000632	LOC119646777|XP_037903288.1|HILL	LOC118510869|XP_035909110.1|ASTE
OG0000633	LOC119647661|XP_037904660.1|HILL, LOC119649813|XP_037908072.1|HILL	LOC118509594|XP_035906267.1|ASTE, LOC118508079|XP_035903436.1|ASTE
OG0000635	LOC119654737|XP_037916196.1|HILL	LOC118502578|XP_035890805.1|ASTE
OG0000636	LOC119655022|XP_037916625.1|HILL	LOC118506854|XP_035900476.1|ASTE
OG0000637	LOC119654896|XP_037916444.1|HILL, LOC119655064|XP_037916685.1|HILL	LOC118503638|XP_035893029.1|ASTE
OG0000638	LOC119655413|XP_037917226.1|HILL	LOC118507208|XP_035901188.1|ASTE
OG0000639	LOC119650418|XP_037909141.1|HILL	LOC118507233|XP_035901363.1|ASTE
OG0000640	LOC119653534|XP_037914138.1|HILL	LOC118514016|XP_035916379.1|ASTE
OG0000646	LOC119652293|XP_037912218.1|HILL	LOC118509356|XP_035905771.1|ASTE
OG0000647	LOC119657425|XP_037920255.1|HILL	LOC118510462|XP_035908198.1|ASTE
OG0000648	LOC119657729|XP_037920700.1|HILL	LOC118512623|XP_035913212.1|ASTE
OG0000649	LOC119656729|XP_037919190.1|HILL	LOC118512828|XP_035913732.1|ASTE
OG0000650	LOC119656608|XP_037918973.1|HILL	LOC118517430|XP_035919441.1|ASTE
OG0000651	LOC119651087|XP_037910365.1|HILL	LOC118505562|XP_035897410.1|ASTE
OG0000652	LOC119647563|XP_037904526.1|HILL	LOC118504666|XP_035895343.1|ASTE
OG0000653	LOC119652971|XP_037913303.1|HILL	LOC118502716|XP_035891160.1|ASTE, LOC118504969|XP_035895993.1|ASTE
OG0000654	LOC119648654|XP_037906354.1|HILL	LOC118509527|XP_035906131.1|ASTE
OG0000655	LOC119661453|XP_037926732.1|HILL	LOC118513237|XP_035914683.1|ASTE
OG0000656	LOC119659574|XP_037923659.1|HILL	LOC118510959|XP_035909315.1|ASTE
OG0000657	LOC119647275|XP_037904095.1|HILL, LOC119661159|XP_037926303.1|HILL, LOC119651892|XP_037911641.1|HILL	LOC118513665|XP_035915659.1|ASTE
OG0000658	LOC119653510|XP_037914098.1|HILL	LOC118509145|XP_035905249.1|ASTE
OG0000659	LOC119651374|XP_037910877.1|HILL	LOC118514032|XP_035916401.1|ASTE
OG0000660	LOC119646862|XP_037903412.1|HILL	LOC118511813|XP_035911245.1|ASTE
OG0000661	LOC119658210|XP_037921405.1|HILL	LOC118510684|XP_035908743.1|ASTE
OG0000662	LOC119649469|XP_037907554.1|HILL	LOC118507622|XP_035902237.1|ASTE
OG0000664	LOC119653762|XP_037914671.1|HILL	LOC118502508|XP_035890644.1|ASTE
OG0000665	LOC119660145|XP_037924473.1|HILL	LOC118502404|XP_035890520.1|ASTE
OG0000666	LOC119659675|XP_037923827.1|HILL	LOC118503020|XP_035891736.1|ASTE
OG0000667	LOC119659459|XP_037923471.1|HILL	LOC118506693|XP_035900067.1|ASTE
OG0000668	LOC119658829|XP_037922491.1|HILL	LOC118506700|XP_035900074.1|ASTE
OG0000670	LOC119654928|XP_037916507.1|HILL	LOC118507605|XP_035902171.1|ASTE
OG0000671	LOC119660816|XP_037925587.1|HILL	LOC118504162|XP_035894188.1|ASTE
OG0000672	LOC119650087|XP_037908523.1|HILL	LOC118503081|XP_035891857.1|ASTE
OG0000673	LOC119660964|XP_037925936.1|HILL	LOC118503772|XP_035893335.1|ASTE
OG0000674	LOC119646666|XP_037903124.1|HILL	LOC118502595|XP_035890844.1|ASTE
OG0000677	LOC119656746|XP_037919233.1|HILL	LOC118503070|XP_035891837.1|ASTE, LOC118505812|XP_035898048.1|ASTE
OG0000678	LOC119659257|XP_037923177.1|HILL	LOC118506688|XP_035900054.1|ASTE
OG0000679	LOC119656788|XP_037919316.1|HILL	LOC118511227|XP_035909955.1|ASTE, LOC118510212|XP_035907656.1|ASTE, LOC118513053|XP_035914253.1|ASTE
OG0000680	LOC119657277|XP_037920044.1|HILL	LOC118507815|XP_035902824.1|ASTE
OG0000681	LOC119656887|XP_037919485.1|HILL	LOC118517713|XP_035920051.1|ASTE
OG0000683	LOC119650893|XP_037910000.1|HILL	LOC118506183|XP_035898864.1|ASTE, LOC118506185|XP_035898866.1|ASTE, LOC118506184|XP_035898865.1|ASTE, LOC118505145|XP_035896412.1|ASTE, LOC118507783|XP_035902710.1|ASTE
OG0000684	LOC119651814|XP_037911533.1|HILL	LOC118504684|XP_035895391.1|ASTE
OG0000685	LOC119650879|XP_037909972.1|HILL	LOC118502969|XP_035891627.1|ASTE
OG0000686	LOC119661265|XP_037926448.1|HILL	LOC118514492|XP_035917308.1|ASTE
OG0000687	LOC119648898|XP_037906728.1|HILL	LOC118510252|XP_035907731.1|ASTE, LOC118517275|XP_035919142.1|ASTE
OG0000688	LOC119655131|XP_037916797.1|HILL	LOC118509724|XP_035906707.1|ASTE
OG0000689	LOC119657177|XP_037919895.1|HILL	LOC118512119|XP_035911989.1|ASTE
OG0000690	LOC119653596|XP_037914274.1|HILL	LOC118506172|XP_035898836.1|ASTE, LOC118509362|XP_035905778.1|ASTE, LOC118517239|XP_035919106.1|ASTE, LOC118506171|XP_035898834.1|ASTE, LOC118504259|XP_035894381.1|ASTE
OG0000691	LOC119649978|XP_037908346.1|HILL	LOC118511904|XP_035911433.1|ASTE
OG0000692	LOC119648625|XP_037906323.1|HILL, LOC119647809|XP_037904952.1|HILL, LOC119652487|XP_037912595.1|HILL	LOC118514236|XP_035916833.1|ASTE
OG0000693	LOC119657578|XP_037920474.1|HILL, LOC119657891|XP_037920962.1|HILL	LOC118511187|XP_035909847.1|ASTE
OG0000694	LOC119653610|XP_037914300.1|HILL	LOC118510934|XP_035909249.1|ASTE
OG0000695	LOC119652336|XP_037912278.1|HILL	LOC118511743|XP_035911086.1|ASTE
OG0000696	LOC119646793|XP_037903310.1|HILL, LOC119661444|XP_037926717.1|HILL	LOC118511732|XP_035911071.1|ASTE
OG0000697	LOC119650562|XP_037909296.1|HILL	LOC118513307|XP_035914782.1|ASTE
OG0000698	LOC119658246|XP_037921452.1|HILL, LOC119647067|XP_037903752.1|HILL	LOC118514551|XP_035917435.1|ASTE
OG0000699	LOC119651230|XP_037910634.1|HILL	LOC118509221|XP_035905398.1|ASTE
OG0000700	LOC119646407|XP_037902779.1|HILL	LOC118513242|XP_035914691.1|ASTE
OG0000701	LOC119646960|XP_037903587.1|HILL	LOC118513211|XP_035914617.1|ASTE
OG0000702	LOC119660330|XP_037924740.1|HILL	LOC118504572|XP_035895108.1|ASTE
OG0000703	LOC119654345|XP_037915612.1|HILL	LOC118506324|XP_035899167.1|ASTE
OG0000704	LOC119656221|XP_037918548.1|HILL	LOC118506332|XP_035899195.1|ASTE
OG0000705	LOC119647711|XP_037904729.1|HILL	LOC118506683|XP_035900034.1|ASTE
OG0000707	LOC119653490|XP_037914046.1|HILL	LOC118507672|XP_035902354.1|ASTE
OG0000708	LOC119656653|XP_037919046.1|HILL	LOC118506391|XP_035899324.1|ASTE
OG0000709	LOC119653532|XP_037914134.1|HILL	LOC118505365|XP_035896954.1|ASTE
OG0000710	LOC119654565|XP_037915943.1|HILL	LOC118517718|XP_035920058.1|ASTE
OG0000711	LOC119656215|XP_037918541.1|HILL	LOC118507227|XP_035901286.1|ASTE
OG0000713	LOC119655497|XP_037917327.1|HILL	LOC118508307|XP_035903858.1|ASTE
OG0000714	LOC119648844|XP_037906647.1|HILL	LOC118517663|XP_035919932.1|ASTE
OG0000716	LOC119649173|XP_037907129.1|HILL	LOC118507309|XP_035901585.1|ASTE
OG0000717	LOC119646150|XP_037902445.1|HILL	LOC118503816|XP_035893408.1|ASTE, LOC118506222|XP_035898952.1|ASTE, LOC118506238|XP_035898994.1|ASTE, LOC118503817|XP_035893410.1|ASTE, LOC118503814|XP_035893405.1|ASTE, LOC118506235|XP_035898977.1|ASTE, LOC118506234|XP_035898976.1|ASTE, LOC118506227|XP_035898958.1|ASTE, LOC118503805|XP_035893392.1|ASTE, LOC118503812|XP_035893403.1|ASTE, LOC118503819|XP_035893412.1|ASTE, LOC118503815|XP_035893407.1|ASTE, LOC118503811|XP_035893402.1|ASTE, LOC118506223|XP_035898953.1|ASTE, LOC118503808|XP_035893397.1|ASTE, LOC118503809|XP_035893400.1|ASTE, LOC118503810|XP_035893401.1|ASTE, LOC118503807|XP_035893396.1|ASTE, LOC118503813|XP_035893404.1|ASTE
OG0000717	LOC119648535|XP_037906231.1|HILL, LOC119650388|XP_037909075.1|HILL, LOC119648930|XP_037906771.1|HILL	LOC118503802|XP_035893389.1|ASTE
OG0000724	LOC119657926|XP_037921041.1|HILL	LOC118510219|XP_035907676.1|ASTE
OG0000726	LOC119653055|XP_037913462.1|HILL	LOC118502369|XP_035890481.1|ASTE
OG0000727	LOC119658886|XP_037922601.1|HILL	LOC118502892|XP_035891505.1|ASTE, LOC118504672|XP_035895355.1|ASTE
OG0000728	LOC119650595|XP_037909372.1|HILL	LOC118507572|XP_035902102.1|ASTE
OG0000729	LOC119652827|XP_037913083.1|HILL	LOC118502976|XP_035891641.1|ASTE
OG0000730	LOC119647745|XP_037904788.1|HILL	LOC118512111|XP_035911978.1|ASTE
OG0000731	LOC119646681|XP_037903161.1|HILL	LOC118508872|XP_035904568.1|ASTE
OG0000732	LOC119648801|XP_037906578.1|HILL	LOC118510311|XP_035907841.1|ASTE
OG0000733	LOC119648378|XP_037906038.1|HILL	LOC118514240|XP_035916836.1|ASTE
OG0000734	LOC119650154|XP_037908624.1|HILL	LOC118510367|XP_035907971.1|ASTE
OG0000735	LOC119651169|XP_037910516.1|HILL	LOC118510613|XP_035908523.1|ASTE
OG0000736	LOC119651873|XP_037911608.1|HILL	LOC118512534|XP_035912979.1|ASTE
OG0000737	LOC119646763|XP_037903271.1|HILL	LOC118517299|XP_035919179.1|ASTE, LOC118506282|XP_035899091.1|ASTE
OG0000737	LOC119657640|XP_037920573.1|HILL	LOC118505093|XP_035896285.1|ASTE
OG0000738	LOC119651288|XP_037910731.1|HILL	LOC118512619|XP_035913193.1|ASTE
OG0000739	LOC119659661|XP_037923798.1|HILL	LOC118510845|XP_035909065.1|ASTE
OG0000740	LOC119646987|XP_037903631.1|HILL	LOC118508897|XP_035904628.1|ASTE
OG0000740	LOC119660242|XP_037924623.1|HILL	LOC118502780|XP_035891270.1|ASTE
OG0000741	LOC119660617|XP_037925245.1|HILL	LOC118502614|XP_035890878.1|ASTE
OG0000742	LOC119655245|XP_037916962.1|HILL	LOC118505726|XP_035897798.1|ASTE
OG0000743	LOC119647882|XP_037905097.1|HILL	LOC118505694|XP_035897727.1|ASTE
OG0000744	LOC119654872|XP_037916395.1|HILL, LOC119655078|XP_037916705.1|HILL, LOC119655079|XP_037916706.1|HILL, LOC119653866|XP_037914852.1|HILL	LOC118507220|XP_035901268.1|ASTE
OG0000746	LOC119654765|XP_037916233.1|HILL	LOC118503396|XP_035892491.1|ASTE
OG0000753	LOC119651896|XP_037911650.1|HILL	LOC118503883|XP_035893534.1|ASTE
OG0000754	LOC119657544|XP_037920415.1|HILL	LOC118508359|XP_035903974.1|ASTE
OG0000755	LOC119652498|XP_037912609.1|HILL	LOC118505431|XP_035897100.1|ASTE
OG0000756	LOC119651830|XP_037911552.1|HILL	LOC118516633|XP_035918505.1|ASTE, LOC118508314|XP_035903875.1|ASTE
OG0000756	LOC119652905|XP_037913209.1|HILL	LOC118508313|XP_035903874.1|ASTE
OG0000757	LOC119647880|XP_037905096.1|HILL	LOC118509782|XP_035906815.1|ASTE
OG0000758	LOC119648790|XP_037906564.1|HILL	LOC118511395|XP_035910318.1|ASTE
OG0000759	LOC119648906|XP_037906739.1|HILL	LOC118511963|XP_035911580.1|ASTE
OG0000760	LOC119651140|XP_037910471.1|HILL	LOC118513411|XP_035915010.1|ASTE
OG0000761	LOC119650713|XP_037909650.1|HILL	LOC118509871|XP_035906989.1|ASTE
OG0000762	LOC119661373|XP_037926619.1|HILL	LOC118508964|XP_035904800.1|ASTE
OG0000764	LOC119654962|XP_037916548.1|HILL	LOC118506994|XP_035900771.1|ASTE, LOC118517555|XP_035919689.1|ASTE
OG0000765	LOC119654298|XP_037915532.1|HILL	LOC118502717|XP_035891164.1|ASTE
OG0000766	LOC119654919|XP_037916494.1|HILL	LOC118504471|XP_035894874.1|ASTE
OG0000767	LOC119649895|XP_037908215.1|HILL	LOC118506406|XP_035899371.1|ASTE
OG0000768	LOC119650429|XP_037909174.1|HILL	LOC118506386|XP_035899318.1|ASTE
OG0000769	LOC119657753|XP_037920735.1|HILL	LOC118508062|XP_035903410.1|ASTE
OG0000770	LOC119661185|XP_037926332.1|HILL, LOC119653991|XP_037915091.1|HILL, LOC119661671|XP_037927036.1|HILL, LOC119653978|XP_037915071.1|HILL, LOC119654016|XP_037915109.1|HILL, LOC119653984|XP_037915075.1|HILL, LOC119658450|XP_037921786.1|HILL	LOC118504847|XP_035895750.1|ASTE
OG0000771	LOC119658887|XP_037922605.1|HILL	LOC118508053|XP_035903399.1|ASTE
OG0000778	LOC119657401|XP_037920220.1|HILL, LOC119657973|XP_037921113.1|HILL	LOC118502985|XP_035891673.1|ASTE
OG0000779	LOC119657107|XP_037919794.1|HILL	LOC118510036|XP_035907320.1|ASTE, LOC118510076|XP_035907371.1|ASTE, LOC118514377|XP_035917175.1|ASTE, LOC118504315|XP_035894516.1|ASTE
OG0000780	LOC119657989|XP_037921134.1|HILL, LOC119657971|XP_037921110.1|HILL	LOC118507912|XP_035903104.1|ASTE, LOC118507895|XP_035903042.1|ASTE
OG0000781	LOC119658295|XP_037921520.1|HILL	LOC118516713|XP_035918561.1|ASTE
OG0000782	LOC119657096|XP_037919779.1|HILL	LOC118506476|XP_035899547.1|ASTE
OG0000783	LOC119657280|XP_037920052.1|HILL	LOC118506473|XP_035899542.1|ASTE
OG0000784	LOC119646893|XP_037903460.1|HILL	LOC118504553|XP_035895058.1|ASTE
OG0000785	LOC119652372|XP_037912397.1|HILL, LOC119651286|XP_037910728.1|HILL	LOC118506908|XP_035900594.1|ASTE
OG0000786	LOC119650690|XP_037909584.1|HILL	LOC118504398|XP_035894700.1|ASTE
OG0000787	LOC119649883|XP_037908188.1|HILL	LOC118512886|XP_035913880.1|ASTE
OG0000788	LOC119647630|XP_037904613.1|HILL	LOC118513493|XP_035915210.1|ASTE
OG0000789	LOC119651528|XP_037911088.1|HILL	LOC118513383|XP_035914940.1|ASTE
OG0000790	LOC119658287|XP_037921510.1|HILL	LOC118508984|XP_035904869.1|ASTE
OG0000791	LOC119653209|XP_037913704.1|HILL	LOC118513700|XP_035915717.1|ASTE
OG0000792	LOC119661622|XP_037926970.1|HILL	LOC118508942|XP_035904743.1|ASTE
OG0000793	LOC119659841|XP_037924067.1|HILL	LOC118505346|XP_035896898.1|ASTE
OG0000794	LOC119658328|XP_037921598.1|HILL, LOC119661720|XP_037927102.1|HILL	LOC118506964|XP_035900693.1|ASTE, LOC118504524|XP_035894959.1|ASTE, LOC118505512|XP_035897304.1|ASTE
OG0000795	LOC119654215|XP_037915356.1|HILL	LOC118505016|XP_035896098.1|ASTE
OG0000796	LOC119654527|XP_037915899.1|HILL	LOC118503583|XP_035892915.1|ASTE
OG0000797	LOC119659393|XP_037923383.1|HILL	LOC118511901|XP_035911428.1|ASTE
OG0000798	LOC119653731|XP_037914572.1|HILL	LOC118507980|XP_035903226.1|ASTE
OG0000799	LOC119653680|XP_037914462.1|HILL	LOC118503939|XP_035893704.1|ASTE
OG0000801	LOC119655634|XP_037917534.1|HILL	LOC118507171|XP_035901133.1|ASTE
OG0000802	LOC119655789|XP_037917810.1|HILL	LOC118507962|XP_035903182.1|ASTE
OG0000809	LOC119653177|XP_037913657.1|HILL, LOC119652717|XP_037912936.1|HILL, LOC119653076|XP_037913491.1|HILL, LOC119653000|XP_037913353.1|HILL	LOC118512514|XP_035912926.1|ASTE, LOC118502416|XP_035890534.1|ASTE, LOC118511314|XP_035910121.1|ASTE, LOC118511313|XP_035910120.1|ASTE
OG0000810	LOC119652580|XP_037912724.1|HILL	LOC118504299|XP_035894489.1|ASTE
OG0000811	LOC119659042|XP_037922871.1|HILL	LOC118511463|XP_035910457.1|ASTE
OG0000812	LOC119647943|XP_037905233.1|HILL	LOC118510520|XP_035908347.1|ASTE
OG0000813	LOC119649371|XP_037907416.1|HILL	LOC118514358|XP_035917073.1|ASTE
OG0000814	LOC119646163|XP_037902464.1|HILL, LOC119661727|XP_037927120.1|HILL, LOC119646661|XP_037903122.1|HILL, LOC119646655|XP_037903113.1|HILL, LOC119661251|XP_037926427.1|HILL, LOC119660561|XP_037925132.1|HILL	LOC118512011|XP_035911674.1|ASTE
OG0000815	LOC119661476|XP_037926767.1|HILL, LOC119652622|XP_037912797.1|HILL	LOC118512513|XP_035912925.1|ASTE
OG0000816	LOC119652594|XP_037912747.1|HILL, LOC119646619|XP_037903054.1|HILL	LOC118513340|XP_035914856.1|ASTE
OG0000818	LOC119653492|XP_037914048.1|HILL	LOC118504767|XP_035895590.1|ASTE
OG0000819	LOC119655961|XP_037918111.1|HILL	LOC118505231|XP_035896654.1|ASTE
OG0000820	LOC119654911|XP_037916472.1|HILL	LOC118503948|XP_035893722.1|ASTE
OG0000821	LOC119649066|XP_037906982.1|HILL	LOC118508179|XP_035903630.1|ASTE
OG0000830	LOC119657934|XP_037921050.1|HILL, LOC119652615|XP_037912781.1|HILL, LOC119651988|XP_037911831.1|HILL	LOC118507870|XP_035902970.1|ASTE, LOC118507868|XP_035902968.1|ASTE, LOC118507869|XP_035902969.1|ASTE
OG0000831	LOC119651526|XP_037911086.1|HILL, LOC119651216|XP_037910598.1|HILL	LOC118505182|XP_035896530.1|ASTE, LOC118505183|XP_035896531.1|ASTE, LOC118506541|XP_035899725.1|ASTE
OG0000832	LOC119646406|XP_037902778.1|HILL	LOC118507813|XP_035902776.1|ASTE
OG0000833	LOC119648899|XP_037906731.1|HILL	LOC118509033|XP_035904964.1|ASTE
OG0000833	LOC119653973|XP_037915063.1|HILL	LOC118514272|XP_035916906.1|ASTE, LOC118512940|XP_035914036.1|ASTE
OG0000834	LOC119650167|XP_037908642.1|HILL	LOC118513021|XP_035914191.1|ASTE
OG0000835	LOC119649256|XP_037907253.1|HILL	LOC118511903|XP_035911429.1|ASTE
OG0000836	LOC119651568|XP_037911131.1|HILL	LOC118512536|XP_035912997.1|ASTE
OG0000837	LOC119653598|XP_037914275.1|HILL	LOC118504361|XP_035894647.1|ASTE
OG0000838	LOC119656045|XP_037918241.1|HILL	LOC118507063|XP_035900934.1|ASTE
OG0000839	LOC119659633|XP_037923760.1|HILL	LOC118506969|XP_035900705.1|ASTE
OG0000840	LOC119646376|XP_037902743.1|HILL, LOC119660962|XP_037925935.1|HILL	LOC118514125|XP_035916603.1|ASTE
OG0000841	LOC119660163|XP_037924495.1|HILL	LOC118506289|XP_035899103.1|ASTE
OG0000842	LOC119653816|XP_037914775.1|HILL	LOC118503475|XP_035892667.1|ASTE
OG0000843	LOC119654815|XP_037916301.1|HILL	LOC118512372|XP_035912615.1|ASTE
OG0000844	LOC119653876|XP_037914916.1|HILL	LOC118503051|XP_035891779.1|ASTE
OG0000854	LOC119658525|XP_037921931.1|HILL, LOC119658527|XP_037921933.1|HILL	LOC118505768|XP_035897909.1|ASTE
OG0000855	LOC119657117|XP_037919806.1|HILL, LOC119658156|XP_037921351.1|HILL	LOC118506430|XP_035899436.1|ASTE
OG0000856	LOC119661011|XP_037926086.1|HILL	LOC118517387|XP_035919330.1|ASTE
OG0000857	LOC119657417|XP_037920242.1|HILL, LOC119658236|XP_037921441.1|HILL	LOC118512907|XP_035913931.1|ASTE, LOC118512913|XP_035913953.1|ASTE
OG0000858	LOC119651400|XP_037910915.1|HILL	LOC118502828|XP_035891395.1|ASTE, LOC118505410|XP_035897052.1|ASTE, LOC118505411|XP_035897053.1|ASTE
OG0000860	LOC119650458|XP_037909242.1|HILL	LOC118510209|XP_035907640.1|ASTE
OG0000861	LOC119660138|XP_037924469.1|HILL	LOC118511440|XP_035910432.1|ASTE, LOC118516310|XP_035918020.1|ASTE
OG0000862	LOC119647046|XP_037903730.1|HILL	LOC118510301|XP_035907820.1|ASTE
OG0000864	LOC119655864|XP_037917914.1|HILL	LOC118505094|XP_035896286.1|ASTE
OG0000865	LOC119660267|XP_037924654.1|HILL	LOC118510634|XP_035908571.1|ASTE
OG0000866	LOC119651344|XP_037910827.1|HILL	LOC118512498|XP_035912899.1|ASTE
OG0000867	LOC119661534|XP_037926842.1|HILL	LOC118511650|XP_035910878.1|ASTE
OG0000868	LOC119651020|XP_037910251.1|HILL	LOC118508503|XP_035904232.1|ASTE, LOC118511600|XP_035910774.1|ASTE
OG0000870	LOC119655994|XP_037918160.1|HILL	LOC118507300|XP_035901561.1|ASTE
OG0000870	LOC119648032|XP_037905385.1|HILL	LOC118517676|XP_035919967.1|ASTE, LOC118509095|XP_035905140.1|ASTE
OG0000871	LOC119655804|XP_037917831.1|HILL	LOC118508182|XP_035903632.1|ASTE, LOC118508160|XP_035903595.1|ASTE, LOC118508183|XP_035903633.1|ASTE, LOC118508387|XP_035904023.1|ASTE
OG0000872	LOC119653635|XP_037914344.1|HILL	LOC118503950|XP_035893728.1|ASTE
OG0000873	LOC119649384|XP_037907430.1|HILL	LOC118507145|XP_035901074.1|ASTE, LOC118507460|XP_035901845.1|ASTE, LOC118506271|XP_035899073.1|ASTE
OG0000874	LOC119653451|XP_037913986.1|HILL	LOC118503109|XP_035891939.1|ASTE
OG0000875	LOC119648335|XP_037905957.1|HILL	LOC118508404|XP_035904058.1|ASTE
OG0000882	LOC119657550|XP_037920431.1|HILL	LOC118517489|XP_035919578.1|ASTE
OG0000883	LOC119658367|XP_037921656.1|HILL	LOC118504614|XP_035895188.1|ASTE, LOC118506063|XP_035898609.1|ASTE
OG0000884	LOC119657713|XP_037920680.1|HILL	LOC118506119|XP_035898727.1|ASTE
OG0000886	LOC119655020|XP_037916622.1|HILL, LOC119655019|XP_037916619.1|HILL, LOC119661304|XP_037926521.1|HILL	LOC118517657|XP_035919898.1|ASTE
OG0000887	LOC119654667|XP_037916090.1|HILL, LOC119654834|XP_037916334.1|HILL	LOC118511357|XP_035910211.1|ASTE, LOC118516345|XP_035918050.1|ASTE, LOC118511356|XP_035910210.1|ASTE, LOC118516344|XP_035918049.1|ASTE, LOC118509257|XP_035905485.1|ASTE, LOC118509232|XP_035905433.1|ASTE, LOC118505610|XP_035897542.1|ASTE, LOC118505611|XP_035897544.1|ASTE
OG0000888	LOC119647432|XP_037904268.1|HILL	LOC118516418|XP_035918174.1|ASTE, LOC118509543|XP_035906181.1|ASTE
OG0000889	LOC119649708|XP_037907907.1|HILL	LOC118512813|XP_035913661.1|ASTE
OG0000890	LOC119647425|XP_037904258.1|HILL	LOC118511842|XP_035911278.1|ASTE, LOC118511843|XP_035911279.1|ASTE
OG0000891	LOC119651506|XP_037911062.1|HILL	LOC118513936|XP_035916207.1|ASTE
OG0000892	LOC119650186|XP_037908674.1|HILL	LOC118511588|XP_035910732.1|ASTE
