Orthogroup	HILL.longest_only	DMIR.longest_only
OG0000840	LOC119646376|XP_037902743.1|HILL, LOC119660962|XP_037925935.1|HILL	LOC108164574|XP_017155882.1|DMIR
OG0000841	LOC119660594|XP_037925196.1|HILL	LOC108157441|XP_017144984.1|DMIR
OG0000841	LOC119660163|XP_037924495.1|HILL	LOC108157024|XP_017144321.1|DMIR
OG0000842	LOC119653816|XP_037914775.1|HILL	LOC108158195|XP_017145903.1|DMIR, LOC108157095|XP_017144448.1|DMIR
OG0000843	LOC119654815|XP_037916301.1|HILL	LOC117191099|XP_033251953.1|DMIR, LOC117190358|XP_033251328.1|DMIR, LOC117190631|XP_033251567.1|DMIR, LOC117190630|XP_033251566.1|DMIR, LOC117190170|XP_033251123.1|DMIR, LOC117190355|XP_033251325.1|DMIR, LOC117190335|XP_033251306.1|DMIR, LOC117190332|XP_033251301.1|DMIR, LOC117190336|XP_033251307.1|DMIR, LOC117190337|XP_033251309.1|DMIR, LOC117191089|XP_033251943.1|DMIR, LOC117190328|XP_033251297.1|DMIR, LOC117190327|XP_033251293.1|DMIR, LOC117190333|XP_033251302.1|DMIR, LOC117190329|XP_033251298.1|DMIR, LOC117190331|XP_033251300.1|DMIR, LOC117190330|XP_033251299.1|DMIR, LOC117191632|XP_033252336.1|DMIR, LOC117187714|XP_033246349.1|DMIR, LOC117191634|XP_033252337.1|DMIR, LOC117190320|XP_033251286.1|DMIR, LOC117190334|XP_033251303.1|DMIR
OG0000844	LOC119653876|XP_037914916.1|HILL	LOC108160082|XP_017149343.1|DMIR, LOC108155080|XP_017141186.1|DMIR
OG0000846	LOC119651372|XP_037910875.1|HILL, LOC119652727|XP_037912953.1|HILL, LOC119654612|XP_037916012.1|HILL	LOC108157191|XP_017144609.1|DMIR
OG0000848	LOC119658671|XP_037922165.1|HILL	LOC108164018|XP_017155082.1|DMIR
OG0000849	LOC119647307|XP_037904149.1|HILL	LOC108162518|XP_017152787.1|DMIR, LOC108162594|XP_017152901.1|DMIR
OG0000850	LOC119653529|XP_037914170.1|HILL, LOC119646372|XP_037902736.1|HILL	LOC117191528|XP_033252260.1|DMIR, LOC108158566|XP_017146490.1|DMIR, LOC108158565|XP_017146488.1|DMIR
OG0000854	LOC119658525|XP_037921931.1|HILL	LOC108160280|XP_017149655.1|DMIR
OG0000854	LOC119658527|XP_037921933.1|HILL	LOC108160260|XP_017149621.1|DMIR
OG0000855	LOC119657117|XP_037919806.1|HILL, LOC119658156|XP_037921351.1|HILL	LOC108150977|XP_017134808.1|DMIR, LOC108154293|XP_017140033.1|DMIR
OG0000856	LOC119661011|XP_037926086.1|HILL	LOC108152869|XP_017137987.1|DMIR
OG0000857	LOC119657417|XP_037920242.1|HILL, LOC119658236|XP_037921441.1|HILL	LOC108162242|XP_017152371.1|DMIR
OG0000858	LOC119651400|XP_037910915.1|HILL	LOC108154170|XP_033244277.1|DMIR
OG0000860	LOC119650458|XP_037909242.1|HILL	LOC108151523|XP_017135662.1|DMIR, LOC108151758|XP_017136088.1|DMIR
OG0000861	LOC119660138|XP_037924469.1|HILL	LOC108158687|XP_017146709.1|DMIR, LOC117194131|XP_033254669.1|DMIR, LOC108158683|XP_017146704.1|DMIR, LOC117194128|XP_033254665.1|DMIR, LOC117193108|XP_033253720.1|DMIR
OG0000862	LOC119647046|XP_037903730.1|HILL	LOC117192274|XP_033252821.1|DMIR, LOC108158863|XP_017147085.1|DMIR, LOC108163211|XP_017153855.1|DMIR
OG0000864	LOC119655864|XP_037917914.1|HILL	LOC108152880|XP_017138002.1|DMIR
OG0000865	LOC119660267|XP_037924654.1|HILL	LOC108163908|XP_017154925.1|DMIR, LOC108156918|XP_017144154.1|DMIR
OG0000866	LOC119651344|XP_037910827.1|HILL	LOC117188611|XP_033248498.1|DMIR, LOC108161761|XP_033248503.1|DMIR
OG0000867	LOC119661534|XP_037926842.1|HILL	LOC108163864|XP_017154869.1|DMIR
OG0000868	LOC119651020|XP_037910251.1|HILL	LOC108164990|XP_017156505.1|DMIR, LOC108163639|XP_017154539.1|DMIR, LOC108163345|XP_017154074.1|DMIR, LOC108157316|XP_017144814.1|DMIR, LOC108162651|XP_017152977.1|DMIR
OG0000869	LOC119659879|XP_037924126.1|HILL	LOC108157765|XP_017145436.1|DMIR
OG0000870	LOC119655994|XP_037918160.1|HILL	LOC117191037|XP_033251898.1|DMIR, LOC108160499|XP_017150025.1|DMIR
OG0000871	LOC119655804|XP_037917831.1|HILL	LOC108159137|XP_017147620.2|DMIR, LOC117188403|XP_033248129.1|DMIR
OG0000872	LOC119653635|XP_037914344.1|HILL	LOC108158750|XP_017146849.1|DMIR
OG0000873	LOC119649384|XP_037907430.1|HILL	LOC108152656|XP_017137639.1|DMIR
OG0000874	LOC119653451|XP_037913986.1|HILL	LOC108165187|XP_017156746.1|DMIR, LOC117193456|XP_033254103.1|DMIR, LOC108160532|XP_017150083.1|DMIR
OG0000875	LOC119648335|XP_037905957.1|HILL	LOC108153984|XP_033246109.1|DMIR, LOC108153332|XP_017138738.1|DMIR
OG0000877	LOC119647632|XP_037904617.1|HILL, LOC119648809|XP_037906587.1|HILL	LOC108151444|XP_017135545.1|DMIR, LOC108165148|XP_017156704.1|DMIR
OG0000878	LOC119654988|XP_037916580.1|HILL	LOC117188132|XP_033247376.1|DMIR, LOC117188133|XP_033247377.1|DMIR, LOC108160693|XP_033252287.1|DMIR, LOC117188131|XP_033247374.1|DMIR
OG0000879	LOC119655355|XP_037917134.1|HILL	LOC117190299|XP_033251273.1|DMIR, LOC117190298|XP_033251272.1|DMIR, LOC117190297|XP_033251271.1|DMIR, LOC117190300|XP_033251274.1|DMIR, LOC117190301|XP_033251276.1|DMIR, LOC117190292|XP_033251265.1|DMIR, LOC117190290|XP_033251263.1|DMIR, LOC117190288|XP_033251261.1|DMIR, LOC117190284|XP_033251256.1|DMIR, LOC117190285|XP_033251257.1|DMIR, LOC117190283|XP_033251255.1|DMIR, LOC117190295|XP_033251268.1|DMIR, LOC117190294|XP_033251267.1|DMIR, LOC117190287|XP_033251260.1|DMIR, LOC117190291|XP_033251264.1|DMIR, LOC117190286|XP_033251259.1|DMIR, LOC117190289|XP_033251262.1|DMIR, LOC117190269|XP_033251223.1|DMIR, LOC117190270|XP_033251228.1|DMIR, LOC108159433|XP_033251231.1|DMIR, LOC117190239|XP_033251180.1|DMIR, LOC117188243|XP_033247685.1|DMIR, LOC108159435|XP_033247671.1|DMIR, LOC117190282|XP_033251254.1|DMIR, LOC117190278|XP_033251247.1|DMIR, LOC117190280|XP_033251252.1|DMIR, LOC117191693|XP_033252382.1|DMIR, LOC117188217|XP_033247608.1|DMIR, LOC117188262|XP_033247712.1|DMIR, LOC117190279|XP_033251251.1|DMIR, LOC117190281|XP_033251253.1|DMIR
OG0000880	LOC119646237|XP_037902555.1|HILL, LOC119661511|XP_037926810.1|HILL, LOC119647788|XP_037904907.1|HILL	LOC108152240|XP_017136928.1|DMIR, LOC108152817|XP_017137894.1|DMIR
OG0000882	LOC119657550|XP_037920431.1|HILL	LOC108160058|XP_017149297.1|DMIR, LOC108161883|XP_033250029.1|DMIR
OG0000883	LOC119658367|XP_037921656.1|HILL	LOC108150812|XP_017134609.1|DMIR
OG0000884	LOC119657713|XP_037920680.1|HILL	LOC117188641|XP_033248686.1|DMIR, LOC108163482|XP_017154278.2|DMIR, LOC117188639|XP_033248684.1|DMIR, LOC108159126|XP_017147604.1|DMIR
OG0000886	LOC119650614|XP_037909425.1|HILL	LOC108155876|XP_017142488.1|DMIR
OG0000887	LOC119654667|XP_037916090.1|HILL, LOC119654834|XP_037916334.1|HILL	LOC108165075|XP_017156615.1|DMIR
OG0000888	LOC119647432|XP_037904268.1|HILL	LOC117186617|XP_033243514.1|DMIR, LOC108152097|XP_017136636.2|DMIR
OG0000889	LOC119649708|XP_037907907.1|HILL	LOC108152556|XP_017137466.1|DMIR
OG0000890	LOC119647425|XP_037904258.1|HILL	LOC117185730|XP_033246507.1|DMIR, LOC108160187|XP_017149506.2|DMIR, LOC108154032|XP_033244735.1|DMIR, LOC117187064|XP_033244734.1|DMIR, LOC117186398|XP_033243030.1|DMIR, LOC117186473|XP_033243235.1|DMIR, LOC117186408|XP_033243056.1|DMIR, LOC117186389|XP_033243015.1|DMIR, LOC108163228|XP_017153873.1|DMIR
OG0000891	LOC119651506|XP_037911062.1|HILL	LOC108163385|XP_017154128.1|DMIR
OG0000892	LOC119650186|XP_037908674.1|HILL	LOC108152201|XP_017136849.1|DMIR, LOC108152050|XP_017136541.1|DMIR
OG0000893	LOC119661300|XP_037926517.1|HILL	LOC108153859|XP_017139447.1|DMIR
OG0000894	LOC119659992|XP_037924292.1|HILL	LOC108156893|XP_017144122.1|DMIR, LOC108156892|XP_017144119.1|DMIR, LOC108156884|XP_017144108.1|DMIR
OG0000895	LOC119655493|XP_037917323.1|HILL	LOC108159148|XP_017147634.2|DMIR, LOC108159147|XP_017147633.1|DMIR
OG0000896	LOC119655524|XP_037917362.1|HILL	LOC117185727|XP_033247630.1|DMIR, LOC108157972|XP_033252695.1|DMIR, LOC108156265|XP_017143123.1|DMIR
OG0000899	LOC119659559|XP_037923636.1|HILL	LOC108157561|XP_017145166.1|DMIR
OG0000907	LOC119657822|XP_037920864.1|HILL	LOC117191628|XP_033252332.1|DMIR, LOC117191629|XP_033252333.1|DMIR, LOC117191626|XP_033252331.1|DMIR, LOC117191630|XP_033252334.1|DMIR, LOC117191631|XP_033252335.1|DMIR, LOC117187719|XP_033246358.1|DMIR, LOC117190340|XP_033251312.1|DMIR, LOC117190343|XP_033251314.1|DMIR, LOC117190629|XP_033251565.1|DMIR, LOC117189528|XP_033250560.1|DMIR, LOC117190628|XP_033251564.1|DMIR, LOC117191098|XP_033251952.1|DMIR, LOC117190169|XP_033251122.1|DMIR, LOC117190348|XP_033251320.1|DMIR, LOC117190342|XP_033251313.1|DMIR, LOC117190352|XP_033251323.1|DMIR, LOC117190344|XP_033251315.1|DMIR, LOC117190346|XP_033251318.1|DMIR, LOC117190347|XP_033251319.1|DMIR, LOC117190345|XP_033251316.1|DMIR, LOC117190350|XP_033251322.1|DMIR, LOC117190349|XP_033251321.1|DMIR
OG0000909	LOC119657311|XP_037920098.1|HILL	LOC117188014|XP_033247036.1|DMIR, LOC108164962|XP_017156460.1|DMIR, LOC108157387|XP_017144912.1|DMIR, LOC117188275|XP_033247725.1|DMIR, LOC117188015|XP_033247042.1|DMIR, LOC117188925|XP_033249448.1|DMIR, LOC117188272|XP_033247720.1|DMIR
OG0000910	LOC119647744|XP_037904787.1|HILL	LOC108158469|XP_017146252.1|DMIR
OG0000911	LOC119659735|XP_037923922.1|HILL	LOC117188192|XP_033247563.1|DMIR, LOC117188202|XP_033247578.1|DMIR, LOC117188206|XP_033247585.1|DMIR, LOC108160576|XP_033247584.1|DMIR, LOC117188193|XP_033247564.1|DMIR, LOC117187404|XP_033245897.1|DMIR, LOC108158058|XP_033247456.1|DMIR, LOC117188050|XP_033247157.1|DMIR, LOC117188212|XP_033247594.1|DMIR, LOC117188211|XP_033247593.1|DMIR, LOC117188189|XP_033247560.1|DMIR, LOC117194106|XP_033254637.1|DMIR, LOC117194107|XP_033254638.1|DMIR, LOC117194105|XP_033254636.1|DMIR, LOC117194118|XP_033254652.1|DMIR, LOC117194108|XP_033254641.1|DMIR, LOC108155394|XP_033254654.1|DMIR, LOC117194119|XP_033254653.1|DMIR, LOC117194109|XP_033254642.1|DMIR
OG0000912	LOC119649903|XP_037908223.1|HILL, LOC119648205|XP_037905735.1|HILL	LOC108153104|XP_017138376.1|DMIR
OG0000913	LOC119648598|XP_037906296.1|HILL	LOC108151512|XP_017135645.1|DMIR
OG0000913	LOC119649914|XP_037908241.1|HILL	LOC108151510|XP_017135644.1|DMIR
OG0000914	LOC119659280|XP_037923220.1|HILL	LOC108160970|XP_017150757.2|DMIR, LOC117188428|XP_033248198.1|DMIR
OG0000915	LOC119661273|XP_037926469.1|HILL	LOC108160172|XP_017149485.1|DMIR, LOC117191242|XP_033252050.1|DMIR
OG0000916	LOC119649969|XP_037908336.1|HILL	LOC108163426|XP_033248996.1|DMIR
OG0000917	LOC119653264|XP_037913804.1|HILL	LOC108156937|XP_033245053.1|DMIR, LOC108162455|XP_033249421.1|DMIR
OG0000918	LOC119661271|XP_037926460.1|HILL	LOC108163084|XP_017153652.1|DMIR
OG0000920	LOC119655503|XP_037917334.1|HILL	LOC108165043|XP_017156570.1|DMIR
OG0000921	LOC119646868|XP_037903420.1|HILL	LOC117186269|XP_033242682.1|DMIR, LOC108151703|XP_033242034.1|DMIR
OG0000922	LOC119648848|XP_037906650.1|HILL, LOC119648849|XP_037906654.1|HILL	LOC108152685|XP_017137673.1|DMIR
OG0000923	LOC119659268|XP_037923196.1|HILL	LOC108155715|XP_017142201.1|DMIR
OG0000924	LOC119653921|XP_037915008.1|HILL	LOC117186525|XP_033243335.1|DMIR, LOC117186531|XP_033243346.1|DMIR, LOC117186528|XP_033243343.1|DMIR, LOC117186539|XP_033243357.1|DMIR, LOC117186745|XP_033243837.1|DMIR, LOC117186534|XP_033243349.1|DMIR, LOC117186533|XP_033243348.1|DMIR, LOC117186532|XP_033243347.1|DMIR, LOC117186542|XP_033243361.1|DMIR, LOC117186535|XP_033243352.1|DMIR, LOC117186536|XP_033243353.1|DMIR, LOC117195294|XP_033255792.1|DMIR, LOC117186537|XP_033243355.1|DMIR, LOC117186530|XP_033243345.1|DMIR, LOC117186529|XP_033243344.1|DMIR, LOC117186541|XP_033243360.1|DMIR, LOC117186540|XP_033243358.1|DMIR, LOC117186538|XP_033243356.1|DMIR, LOC108153145|XP_033243286.1|DMIR
OG0000925	LOC119654032|XP_037915122.1|HILL, LOC119654830|XP_037916325.1|HILL	LOC108156033|XP_017142774.1|DMIR
OG0000926	LOC119659217|XP_037923118.1|HILL	LOC108154229|XP_017139945.1|DMIR, LOC108154420|XP_017140178.1|DMIR
OG0000931	LOC119650289|XP_037908847.1|HILL	LOC108159382|XP_017148102.1|DMIR, LOC117190898|XP_033251795.1|DMIR, LOC108164077|XP_017155150.1|DMIR
OG0000935	LOC119652079|XP_037911945.1|HILL	LOC108155300|XP_017141504.2|DMIR
OG0000936	LOC119658888|XP_037922606.1|HILL	LOC117187223|XP_033245321.1|DMIR, LOC108152145|XP_017136749.1|DMIR
OG0000937	LOC119657145|XP_037919850.1|HILL, LOC119657808|XP_037920833.1|HILL, LOC119658309|XP_037921544.1|HILL, LOC119658006|XP_037921155.1|HILL, LOC119657604|XP_037920530.1|HILL, LOC119649299|XP_037907321.1|HILL, LOC119649212|XP_037907197.1|HILL	LOC108157203|XP_017144624.1|DMIR
OG0000938	LOC119657122|XP_037919814.1|HILL	LOC108164361|XP_017155475.1|DMIR
OG0000939	LOC119661716|XP_037927099.1|HILL	LOC108163156|XP_017153762.2|DMIR, LOC117185883|XP_033249325.1|DMIR
OG0000940	LOC119656570|XP_037918885.1|HILL	LOC108153229|XP_017138551.1|DMIR
OG0000941	LOC119657198|XP_037919932.1|HILL	LOC108159334|XP_017148024.1|DMIR
OG0000942	LOC119648309|XP_037905916.1|HILL	LOC108152313|XP_017137035.1|DMIR
OG0000943	LOC119661204|XP_037926354.1|HILL	LOC108160030|XP_017149258.1|DMIR, LOC117190065|XP_033251037.1|DMIR
OG0000943	LOC119661205|XP_037926357.1|HILL	LOC108159380|XP_017148097.1|DMIR
OG0000944	LOC119660771|XP_037925462.1|HILL	LOC108164647|XP_017155986.1|DMIR
OG0000945	LOC119661753|XP_037927151.1|HILL	LOC108152464|XP_017137321.1|DMIR
OG0000946	LOC119661296|XP_037926510.1|HILL	LOC108163484|XP_017154282.1|DMIR
OG0000947	LOC119659221|XP_037923125.1|HILL	LOC108160478|XP_017149987.1|DMIR, LOC117189835|XP_033250789.1|DMIR
OG0000948	LOC119650053|XP_037908470.1|HILL	LOC117186253|XP_033242659.1|DMIR, LOC108151885|XP_033242660.1|DMIR, LOC108151887|XP_033242658.1|DMIR, LOC117186254|XP_033242662.1|DMIR, LOC117186252|XP_033242657.1|DMIR, LOC108151884|XP_033242654.1|DMIR, LOC117186250|XP_033242655.1|DMIR, LOC117186317|XP_033242837.1|DMIR, LOC117186251|XP_033242656.1|DMIR
OG0000949	LOC119655964|XP_037918123.1|HILL	LOC108155578|XP_017141973.1|DMIR, LOC108155592|XP_017142002.1|DMIR
OG0000950	LOC119656859|XP_037919440.1|HILL	LOC108152594|XP_017137542.1|DMIR, LOC108154333|XP_017140084.1|DMIR
OG0000951	LOC119660211|XP_037924573.1|HILL	LOC117191277|XP_033252078.1|DMIR, LOC108155628|XP_017142048.1|DMIR, LOC117191967|XP_033252600.1|DMIR, LOC108161568|XP_017151346.2|DMIR
OG0000952	LOC119647108|XP_037903814.1|HILL	LOC108162292|XP_017152442.1|DMIR
OG0000953	LOC119648629|XP_037906326.1|HILL, LOC119658161|XP_037921358.1|HILL, LOC119648585|XP_037906284.1|HILL	LOC117190756|XP_033251710.1|DMIR, LOC117190263|XP_033251211.1|DMIR
OG0000957	LOC119649988|XP_037908370.1|HILL	LOC117191432|XP_033252192.1|DMIR, LOC108157987|XP_017145621.1|DMIR, LOC108157986|XP_017145620.1|DMIR, LOC117191433|XP_033252193.1|DMIR
OG0000960	LOC119651998|XP_037911850.1|HILL, LOC119652437|XP_037912507.1|HILL, LOC119652292|XP_037912217.1|HILL, LOC119652421|XP_037912472.1|HILL	LOC108165256|XP_017156782.1|DMIR
OG0000963	LOC119658492|XP_037921883.1|HILL, LOC119657269|XP_037920030.1|HILL	LOC108165112|XP_017156660.1|DMIR
OG0000964	LOC119660339|XP_037924753.1|HILL	LOC117191441|XP_033252198.1|DMIR, LOC117190486|XP_033251444.1|DMIR, LOC117191998|XP_033252613.1|DMIR, LOC108161245|XP_017150989.1|DMIR
OG0000965	LOC119657119|XP_037919807.1|HILL	LOC117187003|XP_033244446.1|DMIR, LOC117187013|XP_033244505.1|DMIR, LOC117187426|XP_033245975.1|DMIR, LOC117187419|XP_033245965.1|DMIR, LOC117187427|XP_033245976.1|DMIR, LOC117187423|XP_033245971.1|DMIR, LOC117187049|XP_033244666.1|DMIR, LOC117187033|XP_033244601.1|DMIR, LOC117187005|XP_033244454.1|DMIR, LOC117186984|XP_033244352.1|DMIR, LOC117187001|XP_033244441.1|DMIR, LOC108164947|XP_017156425.2|DMIR
OG0000966	LOC119659817|XP_037924028.1|HILL	LOC108157490|XP_017145076.1|DMIR
OG0000968	LOC119650278|XP_037908831.1|HILL, LOC119648563|XP_037906261.1|HILL, LOC119648564|XP_037906262.1|HILL, LOC119648565|XP_037906263.1|HILL, LOC119649022|XP_037906905.1|HILL, LOC119650083|XP_037908515.1|HILL, LOC119649837|XP_037908109.1|HILL, LOC119650193|XP_037908687.1|HILL	LOC108151665|XP_017135893.1|DMIR
OG0000969	LOC119655293|XP_037917046.1|HILL	LOC117193545|XP_033254181.1|DMIR, LOC108158362|XP_017146105.1|DMIR
OG0000970	LOC119660558|XP_037925126.1|HILL	LOC108154284|XP_017140027.1|DMIR, LOC108154274|XP_017140016.1|DMIR, LOC108156262|XP_017143114.1|DMIR
OG0000971	LOC119646696|XP_037903188.1|HILL	LOC108164143|XP_017155236.1|DMIR
OG0000972	LOC119655462|XP_037917295.1|HILL	LOC108151938|XP_017136357.1|DMIR
OG0000975	LOC119659274|XP_037923207.1|HILL	LOC108154784|XP_017140660.1|DMIR, LOC108155522|XP_017141858.1|DMIR
OG0000976	LOC119659502|XP_037923556.1|HILL	LOC108154943|XP_017140929.2|DMIR, LOC117187205|XP_033245262.1|DMIR
OG0000977	LOC119658812|XP_037922463.1|HILL	LOC108154819|XP_017140708.1|DMIR, LOC108154818|XP_017140707.1|DMIR
OG0000978	LOC119659555|XP_037923632.1|HILL	LOC108154967|XP_017140970.1|DMIR
OG0000981	LOC119660927|XP_037925836.1|HILL	LOC108163919|XP_033249068.1|DMIR
OG0000988	LOC119656493|XP_037918752.1|HILL	LOC108162923|XP_017153394.1|DMIR
OG0000990	LOC119658075|XP_037921263.1|HILL	LOC117190487|XP_033251445.1|DMIR, LOC108152683|XP_017137675.1|DMIR
OG0000991	LOC119656681|XP_037919092.1|HILL	LOC108159144|XP_017147632.1|DMIR
OG0000992	LOC119646600|XP_037903022.1|HILL	LOC108157393|XP_033245963.1|DMIR
OG0000993	LOC119650867|XP_037909956.1|HILL	LOC108154921|XP_017140869.1|DMIR, LOC108154919|XP_017140867.1|DMIR
OG0000994	LOC119658292|XP_037921515.1|HILL	LOC108165057|XP_017156591.1|DMIR
OG0000995	LOC119658915|XP_037922663.1|HILL	LOC108163937|XP_017154961.2|DMIR
OG0000996	LOC119646992|XP_037903636.1|HILL	LOC108160227|XP_017149568.1|DMIR
OG0000997	LOC119661765|XP_037927163.1|HILL	LOC108160787|XP_017150483.2|DMIR, LOC117190405|XP_033251374.1|DMIR, LOC117187782|XP_033246511.1|DMIR
OG0000998	LOC119647895|XP_037905126.1|HILL, LOC119647894|XP_037905121.1|HILL	LOC108151389|XP_017135454.1|DMIR
OG0000999	LOC119653389|XP_037913868.1|HILL	LOC108155745|XP_017142259.1|DMIR
OG0001000	LOC119661572|XP_037926898.1|HILL	LOC117188052|XP_033247167.1|DMIR, LOC117190773|XP_033251724.1|DMIR
OG0001001	LOC119661125|XP_037926250.1|HILL	LOC117192545|XP_033253132.1|DMIR, LOC108160074|XP_017149319.1|DMIR
OG0001002	LOC119654243|XP_037915413.1|HILL	LOC108162981|XP_017153476.1|DMIR
OG0001003	LOC119658682|XP_037922174.1|HILL	LOC108154975|XP_017140984.1|DMIR
OG0001004	LOC119660421|XP_037924896.1|HILL	LOC108155115|XP_017141243.1|DMIR
OG0001005	LOC119653619|XP_037914316.1|HILL	LOC108158674|XP_017146682.1|DMIR
OG0001006	LOC119649453|XP_037907535.1|HILL	LOC108151405|XP_017135482.1|DMIR
OG0001007	LOC119656271|XP_037918622.1|HILL	LOC117185760|XP_017148353.1|DMIR, LOC108159506|XP_017148352.2|DMIR
OG0001008	LOC119655408|XP_037917219.1|HILL	LOC108164832|XP_017156243.1|DMIR
OG0001009	LOC119656127|XP_037918388.1|HILL	LOC108155068|XP_017141144.1|DMIR, LOC108155777|XP_033245461.1|DMIR
OG0001013	LOC119650229|XP_037908736.1|HILL	LOC108152768|XP_017137832.1|DMIR, LOC108165547|XP_017157112.1|DMIR
OG0001014	LOC119655082|XP_037916710.1|HILL	LOC108151720|XP_017135985.1|DMIR, LOC108151550|XP_017135704.1|DMIR
OG0001019	LOC119657389|XP_037920202.1|HILL	LOC108157038|XP_017144341.1|DMIR
OG0001020	LOC119657985|XP_037921129.1|HILL, LOC119657205|XP_037919940.1|HILL, LOC119657634|XP_037920567.1|HILL	LOC108164937|XP_017156415.1|DMIR
OG0001021	LOC119651094|XP_037910375.1|HILL	LOC108163627|XP_017154516.1|DMIR
OG0001022	LOC119658389|XP_037921700.1|HILL	LOC117186231|XP_033242563.1|DMIR
OG0001024	LOC119659862|XP_037924098.1|HILL, LOC119660009|XP_037924314.1|HILL	LOC108156052|XP_017142814.1|DMIR
OG0001025	LOC119649739|XP_037907949.1|HILL	LOC108151123|XP_017135032.1|DMIR
OG0001026	LOC119655498|XP_037917331.1|HILL	LOC108158200|XP_017145912.1|DMIR, LOC117191865|XP_033252522.1|DMIR
OG0001027	LOC119648947|XP_037906790.1|HILL, LOC119647827|XP_037904993.1|HILL	LOC108152654|XP_017137637.1|DMIR
OG0001028	LOC119649985|XP_037908355.1|HILL	LOC108164203|XP_017155322.1|DMIR
OG0001029	LOC119654282|XP_037915492.1|HILL, LOC119651816|XP_037911534.1|HILL, LOC119648751|XP_037906502.1|HILL, LOC119648440|XP_037906122.1|HILL	LOC117189624|XP_033250634.1|DMIR, LOC108158632|XP_017146601.1|DMIR
OG0001031	LOC119650960|XP_037910134.1|HILL	LOC108161349|XP_033249163.1|DMIR
OG0001032	LOC119653033|XP_037913407.1|HILL	LOC108161911|XP_017151807.1|DMIR
OG0001033	LOC119656017|XP_037918195.1|HILL	LOC108163110|XP_017153694.1|DMIR, LOC117188476|XP_033248288.1|DMIR, LOC108158001|XP_017145636.2|DMIR
OG0001034	LOC119650231|XP_037908738.1|HILL	LOC108163659|XP_033249196.1|DMIR, LOC108153130|XP_017138408.1|DMIR
OG0001042	LOC119646639|XP_037903080.1|HILL	LOC108154264|XP_017139989.1|DMIR
OG0001043	LOC119658007|XP_037921157.1|HILL	LOC108164201|XP_017155320.1|DMIR
OG0001044	LOC119647224|XP_037903984.1|HILL	LOC108160001|XP_017149214.1|DMIR
OG0001045	LOC119652268|XP_037912181.1|HILL	LOC108160800|XP_017150507.1|DMIR, LOC117193810|XP_033254415.1|DMIR
OG0001046	LOC119654795|XP_037916272.1|HILL	LOC117193070|XP_033253693.1|DMIR, LOC108159806|XP_017148865.1|DMIR
OG0001047	LOC119657541|XP_037920411.1|HILL	LOC117191409|XP_033252177.1|DMIR, LOC117190924|XP_033251815.1|DMIR, LOC108159473|XP_017148285.1|DMIR, LOC117188102|XP_033247332.1|DMIR, LOC117188107|XP_033247337.1|DMIR
OG0001048	LOC119647179|XP_037903915.1|HILL	LOC117193002|XP_033253619.1|DMIR, LOC108160521|XP_017150066.1|DMIR
OG0001049	LOC119647474|XP_037904341.1|HILL	LOC108161310|XP_017151020.1|DMIR, LOC108152602|XP_017137549.1|DMIR
OG0001050	LOC119647631|XP_037904616.1|HILL	LOC108157607|XP_033245713.1|DMIR, LOC108157606|XP_017145223.2|DMIR, LOC117187276|XP_033245508.1|DMIR, LOC108151347|XP_017135390.1|DMIR, LOC108161248|XP_017150960.2|DMIR
OG0001051	LOC119652144|XP_037912013.1|HILL, LOC119652142|XP_037912011.1|HILL, LOC119652143|XP_037912012.1|HILL	LOC108162247|XP_017152383.1|DMIR
OG0001052	LOC119646181|XP_037902491.1|HILL	LOC108163367|XP_017154107.1|DMIR
OG0001053	LOC119655659|XP_037917572.1|HILL	LOC117190646|XP_033251582.1|DMIR, LOC108164587|XP_033251578.1|DMIR, LOC117187196|XP_033245228.1|DMIR, LOC117187199|XP_033245232.1|DMIR, LOC117187200|XP_033245235.1|DMIR, LOC117187195|XP_033245224.1|DMIR
OG0001054	LOC119660306|XP_037924708.1|HILL	LOC108156657|XP_017143759.1|DMIR, LOC108156655|XP_017143758.1|DMIR
OG0001056	LOC119655097|XP_037916740.1|HILL	LOC117186381|XP_033242994.1|DMIR
OG0001057	LOC119653748|XP_037914605.1|HILL	LOC108163578|XP_017154437.1|DMIR, LOC108163579|XP_017154438.1|DMIR
OG0001058	LOC119653471|XP_037914017.1|HILL	LOC108153231|XP_017138555.1|DMIR
OG0001059	LOC119647686|XP_037904696.1|HILL	LOC108150981|XP_017134810.1|DMIR
OG0001060	LOC119657290|XP_037920065.1|HILL	LOC117189014|XP_033249756.1|DMIR, LOC117186009|XP_033241933.1|DMIR, LOC117189046|XP_033249832.1|DMIR, LOC117187150|XP_033245100.1|DMIR, LOC117187148|XP_033245095.1|DMIR, LOC108164965|XP_017156467.1|DMIR, LOC117189016|XP_033249771.1|DMIR, LOC117186012|XP_033241935.1|DMIR, LOC117186018|XP_033241941.1|DMIR, LOC117187151|XP_033245107.1|DMIR, LOC108155144|XP_017141287.1|DMIR
OG0001061	LOC119649749|XP_037907966.1|HILL	LOC108154011|XP_017139593.1|DMIR, LOC108154012|XP_017139595.1|DMIR
OG0001072	LOC119653742|XP_037914594.1|HILL	LOC108153406|XP_017138889.1|DMIR
