Orthogroup	HILL.longest_only	CPIP.longest_only
OG0001767	LOC119647214|XP_037903968.1|HILL	LOC120416612|XP_039434345.1|CPIP
OG0001768	LOC119654969|XP_037916560.1|HILL	LOC120415684|XP_039433202.1|CPIP
OG0001769	LOC119652173|XP_037912046.1|HILL, LOC119658289|XP_037921511.1|HILL	LOC120423676|XP_039443501.1|CPIP
OG0001770	LOC119647062|XP_037903747.1|HILL	LOC120424085|XP_039444033.1|CPIP, LOC120424104|XP_039444049.1|CPIP, LOC120424087|XP_039444036.1|CPIP
OG0001771	LOC119651116|XP_037910422.1|HILL	LOC120420598|XP_039439606.1|CPIP
OG0001772	LOC119646829|XP_037903376.1|HILL, LOC119661431|XP_037926704.1|HILL	LOC120430583|XP_039451623.1|CPIP, LOC120428020|XP_039448927.1|CPIP
OG0001774	LOC119647111|XP_037903818.1|HILL	LOC120413132|XP_039429770.1|CPIP
OG0001775	LOC119661681|XP_037927047.1|HILL, LOC119660710|XP_037925273.1|HILL	LOC120413130|XP_039429769.1|CPIP
OG0001776	LOC119651493|XP_037911035.1|HILL	LOC120418945|XP_039437417.1|CPIP
OG0001777	LOC119650180|XP_037908664.1|HILL	LOC120428102|XP_039449019.1|CPIP, LOC120430713|XP_039451756.1|CPIP
OG0001778	LOC119653702|XP_037914504.1|HILL	LOC120413896|XP_039430808.1|CPIP, LOC120420538|XP_039439544.1|CPIP
OG0001779	LOC119651725|XP_037911377.1|HILL	LOC120418428|XP_039436740.1|CPIP, LOC120418404|XP_039436714.1|CPIP
OG0001780	LOC119646630|XP_037903066.1|HILL	LOC120419389|XP_039437995.1|CPIP
OG0001781	LOC119653022|XP_037913393.1|HILL	LOC120428163|XP_039449081.1|CPIP
OG0001782	LOC119652414|XP_037912459.1|HILL	LOC120429265|XP_039450416.1|CPIP, LOC120430898|XP_039451955.1|CPIP
OG0001783	LOC119652306|XP_037912244.1|HILL	LOC120418978|XP_039437459.1|CPIP, LOC120425191|XP_039445556.1|CPIP
OG0001784	LOC119646844|XP_037903394.1|HILL	LOC120412843|XP_039429400.1|CPIP, LOC120425334|XP_039445750.1|CPIP
OG0001785	LOC119646632|XP_037903070.1|HILL, LOC119646635|XP_037903076.1|HILL	LOC120423126|XP_039442738.1|CPIP
OG0001786	LOC119646394|XP_037902766.1|HILL	LOC120427328|XP_039448112.1|CPIP
OG0001787	LOC119646256|XP_037902584.1|HILL	LOC120420887|XP_039439942.1|CPIP
OG0001788	LOC119657844|XP_037920894.1|HILL	LOC120419886|XP_039438686.1|CPIP
OG0001789	LOC119648971|XP_037906821.1|HILL	LOC120429675|XP_039450640.1|CPIP
OG0001790	LOC119646437|XP_037902816.1|HILL	LOC120419462|XP_039438080.1|CPIP
OG0001791	LOC119650337|XP_037908927.1|HILL	LOC120412953|XP_039429527.1|CPIP, LOC120432422|XP_039453558.1|CPIP
OG0001792	LOC119646135|XP_037902415.1|HILL	LOC120429790|XP_039450784.1|CPIP, LOC120431590|XP_039452630.1|CPIP
OG0001793	LOC119647243|XP_037904036.1|HILL	LOC120432464|XP_039453626.1|CPIP
OG0001794	LOC119647312|XP_037904158.1|HILL	LOC120417688|XP_039435762.1|CPIP, LOC120412468|XP_039428878.1|CPIP
OG0001796	LOC119653944|XP_037915033.1|HILL, LOC119653943|XP_037915032.1|HILL	LOC120425782|XP_039446327.1|CPIP
OG0001797	LOC119661047|XP_037926168.1|HILL	LOC120421442|XP_039440582.1|CPIP, LOC120421439|XP_039440580.1|CPIP
OG0001798	LOC119655793|XP_037917815.1|HILL, LOC119655542|XP_037917386.1|HILL	LOC120418692|XP_039437093.1|CPIP
OG0001800	LOC119647110|XP_037903816.1|HILL	LOC120413669|XP_039430529.1|CPIP
OG0001801	LOC119649603|XP_037907747.1|HILL	LOC120426324|XP_039447018.1|CPIP
OG0001802	LOC119660149|XP_037924477.1|HILL	LOC120417646|XP_039435698.1|CPIP
OG0001803	LOC119659364|XP_037923344.1|HILL	LOC120432192|XP_039453269.1|CPIP
OG0001804	LOC119659141|XP_037923003.1|HILL	LOC120419224|XP_039437816.1|CPIP
OG0001805	LOC119648083|XP_037905500.1|HILL	LOC120420953|XP_039440022.1|CPIP
OG0001806	LOC119658939|XP_037922721.1|HILL	LOC120413925|XP_039430841.1|CPIP
OG0001808	LOC119658693|XP_037922207.1|HILL, LOC119658694|XP_037922210.1|HILL, LOC119660576|XP_037925157.1|HILL	LOC120413020|XP_039429619.1|CPIP
OG0001809	LOC119660235|XP_037924611.1|HILL	LOC120424387|XP_039444421.1|CPIP
OG0001810	LOC119648878|XP_037906698.1|HILL	LOC120416840|XP_039434663.1|CPIP, LOC120421221|XP_039440360.1|CPIP
OG0001811	LOC119656076|XP_037918285.1|HILL	LOC120422717|XP_039442178.1|CPIP
OG0001812	LOC119651076|XP_037910345.1|HILL	LOC120422747|XP_039442224.1|CPIP, LOC120418264|XP_039436515.1|CPIP
OG0001813	LOC119660390|XP_037924842.1|HILL	LOC120419408|XP_039438016.1|CPIP
OG0001814	LOC119658850|XP_037922528.1|HILL	LOC120429061|XP_039450138.1|CPIP
OG0001815	LOC119660115|XP_037924432.1|HILL	LOC120431023|XP_039452112.1|CPIP
OG0001816	LOC119655746|XP_037917728.1|HILL	LOC120423156|XP_039442769.1|CPIP
OG0001817	LOC119653661|XP_037914419.1|HILL	LOC120421367|XP_039440490.1|CPIP
OG0001818	LOC119655406|XP_037917217.1|HILL	LOC120416654|XP_039434399.1|CPIP, LOC120416656|XP_039434400.1|CPIP
OG0001819	LOC119655833|XP_037917869.1|HILL	LOC120424753|XP_039444880.1|CPIP, LOC120414223|XP_039431267.1|CPIP
OG0001821	LOC119654320|XP_037915574.1|HILL	LOC120415251|XP_039432651.1|CPIP
OG0001822	LOC119654392|XP_037915694.1|HILL, LOC119654840|XP_037916346.1|HILL	LOC120426052|XP_039446668.1|CPIP
OG0001823	LOC119649125|XP_037907058.1|HILL	LOC120415280|XP_039432684.1|CPIP, LOC120415308|XP_039432720.1|CPIP
OG0001824	LOC119660170|XP_037924504.1|HILL	LOC120425104|XP_039445436.1|CPIP, LOC120425222|XP_039445590.1|CPIP
OG0001825	LOC119655946|XP_037918065.1|HILL	LOC120418446|XP_039436787.1|CPIP
OG0001826	LOC119655762|XP_037917745.1|HILL	LOC120414889|XP_039432146.1|CPIP
OG0001827	LOC119654394|XP_037915702.1|HILL	LOC120427761|XP_039448605.1|CPIP, LOC120427760|XP_039448604.1|CPIP
OG0001828	LOC119653863|XP_037914848.1|HILL	LOC120427284|XP_039448066.1|CPIP, LOC120415447|XP_039432929.1|CPIP
OG0001829	LOC119655295|XP_037917043.1|HILL	LOC120412766|XP_039429291.1|CPIP
OG0001830	LOC119655843|XP_037917883.1|HILL	LOC120429987|XP_039451014.1|CPIP
OG0001831	LOC119647884|XP_037905100.1|HILL	LOC120425250|XP_039445630.1|CPIP, LOC120425252|XP_039445632.1|CPIP
OG0001832	LOC119660892|XP_037925751.1|HILL	LOC120415194|XP_039432585.1|CPIP
OG0001833	LOC119654266|XP_037915461.1|HILL	LOC120415845|XP_039433414.1|CPIP
OG0001834	LOC119651393|XP_037910903.1|HILL	LOC120427429|XP_039448220.1|CPIP, LOC120426063|XP_039446683.1|CPIP
OG0001835	LOC119653960|XP_037915047.1|HILL, LOC119661340|XP_037926573.1|HILL, LOC119650991|XP_037910187.1|HILL	LOC120428029|XP_039448934.1|CPIP
OG0001848	LOC119650675|XP_037909558.1|HILL	LOC120415033|XP_039432335.1|CPIP
OG0001849	LOC119650802|XP_037909869.1|HILL	LOC120415057|XP_039432376.1|CPIP
OG0001850	LOC119660900|XP_037925766.1|HILL	LOC120413283|XP_039429951.1|CPIP
OG0001851	LOC119660999|XP_037926025.1|HILL	LOC120413275|XP_039429938.1|CPIP
OG0001852	LOC119648791|XP_037906565.1|HILL	LOC120413287|XP_039429958.1|CPIP, LOC120413313|XP_039430014.1|CPIP
OG0001854	LOC119657167|XP_037919880.1|HILL	LOC120417681|XP_039435750.1|CPIP, LOC120432279|XP_039453399.1|CPIP
OG0001855	LOC119657085|XP_037919768.1|HILL	LOC120431217|XP_039452295.1|CPIP, LOC120430280|XP_039451306.1|CPIP
OG0001856	LOC119656794|XP_037919330.1|HILL	LOC120432215|XP_039453313.1|CPIP
OG0001857	LOC119658348|XP_037921631.1|HILL	LOC120427567|XP_039448403.1|CPIP, LOC120430610|XP_039451949.1|CPIP
OG0001858	LOC119658315|XP_037921567.1|HILL	LOC120432212|XP_039453305.1|CPIP
OG0001859	LOC119656734|XP_037919204.1|HILL	LOC120416215|XP_039433880.1|CPIP
OG0001860	LOC119648757|XP_037906511.1|HILL	LOC120432252|XP_039453361.1|CPIP, LOC120422822|XP_039442291.1|CPIP
OG0001861	LOC119657655|XP_037920607.1|HILL, LOC119657656|XP_037920608.1|HILL	LOC120414178|XP_039431186.1|CPIP
OG0001862	LOC119656726|XP_037919181.1|HILL, LOC119656727|XP_037919183.1|HILL	LOC120424282|XP_039444287.1|CPIP, LOC120424297|XP_039444314.1|CPIP
OG0001863	LOC119657322|XP_037920111.1|HILL	LOC120424288|XP_039444295.1|CPIP
OG0001864	LOC119661721|XP_037927106.1|HILL	LOC120417696|XP_039435771.1|CPIP
OG0001865	LOC119657944|XP_037921064.1|HILL	LOC120432161|XP_039453263.1|CPIP
OG0001866	LOC119659495|XP_037923540.1|HILL	LOC120424588|XP_039444715.1|CPIP
OG0001867	LOC119647424|XP_037904251.1|HILL	LOC120424690|XP_039444799.1|CPIP, LOC120413652|XP_039430503.1|CPIP
OG0001868	LOC119652674|XP_037912867.1|HILL	LOC120424695|XP_039444808.1|CPIP
OG0001869	LOC119660246|XP_037924627.1|HILL, LOC119660334|XP_037924745.1|HILL	LOC120425313|XP_039445713.1|CPIP
OG0001870	LOC119646980|XP_037903618.1|HILL	LOC120424530|XP_039444625.1|CPIP
OG0001871	LOC119657333|XP_037920130.1|HILL, LOC119657197|XP_037919930.1|HILL, LOC119657102|XP_037919785.1|HILL, LOC119657440|XP_037920276.1|HILL, LOC119657585|XP_037920492.1|HILL, LOC119657304|XP_037920092.1|HILL	LOC120432495|XP_039453645.1|CPIP
OG0001872	LOC119657360|XP_037920160.1|HILL	LOC120416400|XP_039434080.1|CPIP
OG0001873	LOC119652394|XP_037912429.1|HILL	LOC120415625|XP_039433159.1|CPIP
OG0001874	LOC119657327|XP_037920118.1|HILL	LOC120416923|XP_039434763.1|CPIP
OG0001875	LOC119646791|XP_037903303.1|HILL	LOC120418476|XP_039436877.1|CPIP, LOC120423876|XP_039443758.1|CPIP
OG0001876	LOC119658387|XP_037921683.1|HILL	LOC120418093|XP_039436295.1|CPIP, LOC120419900|XP_039438702.1|CPIP
OG0001877	LOC119657237|XP_037919979.1|HILL	LOC120418096|XP_039436298.1|CPIP, LOC120419899|XP_039438701.1|CPIP
OG0001878	LOC119656553|XP_037918847.1|HILL	LOC120426437|XP_039447133.1|CPIP
OG0001879	LOC119658469|XP_037921815.1|HILL	LOC120427444|XP_039448246.1|CPIP
OG0001880	LOC119653041|XP_037913425.1|HILL, LOC119651221|XP_037910605.1|HILL	LOC120417856|XP_039436010.1|CPIP
OG0001881	LOC119658476|XP_037921841.1|HILL	LOC120417206|XP_039435105.1|CPIP
OG0001882	LOC119657673|XP_037920627.1|HILL	LOC120417207|XP_039435107.1|CPIP
OG0001883	LOC119651092|XP_037910374.1|HILL	LOC120429671|XP_039450634.1|CPIP, LOC120424512|XP_039444600.1|CPIP
OG0001884	LOC119650850|XP_037909924.1|HILL	LOC120427183|XP_039447981.1|CPIP
OG0001886	LOC119651262|XP_037910690.1|HILL	LOC120426734|XP_039447440.1|CPIP
OG0001887	LOC119654633|XP_037916033.1|HILL	LOC120421810|XP_039441022.1|CPIP, LOC120420156|XP_039439056.1|CPIP
OG0001888	LOC119646671|XP_037903129.1|HILL	LOC120421794|XP_039440999.1|CPIP
OG0001889	LOC119656485|XP_037918737.1|HILL	LOC120421817|XP_039441029.1|CPIP
OG0001890	LOC119651162|XP_037910508.1|HILL	LOC120421819|XP_039441031.1|CPIP
OG0001891	LOC119652430|XP_037912482.1|HILL	LOC120421797|XP_039441002.1|CPIP
OG0001892	LOC119650670|XP_037909548.1|HILL	LOC120415681|XP_039433204.1|CPIP
OG0001893	LOC119652824|XP_037913081.1|HILL	LOC120425738|XP_039446277.1|CPIP
OG0001894	LOC119652620|XP_037912792.1|HILL	LOC120425748|XP_039446287.1|CPIP
OG0001895	LOC119661033|XP_037926125.1|HILL, LOC119658873|XP_037922570.1|HILL	LOC120418343|XP_039436626.1|CPIP
OG0001896	LOC119660795|XP_037925539.1|HILL	LOC120415694|XP_039433223.1|CPIP
OG0001897	LOC119656602|XP_037918959.1|HILL	LOC120427898|XP_039448767.1|CPIP
OG0001898	LOC119658001|XP_037921149.1|HILL	LOC120416658|XP_039434404.1|CPIP
OG0001899	LOC119651575|XP_037911139.1|HILL	LOC120428908|XP_039449983.1|CPIP
OG0001900	LOC119648331|XP_037905953.1|HILL	LOC120416618|XP_039434352.1|CPIP
OG0001901	LOC119651068|XP_037910333.1|HILL	LOC120426679|XP_039447386.1|CPIP
OG0001902	LOC119652347|XP_037912302.1|HILL	LOC120431651|XP_039452692.1|CPIP
OG0001903	LOC119652506|XP_037912622.1|HILL	LOC120430274|XP_039451297.1|CPIP
OG0001904	LOC119652679|XP_037912878.1|HILL	LOC120432505|XP_039453659.1|CPIP, LOC120415965|XP_039433543.1|CPIP, LOC120431715|XP_039452771.1|CPIP
OG0001906	LOC119650954|XP_037910123.1|HILL	LOC120429813|XP_039450797.1|CPIP
OG0001907	LOC119652852|XP_037913137.1|HILL	LOC120421012|XP_039440065.1|CPIP
OG0001908	LOC119651753|XP_037911418.1|HILL	LOC120423816|XP_039443671.1|CPIP
OG0001909	LOC119657004|XP_037919671.1|HILL	LOC120417097|XP_039435009.1|CPIP
OG0001910	LOC119652713|XP_037912926.1|HILL	LOC120420775|XP_039439820.1|CPIP, LOC120420773|XP_039439816.1|CPIP
OG0001911	LOC119651203|XP_037910572.1|HILL	LOC120428292|XP_039449219.1|CPIP, LOC120423330|XP_039443025.1|CPIP
OG0001912	LOC119647546|XP_037904464.1|HILL, LOC119647543|XP_037904461.1|HILL, LOC119647547|XP_037904465.1|HILL, LOC119647548|XP_037904466.1|HILL	LOC120423593|XP_039443389.1|CPIP
OG0001914	LOC119650748|XP_037909758.1|HILL	LOC120428358|XP_039449297.1|CPIP, LOC120432115|XP_039453184.1|CPIP, LOC120423554|XP_039443332.1|CPIP
OG0001915	LOC119649037|XP_037906924.1|HILL	LOC120428071|XP_039448978.1|CPIP
OG0001916	LOC119659318|XP_037923266.1|HILL	LOC120428687|XP_039449691.1|CPIP
OG0001917	LOC119648161|XP_037905664.1|HILL	LOC120423008|XP_039442572.1|CPIP
OG0001918	LOC119648279|XP_037905861.1|HILL	LOC120421757|XP_039440964.1|CPIP, LOC120413534|XP_039430343.1|CPIP, LOC120418882|XP_039437350.1|CPIP
OG0001919	LOC119661109|XP_037926233.1|HILL, LOC119660811|XP_037925584.1|HILL	LOC120424196|XP_039444189.1|CPIP
OG0001920	LOC119650198|XP_037908693.1|HILL	LOC120429774|XP_039450765.1|CPIP
OG0001921	LOC119650073|XP_037908499.1|HILL	LOC120417829|XP_039435979.1|CPIP
OG0001922	LOC119650082|XP_037908513.1|HILL	LOC120419738|XP_039438474.1|CPIP, LOC120426631|XP_039447357.1|CPIP
OG0001923	LOC119650384|XP_037909052.1|HILL	LOC120414208|XP_039431227.1|CPIP
OG0001924	LOC119647996|XP_037905309.1|HILL	LOC120417414|XP_039435391.1|CPIP
OG0001925	LOC119649855|XP_037908139.1|HILL, LOC119650048|XP_037908461.1|HILL	LOC120426340|XP_039447039.1|CPIP
OG0001926	LOC119649480|XP_037907577.1|HILL	LOC120424376|XP_039444407.1|CPIP
OG0001927	LOC119646736|XP_037903241.1|HILL	LOC120422853|XP_039442336.1|CPIP
OG0001928	LOC119647619|XP_037904589.1|HILL	LOC120422882|XP_039442376.1|CPIP
OG0001929	LOC119656183|XP_037918461.1|HILL, LOC119647768|XP_037904830.1|HILL	LOC120425920|XP_039446477.1|CPIP
OG0001930	LOC119651261|XP_037910688.1|HILL	LOC120424411|XP_039444453.1|CPIP, LOC120426050|XP_039446672.1|CPIP
OG0001932	LOC119648398|XP_037906067.1|HILL	LOC120420572|XP_039439584.1|CPIP
OG0001933	LOC119648765|XP_037906522.1|HILL	LOC120429654|XP_039450614.1|CPIP
OG0001934	LOC119649388|XP_037907437.1|HILL	LOC120415740|XP_039433276.1|CPIP
OG0001935	LOC119648672|XP_037906388.1|HILL, LOC119649360|XP_037907401.1|HILL	LOC120424879|XP_039445074.1|CPIP
OG0001937	LOC119661170|XP_037926313.1|HILL	LOC120429902|XP_039450933.1|CPIP
OG0001938	LOC119661149|XP_037926289.1|HILL	LOC120430101|XP_039451124.1|CPIP
OG0001939	LOC119659184|XP_037923072.1|HILL	LOC120430953|XP_039452015.1|CPIP
OG0001940	LOC119647200|XP_037903942.1|HILL	LOC120421328|XP_039440429.1|CPIP
OG0001941	LOC119648112|XP_037905558.1|HILL	LOC120412386|XP_039428757.1|CPIP
OG0001943	LOC119649455|XP_037907537.1|HILL, LOC119649625|XP_037907788.1|HILL, LOC119649112|XP_037907039.1|HILL	LOC120424832|XP_039444994.1|CPIP
OG0001944	LOC119649745|XP_037907962.1|HILL	LOC120413226|XP_039429886.1|CPIP
OG0001945	LOC119661393|XP_037926646.1|HILL	LOC120418475|XP_039436842.1|CPIP
OG0001946	LOC119653908|XP_037914985.1|HILL	LOC120420123|XP_039439006.1|CPIP
OG0001947	LOC119661314|XP_037926534.1|HILL	LOC120420099|XP_039438979.1|CPIP
OG0001948	LOC119648154|XP_037905653.1|HILL	LOC120418050|XP_039436235.1|CPIP
OG0001949	LOC119649181|XP_037907136.1|HILL	LOC120420658|XP_039439682.1|CPIP
OG0001950	LOC119661016|XP_037926092.1|HILL	LOC120412372|XP_039428727.1|CPIP
OG0001951	LOC119647100|XP_037903799.1|HILL	LOC120420155|XP_039439052.1|CPIP
OG0001952	LOC119659888|XP_037924136.1|HILL	LOC120412591|XP_039429053.1|CPIP
OG0001953	LOC119661457|XP_037926741.1|HILL	LOC120412898|XP_039429463.1|CPIP
OG0001954	LOC119647112|XP_037903819.1|HILL	LOC120428611|XP_039449573.1|CPIP, LOC120423613|XP_039443414.1|CPIP
OG0001955	LOC119647118|XP_037903833.1|HILL	LOC120423605|XP_039443404.1|CPIP
OG0001956	LOC119647496|XP_037904382.1|HILL	LOC120416540|XP_039434197.1|CPIP
OG0001957	LOC119659267|XP_037923194.1|HILL	LOC120420076|XP_039438934.1|CPIP
OG0001958	LOC119661584|XP_037926911.1|HILL	LOC120418538|XP_039436908.1|CPIP
OG0001959	LOC119648719|XP_037906455.1|HILL	LOC120414470|XP_039431599.1|CPIP, LOC120424420|XP_039444468.1|CPIP
OG0001960	LOC119647828|XP_037904996.1|HILL	LOC120417614|XP_039435662.1|CPIP
OG0001961	LOC119661384|XP_037926630.1|HILL	LOC120423619|XP_039443423.1|CPIP, LOC120416060|XP_039433658.1|CPIP
OG0001962	LOC119653650|XP_037914398.1|HILL	LOC120419531|XP_039438176.1|CPIP
OG0001963	LOC119648319|XP_037905928.1|HILL	LOC120424975|XP_039445265.1|CPIP
OG0001964	LOC119648632|XP_037906330.1|HILL, LOC119648643|XP_037906341.1|HILL	LOC120414117|XP_039431078.1|CPIP
OG0001966	LOC119646800|XP_037903318.1|HILL	LOC120415806|XP_039433364.1|CPIP, LOC120426922|XP_039447663.1|CPIP
OG0001967	LOC119659887|XP_037924171.1|HILL	LOC120427113|XP_039447896.1|CPIP
OG0001968	LOC119649424|XP_037907499.1|HILL	LOC120427121|XP_039447908.1|CPIP
OG0001969	LOC119661195|XP_037926345.1|HILL	LOC120422690|XP_039442133.1|CPIP
OG0001970	LOC119648481|XP_037906174.1|HILL	LOC120417470|XP_039435472.1|CPIP
OG0001971	LOC119655219|XP_037916926.1|HILL	LOC120421398|XP_039440533.1|CPIP
OG0001972	LOC119659168|XP_037923047.1|HILL	LOC120421381|XP_039440511.1|CPIP
OG0001973	LOC119646351|XP_037902713.1|HILL	LOC120429163|XP_039450304.1|CPIP, LOC120430005|XP_039451041.1|CPIP
OG0001974	LOC119646579|XP_037902999.1|HILL	LOC120414968|XP_039432233.1|CPIP
OG0001975	LOC119648358|XP_037905999.1|HILL	LOC120416053|XP_039433649.1|CPIP
OG0001976	LOC119654729|XP_037916185.1|HILL	LOC120416313|XP_039433969.1|CPIP
OG0001978	LOC119646769|XP_037903279.1|HILL	LOC120427687|XP_039448510.1|CPIP
OG0001979	LOC119661563|XP_037926885.1|HILL	LOC120419194|XP_039437800.1|CPIP
OG0001980	LOC119649846|XP_037908130.1|HILL	LOC120415672|XP_039433189.1|CPIP
OG0001981	LOC119653254|XP_037913789.1|HILL	LOC120422975|XP_039442509.1|CPIP
OG0001982	LOC119651562|XP_037911123.1|HILL	LOC120419190|XP_039437794.1|CPIP
OG0001983	LOC119660966|XP_037925954.1|HILL	LOC120414077|XP_039431032.1|CPIP
OG0001984	LOC119651214|XP_037910593.1|HILL	LOC120414105|XP_039431063.1|CPIP
OG0001985	LOC119650304|XP_037908878.1|HILL	LOC120422386|XP_039441733.1|CPIP
OG0001986	LOC119647314|XP_037904168.1|HILL	LOC120430331|XP_039451366.1|CPIP
OG0001987	LOC119660727|XP_037925308.1|HILL	LOC120431823|XP_039452877.1|CPIP
OG0001988	LOC119661433|XP_037926706.1|HILL	LOC120418943|XP_039437415.1|CPIP
OG0001989	LOC119651051|XP_037910305.1|HILL, LOC119652146|XP_037912018.1|HILL	LOC120414766|XP_039432013.1|CPIP
OG0001990	LOC119653176|XP_037913650.1|HILL, LOC119652300|XP_037912228.1|HILL	LOC120427784|XP_039448642.1|CPIP
OG0001991	LOC119646940|XP_037903558.1|HILL	LOC120414782|XP_039432028.1|CPIP
OG0001992	LOC119647247|XP_037904053.1|HILL	LOC120429761|XP_039450747.1|CPIP, LOC120430622|XP_039451649.1|CPIP, LOC120431608|XP_039452646.1|CPIP
OG0001993	LOC119651039|XP_037910285.1|HILL	LOC120415092|XP_039432445.1|CPIP, LOC120420891|XP_039439947.1|CPIP
OG0001994	LOC119661576|XP_037926903.1|HILL	LOC120420105|XP_039438990.1|CPIP
OG0001995	LOC119652957|XP_037913281.1|HILL	LOC120423638|XP_039443446.1|CPIP
OG0001997	LOC119661401|XP_037926657.1|HILL	LOC120423172|XP_039442793.1|CPIP
OG0001998	LOC119646269|XP_037902604.1|HILL	LOC120422362|XP_039441707.1|CPIP
OG0001999	LOC119654824|XP_037916320.1|HILL	LOC120424412|XP_039444454.1|CPIP
OG0002000	LOC119657620|XP_037920554.1|HILL	LOC120416072|XP_039433675.1|CPIP
OG0002001	LOC119651608|XP_037911192.1|HILL	LOC120430517|XP_039451561.1|CPIP
OG0002002	LOC119646462|XP_037902838.1|HILL	LOC120419842|XP_039438611.1|CPIP
OG0002003	LOC119653100|XP_037913542.1|HILL, LOC119651921|XP_037911677.1|HILL	LOC120412842|XP_039429398.1|CPIP
OG0002004	LOC119652691|XP_037912896.1|HILL	LOC120413518|XP_039430313.1|CPIP
OG0002005	LOC119652676|XP_037912873.1|HILL	LOC120416771|XP_039434563.1|CPIP
OG0002006	LOC119652692|XP_037912901.1|HILL	LOC120423468|XP_039443227.1|CPIP
OG0002008	LOC119660773|XP_037925469.1|HILL	LOC120415534|XP_039433027.1|CPIP
OG0002009	LOC119661080|XP_037926200.1|HILL	LOC120415589|XP_039433114.1|CPIP
OG0002010	LOC119652866|XP_037913151.1|HILL	LOC120421995|XP_039441241.1|CPIP
OG0002011	LOC119646725|XP_037903232.1|HILL	LOC120421156|XP_039440280.1|CPIP
OG0002012	LOC119656680|XP_037919095.1|HILL	LOC120417784|XP_039435880.1|CPIP, LOC120412482|XP_039428907.1|CPIP
OG0002013	LOC119650589|XP_037909361.1|HILL	LOC120415549|XP_039433053.1|CPIP
OG0002014	LOC119650239|XP_037908753.1|HILL, LOC119650220|XP_037908725.1|HILL	LOC120418715|XP_039437122.1|CPIP
OG0002015	LOC119646430|XP_037902808.1|HILL	LOC120419666|XP_039438364.1|CPIP
OG0002016	LOC119646971|XP_037903601.1|HILL	LOC120432429|XP_039453578.1|CPIP
OG0002017	LOC119651134|XP_037910456.1|HILL	LOC120432426|XP_039453565.1|CPIP
OG0002018	LOC119651428|XP_037910953.1|HILL	LOC120423389|XP_039443107.1|CPIP
OG0002019	LOC119646570|XP_037902989.1|HILL	LOC120412660|XP_039429156.1|CPIP
OG0002020	LOC119652879|XP_037913171.1|HILL	LOC120423990|XP_039443921.1|CPIP
OG0002021	LOC119659470|XP_037923533.1|HILL	LOC120430575|XP_039451616.1|CPIP, LOC120423971|XP_039443897.1|CPIP
OG0002022	LOC119650151|XP_037908617.1|HILL	LOC120414027|XP_039430984.1|CPIP
OG0002023	LOC119656328|XP_037918719.1|HILL	LOC120412669|XP_039429165.1|CPIP
OG0002024	LOC119658398|XP_037921718.1|HILL	LOC120419040|XP_039437540.1|CPIP
OG0002025	LOC119661327|XP_037926555.1|HILL	LOC120429066|XP_039450141.1|CPIP
OG0002026	LOC119647988|XP_037905301.1|HILL	LOC120423191|XP_039442824.1|CPIP
OG0002027	LOC119655920|XP_037918014.1|HILL	LOC120420630|XP_039439637.1|CPIP
OG0002028	LOC119654882|XP_037916419.1|HILL	LOC120420635|XP_039439645.1|CPIP
OG0002029	LOC119659931|XP_037924197.1|HILL	LOC120416142|XP_039433752.1|CPIP
OG0002030	LOC119659276|XP_037923212.1|HILL	LOC120416219|XP_039433852.1|CPIP
OG0002031	LOC119655014|XP_037916612.1|HILL	LOC120415104|XP_039432456.1|CPIP
OG0002032	LOC119653873|XP_037914909.1|HILL	LOC120419421|XP_039438033.1|CPIP
OG0002033	LOC119656155|XP_037918417.1|HILL	LOC120418864|XP_039437335.1|CPIP
OG0002034	LOC119654370|XP_037915646.1|HILL	LOC120419537|XP_039438184.1|CPIP
OG0002035	LOC119660316|XP_037924719.1|HILL	LOC120418911|XP_039437376.1|CPIP
OG0002036	LOC119660612|XP_037925233.1|HILL	LOC120413806|XP_039430699.1|CPIP
OG0002037	LOC119649129|XP_037907062.1|HILL	LOC120426341|XP_039447036.1|CPIP
OG0002038	LOC119647281|XP_037904102.1|HILL	LOC120419712|XP_039438434.1|CPIP
OG0002039	LOC119658624|XP_037922050.1|HILL	LOC120432387|XP_039453516.1|CPIP
OG0002040	LOC119660134|XP_037924461.1|HILL	LOC120424088|XP_039444039.1|CPIP
OG0002041	LOC119653539|XP_037914144.1|HILL	LOC120417055|XP_039434941.1|CPIP
OG0002042	LOC119659806|XP_037924004.1|HILL	LOC120421220|XP_039440356.1|CPIP
OG0002043	LOC119658578|XP_037921956.1|HILL	LOC120428111|XP_039449028.1|CPIP
OG0002044	LOC119658718|XP_037922266.1|HILL	LOC120413784|XP_039430662.1|CPIP
OG0002045	LOC119659915|XP_037924168.1|HILL	LOC120422098|XP_039441384.1|CPIP
OG0002046	LOC119659215|XP_037923116.1|HILL	LOC120413953|XP_039430890.1|CPIP
OG0002047	LOC119655731|XP_037917709.1|HILL, LOC119656297|XP_037918663.1|HILL	LOC120413023|XP_039429625.1|CPIP
OG0002048	LOC119659298|XP_037923237.1|HILL	LOC120413048|XP_039429675.1|CPIP
