Orthogroup	HILL.longest_only	DANA.longest_only
OG0001408	LOC119653786|XP_037914717.1|HILL, LOC119653785|XP_037914716.1|HILL, LOC119649778|XP_037908008.1|HILL, LOC119649900|XP_037908222.1|HILL, LOC119649959|XP_037908323.1|HILL, LOC119653782|XP_037914712.1|HILL, LOC119655494|XP_037917324.1|HILL, LOC119654611|XP_037916011.1|HILL	LOC6496177|XP_001960379.1|DANA
OG0001411	LOC119661783|XP_037927187.1|HILL, LOC119652314|XP_037912255.1|HILL, LOC119646991|XP_037903634.1|HILL	LOC6498961|XP_001955602.1|DANA
OG0001412	LOC119646959|XP_037903583.1|HILL	LOC6496832|XP_001963314.1|DANA
OG0001415	LOC119646748|XP_037903254.1|HILL, LOC119646710|XP_037903216.1|HILL	LOC6495166|XP_001958926.1|DANA, LOC6495167|XP_001958925.1|DANA
OG0001429	LOC119653219|XP_037913722.1|HILL, LOC119652468|XP_037912562.1|HILL	LOC6501562|XP_001955476.1|DANA
OG0001430	LOC119647554|XP_037904478.1|HILL, LOC119656740|XP_037919217.1|HILL	LOC6500154|XP_001953119.1|DANA
OG0001432	LOC119657036|XP_037919718.1|HILL	LOC6502276|XP_001966147.1|DANA
OG0001433	LOC119652346|XP_037912300.1|HILL	LOC6501065|XP_032305802.1|DANA
OG0001434	LOC119656546|XP_037918836.1|HILL	LOC6504967|XP_032307871.1|DANA
OG0001435	LOC119656806|XP_037919345.1|HILL	LOC6496501|XP_032306196.1|DANA
OG0001436	LOC119656606|XP_037918968.1|HILL	LOC6504662|XP_001966450.2|DANA
OG0001437	LOC119659054|XP_037922891.1|HILL	LOC6497507|XP_001961938.1|DANA
OG0001438	LOC119656888|XP_037919486.1|HILL	LOC6499222|XP_001955075.1|DANA
OG0001439	LOC119659035|XP_037922858.1|HILL	LOC6500774|XP_001953890.1|DANA
OG0001440	LOC119651352|XP_037910839.1|HILL	LOC6498756|XP_001967266.1|DANA
OG0001441	LOC119656960|XP_037919608.1|HILL	LOC6502950|XP_001963533.2|DANA
OG0001442	LOC119657508|XP_037920372.1|HILL	LOC6497285|XP_001962391.1|DANA
OG0001443	LOC119653014|XP_037913378.1|HILL	LOC6498991|XP_001955550.1|DANA
OG0001444	LOC119657226|XP_037919966.1|HILL, LOC119657317|XP_037920104.1|HILL, LOC119658133|XP_037921330.1|HILL	LOC6500821|XP_032305751.1|DANA, LOC6500819|XP_032305750.1|DANA
OG0001445	LOC119650719|XP_037909661.1|HILL	LOC6500986|XP_032305977.1|DANA
OG0001446	LOC119650743|XP_037909739.1|HILL	LOC6501047|XP_014766871.1|DANA
OG0001447	LOC119655582|XP_037917453.1|HILL	LOC6499409|XP_001954697.2|DANA
OG0001448	LOC119652654|XP_037912834.1|HILL	LOC6498982|XP_014765863.1|DANA
OG0001449	LOC119650287|XP_037908845.1|HILL	LOC6494632|XP_001959979.1|DANA
OG0001450	LOC119657746|XP_037920724.1|HILL	LOC6501216|XP_014766947.2|DANA, LOC6507945|XP_001962710.1|DANA
OG0001451	LOC119661787|XP_037927198.1|HILL	LOC6495540|XP_032306700.1|DANA
OG0001452	LOC119647289|XP_037904121.1|HILL	LOC6495464|XP_014763321.2|DANA
OG0001453	LOC119649865|XP_037908164.1|HILL	LOC6506925|XP_001956979.1|DANA
OG0001454	LOC119659256|XP_037923175.1|HILL	LOC6499869|XP_032306127.1|DANA
OG0001455	LOC119648164|XP_037905667.1|HILL	LOC6506584|XP_032310836.1|DANA
OG0001456	LOC119649465|XP_037907551.1|HILL	LOC6495636|XP_032306274.1|DANA
OG0001457	LOC119661698|XP_037927072.1|HILL	LOC6495781|XP_001959565.1|DANA
OG0001458	LOC119646766|XP_037903273.1|HILL	LOC6496342|XP_001960730.1|DANA
OG0001459	LOC119649746|XP_037907963.1|HILL	LOC6506394|XP_001957948.1|DANA
OG0001460	LOC119647907|XP_037905148.1|HILL	LOC6496028|XP_014763603.1|DANA
OG0001461	LOC119655555|XP_037917406.1|HILL	LOC6503189|XP_032311859.1|DANA
OG0001462	LOC119647439|XP_037904286.1|HILL	LOC6502831|XP_032310793.1|DANA
OG0001463	LOC119658997|XP_037922807.1|HILL	LOC6500482|XP_032310615.1|DANA
OG0001464	LOC119660865|XP_037925689.1|HILL	LOC6504893|XP_001966544.1|DANA
OG0001465	LOC119661306|XP_037926524.1|HILL	LOC6493951|XP_001961260.1|DANA
OG0001466	LOC119647116|XP_037903831.1|HILL	LOC6498464|XP_001962879.1|DANA
OG0001467	LOC119646387|XP_037902758.1|HILL	LOC6497937|XP_001961752.1|DANA
OG0001468	LOC119649357|XP_037907395.1|HILL	LOC6493547|XP_001957977.2|DANA
OG0001469	LOC119660627|XP_037925261.1|HILL	LOC6494890|XP_001959484.1|DANA
OG0001470	LOC119650028|XP_037908433.1|HILL	LOC6507835|XP_001956445.1|DANA
OG0001471	LOC119650245|XP_037908763.1|HILL	LOC6507057|XP_032309541.1|DANA
OG0001472	LOC119648953|XP_037906799.1|HILL	LOC6493385|XP_001957648.1|DANA
OG0001474	LOC119655942|XP_037918063.1|HILL	LOC6503094|XP_001963412.1|DANA, LOC26515239|XP_014764107.1|DANA
OG0001475	LOC119646535|XP_037902929.1|HILL	LOC6495758|XP_001959513.1|DANA
OG0001476	LOC119646631|XP_037903069.1|HILL	LOC6496791|XP_001965771.3|DANA
OG0001477	LOC119653829|XP_037914803.1|HILL	LOC6505518|XP_001964778.1|DANA
OG0001478	LOC119652561|XP_037912697.1|HILL, LOC119652209|XP_037912077.1|HILL	LOC6507403|XP_001965367.1|DANA
OG0001480	LOC119661320|XP_037926543.1|HILL	LOC6503347|XP_001965375.1|DANA
OG0001481	LOC119652936|XP_037913257.1|HILL	LOC6497932|XP_001961745.2|DANA
OG0001482	LOC119653980|XP_037915070.1|HILL	LOC6494139|XP_001960885.1|DANA
OG0001483	LOC119653092|XP_037913523.1|HILL	LOC6505388|XP_001966911.1|DANA
OG0001484	LOC119647542|XP_037904460.1|HILL, LOC119647544|XP_037904463.1|HILL	LOC6497014|XP_001962926.2|DANA
OG0001485	LOC119649244|XP_037907238.1|HILL	LOC6506289|XP_001958192.1|DANA
OG0001486	LOC119652475|XP_037912573.1|HILL	LOC6497394|XP_001962171.1|DANA
OG0001487	LOC119651066|XP_037910330.1|HILL	LOC26514765|XP_014760157.1|DANA
OG0001488	LOC119661214|XP_037926365.1|HILL, LOC119657365|XP_037920176.1|HILL, LOC119661305|XP_037926523.1|HILL, LOC119651417|XP_037910940.1|HILL, LOC119661215|XP_037926367.1|HILL	LOC6494058|XP_001961068.1|DANA
OG0001489	LOC119651713|XP_037911355.1|HILL	LOC6497261|XP_014761599.1|DANA, LOC6497260|XP_032307420.1|DANA
OG0001490	LOC119651715|XP_037911364.1|HILL	LOC6497801|XP_001961476.1|DANA
OG0001491	LOC119646618|XP_037903052.1|HILL	LOC26513957|XP_014762279.1|DANA, LOC6498093|XP_001962067.1|DANA
OG0001492	LOC119646771|XP_037903281.1|HILL	LOC116655209|XP_032308648.1|DANA
OG0001493	LOC119655859|XP_037917907.1|HILL	LOC6502988|XP_001963461.1|DANA
OG0001494	LOC119655481|XP_037917309.1|HILL	LOC6503829|XP_001963680.1|DANA
OG0001495	LOC119653406|XP_037913898.1|HILL	LOC26515105|XP_032306199.1|DANA
OG0001496	LOC119655329|XP_037917098.1|HILL	LOC6493289|XP_001957454.1|DANA, LOC6503782|XP_001963755.1|DANA
OG0001497	LOC119657909|XP_037921011.1|HILL	LOC6494676|XP_001959883.2|DANA
OG0001498	LOC119659865|XP_037924105.1|HILL	LOC6500094|XP_032312281.1|DANA
OG0001500	LOC119655204|XP_037916903.1|HILL	LOC6494354|XP_032307202.1|DANA
OG0001501	LOC119659833|XP_037924057.1|HILL, LOC119660373|XP_037924818.1|HILL	LOC6505831|XP_001964451.1|DANA
OG0001502	LOC119652025|XP_037911887.1|HILL, LOC119660909|XP_037925784.1|HILL	LOC6495479|XP_001958937.1|DANA
OG0001503	LOC119655492|XP_037917322.1|HILL	LOC6495087|XP_032306663.1|DANA
OG0001504	LOC119656214|XP_037918538.1|HILL	LOC6503555|XP_032308777.1|DANA
OG0001506	LOC119655596|XP_037917481.1|HILL	LOC6496242|XP_014763708.1|DANA
OG0001507	LOC119655846|XP_037917889.1|HILL	LOC6496117|XP_014763634.1|DANA
OG0001508	LOC119655979|XP_037918140.1|HILL, LOC119655613|XP_037917511.1|HILL	LOC6495999|XP_001960011.1|DANA
OG0001509	LOC119656162|XP_037918432.1|HILL	LOC6496102|XP_032307197.1|DANA
OG0001510	LOC119650653|XP_037909517.1|HILL	LOC6498402|XP_001962723.1|DANA
OG0001511	LOC119653884|XP_037914930.1|HILL	LOC6494368|XP_001960447.1|DANA
OG0001512	LOC119655067|XP_037916688.1|HILL	LOC6493515|XP_001957902.1|DANA
OG0001513	LOC119649806|XP_037908045.1|HILL	LOC6493876|XP_032310134.1|DANA
OG0001515	LOC119655346|XP_037917125.1|HILL	LOC6504782|XP_001966335.1|DANA
OG0001517	LOC119657938|XP_037921054.1|HILL	LOC6499094|XP_001955314.2|DANA
OG0001518	LOC119651003|XP_037910217.1|HILL, LOC119651847|XP_037911574.1|HILL, LOC119651848|XP_037911577.1|HILL, LOC119651841|XP_037911567.1|HILL, LOC119651846|XP_037911573.1|HILL, LOC119651844|XP_037911571.1|HILL, LOC119651843|XP_037911570.1|HILL, LOC119651842|XP_037911568.1|HILL	LOC6504405|XP_032308232.1|DANA, LOC6504403|XP_001967036.1|DANA
OG0001519	LOC119648557|XP_037906255.1|HILL, LOC119659587|XP_037923674.1|HILL, LOC119648556|XP_037906254.1|HILL	LOC6500467|XP_001953281.1|DANA, LOC6500469|XP_001953283.3|DANA, LOC6500468|XP_001953282.2|DANA
OG0001524	LOC119646742|XP_037903249.1|HILL	LOC26514939|XP_014764063.1|DANA, LOC6496249|XP_032306920.1|DANA
OG0001527	LOC119657502|XP_037920364.1|HILL	LOC6501929|XP_001966708.1|DANA, LOC116655116|XP_032308204.1|DANA
OG0001534	LOC119656541|XP_037918815.1|HILL	LOC6504927|XP_032309274.1|DANA
OG0001535	LOC119657486|XP_037920336.1|HILL	LOC6504528|XP_001967078.1|DANA
OG0001536	LOC119646612|XP_037903042.1|HILL	LOC6502128|XP_001966156.1|DANA
OG0001537	LOC119657890|XP_037920961.1|HILL	LOC6507360|XP_001965359.1|DANA
OG0001538	LOC119657148|XP_037919853.1|HILL, LOC119649612|XP_037907760.1|HILL, LOC119656720|XP_037919175.1|HILL, LOC119656719|XP_037919174.1|HILL	LOC6502165|XP_032309366.1|DANA
OG0001539	LOC119656642|XP_037919018.1|HILL	LOC6494633|XP_001959978.1|DANA, LOC116655204|XP_032308629.1|DANA, LOC26514550|XP_014759355.1|DANA, LOC116655096|XP_032308064.1|DANA, LOC6506047|XP_032311702.1|DANA, LOC116655095|XP_032308061.1|DANA, LOC116656370|XP_032311721.1|DANA
OG0001540	LOC119652333|XP_037912272.1|HILL	LOC6506052|XP_014760535.1|DANA
OG0001541	LOC119661222|XP_037926404.1|HILL, LOC119660851|XP_037926108.1|HILL, LOC119660158|XP_037924890.1|HILL, LOC119646856|XP_037903407.1|HILL, LOC119658780|XP_037922410.1|HILL	LOC6493853|XP_032310728.1|DANA
OG0001542	LOC119655166|XP_037916846.1|HILL	LOC6500687|XP_032309612.1|DANA
OG0001543	LOC119656597|XP_037918952.1|HILL	LOC6504506|XP_032308299.1|DANA
OG0001544	LOC119657629|XP_037920561.1|HILL	LOC6503465|XP_032308789.1|DANA
OG0001545	LOC119657564|XP_037920451.1|HILL, LOC119657548|XP_037920428.1|HILL	LOC6503624|XP_001964042.2|DANA
OG0001546	LOC119656786|XP_037919302.1|HILL	LOC6504030|XP_032308437.1|DANA
OG0001548	LOC119657373|XP_037920185.1|HILL	LOC6503489|XP_014760952.1|DANA
OG0001549	LOC119650735|XP_037909704.1|HILL	LOC6498172|XP_014761998.1|DANA
OG0001550	LOC119658946|XP_037922743.1|HILL	LOC6500242|XP_001952956.1|DANA
OG0001551	LOC119652541|XP_037912674.1|HILL	LOC6501054|XP_001954468.1|DANA
OG0001552	LOC119651886|XP_037911635.1|HILL	LOC6499383|XP_001954743.1|DANA, LOC6498869|XP_014765798.1|DANA
OG0001553	LOC119653576|XP_037914245.1|HILL	LOC6505298|XP_001965712.1|DANA
OG0001554	LOC119651111|XP_037910405.1|HILL	LOC6500255|XP_014766456.1|DANA
OG0001555	LOC119661540|XP_037926852.1|HILL, LOC119659822|XP_037924038.1|HILL	LOC6497469|XP_001962018.1|DANA
OG0001556	LOC119659266|XP_037923193.1|HILL	LOC6495001|XP_001959242.1|DANA
OG0001557	LOC119660775|XP_037925478.1|HILL	LOC6504120|XP_032308761.1|DANA
OG0001558	LOC119658461|XP_037921793.1|HILL	LOC116654478|XP_032311955.1|DANA, LOC6502484|XP_032311890.1|DANA, LOC116656448|XP_032311956.1|DANA, LOC116656426|XP_032311895.1|DANA, LOC26515605|XP_032311894.1|DANA
OG0001559	LOC119652859|XP_037913143.1|HILL	LOC6498919|XP_001955677.1|DANA
OG0001560	LOC119658725|XP_037922308.1|HILL	LOC6499358|XP_032305635.1|DANA
OG0001561	LOC119652816|XP_037913068.1|HILL, LOC119652603|XP_037912763.1|HILL	LOC6499677|XP_001954169.1|DANA
OG0001562	LOC119649645|XP_037907828.1|HILL	LOC6497280|XP_001962397.1|DANA
OG0001563	LOC119656807|XP_037919347.1|HILL	LOC6503273|XP_001965858.1|DANA
OG0001564	LOC119650926|XP_037910081.1|HILL	LOC6499757|XP_032305569.1|DANA
OG0001565	LOC119659375|XP_037923359.1|HILL	LOC6498967|XP_001955593.3|DANA
OG0001566	LOC119653247|XP_037913780.1|HILL	LOC6505667|XP_001964497.1|DANA
OG0001567	LOC119655577|XP_037917438.1|HILL	LOC6495251|XP_001958756.1|DANA
OG0001569	LOC119651771|XP_037911451.1|HILL	LOC6499670|XP_001954182.1|DANA, LOC6499669|XP_001954183.1|DANA, LOC26515512|XP_032309777.1|DANA
OG0001570	LOC119650909|XP_037910058.1|HILL	LOC6500380|XP_001953090.1|DANA
OG0001571	LOC119653208|XP_037913703.1|HILL	LOC6498580|XP_032310916.1|DANA
OG0001572	LOC119661524|XP_037926828.1|HILL	LOC6501846|XP_001967168.2|DANA
OG0001573	LOC119649346|XP_037907382.1|HILL	LOC6507717|XP_014765424.1|DANA
OG0001574	LOC119649303|XP_037907328.1|HILL, LOC119661447|XP_037926718.1|HILL	LOC6503509|XP_001964237.1|DANA
OG0001575	LOC119653103|XP_037913546.1|HILL	LOC6498912|XP_032312167.1|DANA
OG0001576	LOC119646441|XP_037902819.1|HILL	LOC6501032|XP_001954423.2|DANA
OG0001577	LOC119649888|XP_037908198.1|HILL	LOC6499118|XP_014765909.1|DANA
OG0001578	LOC119646947|XP_037903570.1|HILL	LOC6494826|XP_001959590.1|DANA
OG0001579	LOC119661610|XP_037926958.1|HILL	LOC6503171|XP_032311862.1|DANA
OG0001580	LOC119648793|XP_037906607.1|HILL	LOC6493954|XP_001961256.1|DANA
OG0001581	LOC119656055|XP_037918254.1|HILL, LOC119649348|XP_037907384.1|HILL	LOC6501866|XP_001966777.2|DANA
OG0001582	LOC119651815|XP_037911536.1|HILL	LOC6495297|XP_032306985.1|DANA
OG0001583	LOC119659720|XP_037923903.1|HILL	LOC6496478|XP_032306337.1|DANA
OG0001585	LOC119656002|XP_037918168.1|HILL	LOC6503514|XP_032308746.1|DANA
OG0001586	LOC119647932|XP_037905200.1|HILL	LOC6506430|XP_001957891.1|DANA
OG0001587	LOC119659167|XP_037923046.1|HILL	LOC6504187|XP_014759180.1|DANA
OG0001588	LOC119658583|XP_037921967.1|HILL	LOC6496037|XP_001960093.1|DANA
OG0001589	LOC119651375|XP_037910878.1|HILL	LOC6498924|XP_032308666.1|DANA
OG0001590	LOC119655218|XP_037916923.1|HILL	LOC6495457|XP_032306267.1|DANA
OG0001591	LOC119650695|XP_037909607.1|HILL	LOC6505544|XP_001964726.2|DANA
OG0001592	LOC119661690|XP_037927063.1|HILL	LOC6498474|XP_032311126.1|DANA
OG0001593	LOC119652228|XP_037912113.1|HILL, LOC119652545|XP_037912677.1|HILL	LOC6498477|XP_032311141.1|DANA
OG0001594	LOC119655867|XP_037917922.1|HILL	LOC6506596|XP_032311400.1|DANA
OG0001595	LOC119655772|XP_037917759.1|HILL	LOC6495244|XP_001958771.1|DANA
OG0001596	LOC119648895|XP_037906722.1|HILL, LOC119651016|XP_037910244.1|HILL	LOC6497076|XP_001962802.1|DANA
OG0001597	LOC119653034|XP_037913409.1|HILL	LOC26514552|XP_014760152.1|DANA
OG0001598	LOC119653202|XP_037913698.1|HILL	LOC6497110|XP_001962734.2|DANA
OG0001599	LOC119651069|XP_037910334.1|HILL	LOC6497304|XP_001962358.1|DANA
OG0001600	LOC119652819|XP_037913074.1|HILL	LOC6497815|XP_001961503.2|DANA
OG0001601	LOC119650829|XP_037909894.1|HILL	LOC6497326|XP_001962314.1|DANA
OG0001602	LOC119651030|XP_037910270.1|HILL	LOC6504685|XP_001964873.2|DANA
OG0001603	LOC119651768|XP_037911436.1|HILL	LOC6504577|XP_001964898.1|DANA
OG0001604	LOC119655583|XP_037917451.1|HILL	LOC6502295|XP_001966186.1|DANA
OG0001605	LOC119661250|XP_037926426.1|HILL	LOC6495424|XP_001958820.1|DANA
OG0001606	LOC119660918|XP_037925818.1|HILL, LOC119646508|XP_037902892.1|HILL	LOC26513661|XP_014760195.1|DANA
OG0001607	LOC119653772|XP_037914699.1|HILL	LOC6506973|XP_001965288.1|DANA
OG0001608	LOC119651382|XP_037910884.1|HILL	LOC6498291|XP_001962472.1|DANA
OG0001609	LOC119661337|XP_037926568.1|HILL	LOC6495874|XP_032306256.1|DANA
OG0001610	LOC119651658|XP_037911273.1|HILL	LOC6498267|XP_001962428.2|DANA
OG0001611	LOC119659808|XP_037924012.1|HILL	LOC6498168|XP_001962222.1|DANA
OG0001612	LOC119661586|XP_037926916.1|HILL	LOC6497451|XP_001962047.1|DANA
OG0001613	LOC119652539|XP_037912671.1|HILL	LOC6498593|XP_001963125.1|DANA
OG0001614	LOC119646811|XP_037903340.1|HILL	LOC6495570|XP_001959117.3|DANA
OG0001615	LOC119652569|XP_037912710.1|HILL	LOC6506678|XP_001957432.1|DANA, LOC26514811|XP_014759555.1|DANA
OG0001616	LOC119653567|XP_037914212.1|HILL	LOC6497235|XP_001962507.1|DANA
OG0001617	LOC119650668|XP_037909544.1|HILL	LOC6498282|XP_001962457.1|DANA
OG0001618	LOC119660942|XP_037925872.1|HILL	LOC6496935|XP_001963099.1|DANA
OG0001619	LOC119652825|XP_037913082.1|HILL	LOC6504772|XP_001964844.1|DANA
OG0001620	LOC119653577|XP_037914248.1|HILL	LOC6495309|XP_001958654.1|DANA
OG0001621	LOC119660108|XP_037924418.1|HILL	LOC6494150|XP_001960863.1|DANA
OG0001622	LOC119656639|XP_037919011.1|HILL	LOC6501956|XP_001966760.2|DANA
OG0001623	LOC119647236|XP_037904025.1|HILL	LOC6499958|XP_001953558.1|DANA
OG0001623	LOC119646591|XP_037903012.1|HILL	LOC6503360|XP_001965363.1|DANA
OG0001624	LOC119650947|XP_037910108.1|HILL, LOC119650944|XP_037910102.1|HILL, LOC119650943|XP_037910101.1|HILL, LOC119650946|XP_037910106.1|HILL, LOC119650941|XP_037910099.1|HILL, LOC119650942|XP_037910100.1|HILL	LOC6498510|XP_001962971.1|DANA
OG0001625	LOC119653174|XP_037913649.1|HILL	LOC6497247|XP_001962483.1|DANA
OG0001626	LOC119646282|XP_037902618.1|HILL	LOC6498143|XP_001962166.1|DANA
OG0001627	LOC119659569|XP_037923651.1|HILL	LOC6494295|XP_001965942.1|DANA
OG0001628	LOC119659955|XP_037924234.1|HILL	LOC6503422|XP_032312133.1|DANA
OG0001629	LOC119658826|XP_037922488.1|HILL	LOC26514447|XP_014760177.1|DANA
OG0001630	LOC119654480|XP_037915829.1|HILL	LOC6501653|XP_001955689.1|DANA
OG0001631	LOC119660345|XP_037924763.1|HILL	LOC6499456|XP_001954602.2|DANA
OG0001632	LOC119656711|XP_037919159.1|HILL	LOC6498046|XP_001961962.1|DANA
OG0001633	LOC119660487|XP_037925004.1|HILL, LOC119659363|XP_037923342.1|HILL, LOC119659880|XP_037924127.1|HILL	LOC6499432|XP_001954650.3|DANA
OG0001634	LOC119658764|XP_037922390.1|HILL	LOC26515379|XP_032305648.1|DANA
OG0001635	LOC119660055|XP_037924362.1|HILL	LOC6501004|XP_001954345.3|DANA
OG0001636	LOC119659847|XP_037924072.1|HILL	LOC6500436|XP_001953213.2|DANA
OG0001637	LOC119652943|XP_037913260.1|HILL	LOC6499995|XP_001953465.1|DANA
OG0001638	LOC119651073|XP_037910342.1|HILL	LOC6504871|XP_001966495.1|DANA
OG0001639	LOC119656255|XP_037918601.1|HILL, LOC119656164|XP_037918435.1|HILL	LOC6496664|XP_001961358.1|DANA
OG0001640	LOC119659939|XP_037924206.1|HILL	LOC6500430|XP_032305904.1|DANA, LOC6496447|XP_001967710.1|DANA, LOC6504368|XP_001967722.1|DANA
OG0001641	LOC119659197|XP_037923087.1|HILL	LOC6505813|XP_001964417.1|DANA
OG0001642	LOC119654177|XP_037915290.1|HILL	LOC6503988|XP_001963964.1|DANA
OG0001643	LOC119649971|XP_037908335.1|HILL	LOC6505478|XP_001964935.2|DANA
OG0001644	LOC119650290|XP_037908848.1|HILL	LOC6493282|XP_032309933.1|DANA
OG0001645	LOC119655084|XP_037916711.1|HILL	LOC6494457|XP_001960286.1|DANA
OG0001646	LOC119656068|XP_037918274.1|HILL	LOC6496264|XP_001960571.1|DANA
OG0001647	LOC119655711|XP_037917661.1|HILL	LOC6492917|XP_032306645.1|DANA
OG0001648	LOC119649751|XP_037907972.1|HILL	LOC6507824|XP_032309986.1|DANA
OG0001649	LOC119654460|XP_037915801.1|HILL	LOC6496329|XP_001960710.1|DANA
OG0001650	LOC119656320|XP_037918700.1|HILL	LOC6496084|XP_001960186.1|DANA
OG0001651	LOC119658370|XP_037921662.1|HILL	LOC6494196|XP_032307121.1|DANA
OG0001652	LOC119649034|XP_037906920.1|HILL	LOC6507857|XP_001956479.2|DANA
OG0001653	LOC119648676|XP_037906396.1|HILL	LOC6507276|XP_001956344.1|DANA
OG0001654	LOC119653883|XP_037914928.1|HILL	LOC6496088|XP_032306511.1|DANA
OG0001655	LOC119655938|XP_037918053.1|HILL	LOC6495328|XP_001958621.2|DANA, LOC6495330|XP_032306760.1|DANA
OG0001656	LOC119651883|XP_037911629.1|HILL	LOC6497800|XP_032307587.1|DANA
OG0001657	LOC119647486|XP_037904372.1|HILL	LOC6493598|XP_001958070.1|DANA
OG0001658	LOC119649775|XP_037908004.1|HILL	LOC6507141|XP_001956600.3|DANA
OG0001659	LOC119648041|XP_037905398.1|HILL	LOC6493836|XP_014764569.1|DANA
OG0001660	LOC119649885|XP_037908191.1|HILL	LOC6506661|XP_001957458.2|DANA
OG0001661	LOC119654424|XP_037915743.1|HILL	LOC6499873|XP_001953730.1|DANA
OG0001662	LOC119655308|XP_037917064.1|HILL, LOC119648390|XP_037906056.1|HILL	LOC6507332|XP_001956228.1|DANA
OG0001664	LOC119659739|XP_037923928.1|HILL, LOC119659643|XP_037923773.1|HILL	LOC6495459|XP_001958888.1|DANA
OG0001665	LOC119657519|XP_037920389.1|HILL	LOC116655237|XP_032308676.1|DANA
OG0001665	LOC119653946|XP_037915035.1|HILL	LOC116656432|XP_032311919.1|DANA, LOC116656405|XP_032311848.1|DANA
OG0001666	LOC119655541|XP_037917385.1|HILL, LOC119654517|XP_037915884.1|HILL, LOC119654717|XP_037916166.1|HILL, LOC119654455|XP_037915794.1|HILL	LOC6497001|XP_001962948.1|DANA
OG0001667	LOC119647002|XP_037903655.1|HILL	LOC6496061|XP_001960133.2|DANA
OG0001669	LOC119648541|XP_037906237.1|HILL	LOC6492962|XP_001956756.1|DANA, LOC6492963|XP_001956757.3|DANA
OG0001678	LOC119656538|XP_037918812.1|HILL	LOC6505269|XP_032308009.1|DANA
OG0001679	LOC119657988|XP_037921133.1|HILL	LOC6504757|XP_001966297.1|DANA
OG0001680	LOC119657819|XP_037920861.1|HILL	LOC6503808|XP_001963703.1|DANA
OG0001681	LOC119657551|XP_037920432.1|HILL, LOC119656765|XP_037919272.1|HILL	LOC6505081|XP_001965506.1|DANA
OG0001682	LOC119652960|XP_037913284.1|HILL	LOC6502280|XP_001966157.2|DANA
OG0001683	LOC119647325|XP_037904184.1|HILL	LOC6498039|XP_032307371.1|DANA
OG0001684	LOC119660953|XP_037925916.1|HILL	LOC6505487|XP_032311787.1|DANA
OG0001685	LOC119647007|XP_037903673.1|HILL	LOC6497400|XP_001962161.2|DANA
OG0001686	LOC119657886|XP_037920953.1|HILL	LOC6501979|XP_001966808.1|DANA
OG0001687	LOC119658373|XP_037921663.1|HILL	LOC6504133|XP_032308786.1|DANA
OG0001688	LOC119656875|XP_037919467.1|HILL	LOC6504750|XP_001966290.1|DANA
OG0001689	LOC119656983|XP_037919646.1|HILL, LOC119658473|XP_037921832.1|HILL, LOC119658329|XP_037921595.1|HILL, LOC119656968|XP_037919621.1|HILL	LOC6503137|XP_001963502.2|DANA
OG0001690	LOC119648964|XP_037906811.1|HILL	LOC6493311|XP_001957502.1|DANA
OG0001691	LOC119658271|XP_037921489.1|HILL, LOC119660760|XP_037925454.1|HILL	LOC6505485|XP_001964940.1|DANA
OG0001692	LOC119652052|XP_037911916.1|HILL	LOC6505663|XP_001964502.3|DANA
OG0001693	LOC119658052|XP_037921225.1|HILL	LOC6502259|XP_032309356.1|DANA
OG0001694	LOC119650616|XP_037909427.1|HILL	LOC6499703|XP_032305813.1|DANA
OG0001695	LOC119657243|XP_037919985.1|HILL	LOC6494837|XP_001959572.1|DANA
OG0001696	LOC119660622|XP_037925253.1|HILL	LOC6500238|XP_001952961.2|DANA
OG0001697	LOC119652005|XP_037911863.1|HILL	LOC6499896|XP_001953679.1|DANA
OG0001698	LOC119658486|XP_037921860.1|HILL	LOC6503154|XP_032308896.1|DANA
OG0001699	LOC119651502|XP_037911048.1|HILL	LOC6500304|XP_032305501.1|DANA
OG0001700	LOC119659448|XP_037923460.1|HILL	LOC6500621|XP_001953586.1|DANA
OG0001701	LOC119656877|XP_037919470.1|HILL	LOC6501409|XP_001955187.2|DANA
OG0001702	LOC119652737|XP_037912963.1|HILL	LOC6496973|XP_001963019.2|DANA
OG0001703	LOC119651551|XP_037911111.1|HILL	LOC6501053|XP_032312290.1|DANA
OG0001704	LOC119651685|XP_037911314.1|HILL	LOC6499514|XP_001954465.1|DANA
OG0001705	LOC119650660|XP_037909524.1|HILL	LOC6499119|XP_014765916.1|DANA
OG0001706	LOC119650414|XP_037909135.1|HILL	LOC6505386|XP_032309122.1|DANA
OG0001707	LOC119655036|XP_037916644.1|HILL	LOC6503341|XP_001967767.3|DANA, LOC6500798|XP_014766728.2|DANA
OG0001708	LOC119654721|XP_037916171.1|HILL, LOC119654653|XP_037916069.1|HILL, LOC119654493|XP_037915844.1|HILL	LOC6500925|XP_001954179.1|DANA
OG0001709	LOC119658818|XP_037922470.1|HILL	LOC6507689|XP_001956152.1|DANA
OG0001710	LOC119650640|XP_037909490.1|HILL	LOC6500829|XP_001953997.1|DANA
OG0001711	LOC119658449|XP_037921781.1|HILL	LOC6501221|XP_014766950.2|DANA
OG0001712	LOC119656973|XP_037919631.1|HILL	LOC6499820|XP_014766242.1|DANA
OG0001713	LOC119658767|XP_037922392.1|HILL	LOC6499648|XP_001954218.1|DANA
