Orthogroup	HILL.longest_only	DSEC.longest_only
OG0002364	LOC119649693|XP_037907892.1|HILL	LOC6611509|XP_032570699.1|DSEC
OG0002365	LOC119661179|XP_037926325.1|HILL	LOC6611511|XP_002036052.2|DSEC
OG0002366	LOC119661623|XP_037926971.1|HILL	LOC6613396|XP_032573932.1|DSEC
OG0002367	LOC119661318|XP_037926538.1|HILL	LOC6620616|XP_002044819.1|DSEC
OG0002368	LOC119652467|XP_037912566.1|HILL	LOC6613572|XP_002038040.1|DSEC
OG0002369	LOC119649382|XP_037907428.1|HILL, LOC119660565|XP_037925142.1|HILL	LOC6615061|XP_002039478.1|DSEC
OG0002370	LOC119651809|XP_037911527.1|HILL	LOC6611227|XP_002035783.2|DSEC
OG0002371	LOC119656539|XP_037918816.1|HILL, LOC119651032|XP_037910274.1|HILL, LOC119650814|XP_037909880.1|HILL	LOC6611225|XP_002035781.1|DSEC
OG0002372	LOC119660545|XP_037925112.1|HILL, LOC119646395|XP_037902770.1|HILL	LOC6613320|XP_002037796.2|DSEC
OG0002373	LOC119661102|XP_037926219.1|HILL	LOC6614411|XP_002038844.1|DSEC
OG0002374	LOC119653043|XP_037913433.1|HILL	LOC6607842|XP_002032599.2|DSEC
OG0002375	LOC119660203|XP_037924565.1|HILL	LOC6614308|XP_002038748.2|DSEC
OG0002376	LOC119651132|XP_037910455.1|HILL	LOC6611465|XP_032578353.1|DSEC
OG0002377	LOC119659088|XP_037922929.1|HILL	LOC6613949|XP_002038413.1|DSEC
OG0002378	LOC119649998|XP_037908388.1|HILL	LOC6605522|XP_002030355.1|DSEC
OG0002379	LOC119660040|XP_037924350.1|HILL	LOC6613699|XP_002038169.1|DSEC
OG0002380	LOC119646172|XP_037902478.1|HILL	LOC6612298|XP_032581622.1|DSEC
OG0002381	LOC119653793|XP_037914727.1|HILL	LOC6609108|XP_002033811.1|DSEC
OG0002382	LOC119654175|XP_037915288.1|HILL	LOC6619829|XP_032580861.1|DSEC
OG0002383	LOC119655164|XP_037916840.1|HILL	LOC6610391|XP_032574445.1|DSEC
OG0002384	LOC119655722|XP_037917683.1|HILL	LOC6616088|XP_032582358.1|DSEC
OG0002386	LOC119660530|XP_037925082.1|HILL	LOC6619025|XP_002043270.1|DSEC
OG0002387	LOC119658632|XP_037922074.1|HILL	LOC6607546|XP_032576220.1|DSEC
OG0002388	LOC119660597|XP_037925202.1|HILL	LOC6606296|XP_032576272.1|DSEC
OG0002389	LOC119659861|XP_037924097.1|HILL	LOC6607569|XP_002032338.1|DSEC
OG0002390	LOC119660777|XP_037925481.1|HILL	LOC6612048|XP_002036565.1|DSEC
OG0002391	LOC119654799|XP_037916278.1|HILL	LOC6609584|XP_032570892.1|DSEC
OG0002392	LOC119648776|XP_037906538.1|HILL	LOC6610840|XP_002035406.2|DSEC
OG0002393	LOC119650098|XP_037908545.1|HILL	LOC6605974|XP_002030786.1|DSEC
OG0002394	LOC119660569|XP_037925148.1|HILL	LOC6616939|XP_032577301.1|DSEC
OG0002395	LOC119660359|XP_037924794.1|HILL	LOC6606889|XP_032577672.1|DSEC
OG0002396	LOC119646132|XP_037902409.1|HILL	LOC6609270|XP_032570141.1|DSEC
OG0002397	LOC119660308|XP_037924711.1|HILL	LOC6619120|XP_002043360.1|DSEC
OG0002398	LOC119655398|XP_037917203.1|HILL	LOC6619770|XP_032582020.1|DSEC
OG0002399	LOC119654108|XP_037915199.1|HILL	LOC6619153|XP_002043393.1|DSEC
OG0002400	LOC119655117|XP_037916767.1|HILL	LOC6609610|XP_002034287.2|DSEC
OG0002401	LOC119660972|XP_037925964.1|HILL	LOC6620284|XP_002044492.1|DSEC
OG0002402	LOC119658794|XP_037922439.1|HILL	LOC6606156|XP_002030964.2|DSEC
OG0002403	LOC119658795|XP_037922441.1|HILL	LOC6606155|XP_032577022.1|DSEC
OG0002404	LOC119658822|XP_037922481.1|HILL	LOC6613778|XP_002038248.1|DSEC
OG0002405	LOC119658571|XP_037921946.1|HILL	LOC6613942|XP_002038406.2|DSEC
OG0002406	LOC119648375|XP_037906032.1|HILL	LOC6605961|XP_002030773.1|DSEC
OG0002407	LOC119658730|XP_037922320.1|HILL	LOC6619510|XP_032576641.1|DSEC
OG0002408	LOC119660604|XP_037925218.1|HILL	LOC6613955|XP_032578381.1|DSEC
OG0002410	LOC119660586|XP_037925170.1|HILL	LOC6619037|XP_032577333.1|DSEC
OG0002411	LOC119659118|XP_037922970.1|HILL	LOC6607171|XP_002031957.1|DSEC
OG0002412	LOC119658884|XP_037922597.1|HILL	LOC116801292|XP_032575838.1|DSEC
OG0002413	LOC119655404|XP_037917215.1|HILL	LOC6612220|XP_032582055.1|DSEC
OG0002414	LOC119649954|XP_037908318.1|HILL	LOC6610296|XP_002034891.1|DSEC
OG0002415	LOC119659203|XP_037923099.1|HILL	LOC6606704|XP_032577217.1|DSEC
OG0002416	LOC119660796|XP_037925541.1|HILL	LOC6619453|XP_032579952.1|DSEC
OG0002417	LOC119660805|XP_037925571.1|HILL, LOC119646214|XP_037902524.1|HILL	LOC6617207|XP_002041534.1|DSEC
OG0002418	LOC119658681|XP_037922173.1|HILL	LOC6620474|XP_002044683.1|DSEC
OG0002419	LOC119653741|XP_037914593.1|HILL	LOC6612510|XP_032582126.1|DSEC
OG0002420	LOC119647472|XP_037904337.1|HILL	LOC6610624|XP_032575504.1|DSEC
OG0002421	LOC119647190|XP_037903929.1|HILL	LOC6607743|XP_002032506.1|DSEC
OG0002422	LOC119659721|XP_037923904.1|HILL	LOC6614327|XP_002038767.1|DSEC
OG0002423	LOC119649055|XP_037906961.1|HILL, LOC119647733|XP_037904768.1|HILL	LOC6605235|XP_002030073.2|DSEC
OG0002424	LOC119652081|XP_037911950.1|HILL	LOC6620278|XP_002044487.2|DSEC
OG0002425	LOC119657196|XP_037919928.1|HILL	LOC6619938|XP_002044150.1|DSEC
OG0002426	LOC119653442|XP_037913957.1|HILL	LOC6610245|XP_002034840.2|DSEC
OG0002427	LOC119660873|XP_037925712.1|HILL	LOC6620285|XP_002044493.1|DSEC
OG0002428	LOC119654226|XP_037915372.1|HILL	LOC6615032|XP_002039449.2|DSEC
OG0002429	LOC119649762|XP_037907984.1|HILL	LOC6610512|XP_002035092.2|DSEC
OG0002430	LOC119655477|XP_037917306.1|HILL	LOC6607982|XP_002032730.1|DSEC
OG0002431	LOC119654180|XP_037915295.1|HILL	LOC6609942|XP_032572390.1|DSEC
OG0002432	LOC119655856|XP_037917903.1|HILL	LOC6612482|XP_002036990.2|DSEC
OG0002433	LOC119660906|XP_037925781.1|HILL	LOC6620519|XP_032577977.1|DSEC
OG0002434	LOC119660559|XP_037925127.1|HILL, LOC119660560|XP_037925128.1|HILL	LOC6607075|XP_002031863.1|DSEC
OG0002436	LOC119654974|XP_037916562.1|HILL	LOC6609077|XP_002033780.1|DSEC
OG0002437	LOC119656106|XP_037918349.1|HILL	LOC6609040|XP_002033743.1|DSEC
OG0002438	LOC119654228|XP_037915376.1|HILL	LOC6616046|XP_032581935.1|DSEC
OG0002439	LOC119652633|XP_037912809.1|HILL	LOC116802469|XP_032582834.1|DSEC, LOC6613571|XP_032572291.1|DSEC
OG0002440	LOC119650031|XP_037908440.1|HILL	LOC6606141|XP_002030949.2|DSEC
OG0002441	LOC119654363|XP_037915637.1|HILL	LOC6608387|XP_002033123.1|DSEC
OG0002442	LOC119654472|XP_037915818.1|HILL	LOC6609630|XP_002034307.1|DSEC
OG0002443	LOC119655257|XP_037916981.1|HILL	LOC6608570|XP_032572699.1|DSEC
OG0002444	LOC119655585|XP_037917455.1|HILL	LOC6615489|XP_032570846.1|DSEC
OG0002445	LOC119654997|XP_037916592.1|HILL	LOC6609058|XP_002033761.1|DSEC
OG0002446	LOC119655351|XP_037917131.1|HILL	LOC6609198|XP_002033889.1|DSEC
OG0002447	LOC119648048|XP_037905436.1|HILL	LOC6605499|XP_032574557.1|DSEC
OG0002448	LOC119655254|XP_037916980.1|HILL	LOC6615421|XP_002039803.1|DSEC
OG0002449	LOC119655516|XP_037917352.1|HILL	LOC6609509|XP_002034193.1|DSEC
OG0002450	LOC119651379|XP_037910880.1|HILL	LOC6606933|XP_032578029.1|DSEC
OG0002451	LOC119654699|XP_037916141.1|HILL	LOC6608247|XP_032570484.1|DSEC
OG0002452	LOC119656072|XP_037918280.1|HILL	LOC6615518|XP_002039897.1|DSEC
OG0002453	LOC119654909|XP_037916465.1|HILL	LOC6615517|XP_002039896.1|DSEC
OG0002454	LOC119648715|XP_037906451.1|HILL, LOC119646825|XP_037903372.1|HILL	LOC6610237|XP_002034832.1|DSEC
OG0002455	LOC119648741|XP_037906486.1|HILL	LOC6610238|XP_002034833.1|DSEC
OG0002456	LOC119655658|XP_037917570.1|HILL	LOC6615637|XP_032571850.1|DSEC
OG0002457	LOC119646410|XP_037902782.1|HILL	LOC6608025|XP_032572841.1|DSEC
OG0002458	LOC119647523|XP_037904421.1|HILL	LOC6613596|XP_002038065.1|DSEC
OG0002459	LOC119655273|XP_037917013.1|HILL	LOC6609014|XP_002033719.1|DSEC
OG0002460	LOC119654957|XP_037916543.1|HILL	LOC6613048|XP_002037531.1|DSEC
OG0002461	LOC119655739|XP_037917720.1|HILL	LOC6609545|XP_002034228.1|DSEC
OG0002462	LOC119653574|XP_037914235.1|HILL	LOC6609898|XP_032570713.1|DSEC
OG0002463	LOC119653475|XP_037914021.1|HILL	LOC6613000|XP_032572495.1|DSEC
OG0002464	LOC119654425|XP_037915744.1|HILL	LOC6609628|XP_002034305.1|DSEC
OG0002465	LOC119655627|XP_037917525.1|HILL	LOC6619150|XP_002043390.1|DSEC
OG0002466	LOC119660981|XP_037925992.1|HILL	LOC6619465|XP_032579749.1|DSEC
OG0002467	LOC119649915|XP_037908245.1|HILL	LOC6610881|XP_002035444.2|DSEC
OG0002468	LOC119647951|XP_037905266.1|HILL	LOC6605542|XP_002030370.1|DSEC
OG0002469	LOC119658964|XP_037922766.1|HILL	LOC6613789|XP_032578079.1|DSEC
OG0002470	LOC119655032|XP_037916637.1|HILL	LOC6608255|XP_002032999.1|DSEC
OG0002471	LOC119654376|XP_037915661.1|HILL, LOC119661413|XP_037926676.1|HILL	LOC6608351|XP_032572636.1|DSEC
OG0002472	LOC119654274|XP_037915474.1|HILL	LOC6608797|XP_002033516.1|DSEC
OG0002473	LOC119653549|XP_037914165.1|HILL	LOC6608713|XP_002033437.1|DSEC
OG0002474	LOC119649201|XP_037907174.1|HILL	LOC6605800|XP_032573308.1|DSEC
OG0002475	LOC119654429|XP_037915751.1|HILL	LOC6612836|XP_002037337.1|DSEC
OG0002476	LOC119656275|XP_037918628.1|HILL	LOC6615544|XP_002039923.1|DSEC
OG0002477	LOC119654629|XP_037916028.1|HILL	LOC6621650|XP_032572210.1|DSEC
OG0002478	LOC119653653|XP_037914401.1|HILL	LOC6620803|XP_032571514.1|DSEC
OG0002479	LOC119653693|XP_037914491.1|HILL	LOC6609094|XP_002033797.1|DSEC
OG0002480	LOC119656249|XP_037918591.1|HILL	LOC6620153|XP_032578044.1|DSEC
OG0002481	LOC119654359|XP_037915631.1|HILL	LOC6616036|XP_002040402.1|DSEC
OG0002482	LOC119654812|XP_037916296.1|HILL	LOC6609038|XP_002033741.1|DSEC
OG0002483	LOC119654265|XP_037915460.1|HILL	LOC6615792|XP_002040162.1|DSEC
OG0002484	LOC119656027|XP_037918219.1|HILL	LOC6609616|XP_002034293.1|DSEC
OG0002485	LOC119655679|XP_037917607.1|HILL	LOC6608228|XP_002032972.1|DSEC
OG0002486	LOC119648139|XP_037905613.1|HILL	LOC6619444|XP_002043659.1|DSEC
OG0002487	LOC119653874|XP_037914910.1|HILL	LOC6620140|XP_032569716.1|DSEC
OG0002488	LOC119660954|XP_037925920.1|HILL	LOC6615475|XP_002039855.1|DSEC
OG0002489	LOC119660887|XP_037925736.1|HILL	LOC6618397|XP_032573265.1|DSEC
OG0002490	LOC119654280|XP_037915491.1|HILL	LOC6621698|XP_032573097.1|DSEC
OG0002491	LOC119647915|XP_037905165.1|HILL	LOC6616482|XP_002040843.1|DSEC
OG0002492	LOC119654307|XP_037915554.1|HILL	LOC6609737|XP_032572777.1|DSEC
OG0002493	LOC119655465|XP_037917293.1|HILL	LOC6608239|XP_002032983.1|DSEC
OG0002494	LOC119659460|XP_037923474.1|HILL, LOC119660367|XP_037924804.1|HILL	LOC6607082|XP_032579513.1|DSEC
OG0002495	LOC119654722|XP_037916172.1|HILL	LOC6609250|XP_002033940.1|DSEC
OG0002496	LOC119649826|XP_037908093.1|HILL, LOC119649761|XP_037907983.1|HILL	LOC6617007|XP_002041335.1|DSEC
OG0002497	LOC119655269|XP_037917012.1|HILL, LOC119658933|XP_037922695.1|HILL, LOC119649531|XP_037907646.1|HILL, LOC119650156|XP_037908629.1|HILL	LOC6605907|XP_002030720.2|DSEC
OG0002498	LOC119647689|XP_037904700.1|HILL, LOC119649036|XP_037906923.1|HILL	LOC6616438|XP_032575296.1|DSEC
OG0002499	LOC119648384|XP_037906048.1|HILL, LOC119649210|XP_037907195.1|HILL, LOC119648699|XP_037906435.1|HILL, LOC119649326|XP_037907355.1|HILL, LOC119649447|XP_037907526.1|HILL, LOC119648383|XP_037906047.1|HILL	LOC6610212|XP_032575094.1|DSEC
OG0002500	LOC119649957|XP_037908322.1|HILL	LOC116802159|XP_032581424.1|DSEC, LOC6621235|XP_002045414.1|DSEC
OG0002501	LOC119653412|XP_037913907.1|HILL	LOC6613394|XP_002037868.1|DSEC
OG0002508	LOC119656934|XP_037919560.1|HILL	LOC6614888|XP_032582162.1|DSEC
OG0002509	LOC119658018|XP_037921175.1|HILL	LOC6608035|XP_002032783.1|DSEC
OG0002510	LOC119657160|XP_037919869.1|HILL	LOC6620348|XP_002044556.1|DSEC
OG0002511	LOC119658508|XP_037921904.1|HILL	LOC6606505|XP_032576461.1|DSEC
OG0002512	LOC119660968|XP_037925953.1|HILL	LOC6619457|XP_002043672.2|DSEC
OG0002513	LOC119651669|XP_037911287.1|HILL	LOC6607046|XP_002031834.1|DSEC
OG0002514	LOC119657600|XP_037920516.1|HILL	LOC6610287|XP_002034882.1|DSEC
OG0002516	LOC119652843|XP_037913108.1|HILL	LOC6616959|XP_032579164.1|DSEC
OG0002517	LOC119656542|XP_037918823.1|HILL	LOC6618445|XP_032582256.1|DSEC
OG0002519	LOC119657706|XP_037920676.1|HILL	LOC6615299|XP_002039703.1|DSEC
OG0002520	LOC119657408|XP_037920229.1|HILL	LOC6612341|XP_002036851.2|DSEC
OG0002521	LOC119658239|XP_037921445.1|HILL	LOC6614864|XP_032581378.1|DSEC
OG0002522	LOC119651837|XP_037911562.1|HILL	LOC6613767|XP_002038236.1|DSEC
OG0002523	LOC119646547|XP_037902949.1|HILL	LOC6612964|XP_032577166.1|DSEC
OG0002524	LOC119656897|XP_037919505.1|HILL	LOC6612408|XP_032582007.1|DSEC
OG0002525	LOC119659945|XP_037924218.1|HILL	LOC6610862|XP_002035428.1|DSEC
OG0002526	LOC119652519|XP_037912642.1|HILL	LOC6606278|XP_002031083.1|DSEC
OG0002528	LOC119656514|XP_037918783.1|HILL	LOC6612208|XP_032582381.1|DSEC
OG0002529	LOC119659964|XP_037924249.1|HILL	LOC6616814|XP_002041151.1|DSEC
OG0002530	LOC119651040|XP_037910286.1|HILL	LOC6614721|XP_002039145.1|DSEC
OG0002531	LOC119652635|XP_037912812.1|HILL	LOC6613575|XP_002038043.1|DSEC
OG0002532	LOC119659820|XP_037924032.1|HILL	LOC6620435|XP_032574781.1|DSEC
OG0002533	LOC119658116|XP_037921311.1|HILL, LOC119656790|XP_037919318.1|HILL	LOC6620338|XP_032581599.1|DSEC
OG0002534	LOC119658054|XP_037921227.1|HILL	LOC6608689|XP_002033416.1|DSEC
OG0002535	LOC119648826|XP_037906614.1|HILL	LOC6618378|XP_002042648.1|DSEC
OG0002536	LOC119652491|XP_037912601.1|HILL	LOC6612716|XP_002037219.1|DSEC
OG0002537	LOC119651600|XP_037911177.1|HILL	LOC6615833|XP_002040203.2|DSEC
OG0002539	LOC119656722|XP_037919177.1|HILL	LOC6618880|XP_002043128.1|DSEC
OG0002540	LOC119657017|XP_037919693.1|HILL	LOC6606274|XP_002031079.1|DSEC
OG0002541	LOC119656743|XP_037919230.1|HILL	LOC6618082|XP_002042380.1|DSEC
OG0002542	LOC119656609|XP_037918974.1|HILL	LOC6615015|XP_002039432.1|DSEC
OG0002543	LOC119657314|XP_037920100.1|HILL	LOC6618636|XP_032582409.1|DSEC
OG0002544	LOC119656831|XP_037919408.1|HILL	LOC6607402|XP_002032175.1|DSEC
OG0002545	LOC119656994|XP_037919657.1|HILL	LOC6615999|XP_002040366.1|DSEC
OG0002547	LOC119652909|XP_037913218.1|HILL	LOC6612302|XP_002036812.1|DSEC
OG0002548	LOC119652235|XP_037912133.1|HILL	LOC6620307|XP_032581448.1|DSEC
OG0002549	LOC119654252|XP_037915430.1|HILL	LOC6618019|XP_032581260.1|DSEC
OG0002550	LOC119658490|XP_037921877.1|HILL	LOC6618466|XP_032579990.1|DSEC
OG0002551	LOC119653240|XP_037913767.1|HILL	LOC116801681|XP_032578626.1|DSEC
OG0002552	LOC119651327|XP_037910794.1|HILL	LOC6618222|XP_002042497.1|DSEC
OG0002553	LOC119657787|XP_037920799.1|HILL	LOC6620339|XP_032581592.1|DSEC
OG0002554	LOC119658056|XP_037921237.1|HILL	LOC6612285|XP_002036795.1|DSEC
OG0002555	LOC119657209|XP_037919947.1|HILL, LOC119656508|XP_037918774.1|HILL	LOC6612367|XP_032580872.1|DSEC
OG0002556	LOC119656650|XP_037919040.1|HILL	LOC6613574|XP_002038042.1|DSEC
OG0002557	LOC119656575|XP_037918889.1|HILL	LOC6618672|XP_002042931.1|DSEC
OG0002558	LOC119651994|XP_037911842.1|HILL	LOC6607619|XP_002032387.1|DSEC
OG0002559	LOC119658639|XP_037922100.1|HILL	LOC6620232|XP_032575397.1|DSEC
OG0002560	LOC119659985|XP_037924284.1|HILL	LOC6619196|XP_032577894.1|DSEC
OG0002561	LOC119660217|XP_037924580.1|HILL	LOC6619103|XP_002043343.2|DSEC
OG0002562	LOC119656890|XP_037919490.1|HILL	LOC6619872|XP_032582547.1|DSEC
OG0002563	LOC119656587|XP_037918922.1|HILL	LOC6618037|XP_002042345.1|DSEC
OG0002564	LOC119658086|XP_037921277.1|HILL	LOC6612866|XP_002037358.1|DSEC
OG0002565	LOC119651907|XP_037911662.1|HILL	LOC6607150|XP_002031936.1|DSEC
OG0002566	LOC119651044|XP_037910294.1|HILL	LOC6616622|XP_002040974.1|DSEC
OG0002567	LOC119657363|XP_037920170.1|HILL	LOC6612340|XP_002036850.1|DSEC
OG0002568	LOC119657610|XP_037920537.1|HILL	LOC6607205|XP_032578783.1|DSEC
OG0002569	LOC119658442|XP_037921772.1|HILL	LOC6616285|XP_002040649.1|DSEC
OG0002570	LOC119651299|XP_037910751.1|HILL	LOC6613740|XP_032578950.1|DSEC
OG0002571	LOC119650615|XP_037909426.1|HILL	LOC6613742|XP_032578958.1|DSEC
OG0002573	LOC119652513|XP_037912635.1|HILL	LOC6613754|XP_002038223.1|DSEC
OG0002574	LOC119651408|XP_037910926.1|HILL	LOC6613769|XP_032578026.1|DSEC
OG0002575	LOC119658815|XP_037922466.1|HILL	LOC6606755|XP_032576955.1|DSEC
OG0002576	LOC119655795|XP_037917817.1|HILL	LOC116800180|XP_032580891.1|DSEC, LOC6620589|XP_032581084.1|DSEC
OG0002577	LOC119649364|XP_037907406.1|HILL	LOC6606079|XP_002030888.1|DSEC
OG0002578	LOC119657800|XP_037920824.1|HILL	LOC6613346|XP_002037821.1|DSEC
OG0002579	LOC119652339|XP_037912283.1|HILL, LOC119651259|XP_037910681.1|HILL	LOC116800303|XP_032570220.1|DSEC
OG0002580	LOC119657402|XP_037920221.1|HILL	LOC6608891|XP_002033605.1|DSEC
OG0002581	LOC119650577|XP_037909330.1|HILL	LOC6607641|XP_032579089.1|DSEC
OG0002582	LOC119657258|XP_037920015.1|HILL	LOC6607055|XP_002031843.2|DSEC
OG0002583	LOC119658636|XP_037922089.1|HILL	LOC6606966|XP_032576401.1|DSEC
OG0002584	LOC119657060|XP_037919742.1|HILL	LOC6618401|XP_002042671.1|DSEC
OG0002585	LOC119657061|XP_037919743.1|HILL	LOC6618400|XP_002042670.1|DSEC
OG0002586	LOC119650996|XP_037910207.1|HILL	LOC6620705|XP_002044905.2|DSEC
OG0002587	LOC119651772|XP_037911453.1|HILL	LOC6607304|XP_032576324.1|DSEC
OG0002588	LOC119651333|XP_037910801.1|HILL	LOC6607041|XP_002031829.1|DSEC
OG0002589	LOC119651802|XP_037911515.1|HILL	LOC6617077|XP_032576961.1|DSEC
OG0002590	LOC119657260|XP_037920017.1|HILL	LOC6617956|XP_032580009.1|DSEC
OG0002591	LOC119650571|XP_037909315.1|HILL	LOC6612913|XP_002037405.1|DSEC
OG0002592	LOC119658256|XP_037921469.1|HILL	LOC6618702|XP_002042961.1|DSEC
OG0002593	LOC119657889|XP_037920959.1|HILL	LOC6618698|XP_032577472.1|DSEC
OG0002594	LOC119656677|XP_037919090.1|HILL	LOC6606448|XP_032576567.1|DSEC
OG0002595	LOC119651312|XP_037910769.1|HILL	LOC6620517|XP_032578925.1|DSEC
OG0002596	LOC119657775|XP_037920773.1|HILL	LOC6606521|XP_002031322.2|DSEC
OG0002597	LOC119656924|XP_037919544.1|HILL	LOC6606982|XP_032576842.1|DSEC
OG0002598	LOC119652701|XP_037912911.1|HILL	LOC6607509|XP_032577415.1|DSEC
OG0002599	LOC119658032|XP_037921192.1|HILL	LOC6607056|XP_002031844.1|DSEC
OG0002600	LOC119660761|XP_037925455.1|HILL	LOC6608436|XP_032571964.1|DSEC
OG0002601	LOC119656977|XP_037919639.1|HILL	LOC6614350|XP_002038789.1|DSEC
OG0002602	LOC119656881|XP_037919473.1|HILL	LOC6612601|XP_002037106.1|DSEC
OG0002603	LOC119651282|XP_037910719.1|HILL	LOC6612816|XP_032579153.1|DSEC
OG0002604	LOC119650866|XP_037909955.1|HILL	LOC6612815|XP_002037316.1|DSEC
OG0002605	LOC119651553|XP_037911113.1|HILL	LOC6606631|XP_032577981.1|DSEC
OG0002606	LOC119656741|XP_037919222.1|HILL	LOC6606496|XP_032578874.1|DSEC
OG0002607	LOC119653172|XP_037913647.1|HILL	LOC6614315|XP_002038755.1|DSEC
OG0002608	LOC119660551|XP_037925119.1|HILL	LOC6616917|XP_032576525.1|DSEC
OG0002609	LOC119659672|XP_037923825.1|HILL	LOC6608739|XP_002033462.1|DSEC
OG0002610	LOC119652242|XP_037912144.1|HILL	LOC6620036|XP_002044248.1|DSEC
OG0002611	LOC119651172|XP_037910518.1|HILL	LOC6621750|XP_032577768.1|DSEC
OG0002612	LOC119650864|XP_037909951.1|HILL	LOC6619279|XP_002043496.1|DSEC, LOC116802593|XP_032582913.1|DSEC
OG0002613	LOC119653071|XP_037913479.1|HILL	LOC6607676|XP_032577669.1|DSEC
OG0002614	LOC119652233|XP_037912125.1|HILL	LOC6617055|XP_032576163.1|DSEC
OG0002615	LOC119656533|XP_037918807.1|HILL	LOC6610520|XP_002035100.2|DSEC
OG0002616	LOC119651150|XP_037910483.1|HILL	LOC6618685|XP_002042943.1|DSEC
OG0002617	LOC119658644|XP_037922109.1|HILL	LOC6607076|XP_002031864.1|DSEC
OG0002618	LOC119653131|XP_037913588.1|HILL	LOC116801771|XP_032579102.1|DSEC
OG0002619	LOC119651104|XP_037910391.1|HILL	LOC6616793|XP_032578173.1|DSEC
OG0002620	LOC119653020|XP_037913387.1|HILL	LOC6607776|XP_032579425.1|DSEC
OG0002621	LOC119650886|XP_037909990.1|HILL	LOC6607474|XP_002032243.1|DSEC
OG0002622	LOC119647616|XP_037904583.1|HILL	LOC6605891|XP_002030704.1|DSEC
OG0002623	LOC119658010|XP_037921163.1|HILL	LOC6607149|XP_032577971.1|DSEC
OG0002624	LOC119658234|XP_037921440.1|HILL	LOC6607354|XP_002032127.1|DSEC
OG0002625	LOC119657514|XP_037920381.1|HILL	LOC6607361|XP_032578927.1|DSEC
OG0002626	LOC119657766|XP_037920761.1|HILL	LOC6620253|XP_002044461.1|DSEC
OG0002627	LOC119650608|XP_037909403.1|HILL	LOC6607440|XP_032576744.1|DSEC
OG0002628	LOC119655124|XP_037916781.1|HILL, LOC119651205|XP_037910583.1|HILL	LOC6614033|XP_032576655.1|DSEC
OG0002629	LOC119658752|XP_037922364.1|HILL	LOC6606834|XP_032579211.1|DSEC
OG0002630	LOC119658825|XP_037922484.1|HILL	LOC6606207|XP_032579069.1|DSEC
OG0002631	LOC119659503|XP_037923559.1|HILL	LOC6619616|XP_002043828.1|DSEC
OG0002632	LOC119660362|XP_037924798.1|HILL, LOC119660243|XP_037924625.1|HILL	LOC6606437|XP_002031241.1|DSEC
OG0002633	LOC119652774|XP_037913010.1|HILL	LOC6613758|XP_032578428.1|DSEC
OG0002634	LOC119657698|XP_037920661.1|HILL	LOC6606412|XP_032576213.1|DSEC
OG0002635	LOC119650682|XP_037909568.1|HILL	LOC6607029|XP_002031818.1|DSEC
OG0002636	LOC119659137|XP_037922996.1|HILL	LOC6613786|XP_002038255.1|DSEC
OG0002637	LOC119646273|XP_037902610.1|HILL	LOC6617703|XP_032569690.1|DSEC
OG0002638	LOC119651748|XP_037911410.1|HILL	LOC6612786|XP_002037287.2|DSEC
OG0002639	LOC119646657|XP_037903115.1|HILL, LOC119646658|XP_037903116.1|HILL	LOC6606766|XP_032576574.1|DSEC
OG0002640	LOC119652375|XP_037912400.1|HILL	LOC6606481|XP_002031282.1|DSEC
OG0002641	LOC119650870|XP_037909959.1|HILL	LOC6606478|XP_002031279.1|DSEC
OG0002642	LOC119652218|XP_037912088.1|HILL	LOC6606477|XP_002031278.1|DSEC
OG0002643	LOC119653505|XP_037914095.1|HILL	LOC6606476|XP_032577164.1|DSEC
OG0002644	LOC119652907|XP_037913211.1|HILL	LOC6614078|XP_002038532.2|DSEC
OG0002645	LOC119653159|XP_037913627.1|HILL	LOC6614072|XP_032578231.1|DSEC
OG0002646	LOC119660278|XP_037924677.1|HILL	LOC6607761|XP_032579266.1|DSEC
OG0002647	LOC119660325|XP_037924731.1|HILL	LOC6607316|XP_002032090.1|DSEC
OG0002648	LOC119650809|XP_037909875.1|HILL	LOC6614313|XP_002038753.2|DSEC
OG0002649	LOC119651922|XP_037911678.1|HILL	LOC6607332|XP_032578557.1|DSEC
OG0002650	LOC119653232|XP_037913749.1|HILL	LOC6607317|XP_002032091.1|DSEC
OG0002651	LOC119651237|XP_037910644.1|HILL	LOC6616915|XP_002041245.1|DSEC
OG0002652	LOC119651513|XP_037911067.1|HILL	LOC6620077|XP_002044289.1|DSEC
OG0002653	LOC119650587|XP_037909351.1|HILL	LOC6618764|XP_002043022.1|DSEC
OG0002654	LOC119652058|XP_037911923.1|HILL	LOC6618762|XP_032578295.1|DSEC
OG0002655	LOC119653246|XP_037913774.1|HILL	LOC116800175|XP_032582906.1|DSEC, LOC6619281|XP_032576172.1|DSEC
OG0002656	LOC119650783|XP_037909824.1|HILL	LOC6606543|XP_032576436.1|DSEC
OG0002657	LOC119650860|XP_037909943.1|HILL	LOC6607030|XP_002031819.1|DSEC
OG0002658	LOC119650111|XP_037908562.1|HILL	LOC6612958|XP_002037450.1|DSEC
OG0002659	LOC119652751|XP_037912979.1|HILL	LOC6612609|XP_002037114.1|DSEC
OG0002660	LOC119658641|XP_037922102.1|HILL	LOC116802111|XP_032581182.1|DSEC
OG0002661	LOC119653184|XP_037913665.1|HILL	LOC6618755|XP_002043013.2|DSEC
OG0002662	LOC119658136|XP_037921333.1|HILL	LOC6618882|XP_032572418.1|DSEC
