Orthogroup	HILL.longest_only	DYAK.longest_only
OG0000342	LOC119656749|XP_037919236.1|HILL	LOC6524945|XP_002100785.1|DYAK, LOC6535839|XP_002096460.1|DYAK, LOC6532058|XP_002092835.1|DYAK
OG0000343	LOC119656580|XP_037918899.1|HILL	LOC6536351|XP_002096933.1|DYAK
OG0000344	LOC119653101|XP_037913544.1|HILL, LOC119646209|XP_037902520.1|HILL, LOC119655037|XP_037916641.1|HILL, LOC119650620|XP_037909437.1|HILL	LOC6531201|XP_002092029.1|DYAK, LOC6538817|XP_015049058.1|DYAK
OG0000345	LOC119657419|XP_037920250.1|HILL	LOC6528496|XP_002089542.1|DYAK
OG0000346	LOC119646519|XP_037902907.1|HILL, LOC119659886|XP_037924134.1|HILL	LOC6530500|XP_015052691.1|DYAK, LOC6531854|XP_002092641.2|DYAK, LOC6531853|XP_039227998.1|DYAK, LOC26535249|XP_039227997.1|DYAK, LOC6530501|XP_002091416.1|DYAK
OG0000347	LOC119648357|XP_037905998.1|HILL	LOC6533090|XP_002093821.1|DYAK
OG0000347	LOC119650775|XP_037909808.1|HILL	LOC6526403|XP_015053393.1|DYAK
OG0000348	LOC119646268|XP_037902599.1|HILL, LOC119661392|XP_037926644.1|HILL, LOC119661101|XP_037926218.1|HILL	LOC6526850|XP_039226661.1|DYAK
OG0000349	LOC119655419|XP_037917235.1|HILL	LOC6529788|XP_002090772.1|DYAK
OG0000350	LOC119647587|XP_037904524.1|HILL	LOC6538327|XP_002098854.2|DYAK
OG0000351	LOC119650765|XP_037909794.1|HILL, LOC119651405|XP_037910922.1|HILL	LOC6530561|XP_002091474.1|DYAK, LOC6530562|XP_002091475.1|DYAK
OG0000353	LOC119651137|XP_037910460.1|HILL, LOC119651138|XP_037910461.1|HILL	LOC6536200|XP_002096791.1|DYAK
OG0000353	LOC119650632|XP_037909467.1|HILL	LOC6528083|XP_002089150.2|DYAK
OG0000354	LOC119646851|XP_037903400.1|HILL	LOC6526540|XP_002087650.1|DYAK
OG0000354	LOC119661529|XP_037926835.1|HILL, LOC119661530|XP_037926836.1|HILL	LOC6526550|XP_002087660.1|DYAK
OG0000355	LOC119651943|XP_037911727.1|HILL, LOC119651919|XP_037911679.1|HILL	LOC6528527|XP_002089573.1|DYAK, LOC6529093|XP_002090106.2|DYAK
OG0000356	LOC119653869|XP_037914896.1|HILL	LOC6529623|XP_015052392.1|DYAK, LOC6529622|XP_002090616.1|DYAK
OG0000358	LOC119652921|XP_037913238.1|HILL	LOC120321939|XP_039232174.1|DYAK, LOC6535798|XP_002096421.1|DYAK, LOC6535801|XP_002096424.1|DYAK
OG0000361	LOC119650707|XP_037909637.1|HILL	LOC6537439|XP_002097995.1|DYAK, LOC6537609|XP_002098155.1|DYAK, LOC6527440|XP_002088532.1|DYAK
OG0000362	LOC119661014|XP_037926089.1|HILL	LOC6523766|XP_002099641.1|DYAK
OG0000362	LOC119650343|XP_037908936.1|HILL	LOC6535197|XP_002095857.1|DYAK
OG0000363	LOC119658613|XP_037922027.1|HILL	LOC6538497|XP_002099019.1|DYAK
OG0000363	LOC119647856|XP_037905052.1|HILL	LOC6534361|XP_039229450.1|DYAK
OG0000364	LOC119647649|XP_037904638.1|HILL	LOC6532491|XP_039230352.1|DYAK
OG0000365	LOC119661181|XP_037926327.1|HILL	LOC6530750|XP_002091640.1|DYAK
OG0000366	LOC119657659|XP_037920611.1|HILL	LOC6525054|XP_002100893.2|DYAK
OG0000366	LOC119660260|XP_037924646.1|HILL	LOC6538457|XP_002098981.1|DYAK
OG0000367	LOC119656020|XP_037918200.1|HILL	LOC6533554|XP_002094264.1|DYAK, LOC6530946|XP_002091787.1|DYAK
OG0000376	LOC119657981|XP_037921121.1|HILL	LOC6525377|XP_002101213.1|DYAK, LOC6525376|XP_002101212.1|DYAK
OG0000377	LOC119657714|XP_037920682.1|HILL, LOC119658208|XP_037921402.1|HILL	LOC6523987|XP_015045414.2|DYAK, LOC6537275|XP_015048251.1|DYAK
OG0000378	LOC119653626|XP_037914331.1|HILL	LOC6531198|XP_002092026.1|DYAK
OG0000378	LOC119661275|XP_037926471.1|HILL	LOC6525478|XP_002101313.1|DYAK
OG0000379	LOC119654960|XP_037916550.1|HILL	LOC6528471|XP_002089517.1|DYAK, LOC6528470|XP_002089516.1|DYAK, LOC6528472|XP_002089518.1|DYAK
OG0000380	LOC119649204|XP_037907185.1|HILL	LOC6529925|XP_002090882.2|DYAK
OG0000380	LOC119648894|XP_037906719.1|HILL	LOC6533194|XP_002093920.1|DYAK
OG0000381	LOC119650994|XP_037910191.1|HILL	LOC6528546|XP_002089591.1|DYAK, LOC120320720|XP_039227118.1|DYAK, LOC6527803|XP_002088876.1|DYAK
OG0000382	LOC119655629|XP_037917527.1|HILL	LOC6535179|XP_015051069.1|DYAK
OG0000383	LOC119651324|XP_037910786.1|HILL, LOC119651323|XP_037910785.1|HILL	LOC6526556|XP_002087666.1|DYAK
OG0000384	LOC119646972|XP_037903604.1|HILL	LOC6530267|XP_002091199.1|DYAK
OG0000384	LOC119646908|XP_037903506.1|HILL	LOC6530268|XP_039228338.1|DYAK
OG0000385	LOC119657567|XP_037920455.1|HILL	LOC6524291|XP_039230153.1|DYAK
OG0000385	LOC119657354|XP_037920156.1|HILL	LOC6524290|XP_015045588.1|DYAK
OG0000386	LOC119654213|XP_037915353.1|HILL	LOC6533004|XP_002093739.1|DYAK, LOC6533005|XP_002093740.1|DYAK, LOC6538040|XP_002098575.1|DYAK
OG0000389	LOC119652494|XP_037912607.1|HILL	LOC26535463|XP_015044877.1|DYAK
OG0000389	LOC119654826|XP_037916319.1|HILL, LOC119654630|XP_037916029.1|HILL	LOC6532608|XP_002093352.1|DYAK
OG0000390	LOC119650215|XP_037908712.1|HILL, LOC119652123|XP_037911993.1|HILL	LOC6527221|XP_002088315.1|DYAK
OG0000391	LOC119661658|XP_037927019.1|HILL	LOC6530987|XP_015051767.1|DYAK
OG0000391	LOC119655871|XP_037917926.1|HILL	LOC6530993|XP_002091831.3|DYAK
OG0000392	LOC119646917|XP_037903517.1|HILL	LOC6528152|XP_002089218.1|DYAK, LOC6528155|XP_002089220.1|DYAK
OG0000393	LOC119647833|XP_037905009.1|HILL	LOC6529439|XP_039228726.1|DYAK
OG0000394	LOC119655819|XP_037917852.1|HILL, LOC119655820|XP_037917854.1|HILL, LOC119655818|XP_037917851.1|HILL, LOC119655817|XP_037917850.1|HILL, LOC119650578|XP_037909332.1|HILL	LOC6525065|XP_002100904.1|DYAK, LOC6525066|XP_002100905.2|DYAK
OG0000396	LOC119647873|XP_037905127.1|HILL, LOC119646202|XP_037902512.1|HILL	LOC6526919|XP_002088018.1|DYAK, LOC6526918|XP_002088017.2|DYAK
OG0000399	LOC119650688|XP_037909578.1|HILL	LOC6538335|XP_015048784.1|DYAK
OG0000399	LOC119652689|XP_037912891.1|HILL	LOC6531744|XP_002092534.1|DYAK
OG0000400	LOC119658131|XP_037921328.1|HILL	LOC6524642|XP_002100499.1|DYAK, LOC6524643|XP_002100500.1|DYAK
OG0000402	LOC119657088|XP_037919771.1|HILL	LOC6525004|XP_002100844.2|DYAK
OG0000403	LOC119660792|XP_037925527.1|HILL, LOC119661317|XP_037926537.1|HILL	LOC6538002|XP_002098537.1|DYAK
OG0000404	LOC119653035|XP_037913410.1|HILL	LOC6538868|XP_002099374.1|DYAK, LOC6538869|XP_002099375.1|DYAK
OG0000405	LOC119651780|XP_037911463.1|HILL	LOC6524280|XP_039233555.1|DYAK
OG0000406	LOC119649727|XP_037907936.1|HILL	LOC6534364|XP_015050591.1|DYAK, LOC6529300|XP_002090305.1|DYAK
OG0000407	LOC119647699|XP_037904709.1|HILL	LOC6532620|XP_002093364.1|DYAK
OG0000408	LOC119652449|XP_037912523.1|HILL	LOC6536919|XP_002097488.1|DYAK, LOC6528137|XP_002089203.1|DYAK
OG0000409	LOC119652426|XP_037912477.1|HILL	LOC6530445|XP_002091361.1|DYAK, LOC6528706|XP_002089741.2|DYAK
OG0000410	LOC119651826|XP_037911546.1|HILL	LOC6529450|XP_002090452.1|DYAK, LOC6529448|XP_002090450.2|DYAK, LOC6529447|XP_002090449.1|DYAK
OG0000411	LOC119660621|XP_037925251.1|HILL	LOC6536255|XP_002096841.1|DYAK
OG0000411	LOC119653223|XP_037913732.1|HILL	LOC6527842|XP_002088914.1|DYAK
OG0000412	LOC119660752|XP_037925442.1|HILL	LOC6530825|XP_002091708.1|DYAK
OG0000412	LOC119648053|XP_037905443.1|HILL	LOC6534102|XP_002094788.1|DYAK
OG0000413	LOC119659104|XP_037922954.1|HILL, LOC119659105|XP_037922955.1|HILL	LOC6536233|XP_002096824.1|DYAK
OG0000413	LOC119659106|XP_037922957.1|HILL	LOC6535402|XP_002096051.1|DYAK
OG0000414	LOC119653685|XP_037914474.1|HILL	LOC6530225|XP_002091162.1|DYAK, LOC6529085|XP_002090098.1|DYAK
OG0000415	LOC119655557|XP_037917409.1|HILL	LOC6530572|XP_002091485.1|DYAK
OG0000416	LOC119657449|XP_037920289.1|HILL	LOC6523799|XP_002099674.1|DYAK
OG0000416	LOC119657276|XP_037920043.1|HILL	LOC6525020|XP_002100859.1|DYAK
OG0000417	LOC119651515|XP_037911072.1|HILL	LOC6538651|XP_002099171.1|DYAK
OG0000417	LOC119650792|XP_037909843.1|HILL	LOC6538911|XP_002099415.1|DYAK
OG0000418	LOC119658337|XP_037921610.1|HILL	LOC6531910|XP_015051605.1|DYAK, LOC6525801|XP_002101622.2|DYAK
OG0000419	LOC119647268|XP_037904086.1|HILL	LOC6531577|XP_039229223.1|DYAK
OG0000421	LOC119650957|XP_037910126.1|HILL	LOC6529039|XP_002090070.1|DYAK
OG0000421	LOC119653923|XP_037915014.1|HILL	LOC6526926|XP_039227418.1|DYAK
OG0000422	LOC119659457|XP_037923469.1|HILL	LOC26535420|XP_015044770.2|DYAK
OG0000423	LOC119653623|XP_037914324.1|HILL, LOC119653616|XP_037914313.1|HILL, LOC119653433|XP_037913942.1|HILL	LOC6531070|XP_002091904.1|DYAK, LOC6531071|XP_002091905.1|DYAK
OG0000424	LOC119654257|XP_037915442.1|HILL, LOC119654258|XP_037915448.1|HILL	LOC6530986|XP_002091824.1|DYAK
OG0000425	LOC119656034|XP_037918229.1|HILL	LOC6531358|XP_002092161.1|DYAK
OG0000425	LOC119654479|XP_037915828.1|HILL	LOC6530821|XP_002091704.1|DYAK
OG0000426	LOC119652996|XP_037913351.1|HILL, LOC119650213|XP_037908706.1|HILL, LOC119648772|XP_037906533.1|HILL, LOC119649890|XP_037908208.1|HILL	LOC26535894|XP_039227691.1|DYAK, LOC120320853|XP_039227689.1|DYAK, LOC120320852|XP_039227688.1|DYAK, LOC26535676|XP_015045290.2|DYAK, LOC120320854|XP_039227690.1|DYAK, LOC6528913|XP_039227291.1|DYAK
OG0000428	LOC119654020|XP_037915111.1|HILL	LOC6534712|XP_002095387.2|DYAK, LOC6539768|XP_002086656.3|DYAK, LOC6539767|XP_039229760.1|DYAK
OG0000433	LOC119658708|XP_037922249.1|HILL	LOC6525744|XP_002101566.1|DYAK
OG0000433	LOC119650212|XP_037908705.1|HILL	LOC6533129|XP_002093855.1|DYAK
OG0000434	LOC119659474|XP_037923508.1|HILL	LOC6538239|XP_002098766.1|DYAK
OG0000435	LOC119657374|XP_037920187.1|HILL	LOC6525960|XP_002101780.1|DYAK
OG0000437	LOC119651355|XP_037910846.1|HILL	LOC6528052|XP_002089119.1|DYAK
OG0000437	LOC119661162|XP_037926307.1|HILL	LOC6527174|XP_002088268.1|DYAK
OG0000438	LOC119661411|XP_037926673.1|HILL	LOC6538832|XP_002099345.1|DYAK
OG0000439	LOC119651351|XP_037910838.1|HILL	LOC6527787|XP_002088860.2|DYAK
OG0000439	LOC119650255|XP_037908775.1|HILL	LOC6534081|XP_002094767.3|DYAK
OG0000440	LOC119647315|XP_037904170.1|HILL	LOC6531626|XP_002092423.1|DYAK, LOC6529984|XP_002090930.1|DYAK
OG0000441	LOC119657627|XP_037920559.1|HILL, LOC119658141|XP_037921337.1|HILL, LOC119657726|XP_037920697.1|HILL, LOC119656852|XP_037919432.1|HILL	LOC6530629|XP_002091542.1|DYAK, LOC6530628|XP_002091541.1|DYAK
OG0000443	LOC119649255|XP_037907251.1|HILL	LOC6532260|XP_002093032.1|DYAK, LOC6532259|XP_002093031.1|DYAK
OG0000444	LOC119650202|XP_037908696.1|HILL	LOC6527769|XP_002088845.1|DYAK
OG0000444	LOC119648810|XP_037906588.1|HILL	LOC6527772|XP_002088847.1|DYAK
OG0000445	LOC119653738|XP_037914589.1|HILL, LOC119653665|XP_037914429.1|HILL, LOC119661154|XP_037926298.1|HILL, LOC119660098|XP_037924403.1|HILL, LOC119652099|XP_037911965.1|HILL, LOC119648503|XP_037906200.1|HILL, LOC119654162|XP_037915252.1|HILL	LOC120320453|XP_039226039.1|DYAK, LOC26536203|XP_015046686.1|DYAK
OG0000446	LOC119647818|XP_037904975.1|HILL	LOC26536241|XP_015045913.1|DYAK, LOC6524614|XP_015045778.1|DYAK, LOC26534765|XP_015054548.2|DYAK
OG0000448	LOC119650667|XP_037909547.1|HILL	LOC6538967|XP_002099470.1|DYAK, LOC6538970|XP_002099473.1|DYAK
OG0000449	LOC119654328|XP_037915585.1|HILL	LOC6534302|XP_002094983.1|DYAK
OG0000449	LOC119654797|XP_037916274.1|HILL	LOC6529738|XP_039229308.1|DYAK
OG0000450	LOC119657601|XP_037920517.1|HILL	LOC6526036|XP_039228570.1|DYAK
OG0000450	LOC119656646|XP_037919031.1|HILL	LOC6525691|XP_015046412.1|DYAK
OG0000451	LOC119656757|XP_037919252.1|HILL	LOC6523923|XP_015045375.1|DYAK
OG0000451	LOC119657306|XP_037920093.1|HILL	LOC6523921|XP_002099794.1|DYAK
OG0000453	LOC119658366|XP_037921655.1|HILL	LOC6537021|XP_002097588.1|DYAK
OG0000453	LOC119657350|XP_037920152.1|HILL	LOC6537020|XP_002097587.1|DYAK
OG0000454	LOC119646996|XP_037903646.1|HILL	LOC6537560|XP_002098106.1|DYAK, LOC6532433|XP_002093180.1|DYAK
OG0000455	LOC119661272|XP_037926468.1|HILL	LOC6530077|XP_039229063.1|DYAK, LOC6530078|XP_002091024.3|DYAK
OG0000456	LOC119660708|XP_037925268.1|HILL	LOC6523774|XP_002099649.1|DYAK
OG0000456	LOC119650840|XP_037909908.1|HILL	LOC6528216|XP_039227752.1|DYAK
OG0000457	LOC119650711|XP_037909644.1|HILL	LOC6527826|XP_039226737.1|DYAK
OG0000457	LOC119651240|XP_037910647.1|HILL	LOC6527098|XP_039227705.1|DYAK
OG0000458	LOC119658491|XP_037921882.1|HILL	LOC6527417|XP_039227513.1|DYAK
OG0000460	LOC119661481|XP_037926774.1|HILL	LOC6526429|XP_002087548.1|DYAK
OG0000461	LOC119653502|XP_037914086.1|HILL, LOC119658110|XP_037921305.1|HILL, LOC119646155|XP_037902457.1|HILL	LOC120320452|XP_039226037.1|DYAK
OG0000461	LOC119652168|XP_037912042.1|HILL	LOC120321007|XP_039228110.1|DYAK
OG0000462	LOC119660442|XP_037924924.1|HILL	LOC6535678|XP_002096306.1|DYAK, LOC6535679|XP_002096307.1|DYAK, LOC6535680|XP_002096308.1|DYAK
OG0000465	LOC119651652|XP_037911262.1|HILL	LOC6538672|XP_039231224.1|DYAK
OG0000465	LOC119651651|XP_037911257.1|HILL	LOC6538673|XP_002099193.1|DYAK
OG0000466	LOC119652476|XP_037912578.1|HILL	LOC6525026|XP_002100865.1|DYAK
OG0000466	LOC119661330|XP_037926559.1|HILL	LOC6526256|XP_002087378.1|DYAK
OG0000467	LOC119661560|XP_037926879.1|HILL	LOC6528397|XP_002089444.1|DYAK, LOC6528384|XP_002089431.2|DYAK
OG0000468	LOC119660125|XP_037924447.1|HILL	LOC6539036|XP_002099538.1|DYAK
OG0000468	LOC119661743|XP_037927136.1|HILL	LOC6530220|XP_002091158.1|DYAK
OG0000469	LOC119647237|XP_037904027.1|HILL	LOC6527376|XP_039227239.1|DYAK
OG0000469	LOC119656080|XP_037918298.1|HILL	LOC6527369|XP_039227337.1|DYAK
OG0000470	LOC119650356|XP_037908966.1|HILL	LOC6534578|XP_002095254.2|DYAK
OG0000470	LOC119649541|XP_037907656.1|HILL	LOC6534758|XP_039229886.1|DYAK
OG0000471	LOC119646402|XP_037902775.1|HILL, LOC119647055|XP_037903740.1|HILL	LOC6532437|XP_002093184.1|DYAK, LOC6526561|XP_002087671.1|DYAK
OG0000473	LOC119657995|XP_037921141.1|HILL	LOC6524431|XP_002100289.2|DYAK, LOC6539999|XP_039233543.1|DYAK
OG0000474	LOC119657943|XP_037921063.1|HILL	LOC6525602|XP_039229393.1|DYAK, LOC6533705|XP_002094410.2|DYAK
OG0000475	LOC119650677|XP_037909555.1|HILL	LOC6537726|XP_002098271.1|DYAK, LOC6537727|XP_039231906.1|DYAK
OG0000476	LOC119652617|XP_037912785.1|HILL	LOC6536361|XP_002096943.1|DYAK
OG0000476	LOC119650856|XP_037909934.1|HILL	LOC6536362|XP_015047700.1|DYAK
OG0000477	LOC119650705|XP_037909632.1|HILL, LOC119651325|XP_037910788.1|HILL	LOC6536156|XP_002096756.1|DYAK, LOC6536157|XP_002096757.1|DYAK
OG0000478	LOC119661441|XP_037926715.1|HILL	LOC6524626|XP_002100483.1|DYAK, LOC6538408|XP_002098932.1|DYAK
OG0000479	LOC119649774|XP_037908003.1|HILL, LOC119648325|XP_037905946.1|HILL	LOC6536339|XP_002096923.1|DYAK, LOC6536338|XP_002096922.1|DYAK
OG0000480	LOC119656137|XP_037918398.1|HILL	LOC6526609|XP_002087717.1|DYAK, LOC6526607|XP_002087715.2|DYAK
OG0000482	LOC119659577|XP_037923662.1|HILL	LOC6535737|XP_002096360.2|DYAK
OG0000483	LOC119659859|XP_037924096.1|HILL	LOC6538723|XP_002099238.1|DYAK, LOC6538722|XP_002099237.2|DYAK
OG0000484	LOC119658954|XP_037922754.1|HILL, LOC119658953|XP_037922753.1|HILL	LOC6535684|XP_002096312.1|DYAK, LOC6535683|XP_039232683.1|DYAK
OG0000485	LOC119648226|XP_037905772.1|HILL	LOC6534221|XP_002094903.2|DYAK, LOC6534220|XP_002094902.1|DYAK
OG0000486	LOC119653660|XP_037914412.1|HILL	LOC6531865|XP_015051584.1|DYAK
OG0000489	LOC119658089|XP_037921281.1|HILL	LOC6539054|XP_002099556.2|DYAK, LOC6525048|XP_002100887.1|DYAK
OG0000490	LOC119657695|XP_037920656.1|HILL	LOC6524309|XP_002100168.1|DYAK
OG0000490	LOC119658436|XP_037921765.1|HILL	LOC6526186|XP_039228935.1|DYAK
OG0000491	LOC119648261|XP_037905837.1|HILL	LOC6530212|XP_002091150.1|DYAK, LOC6530211|XP_002091149.1|DYAK
OG0000492	LOC119659843|XP_037924069.1|HILL	LOC6528750|XP_002089785.1|DYAK
OG0000492	LOC119659794|XP_037923991.1|HILL	LOC6528953|XP_002089985.1|DYAK
OG0000493	LOC119654907|XP_037916463.1|HILL, LOC119651623|XP_037911213.1|HILL, LOC119654945|XP_037916531.1|HILL, LOC119649021|XP_037906904.1|HILL, LOC119649081|XP_037907006.1|HILL, LOC119657347|XP_037920148.1|HILL, LOC119655031|XP_037916636.1|HILL	LOC6538185|XP_002098713.1|DYAK, LOC6538186|XP_002098714.1|DYAK
OG0000494	LOC119660730|XP_037925321.1|HILL	LOC6529036|XP_002090067.1|DYAK
OG0000495	LOC119647993|XP_037905310.1|HILL	LOC6525461|XP_002101296.1|DYAK, LOC6531521|XP_039228030.1|DYAK
OG0000496	LOC119650970|XP_037910158.1|HILL	LOC6528113|XP_039227271.1|DYAK
OG0000496	LOC119651936|XP_037911713.1|HILL	LOC6527418|XP_002088510.1|DYAK
OG0000497	LOC119661602|XP_037926930.1|HILL	LOC6526977|XP_039226923.1|DYAK
OG0000497	LOC119661786|XP_037927197.1|HILL	LOC6526976|XP_039226367.1|DYAK
OG0000498	LOC119656972|XP_037919630.1|HILL, LOC119648555|XP_037906280.1|HILL, LOC119646198|XP_037902509.1|HILL, LOC119647192|XP_037903932.1|HILL	LOC6538716|XP_039231658.1|DYAK, LOC6538714|XP_002099229.1|DYAK
OG0000499	LOC119655299|XP_037917052.1|HILL	LOC6531555|XP_002092353.1|DYAK
OG0000499	LOC119659001|XP_037922814.1|HILL	LOC6524396|XP_039226192.1|DYAK
OG0000500	LOC119649406|XP_037907469.1|HILL	LOC6534217|XP_002094899.1|DYAK, LOC6534219|XP_002094901.3|DYAK
OG0000504	LOC119649782|XP_037908015.1|HILL	LOC6534411|XP_002095089.1|DYAK
OG0000505	LOC119657570|XP_037920458.1|HILL	LOC6524336|XP_039233780.1|DYAK, LOC6524340|XP_039233491.1|DYAK
OG0000506	LOC119651603|XP_037911184.1|HILL	LOC6538568|XP_002099090.1|DYAK, LOC6538567|XP_002099089.2|DYAK
OG0000507	LOC119648339|XP_037905962.1|HILL	LOC6526044|XP_002101861.1|DYAK
OG0000507	LOC119652182|XP_037912056.1|HILL	LOC6526045|XP_002101862.1|DYAK
OG0000508	LOC119648498|XP_037906193.1|HILL	LOC6532366|XP_039230008.1|DYAK, LOC6532180|XP_015049199.1|DYAK
OG0000509	LOC119658193|XP_037921390.1|HILL	LOC6531394|XP_015051311.1|DYAK
OG0000509	LOC119646503|XP_037902887.1|HILL	LOC6531406|XP_015051315.1|DYAK
OG0000510	LOC119660366|XP_037924803.1|HILL, LOC119660008|XP_037924313.1|HILL	LOC6530340|XP_002091267.1|DYAK, LOC6530341|XP_002091268.1|DYAK
OG0000511	LOC119652776|XP_037913012.1|HILL, LOC119652931|XP_037913249.1|HILL, LOC119652289|XP_037912214.1|HILL	LOC6529514|XP_002090516.1|DYAK, LOC6529513|XP_015052138.1|DYAK
OG0000512	LOC119653845|XP_037914818.1|HILL, LOC119655068|XP_037916690.1|HILL	LOC6527241|XP_002088335.3|DYAK, LOC6533771|XP_002094475.1|DYAK
OG0000513	LOC119652870|XP_037913157.1|HILL, LOC119651212|XP_037910591.1|HILL, LOC119651501|XP_037911047.1|HILL	LOC6528309|XP_002089362.1|DYAK
OG0000513	LOC119651635|XP_037911227.1|HILL	LOC6529662|XP_002090655.1|DYAK
OG0000514	LOC119646131|XP_037902408.1|HILL	LOC6527403|XP_002088495.1|DYAK
OG0000514	LOC119661601|XP_037926929.1|HILL	LOC6527399|XP_015053669.2|DYAK
OG0000515	LOC119660807|XP_037925575.1|HILL	LOC6523759|XP_002099634.1|DYAK
OG0000515	LOC119648428|XP_037906110.1|HILL	LOC6534573|XP_002095249.1|DYAK
OG0000516	LOC119655902|XP_037917986.1|HILL, LOC119655903|XP_037917987.1|HILL	LOC6524756|XP_002100600.1|DYAK, LOC6524755|XP_002100599.3|DYAK
OG0000517	LOC119647446|XP_037904299.1|HILL	LOC6539535|XP_002086423.1|DYAK, LOC6539538|XP_002086426.2|DYAK
OG0000521	LOC119658404|XP_037921721.1|HILL	LOC6525841|XP_002101661.1|DYAK, LOC6525833|XP_039229916.1|DYAK
OG0000522	LOC119656723|XP_037919178.1|HILL	LOC6539875|XP_002086759.2|DYAK, LOC6539986|XP_002086856.1|DYAK
OG0000523	LOC119650710|XP_037909643.1|HILL	LOC6538598|XP_002099120.1|DYAK
OG0000523	LOC119656872|XP_037919458.1|HILL	LOC6526136|XP_002101953.1|DYAK
OG0000524	LOC119651168|XP_037910515.1|HILL	LOC6537797|XP_002098338.2|DYAK, LOC6536521|XP_002097097.2|DYAK
OG0000525	LOC119659179|XP_037923064.1|HILL, LOC119659178|XP_037923063.1|HILL, LOC119659013|XP_037922825.1|HILL	LOC6528720|XP_002089755.2|DYAK, LOC6528719|XP_002089754.1|DYAK
OG0000526	LOC119651156|XP_037910492.1|HILL	LOC6529745|XP_002090735.1|DYAK, LOC6530832|XP_002091715.3|DYAK
OG0000527	LOC119649636|XP_037907814.1|HILL	LOC6526791|XP_002087894.1|DYAK, LOC6526786|XP_039227349.1|DYAK
OG0000528	LOC119656123|XP_037918378.1|HILL, LOC119655675|XP_037917593.1|HILL, LOC119654042|XP_037915133.1|HILL, LOC119654043|XP_037915134.1|HILL	LOC6526705|XP_002087808.1|DYAK
OG0000529	LOC119661253|XP_037926429.1|HILL	LOC6526567|XP_039226805.1|DYAK, LOC26534499|XP_015054514.1|DYAK, LOC6528174|XP_002089237.3|DYAK
OG0000530	LOC119649071|XP_037906991.1|HILL, LOC119648770|XP_037906525.1|HILL	LOC6533642|XP_002094348.2|DYAK, LOC6532484|XP_002093230.1|DYAK
OG0000531	LOC119651247|XP_037910655.1|HILL	LOC6539070|XP_002085986.1|DYAK, LOC120321067|XP_039228321.1|DYAK, LOC6539238|XP_002086128.2|DYAK, LOC6539072|XP_002085987.1|DYAK, LOC6529564|XP_002090561.1|DYAK
OG0000532	LOC119659773|XP_037923962.1|HILL, LOC119659624|XP_037923752.1|HILL, LOC119658879|XP_037922578.1|HILL, LOC119658880|XP_037922579.1|HILL, LOC119660520|XP_037925069.1|HILL	LOC26535789|XP_002096408.1|DYAK, LOC6535786|XP_039232737.1|DYAK
OG0000533	LOC119657802|XP_037920826.1|HILL	LOC6526168|XP_002101978.1|DYAK
OG0000533	LOC119659208|XP_037923104.1|HILL	LOC6536238|XP_002096827.1|DYAK
OG0000535	LOC119654975|XP_037916563.1|HILL	LOC6528916|XP_002089948.1|DYAK, LOC6528553|XP_039227205.1|DYAK
OG0000537	LOC119656131|XP_037918391.1|HILL	LOC6528403|XP_015053931.1|DYAK
OG0000538	LOC119653804|XP_037914750.1|HILL	LOC26536174|XP_015051180.1|DYAK, LOC6528655|XP_015054024.1|DYAK
OG0000539	LOC119659391|XP_037923380.1|HILL	LOC6538435|XP_002098959.1|DYAK
OG0000539	LOC119660385|XP_037924838.1|HILL, LOC119659605|XP_037923704.1|HILL, LOC119660298|XP_037924699.1|HILL	LOC6538434|XP_002098958.1|DYAK
OG0000540	LOC119655990|XP_037918159.1|HILL	LOC6529271|XP_002090276.1|DYAK, LOC6529272|XP_002090277.1|DYAK
OG0000542	LOC119658932|XP_037922694.1|HILL	LOC6538518|XP_002099040.1|DYAK
OG0000542	LOC119659583|XP_037923667.1|HILL	LOC6523731|XP_002099606.1|DYAK
OG0000543	LOC119650586|XP_037909350.1|HILL	LOC6537878|XP_002098419.1|DYAK, LOC6528508|XP_002089554.2|DYAK
OG0000544	LOC119656656|XP_037919055.1|HILL	LOC6533237|XP_002093963.1|DYAK, LOC6535994|XP_002096609.1|DYAK
OG0000545	LOC119651800|XP_037911512.1|HILL, LOC119658244|XP_037921449.1|HILL	LOC6537447|XP_002098003.1|DYAK, LOC6537453|XP_002098009.1|DYAK
OG0000546	LOC119657382|XP_037920195.1|HILL	LOC6537257|XP_002097815.1|DYAK, LOC6524664|XP_002100521.1|DYAK
OG0000547	LOC119647208|XP_037903959.1|HILL	LOC6525063|XP_002100902.1|DYAK, LOC6539571|XP_039230222.1|DYAK, LOC26535284|XP_039226599.1|DYAK
OG0000548	LOC119648167|XP_037905674.1|HILL	LOC6534682|XP_002095357.1|DYAK, LOC6539392|XP_015045168.2|DYAK
OG0000549	LOC119660128|XP_037924458.1|HILL	LOC6531870|XP_002092657.1|DYAK
OG0000550	LOC119650203|XP_037908697.1|HILL	LOC6532200|XP_015049215.1|DYAK, LOC26535767|XP_015049219.2|DYAK
OG0000551	LOC119661503|XP_037926798.1|HILL	LOC6531504|XP_039229314.1|DYAK
OG0000552	LOC119657020|XP_037919696.1|HILL, LOC119657023|XP_037919700.1|HILL, LOC119657073|XP_037919758.1|HILL, LOC119656915|XP_037919535.1|HILL	LOC6538840|XP_002099353.1|DYAK, LOC6538839|XP_002099352.1|DYAK
