Orthogroup	HILL.longest_only	BTRY.longest_only
OG0001215	LOC119652850|XP_037913130.1|HILL	LOC120772960|XP_039957802.1|BTRY
OG0001216	LOC119653102|XP_037913545.1|HILL	LOC120767214|XP_039948964.1|BTRY
OG0001217	LOC119651703|XP_037911344.1|HILL	LOC120769334|XP_039952224.1|BTRY
OG0001218	LOC119659492|XP_037923538.1|HILL	LOC120767571|XP_039949642.1|BTRY
OG0001221	LOC119650451|XP_037909237.1|HILL	LOC120770838|XP_039954366.1|BTRY
OG0001222	LOC119660867|XP_037925704.1|HILL	LOC120779475|XP_039967685.1|BTRY
OG0001222	LOC119661029|XP_037926116.1|HILL	LOC120766652|XP_039948216.1|BTRY
OG0001223	LOC119654577|XP_037915964.1|HILL	LOC120781215|XP_039969272.1|BTRY
OG0001224	LOC119655657|XP_037917569.1|HILL	LOC120772443|XP_039956998.1|BTRY
OG0001225	LOC119646976|XP_037903609.1|HILL	LOC120771642|XP_039955685.1|BTRY
OG0001226	LOC119657789|XP_037920804.1|HILL, LOC119646174|XP_037902482.1|HILL, LOC119661587|XP_037926917.1|HILL	LOC120781225|XP_039969290.1|BTRY, LOC120781250|XP_039969332.1|BTRY, LOC120781221|XP_039969284.1|BTRY
OG0001227	LOC119647209|XP_037903963.1|HILL, LOC119647103|XP_037903808.1|HILL	LOC120769342|XP_039952233.1|BTRY
OG0001228	LOC119655872|XP_037917929.1|HILL, LOC119655332|XP_037917103.1|HILL, LOC119654512|XP_037915878.1|HILL, LOC119655056|XP_037916675.1|HILL	LOC120773685|XP_039958650.1|BTRY
OG0001229	LOC119646290|XP_037902629.1|HILL	LOC120771702|XP_039955771.1|BTRY
OG0001230	LOC119661031|XP_037926123.1|HILL	LOC120770558|XP_039954070.1|BTRY
OG0001231	LOC119652521|XP_037912644.1|HILL	LOC120767999|XP_039950355.1|BTRY
OG0001232	LOC119658989|XP_037922801.1|HILL, LOC119658979|XP_037922791.1|HILL	LOC120769577|XP_039952568.1|BTRY
OG0001233	LOC119661290|XP_037926495.1|HILL	LOC120769398|XP_039952303.1|BTRY
OG0001234	LOC119659090|XP_037922934.1|HILL	LOC120776530|XP_039963197.1|BTRY, LOC120771840|XP_039956017.1|BTRY
OG0001235	LOC119646499|XP_037902882.1|HILL	LOC120768910|XP_039951611.1|BTRY
OG0001236	LOC119649757|XP_037907979.1|HILL	LOC120777491|XP_039964766.1|BTRY
OG0001237	LOC119659116|XP_037922967.1|HILL	LOC120767044|XP_039948831.1|BTRY
OG0001238	LOC119659152|XP_037923023.1|HILL	LOC120780232|XP_039968416.1|BTRY
OG0001239	LOC119653018|XP_037913384.1|HILL	LOC120774122|XP_039959429.1|BTRY
OG0001240	LOC119660382|XP_037924834.1|HILL	LOC120778072|XP_039965700.1|BTRY
OG0001241	LOC119658765|XP_037922391.1|HILL	LOC120780978|XP_039969140.1|BTRY
OG0001242	LOC119655416|XP_037917230.1|HILL	LOC120774951|XP_039960766.1|BTRY
OG0001243	LOC119648820|XP_037906605.1|HILL	LOC120776941|XP_039963954.1|BTRY
OG0001244	LOC119661188|XP_037926337.1|HILL	LOC120766430|XP_039947868.1|BTRY
OG0001245	LOC119651974|XP_037911806.1|HILL	LOC120766544|XP_039948055.1|BTRY
OG0001247	LOC119653750|XP_037914607.1|HILL	LOC120772950|XP_039957786.1|BTRY
OG0001248	LOC119650077|XP_037908504.1|HILL, LOC119649838|XP_037908111.1|HILL, LOC119647933|XP_037905201.1|HILL, LOC119650285|XP_037908840.1|HILL, LOC119650080|XP_037908511.1|HILL, LOC119648509|XP_037906206.1|HILL, LOC119648725|XP_037906464.1|HILL, LOC119649642|XP_037907825.1|HILL, LOC119649535|XP_037907650.1|HILL, LOC119649939|XP_037908286.1|HILL, LOC119649581|XP_037907713.1|HILL	LOC120773646|XP_039958587.1|BTRY, LOC120773647|XP_039958588.1|BTRY
OG0001249	LOC119658028|XP_037921186.1|HILL	LOC120775586|XP_039961756.1|BTRY
OG0001255	LOC119653588|XP_037914266.1|HILL	LOC120773004|XP_039957856.1|BTRY
OG0001257	LOC119660950|XP_037925892.1|HILL	LOC120779452|XP_039967641.1|BTRY
OG0001258	LOC119650730|XP_037909685.1|HILL	LOC120766569|XP_039948094.1|BTRY, LOC120776836|XP_039963790.1|BTRY
OG0001259	LOC119658496|XP_037921886.1|HILL	LOC120773990|XP_039959187.1|BTRY
OG0001260	LOC119652828|XP_037913084.1|HILL	LOC120782879|XP_039971359.1|BTRY
OG0001261	LOC119657335|XP_037920135.1|HILL	LOC120773416|XP_039958221.1|BTRY
OG0001262	LOC119660928|XP_037925839.1|HILL	LOC120778991|XP_039967026.1|BTRY
OG0001263	LOC119656996|XP_037919660.1|HILL	LOC120782688|XP_039971017.1|BTRY
OG0001264	LOC119646944|XP_037903561.1|HILL	LOC120768357|XP_039950949.1|BTRY
OG0001265	LOC119657638|XP_037920570.1|HILL	LOC120773692|XP_039958660.1|BTRY, LOC120773686|XP_039958651.1|BTRY, LOC120776185|XP_039962739.1|BTRY
OG0001266	LOC119656260|XP_037918605.1|HILL	LOC120771373|XP_039955268.1|BTRY
OG0001267	LOC119651389|XP_037910899.1|HILL	LOC120782261|XP_039970360.1|BTRY
OG0001268	LOC119652894|XP_037913194.1|HILL	LOC120782440|XP_039970658.1|BTRY
OG0001269	LOC119659654|XP_037923790.1|HILL	LOC120773072|XP_039957949.1|BTRY
OG0001270	LOC119659052|XP_037922887.1|HILL	LOC120766929|XP_039948610.1|BTRY
OG0001271	LOC119658672|XP_037922162.1|HILL	LOC120781206|XP_039969258.1|BTRY
OG0001272	LOC119649825|XP_037908089.1|HILL	LOC120776794|XP_039963714.1|BTRY
OG0001273	LOC119651602|XP_037911179.1|HILL	LOC120782214|XP_039970307.1|BTRY
OG0001274	LOC119649786|XP_037908019.1|HILL	LOC120778522|XP_039966291.1|BTRY
OG0001275	LOC119655439|XP_037917261.1|HILL	LOC120774025|XP_039959251.1|BTRY
OG0001276	LOC119648094|XP_037905520.1|HILL	LOC120776829|XP_039963784.1|BTRY
OG0001277	LOC119649433|XP_037907511.1|HILL, LOC119649427|XP_037907503.1|HILL	LOC120776519|XP_039963176.1|BTRY, LOC120778706|XP_039966601.1|BTRY, LOC120776518|XP_039963174.1|BTRY, LOC120776520|XP_039963178.1|BTRY, LOC120777437|XP_039964679.1|BTRY, LOC120777052|XP_039964098.1|BTRY, LOC120777053|XP_039964099.1|BTRY, LOC120778771|XP_039966685.1|BTRY
OG0001279	LOC119648237|XP_037905794.1|HILL	LOC120778595|XP_039966400.1|BTRY
OG0001280	LOC119648137|XP_037905610.1|HILL	LOC120779201|XP_039967405.1|BTRY
OG0001281	LOC119647691|XP_037904703.1|HILL	LOC120777403|XP_039964636.1|BTRY
OG0001282	LOC119648273|XP_037905856.1|HILL, LOC119649296|XP_037907318.1|HILL, LOC119650007|XP_037908401.1|HILL, LOC119649909|XP_037908236.1|HILL	LOC120768174|XP_039950672.1|BTRY, LOC120768795|XP_039951484.1|BTRY
OG0001283	LOC119661427|XP_037926698.1|HILL	LOC120771416|XP_039955331.1|BTRY
OG0001284	LOC119651440|XP_037910970.1|HILL	LOC120769538|XP_039952517.1|BTRY
OG0001285	LOC119654710|XP_037916157.1|HILL, LOC119646154|XP_037902453.1|HILL	LOC120778823|XP_039966764.1|BTRY
OG0001286	LOC119646226|XP_037902542.1|HILL	LOC120769155|XP_039951972.1|BTRY
OG0001287	LOC119650430|XP_037909177.1|HILL, LOC119650431|XP_037909178.1|HILL, LOC119660177|XP_037924513.1|HILL, LOC119660484|XP_037924999.1|HILL	LOC120771188|XP_039955020.1|BTRY
OG0001288	LOC119651059|XP_037910316.1|HILL	LOC120767599|XP_039949681.1|BTRY
OG0001289	LOC119656549|XP_037918844.1|HILL, LOC119646325|XP_037902674.1|HILL, LOC119646338|XP_037902691.1|HILL	LOC120767734|XP_039949876.1|BTRY
OG0001290	LOC119653199|XP_037913690.1|HILL	LOC120767370|XP_039949276.1|BTRY
OG0001291	LOC119654813|XP_037916297.1|HILL	LOC120770972|XP_039954641.1|BTRY
OG0001292	LOC119653512|XP_037914101.1|HILL	LOC120770542|XP_039954032.1|BTRY, LOC120770763|XP_039954281.1|BTRY
OG0001293	LOC119655415|XP_037917229.1|HILL	LOC120775935|XP_039962275.1|BTRY
OG0001294	LOC119654231|XP_037915382.1|HILL	LOC120777983|XP_039965560.1|BTRY
OG0001295	LOC119653879|XP_037914923.1|HILL	LOC120774030|XP_039959262.1|BTRY
OG0001296	LOC119655784|XP_037917802.1|HILL	LOC120771396|XP_039955299.1|BTRY
OG0001297	LOC119659209|XP_037923105.1|HILL	LOC120781115|XP_039969186.1|BTRY, LOC120778383|XP_039966103.1|BTRY, LOC120768703|XP_039951410.1|BTRY, LOC120766645|XP_039948199.1|BTRY, LOC120779570|XP_039967846.1|BTRY, LOC120768690|XP_039951400.1|BTRY, LOC120780841|XP_039969016.1|BTRY, LOC120780826|XP_039969004.1|BTRY, LOC120766744|XP_039948351.1|BTRY
OG0001298	LOC119652500|XP_037912615.1|HILL, LOC119659762|XP_037923951.1|HILL, LOC119658977|XP_037922785.1|HILL	LOC120781508|XP_039969666.1|BTRY
OG0001299	LOC119649607|XP_037907753.1|HILL	LOC120778481|XP_039966231.1|BTRY
OG0001300	LOC119655461|XP_037917290.1|HILL	LOC120774833|XP_039960584.1|BTRY
OG0001301	LOC119654217|XP_037915358.1|HILL	LOC120771300|XP_039955168.1|BTRY
OG0001302	LOC119658796|XP_037922442.1|HILL, LOC119658797|XP_037922444.1|HILL, LOC119658798|XP_037922445.1|HILL, LOC119658800|XP_037922447.1|HILL	LOC120782630|XP_039970932.1|BTRY, LOC120766639|XP_039948191.1|BTRY
OG0001303	LOC119657687|XP_037920649.1|HILL	LOC120780491|XP_039968699.1|BTRY
OG0001304	LOC119653815|XP_037914773.1|HILL	LOC120770548|XP_039954046.1|BTRY
OG0001305	LOC119658890|XP_037922616.1|HILL	LOC120770058|XP_039953116.1|BTRY
OG0001306	LOC119658704|XP_037922241.1|HILL, LOC119659011|XP_037922824.1|HILL, LOC119659009|XP_037922822.1|HILL	LOC120766356|XP_039947720.1|BTRY, LOC120766204|XP_039947505.1|BTRY
OG0001307	LOC119659990|XP_037924289.1|HILL	LOC120776453|XP_039963044.1|BTRY
OG0001308	LOC119653629|XP_037914332.1|HILL	LOC120775577|XP_039961745.1|BTRY
OG0001309	LOC119660286|XP_037924685.1|HILL	LOC120766342|XP_039947700.1|BTRY
OG0001310	LOC119655898|XP_037917977.1|HILL	LOC120775440|XP_039961559.1|BTRY
OG0001311	LOC119656610|XP_037918975.1|HILL	LOC120773803|XP_039958846.1|BTRY
OG0001313	LOC119648111|XP_037905557.1|HILL	LOC120770353|XP_039953690.1|BTRY
OG0001314	LOC119657885|XP_037920950.1|HILL	LOC120767878|XP_039950138.1|BTRY
OG0001318	LOC119646413|XP_037902790.1|HILL	LOC120778561|XP_039966357.1|BTRY, LOC120778560|XP_039966356.1|BTRY, LOC120775908|XP_039962233.1|BTRY, LOC120775684|XP_039961917.1|BTRY, LOC120768697|XP_039951404.1|BTRY, LOC120770639|XP_039954174.1|BTRY, LOC120780886|XP_039969056.1|BTRY, LOC120780852|XP_039969024.1|BTRY, LOC120781517|XP_039969673.1|BTRY, LOC120767826|XP_039950045.1|BTRY
OG0001320	LOC119654141|XP_037915233.1|HILL	LOC120772672|XP_039957341.1|BTRY
OG0001321	LOC119661425|XP_037926696.1|HILL	LOC120771223|XP_039955067.1|BTRY, LOC120771222|XP_039955063.1|BTRY, LOC120771220|XP_039955061.1|BTRY, LOC120771221|XP_039955062.1|BTRY, LOC120771224|XP_039955070.1|BTRY
OG0001321	LOC119646386|XP_037902757.1|HILL	LOC120772642|XP_039957300.1|BTRY
OG0001326	LOC119652653|XP_037912831.1|HILL	LOC120782292|XP_039970429.1|BTRY
OG0001328	LOC119654838|XP_037916341.1|HILL, LOC119657878|XP_037920937.1|HILL	LOC120775284|XP_039961330.1|BTRY
OG0001329	LOC119658047|XP_037921219.1|HILL	LOC120773835|XP_039958891.1|BTRY
OG0001330	LOC119657748|XP_037920727.1|HILL	LOC120773909|XP_039959027.1|BTRY
OG0001331	LOC119656876|XP_037919468.1|HILL	LOC120775101|XP_039961048.1|BTRY, LOC120775275|XP_039961305.1|BTRY
OG0001332	LOC119656586|XP_037918919.1|HILL	LOC120774956|XP_039960775.1|BTRY
OG0001333	LOC119656813|XP_037919365.1|HILL	LOC120775756|XP_039962023.1|BTRY
OG0001334	LOC119657942|XP_037921060.1|HILL	LOC120778828|XP_039966775.1|BTRY
OG0001335	LOC119652343|XP_037912293.1|HILL	LOC120773615|XP_039958551.1|BTRY
OG0001337	LOC119657100|XP_037919783.1|HILL	LOC120773491|XP_039958367.1|BTRY
OG0001338	LOC119657367|XP_037920178.1|HILL	LOC120771890|XP_039956093.1|BTRY
OG0001339	LOC119655050|XP_037916668.1|HILL	LOC120773010|XP_039957866.1|BTRY
OG0001340	LOC119649314|XP_037907349.1|HILL	LOC120775019|XP_039960904.1|BTRY
OG0001341	LOC119651654|XP_037911265.1|HILL	LOC120767765|XP_039949941.1|BTRY
OG0001342	LOC119653250|XP_037913786.1|HILL	LOC120770477|XP_039953919.1|BTRY
OG0001343	LOC119651876|XP_037911617.1|HILL	LOC120766632|XP_039948183.1|BTRY
OG0001344	LOC119651796|XP_037911507.1|HILL	LOC120782334|XP_039970496.1|BTRY
OG0001345	LOC119652847|XP_037913127.1|HILL	LOC120773695|XP_039958702.1|BTRY
OG0001346	LOC119651609|XP_037911190.1|HILL	LOC120776965|XP_039963995.1|BTRY
OG0001347	LOC119656995|XP_037919658.1|HILL	LOC120773736|XP_039958726.1|BTRY
OG0001348	LOC119646138|XP_037902422.1|HILL	LOC120770887|XP_039954463.1|BTRY
OG0001349	LOC119650338|XP_037908930.1|HILL, LOC119648621|XP_037906319.1|HILL	LOC120776506|XP_039963135.1|BTRY
OG0001350	LOC119656031|XP_037918222.1|HILL	LOC120775177|XP_039961165.1|BTRY
OG0001351	LOC119646934|XP_037903549.1|HILL	LOC120772342|XP_039956839.1|BTRY
OG0001352	LOC119646485|XP_037902868.1|HILL	LOC120770427|XP_039953812.1|BTRY
OG0001353	LOC119657814|XP_037920854.1|HILL	LOC120775085|XP_039961016.1|BTRY
OG0001354	LOC119661661|XP_037927022.1|HILL	LOC120771766|XP_039955884.1|BTRY
OG0001355	LOC119647144|XP_037903866.1|HILL	LOC120781279|XP_039969408.1|BTRY
OG0001356	LOC119659914|XP_037924167.1|HILL	LOC120766990|XP_039948727.1|BTRY
OG0001357	LOC119650158|XP_037908633.1|HILL, LOC119650159|XP_037908634.1|HILL, LOC119655198|XP_037916898.1|HILL	LOC120777973|XP_039965545.1|BTRY
OG0001358	LOC119649831|XP_037908101.1|HILL	LOC120778952|XP_039966955.1|BTRY
OG0001359	LOC119649801|XP_037908041.1|HILL	LOC120768999|XP_039951773.1|BTRY, LOC120769222|XP_039952052.1|BTRY
OG0001360	LOC119660268|XP_037924655.1|HILL	LOC120770113|XP_039953218.1|BTRY
OG0001361	LOC119649638|XP_037907817.1|HILL	LOC120778468|XP_039966214.1|BTRY
OG0001362	LOC119649515|XP_037907624.1|HILL	LOC120779122|XP_039967249.1|BTRY
OG0001363	LOC119660259|XP_037924645.1|HILL	LOC120774036|XP_039959270.1|BTRY, LOC120766220|XP_039947529.1|BTRY
OG0001364	LOC119653200|XP_037913699.1|HILL	LOC120771627|XP_039955651.1|BTRY
OG0001365	LOC119648268|XP_037905850.1|HILL	LOC120777538|XP_039964860.1|BTRY
OG0001366	LOC119649229|XP_037907216.1|HILL	LOC120777216|XP_039964327.1|BTRY
OG0001367	LOC119646490|XP_037902877.1|HILL	LOC120771166|XP_039954983.1|BTRY
OG0001368	LOC119658811|XP_037922460.1|HILL	LOC120773398|XP_039958182.1|BTRY
OG0001369	LOC119654759|XP_037916228.1|HILL	LOC120773753|XP_039958753.1|BTRY
OG0001370	LOC119646383|XP_037902755.1|HILL	LOC120770535|XP_039954023.1|BTRY
OG0001371	LOC119653164|XP_037913632.1|HILL	LOC120769369|XP_039952266.1|BTRY
OG0001373	LOC119653079|XP_037913495.1|HILL	LOC120779352|XP_039967482.1|BTRY, LOC120768582|XP_039951271.1|BTRY, LOC120781489|XP_039969647.1|BTRY, LOC120768837|XP_039951522.1|BTRY
OG0001374	LOC119661235|XP_037926392.1|HILL	LOC120772264|XP_039956701.1|BTRY
OG0001375	LOC119659993|XP_037924293.1|HILL	LOC120782337|XP_039970502.1|BTRY
OG0001376	LOC119646276|XP_037902613.1|HILL	LOC120770065|XP_039953119.1|BTRY
OG0001377	LOC119650354|XP_037908968.1|HILL	LOC120767763|XP_039949932.1|BTRY
OG0001378	LOC119656648|XP_037919037.1|HILL, LOC119657864|XP_037920917.1|HILL	LOC120769683|XP_039952738.1|BTRY
OG0001379	LOC119647175|XP_037903910.1|HILL	LOC120769102|XP_039951897.1|BTRY
OG0001379	LOC119651100|XP_037910387.1|HILL	LOC120768916|XP_039951622.1|BTRY
OG0001380	LOC119661414|XP_037926677.1|HILL	LOC120771617|XP_039955641.1|BTRY
OG0001381	LOC119647953|XP_037905272.1|HILL	LOC120772383|XP_039956907.1|BTRY
OG0001382	LOC119661475|XP_037926765.1|HILL	LOC120768562|XP_039951243.1|BTRY
OG0001383	LOC119647254|XP_037904062.1|HILL	LOC120772239|XP_039956667.1|BTRY
OG0001384	LOC119650590|XP_037909365.1|HILL	LOC120769361|XP_039952256.1|BTRY, LOC120769193|XP_039952021.1|BTRY, LOC120768754|XP_039951460.1|BTRY
OG0001385	LOC119648519|XP_037906217.1|HILL	LOC120781748|XP_039969914.1|BTRY
OG0001386	LOC119648014|XP_037905349.1|HILL	LOC120767372|XP_039949284.1|BTRY
OG0001387	LOC119658144|XP_037921342.1|HILL	LOC120769696|XP_039952757.1|BTRY
OG0001388	LOC119647241|XP_037904032.1|HILL	LOC120769817|XP_039952959.1|BTRY
OG0001389	LOC119652995|XP_037913350.1|HILL	LOC120782244|XP_039970345.1|BTRY
OG0001390	LOC119659069|XP_037922906.1|HILL	LOC120767925|XP_039950220.1|BTRY
OG0001391	LOC119659041|XP_037922869.1|HILL, LOC119660450|XP_037924937.1|HILL	LOC120768082|XP_039950545.1|BTRY
OG0001392	LOC119654285|XP_037915501.1|HILL	LOC120774728|XP_039960413.1|BTRY
OG0001393	LOC119658993|XP_037922803.1|HILL	LOC120774011|XP_039959224.1|BTRY
OG0001394	LOC119660939|XP_037925866.1|HILL	LOC120779731|XP_039968036.1|BTRY
OG0001395	LOC119659967|XP_037924255.1|HILL	LOC120771413|XP_039955330.1|BTRY
OG0001396	LOC119654659|XP_037916078.1|HILL	LOC120774065|XP_039959304.1|BTRY
OG0001397	LOC119660543|XP_037925106.1|HILL	LOC120782431|XP_039970648.1|BTRY
OG0001398	LOC119658900|XP_037922631.1|HILL, LOC119660834|XP_037925631.1|HILL	LOC120773981|XP_039959171.1|BTRY
OG0001399	LOC119653725|XP_037914561.1|HILL	LOC120772680|XP_039957352.1|BTRY
OG0001400	LOC119649562|XP_037907686.1|HILL, LOC119649358|XP_037907399.1|HILL	LOC120766299|XP_039947637.1|BTRY
OG0001401	LOC119650076|XP_037908503.1|HILL	LOC120778432|XP_039966148.1|BTRY
OG0001402	LOC119649300|XP_037907323.1|HILL	LOC120777918|XP_039965436.1|BTRY
OG0001403	LOC119657757|XP_037920740.1|HILL	LOC120777950|XP_039965495.1|BTRY
OG0001404	LOC119653478|XP_037914032.1|HILL	LOC120780098|XP_039968315.1|BTRY
OG0001405	LOC119654372|XP_037915653.1|HILL, LOC119654030|XP_037915121.1|HILL, LOC119655178|XP_037916858.1|HILL, LOC119654029|XP_037915120.1|HILL	LOC120772539|XP_039957154.1|BTRY
OG0001406	LOC119655945|XP_037918064.1|HILL	LOC120776087|XP_039962499.1|BTRY
OG0001407	LOC119649363|XP_037907405.1|HILL	LOC120778664|XP_039966523.1|BTRY
OG0001408	LOC119653786|XP_037914717.1|HILL, LOC119653785|XP_037914716.1|HILL, LOC119649778|XP_037908008.1|HILL, LOC119649900|XP_037908222.1|HILL, LOC119649959|XP_037908323.1|HILL, LOC119653782|XP_037914712.1|HILL, LOC119655494|XP_037917324.1|HILL, LOC119654611|XP_037916011.1|HILL	LOC120771189|XP_039955019.1|BTRY
OG0001410	LOC119648418|XP_037906098.1|HILL, LOC119648417|XP_037906097.1|HILL	LOC120779852|XP_039968145.1|BTRY, LOC120779340|XP_039967473.1|BTRY
OG0001411	LOC119661783|XP_037927187.1|HILL, LOC119652314|XP_037912255.1|HILL, LOC119646991|XP_037903634.1|HILL	LOC120771347|XP_039955232.1|BTRY
OG0001412	LOC119646959|XP_037903583.1|HILL	LOC120769326|XP_039952214.1|BTRY
OG0001415	LOC119646748|XP_037903254.1|HILL, LOC119646710|XP_037903216.1|HILL	LOC120770770|XP_039954286.1|BTRY
OG0001429	LOC119653219|XP_037913722.1|HILL, LOC119652468|XP_037912562.1|HILL	LOC120782830|XP_039971283.1|BTRY
OG0001430	LOC119647554|XP_037904478.1|HILL, LOC119656740|XP_037919217.1|HILL	LOC120766978|XP_039948707.1|BTRY
OG0001431	LOC119658102|XP_037921296.1|HILL, LOC119657456|XP_037920298.1|HILL	LOC120774499|XP_039960103.1|BTRY
OG0001432	LOC119657036|XP_037919718.1|HILL	LOC120774090|XP_039959357.1|BTRY
OG0001433	LOC119652346|XP_037912300.1|HILL	LOC120775203|XP_039961200.1|BTRY
OG0001434	LOC119656546|XP_037918836.1|HILL	LOC120773915|XP_039959044.1|BTRY
OG0001435	LOC119656806|XP_037919345.1|HILL	LOC120772309|XP_039956756.1|BTRY
OG0001436	LOC119656606|XP_037918968.1|HILL	LOC120775484|XP_039961622.1|BTRY
OG0001437	LOC119659054|XP_037922891.1|HILL	LOC120766433|XP_039947871.1|BTRY
OG0001438	LOC119656888|XP_037919486.1|HILL	LOC120782733|XP_039971099.1|BTRY
OG0001439	LOC119659035|XP_037922858.1|HILL	LOC120773869|XP_039958960.1|BTRY
OG0001440	LOC119651352|XP_037910839.1|HILL	LOC120773373|XP_039958135.1|BTRY
OG0001441	LOC119656960|XP_037919608.1|HILL	LOC120774491|XP_039960096.1|BTRY
OG0001442	LOC119657508|XP_037920372.1|HILL	LOC120775633|XP_039961821.1|BTRY
OG0001443	LOC119653014|XP_037913378.1|HILL	LOC120766472|XP_039947944.1|BTRY
OG0001444	LOC119657226|XP_037919966.1|HILL, LOC119657317|XP_037920104.1|HILL, LOC119658133|XP_037921330.1|HILL	LOC120766241|XP_039947557.1|BTRY
OG0001445	LOC119650719|XP_037909661.1|HILL	LOC120771628|XP_039955653.1|BTRY, LOC120782761|XP_039971156.1|BTRY
OG0001446	LOC119650743|XP_037909739.1|HILL	LOC120771368|XP_039955265.1|BTRY
OG0001447	LOC119655582|XP_037917453.1|HILL	LOC120782492|XP_039970730.1|BTRY
OG0001448	LOC119652654|XP_037912834.1|HILL	LOC120775555|XP_039961718.1|BTRY
OG0001449	LOC119650287|XP_037908845.1|HILL	LOC120777333|XP_039964509.1|BTRY
OG0001450	LOC119657746|XP_037920724.1|HILL	LOC120766855|XP_039948516.1|BTRY
OG0001451	LOC119661787|XP_037927198.1|HILL	LOC120771731|XP_039955824.1|BTRY
OG0001452	LOC119647289|XP_037904121.1|HILL	LOC120771041|XP_039954770.1|BTRY
OG0001453	LOC119649865|XP_037908164.1|HILL	LOC120777772|XP_039965220.1|BTRY
OG0001454	LOC119659256|XP_037923175.1|HILL	LOC120780351|XP_039968577.1|BTRY
OG0001455	LOC119648164|XP_037905667.1|HILL	LOC120776551|XP_039963234.1|BTRY
OG0001456	LOC119649465|XP_037907551.1|HILL	LOC120770451|XP_039953870.1|BTRY
OG0001457	LOC119661698|XP_037927072.1|HILL	LOC120770960|XP_039954623.1|BTRY
OG0001458	LOC119646766|XP_037903273.1|HILL	LOC120771956|XP_039956201.1|BTRY
OG0001459	LOC119649746|XP_037907963.1|HILL	LOC120778806|XP_039966744.1|BTRY
OG0001460	LOC119647907|XP_037905148.1|HILL	LOC120773018|XP_039957880.1|BTRY
OG0001461	LOC119655555|XP_037917406.1|HILL	LOC120774970|XP_039960794.1|BTRY
OG0001462	LOC119647439|XP_037904286.1|HILL	LOC120776832|XP_039963787.1|BTRY
OG0001463	LOC119655001|XP_037916597.1|HILL	LOC120766436|XP_039947873.1|BTRY
OG0001463	LOC119658997|XP_037922807.1|HILL	LOC120781706|XP_039969880.1|BTRY
OG0001464	LOC119660865|XP_037925689.1|HILL	LOC120776193|XP_039962753.1|BTRY
OG0001465	LOC119661306|XP_037926524.1|HILL	LOC120771390|XP_039955291.1|BTRY
OG0001466	LOC119647116|XP_037903831.1|HILL	LOC120767954|XP_039950275.1|BTRY
OG0001467	LOC119646387|XP_037902758.1|HILL	LOC120767261|XP_039949063.1|BTRY
OG0001468	LOC119649357|XP_037907395.1|HILL	LOC120777662|XP_039965050.1|BTRY
OG0001469	LOC119660627|XP_037925261.1|HILL	LOC120771471|XP_039955432.1|BTRY
OG0001470	LOC119650028|XP_037908433.1|HILL	LOC120778470|XP_039966215.1|BTRY
OG0001471	LOC119650245|XP_037908763.1|HILL	LOC120779131|XP_039967269.1|BTRY, LOC120779133|XP_039967270.1|BTRY
OG0001472	LOC119648953|XP_037906799.1|HILL	LOC120778778|XP_039966696.1|BTRY
OG0001474	LOC119655942|XP_037918063.1|HILL	LOC120772046|XP_039956353.1|BTRY
OG0001475	LOC119646535|XP_037902929.1|HILL	LOC120772157|XP_039956527.1|BTRY
OG0001476	LOC119646631|XP_037903069.1|HILL	LOC120770240|XP_039953472.1|BTRY
OG0001477	LOC119653829|XP_037914803.1|HILL	LOC120775537|XP_039961693.1|BTRY
OG0001478	LOC119652561|XP_037912697.1|HILL, LOC119652209|XP_037912077.1|HILL	LOC120767348|XP_039949242.1|BTRY
OG0001480	LOC119661320|XP_037926543.1|HILL	LOC120767608|XP_039949695.1|BTRY, LOC120767609|XP_039949696.1|BTRY
OG0001481	LOC119652936|XP_037913257.1|HILL	LOC120768586|XP_039951279.1|BTRY, LOC120768585|XP_039951278.1|BTRY
OG0001482	LOC119653980|XP_037915070.1|HILL	LOC120770049|XP_039953101.1|BTRY, LOC120770087|XP_039953169.1|BTRY
OG0001483	LOC119653092|XP_037913523.1|HILL	LOC120768403|XP_039951012.1|BTRY
OG0001484	LOC119647542|XP_037904460.1|HILL, LOC119647544|XP_037904463.1|HILL	LOC120779760|XP_039968077.1|BTRY
OG0001485	LOC119649244|XP_037907238.1|HILL	LOC120778497|XP_039966256.1|BTRY
OG0001486	LOC119652475|XP_037912573.1|HILL	LOC120769218|XP_039952046.1|BTRY
OG0001487	LOC119651066|XP_037910330.1|HILL	LOC120768652|XP_039951358.1|BTRY
OG0001488	LOC119661214|XP_037926365.1|HILL, LOC119657365|XP_037920176.1|HILL, LOC119661305|XP_037926523.1|HILL, LOC119651417|XP_037910940.1|HILL, LOC119661215|XP_037926367.1|HILL	LOC120772670|XP_039957339.1|BTRY
OG0001489	LOC119651713|XP_037911355.1|HILL	LOC120767342|XP_039949234.1|BTRY
OG0001490	LOC119651715|XP_037911364.1|HILL	LOC120768019|XP_039950412.1|BTRY
