Orthogroup	HILL.longest_only	DSUP.longest_only
OG0000627	LOC119659638|XP_037923770.1|HILL	LOC119554654|XP_037721583.1|DSUP, LOC119557968|XP_037726941.1|DSUP
OG0000628	LOC119651049|XP_037910302.1|HILL	LOC119546971|XP_037709547.1|DSUP, LOC119546127|XP_037708151.1|DSUP
OG0000629	LOC119648529|XP_037906227.1|HILL	LOC119555619|XP_037723070.1|DSUP, LOC119548807|XP_037712320.1|DSUP
OG0000630	LOC119651180|XP_037910537.1|HILL	LOC119548358|XP_037711501.1|DSUP, LOC119548258|XP_037711331.1|DSUP
OG0000631	LOC119652812|XP_037913063.1|HILL	LOC119546519|XP_037708777.1|DSUP, LOC119548347|XP_037711490.1|DSUP
OG0000632	LOC119646777|XP_037903288.1|HILL	LOC119548395|XP_037711549.1|DSUP, LOC119546376|XP_037708536.1|DSUP
OG0000635	LOC119654737|XP_037916196.1|HILL	LOC119552173|XP_037717932.1|DSUP, LOC119557515|XP_037726216.1|DSUP
OG0000636	LOC119655022|XP_037916625.1|HILL	LOC119547478|XP_037710290.1|DSUP, LOC119547486|XP_037710303.1|DSUP
OG0000637	LOC119654896|XP_037916444.1|HILL	LOC119557510|XP_037726210.1|DSUP, LOC119557508|XP_037726209.1|DSUP
OG0000638	LOC119655413|XP_037917226.1|HILL	LOC119554816|XP_037721821.1|DSUP, LOC119557901|XP_037726835.1|DSUP
OG0000639	LOC119650418|XP_037909141.1|HILL	LOC119555690|XP_037723269.1|DSUP
OG0000642	LOC119660062|XP_037924369.1|HILL	LOC119549827|XP_037714032.1|DSUP, LOC119547557|XP_037710385.1|DSUP
OG0000644	LOC119661516|XP_037926820.1|HILL	LOC119553941|XP_037720560.1|DSUP, LOC119553531|XP_037719885.1|DSUP, LOC119553532|XP_037719886.1|DSUP
OG0000645	LOC119655188|XP_037916881.1|HILL, LOC119654809|XP_037916292.1|HILL, LOC119653941|XP_037915029.1|HILL, LOC119656165|XP_037918438.1|HILL, LOC119656265|XP_037918614.1|HILL	LOC119545964|XP_037707857.1|DSUP, LOC119550765|XP_037715618.1|DSUP
OG0000646	LOC119652293|XP_037912218.1|HILL	LOC119556923|XP_037725341.1|DSUP, LOC119546358|XP_037708517.1|DSUP
OG0000647	LOC119657425|XP_037920255.1|HILL	LOC119560456|XP_037729831.1|DSUP, LOC119557890|XP_037726819.1|DSUP
OG0000648	LOC119657729|XP_037920700.1|HILL	LOC119556488|XP_037724673.1|DSUP
OG0000649	LOC119656729|XP_037919190.1|HILL	LOC119556268|XP_037724246.1|DSUP, LOC119558303|XP_037727630.1|DSUP
OG0000650	LOC119656608|XP_037918973.1|HILL	LOC119558876|XP_037728028.1|DSUP
OG0000650	LOC119660809|XP_037925577.1|HILL	LOC119558700|XP_037727987.1|DSUP
OG0000651	LOC119651087|XP_037910365.1|HILL	LOC119554191|XP_037720915.1|DSUP, LOC119555631|XP_037723078.1|DSUP
OG0000652	LOC119647563|XP_037904526.1|HILL	LOC119549577|XP_037713662.1|DSUP, LOC119557194|XP_037725774.1|DSUP
OG0000653	LOC119652971|XP_037913303.1|HILL	LOC119561053|XP_037730814.1|DSUP, LOC119560391|XP_037729745.1|DSUP
OG0000654	LOC119648654|XP_037906354.1|HILL	LOC119555106|XP_037722253.1|DSUP
OG0000655	LOC119661453|XP_037926732.1|HILL	LOC119551292|XP_037716498.1|DSUP, LOC119548308|XP_037711410.1|DSUP
OG0000656	LOC119659574|XP_037923659.1|HILL	LOC119551546|XP_037716870.1|DSUP, LOC119551567|XP_037716897.1|DSUP
OG0000657	LOC119647275|XP_037904095.1|HILL	LOC119552712|XP_037718389.1|DSUP
OG0000657	LOC119661159|XP_037926303.1|HILL, LOC119651892|XP_037911641.1|HILL	LOC119548214|XP_037711275.1|DSUP
OG0000658	LOC119653510|XP_037914098.1|HILL	LOC119557221|XP_037725818.1|DSUP, LOC119560634|XP_037730114.1|DSUP
OG0000660	LOC119646862|XP_037903412.1|HILL	LOC119548113|XP_037711135.1|DSUP
OG0000661	LOC119658210|XP_037921405.1|HILL	LOC119553002|XP_037718950.1|DSUP, LOC119546097|XP_037708108.1|DSUP
OG0000662	LOC119649469|XP_037907554.1|HILL	LOC119554314|XP_037721103.1|DSUP, LOC119559921|XP_037729052.1|DSUP
OG0000664	LOC119653762|XP_037914671.1|HILL	LOC119556153|XP_037723982.1|DSUP
OG0000665	LOC119660145|XP_037924473.1|HILL	LOC119563213|XP_037732438.1|DSUP
OG0000666	LOC119659675|XP_037923827.1|HILL	LOC119551146|XP_037716265.1|DSUP, LOC119558244|XP_037727496.1|DSUP
OG0000667	LOC119659459|XP_037923471.1|HILL	LOC119556821|XP_037725200.1|DSUP, LOC119563051|XP_037732187.1|DSUP
OG0000668	LOC119658829|XP_037922491.1|HILL	LOC119554381|XP_037721190.1|DSUP, LOC119560546|XP_037729979.1|DSUP
OG0000670	LOC119654928|XP_037916507.1|HILL	LOC119556829|XP_037725214.1|DSUP, LOC119557868|XP_037726796.1|DSUP
OG0000671	LOC119660816|XP_037925587.1|HILL	LOC119560551|XP_037729985.1|DSUP, LOC119561542|XP_037731123.1|DSUP
OG0000672	LOC119650087|XP_037908523.1|HILL	LOC119556868|XP_037725270.1|DSUP, LOC119556099|XP_037723890.1|DSUP
OG0000673	LOC119660964|XP_037925936.1|HILL	LOC119557650|XP_037726430.1|DSUP, LOC119553626|XP_037720024.1|DSUP
OG0000674	LOC119646666|XP_037903124.1|HILL	LOC119562310|XP_037731393.1|DSUP, LOC119559641|XP_037728617.1|DSUP, LOC119559632|XP_037728600.1|DSUP, LOC119548513|XP_037711729.1|DSUP
OG0000677	LOC119656746|XP_037919233.1|HILL	LOC119554842|XP_037721846.1|DSUP, LOC119557134|XP_037725645.1|DSUP
OG0000678	LOC119659257|XP_037923177.1|HILL	LOC119545843|XP_037707736.1|DSUP, LOC119547334|XP_037710072.1|DSUP
OG0000679	LOC119656788|XP_037919316.1|HILL	LOC119557776|XP_037726604.1|DSUP
OG0000680	LOC119657277|XP_037920044.1|HILL	LOC119556824|XP_037725205.1|DSUP, LOC119557055|XP_037725531.1|DSUP
OG0000681	LOC119656887|XP_037919485.1|HILL	LOC119560348|XP_037729674.1|DSUP, LOC119557347|XP_037726012.1|DSUP
OG0000683	LOC119650893|XP_037910000.1|HILL	LOC119563455|XP_037732790.1|DSUP
OG0000684	LOC119651814|XP_037911533.1|HILL	LOC119557284|XP_037725906.1|DSUP, LOC119563031|XP_037732159.1|DSUP
OG0000685	LOC119650879|XP_037909972.1|HILL	LOC119556242|XP_037724204.1|DSUP, LOC119559803|XP_037728813.1|DSUP
OG0000686	LOC119661265|XP_037926448.1|HILL	LOC119551344|XP_037716588.1|DSUP, LOC119556738|XP_037725075.1|DSUP
OG0000687	LOC119648898|XP_037906728.1|HILL	LOC119550783|XP_037715643.1|DSUP, LOC119553129|XP_037719250.1|DSUP
OG0000688	LOC119655131|XP_037916797.1|HILL	LOC119551677|XP_037717060.1|DSUP
OG0000689	LOC119657177|XP_037919895.1|HILL	LOC119551614|XP_037716954.1|DSUP, LOC119551613|XP_037716951.1|DSUP
OG0000690	LOC119653596|XP_037914274.1|HILL	LOC119557520|XP_037726222.1|DSUP
OG0000691	LOC119649978|XP_037908346.1|HILL	LOC119548792|XP_037712296.1|DSUP, LOC119553581|XP_037719958.1|DSUP
OG0000692	LOC119648625|XP_037906323.1|HILL, LOC119647809|XP_037904952.1|HILL, LOC119652487|XP_037912595.1|HILL	LOC119555119|XP_037722272.1|DSUP, LOC119555317|XP_037722569.1|DSUP
OG0000693	LOC119657578|XP_037920474.1|HILL	LOC119557022|XP_037725487.1|DSUP
OG0000693	LOC119657891|XP_037920962.1|HILL	LOC119560705|XP_037730224.1|DSUP
OG0000694	LOC119653610|XP_037914300.1|HILL	LOC119558396|XP_037727851.1|DSUP, LOC119553869|XP_037720449.1|DSUP
OG0000695	LOC119652336|XP_037912278.1|HILL	LOC119562399|XP_037731519.1|DSUP
OG0000696	LOC119646793|XP_037903310.1|HILL	LOC119555365|XP_037722630.1|DSUP
OG0000696	LOC119661444|XP_037926717.1|HILL	LOC119545979|XP_037707884.1|DSUP
OG0000697	LOC119650562|XP_037909296.1|HILL	LOC119557436|XP_037726124.1|DSUP, LOC119562576|XP_037731719.1|DSUP
OG0000698	LOC119658246|XP_037921452.1|HILL	LOC119546872|XP_037709406.1|DSUP
OG0000698	LOC119647067|XP_037903752.1|HILL	LOC119546672|XP_037709059.1|DSUP
OG0000699	LOC119651230|XP_037910634.1|HILL	LOC119547751|XP_037710675.1|DSUP, LOC119559154|XP_037728154.1|DSUP
OG0000700	LOC119646407|XP_037902779.1|HILL	LOC119547709|XP_037710612.1|DSUP, LOC119547977|XP_037710957.1|DSUP
OG0000701	LOC119646960|XP_037903587.1|HILL	LOC119550067|XP_037714459.1|DSUP, LOC119556451|XP_037724617.1|DSUP
OG0000702	LOC119660330|XP_037924740.1|HILL	LOC119552826|XP_037718700.1|DSUP, LOC119552880|XP_037718803.1|DSUP
OG0000703	LOC119654345|XP_037915612.1|HILL	LOC119546014|XP_037707947.1|DSUP, LOC119552097|XP_037717807.1|DSUP
OG0000704	LOC119656221|XP_037918548.1|HILL	LOC119555853|XP_037723412.1|DSUP, LOC119546404|XP_037708593.1|DSUP
OG0000705	LOC119647711|XP_037904729.1|HILL	LOC119553361|XP_037719635.1|DSUP, LOC119553360|XP_037719633.1|DSUP
OG0000707	LOC119653490|XP_037914046.1|HILL	LOC119550688|XP_037715481.1|DSUP, LOC119556089|XP_037723870.1|DSUP
OG0000708	LOC119656653|XP_037919046.1|HILL	LOC119557318|XP_037725957.1|DSUP, LOC119558211|XP_037727442.1|DSUP
OG0000709	LOC119653532|XP_037914134.1|HILL	LOC119556093|XP_037723880.1|DSUP, LOC119556357|XP_037724446.1|DSUP
OG0000710	LOC119654565|XP_037915943.1|HILL	LOC119559795|XP_037728804.1|DSUP, LOC119550977|XP_037715940.1|DSUP
OG0000711	LOC119656215|XP_037918541.1|HILL	LOC119553656|XP_037720070.1|DSUP, LOC119556629|XP_037724880.1|DSUP
OG0000713	LOC119655497|XP_037917327.1|HILL	LOC119560831|XP_037730406.1|DSUP, LOC119549997|XP_037714338.1|DSUP
OG0000714	LOC119648844|XP_037906647.1|HILL	LOC119555888|XP_037723481.1|DSUP, LOC119555598|XP_037723022.1|DSUP
OG0000716	LOC119649173|XP_037907129.1|HILL	LOC119556945|XP_037725366.1|DSUP, LOC119553497|XP_037719837.1|DSUP
OG0000717	LOC119646150|XP_037902445.1|HILL, LOC119648535|XP_037906231.1|HILL, LOC119650388|XP_037909075.1|HILL, LOC119648930|XP_037906771.1|HILL	LOC119554879|XP_037721893.1|DSUP
OG0000718	LOC119660961|XP_037925932.1|HILL	LOC119556025|XP_037723775.1|DSUP
OG0000719	LOC119649989|XP_037908372.1|HILL, LOC119649354|XP_037907390.1|HILL	LOC119554108|XP_037720802.1|DSUP, LOC119554476|XP_037721320.1|DSUP
OG0000724	LOC119657926|XP_037921041.1|HILL	LOC119556956|XP_037725391.1|DSUP, LOC119562734|XP_037731865.1|DSUP
OG0000726	LOC119653055|XP_037913462.1|HILL	LOC119555093|XP_037722240.1|DSUP, LOC119555100|XP_037722250.1|DSUP
OG0000727	LOC119658886|XP_037922601.1|HILL	LOC119560649|XP_037730134.1|DSUP, LOC119560912|XP_037730541.1|DSUP
OG0000728	LOC119650595|XP_037909372.1|HILL	LOC119558141|XP_037727301.1|DSUP
OG0000729	LOC119652827|XP_037913083.1|HILL	LOC119562955|XP_037732056.1|DSUP, LOC119563441|XP_037732760.1|DSUP
OG0000730	LOC119647745|XP_037904788.1|HILL	LOC119556899|XP_037725311.1|DSUP, LOC119546491|XP_037708716.1|DSUP
OG0000731	LOC119646681|XP_037903161.1|HILL	LOC119554839|XP_037721841.1|DSUP, LOC119551725|XP_037717155.1|DSUP
OG0000732	LOC119648801|XP_037906578.1|HILL	LOC119554153|XP_037720869.1|DSUP, LOC119554152|XP_037720868.1|DSUP
OG0000733	LOC119648378|XP_037906038.1|HILL	LOC119557492|XP_037726194.1|DSUP, LOC119552874|XP_037718702.1|DSUP
OG0000734	LOC119650154|XP_037908624.1|HILL	LOC119558038|XP_037727114.1|DSUP, LOC119552949|XP_037718853.1|DSUP
OG0000735	LOC119651169|XP_037910516.1|HILL	LOC119556841|XP_037725240.1|DSUP
OG0000736	LOC119651873|XP_037911608.1|HILL	LOC119547917|XP_037710885.1|DSUP, LOC119548672|XP_037712039.1|DSUP
OG0000738	LOC119651288|XP_037910731.1|HILL	LOC119547765|XP_037710701.1|DSUP, LOC119547185|XP_037709848.1|DSUP
OG0000739	LOC119659661|XP_037923798.1|HILL	LOC119560301|XP_037729600.1|DSUP, LOC119560781|XP_037730335.1|DSUP
OG0000740	LOC119660242|XP_037924623.1|HILL	LOC119560320|XP_037729629.1|DSUP
OG0000741	LOC119660617|XP_037925245.1|HILL	LOC119555838|XP_037723394.1|DSUP, LOC119559213|XP_037728215.1|DSUP
OG0000742	LOC119655245|XP_037916962.1|HILL	LOC119557057|XP_037725533.1|DSUP, LOC119557278|XP_037725891.1|DSUP
OG0000743	LOC119647882|XP_037905097.1|HILL	LOC119554683|XP_037721613.1|DSUP, LOC119551431|XP_037716701.1|DSUP, LOC119550561|XP_037715277.1|DSUP
OG0000744	LOC119654872|XP_037916395.1|HILL, LOC119655078|XP_037916705.1|HILL, LOC119655079|XP_037916706.1|HILL, LOC119653866|XP_037914852.1|HILL	LOC119550507|XP_037715139.1|DSUP
OG0000745	LOC119659729|XP_037923913.1|HILL, LOC119657154|XP_037919858.1|HILL	LOC119550952|XP_037715906.1|DSUP, LOC119550455|XP_037715063.1|DSUP
OG0000746	LOC119654765|XP_037916233.1|HILL	LOC119550651|XP_037715420.1|DSUP, LOC119549955|XP_037714266.1|DSUP
OG0000747	LOC119653703|XP_037914507.1|HILL	LOC119554430|XP_037721250.1|DSUP, LOC119554982|XP_037722043.1|DSUP
OG0000748	LOC119657475|XP_037920323.1|HILL	LOC119547354|XP_037710096.1|DSUP, LOC119557235|XP_037725847.1|DSUP
OG0000750	LOC119649340|XP_037907375.1|HILL, LOC119649569|XP_037907732.1|HILL, LOC119651028|XP_037910304.1|HILL, LOC119651099|XP_037910421.1|HILL	LOC119549828|XP_037714035.1|DSUP, LOC119549829|XP_037714036.1|DSUP, LOC119562920|XP_037731997.1|DSUP
OG0000753	LOC119651896|XP_037911650.1|HILL	LOC119560347|XP_037729671.1|DSUP, LOC119553970|XP_037720602.1|DSUP
OG0000754	LOC119657544|XP_037920415.1|HILL	LOC119556179|XP_037724046.1|DSUP, LOC119557663|XP_037726450.1|DSUP
OG0000755	LOC119652498|XP_037912609.1|HILL	LOC119550523|XP_037715165.1|DSUP, LOC119551647|XP_037717014.1|DSUP
OG0000756	LOC119651830|XP_037911552.1|HILL	LOC119559442|XP_037728473.1|DSUP
OG0000756	LOC119652905|XP_037913209.1|HILL	LOC119558920|XP_037728051.1|DSUP
OG0000757	LOC119647880|XP_037905096.1|HILL	LOC119555074|XP_037722211.1|DSUP
OG0000758	LOC119648790|XP_037906564.1|HILL	LOC119553353|XP_037719623.1|DSUP, LOC119553352|XP_037719618.1|DSUP
OG0000759	LOC119648906|XP_037906739.1|HILL	LOC119554831|XP_037721833.1|DSUP, LOC119554508|XP_037721374.1|DSUP
OG0000760	LOC119661608|XP_037926952.1|HILL	LOC119551249|XP_037716421.1|DSUP
OG0000761	LOC119650713|XP_037909650.1|HILL	LOC119547483|XP_037710297.1|DSUP, LOC119548303|XP_037711399.1|DSUP
OG0000762	LOC119661373|XP_037926619.1|HILL	LOC119548193|XP_037711248.1|DSUP
OG0000763	LOC119646339|XP_037902693.1|HILL, LOC119647079|XP_037903764.1|HILL	LOC119548184|XP_037711227.1|DSUP, LOC119548185|XP_037711228.1|DSUP
OG0000764	LOC119654962|XP_037916548.1|HILL	LOC119559812|XP_037728825.1|DSUP
OG0000765	LOC119654298|XP_037915532.1|HILL	LOC119554622|XP_037721544.1|DSUP, LOC119557365|XP_037726034.1|DSUP
OG0000766	LOC119654919|XP_037916494.1|HILL	LOC119547617|XP_037710470.1|DSUP, LOC119557788|XP_037726616.1|DSUP
OG0000767	LOC119649895|XP_037908215.1|HILL	LOC119560339|XP_037729659.1|DSUP, LOC119553433|XP_037719750.1|DSUP
OG0000768	LOC119650429|XP_037909174.1|HILL	LOC119554688|XP_037721618.1|DSUP
OG0000769	LOC119657753|XP_037920735.1|HILL	LOC119556301|XP_037724309.1|DSUP, LOC119557315|XP_037725955.1|DSUP
OG0000770	LOC119661185|XP_037926332.1|HILL, LOC119653991|XP_037915091.1|HILL, LOC119661671|XP_037927036.1|HILL, LOC119653978|XP_037915071.1|HILL, LOC119654016|XP_037915109.1|HILL, LOC119653984|XP_037915075.1|HILL, LOC119658450|XP_037921786.1|HILL	LOC119551612|XP_037716950.1|DSUP
OG0000771	LOC119658887|XP_037922605.1|HILL	LOC119554103|XP_037720781.1|DSUP, LOC119554420|XP_037721237.1|DSUP
OG0000772	LOC119647072|XP_037903758.1|HILL, LOC119646422|XP_037902795.1|HILL, LOC119661462|XP_037926751.1|HILL, LOC119646139|XP_037902424.1|HILL	LOC119551455|XP_037716731.1|DSUP, LOC119552098|XP_037717810.1|DSUP
OG0000774	LOC119657784|XP_037920791.1|HILL	LOC119552087|XP_037717792.1|DSUP, LOC119552085|XP_037717790.1|DSUP, LOC119552086|XP_037717791.1|DSUP
OG0000778	LOC119657401|XP_037920220.1|HILL, LOC119657973|XP_037921113.1|HILL	LOC119552863|XP_037718677.1|DSUP, LOC119554281|XP_037721063.1|DSUP
OG0000779	LOC119657107|XP_037919794.1|HILL	LOC119556439|XP_037724600.1|DSUP
OG0000780	LOC119657989|XP_037921134.1|HILL	LOC119550420|XP_037715011.1|DSUP
OG0000781	LOC119658295|XP_037921520.1|HILL	LOC119558190|XP_037727397.1|DSUP, LOC119552605|XP_037718195.1|DSUP
OG0000782	LOC119657096|XP_037919779.1|HILL	LOC119552799|XP_037718559.1|DSUP, LOC119556575|XP_037724802.1|DSUP
OG0000783	LOC119657280|XP_037920052.1|HILL	LOC119557271|XP_037725886.1|DSUP
OG0000784	LOC119646893|XP_037903460.1|HILL	LOC119554322|XP_037721111.1|DSUP, LOC119556313|XP_037724326.1|DSUP
OG0000785	LOC119652372|XP_037912397.1|HILL, LOC119651286|XP_037910728.1|HILL	LOC119551175|XP_037716306.1|DSUP, LOC119551164|XP_037716293.1|DSUP, LOC119547124|XP_037709767.1|DSUP
OG0000786	LOC119650690|XP_037909584.1|HILL	LOC119559749|XP_037728742.1|DSUP
OG0000787	LOC119649883|XP_037908188.1|HILL	LOC119555711|XP_037723317.1|DSUP, LOC119557024|XP_037725492.1|DSUP
OG0000788	LOC119647630|XP_037904613.1|HILL	LOC119547460|XP_037710267.1|DSUP, LOC119552879|XP_037718707.1|DSUP
OG0000789	LOC119651528|XP_037911088.1|HILL	LOC119546356|XP_037708512.1|DSUP, LOC119548569|XP_037711815.1|DSUP
OG0000790	LOC119658287|XP_037921510.1|HILL	LOC119548080|XP_037711093.1|DSUP, LOC119548078|XP_037711092.1|DSUP
OG0000791	LOC119653209|XP_037913704.1|HILL	LOC119552657|XP_037718292.1|DSUP, LOC119563058|XP_037732201.1|DSUP
OG0000793	LOC119659841|XP_037924067.1|HILL	LOC119561096|XP_037730917.1|DSUP, LOC119558110|XP_037727263.1|DSUP
OG0000794	LOC119658328|XP_037921598.1|HILL, LOC119661720|XP_037927102.1|HILL	LOC119548660|XP_037712007.1|DSUP, LOC119558029|XP_037727091.1|DSUP
OG0000795	LOC119654215|XP_037915356.1|HILL	LOC119556113|XP_037723913.1|DSUP, LOC119557314|XP_037725956.1|DSUP
OG0000796	LOC119654527|XP_037915899.1|HILL	LOC119560254|XP_037729546.1|DSUP, LOC119557864|XP_037726790.1|DSUP
OG0000797	LOC119659393|XP_037923383.1|HILL	LOC119563396|XP_037732683.1|DSUP, LOC119563398|XP_037732685.1|DSUP
OG0000798	LOC119653731|XP_037914572.1|HILL	LOC119551274|XP_037716465.1|DSUP, LOC119549207|XP_037712977.1|DSUP
OG0000799	LOC119653680|XP_037914462.1|HILL	LOC119557970|XP_037726951.1|DSUP, LOC119556044|XP_037723766.1|DSUP
OG0000801	LOC119655634|XP_037917534.1|HILL	LOC119550907|XP_037715824.1|DSUP, LOC119551654|XP_037717018.1|DSUP
OG0000802	LOC119655789|XP_037917810.1|HILL	LOC119556672|XP_037724963.1|DSUP, LOC119557697|XP_037726498.1|DSUP
OG0000803	LOC119661390|XP_037926641.1|HILL	LOC119547648|XP_037710517.1|DSUP, LOC119554271|XP_037721050.1|DSUP
OG0000804	LOC119655918|XP_037918011.1|HILL	LOC119550585|XP_037715307.1|DSUP, LOC119560083|XP_037729328.1|DSUP
OG0000805	LOC119658085|XP_037921276.1|HILL	LOC119550356|XP_037714908.1|DSUP, LOC119550492|XP_037715112.1|DSUP
OG0000807	LOC119651447|XP_037910980.1|HILL	LOC119555082|XP_037722224.1|DSUP, LOC119546365|XP_037708522.1|DSUP, LOC119553671|XP_037720112.1|DSUP, LOC119547847|XP_037710805.1|DSUP, LOC119546013|XP_037707945.1|DSUP
OG0000810	LOC119652580|XP_037912724.1|HILL	LOC119551246|XP_037716417.1|DSUP
OG0000811	LOC119659042|XP_037922871.1|HILL	LOC119560021|XP_037729237.1|DSUP, LOC119550597|XP_037715335.1|DSUP
OG0000812	LOC119647943|XP_037905233.1|HILL	LOC119557281|XP_037725896.1|DSUP, LOC119552778|XP_037718517.1|DSUP
OG0000813	LOC119659686|XP_037923852.1|HILL	LOC119552075|XP_037717778.1|DSUP
OG0000814	LOC119646163|XP_037902464.1|HILL, LOC119661727|XP_037927120.1|HILL, LOC119646661|XP_037903122.1|HILL, LOC119646655|XP_037903113.1|HILL, LOC119661251|XP_037926427.1|HILL, LOC119660561|XP_037925132.1|HILL	LOC119546553|XP_037708840.1|DSUP
OG0000815	LOC119661476|XP_037926767.1|HILL, LOC119652622|XP_037912797.1|HILL	LOC119547747|XP_037710671.1|DSUP
OG0000816	LOC119652594|XP_037912747.1|HILL, LOC119646619|XP_037903054.1|HILL	LOC119556463|XP_037724638.1|DSUP, LOC119559793|XP_037728801.1|DSUP
OG0000818	LOC119653492|XP_037914048.1|HILL	LOC119556705|XP_037725030.1|DSUP, LOC119548649|XP_037711992.1|DSUP
OG0000819	LOC119655961|XP_037918111.1|HILL	LOC119557002|XP_037725461.1|DSUP, LOC119556436|XP_037724597.1|DSUP
OG0000820	LOC119654911|XP_037916472.1|HILL	LOC119556108|XP_037723907.1|DSUP, LOC119550974|XP_037715936.1|DSUP
OG0000821	LOC119649066|XP_037906982.1|HILL	LOC119551770|XP_037717225.1|DSUP
OG0000824	LOC119661374|XP_037926621.1|HILL	LOC119546742|XP_037709168.1|DSUP
OG0000830	LOC119657934|XP_037921050.1|HILL, LOC119652615|XP_037912781.1|HILL, LOC119651988|XP_037911831.1|HILL	LOC119556322|XP_037724337.1|DSUP
OG0000831	LOC119651526|XP_037911086.1|HILL, LOC119651216|XP_037910598.1|HILL	LOC119553781|XP_037720316.1|DSUP
OG0000832	LOC119646406|XP_037902778.1|HILL	LOC119551843|XP_037717344.1|DSUP, LOC119546226|XP_037708293.1|DSUP
OG0000833	LOC119648899|XP_037906731.1|HILL	LOC119555527|XP_037722880.1|DSUP
OG0000834	LOC119650167|XP_037908642.1|HILL	LOC119563246|XP_037732484.1|DSUP, LOC119556825|XP_037725212.1|DSUP
OG0000836	LOC119651568|XP_037911131.1|HILL	LOC119546921|XP_037709480.1|DSUP, LOC119546215|XP_037708280.1|DSUP
OG0000837	LOC119653598|XP_037914275.1|HILL	LOC119557450|XP_037726143.1|DSUP
OG0000838	LOC119656045|XP_037918241.1|HILL	LOC119546557|XP_037708849.1|DSUP, LOC119546558|XP_037708850.1|DSUP
OG0000839	LOC119659633|XP_037923760.1|HILL	LOC119560707|XP_037730228.1|DSUP, LOC119560326|XP_037729636.1|DSUP
OG0000840	LOC119646376|XP_037902743.1|HILL, LOC119660962|XP_037925935.1|HILL	LOC119559469|XP_037728507.1|DSUP, LOC119557438|XP_037726128.1|DSUP
OG0000841	LOC119660594|XP_037925196.1|HILL	LOC119562331|XP_037731418.1|DSUP, LOC119562338|XP_037731433.1|DSUP
OG0000842	LOC119653816|XP_037914775.1|HILL	LOC119550281|XP_037714798.1|DSUP, LOC119550149|XP_037714587.1|DSUP, LOC119547884|XP_037710853.1|DSUP
OG0000843	LOC119654815|XP_037916301.1|HILL	LOC119551213|XP_037716376.1|DSUP
OG0000844	LOC119653876|XP_037914916.1|HILL	LOC119549890|XP_037714125.1|DSUP, LOC119559947|XP_037729102.1|DSUP
OG0000846	LOC119651372|XP_037910875.1|HILL, LOC119652727|XP_037912953.1|HILL, LOC119654612|XP_037916012.1|HILL	LOC119556817|XP_037725199.1|DSUP
OG0000848	LOC119658671|XP_037922165.1|HILL	LOC119546388|XP_037708556.1|DSUP, LOC119548331|XP_037711449.1|DSUP, LOC119547075|XP_037709690.1|DSUP
OG0000849	LOC119647307|XP_037904149.1|HILL	LOC119547068|XP_037709681.1|DSUP, LOC119546972|XP_037709548.1|DSUP
OG0000850	LOC119653529|XP_037914170.1|HILL, LOC119646372|XP_037902736.1|HILL	LOC119551003|XP_037715985.1|DSUP, LOC119551002|XP_037715983.1|DSUP
OG0000854	LOC119658525|XP_037921931.1|HILL	LOC119556126|XP_037723941.1|DSUP
OG0000854	LOC119658527|XP_037921933.1|HILL	LOC119556124|XP_037723938.1|DSUP
OG0000855	LOC119657117|XP_037919806.1|HILL, LOC119658156|XP_037921351.1|HILL	LOC119556918|XP_037725333.1|DSUP, LOC119560653|XP_037730146.1|DSUP
OG0000856	LOC119661011|XP_037926086.1|HILL	LOC119556944|XP_037725364.1|DSUP, LOC119553907|XP_037720506.1|DSUP
OG0000857	LOC119657417|XP_037920242.1|HILL, LOC119658236|XP_037921441.1|HILL	LOC119556007|XP_037723699.1|DSUP
OG0000858	LOC119651400|XP_037910915.1|HILL	LOC119546751|XP_037709186.1|DSUP, LOC119546743|XP_037709172.1|DSUP
OG0000860	LOC119650458|XP_037909242.1|HILL	LOC119552494|XP_037718024.1|DSUP, LOC119552622|XP_037718216.1|DSUP
OG0000861	LOC119660138|XP_037924469.1|HILL	LOC119551190|XP_037716320.1|DSUP, LOC119550584|XP_037715306.1|DSUP, LOC119558812|XP_037728006.1|DSUP
OG0000862	LOC119647046|XP_037903730.1|HILL	LOC119551252|XP_037716425.1|DSUP, LOC119546890|XP_037709438.1|DSUP
OG0000864	LOC119655864|XP_037917914.1|HILL	LOC119547503|XP_037710323.1|DSUP, LOC119557822|XP_037726690.1|DSUP
OG0000865	LOC119660267|XP_037924654.1|HILL	LOC119558265|XP_037727544.1|DSUP, LOC119561712|XP_037731140.1|DSUP
OG0000866	LOC119651344|XP_037910827.1|HILL	LOC119548658|XP_037712000.1|DSUP, LOC119548659|XP_037712002.1|DSUP
OG0000867	LOC119661534|XP_037926842.1|HILL	LOC119548502|XP_037711709.1|DSUP
OG0000868	LOC119651020|XP_037910251.1|HILL	LOC119557784|XP_037726611.1|DSUP
OG0000869	LOC119659879|XP_037924126.1|HILL	LOC119560343|XP_037729667.1|DSUP
OG0000870	LOC119655994|XP_037918160.1|HILL	LOC119549962|XP_037714281.1|DSUP
