Orthogroup	HILL.longest_only	DBIA.longest_only
OG0000924	LOC119653921|XP_037915008.1|HILL	LOC108034936|XP_016965734.1|DBIA
OG0000925	LOC119654032|XP_037915122.1|HILL, LOC119654830|XP_037916325.1|HILL	LOC108025092|XP_016950843.1|DBIA, LOC108025088|XP_016950838.1|DBIA
OG0000926	LOC119659217|XP_037923118.1|HILL	LOC108027133|XP_016953840.1|DBIA, LOC108026094|XP_016952283.1|DBIA
OG0000931	LOC119650289|XP_037908847.1|HILL	LOC108022289|XP_016946637.1|DBIA, LOC108032440|XP_016961753.1|DBIA
OG0000935	LOC119652079|XP_037911945.1|HILL	LOC108024492|XP_016949915.1|DBIA
OG0000936	LOC119658888|XP_037922606.1|HILL	LOC108023944|XP_016949121.1|DBIA
OG0000937	LOC119657145|XP_037919850.1|HILL, LOC119657808|XP_037920833.1|HILL, LOC119658309|XP_037921544.1|HILL, LOC119658006|XP_037921155.1|HILL, LOC119657604|XP_037920530.1|HILL, LOC119649299|XP_037907321.1|HILL, LOC119649212|XP_037907197.1|HILL	LOC108025470|XP_016951462.1|DBIA
OG0000938	LOC119657122|XP_037919814.1|HILL	LOC108022327|XP_016946677.1|DBIA, LOC108026675|XP_016953240.1|DBIA
OG0000939	LOC119661716|XP_037927099.1|HILL	LOC108033849|XP_016963972.1|DBIA, LOC108036720|XP_016968510.1|DBIA
OG0000940	LOC119656570|XP_037918885.1|HILL	LOC108021992|XP_016946321.1|DBIA, LOC108031095|XP_016959796.1|DBIA
OG0000941	LOC119657198|XP_037919932.1|HILL	LOC108025168|XP_016950935.1|DBIA, LOC108023734|XP_016948861.1|DBIA
OG0000942	LOC119648309|XP_037905916.1|HILL	LOC108028254|XP_016955428.1|DBIA
OG0000943	LOC119661204|XP_037926354.1|HILL	LOC108030082|XP_016958208.1|DBIA
OG0000944	LOC119660771|XP_037925462.1|HILL	LOC108024028|XP_016949284.1|DBIA, LOC108032445|XP_016961759.1|DBIA
OG0000945	LOC119661753|XP_037927151.1|HILL	LOC108029172|XP_016956812.1|DBIA, LOC108029257|XP_016956945.1|DBIA
OG0000946	LOC119661296|XP_037926510.1|HILL	LOC108036735|XP_016968529.1|DBIA
OG0000947	LOC119659221|XP_037923125.1|HILL	LOC108026655|XP_016953181.1|DBIA
OG0000948	LOC119650053|XP_037908470.1|HILL	LOC108035440|XP_016966563.1|DBIA
OG0000949	LOC119655964|XP_037918123.1|HILL	LOC108032391|XP_016961736.1|DBIA, LOC108032497|XP_016961846.1|DBIA
OG0000950	LOC119656859|XP_037919440.1|HILL	LOC108027072|XP_016953775.1|DBIA
OG0000951	LOC119660211|XP_037924573.1|HILL	LOC108027414|XP_016954341.1|DBIA
OG0000952	LOC119647108|XP_037903814.1|HILL	LOC108036808|XP_016968648.1|DBIA, LOC108036647|XP_016968416.1|DBIA, LOC108034291|XP_016964640.1|DBIA, LOC108022616|XP_016947148.1|DBIA
OG0000957	LOC119649988|XP_037908370.1|HILL	LOC108022105|XP_016946437.1|DBIA, LOC108022106|XP_016946438.1|DBIA
OG0000960	LOC119651998|XP_037911850.1|HILL, LOC119652437|XP_037912507.1|HILL, LOC119652292|XP_037912217.1|HILL, LOC119652421|XP_037912472.1|HILL	LOC108023246|XP_016948014.1|DBIA
OG0000963	LOC119658492|XP_037921883.1|HILL, LOC119657269|XP_037920030.1|HILL	LOC108035825|XP_016967064.1|DBIA
OG0000964	LOC119660339|XP_037924753.1|HILL	LOC108035768|XP_016966961.1|DBIA, LOC108022663|XP_016947219.1|DBIA
OG0000965	LOC119657119|XP_037919807.1|HILL	LOC108023687|XP_016948797.1|DBIA
OG0000966	LOC119659817|XP_037924028.1|HILL	LOC108029326|XP_016957010.1|DBIA, LOC108025117|XP_016950871.1|DBIA
OG0000968	LOC119650278|XP_037908831.1|HILL, LOC119648563|XP_037906261.1|HILL, LOC119648564|XP_037906262.1|HILL, LOC119648565|XP_037906263.1|HILL, LOC119649022|XP_037906905.1|HILL, LOC119650083|XP_037908515.1|HILL, LOC119649837|XP_037908109.1|HILL, LOC119650193|XP_037908687.1|HILL	LOC108035402|XP_016966511.1|DBIA
OG0000969	LOC119655293|XP_037917046.1|HILL	LOC108022171|XP_016946505.1|DBIA, LOC108025129|XP_016950886.1|DBIA
OG0000970	LOC119660558|XP_037925126.1|HILL	LOC108026396|XP_016952808.1|DBIA
OG0000971	LOC119646696|XP_037903188.1|HILL	LOC108035276|XP_016966329.1|DBIA, LOC108034965|XP_016965767.1|DBIA
OG0000972	LOC119655462|XP_037917295.1|HILL	LOC108028304|XP_016955515.1|DBIA, LOC108023245|XP_016948013.1|DBIA
OG0000975	LOC119659274|XP_037923207.1|HILL	LOC108024728|XP_016950310.1|DBIA
OG0000976	LOC119659502|XP_037923556.1|HILL	LOC108031403|XP_016960276.1|DBIA
OG0000977	LOC119658812|XP_037922463.1|HILL	LOC108032003|XP_016961288.1|DBIA
OG0000978	LOC119659555|XP_037923632.1|HILL	LOC108036251|XP_016967749.1|DBIA, LOC108024518|XP_016949958.1|DBIA
OG0000981	LOC119660927|XP_037925836.1|HILL	LOC108033460|XP_016963284.1|DBIA
OG0000988	LOC119656493|XP_037918752.1|HILL	LOC108034136|XP_016964414.1|DBIA
OG0000990	LOC119658075|XP_037921263.1|HILL	LOC108024263|XP_016949639.1|DBIA
OG0000991	LOC119656681|XP_037919092.1|HILL	LOC108033083|XP_016962746.1|DBIA
OG0000992	LOC119646600|XP_037903022.1|HILL	LOC108036245|XP_016967742.1|DBIA, LOC108024866|XP_016950497.1|DBIA
OG0000993	LOC119650867|XP_037909956.1|HILL	LOC108025362|XP_016951311.1|DBIA, LOC108025013|XP_016950757.1|DBIA
OG0000994	LOC119658292|XP_037921515.1|HILL	LOC108033218|XP_016962970.1|DBIA
OG0000995	LOC119658915|XP_037922663.1|HILL	LOC108033495|XP_016963323.1|DBIA
OG0000996	LOC119646992|XP_037903636.1|HILL	LOC108030191|XP_016958431.1|DBIA
OG0000997	LOC119661765|XP_037927163.1|HILL	LOC108036898|XP_016968767.1|DBIA, LOC108029851|XP_016957829.1|DBIA
OG0000998	LOC119647895|XP_037905126.1|HILL, LOC119647894|XP_037905121.1|HILL	LOC108027963|XP_016955080.1|DBIA
OG0000999	LOC119653389|XP_037913868.1|HILL	LOC108022270|XP_016946617.1|DBIA, LOC108023695|XP_016948808.1|DBIA
OG0001000	LOC119661572|XP_037926898.1|HILL	LOC108022035|XP_016946370.1|DBIA
OG0001001	LOC119661125|XP_037926250.1|HILL	LOC108026741|XP_016953350.1|DBIA
OG0001002	LOC119654243|XP_037915413.1|HILL	LOC108034190|XP_016964501.1|DBIA
OG0001003	LOC119658682|XP_037922174.1|HILL	LOC108036864|XP_016968729.1|DBIA, LOC108029597|XP_016957458.1|DBIA
OG0001004	LOC119660421|XP_037924896.1|HILL	LOC108027003|XP_016953691.1|DBIA, LOC108031123|XP_016959824.1|DBIA
OG0001005	LOC119653619|XP_037914316.1|HILL	LOC108033263|XP_016963019.1|DBIA, LOC108023450|XP_016948430.1|DBIA
OG0001006	LOC119649453|XP_037907535.1|HILL	LOC108031212|XP_016959936.1|DBIA, LOC108030675|XP_016959192.1|DBIA
OG0001007	LOC119656271|XP_037918622.1|HILL	LOC108026951|XP_016953653.1|DBIA, LOC108028678|XP_016956107.1|DBIA
OG0001008	LOC119655408|XP_037917219.1|HILL	LOC108024457|XP_016949863.1|DBIA, LOC108025611|XP_016951635.1|DBIA
OG0001009	LOC119656127|XP_037918388.1|HILL	LOC108031140|XP_016959844.1|DBIA, LOC108025059|XP_016950805.1|DBIA
OG0001013	LOC119650229|XP_037908736.1|HILL	LOC108035090|XP_016965999.1|DBIA, LOC108028086|XP_016955217.1|DBIA
OG0001014	LOC119655082|XP_037916710.1|HILL	LOC108028474|XP_016955824.1|DBIA, LOC108035368|XP_016966456.1|DBIA
OG0001019	LOC119657389|XP_037920202.1|HILL	LOC108025031|XP_016950776.1|DBIA
OG0001020	LOC119657985|XP_037921129.1|HILL, LOC119657205|XP_037919940.1|HILL, LOC119657634|XP_037920567.1|HILL	LOC108027548|XP_016954498.1|DBIA
OG0001021	LOC119651094|XP_037910375.1|HILL	LOC108034022|XP_016964246.1|DBIA
OG0001022	LOC119658389|XP_037921700.1|HILL	LOC108031309|XP_016960043.1|DBIA, LOC108025890|XP_016952057.1|DBIA
OG0001024	LOC119659862|XP_037924098.1|HILL, LOC119660009|XP_037924314.1|HILL	LOC108025335|XP_016951253.1|DBIA
OG0001025	LOC119649739|XP_037907949.1|HILL	LOC108035492|XP_016966632.1|DBIA, LOC108034440|XP_016964814.1|DBIA
OG0001026	LOC119655498|XP_037917331.1|HILL	LOC108029578|XP_016957429.1|DBIA
OG0001027	LOC119648947|XP_037906790.1|HILL, LOC119647827|XP_037904993.1|HILL	LOC108035934|XP_016967212.1|DBIA
OG0001028	LOC119649985|XP_037908355.1|HILL	LOC108029018|XP_016956552.1|DBIA
OG0001029	LOC119654282|XP_037915492.1|HILL, LOC119651816|XP_037911534.1|HILL, LOC119648751|XP_037906502.1|HILL, LOC119648440|XP_037906122.1|HILL	LOC108036516|XP_016968211.1|DBIA
OG0001031	LOC119650960|XP_037910134.1|HILL	LOC108025776|XP_016951916.1|DBIA, LOC108035855|XP_016967089.1|DBIA, LOC108021917|XP_016946233.1|DBIA, LOC108035588|XP_016966751.1|DBIA
OG0001032	LOC119653033|XP_037913407.1|HILL	LOC108027376|XP_016954296.1|DBIA
OG0001033	LOC119656017|XP_037918195.1|HILL	LOC108027962|XP_016955076.1|DBIA, LOC108023754|XP_016948880.1|DBIA
OG0001034	LOC119650231|XP_037908738.1|HILL	LOC108027656|XP_016954661.1|DBIA, LOC108035141|XP_016966071.1|DBIA
OG0001042	LOC119646639|XP_037903080.1|HILL	LOC108025420|XP_016951392.1|DBIA
OG0001043	LOC119658007|XP_037921157.1|HILL	LOC108024013|XP_016949261.1|DBIA
OG0001044	LOC119647224|XP_037903984.1|HILL	LOC108036671|XP_016968442.1|DBIA
OG0001045	LOC119652268|XP_037912181.1|HILL	LOC108030415|XP_016958789.1|DBIA
OG0001046	LOC119654795|XP_037916272.1|HILL	LOC108022771|XP_016947368.1|DBIA, LOC108022770|XP_016947367.1|DBIA
OG0001047	LOC119657541|XP_037920411.1|HILL	LOC108029631|XP_016957516.1|DBIA
OG0001048	LOC119647179|XP_037903915.1|HILL	LOC108022644|XP_016947188.1|DBIA
OG0001049	LOC119647474|XP_037904341.1|HILL	LOC108035412|XP_016966522.1|DBIA
OG0001050	LOC119647631|XP_037904616.1|HILL	LOC108035006|XP_016965838.1|DBIA
OG0001051	LOC119652144|XP_037912013.1|HILL, LOC119652142|XP_037912011.1|HILL, LOC119652143|XP_037912012.1|HILL	LOC108032488|XP_016961797.1|DBIA
OG0001052	LOC119646181|XP_037902491.1|HILL	LOC108036154|XP_016967634.1|DBIA
OG0001053	LOC119655659|XP_037917572.1|HILL	LOC108021969|XP_016946296.1|DBIA
OG0001054	LOC119660306|XP_037924708.1|HILL	LOC108032190|XP_016961535.1|DBIA, LOC108032191|XP_016961536.1|DBIA
OG0001056	LOC119655097|XP_037916740.1|HILL	LOC108033422|XP_016963232.1|DBIA, LOC108025779|XP_016951883.1|DBIA
OG0001057	LOC119653748|XP_037914605.1|HILL	LOC108032656|XP_016962101.1|DBIA
OG0001058	LOC119653471|XP_037914017.1|HILL	LOC108024810|XP_016950422.1|DBIA
OG0001059	LOC119647686|XP_037904696.1|HILL	LOC108028015|XP_016955133.1|DBIA, LOC108035869|XP_016967107.1|DBIA
OG0001060	LOC119657290|XP_037920065.1|HILL	LOC108023353|XP_016948191.1|DBIA
OG0001061	LOC119649749|XP_037907966.1|HILL	LOC108030991|XP_016959681.1|DBIA, LOC108030992|XP_016959682.1|DBIA
OG0001072	LOC119653742|XP_037914594.1|HILL	LOC108034627|XP_016965054.1|DBIA, LOC108023375|XP_016948267.1|DBIA
OG0001073	LOC119656558|XP_037918865.1|HILL, LOC119656559|XP_037918867.1|HILL, LOC119656562|XP_037918871.1|HILL, LOC119656561|XP_037918870.1|HILL, LOC119656557|XP_037918863.1|HILL	LOC108025214|XP_016951050.1|DBIA
OG0001074	LOC119653482|XP_037914037.1|HILL, LOC119653483|XP_037914038.1|HILL	LOC108029777|XP_016957776.1|DBIA
OG0001075	LOC119648135|XP_037905605.1|HILL	LOC108034966|XP_016965764.1|DBIA
OG0001077	LOC119658889|XP_037922615.1|HILL	LOC108031811|XP_016961028.1|DBIA
OG0001078	LOC119656783|XP_037919297.1|HILL, LOC119647701|XP_037904714.1|HILL	LOC108035811|XP_016967047.1|DBIA
OG0001079	LOC119650348|XP_037908950.1|HILL	LOC108035059|XP_016965934.1|DBIA
OG0001080	LOC119650340|XP_037908935.1|HILL	LOC108029088|XP_016956669.1|DBIA
OG0001081	LOC119654600|XP_037915997.1|HILL	LOC108031538|XP_016960564.1|DBIA
OG0001082	LOC119658666|XP_037922151.1|HILL	LOC108022875|XP_016947557.1|DBIA
OG0001083	LOC119648140|XP_037905614.1|HILL	LOC108035478|XP_016966617.1|DBIA
OG0001084	LOC119658838|XP_037922509.1|HILL	LOC108030069|XP_016958159.1|DBIA
OG0001086	LOC119654908|XP_037916469.1|HILL	LOC108031172|XP_016959881.1|DBIA, LOC108026537|XP_016952974.1|DBIA
OG0001087	LOC119661246|XP_037926413.1|HILL	LOC108034016|XP_016964239.1|DBIA, LOC108033872|XP_016964003.1|DBIA
OG0001088	LOC119647748|XP_037904795.1|HILL	LOC108030787|XP_016959355.1|DBIA
OG0001089	LOC119649506|XP_037907604.1|HILL	LOC108035611|XP_016966785.1|DBIA
OG0001090	LOC119650125|XP_037908578.1|HILL	LOC108035682|XP_016966882.1|DBIA
OG0001092	LOC119651442|XP_037910974.1|HILL	LOC108029282|XP_016956970.1|DBIA
OG0001093	LOC119651291|XP_037910736.1|HILL, LOC119652250|XP_037912158.1|HILL	LOC108032377|XP_016961687.1|DBIA
OG0001094	LOC119653073|XP_037913485.1|HILL	LOC108034147|XP_016964435.1|DBIA, LOC108033427|XP_016963239.1|DBIA
OG0001095	LOC119651165|XP_037910511.1|HILL	LOC108036587|XP_016968332.1|DBIA
OG0001096	LOC119654769|XP_037916238.1|HILL, LOC119655109|XP_037916759.1|HILL	LOC108036414|XP_016968033.1|DBIA, LOC108034072|XP_016964320.1|DBIA
OG0001097	LOC119661406|XP_037926663.1|HILL	LOC108021860|XP_016946138.1|DBIA, LOC108026758|XP_016953387.1|DBIA
OG0001098	LOC119649387|XP_037907436.1|HILL, LOC119659096|XP_037922943.1|HILL	LOC108030595|XP_016959063.1|DBIA
OG0001099	LOC119649218|XP_037907205.1|HILL, LOC119648717|XP_037906453.1|HILL, LOC119649369|XP_037907413.1|HILL	LOC108028764|XP_016956228.1|DBIA
OG0001100	LOC119655645|XP_037917552.1|HILL	LOC108030487|XP_016958857.1|DBIA
OG0001101	LOC119656262|XP_037918608.1|HILL	LOC108022546|XP_016947019.1|DBIA
OG0001102	LOC119647913|XP_037905163.1|HILL	LOC108035360|XP_016966447.1|DBIA
OG0001103	LOC119651483|XP_037911022.1|HILL	LOC108023404|XP_016948347.1|DBIA
OG0001104	LOC119654690|XP_037916128.1|HILL	LOC108022836|XP_016947495.1|DBIA
OG0001105	LOC119654540|XP_037915913.1|HILL	LOC108022256|XP_016946604.1|DBIA, LOC108024099|XP_016949364.1|DBIA
OG0001106	LOC119660910|XP_037925785.1|HILL	LOC108024899|XP_016950537.1|DBIA
OG0001109	LOC119661437|XP_037926710.1|HILL, LOC119646346|XP_037902709.1|HILL	LOC108022097|XP_016946429.1|DBIA, LOC108022098|XP_016946430.1|DBIA
OG0001112	LOC119647107|XP_037903817.1|HILL	LOC108022227|XP_016946574.1|DBIA
OG0001118	LOC119658022|XP_037921179.1|HILL	LOC108025727|XP_016951793.1|DBIA
OG0001119	LOC119658275|XP_037921494.1|HILL	LOC108035862|XP_016967097.1|DBIA, LOC108027956|XP_016955071.1|DBIA
OG0001120	LOC119651250|XP_037910659.1|HILL	LOC108032108|XP_016961427.1|DBIA
OG0001122	LOC119650129|XP_037908586.1|HILL	LOC108030625|XP_016959120.1|DBIA
OG0001124	LOC119661581|XP_037926908.1|HILL, LOC119653509|XP_037914097.1|HILL	LOC108025347|XP_016951292.1|DBIA
OG0001125	LOC119648754|XP_037906506.1|HILL	LOC108032185|XP_016961529.1|DBIA
OG0001127	LOC119648123|XP_037905573.1|HILL, LOC119647815|XP_037904971.1|HILL, LOC119647572|XP_037904500.1|HILL, LOC119647816|XP_037904972.1|HILL, LOC119647817|XP_037904973.1|HILL, LOC119647820|XP_037904978.1|HILL	LOC108034433|XP_016964807.1|DBIA
OG0001128	LOC119660463|XP_037924958.1|HILL	LOC108022996|XP_016947714.1|DBIA
OG0001129	LOC119650885|XP_037909986.1|HILL	LOC108021913|XP_016946225.1|DBIA
OG0001130	LOC119653058|XP_037913465.1|HILL	LOC108035315|XP_016966382.1|DBIA, LOC108024771|XP_016950412.1|DBIA
OG0001131	LOC119660936|XP_037925859.1|HILL	LOC108035984|XP_016967317.1|DBIA
OG0001133	LOC119647256|XP_037904063.1|HILL	LOC108033813|XP_016963923.1|DBIA
OG0001134	LOC119656169|XP_037918443.1|HILL, LOC119656168|XP_037918442.1|HILL, LOC119655305|XP_037917062.1|HILL, LOC119654050|XP_037915138.1|HILL, LOC119654064|XP_037915156.1|HILL, LOC119653774|XP_037914701.1|HILL	LOC108026831|XP_016953491.1|DBIA
OG0001135	LOC119654839|XP_037916342.1|HILL, LOC119654481|XP_037915830.1|HILL	LOC108031327|XP_016960066.1|DBIA
OG0001136	LOC119660441|XP_037924921.1|HILL	LOC108031335|XP_016960077.1|DBIA
OG0001137	LOC119659607|XP_037923706.1|HILL, LOC119659962|XP_037924244.1|HILL, LOC119659283|XP_037923219.1|HILL, LOC119659485|XP_037923526.1|HILL, LOC119659510|XP_037923568.1|HILL, LOC119659576|XP_037923661.1|HILL, LOC119659818|XP_037924029.1|HILL, LOC119659917|XP_037924170.1|HILL, LOC119660171|XP_037924505.1|HILL, LOC119659452|XP_037923465.1|HILL, LOC119659493|XP_037923539.1|HILL, LOC119659623|XP_037923751.1|HILL, LOC119659635|XP_037923762.1|HILL	LOC108031025|XP_016959714.1|DBIA
OG0001138	LOC119655094|XP_037916728.1|HILL	LOC108029097|XP_016956681.1|DBIA
OG0001139	LOC119647597|XP_037904547.1|HILL	LOC108028099|XP_016955233.1|DBIA, LOC108036641|XP_016968443.1|DBIA, LOC108036682|XP_016968452.1|DBIA, LOC108036828|XP_016968662.1|DBIA
OG0001140	LOC119647169|XP_037903902.1|HILL, LOC119656962|XP_037919610.1|HILL, LOC119656930|XP_037919552.1|HILL	LOC108032014|XP_016961307.1|DBIA, LOC108033752|XP_016964233.1|DBIA
OG0001141	LOC119648620|XP_037906317.1|HILL	LOC108031047|XP_016959737.1|DBIA, LOC108032218|XP_016961569.1|DBIA
OG0001144	LOC119655340|XP_037917115.1|HILL	LOC108031230|XP_016959954.1|DBIA, LOC108036512|XP_016968205.1|DBIA
OG0001148	LOC119646878|XP_037903432.1|HILL	LOC108029245|XP_016956929.1|DBIA, LOC108029247|XP_016956930.1|DBIA
OG0001149	LOC119648939|XP_037906780.1|HILL, LOC119649425|XP_037907500.1|HILL	LOC108028005|XP_016955122.1|DBIA, LOC108028719|XP_016956166.1|DBIA
OG0001153	LOC119660793|XP_037925528.1|HILL	LOC108026889|XP_016953582.1|DBIA
OG0001154	LOC119651636|XP_037911228.1|HILL	LOC108034834|XP_016965442.1|DBIA
OG0001155	LOC119656861|XP_037919444.1|HILL	LOC108023631|XP_016948733.1|DBIA
OG0001157	LOC119651295|XP_037910744.1|HILL	LOC108024110|XP_016949380.1|DBIA
OG0001158	LOC119657603|XP_037920533.1|HILL	LOC108034152|XP_016964440.1|DBIA
OG0001159	LOC119656717|XP_037919167.1|HILL	LOC108026209|XP_016952507.1|DBIA
OG0001160	LOC119653171|XP_037913646.1|HILL	LOC108031492|XP_016960474.1|DBIA
OG0001161	LOC119650746|XP_037909750.1|HILL	LOC108031325|XP_016960062.1|DBIA
OG0001162	LOC119658310|XP_037921547.1|HILL	LOC108024735|XP_016950320.1|DBIA
OG0001163	LOC119650564|XP_037909297.1|HILL	LOC108031575|XP_016960622.1|DBIA
OG0001164	LOC119651647|XP_037911251.1|HILL	LOC108031431|XP_016960331.1|DBIA
OG0001165	LOC119657120|XP_037919808.1|HILL, LOC119657495|XP_037920353.1|HILL	LOC108022478|XP_016946918.1|DBIA
OG0001166	LOC119649162|XP_037907104.1|HILL	LOC108034502|XP_016964909.1|DBIA, LOC108034501|XP_016964895.1|DBIA
OG0001167	LOC119646574|XP_037902992.1|HILL	LOC108022176|XP_016946512.1|DBIA
OG0001168	LOC119655740|XP_037917721.1|HILL	LOC108030228|XP_016958507.1|DBIA
OG0001169	LOC119658036|XP_037921197.1|HILL	LOC108033198|XP_016962933.1|DBIA
OG0001170	LOC119659790|XP_037923985.1|HILL	LOC108024718|XP_016950298.1|DBIA
OG0001171	LOC119650467|XP_037909262.1|HILL	LOC108029333|XP_016957018.1|DBIA
OG0001172	LOC119661407|XP_037926664.1|HILL	LOC108022456|XP_016946853.1|DBIA
OG0001173	LOC119660364|XP_037924800.1|HILL, LOC119658996|XP_037922805.1|HILL	LOC108023855|XP_016948991.1|DBIA
OG0001174	LOC119647791|XP_037904916.1|HILL	LOC108028277|XP_016955470.1|DBIA, LOC108028523|XP_016955895.1|DBIA
OG0001175	LOC119654794|XP_037916271.1|HILL	LOC108023107|XP_016947862.1|DBIA
OG0001176	LOC119655006|XP_037916605.1|HILL	LOC108036220|XP_016967701.1|DBIA
OG0001178	LOC119661423|XP_037926694.1|HILL	LOC108022948|XP_016947653.1|DBIA
OG0001179	LOC119646342|XP_037902696.1|HILL	LOC108030181|XP_016958416.1|DBIA
OG0001180	LOC119660988|XP_037926002.1|HILL	LOC108024915|XP_016950603.1|DBIA
OG0001181	LOC119648244|XP_037905804.1|HILL	LOC108030664|XP_016959177.1|DBIA
OG0001182	LOC119659498|XP_037923550.1|HILL, LOC119659994|XP_037924297.1|HILL	LOC108024650|XP_016950197.1|DBIA
OG0001183	LOC119660414|XP_037924881.1|HILL	LOC108026249|XP_016952581.1|DBIA
OG0001185	LOC119658701|XP_037922219.1|HILL	LOC108030946|XP_016959634.1|DBIA, LOC108031371|XP_016960179.1|DBIA
OG0001186	LOC119659434|XP_037923445.1|HILL	LOC108027198|XP_016953994.1|DBIA
OG0001187	LOC119656116|XP_037918366.1|HILL	LOC108022866|XP_016947533.1|DBIA
OG0001188	LOC119653813|XP_037914766.1|HILL	LOC108029644|XP_016957542.1|DBIA
OG0001189	LOC119654676|XP_037916107.1|HILL	LOC108023037|XP_016947767.1|DBIA
OG0001190	LOC119655814|XP_037917847.1|HILL, LOC119655837|XP_037917871.1|HILL, LOC119655662|XP_037917574.1|HILL	LOC108033393|XP_016963204.1|DBIA
OG0001191	LOC119654289|XP_037915506.1|HILL	LOC108032794|XP_016962288.1|DBIA
OG0001192	LOC119649057|XP_037906966.1|HILL, LOC119659885|XP_037924131.1|HILL	LOC108033368|XP_016963172.1|DBIA
OG0001193	LOC119654818|XP_037916306.1|HILL	LOC108032209|XP_016961558.1|DBIA
OG0001194	LOC119648370|XP_037906025.1|HILL	LOC108023567|XP_016948647.1|DBIA
OG0001195	LOC119654582|XP_037915969.1|HILL	LOC108029787|XP_016957786.1|DBIA
OG0001200	LOC119657572|XP_037920465.1|HILL	LOC108033621|XP_016963483.1|DBIA
OG0001201	LOC119659691|XP_037923872.1|HILL, LOC119660477|XP_037924996.1|HILL, LOC119660451|XP_037924938.1|HILL	LOC108026346|XP_016952740.1|DBIA
OG0001202	LOC119658232|XP_037921438.1|HILL	LOC108027181|XP_016953965.1|DBIA
OG0001203	LOC119660998|XP_037926022.1|HILL, LOC119660891|XP_037925745.1|HILL	LOC108036025|XP_016967445.1|DBIA
OG0001204	LOC119657884|XP_037920948.1|HILL	LOC108032662|XP_016962112.1|DBIA
OG0001205	LOC119654814|XP_037916298.1|HILL	LOC108027289|XP_016954168.1|DBIA
OG0001206	LOC119652245|XP_037912149.1|HILL	LOC108031508|XP_016960506.1|DBIA
OG0001207	LOC119658299|XP_037921525.1|HILL	LOC108023955|XP_016949148.1|DBIA
OG0001208	LOC119657034|XP_037919714.1|HILL	LOC108027557|XP_016954518.1|DBIA
OG0001209	LOC119652741|XP_037912967.1|HILL	LOC108025654|XP_016951685.1|DBIA
OG0001210	LOC119657755|XP_037920737.1|HILL	LOC108025896|XP_016952067.1|DBIA
OG0001211	LOC119652060|XP_037911926.1|HILL	LOC108027348|XP_016954256.1|DBIA
OG0001212	LOC119658512|XP_037921913.1|HILL	LOC108024031|XP_016949290.1|DBIA
OG0001213	LOC119659447|XP_037923459.1|HILL	LOC108025518|XP_016951528.1|DBIA
OG0001214	LOC119652669|XP_037912863.1|HILL	LOC108032004|XP_016961291.1|DBIA
OG0001215	LOC119652850|XP_037913130.1|HILL	LOC108027342|XP_016954243.1|DBIA
OG0001216	LOC119653102|XP_037913545.1|HILL	LOC108024651|XP_016950199.1|DBIA
OG0001217	LOC119651703|XP_037911344.1|HILL	LOC108023210|XP_016948004.1|DBIA, LOC108034371|XP_016964747.1|DBIA
OG0001218	LOC119659492|XP_037923538.1|HILL	LOC108024411|XP_016949816.1|DBIA
OG0001220	LOC119652163|XP_037912039.1|HILL	LOC108029895|XP_016957873.1|DBIA
OG0001221	LOC119650451|XP_037909237.1|HILL	LOC108022848|XP_016947509.1|DBIA
OG0001222	LOC119661029|XP_037926116.1|HILL	LOC108024795|XP_016950402.1|DBIA
OG0001223	LOC119654577|XP_037915964.1|HILL	LOC108035983|XP_016967358.1|DBIA
OG0001224	LOC119655657|XP_037917569.1|HILL	LOC108036228|XP_016967728.1|DBIA
OG0001225	LOC119646976|XP_037903609.1|HILL	LOC108030210|XP_016958459.1|DBIA
OG0001226	LOC119657789|XP_037920804.1|HILL, LOC119646174|XP_037902482.1|HILL, LOC119661587|XP_037926917.1|HILL	LOC108022587|XP_016947103.1|DBIA
OG0001227	LOC119647209|XP_037903963.1|HILL, LOC119647103|XP_037903808.1|HILL	LOC108033453|XP_016963276.1|DBIA, LOC108033240|XP_016962995.1|DBIA
OG0001228	LOC119655872|XP_037917929.1|HILL, LOC119655332|XP_037917103.1|HILL, LOC119654512|XP_037915878.1|HILL, LOC119655056|XP_037916675.1|HILL	LOC108032986|XP_016962553.1|DBIA
OG0001229	LOC119646290|XP_037902629.1|HILL	LOC108032733|XP_016962206.1|DBIA, LOC108030945|XP_016959633.1|DBIA, LOC108032682|XP_016962150.1|DBIA
OG0001230	LOC119661031|XP_037926123.1|HILL	LOC108036481|XP_016968151.1|DBIA
OG0001231	LOC119652521|XP_037912644.1|HILL	LOC108030491|XP_016958866.1|DBIA
OG0001232	LOC119658989|XP_037922801.1|HILL, LOC119658979|XP_037922791.1|HILL	LOC108036703|XP_016968486.1|DBIA
OG0001233	LOC119661290|XP_037926495.1|HILL	LOC108033321|XP_016963089.1|DBIA
OG0001234	LOC119659090|XP_037922934.1|HILL	LOC108036538|XP_016968251.1|DBIA
OG0001235	LOC119646499|XP_037902882.1|HILL	LOC108029136|XP_016956748.1|DBIA
