Orthogroup	HILL.longest_only	DNOV.longest_only
OG0001976	LOC119654729|XP_037916185.1|HILL	LOC115761148|XP_030558677.1|DNOV
OG0001978	LOC119646769|XP_037903279.1|HILL	LOC115760175|XP_030557259.1|DNOV
OG0001979	LOC119661563|XP_037926885.1|HILL	LOC115768310|XP_030568722.1|DNOV, LOC115758658|XP_030555257.1|DNOV
OG0001980	LOC119649846|XP_037908130.1|HILL	LOC115765570|XP_030565077.1|DNOV
OG0001981	LOC119653257|XP_037913793.1|HILL	LOC115760038|XP_030557066.1|DNOV
OG0001982	LOC119651562|XP_037911123.1|HILL	LOC115758463|XP_030554995.1|DNOV
OG0001983	LOC119660966|XP_037925954.1|HILL	LOC115769289|XP_030569875.1|DNOV
OG0001984	LOC119651214|XP_037910593.1|HILL	LOC115758903|XP_030555560.1|DNOV
OG0001985	LOC119650304|XP_037908878.1|HILL	LOC115763598|XP_030562081.1|DNOV
OG0001986	LOC119647314|XP_037904168.1|HILL	LOC115759304|XP_030556069.1|DNOV
OG0001987	LOC119660727|XP_037925308.1|HILL	LOC115767543|XP_030567682.1|DNOV
OG0001988	LOC119661433|XP_037926706.1|HILL	LOC115769820|XP_030570684.1|DNOV
OG0001989	LOC119651051|XP_037910305.1|HILL, LOC119652146|XP_037912018.1|HILL	LOC115765971|XP_030565585.1|DNOV
OG0001990	LOC119653176|XP_037913650.1|HILL, LOC119652300|XP_037912228.1|HILL	LOC115763028|XP_030561294.1|DNOV
OG0001991	LOC119646940|XP_037903558.1|HILL	LOC115760287|XP_030557419.1|DNOV
OG0001992	LOC119647247|XP_037904053.1|HILL	LOC115759131|XP_030555836.1|DNOV, LOC115759133|XP_030555842.1|DNOV
OG0001993	LOC119651039|XP_037910285.1|HILL	LOC115763350|XP_030561728.1|DNOV
OG0001994	LOC119661576|XP_037926903.1|HILL	LOC115757745|XP_030553995.1|DNOV
OG0001995	LOC119652957|XP_037913281.1|HILL	LOC115769166|XP_030569725.1|DNOV
OG0001996	LOC119646634|XP_037903074.1|HILL	LOC115765912|XP_030565518.1|DNOV
OG0001997	LOC119661401|XP_037926657.1|HILL	LOC115762093|XP_030560054.1|DNOV
OG0001998	LOC119646269|XP_037902604.1|HILL	LOC115762091|XP_030560049.1|DNOV
OG0001999	LOC119654824|XP_037916320.1|HILL	LOC115763365|XP_030561756.1|DNOV
OG0002000	LOC119657620|XP_037920554.1|HILL	LOC115760004|XP_030557022.1|DNOV
OG0002001	LOC119651608|XP_037911192.1|HILL	LOC115759968|XP_030556976.1|DNOV
OG0002002	LOC119646462|XP_037902838.1|HILL	LOC115760494|XP_030557705.1|DNOV, LOC115760740|XP_030558077.1|DNOV
OG0002003	LOC119653100|XP_037913542.1|HILL, LOC119651921|XP_037911677.1|HILL	LOC115763218|XP_030561550.1|DNOV
OG0002004	LOC119652691|XP_037912896.1|HILL	LOC115759781|XP_030556709.1|DNOV
OG0002005	LOC119652676|XP_037912873.1|HILL	LOC115763578|XP_030562057.1|DNOV
OG0002006	LOC119652692|XP_037912901.1|HILL	LOC115760208|XP_030557302.1|DNOV
OG0002007	LOC119647145|XP_037903867.1|HILL	LOC115759324|XP_030556095.1|DNOV
OG0002008	LOC119660773|XP_037925469.1|HILL	LOC115766796|XP_030566679.1|DNOV
OG0002009	LOC119661080|XP_037926200.1|HILL	LOC115761031|XP_030558504.1|DNOV
OG0002010	LOC119652866|XP_037913151.1|HILL	LOC115763050|XP_030561335.1|DNOV
OG0002011	LOC119646725|XP_037903232.1|HILL	LOC115763011|XP_030561261.1|DNOV
OG0002012	LOC119656680|XP_037919095.1|HILL	LOC115759718|XP_030556585.1|DNOV
OG0002013	LOC119650589|XP_037909361.1|HILL	LOC115763443|XP_030561870.1|DNOV
OG0002014	LOC119650239|XP_037908753.1|HILL, LOC119650220|XP_037908725.1|HILL	LOC115759745|XP_030556648.1|DNOV
OG0002015	LOC119646430|XP_037902808.1|HILL	LOC115761514|XP_030559143.1|DNOV
OG0002016	LOC119646971|XP_037903601.1|HILL	LOC115760906|XP_030558333.1|DNOV
OG0002017	LOC119651134|XP_037910456.1|HILL	LOC115759752|XP_030556654.1|DNOV
OG0002018	LOC119651428|XP_037910953.1|HILL	LOC115763458|XP_030561890.1|DNOV, LOC115763535|XP_030562011.1|DNOV
OG0002019	LOC119646570|XP_037902989.1|HILL	LOC115759773|XP_030556700.1|DNOV, LOC115759772|XP_030556699.1|DNOV
OG0002020	LOC119652879|XP_037913171.1|HILL	LOC115769293|XP_030569879.1|DNOV
OG0002021	LOC119659470|XP_037923533.1|HILL	LOC115765447|XP_030564874.1|DNOV
OG0002022	LOC119646797|XP_037903314.1|HILL, LOC119650151|XP_037908617.1|HILL	LOC115758806|XP_030555443.1|DNOV
OG0002023	LOC119656328|XP_037918719.1|HILL	LOC115761667|XP_030559376.1|DNOV
OG0002024	LOC119658398|XP_037921718.1|HILL	LOC115759881|XP_030556856.1|DNOV, LOC115766824|XP_030566723.1|DNOV
OG0002025	LOC119661327|XP_037926555.1|HILL	LOC115758848|XP_030555490.1|DNOV
OG0002026	LOC119647988|XP_037905301.1|HILL	LOC115771419|XP_030572981.1|DNOV
OG0002027	LOC119655920|XP_037918014.1|HILL	LOC115761741|XP_030559496.1|DNOV
OG0002028	LOC119654882|XP_037916419.1|HILL	LOC115758221|XP_030554631.1|DNOV
OG0002029	LOC119659931|XP_037924197.1|HILL	LOC115769926|XP_030570825.1|DNOV
OG0002030	LOC119659276|XP_037923212.1|HILL	LOC115771962|XP_030573735.1|DNOV
OG0002031	LOC119655014|XP_037916612.1|HILL	LOC115757903|XP_030554211.1|DNOV
OG0002032	LOC119653873|XP_037914909.1|HILL	LOC115770922|XP_030572240.1|DNOV
OG0002033	LOC119656155|XP_037918417.1|HILL	LOC115768857|XP_030569418.1|DNOV
OG0002034	LOC119654370|XP_037915646.1|HILL	LOC115767775|XP_030567960.1|DNOV
OG0002035	LOC119660316|XP_037924719.1|HILL	LOC115763635|XP_030562124.1|DNOV, LOC115767251|XP_030567317.1|DNOV
OG0002036	LOC119660612|XP_037925233.1|HILL	LOC115757738|XP_030553983.1|DNOV
OG0002037	LOC119649129|XP_037907062.1|HILL	LOC115762778|XP_030560989.1|DNOV, LOC115762826|XP_030561051.1|DNOV
OG0002038	LOC119647281|XP_037904102.1|HILL	LOC115770800|XP_030572083.1|DNOV
OG0002040	LOC119660134|XP_037924461.1|HILL	LOC115761926|XP_030559817.1|DNOV
OG0002041	LOC119653539|XP_037914144.1|HILL	LOC115766462|XP_030566257.1|DNOV, LOC115764556|XP_030563541.1|DNOV
OG0002042	LOC119659806|XP_037924004.1|HILL	LOC115761759|XP_030559524.1|DNOV
OG0002043	LOC119658578|XP_037921956.1|HILL	LOC115765736|XP_030565261.1|DNOV
OG0002044	LOC119658718|XP_037922266.1|HILL	LOC115761617|XP_030559302.1|DNOV
OG0002045	LOC119659915|XP_037924168.1|HILL	LOC115763890|XP_030562527.1|DNOV
OG0002046	LOC119659215|XP_037923116.1|HILL	LOC115768309|XP_030568717.1|DNOV
OG0002047	LOC119655731|XP_037917709.1|HILL	LOC115769126|XP_030569692.1|DNOV
OG0002048	LOC119659298|XP_037923237.1|HILL	LOC115767928|XP_030568157.1|DNOV
OG0002049	LOC119658688|XP_037922201.1|HILL	LOC115767880|XP_030568102.1|DNOV
OG0002050	LOC119658589|XP_037921977.1|HILL	LOC115770932|XP_030572250.1|DNOV, LOC115770935|XP_030572252.1|DNOV
OG0002051	LOC119655921|XP_037918017.1|HILL, LOC119649941|XP_037908287.1|HILL	LOC115771458|XP_030573037.1|DNOV
OG0002052	LOC119659533|XP_037923602.1|HILL	LOC115762889|XP_030561123.1|DNOV
OG0002053	LOC119659501|XP_037923555.1|HILL	LOC115759573|XP_030556399.1|DNOV, LOC115759649|XP_030556497.1|DNOV
OG0002054	LOC119660002|XP_037924308.1|HILL	LOC115761806|XP_030559611.1|DNOV
OG0002055	LOC119659025|XP_037922848.1|HILL	LOC115770904|XP_030572203.1|DNOV
OG0002056	LOC119653891|XP_037914941.1|HILL	LOC115770539|XP_030571703.1|DNOV
OG0002057	LOC119655930|XP_037918040.1|HILL	LOC115758569|XP_030555140.1|DNOV
OG0002058	LOC119655360|XP_037917145.1|HILL	LOC115762652|XP_030560818.1|DNOV
OG0002059	LOC119655733|XP_037917711.1|HILL	LOC115766176|XP_030565879.1|DNOV
OG0002060	LOC119655395|XP_037917200.1|HILL	LOC115761189|XP_030558725.1|DNOV
OG0002061	LOC119653456|XP_037913993.1|HILL	LOC115765264|XP_030564882.1|DNOV
OG0002062	LOC119653676|XP_037914444.1|HILL	LOC115768327|XP_030568744.1|DNOV
OG0002063	LOC119655005|XP_037916601.1|HILL	LOC115767993|XP_030568255.1|DNOV
OG0002064	LOC119654268|XP_037915463.1|HILL, LOC119655743|XP_037917724.1|HILL	LOC115768287|XP_030568686.1|DNOV
OG0002065	LOC119648983|XP_037906831.1|HILL	LOC115769628|XP_030570396.1|DNOV
OG0002066	LOC119659689|XP_037923854.1|HILL	LOC115770750|XP_030572015.1|DNOV
OG0002067	LOC119660524|XP_037925073.1|HILL	LOC115758222|XP_030554632.1|DNOV
OG0002068	LOC119659187|XP_037923075.1|HILL	LOC115760773|XP_030558121.1|DNOV
OG0002069	LOC119653847|XP_037914822.1|HILL	LOC115767327|XP_030567430.1|DNOV
OG0002070	LOC119656700|XP_037919135.1|HILL	LOC115766094|XP_030565763.1|DNOV
OG0002071	LOC119655665|XP_037917579.1|HILL	LOC115772036|XP_030573833.1|DNOV, LOC115771795|XP_030573525.1|DNOV
OG0002072	LOC119659080|XP_037922923.1|HILL	LOC115760754|XP_030558092.1|DNOV
OG0002073	LOC119650208|XP_037908702.1|HILL	LOC115770534|XP_030571696.1|DNOV
OG0002074	LOC119655850|XP_037917896.1|HILL	LOC115764534|XP_030563505.1|DNOV
OG0002075	LOC119649972|XP_037908337.1|HILL	LOC115759044|XP_030555728.1|DNOV
OG0002076	LOC119656236|XP_037918582.1|HILL	LOC115758113|XP_030554497.1|DNOV
OG0002077	LOC119654575|XP_037915958.1|HILL	LOC115762559|XP_030560699.1|DNOV
OG0002078	LOC119655664|XP_037917578.1|HILL	LOC115757853|XP_030554149.1|DNOV
OG0002079	LOC119650394|XP_037909083.1|HILL	LOC115770123|XP_030571117.1|DNOV
OG0002080	LOC119654626|XP_037916026.1|HILL	LOC115768889|XP_030569460.1|DNOV, LOC115757818|XP_030554101.1|DNOV
OG0002081	LOC119654662|XP_037916081.1|HILL	LOC115757797|XP_030554073.1|DNOV
OG0002082	LOC119656303|XP_037918675.1|HILL	LOC115764478|XP_030563404.1|DNOV
OG0002083	LOC119653504|XP_037914088.1|HILL	LOC115766846|XP_030566755.1|DNOV
OG0002084	LOC119656315|XP_037918691.1|HILL	LOC115766577|XP_030566422.1|DNOV
OG0002085	LOC119656233|XP_037918577.1|HILL, LOC119655275|XP_037917019.1|HILL, LOC119655274|XP_037917014.1|HILL	LOC115760785|XP_030558138.1|DNOV
OG0002086	LOC119655635|XP_037917536.1|HILL	LOC115766541|XP_030566370.1|DNOV
OG0002087	LOC119654374|XP_037915655.1|HILL	LOC115769118|XP_030569686.1|DNOV
OG0002088	LOC119647909|XP_037905155.1|HILL	LOC115770225|XP_030571287.1|DNOV
OG0002089	LOC119654913|XP_037916475.1|HILL	LOC115764564|XP_030563548.1|DNOV
OG0002090	LOC119648685|XP_037906409.1|HILL	LOC115769521|XP_030570221.1|DNOV
OG0002091	LOC119653647|XP_037914390.1|HILL, LOC119653648|XP_037914392.1|HILL, LOC119653646|XP_037914389.1|HILL	LOC115758063|XP_030554437.1|DNOV
OG0002092	LOC119647664|XP_037904667.1|HILL	LOC115762759|XP_030560961.1|DNOV
OG0002093	LOC119653692|XP_037914490.1|HILL	LOC115757859|XP_030554158.1|DNOV
OG0002094	LOC119653481|XP_037914036.1|HILL	LOC115762864|XP_030561102.1|DNOV
OG0002095	LOC119653426|XP_037913933.1|HILL	LOC115768317|XP_030568726.1|DNOV
OG0002096	LOC119653799|XP_037914741.1|HILL, LOC119655532|XP_037917374.1|HILL	LOC115757832|XP_030554119.1|DNOV
OG0002097	LOC119654127|XP_037915218.1|HILL	LOC115758293|XP_030554719.1|DNOV
OG0002098	LOC119649830|XP_037908100.1|HILL	LOC115770196|XP_030571220.1|DNOV
OG0002099	LOC119653875|XP_037914911.1|HILL	LOC115759503|XP_030556304.1|DNOV
OG0002100	LOC119647613|XP_037904574.1|HILL	LOC115770037|XP_030570987.1|DNOV
OG0002101	LOC119655574|XP_037917430.1|HILL	LOC115764454|XP_030563351.1|DNOV, LOC115758042|XP_030554415.1|DNOV
OG0002102	LOC119653572|XP_037914228.1|HILL	LOC115771985|XP_030573768.1|DNOV
OG0002103	LOC119652473|XP_037912571.1|HILL	LOC115759497|XP_030556295.1|DNOV
OG0002107	LOC119646747|XP_037903252.1|HILL	LOC115759940|XP_030556938.1|DNOV
OG0002110	LOC119647779|XP_037904889.1|HILL	LOC115759359|XP_030556141.1|DNOV
OG0002117	LOC119657828|XP_037920874.1|HILL	LOC115767283|XP_030567374.1|DNOV
OG0002118	LOC119656808|XP_037919354.1|HILL	LOC115760383|XP_030557537.1|DNOV
OG0002119	LOC119658634|XP_037922087.1|HILL	LOC115757681|XP_030553877.1|DNOV
OG0002120	LOC119660744|XP_037925393.1|HILL	LOC115766745|XP_030566581.1|DNOV
OG0002121	LOC119651294|XP_037910741.1|HILL	LOC115764171|XP_030562916.1|DNOV
OG0002123	LOC119648401|XP_037906075.1|HILL	LOC115758912|XP_030555569.1|DNOV
OG0002124	LOC119657220|XP_037919960.1|HILL	LOC115767082|XP_030567088.1|DNOV
OG0002125	LOC119650671|XP_037909550.1|HILL	LOC115760721|XP_030558057.1|DNOV
OG0002126	LOC119647832|XP_037905001.1|HILL	LOC115770261|XP_030571336.1|DNOV
OG0002127	LOC119657602|XP_037920529.1|HILL	LOC115764403|XP_030563254.1|DNOV
OG0002128	LOC119656607|XP_037918970.1|HILL	LOC115767111|XP_030567124.1|DNOV
OG0002129	LOC119652830|XP_037913086.1|HILL	LOC115764225|XP_030562999.1|DNOV
OG0002130	LOC119657247|XP_037919992.1|HILL	LOC115768446|XP_030568865.1|DNOV
OG0002131	LOC119651496|XP_037911040.1|HILL	LOC115761630|XP_030559319.1|DNOV
OG0002132	LOC119651555|XP_037911116.1|HILL	LOC115763340|XP_030561709.1|DNOV
OG0002133	LOC119656658|XP_037919062.1|HILL	LOC115766862|XP_030566781.1|DNOV
OG0002134	LOC119653848|XP_037914824.1|HILL	LOC115768786|XP_030569343.1|DNOV
OG0002135	LOC119656668|XP_037919077.1|HILL	LOC115769042|XP_030569607.1|DNOV
OG0002136	LOC119659975|XP_037924269.1|HILL	LOC115764976|XP_030564163.1|DNOV
OG0002137	LOC119656530|XP_037918803.1|HILL	LOC115764757|XP_030563853.1|DNOV
OG0002138	LOC119661326|XP_037926552.1|HILL	LOC115768273|XP_030568670.1|DNOV
OG0002140	LOC119658046|XP_037921217.1|HILL	LOC115767278|XP_030567370.1|DNOV
OG0002141	LOC119658647|XP_037922113.1|HILL	LOC115759098|XP_030555792.1|DNOV, LOC115760390|XP_030557547.1|DNOV
OG0002142	LOC119652352|XP_037912360.1|HILL	LOC115771676|XP_030573351.1|DNOV
OG0002143	LOC119646616|XP_037903050.1|HILL	LOC115758609|XP_030555200.1|DNOV
OG0002144	LOC119660743|XP_037925386.1|HILL	LOC115766709|XP_030566487.1|DNOV
OG0002145	LOC119661362|XP_037926640.1|HILL	LOC115770837|XP_030572131.1|DNOV
OG0002146	LOC119650779|XP_037909815.1|HILL	LOC115761717|XP_030559456.1|DNOV
OG0002147	LOC119657972|XP_037921111.1|HILL	LOC115765433|XP_030564839.1|DNOV
OG0002148	LOC119656565|XP_037918877.1|HILL	LOC115768094|XP_030568438.1|DNOV
OG0002149	LOC119660866|XP_037925690.1|HILL	LOC115766741|XP_030566567.1|DNOV
OG0002150	LOC119646740|XP_037903246.1|HILL	LOC115767740|XP_030567911.1|DNOV
OG0002151	LOC119661168|XP_037926312.1|HILL, LOC119646524|XP_037902916.1|HILL	LOC115763030|XP_030561297.1|DNOV
OG0002152	LOC119652511|XP_037912633.1|HILL	LOC115761274|XP_030558849.1|DNOV
OG0002153	LOC119652345|XP_037912298.1|HILL	LOC115764929|XP_030564099.1|DNOV
OG0002154	LOC119657793|XP_037920805.1|HILL	LOC115768454|XP_030568876.1|DNOV
OG0002155	LOC119658159|XP_037921355.1|HILL	LOC115771857|XP_030573597.1|DNOV
OG0002156	LOC119660802|XP_037925559.1|HILL	LOC115771401|XP_030572956.1|DNOV, LOC115760428|XP_030557599.1|DNOV
OG0002157	LOC119651054|XP_037910311.1|HILL	LOC115761232|XP_030558784.1|DNOV
OG0002158	LOC119651960|XP_037911747.1|HILL, LOC119651888|XP_037911638.1|HILL, LOC119659188|XP_037923076.1|HILL	LOC115760775|XP_030558124.1|DNOV
OG0002159	LOC119651415|XP_037910937.1|HILL	LOC115760751|XP_030558090.1|DNOV
OG0002160	LOC119653182|XP_037913664.1|HILL	LOC115772053|XP_030573857.1|DNOV
OG0002161	LOC119650997|XP_037910210.1|HILL	LOC115771997|XP_030573788.1|DNOV
OG0002162	LOC119659601|XP_037923697.1|HILL	LOC115761900|XP_030559776.1|DNOV
OG0002163	LOC119652577|XP_037912719.1|HILL	LOC115769053|XP_030569625.1|DNOV, LOC115769537|XP_030570237.1|DNOV
OG0002164	LOC119658470|XP_037921820.1|HILL	LOC115763629|XP_030562117.1|DNOV
OG0002165	LOC119651145|XP_037910477.1|HILL	LOC115761400|XP_030559018.1|DNOV
OG0002166	LOC119646480|XP_037902861.1|HILL	LOC115758919|XP_030555578.1|DNOV
OG0002167	LOC119660949|XP_037925889.1|HILL	LOC115764554|XP_030563536.1|DNOV
OG0002168	LOC119658017|XP_037921174.1|HILL	LOC115762407|XP_030560496.1|DNOV
OG0002169	LOC119658302|XP_037921533.1|HILL	LOC115769913|XP_030570796.1|DNOV
OG0002170	LOC119660722|XP_037925301.1|HILL	LOC115766792|XP_030566671.1|DNOV
OG0002171	LOC119657940|XP_037921057.1|HILL	LOC115764846|XP_030563957.1|DNOV
OG0002172	LOC119657818|XP_037920860.1|HILL	LOC115764650|XP_030563688.1|DNOV
OG0002173	LOC119660310|XP_037924716.1|HILL	LOC115760169|XP_030557249.1|DNOV
OG0002174	LOC119651946|XP_037911728.1|HILL	LOC115771771|XP_030573486.1|DNOV
OG0002175	LOC119651947|XP_037911729.1|HILL	LOC115771772|XP_030573487.1|DNOV
OG0002176	LOC119652239|XP_037912142.1|HILL	LOC115770587|XP_030571775.1|DNOV
OG0002177	LOC119651431|XP_037910957.1|HILL	LOC115772103|XP_030573928.1|DNOV
OG0002178	LOC119656556|XP_037918862.1|HILL	LOC115771648|XP_030573312.1|DNOV
OG0002180	LOC119653216|XP_037913716.1|HILL	LOC115761563|XP_030559208.1|DNOV
OG0002181	LOC119657501|XP_037920363.1|HILL	LOC115765436|XP_030564862.1|DNOV
OG0002182	LOC119653170|XP_037913639.1|HILL	LOC115764119|XP_030562841.1|DNOV
OG0002183	LOC119654245|XP_037915415.1|HILL	LOC115764565|XP_030563550.1|DNOV
OG0002184	LOC119660227|XP_037924603.1|HILL, LOC119660228|XP_037924604.1|HILL	LOC115764609|XP_030563620.1|DNOV
OG0002185	LOC119651143|XP_037910474.1|HILL	LOC115765021|XP_030564235.1|DNOV
OG0002186	LOC119651163|XP_037910509.1|HILL	LOC115759202|XP_030555948.1|DNOV
OG0002187	LOC119651707|XP_037911348.1|HILL	LOC115761174|XP_030558696.1|DNOV
OG0002188	LOC119656601|XP_037918961.1|HILL	LOC115759083|XP_030555779.1|DNOV
OG0002189	LOC119656534|XP_037918808.1|HILL	LOC115761861|XP_030559714.1|DNOV
OG0002190	LOC119656531|XP_037918804.1|HILL	LOC115761586|XP_030559236.1|DNOV
OG0002191	LOC119658503|XP_037921893.1|HILL	LOC115770497|XP_030571651.1|DNOV
OG0002192	LOC119650042|XP_037908453.1|HILL	LOC115768356|XP_030568787.1|DNOV
OG0002193	LOC119650569|XP_037909314.1|HILL	LOC115762018|XP_030559945.1|DNOV
OG0002194	LOC119651777|XP_037911459.1|HILL	LOC115761692|XP_030559418.1|DNOV
OG0002195	LOC119651763|XP_037911430.1|HILL	LOC115764101|XP_030562814.1|DNOV
OG0002196	LOC119660377|XP_037924823.1|HILL	LOC115765666|XP_030565184.1|DNOV
OG0002197	LOC119651176|XP_037910531.1|HILL	LOC115762742|XP_030560939.1|DNOV
OG0002198	LOC119660590|XP_037925187.1|HILL	LOC115761439|XP_030559067.1|DNOV, LOC115761438|XP_030559066.1|DNOV
OG0002199	LOC119660116|XP_037924433.1|HILL	LOC115757664|XP_030553841.1|DNOV
OG0002202	LOC119651531|XP_037911090.1|HILL	LOC115764031|XP_030562723.1|DNOV
OG0002203	LOC119652412|XP_037912453.1|HILL	LOC115771642|XP_030573302.1|DNOV
OG0002204	LOC119651218|XP_037910600.1|HILL	LOC115757682|XP_030553880.1|DNOV
OG0002205	LOC119651865|XP_037911601.1|HILL	LOC115761743|XP_030559495.1|DNOV
OG0002206	LOC119652902|XP_037913206.1|HILL	LOC115761451|XP_030559078.1|DNOV
OG0002207	LOC119650917|XP_037910070.1|HILL	LOC115764159|XP_030562897.1|DNOV
OG0002208	LOC119652747|XP_037912974.1|HILL	LOC115764016|XP_030562705.1|DNOV
OG0002209	LOC119646183|XP_037902493.1|HILL	LOC115767546|XP_030567688.1|DNOV
OG0002210	LOC119652626|XP_037912800.1|HILL	LOC115757688|XP_030553886.1|DNOV
OG0002211	LOC119650782|XP_037909821.1|HILL	LOC115761796|XP_030559595.1|DNOV
OG0002212	LOC119651457|XP_037910991.1|HILL	LOC115764968|XP_030564152.1|DNOV
OG0002213	LOC119656652|XP_037919045.1|HILL	LOC115765589|XP_030565099.1|DNOV
OG0002214	LOC119658013|XP_037921167.1|HILL, LOC119657904|XP_037920992.1|HILL	LOC115771919|XP_030573672.1|DNOV
OG0002215	LOC119651153|XP_037910489.1|HILL	LOC115757721|XP_030553947.1|DNOV
OG0002216	LOC119658048|XP_037921220.1|HILL	LOC115760321|XP_030557471.1|DNOV
OG0002217	LOC119651310|XP_037910765.1|HILL	LOC115757719|XP_030553944.1|DNOV
OG0002218	LOC119657383|XP_037920196.1|HILL	LOC115767965|XP_030568224.1|DNOV
OG0002219	LOC119657494|XP_037920350.1|HILL	LOC115761424|XP_030559045.1|DNOV
OG0002220	LOC119658101|XP_037921295.1|HILL	LOC115761462|XP_030559089.1|DNOV
OG0002221	LOC119648528|XP_037906224.1|HILL	LOC115769484|XP_030570162.1|DNOV
OG0002222	LOC119659466|XP_037923481.1|HILL	LOC115760184|XP_030557277.1|DNOV
OG0002223	LOC119660616|XP_037925236.1|HILL	LOC115762514|XP_030560623.1|DNOV
OG0002224	LOC119659327|XP_037923288.1|HILL	LOC115764588|XP_030563603.1|DNOV
OG0002225	LOC119647812|XP_037904959.1|HILL	LOC115767921|XP_030568153.1|DNOV
OG0002226	LOC119646855|XP_037903406.1|HILL	LOC115758386|XP_030554897.1|DNOV
OG0002227	LOC119654275|XP_037915480.1|HILL	LOC115763611|XP_030562128.1|DNOV
OG0002228	LOC119646814|XP_037903343.1|HILL	LOC115758009|XP_030554366.1|DNOV
OG0002229	LOC119647063|XP_037903749.1|HILL, LOC119647328|XP_037904194.1|HILL	LOC115760574|XP_030557851.1|DNOV
OG0002230	LOC119651222|XP_037910610.1|HILL	LOC115762474|XP_030560552.1|DNOV
OG0002231	LOC119650627|XP_037909458.1|HILL	LOC115762300|XP_030560327.1|DNOV
OG0002232	LOC119647095|XP_037903793.1|HILL	LOC115758245|XP_030554664.1|DNOV
OG0002233	LOC119649443|XP_037907522.1|HILL	LOC115769382|XP_030570037.1|DNOV
OG0002235	LOC119656207|XP_037918530.1|HILL	LOC115760578|XP_030557857.1|DNOV
OG0002236	LOC119654446|XP_037915780.1|HILL	LOC115760532|XP_030557775.1|DNOV
OG0002237	LOC119648981|XP_037906834.1|HILL	LOC115760432|XP_030557605.1|DNOV
OG0002238	LOC119646673|XP_037903131.1|HILL	LOC115771249|XP_030572713.1|DNOV
OG0002239	LOC119650661|XP_037909529.1|HILL, LOC119660823|XP_037925614.1|HILL	LOC115760498|XP_030557709.1|DNOV
OG0002240	LOC119653608|XP_037914303.1|HILL	LOC115761155|XP_030558688.1|DNOV
OG0002241	LOC119649540|XP_037907655.1|HILL	LOC115769618|XP_030570375.1|DNOV
OG0002242	LOC119650457|XP_037909241.1|HILL	LOC115767144|XP_030567172.1|DNOV
OG0002243	LOC119648974|XP_037906824.1|HILL	LOC115757748|XP_030554004.1|DNOV
OG0002244	LOC119648399|XP_037906071.1|HILL	LOC115769986|XP_030570912.1|DNOV
OG0002245	LOC119647821|XP_037904979.1|HILL	LOC115767908|XP_030568141.1|DNOV
OG0002246	LOC119661166|XP_037926309.1|HILL	LOC115764131|XP_030562866.1|DNOV
OG0002247	LOC119649772|XP_037908000.1|HILL	LOC115762486|XP_030560624.1|DNOV
OG0002248	LOC119650105|XP_037908553.1|HILL	LOC115762593|XP_030560741.1|DNOV
OG0002249	LOC119650067|XP_037908492.1|HILL	LOC115767128|XP_030567150.1|DNOV
OG0002250	LOC119661059|XP_037926188.1|HILL	LOC115762314|XP_030560341.1|DNOV
OG0002251	LOC119646912|XP_037903511.1|HILL	LOC115762315|XP_030560342.1|DNOV
OG0002252	LOC119647096|XP_037903794.1|HILL, LOC119661252|XP_037926428.1|HILL, LOC119661187|XP_037926335.1|HILL	LOC115762296|XP_030560321.1|DNOV
OG0002253	LOC119661309|XP_037926529.1|HILL	LOC115770602|XP_030571837.1|DNOV
OG0002254	LOC119659864|XP_037924104.1|HILL	LOC115761598|XP_030559258.1|DNOV
OG0002255	LOC119659877|XP_037924124.1|HILL	LOC115769131|XP_030569697.1|DNOV
OG0002257	LOC119659138|XP_037923001.1|HILL	LOC115762185|XP_030560165.1|DNOV
OG0002258	LOC119649712|XP_037907914.1|HILL	LOC115770857|XP_030572157.1|DNOV
OG0002259	LOC119660723|XP_037925304.1|HILL	LOC115768105|XP_030568465.1|DNOV
OG0002260	LOC119650103|XP_037908551.1|HILL	LOC115769292|XP_030569882.1|DNOV
OG0002261	LOC119649098|XP_037907029.1|HILL	LOC115771390|XP_030572935.1|DNOV
OG0002262	LOC119655348|XP_037917128.1|HILL	LOC115758233|XP_030554645.1|DNOV
OG0002263	LOC119649924|XP_037908255.1|HILL	LOC115767697|XP_030567851.1|DNOV
OG0002264	LOC119646417|XP_037902791.1|HILL	LOC115760177|XP_030557265.1|DNOV
OG0002265	LOC119649321|XP_037907351.1|HILL	LOC115762931|XP_030561172.1|DNOV
OG0002266	LOC119649683|XP_037907872.1|HILL	LOC115770288|XP_030571383.1|DNOV
OG0002267	LOC119647746|XP_037904789.1|HILL	LOC115771024|XP_030572410.1|DNOV
OG0002268	LOC119648816|XP_037906597.1|HILL	LOC115769625|XP_030570392.1|DNOV
OG0002269	LOC119661153|XP_037926293.1|HILL	LOC115762313|XP_030560340.1|DNOV
OG0002270	LOC119646408|XP_037902781.1|HILL	LOC115761068|XP_030558547.1|DNOV
OG0002271	LOC119647797|XP_037904933.1|HILL	LOC115770252|XP_030571326.1|DNOV
OG0002272	LOC119647750|XP_037904797.1|HILL	LOC115762629|XP_030560791.1|DNOV
