Orthogroup	HILL.longest_only	DFIC.longest_only
OG0000889	LOC119649708|XP_037907907.1|HILL	LOC108088759|XP_017042196.1|DFIC
OG0000890	LOC119647425|XP_037904258.1|HILL	LOC108096857|XP_017054271.1|DFIC
OG0000891	LOC119651506|XP_037911062.1|HILL	LOC108092653|XP_017047798.1|DFIC, LOC108093485|XP_017049060.1|DFIC
OG0000892	LOC119650186|XP_037908674.1|HILL	LOC108100175|XP_017059431.1|DFIC, LOC108100436|XP_017059845.1|DFIC
OG0000893	LOC119661300|XP_037926517.1|HILL	LOC108093525|XP_017049107.1|DFIC
OG0000894	LOC119659992|XP_037924292.1|HILL	LOC108098528|XP_017056994.1|DFIC, LOC108091828|XP_017046695.1|DFIC, LOC108098281|XP_017056577.1|DFIC, LOC108089087|XP_017042686.1|DFIC
OG0000895	LOC119655493|XP_037917323.1|HILL	LOC108090581|XP_017044819.1|DFIC
OG0000896	LOC119655524|XP_037917362.1|HILL	LOC108090350|XP_017044460.1|DFIC, LOC108097320|XP_017055029.1|DFIC
OG0000899	LOC119659559|XP_037923636.1|HILL	LOC108099624|XP_017058739.1|DFIC
OG0000907	LOC119657822|XP_037920864.1|HILL	LOC108090960|XP_017045393.1|DFIC
OG0000909	LOC119657311|XP_037920098.1|HILL	LOC108097059|XP_017054584.1|DFIC, LOC108087374|XP_017040205.1|DFIC
OG0000910	LOC119647744|XP_037904787.1|HILL	LOC108098871|XP_017057547.1|DFIC, LOC108095548|XP_017052166.1|DFIC
OG0000911	LOC119659735|XP_037923922.1|HILL	LOC108094048|XP_017049971.1|DFIC
OG0000912	LOC119649903|XP_037908223.1|HILL, LOC119648205|XP_037905735.1|HILL	LOC108096430|XP_017053508.1|DFIC, LOC108096437|XP_017053519.1|DFIC
OG0000913	LOC119649914|XP_037908241.1|HILL	LOC108089443|XP_017043169.1|DFIC
OG0000914	LOC119659280|XP_037923220.1|HILL	LOC108086661|XP_017039133.1|DFIC
OG0000915	LOC119661273|XP_037926469.1|HILL	LOC108090287|XP_017044387.1|DFIC, LOC108086487|XP_017038900.1|DFIC
OG0000916	LOC119649969|XP_037908336.1|HILL	LOC108101154|XP_017060869.1|DFIC, LOC108094417|XP_017050512.1|DFIC, LOC108092689|XP_017047874.1|DFIC
OG0000917	LOC119653264|XP_037913804.1|HILL	LOC108092686|XP_017047872.1|DFIC, LOC108092849|XP_017048555.1|DFIC
OG0000918	LOC119661271|XP_037926460.1|HILL	LOC108101461|XP_017061298.1|DFIC, LOC108092366|XP_017047392.1|DFIC
OG0000921	LOC119646868|XP_037903420.1|HILL	LOC108097125|XP_017054710.1|DFIC, LOC108097235|XP_017054893.1|DFIC, LOC108097381|XP_017055121.1|DFIC
OG0000923	LOC119659268|XP_037923196.1|HILL	LOC108099975|XP_017059156.1|DFIC, LOC108099543|XP_017058607.1|DFIC
OG0000924	LOC119653921|XP_037915008.1|HILL	LOC108091195|XP_017045765.1|DFIC
OG0000925	LOC119654032|XP_037915122.1|HILL, LOC119654830|XP_037916325.1|HILL	LOC108086860|XP_017039405.1|DFIC, LOC108086861|XP_017039406.1|DFIC
OG0000926	LOC119659217|XP_037923118.1|HILL	LOC108091722|XP_017046554.1|DFIC, LOC108089076|XP_017042671.1|DFIC, LOC108096305|XP_017053284.1|DFIC
OG0000931	LOC119650289|XP_037908847.1|HILL	LOC108096537|XP_017053712.1|DFIC, LOC108101361|XP_017061161.1|DFIC
OG0000935	LOC119652079|XP_037911945.1|HILL	LOC108097525|XP_017055352.1|DFIC
OG0000936	LOC119658888|XP_037922606.1|HILL	LOC108101430|XP_017061249.1|DFIC, LOC108097460|XP_017055223.1|DFIC
OG0000937	LOC119657145|XP_037919850.1|HILL, LOC119657808|XP_037920833.1|HILL, LOC119658309|XP_037921544.1|HILL, LOC119658006|XP_037921155.1|HILL, LOC119657604|XP_037920530.1|HILL, LOC119649299|XP_037907321.1|HILL, LOC119649212|XP_037907197.1|HILL	LOC108086589|XP_017039038.1|DFIC
OG0000938	LOC119657122|XP_037919814.1|HILL	LOC108096575|XP_017053761.1|DFIC, LOC108094676|XP_017050881.1|DFIC
OG0000939	LOC119661716|XP_037927099.1|HILL	LOC108100812|XP_017060368.1|DFIC
OG0000940	LOC119656570|XP_037918885.1|HILL	LOC108095395|XP_017051967.1|DFIC, LOC108100684|XP_017060189.1|DFIC
OG0000941	LOC119657198|XP_037919932.1|HILL	LOC108096573|XP_017053759.1|DFIC, LOC108097782|XP_017055801.1|DFIC
OG0000942	LOC119648309|XP_037905916.1|HILL	LOC108093074|XP_017048476.1|DFIC
OG0000943	LOC119661204|XP_037926354.1|HILL	LOC108093772|XP_017049531.1|DFIC
OG0000944	LOC119660771|XP_037925462.1|HILL	LOC108097751|XP_017055751.1|DFIC, LOC108102001|XP_017062092.1|DFIC, LOC108090014|XP_017044004.1|DFIC
OG0000945	LOC119661753|XP_037927151.1|HILL	LOC108100297|XP_017059584.1|DFIC, LOC108100296|XP_017059583.1|DFIC
OG0000946	LOC119661296|XP_037926510.1|HILL	LOC108100880|XP_017060478.1|DFIC
OG0000947	LOC119659221|XP_037923125.1|HILL	LOC108090746|XP_017045062.1|DFIC
OG0000948	LOC119650053|XP_037908470.1|HILL	LOC108099142|XP_017057973.1|DFIC
OG0000949	LOC119655964|XP_037918123.1|HILL	LOC108095529|XP_017052140.1|DFIC
OG0000950	LOC119656859|XP_037919440.1|HILL	LOC108097659|XP_017055583.1|DFIC, LOC108096140|XP_017053010.1|DFIC
OG0000951	LOC119660211|XP_037924573.1|HILL	LOC108087955|XP_017041033.1|DFIC
OG0000952	LOC119647108|XP_037903814.1|HILL	LOC108093489|XP_017049068.1|DFIC
OG0000957	LOC119649988|XP_037908370.1|HILL	LOC108093608|XP_017049224.1|DFIC, LOC108093609|XP_017049225.1|DFIC
OG0000960	LOC119651998|XP_037911850.1|HILL, LOC119652437|XP_037912507.1|HILL, LOC119652292|XP_037912217.1|HILL, LOC119652421|XP_037912472.1|HILL	LOC108097017|XP_017054505.1|DFIC
OG0000963	LOC119658492|XP_037921883.1|HILL, LOC119657269|XP_037920030.1|HILL	LOC108088569|XP_017041905.1|DFIC
OG0000964	LOC119660339|XP_037924753.1|HILL	LOC108093866|XP_017049696.1|DFIC
OG0000965	LOC119657119|XP_037919807.1|HILL	LOC108088728|XP_017042166.1|DFIC
OG0000966	LOC119659817|XP_037924028.1|HILL	LOC108096644|XP_017053896.1|DFIC, LOC108086838|XP_017039375.1|DFIC
OG0000968	LOC119650278|XP_037908831.1|HILL, LOC119648563|XP_037906261.1|HILL, LOC119648564|XP_037906262.1|HILL, LOC119648565|XP_037906263.1|HILL, LOC119649022|XP_037906905.1|HILL, LOC119650083|XP_037908515.1|HILL, LOC119649837|XP_037908109.1|HILL, LOC119650193|XP_037908687.1|HILL	LOC108089562|XP_017043395.1|DFIC
OG0000969	LOC119655293|XP_037917046.1|HILL	LOC108095167|XP_017051614.1|DFIC, LOC108086799|XP_017039329.1|DFIC
OG0000970	LOC119660558|XP_037925126.1|HILL	LOC108095921|XP_017052742.1|DFIC
OG0000971	LOC119646696|XP_037903188.1|HILL	LOC108101970|XP_017062047.1|DFIC, LOC108098275|XP_017056566.1|DFIC
OG0000972	LOC119655462|XP_037917295.1|HILL	LOC108093231|XP_017048691.1|DFIC, LOC108092975|XP_017048356.1|DFIC
OG0000975	LOC119659274|XP_037923207.1|HILL	LOC108102054|XP_017062169.1|DFIC
OG0000976	LOC119659502|XP_037923556.1|HILL	LOC108097521|XP_017055338.1|DFIC
OG0000977	LOC119658812|XP_037922463.1|HILL	LOC108097100|XP_017054659.1|DFIC, LOC108097070|XP_017054600.1|DFIC
OG0000978	LOC119659555|XP_037923632.1|HILL	LOC108096686|XP_017053977.1|DFIC, LOC108092190|XP_017047206.1|DFIC
OG0000981	LOC119660927|XP_037925836.1|HILL	LOC108101633|XP_017061535.1|DFIC, LOC108089185|XP_017042811.1|DFIC
OG0000988	LOC119656493|XP_037918752.1|HILL	LOC108093493|XP_017049071.1|DFIC
OG0000990	LOC119658075|XP_037921263.1|HILL	LOC108088478|XP_017041763.1|DFIC, LOC108097722|XP_017055706.1|DFIC
OG0000991	LOC119656681|XP_037919092.1|HILL	LOC108102209|XP_017062421.1|DFIC
OG0000992	LOC119646600|XP_037903022.1|HILL	LOC108096683|XP_017053974.1|DFIC, LOC108091651|XP_017046445.1|DFIC
OG0000993	LOC119650867|XP_037909956.1|HILL	LOC108097788|XP_017055807.1|DFIC, LOC108097727|XP_017055716.1|DFIC
OG0000994	LOC119658292|XP_037921515.1|HILL	LOC108097379|XP_017055119.1|DFIC
OG0000995	LOC119658915|XP_037922663.1|HILL	LOC108094631|XP_017050809.1|DFIC
OG0000996	LOC119646992|XP_037903636.1|HILL	LOC108093879|XP_017049715.1|DFIC
OG0000997	LOC119661765|XP_037927163.1|HILL	LOC108096919|XP_017054360.1|DFIC
OG0000998	LOC119647895|XP_037905126.1|HILL, LOC119647894|XP_037905121.1|HILL	LOC108098990|XP_017057702.1|DFIC
OG0000999	LOC119653389|XP_037913868.1|HILL	LOC108096546|XP_017053722.1|DFIC, LOC108092912|XP_017048260.1|DFIC
OG0001000	LOC119661572|XP_037926898.1|HILL	LOC108097289|XP_017055030.1|DFIC
OG0001001	LOC119661125|XP_037926250.1|HILL	LOC108101878|XP_017061907.1|DFIC
OG0001002	LOC119654243|XP_037915413.1|HILL	LOC108096094|XP_017052950.1|DFIC
OG0001003	LOC119658682|XP_037922174.1|HILL	LOC108098863|XP_017057534.1|DFIC, LOC108090434|XP_017044600.1|DFIC
OG0001004	LOC119660421|XP_037924896.1|HILL	LOC108098636|XP_017057200.1|DFIC, LOC108098860|XP_017057515.1|DFIC
OG0001005	LOC119653619|XP_037914316.1|HILL	LOC108101151|XP_017060863.1|DFIC, LOC108097158|XP_017054774.1|DFIC
OG0001006	LOC119649453|XP_037907535.1|HILL	LOC108098784|XP_017057408.1|DFIC, LOC108100173|XP_017059429.1|DFIC, LOC108094488|XP_017050566.1|DFIC
OG0001007	LOC119656271|XP_037918622.1|HILL	LOC108090977|XP_017045420.1|DFIC, LOC108099037|XP_017057787.1|DFIC
OG0001008	LOC119655408|XP_037917219.1|HILL	LOC108102279|XP_017062519.1|DFIC, LOC108102137|XP_017062297.1|DFIC
OG0001009	LOC119656127|XP_037918388.1|HILL	LOC108099352|XP_017058320.1|DFIC
OG0001013	LOC119650229|XP_037908736.1|HILL	LOC108100415|XP_017059795.1|DFIC, LOC108100225|XP_017059492.1|DFIC
OG0001014	LOC119655082|XP_037916710.1|HILL	LOC108100518|XP_017059964.1|DFIC, LOC108100152|XP_017059398.1|DFIC
OG0001019	LOC119657389|XP_037920202.1|HILL	LOC108086537|XP_017038963.1|DFIC
OG0001020	LOC119657985|XP_037921129.1|HILL, LOC119657205|XP_037919940.1|HILL, LOC119657634|XP_037920567.1|HILL	LOC108094413|XP_017050470.1|DFIC
OG0001021	LOC119651094|XP_037910375.1|HILL	LOC108088171|XP_017041333.1|DFIC
OG0001022	LOC119658389|XP_037921700.1|HILL	LOC108098891|XP_017057573.1|DFIC, LOC108094679|XP_017050886.1|DFIC
OG0001024	LOC119659862|XP_037924098.1|HILL, LOC119660009|XP_037924314.1|HILL	LOC108087850|XP_017040922.1|DFIC, LOC108095899|XP_017052709.1|DFIC
OG0001025	LOC119649739|XP_037907949.1|HILL	LOC108089609|XP_017043459.1|DFIC
OG0001026	LOC119655498|XP_037917331.1|HILL	LOC108101483|XP_017061320.1|DFIC
OG0001027	LOC119648947|XP_037906790.1|HILL, LOC119647827|XP_037904993.1|HILL	LOC108088316|XP_017041541.1|DFIC
OG0001028	LOC119649985|XP_037908355.1|HILL	LOC108098451|XP_017056844.1|DFIC
OG0001029	LOC119654282|XP_037915492.1|HILL, LOC119651816|XP_037911534.1|HILL, LOC119648751|XP_037906502.1|HILL, LOC119648440|XP_037906122.1|HILL	LOC108096701|XP_017054024.1|DFIC
OG0001031	LOC119650960|XP_037910134.1|HILL	LOC108100769|XP_017060298.1|DFIC
OG0001032	LOC119653033|XP_037913407.1|HILL	LOC108086331|XP_017038721.1|DFIC
OG0001033	LOC119656017|XP_037918195.1|HILL	LOC108089005|XP_017042566.1|DFIC, LOC108091075|XP_017045566.1|DFIC
OG0001034	LOC119650231|XP_037908738.1|HILL	LOC108086947|XP_017039548.1|DFIC
OG0001042	LOC119646639|XP_037903080.1|HILL	LOC108086789|XP_017039318.1|DFIC
OG0001043	LOC119658007|XP_037921157.1|HILL	LOC108094698|XP_017050919.1|DFIC
OG0001044	LOC119647224|XP_037903984.1|HILL	LOC108101592|XP_017061493.1|DFIC
OG0001045	LOC119652268|XP_037912181.1|HILL	LOC108087746|XP_017040757.1|DFIC
OG0001046	LOC119654795|XP_037916272.1|HILL	LOC108093888|XP_017049733.1|DFIC, LOC108093887|XP_017049732.1|DFIC
OG0001047	LOC119657541|XP_037920411.1|HILL	LOC108094888|XP_017051213.1|DFIC
OG0001048	LOC119647179|XP_037903915.1|HILL	LOC108090858|XP_017045233.1|DFIC
OG0001049	LOC119647474|XP_037904341.1|HILL	LOC108096384|XP_017053430.1|DFIC
OG0001050	LOC119647631|XP_037904616.1|HILL	LOC108089382|XP_017043054.1|DFIC
OG0001051	LOC119652144|XP_037912013.1|HILL, LOC119652142|XP_037912011.1|HILL, LOC119652143|XP_037912012.1|HILL	LOC108101165|XP_017060877.1|DFIC
OG0001052	LOC119646181|XP_037902491.1|HILL	LOC108101001|XP_017060656.1|DFIC
OG0001053	LOC119655659|XP_037917572.1|HILL	LOC108091354|XP_017045995.1|DFIC
OG0001054	LOC119660306|XP_037924708.1|HILL	LOC108095759|XP_017052441.1|DFIC
OG0001056	LOC119655097|XP_037916740.1|HILL	LOC108095100|XP_017051527.1|DFIC, LOC108094649|XP_017050847.1|DFIC
OG0001057	LOC119653748|XP_037914605.1|HILL	LOC108097841|XP_017055860.1|DFIC
OG0001058	LOC119653471|XP_037914017.1|HILL	LOC108091232|XP_017045827.1|DFIC
OG0001059	LOC119647686|XP_037904696.1|HILL	LOC108100269|XP_017059540.1|DFIC, LOC108095296|XP_017051832.1|DFIC
OG0001060	LOC119657290|XP_037920065.1|HILL	LOC108087027|XP_017039684.1|DFIC
OG0001061	LOC119649749|XP_037907966.1|HILL	LOC108098762|XP_017057382.1|DFIC, LOC108098761|XP_017057381.1|DFIC
OG0001072	LOC119653742|XP_037914594.1|HILL	LOC108100203|XP_017059466.1|DFIC, LOC108097184|XP_017054815.1|DFIC
OG0001073	LOC119656558|XP_037918865.1|HILL, LOC119656559|XP_037918867.1|HILL, LOC119656562|XP_037918871.1|HILL, LOC119656561|XP_037918870.1|HILL, LOC119656557|XP_037918863.1|HILL	LOC108095776|XP_017052511.1|DFIC
OG0001074	LOC119653482|XP_037914037.1|HILL, LOC119653483|XP_037914038.1|HILL	LOC108087857|XP_017040929.1|DFIC
OG0001075	LOC119648135|XP_037905605.1|HILL	LOC108088997|XP_017042552.1|DFIC
OG0001077	LOC119658889|XP_037922615.1|HILL	LOC108094846|XP_017051142.1|DFIC
OG0001078	LOC119656783|XP_037919297.1|HILL, LOC119647701|XP_037904714.1|HILL	LOC108088716|XP_017042149.1|DFIC
OG0001079	LOC119650348|XP_037908950.1|HILL	LOC108100383|XP_017059727.1|DFIC
OG0001080	LOC119650340|XP_037908935.1|HILL	LOC108100579|XP_017060047.1|DFIC
OG0001081	LOC119654600|XP_037915997.1|HILL	LOC108101119|XP_017060829.1|DFIC
OG0001082	LOC119658666|XP_037922151.1|HILL	LOC108094840|XP_017051127.1|DFIC
OG0001083	LOC119648140|XP_037905614.1|HILL	LOC108089007|XP_017042572.1|DFIC
OG0001084	LOC119658838|XP_037922509.1|HILL	LOC108094302|XP_017050307.1|DFIC
OG0001085	LOC119661259|XP_037926439.1|HILL	LOC108101342|XP_017061137.1|DFIC
OG0001086	LOC119654908|XP_037916469.1|HILL	LOC108098782|XP_017057405.1|DFIC, LOC108090651|XP_017044918.1|DFIC
OG0001087	LOC119661246|XP_037926413.1|HILL	LOC108100031|XP_017059237.1|DFIC, LOC108098701|XP_017057301.1|DFIC
OG0001088	LOC119647748|XP_037904795.1|HILL	LOC108093880|XP_017049720.1|DFIC
OG0001089	LOC119649506|XP_037907604.1|HILL	LOC108100522|XP_017059970.1|DFIC
OG0001090	LOC119650125|XP_037908578.1|HILL	LOC108100253|XP_017059521.1|DFIC
OG0001092	LOC119651442|XP_037910974.1|HILL	LOC108101740|XP_017061690.1|DFIC
OG0001093	LOC119651291|XP_037910736.1|HILL, LOC119652250|XP_037912158.1|HILL	LOC108090048|XP_017044043.1|DFIC
OG0001094	LOC119653073|XP_037913485.1|HILL	LOC108090055|XP_017044052.1|DFIC, LOC108090059|XP_017044056.1|DFIC
OG0001095	LOC119651165|XP_037910511.1|HILL	LOC108090966|XP_017045401.1|DFIC
OG0001096	LOC119654769|XP_037916238.1|HILL, LOC119655109|XP_037916759.1|HILL	LOC108096068|XP_017052918.1|DFIC
OG0001097	LOC119661406|XP_037926663.1|HILL	LOC108086484|XP_017038896.1|DFIC, LOC108093518|XP_017049099.1|DFIC
OG0001098	LOC119649387|XP_037907436.1|HILL, LOC119659096|XP_037922943.1|HILL	LOC108100201|XP_017059464.1|DFIC
OG0001099	LOC119649218|XP_037907205.1|HILL, LOC119648717|XP_037906453.1|HILL, LOC119649369|XP_037907413.1|HILL	LOC108093240|XP_017048704.1|DFIC
OG0001100	LOC119655645|XP_037917552.1|HILL	LOC108099674|XP_017058802.1|DFIC, LOC108096987|XP_017054459.1|DFIC
OG0001101	LOC119656262|XP_037918608.1|HILL	LOC108093706|XP_017049387.1|DFIC
OG0001102	LOC119647913|XP_037905163.1|HILL	LOC108086905|XP_017039466.1|DFIC
OG0001103	LOC119651483|XP_037911022.1|HILL	LOC108087050|XP_017039717.1|DFIC
OG0001104	LOC119654690|XP_037916128.1|HILL	LOC108086733|XP_017039253.1|DFIC
OG0001105	LOC119654540|XP_037915913.1|HILL	LOC108097794|XP_017055814.1|DFIC, LOC108086681|XP_017039163.1|DFIC
OG0001106	LOC119660910|XP_037925785.1|HILL	LOC108098396|XP_017056756.1|DFIC
OG0001109	LOC119661437|XP_037926710.1|HILL, LOC119646346|XP_037902709.1|HILL	LOC108101476|XP_017061311.1|DFIC, LOC108101613|XP_017061517.1|DFIC
OG0001112	LOC119647107|XP_037903817.1|HILL	LOC108096566|XP_017053749.1|DFIC
OG0001118	LOC119658022|XP_037921179.1|HILL	LOC108094597|XP_017050734.1|DFIC
OG0001119	LOC119658275|XP_037921494.1|HILL	LOC108087402|XP_017040232.1|DFIC, LOC108098668|XP_017057251.1|DFIC
OG0001120	LOC119651250|XP_037910659.1|HILL	LOC108091700|XP_017046522.1|DFIC
OG0001121	LOC119647714|XP_037904737.1|HILL	LOC108101728|XP_017061668.1|DFIC
OG0001122	LOC119650129|XP_037908586.1|HILL	LOC108100689|XP_017060195.1|DFIC
OG0001124	LOC119661581|XP_037926908.1|HILL, LOC119653509|XP_037914097.1|HILL	LOC108097885|XP_017055915.1|DFIC
OG0001125	LOC119648754|XP_037906506.1|HILL	LOC108093365|XP_017048875.1|DFIC
OG0001126	LOC119650445|XP_037909228.1|HILL	LOC108089721|XP_017043578.1|DFIC
OG0001128	LOC119660463|XP_037924958.1|HILL	LOC108094040|XP_017049962.1|DFIC
OG0001129	LOC119650885|XP_037909986.1|HILL	LOC108088132|XP_017041282.1|DFIC
OG0001130	LOC119653058|XP_037913465.1|HILL	LOC108101241|XP_017060984.1|DFIC
OG0001131	LOC119660936|XP_037925859.1|HILL	LOC108095016|XP_017051365.1|DFIC
OG0001133	LOC119647256|XP_037904063.1|HILL	LOC108098331|XP_017056648.1|DFIC, LOC108094887|XP_017051214.1|DFIC
OG0001134	LOC119656169|XP_037918443.1|HILL, LOC119656168|XP_037918442.1|HILL, LOC119655305|XP_037917062.1|HILL, LOC119654050|XP_037915138.1|HILL, LOC119654064|XP_037915156.1|HILL, LOC119653774|XP_037914701.1|HILL	LOC108094907|XP_017051242.1|DFIC
OG0001135	LOC119654839|XP_037916342.1|HILL, LOC119654481|XP_037915830.1|HILL	LOC108092011|XP_017046933.1|DFIC
OG0001136	LOC119660441|XP_037924921.1|HILL	LOC108099274|XP_017058143.1|DFIC
OG0001137	LOC119659607|XP_037923706.1|HILL, LOC119659962|XP_037924244.1|HILL, LOC119659283|XP_037923219.1|HILL, LOC119659485|XP_037923526.1|HILL, LOC119659510|XP_037923568.1|HILL, LOC119659576|XP_037923661.1|HILL, LOC119659818|XP_037924029.1|HILL, LOC119659917|XP_037924170.1|HILL, LOC119660171|XP_037924505.1|HILL, LOC119659452|XP_037923465.1|HILL, LOC119659493|XP_037923539.1|HILL, LOC119659623|XP_037923751.1|HILL, LOC119659635|XP_037923762.1|HILL	LOC108097690|XP_017055647.1|DFIC
OG0001138	LOC119655094|XP_037916728.1|HILL	LOC108100580|XP_017060048.1|DFIC
OG0001139	LOC119647597|XP_037904547.1|HILL	LOC108095468|XP_017052073.1|DFIC
OG0001140	LOC119647169|XP_037903902.1|HILL, LOC119656962|XP_037919610.1|HILL, LOC119656930|XP_037919552.1|HILL	LOC108099360|XP_017058335.1|DFIC
OG0001141	LOC119648620|XP_037906317.1|HILL	LOC108093372|XP_017048883.1|DFIC
OG0001144	LOC119655340|XP_037917115.1|HILL	LOC108098478|XP_017056878.1|DFIC, LOC108090272|XP_017044372.1|DFIC
OG0001148	LOC119646878|XP_037903432.1|HILL	LOC108092529|XP_017047641.1|DFIC
OG0001149	LOC119648939|XP_037906780.1|HILL, LOC119649425|XP_037907500.1|HILL	LOC108093022|XP_017048415.1|DFIC, LOC108093245|XP_017048747.1|DFIC, LOC108093023|XP_017048416.1|DFIC, LOC108093021|XP_017048414.1|DFIC, LOC108093039|XP_017048435.1|DFIC, LOC108086961|XP_017039563.1|DFIC, LOC108086962|XP_017039564.1|DFIC
OG0001153	LOC119660793|XP_037925528.1|HILL	LOC108090929|XP_017045351.1|DFIC
OG0001154	LOC119651636|XP_037911228.1|HILL	LOC108089218|XP_017042861.1|DFIC
OG0001155	LOC119656861|XP_037919444.1|HILL	LOC108097116|XP_017054692.1|DFIC
OG0001157	LOC119651295|XP_037910744.1|HILL	LOC108087223|XP_017039991.1|DFIC
OG0001158	LOC119657603|XP_037920533.1|HILL	LOC108089856|XP_017043790.1|DFIC
OG0001159	LOC119656717|XP_037919167.1|HILL	LOC108086531|XP_017038949.1|DFIC
OG0001160	LOC119653171|XP_037913646.1|HILL	LOC108098588|XP_017057123.1|DFIC
OG0001161	LOC119650746|XP_037909750.1|HILL	LOC108092008|XP_017046927.1|DFIC
OG0001162	LOC119658310|XP_037921547.1|HILL	LOC108098959|XP_017057661.1|DFIC
OG0001163	LOC119650564|XP_037909297.1|HILL	LOC108091672|XP_017046479.1|DFIC
OG0001164	LOC119651647|XP_037911251.1|HILL	LOC108099396|XP_017058388.1|DFIC
OG0001165	LOC119657120|XP_037919808.1|HILL, LOC119657495|XP_037920353.1|HILL	LOC108101409|XP_017061224.1|DFIC
OG0001166	LOC119649162|XP_037907104.1|HILL	LOC108099003|XP_017057724.1|DFIC
OG0001167	LOC119646574|XP_037902992.1|HILL	LOC108096946|XP_017054395.1|DFIC
OG0001168	LOC119655740|XP_037917721.1|HILL	LOC108090517|XP_017044725.1|DFIC
OG0001169	LOC119658036|XP_037921197.1|HILL	LOC108098143|XP_017056358.1|DFIC
OG0001170	LOC119659790|XP_037923985.1|HILL	LOC108091636|XP_017046426.1|DFIC
OG0001171	LOC119650467|XP_037909262.1|HILL	LOC108096044|XP_017052882.1|DFIC, LOC108095952|XP_017052782.1|DFIC
OG0001172	LOC119661407|XP_037926664.1|HILL	LOC108101417|XP_017061232.1|DFIC
OG0001173	LOC119660364|XP_037924800.1|HILL, LOC119658996|XP_037922805.1|HILL	LOC108100754|XP_017060275.1|DFIC
OG0001174	LOC119647791|XP_037904916.1|HILL	LOC108093085|XP_017048501.1|DFIC
OG0001175	LOC119654794|XP_037916271.1|HILL	LOC108093886|XP_017049731.1|DFIC, LOC108099724|XP_017058835.1|DFIC, LOC108099725|XP_017058836.1|DFIC
OG0001176	LOC119655006|XP_037916605.1|HILL	LOC108101543|XP_017061420.1|DFIC
OG0001178	LOC119661423|XP_037926694.1|HILL	LOC108095135|XP_017051562.1|DFIC
OG0001179	LOC119646342|XP_037902696.1|HILL	LOC108086425|XP_017038815.1|DFIC
OG0001180	LOC119660988|XP_037926002.1|HILL	LOC108098413|XP_017056797.1|DFIC
OG0001181	LOC119648244|XP_037905804.1|HILL	LOC108096415|XP_017053480.1|DFIC
OG0001182	LOC119659498|XP_037923550.1|HILL, LOC119659994|XP_037924297.1|HILL	LOC108091686|XP_017046499.1|DFIC
OG0001183	LOC119660414|XP_037924881.1|HILL	LOC108102031|XP_017062124.1|DFIC
OG0001184	LOC119659017|XP_037922836.1|HILL	LOC108087310|XP_017040118.1|DFIC
OG0001185	LOC119658701|XP_037922219.1|HILL	LOC108096513|XP_017053625.1|DFIC
OG0001186	LOC119659434|XP_037923445.1|HILL	LOC108098616|XP_017057171.1|DFIC
OG0001187	LOC119656116|XP_037918366.1|HILL	LOC108086705|XP_017039199.1|DFIC
OG0001188	LOC119653813|XP_037914766.1|HILL	LOC108096787|XP_017054151.1|DFIC
OG0001189	LOC119654676|XP_037916107.1|HILL	LOC108096896|XP_017054330.1|DFIC
OG0001190	LOC119655814|XP_037917847.1|HILL, LOC119655837|XP_037917871.1|HILL, LOC119655662|XP_037917574.1|HILL	LOC108102159|XP_017062340.1|DFIC
OG0001191	LOC119654289|XP_037915506.1|HILL	LOC108100574|XP_017060045.1|DFIC, LOC108091274|XP_017045877.1|DFIC
OG0001192	LOC119649057|XP_037906966.1|HILL, LOC119659885|XP_037924131.1|HILL	LOC108088227|XP_017041425.1|DFIC
OG0001193	LOC119654818|XP_037916306.1|HILL	LOC108093327|XP_017048807.1|DFIC
OG0001194	LOC119648370|XP_037906025.1|HILL	LOC108092928|XP_017048280.1|DFIC
OG0001195	LOC119654582|XP_037915969.1|HILL	LOC108101449|XP_017061276.1|DFIC
OG0001200	LOC119657572|XP_037920465.1|HILL	LOC108098214|XP_017056477.1|DFIC
OG0001201	LOC119659691|XP_037923872.1|HILL, LOC119660477|XP_037924996.1|HILL, LOC119660451|XP_037924938.1|HILL	LOC108095740|XP_017052410.1|DFIC
OG0001202	LOC119658232|XP_037921438.1|HILL	LOC108102179|XP_017062371.1|DFIC
OG0001203	LOC119660998|XP_037926022.1|HILL, LOC119660891|XP_037925745.1|HILL	LOC108095029|XP_017051387.1|DFIC
OG0001204	LOC119657884|XP_037920948.1|HILL	LOC108098362|XP_017056697.1|DFIC
OG0001205	LOC119654814|XP_037916298.1|HILL	LOC108090178|XP_017044250.1|DFIC
OG0001206	LOC119652245|XP_037912149.1|HILL	LOC108093333|XP_017048818.1|DFIC
OG0001207	LOC119658299|XP_037921525.1|HILL	LOC108097942|XP_017056022.1|DFIC
OG0001208	LOC119657034|XP_037919714.1|HILL	LOC108097624|XP_017055536.1|DFIC
OG0001209	LOC119652741|XP_037912967.1|HILL	LOC108087385|XP_017040217.1|DFIC
OG0001210	LOC119657755|XP_037920737.1|HILL	LOC108097665|XP_017055601.1|DFIC
OG0001211	LOC119652060|XP_037911926.1|HILL	LOC108098547|XP_017057033.1|DFIC, LOC108098459|XP_017056853.1|DFIC
