Orthogroup	HILL.longest_only	DSER.longest_only
OG0002587	LOC119651772|XP_037911453.1|HILL	LOC110189376|XP_020815087.1|DSER
OG0002588	LOC119651333|XP_037910801.1|HILL	LOC110188751|XP_020814250.1|DSER
OG0002589	LOC119651802|XP_037911515.1|HILL	LOC110186700|XP_020811632.1|DSER
OG0002590	LOC119657260|XP_037920017.1|HILL	LOC110181585|XP_020805037.1|DSER
OG0002591	LOC119650571|XP_037909315.1|HILL	LOC110186708|XP_020811639.1|DSER
OG0002592	LOC119658256|XP_037921469.1|HILL	LOC110177388|XP_020799750.1|DSER
OG0002593	LOC119657889|XP_037920959.1|HILL	LOC110177405|XP_020799770.1|DSER
OG0002594	LOC119656677|XP_037919090.1|HILL	LOC110190953|XP_020817293.1|DSER
OG0002595	LOC119651312|XP_037910769.1|HILL	LOC110188012|XP_020813199.1|DSER
OG0002596	LOC119657775|XP_037920773.1|HILL	LOC110185509|XP_020810066.1|DSER
OG0002597	LOC119656924|XP_037919544.1|HILL	LOC110186197|XP_020810916.1|DSER
OG0002598	LOC119652701|XP_037912911.1|HILL	LOC110177351|XP_020799702.1|DSER
OG0002599	LOC119658032|XP_037921192.1|HILL	LOC110188283|XP_020813639.1|DSER
OG0002600	LOC119660761|XP_037925455.1|HILL	LOC110180894|XP_020804262.1|DSER
OG0002601	LOC119656977|XP_037919639.1|HILL	LOC110188463|XP_020813852.1|DSER
OG0002602	LOC119656881|XP_037919473.1|HILL	LOC110184198|XP_020808293.1|DSER
OG0002603	LOC119651282|XP_037910719.1|HILL	LOC110186157|XP_020810867.1|DSER, LOC110186957|XP_020811952.1|DSER
OG0002604	LOC119650866|XP_037909955.1|HILL	LOC110186181|XP_020810899.1|DSER
OG0002605	LOC119651553|XP_037911113.1|HILL	LOC110186423|XP_020811263.1|DSER
OG0002606	LOC119656741|XP_037919222.1|HILL	LOC110191082|XP_020817478.1|DSER
OG0002607	LOC119653172|XP_037913647.1|HILL	LOC110188420|XP_020813807.1|DSER
OG0002608	LOC119660551|XP_037925119.1|HILL	LOC110188503|XP_020813894.1|DSER
OG0002609	LOC119659672|XP_037923825.1|HILL	LOC110178526|XP_020801341.1|DSER
OG0002610	LOC119652242|XP_037912144.1|HILL	LOC110188182|XP_020813413.1|DSER
OG0002611	LOC119651172|XP_037910518.1|HILL	LOC110182487|XP_020806194.1|DSER, LOC110189138|XP_020814770.1|DSER
OG0002612	LOC119650864|XP_037909951.1|HILL	LOC110188388|XP_020813767.1|DSER
OG0002613	LOC119653071|XP_037913479.1|HILL	LOC110191075|XP_020817467.1|DSER
OG0002614	LOC119652233|XP_037912125.1|HILL	LOC110176427|XP_020798434.1|DSER
OG0002615	LOC119656533|XP_037918807.1|HILL	LOC110185336|XP_020809773.1|DSER
OG0002616	LOC119651150|XP_037910483.1|HILL	LOC110177332|XP_020799673.1|DSER
OG0002617	LOC119658644|XP_037922109.1|HILL	LOC110187930|XP_020813100.1|DSER
OG0002618	LOC119653131|XP_037913588.1|HILL	LOC110190398|XP_020816514.1|DSER
OG0002619	LOC119651104|XP_037910391.1|HILL	LOC110188210|XP_020813498.1|DSER
OG0002620	LOC119653020|XP_037913387.1|HILL	LOC110188181|XP_020813417.1|DSER
OG0002621	LOC119650886|XP_037909990.1|HILL	LOC110177302|XP_020799626.1|DSER
OG0002622	LOC119647616|XP_037904583.1|HILL	LOC110190587|XP_020816839.1|DSER
OG0002623	LOC119658010|XP_037921163.1|HILL	LOC110186866|XP_020811818.1|DSER
OG0002624	LOC119658234|XP_037921440.1|HILL	LOC110190856|XP_020817165.1|DSER, LOC110191384|XP_020817899.1|DSER
OG0002625	LOC119657514|XP_037920381.1|HILL	LOC110190901|XP_020817218.1|DSER
OG0002626	LOC119657766|XP_037920761.1|HILL	LOC110184285|XP_020808426.1|DSER
OG0002627	LOC119650608|XP_037909403.1|HILL	LOC110188624|XP_020814049.1|DSER
OG0002628	LOC119655124|XP_037916781.1|HILL, LOC119651205|XP_037910583.1|HILL	LOC110190947|XP_020817280.1|DSER
OG0002629	LOC119658752|XP_037922364.1|HILL	LOC110177402|XP_020799765.1|DSER
OG0002630	LOC119658825|XP_037922484.1|HILL	LOC110191948|XP_020818626.1|DSER
OG0002631	LOC119659503|XP_037923559.1|HILL	LOC110187664|XP_020812741.1|DSER
OG0002632	LOC119660362|XP_037924798.1|HILL, LOC119660243|XP_037924625.1|HILL	LOC110186590|XP_020811471.1|DSER
OG0002633	LOC119652774|XP_037913010.1|HILL	LOC110187836|XP_020812974.1|DSER
OG0002634	LOC119657698|XP_037920661.1|HILL	LOC110186924|XP_020811909.1|DSER
OG0002635	LOC119650682|XP_037909568.1|HILL	LOC110188218|XP_020813518.1|DSER
OG0002636	LOC119659137|XP_037922996.1|HILL	LOC110188069|XP_020813278.1|DSER
OG0002637	LOC119646273|XP_037902610.1|HILL	LOC110184997|XP_020809308.1|DSER
OG0002638	LOC119651748|XP_037911410.1|HILL	LOC110176530|XP_020798569.1|DSER
OG0002639	LOC119646657|XP_037903115.1|HILL, LOC119646658|XP_037903116.1|HILL	LOC110188668|XP_020814122.1|DSER
OG0002640	LOC119652375|XP_037912400.1|HILL	LOC110191404|XP_020817921.1|DSER
OG0002641	LOC119650870|XP_037909959.1|HILL	LOC110191287|XP_020817753.1|DSER
OG0002642	LOC119652218|XP_037912088.1|HILL	LOC110191100|XP_020817505.1|DSER
OG0002643	LOC119653505|XP_037914095.1|HILL	LOC110176573|XP_020798641.1|DSER
OG0002644	LOC119652907|XP_037913211.1|HILL	LOC110176598|XP_020798675.1|DSER
OG0002645	LOC119653159|XP_037913627.1|HILL	LOC110176594|XP_020798669.1|DSER
OG0002646	LOC119660278|XP_037924677.1|HILL	LOC110184480|XP_020808690.1|DSER
OG0002647	LOC119660325|XP_037924731.1|HILL	LOC110184449|XP_020808651.1|DSER
OG0002648	LOC119650809|XP_037909875.1|HILL	LOC110184290|XP_020808437.1|DSER
OG0002649	LOC119651922|XP_037911678.1|HILL	LOC110191155|XP_020817571.1|DSER
OG0002650	LOC119653232|XP_037913749.1|HILL	LOC110184441|XP_020808641.1|DSER
OG0002651	LOC119651237|XP_037910644.1|HILL	LOC110176570|XP_020798624.1|DSER
OG0002652	LOC119651513|XP_037911067.1|HILL	LOC110177190|XP_020799444.1|DSER
OG0002653	LOC119650587|XP_037909351.1|HILL	LOC110186383|XP_020811194.1|DSER
OG0002654	LOC119652058|XP_037911923.1|HILL	LOC110187007|XP_020812028.1|DSER
OG0002655	LOC119653246|XP_037913774.1|HILL	LOC110188233|XP_020813546.1|DSER
OG0002656	LOC119650783|XP_037909824.1|HILL	LOC110184113|XP_020808171.1|DSER
OG0002657	LOC119650860|XP_037909943.1|HILL	LOC110188217|XP_020813517.1|DSER
OG0002658	LOC119650111|XP_037908562.1|HILL	LOC110186615|XP_020811508.1|DSER
OG0002659	LOC119652751|XP_037912979.1|HILL	LOC110184217|XP_020808329.1|DSER
OG0002660	LOC119658641|XP_037922102.1|HILL	LOC110191985|XP_020818675.1|DSER
OG0002661	LOC119653184|XP_037913665.1|HILL	LOC110176533|XP_020798572.1|DSER
OG0002662	LOC119658136|XP_037921333.1|HILL	LOC110189253|XP_020814920.1|DSER
OG0002663	LOC119652840|XP_037913104.1|HILL	LOC110187712|XP_020812808.1|DSER
OG0002664	LOC119652876|XP_037913164.1|HILL	LOC110178117|XP_020800793.1|DSER
OG0002665	LOC119658581|XP_037921964.1|HILL	LOC110176911|XP_020799060.1|DSER
OG0002666	LOC119660368|XP_037924808.1|HILL	LOC110182415|XP_020806114.1|DSER
OG0002667	LOC119658670|XP_037922161.1|HILL	LOC110177998|XP_020800658.1|DSER
OG0002668	LOC119650461|XP_037909249.1|HILL	LOC110177626|XP_020800094.1|DSER
OG0002669	LOC119649248|XP_037907243.1|HILL	LOC110183871|XP_020807883.1|DSER, LOC110178062|XP_020800728.1|DSER
OG0002670	LOC119649507|XP_037907605.1|HILL	LOC110189122|XP_020814756.1|DSER
OG0002671	LOC119648162|XP_037905666.1|HILL	LOC110176688|XP_020798778.1|DSER, LOC110189117|XP_020814750.1|DSER
OG0002672	LOC119646891|XP_037903456.1|HILL	LOC110181131|XP_020804461.1|DSER
OG0002673	LOC119661348|XP_037926580.1|HILL	LOC110191659|XP_020818216.1|DSER
OG0002674	LOC119657786|XP_037920835.1|HILL	LOC110177997|XP_020800655.1|DSER
OG0002675	LOC119659036|XP_037922859.1|HILL	LOC110190466|XP_020816634.1|DSER
OG0002676	LOC119652979|XP_037913320.1|HILL	LOC110188923|XP_020814507.1|DSER, LOC110177172|XP_020799438.1|DSER
OG0002677	LOC119650618|XP_037909435.1|HILL	LOC110189467|XP_020815204.1|DSER
OG0002678	LOC119646601|XP_037903024.1|HILL	LOC110179357|XP_020802529.1|DSER
OG0002679	LOC119653142|XP_037913607.1|HILL	LOC110191681|XP_020818252.1|DSER
OG0002680	LOC119653666|XP_037914426.1|HILL	LOC110183535|XP_020807494.1|DSER
OG0002681	LOC119653634|XP_037914340.1|HILL	LOC110179230|XP_020802339.1|DSER
OG0002682	LOC119648216|XP_037905751.1|HILL	LOC110189969|XP_020815917.1|DSER
OG0002683	LOC119654939|XP_037916520.1|HILL	LOC110177254|XP_020799564.1|DSER
OG0002684	LOC119661460|XP_037926749.1|HILL	LOC110191959|XP_020818636.1|DSER
OG0002685	LOC119649312|XP_037907343.1|HILL	LOC110178646|XP_020801496.1|DSER
OG0002686	LOC119649165|XP_037907118.1|HILL	LOC110188847|XP_020814411.1|DSER, LOC110182855|XP_020806651.1|DSER
OG0002687	LOC119648210|XP_037905744.1|HILL	LOC110189975|XP_020815923.1|DSER
OG0002688	LOC119650207|XP_037908701.1|HILL	LOC110187899|XP_020813059.1|DSER, LOC110190103|XP_020816070.1|DSER
OG0002689	LOC119661778|XP_037927183.1|HILL	LOC110181511|XP_020804944.1|DSER
OG0002690	LOC119647094|XP_037903792.1|HILL	LOC110189987|XP_020815935.1|DSER
OG0002691	LOC119661126|XP_037926252.1|HILL	LOC110179503|XP_020802742.1|DSER
OG0002692	LOC119647700|XP_037904713.1|HILL	LOC110191548|XP_020818081.1|DSER
OG0002693	LOC119648192|XP_037905711.1|HILL	LOC110177606|XP_020800063.1|DSER
OG0002694	LOC119646946|XP_037903565.1|HILL	LOC110178295|XP_020801042.1|DSER
OG0002695	LOC119649475|XP_037907564.1|HILL	LOC110176224|XP_020798165.1|DSER
OG0002696	LOC119649337|XP_037907371.1|HILL	LOC110177542|XP_020799970.1|DSER
OG0002697	LOC119649333|XP_037907365.1|HILL	LOC110189092|XP_020814723.1|DSER
OG0002698	LOC119649620|XP_037907769.1|HILL	LOC110182773|XP_020806552.1|DSER
OG0002699	LOC119653998|XP_037915087.1|HILL, LOC119649965|XP_037908329.1|HILL	LOC110190584|XP_020816836.1|DSER
OG0002700	LOC119650268|XP_037908810.1|HILL	LOC110190762|XP_020817051.1|DSER
OG0002701	LOC119646536|XP_037902933.1|HILL	LOC110178447|XP_020801241.1|DSER
OG0002702	LOC119649000|XP_037906873.1|HILL	LOC110176963|XP_020799128.1|DSER
OG0002703	LOC119646703|XP_037903205.1|HILL	LOC110189672|XP_020815487.1|DSER
OG0002704	LOC119646863|XP_037903414.1|HILL	LOC110177799|XP_020800347.1|DSER
OG0002705	LOC119648183|XP_037905696.1|HILL	LOC110178780|XP_020801685.1|DSER
OG0002706	LOC119646356|XP_037902721.1|HILL	LOC110179307|XP_020802452.1|DSER
OG0002707	LOC119647920|XP_037905172.1|HILL	LOC110178711|XP_020801570.1|DSER
OG0002708	LOC119649006|XP_037906878.1|HILL	LOC110190684|XP_020816953.1|DSER
OG0002709	LOC119659181|XP_037923067.1|HILL	LOC110188973|XP_020814580.1|DSER
OG0002710	LOC119659185|XP_037923073.1|HILL	LOC110179225|XP_020802321.1|DSER
OG0002711	LOC119659546|XP_037923624.1|HILL	LOC110179242|XP_020802354.1|DSER
OG0002712	LOC119647234|XP_037904022.1|HILL	LOC110177908|XP_020800538.1|DSER
OG0002713	LOC119656273|XP_037918629.1|HILL	LOC110178109|XP_020800786.1|DSER
OG0002714	LOC119648353|XP_037905992.1|HILL	LOC110185015|XP_020809364.1|DSER
OG0002715	LOC119659970|XP_037924259.1|HILL	LOC110179075|XP_020802114.1|DSER
OG0002716	LOC119659681|XP_037923833.1|HILL	LOC110184103|XP_020808153.1|DSER
OG0002717	LOC119659809|XP_037924009.1|HILL	LOC110177155|XP_020799396.1|DSER
OG0002718	LOC119649184|XP_037907139.1|HILL	LOC110191185|XP_020817612.1|DSER
OG0002719	LOC119659752|XP_037923942.1|HILL	LOC110186608|XP_020811499.1|DSER
OG0002720	LOC119647994|XP_037905307.1|HILL	LOC110189050|XP_020814676.1|DSER
OG0002721	LOC119659471|XP_037923493.1|HILL	LOC110181442|XP_020804845.1|DSER
OG0002722	LOC119661152|XP_037926292.1|HILL	LOC110182210|XP_020805899.1|DSER
OG0002723	LOC119657966|XP_037921103.1|HILL	LOC110191374|XP_020817888.1|DSER
OG0002724	LOC119660156|XP_037924490.1|HILL	LOC110188170|XP_020813405.1|DSER
OG0002725	LOC119648114|XP_037905564.1|HILL	LOC110190106|XP_020816073.1|DSER
OG0002726	LOC119648692|XP_037906424.1|HILL	LOC110188879|XP_020814453.1|DSER
OG0002727	LOC119647457|XP_037904316.1|HILL	LOC110183370|XP_020807291.1|DSER, LOC110187379|XP_020812430.1|DSER
OG0002728	LOC119661688|XP_037927060.1|HILL	LOC110181871|XP_020805458.1|DSER
OG0002729	LOC119648230|XP_037905778.1|HILL	LOC110178585|XP_020801422.1|DSER
OG0002730	LOC119648352|XP_037905982.1|HILL	LOC110189254|XP_020814921.1|DSER
OG0002731	LOC119648330|XP_037905950.1|HILL	LOC110179419|XP_020802607.1|DSER
OG0002732	LOC119661113|XP_037926236.1|HILL	LOC110177812|XP_020800361.1|DSER
OG0002733	LOC119655277|XP_037917021.1|HILL	LOC110191126|XP_020817538.1|DSER
OG0002734	LOC119646910|XP_037903509.1|HILL	LOC110189830|XP_020815686.1|DSER
OG0002735	LOC119646522|XP_037902910.1|HILL	LOC110178336|XP_020801105.1|DSER
OG0002736	LOC119656007|XP_037918181.1|HILL	LOC110178262|XP_020800986.1|DSER
OG0002737	LOC119649755|XP_037907974.1|HILL	LOC110190656|XP_020816915.1|DSER
OG0002738	LOC119649606|XP_037907752.1|HILL	LOC110183655|XP_020807642.1|DSER
OG0002739	LOC119647917|XP_037905168.1|HILL	LOC110189893|XP_020815805.1|DSER
OG0002740	LOC119647916|XP_037905167.1|HILL	LOC110189892|XP_020815804.1|DSER
OG0002741	LOC119648694|XP_037906431.1|HILL	LOC110179206|XP_020802284.1|DSER
OG0002742	LOC119646929|XP_037903541.1|HILL	LOC110191509|XP_020818036.1|DSER
OG0002743	LOC119649356|XP_037907393.1|HILL	LOC110188876|XP_020814449.1|DSER, LOC110188875|XP_020814448.1|DSER
OG0002744	LOC119647983|XP_037905294.1|HILL	LOC110189907|XP_020815831.1|DSER
OG0002745	LOC119648322|XP_037905931.1|HILL	LOC110177550|XP_020799979.1|DSER
OG0002746	LOC119646300|XP_037902644.1|HILL	LOC110188920|XP_020814501.1|DSER
OG0002747	LOC119660897|XP_037925759.1|HILL	LOC110187709|XP_020812803.1|DSER
OG0002748	LOC119661792|XP_037927204.1|HILL	LOC110179280|XP_020802431.1|DSER
OG0002749	LOC119646219|XP_037902529.1|HILL	LOC110179361|XP_020802538.1|DSER
OG0002750	LOC119656755|XP_037919254.1|HILL	LOC110189281|XP_020814963.1|DSER, LOC110176774|XP_020798871.1|DSER
OG0002751	LOC119661350|XP_037926582.1|HILL	LOC110182896|XP_020806707.1|DSER
OG0002752	LOC119660461|XP_037924950.1|HILL	LOC110177078|XP_020799254.1|DSER
OG0002753	LOC119646293|XP_037902636.1|HILL	LOC110182758|XP_020806531.1|DSER
OG0002754	LOC119649894|XP_037908213.1|HILL	LOC110178774|XP_020801676.1|DSER
OG0002755	LOC119659683|XP_037923846.1|HILL	LOC110179442|XP_020802648.1|DSER, LOC110189381|XP_020815089.1|DSER
OG0002756	LOC119647887|XP_037905109.1|HILL	LOC110178544|XP_020801362.1|DSER, LOC110184619|XP_020808873.1|DSER
OG0002757	LOC119649635|XP_037907809.1|HILL	LOC110190572|XP_020816808.1|DSER
OG0002758	LOC119652512|XP_037912638.1|HILL	LOC110177903|XP_020800530.1|DSER
OG0002759	LOC119646487|XP_037902874.1|HILL	LOC110188117|XP_020813357.1|DSER
OG0002760	LOC119648802|XP_037906582.1|HILL	LOC110184069|XP_020808108.1|DSER
OG0002761	LOC119647185|XP_037903922.1|HILL	LOC110184095|XP_020808139.1|DSER
OG0002762	LOC119646363|XP_037902728.1|HILL	LOC110189514|XP_020815297.1|DSER
OG0002763	LOC119647934|XP_037905202.1|HILL	LOC110190491|XP_020816666.1|DSER
OG0002764	LOC119650059|XP_037908477.1|HILL	LOC110185187|XP_020809563.1|DSER
OG0002765	LOC119650716|XP_037909660.1|HILL	LOC110180052|XP_020803332.1|DSER
OG0002766	LOC119650727|XP_037909686.1|HILL	LOC110180054|XP_020803335.1|DSER
OG0002767	LOC119661512|XP_037926811.1|HILL	LOC110190925|XP_020817247.1|DSER
OG0002768	LOC119647766|XP_037904820.1|HILL	LOC110191501|XP_020818026.1|DSER
OG0002769	LOC119646238|XP_037902558.1|HILL	LOC110180015|XP_020803270.1|DSER
OG0002770	LOC119650152|XP_037908621.1|HILL	LOC110182682|XP_020806433.1|DSER, LOC110180304|XP_020803618.1|DSER
OG0002771	LOC119649051|XP_037906957.1|HILL	LOC110190505|XP_020816682.1|DSER
OG0002772	LOC119647635|XP_037904623.1|HILL	LOC110190476|XP_020816645.1|DSER
OG0002773	LOC119646456|XP_037902834.1|HILL	LOC110188988|XP_020814596.1|DSER, LOC110176383|XP_020798373.1|DSER
OG0002774	LOC119659602|XP_037923703.1|HILL	LOC110189595|XP_020815385.1|DSER
OG0002775	LOC119649460|XP_037907542.1|HILL	LOC110190162|XP_020816157.1|DSER
OG0002776	LOC119649116|XP_037907045.1|HILL	LOC110190494|XP_020816668.1|DSER
OG0002777	LOC119648009|XP_037905337.1|HILL	LOC110183606|XP_020807581.1|DSER
OG0002778	LOC119648241|XP_037905798.1|HILL	LOC110183604|XP_020807579.1|DSER
OG0002779	LOC119650010|XP_037908407.1|HILL, LOC119649564|XP_037907690.1|HILL	LOC110190815|XP_020817125.1|DSER
OG0002780	LOC119658179|XP_037921375.1|HILL	LOC110177160|XP_020799404.1|DSER
OG0002781	LOC119657612|XP_037920543.1|HILL	LOC110189377|XP_020815083.1|DSER
OG0002782	LOC119650235|XP_037908743.1|HILL	LOC110190407|XP_020816532.1|DSER
OG0002783	LOC119648695|XP_037906428.1|HILL	LOC110184240|XP_020808355.1|DSER, LOC110177560|XP_020799992.1|DSER
OG0002784	LOC119659316|XP_037923261.1|HILL, LOC119659811|XP_037924021.1|HILL	LOC110178510|XP_020801319.1|DSER
OG0002785	LOC119649070|XP_037906986.1|HILL	LOC110188512|XP_020813926.1|DSER
OG0002786	LOC119647793|XP_037904923.1|HILL	LOC110183590|XP_020807561.1|DSER
OG0002787	LOC119649518|XP_037907628.1|HILL	LOC110178764|XP_020801661.1|DSER
OG0002788	LOC119648734|XP_037906479.1|HILL	LOC110178765|XP_020801662.1|DSER
OG0002789	LOC119650424|XP_037909164.1|HILL	LOC110190156|XP_020816151.1|DSER
OG0002790	LOC119648960|XP_037906806.1|HILL	LOC110178677|XP_020801538.1|DSER
OG0002791	LOC119648705|XP_037906441.1|HILL	LOC110185239|XP_020809634.1|DSER
OG0002792	LOC119646144|XP_037902430.1|HILL	LOC110189286|XP_020814970.1|DSER
OG0002793	LOC119649539|XP_037907654.1|HILL	LOC110190767|XP_020817056.1|DSER
OG0002794	LOC119647589|XP_037904527.1|HILL	LOC110176225|XP_020798166.1|DSER
OG0002795	LOC119649385|XP_037907431.1|HILL	LOC110184709|XP_020808985.1|DSER
OG0002796	LOC119648265|XP_037905845.1|HILL	LOC110190483|XP_020816654.1|DSER
OG0002797	LOC119655239|XP_037916953.1|HILL	LOC110178602|XP_020801446.1|DSER
OG0002798	LOC119660978|XP_037925988.1|HILL	LOC110187506|XP_020812558.1|DSER
OG0002800	LOC119647705|XP_037904717.1|HILL	LOC110183566|XP_020807531.1|DSER
OG0002801	LOC119646392|XP_037902764.1|HILL	LOC110182804|XP_020806600.1|DSER
OG0002802	LOC119661173|XP_037926318.1|HILL	LOC110178263|XP_020800991.1|DSER
OG0002803	LOC119652210|XP_037912081.1|HILL	LOC110176882|XP_020799018.1|DSER
OG0002804	LOC119652941|XP_037913297.1|HILL	LOC110179841|XP_020803111.1|DSER
OG0002805	LOC119661628|XP_037926975.1|HILL	LOC110176912|XP_020799061.1|DSER
OG0002806	LOC119647799|XP_037904937.1|HILL	LOC110185240|XP_020809635.1|DSER
OG0002807	LOC119655536|XP_037917380.1|HILL	LOC110181043|XP_020804379.1|DSER, LOC110179914|XP_020803175.1|DSER, LOC110176369|XP_020798354.1|DSER
OG0002808	LOC119654091|XP_037915186.1|HILL	LOC110191615|XP_020818163.1|DSER
OG0002809	LOC119648830|XP_037906620.1|HILL	LOC110176215|XP_020798150.1|DSER
OG0002810	LOC119647431|XP_037904267.1|HILL	LOC110178591|XP_020801431.1|DSER
OG0002811	LOC119660872|XP_037925711.1|HILL	LOC110178897|XP_020801832.1|DSER
OG0002812	LOC119646203|XP_037902513.1|HILL	LOC110189249|XP_020814912.1|DSER
OG0002813	LOC119661526|XP_037926830.1|HILL	LOC110178442|XP_020801233.1|DSER
OG0002814	LOC119648327|XP_037905986.1|HILL	LOC110189650|XP_020815455.1|DSER
OG0002815	LOC119647157|XP_037903892.1|HILL	LOC110180029|XP_020803295.1|DSER
OG0002816	LOC119654414|XP_037915734.1|HILL	LOC110178477|XP_020801278.1|DSER
OG0002817	LOC119654423|XP_037915746.1|HILL	LOC110189530|XP_020815320.1|DSER
OG0002818	LOC119646883|XP_037903443.1|HILL	LOC110178000|XP_020800660.1|DSER
OG0002819	LOC119650092|XP_037908535.1|HILL	LOC110183693|XP_020807691.1|DSER
OG0002820	LOC119650043|XP_037908454.1|HILL	LOC110185273|XP_020809679.1|DSER
OG0002821	LOC119650402|XP_037909108.1|HILL	LOC110177479|XP_020799881.1|DSER
OG0002823	LOC119660464|XP_037924961.1|HILL	LOC110191584|XP_020818128.1|DSER
OG0002824	LOC119660465|XP_037924962.1|HILL	LOC110176841|XP_020798956.1|DSER
OG0002825	LOC119655396|XP_037917201.1|HILL	LOC110190329|XP_020816383.1|DSER
OG0002826	LOC119660734|XP_037925327.1|HILL	LOC110178493|XP_020801300.1|DSER
OG0002827	LOC119660772|XP_037925468.1|HILL	LOC110185408|XP_020809874.1|DSER
OG0002828	LOC119654556|XP_037915932.1|HILL	LOC110179368|XP_020802542.1|DSER
OG0002829	LOC119646526|XP_037902918.1|HILL	LOC110180010|XP_020803261.1|DSER
OG0002830	LOC119659472|XP_037923490.1|HILL	LOC110189748|XP_020815611.1|DSER
OG0002831	LOC119650686|XP_037909576.1|HILL	LOC110182743|XP_020806503.1|DSER
OG0002832	LOC119653148|XP_037913612.1|HILL	LOC110183891|XP_020807895.1|DSER
OG0002833	LOC119646233|XP_037902550.1|HILL	LOC110184097|XP_020808142.1|DSER
OG0002834	LOC119654412|XP_037915728.1|HILL	LOC110191522|XP_020818050.1|DSER
OG0002835	LOC119650163|XP_037908641.1|HILL	LOC110180035|XP_020803302.1|DSER
OG0002836	LOC119659285|XP_037923223.1|HILL	LOC110191704|XP_020818279.1|DSER, LOC110188977|XP_020814585.1|DSER
OG0002837	LOC119652890|XP_037913189.1|HILL	LOC110191589|XP_020818133.1|DSER
OG0002838	LOC119661322|XP_037926545.1|HILL	LOC110176247|XP_020798209.1|DSER
OG0002839	LOC119653936|XP_037915027.1|HILL	LOC110191728|XP_020818310.1|DSER
OG0002840	LOC119653235|XP_037913752.1|HILL	LOC110183024|XP_020806870.1|DSER, LOC110180606|XP_020803951.1|DSER
OG0002841	LOC119660901|XP_037925773.1|HILL	LOC110176862|XP_020798995.1|DSER
OG0002842	LOC119646887|XP_037903448.1|HILL	LOC110185587|XP_020810178.1|DSER
OG0002843	LOC119661266|XP_037926449.1|HILL	LOC110191583|XP_020818124.1|DSER
OG0002844	LOC119654586|XP_037915977.1|HILL	LOC110176219|XP_020798155.1|DSER
OG0002845	LOC119661515|XP_037926819.1|HILL	LOC110182337|XP_020806028.1|DSER
OG0002846	LOC119659418|XP_037923425.1|HILL	LOC110182942|XP_020806784.1|DSER
OG0002847	LOC119646781|XP_037903293.1|HILL	LOC110182333|XP_020806023.1|DSER
OG0002848	LOC119651788|XP_037911481.1|HILL	LOC110178091|XP_020800754.1|DSER
OG0002849	LOC119652606|XP_037912766.1|HILL	LOC110185851|XP_020810518.1|DSER
OG0002850	LOC119651670|XP_037911289.1|HILL	LOC110185659|XP_020810277.1|DSER
OG0002851	LOC119652447|XP_037912521.1|HILL	LOC110183389|XP_020807315.1|DSER
OG0002852	LOC119655929|XP_037918042.1|HILL	LOC110179312|XP_020802457.1|DSER
OG0002853	LOC119652686|XP_037912887.1|HILL	LOC110185653|XP_020810269.1|DSER
OG0002854	LOC119654822|XP_037916311.1|HILL	LOC110176817|XP_020798918.1|DSER
OG0002855	LOC119651424|XP_037910947.1|HILL	LOC110185677|XP_020810303.1|DSER
OG0002856	LOC119652582|XP_037912726.1|HILL	LOC110185544|XP_020810109.1|DSER
OG0002857	LOC119650696|XP_037909604.1|HILL	LOC110185036|XP_020809346.1|DSER
OG0002858	LOC119653227|XP_037913739.1|HILL	LOC110187381|XP_020812428.1|DSER, LOC110177660|XP_020800132.1|DSER
OG0002859	LOC119659815|XP_037924025.1|HILL, LOC119656512|XP_037918780.1|HILL	LOC110182340|XP_020806037.1|DSER
OG0002860	LOC119651292|XP_037910739.1|HILL	LOC110186021|XP_020810715.1|DSER
OG0002861	LOC119655606|XP_037917493.1|HILL	LOC110183486|XP_020807425.1|DSER
OG0002862	LOC119661655|XP_037927017.1|HILL	LOC110186104|XP_020810807.1|DSER
OG0002863	LOC119646977|XP_037903616.1|HILL	LOC110177044|XP_020799220.1|DSER
OG0002864	LOC119657142|XP_037919848.1|HILL	LOC110176899|XP_020799045.1|DSER
