Orthogroup	HILL.longest_only	DSUB.longest_only
OG0000367	LOC119656020|XP_037918200.1|HILL	LOC117895052|XP_034658320.1|DSUB, LOC117890868|XP_034651845.1|DSUB, LOC117889724|XP_034650037.1|DSUB
OG0000376	LOC119657981|XP_037921121.1|HILL	LOC117903490|XP_034671452.1|DSUB, LOC117903482|XP_034671440.1|DSUB, LOC117900440|XP_034666701.1|DSUB
OG0000377	LOC119657714|XP_037920682.1|HILL, LOC119658208|XP_037921402.1|HILL	LOC117903549|XP_034671634.1|DSUB, LOC117896538|XP_034660812.1|DSUB
OG0000378	LOC119653626|XP_037914331.1|HILL	LOC117891845|XP_034653487.1|DSUB
OG0000378	LOC119661275|XP_037926471.1|HILL	LOC117903793|XP_034672113.1|DSUB
OG0000379	LOC119654960|XP_037916550.1|HILL	LOC117892661|XP_034654939.1|DSUB, LOC117892660|XP_034654937.1|DSUB, LOC117891835|XP_034653477.1|DSUB
OG0000380	LOC119649204|XP_037907185.1|HILL	LOC117891563|XP_034652973.1|DSUB, LOC117892479|XP_034654624.1|DSUB
OG0000380	LOC119648894|XP_037906719.1|HILL	LOC117895027|XP_034658288.1|DSUB
OG0000381	LOC119650994|XP_037910191.1|HILL	LOC117900412|XP_034666660.1|DSUB, LOC117902520|XP_034669836.1|DSUB
OG0000382	LOC119655629|XP_037917527.1|HILL	LOC117895616|XP_034659256.1|DSUB
OG0000383	LOC119651324|XP_037910786.1|HILL, LOC119651323|XP_037910785.1|HILL	LOC117902799|XP_034670309.1|DSUB
OG0000384	LOC119646972|XP_037903604.1|HILL	LOC117891367|XP_034652695.1|DSUB
OG0000384	LOC119646908|XP_037903506.1|HILL	LOC117892277|XP_034654288.1|DSUB
OG0000385	LOC119657567|XP_037920455.1|HILL	LOC117897472|XP_034662217.1|DSUB
OG0000385	LOC119657354|XP_037920156.1|HILL	LOC117894961|XP_034658186.1|DSUB
OG0000386	LOC119654213|XP_037915353.1|HILL	LOC117895857|XP_034659714.1|DSUB, LOC117897506|XP_034662286.1|DSUB
OG0000389	LOC119652494|XP_037912607.1|HILL	LOC117896317|XP_034660439.1|DSUB
OG0000389	LOC119654826|XP_037916319.1|HILL, LOC119654630|XP_037916029.1|HILL	LOC117893735|XP_034656351.1|DSUB
OG0000390	LOC119650215|XP_037908712.1|HILL, LOC119652123|XP_037911993.1|HILL	LOC117902163|XP_034669192.1|DSUB
OG0000391	LOC119661658|XP_037927019.1|HILL	LOC117890856|XP_034651833.1|DSUB
OG0000391	LOC119655871|XP_037917926.1|HILL	LOC117891397|XP_034652731.1|DSUB
OG0000392	LOC119646917|XP_037903517.1|HILL	LOC117901576|XP_034668266.1|DSUB, LOC117901771|XP_034668559.1|DSUB
OG0000393	LOC119647833|XP_037905009.1|HILL	LOC117902199|XP_034669291.1|DSUB
OG0000394	LOC119655819|XP_037917852.1|HILL, LOC119655820|XP_037917854.1|HILL, LOC119655818|XP_037917851.1|HILL, LOC119655817|XP_037917850.1|HILL, LOC119650578|XP_037909332.1|HILL	LOC117903144|XP_034670874.1|DSUB, LOC117903145|XP_034670875.1|DSUB
OG0000396	LOC119647873|XP_037905127.1|HILL, LOC119646202|XP_037902512.1|HILL	LOC117901487|XP_034668145.1|DSUB
OG0000399	LOC119650688|XP_037909578.1|HILL	LOC117896903|XP_034661330.1|DSUB
OG0000399	LOC119652689|XP_037912891.1|HILL	LOC117896902|XP_034661328.1|DSUB
OG0000400	LOC119658131|XP_037921328.1|HILL	LOC117903030|XP_034670652.1|DSUB, LOC117903029|XP_034670651.1|DSUB
OG0000401	LOC119658222|XP_037921415.1|HILL, LOC119648472|XP_037906163.1|HILL, LOC119653964|XP_037915051.1|HILL, LOC119660848|XP_037925674.1|HILL, LOC119646895|XP_037903482.1|HILL, LOC119654053|XP_037915147.1|HILL, LOC119657577|XP_037920471.1|HILL	LOC117893900|XP_034656569.1|DSUB
OG0000402	LOC119657088|XP_037919771.1|HILL	LOC117903357|XP_034671202.1|DSUB
OG0000403	LOC119660792|XP_037925527.1|HILL, LOC119661317|XP_037926537.1|HILL	LOC117896471|XP_034660696.1|DSUB
OG0000404	LOC119653035|XP_037913410.1|HILL	LOC117897976|XP_034662979.1|DSUB, LOC117897975|XP_034662978.1|DSUB
OG0000405	LOC119651780|XP_037911463.1|HILL	LOC117898907|XP_034664490.1|DSUB
OG0000405	LOC119652231|XP_037912117.1|HILL	LOC117901796|XP_034668598.1|DSUB
OG0000406	LOC119649727|XP_037907936.1|HILL	LOC117893571|XP_034656133.1|DSUB, LOC117890780|XP_034651742.1|DSUB
OG0000407	LOC119647699|XP_037904709.1|HILL	LOC117895365|XP_034658840.1|DSUB
OG0000408	LOC119652449|XP_037912523.1|HILL	LOC117896860|XP_034661280.1|DSUB, LOC117901988|XP_034668889.1|DSUB
OG0000409	LOC119652426|XP_037912477.1|HILL	LOC117890143|XP_034650722.1|DSUB, LOC117891773|XP_034653327.1|DSUB
OG0000410	LOC119651826|XP_037911546.1|HILL	LOC117901463|XP_034668111.1|DSUB
OG0000411	LOC119660621|XP_037925251.1|HILL	LOC117898376|XP_034663608.1|DSUB
OG0000411	LOC119653223|XP_037913732.1|HILL	LOC117901893|XP_034668745.1|DSUB
OG0000412	LOC119660752|XP_037925442.1|HILL	LOC117891981|XP_034653747.1|DSUB
OG0000412	LOC119648053|XP_037905443.1|HILL	LOC117893015|XP_034655262.1|DSUB
OG0000413	LOC119659104|XP_037922954.1|HILL, LOC119659105|XP_037922955.1|HILL	LOC117899156|XP_034664896.1|DSUB, LOC117899164|XP_034664913.1|DSUB
OG0000413	LOC119659106|XP_037922957.1|HILL	LOC117898759|XP_034664274.1|DSUB
OG0000414	LOC119653685|XP_037914474.1|HILL	LOC117890475|XP_034651229.1|DSUB
OG0000415	LOC119655557|XP_037917409.1|HILL	LOC117892015|XP_034653798.1|DSUB
OG0000416	LOC119657449|XP_037920289.1|HILL	LOC117889639|XP_034649988.1|DSUB
OG0000416	LOC119657276|XP_037920043.1|HILL	LOC117892274|XP_034654328.1|DSUB
OG0000417	LOC119651515|XP_037911072.1|HILL	LOC117897621|XP_034662478.1|DSUB
OG0000417	LOC119650792|XP_037909843.1|HILL	LOC117897750|XP_034662680.1|DSUB
OG0000418	LOC119658337|XP_037921610.1|HILL	LOC117889852|XP_034650246.1|DSUB, LOC117899642|XP_034665704.1|DSUB
OG0000419	LOC119647268|XP_037904086.1|HILL	LOC117891270|XP_034652535.1|DSUB
OG0000421	LOC119650957|XP_037910126.1|HILL	LOC117900085|XP_034666181.1|DSUB
OG0000421	LOC119653923|XP_037915014.1|HILL	LOC117902049|XP_034669006.1|DSUB
OG0000422	LOC119659457|XP_037923469.1|HILL	LOC117896311|XP_034660427.1|DSUB
OG0000423	LOC119653623|XP_037914324.1|HILL, LOC119653616|XP_037914313.1|HILL, LOC119653433|XP_037913942.1|HILL	LOC117890165|XP_034650752.1|DSUB, LOC117890166|XP_034650753.1|DSUB
OG0000424	LOC119654257|XP_037915442.1|HILL, LOC119654258|XP_037915448.1|HILL	LOC117890903|XP_034651889.1|DSUB
OG0000425	LOC119656034|XP_037918229.1|HILL	LOC117892103|XP_034654002.1|DSUB
OG0000425	LOC119654479|XP_037915828.1|HILL	LOC117891983|XP_034653750.1|DSUB
OG0000426	LOC119652996|XP_037913351.1|HILL, LOC119650213|XP_037908706.1|HILL, LOC119648772|XP_037906533.1|HILL, LOC119649890|XP_037908208.1|HILL	LOC117892067|XP_034653945.1|DSUB
OG0000428	LOC119654020|XP_037915111.1|HILL	LOC117894173|XP_034656968.1|DSUB, LOC117894172|XP_034656967.1|DSUB, LOC117894175|XP_034656971.1|DSUB
OG0000433	LOC119658708|XP_037922249.1|HILL	LOC117889594|XP_034649895.1|DSUB
OG0000433	LOC119650212|XP_037908705.1|HILL	LOC117895488|XP_034659069.1|DSUB
OG0000434	LOC119659474|XP_037923508.1|HILL	LOC117897784|XP_034662724.1|DSUB
OG0000435	LOC119657374|XP_037920187.1|HILL	LOC117892221|XP_034654216.1|DSUB
OG0000437	LOC119651355|XP_037910846.1|HILL	LOC117901454|XP_034668094.1|DSUB
OG0000437	LOC119661162|XP_037926307.1|HILL	LOC117900219|XP_034666394.1|DSUB
OG0000438	LOC119661411|XP_037926673.1|HILL	LOC117892835|XP_034655082.1|DSUB, LOC117897432|XP_034662161.1|DSUB
OG0000439	LOC119651351|XP_037910838.1|HILL	LOC117901405|XP_034668030.1|DSUB
OG0000439	LOC119650255|XP_037908775.1|HILL	LOC117893468|XP_034655982.1|DSUB
OG0000440	LOC119647315|XP_037904170.1|HILL	LOC117891731|XP_034653215.1|DSUB, LOC117890865|XP_034651843.1|DSUB
OG0000441	LOC119657627|XP_037920559.1|HILL, LOC119658141|XP_037921337.1|HILL, LOC119657726|XP_037920697.1|HILL, LOC119656852|XP_037919432.1|HILL	LOC117891894|XP_034653588.1|DSUB, LOC117891893|XP_034653587.1|DSUB
OG0000442	LOC119655225|XP_037916933.1|HILL	LOC117893574|XP_034656136.1|DSUB
OG0000443	LOC119649255|XP_037907251.1|HILL	LOC117892944|XP_034655158.1|DSUB, LOC117892943|XP_034655157.1|DSUB
OG0000444	LOC119650202|XP_037908696.1|HILL	LOC117900652|XP_034666976.1|DSUB
OG0000444	LOC119648810|XP_037906588.1|HILL	LOC117900642|XP_034666964.1|DSUB
OG0000446	LOC119647818|XP_037904975.1|HILL	LOC117891520|XP_034652911.1|DSUB, LOC117891190|XP_034652415.1|DSUB
OG0000448	LOC119650667|XP_037909547.1|HILL	LOC117897812|XP_034662752.1|DSUB, LOC117898054|XP_034663108.1|DSUB
OG0000449	LOC119654328|XP_037915585.1|HILL	LOC117893499|XP_034656026.1|DSUB
OG0000449	LOC119654797|XP_037916274.1|HILL	LOC117902270|XP_034669421.1|DSUB
OG0000450	LOC119657601|XP_037920517.1|HILL	LOC117893052|XP_034655327.1|DSUB
OG0000450	LOC119656646|XP_037919031.1|HILL	LOC117889922|XP_034650342.1|DSUB
OG0000451	LOC119656757|XP_037919252.1|HILL	LOC117903786|XP_034672102.1|DSUB
OG0000451	LOC119657306|XP_037920093.1|HILL	LOC117903784|XP_034672101.1|DSUB
OG0000453	LOC119658366|XP_037921655.1|HILL	LOC117898028|XP_034663057.1|DSUB
OG0000453	LOC119657350|XP_037920152.1|HILL	LOC117898152|XP_034663241.1|DSUB
OG0000454	LOC119646996|XP_037903646.1|HILL	LOC117898919|XP_034664518.1|DSUB, LOC117893558|XP_034656111.1|DSUB
OG0000455	LOC119661272|XP_037926468.1|HILL	LOC117889906|XP_034650323.1|DSUB
OG0000456	LOC119660708|XP_037925268.1|HILL	LOC117902938|XP_034670433.1|DSUB
OG0000456	LOC119650840|XP_037909908.1|HILL	LOC117902715|XP_034670168.1|DSUB
OG0000457	LOC119650711|XP_037909644.1|HILL	LOC117901869|XP_034668716.1|DSUB
OG0000457	LOC119651240|XP_037910647.1|HILL	LOC117900473|XP_034666743.1|DSUB
OG0000458	LOC119658491|XP_037921882.1|HILL	LOC117902176|XP_034669210.1|DSUB
OG0000460	LOC119661481|XP_037926774.1|HILL	LOC117900638|XP_034666959.1|DSUB
OG0000462	LOC119660442|XP_037924924.1|HILL	LOC117899554|XP_034665534.1|DSUB, LOC117899555|XP_034665535.1|DSUB
OG0000465	LOC119651652|XP_037911262.1|HILL	LOC117898136|XP_034663221.1|DSUB
OG0000465	LOC119651651|XP_037911257.1|HILL	LOC117896630|XP_034660962.1|DSUB
OG0000466	LOC119652476|XP_037912578.1|HILL	LOC117903443|XP_034671366.1|DSUB
OG0000466	LOC119661330|XP_037926559.1|HILL	LOC117901214|XP_034667772.1|DSUB
OG0000467	LOC119661560|XP_037926879.1|HILL	LOC117889730|XP_034650042.1|DSUB, LOC117892743|XP_034655058.1|DSUB
OG0000468	LOC119660125|XP_037924447.1|HILL	LOC117899650|XP_034665720.1|DSUB
OG0000468	LOC119661743|XP_037927136.1|HILL	LOC117891869|XP_034653526.1|DSUB
OG0000469	LOC119647237|XP_037904027.1|HILL	LOC117900901|XP_034667343.1|DSUB
OG0000469	LOC119656080|XP_037918298.1|HILL	LOC117902669|XP_034670090.1|DSUB
OG0000470	LOC119650356|XP_037908966.1|HILL	LOC117895760|XP_034659523.1|DSUB
OG0000470	LOC119649541|XP_037907656.1|HILL	LOC117894646|XP_034657709.1|DSUB
OG0000471	LOC119646402|XP_037902775.1|HILL, LOC119647055|XP_037903740.1|HILL	LOC117893563|XP_034656123.1|DSUB, LOC117901544|XP_034668226.1|DSUB
OG0000473	LOC119657995|XP_037921141.1|HILL	LOC117895905|XP_034659789.1|DSUB
OG0000474	LOC119657943|XP_037921063.1|HILL	LOC117903428|XP_034671342.1|DSUB, LOC117893426|XP_034655934.1|DSUB, LOC117896914|XP_034661343.1|DSUB, LOC117896035|XP_034659935.1|DSUB
OG0000475	LOC119650677|XP_037909555.1|HILL	LOC117898697|XP_034664203.1|DSUB, LOC117898698|XP_034664206.1|DSUB
OG0000476	LOC119652617|XP_037912785.1|HILL	LOC117897318|XP_034661977.1|DSUB
OG0000476	LOC119650856|XP_037909934.1|HILL	LOC117897319|XP_034661978.1|DSUB
OG0000477	LOC119650705|XP_037909632.1|HILL, LOC119651325|XP_037910788.1|HILL	LOC117898430|XP_034663713.1|DSUB, LOC117898431|XP_034663714.1|DSUB
OG0000478	LOC119661441|XP_037926715.1|HILL	LOC117897275|XP_034661895.1|DSUB
OG0000479	LOC119649774|XP_037908003.1|HILL, LOC119648325|XP_037905946.1|HILL	LOC117897656|XP_034662529.1|DSUB
OG0000480	LOC119656137|XP_037918398.1|HILL	LOC117902655|XP_034670074.1|DSUB, LOC117901273|XP_034667858.1|DSUB
OG0000482	LOC119659577|XP_037923662.1|HILL	LOC117897902|XP_034662872.1|DSUB
OG0000483	LOC119659859|XP_037924096.1|HILL	LOC117898902|XP_034664475.1|DSUB, LOC117898827|XP_034664384.1|DSUB
OG0000484	LOC119658954|XP_037922754.1|HILL, LOC119658953|XP_037922753.1|HILL	LOC117899551|XP_034665530.1|DSUB, LOC117899553|XP_034665533.1|DSUB
OG0000485	LOC119648226|XP_037905772.1|HILL	LOC117894680|XP_034657748.1|DSUB, LOC117900779|XP_034667151.1|DSUB, LOC117894679|XP_034657747.1|DSUB
OG0000486	LOC119653660|XP_037914412.1|HILL	LOC117892738|XP_034655054.1|DSUB, LOC117892735|XP_034655051.1|DSUB
OG0000489	LOC119658089|XP_037921281.1|HILL	LOC117898560|XP_034663936.1|DSUB, LOC117895090|XP_034658381.1|DSUB
OG0000490	LOC119657695|XP_037920656.1|HILL	LOC117891490|XP_034652865.1|DSUB
OG0000490	LOC119658436|XP_037921765.1|HILL	LOC117902712|XP_034670170.1|DSUB
OG0000491	LOC119648261|XP_037905837.1|HILL	LOC117896801|XP_034661191.1|DSUB, LOC117892529|XP_034654724.1|DSUB
OG0000492	LOC119659843|XP_037924069.1|HILL	LOC117890647|XP_034651491.1|DSUB
OG0000492	LOC119659794|XP_037923991.1|HILL	LOC117900605|XP_034666910.1|DSUB
OG0000493	LOC119654907|XP_037916463.1|HILL, LOC119651623|XP_037911213.1|HILL, LOC119654945|XP_037916531.1|HILL, LOC119649021|XP_037906904.1|HILL, LOC119649081|XP_037907006.1|HILL, LOC119657347|XP_037920148.1|HILL, LOC119655031|XP_037916636.1|HILL	LOC117901003|XP_034667491.1|DSUB, LOC117898278|XP_034663424.1|DSUB, LOC117898106|XP_034663181.1|DSUB
OG0000494	LOC119660730|XP_037925321.1|HILL	LOC117900094|XP_034666204.1|DSUB
OG0000495	LOC119647993|XP_037905310.1|HILL	LOC117903118|XP_034670836.1|DSUB, LOC117891892|XP_034653586.1|DSUB
OG0000496	LOC119650970|XP_037910158.1|HILL	LOC117902144|XP_034669171.1|DSUB
OG0000497	LOC119661602|XP_037926930.1|HILL	LOC117901651|XP_034668379.1|DSUB
OG0000497	LOC119661786|XP_037927197.1|HILL	LOC117900798|XP_034667171.1|DSUB
OG0000498	LOC119656972|XP_037919630.1|HILL, LOC119648555|XP_037906280.1|HILL, LOC119646198|XP_037902509.1|HILL, LOC119647192|XP_037903932.1|HILL	LOC117897195|XP_034661787.1|DSUB, LOC117896772|XP_034661140.1|DSUB
OG0000499	LOC119655299|XP_037917052.1|HILL	LOC117891668|XP_034653124.1|DSUB
OG0000499	LOC119659001|XP_037922814.1|HILL	LOC117890917|XP_034651940.1|DSUB
OG0000500	LOC119649406|XP_037907469.1|HILL	LOC117893546|XP_034656088.1|DSUB, LOC117894008|XP_034656723.1|DSUB
OG0000504	LOC119649782|XP_037908015.1|HILL	LOC117893972|XP_034656667.1|DSUB
OG0000505	LOC119657570|XP_037920458.1|HILL	LOC117903152|XP_034670879.1|DSUB, LOC117889658|XP_034650004.1|DSUB
OG0000506	LOC119651603|XP_037911184.1|HILL	LOC117899197|XP_034664960.1|DSUB
OG0000507	LOC119648339|XP_037905962.1|HILL	LOC117896041|XP_034659944.1|DSUB
OG0000507	LOC119652182|XP_037912056.1|HILL	LOC117896052|XP_034659955.1|DSUB
OG0000508	LOC119648498|XP_037906193.1|HILL	LOC117893534|XP_034656068.1|DSUB, LOC117892909|XP_034655111.1|DSUB
OG0000509	LOC119658193|XP_037921390.1|HILL	LOC117890430|XP_034651149.1|DSUB
OG0000509	LOC119646503|XP_037902887.1|HILL	LOC117889863|XP_034650259.1|DSUB
OG0000510	LOC119660366|XP_037924803.1|HILL, LOC119660008|XP_037924313.1|HILL	LOC117891076|XP_034652145.1|DSUB, LOC117891077|XP_034652147.1|DSUB
OG0000511	LOC119652776|XP_037913012.1|HILL, LOC119652931|XP_037913249.1|HILL, LOC119652289|XP_037912214.1|HILL	LOC117902586|XP_034669975.1|DSUB, LOC117901177|XP_034667720.1|DSUB, LOC117902585|XP_034669974.1|DSUB
OG0000512	LOC119653845|XP_037914818.1|HILL, LOC119655068|XP_037916690.1|HILL	LOC117900462|XP_034666729.1|DSUB, LOC117893136|XP_034655479.1|DSUB
OG0000513	LOC119652870|XP_037913157.1|HILL, LOC119651212|XP_037910591.1|HILL, LOC119651501|XP_037911047.1|HILL	LOC117891279|XP_034652556.1|DSUB, LOC117891188|XP_034652413.1|DSUB
OG0000513	LOC119651635|XP_037911227.1|HILL	LOC117901236|XP_034667800.1|DSUB
OG0000514	LOC119646131|XP_037902408.1|HILL	LOC117901647|XP_034668374.1|DSUB
OG0000514	LOC119661601|XP_037926929.1|HILL	LOC117901777|XP_034668569.1|DSUB
OG0000515	LOC119660807|XP_037925575.1|HILL	LOC117902939|XP_034670437.1|DSUB
OG0000515	LOC119648428|XP_037906110.1|HILL	LOC117893317|XP_034655795.1|DSUB
OG0000516	LOC119655902|XP_037917986.1|HILL, LOC119655903|XP_037917987.1|HILL	LOC117892036|XP_034653855.1|DSUB, LOC117903599|XP_034671735.1|DSUB
OG0000517	LOC119647446|XP_037904299.1|HILL	LOC117895832|XP_034659661.1|DSUB, LOC117895833|XP_034659662.1|DSUB
OG0000521	LOC119658261|XP_037921481.1|HILL	LOC117901461|XP_034668110.1|DSUB
OG0000521	LOC119658404|XP_037921721.1|HILL	LOC117891135|XP_034652237.1|DSUB, LOC117895966|XP_034659816.1|DSUB
OG0000522	LOC119656723|XP_037919178.1|HILL	LOC117900417|XP_034666670.1|DSUB, LOC117898073|XP_034663139.1|DSUB, LOC117900274|XP_034666479.1|DSUB
OG0000523	LOC119650710|XP_037909643.1|HILL	LOC117898619|XP_034664065.1|DSUB
OG0000523	LOC119656872|XP_037919458.1|HILL	LOC117903474|XP_034671421.1|DSUB
OG0000524	LOC119651168|XP_037910515.1|HILL	LOC117897512|XP_034662317.1|DSUB, LOC117896215|XP_034660239.1|DSUB
OG0000525	LOC119659179|XP_037923064.1|HILL, LOC119659178|XP_037923063.1|HILL, LOC119659013|XP_037922825.1|HILL	LOC117892695|XP_034654996.1|DSUB, LOC117892694|XP_034654995.1|DSUB
OG0000526	LOC119651156|XP_037910492.1|HILL	LOC117900268|XP_034666470.1|DSUB, LOC117890421|XP_034651132.1|DSUB
OG0000527	LOC119649636|XP_037907814.1|HILL	LOC117902251|XP_034669398.1|DSUB, LOC117900400|XP_034666647.1|DSUB
OG0000528	LOC119656123|XP_037918378.1|HILL, LOC119655675|XP_037917593.1|HILL, LOC119654042|XP_037915133.1|HILL, LOC119654043|XP_037915134.1|HILL	LOC117901834|XP_034668658.1|DSUB
OG0000529	LOC119661253|XP_037926429.1|HILL	LOC117900579|XP_034666879.1|DSUB
OG0000530	LOC119649071|XP_037906991.1|HILL, LOC119648770|XP_037906525.1|HILL	LOC117894368|XP_034657261.1|DSUB, LOC117894369|XP_034657262.1|DSUB
OG0000531	LOC119651247|XP_037910655.1|HILL	LOC117901747|XP_034668525.1|DSUB, LOC117900344|XP_034666577.1|DSUB
OG0000532	LOC119659773|XP_037923962.1|HILL, LOC119659624|XP_037923752.1|HILL, LOC119658879|XP_037922578.1|HILL, LOC119658880|XP_037922579.1|HILL, LOC119660520|XP_037925069.1|HILL	LOC117897062|XP_034661549.1|DSUB, LOC117896984|XP_034661430.1|DSUB
OG0000533	LOC119657802|XP_037920826.1|HILL	LOC117895116|XP_034658417.1|DSUB
OG0000533	LOC119659208|XP_037923104.1|HILL	LOC117897097|XP_034661632.1|DSUB
OG0000535	LOC119654975|XP_037916563.1|HILL	LOC117892068|XP_034653947.1|DSUB, LOC117891133|XP_034652232.1|DSUB
OG0000537	LOC119656131|XP_037918391.1|HILL	LOC117892217|XP_034654208.1|DSUB
OG0000538	LOC119653804|XP_037914750.1|HILL	LOC117890197|XP_034650793.1|DSUB, LOC117892301|XP_034654337.1|DSUB
OG0000539	LOC119659391|XP_037923380.1|HILL	LOC117896547|XP_034660823.1|DSUB
OG0000539	LOC119660385|XP_037924838.1|HILL, LOC119659605|XP_037923704.1|HILL, LOC119660298|XP_037924699.1|HILL	LOC117896548|XP_034660824.1|DSUB
OG0000540	LOC119655990|XP_037918159.1|HILL	LOC117902488|XP_034669801.1|DSUB, LOC117902489|XP_034669802.1|DSUB
OG0000542	LOC119658932|XP_037922694.1|HILL	LOC117899231|XP_034664995.1|DSUB
OG0000542	LOC119659583|XP_037923667.1|HILL	LOC117902930|XP_034670418.1|DSUB
OG0000543	LOC119650586|XP_037909350.1|HILL	LOC117896705|XP_034661053.1|DSUB, LOC117891488|XP_034652860.1|DSUB
OG0000544	LOC119656656|XP_037919055.1|HILL	LOC117893971|XP_034656666.1|DSUB, LOC117899717|XP_034665827.1|DSUB
OG0000545	LOC119651800|XP_037911512.1|HILL, LOC119658244|XP_037921449.1|HILL	LOC117899274|XP_034665066.1|DSUB, LOC117897659|XP_034662534.1|DSUB
OG0000546	LOC119657382|XP_037920195.1|HILL	LOC117896587|XP_034660900.1|DSUB, LOC117889967|XP_034650424.1|DSUB
OG0000547	LOC119647208|XP_037903959.1|HILL	LOC117903139|XP_034670868.1|DSUB
OG0000548	LOC119648167|XP_037905674.1|HILL	LOC117893644|XP_034656221.1|DSUB, LOC117893653|XP_034656234.1|DSUB
OG0000549	LOC119660128|XP_037924458.1|HILL	LOC117891218|XP_034652453.1|DSUB
OG0000550	LOC119650203|XP_037908697.1|HILL	LOC117895115|XP_034658412.1|DSUB, LOC117901598|XP_034668305.1|DSUB
OG0000551	LOC119661503|XP_037926798.1|HILL	LOC117890453|XP_034651181.1|DSUB
OG0000551	LOC119661514|XP_037926818.1|HILL	LOC117890451|XP_034651180.1|DSUB
OG0000552	LOC119657020|XP_037919696.1|HILL, LOC119657023|XP_037919700.1|HILL, LOC119657073|XP_037919758.1|HILL, LOC119656915|XP_037919535.1|HILL	LOC117898996|XP_034664630.1|DSUB
OG0000553	LOC119652353|XP_037912361.1|HILL, LOC119651107|XP_037910399.1|HILL, LOC119652197|XP_037912068.1|HILL, LOC119652782|XP_037913025.1|HILL, LOC119652904|XP_037913208.1|HILL, LOC119652988|XP_037913340.1|HILL, LOC119653119|XP_037913572.1|HILL, LOC119652708|XP_037912917.1|HILL, LOC119652693|XP_037912898.1|HILL, LOC119651106|XP_037910398.1|HILL	LOC117900146|XP_034666269.1|DSUB
OG0000554	LOC119651856|XP_037911586.1|HILL, LOC119652805|XP_037913057.1|HILL	LOC117899047|XP_034664698.1|DSUB, LOC117899049|XP_034664700.1|DSUB
OG0000555	LOC119648055|XP_037905444.1|HILL	LOC117895286|XP_034658716.1|DSUB, LOC117894224|XP_034657031.1|DSUB
OG0000556	LOC119659049|XP_037922885.1|HILL	LOC117901224|XP_034667789.1|DSUB, LOC117897499|XP_034662280.1|DSUB
OG0000557	LOC119659626|XP_037923754.1|HILL	LOC117896873|XP_034661293.1|DSUB, LOC117898263|XP_034663407.1|DSUB
OG0000558	LOC119659239|XP_037923147.1|HILL	LOC117896412|XP_034660619.1|DSUB, LOC117903233|XP_034671024.1|DSUB
OG0000559	LOC119647433|XP_037904272.1|HILL	LOC117897212|XP_034661807.1|DSUB
OG0000560	LOC119654637|XP_037916040.1|HILL	LOC117889988|XP_034650462.1|DSUB, LOC117889987|XP_034650461.1|DSUB
OG0000561	LOC119650153|XP_037908622.1|HILL	LOC117894450|XP_034657439.1|DSUB, LOC117894731|XP_034657816.1|DSUB
OG0000562	LOC119649585|XP_037907718.1|HILL	LOC117893256|XP_034655712.1|DSUB, LOC117895180|XP_034658534.1|DSUB
OG0000564	LOC119649867|XP_037908166.1|HILL, LOC119648690|XP_037906417.1|HILL, LOC119650426|XP_037909168.1|HILL, LOC119648337|XP_037905960.1|HILL, LOC119648889|XP_037906714.1|HILL, LOC119649866|XP_037908165.1|HILL	LOC117893655|XP_034656237.1|DSUB, LOC117893659|XP_034656242.1|DSUB, LOC117893660|XP_034656243.1|DSUB
OG0000566	LOC119660791|XP_037925522.1|HILL	LOC117899129|XP_034664813.1|DSUB, LOC117893071|XP_034655377.1|DSUB
OG0000567	LOC119657916|XP_037921030.1|HILL	LOC117889642|XP_034649997.1|DSUB
OG0000567	LOC119658459|XP_037921792.1|HILL	LOC117889643|XP_034649998.1|DSUB
OG0000568	LOC119651423|XP_037910946.1|HILL	LOC117898826|XP_034664387.1|DSUB, LOC117897751|XP_034662683.1|DSUB
OG0000569	LOC119652715|XP_037912930.1|HILL	LOC117897571|XP_034662405.1|DSUB
OG0000570	LOC119651757|XP_037911423.1|HILL, LOC119651789|XP_037911477.1|HILL	LOC117899079|XP_034664739.1|DSUB, LOC117898942|XP_034664553.1|DSUB
OG0000571	LOC119650737|XP_037909726.1|HILL	LOC117897446|XP_034662179.1|DSUB, LOC117896912|XP_034661339.1|DSUB
OG0000572	LOC119656874|XP_037919466.1|HILL	LOC117896508|XP_034660751.1|DSUB, LOC117896459|XP_034660680.1|DSUB
OG0000573	LOC119647662|XP_037904661.1|HILL	LOC117893063|XP_034655358.1|DSUB, LOC117891216|XP_034652449.1|DSUB
OG0000574	LOC119648800|XP_037906577.1|HILL	LOC117893764|XP_034656395.1|DSUB, LOC117897575|XP_034662418.1|DSUB
OG0000575	LOC119649338|XP_037907372.1|HILL	LOC117894302|XP_034657158.1|DSUB, LOC117895190|XP_034658559.1|DSUB
OG0000576	LOC119654044|XP_037915135.1|HILL, LOC119656149|XP_037918413.1|HILL	LOC117898098|XP_034663169.1|DSUB
OG0000577	LOC119647125|XP_037903840.1|HILL	LOC117902660|XP_034670079.1|DSUB
