Orthogroup	HILL.longest_only	DGUA.longest_only
OG0001408	LOC119653786|XP_037914717.1|HILL, LOC119653785|XP_037914716.1|HILL, LOC119649778|XP_037908008.1|HILL, LOC119649900|XP_037908222.1|HILL, LOC119649959|XP_037908323.1|HILL, LOC119653782|XP_037914712.1|HILL, LOC119655494|XP_037917324.1|HILL, LOC119654611|XP_037916011.1|HILL	LOC117592673|XP_034142524.1|DGUA
OG0001411	LOC119661783|XP_037927187.1|HILL, LOC119652314|XP_037912255.1|HILL, LOC119646991|XP_037903634.1|HILL	LOC117585782|XP_034131362.1|DGUA
OG0001412	LOC119646959|XP_037903583.1|HILL	LOC117582113|XP_034125577.1|DGUA
OG0001415	LOC119646748|XP_037903254.1|HILL, LOC119646710|XP_037903216.1|HILL	LOC117578670|XP_034120188.1|DGUA
OG0001429	LOC119653219|XP_037913722.1|HILL, LOC119652468|XP_037912562.1|HILL	LOC117589587|XP_034137542.1|DGUA
OG0001430	LOC119647554|XP_037904478.1|HILL, LOC119656740|XP_037919217.1|HILL	LOC117589618|XP_034137592.1|DGUA
OG0001432	LOC119657036|XP_037919718.1|HILL	LOC117590756|XP_034139585.1|DGUA
OG0001433	LOC119652346|XP_037912300.1|HILL	LOC117590355|XP_034138782.1|DGUA, LOC117585631|XP_034131106.1|DGUA
OG0001434	LOC119656546|XP_037918836.1|HILL	LOC117580966|XP_034123645.1|DGUA
OG0001435	LOC119656806|XP_037919345.1|HILL	LOC117578847|XP_034120524.1|DGUA
OG0001436	LOC119656606|XP_037918968.1|HILL	LOC117588529|XP_034135779.1|DGUA
OG0001437	LOC119659054|XP_037922891.1|HILL	LOC117587621|XP_034134370.1|DGUA
OG0001438	LOC119656888|XP_037919486.1|HILL	LOC117583458|XP_034127649.1|DGUA
OG0001439	LOC119659035|XP_037922858.1|HILL	LOC117589744|XP_034137816.1|DGUA
OG0001440	LOC119651352|XP_037910839.1|HILL	LOC117590264|XP_034138641.1|DGUA
OG0001441	LOC119656960|XP_037919608.1|HILL	LOC117581606|XP_034124858.1|DGUA
OG0001442	LOC119657508|XP_037920372.1|HILL	LOC117584308|XP_034129024.1|DGUA
OG0001443	LOC119653014|XP_037913378.1|HILL	LOC117591453|XP_034140613.1|DGUA
OG0001444	LOC119657226|XP_037919966.1|HILL, LOC119657317|XP_037920104.1|HILL, LOC119658133|XP_037921330.1|HILL	LOC117585169|XP_034130401.1|DGUA
OG0001445	LOC119650719|XP_037909661.1|HILL	LOC117589400|XP_034137214.1|DGUA, LOC117590024|XP_034138209.1|DGUA
OG0001446	LOC119650743|XP_037909739.1|HILL	LOC117585852|XP_034131490.1|DGUA
OG0001447	LOC119655582|XP_037917453.1|HILL	LOC117590162|XP_034138441.1|DGUA
OG0001448	LOC119652654|XP_037912834.1|HILL	LOC117582751|XP_034126585.1|DGUA
OG0001449	LOC119650287|XP_037908845.1|HILL	LOC117581769|XP_034125068.1|DGUA
OG0001450	LOC119657746|XP_037920724.1|HILL	LOC117588179|XP_034135187.1|DGUA
OG0001451	LOC119661787|XP_037927198.1|HILL	LOC117578487|XP_034119911.1|DGUA
OG0001452	LOC119647289|XP_037904121.1|HILL	LOC117591980|XP_034141309.1|DGUA, LOC117591977|XP_034141303.1|DGUA
OG0001453	LOC119649865|XP_037908164.1|HILL	LOC117580044|XP_034122172.1|DGUA
OG0001454	LOC119659256|XP_037923175.1|HILL	LOC117585064|XP_034130217.1|DGUA
OG0001455	LOC119648164|XP_037905667.1|HILL	LOC117587037|XP_034133357.1|DGUA, LOC117587154|XP_034133550.1|DGUA
OG0001456	LOC119649465|XP_037907551.1|HILL	LOC117592457|XP_034142128.1|DGUA
OG0001457	LOC119661698|XP_037927072.1|HILL	LOC117585617|XP_034131074.1|DGUA
OG0001458	LOC119646766|XP_037903273.1|HILL	LOC117581109|XP_034123907.1|DGUA
OG0001459	LOC119649746|XP_037907963.1|HILL	LOC117587422|XP_034133982.1|DGUA
OG0001460	LOC119647907|XP_037905148.1|HILL	LOC117590890|XP_034139817.1|DGUA
OG0001461	LOC119655555|XP_037917406.1|HILL	LOC117591326|XP_034140427.1|DGUA, LOC117579208|XP_034120868.1|DGUA
OG0001462	LOC119647439|XP_037904286.1|HILL	LOC117579705|XP_034121587.1|DGUA
OG0001463	LOC119658997|XP_037922807.1|HILL	LOC117584902|XP_034129932.1|DGUA
OG0001464	LOC119660865|XP_037925689.1|HILL	LOC117581618|XP_034124871.1|DGUA
OG0001465	LOC119661306|XP_037926524.1|HILL	LOC117592691|XP_034142546.1|DGUA
OG0001466	LOC119647116|XP_037903831.1|HILL	LOC117583997|XP_034128616.1|DGUA
OG0001467	LOC119646387|XP_037902758.1|HILL	LOC117581946|XP_034125319.1|DGUA
OG0001468	LOC119649357|XP_037907395.1|HILL	LOC117587068|XP_034133402.1|DGUA
OG0001469	LOC119660627|XP_037925261.1|HILL	LOC117592548|XP_034142311.1|DGUA
OG0001470	LOC119650028|XP_037908433.1|HILL	LOC117579850|XP_034121839.1|DGUA
OG0001471	LOC119650245|XP_037908763.1|HILL	LOC117587190|XP_034133609.1|DGUA
OG0001472	LOC119648953|XP_037906799.1|HILL	LOC117589087|XP_034136616.1|DGUA
OG0001474	LOC119655942|XP_037918063.1|HILL	LOC117588661|XP_034135995.1|DGUA, LOC117591934|XP_034141234.1|DGUA
OG0001475	LOC119646535|XP_037902929.1|HILL	LOC117586172|XP_034131977.1|DGUA, LOC117586186|XP_034132003.1|DGUA
OG0001476	LOC119646631|XP_037903069.1|HILL	LOC117591332|XP_034140443.1|DGUA
OG0001477	LOC119653829|XP_037914803.1|HILL	LOC117585839|XP_034131471.1|DGUA
OG0001478	LOC119652561|XP_037912697.1|HILL, LOC119652209|XP_037912077.1|HILL	LOC117582637|XP_034126408.1|DGUA
OG0001480	LOC119661320|XP_037926543.1|HILL	LOC117581380|XP_034124409.1|DGUA, LOC117582634|XP_034126403.1|DGUA
OG0001481	LOC119652936|XP_037913257.1|HILL	LOC117584077|XP_034128714.1|DGUA
OG0001482	LOC119653980|XP_037915070.1|HILL	LOC117588384|XP_034135503.1|DGUA
OG0001483	LOC119653092|XP_037913523.1|HILL	LOC117587575|XP_034134293.1|DGUA
OG0001484	LOC119647542|XP_037904460.1|HILL, LOC119647544|XP_037904463.1|HILL	LOC117581869|XP_034125223.1|DGUA
OG0001485	LOC119649244|XP_037907238.1|HILL	LOC117579615|XP_034121441.1|DGUA
OG0001486	LOC119652475|XP_037912573.1|HILL	LOC117581711|XP_034124979.1|DGUA
OG0001487	LOC119651066|XP_037910330.1|HILL	LOC117588171|XP_034135173.1|DGUA
OG0001488	LOC119661214|XP_037926365.1|HILL, LOC119657365|XP_037920176.1|HILL, LOC119661305|XP_037926523.1|HILL, LOC119651417|XP_037910940.1|HILL, LOC119661215|XP_037926367.1|HILL	LOC117581975|XP_034125356.1|DGUA
OG0001489	LOC119651713|XP_037911355.1|HILL	LOC117587869|XP_034134727.1|DGUA
OG0001490	LOC119651715|XP_037911364.1|HILL	LOC117584591|XP_034129459.1|DGUA
OG0001491	LOC119646618|XP_037903052.1|HILL	LOC117582493|XP_034126156.1|DGUA
OG0001493	LOC119655859|XP_037917907.1|HILL	LOC117583529|XP_034127769.1|DGUA, LOC117590919|XP_034139841.1|DGUA
OG0001494	LOC119655481|XP_037917309.1|HILL	LOC117580881|XP_034123523.1|DGUA
OG0001495	LOC119653406|XP_037913898.1|HILL	LOC117578870|XP_034120555.1|DGUA
OG0001496	LOC119655329|XP_037917098.1|HILL	LOC117591191|XP_034140219.1|DGUA
OG0001497	LOC119657909|XP_037921011.1|HILL	LOC117588980|XP_034136463.1|DGUA
OG0001498	LOC119659865|XP_037924105.1|HILL	LOC117586107|XP_034131859.1|DGUA
OG0001500	LOC119655204|XP_037916903.1|HILL	LOC117592220|XP_034141738.1|DGUA, LOC117591707|XP_034140917.1|DGUA, LOC117592211|XP_034141714.1|DGUA, LOC117592034|XP_034141386.1|DGUA
OG0001501	LOC119659833|XP_037924057.1|HILL, LOC119660373|XP_037924818.1|HILL	LOC117586638|XP_034132759.1|DGUA
OG0001502	LOC119652025|XP_037911887.1|HILL, LOC119660909|XP_037925784.1|HILL	LOC117592141|XP_034141587.1|DGUA
OG0001503	LOC119655492|XP_037917322.1|HILL	LOC117585163|XP_034130397.1|DGUA
OG0001504	LOC119656214|XP_037918538.1|HILL	LOC117582231|XP_034125733.1|DGUA, LOC117581167|XP_034124001.1|DGUA
OG0001506	LOC119655596|XP_037917481.1|HILL	LOC117592622|XP_034142449.1|DGUA
OG0001507	LOC119655846|XP_037917889.1|HILL	LOC117580295|XP_034122670.1|DGUA
OG0001508	LOC119655979|XP_037918140.1|HILL, LOC119655613|XP_037917511.1|HILL	LOC117583291|XP_034127424.1|DGUA
OG0001509	LOC119656162|XP_037918432.1|HILL	LOC117592436|XP_034142084.1|DGUA
OG0001510	LOC119650653|XP_037909517.1|HILL	LOC117591111|XP_034140105.1|DGUA, LOC117587821|XP_034134670.1|DGUA
OG0001511	LOC119653884|XP_037914930.1|HILL	LOC117584677|XP_034129601.1|DGUA
OG0001512	LOC119655067|XP_037916688.1|HILL	LOC117579925|XP_034121960.1|DGUA
OG0001513	LOC119649806|XP_037908045.1|HILL	LOC117588880|XP_034136297.1|DGUA
OG0001515	LOC119655346|XP_037917125.1|HILL	LOC117590750|XP_034139550.1|DGUA, LOC117583281|XP_034127405.1|DGUA
OG0001517	LOC119657938|XP_037921054.1|HILL	LOC117583268|XP_034127386.1|DGUA
OG0001518	LOC119651003|XP_037910217.1|HILL, LOC119651847|XP_037911574.1|HILL, LOC119651848|XP_037911577.1|HILL, LOC119651841|XP_037911567.1|HILL, LOC119651846|XP_037911573.1|HILL, LOC119651844|XP_037911571.1|HILL, LOC119651843|XP_037911570.1|HILL, LOC119651842|XP_037911568.1|HILL	LOC117590392|XP_034138874.1|DGUA
OG0001519	LOC119648557|XP_037906255.1|HILL, LOC119659587|XP_037923674.1|HILL, LOC119648556|XP_037906254.1|HILL	LOC117586329|XP_034132212.1|DGUA
OG0001524	LOC119646742|XP_037903249.1|HILL	LOC117592163|XP_034141626.1|DGUA
OG0001527	LOC119657502|XP_037920364.1|HILL	LOC117581173|XP_034124007.1|DGUA, LOC117581174|XP_034124008.1|DGUA
OG0001534	LOC119656541|XP_037918815.1|HILL	LOC117590834|XP_034139704.1|DGUA
OG0001535	LOC119657486|XP_037920336.1|HILL	LOC117581298|XP_034124229.1|DGUA
OG0001536	LOC119646612|XP_037903042.1|HILL	LOC117580690|XP_034123206.1|DGUA
OG0001537	LOC119657890|XP_037920961.1|HILL	LOC117581972|XP_034125349.1|DGUA
OG0001538	LOC119657148|XP_037919853.1|HILL, LOC119649612|XP_037907760.1|HILL, LOC119656720|XP_037919175.1|HILL, LOC119656719|XP_037919174.1|HILL	LOC117581639|XP_034124899.1|DGUA
OG0001539	LOC119656642|XP_037919018.1|HILL	LOC117578728|XP_034120278.1|DGUA
OG0001540	LOC119652333|XP_037912272.1|HILL	LOC117581851|XP_034125199.1|DGUA
OG0001541	LOC119661222|XP_037926404.1|HILL, LOC119660851|XP_037926108.1|HILL, LOC119660158|XP_037924890.1|HILL, LOC119646856|XP_037903407.1|HILL, LOC119658780|XP_037922410.1|HILL	LOC117580432|XP_034122878.1|DGUA
OG0001542	LOC119655166|XP_037916846.1|HILL	LOC117585256|XP_034130558.1|DGUA
OG0001543	LOC119656597|XP_037918952.1|HILL	LOC117588443|XP_034135617.1|DGUA
OG0001544	LOC119657629|XP_037920561.1|HILL	LOC117581212|XP_034124077.1|DGUA
OG0001545	LOC119657564|XP_037920451.1|HILL, LOC119657548|XP_037920428.1|HILL	LOC117581656|XP_034124926.1|DGUA
OG0001546	LOC119656786|XP_037919302.1|HILL	LOC117581655|XP_034124924.1|DGUA
OG0001548	LOC119657373|XP_037920185.1|HILL	LOC117581841|XP_034125187.1|DGUA, LOC117581327|XP_034124327.1|DGUA
OG0001549	LOC119650735|XP_037909704.1|HILL	LOC117584420|XP_034129195.1|DGUA
OG0001550	LOC119658946|XP_037922743.1|HILL	LOC117589685|XP_034137732.1|DGUA
OG0001551	LOC119652541|XP_037912674.1|HILL	LOC117584920|XP_034129957.1|DGUA
OG0001552	LOC119651886|XP_037911635.1|HILL	LOC117583494|XP_034127725.1|DGUA
OG0001553	LOC119653576|XP_037914245.1|HILL	LOC117580811|XP_034123417.1|DGUA
OG0001554	LOC119651111|XP_037910405.1|HILL	LOC117589662|XP_034137689.1|DGUA
OG0001555	LOC119661540|XP_037926852.1|HILL, LOC119659822|XP_037924038.1|HILL	LOC117582050|XP_034125484.1|DGUA
OG0001556	LOC119659266|XP_037923193.1|HILL	LOC117592180|XP_034141670.1|DGUA
OG0001557	LOC119660775|XP_037925478.1|HILL	LOC117581015|XP_034123728.1|DGUA
OG0001558	LOC119658461|XP_037921793.1|HILL	LOC117588768|XP_034136139.1|DGUA
OG0001559	LOC119652859|XP_037913143.1|HILL	LOC117585268|XP_034130578.1|DGUA
OG0001560	LOC119658725|XP_037922308.1|HILL	LOC117589956|XP_034138145.1|DGUA
OG0001561	LOC119652816|XP_037913068.1|HILL, LOC119652603|XP_037912763.1|HILL	LOC117583511|XP_034127745.1|DGUA
OG0001562	LOC119649645|XP_037907828.1|HILL	LOC117584307|XP_034129023.1|DGUA
OG0001563	LOC119656807|XP_037919347.1|HILL	LOC117590068|XP_034138289.1|DGUA
OG0001564	LOC119650926|XP_037910081.1|HILL	LOC117585388|XP_034130728.1|DGUA
OG0001565	LOC119659375|XP_037923359.1|HILL	LOC117589699|XP_034137751.1|DGUA
OG0001566	LOC119653247|XP_037913780.1|HILL	LOC117581666|XP_034124940.1|DGUA, LOC117585764|XP_034131330.1|DGUA
OG0001567	LOC119655577|XP_037917438.1|HILL	LOC117590347|XP_034138769.1|DGUA
OG0001569	LOC119651771|XP_037911451.1|HILL	LOC117583350|XP_034127510.1|DGUA
OG0001570	LOC119650909|XP_037910058.1|HILL	LOC117589887|XP_034138049.1|DGUA
OG0001571	LOC119653208|XP_037913703.1|HILL	LOC117584011|XP_034128632.1|DGUA
OG0001572	LOC119661524|XP_037926828.1|HILL	LOC117588412|XP_034135571.1|DGUA
OG0001573	LOC119649346|XP_037907382.1|HILL	LOC117579054|XP_034120644.1|DGUA
OG0001574	LOC119649303|XP_037907328.1|HILL, LOC119661447|XP_037926718.1|HILL	LOC117590503|XP_034139056.1|DGUA
OG0001575	LOC119653103|XP_037913546.1|HILL	LOC117585654|XP_034131131.1|DGUA
OG0001576	LOC119646441|XP_037902819.1|HILL	LOC117585132|XP_034130351.1|DGUA
OG0001577	LOC119649888|XP_037908198.1|HILL	LOC117582932|XP_034126924.1|DGUA, LOC117582743|XP_034126574.1|DGUA
OG0001578	LOC119646947|XP_037903570.1|HILL	LOC117587943|XP_034134835.1|DGUA
OG0001579	LOC119661610|XP_037926958.1|HILL	LOC117579491|XP_034121281.1|DGUA, LOC117591408|XP_034140551.1|DGUA
OG0001580	LOC119648793|XP_037906607.1|HILL	LOC117592687|XP_034142542.1|DGUA, LOC117591763|XP_034140965.1|DGUA, LOC117592685|XP_034142537.1|DGUA
OG0001581	LOC119656055|XP_037918254.1|HILL, LOC119649348|XP_037907384.1|HILL	LOC117580747|XP_034123324.1|DGUA
OG0001582	LOC119651815|XP_037911536.1|HILL	LOC117592138|XP_034141578.1|DGUA
OG0001583	LOC119659720|XP_037923903.1|HILL	LOC117582100|XP_034125558.1|DGUA
OG0001585	LOC119656002|XP_037918168.1|HILL	LOC117588422|XP_034135590.1|DGUA, LOC117588430|XP_034135601.1|DGUA
OG0001586	LOC119647932|XP_037905200.1|HILL	LOC117580112|XP_034122282.1|DGUA
OG0001587	LOC119659167|XP_037923046.1|HILL	LOC117588970|XP_034136452.1|DGUA
OG0001588	LOC119658583|XP_037921967.1|HILL	LOC117590665|XP_034139421.1|DGUA
OG0001589	LOC119651375|XP_037910878.1|HILL	LOC117587770|XP_034134597.1|DGUA
OG0001590	LOC119655218|XP_037916923.1|HILL	LOC117591600|XP_034140807.1|DGUA
OG0001591	LOC119650695|XP_037909607.1|HILL	LOC117585194|XP_034130435.1|DGUA
OG0001592	LOC119661690|XP_037927063.1|HILL	LOC117582373|XP_034125924.1|DGUA
OG0001593	LOC119652228|XP_037912113.1|HILL, LOC119652545|XP_037912677.1|HILL	LOC117582137|XP_034125610.1|DGUA
OG0001594	LOC119655867|XP_037917922.1|HILL	LOC117583889|XP_034128434.1|DGUA
OG0001595	LOC119655772|XP_037917759.1|HILL	LOC117587330|XP_034133857.1|DGUA
OG0001596	LOC119648895|XP_037906722.1|HILL, LOC119651016|XP_037910244.1|HILL	LOC117584621|XP_034129533.1|DGUA
OG0001597	LOC119653034|XP_037913409.1|HILL	LOC117587606|XP_034134348.1|DGUA
OG0001598	LOC119653202|XP_037913698.1|HILL	LOC117584830|XP_034129849.1|DGUA
OG0001599	LOC119651069|XP_037910334.1|HILL	LOC117587664|XP_034134446.1|DGUA
OG0001600	LOC119652819|XP_037913074.1|HILL	LOC117591343|XP_034140459.1|DGUA
OG0001601	LOC119650829|XP_037909894.1|HILL	LOC117588103|XP_034135065.1|DGUA
OG0001602	LOC119651030|XP_037910270.1|HILL	LOC117588186|XP_034135197.1|DGUA
OG0001603	LOC119651768|XP_037911436.1|HILL	LOC117588008|XP_034134923.1|DGUA
OG0001604	LOC119655583|XP_037917451.1|HILL	LOC117581022|XP_034123739.1|DGUA
OG0001606	LOC119660918|XP_037925818.1|HILL, LOC119646508|XP_037902892.1|HILL	LOC117591303|XP_034140399.1|DGUA
OG0001607	LOC119653772|XP_037914699.1|HILL	LOC117584051|XP_034128682.1|DGUA
OG0001608	LOC119651382|XP_037910884.1|HILL	LOC117588153|XP_034135141.1|DGUA
OG0001609	LOC119661337|XP_037926568.1|HILL	LOC117592175|XP_034141665.1|DGUA
OG0001610	LOC119651658|XP_037911273.1|HILL	LOC117587904|XP_034134773.1|DGUA
OG0001611	LOC119659808|XP_037924012.1|HILL	LOC117582651|XP_034126441.1|DGUA
OG0001612	LOC119661586|XP_037926916.1|HILL	LOC117581789|XP_034125110.1|DGUA
OG0001613	LOC119652539|XP_037912671.1|HILL	LOC117584513|XP_034129344.1|DGUA
OG0001614	LOC119646811|XP_037903340.1|HILL	LOC117588893|XP_034136336.1|DGUA
OG0001615	LOC119652569|XP_037912710.1|HILL	LOC117588084|XP_034135043.1|DGUA
OG0001616	LOC119653567|XP_037914212.1|HILL	LOC117584255|XP_034128950.1|DGUA
OG0001617	LOC119650668|XP_037909544.1|HILL	LOC117588210|XP_034135239.1|DGUA
OG0001618	LOC119660942|XP_037925872.1|HILL	LOC117584508|XP_034129334.1|DGUA
OG0001619	LOC119652825|XP_037913082.1|HILL	LOC117588216|XP_034135249.1|DGUA
OG0001620	LOC119653577|XP_037914248.1|HILL	LOC117581391|XP_034124428.1|DGUA
OG0001621	LOC119660108|XP_037924418.1|HILL	LOC117579213|XP_034120875.1|DGUA
OG0001622	LOC119656639|XP_037919011.1|HILL	LOC117590256|XP_034138627.1|DGUA
OG0001623	LOC119646591|XP_037903012.1|HILL	LOC117582069|XP_034125516.1|DGUA
OG0001624	LOC119650947|XP_037910108.1|HILL, LOC119650944|XP_037910102.1|HILL, LOC119650943|XP_037910101.1|HILL, LOC119650946|XP_037910106.1|HILL, LOC119650941|XP_037910099.1|HILL, LOC119650942|XP_037910100.1|HILL	LOC117591561|XP_034140757.1|DGUA
OG0001625	LOC119653174|XP_037913649.1|HILL	LOC117584761|XP_034129754.1|DGUA
OG0001626	LOC119646282|XP_037902618.1|HILL	LOC117581866|XP_034125220.1|DGUA
OG0001627	LOC119659569|XP_037923651.1|HILL	LOC117585983|XP_034131691.1|DGUA
OG0001628	LOC119659955|XP_037924234.1|HILL	LOC117585416|XP_034130780.1|DGUA
OG0001629	LOC119658826|XP_037922488.1|HILL	LOC117590142|XP_034138406.1|DGUA
OG0001630	LOC119654480|XP_037915829.1|HILL	LOC117585651|XP_034131129.1|DGUA
OG0001631	LOC119660345|XP_037924763.1|HILL	LOC117585890|XP_034131536.1|DGUA
OG0001632	LOC119656711|XP_037919159.1|HILL	LOC117587767|XP_034134594.1|DGUA
OG0001633	LOC119660487|XP_037925004.1|HILL, LOC119659363|XP_037923342.1|HILL, LOC119659880|XP_037924127.1|HILL	LOC117590009|XP_034138188.1|DGUA
OG0001634	LOC119658764|XP_037922390.1|HILL	LOC117590141|XP_034138405.1|DGUA
OG0001635	LOC119660055|XP_037924362.1|HILL	LOC117591101|XP_034140094.1|DGUA
OG0001636	LOC119659847|XP_037924072.1|HILL	LOC117586373|XP_034132292.1|DGUA
OG0001637	LOC119652943|XP_037913260.1|HILL	LOC117582735|XP_034126556.1|DGUA
OG0001638	LOC119651073|XP_037910342.1|HILL	LOC117580743|XP_034123319.1|DGUA
OG0001639	LOC119656255|XP_037918601.1|HILL, LOC119656164|XP_037918435.1|HILL	LOC117585172|XP_034130408.1|DGUA
OG0001640	LOC119659939|XP_037924206.1|HILL	LOC117586412|XP_034132338.1|DGUA
OG0001641	LOC119659197|XP_037923087.1|HILL	LOC117590019|XP_034138199.1|DGUA
OG0001642	LOC119654177|XP_037915290.1|HILL	LOC117590520|XP_034139125.1|DGUA, LOC117585177|XP_034130411.1|DGUA
OG0001643	LOC119649971|XP_037908335.1|HILL	LOC117581925|XP_034125291.1|DGUA
OG0001644	LOC119650290|XP_037908848.1|HILL	LOC117579426|XP_034121197.1|DGUA
OG0001645	LOC119655084|XP_037916711.1|HILL	LOC117587802|XP_034134649.1|DGUA
OG0001646	LOC119656068|XP_037918274.1|HILL	LOC117591963|XP_034141291.1|DGUA
OG0001647	LOC119655711|XP_037917661.1|HILL	LOC117592618|XP_034142394.1|DGUA
OG0001648	LOC119649751|XP_037907972.1|HILL	LOC117580345|XP_034122742.1|DGUA
OG0001649	LOC119654460|XP_037915801.1|HILL	LOC117592128|XP_034141564.1|DGUA
OG0001650	LOC119656320|XP_037918700.1|HILL	LOC117582790|XP_034126682.1|DGUA
OG0001651	LOC119658370|XP_037921662.1|HILL	LOC117592082|XP_034141485.1|DGUA
OG0001652	LOC119649034|XP_037906920.1|HILL	LOC117579190|XP_034120849.1|DGUA
OG0001653	LOC119648676|XP_037906396.1|HILL	LOC117580235|XP_034122548.1|DGUA
OG0001654	LOC119653883|XP_037914928.1|HILL	LOC117578837|XP_034120504.1|DGUA
OG0001655	LOC119655938|XP_037918053.1|HILL	LOC117592021|XP_034141367.1|DGUA
OG0001656	LOC119651883|XP_037911629.1|HILL	LOC117583974|XP_034128572.1|DGUA
OG0001657	LOC119647486|XP_037904372.1|HILL	LOC117585207|XP_034130476.1|DGUA, LOC117591237|XP_034140302.1|DGUA
OG0001658	LOC119649775|XP_037908004.1|HILL	LOC117580128|XP_034122313.1|DGUA
OG0001659	LOC119648041|XP_037905398.1|HILL	LOC117580109|XP_034122276.1|DGUA
OG0001660	LOC119649885|XP_037908191.1|HILL	LOC117579530|XP_034121337.1|DGUA
OG0001661	LOC119654424|XP_037915743.1|HILL	LOC117584993|XP_034130113.1|DGUA
OG0001662	LOC119655308|XP_037917064.1|HILL, LOC119648390|XP_037906056.1|HILL	LOC117589426|XP_034137252.1|DGUA
OG0001664	LOC119659739|XP_037923928.1|HILL, LOC119659643|XP_037923773.1|HILL	LOC117591722|XP_034140931.1|DGUA
OG0001666	LOC119655541|XP_037917385.1|HILL, LOC119654517|XP_037915884.1|HILL, LOC119654717|XP_037916166.1|HILL, LOC119654455|XP_037915794.1|HILL	LOC117581758|XP_034125051.1|DGUA
OG0001667	LOC119647002|XP_037903655.1|HILL	LOC117591951|XP_034141257.1|DGUA
OG0001669	LOC119648541|XP_037906237.1|HILL	LOC117587249|XP_034133713.1|DGUA, LOC117587248|XP_034133711.1|DGUA
OG0001678	LOC119656538|XP_037918812.1|HILL	LOC117580896|XP_034123547.1|DGUA
OG0001679	LOC119657988|XP_037921133.1|HILL	LOC117581490|XP_034124628.1|DGUA
OG0001680	LOC119657819|XP_037920861.1|HILL	LOC117582166|XP_034125656.1|DGUA, LOC117580821|XP_034123432.1|DGUA
OG0001681	LOC119657551|XP_037920432.1|HILL, LOC119656765|XP_037919272.1|HILL	LOC117581508|XP_034124675.1|DGUA
OG0001682	LOC119652960|XP_037913284.1|HILL	LOC117582248|XP_034125750.1|DGUA, LOC117580507|XP_034122988.1|DGUA
OG0001683	LOC119647325|XP_037904184.1|HILL	LOC117588117|XP_034135082.1|DGUA
OG0001684	LOC119660953|XP_037925916.1|HILL	LOC117590653|XP_034139388.1|DGUA
OG0001685	LOC119647007|XP_037903673.1|HILL	LOC117584670|XP_034129589.1|DGUA
OG0001686	LOC119657886|XP_037920953.1|HILL	LOC117580626|XP_034123100.1|DGUA
OG0001687	LOC119658373|XP_037921663.1|HILL	LOC117590479|XP_034139028.1|DGUA
OG0001688	LOC119656875|XP_037919467.1|HILL	LOC117579093|XP_034120706.1|DGUA
OG0001689	LOC119656983|XP_037919646.1|HILL, LOC119658473|XP_037921832.1|HILL, LOC119658329|XP_037921595.1|HILL, LOC119656968|XP_037919621.1|HILL	LOC117580915|XP_034123568.1|DGUA
OG0001690	LOC119648964|XP_037906811.1|HILL	LOC117580390|XP_034122821.1|DGUA
OG0001691	LOC119658271|XP_037921489.1|HILL, LOC119660760|XP_037925454.1|HILL	LOC117581910|XP_034125270.1|DGUA
OG0001692	LOC119652052|XP_037911916.1|HILL	LOC117585263|XP_034130568.1|DGUA
OG0001693	LOC119658052|XP_037921225.1|HILL	LOC117580958|XP_034123634.1|DGUA
OG0001694	LOC119650616|XP_037909427.1|HILL	LOC117589892|XP_034138053.1|DGUA, LOC117589533|XP_034137417.1|DGUA
OG0001695	LOC119657243|XP_037919985.1|HILL	LOC117587860|XP_034134717.1|DGUA
OG0001696	LOC119660622|XP_037925253.1|HILL	LOC117589540|XP_034137425.1|DGUA
OG0001697	LOC119652005|XP_037911863.1|HILL	LOC117585180|XP_034130414.1|DGUA
OG0001698	LOC119658486|XP_037921860.1|HILL	LOC117581435|XP_034124498.1|DGUA
OG0001699	LOC119651502|XP_037911048.1|HILL	LOC117589829|XP_034137951.1|DGUA
OG0001700	LOC119659448|XP_037923460.1|HILL	LOC117586019|XP_034131740.1|DGUA
OG0001701	LOC119656877|XP_037919470.1|HILL	LOC117583263|XP_034127381.1|DGUA
OG0001702	LOC119652737|XP_037912963.1|HILL	LOC117587852|XP_034134709.1|DGUA
OG0001703	LOC119651551|XP_037911111.1|HILL	LOC117585491|XP_034130877.1|DGUA
OG0001704	LOC119651685|XP_037911314.1|HILL	LOC117585013|XP_034130144.1|DGUA
OG0001705	LOC119650660|XP_037909524.1|HILL	LOC117591475|XP_034140649.1|DGUA
OG0001706	LOC119650414|XP_037909135.1|HILL	LOC117587585|XP_034134316.1|DGUA
OG0001707	LOC119655036|XP_037916644.1|HILL	LOC117583055|XP_034127110.1|DGUA
OG0001708	LOC119654721|XP_037916171.1|HILL, LOC119654653|XP_037916069.1|HILL, LOC119654493|XP_037915844.1|HILL	LOC117583352|XP_034127513.1|DGUA
OG0001709	LOC119658818|XP_037922470.1|HILL	LOC117589187|XP_034136802.1|DGUA
OG0001710	LOC119650640|XP_037909490.1|HILL	LOC117585393|XP_034130747.1|DGUA
OG0001711	LOC119658449|XP_037921781.1|HILL	LOC117589870|XP_034138030.1|DGUA
OG0001712	LOC119656973|XP_037919631.1|HILL	LOC117585309|XP_034130628.1|DGUA
