Orthogroup	HILL.longest_only	DHYD.longest_only
OG0002003	LOC119653100|XP_037913542.1|HILL, LOC119651921|XP_037911677.1|HILL	LOC111600390|XP_023172234.2|DHYD
OG0002004	LOC119652691|XP_037912896.1|HILL	LOC111594942|XP_023164203.2|DHYD
OG0002005	LOC119652676|XP_037912873.1|HILL	LOC111594089|XP_023163004.1|DHYD
OG0002006	LOC119652692|XP_037912901.1|HILL	LOC111601767|XP_023174280.2|DHYD
OG0002007	LOC119647145|XP_037903867.1|HILL	LOC111598949|XP_023170198.2|DHYD
OG0002008	LOC119660773|XP_037925469.1|HILL	LOC111598134|XP_030081729.1|DHYD
OG0002009	LOC119661080|XP_037926200.1|HILL	LOC111593752|XP_030081270.1|DHYD
OG0002010	LOC119652866|XP_037913151.1|HILL	LOC111600383|XP_023172228.1|DHYD
OG0002011	LOC119646725|XP_037903232.1|HILL	LOC111600376|XP_023172221.2|DHYD
OG0002012	LOC119656680|XP_037919095.1|HILL	LOC111596981|XP_023167233.1|DHYD
OG0002013	LOC119650589|XP_037909361.1|HILL	LOC111600226|XP_023172031.1|DHYD
OG0002014	LOC119650239|XP_037908753.1|HILL, LOC119650220|XP_037908725.1|HILL	LOC111600065|XP_023171763.2|DHYD
OG0002015	LOC119646430|XP_037902808.1|HILL	LOC111594568|XP_023163692.1|DHYD
OG0002016	LOC119646971|XP_037903601.1|HILL	LOC111597654|XP_023168241.2|DHYD
OG0002017	LOC119651134|XP_037910456.1|HILL	LOC111601524|XP_023173914.2|DHYD
OG0002018	LOC119651428|XP_037910953.1|HILL	LOC111596282|XP_023166200.2|DHYD
OG0002019	LOC119646570|XP_037902989.1|HILL	LOC111599143|XP_023170475.2|DHYD, LOC111599142|XP_023170473.2|DHYD
OG0002020	LOC119652879|XP_037913171.1|HILL	LOC111594712|XP_023163906.2|DHYD
OG0002021	LOC119659470|XP_037923533.1|HILL	LOC111604131|XP_023177815.2|DHYD
OG0002022	LOC119646797|XP_037903314.1|HILL, LOC119650151|XP_037908617.1|HILL	LOC111602287|XP_023175059.1|DHYD
OG0002023	LOC119656328|XP_037918719.1|HILL	LOC111594552|XP_023163673.2|DHYD
OG0002024	LOC119658398|XP_037921718.1|HILL	LOC111594731|XP_023163931.1|DHYD, LOC111597271|XP_023167653.1|DHYD
OG0002025	LOC119661327|XP_037926555.1|HILL	LOC111592583|XP_023160661.2|DHYD
OG0002026	LOC119647988|XP_037905301.1|HILL	LOC111600974|XP_023173125.2|DHYD
OG0002027	LOC119655920|XP_037918014.1|HILL	LOC111600541|XP_023172449.2|DHYD
OG0002028	LOC119654882|XP_037916419.1|HILL	LOC111592150|XP_023159965.2|DHYD
OG0002029	LOC119659931|XP_037924197.1|HILL	LOC111593099|XP_023161465.2|DHYD
OG0002030	LOC119659276|XP_037923212.1|HILL	LOC111604154|XP_023177846.2|DHYD
OG0002031	LOC119655014|XP_037916612.1|HILL	LOC111592229|XP_023160080.2|DHYD
OG0002032	LOC119653873|XP_037914909.1|HILL	LOC111600295|XP_023172118.2|DHYD
OG0002033	LOC119656155|XP_037918417.1|HILL	LOC111592048|XP_023159817.2|DHYD
OG0002034	LOC119654370|XP_037915646.1|HILL	LOC111597507|XP_030079689.1|DHYD
OG0002035	LOC119660316|XP_037924719.1|HILL	LOC111604806|XP_023178792.1|DHYD, LOC111596545|XP_023166585.2|DHYD
OG0002036	LOC119660612|XP_037925233.1|HILL	LOC111596799|XP_030080729.1|DHYD
OG0002037	LOC119649129|XP_037907062.1|HILL	LOC111596031|XP_023165827.2|DHYD, LOC111597428|XP_023167894.1|DHYD
OG0002038	LOC119647281|XP_037904102.1|HILL	LOC111601472|XP_023173825.2|DHYD
OG0002039	LOC119658624|XP_037922050.1|HILL	LOC111600839|XP_023172912.1|DHYD
OG0002040	LOC119660134|XP_037924461.1|HILL	LOC111598609|XP_023169711.2|DHYD
OG0002041	LOC119653539|XP_037914144.1|HILL	LOC111596998|XP_030081958.1|DHYD
OG0002042	LOC119659806|XP_037924004.1|HILL	LOC111603393|XP_023176725.2|DHYD
OG0002043	LOC119658578|XP_037921956.1|HILL	LOC111601300|XP_023173584.2|DHYD
OG0002044	LOC119658718|XP_037922266.1|HILL	LOC111595911|XP_023165623.2|DHYD
OG0002045	LOC119659915|XP_037924168.1|HILL	LOC111604887|XP_023178895.2|DHYD
OG0002046	LOC119659215|XP_037923116.1|HILL	LOC111594275|XP_023163274.1|DHYD
OG0002047	LOC119655731|XP_037917709.1|HILL	LOC111605600|XP_030079683.1|DHYD
OG0002048	LOC119659298|XP_037923237.1|HILL	LOC111604570|XP_023178439.2|DHYD, LOC115482802|XP_030078771.1|DHYD
OG0002049	LOC119658688|XP_037922201.1|HILL	LOC111604584|XP_023178454.2|DHYD
OG0002050	LOC119658589|XP_037921977.1|HILL	LOC111604899|XP_030078697.1|DHYD
OG0002051	LOC119655921|XP_037918017.1|HILL, LOC119649941|XP_037908287.1|HILL	LOC111605397|XP_023179665.1|DHYD
OG0002052	LOC119659533|XP_037923602.1|HILL	LOC111604718|XP_023178659.1|DHYD
OG0002053	LOC119659501|XP_037923555.1|HILL	LOC111603574|XP_023176992.2|DHYD
OG0002054	LOC119660002|XP_037924308.1|HILL	LOC111594423|XP_023163479.2|DHYD
OG0002055	LOC119659025|XP_037922848.1|HILL	LOC111592015|XP_023159774.2|DHYD
OG0002056	LOC119653891|XP_037914941.1|HILL	LOC111597326|XP_023167733.1|DHYD, LOC111595060|XP_023164383.1|DHYD
OG0002057	LOC119655930|XP_037918040.1|HILL	LOC111596127|XP_023165965.1|DHYD
OG0002058	LOC119655360|XP_037917145.1|HILL	LOC111600515|XP_023172412.1|DHYD
OG0002059	LOC119655733|XP_037917711.1|HILL	LOC111604912|XP_023178923.1|DHYD
OG0002060	LOC119655395|XP_037917200.1|HILL	LOC111601272|XP_023173551.1|DHYD
OG0002061	LOC119653456|XP_037913993.1|HILL	LOC111600056|XP_023171753.1|DHYD
OG0002062	LOC119653676|XP_037914444.1|HILL	LOC111598149|XP_023168994.2|DHYD
OG0002063	LOC119655005|XP_037916601.1|HILL	LOC111596777|XP_023166896.1|DHYD
OG0002064	LOC119654268|XP_037915463.1|HILL, LOC119655743|XP_037917724.1|HILL	LOC111598172|XP_023169035.1|DHYD
OG0002065	LOC119648983|XP_037906831.1|HILL	LOC111604782|XP_023178761.2|DHYD
OG0002066	LOC119659689|XP_037923854.1|HILL	LOC111604637|XP_030078758.1|DHYD
OG0002067	LOC119660524|XP_037925073.1|HILL	LOC111592124|XP_023159927.1|DHYD
OG0002068	LOC119659187|XP_037923075.1|HILL	LOC111603520|XP_023176919.2|DHYD
OG0002069	LOC119653847|XP_037914822.1|HILL	LOC111593467|XP_023161997.2|DHYD
OG0002070	LOC119656700|XP_037919135.1|HILL	LOC111603001|XP_023176167.1|DHYD
OG0002071	LOC119655665|XP_037917579.1|HILL	LOC111596176|XP_023166047.2|DHYD, LOC111596178|XP_023166049.1|DHYD
OG0002072	LOC119659080|XP_037922923.1|HILL	LOC111594010|XP_023162875.1|DHYD
OG0002073	LOC119650208|XP_037908702.1|HILL	LOC111604310|XP_023178115.2|DHYD
OG0002074	LOC119655850|XP_037917896.1|HILL	LOC111602585|XP_023175510.1|DHYD
OG0002075	LOC119649972|XP_037908337.1|HILL	LOC111602460|XP_023175288.1|DHYD
OG0002076	LOC119656236|XP_037918582.1|HILL	LOC111599732|XP_023171246.2|DHYD
OG0002077	LOC119654575|XP_037915958.1|HILL	LOC111598206|XP_030079475.1|DHYD
OG0002078	LOC119655664|XP_037917578.1|HILL	LOC111595572|XP_023165137.1|DHYD
OG0002079	LOC119650394|XP_037909083.1|HILL	LOC111601006|XP_023173173.2|DHYD
OG0002080	LOC119654626|XP_037916026.1|HILL	LOC111598108|XP_030078906.1|DHYD, LOC111595498|XP_023165036.1|DHYD
OG0002081	LOC119654662|XP_037916081.1|HILL	LOC111599742|XP_023171272.1|DHYD
OG0002082	LOC119656303|XP_037918675.1|HILL	LOC111592497|XP_023160493.1|DHYD
OG0002083	LOC119653504|XP_037914088.1|HILL	LOC111602435|XP_023175259.2|DHYD
OG0002084	LOC119656315|XP_037918691.1|HILL	LOC111593219|XP_023161642.2|DHYD
OG0002085	LOC119656233|XP_037918577.1|HILL, LOC119655275|XP_037917019.1|HILL, LOC119655274|XP_037917014.1|HILL	LOC115483430|XP_030081257.1|DHYD, LOC111595252|XP_023164665.2|DHYD, LOC115483434|XP_030081261.1|DHYD
OG0002086	LOC119655635|XP_037917536.1|HILL	LOC111593240|XP_023161664.2|DHYD
OG0002087	LOC119654374|XP_037915655.1|HILL	LOC111604426|XP_023178254.2|DHYD
OG0002088	LOC119647909|XP_037905155.1|HILL	LOC111605691|XP_023180131.2|DHYD
OG0002089	LOC119654913|XP_037916475.1|HILL	LOC111598009|XP_023168772.1|DHYD
OG0002090	LOC119648685|XP_037906409.1|HILL	LOC111594926|XP_023164188.2|DHYD, LOC111594915|XP_023164170.2|DHYD
OG0002091	LOC119653647|XP_037914390.1|HILL, LOC119653648|XP_037914392.1|HILL, LOC119653646|XP_037914389.1|HILL	LOC111599671|XP_023171144.1|DHYD
OG0002092	LOC119647664|XP_037904667.1|HILL	LOC111604699|XP_023178637.2|DHYD
OG0002093	LOC119653692|XP_037914490.1|HILL	LOC111597001|XP_023167270.2|DHYD
OG0002094	LOC119653481|XP_037914036.1|HILL	LOC111600142|XP_023171886.1|DHYD
OG0002095	LOC119653426|XP_037913933.1|HILL	LOC111598161|XP_023169018.1|DHYD
OG0002096	LOC119653799|XP_037914741.1|HILL, LOC119655532|XP_037917374.1|HILL	LOC111597944|XP_023168668.2|DHYD
OG0002097	LOC119654127|XP_037915218.1|HILL	LOC111592166|XP_023159987.2|DHYD
OG0002098	LOC119649830|XP_037908100.1|HILL	LOC111592343|XP_023160240.1|DHYD
OG0002099	LOC119653875|XP_037914911.1|HILL	LOC111602768|XP_023175799.2|DHYD
OG0002100	LOC119647613|XP_037904574.1|HILL	LOC111595088|XP_023164412.1|DHYD
OG0002101	LOC119655574|XP_037917430.1|HILL	LOC111596377|XP_030081919.1|DHYD
OG0002102	LOC119653572|XP_037914228.1|HILL	LOC111597127|XP_023167456.1|DHYD, LOC111596983|XP_023167235.2|DHYD
OG0002103	LOC119652473|XP_037912571.1|HILL	LOC111602735|XP_023175755.2|DHYD
OG0002107	LOC119646747|XP_037903252.1|HILL	LOC111600761|XP_023172811.1|DHYD
OG0002117	LOC119657828|XP_037920874.1|HILL	LOC111603158|XP_023176403.2|DHYD
OG0002118	LOC119656808|XP_037919354.1|HILL	LOC111598510|XP_023169551.2|DHYD
OG0002119	LOC119658634|XP_037922087.1|HILL	LOC111598810|XP_023170002.2|DHYD
OG0002120	LOC119660744|XP_037925393.1|HILL	LOC111597697|XP_030081712.1|DHYD
OG0002121	LOC119651294|XP_037910741.1|HILL	LOC111595229|XP_023164628.2|DHYD
OG0002123	LOC119648401|XP_037906075.1|HILL	LOC111592897|XP_023161107.2|DHYD
OG0002124	LOC119657220|XP_037919960.1|HILL	LOC111603221|XP_030079309.1|DHYD
OG0002125	LOC119650671|XP_037909550.1|HILL	LOC111602547|XP_023175462.2|DHYD
OG0002126	LOC119647832|XP_037905001.1|HILL	LOC111605701|XP_023180144.2|DHYD
OG0002127	LOC119657602|XP_037920529.1|HILL	LOC111596563|XP_023166605.2|DHYD
OG0002128	LOC119656607|XP_037918970.1|HILL	LOC111603227|XP_030079290.1|DHYD
OG0002129	LOC119652830|XP_037913086.1|HILL	LOC111604250|XP_023178004.2|DHYD
OG0002130	LOC119657247|XP_037919992.1|HILL	LOC111605070|XP_023179173.2|DHYD
OG0002131	LOC119651496|XP_037911040.1|HILL	LOC111605445|XP_023179730.2|DHYD, LOC115483347|XP_030080717.1|DHYD
OG0002132	LOC119651555|XP_037911116.1|HILL	LOC111603890|XP_023177475.1|DHYD
OG0002133	LOC119656658|XP_037919062.1|HILL	LOC111602405|XP_023175198.1|DHYD
OG0002134	LOC119653848|XP_037914824.1|HILL	LOC111593428|XP_023161940.1|DHYD
OG0002135	LOC119656668|XP_037919077.1|HILL	LOC111597246|XP_023167612.1|DHYD
OG0002136	LOC119659975|XP_037924269.1|HILL	LOC111597842|XP_023168516.2|DHYD
OG0002137	LOC119656530|XP_037918803.1|HILL	LOC111602704|XP_023175707.1|DHYD
OG0002138	LOC119661326|XP_037926552.1|HILL	LOC111602851|XP_023175932.1|DHYD
OG0002139	LOC119646344|XP_037902706.1|HILL	LOC111596324|XP_030079962.1|DHYD
OG0002140	LOC119658046|XP_037921217.1|HILL	LOC111603132|XP_023176374.2|DHYD
OG0002141	LOC119658647|XP_037922113.1|HILL	LOC111600803|XP_023172861.1|DHYD
OG0002142	LOC119652352|XP_037912360.1|HILL	LOC111601983|XP_023174635.1|DHYD
OG0002143	LOC119646616|XP_037903050.1|HILL	LOC111599471|XP_023170910.2|DHYD
OG0002144	LOC119660743|XP_037925386.1|HILL	LOC111595890|XP_023165587.2|DHYD
OG0002145	LOC119661362|XP_037926640.1|HILL	LOC111601449|XP_023173794.1|DHYD
OG0002146	LOC119650779|XP_037909815.1|HILL	LOC111605592|XP_023179964.1|DHYD
OG0002147	LOC119657972|XP_037921111.1|HILL	LOC115483088|XP_030080039.1|DHYD, LOC111594046|XP_023162929.2|DHYD
OG0002148	LOC119656565|XP_037918877.1|HILL	LOC111598080|XP_023168894.2|DHYD
OG0002149	LOC119660866|XP_037925690.1|HILL	LOC111597923|XP_030081705.1|DHYD
OG0002150	LOC119646740|XP_037903246.1|HILL	LOC111598117|XP_023168939.1|DHYD
OG0002151	LOC119661168|XP_037926312.1|HILL, LOC119646524|XP_037902916.1|HILL	LOC111592672|XP_023160804.1|DHYD
OG0002152	LOC119652511|XP_037912633.1|HILL	LOC111592937|XP_030080725.1|DHYD
OG0002153	LOC119652345|XP_037912298.1|HILL	LOC111592690|XP_023160825.2|DHYD, LOC111592691|XP_023160826.2|DHYD
OG0002154	LOC119657793|XP_037920805.1|HILL	LOC111605112|XP_023179231.1|DHYD
OG0002155	LOC119658159|XP_037921355.1|HILL	LOC111602000|XP_023174657.1|DHYD
OG0002156	LOC119660802|XP_037925559.1|HILL	LOC111595337|XP_023164777.2|DHYD
OG0002157	LOC119651054|XP_037910311.1|HILL	LOC111594627|XP_030080772.1|DHYD, LOC115483332|XP_030080650.1|DHYD
OG0002158	LOC119651960|XP_037911747.1|HILL, LOC119651888|XP_037911638.1|HILL, LOC119659188|XP_037923076.1|HILL	LOC111603527|XP_023176931.2|DHYD
OG0002159	LOC119651415|XP_037910937.1|HILL	LOC111603840|XP_023177377.1|DHYD
OG0002160	LOC119653182|XP_037913664.1|HILL	LOC111601511|XP_023173874.2|DHYD
OG0002161	LOC119650997|XP_037910210.1|HILL	LOC111595976|XP_023165725.1|DHYD
OG0002162	LOC119659601|XP_037923697.1|HILL	LOC111601799|XP_023174344.2|DHYD
OG0002163	LOC119652577|XP_037912719.1|HILL	LOC111594282|XP_023163320.1|DHYD, LOC111593097|XP_023161463.1|DHYD
OG0002164	LOC119658470|XP_037921820.1|HILL	LOC111603016|XP_023176207.1|DHYD
OG0002165	LOC119651145|XP_037910477.1|HILL	LOC111595924|XP_023165645.2|DHYD
OG0002166	LOC119646480|XP_037902861.1|HILL	LOC111592913|XP_023161130.1|DHYD
OG0002167	LOC119660949|XP_037925889.1|HILL	LOC111597987|XP_023168733.1|DHYD
OG0002168	LOC119658017|XP_037921174.1|HILL	LOC111600075|XP_023171780.2|DHYD
OG0002169	LOC119658302|XP_037921533.1|HILL	LOC111598675|XP_023169802.2|DHYD
OG0002170	LOC119660722|XP_037925301.1|HILL	LOC111594140|XP_030080182.1|DHYD
OG0002171	LOC119657940|XP_037921057.1|HILL	LOC111602739|XP_023175758.1|DHYD
OG0002172	LOC119657818|XP_037920860.1|HILL	LOC111599589|XP_023171034.1|DHYD
OG0002173	LOC119660310|XP_037924716.1|HILL	LOC111600888|XP_023172997.1|DHYD, LOC111601532|XP_023173936.1|DHYD
OG0002174	LOC119651946|XP_037911728.1|HILL	LOC111601452|XP_023173797.2|DHYD
OG0002175	LOC119651947|XP_037911729.1|HILL	LOC111601453|XP_023173798.1|DHYD
OG0002176	LOC119652239|XP_037912142.1|HILL	LOC111601502|XP_023173864.1|DHYD
OG0002177	LOC119651431|XP_037910957.1|HILL	LOC111598604|XP_023169694.1|DHYD
OG0002178	LOC119656556|XP_037918862.1|HILL	LOC111598226|XP_023169153.2|DHYD
OG0002179	LOC119652952|XP_037913273.1|HILL	LOC111601350|XP_023173650.2|DHYD
OG0002180	LOC119653216|XP_037913716.1|HILL	LOC111603233|XP_023176505.2|DHYD
OG0002181	LOC119657501|XP_037920363.1|HILL	LOC115483039|XP_030079705.1|DHYD, LOC111594255|XP_023163244.1|DHYD
OG0002182	LOC119653170|XP_037913639.1|HILL	LOC111594612|XP_023163763.2|DHYD
OG0002183	LOC119654245|XP_037915415.1|HILL	LOC111597978|XP_023168721.1|DHYD
OG0002184	LOC119660227|XP_037924603.1|HILL, LOC119660228|XP_037924604.1|HILL	LOC111593245|XP_023161667.1|DHYD
OG0002185	LOC119651143|XP_037910474.1|HILL	LOC111594967|XP_023164234.2|DHYD
OG0002186	LOC119651163|XP_037910509.1|HILL	LOC111602295|XP_023175064.2|DHYD
OG0002187	LOC119651707|XP_037911348.1|HILL	LOC111599876|XP_023171462.1|DHYD
OG0002188	LOC119656601|XP_037918961.1|HILL	LOC111600103|XP_023171832.1|DHYD
OG0002189	LOC119656534|XP_037918808.1|HILL	LOC111600826|XP_023172898.1|DHYD
OG0002190	LOC119656531|XP_037918804.1|HILL	LOC111598274|XP_023169219.1|DHYD
OG0002191	LOC119658503|XP_037921893.1|HILL	LOC111605711|XP_023180165.2|DHYD
OG0002192	LOC119650042|XP_037908453.1|HILL	LOC115482932|XP_030079128.1|DHYD, LOC111594367|XP_023163400.2|DHYD
OG0002193	LOC119650569|XP_037909314.1|HILL	LOC111601798|XP_023174343.2|DHYD
OG0002194	LOC119651777|XP_037911459.1|HILL	LOC111603488|XP_023176854.1|DHYD
OG0002195	LOC119651763|XP_037911430.1|HILL	LOC111596485|XP_023166514.2|DHYD
OG0002196	LOC119660377|XP_037924823.1|HILL	LOC111601347|XP_023173647.1|DHYD
OG0002197	LOC119651176|XP_037910531.1|HILL	LOC111596885|XP_023167103.2|DHYD, LOC115482997|XP_030079513.1|DHYD
OG0002198	LOC119660590|XP_037925187.1|HILL	LOC111602795|XP_023175837.2|DHYD
OG0002199	LOC119660116|XP_037924433.1|HILL	LOC111605428|XP_023179705.1|DHYD, LOC111605438|XP_023179721.2|DHYD
OG0002200	LOC119652671|XP_037912865.1|HILL	LOC111600866|XP_023172956.1|DHYD
OG0002202	LOC119651531|XP_037911090.1|HILL	LOC111594506|XP_023163587.2|DHYD
OG0002203	LOC119652412|XP_037912453.1|HILL	LOC111597067|XP_023167365.2|DHYD
OG0002204	LOC119651218|XP_037910600.1|HILL	LOC111598811|XP_023170003.1|DHYD
OG0002205	LOC119651865|XP_037911601.1|HILL	LOC111603304|XP_023176597.1|DHYD
OG0002206	LOC119652902|XP_037913206.1|HILL	LOC111603502|XP_023176877.2|DHYD
OG0002207	LOC119650917|XP_037910070.1|HILL	LOC111595898|XP_023165610.2|DHYD
OG0002208	LOC119652747|XP_037912974.1|HILL	LOC111595362|XP_023164819.2|DHYD
OG0002209	LOC119646183|XP_037902493.1|HILL	LOC111596470|XP_023166490.2|DHYD
OG0002210	LOC119652626|XP_037912800.1|HILL	LOC111595687|XP_030080629.1|DHYD
OG0002211	LOC119650782|XP_037909821.1|HILL	LOC111605521|XP_023179850.1|DHYD
OG0002212	LOC119651457|XP_037910991.1|HILL	LOC111604273|XP_023178039.2|DHYD
OG0002213	LOC119656652|XP_037919045.1|HILL	LOC111600825|XP_023172897.1|DHYD
OG0002214	LOC119658013|XP_037921167.1|HILL, LOC119657904|XP_037920992.1|HILL	LOC111605460|XP_023179745.2|DHYD
OG0002215	LOC119651153|XP_037910489.1|HILL	LOC111602008|XP_023174666.2|DHYD
OG0002216	LOC119658048|XP_037921220.1|HILL	LOC111597048|XP_030082026.1|DHYD
OG0002217	LOC119651310|XP_037910765.1|HILL	LOC111595685|XP_023165294.2|DHYD
OG0002218	LOC119657383|XP_037920196.1|HILL	LOC111596820|XP_023166955.2|DHYD
OG0002219	LOC119657494|XP_037920350.1|HILL	LOC111605547|XP_023179877.2|DHYD
OG0002220	LOC119658101|XP_037921295.1|HILL	LOC111605498|XP_023179816.2|DHYD
OG0002221	LOC119648528|XP_037906224.1|HILL	LOC111595656|XP_023165247.2|DHYD
OG0002222	LOC119659466|XP_037923481.1|HILL	LOC111604082|XP_023177734.1|DHYD
OG0002223	LOC119660616|XP_037925236.1|HILL	LOC111605288|XP_023179508.1|DHYD
OG0002224	LOC119659327|XP_037923288.1|HILL	LOC111604174|XP_030081415.1|DHYD
OG0002225	LOC119647812|XP_037904959.1|HILL	LOC111603070|XP_023176296.2|DHYD
OG0002226	LOC119646855|XP_037903406.1|HILL	LOC111597645|XP_023168219.1|DHYD
OG0002227	LOC119654275|XP_037915480.1|HILL	LOC111605706|XP_030080884.1|DHYD, LOC115482833|XP_030078927.1|DHYD
OG0002228	LOC119646814|XP_037903343.1|HILL	LOC111594154|XP_023163103.1|DHYD
OG0002229	LOC119647063|XP_037903749.1|HILL, LOC119647328|XP_037904194.1|HILL	LOC111593896|XP_023162733.2|DHYD
OG0002230	LOC119651222|XP_037910610.1|HILL	LOC111605264|XP_023179470.2|DHYD
OG0002231	LOC119650627|XP_037909458.1|HILL	LOC111593798|XP_023162587.2|DHYD
OG0002232	LOC119647095|XP_037903793.1|HILL	LOC111593327|XP_023161807.1|DHYD
OG0002233	LOC119649443|XP_037907522.1|HILL	LOC111598706|XP_023169859.1|DHYD
OG0002235	LOC119656207|XP_037918530.1|HILL	LOC111593755|XP_030081275.1|DHYD
OG0002236	LOC119654446|XP_037915780.1|HILL	LOC111600106|XP_023171836.1|DHYD
OG0002237	LOC119648981|XP_037906834.1|HILL	LOC111600104|XP_023171833.2|DHYD
OG0002238	LOC119646673|XP_037903131.1|HILL	LOC111604657|XP_023178594.2|DHYD
OG0002239	LOC119650661|XP_037909529.1|HILL, LOC119660823|XP_037925614.1|HILL	LOC111593555|XP_023162179.1|DHYD
OG0002240	LOC119653608|XP_037914303.1|HILL	LOC111603847|XP_023177399.1|DHYD
OG0002241	LOC119649540|XP_037907655.1|HILL	LOC111605680|XP_023180116.1|DHYD
OG0002242	LOC119650457|XP_037909241.1|HILL	LOC111602911|XP_023176021.2|DHYD
OG0002243	LOC119648974|XP_037906824.1|HILL	LOC111595978|XP_023165730.2|DHYD
OG0002244	LOC119648399|XP_037906071.1|HILL	LOC111604777|XP_023178752.2|DHYD
OG0002245	LOC119647821|XP_037904979.1|HILL	LOC111603035|XP_023176231.2|DHYD
OG0002246	LOC119661166|XP_037926309.1|HILL	LOC111605736|XP_030080948.1|DHYD
OG0002247	LOC119649772|XP_037908000.1|HILL	LOC111600076|XP_023171783.1|DHYD
OG0002248	LOC119650105|XP_037908553.1|HILL	LOC111595271|XP_023164686.2|DHYD
OG0002249	LOC119650067|XP_037908492.1|HILL	LOC111601563|XP_023173977.1|DHYD
OG0002250	LOC119661059|XP_037926188.1|HILL	LOC111602128|XP_023174844.2|DHYD
OG0002251	LOC119646912|XP_037903511.1|HILL	LOC111602085|XP_023174787.1|DHYD
OG0002252	LOC119647096|XP_037903794.1|HILL, LOC119661252|XP_037926428.1|HILL, LOC119661187|XP_037926335.1|HILL	LOC111602115|XP_023174831.2|DHYD
OG0002253	LOC119661309|XP_037926529.1|HILL	LOC111604085|XP_023177743.2|DHYD
OG0002254	LOC119659864|XP_037924104.1|HILL	LOC111594825|XP_023164058.1|DHYD
OG0002255	LOC119659877|XP_037924124.1|HILL	LOC111604737|XP_023178682.1|DHYD
OG0002256	LOC119647267|XP_037904084.1|HILL	LOC111604080|XP_030081286.1|DHYD
OG0002257	LOC119659138|XP_037923001.1|HILL	LOC111605261|XP_023179467.2|DHYD
OG0002258	LOC119649712|XP_037907914.1|HILL	LOC111601029|XP_023173206.2|DHYD
OG0002259	LOC119660723|XP_037925304.1|HILL	LOC111596523|XP_030079580.1|DHYD
OG0002260	LOC119650103|XP_037908551.1|HILL	LOC111604465|XP_023178315.2|DHYD
OG0002261	LOC119649098|XP_037907029.1|HILL	LOC111605067|XP_023179166.2|DHYD
OG0002262	LOC119655348|XP_037917128.1|HILL	LOC111592113|XP_030081976.1|DHYD
OG0002263	LOC119649924|XP_037908255.1|HILL	LOC111596940|XP_023167160.1|DHYD
OG0002264	LOC119646417|XP_037902791.1|HILL	LOC111604081|XP_023177733.2|DHYD
OG0002265	LOC119649321|XP_037907351.1|HILL	LOC111592965|XP_023161225.1|DHYD
OG0002266	LOC119649683|XP_037907872.1|HILL	LOC111605624|XP_023180044.1|DHYD
OG0002267	LOC119647746|XP_037904789.1|HILL	LOC111592740|XP_023160906.1|DHYD
OG0002268	LOC119648816|XP_037906597.1|HILL	LOC111601675|XP_023174142.1|DHYD
OG0002269	LOC119661153|XP_037926293.1|HILL	LOC111599941|XP_023171558.2|DHYD
OG0002270	LOC119646408|XP_037902781.1|HILL	LOC111594034|XP_023162915.2|DHYD
OG0002271	LOC119647797|XP_037904933.1|HILL	LOC111599814|XP_023171369.2|DHYD
OG0002272	LOC119647750|XP_037904797.1|HILL	LOC111595282|XP_023164703.1|DHYD
OG0002273	LOC119649571|XP_037907701.1|HILL	LOC111593544|XP_023162134.1|DHYD
OG0002274	LOC119647790|XP_037904910.1|HILL	LOC111594922|XP_030081211.1|DHYD
OG0002275	LOC119647795|XP_037904925.1|HILL	LOC111602913|XP_023176024.2|DHYD
OG0002277	LOC119649061|XP_037906973.1|HILL	LOC111592449|XP_023160402.1|DHYD
OG0002278	LOC119650383|XP_037909050.1|HILL	LOC111604776|XP_023178750.2|DHYD
OG0002279	LOC119648852|XP_037906657.1|HILL, LOC119649155|XP_037907094.1|HILL	LOC111597493|XP_023168019.1|DHYD
OG0002280	LOC119648199|XP_037905723.1|HILL	LOC111594881|XP_023164135.2|DHYD
OG0002281	LOC119648008|XP_037905336.1|HILL	LOC111605666|XP_023180098.2|DHYD
OG0002282	LOC119649086|XP_037907016.1|HILL	LOC111595300|XP_023164723.2|DHYD
OG0002283	LOC119657305|XP_037920132.1|HILL, LOC119657228|XP_037920008.1|HILL, LOC119657393|XP_037920249.1|HILL	LOC111605260|XP_023179466.2|DHYD
OG0002284	LOC119646518|XP_037902906.1|HILL	LOC111593295|XP_023161743.1|DHYD
OG0002285	LOC119650463|XP_037909255.1|HILL	LOC111593416|XP_023161926.2|DHYD
OG0002286	LOC119649955|XP_037908319.1|HILL	LOC111593911|XP_023162754.2|DHYD
OG0002287	LOC119653021|XP_037913392.1|HILL	LOC111594033|XP_023162913.2|DHYD
OG0002288	LOC119648663|XP_037906373.1|HILL	LOC111599778|XP_023171313.2|DHYD
OG0002289	LOC119649250|XP_037907246.1|HILL	LOC111605170|XP_023179326.1|DHYD
OG0002290	LOC119651797|XP_037911508.1|HILL	LOC111602260|XP_023175022.2|DHYD
OG0002291	LOC119647226|XP_037903991.1|HILL	LOC111599945|XP_023171564.1|DHYD
OG0002292	LOC119653533|XP_037914141.1|HILL	LOC111599942|XP_023171559.1|DHYD
OG0002293	LOC119659415|XP_037923419.1|HILL	LOC111600001|XP_023171671.2|DHYD
