Orthogroup	HILL.longest_only	DEUG.longest_only
OG0000672	LOC119650087|XP_037908523.1|HILL	LOC108102940|XP_017063698.1|DEUG, LOC108105077|XP_017066990.1|DEUG
OG0000673	LOC119660964|XP_037925936.1|HILL	LOC108118391|XP_017086556.1|DEUG, LOC108104252|XP_017065690.1|DEUG
OG0000677	LOC119656746|XP_037919233.1|HILL	LOC108114741|XP_017081345.1|DEUG, LOC108111882|XP_017077001.1|DEUG
OG0000678	LOC119659257|XP_037923177.1|HILL	LOC108117258|XP_017085098.1|DEUG, LOC108111145|XP_017076003.1|DEUG
OG0000679	LOC119656788|XP_037919316.1|HILL	LOC108118066|XP_017086098.1|DEUG, LOC108103029|XP_017063844.1|DEUG
OG0000680	LOC119657277|XP_037920044.1|HILL	LOC108103778|XP_017064897.1|DEUG, LOC108103776|XP_017064893.1|DEUG
OG0000681	LOC119656887|XP_037919485.1|HILL	LOC108116924|XP_017084553.1|DEUG, LOC108103812|XP_017064987.1|DEUG
OG0000683	LOC119650893|XP_037910000.1|HILL	LOC108116667|XP_017084152.1|DEUG
OG0000684	LOC119651814|XP_037911533.1|HILL	LOC108111733|XP_017076776.1|DEUG, LOC108116688|XP_017084190.1|DEUG
OG0000685	LOC119650879|XP_037909972.1|HILL	LOC108110132|XP_017074527.1|DEUG, LOC108110206|XP_017074671.1|DEUG
OG0000686	LOC119661265|XP_037926448.1|HILL	LOC108113341|XP_017079391.1|DEUG, LOC108106043|XP_017068384.1|DEUG
OG0000687	LOC119648898|XP_037906728.1|HILL	LOC108108943|XP_017072687.1|DEUG, LOC108107575|XP_017070625.1|DEUG
OG0000688	LOC119655131|XP_037916797.1|HILL	LOC108112525|XP_017077938.1|DEUG, LOC108118395|XP_017086560.1|DEUG, LOC108118306|XP_017086405.1|DEUG, LOC108117444|XP_017085353.1|DEUG, LOC108114749|XP_017081350.1|DEUG, LOC108116194|XP_017083427.1|DEUG, LOC108111830|XP_017076926.1|DEUG, LOC108118307|XP_017086406.1|DEUG
OG0000689	LOC119657177|XP_037919895.1|HILL	LOC108104872|XP_017066687.1|DEUG, LOC108104871|XP_017066686.1|DEUG
OG0000690	LOC119653596|XP_037914274.1|HILL	LOC108104991|XP_017066856.1|DEUG
OG0000691	LOC119649978|XP_037908346.1|HILL	LOC108110679|XP_017075292.1|DEUG, LOC108108549|XP_017072116.1|DEUG
OG0000692	LOC119648625|XP_037906323.1|HILL, LOC119647809|XP_037904952.1|HILL, LOC119652487|XP_037912595.1|HILL	LOC108113899|XP_017080094.1|DEUG, LOC108113898|XP_017080093.1|DEUG
OG0000693	LOC119657578|XP_037920474.1|HILL	LOC108105341|XP_017067326.1|DEUG
OG0000693	LOC119657891|XP_037920962.1|HILL	LOC108117269|XP_017085113.1|DEUG
OG0000694	LOC119653610|XP_037914300.1|HILL	LOC108110125|XP_017074520.1|DEUG, LOC108114369|XP_017080808.1|DEUG
OG0000695	LOC119652336|XP_037912278.1|HILL	LOC108113459|XP_017079529.1|DEUG, LOC108113466|XP_017079536.1|DEUG
OG0000696	LOC119646793|XP_037903310.1|HILL	LOC108114087|XP_017080331.1|DEUG
OG0000696	LOC119661444|XP_037926717.1|HILL	LOC108106081|XP_017068428.1|DEUG, LOC108106091|XP_017068439.1|DEUG
OG0000697	LOC119650562|XP_037909296.1|HILL	LOC108109672|XP_017073744.1|DEUG, LOC108113442|XP_017079501.1|DEUG
OG0000698	LOC119658246|XP_037921452.1|HILL	LOC108110525|XP_017075095.1|DEUG
OG0000698	LOC119647067|XP_037903752.1|HILL	LOC108110474|XP_017075031.1|DEUG
OG0000699	LOC119651230|XP_037910634.1|HILL	LOC108107128|XP_017070011.1|DEUG, LOC108115583|XP_017082584.1|DEUG
OG0000700	LOC119646407|XP_037902779.1|HILL	LOC108110951|XP_017075735.1|DEUG, LOC108111056|XP_017075873.1|DEUG
OG0000701	LOC119646960|XP_037903587.1|HILL	LOC108111904|XP_017077031.1|DEUG, LOC108103030|XP_017063845.1|DEUG
OG0000702	LOC119660330|XP_037924740.1|HILL	LOC108113581|XP_017079713.1|DEUG, LOC108113580|XP_017079690.1|DEUG
OG0000703	LOC119654345|XP_037915612.1|HILL	LOC108105835|XP_017068071.1|DEUG, LOC108112711|XP_017078423.1|DEUG
OG0000704	LOC119656221|XP_037918548.1|HILL	LOC108102438|XP_017062914.1|DEUG, LOC108103999|XP_017065278.1|DEUG
OG0000705	LOC119647711|XP_037904729.1|HILL	LOC108102844|XP_017063525.1|DEUG, LOC108102860|XP_017063551.1|DEUG
OG0000707	LOC119653490|XP_037914046.1|HILL	LOC108112148|XP_017077385.1|DEUG, LOC108102919|XP_017063660.1|DEUG
OG0000708	LOC119656653|XP_037919046.1|HILL	LOC108110297|XP_017074788.1|DEUG, LOC108109942|XP_017074233.1|DEUG
OG0000709	LOC119653532|XP_037914134.1|HILL	LOC108113488|XP_017079563.1|DEUG, LOC108103905|XP_017065142.1|DEUG
OG0000710	LOC119654565|XP_037915943.1|HILL	LOC108115119|XP_017081859.1|DEUG, LOC108113239|XP_017079272.1|DEUG
OG0000711	LOC119656215|XP_037918541.1|HILL	LOC108114734|XP_017081333.1|DEUG, LOC108117614|XP_017085632.1|DEUG
OG0000713	LOC119655497|XP_037917327.1|HILL	LOC108115264|XP_017082110.1|DEUG, LOC108113229|XP_017079255.1|DEUG
OG0000714	LOC119648844|XP_037906647.1|HILL	LOC108105346|XP_017067341.1|DEUG, LOC108107988|XP_017071325.1|DEUG
OG0000716	LOC119649173|XP_037907129.1|HILL	LOC108103229|XP_017064118.1|DEUG, LOC108104285|XP_017065744.1|DEUG
OG0000717	LOC119646150|XP_037902445.1|HILL, LOC119648535|XP_037906231.1|HILL, LOC119650388|XP_037909075.1|HILL, LOC119648930|XP_037906771.1|HILL	LOC108116753|XP_017084260.1|DEUG
OG0000718	LOC119660961|XP_037925932.1|HILL	LOC108102387|XP_017062818.1|DEUG
OG0000719	LOC119649989|XP_037908372.1|HILL, LOC119649354|XP_037907390.1|HILL	LOC108114245|XP_017080623.1|DEUG, LOC108114069|XP_017080312.1|DEUG
OG0000724	LOC119657926|XP_037921041.1|HILL	LOC108117712|XP_017085756.1|DEUG, LOC108111329|XP_017076238.1|DEUG
OG0000726	LOC119653055|XP_037913462.1|HILL	LOC108111510|XP_017076514.1|DEUG, LOC108111471|XP_017076431.1|DEUG
OG0000727	LOC119658886|XP_037922601.1|HILL	LOC108117302|XP_017085151.1|DEUG, LOC108117304|XP_017085152.1|DEUG, LOC108117045|XP_017084705.1|DEUG
OG0000728	LOC119650595|XP_037909372.1|HILL	LOC108103109|XP_017063965.1|DEUG, LOC108109695|XP_017073805.1|DEUG
OG0000729	LOC119652827|XP_037913083.1|HILL	LOC108115744|XP_017082803.1|DEUG, LOC108115763|XP_017082820.1|DEUG
OG0000730	LOC119647745|XP_037904788.1|HILL	LOC108103906|XP_017065144.1|DEUG, LOC108111468|XP_017076432.1|DEUG
OG0000731	LOC119646681|XP_037903161.1|HILL	LOC108108134|XP_017071544.1|DEUG, LOC108112333|XP_017077650.1|DEUG
OG0000732	LOC119648801|XP_037906578.1|HILL	LOC108114189|XP_017080488.1|DEUG, LOC108114188|XP_017080486.1|DEUG
OG0000733	LOC119648378|XP_037906038.1|HILL	LOC108115945|XP_017083070.1|DEUG, LOC108108015|XP_017071360.1|DEUG
OG0000734	LOC119650154|XP_037908624.1|HILL	LOC108117606|XP_017085618.1|DEUG, LOC108108068|XP_017071434.1|DEUG
OG0000735	LOC119651169|XP_037910516.1|HILL	LOC108104440|XP_017065989.1|DEUG
OG0000736	LOC119651873|XP_037911608.1|HILL	LOC108110540|XP_017075110.1|DEUG, LOC108110541|XP_017075112.1|DEUG
OG0000738	LOC119651288|XP_037910731.1|HILL	LOC108118339|XP_017086462.1|DEUG, LOC108105767|XP_017067976.1|DEUG
OG0000739	LOC119659661|XP_037923798.1|HILL	LOC108116175|XP_017083406.1|DEUG, LOC108116174|XP_017083403.1|DEUG
OG0000740	LOC119660242|XP_037924623.1|HILL	LOC108110537|XP_017075111.1|DEUG
OG0000741	LOC119660617|XP_037925245.1|HILL	LOC108102917|XP_017063657.1|DEUG, LOC108111527|XP_017076537.1|DEUG
OG0000742	LOC119655245|XP_037916962.1|HILL	LOC108109700|XP_017073815.1|DEUG, LOC108109715|XP_017073836.1|DEUG
OG0000743	LOC119647882|XP_037905097.1|HILL	LOC108102832|XP_017063512.1|DEUG, LOC108112147|XP_017077383.1|DEUG
OG0000744	LOC119654872|XP_037916395.1|HILL, LOC119655078|XP_037916705.1|HILL, LOC119655079|XP_037916706.1|HILL, LOC119653866|XP_037914852.1|HILL	LOC108112201|XP_017077504.1|DEUG
OG0000745	LOC119659729|XP_037923913.1|HILL, LOC119657154|XP_037919858.1|HILL	LOC108108865|XP_017072571.1|DEUG, LOC108112741|XP_017078468.1|DEUG
OG0000746	LOC119654765|XP_037916233.1|HILL	LOC108109130|XP_017073016.1|DEUG, LOC108109131|XP_017073017.1|DEUG
OG0000747	LOC119653703|XP_037914507.1|HILL	LOC108116783|XP_017084317.1|DEUG, LOC108116731|XP_017084237.1|DEUG
OG0000748	LOC119657475|XP_037920323.1|HILL	LOC108110603|XP_017075190.1|DEUG, LOC108102460|XP_017062957.1|DEUG
OG0000750	LOC119649340|XP_037907375.1|HILL, LOC119649569|XP_037907732.1|HILL, LOC119651028|XP_037910304.1|HILL, LOC119651099|XP_037910421.1|HILL	LOC108106348|XP_017068817.1|DEUG, LOC108109860|XP_017074133.1|DEUG
OG0000753	LOC119651896|XP_037911650.1|HILL	LOC108111821|XP_017076918.1|DEUG, LOC108108286|XP_017071778.1|DEUG
OG0000754	LOC119657544|XP_037920415.1|HILL	LOC108103468|XP_017064455.1|DEUG, LOC108102941|XP_017063699.1|DEUG
OG0000755	LOC119652498|XP_037912609.1|HILL	LOC108116810|XP_017084347.1|DEUG, LOC108116811|XP_017084348.1|DEUG
OG0000756	LOC119651830|XP_037911552.1|HILL	LOC108113705|XP_017079873.1|DEUG
OG0000756	LOC119652905|XP_037913209.1|HILL	LOC108113701|XP_017079867.1|DEUG
OG0000757	LOC119647880|XP_037905096.1|HILL	LOC108107777|XP_017070961.1|DEUG
OG0000758	LOC119648790|XP_037906564.1|HILL	LOC108114719|XP_017081309.1|DEUG, LOC108114694|XP_017081279.1|DEUG
OG0000759	LOC119648906|XP_037906739.1|HILL	LOC108108222|XP_017071678.1|DEUG, LOC108108236|XP_017071692.1|DEUG
OG0000760	LOC119661608|XP_037926952.1|HILL	LOC108113340|XP_017079389.1|DEUG
OG0000761	LOC119650713|XP_037909650.1|HILL	LOC108111088|XP_017075913.1|DEUG, LOC108110915|XP_017075672.1|DEUG
OG0000762	LOC119661373|XP_037926619.1|HILL	LOC108106188|XP_017068601.1|DEUG
OG0000763	LOC119646339|XP_037902693.1|HILL, LOC119647079|XP_037903764.1|HILL	LOC108115442|XP_017082367.1|DEUG, LOC108115433|XP_017082359.1|DEUG
OG0000764	LOC119654962|XP_037916548.1|HILL	LOC108115594|XP_017082597.1|DEUG
OG0000765	LOC119654298|XP_037915532.1|HILL	LOC108102787|XP_017063437.1|DEUG, LOC108118528|XP_017086764.1|DEUG
OG0000766	LOC119654919|XP_037916494.1|HILL	LOC108110590|XP_017075176.1|DEUG, LOC108105457|XP_017067544.1|DEUG
OG0000767	LOC119649895|XP_037908215.1|HILL	LOC108115233|XP_017082079.1|DEUG, LOC108108782|XP_017072442.1|DEUG
OG0000768	LOC119650429|XP_037909174.1|HILL	LOC108114684|XP_017081265.1|DEUG
OG0000769	LOC119657753|XP_037920735.1|HILL	LOC108113698|XP_017079863.1|DEUG, LOC108117719|XP_017085767.1|DEUG
OG0000770	LOC119661185|XP_037926332.1|HILL, LOC119653991|XP_037915091.1|HILL, LOC119661671|XP_037927036.1|HILL, LOC119653978|XP_037915071.1|HILL, LOC119654016|XP_037915109.1|HILL, LOC119653984|XP_037915075.1|HILL, LOC119658450|XP_037921786.1|HILL	LOC108104842|XP_017066640.1|DEUG
OG0000771	LOC119658887|XP_037922605.1|HILL	LOC108108167|XP_017071596.1|DEUG, LOC108108156|XP_017071578.1|DEUG
OG0000772	LOC119647072|XP_037903758.1|HILL, LOC119646422|XP_037902795.1|HILL, LOC119661462|XP_037926751.1|HILL, LOC119646139|XP_037902424.1|HILL	LOC108107296|XP_017070241.1|DEUG, LOC108112712|XP_017078427.1|DEUG
OG0000774	LOC119657784|XP_037920791.1|HILL	LOC108107310|XP_017070270.1|DEUG, LOC108107309|XP_017070269.1|DEUG, LOC108107308|XP_017070267.1|DEUG
OG0000778	LOC119657401|XP_037920220.1|HILL, LOC119657973|XP_037921113.1|HILL	LOC108108047|XP_017071410.1|DEUG, LOC108117455|XP_017085359.1|DEUG
OG0000779	LOC119657107|XP_037919794.1|HILL	LOC108118383|XP_017086547.1|DEUG
OG0000780	LOC119657989|XP_037921134.1|HILL	LOC108104863|XP_017066674.1|DEUG
OG0000781	LOC119658295|XP_037921520.1|HILL	LOC108103425|XP_017064381.1|DEUG, LOC108116732|XP_017084238.1|DEUG
OG0000782	LOC119657096|XP_037919779.1|HILL	LOC108114382|XP_017080829.1|DEUG, LOC108118358|XP_017086514.1|DEUG
OG0000783	LOC119657280|XP_037920052.1|HILL	LOC108103269|XP_017064170.1|DEUG
OG0000784	LOC119646893|XP_037903460.1|HILL	LOC108114067|XP_017080311.1|DEUG, LOC108105383|XP_017067416.1|DEUG
OG0000785	LOC119652372|XP_037912397.1|HILL, LOC119651286|XP_037910728.1|HILL	LOC108115949|XP_017083073.1|DEUG, LOC108116076|XP_017083283.1|DEUG, LOC108115872|XP_017082992.1|DEUG
OG0000786	LOC119650690|XP_037909584.1|HILL	LOC108110197|XP_017074650.1|DEUG
OG0000787	LOC119649883|XP_037908188.1|HILL	LOC108114165|XP_017080446.1|DEUG, LOC108103918|XP_017065156.1|DEUG
OG0000788	LOC119647630|XP_037904613.1|HILL	LOC108103061|XP_017063880.1|DEUG, LOC108102730|XP_017063366.1|DEUG
OG0000789	LOC119651528|XP_037911088.1|HILL	LOC108102470|XP_017062968.1|DEUG, LOC108102487|XP_017062988.1|DEUG
OG0000790	LOC119658287|XP_037921510.1|HILL	LOC108104171|XP_017065565.1|DEUG
OG0000791	LOC119653209|XP_037913704.1|HILL	LOC108113587|XP_017079722.1|DEUG, LOC108116032|XP_017083210.1|DEUG
OG0000793	LOC119659841|XP_037924067.1|HILL	LOC108117185|XP_017084966.1|DEUG, LOC108103150|XP_017064013.1|DEUG
OG0000794	LOC119658328|XP_037921598.1|HILL, LOC119661720|XP_037927102.1|HILL	LOC108102562|XP_017063125.1|DEUG, LOC108109732|XP_017073869.1|DEUG
OG0000795	LOC119654215|XP_037915356.1|HILL	LOC108110146|XP_017074549.1|DEUG, LOC108111570|XP_017076582.1|DEUG
OG0000796	LOC119654527|XP_037915899.1|HILL	LOC108109415|XP_017073405.1|DEUG, LOC108111881|XP_017077000.1|DEUG
OG0000797	LOC119659393|XP_037923383.1|HILL	LOC108109914|XP_017074211.1|DEUG, LOC108109927|XP_017074219.1|DEUG
OG0000798	LOC119653731|XP_037914572.1|HILL	LOC108114915|XP_017081588.1|DEUG, LOC108114912|XP_017081580.1|DEUG
OG0000799	LOC119653680|XP_037914462.1|HILL	LOC108111730|XP_017076772.1|DEUG, LOC108103224|XP_017064112.1|DEUG
OG0000801	LOC119655634|XP_037917534.1|HILL	LOC108112149|XP_017077386.1|DEUG, LOC108113322|XP_017079365.1|DEUG
OG0000802	LOC119655789|XP_037917810.1|HILL	LOC108103199|XP_017064077.1|DEUG, LOC108103205|XP_017064084.1|DEUG
OG0000803	LOC119661390|XP_037926641.1|HILL	LOC108110884|XP_017075631.1|DEUG, LOC108108171|XP_017071602.1|DEUG
OG0000804	LOC119655918|XP_037918011.1|HILL	LOC108106808|XP_017069544.1|DEUG, LOC108116139|XP_017083358.1|DEUG
OG0000805	LOC119658085|XP_037921276.1|HILL	LOC108111910|XP_017077038.1|DEUG, LOC108112026|XP_017077259.1|DEUG
OG0000807	LOC119651447|XP_037910980.1|HILL	LOC108108779|XP_017072438.1|DEUG, LOC108106107|XP_017068472.1|DEUG, LOC108114001|XP_017080236.1|DEUG, LOC108111165|XP_017076032.1|DEUG
OG0000810	LOC119652580|XP_037912724.1|HILL	LOC108112908|XP_017078764.1|DEUG, LOC108112909|XP_017078765.1|DEUG, LOC108106252|XP_017068706.1|DEUG
OG0000811	LOC119659042|XP_037922871.1|HILL	LOC108112639|XP_017078238.1|DEUG
OG0000812	LOC119647943|XP_037905233.1|HILL	LOC108115215|XP_017082050.1|DEUG, LOC108104290|XP_017065753.1|DEUG
OG0000813	LOC119659686|XP_037923852.1|HILL	LOC108112758|XP_017078503.1|DEUG
OG0000813	LOC119649371|XP_037907416.1|HILL	LOC108111101|XP_017075931.1|DEUG
OG0000814	LOC119646163|XP_037902464.1|HILL, LOC119661727|XP_037927120.1|HILL, LOC119646661|XP_037903122.1|HILL, LOC119646655|XP_037903113.1|HILL, LOC119661251|XP_037926427.1|HILL, LOC119660561|XP_037925132.1|HILL	LOC108103476|XP_017064507.1|DEUG
OG0000815	LOC119661476|XP_037926767.1|HILL, LOC119652622|XP_037912797.1|HILL	LOC108102669|XP_017063299.1|DEUG
OG0000816	LOC119652594|XP_037912747.1|HILL, LOC119646619|XP_037903054.1|HILL	LOC108111835|XP_017076929.1|DEUG, LOC108115160|XP_017081960.1|DEUG
OG0000818	LOC119653492|XP_037914048.1|HILL	LOC108105507|XP_017067620.1|DEUG, LOC108104078|XP_017065462.1|DEUG
OG0000819	LOC119655961|XP_037918111.1|HILL	LOC108117429|XP_017085336.1|DEUG, LOC108117415|XP_017085316.1|DEUG
OG0000820	LOC119654911|XP_037916472.1|HILL	LOC108103772|XP_017064889.1|DEUG, LOC108112774|XP_017078532.1|DEUG
OG0000821	LOC119649066|XP_037906982.1|HILL	LOC108113378|XP_017079436.1|DEUG
OG0000824	LOC119661374|XP_037926621.1|HILL	LOC108104034|XP_017065358.1|DEUG
OG0000830	LOC119657934|XP_037921050.1|HILL, LOC119652615|XP_037912781.1|HILL, LOC119651988|XP_037911831.1|HILL	LOC108105074|XP_017066986.1|DEUG
OG0000831	LOC119651526|XP_037911086.1|HILL, LOC119651216|XP_037910598.1|HILL	LOC108108187|XP_017071622.1|DEUG
OG0000832	LOC119646406|XP_037902778.1|HILL	LOC108113369|XP_017079425.1|DEUG, LOC108114845|XP_017081480.1|DEUG
OG0000833	LOC119648899|XP_037906731.1|HILL	LOC108108539|XP_017072101.1|DEUG
OG0000834	LOC119650167|XP_037908642.1|HILL	LOC108111262|XP_017076140.1|DEUG, LOC108111308|XP_017076191.1|DEUG, LOC108116592|XP_017084027.1|DEUG
OG0000836	LOC119651568|XP_037911131.1|HILL	LOC108114767|XP_017081368.1|DEUG, LOC108110784|XP_017075493.1|DEUG
OG0000837	LOC119653598|XP_037914275.1|HILL	LOC108110321|XP_017074834.1|DEUG
OG0000838	LOC119656045|XP_037918241.1|HILL	LOC108107180|XP_017070088.1|DEUG, LOC108106884|XP_017069621.1|DEUG
OG0000839	LOC119659633|XP_037923760.1|HILL	LOC108115337|XP_017082240.1|DEUG, LOC108117068|XP_017084730.1|DEUG
OG0000840	LOC119646376|XP_037902743.1|HILL, LOC119660962|XP_037925935.1|HILL	LOC108111620|XP_017076641.1|DEUG, LOC108104970|XP_017066830.1|DEUG
OG0000841	LOC119660594|XP_037925196.1|HILL	LOC108102357|XP_017062746.1|DEUG, LOC108111611|XP_017076628.1|DEUG
OG0000842	LOC119653816|XP_037914775.1|HILL	LOC108109302|XP_017073286.1|DEUG, LOC108117231|XP_017085053.1|DEUG
OG0000843	LOC119654815|XP_037916301.1|HILL	LOC108107457|XP_017070493.1|DEUG
OG0000844	LOC119653876|XP_037914916.1|HILL	LOC108107350|XP_017070339.1|DEUG, LOC108116201|XP_017083447.1|DEUG
OG0000846	LOC119651372|XP_037910875.1|HILL, LOC119652727|XP_037912953.1|HILL, LOC119654612|XP_037916012.1|HILL	LOC108111292|XP_017076170.1|DEUG, LOC108116107|XP_017083317.1|DEUG, LOC108116106|XP_017083315.1|DEUG, LOC108116086|XP_017083292.1|DEUG, LOC108115900|XP_017083025.1|DEUG, LOC108116105|XP_017083314.1|DEUG, LOC108105562|XP_017067697.1|DEUG
OG0000848	LOC119658671|XP_037922165.1|HILL	LOC108111166|XP_017076033.1|DEUG, LOC108114773|XP_017081372.1|DEUG
OG0000849	LOC119647307|XP_037904149.1|HILL	LOC108104018|XP_017065339.1|DEUG, LOC108102526|XP_017063051.1|DEUG
OG0000850	LOC119653529|XP_037914170.1|HILL, LOC119646372|XP_037902736.1|HILL	LOC108112485|XP_017077843.1|DEUG, LOC108112415|XP_017077746.1|DEUG
OG0000854	LOC119658525|XP_037921931.1|HILL	LOC108103341|XP_017064265.1|DEUG
OG0000854	LOC119658527|XP_037921933.1|HILL	LOC108103337|XP_017064261.1|DEUG
OG0000855	LOC119657117|XP_037919806.1|HILL, LOC119658156|XP_037921351.1|HILL	LOC108102447|XP_017062931.1|DEUG, LOC108109452|XP_017073440.1|DEUG
OG0000856	LOC119661011|XP_037926086.1|HILL	LOC108103024|XP_017063840.1|DEUG, LOC108108787|XP_017072450.1|DEUG
OG0000857	LOC119657417|XP_037920242.1|HILL, LOC119658236|XP_037921441.1|HILL	LOC108117691|XP_017085709.1|DEUG
OG0000858	LOC119651400|XP_037910915.1|HILL	LOC108116921|XP_017084550.1|DEUG, LOC108105446|XP_017067564.1|DEUG, LOC108117003|XP_017084659.1|DEUG
OG0000860	LOC119650458|XP_037909242.1|HILL	LOC108114399|XP_017080861.1|DEUG, LOC108107741|XP_017070890.1|DEUG
OG0000861	LOC119660138|XP_037924469.1|HILL	LOC108109190|XP_017073114.1|DEUG
OG0000862	LOC119647046|XP_037903730.1|HILL	LOC108109256|XP_017073227.1|DEUG, LOC108102496|XP_017063008.1|DEUG
OG0000864	LOC119655864|XP_037917914.1|HILL	LOC108105772|XP_017067984.1|DEUG, LOC108103839|XP_017065017.1|DEUG
OG0000865	LOC119660267|XP_037924654.1|HILL	LOC108110513|XP_017075085.1|DEUG
OG0000866	LOC119651344|XP_037910827.1|HILL	LOC108102560|XP_017063121.1|DEUG, LOC108102561|XP_017063122.1|DEUG
OG0000867	LOC119661534|XP_037926842.1|HILL	LOC108111004|XP_017075804.1|DEUG
OG0000868	LOC119651020|XP_037910251.1|HILL	LOC108111885|XP_017077009.1|DEUG
OG0000869	LOC119659879|XP_037924126.1|HILL	LOC108116205|XP_017083472.1|DEUG
OG0000870	LOC119655994|XP_037918160.1|HILL	LOC108107256|XP_017070174.1|DEUG
OG0000871	LOC119655804|XP_037917831.1|HILL	LOC108106732|XP_017069459.1|DEUG
OG0000872	LOC119653635|XP_037914344.1|HILL	LOC108106034|XP_017068370.1|DEUG, LOC108107336|XP_017070312.1|DEUG
OG0000873	LOC119649384|XP_037907430.1|HILL	LOC108108765|XP_017072421.1|DEUG
OG0000874	LOC119653451|XP_037913986.1|HILL	LOC108112883|XP_017078717.1|DEUG
OG0000875	LOC119648335|XP_037905957.1|HILL	LOC108107585|XP_017070635.1|DEUG
OG0000877	LOC119647632|XP_037904617.1|HILL, LOC119648809|XP_037906587.1|HILL	LOC108108756|XP_017072406.1|DEUG, LOC108105416|XP_017067453.1|DEUG
OG0000878	LOC119654988|XP_037916580.1|HILL	LOC108112208|XP_017077514.1|DEUG, LOC108110552|XP_017075130.1|DEUG
OG0000879	LOC119655355|XP_037917134.1|HILL	LOC108109019|XP_017072780.1|DEUG
OG0000880	LOC119646237|XP_037902555.1|HILL, LOC119661511|XP_037926810.1|HILL, LOC119647788|XP_037904907.1|HILL	LOC108105414|XP_017067451.1|DEUG, LOC108114008|XP_017080243.1|DEUG
OG0000882	LOC119657550|XP_037920431.1|HILL	LOC108103997|XP_017065274.1|DEUG
OG0000883	LOC119658367|XP_037921656.1|HILL	LOC108102961|XP_017063747.1|DEUG
OG0000884	LOC119657713|XP_037920680.1|HILL	LOC108102512|XP_017063026.1|DEUG
OG0000886	LOC119650614|XP_037909425.1|HILL	LOC108116887|XP_017084476.1|DEUG
OG0000887	LOC119654667|XP_037916090.1|HILL, LOC119654834|XP_037916334.1|HILL	LOC108111854|XP_017076952.1|DEUG
OG0000888	LOC119647432|XP_037904268.1|HILL	LOC108104658|XP_017066329.1|DEUG
OG0000889	LOC119649708|XP_037907907.1|HILL	LOC108116782|XP_017084311.1|DEUG
OG0000890	LOC119647425|XP_037904258.1|HILL	LOC108113182|XP_017079196.1|DEUG
OG0000891	LOC119651506|XP_037911062.1|HILL	LOC108105802|XP_017068030.1|DEUG, LOC108104083|XP_017065467.1|DEUG
OG0000892	LOC119650186|XP_037908674.1|HILL	LOC108114064|XP_017080307.1|DEUG, LOC108114365|XP_017080804.1|DEUG
OG0000893	LOC119661300|XP_037926517.1|HILL	LOC108115103|XP_017081838.1|DEUG
OG0000894	LOC119659992|XP_037924292.1|HILL	LOC108115139|XP_017081922.1|DEUG, LOC108116115|XP_017083328.1|DEUG, LOC108116236|XP_017083516.1|DEUG
OG0000895	LOC119655493|XP_037917323.1|HILL	LOC108112990|XP_017078890.1|DEUG, LOC108112989|XP_017078889.1|DEUG
OG0000896	LOC119655524|XP_037917362.1|HILL	LOC108112438|XP_017077772.1|DEUG, LOC108103223|XP_017064111.1|DEUG
OG0000899	LOC119659559|XP_037923636.1|HILL	LOC108109524|XP_017073574.1|DEUG, LOC108109522|XP_017073569.1|DEUG, LOC108109523|XP_017073570.1|DEUG
OG0000907	LOC119657822|XP_037920864.1|HILL	LOC108107459|XP_017070494.1|DEUG
OG0000909	LOC119657311|XP_037920098.1|HILL	LOC108105442|XP_017067516.1|DEUG, LOC108116541|XP_017083968.1|DEUG
OG0000910	LOC119647744|XP_037904787.1|HILL	LOC108116422|XP_017083799.1|DEUG, LOC108118360|XP_017086515.1|DEUG
OG0000911	LOC119659735|XP_037923922.1|HILL	LOC108113080|XP_017079014.1|DEUG
OG0000912	LOC119649903|XP_037908223.1|HILL, LOC119648205|XP_037905735.1|HILL	LOC108118251|XP_017086329.1|DEUG, LOC108118181|XP_017086229.1|DEUG
OG0000913	LOC119648598|XP_037906296.1|HILL	LOC108107766|XP_017070945.1|DEUG
OG0000913	LOC119649914|XP_037908241.1|HILL	LOC108107768|XP_017070948.1|DEUG
OG0000914	LOC119659280|XP_037923220.1|HILL	LOC108106319|XP_017068779.1|DEUG
OG0000915	LOC119661273|XP_037926469.1|HILL	LOC108112391|XP_017077720.1|DEUG, LOC108110288|XP_017074773.1|DEUG
OG0000916	LOC119649969|XP_037908336.1|HILL	LOC108106102|XP_017068455.1|DEUG, LOC108106114|XP_017068479.1|DEUG
OG0000917	LOC119653264|XP_037913804.1|HILL	LOC108106133|XP_017068511.1|DEUG
OG0000918	LOC119661271|XP_037926460.1|HILL	LOC108113660|XP_017079822.1|DEUG, LOC108110546|XP_017075124.1|DEUG
OG0000920	LOC119655503|XP_037917334.1|HILL	LOC108115190|XP_017082000.1|DEUG
OG0000921	LOC119646868|XP_037903420.1|HILL	LOC108103635|XP_017064673.1|DEUG, LOC108103626|XP_017064662.1|DEUG
OG0000922	LOC119648848|XP_037906650.1|HILL, LOC119648849|XP_037906654.1|HILL	LOC108108201|XP_017071642.1|DEUG
