Orthogroup	HILL.longest_only	SLEB.longest_only
OG0000990	LOC119658075|XP_037921263.1|HILL	LOC115626648|XP_030377913.1|SLEB
OG0000991	LOC119656681|XP_037919092.1|HILL	LOC115629805|XP_030382228.1|SLEB
OG0000992	LOC119646600|XP_037903022.1|HILL	LOC115621203|XP_030370644.1|SLEB
OG0000993	LOC119650867|XP_037909956.1|HILL	LOC115621783|XP_030371401.1|SLEB
OG0000994	LOC119658292|XP_037921515.1|HILL	LOC115628886|XP_030381003.1|SLEB
OG0000995	LOC119658915|XP_037922663.1|HILL	LOC115625662|XP_030376654.1|SLEB
OG0000996	LOC119646992|XP_037903636.1|HILL	LOC115631694|XP_030384380.1|SLEB, LOC115627128|XP_030378560.1|SLEB, LOC115627324|XP_030378828.1|SLEB, LOC115627312|XP_030378815.1|SLEB, LOC115622197|XP_030371949.1|SLEB, LOC115622196|XP_030371948.1|SLEB, LOC115627203|XP_030378681.1|SLEB, LOC115622171|XP_030371910.1|SLEB
OG0000997	LOC119661765|XP_037927163.1|HILL	LOC115626266|XP_030377478.1|SLEB
OG0000998	LOC119647895|XP_037905126.1|HILL, LOC119647894|XP_037905121.1|HILL	LOC115624936|XP_030375647.1|SLEB, LOC115624642|XP_030375270.1|SLEB
OG0000999	LOC119653389|XP_037913868.1|HILL	LOC115634097|XP_030387514.1|SLEB, LOC115626649|XP_030377914.1|SLEB
OG0001000	LOC119661572|XP_037926898.1|HILL	LOC115620263|XP_030369285.1|SLEB
OG0001001	LOC119661125|XP_037926250.1|HILL	LOC115632602|XP_030385691.1|SLEB
OG0001002	LOC119654243|XP_037915413.1|HILL	LOC115631311|XP_030383885.1|SLEB
OG0001003	LOC119658682|XP_037922174.1|HILL	LOC115621145|XP_030370561.1|SLEB
OG0001004	LOC119660421|XP_037924896.1|HILL	LOC115623593|XP_030373853.1|SLEB
OG0001005	LOC119653619|XP_037914316.1|HILL	LOC115633224|XP_030386476.1|SLEB
OG0001006	LOC119649453|XP_037907535.1|HILL	LOC115632081|XP_030384901.1|SLEB
OG0001007	LOC119656271|XP_037918622.1|HILL	LOC115628319|XP_030380235.1|SLEB, LOC115628165|XP_030380006.1|SLEB
OG0001008	LOC119655408|XP_037917219.1|HILL	LOC115627803|XP_030379493.1|SLEB, LOC115622732|XP_030372672.1|SLEB
OG0001009	LOC119656127|XP_037918388.1|HILL	LOC115625207|XP_030376036.1|SLEB
OG0001013	LOC119650229|XP_037908736.1|HILL	LOC115622265|XP_030372026.1|SLEB
OG0001014	LOC119655082|XP_037916710.1|HILL	LOC115622694|XP_030372582.1|SLEB, LOC115622870|XP_030372817.1|SLEB
OG0001019	LOC119657389|XP_037920202.1|HILL	LOC115621697|XP_030371263.1|SLEB
OG0001020	LOC119657985|XP_037921129.1|HILL, LOC119657205|XP_037919940.1|HILL, LOC119657634|XP_037920567.1|HILL	LOC115627705|XP_030379308.1|SLEB
OG0001021	LOC119651094|XP_037910375.1|HILL	LOC115628996|XP_030381140.1|SLEB
OG0001022	LOC119658389|XP_037921700.1|HILL	LOC115629232|XP_030381503.1|SLEB
OG0001024	LOC119659862|XP_037924098.1|HILL, LOC119660009|XP_037924314.1|HILL	LOC115621057|XP_030370438.1|SLEB
OG0001025	LOC119649739|XP_037907949.1|HILL	LOC115632296|XP_030385249.1|SLEB
OG0001026	LOC119655498|XP_037917331.1|HILL	LOC115634218|XP_030387668.1|SLEB
OG0001027	LOC119648947|XP_037906790.1|HILL, LOC119647827|XP_037904993.1|HILL	LOC115634679|XP_030388398.1|SLEB
OG0001028	LOC119649985|XP_037908355.1|HILL	LOC115631799|XP_030384497.1|SLEB
OG0001031	LOC119650960|XP_037910134.1|HILL	LOC115626140|XP_030377262.1|SLEB
OG0001032	LOC119653033|XP_037913407.1|HILL	LOC115626259|XP_030377427.1|SLEB
OG0001033	LOC119656017|XP_037918195.1|HILL	LOC115626759|XP_030378075.1|SLEB
OG0001034	LOC119650231|XP_037908738.1|HILL	LOC115624857|XP_030375562.1|SLEB
OG0001042	LOC119646639|XP_037903080.1|HILL	LOC115620583|XP_030369748.1|SLEB
OG0001043	LOC119658007|XP_037921157.1|HILL	LOC115628817|XP_030380904.1|SLEB
OG0001043	LOC119657881|XP_037920940.1|HILL, LOC119657268|XP_037920029.1|HILL	LOC115626073|XP_030377185.1|SLEB
OG0001045	LOC119652268|XP_037912181.1|HILL	LOC115623369|XP_030373520.1|SLEB
OG0001046	LOC119654795|XP_037916272.1|HILL	LOC115634073|XP_030387480.1|SLEB
OG0001047	LOC119657541|XP_037920411.1|HILL	LOC115634088|XP_030387503.1|SLEB
OG0001048	LOC119647179|XP_037903915.1|HILL	LOC115624518|XP_030375094.1|SLEB
OG0001049	LOC119647474|XP_037904341.1|HILL	LOC115622282|XP_030372044.1|SLEB
OG0001050	LOC119647631|XP_037904616.1|HILL	LOC115633103|XP_030386344.1|SLEB
OG0001051	LOC119652144|XP_037912013.1|HILL, LOC119652142|XP_037912011.1|HILL, LOC119652143|XP_037912012.1|HILL	LOC115626170|XP_030377305.1|SLEB
OG0001052	LOC119646181|XP_037902491.1|HILL	LOC115625856|XP_030376924.1|SLEB
OG0001053	LOC119655659|XP_037917572.1|HILL	LOC115629515|XP_030381856.1|SLEB
OG0001054	LOC119660306|XP_037924708.1|HILL	LOC115621268|XP_030370728.1|SLEB, LOC115621267|XP_030370726.1|SLEB
OG0001056	LOC119655097|XP_037916740.1|HILL	LOC115629116|XP_030381305.1|SLEB
OG0001057	LOC119653748|XP_037914605.1|HILL	LOC115626571|XP_030377810.1|SLEB
OG0001058	LOC119653471|XP_037914017.1|HILL	LOC115626762|XP_030378079.1|SLEB
OG0001059	LOC119647686|XP_037904696.1|HILL	LOC115622578|XP_030372421.1|SLEB
OG0001060	LOC119657290|XP_037920065.1|HILL	LOC115623379|XP_030373534.1|SLEB
OG0001061	LOC119649749|XP_037907966.1|HILL	LOC115625474|XP_030376384.1|SLEB
OG0001072	LOC119653742|XP_037914594.1|HILL	LOC115623188|XP_030373271.1|SLEB
OG0001073	LOC119656558|XP_037918865.1|HILL, LOC119656559|XP_037918867.1|HILL, LOC119656562|XP_037918871.1|HILL, LOC119656561|XP_037918870.1|HILL, LOC119656557|XP_037918863.1|HILL	LOC115620613|XP_030369790.1|SLEB
OG0001074	LOC119653482|XP_037914037.1|HILL, LOC119653483|XP_037914038.1|HILL	LOC115629282|XP_030381580.1|SLEB
OG0001075	LOC119648135|XP_037905605.1|HILL	LOC115622509|XP_030372321.1|SLEB
OG0001077	LOC119658889|XP_037922615.1|HILL	LOC115628105|XP_030379946.1|SLEB, LOC115622189|XP_030371940.1|SLEB
OG0001078	LOC119656783|XP_037919297.1|HILL, LOC119647701|XP_037904714.1|HILL	LOC115629550|XP_030381894.1|SLEB
OG0001079	LOC119650348|XP_037908950.1|HILL	LOC115628277|XP_030380166.1|SLEB, LOC115625668|XP_030376663.1|SLEB
OG0001080	LOC119650340|XP_037908935.1|HILL	LOC115624602|XP_030375207.1|SLEB
OG0001081	LOC119654600|XP_037915997.1|HILL	LOC115623563|XP_030373819.1|SLEB
OG0001082	LOC119658666|XP_037922151.1|HILL	LOC115633819|XP_030387165.1|SLEB
OG0001083	LOC119648140|XP_037905614.1|HILL	LOC115622457|XP_030372260.1|SLEB
OG0001084	LOC119658838|XP_037922509.1|HILL	LOC115634450|XP_030388021.1|SLEB, LOC115626481|XP_030377728.1|SLEB
OG0001085	LOC119661259|XP_037926439.1|HILL	LOC115620042|XP_030369021.1|SLEB
OG0001086	LOC119654908|XP_037916469.1|HILL	LOC115633783|XP_030387120.1|SLEB
OG0001087	LOC119661246|XP_037926413.1|HILL	LOC115631479|XP_030384095.1|SLEB
OG0001088	LOC119647748|XP_037904795.1|HILL	LOC115632153|XP_030385030.1|SLEB
OG0001089	LOC119649506|XP_037907604.1|HILL	LOC115624666|XP_030375317.1|SLEB
OG0001090	LOC119650125|XP_037908578.1|HILL	LOC115632913|XP_030386063.1|SLEB
OG0001091	LOC119648589|XP_037906287.1|HILL, LOC119650284|XP_037908839.1|HILL, LOC119650359|XP_037908974.1|HILL, LOC119649844|XP_037908117.1|HILL, LOC119648299|XP_037905885.1|HILL	LOC115626977|XP_030378353.1|SLEB, LOC115622836|XP_030372776.1|SLEB
OG0001092	LOC119651442|XP_037910974.1|HILL	LOC115626353|XP_030377564.1|SLEB
OG0001093	LOC119651291|XP_037910736.1|HILL, LOC119652250|XP_037912158.1|HILL	LOC115625952|XP_030377051.1|SLEB
OG0001094	LOC119653073|XP_037913485.1|HILL	LOC115626021|XP_030377129.1|SLEB
OG0001095	LOC119651165|XP_037910511.1|HILL	LOC115631077|XP_030383583.1|SLEB
OG0001096	LOC119654769|XP_037916238.1|HILL, LOC119655109|XP_037916759.1|HILL	LOC115630418|XP_030382814.1|SLEB
OG0001097	LOC119661406|XP_037926663.1|HILL	LOC115631632|XP_030384301.1|SLEB
OG0001098	LOC119649387|XP_037907436.1|HILL, LOC119659096|XP_037922943.1|HILL	LOC115625607|XP_030376601.1|SLEB, LOC115634115|XP_030387539.1|SLEB, LOC115623029|XP_030373068.1|SLEB
OG0001099	LOC119649218|XP_037907205.1|HILL, LOC119648717|XP_037906453.1|HILL, LOC119649369|XP_037907413.1|HILL	LOC115622780|XP_030372698.1|SLEB, LOC115622709|XP_030372600.1|SLEB
OG0001100	LOC119655645|XP_037917552.1|HILL	LOC115620897|XP_030370246.1|SLEB
OG0001101	LOC119656262|XP_037918608.1|HILL	LOC115620481|XP_030369577.1|SLEB
OG0001102	LOC119647913|XP_037905163.1|HILL	LOC115632575|XP_030385656.1|SLEB
OG0001103	LOC119651483|XP_037911022.1|HILL	LOC115621774|XP_030371386.1|SLEB
OG0001104	LOC119654690|XP_037916128.1|HILL	LOC115627926|XP_030379680.1|SLEB, LOC115627925|XP_030379679.1|SLEB, LOC115624069|XP_030374515.1|SLEB
OG0001105	LOC119654540|XP_037915913.1|HILL	LOC115628911|XP_030381032.1|SLEB
OG0001106	LOC119660910|XP_037925785.1|HILL	LOC115627975|XP_030379731.1|SLEB
OG0001109	LOC119661437|XP_037926710.1|HILL, LOC119646346|XP_037902709.1|HILL	LOC115634740|XP_030388488.1|SLEB
OG0001112	LOC119647107|XP_037903817.1|HILL	LOC115634184|XP_030387630.1|SLEB
OG0001118	LOC119658022|XP_037921179.1|HILL	LOC115627305|XP_030378807.1|SLEB
OG0001119	LOC119658275|XP_037921494.1|HILL	LOC115630078|XP_030382561.1|SLEB
OG0001120	LOC119651250|XP_037910659.1|HILL	LOC115623083|XP_030373145.1|SLEB, LOC115621079|XP_030370469.1|SLEB
OG0001122	LOC119650129|XP_037908586.1|HILL	LOC115632561|XP_030385637.1|SLEB
OG0001124	LOC119661581|XP_037926908.1|HILL, LOC119653509|XP_037914097.1|HILL	LOC115625095|XP_030375854.1|SLEB
OG0001125	LOC119648754|XP_037906506.1|HILL	LOC115621080|XP_030370470.1|SLEB
OG0001127	LOC119648123|XP_037905573.1|HILL, LOC119647815|XP_037904971.1|HILL, LOC119647572|XP_037904500.1|HILL, LOC119647816|XP_037904972.1|HILL, LOC119647817|XP_037904973.1|HILL, LOC119647820|XP_037904978.1|HILL	LOC115622276|XP_030372037.1|SLEB
OG0001128	LOC119660463|XP_037924958.1|HILL	LOC115632412|XP_030385447.1|SLEB
OG0001129	LOC119650885|XP_037909986.1|HILL	LOC115626279|XP_030377461.1|SLEB
OG0001130	LOC119653058|XP_037913465.1|HILL	LOC115625688|XP_030376687.1|SLEB
OG0001131	LOC119660936|XP_037925859.1|HILL	LOC115628051|XP_030379856.1|SLEB
OG0001133	LOC119647256|XP_037904063.1|HILL	LOC115630972|XP_030383412.1|SLEB, LOC115630971|XP_030383411.1|SLEB
OG0001134	LOC119656169|XP_037918443.1|HILL, LOC119656168|XP_037918442.1|HILL, LOC119655305|XP_037917062.1|HILL, LOC119654050|XP_037915138.1|HILL, LOC119654064|XP_037915156.1|HILL, LOC119653774|XP_037914701.1|HILL	LOC115633664|XP_030386969.1|SLEB
OG0001135	LOC119654839|XP_037916342.1|HILL, LOC119654481|XP_037915830.1|HILL	LOC115620845|XP_030370146.1|SLEB
OG0001136	LOC119660441|XP_037924921.1|HILL	LOC115624234|XP_030374711.1|SLEB, LOC115623765|XP_030374161.1|SLEB
OG0001137	LOC119659607|XP_037923706.1|HILL, LOC119659962|XP_037924244.1|HILL, LOC119659283|XP_037923219.1|HILL, LOC119659485|XP_037923526.1|HILL, LOC119659510|XP_037923568.1|HILL, LOC119659576|XP_037923661.1|HILL, LOC119659818|XP_037924029.1|HILL, LOC119659917|XP_037924170.1|HILL, LOC119660171|XP_037924505.1|HILL, LOC119659452|XP_037923465.1|HILL, LOC119659493|XP_037923539.1|HILL, LOC119659623|XP_037923751.1|HILL, LOC119659635|XP_037923762.1|HILL	LOC115621022|XP_030370402.1|SLEB
OG0001138	LOC119655094|XP_037916728.1|HILL	LOC115624755|XP_030375446.1|SLEB
OG0001139	LOC119647597|XP_037904547.1|HILL	LOC115620983|XP_030370363.1|SLEB, LOC115622700|XP_030372586.1|SLEB
OG0001140	LOC119654499|XP_037915896.1|HILL	LOC115620977|XP_030370357.1|SLEB
OG0001140	LOC119647169|XP_037903902.1|HILL, LOC119656962|XP_037919610.1|HILL, LOC119656930|XP_037919552.1|HILL	LOC115621164|XP_030370585.1|SLEB, LOC115621645|XP_030371206.1|SLEB
OG0001141	LOC119648620|XP_037906317.1|HILL	LOC115626528|XP_030377770.1|SLEB, LOC115621445|XP_030370959.1|SLEB, LOC115629071|XP_030381247.1|SLEB, LOC115628976|XP_030381115.1|SLEB, LOC115621412|XP_030370919.1|SLEB, LOC115620896|XP_030370244.1|SLEB
OG0001144	LOC119655340|XP_037917115.1|HILL	LOC115634087|XP_030387502.1|SLEB, LOC115634232|XP_030387684.1|SLEB, LOC115634244|XP_030387698.1|SLEB
OG0001148	LOC119646878|XP_037903432.1|HILL	LOC115631936|XP_030384647.1|SLEB
OG0001149	LOC119648939|XP_037906780.1|HILL, LOC119649425|XP_037907500.1|HILL	LOC115628312|XP_030380226.1|SLEB
OG0001153	LOC119660793|XP_037925528.1|HILL	LOC115620648|XP_030369860.1|SLEB, LOC115622749|XP_030372660.1|SLEB
OG0001154	LOC119651636|XP_037911228.1|HILL	LOC115625958|XP_030377056.1|SLEB
OG0001155	LOC119656861|XP_037919444.1|HILL	LOC115628850|XP_030380959.1|SLEB
OG0001157	LOC119651295|XP_037910744.1|HILL	LOC115621126|XP_030370534.1|SLEB
OG0001158	LOC119657603|XP_037920533.1|HILL	LOC115628463|XP_030380443.1|SLEB
OG0001159	LOC119656717|XP_037919167.1|HILL	LOC115621479|XP_030370998.1|SLEB
OG0001160	LOC119653171|XP_037913646.1|HILL	LOC115621486|XP_030371013.1|SLEB
OG0001161	LOC119650746|XP_037909750.1|HILL	LOC115621649|XP_030371210.1|SLEB
OG0001162	LOC119658310|XP_037921547.1|HILL	LOC115623523|XP_030373766.1|SLEB, LOC115621897|XP_030371587.1|SLEB
OG0001163	LOC119650564|XP_037909297.1|HILL	LOC115622437|XP_030372239.1|SLEB, LOC115625557|XP_030376509.1|SLEB
OG0001164	LOC119651647|XP_037911251.1|HILL	LOC115621626|XP_030371183.1|SLEB
OG0001165	LOC119657120|XP_037919808.1|HILL, LOC119657495|XP_037920353.1|HILL	LOC115634433|XP_030388000.1|SLEB, LOC115628474|XP_030380459.1|SLEB
OG0001166	LOC119649162|XP_037907104.1|HILL	LOC115632873|XP_030386007.1|SLEB, LOC115632871|XP_030385995.1|SLEB
OG0001167	LOC119646574|XP_037902992.1|HILL	LOC115634688|XP_030388414.1|SLEB
OG0001168	LOC119655740|XP_037917721.1|HILL	LOC115621605|XP_030371160.1|SLEB, LOC115633613|XP_030386910.1|SLEB, LOC115630383|XP_030382772.1|SLEB, LOC115630381|XP_030382771.1|SLEB, LOC115630388|XP_030382775.1|SLEB, LOC115630389|XP_030382776.1|SLEB, LOC115630387|XP_030382774.1|SLEB, LOC115630390|XP_030382777.1|SLEB, LOC115630379|XP_030382770.1|SLEB, LOC115633618|XP_030386915.1|SLEB, LOC115633616|XP_030386912.1|SLEB, LOC115633617|XP_030386914.1|SLEB, LOC115633615|XP_030386911.1|SLEB
OG0001169	LOC119658036|XP_037921197.1|HILL	LOC115633396|XP_030386699.1|SLEB, LOC115633425|XP_030386745.1|SLEB
OG0001170	LOC119659790|XP_037923985.1|HILL	LOC115622090|XP_030371791.1|SLEB, LOC115620718|XP_030369956.1|SLEB
OG0001171	LOC119650467|XP_037909262.1|HILL	LOC115623131|XP_030373201.1|SLEB, LOC115622487|XP_030372293.1|SLEB
OG0001172	LOC119661407|XP_037926664.1|HILL	LOC115620637|XP_030369838.1|SLEB, LOC115624420|XP_030375020.1|SLEB, LOC115622544|XP_030372374.1|SLEB, LOC115619993|XP_030368925.1|SLEB
OG0001173	LOC119660364|XP_037924800.1|HILL, LOC119658996|XP_037922805.1|HILL	LOC115620421|XP_030369505.1|SLEB
OG0001174	LOC119647791|XP_037904916.1|HILL	LOC115632297|XP_030385251.1|SLEB
OG0001175	LOC119654794|XP_037916271.1|HILL	LOC115633003|XP_030386192.1|SLEB
OG0001176	LOC119655006|XP_037916605.1|HILL	LOC115634624|XP_030388337.1|SLEB
OG0001178	LOC119661423|XP_037926694.1|HILL	LOC115634255|XP_030387710.1|SLEB
OG0001179	LOC119646342|XP_037902696.1|HILL	LOC115623641|XP_030373950.1|SLEB
OG0001180	LOC119660988|XP_037926002.1|HILL	LOC115627847|XP_030379566.1|SLEB
OG0001181	LOC119648244|XP_037905804.1|HILL	LOC115624665|XP_030375313.1|SLEB
OG0001182	LOC119659498|XP_037923550.1|HILL, LOC119659994|XP_037924297.1|HILL	LOC115620292|XP_030369329.1|SLEB
OG0001183	LOC119660414|XP_037924881.1|HILL	LOC115625280|XP_030376144.1|SLEB
OG0001184	LOC119659017|XP_037922836.1|HILL	LOC115623460|XP_030373677.1|SLEB
OG0001185	LOC119658701|XP_037922219.1|HILL	LOC115625170|XP_030375972.1|SLEB
OG0001186	LOC119659434|XP_037923445.1|HILL	LOC115624020|XP_030374455.1|SLEB
OG0001187	LOC119656116|XP_037918366.1|HILL	LOC115625850|XP_030376919.1|SLEB
OG0001188	LOC119653813|XP_037914766.1|HILL	LOC115628992|XP_030381137.1|SLEB
OG0001189	LOC119654676|XP_037916107.1|HILL	LOC115624680|XP_030375339.1|SLEB
OG0001190	LOC119655814|XP_037917847.1|HILL, LOC119655837|XP_037917871.1|HILL, LOC119655662|XP_037917574.1|HILL	LOC115627544|XP_030379119.1|SLEB
OG0001191	LOC119654289|XP_037915506.1|HILL	LOC115627325|XP_030378829.1|SLEB, LOC115626435|XP_030377670.1|SLEB, LOC115626400|XP_030377623.1|SLEB
OG0001192	LOC119659428|XP_037923436.1|HILL, LOC119659358|XP_037923338.1|HILL, LOC119649057|XP_037906966.1|HILL, LOC119659885|XP_037924131.1|HILL	LOC115629969|XP_030382448.1|SLEB
OG0001193	LOC119654818|XP_037916306.1|HILL	LOC115620774|XP_030370042.1|SLEB
OG0001194	LOC119648370|XP_037906025.1|HILL	LOC115629875|XP_030382333.1|SLEB
OG0001195	LOC119654582|XP_037915969.1|HILL	LOC115620677|XP_030369905.1|SLEB
OG0001200	LOC119657572|XP_037920465.1|HILL	LOC115628081|XP_030379914.1|SLEB
OG0001201	LOC119659691|XP_037923872.1|HILL, LOC119660477|XP_037924996.1|HILL, LOC119660451|XP_037924938.1|HILL	LOC115625457|XP_030376365.1|SLEB
OG0001202	LOC119658232|XP_037921438.1|HILL	LOC115628939|XP_030381072.1|SLEB
OG0001203	LOC119660998|XP_037926022.1|HILL, LOC119660891|XP_037925745.1|HILL	LOC115628065|XP_030379892.1|SLEB
OG0001204	LOC119657884|XP_037920948.1|HILL	LOC115625799|XP_030376836.1|SLEB
OG0001205	LOC119654814|XP_037916298.1|HILL	LOC115625122|XP_030375894.1|SLEB
OG0001206	LOC119652245|XP_037912149.1|HILL	LOC115621766|XP_030371360.1|SLEB
OG0001207	LOC119658299|XP_037921525.1|HILL	LOC115633296|XP_030386568.1|SLEB
OG0001208	LOC119657034|XP_037919714.1|HILL	LOC115629632|XP_030381993.1|SLEB
OG0001209	LOC119652741|XP_037912967.1|HILL	LOC115621004|XP_030370384.1|SLEB
OG0001210	LOC119657755|XP_037920737.1|HILL	LOC115627231|XP_030378714.1|SLEB
OG0001211	LOC119652060|XP_037911926.1|HILL	LOC115623875|XP_030374283.1|SLEB
OG0001212	LOC119658512|XP_037921913.1|HILL	LOC115633364|XP_030386669.1|SLEB
OG0001213	LOC119659447|XP_037923459.1|HILL	LOC115625124|XP_030375898.1|SLEB
OG0001214	LOC119652669|XP_037912863.1|HILL	LOC115620611|XP_030369788.1|SLEB
OG0001215	LOC119652850|XP_037913130.1|HILL	LOC115625612|XP_030376606.1|SLEB
OG0001216	LOC119653102|XP_037913545.1|HILL	LOC115625218|XP_030376058.1|SLEB
OG0001217	LOC119651703|XP_037911344.1|HILL	LOC115626098|XP_030377210.1|SLEB
OG0001218	LOC119659492|XP_037923538.1|HILL	LOC115622093|XP_030371795.1|SLEB, LOC115620719|XP_030369958.1|SLEB
OG0001220	LOC119652163|XP_037912039.1|HILL	LOC115633059|XP_030386267.1|SLEB
OG0001221	LOC119650451|XP_037909237.1|HILL	LOC115620005|XP_030368954.1|SLEB
OG0001222	LOC119660867|XP_037925704.1|HILL	LOC115627834|XP_030379538.1|SLEB
OG0001222	LOC119661029|XP_037926116.1|HILL	LOC115621148|XP_030370565.1|SLEB
OG0001223	LOC119654577|XP_037915964.1|HILL	LOC115626691|XP_030377982.1|SLEB
OG0001224	LOC119655657|XP_037917569.1|HILL	LOC115634553|XP_030388229.1|SLEB, LOC115620166|XP_030369155.1|SLEB
OG0001225	LOC119646976|XP_037903609.1|HILL	LOC115619995|XP_030368939.1|SLEB
OG0001226	LOC119657789|XP_037920804.1|HILL, LOC119646174|XP_037902482.1|HILL, LOC119661587|XP_037926917.1|HILL	LOC115634826|XP_030388605.1|SLEB
OG0001227	LOC119647209|XP_037903963.1|HILL, LOC119647103|XP_037903808.1|HILL	LOC115631782|XP_030384477.1|SLEB, LOC115631286|XP_030383860.1|SLEB
OG0001228	LOC119655872|XP_037917929.1|HILL, LOC119655332|XP_037917103.1|HILL, LOC119654512|XP_037915878.1|HILL, LOC119655056|XP_037916675.1|HILL	LOC115629115|XP_030381304.1|SLEB
OG0001229	LOC119646290|XP_037902629.1|HILL	LOC115620116|XP_030369134.1|SLEB
OG0001230	LOC119661031|XP_037926123.1|HILL	LOC115626053|XP_030377168.1|SLEB
OG0001231	LOC119652521|XP_037912644.1|HILL	LOC115629199|XP_030381459.1|SLEB, LOC115629198|XP_030381458.1|SLEB, LOC115626276|XP_030377459.1|SLEB
OG0001232	LOC119658989|XP_037922801.1|HILL, LOC119658979|XP_037922791.1|HILL	LOC115630678|XP_030383181.1|SLEB
OG0001233	LOC119661290|XP_037926495.1|HILL	LOC115632053|XP_030384887.1|SLEB
OG0001234	LOC119659090|XP_037922934.1|HILL	LOC115623461|XP_030373678.1|SLEB, LOC115631366|XP_030383948.1|SLEB
OG0001235	LOC119646499|XP_037902882.1|HILL	LOC115631068|XP_030383574.1|SLEB
OG0001236	LOC119649757|XP_037907979.1|HILL	LOC115628162|XP_030380002.1|SLEB
OG0001237	LOC119659116|XP_037922967.1|HILL	LOC115623846|XP_030374248.1|SLEB
OG0001238	LOC119659152|XP_037923023.1|HILL	LOC115625038|XP_030375738.1|SLEB
OG0001239	LOC119660380|XP_037924827.1|HILL	LOC115621545|XP_030371071.1|SLEB
OG0001240	LOC119660382|XP_037924834.1|HILL	LOC115625437|XP_030376343.1|SLEB
OG0001241	LOC119658765|XP_037922391.1|HILL	LOC115620841|XP_030370140.1|SLEB
OG0001242	LOC119655416|XP_037917230.1|HILL	LOC115629261|XP_030381542.1|SLEB
OG0001243	LOC119648820|XP_037906605.1|HILL	LOC115621365|XP_030370892.1|SLEB
OG0001244	LOC119661188|XP_037926337.1|HILL	LOC115625112|XP_030375878.1|SLEB
OG0001245	LOC119651974|XP_037911806.1|HILL	LOC115621922|XP_030371626.1|SLEB
OG0001246	LOC119655399|XP_037917208.1|HILL	LOC115625182|XP_030376010.1|SLEB
OG0001247	LOC119653750|XP_037914607.1|HILL	LOC115622491|XP_030372298.1|SLEB
OG0001248	LOC119650077|XP_037908504.1|HILL, LOC119649838|XP_037908111.1|HILL, LOC119647933|XP_037905201.1|HILL, LOC119650285|XP_037908840.1|HILL, LOC119650080|XP_037908511.1|HILL, LOC119648509|XP_037906206.1|HILL, LOC119648725|XP_037906464.1|HILL, LOC119649642|XP_037907825.1|HILL, LOC119649535|XP_037907650.1|HILL, LOC119649939|XP_037908286.1|HILL, LOC119649581|XP_037907713.1|HILL	LOC115634393|XP_030387945.1|SLEB, LOC115623579|XP_030373842.1|SLEB
OG0001249	LOC119658028|XP_037921186.1|HILL	LOC115623054|XP_030373092.1|SLEB, LOC115629582|XP_030381935.1|SLEB, LOC115629581|XP_030381934.1|SLEB
OG0001255	LOC119653588|XP_037914266.1|HILL	LOC115628401|XP_030380353.1|SLEB
OG0001257	LOC119660950|XP_037925892.1|HILL	LOC115627839|XP_030379546.1|SLEB
OG0001258	LOC119650730|XP_037909685.1|HILL	LOC115634493|XP_030388109.1|SLEB, LOC115620444|XP_030369533.1|SLEB, LOC115620443|XP_030369532.1|SLEB
OG0001259	LOC119658496|XP_037921886.1|HILL	LOC115628921|XP_030381042.1|SLEB
OG0001260	LOC119652828|XP_037913084.1|HILL	LOC115625257|XP_030376112.1|SLEB
OG0001261	LOC119657335|XP_037920135.1|HILL	LOC115629592|XP_030381942.1|SLEB
OG0001262	LOC119660928|XP_037925839.1|HILL	LOC115622334|XP_030372105.1|SLEB
OG0001263	LOC119656996|XP_037919660.1|HILL	LOC115620551|XP_030369695.1|SLEB
OG0001264	LOC119646944|XP_037903561.1|HILL	LOC115631300|XP_030383874.1|SLEB
OG0001265	LOC119657638|XP_037920570.1|HILL	LOC115629802|XP_030382224.1|SLEB
OG0001266	LOC119656260|XP_037918605.1|HILL	LOC115632811|XP_030385926.1|SLEB
OG0001267	LOC119651389|XP_037910899.1|HILL	LOC115620683|XP_030369910.1|SLEB
OG0001268	LOC119652894|XP_037913194.1|HILL	LOC115620287|XP_030369320.1|SLEB
OG0001269	LOC119659654|XP_037923790.1|HILL	LOC115624727|XP_030375411.1|SLEB
OG0001270	LOC119659052|XP_037922887.1|HILL	LOC115625553|XP_030376505.1|SLEB
OG0001271	LOC119658672|XP_037922162.1|HILL	LOC115628049|XP_030379858.1|SLEB
OG0001272	LOC119649825|XP_037908089.1|HILL	LOC115632133|XP_030385003.1|SLEB, LOC115628891|XP_030381009.1|SLEB, LOC115626925|XP_030378292.1|SLEB, LOC115626770|XP_030378088.1|SLEB
OG0001273	LOC119651602|XP_037911179.1|HILL	LOC115620376|XP_030369442.1|SLEB
OG0001274	LOC119649786|XP_037908019.1|HILL	LOC115622173|XP_030371911.1|SLEB
OG0001275	LOC119655439|XP_037917261.1|HILL	LOC115627217|XP_030378696.1|SLEB
OG0001276	LOC119648094|XP_037905520.1|HILL	LOC115633240|XP_030386496.1|SLEB, LOC115632191|XP_030385095.1|SLEB
