Orthogroup	HILL.longest_only	DBUS.longest_only
OG0001205	LOC119654814|XP_037916298.1|HILL	LOC108603447|XP_017847766.1|DBUS
OG0001206	LOC119652245|XP_037912149.1|HILL	LOC108603740|XP_017848286.1|DBUS
OG0001207	LOC119658299|XP_037921525.1|HILL	LOC108607697|XP_017854173.1|DBUS, LOC108606110|XP_017851446.1|DBUS
OG0001208	LOC119657034|XP_037919714.1|HILL	LOC108605036|XP_033150283.1|DBUS
OG0001209	LOC119652741|XP_037912967.1|HILL	LOC108602178|XP_017845705.1|DBUS
OG0001210	LOC119657755|XP_037920737.1|HILL	LOC108605558|XP_017850811.1|DBUS
OG0001211	LOC119652060|XP_037911926.1|HILL	LOC108603218|XP_017847304.1|DBUS
OG0001212	LOC119658512|XP_037921913.1|HILL	LOC108606983|XP_017853046.1|DBUS
OG0001213	LOC119659447|XP_037923459.1|HILL	LOC108601439|XP_017844826.1|DBUS
OG0001214	LOC119652669|XP_037912863.1|HILL	LOC108604087|XP_017848853.1|DBUS
OG0001215	LOC119652850|XP_037913130.1|HILL	LOC108604517|XP_017849510.1|DBUS
OG0001216	LOC119653102|XP_037913545.1|HILL	LOC108603459|XP_017847780.2|DBUS
OG0001217	LOC119651703|XP_037911344.1|HILL	LOC108606647|XP_017852489.1|DBUS
OG0001218	LOC119659492|XP_037923538.1|HILL	LOC117134634|XP_017849602.2|DBUS, LOC108604582|XP_033149880.1|DBUS
OG0001220	LOC119652163|XP_037912039.1|HILL	LOC108595516|XP_017836259.1|DBUS
OG0001221	LOC119650451|XP_037909237.1|HILL	LOC108597106|XP_017838967.1|DBUS
OG0001222	LOC119660867|XP_037925704.1|HILL	LOC108607317|XP_017853477.1|DBUS
OG0001222	LOC119661029|XP_037926116.1|HILL	LOC108601681|XP_017845079.1|DBUS
OG0001223	LOC119654577|XP_037915964.1|HILL	LOC108597162|XP_017839061.1|DBUS, LOC108608549|XP_017835136.2|DBUS
OG0001224	LOC119655657|XP_037917569.1|HILL	LOC108596317|XP_017837416.1|DBUS
OG0001225	LOC119646976|XP_037903609.1|HILL	LOC108596829|XP_017838436.1|DBUS
OG0001226	LOC119657789|XP_037920804.1|HILL, LOC119646174|XP_037902482.1|HILL, LOC119661587|XP_037926917.1|HILL	LOC108596552|XP_017837938.1|DBUS
OG0001227	LOC119647209|XP_037903963.1|HILL, LOC119647103|XP_037903808.1|HILL	LOC108598083|XP_017840189.1|DBUS
OG0001228	LOC119655872|XP_037917929.1|HILL, LOC119655332|XP_037917103.1|HILL, LOC119654512|XP_037915878.1|HILL, LOC119655056|XP_037916675.1|HILL	LOC108605308|XP_017850467.1|DBUS
OG0001229	LOC119646290|XP_037902629.1|HILL	LOC117135021|XP_033150711.1|DBUS
OG0001230	LOC119661031|XP_037926123.1|HILL	LOC108597056|XP_017838866.1|DBUS
OG0001231	LOC119652521|XP_037912644.1|HILL	LOC108594362|XP_017835011.2|DBUS
OG0001232	LOC119658989|XP_037922801.1|HILL, LOC119658979|XP_037922791.1|HILL	LOC108608432|XP_017855290.1|DBUS, LOC108607818|XP_017854354.1|DBUS
OG0001233	LOC119661290|XP_037926495.1|HILL	LOC108596776|XP_017838368.1|DBUS
OG0001234	LOC119659090|XP_037922934.1|HILL	LOC108606797|XP_017852746.1|DBUS, LOC108597414|XP_017839453.1|DBUS, LOC108596837|XP_017838451.1|DBUS
OG0001235	LOC119646499|XP_037902882.1|HILL	LOC108608161|XP_017854904.1|DBUS
OG0001236	LOC119649757|XP_037907979.1|HILL	LOC108599669|XP_017842139.1|DBUS
OG0001237	LOC119659116|XP_037922967.1|HILL	LOC108603451|XP_017847771.1|DBUS
OG0001238	LOC119659152|XP_037923023.1|HILL	LOC108604437|XP_017849401.1|DBUS
OG0001239	LOC119653018|XP_037913384.1|HILL	LOC108602332|XP_017845909.1|DBUS
OG0001240	LOC119660382|XP_037924834.1|HILL	LOC108601712|XP_017845116.1|DBUS
OG0001242	LOC119655416|XP_037917230.1|HILL	LOC108606915|XP_017852945.1|DBUS
OG0001243	LOC119648820|XP_037906605.1|HILL	LOC108599721|XP_017842207.1|DBUS
OG0001244	LOC119661188|XP_037926337.1|HILL	LOC108603406|XP_017847685.1|DBUS
OG0001245	LOC119651974|XP_037911806.1|HILL	LOC108601562|XP_017844950.1|DBUS
OG0001246	LOC119655399|XP_037917208.1|HILL	LOC108595054|XP_017835686.1|DBUS
OG0001247	LOC119653750|XP_037914607.1|HILL	LOC108597512|XP_033150674.1|DBUS
OG0001248	LOC119650077|XP_037908504.1|HILL, LOC119649838|XP_037908111.1|HILL, LOC119647933|XP_037905201.1|HILL, LOC119650285|XP_037908840.1|HILL, LOC119650080|XP_037908511.1|HILL, LOC119648509|XP_037906206.1|HILL, LOC119648725|XP_037906464.1|HILL, LOC119649642|XP_037907825.1|HILL, LOC119649535|XP_037907650.1|HILL, LOC119649939|XP_037908286.1|HILL, LOC119649581|XP_037907713.1|HILL	LOC108597921|XP_017840027.2|DBUS, LOC108599794|XP_033149588.1|DBUS
OG0001249	LOC119658028|XP_037921186.1|HILL	LOC108606444|XP_017852047.1|DBUS
OG0001255	LOC119653588|XP_037914266.1|HILL	LOC108596458|XP_017837696.1|DBUS
OG0001257	LOC119660950|XP_037925892.1|HILL	LOC108607362|XP_017853558.1|DBUS
OG0001258	LOC119650730|XP_037909685.1|HILL	LOC108604510|XP_017849502.1|DBUS
OG0001259	LOC119658496|XP_037921886.1|HILL	LOC108605403|XP_017850562.1|DBUS
OG0001260	LOC119652828|XP_037913084.1|HILL	LOC108602021|XP_017845513.1|DBUS
OG0001261	LOC119657335|XP_037920135.1|HILL	LOC108606683|XP_017852521.1|DBUS
OG0001262	LOC119660928|XP_037925839.1|HILL	LOC108600788|XP_017844051.1|DBUS
OG0001263	LOC119656996|XP_037919660.1|HILL	LOC108601766|XP_017845178.1|DBUS
OG0001264	LOC119646944|XP_037903561.1|HILL	LOC108597055|XP_033149101.1|DBUS
OG0001265	LOC119657638|XP_037920570.1|HILL	LOC108604975|XP_033150396.1|DBUS
OG0001266	LOC119656260|XP_037918605.1|HILL	LOC108596175|XP_017837172.1|DBUS
OG0001267	LOC119651389|XP_037910899.1|HILL	LOC108601765|XP_017845177.1|DBUS
OG0001269	LOC119659654|XP_037923790.1|HILL	LOC108595406|XP_017836120.1|DBUS
OG0001270	LOC119659052|XP_037922887.1|HILL	LOC108601438|XP_017844825.1|DBUS
OG0001271	LOC119658672|XP_037922162.1|HILL	LOC108594795|XP_017835423.1|DBUS
OG0001272	LOC119649825|XP_037908089.1|HILL	LOC108600930|XP_017844256.1|DBUS
OG0001273	LOC119651602|XP_037911179.1|HILL	LOC108602463|XP_017846075.1|DBUS
OG0001274	LOC119649786|XP_037908019.1|HILL	LOC108600386|XP_017843421.1|DBUS
OG0001275	LOC119655439|XP_037917261.1|HILL	LOC108606693|XP_017852545.1|DBUS
OG0001276	LOC119648094|XP_037905520.1|HILL	LOC108600634|XP_017843810.2|DBUS
OG0001277	LOC119649433|XP_037907511.1|HILL, LOC119649427|XP_037907503.1|HILL	LOC108597935|XP_033149324.1|DBUS, LOC108597937|XP_017840041.1|DBUS
OG0001278	LOC119649514|XP_037907615.1|HILL	LOC108599917|XP_017842605.1|DBUS
OG0001279	LOC119648237|XP_037905794.1|HILL	LOC108598816|XP_017841051.1|DBUS
OG0001280	LOC119648137|XP_037905610.1|HILL	LOC108599487|XP_017841823.1|DBUS
OG0001281	LOC119647691|XP_037904703.1|HILL	LOC108598658|XP_017840858.2|DBUS
OG0001283	LOC119661427|XP_037926698.1|HILL	LOC108596913|XP_017838609.1|DBUS
OG0001284	LOC119651440|XP_037910970.1|HILL	LOC108598471|XP_017840611.1|DBUS
OG0001285	LOC119654710|XP_037916157.1|HILL, LOC119646154|XP_037902453.1|HILL	LOC108600524|XP_017843657.1|DBUS
OG0001286	LOC119646226|XP_037902542.1|HILL	LOC108606511|XP_017852173.1|DBUS
OG0001287	LOC119650430|XP_037909177.1|HILL, LOC119650431|XP_037909178.1|HILL, LOC119660177|XP_037924513.1|HILL, LOC119660484|XP_037924999.1|HILL	LOC108604119|XP_017848894.1|DBUS
OG0001288	LOC119651059|XP_037910316.1|HILL	LOC108594254|XP_033149443.1|DBUS
OG0001289	LOC119656549|XP_037918844.1|HILL, LOC119646325|XP_037902674.1|HILL, LOC119646338|XP_037902691.1|HILL	LOC108608164|XP_017854908.2|DBUS, LOC108602456|XP_017846071.2|DBUS
OG0001290	LOC119653199|XP_037913690.1|HILL	LOC108596112|XP_033149204.1|DBUS, LOC117135052|XP_033150837.1|DBUS
OG0001291	LOC119654813|XP_037916297.1|HILL	LOC108595003|XP_017835627.1|DBUS
OG0001292	LOC119653512|XP_037914101.1|HILL	LOC108596770|XP_017838355.1|DBUS
OG0001293	LOC119655415|XP_037917229.1|HILL	LOC108606164|XP_017851505.1|DBUS, LOC108607182|XP_017853328.1|DBUS
OG0001294	LOC119654231|XP_037915382.1|HILL	LOC108603876|XP_017848536.1|DBUS, LOC108605674|XP_033150258.1|DBUS
OG0001295	LOC119653879|XP_037914923.1|HILL	LOC108605580|XP_017850839.1|DBUS, LOC108595376|XP_033150953.1|DBUS
OG0001296	LOC119655784|XP_037917802.1|HILL	LOC108598546|XP_017840719.1|DBUS
OG0001297	LOC119659209|XP_037923105.1|HILL	LOC108601954|XP_033149942.1|DBUS
OG0001298	LOC119652500|XP_037912615.1|HILL, LOC119659762|XP_037923951.1|HILL, LOC119658977|XP_037922785.1|HILL	LOC108601613|XP_033149866.1|DBUS
OG0001299	LOC119649607|XP_037907753.1|HILL	LOC108600786|XP_017844047.1|DBUS
OG0001300	LOC119655461|XP_037917290.1|HILL	LOC108602803|XP_017846514.1|DBUS
OG0001301	LOC119654217|XP_037915358.1|HILL	LOC108601913|XP_017845383.1|DBUS
OG0001302	LOC119658796|XP_037922442.1|HILL, LOC119658797|XP_037922444.1|HILL, LOC119658798|XP_037922445.1|HILL, LOC119658800|XP_037922447.1|HILL	LOC108596526|XP_017837902.1|DBUS
OG0001303	LOC119657687|XP_037920649.1|HILL	LOC108603668|XP_017848153.1|DBUS
OG0001304	LOC119653815|XP_037914773.1|HILL	LOC108597256|XP_017839200.1|DBUS
OG0001305	LOC119658890|XP_037922616.1|HILL	LOC108597482|XP_017839546.1|DBUS, LOC108597481|XP_017839545.1|DBUS, LOC108603599|XP_017848032.1|DBUS
OG0001306	LOC119658704|XP_037922241.1|HILL, LOC119659011|XP_037922824.1|HILL, LOC119659009|XP_037922822.1|HILL	LOC108602831|XP_017846561.1|DBUS
OG0001307	LOC119659990|XP_037924289.1|HILL	LOC108599599|XP_017842040.1|DBUS
OG0001308	LOC119653629|XP_037914332.1|HILL	LOC108605431|XP_017850596.1|DBUS
OG0001309	LOC119660286|XP_037924685.1|HILL	LOC108603532|XP_017847918.1|DBUS
OG0001310	LOC119655898|XP_037917977.1|HILL	LOC108607187|XP_017853333.1|DBUS
OG0001311	LOC119656610|XP_037918975.1|HILL	LOC108606279|XP_017851749.1|DBUS
OG0001313	LOC119648111|XP_037905557.1|HILL	LOC108596779|XP_017838367.1|DBUS
OG0001314	LOC119657885|XP_037920950.1|HILL	LOC108608411|XP_017855259.1|DBUS
OG0001318	LOC119646413|XP_037902790.1|HILL	LOC117135004|XP_033150672.1|DBUS, LOC117135091|XP_033150928.1|DBUS, LOC117134983|XP_033150558.1|DBUS, LOC108594719|XP_033150932.1|DBUS, LOC117135094|XP_033150934.1|DBUS, LOC117134863|XP_033150026.1|DBUS, LOC117134990|XP_033150590.1|DBUS, LOC117134996|XP_033150601.1|DBUS
OG0001320	LOC119654141|XP_037915233.1|HILL	LOC108595218|XP_017835895.1|DBUS
OG0001326	LOC119652653|XP_037912831.1|HILL	LOC108602768|XP_017846430.1|DBUS
OG0001328	LOC119654838|XP_037916341.1|HILL, LOC119657878|XP_037920937.1|HILL	LOC108605706|XP_017850987.1|DBUS
OG0001329	LOC119658047|XP_037921219.1|HILL	LOC108598123|XP_017840229.1|DBUS, LOC108606875|XP_017852887.1|DBUS
OG0001330	LOC119657748|XP_037920727.1|HILL	LOC108606755|XP_017852647.2|DBUS
OG0001331	LOC119656876|XP_037919468.1|HILL	LOC108606035|XP_017851351.1|DBUS
OG0001332	LOC119656586|XP_037918919.1|HILL	LOC108606355|XP_017851893.1|DBUS
OG0001333	LOC119656813|XP_037919365.1|HILL	LOC108605555|XP_017850804.1|DBUS
OG0001334	LOC119657942|XP_037921060.1|HILL	LOC108604723|XP_017849790.1|DBUS
OG0001335	LOC119652343|XP_037912293.1|HILL	LOC108603850|XP_017848492.1|DBUS
OG0001337	LOC119657100|XP_037919783.1|HILL	LOC108606596|XP_017852332.1|DBUS
OG0001338	LOC119657367|XP_037920178.1|HILL	LOC108595193|XP_017835866.1|DBUS
OG0001339	LOC119655050|XP_037916668.1|HILL	LOC108596553|XP_017837939.1|DBUS
OG0001340	LOC119649314|XP_037907349.1|HILL	LOC108598625|XP_017840813.1|DBUS
OG0001341	LOC119651654|XP_037911265.1|HILL	LOC108601888|XP_017845352.1|DBUS
OG0001342	LOC119653250|XP_037913786.1|HILL	LOC108603694|XP_017848208.1|DBUS
OG0001343	LOC119652246|XP_037912155.1|HILL, LOC119651876|XP_037911617.1|HILL	LOC108601461|XP_017844848.1|DBUS
OG0001344	LOC119651796|XP_037911507.1|HILL	LOC108604331|XP_017849246.1|DBUS
OG0001345	LOC119652847|XP_037913127.1|HILL	LOC108604561|XP_017849579.1|DBUS
OG0001346	LOC119651609|XP_037911190.1|HILL	LOC108603922|XP_017848603.1|DBUS
OG0001347	LOC119656995|XP_037919658.1|HILL	LOC108605756|XP_017851047.1|DBUS
OG0001348	LOC119646138|XP_037902422.1|HILL	LOC108606593|XP_017852328.1|DBUS
OG0001349	LOC119650338|XP_037908930.1|HILL, LOC119648621|XP_037906319.1|HILL	LOC108598595|XP_017840778.1|DBUS, LOC108599963|XP_033149408.1|DBUS
OG0001350	LOC119656031|XP_037918222.1|HILL	LOC108598568|XP_017840741.1|DBUS
OG0001351	LOC119646934|XP_037903549.1|HILL	LOC108596489|XP_017837765.1|DBUS
OG0001352	LOC119646485|XP_037902868.1|HILL	LOC108596956|XP_017838686.1|DBUS
OG0001353	LOC119657814|XP_037920854.1|HILL	LOC108598863|XP_017841109.1|DBUS
OG0001354	LOC119661661|XP_037927022.1|HILL	LOC108597548|XP_017839645.1|DBUS
OG0001355	LOC119647144|XP_037903866.1|HILL	LOC108608201|XP_017854964.1|DBUS
OG0001356	LOC119659914|XP_037924167.1|HILL	LOC108603481|XP_017847818.1|DBUS
OG0001357	LOC119650158|XP_037908633.1|HILL, LOC119650159|XP_037908634.1|HILL, LOC119655198|XP_037916898.1|HILL	LOC108599937|XP_017842647.1|DBUS
OG0001358	LOC119649831|XP_037908101.1|HILL	LOC108601013|XP_033149737.1|DBUS
OG0001359	LOC119649801|XP_037908041.1|HILL	LOC108607831|XP_017854379.1|DBUS
OG0001360	LOC119660268|XP_037924655.1|HILL	LOC108597645|XP_017839783.1|DBUS
OG0001361	LOC119649638|XP_037907817.1|HILL	LOC108598068|XP_017840171.2|DBUS
OG0001362	LOC119649515|XP_037907624.1|HILL	LOC108598904|XP_017841156.1|DBUS
OG0001363	LOC119660259|XP_037924645.1|HILL	LOC108603230|XP_017847334.1|DBUS
OG0001364	LOC119653200|XP_037913699.1|HILL	LOC108594659|XP_033150978.1|DBUS
OG0001365	LOC119648268|XP_037905850.1|HILL	LOC108598726|XP_017840944.1|DBUS
OG0001366	LOC119649229|XP_037907216.1|HILL	LOC108598007|XP_017840111.1|DBUS
OG0001367	LOC119646490|XP_037902877.1|HILL	LOC108597360|XP_017839366.1|DBUS
OG0001368	LOC119658811|XP_037922460.1|HILL	LOC108596324|XP_017837435.1|DBUS
OG0001369	LOC119654759|XP_037916228.1|HILL	LOC117134643|XP_017851599.2|DBUS, LOC108605787|XP_017851079.2|DBUS, LOC108606218|XP_033150278.1|DBUS
OG0001370	LOC119646383|XP_037902755.1|HILL	LOC108597523|XP_033149017.1|DBUS
OG0001371	LOC119653164|XP_037913632.1|HILL	LOC108607473|XP_017853801.2|DBUS
OG0001373	LOC119653079|XP_037913495.1|HILL	LOC108594271|XP_017834892.1|DBUS
OG0001374	LOC119661235|XP_037926392.1|HILL	LOC108597148|XP_017839031.1|DBUS
OG0001375	LOC119659993|XP_037924293.1|HILL	LOC108603073|XP_017847040.1|DBUS
OG0001376	LOC119646276|XP_037902613.1|HILL	LOC108595300|XP_017836003.1|DBUS
OG0001377	LOC119650354|XP_037908968.1|HILL	LOC108608145|XP_033149788.1|DBUS
OG0001378	LOC119656648|XP_037919037.1|HILL, LOC119657864|XP_037920917.1|HILL	LOC108594229|XP_017834829.1|DBUS
OG0001379	LOC119651100|XP_037910387.1|HILL	LOC108598264|XP_017840372.1|DBUS
OG0001380	LOC119661414|XP_037926677.1|HILL	LOC108595043|XP_017835672.1|DBUS
OG0001381	LOC119647953|XP_037905272.1|HILL	LOC108595321|XP_017836030.1|DBUS
OG0001382	LOC119661475|XP_037926765.1|HILL	LOC108607844|XP_017854400.1|DBUS
OG0001383	LOC119647254|XP_037904062.1|HILL	LOC108595829|XP_017836609.1|DBUS
OG0001384	LOC119650590|XP_037909365.1|HILL	LOC108598577|XP_017840755.1|DBUS
OG0001385	LOC119648519|XP_037906217.1|HILL	LOC108608450|XP_017855317.1|DBUS
OG0001386	LOC119648014|XP_037905349.1|HILL	LOC108607815|XP_017854355.2|DBUS
OG0001387	LOC119658144|XP_037921342.1|HILL	LOC108598246|XP_017840353.1|DBUS
OG0001389	LOC119652995|XP_037913350.1|HILL	LOC108604784|XP_017849871.1|DBUS
OG0001390	LOC119659069|XP_037922906.1|HILL	LOC108594356|XP_017835003.1|DBUS
OG0001391	LOC119659041|XP_037922869.1|HILL, LOC119660450|XP_037924937.1|HILL	LOC108598536|XP_017840708.1|DBUS
OG0001392	LOC119654285|XP_037915501.1|HILL	LOC108605779|XP_017851071.1|DBUS
OG0001393	LOC119658993|XP_037922803.1|HILL	LOC108605858|XP_017851158.1|DBUS
OG0001394	LOC119660939|XP_037925866.1|HILL	LOC108607399|XP_017853663.1|DBUS
OG0001395	LOC119659967|XP_037924255.1|HILL	LOC108604118|XP_017848892.1|DBUS
OG0001396	LOC119654659|XP_037916078.1|HILL	LOC108606696|XP_017852554.1|DBUS
OG0001397	LOC119660543|XP_037925106.1|HILL	LOC108604774|XP_017849860.1|DBUS
OG0001398	LOC119658900|XP_037922631.1|HILL, LOC119660834|XP_037925631.1|HILL	LOC108607125|XP_017853250.1|DBUS
OG0001399	LOC119653725|XP_037914561.1|HILL	LOC108596987|XP_017838741.1|DBUS
OG0001400	LOC119649562|XP_037907686.1|HILL, LOC119649358|XP_037907399.1|HILL	LOC108601668|XP_017845058.1|DBUS
OG0001401	LOC119650076|XP_037908503.1|HILL	LOC108598163|XP_017840269.2|DBUS
OG0001402	LOC119649300|XP_037907323.1|HILL	LOC108599508|XP_017841864.2|DBUS
OG0001403	LOC119657757|XP_037920740.1|HILL	LOC108598770|XP_017841000.1|DBUS
OG0001404	LOC119653478|XP_037914032.1|HILL	LOC108596388|XP_017837551.1|DBUS
OG0001405	LOC119654372|XP_037915653.1|HILL, LOC119654030|XP_037915121.1|HILL, LOC119655178|XP_037916858.1|HILL, LOC119654029|XP_037915120.1|HILL	LOC108595288|XP_017836318.1|DBUS
OG0001406	LOC119655945|XP_037918064.1|HILL	LOC108605766|XP_017851058.1|DBUS
OG0001407	LOC119649363|XP_037907405.1|HILL	LOC108599593|XP_017842028.1|DBUS
OG0001408	LOC119653786|XP_037914717.1|HILL, LOC119653785|XP_037914716.1|HILL, LOC119649778|XP_037908008.1|HILL, LOC119649900|XP_037908222.1|HILL, LOC119649959|XP_037908323.1|HILL, LOC119653782|XP_037914712.1|HILL, LOC119655494|XP_037917324.1|HILL, LOC119654611|XP_037916011.1|HILL	LOC108594829|XP_017835456.1|DBUS
OG0001411	LOC119661783|XP_037927187.1|HILL, LOC119652314|XP_037912255.1|HILL, LOC119646991|XP_037903634.1|HILL	LOC108602089|XP_017845602.1|DBUS
OG0001412	LOC119646959|XP_037903583.1|HILL	LOC108608298|XP_017855113.1|DBUS
OG0001415	LOC119646748|XP_037903254.1|HILL, LOC119646710|XP_037903216.1|HILL	LOC108594961|XP_017835584.1|DBUS
OG0001429	LOC119653219|XP_037913722.1|HILL, LOC119652468|XP_037912562.1|HILL	LOC108604066|XP_017848819.1|DBUS
OG0001430	LOC119647554|XP_037904478.1|HILL, LOC119656740|XP_037919217.1|HILL	LOC108603079|XP_017847056.1|DBUS
OG0001432	LOC119657036|XP_037919718.1|HILL	LOC108607127|XP_017853254.1|DBUS
OG0001433	LOC119652346|XP_037912300.1|HILL	LOC108602309|XP_017845881.1|DBUS
OG0001434	LOC119656546|XP_037918836.1|HILL	LOC108605749|XP_017851037.1|DBUS
OG0001435	LOC119656806|XP_037919345.1|HILL	LOC108597036|XP_017838818.1|DBUS
OG0001436	LOC119656606|XP_037918968.1|HILL	LOC108605711|XP_017850992.1|DBUS
OG0001437	LOC119659054|XP_037922891.1|HILL	LOC108607997|XP_017854647.1|DBUS
OG0001438	LOC119656888|XP_037919486.1|HILL	LOC108601828|XP_017845258.1|DBUS
OG0001439	LOC119659035|XP_037922858.1|HILL	LOC108602275|XP_017845821.1|DBUS
OG0001440	LOC119651352|XP_037910839.1|HILL	LOC108606032|XP_017851349.1|DBUS
OG0001442	LOC119657508|XP_037920372.1|HILL	LOC108602126|XP_017845645.1|DBUS, LOC108605991|XP_017851301.1|DBUS
OG0001443	LOC119653014|XP_037913378.1|HILL	LOC108603880|XP_017848541.1|DBUS
OG0001444	LOC119657226|XP_037919966.1|HILL, LOC119657317|XP_037920104.1|HILL, LOC119658133|XP_037921330.1|HILL	LOC108604586|XP_017849606.1|DBUS
OG0001445	LOC119650719|XP_037909661.1|HILL	LOC108604055|XP_017848806.1|DBUS
OG0001446	LOC119650743|XP_037909739.1|HILL	LOC108602389|XP_017845990.1|DBUS
OG0001447	LOC119655582|XP_037917453.1|HILL	LOC108603658|XP_017848124.1|DBUS
OG0001448	LOC119652654|XP_037912834.1|HILL	LOC108602767|XP_017846428.1|DBUS
OG0001449	LOC119650287|XP_037908845.1|HILL	LOC108595985|XP_017836762.1|DBUS, LOC108595986|XP_017836763.1|DBUS, LOC108599017|XP_017841286.1|DBUS
OG0001450	LOC119657746|XP_037920724.1|HILL	LOC108603908|XP_017848581.1|DBUS, LOC108608538|XP_033150726.1|DBUS
OG0001451	LOC119661787|XP_037927198.1|HILL	LOC108597063|XP_017838876.1|DBUS
OG0001452	LOC119647289|XP_037904121.1|HILL	LOC108595903|XP_033149142.1|DBUS
OG0001453	LOC119649865|XP_037908164.1|HILL	LOC108600341|XP_017843353.2|DBUS
OG0001454	LOC119659256|XP_037923175.1|HILL	LOC108604341|XP_017849257.1|DBUS
OG0001455	LOC119648164|XP_037905667.1|HILL	LOC108600449|XP_017843525.2|DBUS, LOC108598054|XP_033149295.1|DBUS
OG0001456	LOC119649465|XP_037907551.1|HILL	LOC108596118|XP_017837051.2|DBUS
OG0001457	LOC119661698|XP_037927072.1|HILL	LOC108596084|XP_017836991.1|DBUS
OG0001458	LOC119646766|XP_037903273.1|HILL	LOC108595459|XP_017836189.1|DBUS
OG0001459	LOC119649746|XP_037907963.1|HILL	LOC108598886|XP_017841136.1|DBUS
OG0001460	LOC119647907|XP_037905148.1|HILL	LOC108596263|XP_017837308.1|DBUS
OG0001461	LOC119655555|XP_037917406.1|HILL	LOC108607733|XP_033150766.1|DBUS
OG0001462	LOC119647439|XP_037904286.1|HILL	LOC108599471|XP_017841799.2|DBUS
OG0001463	LOC119658997|XP_037922807.1|HILL	LOC108602703|XP_017846344.1|DBUS
OG0001464	LOC119660865|XP_037925689.1|HILL	LOC108605426|XP_017850591.1|DBUS, LOC108599562|XP_017841947.1|DBUS
OG0001465	LOC119661306|XP_037926524.1|HILL	LOC108597304|XP_017839272.1|DBUS
OG0001466	LOC119647116|XP_037903831.1|HILL	LOC108608363|XP_017855201.2|DBUS
OG0001467	LOC119646387|XP_037902758.1|HILL	LOC108608001|XP_017854655.1|DBUS
OG0001468	LOC119649357|XP_037907395.1|HILL	LOC108598570|XP_017840744.2|DBUS
OG0001469	LOC119660627|XP_037925261.1|HILL	LOC108596337|XP_017837480.1|DBUS
OG0001470	LOC119650028|XP_037908433.1|HILL	LOC108598839|XP_017841082.2|DBUS
OG0001471	LOC119650245|XP_037908763.1|HILL	LOC108598023|XP_033149452.1|DBUS
OG0001472	LOC119648953|XP_037906799.1|HILL	LOC117134908|XP_033150248.1|DBUS, LOC108598977|XP_017841240.1|DBUS
OG0001474	LOC119655942|XP_037918063.1|HILL	LOC108604911|XP_017849970.1|DBUS, LOC108595261|XP_017835961.1|DBUS
OG0001475	LOC119646535|XP_037902929.1|HILL	LOC108598597|XP_017840780.2|DBUS, LOC108597723|XP_017839903.1|DBUS
OG0001476	LOC119646631|XP_037903069.1|HILL	LOC117135007|XP_033150676.1|DBUS, LOC117135033|XP_033150751.1|DBUS
OG0001477	LOC119653829|XP_037914803.1|HILL	LOC108604328|XP_017849243.1|DBUS
OG0001478	LOC119652561|XP_037912697.1|HILL, LOC119652209|XP_037912077.1|HILL	LOC108607716|XP_017854207.1|DBUS
OG0001480	LOC119661320|XP_037926543.1|HILL	LOC108594429|XP_017835092.1|DBUS
OG0001481	LOC119652936|XP_037913257.1|HILL	LOC108607495|XP_017853830.1|DBUS, LOC108607492|XP_017853828.1|DBUS
OG0001482	LOC119653980|XP_037915070.1|HILL	LOC108594933|XP_017835556.1|DBUS
OG0001483	LOC119653092|XP_037913523.1|HILL	LOC108608142|XP_017854873.1|DBUS
OG0001484	LOC119647542|XP_037904460.1|HILL, LOC119647544|XP_037904463.1|HILL	LOC108598984|XP_033149607.1|DBUS
OG0001485	LOC119649244|XP_037907238.1|HILL	LOC108598086|XP_017840188.1|DBUS
OG0001486	LOC119652475|XP_037912573.1|HILL	LOC108594491|XP_017835173.1|DBUS
OG0001487	LOC119651066|XP_037910330.1|HILL	LOC108603795|XP_017848385.2|DBUS
OG0001488	LOC119661214|XP_037926365.1|HILL, LOC119657365|XP_037920176.1|HILL, LOC119661305|XP_037926523.1|HILL, LOC119651417|XP_037910940.1|HILL, LOC119661215|XP_037926367.1|HILL	LOC108595450|XP_017836179.1|DBUS
OG0001489	LOC119651713|XP_037911355.1|HILL	LOC108607674|XP_033149970.1|DBUS, LOC108595698|XP_017836473.1|DBUS
OG0001490	LOC119651715|XP_037911364.1|HILL	LOC108602378|XP_017845976.1|DBUS
OG0001491	LOC119646618|XP_037903052.1|HILL	LOC108595425|XP_017836146.1|DBUS, LOC108600546|XP_017843695.1|DBUS, LOC108607223|XP_017853389.1|DBUS
OG0001492	LOC119646771|XP_037903281.1|HILL	LOC108606108|XP_017851448.1|DBUS
OG0001493	LOC119655859|XP_037917907.1|HILL	LOC108595160|XP_017835821.2|DBUS, LOC108605234|XP_017850336.1|DBUS
OG0001494	LOC119655481|XP_037917309.1|HILL	LOC108606052|XP_017851389.1|DBUS
OG0001495	LOC119653406|XP_037913898.1|HILL	LOC108597506|XP_017839583.1|DBUS
OG0001496	LOC119655329|XP_037917098.1|HILL	LOC108605591|XP_017850853.1|DBUS
