Orthogroup	HILL.longest_only	CCAP.longest_only
OG0001912	LOC119647546|XP_037904464.1|HILL, LOC119647543|XP_037904461.1|HILL, LOC119647547|XP_037904465.1|HILL, LOC119647548|XP_037904466.1|HILL	CCAP1982_LOCUS2354|CAD6993542.1|CCAP
OG0001914	LOC119650748|XP_037909758.1|HILL	CCAP1982_LOCUS1303|CAD6992445.1|CCAP, CCAP1982_LOCUS1304|CAD6992447.1|CCAP
OG0001915	LOC119649037|XP_037906924.1|HILL	CCAP1982_LOCUS11403|CAD7002938.1|CCAP, CCAP1982_LOCUS22437|CAD7014441.1|CCAP, CCAP1982_LOCUS22436|CAD7014440.1|CCAP
OG0001916	LOC119659318|XP_037923266.1|HILL	CCAP1982_LOCUS21919|CAD7013905.1|CCAP
OG0001917	LOC119648161|XP_037905664.1|HILL	CCAP1982_LOCUS10929|CAD7002439.1|CCAP
OG0001918	LOC119648279|XP_037905861.1|HILL	CCAP1982_LOCUS11525|CAD7003062.1|CCAP
OG0001919	LOC119661109|XP_037926233.1|HILL, LOC119660811|XP_037925584.1|HILL	CCAP1982_LOCUS21247|CAD7013176.1|CCAP, CCAP1982_LOCUS21246|CAD7013175.1|CCAP
OG0001920	LOC119650198|XP_037908693.1|HILL	CCAP1982_LOCUS12172|CAD7003736.1|CCAP
OG0001921	LOC119650073|XP_037908499.1|HILL	CCAP1982_LOCUS14964|CAD7006661.1|CCAP
OG0001922	LOC119650082|XP_037908513.1|HILL	CCAP1982_LOCUS7235|CAD6998676.1|CCAP
OG0001923	LOC119650384|XP_037909052.1|HILL	CCAP1982_LOCUS12433|CAD7004010.1|CCAP, CCAP1982_LOCUS12451|CAD7004027.1|CCAP
OG0001924	LOC119647996|XP_037905309.1|HILL	CCAP1982_LOCUS5884|CAD6997251.1|CCAP
OG0001925	LOC119649855|XP_037908139.1|HILL, LOC119650048|XP_037908461.1|HILL	CCAP1982_LOCUS13224|CAD7004835.1|CCAP
OG0001926	LOC119649480|XP_037907577.1|HILL	CCAP1982_LOCUS14893|CAD7006579.1|CCAP, CCAP1982_LOCUS14894|CAD7006580.1|CCAP
OG0001927	LOC119646736|XP_037903241.1|HILL	CCAP1982_LOCUS21253|CAD7013182.1|CCAP, CCAP1982_LOCUS21252|CAD7013181.1|CCAP
OG0001928	LOC119647619|XP_037904589.1|HILL	CCAP1982_LOCUS12931|CAD7004534.1|CCAP
OG0001929	LOC119656183|XP_037918461.1|HILL, LOC119647768|XP_037904830.1|HILL	CCAP1982_LOCUS12927|CAD7004530.1|CCAP
OG0001930	LOC119651261|XP_037910688.1|HILL	CCAP1982_LOCUS22561|CAD7014562.1|CCAP, CCAP1982_LOCUS22560|CAD7014561.1|CCAP
OG0001931	LOC119648402|XP_037906072.1|HILL	CCAP1982_LOCUS14738|CAD7006418.1|CCAP
OG0001932	LOC119648398|XP_037906067.1|HILL	CCAP1982_LOCUS14734|CAD7006414.1|CCAP
OG0001933	LOC119648765|XP_037906522.1|HILL	CCAP1982_LOCUS20458|CAD7012364.1|CCAP
OG0001934	LOC119649388|XP_037907437.1|HILL	CCAP1982_LOCUS11449|CAD7002986.1|CCAP
OG0001935	LOC119648672|XP_037906388.1|HILL, LOC119649360|XP_037907401.1|HILL	CCAP1982_LOCUS14888|CAD7006574.1|CCAP
OG0001937	LOC119661170|XP_037926313.1|HILL	CCAP1982_LOCUS21341|CAD7013270.1|CCAP
OG0001938	LOC119661149|XP_037926289.1|HILL	CCAP1982_LOCUS21455|CAD7013390.1|CCAP
OG0001940	LOC119647200|XP_037903942.1|HILL	CCAP1982_LOCUS21655|CAD7013601.1|CCAP
OG0001941	LOC119648112|XP_037905558.1|HILL	CCAP1982_LOCUS11356|CAD7002887.1|CCAP
OG0001943	LOC119649455|XP_037907537.1|HILL, LOC119649625|XP_037907788.1|HILL, LOC119649112|XP_037907039.1|HILL	CCAP1982_LOCUS14883|CAD7006569.1|CCAP
OG0001944	LOC119649745|XP_037907962.1|HILL	CCAP1982_LOCUS11128|CAD7002645.1|CCAP
OG0001945	LOC119661393|XP_037926646.1|HILL	CCAP1982_LOCUS22711|CAD7014732.1|CCAP
OG0001946	LOC119653908|XP_037914985.1|HILL	CCAP1982_LOCUS21691|CAD7013647.1|CCAP
OG0001947	LOC119661314|XP_037926534.1|HILL	CCAP1982_LOCUS21692|CAD7013648.1|CCAP
OG0001948	LOC119648154|XP_037905653.1|HILL	CCAP1982_LOCUS13820|CAD7005460.1|CCAP
OG0001949	LOC119649181|XP_037907136.1|HILL	CCAP1982_LOCUS13077|CAD7004683.1|CCAP, CCAP1982_LOCUS13414|CAD7005043.1|CCAP, CCAP1982_LOCUS13076|CAD7004682.1|CCAP, CCAP1982_LOCUS13083|CAD7004689.1|CCAP
OG0001950	LOC119661016|XP_037926092.1|HILL	CCAP1982_LOCUS4560|CAD6995859.1|CCAP
OG0001951	LOC119647100|XP_037903799.1|HILL	CCAP1982_LOCUS23274|CAD7015329.1|CCAP
OG0001952	LOC119659888|XP_037924136.1|HILL	CCAP1982_LOCUS23010|CAD7015053.1|CCAP
OG0001953	LOC119661457|XP_037926741.1|HILL	CCAP1982_LOCUS22980|CAD7015023.1|CCAP, CCAP1982_LOCUS22978|CAD7015021.1|CCAP
OG0001954	LOC119647112|XP_037903819.1|HILL	CCAP1982_LOCUS23202|CAD7015253.1|CCAP
OG0001955	LOC119647118|XP_037903833.1|HILL	CCAP1982_LOCUS22670|CAD7014686.1|CCAP
OG0001957	LOC119659267|XP_037923194.1|HILL	CCAP1982_LOCUS22307|CAD7014307.1|CCAP
OG0001958	LOC119661584|XP_037926911.1|HILL	CCAP1982_LOCUS23338|CAD7015394.1|CCAP, CCAP1982_LOCUS23339|CAD7015395.1|CCAP
OG0001959	LOC119648719|XP_037906455.1|HILL	CCAP1982_LOCUS14238|CAD7005898.1|CCAP
OG0001960	LOC119647828|XP_037904996.1|HILL	CCAP1982_LOCUS12222|CAD7003786.1|CCAP
OG0001961	LOC119661384|XP_037926630.1|HILL	CCAP1982_LOCUS22414|CAD7014418.1|CCAP, CCAP1982_LOCUS22415|CAD7014419.1|CCAP
OG0001962	LOC119653650|XP_037914398.1|HILL	CCAP1982_LOCUS22716|CAD7014738.1|CCAP, CCAP1982_LOCUS22717|CAD7014739.1|CCAP
OG0001963	LOC119648319|XP_037905928.1|HILL	CCAP1982_LOCUS12183|CAD7003747.1|CCAP
OG0001964	LOC119648632|XP_037906330.1|HILL, LOC119648643|XP_037906341.1|HILL	CCAP1982_LOCUS12354|CAD7003931.1|CCAP
OG0001965	LOC119649847|XP_037908129.1|HILL	CCAP1982_LOCUS12704|CAD7004284.1|CCAP
OG0001966	LOC119646800|XP_037903318.1|HILL	CCAP1982_LOCUS3040|CAD6994279.1|CCAP
OG0001967	LOC119659887|XP_037924171.1|HILL	CCAP1982_LOCUS22780|CAD7014812.1|CCAP
OG0001968	LOC119649424|XP_037907499.1|HILL	CCAP1982_LOCUS14972|CAD7006670.1|CCAP
OG0001969	LOC119661195|XP_037926345.1|HILL	CCAP1982_LOCUS21687|CAD7013643.1|CCAP
OG0001970	LOC119648481|XP_037906174.1|HILL	CCAP1982_LOCUS23267|CAD7015322.1|CCAP
OG0001971	LOC119655219|XP_037916926.1|HILL	CCAP1982_LOCUS8403|CAD6999893.1|CCAP
OG0001972	LOC119659168|XP_037923047.1|HILL	CCAP1982_LOCUS23021|CAD7015065.1|CCAP
OG0001973	LOC119646351|XP_037902713.1|HILL	CCAP1982_LOCUS22029|CAD7014023.1|CCAP
OG0001974	LOC119646579|XP_037902999.1|HILL	CCAP1982_LOCUS23362|CAD7015420.1|CCAP, CCAP1982_LOCUS23363|CAD7015421.1|CCAP
OG0001975	LOC119648358|XP_037905999.1|HILL	CCAP1982_LOCUS11501|CAD7003038.1|CCAP
OG0001976	LOC119654729|XP_037916185.1|HILL	CCAP1982_LOCUS22353|CAD7014356.1|CCAP
OG0001978	LOC119646769|XP_037903279.1|HILL	CCAP1982_LOCUS7617|CAD6999071.1|CCAP
OG0001979	LOC119661563|XP_037926885.1|HILL	CCAP1982_LOCUS8860|CAD7000384.1|CCAP
OG0001980	LOC119649846|XP_037908130.1|HILL	CCAP1982_LOCUS6688|CAD6998074.1|CCAP, CCAP1982_LOCUS6687|CAD6998073.1|CCAP
OG0001981	LOC119653257|XP_037913793.1|HILL	CCAP1982_LOCUS7875|CAD6999348.1|CCAP
OG0001982	LOC119651562|XP_037911123.1|HILL	CCAP1982_LOCUS5569|CAD6996896.1|CCAP
OG0001983	LOC119660966|XP_037925954.1|HILL	CCAP1982_LOCUS3020|CAD6994259.1|CCAP
OG0001984	LOC119651214|XP_037910593.1|HILL	CCAP1982_LOCUS9240|CAD7000765.1|CCAP
OG0001985	LOC119650304|XP_037908878.1|HILL	CCAP1982_LOCUS5651|CAD6996989.1|CCAP
OG0001986	LOC119647314|XP_037904168.1|HILL	CCAP1982_LOCUS6409|CAD6997784.1|CCAP
OG0001988	LOC119661433|XP_037926706.1|HILL	CCAP1982_LOCUS22258|CAD7014255.1|CCAP
OG0001989	LOC119651051|XP_037910305.1|HILL, LOC119652146|XP_037912018.1|HILL	CCAP1982_LOCUS6085|CAD6997439.1|CCAP, CCAP1982_LOCUS20246|CAD7012149.1|CCAP
OG0001990	LOC119653176|XP_037913650.1|HILL, LOC119652300|XP_037912228.1|HILL	CCAP1982_LOCUS6087|CAD6997441.1|CCAP, CCAP1982_LOCUS6088|CAD6997442.1|CCAP
OG0001991	LOC119646940|XP_037903558.1|HILL	CCAP1982_LOCUS5893|CAD6997260.1|CCAP, CCAP1982_LOCUS5892|CAD6997259.1|CCAP
OG0001992	LOC119647247|XP_037904053.1|HILL	CCAP1982_LOCUS7304|CAD6998750.1|CCAP
OG0001993	LOC119651039|XP_037910285.1|HILL	CCAP1982_LOCUS6510|CAD6997891.1|CCAP
OG0001994	LOC119661576|XP_037926903.1|HILL	CCAP1982_LOCUS4040|CAD6995322.1|CCAP
OG0001995	LOC119652957|XP_037913281.1|HILL	CCAP1982_LOCUS7864|CAD6999337.1|CCAP
OG0001996	LOC119646634|XP_037903074.1|HILL	CCAP1982_LOCUS6834|CAD6998223.1|CCAP
OG0001997	LOC119661401|XP_037926657.1|HILL	CCAP1982_LOCUS22833|CAD7014869.1|CCAP
OG0001998	LOC119646269|XP_037902604.1|HILL	CCAP1982_LOCUS22838|CAD7014874.1|CCAP
OG0001999	LOC119654824|XP_037916320.1|HILL	CCAP1982_LOCUS23209|CAD7015261.1|CCAP, CCAP1982_LOCUS23214|CAD7015266.1|CCAP
OG0002000	LOC119657620|XP_037920554.1|HILL	CCAP1982_LOCUS8817|CAD7000334.1|CCAP
OG0002001	LOC119651608|XP_037911192.1|HILL	CCAP1982_LOCUS8682|CAD7000189.1|CCAP
OG0002003	LOC119653100|XP_037913542.1|HILL, LOC119651921|XP_037911677.1|HILL	CCAP1982_LOCUS9016|CAD7000540.1|CCAP
OG0002004	LOC119652691|XP_037912896.1|HILL	CCAP1982_LOCUS7661|CAD6999117.1|CCAP
OG0002005	LOC119652676|XP_037912873.1|HILL	CCAP1982_LOCUS9022|CAD7000546.1|CCAP
OG0002006	LOC119652692|XP_037912901.1|HILL	CCAP1982_LOCUS8852|CAD7000372.1|CCAP
OG0002007	LOC119647145|XP_037903867.1|HILL	CCAP1982_LOCUS5813|CAD6997170.1|CCAP
OG0002008	LOC119660773|XP_037925469.1|HILL	CCAP1982_LOCUS10577|CAD7002089.1|CCAP, CCAP1982_LOCUS10575|CAD7002087.1|CCAP, CCAP1982_LOCUS10578|CAD7002090.1|CCAP
OG0002009	LOC119661080|XP_037926200.1|HILL	CCAP1982_LOCUS7153|CAD6998573.1|CCAP
OG0002010	LOC119652866|XP_037913151.1|HILL	CCAP1982_LOCUS9018|CAD7000542.1|CCAP
OG0002011	LOC119646725|XP_037903232.1|HILL	CCAP1982_LOCUS5797|CAD6997153.1|CCAP
OG0002012	LOC119656680|XP_037919095.1|HILL	CCAP1982_LOCUS8101|CAD6999576.1|CCAP
OG0002013	LOC119650589|XP_037909361.1|HILL	CCAP1982_LOCUS5842|CAD6997203.1|CCAP
OG0002014	LOC119650239|XP_037908753.1|HILL, LOC119650220|XP_037908725.1|HILL	CCAP1982_LOCUS20407|CAD7012313.1|CCAP
OG0002015	LOC119646430|XP_037902808.1|HILL	CCAP1982_LOCUS8287|CAD6999764.1|CCAP
OG0002016	LOC119646971|XP_037903601.1|HILL	CCAP1982_LOCUS22546|CAD7014545.1|CCAP
OG0002017	LOC119651134|XP_037910456.1|HILL	CCAP1982_LOCUS7916|CAD6999390.1|CCAP, CCAP1982_LOCUS7914|CAD6999388.1|CCAP
OG0002018	LOC119651428|XP_037910953.1|HILL	CCAP1982_LOCUS5457|CAD6996782.1|CCAP
OG0002019	LOC119646570|XP_037902989.1|HILL	CCAP1982_LOCUS7335|CAD6998781.1|CCAP
OG0002020	LOC119652879|XP_037913171.1|HILL	CCAP1982_LOCUS5558|CAD6996885.1|CCAP
OG0002021	LOC119659470|XP_037923533.1|HILL	CCAP1982_LOCUS22781|CAD7014814.1|CCAP, CCAP1982_LOCUS22783|CAD7014816.1|CCAP
OG0002022	LOC119646797|XP_037903314.1|HILL, LOC119650151|XP_037908617.1|HILL	CCAP1982_LOCUS7961|CAD6999437.1|CCAP
OG0002023	LOC119656328|XP_037918719.1|HILL	CCAP1982_LOCUS2755|CAD6993970.1|CCAP
OG0002024	LOC119658398|XP_037921718.1|HILL	CCAP1982_LOCUS5710|CAD6997056.1|CCAP
OG0002025	LOC119661327|XP_037926555.1|HILL	CCAP1982_LOCUS8538|CAD7000034.1|CCAP
OG0002026	LOC119647988|XP_037905301.1|HILL	CCAP1982_LOCUS11688|CAD7003227.1|CCAP, CCAP1982_LOCUS11689|CAD7003228.1|CCAP
OG0002027	LOC119655920|XP_037918014.1|HILL	CCAP1982_LOCUS20430|CAD7012336.1|CCAP, CCAP1982_LOCUS20431|CAD7012337.1|CCAP
OG0002028	LOC119654882|XP_037916419.1|HILL	CCAP1982_LOCUS20133|CAD7012029.1|CCAP
OG0002029	LOC119659931|XP_037924197.1|HILL	CCAP1982_LOCUS12945|CAD7004548.1|CCAP
OG0002030	LOC119659276|XP_037923212.1|HILL	CCAP1982_LOCUS21186|CAD7013113.1|CCAP
OG0002031	LOC119655014|XP_037916612.1|HILL	CCAP1982_LOCUS19460|CAD7011357.1|CCAP
OG0002032	LOC119653873|XP_037914909.1|HILL	CCAP1982_LOCUS23288|CAD7015343.1|CCAP, CCAP1982_LOCUS508|CAD6991591.1|CCAP
OG0002035	LOC119660316|XP_037924719.1|HILL	CCAP1982_LOCUS4823|CAD6996129.1|CCAP
OG0002036	LOC119660612|XP_037925233.1|HILL	CCAP1982_LOCUS4286|CAD6995576.1|CCAP
OG0002038	LOC119647281|XP_037904102.1|HILL	CCAP1982_LOCUS630|CAD6991717.1|CCAP
OG0002039	LOC119658624|XP_037922050.1|HILL	CCAP1982_LOCUS5672|CAD6997011.1|CCAP
OG0002040	LOC119660134|XP_037924461.1|HILL	CCAP1982_LOCUS4199|CAD6995484.1|CCAP
OG0002041	LOC119653539|XP_037914144.1|HILL	CCAP1982_LOCUS19975|CAD7011863.1|CCAP
OG0002042	LOC119659806|XP_037924004.1|HILL	CCAP1982_LOCUS4396|CAD6995689.1|CCAP, CCAP1982_LOCUS4389|CAD6995682.1|CCAP
OG0002043	LOC119658578|XP_037921956.1|HILL	CCAP1982_LOCUS561|CAD6991647.1|CCAP
OG0002044	LOC119658718|XP_037922266.1|HILL	CCAP1982_LOCUS4877|CAD6996185.1|CCAP, CCAP1982_LOCUS4875|CAD6996183.1|CCAP
OG0002045	LOC119659915|XP_037924168.1|HILL	CCAP1982_LOCUS278|CAD6991349.1|CCAP, CCAP1982_LOCUS276|CAD6991347.1|CCAP
OG0002048	LOC119659298|XP_037923237.1|HILL	CCAP1982_LOCUS826|CAD6991936.1|CCAP
OG0002049	LOC119658688|XP_037922201.1|HILL	CCAP1982_LOCUS4976|CAD6996293.1|CCAP, CCAP1982_LOCUS4977|CAD6996295.1|CCAP
OG0002050	LOC119658589|XP_037921977.1|HILL	CCAP1982_LOCUS5116|CAD6996444.1|CCAP
OG0002051	LOC119655921|XP_037918017.1|HILL, LOC119649941|XP_037908287.1|HILL	CCAP1982_LOCUS22484|CAD7014482.1|CCAP
OG0002052	LOC119659533|XP_037923602.1|HILL	CCAP1982_LOCUS14831|CAD7006517.1|CCAP
OG0002053	LOC119659501|XP_037923555.1|HILL	CCAP1982_LOCUS270|CAD6991341.1|CCAP, CCAP1982_LOCUS268|CAD6991339.1|CCAP
OG0002054	LOC119660002|XP_037924308.1|HILL	CCAP1982_LOCUS2427|CAD6993617.1|CCAP
OG0002055	LOC119659025|XP_037922848.1|HILL	CCAP1982_LOCUS382|CAD6991457.1|CCAP
OG0002056	LOC119653891|XP_037914941.1|HILL	CCAP1982_LOCUS10781|CAD7002289.1|CCAP
OG0002057	LOC119655930|XP_037918040.1|HILL	CCAP1982_LOCUS7071|CAD6998476.1|CCAP
OG0002058	LOC119655360|XP_037917145.1|HILL	CCAP1982_LOCUS2599|CAD6993803.1|CCAP, CCAP1982_LOCUS12120|CAD7003683.1|CCAP
OG0002059	LOC119655733|XP_037917711.1|HILL	CCAP1982_LOCUS862|CAD6991975.1|CCAP
OG0002060	LOC119655395|XP_037917200.1|HILL	CCAP1982_LOCUS20652|CAD7012567.1|CCAP
OG0002061	LOC119653456|XP_037913993.1|HILL	CCAP1982_LOCUS21100|CAD7013011.1|CCAP
OG0002065	LOC119648983|XP_037906831.1|HILL	CCAP1982_LOCUS10902|CAD7002410.1|CCAP, CCAP1982_LOCUS10901|CAD7002409.1|CCAP
OG0002066	LOC119659689|XP_037923854.1|HILL	CCAP1982_LOCUS4584|CAD6995883.1|CCAP, CCAP1982_LOCUS4585|CAD6995884.1|CCAP, CCAP1982_LOCUS4583|CAD6995882.1|CCAP
OG0002067	LOC119660524|XP_037925073.1|HILL	CCAP1982_LOCUS20152|CAD7012050.1|CCAP
OG0002068	LOC119659187|XP_037923075.1|HILL	CCAP1982_LOCUS21706|CAD7013663.1|CCAP
OG0002070	LOC119656700|XP_037919135.1|HILL	CCAP1982_LOCUS603|CAD6991690.1|CCAP
OG0002071	LOC119655665|XP_037917579.1|HILL	CCAP1982_LOCUS2429|CAD6993619.1|CCAP
OG0002072	LOC119659080|XP_037922923.1|HILL	CCAP1982_LOCUS22664|CAD7014680.1|CCAP
OG0002073	LOC119650208|XP_037908702.1|HILL	CCAP1982_LOCUS12295|CAD7003865.1|CCAP, CCAP1982_LOCUS12294|CAD7003864.1|CCAP, CCAP1982_LOCUS12292|CAD7003862.1|CCAP
OG0002074	LOC119655850|XP_037917896.1|HILL	CCAP1982_LOCUS19998|CAD7011886.1|CCAP
OG0002076	LOC119656236|XP_037918582.1|HILL	CCAP1982_LOCUS20494|CAD7012407.1|CCAP, CCAP1982_LOCUS20493|CAD7012405.1|CCAP
OG0002077	LOC119654575|XP_037915958.1|HILL	CCAP1982_LOCUS20706|CAD7012622.1|CCAP, CCAP1982_LOCUS20719|CAD7012632.1|CCAP
OG0002078	LOC119655664|XP_037917578.1|HILL	CCAP1982_LOCUS11090|CAD7002606.1|CCAP, CCAP1982_LOCUS19774|CAD7011690.1|CCAP
OG0002079	LOC119650394|XP_037909083.1|HILL	CCAP1982_LOCUS13468|CAD7005106.1|CCAP, CCAP1982_LOCUS13467|CAD7005105.1|CCAP, CCAP1982_LOCUS13469|CAD7005107.1|CCAP
OG0002081	LOC119654662|XP_037916081.1|HILL	CCAP1982_LOCUS19470|CAD7011368.1|CCAP
OG0002082	LOC119656303|XP_037918675.1|HILL	CCAP1982_LOCUS20322|CAD7012224.1|CCAP, CCAP1982_LOCUS20250|CAD7012153.1|CCAP
OG0002084	LOC119656315|XP_037918691.1|HILL	CCAP1982_LOCUS20885|CAD7012782.1|CCAP
OG0002085	LOC119656233|XP_037918577.1|HILL, LOC119655275|XP_037917019.1|HILL, LOC119655274|XP_037917014.1|HILL	CCAP1982_LOCUS20467|CAD7012373.1|CCAP
OG0002086	LOC119655635|XP_037917536.1|HILL	CCAP1982_LOCUS20236|CAD7012138.1|CCAP
OG0002087	LOC119654374|XP_037915655.1|HILL	CCAP1982_LOCUS14474|CAD7006146.1|CCAP, CCAP1982_LOCUS14470|CAD7006142.1|CCAP
OG0002088	LOC119647909|XP_037905155.1|HILL	CCAP1982_LOCUS13994|CAD7005636.1|CCAP, CCAP1982_LOCUS13982|CAD7005624.1|CCAP, CCAP1982_LOCUS13981|CAD7005623.1|CCAP, CCAP1982_LOCUS13995|CAD7005637.1|CCAP
OG0002089	LOC119654913|XP_037916475.1|HILL	CCAP1982_LOCUS19383|CAD7011275.1|CCAP
OG0002090	LOC119648685|XP_037906409.1|HILL	CCAP1982_LOCUS14391|CAD7006056.1|CCAP
OG0002091	LOC119653647|XP_037914390.1|HILL, LOC119653648|XP_037914392.1|HILL, LOC119653646|XP_037914389.1|HILL	CCAP1982_LOCUS19481|CAD7011380.1|CCAP
OG0002092	LOC119647664|XP_037904667.1|HILL	CCAP1982_LOCUS14442|CAD7006110.1|CCAP
OG0002093	LOC119653692|XP_037914490.1|HILL	CCAP1982_LOCUS19982|CAD7011870.1|CCAP, CCAP1982_LOCUS19983|CAD7011871.1|CCAP, CCAP1982_LOCUS19984|CAD7011872.1|CCAP
OG0002094	LOC119653481|XP_037914036.1|HILL	CCAP1982_LOCUS20508|CAD7012424.1|CCAP
OG0002096	LOC119653799|XP_037914741.1|HILL, LOC119655532|XP_037917374.1|HILL	CCAP1982_LOCUS20402|CAD7012306.1|CCAP, CCAP1982_LOCUS20399|CAD7012303.1|CCAP, CCAP1982_LOCUS20403|CAD7012307.1|CCAP, CCAP1982_LOCUS20401|CAD7012305.1|CCAP
OG0002097	LOC119654127|XP_037915218.1|HILL	CCAP1982_LOCUS20691|CAD7012607.1|CCAP
OG0002098	LOC119649830|XP_037908100.1|HILL	CCAP1982_LOCUS11791|CAD7003331.1|CCAP
OG0002099	LOC119653875|XP_037914911.1|HILL	CCAP1982_LOCUS1590|CAD6992745.1|CCAP
OG0002100	LOC119647613|XP_037904574.1|HILL	CCAP1982_LOCUS13404|CAD7005032.1|CCAP
OG0002101	LOC119655574|XP_037917430.1|HILL	CCAP1982_LOCUS20972|CAD7012873.1|CCAP, CCAP1982_LOCUS20979|CAD7012880.1|CCAP
OG0002102	LOC119653572|XP_037914228.1|HILL	CCAP1982_LOCUS20632|CAD7012547.1|CCAP
OG0002103	LOC119652473|XP_037912571.1|HILL	CCAP1982_LOCUS1651|CAD6992812.1|CCAP, CCAP1982_LOCUS1650|CAD6992811.1|CCAP, CCAP1982_LOCUS1632|CAD6992793.1|CCAP, CCAP1982_LOCUS1642|CAD6992803.1|CCAP
OG0002104	LOC119656974|XP_037919636.1|HILL	CCAP1982_LOCUS1056|CAD6992183.1|CCAP, CCAP1982_LOCUS5195|CAD6996527.1|CCAP
OG0002105	LOC119659108|XP_037922959.1|HILL, LOC119653958|XP_037915046.1|HILL, LOC119654000|XP_037915089.1|HILL, LOC119653987|XP_037915076.1|HILL, LOC119648465|XP_037906151.1|HILL, LOC119661412|XP_037926678.1|HILL, LOC119661190|XP_037926342.1|HILL, LOC119661084|XP_037926202.1|HILL	CCAP1982_LOCUS10109|CAD7001615.1|CCAP
OG0002107	LOC119646747|XP_037903252.1|HILL	CCAP1982_LOCUS10008|CAD7001511.1|CCAP, CCAP1982_LOCUS9526|CAD7001054.1|CCAP, CCAP1982_LOCUS10007|CAD7001510.1|CCAP, CCAP1982_LOCUS10009|CAD7001512.1|CCAP, CCAP1982_LOCUS9531|CAD7001059.1|CCAP, CCAP1982_LOCUS10003|CAD7001506.1|CCAP, CCAP1982_LOCUS10006|CAD7001509.1|CCAP, CCAP1982_LOCUS9516|CAD7001044.1|CCAP, CCAP1982_LOCUS9271|CAD7000796.1|CCAP, CCAP1982_LOCUS9273|CAD7000798.1|CCAP, CCAP1982_LOCUS9272|CAD7000797.1|CCAP, CCAP1982_LOCUS9530|CAD7001058.1|CCAP, CCAP1982_LOCUS7926|CAD6999400.1|CCAP
OG0002110	LOC119647779|XP_037904889.1|HILL	CCAP1982_LOCUS14266|CAD7005928.1|CCAP, CCAP1982_LOCUS11344|CAD7002875.1|CCAP, CCAP1982_LOCUS2317|CAD6993504.1|CCAP
OG0002117	LOC119657828|XP_037920874.1|HILL	CCAP1982_LOCUS9994|CAD7001497.1|CCAP, CCAP1982_LOCUS9998|CAD7001501.1|CCAP
OG0002118	LOC119656808|XP_037919354.1|HILL	CCAP1982_LOCUS4162|CAD6995445.1|CCAP, CCAP1982_LOCUS4161|CAD6995444.1|CCAP
OG0002119	LOC119658634|XP_037922087.1|HILL	CCAP1982_LOCUS1582|CAD6992737.1|CCAP
OG0002120	LOC119660744|XP_037925393.1|HILL	CCAP1982_LOCUS9323|CAD7000849.1|CCAP, CCAP1982_LOCUS9817|CAD7001320.1|CCAP
OG0002121	LOC119651294|XP_037910741.1|HILL	CCAP1982_LOCUS38|CAD6991090.1|CCAP, CCAP1982_LOCUS37|CAD6991089.1|CCAP
OG0002123	LOC119648401|XP_037906075.1|HILL	CCAP1982_LOCUS8567|CAD7000064.1|CCAP, CCAP1982_LOCUS8568|CAD7000065.1|CCAP
OG0002125	LOC119650671|XP_037909550.1|HILL	CCAP1982_LOCUS19878|CAD7011766.1|CCAP, CCAP1982_LOCUS19879|CAD7011767.1|CCAP
OG0002126	LOC119647832|XP_037905001.1|HILL	CCAP1982_LOCUS14264|CAD7005926.1|CCAP
OG0002129	LOC119652830|XP_037913086.1|HILL	CCAP1982_LOCUS1207|CAD6992343.1|CCAP
OG0002131	LOC119651496|XP_037911040.1|HILL	CCAP1982_LOCUS1884|CAD6993052.1|CCAP
OG0002132	LOC119651555|XP_037911116.1|HILL	CCAP1982_LOCUS5552|CAD6996879.1|CCAP
OG0002136	LOC119659975|XP_037924269.1|HILL	CCAP1982_LOCUS2138|CAD6993322.1|CCAP
OG0002142	LOC119652352|XP_037912360.1|HILL	CCAP1982_LOCUS1997|CAD6993175.1|CCAP
OG0002143	LOC119646616|XP_037903050.1|HILL	CCAP1982_LOCUS9161|CAD7000687.1|CCAP
OG0002144	LOC119660743|XP_037925386.1|HILL	CCAP1982_LOCUS13418|CAD7005047.1|CCAP
OG0002145	LOC119661362|XP_037926640.1|HILL	CCAP1982_LOCUS622|CAD6991709.1|CCAP
OG0002146	LOC119650779|XP_037909815.1|HILL	CCAP1982_LOCUS1665|CAD6992828.1|CCAP
OG0002148	LOC119656565|XP_037918877.1|HILL	CCAP1982_LOCUS13092|CAD7004699.1|CCAP
OG0002149	LOC119660866|XP_037925690.1|HILL	CCAP1982_LOCUS10222|CAD7001732.1|CCAP, CCAP1982_LOCUS10223|CAD7001733.1|CCAP, CCAP1982_LOCUS10221|CAD7001731.1|CCAP
OG0002152	LOC119652511|XP_037912633.1|HILL	CCAP1982_LOCUS2091|CAD6993275.1|CCAP
OG0002153	LOC119652345|XP_037912298.1|HILL	CCAP1982_LOCUS1613|CAD6992772.1|CCAP
OG0002154	LOC119657793|XP_037920805.1|HILL	CCAP1982_LOCUS6308|CAD6997677.1|CCAP
OG0002155	LOC119658159|XP_037921355.1|HILL	CCAP1982_LOCUS1752|CAD6992919.1|CCAP, CCAP1982_LOCUS1751|CAD6992918.1|CCAP, CCAP1982_LOCUS1753|CAD6992920.1|CCAP
OG0002156	LOC119660802|XP_037925559.1|HILL	CCAP1982_LOCUS13759|CAD7005399.1|CCAP
