Orthogroup	HILL.longest_only	AAEG.longest_only
OG0001177	LOC119661293|XP_037926506.1|HILL	LOC110679092|XP_021708736.1|AAEG
OG0001177	LOC119661291|XP_037926497.1|HILL	LOC5568518|XP_001652339.1|AAEG
OG0001178	LOC119646835|XP_037903380.1|HILL	LOC5573937|XP_001654973.1|AAEG
OG0001178	LOC119661423|XP_037926694.1|HILL	LOC110676927|XP_021702495.1|AAEG
OG0001179	LOC119646342|XP_037902696.1|HILL	LOC5577540|XP_001656556.3|AAEG
OG0001180	LOC119660988|XP_037926002.1|HILL	LOC5568068|XP_001652002.1|AAEG
OG0001181	LOC119648244|XP_037905804.1|HILL	LOC5575371|XP_001661902.2|AAEG
OG0001182	LOC119659498|XP_037923550.1|HILL, LOC119659994|XP_037924297.1|HILL	LOC5571228|XP_001653528.1|AAEG, LOC5571227|XP_021707004.1|AAEG
OG0001183	LOC119660414|XP_037924881.1|HILL	LOC5564518|XP_021705619.1|AAEG
OG0001184	LOC119659017|XP_037922836.1|HILL	LOC5569282|XP_021709988.1|AAEG
OG0001185	LOC119658701|XP_037922219.1|HILL	LOC5575995|XP_021707351.1|AAEG
OG0001186	LOC119659434|XP_037923445.1|HILL	LOC5568008|XP_021708299.1|AAEG
OG0001187	LOC119656116|XP_037918366.1|HILL	LOC5578526|XP_001663917.1|AAEG, LOC5578524|XP_001663915.2|AAEG
OG0001188	LOC119653813|XP_037914766.1|HILL	LOC5579654|XP_001648128.2|AAEG
OG0001189	LOC119654676|XP_037916107.1|HILL	LOC5565498|XP_021705339.1|AAEG, LOC5568971|XP_001652631.2|AAEG
OG0001190	LOC119655814|XP_037917847.1|HILL, LOC119655837|XP_037917871.1|HILL, LOC119655662|XP_037917574.1|HILL	LOC5565484|XP_021707036.1|AAEG, LOC110680425|XP_021711915.1|AAEG, LOC5565483|XP_021706750.1|AAEG
OG0001191	LOC119654289|XP_037915506.1|HILL	LOC5574691|XP_021708304.1|AAEG, LOC5574688|XP_021707897.1|AAEG
OG0001192	LOC119659428|XP_037923436.1|HILL, LOC119659358|XP_037923338.1|HILL, LOC119649057|XP_037906966.1|HILL, LOC119659885|XP_037924131.1|HILL	LOC5563930|XP_021705115.1|AAEG
OG0001193	LOC119654818|XP_037916306.1|HILL	LOC5572088|XP_001660168.1|AAEG, LOC110680475|XP_021711974.1|AAEG
OG0001194	LOC119648370|XP_037906025.1|HILL	LOC5578080|XP_001656773.1|AAEG
OG0001195	LOC119654582|XP_037915969.1|HILL	LOC5568267|XP_001657964.2|AAEG
OG0001200	LOC119657294|XP_037920068.1|HILL	LOC5569755|XP_001652979.2|AAEG
OG0001201	LOC119659691|XP_037923872.1|HILL, LOC119660477|XP_037924996.1|HILL, LOC119660451|XP_037924938.1|HILL	LOC5564649|XP_001648985.2|AAEG, LOC5572031|XP_001660136.1|AAEG, LOC110678423|XP_021706974.1|AAEG, LOC5564633|XP_001648987.2|AAEG
OG0001202	LOC119658232|XP_037921438.1|HILL	LOC5572017|XP_001660128.1|AAEG
OG0001203	LOC119660998|XP_037926022.1|HILL	LOC5574322|XP_021694574.1|AAEG
OG0001203	LOC119660891|XP_037925745.1|HILL	LOC110681443|XP_021712896.1|AAEG, LOC110674735|XP_021694562.1|AAEG
OG0001204	LOC119657884|XP_037920948.1|HILL	LOC5574716|XP_001655300.2|AAEG
OG0001205	LOC119657124|XP_037919816.1|HILL	LOC110674797|XP_021694847.1|AAEG
OG0001205	LOC119654814|XP_037916298.1|HILL	LOC5575088|XP_001661798.1|AAEG
OG0001206	LOC119652245|XP_037912149.1|HILL	LOC5572256|XP_021695027.1|AAEG
OG0001207	LOC119658299|XP_037921525.1|HILL	LOC5578378|XP_021695131.1|AAEG
OG0001208	LOC119653056|XP_037913463.1|HILL	LOC5577801|XP_001663568.1|AAEG
OG0001208	LOC119657034|XP_037919714.1|HILL	LOC5576373|XP_021695474.1|AAEG
OG0001209	LOC119652741|XP_037912967.1|HILL	LOC5579262|XP_021696013.1|AAEG, LOC5571213|XP_021696002.1|AAEG
OG0001210	LOC119657755|XP_037920737.1|HILL	LOC5576886|XP_021703422.1|AAEG, LOC5576881|XP_021703451.1|AAEG
OG0001211	LOC119652060|XP_037911926.1|HILL	LOC5567066|XP_021712826.1|AAEG, LOC5567065|XP_021712836.1|AAEG
OG0001212	LOC119658512|XP_037921913.1|HILL	LOC5580010|XP_001653890.2|AAEG
OG0001213	LOC119659447|XP_037923459.1|HILL	LOC5564694|XP_021692994.1|AAEG, LOC5564683|XP_001649031.3|AAEG, LOC5564679|XP_001649029.3|AAEG, LOC5564684|XP_001649030.2|AAEG
OG0001214	LOC119652669|XP_037912863.1|HILL	LOC5576401|XP_001662611.1|AAEG
OG0001215	LOC119652850|XP_037913130.1|HILL	LOC5573442|XP_021693624.1|AAEG, LOC5573437|XP_021693618.1|AAEG
OG0001216	LOC119653102|XP_037913545.1|HILL	LOC5564193|XP_001648534.2|AAEG, LOC5576567|XP_021693630.1|AAEG
OG0001217	LOC119651703|XP_037911344.1|HILL	LOC5564004|XP_021693760.1|AAEG
OG0001218	LOC119659492|XP_037923538.1|HILL	LOC5578916|XP_001657200.2|AAEG, LOC110674344|XP_021694332.1|AAEG
OG0001220	LOC119652163|XP_037912039.1|HILL	LOC5568477|XP_001652310.1|AAEG, LOC5568476|XP_021695984.1|AAEG
OG0001221	LOC119650451|XP_037909237.1|HILL	LOC23687552|XP_021696190.1|AAEG, LOC5579458|XP_021696193.1|AAEG, LOC110676294|XP_021699295.1|AAEG, LOC110676293|XP_021699294.1|AAEG
OG0001222	LOC119660867|XP_037925704.1|HILL	LOC5568385|XP_001658050.1|AAEG
OG0001223	LOC119654577|XP_037915964.1|HILL	LOC5576043|XP_001662373.2|AAEG
OG0001224	LOC119655657|XP_037917569.1|HILL	LOC110681315|XP_021712765.1|AAEG, LOC5565487|XP_001649850.1|AAEG
OG0001225	LOC119646976|XP_037903609.1|HILL	LOC5575931|XP_021699426.1|AAEG, LOC5575933|XP_001655925.2|AAEG
OG0001226	LOC119657789|XP_037920804.1|HILL, LOC119646174|XP_037902482.1|HILL, LOC119661587|XP_037926917.1|HILL	LOC5578269|XP_001663796.1|AAEG
OG0001227	LOC119647209|XP_037903963.1|HILL, LOC119647103|XP_037903808.1|HILL	LOC5574306|XP_001655087.1|AAEG
OG0001228	LOC119655872|XP_037917929.1|HILL, LOC119655332|XP_037917103.1|HILL, LOC119654512|XP_037915878.1|HILL, LOC119655056|XP_037916675.1|HILL	LOC5572246|XP_001653940.1|AAEG
OG0001229	LOC119646290|XP_037902629.1|HILL	LOC5572327|XP_021701837.1|AAEG
OG0001230	LOC119661031|XP_037926123.1|HILL	LOC5564611|XP_021701962.1|AAEG
OG0001231	LOC119652521|XP_037912644.1|HILL	LOC5576034|XP_001655975.1|AAEG
OG0001232	LOC119658989|XP_037922801.1|HILL, LOC119658979|XP_037922791.1|HILL	LOC5573898|XP_001654934.2|AAEG
OG0001233	LOC119661290|XP_037926495.1|HILL	LOC5573900|XP_021703334.1|AAEG
OG0001234	LOC119659090|XP_037922934.1|HILL	LOC5567996|XP_001657823.1|AAEG
OG0001235	LOC119646499|XP_037902882.1|HILL	LOC5568075|XP_001652011.2|AAEG, LOC5568073|XP_011493035.2|AAEG
OG0001236	LOC119649757|XP_037907979.1|HILL	LOC5575375|XP_021706184.1|AAEG, LOC110681257|XP_021712720.1|AAEG
OG0001237	LOC119659116|XP_037922967.1|HILL	LOC5579027|XP_021708950.1|AAEG
OG0001238	LOC119659152|XP_037923023.1|HILL	LOC5573338|XP_021705177.1|AAEG
OG0001238	LOC119653689|XP_037914487.1|HILL	LOC5565805|XP_021709491.1|AAEG
OG0001239	LOC119653018|XP_037913384.1|HILL	LOC5570022|XP_021709007.1|AAEG, LOC5565203|XP_021706967.1|AAEG
OG0001240	LOC119660382|XP_037924834.1|HILL	LOC5575403|XP_001661923.2|AAEG, LOC5575404|XP_021707219.1|AAEG, LOC5575406|XP_021707233.1|AAEG
OG0001241	LOC119658765|XP_037922391.1|HILL	LOC5573887|XP_021709538.1|AAEG
OG0001242	LOC119655416|XP_037917230.1|HILL	LOC5563955|XP_001648308.1|AAEG
OG0001243	LOC119648820|XP_037906605.1|HILL	LOC5568011|XP_021704685.1|AAEG
OG0001244	LOC119661188|XP_037926337.1|HILL	LOC110677631|XP_021704120.1|AAEG
OG0001245	LOC119651974|XP_037911806.1|HILL	LOC5574238|XP_001661286.2|AAEG
OG0001246	LOC119655399|XP_037917208.1|HILL	LOC5566857|XP_021710437.1|AAEG, LOC5566854|XP_001651279.2|AAEG, LOC5566856|XP_001651282.2|AAEG
OG0001247	LOC119653750|XP_037914607.1|HILL	LOC5566538|XP_021708940.1|AAEG
OG0001248	LOC119650077|XP_037908504.1|HILL, LOC119649838|XP_037908111.1|HILL, LOC119647933|XP_037905201.1|HILL, LOC119650285|XP_037908840.1|HILL, LOC119650080|XP_037908511.1|HILL, LOC119648509|XP_037906206.1|HILL, LOC119648725|XP_037906464.1|HILL, LOC119649642|XP_037907825.1|HILL, LOC119649535|XP_037907650.1|HILL, LOC119649939|XP_037908286.1|HILL, LOC119649581|XP_037907713.1|HILL	LOC5565422|XP_021710530.1|AAEG
OG0001249	LOC119658028|XP_037921186.1|HILL	LOC5569493|XP_021711683.1|AAEG
OG0001257	LOC119660950|XP_037925892.1|HILL	LOC5574316|XP_021694563.1|AAEG
OG0001258	LOC119650730|XP_037909685.1|HILL	LOC5577550|XP_001663426.1|AAEG
OG0001259	LOC119658496|XP_037921886.1|HILL	LOC5573522|XP_021703730.1|AAEG, LOC110678884|XP_021708156.1|AAEG
OG0001260	LOC119652828|XP_037913084.1|HILL	LOC5571803|XP_001659934.2|AAEG, LOC5571799|XP_021709524.1|AAEG
OG0001261	LOC119657335|XP_037920135.1|HILL	LOC5572383|XP_001654039.1|AAEG
OG0001263	LOC119656996|XP_037919660.1|HILL	LOC5572162|XP_021701521.1|AAEG
OG0001264	LOC119646944|XP_037903561.1|HILL	LOC5575506|XP_021702723.1|AAEG
OG0001265	LOC119657638|XP_037920570.1|HILL	LOC110677665|XP_021704331.1|AAEG
OG0001266	LOC119656260|XP_037918605.1|HILL	LOC110681453|XP_021712904.1|AAEG, LOC110680912|XP_021712392.1|AAEG, LOC110681386|XP_021712818.1|AAEG, LOC5575369|XP_001661899.2|AAEG, LOC5565134|XP_021710211.1|AAEG, LOC110680911|XP_021712391.1|AAEG, LOC5566192|XP_021712276.1|AAEG
OG0001267	LOC119651389|XP_037910899.1|HILL	LOC5577500|XP_021711550.1|AAEG, LOC5577506|XP_021711759.1|AAEG
OG0001268	LOC119652029|XP_037911892.1|HILL	LOC5572588|XP_021713039.1|AAEG
OG0001269	LOC119659654|XP_037923790.1|HILL	LOC5578532|XP_001663924.1|AAEG
OG0001270	LOC119659052|XP_037922887.1|HILL	LOC5579659|XP_021706346.1|AAEG, LOC5576400|XP_001662612.2|AAEG
OG0001271	LOC119658672|XP_037922162.1|HILL	LOC110675398|XP_021696016.1|AAEG, LOC5573476|XP_021696019.1|AAEG
OG0001272	LOC119649825|XP_037908089.1|HILL	LOC5576415|XP_001656118.2|AAEG
OG0001273	LOC119651602|XP_037911179.1|HILL	LOC5568324|XP_001652203.1|AAEG, LOC5574558|XP_001661508.2|AAEG, LOC5579347|XP_001647653.1|AAEG
OG0001274	LOC119649786|XP_037908019.1|HILL	LOC5573423|XP_021697822.1|AAEG, LOC5573422|XP_001654598.1|AAEG
OG0001275	LOC119649512|XP_037907612.1|HILL	LOC5578015|XP_001656755.2|AAEG
OG0001276	LOC119648094|XP_037905520.1|HILL	LOC5574001|XP_021698011.1|AAEG
OG0001277	LOC119649433|XP_037907511.1|HILL, LOC119649427|XP_037907503.1|HILL	LOC5573676|XP_021698208.1|AAEG
OG0001278	LOC119649514|XP_037907615.1|HILL	LOC5564225|XP_021698341.1|AAEG
OG0001279	LOC119648237|XP_037905794.1|HILL	LOC110680939|XP_021712413.1|AAEG, LOC5564226|XP_001648567.1|AAEG
OG0001280	LOC119648137|XP_037905610.1|HILL	LOC5570785|XP_001653294.1|AAEG
OG0001281	LOC119647691|XP_037904703.1|HILL	LOC5574271|XP_021698956.1|AAEG
OG0001282	LOC119648273|XP_037905856.1|HILL, LOC119649296|XP_037907318.1|HILL, LOC119650007|XP_037908401.1|HILL, LOC119649909|XP_037908236.1|HILL	LOC5563618|XP_001647854.2|AAEG
OG0001283	LOC119661427|XP_037926698.1|HILL	LOC5577288|XP_021699171.1|AAEG
OG0001284	LOC119651440|XP_037910970.1|HILL	LOC5571151|XP_001653462.1|AAEG
OG0001285	LOC119654710|XP_037916157.1|HILL	LOC5569141|XP_001652750.1|AAEG
OG0001285	LOC119646154|XP_037902453.1|HILL	LOC5568649|XP_021700323.1|AAEG
OG0001286	LOC119646226|XP_037902542.1|HILL	LOC5564989|XP_001649339.1|AAEG
OG0001287	LOC119650430|XP_037909177.1|HILL, LOC119650431|XP_037909178.1|HILL, LOC119660177|XP_037924513.1|HILL, LOC119660484|XP_037924999.1|HILL	LOC110676842|XP_021701923.1|AAEG, LOC5577104|XP_021701924.1|AAEG, LOC5568562|XP_021710811.1|AAEG
OG0001288	LOC119651059|XP_037910316.1|HILL	LOC5567008|XP_021703513.1|AAEG
OG0001289	LOC119656549|XP_037918844.1|HILL, LOC119646325|XP_037902674.1|HILL, LOC119646338|XP_037902691.1|HILL	LOC5568175|XP_001652111.2|AAEG
OG0001290	LOC119653199|XP_037913690.1|HILL	LOC110675257|XP_021695397.1|AAEG, LOC5569762|XP_021704073.1|AAEG
OG0001291	LOC119654813|XP_037916297.1|HILL	LOC5566684|XP_001651086.1|AAEG
OG0001292	LOC119653512|XP_037914101.1|HILL	LOC5568574|XP_021711516.1|AAEG, LOC5568577|XP_021711532.1|AAEG, LOC5570321|XP_001653147.2|AAEG
OG0001293	LOC119655415|XP_037917229.1|HILL	LOC5571889|XP_001653807.1|AAEG
OG0001294	LOC119654231|XP_037915382.1|HILL	LOC5575103|XP_001661825.1|AAEG
OG0001295	LOC119653879|XP_037914923.1|HILL	LOC5568526|XP_001652354.1|AAEG
OG0001296	LOC119655784|XP_037917802.1|HILL	LOC5566412|XP_021706306.1|AAEG
OG0001297	LOC119659209|XP_037923105.1|HILL	LOC110680522|XP_021712011.1|AAEG, LOC5570070|XP_001653056.1|AAEG
OG0001298	LOC119652500|XP_037912615.1|HILL	LOC5567321|XP_021706418.1|AAEG, LOC5572310|XP_021710720.1|AAEG
OG0001298	LOC119659762|XP_037923951.1|HILL, LOC119658977|XP_037922785.1|HILL	LOC5578735|XP_021707558.1|AAEG
OG0001299	LOC119649607|XP_037907753.1|HILL	LOC5574559|XP_021704813.1|AAEG, LOC5567394|XP_021706377.1|AAEG
OG0001300	LOC119655461|XP_037917290.1|HILL	LOC5579186|XP_001664282.1|AAEG
OG0001301	LOC119654217|XP_037915358.1|HILL	LOC5569995|XP_001658885.2|AAEG, LOC5569998|XP_021707205.1|AAEG
OG0001302	LOC119658796|XP_037922442.1|HILL, LOC119658797|XP_037922444.1|HILL, LOC119658798|XP_037922445.1|HILL, LOC119658800|XP_037922447.1|HILL	LOC5564892|XP_021705408.1|AAEG
OG0001303	LOC119657687|XP_037920649.1|HILL	LOC5575416|XP_001661937.2|AAEG
OG0001304	LOC119654610|XP_037916008.1|HILL	LOC5571056|XP_001659498.2|AAEG
OG0001304	LOC119653815|XP_037914773.1|HILL	LOC5572317|XP_021709111.1|AAEG
OG0001305	LOC119658890|XP_037922616.1|HILL	LOC5569430|XP_021710293.1|AAEG
OG0001306	LOC119658704|XP_037922241.1|HILL, LOC119659011|XP_037922824.1|HILL, LOC119659009|XP_037922822.1|HILL	LOC5575994|XP_021707386.1|AAEG
OG0001307	LOC119659990|XP_037924289.1|HILL	LOC5569652|XP_001652914.1|AAEG, LOC110673996|XP_021712917.1|AAEG
OG0001308	LOC119653629|XP_037914332.1|HILL	LOC5564183|XP_021710068.1|AAEG
OG0001309	LOC119660286|XP_037924685.1|HILL	LOC5578478|XP_001657001.1|AAEG, LOC110678731|XP_021707688.1|AAEG, LOC5578477|XP_001657000.2|AAEG, LOC110678628|XP_021707438.1|AAEG
OG0001311	LOC119656610|XP_037918975.1|HILL	LOC5569532|XP_021706093.1|AAEG
OG0001313	LOC119648111|XP_037905557.1|HILL	LOC5578093|XP_001656789.2|AAEG
OG0001326	LOC119652653|XP_037912831.1|HILL	LOC5573308|XP_021709312.1|AAEG, LOC5569122|XP_021693345.1|AAEG, LOC5580073|XP_001654814.1|AAEG, LOC5564577|XP_001648938.1|AAEG
OG0001328	LOC119654838|XP_037916341.1|HILL	LOC5575093|XP_001661817.1|AAEG
OG0001328	LOC119657878|XP_037920937.1|HILL	LOC5573724|XP_021694929.1|AAEG
OG0001329	LOC119658047|XP_037921219.1|HILL	LOC5579474|XP_001647772.2|AAEG
OG0001330	LOC119657748|XP_037920727.1|HILL, LOC119658117|XP_037921312.1|HILL	LOC5565026|XP_021712659.1|AAEG, LOC5579479|XP_021697265.1|AAEG
OG0001331	LOC119656876|XP_037919468.1|HILL	LOC5578307|XP_021693230.1|AAEG, LOC5578306|XP_001656898.2|AAEG, LOC5570111|XP_001653091.2|AAEG
OG0001332	LOC119656586|XP_037918919.1|HILL	LOC5571993|XP_021699097.1|AAEG, LOC110676249|XP_021699084.1|AAEG
OG0001333	LOC119656813|XP_037919365.1|HILL	LOC5565276|XP_021701702.1|AAEG, LOC5565260|XP_021701714.1|AAEG
OG0001334	LOC119657942|XP_037921060.1|HILL	LOC5568678|XP_001658093.2|AAEG, LOC5568674|XP_021703072.1|AAEG
OG0001335	LOC119652343|XP_037912293.1|HILL	LOC5565031|XP_001649402.2|AAEG, LOC5565073|XP_021705369.1|AAEG
OG0001337	LOC119657100|XP_037919783.1|HILL	LOC5571583|XP_021707527.1|AAEG
OG0001338	LOC119657367|XP_037920178.1|HILL	LOC5577517|XP_021711315.1|AAEG, LOC110673984|XP_001656538.2|AAEG
OG0001339	LOC119655050|XP_037916668.1|HILL	LOC5577497|XP_021711599.1|AAEG, LOC5571779|XP_001659911.2|AAEG
OG0001340	LOC119649314|XP_037907349.1|HILL	LOC5575707|XP_001662155.1|AAEG, LOC5572595|XP_021713033.1|AAEG
OG0001341	LOC119651654|XP_037911265.1|HILL	LOC5578941|XP_001657229.1|AAEG
OG0001342	LOC119653250|XP_037913786.1|HILL	LOC5567292|XP_021693315.1|AAEG, LOC110680498|XP_021711990.1|AAEG
OG0001343	LOC119652246|XP_037912155.1|HILL	LOC5564494|XP_021694318.1|AAEG
OG0001344	LOC119651796|XP_037911507.1|HILL	LOC5572158|XP_021693679.1|AAEG, LOC5575465|XP_021693677.1|AAEG
OG0001345	LOC119652847|XP_037913127.1|HILL	LOC5565630|XP_001649986.2|AAEG, LOC5576523|XP_001662716.2|AAEG
OG0001346	LOC119651609|XP_037911190.1|HILL	LOC5564378|XP_021693779.1|AAEG
OG0001347	LOC119656995|XP_037919658.1|HILL	LOC5575230|XP_001655636.2|AAEG
OG0001348	LOC119646138|XP_037902422.1|HILL	LOC5564709|XP_001649052.1|AAEG
OG0001349	LOC119650338|XP_037908930.1|HILL, LOC119648621|XP_037906319.1|HILL	LOC5564096|XP_021696524.1|AAEG
OG0001350	LOC119656031|XP_037918222.1|HILL	LOC5569213|XP_021696606.1|AAEG
OG0001351	LOC119646934|XP_037903549.1|HILL	LOC5574289|XP_001661326.1|AAEG
OG0001352	LOC119646485|XP_037902868.1|HILL	LOC5574802|XP_021697012.1|AAEG
OG0001353	LOC119657814|XP_037920854.1|HILL	LOC5566373|XP_001650785.1|AAEG, LOC5568325|XP_001652204.1|AAEG
OG0001354	LOC119661661|XP_037927022.1|HILL	LOC5573660|XP_021697339.1|AAEG
OG0001355	LOC119647144|XP_037903866.1|HILL	LOC5565624|XP_001649979.1|AAEG
OG0001356	LOC119659914|XP_037924167.1|HILL	LOC5571699|XP_001659842.2|AAEG, LOC5571704|XP_021695196.1|AAEG, LOC5572766|XP_021697637.1|AAEG
OG0001357	LOC119650158|XP_037908633.1|HILL, LOC119650159|XP_037908634.1|HILL, LOC119655198|XP_037916898.1|HILL	LOC5564469|XP_001648811.1|AAEG
OG0001358	LOC119649831|XP_037908101.1|HILL	LOC5573425|XP_021697813.1|AAEG, LOC110681441|XP_021712887.1|AAEG
OG0001359	LOC119649801|XP_037908041.1|HILL	LOC5563725|XP_021698111.1|AAEG, LOC5563726|XP_001648011.1|AAEG
OG0001360	LOC119660268|XP_037924655.1|HILL	LOC5576042|XP_001662374.1|AAEG
OG0001361	LOC119649638|XP_037907817.1|HILL	LOC5564239|XP_021698328.1|AAEG, LOC110676099|XP_021698327.1|AAEG
OG0001362	LOC119649515|XP_037907624.1|HILL	LOC5564232|XP_001648569.1|AAEG
OG0001363	LOC119660259|XP_037924645.1|HILL	LOC5576835|XP_001662942.1|AAEG, LOC5568880|XP_001652605.1|AAEG
OG0001364	LOC119653200|XP_037913699.1|HILL	LOC5572908|XP_021698679.1|AAEG, LOC5568166|XP_021703889.1|AAEG
OG0001365	LOC119648268|XP_037905850.1|HILL	LOC5572285|XP_001653970.1|AAEG
OG0001366	LOC119649229|XP_037907216.1|HILL	LOC5572204|XP_021698784.1|AAEG
OG0001367	LOC119646490|XP_037902877.1|HILL	LOC110676219|XP_021698899.1|AAEG, LOC5569059|XP_021698895.1|AAEG
OG0001368	LOC119658811|XP_037922460.1|HILL	LOC5579484|XP_021698925.1|AAEG
OG0001369	LOC119654759|XP_037916228.1|HILL	LOC5574546|XP_021699090.1|AAEG
OG0001370	LOC119646383|XP_037902755.1|HILL	LOC5577000|XP_001663103.2|AAEG
OG0001371	LOC119653164|XP_037913632.1|HILL	LOC5569579|XP_021699731.1|AAEG
OG0001372	LOC119646397|XP_037902768.1|HILL	LOC110676388|XP_021699783.1|AAEG
OG0001373	LOC119653079|XP_037913495.1|HILL	LOC5567451|XP_021700199.1|AAEG
OG0001374	LOC119661235|XP_037926392.1|HILL	LOC5571153|XP_001653469.1|AAEG
OG0001375	LOC119659993|XP_037924293.1|HILL	LOC5567653|XP_021700355.1|AAEG, LOC5565021|XP_001649362.2|AAEG, LOC5577084|XP_001663173.2|AAEG
OG0001376	LOC119646276|XP_037902613.1|HILL	LOC5578359|XP_001656930.2|AAEG, LOC5578358|XP_001656929.2|AAEG
OG0001377	LOC119650354|XP_037908968.1|HILL	LOC5572648|XP_021700811.1|AAEG, LOC110674014|XP_021695263.1|AAEG
OG0001378	LOC119656648|XP_037919037.1|HILL, LOC119657864|XP_037920917.1|HILL	LOC5564328|XP_001648655.2|AAEG
OG0001379	LOC119651100|XP_037910387.1|HILL	LOC5564506|XP_021701067.1|AAEG
OG0001380	LOC119661414|XP_037926677.1|HILL	LOC5574619|XP_021701493.1|AAEG
OG0001381	LOC119647953|XP_037905272.1|HILL	LOC5569383|XP_001658462.1|AAEG, LOC110680820|XP_021712291.1|AAEG
OG0001382	LOC119661475|XP_037926765.1|HILL	LOC5575208|XP_021701904.1|AAEG
OG0001383	LOC119647254|XP_037904062.1|HILL	LOC5572173|XP_001660268.1|AAEG
OG0001384	LOC119650590|XP_037909365.1|HILL	LOC5573809|XP_001661057.2|AAEG
OG0001385	LOC119648519|XP_037906217.1|HILL	LOC5569015|XP_001652671.1|AAEG
OG0001386	LOC119648014|XP_037905349.1|HILL	LOC5573451|XP_001654617.2|AAEG, LOC5573450|XP_021703651.1|AAEG
OG0001387	LOC119658144|XP_037921342.1|HILL	LOC5569816|XP_001653035.1|AAEG, LOC5569815|XP_021703690.1|AAEG
OG0001388	LOC119647241|XP_037904032.1|HILL	LOC5570857|XP_021703776.1|AAEG, LOC5570856|XP_001653366.2|AAEG
OG0001389	LOC119652995|XP_037913350.1|HILL	LOC5573307|XP_021707322.1|AAEG, LOC5564316|XP_021706875.1|AAEG
OG0001390	LOC119659069|XP_037922906.1|HILL	LOC5580280|XP_021709147.1|AAEG
OG0001391	LOC119659041|XP_037922869.1|HILL, LOC119660450|XP_037924937.1|HILL	LOC5568150|XP_001652096.1|AAEG
OG0001392	LOC119654285|XP_037915501.1|HILL	LOC5578018|XP_001656757.2|AAEG
OG0001393	LOC119658993|XP_037922803.1|HILL	LOC5565962|XP_021706834.1|AAEG
OG0001394	LOC119660939|XP_037925866.1|HILL	LOC5566906|XP_021705325.1|AAEG, LOC5565212|XP_021706728.1|AAEG
OG0001395	LOC119659967|XP_037924255.1|HILL	LOC5572564|XP_001654079.1|AAEG
OG0001396	LOC119654659|XP_037916078.1|HILL	LOC5569944|XP_021708097.1|AAEG
OG0001397	LOC119660543|XP_037925106.1|HILL	LOC5566745|XP_021706420.1|AAEG, LOC5566742|XP_021706887.1|AAEG
OG0001399	LOC119653725|XP_037914561.1|HILL	LOC5577036|XP_021711031.1|AAEG
OG0001400	LOC119649562|XP_037907686.1|HILL, LOC119649358|XP_037907399.1|HILL	LOC5572994|XP_001654322.2|AAEG
OG0001401	LOC119650076|XP_037908503.1|HILL	LOC5575307|XP_001655681.2|AAEG
OG0001402	LOC119649300|XP_037907323.1|HILL	LOC5575317|XP_021708110.1|AAEG
OG0001403	LOC119657757|XP_037920740.1|HILL	LOC5566322|XP_021704181.1|AAEG
OG0001404	LOC119653478|XP_037914032.1|HILL	LOC5564361|XP_021707780.1|AAEG
OG0001405	LOC119654372|XP_037915653.1|HILL, LOC119654030|XP_037915121.1|HILL, LOC119655178|XP_037916858.1|HILL, LOC119654029|XP_037915120.1|HILL	LOC5565743|XP_001650083.2|AAEG
OG0001406	LOC119655945|XP_037918064.1|HILL	LOC5567494|XP_001657489.1|AAEG
OG0001407	LOC119649363|XP_037907405.1|HILL	LOC5571615|XP_001659808.1|AAEG
OG0001429	LOC119653219|XP_037913722.1|HILL	LOC23687468|XP_021694460.1|AAEG
OG0001429	LOC119652468|XP_037912562.1|HILL	LOC5576812|XP_021694461.1|AAEG
OG0001430	LOC119647554|XP_037904478.1|HILL	LOC5565963|XP_001650293.2|AAEG
OG0001431	LOC119658102|XP_037921296.1|HILL, LOC119657456|XP_037920298.1|HILL	LOC5569476|XP_001658562.1|AAEG
OG0001432	LOC119657036|XP_037919718.1|HILL	LOC5576501|XP_001662693.2|AAEG
OG0001433	LOC119652346|XP_037912300.1|HILL	LOC5571723|XP_021695080.1|AAEG
OG0001434	LOC119656546|XP_037918836.1|HILL	LOC5565190|XP_021695110.1|AAEG
OG0001435	LOC119656806|XP_037919345.1|HILL	LOC5566771|XP_021700932.1|AAEG
OG0001436	LOC119656606|XP_037918968.1|HILL	LOC5573409|XP_021712979.1|AAEG
OG0001437	LOC119659054|XP_037922891.1|HILL	LOC5578625|XP_001657049.1|AAEG
OG0001438	LOC119656888|XP_037919486.1|HILL	LOC5578886|XP_021695312.1|AAEG
OG0001439	LOC119659035|XP_037922858.1|HILL	LOC5580030|XP_001653914.1|AAEG
OG0001440	LOC119651352|XP_037910839.1|HILL	LOC5576685|XP_001662826.2|AAEG, LOC110674453|XP_021694361.1|AAEG
OG0001441	LOC119656960|XP_037919608.1|HILL	LOC5576013|XP_001662353.1|AAEG, LOC5572171|XP_021706149.1|AAEG
OG0001442	LOC119657508|XP_037920372.1|HILL	LOC5566079|XP_001650445.1|AAEG
OG0001443	LOC119653014|XP_037913378.1|HILL	LOC5565058|XP_021711166.1|AAEG, LOC5578680|XP_001657078.2|AAEG
OG0001444	LOC119657226|XP_037919966.1|HILL, LOC119657317|XP_037920104.1|HILL, LOC119658133|XP_037921330.1|HILL	LOC5566780|XP_021712940.1|AAEG, LOC5567084|XP_021712899.1|AAEG
OG0001445	LOC119650719|XP_037909661.1|HILL	LOC5564606|XP_021713380.1|AAEG
