Orthogroup	Duplications (all)	Duplications (50% support)
OG0005240	1	1
OG0005241	1	1
OG0005242	2	2
OG0005243	1	1
OG0005244	1	1
OG0005245	1	1
OG0005246	1	1
OG0005247	1	1
OG0005248	2	2
OG0005249	1	1
OG0005250	1	1
OG0005251	1	1
OG0005252	1	1
OG0005253	1	1
OG0005254	1	1
OG0005255	1	0
OG0005256	1	1
OG0005257	1	1
OG0005258	2	2
OG0005259	1	1
OG0005260	1	1
OG0005261	1	1
OG0005262	1	1
OG0005263	1	1
OG0005264	1	1
OG0005265	2	2
OG0005266	2	0
OG0005267	1	1
OG0005268	1	1
OG0005269	1	1
OG0005270	2	2
OG0005271	1	0
OG0005272	1	1
OG0005273	1	1
OG0005274	1	1
OG0005275	1	1
OG0005276	1	1
OG0005277	1	1
OG0005278	2	2
OG0005279	1	1
OG0005280	1	1
OG0005281	1	1
OG0005282	1	1
OG0005283	1	1
OG0005284	1	1
OG0005285	1	1
OG0005286	1	1
OG0005287	1	1
OG0005288	1	1
OG0005289	1	0
OG0005290	1	1
OG0005291	2	2
OG0005292	2	2
OG0005293	2	2
OG0005294	1	1
OG0005295	2	2
OG0005296	1	1
OG0005297	1	1
OG0005298	1	0
OG0005299	1	1
OG0005300	2	2
OG0005301	1	1
OG0005302	1	0
OG0005303	1	1
OG0005304	1	1
OG0005305	1	1
OG0005306	1	1
OG0005307	1	1
OG0005308	1	1
OG0005309	3	3
OG0005310	1	1
OG0005311	1	1
OG0005312	1	1
OG0005313	1	1
OG0005314	1	1
OG0005315	2	2
OG0005316	1	1
OG0005317	1	1
OG0005318	2	2
OG0005319	1	1
OG0005320	1	0
OG0005321	1	1
OG0005322	1	1
OG0005323	2	1
OG0005324	1	1
OG0005325	2	2
OG0005326	1	1
OG0005327	1	1
OG0005328	1	0
OG0005329	1	1
OG0005330	1	1
OG0005331	1	1
OG0005332	1	1
OG0005333	1	1
OG0005334	1	1
OG0005335	2	2
OG0005336	1	1
OG0005337	1	1
OG0005338	1	1
OG0005339	1	1
OG0005340	2	2
OG0005341	1	1
OG0005342	1	0
OG0005343	1	1
OG0005344	3	3
OG0005345	1	1
OG0005346	1	1
OG0005347	1	1
OG0005348	1	1
OG0005349	1	1
OG0005350	1	1
OG0005351	1	1
OG0005352	1	0
OG0005353	1	1
OG0005354	1	1
OG0005355	1	1
OG0005356	1	1
OG0005357	1	1
OG0005358	2	2
OG0005359	1	1
OG0005360	1	1
OG0005361	2	2
OG0005362	2	2
OG0005363	1	1
OG0005364	2	2
OG0005365	1	1
OG0005366	1	0
OG0005367	1	1
OG0005368	1	1
OG0005369	1	1
OG0005370	1	1
OG0005371	1	1
OG0005372	2	2
OG0005373	1	1
OG0005374	1	1
OG0005375	1	0
OG0005376	1	1
OG0005377	1	1
OG0005378	1	1
OG0005379	1	1
OG0005380	1	1
OG0005381	2	1
OG0005382	1	1
OG0005383	1	1
OG0005384	2	1
OG0005385	1	1
OG0005386	1	1
OG0005387	1	1
OG0005388	1	1
OG0005389	1	1
OG0005390	2	2
OG0005391	2	2
OG0005392	1	0
OG0005393	1	1
OG0005394	1	1
OG0005395	1	1
OG0005396	1	1
OG0005397	1	1
OG0005398	1	1
OG0005399	1	1
OG0005400	3	1
OG0005401	1	1
OG0005402	1	1
OG0005403	1	1
OG0005404	1	0
OG0005405	2	2
OG0005406	2	2
OG0005407	2	2
OG0005408	1	1
OG0005409	1	0
OG0005410	2	2
OG0005411	3	3
OG0005412	1	1
OG0005413	2	2
OG0005414	2	2
OG0005415	2	2
OG0005416	1	1
OG0005417	1	0
OG0005418	1	1
OG0005419	2	1
OG0005420	1	0
OG0005421	1	1
OG0005422	2	2
OG0005423	1	1
OG0005424	1	1
OG0005425	2	1
OG0005426	1	1
OG0005427	1	0
OG0005428	1	1
OG0005429	1	1
OG0005430	1	1
OG0005431	1	1
OG0005432	1	1
OG0005433	2	2
OG0005434	1	1
OG0005435	2	2
OG0005436	1	1
OG0005437	1	1
OG0005438	2	1
OG0005439	2	1
OG0005440	1	1
OG0005441	1	1
OG0005442	1	1
OG0005443	1	1
OG0005444	1	1
OG0005445	3	3
OG0005446	2	0
OG0005447	1	1
OG0005448	1	1
OG0005449	2	2
OG0005450	1	1
OG0005451	2	1
OG0005452	1	1
OG0005453	1	0
OG0005454	2	2
OG0005455	1	1
OG0005456	1	1
OG0005457	1	0
OG0005458	2	2
OG0005459	2	2
OG0005460	1	1
OG0005461	1	1
OG0005462	1	1
OG0005463	1	1
OG0005464	1	1
OG0005465	1	1
OG0005466	1	1
OG0005467	1	0
OG0005468	2	2
OG0005469	1	1
OG0005470	1	0
OG0005471	1	1
OG0005472	1	0
OG0005473	1	1
OG0005474	1	1
OG0005475	1	1
OG0005476	1	1
OG0005477	1	1
OG0005478	1	1
OG0005479	1	1
OG0005480	1	1
OG0005481	1	1
OG0005482	1	1
OG0005483	1	1
OG0005484	2	2
OG0005485	1	1
OG0005486	1	1
OG0005487	1	1
OG0005488	1	1
OG0005489	1	1
OG0005490	1	1
OG0005491	1	1
OG0005492	1	1
OG0005493	1	1
OG0005494	2	2
OG0005495	1	0
OG0005496	2	2
OG0005497	1	1
OG0005498	1	1
OG0005499	1	1
OG0005500	1	1
OG0005501	1	1
OG0005502	1	1
OG0005503	2	1
OG0005504	1	1
OG0005505	28	28
OG0005506	1	1
OG0005507	1	1
OG0005508	1	1
OG0005509	1	1
OG0005510	2	1
OG0005511	2	2
OG0005512	1	1
OG0005513	1	1
OG0005514	1	1
OG0005515	3	3
OG0005516	1	1
OG0005517	1	1
OG0005518	2	2
OG0005519	1	1
OG0005520	1	1
OG0005521	1	1
OG0005522	1	1
OG0005523	1	1
OG0005524	1	1
OG0005525	1	1
OG0005526	1	1
OG0005527	2	2
OG0005528	2	2
OG0005529	1	1
OG0005530	2	2
OG0005531	1	1
OG0005532	1	1
OG0005533	1	1
OG0005534	2	2
OG0005535	1	1
OG0005536	1	1
OG0005537	4	4
OG0005538	1	1
OG0005539	2	1
OG0005540	1	1
OG0005541	1	0
OG0005542	1	1
OG0005543	1	0
OG0005544	1	1
OG0005545	1	1
OG0005546	1	1
OG0005547	1	1
OG0005548	1	1
OG0005549	1	1
OG0005550	1	1
OG0005551	1	1
OG0005552	1	1
OG0005553	1	1
OG0005554	1	1
OG0005555	1	0
OG0005556	1	1
OG0005557	1	1
OG0005558	1	1
OG0005559	1	1
OG0005560	1	1
OG0005561	1	1
OG0005562	1	1
OG0005563	1	1
OG0005564	1	1
OG0005565	1	1
OG0005566	1	1
OG0005567	1	1
OG0005568	1	1
OG0005569	1	1
OG0005570	1	1
OG0005571	1	1
OG0005572	1	1
OG0005573	1	1
OG0005574	1	1
OG0005575	1	1
OG0005576	2	2
OG0005577	1	1
OG0005578	1	1
OG0005579	1	1
OG0005580	1	1
OG0005581	3	2
OG0005582	1	1
OG0005583	1	1
OG0005584	2	2
OG0005585	1	1
OG0005586	1	1
OG0005587	1	1
OG0005588	1	1
OG0005589	1	1
OG0005590	1	1
OG0005591	2	2
OG0005592	1	1
OG0005593	1	1
OG0005594	1	1
OG0005595	1	1
OG0005596	1	1
OG0005597	1	1
OG0005598	1	1
OG0005599	1	1
OG0005600	1	1
OG0005601	2	2
OG0005602	1	1
OG0005603	1	1
OG0005604	2	2
OG0005605	1	1
OG0005606	1	1
OG0005607	1	1
OG0005608	1	1
OG0005609	1	1
OG0005610	1	1
OG0005611	1	1
OG0005612	1	1
OG0005613	1	1
OG0005614	1	1
OG0005615	2	1
OG0005616	1	1
OG0005617	1	1
OG0005618	1	1
OG0005619	1	1
OG0005620	2	2
OG0005621	2	1
OG0005622	2	2
OG0005623	2	2
OG0005624	2	2
OG0005625	1	1
OG0005626	1	1
OG0005627	1	1
OG0005628	1	1
OG0005629	1	0
OG0005630	1	1
OG0005631	2	1
OG0005632	3	2
OG0005633	1	1
OG0005634	1	1
OG0005635	1	1
OG0005636	1	1
OG0005637	1	1
OG0005638	1	1
OG0005639	2	2
OG0005640	1	1
OG0005641	2	2
OG0005642	1	0
OG0005643	1	1
OG0005644	1	1
OG0005645	2	2
OG0005646	2	2
OG0005647	1	1
OG0005648	1	1
OG0005649	1	1
OG0005650	1	1
OG0005651	2	2
OG0005652	1	1
OG0005653	1	1
OG0005654	1	1
OG0005655	2	2
OG0005656	1	1
OG0005657	0	0
OG0005658	1	1
OG0005659	1	1
OG0005660	1	1
OG0005661	1	0
OG0005662	1	0
OG0005663	2	2
OG0005664	1	0
OG0005665	1	1
OG0005666	2	2
OG0005667	2	2
OG0005668	1	1
OG0005669	2	2
OG0005670	2	2
OG0005671	1	0
OG0005672	1	1
OG0005673	1	1
OG0005674	1	0
OG0005675	1	1
OG0005676	1	1
OG0005677	2	2
OG0005678	1	1
OG0005679	1	1
OG0005680	1	1
OG0005681	1	1
OG0005682	1	1
OG0005683	2	1
OG0005684	2	1
OG0005685	2	1
OG0005686	3	2
OG0005687	2	2
OG0005688	2	2
OG0005689	4	4
OG0005690	1	1
OG0005691	1	1
OG0005692	2	2
OG0005693	1	1
OG0005694	1	1
OG0005695	1	0
OG0005696	1	1
OG0005697	1	1
OG0005698	1	1
OG0005699	1	1
OG0005700	2	2
OG0005701	1	1
OG0005702	1	1
OG0005703	1	1
OG0005704	3	3
OG0005705	1	1
OG0005706	1	1
OG0005707	2	2
OG0005708	2	2
OG0005709	1	0
OG0005710	1	0
OG0005711	1	1
OG0005712	1	1
OG0005713	2	2
OG0005714	1	1
OG0005715	1	1
OG0005716	1	1
OG0005717	1	1
OG0005718	1	1
OG0005719	1	1
OG0005720	2	1
OG0005721	2	2
OG0005722	1	1
OG0005723	1	0
OG0005724	1	1
OG0005725	1	1
OG0005726	2	2
OG0005727	1	1
OG0005728	1	1
OG0005729	1	1
OG0005730	1	1
OG0005731	1	1
OG0005732	1	1
OG0005733	1	1
OG0005734	1	1
OG0005735	1	1
OG0005736	1	1
OG0005737	1	1
OG0005738	1	1
OG0005739	1	1
OG0005740	1	1
OG0005741	1	1
OG0005742	1	1
OG0005743	1	1
OG0005744	1	1
OG0005745	1	1
OG0005746	1	1
OG0005747	1	1
OG0005748	1	1
OG0005749	2	2
OG0005750	1	1
OG0005751	2	2
OG0005752	1	1
OG0005753	1	1
OG0005754	1	1
OG0005755	1	1
OG0005756	1	1
OG0005757	1	1
OG0005758	1	1
OG0005759	1	1
OG0005760	1	1
OG0005761	1	1
OG0005762	1	1
OG0005763	1	1
OG0005764	1	1
OG0005765	1	1
OG0005766	1	1
OG0005767	2	2
OG0005768	2	2
OG0005769	3	1
OG0005770	1	1
OG0005771	1	1
OG0005772	2	2
OG0005773	1	1
OG0005774	1	1
OG0005775	1	1
OG0005776	1	1
OG0005777	1	1
OG0005778	6	6
OG0005779	2	2
OG0005780	1	1
OG0005781	1	1
OG0005782	2	1
OG0005783	3	3
OG0005784	1	1
OG0005785	1	1
OG0005786	1	1
OG0005787	1	1
OG0005788	1	1
OG0005789	1	1
OG0005790	1	1
OG0005791	1	1
OG0005792	1	1
OG0005793	1	0
OG0005794	2	2
OG0005795	1	1
OG0005796	1	1
OG0005797	1	1
OG0005798	1	1
OG0005799	1	1
OG0005800	1	1
OG0005801	1	1
OG0005802	2	2
OG0005803	1	1
OG0005804	1	1
OG0005805	1	1
OG0005806	1	1
OG0005807	1	0
OG0005808	1	1
OG0005809	1	1
OG0005810	2	2
OG0005811	2	2
OG0005812	1	1
OG0005813	1	1
OG0005814	1	1
OG0005815	1	1
OG0005816	2	2
OG0005817	1	1
OG0005818	1	1
OG0005819	1	1
OG0005820	1	1
OG0005821	1	1
OG0005822	1	1
OG0005823	2	2
OG0005824	1	1
OG0005825	1	1
OG0005826	4	2
OG0005827	1	1
OG0005828	1	1
OG0005829	1	1
OG0005830	1	1
OG0005831	1	1
OG0005832	1	1
OG0005833	1	1
OG0005834	2	2
OG0005835	1	1
OG0005836	1	1
OG0005837	1	1
OG0005838	1	1
OG0005839	1	1
OG0005840	1	1
OG0005841	1	0
OG0005842	2	2
OG0005843	1	1
OG0005844	1	1
OG0005845	1	1
OG0005846	1	1
OG0005847	2	2
OG0005848	2	2
OG0005849	2	1
OG0005850	3	3
OG0005851	1	1
OG0005852	2	2
OG0005853	3	3
OG0005854	2	2
OG0005855	3	2
OG0005856	2	2
OG0005857	1	1
OG0005858	2	2
OG0005859	2	2
OG0005860	1	1
OG0005861	1	1
OG0005862	3	2
OG0005863	1	1
OG0005864	1	1
OG0005865	1	1
OG0005866	1	1
OG0005867	1	1
OG0005868	4	4
OG0005869	2	2
OG0005870	2	2
OG0005871	3	3
OG0005872	3	3
OG0005873	2	2
OG0005874	2	2
OG0005875	3	3
OG0005876	2	2
OG0005877	2	2
OG0005878	1	0
OG0005879	3	3
OG0005880	1	1
OG0005881	1	1
OG0005882	2	2
OG0005883	1	1
OG0005884	1	1
OG0005885	1	1
OG0005886	1	1
OG0005887	1	1
OG0005888	1	1
OG0005889	1	1
OG0005890	1	1
OG0005891	1	1
OG0005892	1	1
OG0005893	1	1
OG0005894	2	2
OG0005895	2	2
OG0005896	1	1
OG0005897	2	1
OG0005898	2	2
OG0005899	1	1
OG0005900	1	0
OG0005901	1	1
OG0005902	1	1
OG0005903	1	1
OG0005904	1	1
OG0005905	1	0
OG0005906	1	1
OG0005907	1	1
OG0005908	1	1
OG0005909	1	1
OG0005910	1	1
OG0005911	1	1
OG0005912	1	1
OG0005913	1	1
OG0005914	1	0
OG0005915	1	1
OG0005916	2	2
OG0005917	1	1
OG0005918	1	0
OG0005919	1	1
OG0005920	3	3
OG0005921	3	3
OG0005922	2	2
OG0005923	1	1
OG0005924	1	0
OG0005925	1	1
OG0005926	2	1
OG0005927	1	1
OG0005928	2	2
OG0005929	1	1
OG0005930	1	1
OG0005931	1	1
OG0005932	1	1
OG0005933	2	2
OG0005934	1	1
OG0005935	1	0
OG0005936	1	1
OG0005937	1	1
OG0005938	1	1
OG0005939	2	2
OG0005940	2	2
OG0005941	2	2
OG0005942	2	1
OG0005943	1	1
OG0005944	1	1
OG0005945	1	1
OG0005946	1	1
OG0005947	1	1
OG0005948	1	1
OG0005949	1	1
OG0005950	1	1
OG0005951	2	2
OG0005952	1	1
OG0005953	1	1
OG0005954	1	1
OG0005955	1	1
OG0005956	1	1
OG0005957	1	0
OG0005958	1	0
OG0005959	1	1
OG0005960	2	2
OG0005961	1	1
OG0005962	1	1
OG0005963	2	2
OG0005964	1	1
OG0005965	1	1
OG0005966	1	1
OG0005967	1	0
OG0005968	1	1
OG0005969	1	1
OG0005970	2	2
OG0005971	1	1
OG0005972	1	1
OG0005973	1	1
OG0005974	1	1
OG0005975	1	1
OG0005976	2	1
OG0005977	2	2
OG0005978	1	0
OG0005979	2	2
OG0005980	1	1
OG0005981	2	1
OG0005982	2	2
OG0005983	2	2
OG0005984	2	2
OG0005985	2	2
OG0005986	2	2
OG0005987	2	2
OG0005988	1	1
OG0005989	1	1
OG0005990	1	1
OG0005991	1	1
OG0005992	1	1
OG0005993	1	1
OG0005994	1	1
OG0005995	2	2
OG0005996	2	2
OG0005997	3	2
OG0005998	2	1
OG0005999	1	1
OG0006000	1	1
OG0006001	1	1
OG0006002	2	2
OG0006003	1	1
OG0006004	2	2
OG0006005	2	2
OG0006006	2	2
OG0006007	1	1
OG0006008	2	2
OG0006009	2	2
OG0006010	1	1
OG0006011	1	1
OG0006012	1	1
OG0006013	1	1
OG0006014	1	1
OG0006015	1	1
OG0006016	1	1
OG0006017	1	1
OG0006018	1	1
OG0006019	1	1
OG0006020	1	1
OG0006021	2	2
OG0006022	1	1
OG0006023	1	1
OG0006024	2	1
OG0006025	2	0
OG0006026	2	2
OG0006027	1	1
OG0006028	1	1
OG0006029	1	1
OG0006030	1	0
OG0006031	2	2
OG0006032	2	2
OG0006033	2	2
OG0006034	2	2
OG0006035	1	0
OG0006036	2	2
OG0006037	1	1
OG0006038	1	1
OG0006039	1	1
OG0006040	1	1
OG0006041	2	2
OG0006042	1	1
OG0006043	1	1
OG0006044	1	1
OG0006045	1	1
OG0006046	1	1
OG0006047	1	1
OG0006048	1	1
OG0006049	1	1
OG0006050	1	1
OG0006051	1	1
OG0006052	2	2
OG0006053	2	2
OG0006054	1	1
OG0006055	3	3
OG0006056	1	1
OG0006057	1	1
OG0006058	1	1
OG0006059	1	1
OG0006060	1	1
OG0006061	1	1
OG0006062	1	1
OG0006063	1	1
OG0006064	1	0
OG0006065	1	1
OG0006066	1	1
OG0006067	1	1
OG0006068	2	2
OG0006069	2	2
OG0006070	2	2
OG0006071	1	1
OG0006072	1	1
OG0006073	2	2
OG0006074	2	2
OG0006075	2	2
OG0006076	1	1
OG0006077	1	1
OG0006078	1	1
OG0006079	1	1
OG0006080	1	1
OG0006081	1	1
OG0006082	1	1
OG0006083	1	1
OG0006084	1	1
OG0006085	1	1
OG0006086	1	1
OG0006087	1	1
OG0006088	1	1
OG0006089	2	2
OG0006090	2	2
OG0006091	1	1
OG0006092	2	2
OG0006093	1	1
OG0006094	1	1
OG0006095	1	0
OG0006096	1	1
OG0006097	1	1
OG0006098	1	1
OG0006099	1	1
OG0006100	2	1
OG0006101	2	2
OG0006102	1	1
OG0006103	2	2
OG0006104	2	2
OG0006105	2	2
OG0006106	1	0
OG0006107	1	0
OG0006108	2	2
OG0006109	1	1
OG0006110	1	1
OG0006111	2	2
OG0006112	2	1
OG0006113	1	1
OG0006114	1	1
OG0006115	1	1
OG0006116	1	1
OG0006117	1	1
OG0006118	1	0
OG0006119	1	1
OG0006120	2	2
OG0006121	1	1
OG0006122	1	1
OG0006123	1	1
OG0006124	2	2
OG0006125	1	1
OG0006126	1	1
OG0006127	1	1
OG0006128	1	1
OG0006129	1	1
OG0006130	1	1
OG0006131	2	2
OG0006132	1	1
OG0006133	1	1
OG0006134	1	1
OG0006135	1	1
OG0006136	1	1
OG0006137	1	1
OG0006138	1	1
OG0006139	1	1
OG0006140	2	2
OG0006141	1	0
OG0006142	1	1
OG0006143	1	1
OG0006144	1	1
OG0006145	1	1
OG0006146	1	1
OG0006147	1	1
OG0006148	1	1
OG0006149	1	1
OG0006150	1	1
OG0006151	1	1
OG0006152	3	3
OG0006153	2	2
OG0006154	6	6
OG0006155	2	2
OG0006156	3	1
OG0006157	5	3
OG0006158	2	2
OG0006159	2	2
OG0006160	3	3
OG0006161	2	2
OG0006162	4	2
OG0006163	7	6
OG0006164	37	37
OG0006165	1	0
OG0006166	6	5
OG0006167	6	6
OG0006168	2	1
OG0006169	7	7
OG0006170	10	10
OG0006171	3	2
OG0006172	1	1
OG0006173	1	1
OG0006174	11	11
OG0006175	6	5
OG0006176	4	3
OG0006177	4	3
OG0006178	7	7
OG0006179	11	11
OG0006180	37	37
OG0006181	1	1
OG0006182	1	1
OG0006183	2	2
OG0006184	0	0
OG0006185	0	0
OG0006186	0	0
OG0006187	1	1
OG0006188	1	1
OG0006189	2	2
OG0006190	1	1
OG0006191	0	0
OG0006192	2	2
OG0006193	2	2
OG0006194	2	2
OG0006195	2	2
OG0006196	1	0
OG0006197	1	1
OG0006198	0	0
OG0006199	0	0
OG0006200	1	1
OG0006201	3	3
OG0006202	1	1
OG0006203	1	1
OG0006204	2	2
OG0006205	1	1
OG0006206	1	1
OG0006207	0	0
OG0006208	0	0
OG0006209	1	1
OG0006210	1	0
OG0006211	1	1
OG0006212	1	1
OG0006213	4	4
OG0006214	1	1
OG0006215	1	1
OG0006216	1	1
OG0006217	1	1
OG0006218	0	0
OG0006219	1	1
OG0006220	1	1
OG0006221	0	0
OG0006222	0	0
OG0006223	2	2
OG0006224	1	1
OG0006225	2	2
OG0006226	1	1
OG0006227	1	1
OG0006228	0	0
OG0006229	0	0
OG0006230	1	1
OG0006231	1	1
OG0006232	1	1
OG0006233	1	1
OG0006234	1	1
OG0006235	1	1
OG0006236	4	4
OG0006237	1	1
OG0006238	1	1
OG0006239	1	1
OG0006240	1	1
OG0006241	1	1
OG0006242	2	1
OG0006243	1	1
OG0006244	0	0
OG0006245	3	3
OG0006246	2	2
OG0006247	2	2
OG0006248	2	2
OG0006249	1	1
OG0006250	1	1
OG0006251	0	0
OG0006252	0	0
OG0006253	1	0
OG0006254	1	0
OG0006255	1	1
OG0006256	1	1
OG0006257	1	0
OG0006258	1	1
OG0006259	1	1
OG0006260	1	1
OG0006261	0	0
OG0006262	1	1
OG0006263	1	1
OG0006264	1	1
OG0006265	0	0
OG0006266	1	0
OG0006267	1	1
OG0006268	1	1
OG0006269	0	0
OG0006270	2	2
OG0006271	0	0
OG0006272	1	1
OG0006273	1	1
OG0006274	2	2
OG0006275	2	2
OG0006276	1	1
OG0006277	1	1
OG0006278	1	1
OG0006279	2	2
OG0006280	1	1
OG0006281	1	1
OG0006282	1	0
OG0006283	0	0
OG0006284	1	0
OG0006285	0	0
OG0006286	1	1
OG0006287	1	1
OG0006288	0	0
OG0006289	0	0
OG0006290	1	1
OG0006291	0	0
OG0006292	1	1
OG0006293	0	0
OG0006294	1	1
OG0006295	1	1
OG0006296	1	1
OG0006297	1	1
OG0006298	2	2
OG0006299	1	0
OG0006300	1	1
OG0006301	1	1
OG0006302	2	2
OG0006303	1	1
OG0006304	2	2
OG0006305	0	0
OG0006306	0	0
OG0006307	2	2
OG0006308	2	2
OG0006309	1	1
OG0006310	2	2
OG0006311	1	1
OG0006312	3	3
OG0006313	1	1
OG0006314	2	2
OG0006315	0	0
OG0006316	1	1
OG0006317	1	1
OG0006318	1	1
OG0006319	1	1
OG0006320	1	1
OG0006321	2	2
OG0006322	0	0
OG0006323	2	2
OG0006324	1	1
OG0006325	1	1
OG0006326	1	1
OG0006327	1	1
OG0006328	0	0
OG0006329	1	1
OG0006330	0	0
OG0006331	1	1
OG0006332	1	1
OG0006333	1	1
OG0006334	1	1
OG0006335	0	0
OG0006336	2	2
OG0006337	1	1
OG0006338	2	2
OG0006339	1	1
OG0006340	1	1
OG0006341	1	1
OG0006342	1	1
OG0006343	1	1
OG0006344	2	2
OG0006345	1	0
OG0006346	0	0
OG0006347	0	0
OG0006348	1	1
OG0006349	1	1
OG0006350	1	1
OG0006351	1	1
OG0006352	1	1
OG0006353	1	1
OG0006354	2	2
OG0006355	1	1
OG0006356	1	1
OG0006357	1	1
OG0006358	0	0
OG0006359	1	1
OG0006360	1	1
OG0006361	2	1
OG0006362	2	2
OG0006363	3	3
OG0006364	1	1
OG0006365	1	1
OG0006366	1	1
OG0006367	1	1
OG0006368	0	0
OG0006369	0	0
OG0006370	4	4
OG0006371	1	1
OG0006372	1	1
OG0006373	1	1
OG0006374	1	1
OG0006375	1	1
OG0006376	1	1
OG0006377	2	2
OG0006378	1	1
OG0006379	1	1
OG0006380	2	2
OG0006381	1	1
OG0006382	1	1
OG0006383	1	1
OG0006384	1	1
OG0006385	2	2
OG0006386	1	1
OG0006387	1	1
OG0006388	1	1
OG0006389	1	1
OG0006390	2	2
OG0006391	2	2
OG0006392	1	0
OG0006393	1	1
OG0006394	0	0
OG0006395	0	0
OG0006396	1	1
OG0006397	1	1
OG0006398	1	1
OG0006399	1	1
OG0006400	1	1
OG0006401	0	0
OG0006402	0	0
OG0006403	0	0
OG0006404	0	0
OG0006405	0	0
OG0006406	1	1
OG0006407	1	1
OG0006408	1	0
OG0006409	1	1
OG0006410	1	1
OG0006411	1	0
OG0006412	1	1
OG0006413	1	1
OG0006414	2	2
OG0006415	1	0
OG0006416	1	1
OG0006417	3	2
OG0006418	1	1
OG0006419	1	1
OG0006420	0	0
OG0006421	0	0
OG0006422	0	0
OG0006423	0	0
OG0006424	0	0
OG0006425	0	0
OG0006426	0	0
OG0006427	1	1
OG0006428	3	3
OG0006429	0	0
OG0006430	1	1
OG0006431	0	0
OG0006432	0	0
OG0006433	1	1
OG0006434	0	0
OG0006435	0	0
OG0006436	1	1
OG0006437	1	1
OG0006438	0	0
OG0006439	1	1
OG0006440	1	1
OG0006441	1	1
OG0006442	0	0
OG0006443	0	0
OG0006444	0	0
OG0006445	1	1
OG0006446	1	1
OG0006447	1	1
OG0006448	0	0
OG0006449	1	1
OG0006450	0	0
OG0006451	1	1
OG0006452	2	2
OG0006453	1	1
OG0006454	2	2
OG0006455	0	0
OG0006456	0	0
OG0006457	0	0
OG0006458	4	3
OG0006459	1	1
OG0006460	0	0
OG0006461	0	0
OG0006462	0	0
OG0006463	0	0
OG0006464	1	1
OG0006465	1	1
OG0006466	1	1
OG0006467	0	0
OG0006468	0	0
OG0006469	1	1
OG0006470	0	0
OG0006471	0	0
OG0006472	0	0
OG0006473	1	1
OG0006474	0	0
OG0006475	0	0
OG0006476	1	1
OG0006477	1	1
OG0006478	1	1
OG0006479	0	0
OG0006480	0	0
OG0006481	2	1
OG0006482	0	0
OG0006483	0	0
OG0006484	0	0
OG0006485	0	0
OG0006486	0	0
OG0006487	0	0
OG0006488	1	1
OG0006489	0	0
OG0006490	0	0
OG0006491	1	1
OG0006492	0	0
OG0006493	1	1
OG0006494	1	1
OG0006495	2	2
OG0006496	0	0
OG0006497	1	1
OG0006498	0	0
OG0006499	0	0
OG0006500	0	0
OG0006501	0	0
OG0006502	0	0
OG0006503	0	0
OG0006504	0	0
OG0006505	0	0
OG0006506	4	4
OG0006507	0	0
OG0006508	1	1
OG0006509	1	1
OG0006510	0	0
OG0006511	1	1
OG0006512	1	1
OG0006513	0	0
OG0006514	1	1
OG0006515	1	1
OG0006516	1	0
OG0006517	1	1
OG0006518	0	0
OG0006519	1	1
OG0006520	0	0
OG0006521	0	0
OG0006522	0	0
OG0006523	0	0
OG0006524	0	0
OG0006525	2	2
OG0006526	1	1
OG0006527	1	1
OG0006528	1	1
OG0006529	0	0
OG0006530	1	1
OG0006531	1	1
OG0006532	1	1
OG0006533	1	1
OG0006534	1	1
OG0006535	1	1
OG0006536	0	0
OG0006537	2	2
OG0006538	0	0
OG0006539	1	1
OG0006540	0	0
OG0006541	0	0
OG0006542	0	0
OG0006543	1	1
OG0006544	1	1
OG0006545	1	1
OG0006546	0	0
OG0006547	0	0
OG0006548	1	1
OG0006549	1	1
OG0006550	2	2
OG0006551	1	1
OG0006552	1	1
OG0006553	1	1
OG0006554	0	0
OG0006555	0	0
OG0006556	2	2
OG0006557	1	1
OG0006558	0	0
OG0006559	0	0
OG0006560	0	0
OG0006561	0	0
OG0006562	1	1
OG0006563	1	1
OG0006564	1	1
OG0006565	1	1
OG0006566	1	1
OG0006567	1	1
OG0006568	1	1
OG0006569	1	1
OG0006570	1	1
OG0006571	1	1
OG0006572	1	1
OG0006573	1	1
OG0006574	0	0
OG0006575	1	1
OG0006576	2	2
OG0006577	1	1
OG0006578	1	1
OG0006579	1	1
OG0006580	0	0
OG0006581	0	0
OG0006582	0	0
OG0006583	0	0
OG0006584	1	1
OG0006585	2	2
OG0006586	0	0
OG0006587	0	0
OG0006588	0	0
OG0006589	0	0
OG0006590	0	0
OG0006591	0	0
OG0006592	0	0
OG0006593	0	0
OG0006594	1	1
OG0006595	0	0
OG0006596	2	2
OG0006597	1	1
OG0006598	0	0
OG0006599	0	0
OG0006600	0	0
OG0006601	0	0
OG0006602	0	0
OG0006603	0	0
OG0006604	0	0
OG0006605	1	1
OG0006606	0	0
OG0006607	0	0
OG0006608	0	0
OG0006609	1	0
OG0006610	0	0
OG0006611	0	0
OG0006612	0	0
OG0006613	0	0
OG0006614	1	1
OG0006615	0	0
OG0006616	0	0
OG0006617	0	0
OG0006618	0	0
OG0006619	0	0
OG0006620	0	0
OG0006621	0	0
OG0006622	0	0
OG0006623	1	1
OG0006624	1	1
OG0006625	1	1
OG0006626	1	1
OG0006627	0	0
OG0006628	0	0
OG0006629	0	0
OG0006630	0	0
OG0006631	0	0
OG0006632	0	0
OG0006633	0	0
OG0006634	0	0
OG0006635	0	0
OG0006636	1	1
