Orthogroup	CCAP.longest_only	HILL.longest_only
OG0001173	CCAP1982_LOCUS137|CAD6991199.1|CCAP	LOC119660364|XP_037924800.1|HILL, LOC119658996|XP_037922805.1|HILL
OG0001174	CCAP1982_LOCUS13231|CAD7004846.1|CCAP	LOC119647791|XP_037904916.1|HILL
OG0001175	CCAP1982_LOCUS19961|CAD7011852.1|CCAP	LOC119654794|XP_037916271.1|HILL
OG0001176	CCAP1982_LOCUS7150|CAD6998569.1|CCAP	LOC119655006|XP_037916605.1|HILL
OG0001177	CCAP1982_LOCUS21403|CAD7013335.1|CCAP, CCAP1982_LOCUS21673|CAD7013622.1|CCAP, CCAP1982_LOCUS972|CAD6992094.1|CCAP, CCAP1982_LOCUS7049|CAD6998451.1|CCAP	LOC119661291|XP_037926497.1|HILL
OG0001178	CCAP1982_LOCUS6924|CAD6998317.1|CCAP	LOC119646835|XP_037903380.1|HILL
OG0001178	CCAP1982_LOCUS22089|CAD7014082.1|CCAP	LOC119661423|XP_037926694.1|HILL
OG0001179	CCAP1982_LOCUS21397|CAD7013328.1|CCAP	LOC119646342|XP_037902696.1|HILL
OG0001180	CCAP1982_LOCUS10405|CAD7001918.1|CCAP, CCAP1982_LOCUS10404|CAD7001917.1|CCAP, CCAP1982_LOCUS10411|CAD7001924.1|CCAP, CCAP1982_LOCUS10408|CAD7001921.1|CCAP, CCAP1982_LOCUS10409|CAD7001922.1|CCAP, CCAP1982_LOCUS10410|CAD7001923.1|CCAP, CCAP1982_LOCUS10413|CAD7001926.1|CCAP, CCAP1982_LOCUS10406|CAD7001919.1|CCAP, CCAP1982_LOCUS10412|CAD7001925.1|CCAP, CCAP1982_LOCUS10407|CAD7001920.1|CCAP, CCAP1982_LOCUS10415|CAD7001928.1|CCAP, CCAP1982_LOCUS10414|CAD7001927.1|CCAP	LOC119660988|XP_037926002.1|HILL
OG0001181	CCAP1982_LOCUS13780|CAD7005417.1|CCAP, CCAP1982_LOCUS13817|CAD7005457.1|CCAP	LOC119648244|XP_037905804.1|HILL
OG0001182	CCAP1982_LOCUS461|CAD6991542.1|CCAP	LOC119659498|XP_037923550.1|HILL, LOC119659994|XP_037924297.1|HILL
OG0001183	CCAP1982_LOCUS393|CAD6991469.1|CCAP	LOC119660414|XP_037924881.1|HILL
OG0001184	CCAP1982_LOCUS14608|CAD7006285.1|CCAP, CCAP1982_LOCUS12427|CAD7004004.1|CCAP	LOC119659017|XP_037922836.1|HILL
OG0001185	CCAP1982_LOCUS235|CAD6991306.1|CCAP	LOC119658701|XP_037922219.1|HILL
OG0001186	CCAP1982_LOCUS4357|CAD6995650.1|CCAP	LOC119659434|XP_037923445.1|HILL
OG0001187	CCAP1982_LOCUS20646|CAD7012561.1|CCAP	LOC119656116|XP_037918366.1|HILL
OG0001188	CCAP1982_LOCUS20310|CAD7012211.1|CCAP, CCAP1982_LOCUS20309|CAD7012208.1|CCAP, CCAP1982_LOCUS20311|CAD7012212.1|CCAP, CCAP1982_LOCUS20308|CAD7012207.1|CCAP	LOC119653813|XP_037914766.1|HILL
OG0001191	CCAP1982_LOCUS19467|CAD7011363.1|CCAP	LOC119654289|XP_037915506.1|HILL
OG0001192	CCAP1982_LOCUS5423|CAD6996743.1|CCAP	LOC119649057|XP_037906966.1|HILL, LOC119659885|XP_037924131.1|HILL
OG0001193	CCAP1982_LOCUS1428|CAD6992580.1|CCAP	LOC119654818|XP_037916306.1|HILL
OG0001195	CCAP1982_LOCUS21002|CAD7012903.1|CCAP	LOC119654582|XP_037915969.1|HILL
OG0001200	CCAP1982_LOCUS4180|CAD6995465.1|CCAP	LOC119657572|XP_037920465.1|HILL
OG0001201	CCAP1982_LOCUS703|CAD6991799.1|CCAP	LOC119659691|XP_037923872.1|HILL, LOC119660477|XP_037924996.1|HILL, LOC119660451|XP_037924938.1|HILL
OG0001202	CCAP1982_LOCUS12204|CAD7003768.1|CCAP	LOC119658232|XP_037921438.1|HILL
OG0001203	CCAP1982_LOCUS9590|CAD7001118.1|CCAP	LOC119660998|XP_037926022.1|HILL
OG0001203	CCAP1982_LOCUS9348|CAD7000874.1|CCAP	LOC119660891|XP_037925745.1|HILL
OG0001205	CCAP1982_LOCUS4555|CAD6995854.1|CCAP	LOC119654814|XP_037916298.1|HILL
OG0001206	CCAP1982_LOCUS3112|CAD6994358.1|CCAP, CCAP1982_LOCUS3113|CAD6994359.1|CCAP, CCAP1982_LOCUS3114|CAD6994360.1|CCAP	LOC119652245|XP_037912149.1|HILL
OG0001209	CCAP1982_LOCUS1957|CAD6993131.1|CCAP, CCAP1982_LOCUS1956|CAD6993130.1|CCAP	LOC119652741|XP_037912967.1|HILL
OG0001211	CCAP1982_LOCUS2793|CAD6994016.1|CCAP, CCAP1982_LOCUS2795|CAD6994018.1|CCAP, CCAP1982_LOCUS2794|CAD6994017.1|CCAP	LOC119652060|XP_037911926.1|HILL
OG0001213	CCAP1982_LOCUS4317|CAD6995611.1|CCAP	LOC119659447|XP_037923459.1|HILL
OG0001214	CCAP1982_LOCUS1460|CAD6992611.1|CCAP	LOC119652669|XP_037912863.1|HILL
OG0001215	CCAP1982_LOCUS2002|CAD6993180.1|CCAP	LOC119652850|XP_037913130.1|HILL
OG0001216	CCAP1982_LOCUS2004|CAD6993182.1|CCAP	LOC119653102|XP_037913545.1|HILL
OG0001217	CCAP1982_LOCUS6159|CAD6997520.1|CCAP	LOC119651703|XP_037911344.1|HILL
OG0001218	CCAP1982_LOCUS3380|CAD6994645.1|CCAP	LOC119659492|XP_037923538.1|HILL
OG0001220	CCAP1982_LOCUS21522|CAD7013457.1|CCAP	LOC119652163|XP_037912039.1|HILL
OG0001221	CCAP1982_LOCUS22041|CAD7014035.1|CCAP	LOC119650451|XP_037909237.1|HILL
OG0001222	CCAP1982_LOCUS5153|CAD6996484.1|CCAP	LOC119661029|XP_037926116.1|HILL
OG0001223	CCAP1982_LOCUS22608|CAD7014617.1|CCAP	LOC119654577|XP_037915964.1|HILL
OG0001224	CCAP1982_LOCUS20318|CAD7012220.1|CCAP	LOC119655657|XP_037917569.1|HILL
OG0001225	CCAP1982_LOCUS21678|CAD7013628.1|CCAP	LOC119646976|XP_037903609.1|HILL
OG0001226	CCAP1982_LOCUS21755|CAD7013718.1|CCAP, CCAP1982_LOCUS21759|CAD7013728.1|CCAP, CCAP1982_LOCUS21756|CAD7013719.1|CCAP, CCAP1982_LOCUS21757|CAD7013724.1|CCAP, CCAP1982_LOCUS21758|CAD7013727.1|CCAP, CCAP1982_LOCUS21765|CAD7013734.1|CCAP	LOC119657789|XP_037920804.1|HILL, LOC119646174|XP_037902482.1|HILL, LOC119661587|XP_037926917.1|HILL
OG0001227	CCAP1982_LOCUS8848|CAD7000368.1|CCAP, CCAP1982_LOCUS8849|CAD7000369.1|CCAP	LOC119647209|XP_037903963.1|HILL, LOC119647103|XP_037903808.1|HILL
OG0001229	CCAP1982_LOCUS21558|CAD7013498.1|CCAP	LOC119646290|XP_037902629.1|HILL
OG0001230	CCAP1982_LOCUS22839|CAD7014875.1|CCAP	LOC119661031|XP_037926123.1|HILL
OG0001231	CCAP1982_LOCUS5440|CAD6996761.1|CCAP	LOC119652521|XP_037912644.1|HILL
OG0001232	CCAP1982_LOCUS6770|CAD6998154.1|CCAP, CCAP1982_LOCUS6767|CAD6998152.1|CCAP, CCAP1982_LOCUS6769|CAD6998153.1|CCAP, CCAP1982_LOCUS6766|CAD6998151.1|CCAP	LOC119658989|XP_037922801.1|HILL, LOC119658979|XP_037922791.1|HILL
OG0001233	CCAP1982_LOCUS8291|CAD6999768.1|CCAP	LOC119661290|XP_037926495.1|HILL
OG0001234	CCAP1982_LOCUS19773|CAD7011689.1|CCAP	LOC119659090|XP_037922934.1|HILL
OG0001235	CCAP1982_LOCUS7409|CAD6998860.1|CCAP	LOC119646499|XP_037902882.1|HILL
OG0001236	CCAP1982_LOCUS14234|CAD7005894.1|CCAP	LOC119649757|XP_037907979.1|HILL
OG0001237	CCAP1982_LOCUS96|CAD6991156.1|CCAP	LOC119659116|XP_037922967.1|HILL
OG0001238	CCAP1982_LOCUS5052|CAD6996373.1|CCAP	LOC119659152|XP_037923023.1|HILL
OG0001239	CCAP1982_LOCUS4239|CAD6995527.1|CCAP	LOC119660380|XP_037924827.1|HILL
OG0001240	CCAP1982_LOCUS286|CAD6991356.1|CCAP	LOC119660382|XP_037924834.1|HILL
OG0001241	CCAP1982_LOCUS4194|CAD6995478.1|CCAP	LOC119658765|XP_037922391.1|HILL
OG0001243	CCAP1982_LOCUS13382|CAD7005007.1|CCAP	LOC119648820|XP_037906605.1|HILL
OG0001244	CCAP1982_LOCUS2040|CAD6993221.1|CCAP	LOC119661188|XP_037926337.1|HILL
OG0001245	CCAP1982_LOCUS2940|CAD6994175.1|CCAP, CCAP1982_LOCUS2941|CAD6994176.1|CCAP	LOC119651974|XP_037911806.1|HILL
OG0001247	CCAP1982_LOCUS21110|CAD7013024.1|CCAP	LOC119653750|XP_037914607.1|HILL
OG0001255	CCAP1982_LOCUS20294|CAD7012192.1|CCAP	LOC119653588|XP_037914266.1|HILL
OG0001257	CCAP1982_LOCUS10597|CAD7002109.1|CCAP, CCAP1982_LOCUS10591|CAD7002103.1|CCAP, CCAP1982_LOCUS10594|CAD7002106.1|CCAP, CCAP1982_LOCUS10593|CAD7002105.1|CCAP	LOC119660950|XP_037925892.1|HILL
OG0001258	CCAP1982_LOCUS1633|CAD6992794.1|CCAP, CCAP1982_LOCUS1643|CAD6992804.1|CCAP, CCAP1982_LOCUS1652|CAD6992813.1|CCAP, CCAP1982_LOCUS1634|CAD6992795.1|CCAP, CCAP1982_LOCUS1644|CAD6992805.1|CCAP, CCAP1982_LOCUS1653|CAD6992814.1|CCAP	LOC119650730|XP_037909685.1|HILL
OG0001260	CCAP1982_LOCUS3092|CAD6994336.1|CCAP	LOC119652828|XP_037913084.1|HILL
OG0001262	CCAP1982_LOCUS13374|CAD7004998.1|CCAP	LOC119660928|XP_037925839.1|HILL
OG0001263	CCAP1982_LOCUS1201|CAD6992337.1|CCAP	LOC119656996|XP_037919660.1|HILL
OG0001264	CCAP1982_LOCUS8734|CAD7000242.1|CCAP, CCAP1982_LOCUS8733|CAD7000241.1|CCAP	LOC119646944|XP_037903561.1|HILL
OG0001266	CCAP1982_LOCUS20420|CAD7012326.1|CCAP, CCAP1982_LOCUS20417|CAD7012323.1|CCAP, CCAP1982_LOCUS20418|CAD7012324.1|CCAP	LOC119656260|XP_037918605.1|HILL
OG0001267	CCAP1982_LOCUS3717|CAD6994986.1|CCAP	LOC119651389|XP_037910899.1|HILL
OG0001268	CCAP1982_LOCUS2108|CAD6993292.1|CCAP	LOC119652894|XP_037913194.1|HILL
OG0001269	CCAP1982_LOCUS20837|CAD7012733.1|CCAP	LOC119659654|XP_037923790.1|HILL
OG0001270	CCAP1982_LOCUS1004|CAD6992122.1|CCAP	LOC119659052|XP_037922887.1|HILL
OG0001271	CCAP1982_LOCUS22619|CAD7014628.1|CCAP	LOC119658672|XP_037922162.1|HILL
OG0001272	CCAP1982_LOCUS10784|CAD7002292.1|CCAP, CCAP1982_LOCUS10783|CAD7002291.1|CCAP	LOC119649825|XP_037908089.1|HILL
OG0001273	CCAP1982_LOCUS3030|CAD6994269.1|CCAP	LOC119651602|XP_037911179.1|HILL
OG0001274	CCAP1982_LOCUS14515|CAD7006186.1|CCAP	LOC119649786|XP_037908019.1|HILL
OG0001276	CCAP1982_LOCUS11502|CAD7003039.1|CCAP	LOC119648094|XP_037905520.1|HILL
OG0001277	CCAP1982_LOCUS13150|CAD7004758.1|CCAP	LOC119649433|XP_037907511.1|HILL, LOC119649427|XP_037907503.1|HILL
OG0001279	CCAP1982_LOCUS11832|CAD7003373.1|CCAP	LOC119648237|XP_037905794.1|HILL
OG0001280	CCAP1982_LOCUS12570|CAD7004150.1|CCAP, CCAP1982_LOCUS10454|CAD7001967.1|CCAP	LOC119648137|XP_037905610.1|HILL
OG0001281	CCAP1982_LOCUS12999|CAD7004604.1|CCAP	LOC119647691|XP_037904703.1|HILL
OG0001282	CCAP1982_LOCUS5546|CAD6996873.1|CCAP	LOC119648273|XP_037905856.1|HILL, LOC119649296|XP_037907318.1|HILL, LOC119650007|XP_037908401.1|HILL, LOC119649909|XP_037908236.1|HILL
OG0001283	CCAP1982_LOCUS22647|CAD7014659.1|CCAP	LOC119661427|XP_037926698.1|HILL
OG0001284	CCAP1982_LOCUS6493|CAD6997874.1|CCAP	LOC119651440|XP_037910970.1|HILL
OG0001285	CCAP1982_LOCUS11810|CAD7003351.1|CCAP	LOC119654710|XP_037916157.1|HILL, LOC119646154|XP_037902453.1|HILL
OG0001286	CCAP1982_LOCUS7999|CAD6999475.1|CCAP, CCAP1982_LOCUS7997|CAD6999473.1|CCAP	LOC119646226|XP_037902542.1|HILL
OG0001287	CCAP1982_LOCUS907|CAD6992023.1|CCAP	LOC119650430|XP_037909177.1|HILL, LOC119650431|XP_037909178.1|HILL, LOC119660177|XP_037924513.1|HILL, LOC119660484|XP_037924999.1|HILL
OG0001288	CCAP1982_LOCUS6082|CAD6997436.1|CCAP	LOC119651059|XP_037910316.1|HILL
OG0001289	CCAP1982_LOCUS7968|CAD6999444.1|CCAP	LOC119656549|XP_037918844.1|HILL, LOC119646325|XP_037902674.1|HILL, LOC119646338|XP_037902691.1|HILL
OG0001290	CCAP1982_LOCUS8372|CAD6999862.1|CCAP, CCAP1982_LOCUS8371|CAD6999861.1|CCAP, CCAP1982_LOCUS8374|CAD6999864.1|CCAP	LOC119653199|XP_037913690.1|HILL
OG0001291	CCAP1982_LOCUS21121|CAD7013037.1|CCAP	LOC119654813|XP_037916297.1|HILL
OG0001294	CCAP1982_LOCUS4430|CAD6995724.1|CCAP	LOC119654231|XP_037915382.1|HILL
OG0001295	CCAP1982_LOCUS9728|CAD7001230.1|CCAP, CCAP1982_LOCUS9729|CAD7001231.1|CCAP	LOC119653879|XP_037914923.1|HILL
OG0001296	CCAP1982_LOCUS23289|CAD7015344.1|CCAP	LOC119655784|XP_037917802.1|HILL
OG0001297	CCAP1982_LOCUS856|CAD6991969.1|CCAP	LOC119659209|XP_037923105.1|HILL
OG0001298	CCAP1982_LOCUS2803|CAD6994026.1|CCAP	LOC119652500|XP_037912615.1|HILL, LOC119659762|XP_037923951.1|HILL, LOC119658977|XP_037922785.1|HILL
OG0001299	CCAP1982_LOCUS12486|CAD7004061.1|CCAP, CCAP1982_LOCUS12484|CAD7004059.1|CCAP	LOC119649607|XP_037907753.1|HILL
OG0001300	CCAP1982_LOCUS4632|CAD6995930.1|CCAP	LOC119655461|XP_037917290.1|HILL
OG0001301	CCAP1982_LOCUS19842|CAD7011729.1|CCAP	LOC119654217|XP_037915358.1|HILL
OG0001302	CCAP1982_LOCUS5077|CAD6996403.1|CCAP, CCAP1982_LOCUS5079|CAD6996405.1|CCAP	LOC119658796|XP_037922442.1|HILL, LOC119658797|XP_037922444.1|HILL, LOC119658798|XP_037922445.1|HILL, LOC119658800|XP_037922447.1|HILL
OG0001303	CCAP1982_LOCUS3529|CAD6994798.1|CCAP	LOC119657687|XP_037920649.1|HILL
OG0001304	CCAP1982_LOCUS20156|CAD7012054.1|CCAP	LOC119653815|XP_037914773.1|HILL
OG0001305	CCAP1982_LOCUS228|CAD6991299.1|CCAP	LOC119658890|XP_037922616.1|HILL
OG0001306	CCAP1982_LOCUS886|CAD6992000.1|CCAP, CCAP1982_LOCUS885|CAD6991999.1|CCAP, CCAP1982_LOCUS4394|CAD6995687.1|CCAP, CCAP1982_LOCUS4381|CAD6995674.1|CCAP	LOC119658704|XP_037922241.1|HILL, LOC119659011|XP_037922824.1|HILL, LOC119659009|XP_037922822.1|HILL
OG0001307	CCAP1982_LOCUS10909|CAD7002418.1|CCAP	LOC119659990|XP_037924289.1|HILL
OG0001309	CCAP1982_LOCUS5112|CAD6996440.1|CCAP, CCAP1982_LOCUS5113|CAD6996441.1|CCAP	LOC119660286|XP_037924685.1|HILL
OG0001313	CCAP1982_LOCUS20438|CAD7012344.1|CCAP	LOC119648111|XP_037905557.1|HILL
OG0001314	CCAP1982_LOCUS5817|CAD6997175.1|CCAP	LOC119657885|XP_037920950.1|HILL
OG0001320	CCAP1982_LOCUS20037|CAD7011925.1|CCAP	LOC119654141|XP_037915233.1|HILL
OG0001321	CCAP1982_LOCUS1849|CAD6993014.1|CCAP, CCAP1982_LOCUS20384|CAD7012288.1|CCAP, CCAP1982_LOCUS20385|CAD7012289.1|CCAP	LOC119661425|XP_037926696.1|HILL
OG0001321	CCAP1982_LOCUS20386|CAD7012290.1|CCAP	LOC119646386|XP_037902757.1|HILL
OG0001326	CCAP1982_LOCUS1119|CAD6992249.1|CCAP	LOC119652653|XP_037912831.1|HILL
OG0001334	CCAP1982_LOCUS1135|CAD6992268.1|CCAP, CCAP1982_LOCUS1130|CAD6992263.1|CCAP, CCAP1982_LOCUS1136|CAD6992269.1|CCAP	LOC119657942|XP_037921060.1|HILL
OG0001335	CCAP1982_LOCUS5161|CAD6996492.1|CCAP	LOC119652343|XP_037912293.1|HILL
OG0001338	CCAP1982_LOCUS20121|CAD7012010.1|CCAP	LOC119657367|XP_037920178.1|HILL
OG0001339	CCAP1982_LOCUS21893|CAD7013878.1|CCAP, CCAP1982_LOCUS21898|CAD7013883.1|CCAP	LOC119655050|XP_037916668.1|HILL
OG0001341	CCAP1982_LOCUS9216|CAD7000743.1|CCAP, CCAP1982_LOCUS3260|CAD6994516.1|CCAP	LOC119651654|XP_037911265.1|HILL
OG0001342	CCAP1982_LOCUS2025|CAD6993205.1|CCAP, CCAP1982_LOCUS2024|CAD6993204.1|CCAP	LOC119653250|XP_037913786.1|HILL
OG0001344	CCAP1982_LOCUS2156|CAD6993338.1|CCAP	LOC119651796|XP_037911507.1|HILL
OG0001345	CCAP1982_LOCUS1741|CAD6992908.1|CCAP	LOC119652847|XP_037913127.1|HILL
OG0001348	CCAP1982_LOCUS22946|CAD7014988.1|CCAP	LOC119646138|XP_037902422.1|HILL
OG0001349	CCAP1982_LOCUS14892|CAD7006578.1|CCAP	LOC119650338|XP_037908930.1|HILL, LOC119648621|XP_037906319.1|HILL
OG0001351	CCAP1982_LOCUS21830|CAD7013810.1|CCAP	LOC119646934|XP_037903549.1|HILL
OG0001352	CCAP1982_LOCUS21313|CAD7013242.1|CCAP	LOC119646485|XP_037902868.1|HILL
OG0001354	CCAP1982_LOCUS23423|CAD7015484.1|CCAP	LOC119661661|XP_037927022.1|HILL
OG0001355	CCAP1982_LOCUS21737|CAD7013696.1|CCAP	LOC119647144|XP_037903866.1|HILL
OG0001356	CCAP1982_LOCUS404|CAD6991479.1|CCAP	LOC119659914|XP_037924167.1|HILL
OG0001357	CCAP1982_LOCUS12062|CAD7003622.1|CCAP	LOC119650158|XP_037908633.1|HILL, LOC119650159|XP_037908634.1|HILL, LOC119655198|XP_037916898.1|HILL
OG0001358	CCAP1982_LOCUS14516|CAD7006187.1|CCAP	LOC119649831|XP_037908101.1|HILL
OG0001359	CCAP1982_LOCUS5267|CAD6996597.1|CCAP, CCAP1982_LOCUS5262|CAD6996592.1|CCAP	LOC119649801|XP_037908041.1|HILL
OG0001360	CCAP1982_LOCUS21902|CAD7013888.1|CCAP	LOC119660268|XP_037924655.1|HILL
OG0001361	CCAP1982_LOCUS11412|CAD7002948.1|CCAP	LOC119649638|XP_037907817.1|HILL
OG0001362	CCAP1982_LOCUS11823|CAD7003364.1|CCAP	LOC119649515|XP_037907624.1|HILL
OG0001363	CCAP1982_LOCUS87|CAD6991145.1|CCAP	LOC119660259|XP_037924645.1|HILL
OG0001364	CCAP1982_LOCUS21222|CAD7013151.1|CCAP	LOC119653200|XP_037913699.1|HILL
OG0001365	CCAP1982_LOCUS11263|CAD7002793.1|CCAP	LOC119648268|XP_037905850.1|HILL
OG0001366	CCAP1982_LOCUS12991|CAD7004596.1|CCAP	LOC119649229|XP_037907216.1|HILL
OG0001367	CCAP1982_LOCUS23137|CAD7015186.1|CCAP, CCAP1982_LOCUS23136|CAD7015185.1|CCAP	LOC119646490|XP_037902877.1|HILL
OG0001368	CCAP1982_LOCUS21725|CAD7013684.1|CCAP, CCAP1982_LOCUS21727|CAD7013686.1|CCAP, CCAP1982_LOCUS21726|CAD7013685.1|CCAP, CCAP1982_LOCUS21724|CAD7013683.1|CCAP	LOC119658811|XP_037922460.1|HILL
OG0001370	CCAP1982_LOCUS22021|CAD7014015.1|CCAP	LOC119646383|XP_037902755.1|HILL
OG0001371	CCAP1982_LOCUS5717|CAD6997064.1|CCAP	LOC119653164|XP_037913632.1|HILL
OG0001372	CCAP1982_LOCUS21857|CAD7013837.1|CCAP	LOC119646397|XP_037902768.1|HILL
OG0001373	CCAP1982_LOCUS7766|CAD6999234.1|CCAP	LOC119653079|XP_037913495.1|HILL
OG0001374	CCAP1982_LOCUS7146|CAD6998564.1|CCAP	LOC119661235|XP_037926392.1|HILL
OG0001375	CCAP1982_LOCUS675|CAD6991768.1|CCAP	LOC119659993|XP_037924293.1|HILL
OG0001376	CCAP1982_LOCUS22471|CAD7014475.1|CCAP	LOC119646276|XP_037902613.1|HILL
OG0001377	CCAP1982_LOCUS6994|CAD6998394.1|CCAP, CCAP1982_LOCUS7001|CAD6998401.1|CCAP, CCAP1982_LOCUS6993|CAD6998393.1|CCAP, CCAP1982_LOCUS6987|CAD6998387.1|CCAP	LOC119650354|XP_037908968.1|HILL
OG0001378	CCAP1982_LOCUS6408|CAD6997783.1|CCAP	LOC119656648|XP_037919037.1|HILL, LOC119657864|XP_037920917.1|HILL
OG0001379	CCAP1982_LOCUS6691|CAD6998077.1|CCAP	LOC119647175|XP_037903910.1|HILL
OG0001379	CCAP1982_LOCUS6710|CAD6998096.1|CCAP	LOC119651100|XP_037910387.1|HILL
OG0001380	CCAP1982_LOCUS21334|CAD7013263.1|CCAP	LOC119661414|XP_037926677.1|HILL
OG0001381	CCAP1982_LOCUS21553|CAD7013493.1|CCAP	LOC119647953|XP_037905272.1|HILL
OG0001382	CCAP1982_LOCUS6829|CAD6998216.1|CCAP, CCAP1982_LOCUS6816|CAD6998201.1|CCAP	LOC119661475|XP_037926765.1|HILL
OG0001384	CCAP1982_LOCUS5835|CAD6997196.1|CCAP	LOC119650590|XP_037909365.1|HILL
OG0001385	CCAP1982_LOCUS5650|CAD6996988.1|CCAP	LOC119648519|XP_037906217.1|HILL
OG0001386	CCAP1982_LOCUS5862|CAD6997227.1|CCAP, CCAP1982_LOCUS5870|CAD6997236.1|CCAP, CCAP1982_LOCUS5861|CAD6997226.1|CCAP, CCAP1982_LOCUS5869|CAD6997235.1|CCAP, CCAP1982_LOCUS5860|CAD6997225.1|CCAP	LOC119648014|XP_037905349.1|HILL
OG0001387	CCAP1982_LOCUS8048|CAD6999526.1|CCAP	LOC119658144|XP_037921342.1|HILL
OG0001388	CCAP1982_LOCUS9027|CAD7000551.1|CCAP	LOC119647241|XP_037904032.1|HILL
OG0001389	CCAP1982_LOCUS1903|CAD6993073.1|CCAP	LOC119652995|XP_037913350.1|HILL
OG0001391	CCAP1982_LOCUS5828|CAD6997188.1|CCAP	LOC119659041|XP_037922869.1|HILL, LOC119660450|XP_037924937.1|HILL
OG0001392	CCAP1982_LOCUS19357|CAD7011249.1|CCAP, CCAP1982_LOCUS9514|CAD7001042.1|CCAP, CCAP1982_LOCUS19552|CAD7011452.1|CCAP, CCAP1982_LOCUS9895|CAD7001398.1|CCAP, CCAP1982_LOCUS9987|CAD7001490.1|CCAP, CCAP1982_LOCUS19356|CAD7011248.1|CCAP, CCAP1982_LOCUS19355|CAD7011247.1|CCAP	LOC119654285|XP_037915501.1|HILL
OG0001394	CCAP1982_LOCUS19538|CAD7011438.1|CCAP	LOC119660939|XP_037925866.1|HILL
OG0001395	CCAP1982_LOCUS388|CAD6991463.1|CCAP	LOC119659967|XP_037924255.1|HILL
OG0001397	CCAP1982_LOCUS4998|CAD6996319.1|CCAP	LOC119660543|XP_037925106.1|HILL
OG0001399	CCAP1982_LOCUS21132|CAD7013050.1|CCAP	LOC119653725|XP_037914561.1|HILL
OG0001400	CCAP1982_LOCUS6142|CAD6997503.1|CCAP	LOC119649562|XP_037907686.1|HILL, LOC119649358|XP_037907399.1|HILL
OG0001401	CCAP1982_LOCUS13471|CAD7005109.1|CCAP	LOC119650076|XP_037908503.1|HILL
OG0001402	CCAP1982_LOCUS14088|CAD7005737.1|CCAP	LOC119649300|XP_037907323.1|HILL
OG0001403	CCAP1982_LOCUS14624|CAD7006302.1|CCAP, CCAP1982_LOCUS14622|CAD7006300.1|CCAP	LOC119657757|XP_037920740.1|HILL
OG0001404	CCAP1982_LOCUS20364|CAD7012268.1|CCAP, CCAP1982_LOCUS20365|CAD7012269.1|CCAP	LOC119653478|XP_037914032.1|HILL
OG0001405	CCAP1982_LOCUS20893|CAD7012792.1|CCAP	LOC119654372|XP_037915653.1|HILL, LOC119654030|XP_037915121.1|HILL, LOC119655178|XP_037916858.1|HILL, LOC119654029|XP_037915120.1|HILL
OG0001407	CCAP1982_LOCUS12032|CAD7003583.1|CCAP	LOC119649363|XP_037907405.1|HILL
OG0001408	CCAP1982_LOCUS20682|CAD7012597.1|CCAP, CCAP1982_LOCUS20660|CAD7012575.1|CCAP	LOC119653786|XP_037914717.1|HILL, LOC119653785|XP_037914716.1|HILL, LOC119649778|XP_037908008.1|HILL, LOC119649900|XP_037908222.1|HILL, LOC119649959|XP_037908323.1|HILL, LOC119653782|XP_037914712.1|HILL, LOC119655494|XP_037917324.1|HILL, LOC119654611|XP_037916011.1|HILL
OG0001411	CCAP1982_LOCUS2759|CAD6993975.1|CCAP	LOC119661783|XP_037927187.1|HILL, LOC119652314|XP_037912255.1|HILL, LOC119646991|XP_037903634.1|HILL
OG0001412	CCAP1982_LOCUS8110|CAD6999586.1|CCAP	LOC119646959|XP_037903583.1|HILL
OG0001415	CCAP1982_LOCUS20024|CAD7011913.1|CCAP	LOC119646748|XP_037903254.1|HILL, LOC119646710|XP_037903216.1|HILL
OG0001429	CCAP1982_LOCUS1446|CAD6992597.1|CCAP	LOC119653219|XP_037913722.1|HILL, LOC119652468|XP_037912562.1|HILL
OG0001430	CCAP1982_LOCUS1915|CAD6993088.1|CCAP	LOC119647554|XP_037904478.1|HILL, LOC119656740|XP_037919217.1|HILL
OG0001437	CCAP1982_LOCUS1003|CAD6992121.1|CCAP	LOC119659054|XP_037922891.1|HILL
OG0001438	CCAP1982_LOCUS1198|CAD6992334.1|CCAP	LOC119656888|XP_037919486.1|HILL
OG0001439	CCAP1982_LOCUS2418|CAD6993608.1|CCAP	LOC119659035|XP_037922858.1|HILL
OG0001443	CCAP1982_LOCUS1087|CAD6992217.1|CCAP	LOC119653014|XP_037913378.1|HILL
OG0001444	CCAP1982_LOCUS3898|CAD6995177.1|CCAP	LOC119657226|XP_037919966.1|HILL, LOC119657317|XP_037920104.1|HILL, LOC119658133|XP_037921330.1|HILL
OG0001445	CCAP1982_LOCUS21225|CAD7013154.1|CCAP, CCAP1982_LOCUS2777|CAD6993996.1|CCAP	LOC119650719|XP_037909661.1|HILL
OG0001446	CCAP1982_LOCUS2757|CAD6993972.1|CCAP	LOC119650743|XP_037909739.1|HILL
OG0001447	CCAP1982_LOCUS61|CAD6991115.1|CCAP	LOC119655582|XP_037917453.1|HILL
OG0001448	CCAP1982_LOCUS1118|CAD6992248.1|CCAP	LOC119652654|XP_037912834.1|HILL
OG0001449	CCAP1982_LOCUS12143|CAD7003706.1|CCAP	LOC119650287|XP_037908845.1|HILL
OG0001450	CCAP1982_LOCUS1353|CAD6992503.1|CCAP	LOC119657746|XP_037920724.1|HILL
